Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
14866b6fe91d94b2dac3913d1f18085ab7eabf067f355ae1e5330d849de7c95b,2013-04,Dorset Police,Dorset Police,-2.504473,50.623605,On or near HIGHER END,E01020513,West Dorset 012B,Investigation complete; no suspect identified
2284d2ad0c27914547e835dda44b9f3d627ec4cdfb676a69d3833c81f616b888,2013-04,Dorset Police,Dorset Police,-2.487636,50.614045,On or near KENT CLOSE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
3fc56b9ce61efa7ed4d51e2458bdef277267b2a8551704f539a0c84fa2da3bee,2013-04,Dorset Police,Dorset Police,-2.454616,50.607767,On or near ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
835ba29bce80648f352927589c4f59ea8ab68203055df95fd75b02be57f7bccf,2013-04,Dorset Police,Dorset Police,-2.473950,50.593858,On or near BROADMEADOW ROAD,E01020586,Weymouth and Portland 007A,Investigation complete; no suspect identified
effb6e1821b1735187da51df660655ca45089c915ddf90f8aaea0e8f6c9e0ae4,2013-04,Dorset Police,Dorset Police,-2.512951,50.944524,On or near STATION ROAD,E01020546,West Dorset 001E,Investigation complete; no suspect identified
8a18860abfda1bad2994210b314003d7c93cd9b3c0845cabe7cc3ca096c21708,2013-04,Dorset Police,Dorset Police,-1.800840,50.752180,On or near KATTERNS CLOSE,E01020366,Christchurch 002E,Investigation complete; no suspect identified
8b906865cc5d6b1cd734b360b7ad1bbfc17edf3b5981088d1dd29cc05cd66a79,2013-04,Dorset Police,Dorset Police,-1.832818,50.912081,On or near PEAR TREE CLOSE,E01020373,East Dorset 001A,Investigation complete; no suspect identified
2f9b8199568fe861ded8bd1f65a5b49b3bcc2c02e155a7e0608b04461314575f,2013-04,Dorset Police,Dorset Police,-1.816439,50.812375,On or near MATCHAMS CLOSE,E01020405,East Dorset 004C,Investigation complete; no suspect identified
48c9a04c53ffcd942ec6f5d447c0fd45b0bb803de72aee1db48ec6ea5b456029,2013-04,Dorset Police,Dorset Police,-1.887273,50.821080,On or near KINGS CLOSE,E01020422,East Dorset 006B,Investigation complete; no suspect identified
06a436d3c2e2040d05f8ee3f6211b5a54fa3177c2a07fdbcf0e55c6bb2915b2f,2013-04,Dorset Police,Dorset Police,-2.150795,50.864119,On or near TUDOR GARDENS,E01020437,North Dorset 007C,Investigation complete; no suspect identified
302184b115de2ca5080cc27edafd9060d99178f783a91a41c2e8765fd3b0a343,2013-04,Dorset Police,Dorset Police,-2.217273,50.749566,On or near RYE HILL CLOSE,E01020465,Purbeck 001A,Investigation complete; no suspect identified
2bcc7797c081f1fd453908f2db542bff767249b0516ee4df3a491d6f275272be,2013-04,Dorset Police,Dorset Police,-2.110432,50.686606,On or near Supermarket,E01020485,Purbeck 003C,Investigation complete; no suspect identified
0112d3de8a27faa764a86ec8ed3202c8743504265caf7066b012265f996c212a,2013-04,Dorset Police,Dorset Police,-2.459174,50.650681,On or near THE WOODPECKERS,E01020551,Weymouth and Portland 001A,Investigation complete; no suspect identified
af6afcd0b1585c3fc67d1368650080957e3302a7dd9d88b9743053c44b542240,2013-04,Dorset Police,Dorset Police,-2.439351,50.634795,On or near EASTDOWN GARDENS,E01020557,Weymouth and Portland 002A,Investigation complete; no suspect identified
d2092a44421c84cab8eb9782780144658f3530a493476f9deda0fe185deb7d81,2013-04,Dorset Police,Dorset Police,-2.465211,50.610234,On or near SEDGEFIELD CLOSE,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
fd9cab9996266cc6df80a5a4b79c7dc6fdeb8fb5b62d3fee5587a49f87b15c3c,2013-04,Dorset Police,Dorset Police,-2.484733,50.605190,On or near Petrol Station,E01020578,Weymouth and Portland 005D,Investigation complete; no suspect identified
6f7878a586e8f10c4748eaa4b3384852274264545eb0addfaffda8bd92d9169f,2013-04,Dorset Police,Dorset Police,-1.846357,50.735001,On or near BETHIA CLOSE,E01015292,Bournemouth 015A,Investigation complete; no suspect identified
a4d71a5791551784d960c28366632238d152e5e3b61c38560efbeb13a7b2711b,2013-04,Dorset Police,Dorset Police,-1.849883,50.735752,On or near EGERTON ROAD,E01015329,Bournemouth 015E,Investigation complete; no suspect identified
ec052f4a6880df4b3eb8c5127eb4ad86d2fdb0c3169b240b9d13f9fb956e26e0,2013-04,Dorset Police,Dorset Police,-1.883872,50.744073,On or near WITHERMOOR ROAD,E01015360,Bournemouth 012D,Investigation complete; no suspect identified
83abb83209aa518c75231f2acd14dde4d2108bb314959eaab08b68163964a664,2013-04,Dorset Police,Dorset Police,-1.913197,50.742929,On or near RODNEY CLOSE,E01015383,Poole 007D,Investigation complete; no suspect identified
07330724ae6bc70019a73bd16ff15b5adb0dabd89ce0ffefbc5864ec01ff62cd,2013-04,Dorset Police,Dorset Police,-1.950234,50.739102,On or near ALBION CLOSE,E01015439,Poole 008B,Investigation complete; no suspect identified
6f89ac0b2f4d0e2390946da528e274fc5e5eb7a858c8db3bedc7ea1a945d58c6,2013-04,Dorset Police,Dorset Police,-1.963072,50.723001,On or near PARKSTONE ROAD,E01015466,Poole 015B,Investigation complete; no suspect identified
c7420535e465b1d792026bc4e453672210cab4ec45354017d462b11c712c91fc,2013-04,Dorset Police,Dorset Police,-1.837174,50.910873,On or near ATTWOOD CLOSE,E01020373,East Dorset 001A,Investigation complete; no suspect identified
76c0c38c009c7fa2ed01c0382646fcdee1961ffb42a03a836bf40c8bfb0ecde6,2013-04,Dorset Police,Dorset Police,-1.839590,50.828766,On or near GARDEN-LANE,E01020406,East Dorset 004D,Investigation complete; no suspect identified
e951245e5ac5536b84c8cef6cd359629955ea980df4ce279e4a72914a5c3a8ad,2013-04,Dorset Police,Dorset Police,-2.227063,50.921133,On or near Park/Open Space,E01020445,North Dorset 005B,Investigation complete; no suspect identified
68f991490a885cceb4bc60e0f325a4a5f4c44cb5b078ffbca5f7d27ce5ca92fc,2013-04,Dorset Police,Dorset Police,-2.439913,50.546572,On or near REFORNE,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
40dcaa64cb74c27cc2d23edb91441c5e9af7848c6206ca9dd36ba26d44915d89,2013-04,Dorset Police,Dorset Police,-2.466227,50.645833,On or near BLACKBERRY LANE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
8c1be24e3f80a6989533ff65f605853c826aaede812f47a4f5473616da314b5d,2013-04,Dorset Police,Dorset Police,-1.974407,50.719407,On or near SELDOWN ROAD,E01015468,Poole 015D,Investigation complete; no suspect identified
d1c299da4dee9e7e1d1ffa1db2858f51d51a64664221838d202a2c8610f79c60,2013-04,Dorset Police,Dorset Police,-1.824992,50.730232,On or near MORLEY CLOSE,E01015273,Bournemouth 016B,Investigation complete; no suspect identified
ad70ff81690b9373422daefb86cf5290300c45f289e0ee81c7059d564eb9a31a,2013-04,Dorset Police,Dorset Police,-1.874234,50.717346,On or near Parking Area,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
a26a3868bb5fb2bf02dbc55eddc374b523caeb8e8e51b9572cd831fb3ae7201d,2013-04,Dorset Police,Dorset Police,-1.854514,50.722907,On or near CHRISTCHURCH ROAD,E01015289,Bournemouth 021C,Investigation complete; no suspect identified
04bb94f73eb79b5e01e8e1e42ab6cdd26be2e5a350cc2df7fe5423fe9369b503,2013-04,Dorset Police,Dorset Police,-1.861518,50.725919,On or near Nightclub,E01015290,Bournemouth 021D,Investigation complete; no suspect identified
6f427a01365d6cce65e30d3b6f1826a7149c50187bc0b0201a788989f226c0d9,2013-04,Dorset Police,Dorset Police,-1.895381,50.762626,On or near EAST HOWE LANE,E01015305,Bournemouth 001C,Investigation complete; no suspect identified
b85e9121a2d6bc7e2aec43d9daf8379a8fe6cd3a6866473070fb8392170b29fd,2013-04,Dorset Police,Dorset Police,-1.878004,50.754813,On or near CAREY ROAD,E01015323,Bournemouth 006B,Investigation complete; no suspect identified
a60835a7a14f09d4b0505af18636f62ce9eb73853b3f81fc3dccc7cea175eae6,2013-04,Dorset Police,Dorset Police,-1.861147,50.736143,On or near ST LEONARD'S ROAD,E01015331,Bournemouth 013B,Investigation complete; no suspect identified
cbafae31e1ac6b8bfa9a0b8de1616a763fea70d434a3ceb07e20517b0ae58ab9,2013-04,Dorset Police,Dorset Police,-1.881926,50.739844,On or near BRYANSTONE ROAD,E01015346,Bournemouth 012B,Investigation complete; no suspect identified
20291c46ee00c12ce420b9d314a77d3439e90dfc544ea8f49d2789debf988884,2013-04,Dorset Police,Dorset Police,-1.899365,50.722927,On or near WESTBOURNE CLOSE,E01015372,Bournemouth 023B,Investigation complete; no suspect identified
43ac0ae3b96fa714cf3d35ed3af8011804d60deb11ba6b36d0aa0148f0f4e631,2013-04,Dorset Police,Dorset Police,-1.875920,50.744379,On or near LUTHER ROAD,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
64ee03f0e0062b87db99780d7b5ff04ced1076e4acc8fb5a446eb8c105d1fdb8,2013-04,Dorset Police,Dorset Police,-1.961312,50.744268,On or near KELLAWAY ROAD,E01015411,Poole 005E,Investigation complete; no suspect identified
04c74fb8f2c4131c4eacf6ce60c6097344b3e085ca4cd97160548e6e0e5e51cd,2013-04,Dorset Police,Dorset Police,-2.027415,50.719172,On or near NAPIER ROAD,E01015427,Poole 014A,Investigation complete; no suspect identified
8ff90d6ded6c25e632f0d77ced36ebd4e944ca6fe346bab184998d6b7bde7ac7,2013-04,Dorset Police,Dorset Police,-1.974001,50.736529,On or near BRAMPTON ROAD,E01015451,Poole 012E,Investigation complete; no suspect identified
af3b821bae65249ac11b20d4c77681602783e6e31a8adeb7647d03415be9f433,2013-04,Dorset Police,Dorset Police,-1.841977,50.727009,On or near Supermarket,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
2a367a90b1180fd2b18abc3758a2c4714bf64ec8a661d9a2042a24e6af946197,2013-04,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
f792c6e512b393b0546e6541037b15a76fea1bd6536420fc539b15d85de10f4c,2013-04,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
74052f347ff8db080d4ad5a96c4e79a3515c2d70978dc019f7d62824d3048448,2013-04,Dorset Police,Dorset Police,-1.850455,50.725195,On or near KNOLE GARDENS,E01015289,Bournemouth 021C,Investigation complete; no suspect identified
2853925657559fc8c6c484c1ea648e486895094c890c25e6ec054005d53dddf6,2013-04,Dorset Police,Dorset Police,-1.861619,50.744264,On or near CHARMINSTER ROAD,E01015322,Bournemouth 010A,Investigation complete; no suspect identified
4b15494238b1f0769a3604d1d8c01febb0ea03b9f6a9123402c731543fa8afc1,2013-04,Dorset Police,Dorset Police,-1.891379,50.721517,On or near NORWICH AVENUE WEST,E01015372,Bournemouth 023B,Investigation complete; no suspect identified
6e42f542810e4dbc70044e51bcd4a22478d9a048ae5764ad55c13ce8106e986f,2013-04,Dorset Police,Dorset Police,-1.871884,50.737810,On or near ST LUKE'S ROAD,E01015376,Bournemouth 013D,Investigation complete; no suspect identified
1ce81865287756e3fcc9cbee5d0319e822ba17eed5b9c9e2d56ccddaf13a57b4,2013-04,Dorset Police,Dorset Police,-1.930504,50.741700,On or near TURBARY ROAD,E01015384,Poole 007E,Investigation complete; no suspect identified
7b04593ef171754cd7088f444f201f8c6faae6634fd6083c651e9e53b4b6f6d3,2013-04,Dorset Police,Dorset Police,-1.933384,50.739399,On or near APOLLO CLOSE,E01015385,Poole 007F,Investigation complete; no suspect identified
5c8876a63c46e6ac4e6c6ea4765e39d1758a92b0bb1e9ad7dbf68dcd68639887,2013-04,Dorset Police,Dorset Police,-1.937616,50.732801,On or near CHURCHILL ROAD,E01015393,Poole 010D,Investigation complete; no suspect identified
fcc2bdef4a8fa76d2d0121f1f1e6ddc5c9d1705934b6704f0bf1957d34bc4662,2013-04,Dorset Police,Dorset Police,-1.908409,50.712890,On or near HAYDON ROAD,E01015405,Poole 018D,Investigation complete; no suspect identified
6572c4e6a7acb941398615bf8d98f991fd2bf8abfc8a0c468c82247f052f5e95,2013-04,Dorset Police,Dorset Police,-2.023013,50.726358,On or near KEYSWORTH ROAD,E01015429,Poole 014C,Investigation complete; no suspect identified
78e758f0390a902d643d31f9ad2515231c75fd0d88006ffa39d9d1bfb23a5b5c,2013-04,Dorset Police,Dorset Police,-1.978613,50.721926,On or near DENMARK LANE,E01015465,Poole 015A,Investigation complete; no suspect identified
f91aca7a9599501efbe93e28f69768fa8ffbbf7c331441783c611619946b045c,2013-04,Dorset Police,Dorset Police,-1.868896,50.721782,On or near WOOTTON MOUNT,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
48218acb741ccfec393c36ec17ccd0290f36cf45f3186adf85bf05d7a1656c8e,2013-04,Dorset Police,Dorset Police,-1.915431,50.753749,On or near TURBARY PARK AVENUE,E01015307,Bournemouth 005A,Investigation complete; no suspect identified
6d9840f86f641954d308b7cc788b79843a4fd52bad24b762ad9525c9fbb6eaaa,2013-04,Dorset Police,Dorset Police,-1.902625,50.756509,On or near NORCLIFFE CLOSE,E01015310,Bournemouth 007A,Investigation complete; no suspect identified
36633fd7347aca4555fda7e9839d80f0d68900f76aca047622b99f65a57e92b0,2013-04,Dorset Police,Dorset Police,-1.820520,50.747482,On or near Hospital,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
01b7a4aea33e953c6b1d15bc903a52f648f55e835e4690008f0b7762659af191,2013-04,Dorset Police,Dorset Police,-1.894557,50.738229,On or near CARRBRIDGE CLOSE,E01015348,Bournemouth 012C,Investigation complete; no suspect identified
2deb58bc525b1a634fe1f7d9ed3a4ed793317032a6fc0fe002d6dce1bd05ef43,2013-04,Dorset Police,Dorset Police,-1.916913,50.741376,On or near SLEPE CRESCENT,E01015382,Poole 007C,Investigation complete; no suspect identified
4bb2e4864669870191520415c6d5faca49c054de5f310ef407aed83853d509e4,2013-04,Dorset Police,Dorset Police,-1.906729,50.724489,On or near WESSEX WAY,E01015386,Poole 009A,Investigation complete; no suspect identified
57dbcc83f1e793448eba08bc4c7a0245b2e2daa8c73b5e9a17158535dc504d5c,2013-04,Dorset Police,Dorset Police,-1.969133,50.726474,On or near FERNSIDE ROAD,E01015445,Poole 012A,Investigation complete; no suspect identified
330aedffb6dde50b6691b352d3a303baa6d22ce07789d6984dcb24a460c9f4d7,2013-04,Dorset Police,Dorset Police,-1.956154,50.713403,On or near TURKS LANE,E01015455,Poole 017D,Investigation complete; no suspect identified
1bc0628ad907f50d61c041d7d164927cd6023c71eb0834084c72e66bf1b9ef78,2013-04,Dorset Police,Dorset Police,-1.927338,50.727220,On or near VALE ROAD,E01015462,Poole 013D,Investigation complete; no suspect identified
c5e3e8353b1ff830126db122eac018148b87a02eb2e9ba935b999fca07e45cd7,2013-04,Dorset Police,Dorset Police,-1.969503,50.725053,On or near HOULTON ROAD,E01015466,Poole 015B,Investigation complete; no suspect identified
ed28fa2cf1c58fe02d53727216e88a642c665591895da9b6cf3d295c77ba5977,2013-04,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
dac2c1240e0e3972b35cc85e4203fcaa6853aabe5bcb483dcd287564cade00f2,2013-04,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
926fc8693b97304f957327c70242a451cbab2a1fca62f90779def53b8e6108ec,2013-04,Dorset Police,Dorset Police,-1.872230,50.719951,On or near PARSONAGE ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
80a776113d2ebeae5c3736d813e3b88f9bbf07099167c495bc08fb824cea39a1,2013-04,Dorset Police,Dorset Police,-1.855842,50.723943,On or near DERBY ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
d4acfb6956640f6432e1a247e35d22062f3ce1506416bceda5a927babb9d625e,2013-04,Dorset Police,Dorset Police,-1.854958,50.721226,On or near MANOR ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
0ad2a249d0feb6230cf4b909dbf4234a2e4e596104c85f782e42f728cda747af,2013-04,Dorset Police,Dorset Police,-1.918676,50.762699,On or near DUCK LANE,E01015312,Bournemouth 005C,Investigation complete; no suspect identified
a0883958e0bb92963d92a76cddf336dde9d4b3abe21f15e9f2f0831d49bd95f8,2013-04,Dorset Police,Dorset Police,-1.816719,50.744292,On or near Petrol Station,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
c889cffe0389c9fa8289cb705596f5a56d79eeb90b1ae295e792c506b32d1fc2,2013-04,Dorset Police,Dorset Police,-1.880051,50.752864,On or near COMLEY ROAD,E01015323,Bournemouth 006B,Investigation complete; no suspect identified
a6ff11a05dea2fd3872d48f505f15434093ac74cdd6ee14d305489f057c02d09,2013-04,Dorset Police,Dorset Police,-1.844770,50.752094,On or near Supermarket,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
07d97c859a8b72501e0344b56c4e34f6b73a9e88921f6561d53136118e59463a,2013-04,Dorset Police,Dorset Police,-1.878175,50.743806,On or near Shopping Area,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
6d425755f7d7e56560501eef6e78962bdcb9d4f2b43658116c410174a770e37f,2013-04,Dorset Police,Dorset Police,-1.961733,50.749565,On or near HERSTONE CLOSE,E01015409,Poole 005C,Investigation complete; no suspect identified
93737d840906bcc995f13209d392ec7de28218eaf49e15b8a8e85e1e457f38f4,2013-04,Dorset Police,Dorset Police,-1.954635,50.731910,On or near HERMITAGE ROAD,E01015440,Poole 011A,Investigation complete; no suspect identified
195d5ff01ac3a389a605a0c3f4f9fec06121c19f7fb6e7904fbe6f70869f0d88,2013-04,Dorset Police,Dorset Police,-1.955630,50.712576,On or near PEARCE AVENUE,E01015452,Poole 017A,Investigation complete; no suspect identified
86f1c84d8fe991fd1e51cf54a314f7dda1e48ff1cad6931c0c32e02e68d44417,2013-04,Dorset Police,Dorset Police,-1.963606,50.728801,On or near RINGWOOD ROAD,E01015456,Poole 011D,Investigation complete; no suspect identified
c7e05dff78ea60cd1b5cd7d0d77c133d7adb2a464cd3f5439995d42012765215,2013-04,Dorset Police,Dorset Police,-1.820585,50.722887,On or near ROTHERFIELD ROAD,E01015272,Bournemouth 016A,Investigation complete; no suspect identified
93415fac64089643d57b48d7072140be4c98bf3e8ee6872c1c8a8373e7a61f46,2013-04,Dorset Police,Dorset Police,-1.827231,50.730055,On or near CHRISTCHURCH ROAD,E01015273,Bournemouth 016B,Investigation complete; no suspect identified
e347ed59153b6025e256e81f41228ad10a5ae4045695a04de8a130321011bbff,2013-04,Dorset Police,Dorset Police,-1.847380,50.729840,On or near ST CLEMENT'S ROAD,E01015281,Bournemouth 019D,Investigation complete; no suspect identified
78a2bebf50dbddae8541b023700ed314bfe169ae1480c7512e722dce2dbc6c13,2013-04,Dorset Police,Dorset Police,-1.845040,50.725997,On or near AYLESBURY ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
5888264419450bf37d342a9a4b4aea05f8ee06b0b592222b45fdde9e41437da9,2013-04,Dorset Police,Dorset Police,-1.795244,50.731955,On or near ILFORD CLOSE,E01015299,Bournemouth 020D,Investigation complete; no suspect identified
0afbdf1fbe84bf3a4eabc5c927db5eb63bfe1897a77d129133518aae35ed66e0,2013-04,Dorset Police,Dorset Police,-1.800427,50.725993,On or near TUCKTON ROAD,E01015300,Bournemouth 020E,Investigation complete; no suspect identified
0fcfaff55e0f1bc208349fd99f3d391f2c718e0374feb95914d38d12d1c69c27,2013-04,Dorset Police,Dorset Police,-1.933969,50.757304,On or near GOLDENLEAS DRIVE,E01015308,Bournemouth 002C,Investigation complete; no suspect identified
ca38561a3061321d0a3d2577b340c993c64579e94f4723edfcd385819ba6cedc,2013-04,Dorset Police,Dorset Police,-1.937803,50.752378,On or near BOWDEN ROAD,E01015379,Poole 002A,Investigation complete; no suspect identified
0970d1748d2fcfa4620f1f2d1bb28d4a6ec5c635d2d90c0a642395857329f202,2013-04,Dorset Police,Dorset Police,-1.915524,50.741429,On or near BROADMAYNE ROAD,E01015382,Poole 007C,Investigation complete; no suspect identified
e001607b4133d13760b2e19bb738b981b2f6bc8cebdf717ac2bef6a4cbae4c21,2013-04,Dorset Police,Dorset Police,-1.938664,50.689870,On or near BANKS ROAD,E01015406,Poole 018E,Investigation complete; no suspect identified
2c0463628a72755c2eeb19c8ab91a70e64365092cc918c0a94364fa300e8b327,2013-04,Dorset Police,Dorset Police,-1.997709,50.743546,On or near BALENA CLOSE,E01015417,Poole 006A,Investigation complete; no suspect identified
2936495c0f0b5d76753567eef7520f0cf040d793dc2ad5d9c797e3dc9a091414,2013-04,Dorset Police,Dorset Police,-1.926384,50.721059,On or near MAYFIELD AVENUE,E01015464,Poole 013F,Investigation complete; no suspect identified
7ef43a22782a19a2e7d877306056b389339c432d5baf1652ce553335184a6883,2013-04,Dorset Police,Dorset Police,-1.818738,50.727992,On or near DEAN'S ROAD,E01015274,Bournemouth 018A,Investigation complete; no suspect identified
6bf911a09b8d19aea276c6fd1e9b2ad44598c2c8273b7f55ae57a249eb17b11a,2013-04,Dorset Police,Dorset Police,-1.914446,50.758056,On or near SPRINGWATER ROAD,E01015309,Bournemouth 005B,Investigation complete; no suspect identified
bf46dd7b93c2aeaa3b7a14acbcab6fba9df19016ca10c622d7971a2917468cb4,2013-04,Dorset Police,Dorset Police,-1.876367,50.757545,On or near THE GROVE,E01015323,Bournemouth 006B,Investigation complete; no suspect identified
0a284ac301c636fd3da46c4fedf0fa0ca6d8ee715151c4dfd98e3bc2c3694065,2013-04,Dorset Police,Dorset Police,-1.846109,50.750126,On or near Bus/Coach Station,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
f4c9f1a5d39ce7808d33135e9ef0b6b2dbfce45bb53c9c02730613baa5ffd15a,2013-04,Dorset Police,Dorset Police,-1.892925,50.751824,On or near ARCHDALE CLOSE,E01015358,Bournemouth 007E,Investigation complete; no suspect identified
661f42759ba923f74404a8d4249023976f08ab416afa8aaf1fd589c7ab1d2420,2013-04,Dorset Police,Dorset Police,-1.899221,50.717541,On or near WEST CLIFF ROAD,E01015369,Bournemouth 024C,Investigation complete; no suspect identified
2f3a99d0d4940b486d4d64d4bf3cbecb60fc730176bff039a9e20846b4e35a55,2013-04,Dorset Police,Dorset Police,-1.896182,50.740253,On or near MANSEL CLOSE,E01015388,Poole 009C,Investigation complete; no suspect identified
7ffd12648e25226dc565aa6c83c45f8a1109be338d034d74799c6ee4440e7025,2013-04,Dorset Police,Dorset Police,-1.937536,50.729060,On or near Supermarket,E01015390,Poole 010A,Investigation complete; no suspect identified
8d7bce64614b991cb42462dc822b549457b973c3c42d71c720c0506d2decb7ce,2013-04,Dorset Police,Dorset Police,-1.916459,50.726034,On or near POOLE ROAD,E01015402,Poole 018A,Investigation complete; no suspect identified
c82ef2056fcd7f3c70c45950cbfabff055423a6a32e43abd1e44cb9c20692976,2013-04,Dorset Police,Dorset Police,-1.983748,50.745784,On or near ROYSTER CLOSE,E01015416,Poole 004E,Investigation complete; no suspect identified
52c13a450838e5f036020465ac0a44ac267c0ae0b33d75e36328cb2228ab8ecf,2013-04,Dorset Police,Dorset Police,-1.931061,50.768003,On or near KING JOHN CLOSE,E01015436,Poole 002C,Investigation complete; no suspect identified
b8d252e214880ebccca47d04c56e8d906dab655626e9affca31623500fc27c0b,2013-04,Dorset Police,Dorset Police,-1.946832,50.740135,On or near ROSEMARY GARDENS,E01015439,Poole 008B,Investigation complete; no suspect identified
f959eedfde82bb31e2e969aa02e4f10a1899b386bfbf590ee93e990acdf36c47,2013-04,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
fa5c343bc837d74b14f146a91932e1a065e311efefdf7bfa7870e1dcda56069e,2013-04,Dorset Police,Dorset Police,-1.872862,50.722173,On or near Nightclub,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
34fe2d9b9355898c756127b88d7e4ae4d064902ef7f017f58db162659db800d5,2013-04,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
20d5335bd232968e1a2be495d4625c12f154891e1e89787ada0bb6f4fb32db41,2013-04,Dorset Police,Dorset Police,-1.849189,50.731219,On or near SPRING ROAD,E01015293,Bournemouth 015B,Investigation complete; no suspect identified
8787c3dcc74a55864bda0fe3c883228cfa995c9a7c7cd4fd9b36b40ab7b95a67,2013-04,Dorset Police,Dorset Police,-1.874251,50.753622,On or near BLOOMFIELD AVENUE,E01015320,Bournemouth 006A,Investigation complete; no suspect identified
4a67a26494850945d142ae55ecd430a1ef5308235c43c2819efd66fc352d8a4e,2013-04,Dorset Police,Dorset Police,-1.860479,50.732276,On or near BENNETT ROAD,E01015327,Bournemouth 015D,Investigation complete; no suspect identified
70246e5b3db4be74b2c4d2b9ef64460fb78ec282af29c790b9b864d366e1cb52,2013-04,Dorset Police,Dorset Police,-1.888386,50.752782,On or near BESWICK AVENUE,E01015337,Bournemouth 003E,Investigation complete; no suspect identified
862e8751bb89bcc55b087f5c3468814eb7698502150dae469879ec72ab31fa18,2013-04,Dorset Police,Dorset Police,-1.811841,50.727253,On or near FRANKSTON ROAD,E01015365,Bournemouth 018D,Investigation complete; no suspect identified
66259cca17cf6f3c77e11fc269926ba31350294ff24ae8c480dd48d0cc5d15dc,2013-04,Dorset Police,Dorset Police,-1.924977,50.741310,On or near CRANBORNE CRESCENT,E01015384,Poole 007E,Investigation complete; no suspect identified
bc5aaa64597ee3a3521cbf7a3ae2b425e14c7e7f4914b9ab06abd7a319dda3a8,2013-04,Dorset Police,Dorset Police,-1.913656,50.724845,On or near Supermarket,E01015402,Poole 018A,Investigation complete; no suspect identified
6a467a4393c9e42f94c5e070f303ad8572109c8502c6e5a58fdd116a05961bb7,2013-04,Dorset Police,Dorset Police,-1.977212,50.748885,On or near CHISWELL ROAD,E01015416,Poole 004E,Investigation complete; no suspect identified
8e0a3dce07250f3c774cf75017af7073133aa6eb33dbc8a3847269a49e85719e,2013-04,Dorset Police,Dorset Police,-1.973496,50.728183,On or near POUND LANE,E01015445,Poole 012A,Investigation complete; no suspect identified
ae8778abfe6f2cd5e75be12fb06ee51cc18ce8014dde8a4f369e957bed279ef4,2013-04,Dorset Police,Dorset Police,-1.929190,50.719829,On or near KINGS AVENUE,E01015464,Poole 013F,Investigation complete; no suspect identified
c053a903023dedddd3b5e023aa8527c7eb97cbdf3ac5720b24675e48112f07df,2013-04,Dorset Police,Dorset Police,-1.872219,50.729268,On or near CAVENDISH PLACE,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
15a0247c82674fe7eccf91501f9834179de9d8da1e84183137884d2754dfa878,2013-04,Dorset Police,Dorset Police,-1.846695,50.731278,On or near WINDHAM ROAD,E01015293,Bournemouth 015B,Investigation complete; no suspect identified
dd3a7a4a1f44c35888d7b4246556d907c69adbf6e1d9b7ddda1f1a89adf3f34d,2013-04,Dorset Police,Dorset Police,-1.898818,50.773124,On or near Sports/Recreation Area,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
278172c922636b2ba3a77d209b46df89aae4195aa1019b7d7e60b6eed1a11a76,2013-04,Dorset Police,Dorset Police,-1.817697,50.744429,On or near Parking Area,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
70550d508fd6118cbb4d4071d442d33ea2e65fbdf4bf08ac0c137f978f38a424,2013-04,Dorset Police,Dorset Police,-1.852894,50.747104,On or near MALLARD CLOSE,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
57fdb8b9e7690404ebc95c17f16d38a1ef52e0c1140e6bb22aa037e88cf6d5a7,2013-04,Dorset Police,Dorset Police,-1.857785,50.751643,On or near UPLANDS ROAD,E01015343,Bournemouth 004A,Investigation complete; no suspect identified
