Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
46959c0cfcb50d385595a9c56b9a0b38a1689068dbb51c45e520cc2b22abc862,2014-10,Humberside Police,Humberside Police,-0.321480,53.785936,On or near GOODHART ROAD,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
3420c59099d42bf28b49be46e572a9af3d272dcd33b4732daec11883c508f441,2014-10,Humberside Police,Humberside Police,-0.345036,53.794084,On or near JOHN NEWTON WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
f3a9774c5983010bf88b91f8596ac8f16f51a3c83086b5ac57b6a12419ace3ba,2014-10,Humberside Police,Humberside Police,-0.322734,53.789890,On or near DALWOOD CLOSE,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
b2ab9ed199289bb19760859751885d2ef268d3366a2f22b1b720577437c2ba7f,2014-10,Humberside Police,Humberside Police,-0.310716,53.781811,On or near TRURO CLOSE,E01012790,Kingston upon Hull 004D,Investigation complete; no suspect identified
cbc4d0b48e870738b1b4aa5e34207f0261ec958bcf9c73e3e3e752bfd252766e,2014-10,Humberside Police,Humberside Police,-0.350767,53.799718,On or near LOSELEY PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
f09c1f5ec9118676c4fc4d4fa4522ab526b35fea4345d359e5b3394f365d8d4a,2014-10,Humberside Police,Humberside Police,-0.356276,53.797834,On or near POOLS BROOK PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
95c5dc43941b09b59144b35c10c884c6ca42f819850eabbcd8c1cb00358f0ee9,2014-10,Humberside Police,Humberside Police,-0.407998,53.727087,On or near Police Station,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
8932fff04823942feca7095e46fd10ca439c6ecf548ed7bccb64575c354ebfa4,2014-10,Humberside Police,Humberside Police,-0.398712,53.763620,On or near COLWALL AVENUE,E01012797,Kingston upon Hull 019C,Investigation complete; no suspect identified
ab8629218cc8f206f1437a733d0bd87e6f6386702edc9afb9519b2329de2bb66,2014-10,Humberside Police,Humberside Police,-0.417113,53.730165,On or near BETHUNE AVENUE,E01012887,Kingston upon Hull 033D,Investigation complete; no suspect identified
890153d70d678ee23b3aec657a0a40f1576cfe546adf4a75b5cf135d521d81c7,2014-10,Humberside Police,Humberside Police,-0.402341,53.735955,On or near DEWBERRY COURT,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
eceddd9ba90d555a002dcae70c6f394419d5a791dfeeb31df14354503e8ea68a,2014-10,Humberside Police,Humberside Police,-0.402341,53.735955,On or near DEWBERRY COURT,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
5d651f5f264abe74907f9ce7498c08bd8a1d443d2e6a40da6f8b6b37ed046887,2014-10,Humberside Police,Humberside Police,-0.406069,53.746414,On or near KENDAL WAY,E01012777,Kingston upon Hull 028E,Investigation complete; no suspect identified
dcd73194a08db6626d56490f7e5fd229d935f7cdc0e2d8763656f239d20fcd87,2014-10,Humberside Police,Humberside Police,-0.396851,53.751523,On or near AYLESBURY GROVE,E01012775,Kingston upon Hull 028D,Investigation complete; no suspect identified
1eeef8ee44da091f9a39c77600082507b546cb93fa369d2562895af0a1dccb58,2014-10,Humberside Police,Humberside Police,-0.389084,53.730969,On or near HAMPSHIRE STREET,E01012888,Kingston upon Hull 031E,Investigation complete; no suspect identified
6279864e0d2c6c0d8e1a447257205c6f4500e8301ae91856f198864a15ea88b7,2014-10,Humberside Police,Humberside Police,-0.384307,53.751166,On or near WOODGATE ROAD,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
c358d97545ad6fb5a715dbaafddbae918bb67c95893352c17acc150437a38eb7,2014-10,Humberside Police,Humberside Police,-0.386558,53.743879,On or near Supermarket,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
ae0b972e2f3b7bd0e308625e4bde82db413c1bf50598805a18599985c9603b24,2014-10,Humberside Police,Humberside Police,-0.389647,53.753512,On or near CHANCERY COURT,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
f9d4eccb7b0736ca3f4e87452b1a5f1870f96e4577dd354e9b00f26edcfeed7a,2014-10,Humberside Police,Humberside Police,-0.389084,53.730969,On or near HAMPSHIRE STREET,E01012888,Kingston upon Hull 031E,Investigation complete; no suspect identified
24be7ed21be2c3107b6146b6f9a83b4539438a40b50e8c28c26388a1d4e7d453,2014-10,Humberside Police,Humberside Police,-0.393512,53.750004,On or near SPRING BANK WEST,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
65beaf98380747b822149db0874273568d1eb68247806c699429ba28188a99df,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
f2562d71927c571d1e9e545c408e666d4f18942951bf41560cc94503bd058ed7,2014-10,Humberside Police,Humberside Police,-0.401462,53.756322,On or near DANUBE ROAD,E01012801,Kingston upon Hull 019E,Investigation complete; no suspect identified
dbafc657d9edeb475c7877e78324f048773d50dbc228566a43a756020acc6cbe,2014-10,Humberside Police,Humberside Police,-0.406015,53.754252,On or near BLOOMFIELD AVENUE,E01012802,Kingston upon Hull 023D,Investigation complete; no suspect identified
8b557498ceda2aaba142a17c46077f92c881c19759e9e7d57ce8f7f5e6a14ea4,2014-10,Humberside Police,Humberside Police,-0.402341,53.735955,On or near DEWBERRY COURT,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
d738c31f0406418d7e84a1f50238653292a9d8819612bc15f76625022a7cd2a4,2014-10,Humberside Police,Humberside Police,-0.402666,53.742189,On or near PARK LANE EAST,E01012777,Kingston upon Hull 028E,Investigation complete; no suspect identified
964788ee0dd35d068cddca232bd80d606eb5a51c1b00ccc186d4d4e5f8987daa,2014-10,Humberside Police,Humberside Police,-0.402666,53.742189,On or near PARK LANE EAST,E01012777,Kingston upon Hull 028E,Investigation complete; no suspect identified
66b1084e79967c0472794894941434f77bb7af9a3b4a9d45cffbab846bb60e36,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
f6f9614254bcd12a5ca83634ae362bb94f89c59bcb97613b2cdba51db47f302b,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
7341d963538f114cd821a89a6a91247fe67d88ea95f9b14d5d66633a46d153fa,2014-10,Humberside Police,Humberside Police,-0.396082,53.728312,On or near HELLYERS COURT,E01012883,Kingston upon Hull 033B,Investigation complete; no suspect identified
3c782e9a7a550abaea1c3e61daccaa88633110d09cc529d2bb9b114036f91401,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
5c1e927a456f11088052fb4a0c2a000e2da9db2b31441c948ad6c97874f51a2d,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
c6ab8c6bffd9821c682106adcbbac33bab696938fdd415f41687bfa8c70e90f8,2014-10,Humberside Police,Humberside Police,-0.396318,53.733682,On or near WEST GROVE,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
cd9d6cd214692b2119cf5cffd046fa4b959efcd406694c98d2d72a38fda8080f,2014-10,Humberside Police,Humberside Police,-0.402666,53.742189,On or near PARK LANE EAST,E01012777,Kingston upon Hull 028E,Investigation complete; no suspect identified
66021d5089c16d3893cedbf188fc46a61c4bdaf4b3b1d4c3a14301226e252ee9,2014-10,Humberside Police,Humberside Police,-0.408096,53.744554,On or near Supermarket,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
251ce350beab8fdfc9bf70f255424bb602963f59e148eb148777ce4c63806934,2014-10,Humberside Police,Humberside Police,-0.418964,53.724077,On or near Petrol Station,E01012884,Kingston upon Hull 033C,Investigation complete; no suspect identified
f710ae2d6c6d4207fb025ea9655ef6c7c8715b2a14a31ce4bac26b18596dfd94,2014-10,Humberside Police,Humberside Police,-0.414407,53.756961,On or near WILLERBY CARR CLOSE,E01012800,Kingston upon Hull 023C,Investigation complete; no suspect identified
e5112a1ec8c23cac710d2d9a35757281abea68e90c0d87465d14a3e5fbce8056,2014-10,Humberside Police,Humberside Police,-0.386478,53.749928,On or near Petrol Station,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
3a215c8e85136a0e9565adfd4c820e03b7f9c430c7c62dd7309f951c35591e00,2014-10,Humberside Police,Humberside Police,-0.413884,53.725331,On or near SANDPIPER DRIVE,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
fe7a3928f6a4f52f0d4dd1f3f9c161695e6cbbeabaf8b493468bfb8acbd3665e,2014-10,Humberside Police,Humberside Police,-0.422031,53.721915,On or near OWEN AVENUE,E01013008,East Riding of Yorkshire 034A,Investigation complete; no suspect identified
f796e566633c59d449909468db44eef79c38e785e229efbd90e8462ed1572f35,2014-10,Humberside Police,Humberside Police,-0.385771,53.751365,On or near LUTON ROAD,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
f3b2826968030372458aeca737feef17d2a8bf3a0b8737c833a0ca4c873b2b0e,2014-10,Humberside Police,Humberside Police,-0.405397,53.730926,On or near CAWTHORNE DRIVE,E01012883,Kingston upon Hull 033B,Investigation complete; no suspect identified
456fd5b1acdd53258da0c9170ea10638be1a441e01a6a661a4bbeab73e93a93f,2014-10,Humberside Police,Humberside Police,-0.393484,53.743972,On or near NORTH ELLA DRIVE,E01012772,Kingston upon Hull 028C,Investigation complete; no suspect identified
cb438dd07d3fa7969eafe3b2dd6710c392022ce1ca9d67cb4ac842b535b8c993,2014-10,Humberside Police,Humberside Police,-0.422031,53.721915,On or near OWEN AVENUE,E01013008,East Riding of Yorkshire 034A,Investigation complete; no suspect identified
b053290300d746d9028f4e80b97fa927c05c0e79cff214b2a9717fe9f4486857,2014-10,Humberside Police,Humberside Police,-0.389454,53.753806,On or near BERMONDSEY DRIVE,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
37bc17704a2b78395d5dfcfdde3260995b229fe0ea5293d7b8cc778483a75630,2014-10,Humberside Police,Humberside Police,-0.413606,53.760097,On or near CHESTER ROAD,E01012800,Kingston upon Hull 023C,Investigation complete; no suspect identified
585234ba4a23cfda21bc39a959bd882d79f86c73a26aee7ea90fc9440f50dca8,2014-10,Humberside Police,Humberside Police,-0.400318,53.751695,On or near HACKNESS GROVE,E01012775,Kingston upon Hull 028D,Investigation complete; no suspect identified
e79d9c52bf61389be1ff4a967a97daa862a5cb3a37ec7766a925d8661e006c42,2014-10,Humberside Police,Humberside Police,-0.410857,53.731664,On or near WASCANA CLOSE,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
d5f33c741e4e11a5870d47b4dd42a1e34ba1c7ac8375a1ef26791533c61cdd4c,2014-10,Humberside Police,Humberside Police,-0.392963,53.749682,On or near HASTINGS GROVE,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
2732989bb7b406ec3032440fc20b19d8d9ed78954eb26883f7ea6d1ad983f977,2014-10,Humberside Police,Humberside Police,-0.417736,53.751926,On or near SPRINGHEAD AVENUE,E01012796,Kingston upon Hull 023A,Investigation complete; no suspect identified
3d8bfcbb64a62e5fe655d3eb94f79830837d048d6dc5d2d08e3abed779265953,2014-10,Humberside Police,Humberside Police,-0.408403,53.741645,On or near HOME CLOSE,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
a8fe745890335ab7914cfb7bad0baead59f80663f905e97326c7530988bce439,2014-10,Humberside Police,Humberside Police,-0.402146,53.759091,On or near STRENSALL ROAD,E01012798,Kingston upon Hull 019D,Investigation complete; no suspect identified
ae484d490e198e2e213fafe4e4ebc34ec861f3cbfef406e0c3d0f36f22e1ee06,2014-10,Humberside Police,Humberside Police,-0.386478,53.749928,On or near Petrol Station,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
92881ad7c3b5081f2c811e2b333c7050123523083b96eb98d60a2d4a19534954,2014-10,Humberside Police,Humberside Police,-0.317199,53.793148,On or near INNSWORTH GARTH,E01012783,Kingston upon Hull 004B,Investigation complete; no suspect identified
c3f0713b70d2a36301c7ee0e99f476d75a5272059eb6af4ec31d8b983ce8dfba,2014-10,Humberside Police,Humberside Police,-0.326291,53.786326,On or near STROUD CRESCENT EAST,E01012789,Kingston upon Hull 002F,Investigation complete; no suspect identified
f5dd62529b0d2c67eaa37eec07882ebc9f207a3e71fb315bab4fa149b027d2b0,2014-10,Humberside Police,Humberside Police,-0.349602,53.791090,On or near SELSET WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
01610418cee4bade3bd972c08a405d30ec5155bae98a27bd664f2d990ba2dee8,2014-10,Humberside Police,Humberside Police,-0.343680,53.796923,On or near DANBURY PARK,E01033105,Kingston upon Hull 001F,Investigation complete; no suspect identified
0eea8be063a834f926c03f30c1b778c1a976de0ea2a85676a5c0c7bd83f04442,2014-10,Humberside Police,Humberside Police,-0.330019,53.804060,On or near PENNINE WAY,E01012781,Kingston upon Hull 001C,Investigation complete; no suspect identified
23a018d937540a022768b0d01fad57cfe94ca7416fbd23ccf56e5e7338167f74,2014-10,Humberside Police,Humberside Police,-0.349452,53.800338,On or near MARKEATON PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
054637a5a7fdc91cbc966cbbcea4791a309dde3cfd529ebc848e9da1ced812b4,2014-10,Humberside Police,Humberside Police,-0.318506,53.787422,On or near ROBOROUGH CLOSE,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
bc21b417331552c73ccbf8887ee55e861924039fd646c44d7de80b1ff34d9e2f,2014-10,Humberside Police,Humberside Police,-0.322734,53.789890,On or near DALWOOD CLOSE,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
7daaa1fc2dc531f3ba10798b357dcd58520aa7424396817daf1c199b44275194,2014-10,Humberside Police,Humberside Police,-0.317199,53.793148,On or near INNSWORTH GARTH,E01012783,Kingston upon Hull 004B,Investigation complete; no suspect identified
a807151b4a47d34caf76e0c06e45665c5a0f3f4e95e64007ed056b3e66135ad9,2014-10,Humberside Police,Humberside Police,-0.332445,53.785792,On or near RIDSDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
faa7d71b24edab1a2d6ebe95a0e70a2120ac639d8c3e01bd8be06f8efdb6f094,2014-10,Humberside Police,Humberside Police,-0.312879,53.791856,On or near LEEMING GARTH,E01012783,Kingston upon Hull 004B,Investigation complete; no suspect identified
950167af964324b0b5ceb100f398743ed915ec8b1827dd1f184d5f498b0f77c2,2014-10,Humberside Police,Humberside Police,-0.322946,53.797894,On or near BINBROOK GARTH,E01012782,Kingston upon Hull 002A,Investigation complete; no suspect identified
b91836ae988afd8abfdf30aa71c748f06672b802e9e31f9456740d4031e4be0f,2014-10,Humberside Police,Humberside Police,-0.317147,53.783448,On or near Pedestrian Subway,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
b46de6dd91e9bdb20ae595b6a848fc2a595634e72a1cc0cbbed61f2517d5d11f,2014-10,Humberside Police,Humberside Police,-0.350219,53.789696,On or near HAWESWATER WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
c7827805b36e0f9605eb423e6b3843253d1c92c93c3ab817b9b9440baefb2cad,2014-10,Humberside Police,Humberside Police,-0.350219,53.789696,On or near HAWESWATER WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
e5e97a94ced1de83ceda05119280754fcc9600df7d480d30de8dfed1105c3250,2014-10,Humberside Police,Humberside Police,-0.356276,53.797834,On or near POOLS BROOK PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
b0e39b63e506375c38dc7c78dc88c06c06377efe81aed53544c58367368099e7,2014-10,Humberside Police,Humberside Police,-0.349509,53.796186,On or near CLEARWATERS,E01033107,Kingston upon Hull 001H,Investigation complete; no suspect identified
bab446249de61b7ba265a4c23dea46090a03172c277a9231b3e6f604d948e954,2014-10,Humberside Police,Humberside Police,-0.356413,53.800155,On or near THE PINES,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
2388af9a87e3d020268261b668d0eb230bb7c8082a3209185bde59617d09f231,2014-10,Humberside Police,Humberside Police,-0.347494,53.796823,On or near CHANCEWATERS,E01033105,Kingston upon Hull 001F,Investigation complete; no suspect identified
136c853c60ae52d9cfc0b8bfeb703366234695b066baa93f7ff0717c820b7449,2014-10,Humberside Police,Humberside Police,-0.343319,53.799912,On or near TRENT PARK,E01033108,Kingston upon Hull 001I,Investigation complete; no suspect identified
5fd6c51668d4c05fd63ac9e04b63fb59308662532f1e2dfa7c7e76d4e8ae7cb5,2014-10,Humberside Police,Humberside Police,-0.333834,53.803610,On or near WAWNE ROAD,E01012781,Kingston upon Hull 001C,Investigation complete; no suspect identified
8a2dea78b58497cae41322a2e23b497521454c1e76d2e7d44d7469330524dd60,2014-10,Humberside Police,Humberside Police,-0.334491,53.793551,On or near BODMIN ROAD,E01012786,Kingston upon Hull 002C,Investigation complete; no suspect identified
bd03ebed5284577fc65fc36cb3cced19c9156b7fff902d81522f323cebd85cbb,2014-10,Humberside Police,Humberside Police,-0.315124,53.783563,On or near NEWLYN CLOSE,E01012790,Kingston upon Hull 004D,Investigation complete; no suspect identified
2948ff8d3f0a469a71ca480e5da8201e60a3976e8f8505731474979ca56f71d9,2014-10,Humberside Police,Humberside Police,-0.322279,53.786082,On or near Shopping Area,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
15104e33f6013c175c1e5e4422ff69a425a8aef50688c58a9dd14fe95cb8ee5f,2014-10,Humberside Police,Humberside Police,-0.340413,53.787359,On or near THORNDALE,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
38ee1181a9cbbf456406dac49b20855e900f8fe97fee2844902b83d066cfb10c,2014-10,Humberside Police,Humberside Police,-0.324516,53.794320,On or near PORLOCK DRIVE,E01012788,Kingston upon Hull 002E,Investigation complete; no suspect identified
623e19e79ed17f25330826d95e7c3e35502c58526e62af8abb47c1bd1e1ffe14,2014-10,Humberside Police,Humberside Police,-0.336044,53.786534,On or near JENDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
afd17dc8e4e0d9de6d2c957b4b1c3ad57ae03ae14f84005d4b41730a93d78e76,2014-10,Humberside Police,Humberside Police,-0.351408,53.799241,On or near SHINEWATER PARK,E01033107,Kingston upon Hull 001H,Investigation complete; no suspect identified
e7a056af9e028741984ada959dad8ec134a36b649763158f212caf49c522a4f7,2014-10,Humberside Police,Humberside Police,-0.327801,53.783102,On or near NIDDERDALE,E01012789,Kingston upon Hull 002F,Investigation complete; no suspect identified
b97fc8f9cb6c3581014c1e0a671ae3549f27e5dc45bc6c70fe5bab6032c5c291,2014-10,Humberside Police,Humberside Police,-0.357911,53.798746,On or near HAUGH PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
97d5ead82b03c95cfb39fd3bdc289ac8fded9fce0afd8894d97018a94d8df9f6,2014-10,Humberside Police,Humberside Police,-0.332188,53.801088,On or near HYKEHAM CLOSE,E01012832,Kingston upon Hull 001E,Investigation complete; no suspect identified
846eef7536d366540199cba537f8f6418556ff4602f99cb8e5e5dfda90c27771,2014-10,Humberside Police,Humberside Police,-0.331597,53.786508,On or near CHELTENHAM AVENUE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
691bac75f1e89d4ebf1750efe0fe119d2af07461958f52df73914cc73a027985,2014-10,Humberside Police,Humberside Police,-0.336044,53.786534,On or near JENDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
7d088c8d10bc18890af83665eb6fe2b1966aed10dd8db331c021d848f770da5f,2014-10,Humberside Police,Humberside Police,-0.346830,53.800203,On or near MEADOW RISE,E01033108,Kingston upon Hull 001I,Investigation complete; no suspect identified
3fa273550e11767edca0d8f4a057954a06f94a06783e12580430494a23328a87,2014-10,Humberside Police,Humberside Police,-0.322279,53.786082,On or near Shopping Area,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
328b1e8f2039372b7c5449e18e6163a905ff35d19510d578cf7d0b5f8e9aaab3,2014-10,Humberside Police,Humberside Police,-0.338290,53.785765,On or near GRIZEDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
e25b2546de5b6c02d7f6eaaf437465dfb958bfa6a32f5d9bc893dfa4084ce77d,2014-10,Humberside Police,Humberside Police,-0.325007,53.797221,On or near ABINGDON GARTH,E01012782,Kingston upon Hull 002A,Investigation complete; no suspect identified
dbf8ed8c69639192d8906a3b13dcae27b7abc8ad63a9c21b7fb40b3c6fcc84d0,2014-10,Humberside Police,Humberside Police,-0.359171,53.798745,On or near STAUNTON PARK,E01033106,Kingston upon Hull 001G,Investigation complete; no suspect identified
dfaec6964b91fa69860b7e5914849638e6969c53b97136104881dd8184e4805b,2014-10,Humberside Police,Humberside Police,-0.322279,53.786082,On or near Shopping Area,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
729e0003d1d602e09b3f3dc697a7edadcf5190753ea51d619710a860d36e7bef,2014-10,Humberside Police,Humberside Police,-0.336071,53.790436,On or near HARTLAND CLOSE,E01012785,Kingston upon Hull 002B,Investigation complete; no suspect identified
845651a877053af76d42a4ef7267673edb3746a2a2dad1b3506acf0e9b0101d3,2014-10,Humberside Police,Humberside Police,-0.343680,53.796923,On or near DANBURY PARK,E01033105,Kingston upon Hull 001F,Investigation complete; no suspect identified
d249b22ac661673612b0cdcca4e850da82500d4a29772e91d8fdab0f2d89ca3a,2014-10,Humberside Police,Humberside Police,-0.333684,53.802016,On or near RAUCEBY CLOSE,E01012832,Kingston upon Hull 001E,Investigation complete; no suspect identified
2f91f3c6f6d2bcf93bcb18fd507b0d510f336676abb83d4c27136b99480f4dc4,2014-10,Humberside Police,Humberside Police,-0.320201,53.787167,On or near Parking Area,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
49aa55da3e846ceb8459ca40795ce5eae17395f9f9292501591af7bcc1b97981,2014-10,Humberside Police,Humberside Police,-0.317184,53.785174,On or near PERRAN CLOSE,E01012790,Kingston upon Hull 004D,Investigation complete; no suspect identified
bd1d18a41b90c3f5f1c2ef3e90c1303540ed95e72c378a0ca40da7199ddaaa52,2014-10,Humberside Police,Humberside Police,-0.342755,53.783786,On or near Parking Area,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
f28a2470e4b1da17123bf44870e9702ebc6ba3f89de512b932845504ee6470e6,2014-10,Humberside Police,Humberside Police,-0.322279,53.786082,On or near Shopping Area,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
3b56cbd98944881f62506674e097920e9017cf763460ed6f2ba171f9900b52a5,2014-10,Humberside Police,Humberside Police,-0.329209,53.782430,On or near CRANHAM GROVE,E01012789,Kingston upon Hull 002F,Investigation complete; no suspect identified
bd327f62d676a3320648e5bcd4053167990db68d8ee4b6e33798fd884f5948f1,2014-10,Humberside Police,Humberside Police,-0.315124,53.783563,On or near NEWLYN CLOSE,E01012790,Kingston upon Hull 004D,Investigation complete; no suspect identified
6cec34f4a2809044aa85457cc69e2bca6ce4ec80a4e35c873330f123e3116ca8,2014-10,Humberside Police,Humberside Police,-0.341972,53.786706,On or near PAXDALE,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
62ec9ebade7014d0dad536f84247e7c9503a532bc3820804fc9480df5b45f65d,2014-10,Humberside Police,Humberside Police,-0.344303,53.802676,On or near BOWMONT WAY,E01033108,Kingston upon Hull 001I,Investigation complete; no suspect identified
c50f0fbac089147583db4f303460f31c77cf5b296a01705660e917afcfe4d9c8,2014-10,Humberside Police,Humberside Police,-0.348807,53.793551,On or near Petrol Station,E01033105,Kingston upon Hull 001F,Investigation complete; no suspect identified
fb0af4d4a1b6fcef50ce4c3a6532c8aa86d4f0c0fedf7e4b45042378635b0422,2014-10,Humberside Police,Humberside Police,-0.332048,53.793886,On or near SANFORD CLOSE,E01012788,Kingston upon Hull 002E,Investigation complete; no suspect identified
e6c45c1615ad9f739cfaf2371d056b28cf06a4044dde7ab6ea1a753129fa8685,2014-10,Humberside Police,Humberside Police,-0.325650,53.791378,On or near MYLOR CLOSE,E01012788,Kingston upon Hull 002E,Investigation complete; no suspect identified
c4db668fa78935e331f4f65014080eca0aec7f8bcb28270ca42c8c34a33368d8,2014-10,Humberside Police,Humberside Police,-0.325064,53.787037,On or near Pedestrian Subway,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
6a2dd2340a930e9025c20b92bae45db6fccde0a35f77b3743691da96cae2d9c0,2014-10,Humberside Police,Humberside Police,-0.341225,53.789878,On or near Sports/Recreation Area,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
a83e07a470f0dc83b8f4a822b01c9a76d1e5f6c05e3b16474bb1cb3835983ee6,2014-10,Humberside Police,Humberside Police,-0.345036,53.794084,On or near JOHN NEWTON WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
7483fae3de199d105af9ae61df3fd204d922e8252f32ed0584dd290f3f699b49,2014-10,Humberside Police,Humberside Police,-0.340732,53.785062,On or near CLARONDALE,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
5c325fd0b7d4849c08654ac18e20b55ff511736aba41f6dfc0339d4e06bdce39,2014-10,Humberside Police,Humberside Police,-0.328116,53.781291,On or near Sports/Recreation Area,E01012789,Kingston upon Hull 002F,Investigation complete; no suspect identified
929f7e45dc12025cf6f69c8b665be62c3b2fc900bc75516e1715508ad025c918,2014-10,Humberside Police,Humberside Police,-0.336455,53.784194,On or near MARSDALE,E01012910,Kingston upon Hull 006D,Investigation complete; no suspect identified
947fda0eed1dd927a8c3a61fda48bd08d000a60d2ea3deca75df754e26f745df,2014-10,Humberside Police,Humberside Police,-0.267832,53.781235,On or near TEES GROVE,E01012838,Kingston upon Hull 010E,Investigation complete; no suspect identified
099bccb1a98d51b9b3acd63703492cf668fb4b6986d05b53f35cd24f1a45fbe4,2014-10,Humberside Police,Humberside Police,-0.302094,53.774705,On or near SPRING GARDENS,E01012822,Kingston upon Hull 007A,Investigation complete; no suspect identified
464527cb5c5061b9f7b0cd702c152f7bce57aee8850cf3febf30a731044e1fe2,2014-10,Humberside Police,Humberside Police,-0.271253,53.778516,On or near BRENT AVENUE,E01012834,Kingston upon Hull 010C,Investigation complete; no suspect identified
436a72d358cd3fbbf0d0a652e373674b9c29d64ead25be26444583a3f2d49844,2014-10,Humberside Police,Humberside Police,-0.286865,53.768573,On or near WALDEGRAVE AVENUE,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
e8cd76cf94ae5b58d606b46be7e48c75dbbf6b75167e09ac2c6f78a12f8ddc98,2014-10,Humberside Police,Humberside Police,-0.317348,53.777671,On or near ILCHESTER CLOSE,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
fed2acd8571440cb65e89f6098eada8832144254bb9e28e68a63b2aa27be87a0,2014-10,Humberside Police,Humberside Police,-0.269214,53.782334,On or near WELLAND ROAD,E01012838,Kingston upon Hull 010E,Investigation complete; no suspect identified
bc663de084705c3c1a2306ccf399e46aab4549fcd431eb4791bb0cc6ddb768ef,2014-10,Humberside Police,Humberside Police,-0.338369,53.784535,On or near LITTONDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
c9f95b0879df4856ad38aab4bf34e9c0d5d19ef7637d0d2d6bae5c11dae67e55,2014-10,Humberside Police,Humberside Police,-0.281799,53.771863,On or near SAXBY ROAD,E01012824,Kingston upon Hull 010A,Investigation complete; no suspect identified
