Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f4371750f03ac87138d0c6d282bb5913b6a0c173e06f0b6e5defc46b8349ffee,2015-05,Humberside Police,Humberside Police,-0.139644,53.553650,On or near SPRATTON COURT,E01013228,North East Lincolnshire 013D,Investigation complete; no suspect identified
c329cdb08ab761c91e47206304354e32e2e5be78401cf9a4b158a0b4ac7b9a7a,2015-05,Humberside Police,Humberside Police,-0.435697,53.848919,On or near WOODHALL WAY,E01013070,East Riding of Yorkshire 016F,Investigation complete; no suspect identified
d49591beec3ea9b1039be4b2be4e70b2056b0e6131b2d3d7cf4fd5c7e1f0b55c,2015-05,Humberside Police,Humberside Police,-0.359368,53.736885,On or near HAMSHAW COURT,E01012891,Kingston upon Hull 030C,Investigation complete; no suspect identified
e74e6c663d050d96293c28e344a247e404cb9de8499d38d391003c01a2d5ebe5,2015-05,Humberside Police,Humberside Police,-0.443431,53.725206,On or near MARLBOROUGH AVENUE,E01013007,East Riding of Yorkshire 036B,Investigation complete; no suspect identified
3d903ee92b9ad3e4d0837a6a89710f017ba3351788753eaeed01088334f93d9c,2015-05,Humberside Police,Humberside Police,-0.087703,53.559195,On or near ABBEY PARK ROAD,E01013184,North East Lincolnshire 016D,Investigation complete; no suspect identified
bf5aa51b4e86bc06d2100d248a9a192caa5921c2cb7a6e2ea13e23429b82fb84,2015-05,Humberside Police,Humberside Police,-0.288987,53.771597,On or near Supermarket,E01012823,Kingston upon Hull 011B,Investigation complete; no suspect identified
13ae663e6e219fd5ce50cb0e8c3044fec58da808f8259034f1752579decd07e7,2015-05,Humberside Police,Humberside Police,-0.331228,53.807268,On or near WAWNE LODGE,E01012779,Kingston upon Hull 001A,Investigation complete; no suspect identified
9026b71e1aae2e4c823ebefa986d5e8755b04efe4075f59e319a3b8bede0ad97,2015-05,Humberside Police,Humberside Police,-0.031642,53.559850,On or near SHORT STREET,E01013129,North East Lincolnshire 017A,Investigation complete; no suspect identified
42a14a9f1c49b56c512b192a8959145ee4c8cf7431b12c0e7bf0d492b51ab71e,2015-05,Humberside Police,Humberside Police,-0.090615,53.553551,On or near WEELSBY ROAD,E01013182,North East Lincolnshire 016B,Investigation complete; no suspect identified
d44d96c87757c59bb8af790821cad6561d3f4dd9279ab11a45b3c07364f3cafc,2015-05,Humberside Police,Humberside Police,-0.656794,53.599588,On or near Sports/Recreation Area,E01013297,North Lincolnshire 007A,Investigation complete; no suspect identified
3c1ab69617f78d38f23c0b2372cfbaf2e7f5547ab26cbae7356873414264518c,2015-05,Humberside Police,Humberside Police,-0.363327,53.779359,On or near SUTHERLAND AVENUE,E01012915,Kingston upon Hull 008E,Investigation complete; no suspect identified
3300a3c9a8707cc3d2864b94e47784b7b4c5cc60831968f8a918aa91b959899d,2015-05,Humberside Police,Humberside Police,-0.734739,53.956379,On or near MANOR BARN COURT,E01013119,East Riding of Yorkshire 011G,Investigation complete; no suspect identified
7d0437e60bdf3b1002a04d95b8dac735cce483ed4d1c6bccb69997ad96cc805f,2015-05,Humberside Police,Humberside Police,-0.685728,53.586129,On or near MINSTER ROAD,E01013334,North Lincolnshire 009D,Investigation complete; no suspect identified
5c109c6a9119f9285ffb3a1e175c04df91d3d602fbc4c9a2df71c462af4cb847,2015-05,Humberside Police,Humberside Police,-0.451485,53.714739,On or near Parking Area,E01013009,East Riding of Yorkshire 034B,Investigation complete; no suspect identified
d88ad5646cd68937cb6d2778f3f3973962258e2bfe63ba34d4e804c8eb868e99,2015-05,Humberside Police,Humberside Police,-0.392981,53.756775,On or near FLAXDALE COURT,E01012774,Kingston upon Hull 019A,Investigation complete; no suspect identified
7602ccf5e37b4bc732d45d8c24b17d9b0c382b7318ccfc1df256206e0c03df57,2015-05,Humberside Police,Humberside Police,-0.369475,53.741742,On or near HERON STREET,E01012893,Kingston upon Hull 030E,Investigation complete; no suspect identified
ef12448ef13974f5142d3bc32d58e3c694763e5e8840548e03fb081ad4a49625,2015-05,Humberside Police,Humberside Police,-0.198339,53.618653,On or near TRENCHARD CLOSE,E01013174,North East Lincolnshire 001A,Investigation complete; no suspect identified
d0faeef4f8e74bd5a621f5e7fd1be9e3a82de5a44c7c5c40f0db8aa896a1fa63,2015-05,Humberside Police,Humberside Police,0.025268,53.729734,On or near BEACONSFIELD,E01013082,East Riding of Yorkshire 031D,Investigation complete; no suspect identified
b3765bd1401d33a128683fd15e9bb476bc820a1b8c3e357143f397ea1421ca09,2015-05,Humberside Police,Humberside Police,-0.325859,53.764018,On or near CLAY STREET,E01012804,Kingston upon Hull 016A,Investigation complete; no suspect identified
ad08eeb067c6156e6a0d4a2758c61a3aa9baa8d3b2d42906b528a6266bd3bbff,2015-05,Humberside Police,Humberside Police,-0.067584,53.564994,On or near BULLER STREET,E01013142,North East Lincolnshire 002D,Investigation complete; no suspect identified
e99b15c50fce82c9254fafdd470e3c31e259f633bb50b2e6fc7075578d3d9b95,2015-05,Humberside Police,Humberside Police,-0.063449,53.569242,On or near STANLEY STREET,E01013140,North East Lincolnshire 006B,Investigation complete; no suspect identified
bbd6fb6f7b758ddba35a1e61d3d14a46023d43a9f55514b326e464817fec991c,2015-05,Humberside Police,Humberside Police,-0.915510,53.706076,On or near RAWCLIFFE ROAD,E01013074,East Riding of Yorkshire 040E,Investigation complete; no suspect identified
fdd9ea9f07c81103ab36675a46b760a582edb452dfcce2269f45cd65e3784684,2015-05,Humberside Police,Humberside Police,-0.320595,53.796692,On or near DIGBY GARTH,E01012782,Kingston upon Hull 002A,Investigation complete; no suspect identified
0b70f86ca599da1575b2020e7f5f5d72b510c5a7fbbe417fb76587d62f9fd7ef,2015-05,Humberside Police,Humberside Police,-0.078683,53.559671,On or near LUDFORD STREET,E01013181,North East Lincolnshire 016A,Investigation complete; no suspect identified
4944165c29ab2160fc6fce0de3c7b01589ddc4d3ea0a318e6a14d48b5b4f5aa2,2015-05,Humberside Police,Humberside Police,-0.369640,53.762150,On or near GODDARD AVENUE,E01012793,Kingston upon Hull 014C,Investigation complete; no suspect identified
be85b77f6501c9d6b441381be2a99699901fb9c98b7aa1b91045c76aa7eec8e2,2015-05,Humberside Police,Humberside Police,-0.339101,53.768697,On or near VULCAN STREET,E01012766,Kingston upon Hull 012A,Investigation complete; no suspect identified
906b4b52d909729c3bc455a43c8f96ad6bf3fd596a7359911a318ad0ffd3ab5a,2015-05,Humberside Police,Humberside Police,-0.445262,53.696501,On or near Parking Area,E01013256,North Lincolnshire 001C,Investigation complete; no suspect identified
7c5be4901fde4d3a3a3063472bc5a3e911d7e4636d64e546c27e26f1d9ae8238,2015-05,Humberside Police,Humberside Police,-0.198862,53.740144,On or near ST AUGUSTINE'S GATE,E01013095,East Riding of Yorkshire 029B,Investigation complete; no suspect identified
514270423c3e49b746b0ca47cfcc46d7a1278ee6fc0a7e0c562d6e34560b6654,2015-05,Humberside Police,Humberside Police,-0.635257,53.574346,On or near HEALEY ROAD,E01013311,North Lincolnshire 015C,Investigation complete; no suspect identified
4f4248a01557eb20e4ec14ff0f254ca4c9f03b5361ec66b87dabeaa836d133a8,2015-05,Humberside Police,Humberside Police,-0.136645,53.555257,On or near MAXWELL COURT,E01013228,North East Lincolnshire 013D,Investigation complete; no suspect identified
1d59cfe35265aefd66e28c65b003fae2d2a14a4201b38854e3ca20dd516cd329,2015-05,Humberside Police,Humberside Police,-0.249205,53.753251,On or near SALTFORD AVENUE,E01012845,Kingston upon Hull 021C,Investigation complete; no suspect identified
b2282aeaf78fd922d69b22aa40125dd718cc8b44a2d0099940493fab5af5e4c5,2015-05,Humberside Police,Humberside Police,-0.405291,53.757362,On or near ILFORD ROAD,E01012799,Kingston upon Hull 023B,Investigation complete; no suspect identified
4c210b634aa2b606858e742c7233bb44213e07f30bb9bddb298b218c4d79c031,2015-05,Humberside Police,Humberside Police,-0.125418,53.569124,On or near SERVICE ROAD 16,E01013147,North East Lincolnshire 009A,Investigation complete; no suspect identified
a36e5a4801eb63628a2f794be1d62614a9ff6f03cdf74c1495e0443fa79e19a4,2015-05,Humberside Police,Humberside Police,-0.085443,53.565784,On or near Shopping Area,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
655232607913c0ae382dd3ee35a83b0337933b1e108363e0abc39957e5b5d6d2,2015-05,Humberside Police,Humberside Police,-0.341320,53.746668,On or near ALBION STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
a6babb4c25c3aaa39cb4893ce603229f889c643da8b4914b9131f48b505b4621,2015-05,Humberside Police,Humberside Police,-0.096549,53.567643,On or near HAYCROFT STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
da235056817574f8c66912517c4ee9728a1fd5b33a43394c7e6efe351ba54efd,2015-05,Humberside Police,Humberside Police,-0.783209,53.753317,On or near Park/Open Space,E01013020,East Riding of Yorkshire 038C,Investigation complete; no suspect identified
4c6467ce4f33e312dc844ac85af2e65a2e871ae8cb47ef784d627665b27a34bd,2015-05,Humberside Police,Humberside Police,-0.190272,54.086457,On or near HASLEMERE AVENUE,E01012944,East Riding of Yorkshire 005A,Investigation complete; no suspect identified
3d39cfe83e26acae6304be4897a2ccd5677ce8fd7717a1fdfb9ebeb06fc8fefe,2015-05,Humberside Police,Humberside Police,-0.207602,54.082015,On or near Supermarket,E01012947,East Riding of Yorkshire 005B,Investigation complete; no suspect identified
b2d300d594a7c985a912b39f0684de528f1e9f3efc57f1ed0f3146bbe3c92fe1,2015-05,Humberside Police,Humberside Police,-0.078321,53.556321,On or near FLORENCE STREET,E01013181,North East Lincolnshire 016A,Investigation complete; no suspect identified
b29708dc2bd502def0e62ee19be368b7b2a58e17343ca1bbdf2046ee0fa202a4,2015-05,Humberside Police,Humberside Police,-0.766227,53.836962,On or near RUSH VIEW,E01013023,East Riding of Yorkshire 018B,Investigation complete; no suspect identified
68f15da2d2b8726e89e863f7194ed5ea33dfa80352c027bc7ce64b854503cfa6,2015-05,Humberside Police,Humberside Police,-0.411768,53.738445,On or near QUILTER AVENUE,E01032595,Kingston upon Hull 033E,Investigation complete; no suspect identified
434c58b813e60b1dc3d10948cce250b263007e5e96ffec1a9fad90176c2774bf,2015-05,Humberside Police,Humberside Police,-0.383680,53.742609,On or near HAWTHORN COURT,E01012865,Kingston upon Hull 027E,Investigation complete; no suspect identified
bd21723a4e25086689e4fbc776770057016a7979305baeb1d31ae3034a1933c4,2015-05,Humberside Police,Humberside Police,-0.021508,53.554711,On or near HAIGH STREET,E01013129,North East Lincolnshire 017A,Investigation complete; no suspect identified
237f1f6173fb070cd7424db3ca3b06703d07b1579a10a9d42179da1e86268134,2015-05,Humberside Police,Humberside Police,-0.361013,53.751892,On or near PRINCES AVENUE,E01012852,Kingston upon Hull 024B,Investigation complete; no suspect identified
4de36f07ad37caeadd9b983debca728ee10687fdfd885a877b813548631f40ef,2015-05,Humberside Police,Humberside Police,-0.650364,53.591282,On or near HIGH STREET,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
f4f519c7f775682f4b458fc93273c2c7e39608036c39dcee539a1db505f8bd0e,2015-05,Humberside Police,Humberside Police,-0.372462,53.743320,On or near CARNEGIE STREET,E01012859,Kingston upon Hull 030A,Investigation complete; no suspect identified
d161fd96c03346e9640134a5eebea0bb7e42f9759b2bb2beac4c034bb363b761,2015-05,Humberside Police,Humberside Police,-0.282626,53.775407,On or near ALPERTON CLOSE,E01012821,Kingston upon Hull 011A,Investigation complete; no suspect identified
e8e4c9b2acb977001cf313b6f066b97c1bfb64b567d6588b5cdc792da8872509,2015-05,Humberside Police,Humberside Police,-0.312826,53.784475,On or near MULLION CLOSE,E01012790,Kingston upon Hull 004D,Investigation complete; no suspect identified
6cb5a5bd0eba5f706e48a3b45fd80c3f821c402810e97a3c50538f3d7f83cc1c,2015-05,Humberside Police,Humberside Police,-0.272125,53.749889,On or near Sports/Recreation Area,E01012848,Kingston upon Hull 020B,Investigation complete; no suspect identified
b8237b45d1141804b2b706fc46ec004a9c6d775f7a1f845688549462db6729dd,2015-05,Humberside Police,Humberside Police,-0.333200,53.787052,On or near WENSLEYDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
e14c2794b273c1f87e2f005a814dddb7d05f8f64eb3d0c9f9570d10ec35d6e97,2015-05,Humberside Police,Humberside Police,-0.335560,53.796065,On or near EXTON CLOSE,E01012786,Kingston upon Hull 002C,Investigation complete; no suspect identified
1aa05f491333c52cb7161403c94927933a22f9ea566511611264c48c8b2fb129,2015-05,Humberside Police,Humberside Police,-0.338290,53.785765,On or near GRIZEDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
dd880c0331cfafae3ba163e129d60694b44226d70d0ce9420e6589ce0f825afa,2015-05,Humberside Police,Humberside Police,-0.332719,53.810651,On or near WELSHPOOL CLOSE,E01012779,Kingston upon Hull 001A,Investigation complete; no suspect identified
34931467c18d8739af8af13c3b7fc9094890fc1c59b69297bfedd225a7b1e371,2015-05,Humberside Police,Humberside Police,-0.292426,53.769507,On or near PHOENIX CLOSE,E01012826,Kingston upon Hull 011C,Investigation complete; no suspect identified
a9e9ab37c1d2f540a8851d3f6afa5911711bc2f2079cef01bc5d31286e3c0621,2015-05,Humberside Police,Humberside Police,-0.322734,53.789890,On or near DALWOOD CLOSE,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
141f5c24eb45303bda0258bca3b54c33bedba7cc89064d8d87ef91ba5cffb17c,2015-05,Humberside Police,Humberside Police,-0.384307,53.751166,On or near WOODGATE ROAD,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
803b1aede417f24e8747ef9af647ce1c29a4a7eda0ec5cfc17913f13ba06f88e,2015-05,Humberside Police,Humberside Police,-0.194034,54.083961,On or near Parking Area,E01012945,East Riding of Yorkshire 004C,Investigation complete; no suspect identified
e96ce3ecab3acfc754be97e2b02b3871f297ca4899b54ec52ef9339a535af6e7,2015-05,Humberside Police,Humberside Police,-0.346696,53.742617,On or near MIDLAND STREET,E01012854,Kingston upon Hull 029C,Investigation complete; no suspect identified
b321b925b3d431aa8e8aa72271b56f7d387742abe58c5043c8286777755d9142,2015-05,Humberside Police,Humberside Police,-0.377735,53.740668,On or near BENTLEY COURT,E01012859,Kingston upon Hull 030A,Investigation complete; no suspect identified
60dd83cd07994f465518590d8969d4120fc34fd64256a4d43a46d6b8ffc82b43,2015-05,Humberside Police,Humberside Police,-0.734805,53.753553,On or near WILLOW GREEN,E01013018,East Riding of Yorkshire 026A,Investigation complete; no suspect identified
342c658c938aa3f9c717708898e43495b3b823ae19f04d2e183242f8bd4f3daa,2015-05,Humberside Police,Humberside Police,-0.787418,53.986556,On or near VICARAGE LANE,E01013126,East Riding of Yorkshire 009E,Investigation complete; no suspect identified
1af0f90e757b8822e755669677ad1a74cf8a41447e75ec0494bc031e94dc2724,2015-05,Humberside Police,Humberside Police,-0.320123,53.780388,On or near HAMBLEDON CLOSE,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
5b88c26cf7ea240c965172615c2461778ffb3ff794720f1ca505ecec62328d9d,2015-05,Humberside Police,Humberside Police,-0.447926,53.716734,On or near CLIFF HOUSE DRIVE,E01013005,East Riding of Yorkshire 036A,Investigation complete; no suspect identified
c0f1d73aa005d3d7c0b496ac9855fecd898c2808cee68d8f43188f29373e6aae,2015-05,Humberside Police,Humberside Police,-0.304589,53.751961,On or near BELMONT STREET,E01012900,Kingston upon Hull 022C,Investigation complete; no suspect identified
0cf01966ef0690e145f5dcc5f0f08858597972d88fb3a4d8baa3132311c25fc9,2015-05,Humberside Police,Humberside Police,-0.357730,53.761789,On or near CHESNUT AVENUE,E01012872,Kingston upon Hull 015E,Investigation complete; no suspect identified
793fa6a4e8f52024c39bc5b12fd65ea7e9b4714c91dcb9fcc81595353ec3beb7,2015-05,Humberside Police,Humberside Police,-0.092970,53.569995,On or near YORK STREET,E01013220,North East Lincolnshire 003C,Investigation complete; no suspect identified
a3c23fdee029805342977a27f53fa78aefe01782b20da1075e5545dc6c1f4e24,2015-05,Humberside Police,Humberside Police,-0.031318,53.560636,On or near HIGH STREET,E01013128,North East Lincolnshire 010A,Investigation complete; no suspect identified
4ee675a2f68651057694407f063e0d60861ae19f2c42e4ba59160da83a32e98b,2015-05,Humberside Police,Humberside Police,-0.075144,53.569772,On or near PETCHELL WAY,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
8a91fb81b6294b204a55cb5c1fa0d2902d88dd1777e22860d216db491b59728e,2015-05,Humberside Police,Humberside Police,-0.341418,53.745321,On or near KING EDWARD STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
adc22fa68ade8fc350bfe9d1783fa375d25b59d86dd084a809ee48a835ba6c72,2015-05,Humberside Police,Humberside Police,-0.065873,53.572059,On or near BEDFORD STREET,E01013139,North East Lincolnshire 002C,Investigation complete; no suspect identified
26c113acd9c336ca8aa3f9cb2b9005fbb22c473f30bfb0804e3958caa39e30ff,2015-05,Humberside Police,Humberside Police,-0.392981,53.756775,On or near FLAXDALE COURT,E01012774,Kingston upon Hull 019A,Investigation complete; no suspect identified
9d21b33e72618b5cd69c7099daf61fb6da5da41587a0d611a5cc827f5965e4b4,2015-05,Humberside Police,Humberside Police,-0.170822,53.898219,On or near Parking Area,E01013050,East Riding of Yorkshire 012D,Investigation complete; no suspect identified
edaf2cd9ee96236fe3dd03f2f2d8c88b50ccee92ee9c2be36259b9148f7b5844,2015-05,Humberside Police,Humberside Police,-0.356029,53.756013,On or near PARK GROVE,E01012763,Kingston upon Hull 018C,Investigation complete; no suspect identified
f8bd14d9cda6ac3cdfc86e575fa0f58e752d68df03783306422b7c943b7cab8a,2015-05,Humberside Police,Humberside Police,-0.652187,53.597172,On or near GROSVENOR STREET NORTH,E01013300,North Lincolnshire 007B,Investigation complete; no suspect identified
d83c57fea13b247c4eb5edbeff5e9b2cb99e71b580600d77c743495fd9cd9b23,2015-05,Humberside Police,Humberside Police,-0.104252,53.563243,On or near SHAFTESBURY AVENUE,E01013233,North East Lincolnshire 008D,Investigation complete; no suspect identified
a250eb15ef075737ff6a0dba78a84ecce45ae56e309c690aa8bbce65ba588ba8,2015-05,Humberside Police,Humberside Police,-0.428932,53.777054,On or near TOWNSHEND DRIVE,E01012961,East Riding of Yorkshire 022D,Investigation complete; no suspect identified
7d436074ef889aa6398a116c7f892f41fe14fc13a48bdd4d2f2917ec1db7cf0e,2015-05,Humberside Police,Humberside Police,-0.307510,53.753630,On or near NEW BRIDGE ROAD,E01012900,Kingston upon Hull 022C,Investigation complete; no suspect identified
667f814f5790346672eae1e0566073d2409d351ce288b15edcf8588e7ab90e92,2015-05,Humberside Police,Humberside Police,-0.096549,53.567643,On or near HAYCROFT STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
62493cabea6820f714d4c4698fdaf76c2f406aaea10729f4402112f1093033d4,2015-05,Humberside Police,Humberside Police,-0.137705,53.552774,On or near YARDLEY WAY,E01013228,North East Lincolnshire 013D,Investigation complete; no suspect identified
3b9aa2073d4bfd5894bcbd8271046d381c2d72a2d843adc2c66781e9f4448d27,2015-05,Humberside Police,Humberside Police,-0.361460,53.771198,On or near AUCKLAND AVENUE,E01012916,Kingston upon Hull 012D,Investigation complete; no suspect identified
7b52a4ae5a244461ad07c62fadf1065c82efc50929c0d27c15a1406fb07c8dc2,2015-05,Humberside Police,Humberside Police,-0.371945,53.742953,On or near PERRY STREET,E01012859,Kingston upon Hull 030A,Investigation complete; no suspect identified
a418f6f017f99a12cb8df3f1905aa41cff114883bf817b40acc635c8c337935a,2015-05,Humberside Police,Humberside Police,-0.427000,53.841686,On or near Supermarket,E01013036,East Riding of Yorkshire 019A,Investigation complete; no suspect identified
1e99d53f5f99cc0b6e0fcb8710ad5cbe7aff3e2e5307944951ba1eb3a44e61cd,2015-05,Humberside Police,Humberside Police,-0.352944,53.783289,On or near WELWYN PARK DRIVE,E01012765,Kingston upon Hull 005B,Investigation complete; no suspect identified
280ea43942407777654ca0ee55ec78dd8ccfe7f08607b71c0896648338cf0016,2015-05,Humberside Police,Humberside Police,-0.383531,53.759515,On or near HAVERFLATS CLOSE,E01012795,Kingston upon Hull 019B,Investigation complete; no suspect identified
af199e7e75ed078501d2c11b5d98a5d46d82be5af15fdaae039042d9706c006a,2015-05,Humberside Police,Humberside Police,-0.066008,53.559817,On or near ENTERPRISE WAY,E01013158,North East Lincolnshire 012A,Investigation complete; no suspect identified
23387e4d506c84161e57369412e37354882a414471c6abbd4164b4b61e4424bf,2015-05,Humberside Police,Humberside Police,-0.360112,53.754388,On or near Supermarket,E01012757,Kingston upon Hull 025B,Investigation complete; no suspect identified
2c03474878c4a918c942bef75a1f377c66e463dd8c95c1f0d1aadeb6e782b42a,2015-05,Humberside Police,Humberside Police,-0.076090,53.570237,On or near RAILWAY STREET,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
e08c3e27d2b7302609ac8e4d8622ad167e8b56df73375740ffda660b62f2d722,2015-05,Humberside Police,Humberside Police,-0.123058,53.554559,On or near LITTLE COATES ROAD,E01013207,North East Lincolnshire 015B,Investigation complete; no suspect identified
2992b39c4f2d5c454ba14631e5d32342108db79a3d5482b35617195d07f0e86a,2015-05,Humberside Police,Humberside Police,-0.418343,53.732932,On or near TAUNTON ROAD,E01012887,Kingston upon Hull 033D,Investigation complete; no suspect identified
ed432ca87d9c181d286aed20dc4d8c5ece40033fb0ca34f7d6a9ff870cdf6e85,2015-05,Humberside Police,Humberside Police,-0.365930,53.788159,On or near THE QUEENSWAY,E01012768,Kingston upon Hull 005C,Investigation complete; no suspect identified
6209cf150de6518cc4036bac6b98c93173cff2277a59df9982dbbb195a4a0f15,2015-05,Humberside Police,Humberside Police,-0.357896,53.780858,On or near BEVERLEY ROAD,E01012881,Kingston upon Hull 008D,Investigation complete; no suspect identified
ed57e46901ec77d65928bd9c519a980204665743a7feeb9331647d807b093845,2015-05,Humberside Police,Humberside Police,-0.383365,53.785563,On or near ORNISCOURT,E01012879,Kingston upon Hull 003E,Investigation complete; no suspect identified
5dfa7d557af1af410e02a7f525da9709860e0b48cc3ef86cba41f245782f1a25,2015-05,Humberside Police,Humberside Police,-0.485634,53.556122,On or near WOODBINE AVENUE,E01013271,North Lincolnshire 011D,Investigation complete; no suspect identified
a194df536aefe951e1af2b8138bdba6d9e58c60468a247ce3ce0cc78002e7105,2015-05,Humberside Police,Humberside Police,-0.195290,53.735048,On or near THORN ROAD,E01013098,East Riding of Yorkshire 033B,Investigation complete; no suspect identified
e0a1492cb43a7db6dd44c892dfad4e50bde28afa1404299bbfd0bbb45bd6d5a8,2015-05,Humberside Police,Humberside Police,-0.301873,53.753101,On or near ROSMEAD STREET,E01012900,Kingston upon Hull 022C,Investigation complete; no suspect identified
969430a2ab9a2a5a0cd07c782667de6d324ef0674ce7948c3b6f23ab4656d2f5,2015-05,Humberside Police,Humberside Police,-0.263299,53.780379,On or near TAMAR GROVE,E01012839,Kingston upon Hull 009D,Investigation complete; no suspect identified
a7a1de1d9f0eab2f8391c3c745928ff757bfc02b7f494ac204460be4f90057a8,2015-05,Humberside Police,Humberside Police,-0.306710,53.773116,On or near SKIRBECK ROAD,E01012814,Kingston upon Hull 013C,Investigation complete; no suspect identified
324c9cef285feab33b58f46266757580a0b44fe8ba65c3af4334598a716a7939,2015-05,Humberside Police,Humberside Police,-0.299206,53.765423,On or near HAWKESBURY STREET,E01012816,Kingston upon Hull 020A,Investigation complete; no suspect identified
d52388e89089af0ca18cb9bc27dff6c5d072e4bb613df1317f399c1d8decbda8,2015-05,Humberside Police,Humberside Police,-0.348124,53.798585,On or near HALECROFT PARK,E01033107,Kingston upon Hull 001H,Investigation complete; no suspect identified
347e6961ced9e8b965d7ba931dc83fa354d8bc95716e3f8ae6402b53ae19502b,2015-05,Humberside Police,Humberside Police,-0.347587,53.765488,On or near TARA COURT,E01012871,Kingston upon Hull 015D,Investigation complete; no suspect identified
8390c4154de0026c2ef0b4a6847927a8a12850d7120aa29cdc0429830f0b3fae,2015-05,Humberside Police,Humberside Police,-0.349481,53.745442,On or near Supermarket,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
8da0092b3ec5c8f04b9ea4e40ae117054827125598bc7a77dca6867eca80acd7,2015-05,Humberside Police,Humberside Police,-0.363804,53.743310,On or near ANLABY ROAD,E01012855,Kingston upon Hull 029D,Investigation complete; no suspect identified
6e53ec69a14573b47eada666d29ac06e878a9b203e0ef79620aa84e18505d78e,2015-05,Humberside Police,Humberside Police,-0.382638,53.777230,On or near LANGTOFT GROVE,E01012918,Kingston upon Hull 008G,Investigation complete; no suspect identified
2b3134defa03f378b8c81ec4de866d769e3fd85bcfb57755ff0ad34f1a85edf3,2015-05,Humberside Police,Humberside Police,-0.277029,53.755326,On or near CRANSWICK GROVE,E01012897,Kingston upon Hull 017E,Investigation complete; no suspect identified
c496228c4c465fe88165c647c7b92c9d2f5de98c2b4df510bb03752f2117d6fd,2015-05,Humberside Police,Humberside Police,-0.312687,53.763339,On or near Sports/Recreation Area,E01012819,Kingston upon Hull 016E,Investigation complete; no suspect identified
d2622996ea3d182d41f39684f9cf42aeea9238f847dd2c5b83f488197ad1ce5c,2015-05,Humberside Police,Humberside Police,-0.383260,53.748806,On or near Further/Higher Educational Building,E01012863,Kingston upon Hull 027C,Investigation complete; no suspect identified
c87337c5e49782b9b3ce3ec6fe7d9cbb27813e300cf1ca14d6a8b646da11d3db,2015-05,Humberside Police,Humberside Police,-0.272921,53.761910,On or near ELEANOR COURT,E01012844,Kingston upon Hull 017B,Investigation complete; no suspect identified
0068a5024491ab1de093a1dd99c8411c09403291a60b792d65b8080f3d5ed98a,2015-05,Humberside Police,Humberside Police,-0.377481,53.743721,On or near ANLABY ROAD,E01012864,Kingston upon Hull 027D,Investigation complete; no suspect identified
369fddadfbfdda57d4ea0772da452a58574b67ef0789bb308d9e0ca7c316e01b,2015-05,Humberside Police,Humberside Police,-0.381622,53.741314,On or near SEYMOUR STREET,E01012865,Kingston upon Hull 027E,Investigation complete; no suspect identified
93ccee2dd2fad68f6d9731c0b472689289a53cd92834117e886cf5d4a424c77f,2015-05,Humberside Police,Humberside Police,-0.306359,53.781858,On or near Parking Area,E01012907,Kingston upon Hull 007C,Investigation complete; no suspect identified
e0adef41f74728a169e50a236612e4ebbeefa41787d2e46534c98ff3399eec3e,2015-05,Humberside Police,Humberside Police,-0.326780,53.779016,On or near WADHURST CLOSE,E01012905,Kingston upon Hull 006C,Investigation complete; no suspect identified
339a261456d5c2de4fd607348f8ec89dafdd038fc5e0d0db88d927e7fb9e6423,2015-05,Humberside Police,Humberside Police,-0.267445,53.756725,On or near PRESTON ROAD,E01012843,Kingston upon Hull 021B,Investigation complete; no suspect identified
c4c89cc5e311491f52a935a0a7674b68df2bd1c24bf2dc63a302b132f26caa55,2015-05,Humberside Police,Humberside Police,-0.255284,53.761735,On or near FOXHILL CLOSE,E01012842,Kingston upon Hull 021A,Investigation complete; no suspect identified
0360541d99bf7a445f458a87d1286ce24a024f7d7dab5ecb409e4e20c2b71add,2015-05,Humberside Police,Humberside Police,-0.651681,53.591701,On or near ALLANBY STREET,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
179ac3913a1fd0791aa3dd2f2dcf3db84733ba7831a0ccb49d15be55d07ce3b3,2015-05,Humberside Police,Humberside Police,-0.303326,53.760340,On or near HOLDERNESS ROAD,E01012902,Kingston upon Hull 022D,Investigation complete; no suspect identified
1f64ee4e35ec6039b43ad12097a63bd1fdb216849511e9552efc1d2a3f4f0723,2015-05,Humberside Police,Humberside Police,-0.304858,53.771256,On or near ULLSWATER DRIVE,E01012812,Kingston upon Hull 013A,Investigation complete; no suspect identified
