Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
fdf61384fbb2fbb03542e2b1d6a1e93ac1e286e472b35ec93459035cc76b0ae7,2013-10,Lincolnshire Police,Lincolnshire Police,-0.520156,53.242787,On or near SHELLEY DRIVE,E01026156,Lincoln 004G,Investigation complete; no suspect identified
8d21afaf644d05f2d1dc17bd37560f88c53cda2dd24d6d21bcc26cad2bd4e27a,2013-10,Lincolnshire Police,Lincolnshire Police,0.076171,52.994291,On or near A52,E01026009,Boston 001C,Investigation complete; no suspect identified
ae83f6b296886b60c6844064140e3cfa9347ac669191df5d7684b41ec9003f4c,2013-10,Lincolnshire Police,Lincolnshire Police,-0.784088,53.404863,On or near JAPAN ROAD,E01026378,West Lindsey 004A,Investigation complete; no suspect identified
dd6a98a8dc9d65564e8944d23813ae2f20e51e965cc693578a6db3ca7844be38,2013-10,Lincolnshire Police,Lincolnshire Police,-0.022091,52.976241,On or near SPAIN LANE,E01026025,Boston 003C,Investigation complete; no suspect identified
3ec15bdfe5b7b706fb0fcece633bc962082688acd6436a6892fcc807103f3cf9,2013-10,Lincolnshire Police,Lincolnshire Police,-0.534935,53.219471,On or near KINGSWAY,E01026178,Lincoln 006D,Investigation complete; no suspect identified
e447fdb02864817b836e40dce6cc6428c13e194f39505cb7268bcacdb3d99301,2013-10,Lincolnshire Police,Lincolnshire Police,-0.542933,53.215497,On or near SOUTH PARK,E01026174,Lincoln 008D,Investigation complete; no suspect identified
1a4c66e93e6d736294349254b8b4f553ea417858d486e35799ee5d3256d11fb5,2013-10,Lincolnshire Police,Lincolnshire Police,-0.538735,53.384008,On or near Park/Open Space,E01026411,West Lindsey 005D,Investigation complete; no suspect identified
eb4bbff610e186c55b4eb8b55d614b20e9d3b939b01acac2f0a4eaa55aa43811,2013-10,Lincolnshire Police,Lincolnshire Police,-0.022715,52.976926,On or near SIBSEY LANE,E01026025,Boston 003C,Investigation complete; no suspect identified
0024501e2d21ba826a5abab4862faee836ae56d25f5ee19567e26ccdf19cb67e,2013-10,Lincolnshire Police,Lincolnshire Police,-0.558847,53.212085,On or near HALLAM GROVE,E01026135,Lincoln 008B,Investigation complete; no suspect identified
a6e1c2630d8c967d7980b89095ece8ff9dd45283b6023cb9d646a3cc518456a5,2013-10,Lincolnshire Police,Lincolnshire Police,-0.112819,53.212967,On or near PEAR TREE CLOSE,E01026065,East Lindsey 011B,Investigation complete; no suspect identified
134603bcc876acea222d1609de4c8fbdc646417cb7185a2ee47ba66d636becac,2013-10,Lincolnshire Police,Lincolnshire Police,-0.580751,53.187303,On or near LINCOLN ROAD,E01026219,North Kesteven 014D,Investigation complete; no suspect identified
a5da66e79ebb2be2d00816a43a02dcdb2e750832e2aafdc3e75757eaf308491c,2013-10,Lincolnshire Police,Lincolnshire Police,-0.042522,52.985561,On or near FRANKLIN CLOSE,E01026010,Boston 002A,Investigation complete; no suspect identified
1864bada0acc50c1a604e1543044722d11fbc7bf37e0e060ccc8a3c11780a85c,2013-10,Lincolnshire Police,Lincolnshire Police,-0.584207,53.056355,On or near RECTORY LANE,E01026196,North Kesteven 006D,Investigation complete; no suspect identified
ae68fedb06085731fe29ad030cb90d39da92413014111c2f3091226222bc9887,2013-10,Lincolnshire Police,Lincolnshire Police,-0.580771,53.204833,On or near Petrol Station,E01026171,Lincoln 011H,Investigation complete; no suspect identified
a0cc20be498dbe9eb1a528a60b20ed2caa4f2d06f33dc8f044d123e8812a6b29,2013-10,Lincolnshire Police,Lincolnshire Police,-0.519275,53.239675,On or near WRAGBY ROAD,E01026125,Lincoln 003A,Investigation complete; no suspect identified
a5d176df1c9353fda934c85f21d82ee91105d3d9e2bf6f5723a96be2f1c49f89,2013-10,Lincolnshire Police,Lincolnshire Police,-0.550775,53.250265,On or near ANCHOLME CLOSE,E01026149,Lincoln 001A,Investigation complete; no suspect identified
b91917357830e097e3f065d930d7b7410ac46042349c4d1a6c25470324a4e6ca,2013-10,Lincolnshire Police,Lincolnshire Police,-0.537869,53.252040,On or near SEDGEBROOK CLOSE,E01026168,Lincoln 001D,Investigation complete; no suspect identified
80026286061b2ec5c6f9dc7dc6a5fa6d3a9a230c76487ca176b2b539e15f00f0,2013-10,Lincolnshire Police,Lincolnshire Police,-0.230735,53.238582,On or near BRICKEN FIELD LANE,E01026082,East Lindsey 007B,Investigation complete; no suspect identified
e4131ac76dacc430455e98196db88174c61a9150ff96a4c9d29cbc11abd68a8d,2013-10,Lincolnshire Police,Lincolnshire Police,-0.561601,53.218402,On or near CHIEFTAIN WAY,E01026133,Lincoln 008A,Investigation complete; no suspect identified
a4154ab57ac8b83034316d114b2cbf43b9256465cd162458221ea65a1ef57062,2013-10,Lincolnshire Police,Lincolnshire Police,0.068842,52.984053,On or near PETER PAINE CLOSE,E01026007,Boston 001A,Investigation complete; no suspect identified
d4608f58e835b8e75f7ec4cdabd341971d029ca50318b0db42435dcbf2a49ba1,2013-10,Lincolnshire Police,Lincolnshire Police,-0.168359,52.680077,On or near FOREMAN WAY,E01026239,South Holland 011A,Investigation complete; no suspect identified
5b9344e9530819a3321806ae39fe4da86753ce8c31a5d2d0d183c6017943053e,2013-10,Lincolnshire Police,Lincolnshire Police,-0.573715,53.193224,On or near BAILDON CRESCENT,E01026139,Lincoln 011C,Investigation complete; no suspect identified
d80eb442270c3ff53924397b31a32df93928ae16d0a9aab1562e8fe6c457d9cf,2013-10,Lincolnshire Police,Lincolnshire Police,-0.642098,52.916778,On or near GLADSTONE TERRACE,E01026353,South Kesteven 003F,Investigation complete; no suspect identified
dce733ef462e6dcc7aeb088ba2dbc8895f5ffe3bdcf0ab17093fa847c82f75f5,2013-10,Lincolnshire Police,Lincolnshire Police,-0.142650,52.791514,On or near MARINE ROAD,E01026272,South Holland 007E,Investigation complete; no suspect identified
155d2dc90e03bef64db92653df0d2b9d849875af4b26a51bb8d69b73f251f6fd,2013-10,Lincolnshire Police,Lincolnshire Police,-0.538626,53.191990,On or near HILLMAN CLOSE,E01026188,North Kesteven 004C,Investigation complete; no suspect identified
8a94ee488ff268f2652ab038ce535601f75a432f167c8ea3094952932f001aa3,2013-10,Lincolnshire Police,Lincolnshire Police,-0.530185,53.253186,On or near APLEY CLOSE,E01026168,Lincoln 001D,Investigation complete; no suspect identified
8be9dc059270904fc15c3f5592e0e46fd57f82ab3847791e75695b9f9f117145,2013-10,Lincolnshire Police,Lincolnshire Police,-0.165628,52.786468,On or near HEREWARD ROAD,E01026264,South Holland 009C,Investigation complete; no suspect identified
947e9844c9e0aac3e8f8c3980fd6322e267073f5bb33e2590c986c39fef54122,2013-10,Lincolnshire Police,Lincolnshire Police,-0.323885,53.124515,On or near MILL LANE,E01026210,North Kesteven 007C,Investigation complete; no suspect identified
f1efee3a1965adc796396bd6296b4ceafef8a18b2878742c45772af07793e3ff,2013-10,Lincolnshire Police,Lincolnshire Police,-0.730719,53.010047,On or near HIGH MEADOW,E01026355,South Kesteven 002C,Investigation complete; no suspect identified
793d2e58f631385fead70aa93f106e7431b944d3c0ad0a0f69673bdd677c5f77,2013-10,Lincolnshire Police,Lincolnshire Police,-0.553608,53.195589,On or near CAMDON CLOSE,E01026142,Lincoln 011F,Investigation complete; no suspect identified
563d38055db2535b778d4c055823302cc26506ea9f1732dd2b9e249b262c432b,2013-10,Lincolnshire Police,Lincolnshire Police,-0.028893,52.969809,On or near SPALDING ROAD,E01026006,Boston 003A,Investigation complete; no suspect identified
92f6d982655239f3343866274d70ebeeb209aea2094e7af26a4dc81de2d56f0b,2013-10,Lincolnshire Police,Lincolnshire Police,0.333642,53.148092,On or near VERNON ROAD,E01026084,East Lindsey 012A,Investigation complete; no suspect identified
bfe8c64855a4eff1071ced16cbe0b8b1ebfb3e840ce3e9b59e869d1313acdc29,2013-10,Lincolnshire Police,Lincolnshire Police,0.346530,53.144476,On or near SCARBROUGH ESPLANADE,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
6ee7853a3697b9b43a51d5a2cd07958f4162dc0637fb466c623f0019d4b431b7,2013-10,Lincolnshire Police,Lincolnshire Police,-0.574744,53.207782,On or near COSGROVE CLOSE,E01026173,Lincoln 010D,Investigation complete; no suspect identified
f645396e8f3cd150c362bb926a93f50a1af3495278d5e07e9d1008702cb694b4,2013-10,Lincolnshire Police,Lincolnshire Police,-0.810520,53.250362,On or near FARHILL LANE,E01028039,Bassetlaw 015F,Investigation complete; no suspect identified
82f1d7879c982b31b9ac2cd71d25d8b60c2c2346ae7b81e3f281511a19908bf2,2013-10,Lincolnshire Police,Lincolnshire Police,-0.541441,53.231633,On or near MOTHERBY LANE,E01026143,Lincoln 005B,Investigation complete; no suspect identified
f27e8578e5f61832edc7730d09ab062d739004e42f7819f487fda69bd416bcec,2013-10,Lincolnshire Police,Lincolnshire Police,-0.407006,53.141164,On or near APPLE TREE CLOSE,E01026212,North Kesteven 005D,Investigation complete; no suspect identified
2341c73287355aa146a8bb6e3d89b4b490afd59817a51bc40d0e856b4954a329,2013-10,Lincolnshire Police,Lincolnshire Police,-0.425818,53.234648,On or near CHURCH VIEW CRESCENT,E01026373,West Lindsey 011E,Investigation complete; no suspect identified
27a7e8713834fcec0142dd4e93b6037059598e6d83633d253728bf1920c0769a,2013-10,Lincolnshire Police,Lincolnshire Police,-0.578533,53.061915,On or near Petrol Station,E01026196,North Kesteven 006D,Investigation complete; no suspect identified
4dda7c5d399a287742a5ea94d41f28bae27d0868e37b1cab7e7914b8d005f360,2013-10,Lincolnshire Police,Lincolnshire Police,-0.657274,52.904580,On or near THAMES ROAD,E01026311,South Kesteven 005D,Investigation complete; no suspect identified
8d3e727347a2fbb0ac877a4c0a369184a4406296f48472b6995c6ca8299c6a9d,2013-10,Lincolnshire Police,Lincolnshire Police,-0.508799,53.232820,On or near TOWER AVENUE,E01026123,Lincoln 004B,Investigation complete; no suspect identified
986c391b4237d754a1cb891b9621a08ee7e4ca10d268958e1a9cc3323aab4bb9,2013-10,Lincolnshire Police,Lincolnshire Police,0.319491,53.260863,On or near OCCUPATION LANE,E01026049,East Lindsey 010B,Investigation complete; no suspect identified
ec22f28afed1a0e957a44ba1f7b5b88c0686642bc02027c5956003bd42f34163,2013-10,Lincolnshire Police,Lincolnshire Police,0.353821,53.184252,On or near Park/Open Space,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
37233bc1c3f902bfa426b8597336663cf63086320cd444139a7af074969447ae,2013-10,Lincolnshire Police,Lincolnshire Police,-0.459911,53.038449,On or near ST GEORGES CLOSE,E01026197,North Kesteven 008B,Investigation complete; no suspect identified
bd29359f4fcbf8a1f02dd458904408c1fad4458b5fd94de93145cb97469a86c4,2013-10,Lincolnshire Police,Lincolnshire Police,-0.596305,53.188099,On or near NEWARK ROAD,E01032992,North Kesteven 014F,Investigation complete; no suspect identified
6941d05230b644f7c799e527952cca6391c199cd890a713c082217adf2495d87,2013-10,Lincolnshire Police,Lincolnshire Police,-0.142100,52.808246,On or near Petrol Station,E01026258,South Holland 005B,Investigation complete; no suspect identified
2317a7c6d40ce59934aa5d3a0508294f5a7850a852f45e930e5c9852e61297a6,2013-10,Lincolnshire Police,Lincolnshire Police,-0.549818,53.145506,On or near RIDGE VIEW,E01026195,North Kesteven 006C,Investigation complete; no suspect identified
33f4f764d4f7eb6eb52b168ef76a05d287b40ff4add4e8ee198a6d4ec7566006,2013-10,Lincolnshire Police,Lincolnshire Police,-0.534804,53.242609,On or near ELVIN CLOSE,E01026164,Lincoln 003F,Investigation complete; no suspect identified
8dc673a7037b56b2c752dd050025f90fa7d628d059ceb12d01a69bb179addd7a,2013-10,Lincolnshire Police,Lincolnshire Police,-0.168791,52.675409,On or near Supermarket,E01026239,South Holland 011A,Investigation complete; no suspect identified
aeb9e655d19bfcb788d610dd74303fde450308fa8041aa6e6a97a772a77f2195,2013-10,Lincolnshire Police,Lincolnshire Police,0.315348,53.160802,On or near COOTS CLOSE,E01026085,East Lindsey 012B,Investigation complete; no suspect identified
7cb60e4f3c6ae3dc9694b417f49c5ac7e50ad67b553b3cf60b67299b03e36b9f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.534804,53.242609,On or near ELVIN CLOSE,E01026164,Lincoln 003F,Investigation complete; no suspect identified
ed150120d3b67379b437e6476b03618990f0153509bce73b3661cb0b234566b5,2013-10,Lincolnshire Police,Lincolnshire Police,-0.494887,53.399896,On or near GLENTHAM COURT,E01026411,West Lindsey 005D,Investigation complete; no suspect identified
12cc39edb51ac2a0da7fdde7335e0e542636dd2a2814c3cc60bf916a7bccd08d,2013-10,Lincolnshire Police,Lincolnshire Police,-0.477601,52.651709,On or near ST MARY'S STREET,E01026351,South Kesteven 016C,Investigation complete; no suspect identified
1b016c5923967b4d8ca362e2d5c09921a4004f93355b271250f3e0d0a3551e1c,2013-10,Lincolnshire Police,Lincolnshire Police,-0.540606,53.227982,On or near Shopping Area,E01026176,Lincoln 006B,Investigation complete; no suspect identified
d78456aa9e8b17b09322c9c6f630e38f1df40040c611971d984f7d1867e6898a,2013-10,Lincolnshire Police,Lincolnshire Police,-0.158743,52.946925,On or near MILNE GREEN,E01026034,Boston 006C,Investigation complete; no suspect identified
dfe60f41e611a49adf8c8f09cfba92ac8086f5796ffecdd25209cb3cee80b46d,2013-10,Lincolnshire Police,Lincolnshire Police,-0.552416,53.233609,On or near ALLISON STREET,E01026144,Lincoln 003B,Investigation complete; no suspect identified
007b2c39934215a8f69d612057f3afc57f2257418536e5e074229d527af15a37,2013-10,Lincolnshire Police,Lincolnshire Police,0.245609,53.111259,On or near BATEMANS COURT,E01026056,East Lindsey 017A,Investigation complete; no suspect identified
041f5ca95dfc87b5a4c4aa6305871e7267aeab844c1a87fb11b00f4a2b452124,2013-10,Lincolnshire Police,Lincolnshire Police,-0.523759,53.252208,On or near BURNESIDE CLOSE,E01026165,Lincoln 002D,Investigation complete; no suspect identified
5a91b8718695c1013b7bd4df7f74ff0aebc0f45a1980d1479e1a0ca75c8369f3,2013-10,Lincolnshire Police,Lincolnshire Police,-0.572437,53.195663,On or near PAVILLION GARDENS,E01026139,Lincoln 011C,Investigation complete; no suspect identified
060766a7b195b06ccde953d0a2821ba1dbeb1542948df36ad5635425fad5bd4b,2013-10,Lincolnshire Police,Lincolnshire Police,-0.043817,52.987246,On or near PURITAN WAY,E01026010,Boston 002A,Investigation complete; no suspect identified
98be06c04bb3c19aa0f6a67fd3323645dd3795a2cf4cf0938947218290b1c985,2013-10,Lincolnshire Police,Lincolnshire Police,-0.544887,53.230299,On or near NEWLAND,E01026143,Lincoln 005B,Investigation complete; no suspect identified
062b6b7b5234a24c2ac5b9c2e8414c8a2bb91a48cf57597790c1a9f5f1956eb1,2013-10,Lincolnshire Police,Lincolnshire Police,0.334164,53.212826,On or near TRUNCH LANE,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
12b5f40281b908988ea33df4851f367e906b459217bfee972390ea073431003b,2013-10,Lincolnshire Police,Lincolnshire Police,-0.619420,52.926028,On or near MOORTOWN CLOSE,E01026294,South Kesteven 007C,Investigation complete; no suspect identified
871253e380e7d56adad95e8c194329038d7ce7502e535ad723feebfa3206edaa,2013-10,Lincolnshire Police,Lincolnshire Police,-0.773781,53.391355,On or near WATERWORKS STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
b089af8c5e2210de8d0f0e518723204151770098865e7670c347c709a0454da6,2013-10,Lincolnshire Police,Lincolnshire Police,-0.519763,52.815203,On or near CORONATION ROAD,E01026316,South Kesteven 007D,Investigation complete; no suspect identified
870567a588119186ed7b7cc973f01bdc94549cbe013fe8d4dec950af76139f1f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.011933,52.916841,On or near BURNHAM LANE,E01026019,Boston 007C,Investigation complete; no suspect identified
a2ca54306e7ace247b71a6a88c3eeca7eb159d943bfdececf730fb66b5061ef0,2013-10,Lincolnshire Police,Lincolnshire Police,-0.003844,53.367209,On or near Shopping Area,E01032986,East Lindsey 004D,Investigation complete; no suspect identified
6933e7b382a624673a47f8ca1017ebb1335f7beca7966729a386573dc1f53b89,2013-10,Lincolnshire Police,Lincolnshire Police,-0.031327,52.977527,On or near Parking Area,E01026006,Boston 003A,Investigation complete; no suspect identified
ec008c687094b9701b3dfd1724f5f38495b0b55be95f02be3cbcc3fd6b47b2bd,2013-10,Lincolnshire Police,Lincolnshire Police,-0.420456,52.993655,On or near GEORGE STREET,E01026228,North Kesteven 011A,Investigation complete; no suspect identified
2a927a9bdd4949bbba171502e121485e5d926ae079e16df5890e66e1eb8f3f4e,2013-10,Lincolnshire Police,Lincolnshire Police,-0.386389,52.772054,On or near THURSTAN CLOSE,E01026299,South Kesteven 010A,Investigation complete; no suspect identified
8e3bc553283c9b2196ee74df95ee202279fd767e68066291bb4c36a841bb795f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.315006,52.675393,On or near Parking Area,E01026335,South Kesteven 013B,Investigation complete; no suspect identified
f7c3878d884829b415579f5a6f3acc27f1b5a4c86b1d63f1c1dce30a0a5df7e1,2013-10,Lincolnshire Police,Lincolnshire Police,-0.126570,52.799524,On or near Shopping Area,E01026270,South Holland 007C,Investigation complete; no suspect identified
d3a4d128bcd06553770142e294e3fe287c47e33cf5b3d4e5f85b1c44e53d3264,2013-10,Lincolnshire Police,Lincolnshire Police,0.331357,53.140431,On or near Supermarket,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
4215715d9c301242f25179c1689555f2852fe25ccc65769402aa9884e6c4c145,2013-10,Lincolnshire Police,Lincolnshire Police,-0.626517,52.762707,On or near HILL VIEW ROAD,E01026339,South Kesteven 009D,Investigation complete; no suspect identified
0d4813bb310381b349ec5b76f0f6b7f7997690834c2ff313aa6062e1fea33c11,2013-10,Lincolnshire Police,Lincolnshire Police,-0.691948,53.411386,On or near MIDDLE STREET,E01026385,West Lindsey 005A,Investigation complete; no suspect identified
f993829013d74f6e8eac2bd46a1754ec9c2b6fcc691ca678400ff1d5dbb3f860,2013-10,Lincolnshire Police,Lincolnshire Police,-0.574000,53.211261,On or near SIXFIELDS CLOSE,E01026161,Lincoln 010A,Investigation complete; no suspect identified
c2d7de86dcf94e4f91e6e4bbc12b0ddbd190c279595ab815a347af47d5b175fb,2013-10,Lincolnshire Police,Lincolnshire Police,-0.538756,53.228660,On or near Shopping Area,E01026122,Lincoln 004A,Investigation complete; no suspect identified
8931c0df354ef7501e1bb393b9328edca74b033f85d2ff3eaa1662ea4d0849d2,2013-10,Lincolnshire Police,Lincolnshire Police,-0.547784,53.220392,On or near BOULTHAM AVENUE,E01026133,Lincoln 008A,Investigation complete; no suspect identified
d6495973e9c1a4e94aeac57a7c3ab950c1a65185adeb0f54850d7121729eb615,2013-10,Lincolnshire Police,Lincolnshire Police,-0.135525,52.796527,On or near CASTLE CLOSE,E01026270,South Holland 007C,Investigation complete; no suspect identified
0d22d593b03f3139cfc312d056de6c2cac04da23f050a6dfa5a4206e44c8a10f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.533726,53.223726,On or near CLIFTON STREET,E01026176,Lincoln 006B,Investigation complete; no suspect identified
2c484675bc6d464193150f3c7610141c643f5b3c151f842e11570c4dcc69f6ae,2013-10,Lincolnshire Police,Lincolnshire Police,-0.530385,53.229438,On or near BAGGHOLME ROAD,E01026126,Lincoln 004D,Investigation complete; no suspect identified
d5c6371b6d473e1558c36d612e8b8c98173f3111cd1223274741c0b35a123308,2013-10,Lincolnshire Police,Lincolnshire Police,-0.045722,52.975059,On or near OLD MILL COURT,E01026035,Boston 009C,Investigation complete; no suspect identified
f29275a0527dab2686da52e414f716fc1106f32b5a5618838acc4694a8e0f1c6,2013-10,Lincolnshire Police,Lincolnshire Police,-0.643971,52.910632,On or near WELBY STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
987cb37f40e1cc5a61159ed9d573be31424f5f82393e076fcb7d102d8f99690a,2013-10,Lincolnshire Police,Lincolnshire Police,0.193555,52.768007,On or near HIGH STREET,E01026278,South Holland 008E,Investigation complete; no suspect identified
84cf43e1fddd7f00009a89467a7a29bcbc78d6d3237a48b2e529e4231248c3b6,2013-10,Lincolnshire Police,Lincolnshire Police,-0.585919,53.181251,On or near CHAPEL LANE,E01026220,North Kesteven 013A,Investigation complete; no suspect identified
00ecf50d0504c5c2bbaca94091589163bc6c3d665e31f6cbfc44b8e6fdb3f952,2013-10,Lincolnshire Police,Lincolnshire Police,0.264582,53.337728,On or near PARRY ROAD,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
cc82f47461487a5a8260453cc7d60f13db0221cb15b9b1fc8741c6bb471f5e8c,2013-10,Lincolnshire Police,Lincolnshire Police,0.099733,53.170122,On or near EREBUS CLOSE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
d6f1fe13d0cb47db46cea526d25a053ff4d845c0904086d0cc6f79d81cc22dc2,2013-10,Lincolnshire Police,Lincolnshire Police,-0.648485,52.898907,On or near SCARSDALE WAY,E01026319,South Kesteven 006C,Investigation complete; no suspect identified
74f4f26da8904eb2e931722ab4586de740d8b7a9579521f0e59c46f28158018e,2013-10,Lincolnshire Police,Lincolnshire Police,-0.097274,52.801215,On or near BEGGER'S BUSH LANE,E01026281,South Holland 004A,Investigation complete; no suspect identified
0fe0599996bbd79cf83b0661101591e7ea56d7fb7c5cda1bf016ae0e243973f7,2013-10,Lincolnshire Police,Lincolnshire Police,-0.455585,53.243928,On or near GREENAWAY COURT,E01026369,West Lindsey 011B,Investigation complete; no suspect identified
9dd677dfc6b26598a2d40d092977b38c4b1e4073f08bb8bea94315219241f717,2013-10,Lincolnshire Police,Lincolnshire Police,-0.520939,53.251373,On or near Supermarket,E01026165,Lincoln 002D,Investigation complete; no suspect identified
c4214699debc85f8aed7fc47babc2afa075b9eb23c24b68350f2130ccf0d9e44,2013-10,Lincolnshire Police,Lincolnshire Police,-0.550310,53.230770,On or near FOSS STREET,E01026146,Lincoln 005D,Investigation complete; no suspect identified
4c5f894ae33bf683ce1e70b30b1459ce298351beda6b6e19b226f5a00ed8758f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.029157,52.975450,On or near GEORGE STREET,E01026006,Boston 003A,Investigation complete; no suspect identified
a01eedb704679e5c6ed507b58ea06676a7faa9c2bb10616c73eb2a79289ef170,2013-10,Lincolnshire Police,Lincolnshire Police,-0.537338,53.221901,On or near RIPON STREET,E01026177,Lincoln 006C,Investigation complete; no suspect identified
e6347ddf42e5444bb81fa605e2421a9818dd3f897bfa2589a16c6cc01018f564,2013-10,Lincolnshire Police,Lincolnshire Police,-0.558646,53.260465,On or near MIDDLE STREET,E01026397,West Lindsey 009B,Investigation complete; no suspect identified
76eff05704968e848616029f70571626e4469291d9eabc68b4406860a26ea88e,2013-10,Lincolnshire Police,Lincolnshire Police,-0.555414,53.233574,On or near DRAKE STREET,E01026144,Lincoln 003B,Investigation complete; no suspect identified
3496986bcbba190b77ae151bbe69668f36eb30f8da2497ef2f86646ac2a9a351,2013-10,Lincolnshire Police,Lincolnshire Police,0.001508,53.378141,On or near BRACKENBOROUGH ROAD,E01026087,East Lindsey 003C,Investigation complete; no suspect identified
540024afb1e553c9cf01807f3f3b656f142fa1f9054f0174545699e171309440,2013-10,Lincolnshire Police,Lincolnshire Police,-0.280199,53.591046,On or near BROCKLESBY ROAD,E01032683,West Lindsey 001G,Investigation complete; no suspect identified
76295d4d680e09a4929f2bfdf38a5c9abbd0342b9f733addb1382a6e4a5f1a60,2013-10,Lincolnshire Police,Lincolnshire Police,-0.536581,53.227411,On or near MELVILLE STREET,E01026176,Lincoln 006B,Investigation complete; no suspect identified
8f9931ff3c41109962f2ab29aff792b3f90cee1fc187786ee75912b6f8ab6805,2013-10,Lincolnshire Police,Lincolnshire Police,-0.001662,52.973193,On or near WOODTHORPE AVENUE,E01026015,Boston 004B,Investigation complete; no suspect identified
000cd07f25e61d2cc3c46d45b84db94d4b903f29945bb6a5dc1d7460ad54c4b7,2013-10,Lincolnshire Police,Lincolnshire Police,-0.533075,53.192794,On or near MAIN AVENUE,E01026188,North Kesteven 004C,Investigation complete; no suspect identified
39422f77cc8e37302df2fe35f02179d79431c0ae5d12f898b05dc7f6359978a7,2013-10,Lincolnshire Police,Lincolnshire Police,-0.612089,53.211009,On or near CARNOUSTIE DRIVE,E01026128,Lincoln 007B,Investigation complete; no suspect identified
e365e2545d50111787987c1bcdaabbcfb905eae5b3593af79d0db0f5f5e385f1,2013-10,Lincolnshire Police,Lincolnshire Police,-0.017975,52.680265,On or near HIGHSTOCK LANE,E01026280,South Holland 010C,Investigation complete; no suspect identified
9a09e0668385da89b6fe10b43a216079f36bb60799350b99070665e33c42ed3f,2013-10,Lincolnshire Police,Lincolnshire Police,-0.010694,52.974675,On or near GOODSON CLOSE,E01026026,Boston 004C,Investigation complete; no suspect identified
6f23a81a441c483537bb51324b4c9f951c58f04b4b83074f9caba807c93fa671,2013-10,Lincolnshire Police,Lincolnshire Police,0.119393,52.767126,On or near GIMMEL'S GATE,E01026254,South Holland 008A,Investigation complete; no suspect identified
5fd2f039c147d1754f11781fbfe0a01af6c2996e104534ceac75c57b3594170e,2013-10,Lincolnshire Police,Lincolnshire Police,0.099733,53.170122,On or near EREBUS CLOSE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
0c9ed81287f155ff7f5afaae08d2978f132815122892c0ac2ba8a268c1da0b7b,2013-10,Lincolnshire Police,Lincolnshire Police,0.343575,53.141837,On or near B1451,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
78f0bcebb2f8653fd605c8299098fcf2899049e8f28f19d92b51c7f5122ad36b,2013-10,Lincolnshire Police,Lincolnshire Police,-0.030286,52.981088,On or near IRBY STREET,E01026032,Boston 002D,Investigation complete; no suspect identified
d9755923115df5689b4d7b6ece20b03e6751603f8497128e6c0c8a6d51e51aa4,2013-10,Lincolnshire Police,Lincolnshire Police,-0.042798,52.984738,On or near PORCHER WAY,E01026010,Boston 002A,Investigation complete; no suspect identified
9be7ee52d7a1c8a48fffad5bf4c30a876d43e7a7e1044b02a3943c54d1d83bd0,2013-10,Lincolnshire Police,Lincolnshire Police,-0.267407,53.479292,On or near BECKSIDE,E01026416,West Lindsey 001D,Investigation complete; no suspect identified
77b305c0ba6b3c67434fa525487081e2b0b865a8240fece60c3f98ecda657b20,2013-10,Lincolnshire Police,Lincolnshire Police,-0.541813,53.217155,On or near Sports/Recreation Area,E01026178,Lincoln 006D,Investigation complete; no suspect identified
42e0ef1f09ccd609deb05572c5dd3dc33f4061a7891c2b5ec912ad44baa99e20,2013-10,Lincolnshire Police,Lincolnshire Police,0.262759,53.333357,On or near HARLEQUIN DRIVE,E01026109,East Lindsey 006C,Investigation complete; no suspect identified
232a024b236bef0ee992ad1f46545fe82039e0c5f9fd5d594105e14c939e17ef,2013-10,Lincolnshire Police,Lincolnshire Police,-0.040428,52.975547,On or near CHERRY WALK,E01026031,Boston 009B,Investigation complete; no suspect identified
7c4c597e9e3d0d95aec2431ade1d37789c43d596ce3b6028af1d28748a0a2d64,2013-10,Lincolnshire Police,Lincolnshire Police,-0.032409,52.981240,On or near FYDELL STREET,E01026032,Boston 002D,Investigation complete; no suspect identified
160440d3e1c8582d90997cc1d35e424ac084f4aa68f9c8e83c975c80652d8dfc,2013-10,Lincolnshire Police,Lincolnshire Police,0.249450,53.161050,On or near CERVANTES COURT,E01026046,East Lindsey 013A,Investigation complete; no suspect identified
0f5c6d1ef52b2e574f5f1a7e250428fe214be35c411291fa6c88e0729b1dd5a5,2013-10,Lincolnshire Police,Lincolnshire Police,0.058207,53.497196,On or near SAMPHIRE CLOSE,E01026107,East Lindsey 001G,Investigation complete; no suspect identified
