Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
281c0764c1880c6d88c6a866ba920f86ad2cbb9120a3782bec6224b7b2547e71,2014-01,Surrey Police,Surrey Police,-0.511457,51.435806,On or near Supermarket,E01030736,Spelthorne 004C,Investigation complete; no suspect identified
4b00e2fbc32498688e8eecd0693b121b3acea1aa091b029d7aa9213d00a89917,2014-01,Surrey Police,Surrey Police,-0.455171,51.423972,On or near FAIRWAYS,E01030705,Spelthorne 005E,Investigation complete; no suspect identified
55739bcc6b76d5b8d02b25297ee28f749a1e76c085bd50ec593fd90f028286c8,2014-01,Surrey Police,Surrey Police,-0.591979,51.408241,On or near WATERFALL CLOSE,E01030692,Runnymede 005D,Investigation complete; no suspect identified
0973f7e727ced6021b728823fe71ad978fc752df54da29de82b8abfae8c05ba6,2014-01,Surrey Police,Surrey Police,-0.506667,51.366036,On or near HIGH TREE CLOSE,E01030662,Runnymede 007G,Investigation complete; no suspect identified
e38b25029f04772a174ab8eec35adac04dd1933195cd791733d8bfb71e67a0ec,2014-01,Surrey Police,Surrey Police,-0.530898,51.426717,On or near HARCOURT CLOSE,E01030664,Runnymede 003B,Investigation complete; no suspect identified
c94e3ab3918754d3ac23336f5dadff0710d71d0c8f8409ca5fb78e6bb601c4a9,2014-01,Surrey Police,Surrey Police,-0.503354,51.348693,On or near Supermarket,E01030696,Runnymede 010G,Investigation complete; no suspect identified
42dbcccfafedbe13e25b9e8c75f26fca45007a7397618f1ca5def3bdf965dd03,2014-01,Surrey Police,Surrey Police,-0.554808,51.431159,On or near Petrol Station,E01030669,Runnymede 001C,Investigation complete; no suspect identified
ac392730e8474565ec62c71cb0ad8399eac1ad4930e8b780dc36e387832d6403,2014-01,Surrey Police,Surrey Police,-0.192172,51.221265,On or near TILER'S WAY,E01030634,Reigate and Banstead 015E,Investigation complete; no suspect identified
8f97e219212005c3a1325614b2d6e3024e6b619b8e0785b0c7475d3668311078,2014-01,Surrey Police,Surrey Police,-0.245850,51.288907,On or near MOTTS HILL LANE,E01030637,Reigate and Banstead 006C,Investigation complete; no suspect identified
53873ab2c419a90e8d419fb22e704433b8113e9681f112650142044c4ace238c,2014-01,Surrey Police,Surrey Police,-0.168418,51.229465,On or near ST JOHN'S ROAD,E01030573,Reigate and Banstead 014D,Investigation complete; no suspect identified
6f82f988aeeabc355ac8b08aa00f7a865c52bef00e47fedb55fb0b6b86c5770b,2014-01,Surrey Police,Surrey Police,-0.157126,51.249315,On or near HOLMETHORPE AVENUE,E01030611,Reigate and Banstead 011B,Investigation complete; no suspect identified
5bdd2d2767844c93d8b9e2c2de87f692788dd0da669fc8585cd947d5edb91ac2,2014-01,Surrey Police,Surrey Police,-0.215864,51.326960,On or near NORK GARDENS,E01030604,Reigate and Banstead 001B,Investigation complete; no suspect identified
884db84e7ff9913b3d8bd4245c3b69dc854bfe051283925283a592f8d242f23d,2014-01,Surrey Police,Surrey Police,-0.220040,51.326601,On or near BURNS DRIVE,E01030603,Reigate and Banstead 001A,Investigation complete; no suspect identified
4e1ff667993ee0f309f32c9a834b2135328042706697a00e2e6901716c002da4,2014-01,Surrey Police,Surrey Police,-0.170608,51.318645,On or near CHIPSTEAD WAY,E01030566,Reigate and Banstead 004B,Investigation complete; no suspect identified
b3e217079747eab696192d900e8b92975f450ccfa481052df4a051539d399cb1,2014-01,Surrey Police,Surrey Police,-0.151276,51.264772,On or near STATION ROAD NORTH,E01030598,Reigate and Banstead 009A,Investigation complete; no suspect identified
935e4b089e5d1d1994727be0464d2dc4f42ebd1f65192a65357f767eeabd629a,2014-01,Surrey Police,Surrey Police,-0.328787,51.296388,On or near LERET WAY,E01030550,Mole Valley 003C,Investigation complete; no suspect identified
9e84acfffa45b61b370e4d575519c959e08941215129e43eefa404b718c967e7,2014-01,Surrey Police,Surrey Police,-0.315327,51.173408,On or near Sports/Recreation Area,E01030515,Mole Valley 013A,Investigation complete; no suspect identified
53824e4392d248e5c07098df2f5a7089ebbc8b73144eae981f953cf6353e01b9,2014-01,Surrey Police,Surrey Police,-0.571478,51.235843,On or near Supermarket,E01030455,Guildford 013E,Investigation complete; no suspect identified
89455b7b44b331f5301cebd6b4534952fc600cfc08f6ed962f15b47eda5aca70,2014-01,Surrey Police,Surrey Police,-0.541966,51.293049,On or near WORSFOLD CLOSE,E01030477,Guildford 001F,Investigation complete; no suspect identified
717bfcc559a2c04342e4b32f491599cbc95de90ae168d155ffca1a52b1d652df,2014-01,Surrey Police,Surrey Police,-0.273422,51.325017,On or near Hospital,E01030419,Epsom and Ewell 008D,Investigation complete; no suspect identified
11c16dfd9dfa4962a3f9d8daeae2a081abd1bea300be9557f8ce01e03febdf12,2014-01,Surrey Police,Surrey Police,-0.257246,51.354184,On or near EASTCROFT ROAD,E01030415,Epsom and Ewell 004C,Investigation complete; no suspect identified
b86817884eb58462f91821b9592c695460248fcaee098628cd0f45bbc647e53f,2014-01,Surrey Police,Surrey Police,-0.275329,51.369442,On or near COLNE COURT,E01030400,Epsom and Ewell 002C,Investigation complete; no suspect identified
668c3eaed58e960dc8a06255af45eccf714f66d6381420601935b7004b6d0e45,2014-01,Surrey Police,Surrey Police,-0.420106,51.385107,On or near Shopping Area,E01030359,Elmbridge 007C,Investigation complete; no suspect identified
331d85322019c5d2cff36c2f18c9bbcf41baae41540dfd62ba55c3d39ed441b5,2014-01,Surrey Police,Surrey Police,-0.414669,51.372777,On or near Pedestrian Subway,E01030314,Elmbridge 010B,Investigation complete; no suspect identified
85abdeda3308d8f595212c224447a5c1cc7f6d358624bcb1d2866c7a3da551ce,2014-01,Surrey Police,Surrey Police,-0.410025,51.389872,On or near GROVE CRESCENT,E01030363,Elmbridge 004C,Investigation complete; no suspect identified
f068beb3d83ed23bf3b8ad3d995bd6efa9cc8b35c94c417e3c357faf053bcdfe,2014-01,Surrey Police,Surrey Police,-0.398053,51.369682,On or near ALBANY ROAD,E01030311,Elmbridge 014A,Investigation complete; no suspect identified
ca503c9f19edf49cb668f10bf4b871801f26314b8d10dc0ee7bffad24b33f379,2014-01,Surrey Police,Surrey Police,-0.420762,51.335577,On or near RIVERVIEW GARDENS,E01030304,Elmbridge 017D,Investigation complete; no suspect identified
cbbbf971e9f30f687f36a2cf3c964c6cf548be6d3db19d70fff03404b1cd6df8,2014-01,Surrey Police,Surrey Police,-0.411189,51.330097,On or near Shopping Area,E01030300,Elmbridge 017A,Investigation complete; no suspect identified
bab7b5d2e33b8a072e268ee92bbc5c7fede8534e7100f8b7330e19060b0857ae,2014-01,Surrey Police,Surrey Police,-0.417514,51.381115,On or near GRANGE COURT,E01030360,Elmbridge 007D,Investigation complete; no suspect identified
4db55c02b83bf8a6954b19ad343271ba429980c553d0757a26f702d0ba0abd92,2014-01,Surrey Police,Surrey Police,-0.403944,51.394042,On or near THORNEYCROFT CLOSE,E01030361,Elmbridge 004A,Investigation complete; no suspect identified
93c1afa15eab6454c2de0b27d6615ad3f52e094b00269fc0e800463246370017,2014-01,Surrey Police,Surrey Police,-0.489289,51.352820,On or near LONCIN MEAD AVENUE,E01030681,Runnymede 010A,Investigation complete; no suspect identified
8050809841d25ca0f4e5944cbe61afd7cf7925e3470a1fc15a39fca794ceaa25,2014-01,Surrey Police,Surrey Police,-0.493522,51.348558,On or near PARK CLOSE,E01030681,Runnymede 010A,Investigation complete; no suspect identified
1bfabb5525fa6b4a71e0b32d8603163b998b45b9e1c0746ae191bbb12c82c21f,2014-01,Surrey Police,Surrey Police,-0.537229,51.325660,On or near ALPHA ROAD,E01030982,Woking 004C,Investigation complete; no suspect identified
e8c1e244f299a455c97635a3febe49d5ddad14607226817c5e8cf3d1eea6e991,2014-01,Surrey Police,Surrey Police,-0.565378,51.316800,On or near POOLE ROAD,E01030954,Woking 008A,Investigation complete; no suspect identified
7831d22baf0691a8191564a01543003e9ff5e7aed7aefb45638654cef6b33527,2014-01,Surrey Police,Surrey Police,-0.547345,51.316200,On or near PEMBROKE GARDENS,E01030988,Woking 006A,Investigation complete; no suspect identified
c508f326688920bfb1987b5ac1ef601e6c01cb366e321091325b65ba8f5ba116,2014-01,Surrey Police,Surrey Police,-0.603021,51.321859,On or near OAKFIELD,E01030957,Woking 005E,Investigation complete; no suspect identified
d9dfbab297a152f636288a4a9e33c5ba15e8e1354eede014ebd28bea2d9cccaf,2014-01,Surrey Police,Surrey Police,-0.537229,51.325660,On or near ALPHA ROAD,E01030982,Woking 004C,Investigation complete; no suspect identified
eb85249f7daa51d0ced0af5c0beb1abe68abf36d740b53097c0852ca96d4c111,2014-01,Surrey Police,Surrey Police,-0.614211,51.320553,On or near WATERERS RISE,E01030975,Woking 007B,Investigation complete; no suspect identified
70bb8408437041ea85e29f8e3bc3cf011324a5d81c75e45b009d9f80a1623140,2014-01,Surrey Police,Surrey Police,-0.565287,51.242404,On or near PARK CHASE,E01030438,Guildford 013A,Investigation complete; no suspect identified
261908c4f998bda2ed0231e41daac3daca90c3d8c656bfd1f77b6a03b7da1512,2014-01,Surrey Police,Surrey Police,-0.586305,51.251688,On or near MANOR ROAD,E01030485,Guildford 006A,Investigation complete; no suspect identified
4f42d4932760fd13bbd9dd2fd207982d4b0aeaab18819faaf0be237297d028b1,2014-01,Surrey Police,Surrey Police,-0.265088,51.368607,On or near RUXLEY LANE,E01030393,Epsom and Ewell 001E,Investigation complete; no suspect identified
bcc492ca04e6e7e05fc3af0d542993854a5951e594128bdaa4e31a11088e375e,2014-01,Surrey Police,Surrey Police,-0.258333,51.372868,On or near NORTHCLIFFE CLOSE,E01030386,Epsom and Ewell 001A,Investigation complete; no suspect identified
478c793669d151a7c03248db64308010ca0e2975887767feac674daa173a4629,2014-01,Surrey Police,Surrey Police,-0.241440,51.349127,On or near ARAGON AVENUE,E01030398,Epsom and Ewell 010E,Investigation complete; no suspect identified
deb46e2562b74c43f06306a7366a66cd37b3b40dce436cf3ba8a089a2f4baed8,2014-01,Surrey Police,Surrey Police,-0.404609,51.386075,On or near HILLARY CRESCENT,E01030356,Elmbridge 008C,Investigation complete; no suspect identified
7f0d76b729709f05daad30071686ca15a4ee594d5c4dd5270eaf619e67e478d6,2014-01,Surrey Police,Surrey Police,-0.383089,51.387471,On or near OAKBANK AVENUE,E01030362,Elmbridge 004B,Investigation complete; no suspect identified
0934632c60898d6a7d789c506849adb550a533662050ea5933d9c3d1caf77cc9,2014-01,Surrey Police,Surrey Police,-0.372629,51.373208,On or near WAYNEFLETE TOWER AVENUE,E01030308,Elmbridge 013B,Investigation complete; no suspect identified
db2c9f815a3a0216fff4680e7eb0dfe79032d0d0050e5d489cb45090f7c77824,2014-01,Surrey Police,Surrey Police,0.006848,51.245081,On or near HURSTLANDS,E01030840,Tandridge 007A,Investigation complete; no suspect identified
40e614606069f3df362b62ec43287683902598bc046b8ab6a70187267aae5313,2014-01,Surrey Police,Surrey Police,-0.050289,51.193995,On or near COTTENHAMS,E01030827,Tandridge 009D,Investigation complete; no suspect identified
f48f7093f95ee8f643ea488e52797233776de196f789ac3f92713850fe3a7812,2014-01,Surrey Police,Surrey Police,-0.488053,51.358954,On or near MEADWAY DRIVE,E01030683,Runnymede 010C,Investigation complete; no suspect identified
f6aedbfa2b0297687ff5cf5a72a465012b9bf44bf3106121634ffcedb6435eab,2014-01,Surrey Police,Surrey Police,-0.811642,51.201282,On or near LYNTON CLOSE,E01030897,Waverley 006E,Investigation complete; no suspect identified
d8128caddd014765900aac52076fc089251b4b132a8a43d0da36146c25312d17,2014-01,Surrey Police,Surrey Police,-0.808330,51.204827,On or near WEYDON LANE,E01030896,Waverley 006D,Investigation complete; no suspect identified
78a47d52ffef7ab546cdfae318b7d688fc6af405faef4051cbe061258764e8a2,2014-01,Surrey Police,Surrey Police,-0.789561,51.208195,On or near Sports/Recreation Area,E01030888,Waverley 004C,Investigation complete; no suspect identified
326c598c9befc90c74ad3cf2dba5dc732acc11f2bef4facb0fc0e4122bebd431,2014-01,Surrey Police,Surrey Police,-0.799119,51.196811,On or near KILN LANE,E01030882,Waverley 006A,Investigation complete; no suspect identified
e78ce77b88e4e8b779cbb3fc50d59d84d212c716ce9fdf6a0c6f9b226d82231e,2014-01,Surrey Police,Surrey Police,-0.733940,51.087638,On or near LIPHOOK ROAD,E01030928,Waverley 017C,Investigation complete; no suspect identified
89ff7d952a9c8d96eda70b63198b7ef8fbc9ca8582a12dc3da6a36eb040c4664,2014-01,Surrey Police,Surrey Police,-0.710500,51.088992,On or near WEST STREET,E01030933,Waverley 016D,Investigation complete; no suspect identified
c7c126ba7d33b9da58d8f989e9ee79dca782f92b56ba21695767ba914aa5b39f,2014-01,Surrey Police,Surrey Police,-0.796603,51.214841,On or near SOUTH STREET,E01030885,Waverley 003B,Investigation complete; no suspect identified
73bf6f861b31716bb228baeb08c9b05a8a6111d14d4f4c05682d9c68de454ac2,2014-01,Surrey Police,Surrey Police,-0.620393,51.182772,On or near OCKFORD ROAD,E01030914,Waverley 010A,Investigation complete; no suspect identified
83e55670bd1bcabbd8b40b7809321460eaeb572ed0b32bb29c3b7cb044b27139,2014-01,Surrey Police,Surrey Police,0.041092,51.272574,On or near CLACKET LANE SERVICE AREA,E01032571,Tandridge 012D,Investigation complete; no suspect identified
f3782ba8cd39362e9b1648b7456820960ff3207a913ba6b75412df1aead8a051,2014-01,Surrey Police,Surrey Police,0.041092,51.272574,On or near CLACKET LANE SERVICE AREA,E01032571,Tandridge 012D,Investigation complete; no suspect identified
fd569444937ede843390be70189675051d9826a6e779bd5c83e7305f7c4e2bbe,2014-01,Surrey Police,Surrey Police,-0.121115,51.269390,On or near HILLTOP LANE,E01030815,Tandridge 008D,Investigation complete; no suspect identified
799d464fea7c66aa7e475917a797447daa621e5f9855cb05b0950d30a5d6809c,2014-01,Surrey Police,Surrey Police,-0.108447,51.243772,On or near LITTLE COMMON LANE,E01030815,Tandridge 008D,Investigation complete; no suspect identified
cee935b0cfa096ed1ea6698df353f0c4daafb75cd4028c70c75ae3e26506e483,2014-01,Surrey Police,Surrey Police,-0.081633,51.313472,On or near Petrol Station,E01030860,Tandridge 002D,Investigation complete; no suspect identified
76ac559e8ab761513636465b8b35efd0b71df0b2aa7b666f6141c82d44cd2af3,2014-01,Surrey Police,Surrey Police,-0.017483,51.252717,On or near BROOK HILL,E01030838,Tandridge 006E,Investigation complete; no suspect identified
b5857e441161212ea690f7cb3921dfb400db7c68b07ccdf9275223e1f0396990,2014-01,Surrey Police,Surrey Police,0.022053,51.251681,On or near BRICK KILN LANE,E01030831,Tandridge 006A,Investigation complete; no suspect identified
9ebc7298472f2313df060e22ea605209175f1e10cb8972c4b4e49f816d41d951,2014-01,Surrey Police,Surrey Police,0.011218,51.261508,On or near HIGH STREET,E01030831,Tandridge 006A,Investigation complete; no suspect identified
f97c2ae4683079092d6457d12d0083c197052b63ca79245352c6f8c201b042a0,2014-01,Surrey Police,Surrey Police,-0.048330,51.159402,On or near WIRE MILL LANE,E01030823,Tandridge 011E,Investigation complete; no suspect identified
0e65f4e0e7b7f69df2b19d29d5c99e0205ae424b651ae31b8f6e621ea761ee67,2014-01,Surrey Police,Surrey Police,-0.066883,51.256421,On or near FOSTERDOWN,E01030824,Tandridge 009A,Investigation complete; no suspect identified
c9a9f3f76ee5be3ff420f12594963b3bfb33d3d81ef479e691081230b37b6372,2014-01,Surrey Police,Surrey Police,-0.074881,51.277659,On or near ROSENEATH COURT,E01030830,Tandridge 004C,Investigation complete; no suspect identified
a36d68ab55cb3ff4f3041ffbe7df5aa75927a7987e0db5279a0fd0d7665ad449,2014-01,Surrey Police,Surrey Police,-0.074577,51.280819,On or near CRESCENT ROAD,E01030829,Tandridge 004B,Investigation complete; no suspect identified
8cfab337662fe95a566cd6f5f74a112486a901cc0f2c81c4ce4aa9491353a2b2,2014-01,Surrey Police,Surrey Police,-0.076001,51.291697,On or near Sports/Recreation Area,E01030851,Tandridge 004E,Investigation complete; no suspect identified
d04bf75713894a83c452acde73af3aa151c64ace7f2e7fb8cdfd22fa9cb94476,2014-01,Surrey Police,Surrey Police,-0.093880,51.289409,On or near MONEY AVENUE,E01030848,Tandridge 005C,Investigation complete; no suspect identified
43dd42c978e8646daf967910b466c8d368d9cf16aa3c4982e838e18754df727d,2014-01,Surrey Police,Surrey Police,-0.676511,51.353340,On or near THE CLOSE,E01030781,Surrey Heath 003D,Investigation complete; no suspect identified
fc294204b48c7ad8d6a7e9bb5c0bf1e957685793c94414f5d19b28249f039b49,2014-01,Surrey Police,Surrey Police,-0.696613,51.313999,On or near CROFTERS CLOSE,E01030784,Surrey Heath 012C,Investigation complete; no suspect identified
608e8d4e924670b9618749b07f6983cf9c70413aebc8b5833c87d4515776e505,2014-01,Surrey Police,Surrey Police,-0.697635,51.312356,On or near SWORDMAN'S ROAD,E01030784,Surrey Heath 012C,Investigation complete; no suspect identified
f1fae56645e22cbff01e450ef2df7f22d11898e2a138a465cda92a78c770b4ac,2014-01,Surrey Police,Surrey Police,-0.722923,51.287798,On or near SALISBURY TERRACE,E01030783,Surrey Heath 012B,Investigation complete; no suspect identified
e4b32988d1cc3e9a94a3010e14052a85cab39c68d28bb0f860fab545e44cf006,2014-01,Surrey Police,Surrey Police,-0.758314,51.334093,On or near CRAWFORD GARDENS,E01030794,Surrey Heath 008B,Investigation complete; no suspect identified
46deb64ae2d53d5d52e83bc8d9ed9881ea969140d219f34c37605e44aee2f001,2014-01,Surrey Police,Surrey Police,-0.746650,51.311749,On or near Parking Area,E01030766,Surrey Heath 010A,Investigation complete; no suspect identified
c48b2dec233e76b7ce46d7cb2326ccba2be9bdedc6ccdbda2824a035b83f376d,2014-01,Surrey Police,Surrey Police,-0.649073,51.369275,On or near RAMSAY ROAD,E01030811,Surrey Heath 001F,Investigation complete; no suspect identified
5c68769fbdf5486a136e2ac8cb24450e1fb14f510e28911404ff79b30ebb7cd1,2014-01,Surrey Police,Surrey Police,-0.476626,51.451382,On or near ARGOSY LANE,E01030745,Spelthorne 001C,Investigation complete; no suspect identified
4190da11581b90aaca1dcc92f5bf0d765c067a6af27601a07b5066a11ac78154,2014-01,Surrey Police,Surrey Police,-0.483256,51.428052,On or near KINGSTON CRESCENT,E01030740,Spelthorne 007C,Investigation complete; no suspect identified
0cf1421b137bd9e31071019d44b5d0e1f750b25702c6dc48c0e451d116aaf3bb,2014-01,Surrey Police,Surrey Police,-0.482711,51.429736,On or near BROOKSIDE AVENUE,E01030740,Spelthorne 007C,Investigation complete; no suspect identified
a08fb82edba4e8084afdbc70b085304c54765a8c84e764921bb443101f090625,2014-01,Surrey Police,Surrey Police,-0.490515,51.426914,On or near CHESTNUT GROVE,E01030741,Spelthorne 007D,Investigation complete; no suspect identified
409b153d649f59c1f26e15b498c541dd27658d261aeb7550b5bd147fe081e632,2014-01,Surrey Police,Surrey Police,-0.498919,51.437777,On or near FARNELL ROAD,E01030734,Spelthorne 004A,Investigation complete; no suspect identified
61947b048c8272f840a187545b6b53faa810eb6bceebe68520c4246fd6498167,2014-01,Surrey Police,Surrey Police,-0.404683,51.415364,On or near STAINES ROAD EAST,E01030755,Spelthorne 010C,Investigation complete; no suspect identified
a476c8dea42e23d168192272bd485f33641c39e6dec8e2f38974a95123be163a,2014-01,Surrey Police,Surrey Police,-0.413966,51.418880,On or near PRIORY CLOSE,E01030755,Spelthorne 010C,Investigation complete; no suspect identified
b7a11a72372a948a6b6f9974708b9f6a96dc67b6280abce1e12699a8c45e484b,2014-01,Surrey Police,Surrey Police,-0.468462,51.429533,On or near THE CRESCENT,E01030716,Spelthorne 003G,Investigation complete; no suspect identified
8de125bb197748a66f3815e5273be3e3826ead05db6b92fd9d5eda1db17d803d,2014-01,Surrey Police,Surrey Police,-0.429408,51.388784,On or near RIVERSIDE,E01030732,Spelthorne 013C,Investigation complete; no suspect identified
3e0806770de976b4d2f805e672b7c417773fda8463ee0756467eefdb3f31eb8a,2014-01,Surrey Police,Surrey Police,-0.674797,51.345083,On or near BROOM FIELD,E01030778,Surrey Heath 003A,Investigation complete; no suspect identified
41b9cfc012ba9a015b8aff652d5c52f7cb3961a525c4bc02abf945c4453e8b93,2014-01,Surrey Police,Surrey Police,-0.570942,51.382943,On or near Park/Open Space,E01030677,Runnymede 008A,Investigation complete; no suspect identified
b657a16cefa1d0bac937bbceddcee8e607010a1d89a0280a2ae6a57b7ef139a7,2014-01,Surrey Police,Surrey Police,-0.556420,51.426548,On or near RIPLEY AVENUE,E01030669,Runnymede 001C,Investigation complete; no suspect identified
324fed3d953d0417baad29377fa5dbbfea069f82fce7be70355f81547e5294ab,2014-01,Surrey Police,Surrey Police,-0.547309,51.431741,On or near Supermarket,E01030667,Runnymede 001A,Investigation complete; no suspect identified
5cc9238f51d215b3aade9330950ea6ee9c9ef3db7905df5e66860b35c8c50927,2014-01,Surrey Police,Surrey Police,-0.177694,51.174466,On or near THORNTON PLACE,E01030588,Reigate and Banstead 016E,Investigation complete; no suspect identified
93599a2584b4717378dda353ec415c0bfd3bd06c79ff5a5c28a85b22cd00ff85,2014-01,Surrey Police,Surrey Police,-0.218619,51.304745,On or near OATLANDS ROAD,E01030592,Reigate and Banstead 007D,Investigation complete; no suspect identified
7fd5e9588382f17bc9289901559914c3b74e1628d35978cd73a1be792e5b385a,2014-01,Surrey Police,Surrey Police,-0.217844,51.318474,On or near TUMBLEWOOD ROAD,E01030607,Reigate and Banstead 001D,Investigation complete; no suspect identified
981e70f9d0af59d2f8e091364bb5c7d987459ae538fd006e9892f5efc4712b42,2014-01,Surrey Police,Surrey Police,-0.201589,51.323478,On or near GARDEN CLOSE,E01030564,Reigate and Banstead 002F,Investigation complete; no suspect identified
30e9f4b2617ba4d22ec3ea1fea0874ca06620a32a79332bc16dea5b75888dee9,2014-01,Surrey Police,Surrey Police,-0.155462,51.179864,On or near WOODCOTE,E01030581,Reigate and Banstead 017B,Investigation complete; no suspect identified
94802b53bf3de60c8335f7f9b7c5cf737a40f9634ba9e2cedb07e1e15aca489c,2014-01,Surrey Police,Surrey Police,-0.575641,51.234159,On or near Shopping Area,E01030455,Guildford 013E,Investigation complete; no suspect identified
0bb1f2a76630956942b72466ce2e5272421fc9be0779d0d9b5918f0dfcae835c,2014-01,Surrey Police,Surrey Police,-0.575894,51.234800,On or near Pedestrian Subway,E01030455,Guildford 013E,Investigation complete; no suspect identified
f8e4c56f87f99266dcb6d30335b254e6fd968b7de469deccdb40024f559dd171,2014-01,Surrey Police,Surrey Police,-0.543101,51.252184,On or near GREAT GOODWIN DRIVE,E01030460,Guildford 011D,Investigation complete; no suspect identified
6d3128c241cc8e375359021bf7cbcbcfc0ff21e44dff6a7b78ed204ab809016b,2014-01,Surrey Police,Surrey Police,-0.565980,51.246810,On or near Sports/Recreation Area,E01030438,Guildford 013A,Investigation complete; no suspect identified
2a944c28970875b77cbefdff85285547177c20faafeb636112dae25ad70fd4fe,2014-01,Surrey Police,Surrey Police,-0.581200,51.262058,On or near YEW TREE DRIVE,E01030481,Guildford 007A,Investigation complete; no suspect identified
98befa3613d8e4b72cf78a0ac9bb3383f5d7f4b36c37062d841c503675ff2160,2014-01,Surrey Police,Surrey Police,-0.574109,51.246181,On or near STOCTON ROAD,E01030450,Guildford 013B,Investigation complete; no suspect identified
09ef0667c5caab92435bc1f33827a48303ccd6ad531f271aecc27ffbd6534077,2014-01,Surrey Police,Surrey Police,-0.593935,51.256663,On or near Petrol Station,E01030485,Guildford 006A,Investigation complete; no suspect identified
0618d575468a567a152edc70d3dcffb0954b76106d864cf045cb3ae85029612c,2014-01,Surrey Police,Surrey Police,-0.541022,51.296581,On or near BROADMEADS,E01030477,Guildford 001F,Investigation complete; no suspect identified
2229c720d3bee0914addd61f8b8cbe5d3fda3477215998cafeb91f68b3e417f8,2014-01,Surrey Police,Surrey Police,-0.739869,51.207212,On or near SMUGGLERS' WAY,E01030471,Guildford 017A,Investigation complete; no suspect identified
508b2a6c436b50b7ea152c22608cd9270bd7d283f4b12e97d6a4e145a06e4e75,2014-01,Surrey Police,Surrey Police,-0.723868,51.246453,On or near OLD CHAPEL LANE,E01030433,Guildford 010D,Investigation complete; no suspect identified
88ebc3496ad06d57bd312c0d0a9dd62110d218e613e14540ca4bf8bcc51edb6d,2014-01,Surrey Police,Surrey Police,-0.548011,51.213190,On or near HORNHATCH LANE,E01030479,Guildford 017D,Investigation complete; no suspect identified
6b50c6f2b842b5bc8accd4df95897a7641c2b3f463390d76f58500ff7a39439b,2014-01,Surrey Police,Surrey Police,-0.613005,51.236793,On or near ERNST CHAIN ROAD,E01030470,Guildford 012A,Investigation complete; no suspect identified
619a1a6009e616a00ab72fb3dde1195d88d9494b1d79f2d678b42bc0da125226,2014-01,Surrey Police,Surrey Police,-0.724803,51.271183,On or near SYCAMORE DRIVE,E01030429,Guildford 004D,Investigation complete; no suspect identified
5bf3ea9fa95ec42b625779ef387ff00b263e5828ae849b8a86d5692460b6cbde,2014-01,Surrey Police,Surrey Police,-0.267262,51.332336,On or near Shopping Area,E01030411,Epsom and Ewell 008B,Investigation complete; no suspect identified
fcc06b7d372e5c6bee560d45936c86c924f35f3a3f1b60abf838019aa7e5f49e,2014-01,Surrey Police,Surrey Police,-0.262972,51.342515,On or near BLENHEIM ROAD,E01030385,Epsom and Ewell 007A,Investigation complete; no suspect identified
f904dcad01e0cbe6fdd6fb3f71c1bb375470e64f56c13047c00a81a7816a4e73,2014-01,Surrey Police,Surrey Police,,,No location,,,Investigation complete; no suspect identified
8b7381953b3d4dfd158a51f5582b4d4141cc43d4e8000b0fadbd3525b238de04,2014-01,Surrey Police,Surrey Police,-0.420106,51.385107,On or near Shopping Area,E01030359,Elmbridge 007C,Investigation complete; no suspect identified
cbbb24c8c62a63a221a19c85fced5e1d2fb8a4f2b439dba0a610e87abe9078e0,2014-01,Surrey Police,Surrey Police,-0.372185,51.379658,On or near MILL ROAD,E01030310,Elmbridge 013D,Investigation complete; no suspect identified
b58a6b2c8b515b250132c677fb849004fdb9957532f3867f9388149e26c686b0,2014-01,Surrey Police,Surrey Police,-0.511457,51.435806,On or near Supermarket,E01030736,Spelthorne 004C,Investigation complete; no suspect identified
9f93ac9493c5664d7969b7d434541e28ed1703c0d21ee8c392d9c3c1c5b34f3f,2014-01,Surrey Police,Surrey Police,-0.604367,51.195109,On or near CUBITT CLOSE,E01030921,Waverley 005E,Investigation complete; no suspect identified
e6bc2d9ffbf5149ba6f3532bdad59b0db7c449106954d1cf00d28085cda346e4,2014-01,Surrey Police,Surrey Police,-0.616146,51.188882,On or near BOROUGH ROAD,E01030916,Waverley 007A,Investigation complete; no suspect identified
6fedf4edde71784a38b13ced9cbdb5a4fb0186d995fd48ebc63ea04cca13f469,2014-01,Surrey Police,Surrey Police,-0.544165,51.306502,On or near CONISTON ROAD,E01030994,Woking 011D,Investigation complete; no suspect identified
9637a8a70d60e5950cfdd9031785de58b757f4954125081aeca318ccb827caea,2014-01,Surrey Police,Surrey Police,-0.547657,51.304046,On or near GLOSTER ROAD,E01030995,Woking 011E,Investigation complete; no suspect identified
19494d8086f314c3d2699a1ae1875782da0be7e5297eda1bc6a54ba8fe253456,2014-01,Surrey Police,Surrey Police,-0.608093,51.322126,On or near MEAD COURT,E01030975,Woking 007B,Investigation complete; no suspect identified
5754440c7a23a66e023f82986b10b8025ab71d0723670f3175f3c440dcd6c64d,2014-01,Surrey Police,Surrey Police,-0.564884,51.310103,On or near MIDHOPE CLOSE,E01030991,Woking 008D,Investigation complete; no suspect identified
3be01b589587854a198ac21d0930c1b6aeae92eb1ec6978061cbf3348273f75d,2014-01,Surrey Police,Surrey Police,-0.559618,51.316072,On or near Supermarket,E01030993,Woking 008E,Investigation complete; no suspect identified
