Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f396a775a66c7e6812e3f4accbf750ea7dbba1c82ed26a334f6edda1161117bf,2014-01,Lincolnshire Police,Lincolnshire Police,0.336908,53.130306,On or near LINKS CRESCENT,E01026096,East Lindsey 015C,Investigation complete; no suspect identified
63018dcec34c9406f42939b7c160e05660acd093fa94c41fabc474b1c9d27f94,2014-01,Lincolnshire Police,Lincolnshire Police,-0.547980,53.225240,On or near Shopping Area,E01026132,Lincoln 005A,Investigation complete; no suspect identified
b40433083a7e2b0392fd1853368418ef8bf45a740935c4f8e53052084667f571,2014-01,Lincolnshire Police,Lincolnshire Police,-0.580325,53.213350,On or near CARRINGTON DRIVE,E01026161,Lincoln 010A,Investigation complete; no suspect identified
e2d42aa6869512b732f30948b1e3b008c18fdce8398b921201fb2105787ebac4,2014-01,Lincolnshire Police,Lincolnshire Police,-0.756417,53.389647,On or near PARK SPRINGS ROAD,E01026375,West Lindsey 006B,Investigation complete; no suspect identified
80acbc4be2d583355de7a60898cf4a47cfc13446496653c17c579b417f43016a,2014-01,Lincolnshire Police,Lincolnshire Police,0.319588,53.154831,On or near BURGH ROAD,E01026083,East Lindsey 015A,Investigation complete; no suspect identified
d3a07150c55cea4c52fc4602450e371be76e81210e1f34309b6ee4df9cb55eb9,2014-01,Lincolnshire Police,Lincolnshire Police,-0.029883,53.290838,On or near OSLEAR'S LANE,E01026070,East Lindsey 009C,Investigation complete; no suspect identified
b7dabddb4f41d0dc698e3a639889866892e3cb1cb9fe629a7781952a5a2d6f20,2014-01,Lincolnshire Police,Lincolnshire Police,-0.159502,52.783343,On or near THOMPSON CLOSE,E01026266,South Holland 006B,Investigation complete; no suspect identified
a3954dbc55c94f1394c990954afc9d82c8bf43a5acefc9e356d8d3c09f35db89,2014-01,Lincolnshire Police,Lincolnshire Police,-0.547036,53.221255,On or near PRINCESS STREET,E01026132,Lincoln 005A,Investigation complete; no suspect identified
e48485bcbf4408951a8d6d47a35545549662937c747f2a8f393e45abb9200077,2014-01,Lincolnshire Police,Lincolnshire Police,-0.773131,53.403501,On or near HANDEL COURT,E01026379,West Lindsey 004B,Investigation complete; no suspect identified
5105de1d3508cecbf9d592da1b25f09bcdc2e878813a26728552812008899109,2014-01,Lincolnshire Police,Lincolnshire Police,-0.022434,52.960891,On or near WHITTLE CLOSE,E01026029,Boston 009A,Investigation complete; no suspect identified
2e104848ad8ed23597c5ad0f08af3007c8045fd531c42b9c2af5d951382c3f95,2014-01,Lincolnshire Police,Lincolnshire Police,-0.303104,53.288027,On or near KILMISTER COURT,E01026121,East Lindsey 007C,Investigation complete; no suspect identified
161ae290e2891d2a45241d8265bf48697529d24d7121ebdf8220ad23bbab564b,2014-01,Lincolnshire Police,Lincolnshire Police,-0.523950,53.243149,On or near GENEVA AVENUE,E01026156,Lincoln 004G,Investigation complete; no suspect identified
5be1282f158f827235ee46ecf5de156bf8ff378ea245029f8fb120de3930122c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.539227,53.233754,On or near WORDSWORTH STREET,E01026143,Lincoln 005B,Investigation complete; no suspect identified
4746a8675e920ea154148bd244e2df4ffd2fdc3e0760ba5b676347dad3d7ef9c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.009527,52.993249,On or near CASTLE ROAD,E01026022,Boston 008C,Investigation complete; no suspect identified
8f5b1d9617078ba97b8c83861a7272ca0ef89824ca34e89610ad6636074fb848,2014-01,Lincolnshire Police,Lincolnshire Police,-0.223418,53.152870,On or near KING EDWARD AVENUE,E01026120,East Lindsey 016G,Investigation complete; no suspect identified
fe22736ac641655b0eb3b1e565169dfcd58871bd740a7a481b5a64e88ffdfe64,2014-01,Lincolnshire Police,Lincolnshire Police,0.342814,53.137743,On or near BARBARA ROAD,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
5e64ce08350ea779b601e3f76700748aeaa7f3942846731f009d59d84b5dc458,2014-01,Lincolnshire Police,Lincolnshire Police,-0.061384,52.930614,On or near BOOTHBY CLOSE,E01026020,Boston 007D,Investigation complete; no suspect identified
b060b7705b480ae7cc235263176e5ed92be7953af5e7ced68d56c7faca0b5ae0,2014-01,Lincolnshire Police,Lincolnshire Police,-0.534843,53.232235,On or near TEMPLE GARDENS,E01026167,Lincoln 003G,Investigation complete; no suspect identified
106412561c86846a054a0c74b88afa927bbd1b338b8eb44045622c2d1d759660,2014-01,Lincolnshire Police,Lincolnshire Police,-0.640219,52.910778,On or near Theatre/Concert Hall,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
df46895b0d69ccaa77088ca6ee4d47be80a1a7f5f3e0b76a3605871f66d7e565,2014-01,Lincolnshire Police,Lincolnshire Police,-0.354488,53.353572,On or near LISSINGLY LANE,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
7a9cb910ba42c23c05aff8eb3a4ce748905d6b4222548c37ce18e0d7fb3a5074,2014-01,Lincolnshire Police,Lincolnshire Police,-0.552303,53.248081,On or near BURTON RIDGE,E01026147,Lincoln 003C,Investigation complete; no suspect identified
45f91234c996682630c4110676ce7c6164a8b7d10ce2a8d53aabf1eab75a7985,2014-01,Lincolnshire Police,Lincolnshire Police,-0.628916,52.918353,On or near SIGNAL ROAD,E01026326,South Kesteven 003B,Investigation complete; no suspect identified
a5a56325b215d96e3191f7c1d42244873e91c58c40e3396216d327c3b6206470,2014-01,Lincolnshire Police,Lincolnshire Police,0.181424,52.821549,On or near LUTTON LODGE LANE,E01026256,South Holland 008C,Investigation complete; no suspect identified
61cc1641da64df959bc1074b5e33bf361bb053f478e1943ccb3ffbd44200db4f,2014-01,Lincolnshire Police,Lincolnshire Police,-0.027166,52.974689,On or near VICTORIA PLACE,E01026006,Boston 003A,Investigation complete; no suspect identified
5296d395d5dc663be002f65aa03cdd3cc5786a57fa28559df42d878fcf94886c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.040852,52.983609,On or near INGRAM ROAD,E01026011,Boston 002B,Investigation complete; no suspect identified
ad2c26c777fe86b454b4859385a05bbc50c323294397502ba75f0bd44b5f29f2,2014-01,Lincolnshire Police,Lincolnshire Police,-0.541657,53.227042,On or near Pedestrian Subway,E01026132,Lincoln 005A,Investigation complete; no suspect identified
08f7af0694f1ad85322991e40fd7dfef4ed0683d466c008513b24ed2ec19539e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.534843,53.232235,On or near TEMPLE GARDENS,E01026167,Lincoln 003G,Investigation complete; no suspect identified
d8acd03b86bea4dff98f2bc785014e6c94457dfce10cd999afb37f179e3d3694,2014-01,Lincolnshire Police,Lincolnshire Police,-0.536588,53.230719,On or near CLASKETGATE,E01026167,Lincoln 003G,Investigation complete; no suspect identified
bfc8ff4680f07a688fc416e025c2b2bee480142e719095d858d3799edfe05af2,2014-01,Lincolnshire Police,Lincolnshire Police,-0.411735,53.002709,On or near NORTH GATE,E01026235,North Kesteven 010E,Investigation complete; no suspect identified
302e36ffe02e89d21f5b594ed2ea709eba2502e5671f1014f62f1f59d8d9c2ef,2014-01,Lincolnshire Police,Lincolnshire Police,-0.541565,53.228443,On or near Shopping Area,E01026132,Lincoln 005A,Investigation complete; no suspect identified
4d064fbf0d002ea0fd47ac623d1869c687fe8aea97d54f729556e1a60ae9c382,2014-01,Lincolnshire Police,Lincolnshire Police,-0.157514,52.787241,On or near GLENN AVENUE,E01032995,South Holland 006F,Investigation complete; no suspect identified
fc0c47c65905219594ddaac1162fe0c13b3fab92d65957dcfad939a746e26e9a,2014-01,Lincolnshire Police,Lincolnshire Police,0.236289,53.106714,On or near HIGH STREET,E01026112,East Lindsey 017D,Investigation complete; no suspect identified
f8021b698e30676a95bd938c55510dda7e125327fa536b621a15ae164f2bc329,2014-01,Lincolnshire Police,Lincolnshire Police,0.015990,53.364844,On or near VIRGINIA DRIVE,E01026108,East Lindsey 003G,Investigation complete; no suspect identified
50090748032eaec6f743ce6825f11bedc9eb1918c056e5b0b1a1a261652dc6d4,2014-01,Lincolnshire Police,Lincolnshire Police,-0.581908,53.203058,On or near Shopping Area,E01026171,Lincoln 011H,Investigation complete; no suspect identified
f53ceded861a3fe82c5ca85f6146a3f82e28fa3fc3fcf19d802ac5448ed0d602,2014-01,Lincolnshire Police,Lincolnshire Police,-0.551899,53.232956,On or near GRESHAM STREET,E01026145,Lincoln 005C,Investigation complete; no suspect identified
bec6471fefc91d27b64e463ba52bb10a2f5779416c263b3a9605bda68cfd428f,2014-01,Lincolnshire Police,Lincolnshire Police,0.113633,52.776741,On or near COWPER'S GATE,E01026254,South Holland 008A,Investigation complete; no suspect identified
353d96a55d833cbfe5319d71ba3856b416ed79d8ef041d65ef939e6e759a643c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.008359,52.975571,On or near BURGESS CLOSE,E01026026,Boston 004C,Investigation complete; no suspect identified
2ee297012692851c3fb3e550c97156fdf04fad02b34f695b63a3f83e491bc9e6,2014-01,Lincolnshire Police,Lincolnshire Police,-0.167501,52.788493,On or near EDWARD ROAD,E01026262,South Holland 009A,Investigation complete; no suspect identified
d5880d6c428193737ad281532e473ca00386f52ba4e3b492c099e744354e899f,2014-01,Lincolnshire Police,Lincolnshire Police,-0.580771,53.204833,On or near Petrol Station,E01026171,Lincoln 011H,Investigation complete; no suspect identified
40d81517148eaede1253f00b62e865d25a4e649990b2353e949df0b65f48c804,2014-01,Lincolnshire Police,Lincolnshire Police,-0.561867,53.206431,On or near BLACKBOURN ROAD,E01026173,Lincoln 010D,Investigation complete; no suspect identified
cd763aa162f30e98811faf703a6e73531fd039726e9e29e6dd4650df810b927e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.555754,53.235043,On or near NORFOLK STREET,E01026144,Lincoln 003B,Investigation complete; no suspect identified
5b05d01f9aa31b0b476928feaafaf165b1d8b7b59521e354f6e90deb5e45b701,2014-01,Lincolnshire Police,Lincolnshire Police,-0.169590,52.787131,On or near FIRST AVENUE,E01026264,South Holland 009C,Investigation complete; no suspect identified
3003c2ed8ef73559dbd2bd41bfc76cc6835ddc7b2f8c962e18ae4fe7b9af412c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.305495,52.675014,On or near SWIFT CLOSE,E01026307,South Kesteven 014E,Investigation complete; no suspect identified
d39a14d0fa8eb52f8b51ac4bbd5f43122240b1ef0aaaa88c06476b2c3c739d75,2014-01,Lincolnshire Police,Lincolnshire Police,-0.639358,52.918806,On or near BELTON LANE,E01026352,South Kesteven 003E,Investigation complete; no suspect identified
e6d2af946821b328ed7eae24987d68ab53150bbed8eb7b7c5123a61c69931e75,2014-01,Lincolnshire Police,Lincolnshire Police,-0.556279,53.245729,On or near MANRICO DRIVE,E01026147,Lincoln 003C,Investigation complete; no suspect identified
9070cd9b6158acb6de3721f528b37df8ba1a1027e8858412fd78480fe2d7da9f,2014-01,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
062c5638b921943b3a8439bdd0d54f370720b5f1dc2413ad9b4df2657655f70f,2014-01,Lincolnshire Police,Lincolnshire Police,-0.769248,53.404630,On or near LIME TREE AVENUE,E01026380,West Lindsey 002A,Investigation complete; no suspect identified
00380e0fa8f9603e76255f7e90e0ea676ec4acbab788a5430f60c80d5bc4f3ac,2014-01,Lincolnshire Police,Lincolnshire Police,-0.769248,53.404630,On or near LIME TREE AVENUE,E01026380,West Lindsey 002A,Investigation complete; no suspect identified
64ff354cf20b76582d3c406ee3642c7248c57f32aba9660bc3aa837599248c83,2014-01,Lincolnshire Police,Lincolnshire Police,-0.554265,53.245004,On or near VINDEX CLOSE,E01026147,Lincoln 003C,Investigation complete; no suspect identified
d2211ab1707854e80ed55a0680710b6b37061e923c646bfc3842e8394c1df84d,2014-01,Lincolnshire Police,Lincolnshire Police,-0.643122,52.911621,On or near GUILDHALL STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
bdb203c6a906dcc8f9d6e725b3870d971b41b22bd6c8830a2f69b6da0256a754,2014-01,Lincolnshire Police,Lincolnshire Police,-0.552780,53.173482,On or near STATION ROAD,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
7a58933668469f648ae59824c55e26ad849bd8c7e8ad3e69bcccb6245dd0a73c,2014-01,Lincolnshire Police,Lincolnshire Police,-0.055924,52.933932,On or near SENTANCE CRESCENT,E01026020,Boston 007D,Investigation complete; no suspect identified
6f7e07f76530ab8d63cf811c3912ea6dc8d3e7aef977151dd721a4be90cdc1bf,2014-01,Lincolnshire Police,Lincolnshire Police,0.255596,53.337656,On or near TRENCHARD ROAD,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
17f413a89cc42bc9f55faedec3ed6deb47bd6d4c6e852a0a48f5b52cc3b134d2,2014-01,Lincolnshire Police,Lincolnshire Police,-0.161638,52.793886,On or near LINCOLN WAY,E01026273,South Holland 006C,Investigation complete; no suspect identified
efcfdae34dbea837ba5d6482f823725029bd6bc052d99768eb2e33248afb43ab,2014-01,Lincolnshire Police,Lincolnshire Police,-0.177097,52.781007,On or near PRIMROSE WAY,E01026262,South Holland 009A,Investigation complete; no suspect identified
c5c8416b70faaeecdae8135be85ae41a5605b6e37cbe37d3d143d58cbda05b77,2014-01,Lincolnshire Police,Lincolnshire Police,-0.771119,53.391381,On or near STRAFFORD STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
f19e5bc3193b153e117a81cf1514ecf3669256ea556d7e9e5dc699e3c9538f4e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.034639,52.976746,On or near ALBERT TERRACE,E01026030,Boston 002C,Investigation complete; no suspect identified
7414497eedb6dab38250d1570f303915e0e744e8fc772337095584fea09d7af7,2014-01,Lincolnshire Police,Lincolnshire Police,-0.562757,53.210254,On or near SKELLINGTHORPE ROAD,E01026172,Lincoln 010C,Investigation complete; no suspect identified
1903295459b9d34bb2bedf55a8bb8ca4014e6e88e3489023597b88f0193c0108,2014-01,Lincolnshire Police,Lincolnshire Police,0.321392,53.155821,On or near BURGH OLD ROAD,E01026085,East Lindsey 012B,Investigation complete; no suspect identified
ca27df4925c02469a1dcd3e2554f25978437aee288d12afd9c664945242ff117,2014-01,Lincolnshire Police,Lincolnshire Police,-0.539227,53.233754,On or near WORDSWORTH STREET,E01026143,Lincoln 005B,Investigation complete; no suspect identified
7d31706f922c729da71e314b1d45d95ca70e3f2029c8fcffa3aaf81c8ffc4d64,2014-01,Lincolnshire Police,Lincolnshire Police,0.279486,53.311866,On or near A52,E01026103,East Lindsey 006A,Investigation complete; no suspect identified
a6423cb9e8e420e7feec2cb4c643e6a2b1a57359181feeb156a46a80212b7f60,2014-01,Lincolnshire Police,Lincolnshire Police,-0.558943,53.219952,On or near CRUSADER ROAD,E01026133,Lincoln 008A,Investigation complete; no suspect identified
ccdf9128e7780de33ea66804a9418b86d676d200c7888c9593d0dc8937e24bdd,2014-01,Lincolnshire Police,Lincolnshire Police,0.264004,53.336454,On or near MARINA ROAD,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
38614d39266e86a351364937fef5683ac0972ff6e5d196b6793afb7c9a6dda2e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.022526,52.979764,On or near Supermarket,E01026036,Boston 003D,Investigation complete; no suspect identified
5b3d00e63e50ad22a4137aca509770077f49187e3efea32c6ce9db1bf1fdeaf7,2014-01,Lincolnshire Police,Lincolnshire Police,-0.645593,52.914409,On or near UNION STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
d74bf47d8558f160a87f2dc4a52a566b1291ea7baec414f2602f88e29d9af1a2,2014-01,Lincolnshire Police,Lincolnshire Police,0.013922,53.365616,On or near QUEENSWAY,E01026090,East Lindsey 003E,Investigation complete; no suspect identified
5a6316b122abfd8326a5cd891d581746b301a0d837431a77070a4eb2a12bd185,2014-01,Lincolnshire Police,Lincolnshire Police,-0.607112,53.207481,On or near KINLOSS CLOSE,E01026163,Lincoln 009F,Investigation complete; no suspect identified
56711755006849a1173c8b3376c9967a8baae9c84e019b6beb192a34299d9a40,2014-01,Lincolnshire Police,Lincolnshire Police,-0.659119,52.889615,On or near GORSE LANE,E01026315,South Kesteven 009A,Investigation complete; no suspect identified
320308b5e562f4b868c0b9650467f16e4f580d9b19118e491b0eae2f70a7dbc8,2014-01,Lincolnshire Police,Lincolnshire Police,0.032260,52.803059,On or near PRINCES STREET,E01026245,South Holland 010A,Investigation complete; no suspect identified
af2d3c0e2924d09a5d63e2c72524a66947f371a8d10fda00dd01e2be7ae861bc,2014-01,Lincolnshire Police,Lincolnshire Police,-0.772059,53.401036,On or near SPITAL TERRACE,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
e41c3b78f626d9a9bc74172f9eb9a828867ff2f7f2484f3148c912a4491ee499,2014-01,Lincolnshire Police,Lincolnshire Police,-0.601669,53.219661,On or near SATINWOOD CLOSE,E01026131,Lincoln 007D,Investigation complete; no suspect identified
7405d3588fad667f69e166b8509c45691c49ebd22fdb51fbed79b143fbb9eebd,2014-01,Lincolnshire Police,Lincolnshire Police,-0.491197,53.310260,On or near STONECLIFF PARK,E01026412,West Lindsey 008B,Investigation complete; no suspect identified
71d0b4a91dfb6dd8a338b21cb607a57779d0395274d97f1a8e505a86c4da4216,2014-01,Lincolnshire Police,Lincolnshire Police,-0.601669,53.219661,On or near SATINWOOD CLOSE,E01026131,Lincoln 007D,Investigation complete; no suspect identified
045a8959a970913df6adb327eedc930b61670bce594ffd3fe7121fe130153552,2014-01,Lincolnshire Police,Lincolnshire Police,-0.547230,53.233223,On or near NORTH PARADE,E01026143,Lincoln 005B,Investigation complete; no suspect identified
5046e78ba79cb8dd6dcad84c535c994e14a92abc8d544d894a07bab67f945e79,2014-01,Lincolnshire Police,Lincolnshire Police,-0.642762,52.909819,On or near Bus/Coach Station,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
b535b810d1efc45488f710671bc02987d900f7e62f2020f651b81018cc2ffd51,2014-01,Lincolnshire Police,Lincolnshire Police,-0.646677,52.917801,On or near NORTH PARADE,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
883fa15f9859080161706d2dd2f10fea80feabfec55404a830ad180ecf83bc60,2014-01,Lincolnshire Police,Lincolnshire Police,-0.018826,52.981518,On or near WIDE BARGATE,E01026036,Boston 003D,Investigation complete; no suspect identified
18530ff405a7423232fe79bd93ba9ac2ffc6c5a5067043980c9fd49d6127837e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.478086,52.652201,On or near Nightclub,E01026351,South Kesteven 016C,Investigation complete; no suspect identified
4a46e4be218975dbc425dab604a6eee9302a065ba4d75fe8506868854a24d2d5,2014-01,Lincolnshire Police,Lincolnshire Police,-0.083306,52.890071,On or near STATION ROAD,E01026017,Boston 007A,Investigation complete; no suspect identified
a700af0977d7d67224d63e1a4afd477da7f24b2eb8c46213f2d17d688879b518,2014-01,Lincolnshire Police,Lincolnshire Police,-0.024940,52.974185,On or near HIGH STREET,E01026006,Boston 003A,Investigation complete; no suspect identified
4498448fc29982f5dce46e88b1e656c5d7d66ae01d5adb1ffa3b3d39ce970199,2014-01,Lincolnshire Police,Lincolnshire Police,0.004987,53.375377,On or near LIME GROVE,E01026087,East Lindsey 003C,Investigation complete; no suspect identified
bc22ad0375646130e28576019acba14f90282b4bb8f924920decc9b72403f104,2014-01,Lincolnshire Police,Lincolnshire Police,0.251870,53.352471,On or near POPLAR AVENUE,E01026074,East Lindsey 005C,Investigation complete; no suspect identified
53d06ed651666688749d693f21a27dafcedf5d0252381599af28a13185e26cca,2014-01,Lincolnshire Police,Lincolnshire Police,0.150128,52.778971,On or near BRIDGE ROAD,E01026256,South Holland 008C,Investigation complete; no suspect identified
a3f7f66d69896b9e47d669940145f23232fb394e609b78027f04ca30764d69e7,2014-01,Lincolnshire Police,Lincolnshire Police,-0.341913,52.893010,On or near HIGH STREET,E01026361,South Kesteven 008D,Investigation complete; no suspect identified
77300fabb7ac932d36e1f096a33d6f135ebcac0aec36f6d9d3d6d8393876bcdd,2014-01,Lincolnshire Police,Lincolnshire Police,-0.553176,53.187079,On or near SOUTHDOWN,E01026140,Lincoln 011D,Investigation complete; no suspect identified
91071c00eb061241dce6f4ff8bb3d20fcc320ff644f80454b8998e85c7c6570e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.541689,53.230512,On or near PARK STREET,E01026143,Lincoln 005B,Investigation complete; no suspect identified
7e1b5960377e00b9506b92e40bf8f0727588929d243f5d0a99e5ef207e3b9c79,2014-01,Lincolnshire Police,Lincolnshire Police,-0.524356,53.230056,On or near FLORENCE STREET,E01026124,Lincoln 004C,Investigation complete; no suspect identified
ff492ab120b9f38ac8979667b9a79bab5e1b61f8706248eaefa79ac0b9b6c9aa,2014-01,Lincolnshire Police,Lincolnshire Police,-0.505790,53.248236,On or near CHEDWORTH CLOSE,E01026155,Lincoln 002B,Investigation complete; no suspect identified
d039fb338323dd77e03906a6d35cfe04c6bde0217b8243a45319a8aa01c565ba,2014-01,Lincolnshire Police,Lincolnshire Police,-0.524356,53.230056,On or near FLORENCE STREET,E01026124,Lincoln 004C,Investigation complete; no suspect identified
f640af83a2d071dd0121fd77df40e95d0d7640ed32d2d74eefd0ae3331aac013,2014-01,Lincolnshire Police,Lincolnshire Police,-0.663655,53.288180,On or near STURTON ROAD,E01026397,West Lindsey 009B,Investigation complete; no suspect identified
30afa1c981657cb3004ec07bdc61140c5a51b59bc13953e71bb0d8d3b6231155,2014-01,Lincolnshire Police,Lincolnshire Police,-0.145490,52.778108,On or near EDINBURGH DRIVE,E01026268,South Holland 007A,Investigation complete; no suspect identified
5fb7ad4cd3ef1966ec3147371ae047dc88182e2cc1d84f03f98a59c92aca3c59,2014-01,Lincolnshire Police,Lincolnshire Police,-0.042179,52.881722,On or near BELL LANE,E01026017,Boston 007A,Investigation complete; no suspect identified
cfe276b917dd6c6518fef4ee75ab4946891d583b63e7d55b1849acf68cbd666b,2014-01,Lincolnshire Police,Lincolnshire Police,0.143496,52.848557,On or near Sports/Recreation Area,E01026246,South Holland 002A,Investigation complete; no suspect identified
8e8e6a85871cb0f2e8d537616cd5dbb133b8184d5bc6889cfaedc32cbe9ec554,2014-01,Lincolnshire Police,Lincolnshire Police,-0.586161,53.199395,On or near RICHARDS AVENUE,E01026171,Lincoln 011H,Investigation complete; no suspect identified
7e60f97daed6e0bd846af9ee00bf186f201aa81b825d6b842928fbaa1796ec96,2014-01,Lincolnshire Police,Lincolnshire Police,-0.513052,53.252327,On or near AZALEA ROAD,E01026157,Lincoln 002C,Investigation complete; no suspect identified
e095092f2a9b33cb83c80adedbaa60360ecc4a3ef2d8d404afa76d21b276928f,2014-01,Lincolnshire Police,Lincolnshire Police,-0.042179,52.881722,On or near BELL LANE,E01026017,Boston 007A,Investigation complete; no suspect identified
8316a0dc56edf1ca225d513b3bcfdb430c63490ded90e8fd83a70da658a02fcd,2014-01,Lincolnshire Police,Lincolnshire Police,-0.374866,52.768615,On or near HEREWARD STREET,E01026298,South Kesteven 011D,Investigation complete; no suspect identified
b421b7a667462090a059ca7d2b7f3b1b4ed4538e3e2b295abe4e057ace22ad5d,2014-01,Lincolnshire Police,Lincolnshire Police,-0.551048,53.208889,On or near BOUNDARY STREET,E01026175,Lincoln 010E,Investigation complete; no suspect identified
b5568a71099243bfc6d1e2f48307752f1d59cefaf1234a0fe44ce65895111245,2014-01,Lincolnshire Police,Lincolnshire Police,0.148436,52.740097,On or near Sports/Recreation Area,E01026254,South Holland 008A,Investigation complete; no suspect identified
43d2458fae2995dd18efca279828c68ebb7fc5a0555ab0bbbf53035238bb0919,2014-01,Lincolnshire Police,Lincolnshire Police,-0.548841,53.231220,On or near DEPOT STREET,E01026146,Lincoln 005D,Investigation complete; no suspect identified
90e96f28fdbf848168d1fb7890f8600df366c384bba24a7e5c27f536a35c3241,2014-01,Lincolnshire Police,Lincolnshire Police,0.336105,53.146083,On or near CECIL AVENUE,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
59706074135aa79c1f1b31719c45ad5da1b0cf3db47dedcb4ee67aeb0a12ddfb,2014-01,Lincolnshire Police,Lincolnshire Police,-0.544758,53.220418,On or near VERNON STREET,E01026178,Lincoln 006D,Investigation complete; no suspect identified
f3532a3c75318311a5f3005d27b85c7747446ac34ac6accc3e8536cc37a24b3e,2014-01,Lincolnshire Police,Lincolnshire Police,-0.662389,52.908935,On or near THE AVENUE,E01026309,South Kesteven 005B,Investigation complete; no suspect identified
52625c6621216334bfb4c5418b27d936db2fbba50b6cb832e08ada717e9ca0a4,2014-01,Lincolnshire Police,Lincolnshire Police,-0.421102,53.002906,On or near SPRING GARDENS,E01026236,North Kesteven 011E,Investigation complete; no suspect identified
65788ecdfde6bafc2eb4ba6fc017e101cd0e1ca717c5dec0253f12b3318c91d4,2014-01,Lincolnshire Police,Lincolnshire Police,-0.542535,53.229435,On or near NEWLAND,E01026143,Lincoln 005B,Investigation complete; no suspect identified
494b23feca99055119bdfc7e1df587939a7c035435ea735aa168c6d6eac670ce,2014-01,Lincolnshire Police,Lincolnshire Police,-0.540644,53.225115,On or near TENTERCROFT STREET,E01026176,Lincoln 006B,Investigation complete; no suspect identified
8e8f67018bfa22416593cb07237429c4779bf2952134ab9623befc8e051fc4b6,2014-01,Lincolnshire Police,Lincolnshire Police,-0.554375,53.223043,On or near WATERLOO STREET,E01026133,Lincoln 008A,Investigation complete; no suspect identified
5a783e8abfc3974402b224a2ba8325e72dbcc76bcd2f09c2c75c190a14943d82,2014-01,Lincolnshire Police,Lincolnshire Police,-0.009527,52.993249,On or near CASTLE ROAD,E01026022,Boston 008C,Investigation complete; no suspect identified
759ca5fda4c33d142416f788d6ae24f37613f430de3c25a4203caf2f18b24d90,2014-01,Lincolnshire Police,Lincolnshire Police,-0.671621,52.916285,On or near SOUTHWELL CLOSE,E01026321,South Kesteven 004B,Investigation complete; no suspect identified
f4ae6ca6953c823f081a2798b2999c215501951b8062d8dcfed36c939f38f6be,2014-01,Lincolnshire Police,Lincolnshire Police,-0.577059,53.315468,On or near EAST LANE,E01026400,West Lindsey 009D,Investigation complete; no suspect identified
7cc46d0bf8743d9263c3c9a969ceb3711e71304f25b4cf2bbd0d3ac27b92c5e5,2014-01,Lincolnshire Police,Lincolnshire Police,0.349771,53.165478,On or near KINGS AVENUE,E01026115,East Lindsey 012C,Investigation complete; no suspect identified
5c31db64a5c15ce5b38d09156c6f1e7b410d5b7c39ec384e65675bf1e82195e0,2014-01,Lincolnshire Police,Lincolnshire Police,0.010250,53.356247,On or near SOUTHLANDS AVENUE,E01026091,East Lindsey 003F,Investigation complete; no suspect identified
785310b4b4351d8595917e2d67e300e153d781ca25bebc955b47030bd4e56020,2014-01,Lincolnshire Police,Lincolnshire Police,-0.621080,53.177681,On or near NEWARK ROAD,E01032994,North Kesteven 003H,Investigation complete; no suspect identified
c10bac3179fea6c3dbd8cf1d7fe947e0a647ad0723b9250bf3e246b8392080c6,2014-01,Lincolnshire Police,Lincolnshire Police,-0.150063,52.788429,On or near Further/Higher Educational Building,E01032995,South Holland 006F,Investigation complete; no suspect identified
c108d0c464b14615fcfb6f4a984b78e7cc5ac18fdb685515ff757e8a34783228,2014-01,Lincolnshire Police,Lincolnshire Police,-0.666827,52.902423,On or near HAWTHORNE COURT,E01026308,South Kesteven 005A,Investigation complete; no suspect identified
8a55c1355e5e3147fdff6eab6d44853ce375f34878c265a4ec7b3e700e119327,2014-01,Lincolnshire Police,Lincolnshire Police,-0.557137,53.240697,On or near GARDEN COURT,E01026147,Lincoln 003C,Investigation complete; no suspect identified
