Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0ae52522fbdd551e0230a4a3d4944e87f6ccf64772fab36d95868d42e9f4d813,2014-01,Dorset Police,Dorset Police,-2.799876,50.818975,On or near TRUSTHAMS,E01020506,West Dorset 003D,Investigation complete; no suspect identified
810d90671f25fd1d1560faf5a5fc6f0bbedda6b18ecee934ef5289faaa364c97,2014-01,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
594e137808fa85fb04ad9dd2e77151beed3d3bcabd27ae9ad8f0609bff9bf334,2014-01,Dorset Police,Dorset Police,-1.887324,50.805648,On or near GREENWOOD AVENUE,E01020392,East Dorset 008C,Investigation complete; no suspect identified
f14c224c6ea249cb4189de9475434d33e7a6b7f6ce8284b9418fca555f8a52c6,2014-01,Dorset Police,Dorset Police,-1.892288,50.800716,On or near SPINNEYS LANE,E01020392,East Dorset 008C,Investigation complete; no suspect identified
57ea42e531ca11c055786761e453c54fc04ccdca9cb65bda08d0ec889a4f0457,2014-01,Dorset Police,Dorset Police,-1.747263,50.743299,On or near MALLORY CLOSE,E01020347,Christchurch 005B,Investigation complete; no suspect identified
bf75a83b217ae69a754d5e936be934029be40671cfed47a94101f75de1d9fc26,2014-01,Dorset Police,Dorset Police,-2.516402,50.948942,On or near CHEAP STREET,E01020546,West Dorset 001E,Investigation complete; no suspect identified
f6b3d50df8eb9b8eb7fd9762ba831031c339decbb033aa982619731ce19f8aef,2014-01,Dorset Police,Dorset Police,-2.071497,50.802254,On or near CHURCH STREET,E01020410,East Dorset 005D,Investigation complete; no suspect identified
2e0ebd3cdf47ec4e3ae9fc10e771ab63c462473e3040f8a09efcd5c18b3a67b2,2014-01,Dorset Police,Dorset Police,-2.113018,50.690335,On or near NORTH CAUSEWAY,E01020486,Purbeck 003D,Investigation complete; no suspect identified
cad032cc2a5e4c109784ca45b4de8875e5426bda956b522733ce642db0be6e9c,2014-01,Dorset Police,Dorset Police,-2.454847,50.606866,On or near TRINITY ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
7e6048ad4efacd316ebba524e91b3cef5b9a388976d264bde7b25b4c6bcdd5bc,2014-01,Dorset Police,Dorset Police,-1.983176,50.799793,On or near ROWLANDS HILL,E01020426,East Dorset 010A,Investigation complete; no suspect identified
542d1cdd11a5e281e77252856a4e672e25f041b870f09ce78959780e047538e7,2014-01,Dorset Police,Dorset Police,-1.773431,50.756824,On or near KIRKHAM AVENUE,E01020344,Christchurch 001B,Investigation complete; no suspect identified
b1ee772666f65c6a18634fe7e88397a58f894830a0954938c2b2a747daf6befc,2014-01,Dorset Police,Dorset Police,-2.518393,50.956478,On or near QUARR DRIVE,E01020543,West Dorset 001B,Investigation complete; no suspect identified
f0920a272483bdfc06a5af1bfefdf5ced0136f19edd1b41840c7ad23e1db7d1f,2014-01,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
c7ebff5af06d2740e6fcb9ba68a0132a7b55a01b8650d06fdeb04a2ff1a2c85d,2014-01,Dorset Police,Dorset Police,-2.438029,50.716140,On or near COLLITON STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
844f0cda91ba48c0a32b27a070741283e4fc73b37b5a367abc8c671eb60780ce,2014-01,Dorset Police,Dorset Police,-2.188321,51.004813,On or near ST RUMBOLD'S ROAD,E01020455,North Dorset 003B,Investigation complete; no suspect identified
e7d5950b520740f2f3c4c1f1589e6f4c795b4dba33a9a248cdaf1b2f7868b13e,2014-01,Dorset Police,Dorset Police,-1.798781,50.743157,On or near GARDNER ROAD,E01020361,Christchurch 006B,Investigation complete; no suspect identified
f498e7bd738eb9c934340e23f09ac5aaf4bf760f649cf376f244ca6e8899c96c,2014-01,Dorset Police,Dorset Police,-2.459408,50.603584,On or near RODWELL ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
c653da7142bd48f79732368c06c943418caf1e2e84b76763c5124e2c819b82cd,2014-01,Dorset Police,Dorset Police,-2.463777,50.615348,On or near MINTON PLACE,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
2490b27de50363096b72b26e75cb4a8e5910da350f28ba07fa0e00bbfa1d3066,2014-01,Dorset Police,Dorset Police,-1.877864,50.885132,On or near COOPERS LANE,E01020420,East Dorset 002E,Investigation complete; no suspect identified
2a140f97517b7005aee09f613c31710687a9705754e13b971be184db3567614a,2014-01,Dorset Police,Dorset Police,-2.899598,50.737448,On or near MEADOW WAY,E01020511,West Dorset 005A,Investigation complete; no suspect identified
1792ceac840b6d5e36edfd1ecb8e6e8bcac870a646677fa6b3351dcc78e7e645,2014-01,Dorset Police,Dorset Police,-2.445587,50.558547,On or near THREE YARDS CLOSE,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
0d7983e4081e151d0e2f8d3face2aa4b10d46c6dae32aea1018613b26bb89bce,2014-01,Dorset Police,Dorset Police,-2.461927,50.612585,On or near HOLLAND ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
56d900cc151b9f102805976ed04ead4d6cd2d316e3190c0795474152eab4e70b,2014-01,Dorset Police,Dorset Police,-2.444533,50.541150,On or near Supermarket,E01020565,Weymouth and Portland 009C,Investigation complete; no suspect identified
6cf1eafc94fa4824fb101b6bdbf1d737712490b87f6e41a62bca660f704c955c,2014-01,Dorset Police,Dorset Police,-2.029296,50.760700,On or near COVENTRY CLOSE,E01020388,East Dorset 012G,Investigation complete; no suspect identified
7621cafae146d2af3c63b5bea7d6652acd411d581b4f5dd43b08bc3f2ff707ae,2014-01,Dorset Police,Dorset Police,-1.778967,50.737357,On or near BEACONSFIELD ROAD,E01020367,Christchurch 006D,Investigation complete; no suspect identified
2355c8576f71bf47681fa235f3d67728aa75de2f8b26b306a0192bd9d18accad,2014-01,Dorset Police,Dorset Police,-1.755431,50.736923,On or near SOMERFORD ROAD,E01020346,Christchurch 005A,Investigation complete; no suspect identified
61384783d8afb1441bcd3b77765caebaded50e7ccffe249a59f95215cb1573f4,2014-01,Dorset Police,Dorset Police,-2.274422,50.673862,On or near BLACKNOLL LANE,E01020490,Purbeck 004B,Investigation complete; no suspect identified
99517453ca59ef7621d5d3884f4a3b8b8ae40b8d7a5577f6f35de9bdab986d67,2014-01,Dorset Police,Dorset Police,-1.974049,50.855878,On or near UPPINGTON CLOSE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
6e9bcef47ffecf63a6cdb52f0818f55698bbfa0bc90306017fe1f1b3c692a032,2014-01,Dorset Police,Dorset Police,-2.076394,50.759770,On or near PADDOCK CLOSE,E01020470,Purbeck 001C,Investigation complete; no suspect identified
2d66c086a0d31e49b206aa7a48ad12bf76895f20e5c212bcc05d3705c86c39b7,2014-01,Dorset Police,Dorset Police,-2.733039,50.787067,On or near Parking Area,E01020536,West Dorset 007D,Investigation complete; no suspect identified
6907ba82a78b854e7af2d00f3d2ffe76cc61e38f753db079dd7620eece320986,2014-01,Dorset Police,Dorset Police,-2.063454,50.616686,On or near THE LANE,E01020466,Purbeck 005A,Investigation complete; no suspect identified
f0e2457b58bb20d618f6061da2f984f575277b551ccb2415c5cd9c05199a4397,2014-01,Dorset Police,Dorset Police,-2.193337,51.008006,On or near BARTON HILL,E01020454,North Dorset 003A,Investigation complete; no suspect identified
3a21d145df7c1c10a4854df48a129f25339a4fc87045f4a6264904cbf81c52d6,2014-01,Dorset Police,Dorset Police,-2.470330,50.613379,On or near SHORT ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
652aa22c0db850c63a4d2bfabca85e4acb4ecda1699edee6c164fd6f5a0dc007,2014-01,Dorset Police,Dorset Police,-1.974049,50.855878,On or near UPPINGTON CLOSE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
92b091f9d94b706057959141ff09a07a63975509ba85b733a8c770c4606ad90f,2014-01,Dorset Police,Dorset Police,-2.023189,50.738184,On or near PRESTON CLOSE,E01020471,Purbeck 002A,Investigation complete; no suspect identified
613d4ab14fb7bb406edc8d535a2151bd8717628870ccc1d27847d90be6c158e5,2014-01,Dorset Police,Dorset Police,-2.457838,50.606306,On or near CHAPELHAY STREET,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
804df242e11bacfe3368e3ce38c5706aa1692f8f4629c8ccd1889a86b45e2ed4,2014-01,Dorset Police,Dorset Police,-2.302913,50.928739,On or near DROVERS,E01020459,North Dorset 004E,Investigation complete; no suspect identified
93b93cb7b6ee08f270b2f38f30cae0ae3d5622f70c6f74a3f5380f40cd64de40,2014-01,Dorset Police,Dorset Police,-1.956560,50.810712,On or near GLYNVILLE ROAD,E01020379,East Dorset 007B,Investigation complete; no suspect identified
e220c3133f7fdac012373f2f3c67c51133fa611f58fc801fa93d9980dae36a45,2014-01,Dorset Police,Dorset Police,-1.903889,50.811104,On or near LARKS CLOSE,E01020375,East Dorset 009A,Investigation complete; no suspect identified
d267bf3ff69566f8cdd1a3e514ce8547fee5e9852170d43e1a31fc4597b5eb70,2014-01,Dorset Police,Dorset Police,-1.875444,50.811661,On or near Petrol Station,E01020390,East Dorset 008A,Investigation complete; no suspect identified
f8e045210965c01b644a8c3adc6deda73edc497479b0ebf9b9ab322525b43803,2014-01,Dorset Police,Dorset Police,-2.063454,50.616686,On or near THE LANE,E01020466,Purbeck 005A,Investigation complete; no suspect identified
2c2d4045410f45e19238a7ba1937c5479921bfacc399535752c3866768c5b51b,2014-01,Dorset Police,Dorset Police,-2.137690,50.670210,On or near HOLME LANE,E01020489,Purbeck 004A,Investigation complete; no suspect identified
1f86f743ff294d91ab6f5ef8818586ffde1b655875a90891640e3e5c3d2e4654,2014-01,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
b04439393949a991a199a4a41a32f5e44bfcabc909ba0fc96697f945125b5643,2014-01,Dorset Police,Dorset Police,-2.109551,50.684934,On or near SOUTH STREET,E01020485,Purbeck 003C,Investigation complete; no suspect identified
17f81e027d5d99005f958296f19b345e2ce6ba0bed540c0ba9c93be34c28c857,2014-01,Dorset Police,Dorset Police,-1.890683,50.789222,On or near ELLESFIELD DRIVE,E01020402,East Dorset 011E,Investigation complete; no suspect identified
ed93f09b557ab196b46812e4b052b1fb92cbf198449b62226936a110ed9be33c,2014-01,Dorset Police,Dorset Police,-2.162219,50.856055,On or near COMMON LANE,E01020438,North Dorset 007D,Investigation complete; no suspect identified
54cd7e49f7bff95c85c99c1fb4f0a2d072a49aaad0178b619a4d9ef98f9ff939,2014-01,Dorset Police,Dorset Police,-2.010264,50.608393,On or near CAPSTON FIELD,E01020468,Purbeck 005C,Investigation complete; no suspect identified
0d377f30c2cb6dad2e2c4bb082b9c2a0cbc14cf01b79f7ae6119ddbe45604dd4,2014-01,Dorset Police,Dorset Police,-2.010264,50.608393,On or near CAPSTON FIELD,E01020468,Purbeck 005C,Investigation complete; no suspect identified
3be3fb0653b06bd6360891f24dd7483610d327b6c203986415cef61d2e2f3686,2014-01,Dorset Police,Dorset Police,-2.334545,50.690683,On or near Pedestrian Subway,E01020537,West Dorset 011B,Investigation complete; no suspect identified
143b4ba3b7ef0063882ce9947bb58426a161b71b808f2f77a8e2ab98c7aba1c1,2014-01,Dorset Police,Dorset Police,-2.470964,50.611820,On or near WESSEX ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
74a7c382a94020604c22e0e31bde7644b57e7fc87d6a2f17c2a832697b51920a,2014-01,Dorset Police,Dorset Police,-2.453164,50.622871,On or near COLLEGE LANE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
61e5a61a7ce900bd44099137bc1987e8f57eb08a2a07ed91f86b6283588be3dc,2014-01,Dorset Police,Dorset Police,-2.702440,50.740763,On or near PURBECK CLOSE,E01020531,West Dorset 007C,Investigation complete; no suspect identified
fede7be16a4745208a901cb2d07b3c6ec45da0ee586c26f4848029b826aa37e6,2014-01,Dorset Police,Dorset Police,-2.758686,50.728225,On or near DOCTOR ROBERTS CLOSE,E01020502,West Dorset 008A,Investigation complete; no suspect identified
8498d1e4e15a51f92302bd82a2c1ec07b288b260c9bb3e295ebb0a27829990bc,2014-01,Dorset Police,Dorset Police,-2.023794,50.813362,On or near BLANDFORD ROAD,E01020410,East Dorset 005D,Investigation complete; no suspect identified
86399b6729374a31b91a078cb69599f9378b8c3b0920caa91d016bc52fd5f332,2014-01,Dorset Police,Dorset Police,-1.748956,50.741918,On or near SCOTT'S GREEN,E01020347,Christchurch 005B,Investigation complete; no suspect identified
bca0311e2718d985b90789620c23c5751ae475749174d86100d6637e9430b85a,2014-01,Dorset Police,Dorset Police,-2.721007,50.709472,On or near SHIPTON LANE,E01020507,West Dorset 007A,Investigation complete; no suspect identified
5e66971bfc345e80a3ef61ecd032291d1069d31d9e67809b2aabdd9cd903043f,2014-01,Dorset Police,Dorset Police,-2.451091,50.710469,On or near MARIE ROAD,E01020527,West Dorset 009D,Investigation complete; no suspect identified
cad0fadda3d950bb6957ee4c73c6a9fcafc814f2ad95e2159fd6f8f98be95316,2014-01,Dorset Police,Dorset Police,-2.138164,50.831186,On or near MAY GROVE,E01020453,North Dorset 006C,Investigation complete; no suspect identified
5d5fdd64f2a46d426cffd75a06c6f69bf98ba1afc099ea18dd7dd3c4ba73e112,2014-01,Dorset Police,Dorset Police,-2.458149,50.618032,On or near Supermarket,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
ba09bb5a8d1921c5cfa0f9ea37acd1314eed6e1364543d85689cfe5c996587fc,2014-01,Dorset Police,Dorset Police,-2.096585,50.705709,On or near ST MARTIN'S ROAD,E01020477,Purbeck 003B,Investigation complete; no suspect identified
14c209d04e105b290214381d7722edda346d1369e85ab225b6a33803a6130f0f,2014-01,Dorset Police,Dorset Police,-2.054029,50.631061,On or near HALVES COTTAGES,E01020466,Purbeck 005A,Investigation complete; no suspect identified
c6fd584c46a60d490b6fed7043c56ea29474cb9b5a420f35fa5014f0944a88dd,2014-01,Dorset Police,Dorset Police,-2.195219,51.008218,On or near VICTORIA STREET,E01020454,North Dorset 003A,Investigation complete; no suspect identified
4d818438d9b8499c1060270b55d9e25286f111b08f61af2619afdd9063121160,2014-01,Dorset Police,Dorset Police,-2.439717,50.714856,On or near ALINGTON STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
32b300fd888c38691f64b6d7549b17c9f049d9bd761312660252607f51d5b0fc,2014-01,Dorset Police,Dorset Police,-1.743857,50.728472,On or near MUDEFORD,E01020356,Christchurch 007C,Investigation complete; no suspect identified
5a9d46339fda3df518f2093a929241cc029083c3c54e34ad30f33e49e152d4d5,2014-01,Dorset Police,Dorset Police,-2.087209,50.720339,On or near FIR AVENUE,E01020476,Purbeck 003A,Investigation complete; no suspect identified
657317c1dc004b02d47b74226d39dba9388c4c001f16f1605b493357fa418258,2014-01,Dorset Police,Dorset Police,-2.288804,51.055980,On or near BACK LANE,E01020450,North Dorset 002B,Investigation complete; no suspect identified
3d452ba8d4dd00f40b64c4415bb402d735747a608ce2d9a63e7974dc88210c13,2014-01,Dorset Police,Dorset Police,-1.904166,50.793362,On or near DUNEDIN CLOSE,E01020399,East Dorset 011B,Investigation complete; no suspect identified
8acb7ebcd8b6db451405c39aae3e5b5fca6a1d493606c3214e0f6f1f08e64e8b,2014-01,Dorset Police,Dorset Police,-2.432937,50.710817,On or near YORK ROAD,E01032645,West Dorset 009I,Investigation complete; no suspect identified
2517d35fb8b06eae357c47c6fa8e3889322d8047250c7b50e559dc24f517269e,2014-01,Dorset Police,Dorset Police,-2.195017,51.004199,On or near LAYTON LANE,E01020457,North Dorset 003D,Investigation complete; no suspect identified
275cc2f219dc7f508243250003db1fdfd8398b748140200f237ef849415083b7,2014-01,Dorset Police,Dorset Police,-2.451091,50.710469,On or near MARIE ROAD,E01020527,West Dorset 009D,Investigation complete; no suspect identified
1ea4804ed63d2ff41ab430a9df34e531603b6f1dd59f5a0c020edd526f49446f,2014-01,Dorset Police,Dorset Police,-2.195409,51.009162,On or near BLEKE STREET,E01020454,North Dorset 003A,Investigation complete; no suspect identified
5662d9469d32b51a3d0e9fe4131f3989238878251dbb57c8de830fe8810799dc,2014-01,Dorset Police,Dorset Police,-2.476248,50.594757,On or near VICTORIA ROAD,E01020588,Weymouth and Portland 007C,Investigation complete; no suspect identified
8aa2e0bdd6bf1da83c85fd10c86d888cb727e9ab2acc2e5abb33db9cf015a53e,2014-01,Dorset Police,Dorset Police,-1.804966,50.758823,On or near DURLSTON CRESCENT,E01020365,Christchurch 001D,Investigation complete; no suspect identified
1e8969882fb7a1e1a6ec5310adcdb84cdcc361e4cf21d18929d004573341d690,2014-01,Dorset Police,Dorset Police,-2.668187,50.734804,On or near SCHOOL LANE,E01020531,West Dorset 007C,Investigation complete; no suspect identified
5cd5ededd629887f0b4f934e42bc0172c0b8130d8c7bbce8e271e2264ff3f5a4,2014-01,Dorset Police,Dorset Police,-1.719461,50.749549,On or near FIR TREE LANE,E01020371,Christchurch 004C,Investigation complete; no suspect identified
7dc81a407d23a1ea40b4770611e7851466ba334ccbc21b055e73e4fe14e90f63,2014-01,Dorset Police,Dorset Police,-1.986894,50.851294,On or near EMLEY LANE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
2c5a833aff03334589601094cbb5c6b50a41a00462b654f27299c412a84b7904,2014-01,Dorset Police,Dorset Police,-2.479479,50.598575,On or near ALL SAINTS' ROAD,E01020589,Weymouth and Portland 007D,Investigation complete; no suspect identified
5296cb949ec43249cfc08d5e2c5acf1ca8dee86f62e9cf280010ef289928e3ee,2014-01,Dorset Police,Dorset Police,-1.891194,50.831856,On or near BOND AVENUE,E01020421,East Dorset 006A,Investigation complete; no suspect identified
844cd6d5989e067a6165773d3221f53effba03f44a9f77175c82cc083d8af2a1,2014-01,Dorset Police,Dorset Police,-2.459324,50.712380,On or near BRIDPORT ROAD,E01032641,West Dorset 009F,Investigation complete; no suspect identified
79d3efe07e26fddbeddab6e23ecfe3465e04aa83a519ba9a3180ea4e495605a1,2014-01,Dorset Police,Dorset Police,-2.457393,50.624590,On or near GREAT WESTERN TERRACE,E01020561,Weymouth and Portland 002E,Investigation complete; no suspect identified
577f7f384a1e4f6acaecc1635335f7ff0d74ff53a2f46a655f0cfa6868e7ee1a,2014-01,Dorset Police,Dorset Police,-2.290673,50.715908,On or near Park/Open Space,E01020490,Purbeck 004B,Investigation complete; no suspect identified
5ce944829d46b39424a5e7189cf42ae3bef872451818aeadcc47a3a3e5b59371,2014-01,Dorset Police,Dorset Police,-2.443179,50.717002,On or near WEST MILLS ROAD,E01032644,West Dorset 009H,Investigation complete; no suspect identified
2e3008b3f095e8429ed3a57deef1a506801e3d36e022c742fca6ee06b1b90e39,2014-01,Dorset Police,Dorset Police,-2.204648,51.006754,On or near HORSEPONDS,E01020457,North Dorset 003D,Investigation complete; no suspect identified
585376e11b7da62146a27b887688b25c384aa648f79796862529b0efd732b3e5,2014-01,Dorset Police,Dorset Police,-2.754237,50.792597,On or near TOWER HILL,E01020536,West Dorset 007D,Investigation complete; no suspect identified
d218dcb60e4bc1d8bd9bb0004f21ca0ea36495b32d5a109310d5bb43c5688b49,2014-01,Dorset Police,Dorset Police,-2.571509,50.779518,On or near STATION ROAD,E01020534,West Dorset 003F,Investigation complete; no suspect identified
545cf9f1a2bb1591127db982b56943f8bfa03b8ed9972029f97bc7b7a68b8fb7,2014-01,Dorset Police,Dorset Police,-2.243362,50.854718,On or near NEW ROAD,E01020441,North Dorset 008D,Investigation complete; no suspect identified
37170535d645511574e926157554047a4c89c52576f6955a7cb49bcb16cb3832,2014-01,Dorset Police,Dorset Police,-1.857787,50.867916,On or near POTTERNE WOOD CLOSE,E01020419,East Dorset 002D,Investigation complete; no suspect identified
d45a8261ae5a0d611438cca03d3289e13f2983bcbd4947837fe2f4eb0189d7ac,2014-01,Dorset Police,Dorset Police,-2.015048,50.761224,On or near SPRINGDALE GROVE,E01020387,East Dorset 012F,Investigation complete; no suspect identified
ead84eaf22281373028b9e15986fdab801dc3e7779307a4918374c7e156a6a6d,2014-01,Dorset Police,Dorset Police,-2.282809,50.814145,On or near Park/Open Space,E01020431,North Dorset 008B,Investigation complete; no suspect identified
2aafd3c99d2de172e5142aac466f6ddbd656b0130c42d80f764b654190c13233,2014-01,Dorset Police,Dorset Police,-1.730349,50.736895,On or near SEAFIELD ROAD,E01020355,Christchurch 007B,Investigation complete; no suspect identified
94e341a61295f05bedbc2957e773267e0fe479a8b6dd5c5de899abb2d3731fe8,2014-01,Dorset Police,Dorset Police,-1.975509,50.807597,On or near GREENHILL CLOSE,E01020380,East Dorset 007C,Investigation complete; no suspect identified
700621ee044b9ae4d4e2485e78848fc8c4b3cbd382a953d924a6df7d7a23769f,2014-01,Dorset Police,Dorset Police,-2.107223,50.688236,On or near BELL'S ORCHARD LANE,E01020485,Purbeck 003C,Investigation complete; no suspect identified
25dc6efa7d15cc1b888e49ab98e0c355ed07f22e14f0bd21ff53411d665f6a45,2014-01,Dorset Police,Dorset Police,-2.156960,50.863652,On or near Petrol Station,E01020439,North Dorset 007E,Investigation complete; no suspect identified
ef6789fb19815e7f9ae4c3e20b46b88f68c4ae88c90dbf191f6a89ca9b1818d7,2014-01,Dorset Police,Dorset Police,-1.957569,50.619519,On or near CLIFF AVENUE,E01020480,Purbeck 006C,Investigation complete; no suspect identified
6e319c13d704c2aa7b841aa32221116d8b912c931de33cc69f93f017a493868f,2014-01,Dorset Police,Dorset Police,-2.462835,50.595675,On or near PARR WAY,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
f9f1fe9f58a47ed2e131c9391bedd8b8f446b1982b815ec6a08315bb1f20eb6c,2014-01,Dorset Police,Dorset Police,-2.755972,50.738333,On or near OSBOURNE ROAD,E01020500,West Dorset 006C,Investigation complete; no suspect identified
987d317cc6ad3b4db88e9e330be303415f1a1828464fd536b89677b7e82dda04,2014-01,Dorset Police,Dorset Police,-2.108820,50.687407,On or near CARRION LANE,E01020485,Purbeck 003C,Investigation complete; no suspect identified
8dbd475e78065e41f9b118bcd76d196fab7a046cb4a3c90a978b217ba3cc6a77,2014-01,Dorset Police,Dorset Police,-1.985545,50.800153,On or near CROWN MEAD,E01020428,East Dorset 010C,Investigation complete; no suspect identified
4de17352313284b1e694b54c68ab461e781db6d3b410ff47b8c3b35cef120f19,2014-01,Dorset Police,Dorset Police,-2.352938,50.632661,On or near Parking Area,E01020537,West Dorset 011B,Investigation complete; no suspect identified
b15fee99b7ec9f5e8dc09d7d528699b10a348345a30a540c1430beb1728a78f0,2014-01,Dorset Police,Dorset Police,-2.019319,50.770666,On or near HENBURY RISE,E01020382,East Dorset 012A,Investigation complete; no suspect identified
6334551758f8b561402c208ae0b5cbeaa3252fb334dd153c277fcbb99b157b6a,2014-01,Dorset Police,Dorset Police,-1.838026,50.829277,On or near Motorway Service Area,E01020406,East Dorset 004D,Investigation complete; no suspect identified
5ef4b2fa6749e30d85f3e4a841112ca1699c57d43609949fd705294dbbbd9df5,2014-01,Dorset Police,Dorset Police,-1.989107,50.799479,On or near WEST ROW,E01020428,East Dorset 010C,Investigation complete; no suspect identified
4905beab0de2af8ce0d1cd7c5dbf199ac0520628e0bfe34c283c8bd00224e080,2014-01,Dorset Police,Dorset Police,-2.748218,50.738158,On or near Sports/Recreation Area,E01020501,West Dorset 006D,Investigation complete; no suspect identified
f34ad103ded1d2941d70f7a483db3b4e34d6ad9e28e37e7a7c471c5a5aa20fde,2014-01,Dorset Police,Dorset Police,-2.395028,50.770303,On or near Sports/Recreation Area,E01020539,West Dorset 004D,Investigation complete; no suspect identified
9e4914ea41934ff4734604b0d8b6ca963859a811d2d73ad14f4cc444c5252c49,2014-01,Dorset Police,Dorset Police,-2.020213,50.771727,On or near BLYTHE ROAD,E01020382,East Dorset 012A,Investigation complete; no suspect identified
d7d9e136703b1eea95c2baa6aefa2b0106e32f5d025ed18f9f243b6538f97ecd,2014-01,Dorset Police,Dorset Police,-2.244369,50.919480,On or near APLANDS CLOSE,E01020446,North Dorset 005C,Investigation complete; no suspect identified
def6434e7efd9e81f75da64247dd164df5f13730706ea70bc4fb22f8f71e8ead,2014-01,Dorset Police,Dorset Police,-2.019181,50.779272,On or near RIDGEWAY,E01020385,East Dorset 012D,Investigation complete; no suspect identified
ed2e68291184177d334e1901ad54e0eeacc4ede840bfab1070662d8d5def5700,2014-01,Dorset Police,Dorset Police,-2.739019,50.745285,On or near VILLAGE ROAD,E01020498,West Dorset 006A,Investigation complete; no suspect identified
39b372625149223fbb5fad70d47d41fc5d70d425f38ba83a01856576df4bb521,2014-01,Dorset Police,Dorset Police,-1.948289,50.807238,On or near FARRIERS CLOSE,E01020378,East Dorset 009C,Investigation complete; no suspect identified
13ba40ef7e6ff721167df13c91f1a5407d8e17ddac5c5ee63ec1470668631432,2014-01,Dorset Police,Dorset Police,-2.037528,50.736022,On or near BRUSHWOOD DRIVE,E01020475,Purbeck 002E,Investigation complete; no suspect identified
47ce0add76c9a60e66d2dfe51ac404b0d1d7cb3a934da2100a4fe82f8f9ae3d9,2014-01,Dorset Police,Dorset Police,-1.956759,50.608656,On or near INSTITUTE ROAD,E01020482,Purbeck 006E,Investigation complete; no suspect identified
8f6648a35abaf4281f5bc28de34a9195ed863f87ab56a3353e9af92f5cf38f01,2014-01,Dorset Police,Dorset Police,-1.787321,50.741878,On or near GROVE ROAD EAST,E01020359,Christchurch 002D,Investigation complete; no suspect identified
9e494cc4ef7f2373259b5bcc6ef919372e8ff3debf226e2e54d7d139a6a1c23d,2014-01,Dorset Police,Dorset Police,-2.455246,50.626173,On or near DALE AVENUE,E01020561,Weymouth and Portland 002E,Investigation complete; no suspect identified
8ebc1b68556425aa0f9322ca284345e859dbffc9b0f780b3eda8f6bc8417662e,2014-01,Dorset Police,Dorset Police,-1.889207,50.825371,On or near STATION ROAD,E01020423,East Dorset 006C,Investigation complete; no suspect identified
526b8fd72a2dee533ed506ca67effbb5b599e674057e3fb9c06656da4a51bc89,2014-01,Dorset Police,Dorset Police,-1.943467,50.805033,On or near CANFORD BOTTOM,E01020378,East Dorset 009C,Investigation complete; no suspect identified
a1ac86485521bc4643fafa002ff645849280078631de84d73533c67b37167e74,2014-01,Dorset Police,Dorset Police,-2.343775,50.748659,On or near THE SQUARE,E01020540,West Dorset 004E,Investigation complete; no suspect identified
c25148e951f10b3ff888effcab0a71e4a191fc56d8170c1fda0ba9b065a0eed2,2014-01,Dorset Police,Dorset Police,-2.376093,50.854725,On or near THE GREEN,E01020448,North Dorset 008E,Investigation complete; no suspect identified
b7a7008d50ad07d9803f2c22be7c30fad26f76ee85db0945fe84b96bfb3bd038,2014-01,Dorset Police,Dorset Police,-2.756556,50.732340,On or near CHANCERY LANE,E01020503,West Dorset 008B,Investigation complete; no suspect identified
d234ae341683610319b857a42c34ce6a57ec23e31c16e4cc034c295eae968ac1,2014-01,Dorset Police,Dorset Police,-1.883935,50.804431,On or near APPLE TREE GROVE,E01020394,East Dorset 008E,Investigation complete; no suspect identified
d4211dd710273482f877f0bc69086648c6d66c84787c71d20c3cf8c81a8fc48f,2014-01,Dorset Police,Dorset Police,-2.025893,50.733552,On or near PETERS CLOSE,E01020473,Purbeck 002C,Investigation complete; no suspect identified
300f58ffc70254338c61c88310d9e161170cfe159f6a35821d9d6ce6f1c699f2,2014-01,Dorset Police,Dorset Police,-2.466945,50.646900,On or near JUNIPER WAY,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
