Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
24b94ae87933b7f01900c96551866c3cf2812a171cb4346a5b450237238a269c,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.526079,52.411499,On or near HOLLY LANE,E01029942,Forest Heath 002C,Investigation complete; no suspect identified
351bd3803dba3999416a7b5d244cde6169be8cb123e7d215ceb688c35256c9aa,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.836733,52.118677,On or near THE STREET,E01029907,Babergh 001C,Investigation complete; no suspect identified
23e1df9ff154c8164b19195d21de4d0eaba01c4bc50c503b2ee7f5341e212a5a,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.721663,52.232292,On or near Parking Area,E01030143,St Edmundsbury 009C,Investigation complete; no suspect identified
b0b783f23a0166c8f77b801d8383c2126886fcc88ad1435530e6b6d93c6523da,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.120601,52.077540,On or near WATERFORD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
2edbc59520dfcc773d97f594daa14e775df4a4f650615c4c0992068784a34f10,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.383119,52.267078,On or near THE HIGHLANDS,E01029937,Forest Heath 006A,Investigation complete; no suspect identified
da4b64dc7002d4716712862da26413612a9d98142c1037f408d13e5728371db9,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.980064,52.204634,On or near Petrol Station,E01030056,Mid Suffolk 006B,Investigation complete; no suspect identified
00e983d79c9ba7cc84a558ec29942e223db5e98ab1b4096ec23b22393551cbcf,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.580467,52.206492,On or near Parking Area,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
74066af37cd26c2b4d60831cd8c92c3a4b96e0dfa0e080e7a21acccd5b877478,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.736537,52.039597,On or near BURROUGHS PIECE ROAD,E01029913,Babergh 007B,Investigation complete; no suspect identified
d90f6c95f235ee9d9a769a07852b5a1d3241b9cce356d74ff9760333c1cbe511,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.734944,52.455097,On or near PAKEFIELD STREET,E01030276,Waveney 007E,Investigation complete; no suspect identified
198a4bfe83e77dd636c30fdf9a3812a92045a185ee305c9a37d027d7c3fb7ac5,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.198664,52.061613,On or near Supermarket,E01029963,Ipswich 009A,Investigation complete; no suspect identified
cf69d6edaecabd9f6d55f3a2ecfaecbe179ef0216537a68372cd42fe68340d29,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.197920,52.049977,On or near CHILTON ROAD,E01029966,Ipswich 009D,Investigation complete; no suspect identified
af806d031e45bd5242b7bd2c2e0aac41e600b068a8a71df7039a47e937ba601b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.278582,52.062392,On or near GLOSTER ROAD,E01030191,Suffolk Coastal 010D,Investigation complete; no suspect identified
5e33e02265ccbbf181adfd61e565b3eb5143f2df39a2fcf7e7355986e7aaad1a,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.120258,52.038094,On or near HILDABROOK CLOSE,E01030017,Ipswich 015A,Investigation complete; no suspect identified
e63cf8137ee3977f3dfd3fbcbe3d271c8e66c293ad7f078540f70d80872ead43,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.152112,52.057814,On or near Nightclub,E01033125,Ipswich 007G,Investigation complete; no suspect identified
5be86b07b546576320326ec09db2defb35db483924a693ea9cc8b4258cf58e1b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.129866,52.085830,On or near WHITTON CHURCH LANE,E01030035,Ipswich 001D,Investigation complete; no suspect identified
57bfd1fc563924010c486be31580c186e6bea626401cc508fe5171b8f4f58f3e,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.709945,52.260628,On or near Petrol Station,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
5bfaefd08c51d30e3a4c9e44929b26a32a155a0c74e73854f098a3d8be7e9769,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.994325,52.188372,On or near TAVERN STREET,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
32f81d4bb69cfacba53e2069609d071d0f0a1438b2aa8bba0b4e646f20c5425a,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.846868,51.972507,On or near CAMPIONS HILL,E01029906,Babergh 009D,Investigation complete; no suspect identified
297e6eff2417686256727d6c2c9de40759cf48f0c89b14b3b6c3b95a03ae2b46,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.730193,51.980488,On or near GOULDS ROAD,E01021407,Braintree 002C,Investigation complete; no suspect identified
4a69a565aa4b35ca33f51ed5375a6747110a26ddae0ad826f689070bccdc46fb,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.112518,52.104214,On or near NEWELL RISE,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
e4173c6f03b0c177aab4d17b88c0859ae1bbff4f36dbf1b69625c4ec5991d831,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.323649,52.057567,On or near FISHPOND ROAD,E01030198,Suffolk Coastal 010F,Investigation complete; no suspect identified
b1f60739711041317851a023b48148da0412f8841f4bad8e6cfbef0af53af5fe,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.175343,51.970020,On or near HOLBROOK ROAD,E01029897,Babergh 011D,Investigation complete; no suspect identified
59bb124bce63eb00928ffb662897cb7704f20c14b37e757fb63c76ec81c70a9f,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.861402,51.996275,On or near Park/Open Space,E01029899,Babergh 009B,Investigation complete; no suspect identified
29cbf219600261125ceb1c95a7356072edf3d8b1bff8a8364d598c07a72ad30e,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.663197,52.341617,On or near BARN CLOSE,E01030283,Waveney 014B,Investigation complete; no suspect identified
1b9485ac15b1737bbcac87bce05716166e2e0b6f1799377588d38c5eb996e235,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.179584,52.030480,On or near LEIGHTON ROAD,E01029982,Ipswich 016E,Investigation complete; no suspect identified
794d40222d65b7ca111622882b5641dc13f5798d3759252e65f0243b8923aed5,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.273093,52.062563,On or near FARRIERS CLOSE,E01030191,Suffolk Coastal 010D,Investigation complete; no suspect identified
715a49a33aecc6835b3123bd4887c730bb9d9d019e0bc1691ba8e93196d202bc,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.730532,52.453941,On or near Supermarket,E01030272,Waveney 012E,Investigation complete; no suspect identified
55c5c3153242f6b19bcb88aad3a70e04038f94101fdb55351f41b8e9f7c66dec,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.153216,52.060024,On or near Pedestrian Subway,E01030025,Ipswich 006D,Investigation complete; no suspect identified
4635cf73d4f350728c952b2fa279a820d47b7915ab0ee53b7bba65d1c84911f6,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.693262,52.467066,On or near BURNT HILL LANE,E01030237,Waveney 009C,Investigation complete; no suspect identified
717bdc81b89035491f2bb79886bd3a2a0b515333dbdc510f131c0cae9f6fe1ce,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.431288,52.079764,On or near CLAYHIVE DRIVE,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
70f9c46447efba6c7b458461f9c1f0bacd020721ca56ea395d26baf642148682,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.736365,52.477764,On or near ESSEX ROAD,E01030264,Waveney 004E,Investigation complete; no suspect identified
93a60f094e191b724b794eb2ec75491f27ae561f6790374ffd63b6445be3bd02,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.583831,52.202450,On or near QUAKERS WAY,E01030187,Suffolk Coastal 004C,Investigation complete; no suspect identified
771e8415d7d180b29cb38588e1de4cb0802f5f66a85ecb3ca6884b55166a4f71,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.301557,52.091539,On or near Supermarket,E01030185,Suffolk Coastal 008B,Investigation complete; no suspect identified
b7c6c56b9d7ad127ce20ab1091b4d12f4cbd9f530c3463de63bcbbaa67413b39,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.155437,52.055728,On or near Bus/Coach Station,E01033125,Ipswich 007G,Investigation complete; no suspect identified
b1a669e0df496a935015b3a6a9c1fd2c30cda1388e53defe82b205fc47473e68,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.724131,52.230500,On or near SANDPIPER ROAD,E01030144,St Edmundsbury 009D,Investigation complete; no suspect identified
e42866f164f718ffb84b69f1a80a54661e8f11280140f41aefc4a19f00c1fb82,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.122317,52.085383,On or near WHITTON LANE,E01030035,Ipswich 001D,Investigation complete; no suspect identified
52342e7ae3f42727ced688fdd31554e4d06d6383a29a6e143521caad2231b1d8,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.580035,52.207306,On or near CROWN STREET,E01030189,Suffolk Coastal 004E,Investigation complete; no suspect identified
66207ea8b3c0b67a38dbdb5e7f2d6eb8a2041f5da8339544e4115cb2400dae87,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.304382,52.369323,On or near THE STREET,E01030053,Mid Suffolk 003A,Investigation complete; no suspect identified
6fc3cc9538b0c9ce2ec7daaca438b7df5a280e28d71c99618eca94bc31cb990b,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.451654,52.080403,On or near RUFFLES ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
f563cff50cb105c072ede5d16da7aa4df791e4876d4de8c7dd180d77b8779fd8,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.998888,52.185072,On or near Theatre/Concert Hall,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
a92a9178f1cfcd9fc902029a737560a2ba557c540cacb85ad190734d6036608c,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.700097,52.245207,On or near QUEEN'S CLOSE,E01033047,St Edmundsbury 006G,Investigation complete; no suspect identified
dadbae4bd5e02a8c5fb8c2c432d911409cf6c5abdc3b54a23afff99871a32ba9,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.124895,52.053134,On or near LONDON ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
52656d459baff5d68eb3909d15c814fdf068b4223743add1705255e0c68ef1b6,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.500941,52.353656,On or near JAMES CARTER ROAD,E01029939,Forest Heath 004B,Investigation complete; no suspect identified
52c8d7755dd25a808f2ee052fc54de49ecde503cafcc81196691b61a10c6f563,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.962509,52.027077,On or near BRETT GREEN,E01029902,Babergh 009C,Investigation complete; no suspect identified
744f9dfe494d5af732621673fd38f326af8c4364c717e93dce9c12f9e6a3619f,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.332770,51.968220,On or near GARDEN FIELD,E01030168,Suffolk Coastal 014C,Investigation complete; no suspect identified
56fc733bc4b370582f71cb5ab26c7d4f96145f61be11653897a18025ab869496,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.493729,52.268039,On or near MOULTON ROAD,E01029957,Forest Heath 005C,Investigation complete; no suspect identified
ab2d543c73790a2329b6f5bc908715dae36cec2b7a947aa39f75ccc884f195de,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.432705,52.078979,On or near ORCHARD CLOSE,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
4e4f570275c9d30bf50251a33053bd0e936d4e2f46e9f41d8e8c65dc0f77367c,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.125706,52.055766,On or near KELLY ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
6a2c9a3da5312af0bb9c773a53ff6ad315a8f12c0ce9247509d1b8758d73616b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.184761,52.068016,On or near COLCHESTER ROAD,E01029999,Ipswich 004C,Investigation complete; no suspect identified
ff6c3141d2518027e7edb3e79c19cf29dacf904d557e53865de33bc7c8d9e5c6,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.003751,52.361767,On or near MILL LANE,E01030066,Mid Suffolk 002D,Investigation complete; no suspect identified
a761fab8d33e4fe18b103e730e8d8af008eb129ab72205ea6ca8aff43196406a,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.638839,52.432398,On or near HULVER ROAD,E01030286,Waveney 011B,Investigation complete; no suspect identified
6985028a4069b06ed693addc52ad378c703a708f026346c590be1b07d9f5f7f2,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.049967,52.153013,On or near THE CAUSEWAY,E01030061,Mid Suffolk 011C,Investigation complete; no suspect identified
4f5ae85784692ea0239252b5c624e08dbf7edc59f5d3d62f5167f18eb42142e4,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.735527,52.482648,On or near GARDEN CLOSE,E01030263,Waveney 005B,Investigation complete; no suspect identified
8c81771d4d7bb5434201db2467f87369831037979302f0d87257273267d1e485,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.148092,52.058749,On or near Theatre/Concert Hall,E01033125,Ipswich 007G,Investigation complete; no suspect identified
8ebd645785c660f621f53602efd35195b01a2ff894f671d429020577278114fa,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.346498,51.962694,On or near PRINCES ROAD,E01030164,Suffolk Coastal 013E,Investigation complete; no suspect identified
f74c8a819d46fe151b39928e5bb471e925b5ec1a2007253d7f7364ee951103ff,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.126968,52.078829,On or near MEREDITH ROAD,E01030032,Ipswich 001A,Investigation complete; no suspect identified
fbcae0ea99efc89c1a7a291ff99c4d0f6470bcd6c329694cd330f8a6ece10866,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.160209,52.063389,On or near PARKSIDE AVENUE,E01030007,Ipswich 005A,Investigation complete; no suspect identified
1a313defc8c50ee4ab63c420655533ab30700be49ceaac26aa9ef3b02d56666b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.746478,52.471615,On or near Parking Area,E01030258,Waveney 007D,Investigation complete; no suspect identified
c195a81575abb10e17e8d48f473720cc2d6b35a8a8cfb15a14958165f8053431,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.362359,52.156710,On or near PARKWAY,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
2c8964aea0ae144c8631f54045e590966cd721c5dcf2959247967b173e6cdfed,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.180097,52.057215,On or near ST JOHN'S ROAD,E01029958,Ipswich 007A,Investigation complete; no suspect identified
e76b12713ae4abcb9487c9f41cf017a841fef9caab817c47df15ad76abb4e5e9,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.405501,52.245169,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
204f3793c7ea703b70fb35eb829deae820561f829718adfd804bba971fd569f3,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.312001,52.090023,On or near MORLEY AVENUE,E01030203,Suffolk Coastal 008C,Investigation complete; no suspect identified
b4e92c4996fe72f9fcc2599fcc28b05501fb5aea386aeb1276573c4d2626894e,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.557916,52.449714,On or near Sports/Recreation Area,E01030224,Waveney 010B,Investigation complete; no suspect identified
758454c7186dcadc898121a3bb400a17407f6a2cfa2399909ae9da88cad8f2b7,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.841492,52.117475,On or near CHURCH LANE,E01029907,Babergh 001C,Investigation complete; no suspect identified
da59f8fd6852010dbb23bc092e4a95f8633699445cb84e0005339ae9e3fac0c1,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.575569,52.450467,On or near CASTLE HILL,E01030227,Waveney 010D,Investigation complete; no suspect identified
1d051c4dad43d5549edf0693e2906bf6354ed0bdf8d7370c82473f7c6b931cc5,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.329908,51.968310,On or near LARKHILL WAY,E01030168,Suffolk Coastal 014C,Investigation complete; no suspect identified
f3e1b152a4dfabbd73c06ae3699178f353a656ef12238cf47f4d9f39d9c24608,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.955272,52.047989,On or near PYKENHAM WAY,E01029892,Babergh 004A,Investigation complete; no suspect identified
c60487074c14a873b0748a94b02f99a05e73fbf30d9273ff35b61870096d154b,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.697800,52.247418,On or near PRINCE OF WALES CLOSE,E01033047,St Edmundsbury 006G,Investigation complete; no suspect identified
dc6e36f5151909ec2e06fcedc8c077cde3cb1ef53084978af381db4a9c3fb25b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.422938,52.060011,On or near Park/Open Space,E01033446,Suffolk Coastal 007H,Investigation complete; no suspect identified
d14b6c683f93982b0b1a294496862a389a6578429a85dcc10f2313f97cafe92c,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.020243,51.993961,On or near WENHAM LANE,E01029905,Babergh 010G,Investigation complete; no suspect identified
d32ae7620395b94b99703f9f5f468f611ceda72c9eea5122a826163512571513,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.713868,52.251680,On or near TAYFEN ROAD,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
d9f9e646a88b7737a644f6f8e6a9c23b1786624cf623b570d16e4236feed4cbd,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.998982,52.189081,On or near Nightclub,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
3433a99e4fbcb62d263674a9a68490c26173ff8c8e7d7cca49bbf241eec0c0b4,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.143264,52.066667,On or near GRAHAM AVENUE,E01030009,Ipswich 005C,Investigation complete; no suspect identified
67a1f59fde6e771fc739f84d60d35a5631a183a4c76888568fa9a29ea9f2a2e1,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.713778,52.246359,On or near WELL STREET,E01033049,St Edmundsbury 009G,Investigation complete; no suspect identified
d2cc24a6129434cf3d34120da2820f566f3a0e9f937981b4367f95959bd056a3,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.143667,52.053705,On or near RUSSELL ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
e9514fcadeec5efbb2b451566d9aa113d6d4bb4a9583f782ae3f56a74364f025,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.745000,52.238784,On or near CRATFIELD ROAD,E01030129,St Edmundsbury 005D,Investigation complete; no suspect identified
2a51121dfde2c87046324a40e8043a407ac0b923936540a08d833b706e6a8764,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.996715,52.187781,On or near CHURCH WALK,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
18b931ad3d2a2b619a87d9605499bea2a529c78ef11881d35f3ce042fc4dfa0b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.168043,52.053060,On or near BACK HAMLET,E01033123,Ipswich 011E,Investigation complete; no suspect identified
3a47cd42aaf926f2e90b8a8da5d3dfa1ab361d815c10ced39aa19de80774c50c,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.537347,52.449205,On or near Park/Open Space,E01033453,Forest Heath 002F,Investigation complete; no suspect identified
56b5ba088bea0a53d53e75e96f5a5b0242a764eaf86f5afe151c2951bb1362ec,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.321451,52.097123,On or near THE GROVE,E01030194,Suffolk Coastal 005B,Investigation complete; no suspect identified
73f414b80c3cbe1959bd1b99b4bfbe34b716768d05dad19978a1dba52478c093,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.718979,52.257372,On or near Pedestrian Subway,E01033048,St Edmundsbury 009F,Investigation complete; no suspect identified
6c5e0334512a91cad55a87d90595e733f30d034bec32fb06463b7b3836a02d1b,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.184086,52.033722,On or near QUEENSBERRY ROAD,E01029978,Ipswich 016A,Investigation complete; no suspect identified
e56c90831f8e182562549d7176f713d041e94db879ef7928c882e977a3d4a33b,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.748473,52.024273,On or near MOORSFIELD,E01029891,Babergh 008F,Investigation complete; no suspect identified
a15579c41a9aac8d00ba4cfb3bcbad96977d07f48d6b8c88effbdf67cf500630,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.750747,52.207373,On or near RAYNSFORD ROAD,E01030119,St Edmundsbury 008C,Investigation complete; no suspect identified
a6e5dd51b5e3153ad6ef1880d2c2323228ddeaffd37f9937761eda270a45c43a,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.454485,52.431145,On or near SEDGEFEN ROAD,E01033453,Forest Heath 002F,Investigation complete; no suspect identified
186c44fd0c840cf8d99e3ca90f15c6bc70edd82744103305fcf8b42cf5cbedc1,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.742026,52.482154,On or near NEWSON'S MEADOW,E01030261,Waveney 002A,Investigation complete; no suspect identified
4ca6e8417e50679c611b8f74720cfe23123766920b38fc2c7f5ba3a62b5c1d97,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.516841,52.271622,On or near BURY ROAD,E01029941,Forest Heath 005A,Investigation complete; no suspect identified
6224502d4d07aa9c9b38a8f25e23244712b9c2681ba301516166e1e673539f29,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.685257,52.237209,On or near SCARLIN ROAD,E01030148,St Edmundsbury 007E,Investigation complete; no suspect identified
d7d992d2225544b44826842c6f15800a3d86ed27d70fc06568793cf01b6831ff,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.747772,52.040657,On or near MEEKINGS ROAD,E01029913,Babergh 007B,Investigation complete; no suspect identified
52e36dfa638377424ea454b758c459ff71627c09888be7272b9fd440498da162,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.405501,52.245169,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
f45c6c31b956d0d454e03d0d021d62535f9c7b084c0ea599bb48eaf15d560b9f,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.736249,52.236316,On or near Parking Area,E01030144,St Edmundsbury 009D,Investigation complete; no suspect identified
dcf17148285c8fa49eb042527368cad7acbd6768b815835dbe6eb3be5b1cc104,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.700195,52.255987,On or near BEETONS WAY,E01030139,St Edmundsbury 003C,Investigation complete; no suspect identified
23a0fb133105daa1d724a8c6a22ee35b43eceaa8e0a6ffb212310244c136ad1f,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.257771,52.063968,On or near PAGE GARDENS,E01033447,Suffolk Coastal 010I,Investigation complete; no suspect identified
67a0a474f80794d2609faff92f94cb4edd6d56057c9607b5d5b6f750027f82fe,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.116684,52.084372,On or near ANGLIA PARKWAY SOUTH,E01030035,Ipswich 001D,Investigation complete; no suspect identified
cfd5fa4f24caf611d3bb465cdb4b9aeb1e398fb86741fe31cb0043886507fb36,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.100796,52.039894,On or near A1214,E01029908,Babergh 005D,Investigation complete; no suspect identified
459da5790a4ba3f74cd2bd4818e3b84a78567a4dbe308d0e815e16644253c838,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.157212,52.055870,On or near TACKET STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
419b84836fce60d8563ab5efd5dedc42cbb7054c895d49b91d03852e010f5212,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.744569,52.032647,On or near OXFORD CLOSE,E01029886,Babergh 008A,Investigation complete; no suspect identified
dda5526eda468aca75a550fa41927951d55bfcff041633c9f27fe333f64d4a81,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.179191,52.035429,On or near REYNOLDS CLOSE,E01029979,Ipswich 016B,Investigation complete; no suspect identified
805821daf6e9074f40a8aa1ef21b94fb34bdc230dc10fe9aba1d60edb257bc28,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.602760,52.134500,On or near HIGH STREET,E01030099,St Edmundsbury 010A,Investigation complete; no suspect identified
eff0dd949a97ae4c6a04926667d486beced87bfd010d60a5f774d330d336d4c8,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.412644,52.242640,On or near NAT FLATMAN STREET,E01032612,Forest Heath 008F,Investigation complete; no suspect identified
d47c44688e4e258510cf7d5d2517b47fe2335b7b89648fa61399528047b11cd5,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.717842,52.427069,On or near LONDON ROAD,E01030253,Waveney 012D,Investigation complete; no suspect identified
0f7dc83f0c09d74886491c92663c032f0555fff02159fdc75751f9f8fa026225,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.535907,52.061731,On or near THE STREET,E01030120,St Edmundsbury 011A,Investigation complete; no suspect identified
84c2de5253167d27a9f66654a712b283f579695aeb34515a5ddb6007edabd498,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.153387,52.056035,On or near FALCON STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
3031a1ff1b845b316447462cbdc159ccd84504dfbec4f8f1331982398d76ac40,2014-01,Suffolk Constabulary,Suffolk Constabulary,0.952649,52.047362,On or near CALAIS STREET,E01029892,Babergh 004A,Investigation complete; no suspect identified
ba80ef0404f8d815b1d69a6436d621cb776f81de192ce1ff623e800a20116997,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.277114,52.340601,On or near TOP ROAD,E01030058,Mid Suffolk 001B,Investigation complete; no suspect identified
e037b7078485ee093aa364859306941e1b79adf5074303f83c198a2fc4d47ed5,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.741252,52.465934,On or near ST LEONARD'S ROAD,E01030256,Waveney 007C,Investigation complete; no suspect identified
b23a31e42067145c088007d4bbfee74ee22c45b3b1ffd5f3b947550f9a4f3643,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.155317,52.050713,On or near GOWER STREET,E01033122,Ipswich 012F,Investigation complete; no suspect identified
de7156f28a3357b64e688f030ac42c6557287685107cb9842cfba5eb26570854,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.713486,52.476354,On or near BRIDGE ROAD,E01030270,Waveney 005C,Investigation complete; no suspect identified
8d7e9f39c431171051a4954fd8a6f40c467c0bab7a0dd9b44b5eb1024b914f10,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.154587,52.047810,On or near KENYON STREET,E01029968,Ipswich 012A,Investigation complete; no suspect identified
ef81ddd789a0aeb7c9ad9542955065ee12b80cf5e4cec220b7baa06e08bc7a1d,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.716426,52.512249,On or near LOWESTOFT ROAD,E01030259,Waveney 001D,Investigation complete; no suspect identified
83863a22c7e3329125dfb65c88066e45e1b172cbdd24e47a757062771b810b1a,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.100859,52.307337,On or near A140,E01030055,Mid Suffolk 002C,Investigation complete; no suspect identified
fb23dc73a6e99e6fd3eb5b2c778494b3d87be96af6836819273ac417999b4e07,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.751822,52.474702,On or near BON MARCHE,E01030250,Waveney 004D,Investigation complete; no suspect identified
bdd6d374734e862a28ea2597d07eb6c8abc53e13303b194246944e111b7b9f25,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.597278,52.447145,On or near MANOR CLOSE,E01030294,Waveney 011E,Investigation complete; no suspect identified
f4085643cebd55b3e6a12a5227ef816491f73a56efda87eba0fe829aa59b7611,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.458310,52.454362,On or near DAVEY CLOSE,E01030231,Waveney 013B,Investigation complete; no suspect identified
83d2f9df81ee699433d977440fafb942fc7e7c0d0e05ef392369ff0e031cc5d1,2014-01,Suffolk Constabulary,Suffolk Constabulary,1.150779,52.058983,On or near HIGH STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
