Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
17b754375bb403a29574462ab21e59363b62d08b11982b1378db02cf2a5b9836,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.283865,52.645670,On or near AYLSHAM ROAD,E01026829,Norwich 002B,Investigation complete; no suspect identified
f3bcf1d403038302058ce42219201da306677907e6c0bb03faa0f230af7e4321,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.283865,52.645670,On or near AYLSHAM ROAD,E01026829,Norwich 002B,Investigation complete; no suspect identified
20fa17bdfeb2152367655b6dfce2c0b2f88aeee59e14cdfd6a34f79085fb6d55,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.265601,52.669810,On or near GOWING ROAD,E01026527,Broadland 010B,Investigation complete; no suspect identified
e684dbd78b19312709dcfa1f8d39083a67fadc65de22c235019ebfc4ea65454f,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.293222,52.641300,On or near WATERLOO ROAD,E01026846,Norwich 003F,Investigation complete; no suspect identified
4b29632de40e33fa1960b7c34ebac2ade288c0a8419d5170718abdde26ef62b5,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.724968,52.539829,On or near MARINERS PARK CLOSE,E01026588,Great Yarmouth 013D,Investigation complete; no suspect identified
5f5065862ca68d7520b7544d403b98290a6692bbca99f7437b9ca37c8afded13,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.185309,52.653489,On or near WILLIAM FROST WAY,E01033538,South Norfolk 001G,Investigation complete; no suspect identified
3ec4a2d9c0a4415527d1336c117c291b7c87ed13bea35b8cc450a7a8a29738d7,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.306904,52.637465,On or near HASSETT CLOSE,E01026848,Norwich 015A,Investigation complete; no suspect identified
6ac293d5b30f43737feb931fee6604051733ee3c2ac7cc449d9747b5ffa1b0cb,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.936762,52.729194,On or near PEACOCK LANE,E01026462,Breckland 002D,Investigation complete; no suspect identified
da45f44a063cbf3456094408b86158e3acef418b16912e877f7378fbad8255d4,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.968964,52.678824,On or near OLD ORCHARD CLOSE,E01026430,Breckland 003C,Investigation complete; no suspect identified
56af0d5c008b2913ed00f8d2885be1489b36e05ddafb072dd58da4a80ed5906e,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.413312,52.583890,On or near ST MARY'S CLOSE,E01026930,South Norfolk 008F,Investigation complete; no suspect identified
139cd2f9413dac0456039b83271dd75ee5888a6a6cc62e7f2b1ea93967ae8533,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.949414,52.442420,On or near QUIDENHAM ROAD,E01026439,Breckland 014A,Investigation complete; no suspect identified
9721a3fa7d67d9b57412700e5b16b2d35605766f3393c17a47354775380d268f,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.254810,52.659189,On or near FERNDALE CLOSE,E01026532,Broadland 011C,Investigation complete; no suspect identified
4e907bd176c5941847a3b0cc34c4ed93efccb3dc348cd48a7f68fb97cc1be60c,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.728264,52.579014,On or near HORSEY'S LANE,E01026630,Great Yarmouth 010D,Investigation complete; no suspect identified
bcbb8fb58f379974ee8631fc816267cd01602ef0ca3bdb3850ca13069e3dace9,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.303644,52.636981,On or near BREWERS COURT,E01026848,Norwich 015A,Investigation complete; no suspect identified
94a4b5e9bde9df04442c09b2ea980ef786d8e710b88189b965a6ab6d0fb43120,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.289071,52.630326,On or near POTTERGATE,E01026822,Norwich 007A,Investigation complete; no suspect identified
2598e6a6fc3d11d9b569b7b1902224b94190446b4ca14ccd6815c51269c736d8,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.737584,52.410296,On or near SAXON BANK,E01026477,Breckland 017D,Investigation complete; no suspect identified
3314f8c61f28ba47d42a0f409af492c9b3839f19fdc34a04e9762dbb30c32cd0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.418245,52.451831,On or near KINGSWAY,E01026894,South Norfolk 012C,Investigation complete; no suspect identified
bdc9ea5c9f9e6023bf733cb65b0cc6902a0df0837d36fae72a8632e4cb071d5e,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.662793,52.515868,On or near SWAFFHAM ROAD,E01026424,Breckland 012A,Investigation complete; no suspect identified
f061d54554890bd573392bb890a79997e1f2436e031a8b7c1150e76c33f62c2b,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.234234,52.648143,On or near NORWICH ROAD,E01026918,South Norfolk 001C,Investigation complete; no suspect identified
a254a27b5f0b9d1b9d86cfca9c322f73a9977dfd82b85e83fd866cc55a11ee7c,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.548125,52.641570,On or near Parking Area,E01026497,Broadland 018A,Investigation complete; no suspect identified
77560ec1af529f18697bfc4b383ea819cb656e5952c2e1a35047322b5e601a4f,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.548125,52.641570,On or near Parking Area,E01026497,Broadland 018A,Investigation complete; no suspect identified
50c1f4318eefd59f04f442b2d1983bb4954c14cece970d9a6794ea8efbd60a4c,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.171446,52.697850,On or near BELLAMY'S LANE,E01026720,King's Lynn and West Norfolk 013D,Investigation complete; no suspect identified
bede779f3eae0f0e6595f9bd5e1e73d4e3364993a7f7ebe5e3522a2182a2f671,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.332461,52.660933,On or near CHOPYNGS DOLE CLOSE,E01026561,Broadland 013E,Investigation complete; no suspect identified
769194f598a2ccf08f38d8407d789d909bfda581ca1967cd5952bf409782cb34,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.395479,52.820248,On or near PARK AVENUE,E01026753,North Norfolk 010A,Investigation complete; no suspect identified
306e50981a0e788edacbc60f52ea8d23c4ca715123df24ec78606a9540381d7a,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.672275,52.662634,On or near ORMESBY LANE,E01026608,Great Yarmouth 002A,Investigation complete; no suspect identified
696332cd1877fb9132c2d3e02e96016063a17f186fc2d0fe312a13b306ceb02a,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.278535,52.655639,On or near WELL LOKE,E01026797,Norwich 001A,Investigation complete; no suspect identified
c8117e7c5e5c6b9ca68cadb6e9351069a1c56e79c7256b70e7c9f37731d31904,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.422680,52.683506,On or near UPPER STREET,E01026579,Broadland 008D,Investigation complete; no suspect identified
4d46f6adf9312f58ce8d77fa3125757d9dba2637f943e1cddaf5e4e8a3427e06,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.317599,52.637562,On or near Prison,E01026806,Norwich 004D,Investigation complete; no suspect identified
ce69c458465294e7a617be45e99c607d87fe26853c875434a15e9dce732bb8b1,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.423708,52.883714,On or near NORWICH STREET,E01026751,North Norfolk 007C,Investigation complete; no suspect identified
1e1668e36593584983cede2f4bbbaf6028c4037e37338965ffea3085151ff52d,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.298836,52.629857,On or near UPPER KING STREET,E01033438,Norwich 014A,Investigation complete; no suspect identified
d91cd12287be6952b8738b8a0f111dad0a5ac68e0ef3f32a0bb0c97a432b5e8e,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.123600,52.481652,On or near BUNWELL HILL,E01026878,South Norfolk 011B,Investigation complete; no suspect identified
852e63a3e97a2e0f51ccbb1c927cd7bbe313cd9c6a9d3d900d81bf6460c53351,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.200651,52.637303,On or near THE WROE,E01026661,King's Lynn and West Norfolk 016C,Investigation complete; no suspect identified
2ce1de038a21fbc3b6d65689969b7687410e936d63fe9d7887d0a0efda473da7,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.300063,52.616512,On or near SMITHFIELD ROAD,E01026816,Norwich 013A,Investigation complete; no suspect identified
147ea250d57253b0775b67d2b3f5dc1a3338c9573dbd4a808e00650baad8aa37,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.234376,52.636052,On or near ROLLESTON CLOSE,E01026793,Norwich 005C,Investigation complete; no suspect identified
889d8aadf6a4c42a0c42291407ed947a65b58c824788cca9b145905993fae429,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.785367,52.669821,On or near MOOR LANE,E01026446,Breckland 004A,Investigation complete; no suspect identified
c65f998acb22be8a40410c2f6b9da8e94301bf6e735436ba7d9518503a7ae191,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.324064,52.626318,On or near THORPE ROAD,E01026577,Broadland 016D,Investigation complete; no suspect identified
5f75af6d31569f9693bb10037b5e535180adb7c129387bce6a71da9e340510de,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.163306,52.651669,On or near PARKER'S CLOSE,E01026895,South Norfolk 002D,Investigation complete; no suspect identified
d62512f18ce6685c0c6af70b56578255f0825dfecb5cd2667dcb5e5015eccad6,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.307705,52.581190,On or near BIRCHFIELD ROAD,E01026717,King's Lynn and West Norfolk 016F,Investigation complete; no suspect identified
82dca17c8fa70c0b8dc04a1f7ea8e8753d4c90f90e5ef7c026c6b86c268e8671,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.298856,52.584167,On or near HIGH STREET,E01026717,King's Lynn and West Norfolk 016F,Investigation complete; no suspect identified
36dde4451ec9d1e96f07e7715ce4ecf862739a6321a1400b292a17e83d3ac973,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.932807,52.527961,On or near LOW LANE,E01026419,Breckland 010A,Investigation complete; no suspect identified
44e985333e5042008d5e2c74be71b2bec2131398433d50019dd7cadbcdcf9aa3,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.732894,52.619030,On or near WALPOLE ROAD,E01026599,Great Yarmouth 004A,Investigation complete; no suspect identified
27014f681f900d9bf7fdebf919b622c776fa7aad60baf71dacfb9401e1815485,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.302641,52.628968,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
aa67fea823b45168040cb01fe5cc3d0186f6ecfd1acbbed8ee848e2ae80f1a38,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.248394,52.633914,On or near EARLHAM GROVE,E01026868,Norwich 006F,Investigation complete; no suspect identified
1025ea5ae84dab314dc19657632d22788e391e946133e4e8e4b0ed96f8ec7e32,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.351765,52.764831,On or near HALL ROAD,E01026647,King's Lynn and West Norfolk 008A,Investigation complete; no suspect identified
4a908a50b721b414786a8430ca210e9452c4a0a79b9e7c33cceb02a121065bac,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.729387,52.577638,On or near BAKER STREET,E01026630,Great Yarmouth 010D,Investigation complete; no suspect identified
59571fc34b2d45c0071855c3f407f20863d049fd0c66886cee04925c90038732,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.290379,52.637512,On or near SUSSEX STREET,E01026826,Norwich 007E,Investigation complete; no suspect identified
15118997854aaed7fa88f6d8958e6b6a5323f90fb05b5cae6471e397ac6ae052,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.657294,52.586896,On or near CHURCH ROAD,E01026614,Great Yarmouth 012B,Investigation complete; no suspect identified
409f264497a6938abce1b8291b0c7c26601e706f55af1848e1debc59643cfa93,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.481109,52.473120,On or near MILL POOL LANE,E01026898,South Norfolk 010A,Investigation complete; no suspect identified
205c8d66c4cf657f06972dd037a972883c1924e0c88130306da0a2856a54bbe1,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.398120,52.751917,On or near TOWER STREET,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
077db7cbaae6045b0b8217fb26512ff179226c1101c9a1b68875c1dd64e9f9c0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.163110,52.908726,On or near HART LANE,E01026733,North Norfolk 006C,Investigation complete; no suspect identified
c8942aad8c8399e8d1c4c2c90b29313019189560e3269302d434268560b5074f,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.940658,52.681229,On or near RED LION STREET,E01026426,Breckland 005B,Investigation complete; no suspect identified
105c4123e3121e0428b9e89841c0149746c41bc09d8242b9b4e9c127fd4df6d1,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.323929,52.633886,On or near LION WOOD ROAD,E01026808,Norwich 004F,Investigation complete; no suspect identified
a9a4f285863588abbd5c4250983969da7b2f000b083f9ddc5daba979d48b5ec2,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.508363,52.835830,On or near OSTEND ROAD,E01026740,North Norfolk 012A,Investigation complete; no suspect identified
9e0a72af27878e6c00d33d4f342c7baff998d034f2f5ba86d5f74ea0ccf1ec9e,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.940543,52.869935,On or near CLARK'S LANE,E01026788,North Norfolk 008C,Investigation complete; no suspect identified
6f6a4e62c672e212b14c58ec9680fdb77a9a3e63ce9f50c3f31b96a13563dc2e,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.934364,52.683787,On or near ST HILDA ROAD,E01026428,Breckland 003A,Investigation complete; no suspect identified
56c469b0399c4937367b7c41ecc51582e55e1fc4970dc079f4238a09acf18b32,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.294860,52.625929,On or near WESTLEGATE,E01026822,Norwich 007A,Investigation complete; no suspect identified
e7961d801f2ca674428eeb5dd9cdcfdc4d9cbb9c75f6d289435bbf3c1e88a649,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.407757,52.767313,On or near JARVIS ROAD,E01026688,King's Lynn and West Norfolk 007B,Investigation complete; no suspect identified
6b6da351cfe73d6b7f829f9f088eb3e5909d4a070bb1d03f3d034436d9589242,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.400643,52.747145,On or near CHECKER STREET,E01026700,King's Lynn and West Norfolk 011C,Investigation complete; no suspect identified
b3be376f4e67b9fa52ffce1dc5a874d5565255be6fa73c971d7611df334a5b8b,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.426479,52.749695,On or near RALEIGH ROAD,E01026666,King's Lynn and West Norfolk 009A,Investigation complete; no suspect identified
966e1fc5c090b9459e92756245d36a07c6fab2c9f9f625b807c1b3bd2e3960b7,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.273682,52.645134,On or near DOWSON ROAD,E01026828,Norwich 002A,Investigation complete; no suspect identified
278ae8f98f9af3a1ad915868fffd77f102d60427d864a7d2f34ad7dd4cca5139,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.275489,52.679300,On or near LOW ROAD,E01026684,King's Lynn and West Norfolk 013A,Investigation complete; no suspect identified
f05d18a668036ffc673a03815167e89e0e5ba628ce568a31134c6fd71b398b93,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.458119,52.469757,On or near YARMOUTH ROAD,E01026893,South Norfolk 012B,Investigation complete; no suspect identified
68ce50f38722273a6baf2a2295afc8252ec528fefc096416f10abfb6fd02fa2d,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.295656,52.622364,On or near Parking Area,E01026822,Norwich 007A,Investigation complete; no suspect identified
5ad1cd70d470ba9e5ee72167c5417a4e4d5c892cd66b204e24355b74907ce52e,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.276217,52.703815,On or near MANOR DRIVE,E01026696,King's Lynn and West Norfolk 015A,Investigation complete; no suspect identified
76803d4ffdd71d31fb930b59db94085d642cb845d54e20b1e2fddd949eaaa75b,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.285114,52.623080,On or near SARAH WEST CLOSE,E01033434,Norwich 011G,Investigation complete; no suspect identified
1758473e133ef0ef14685f28fb2471496acf948f37cd62de2733200d6048d14a,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.938586,52.468320,On or near A11,E01026435,Breckland 013B,Investigation complete; no suspect identified
3b1e561dd7dba41b096eeb854edce905d2d92fe7fa8e6c08f736aad7eb928178,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.940679,52.817684,On or near FULMODESTON ROAD,E01026787,North Norfolk 009C,Investigation complete; no suspect identified
c6d76f0f2c4922142e2698ab161da99f32d0a95e3eccd08d7de9f4234bb1d537,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.489239,52.937417,On or near AVENUE ROAD,E01026680,King's Lynn and West Norfolk 001A,Investigation complete; no suspect identified
fca3419b2d03117bcf5ad99b55c96ba81e8823387080120b9fa1009ea7254640,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.731711,52.600799,On or near MALAKOFF CLOSE,E01026626,Great Yarmouth 006E,Investigation complete; no suspect identified
eb084d124f1ab751c5c6a34621753b64ef2d0b3ee3b714157cbd29b624d2e306,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.366850,52.636684,On or near WINCEBY CLOSE,E01026574,Broadland 016A,Investigation complete; no suspect identified
0aed12586cab00752deaa4ef6113ed45fb829ef4b1d27ac7cc2167e9605b9528,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.708683,52.588076,On or near BLAKE DRIVE,E01026581,Great Yarmouth 008A,Investigation complete; no suspect identified
6ae868605b6b4aaf28cd7a3163a2ab2a12746fc3aeab43aa6c7b82b323ebec30,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.947045,52.523254,On or near PENHILL LANE,E01026419,Breckland 010A,Investigation complete; no suspect identified
e3f69f7c5fe8222c21f845b5d7a497b3d58a84b02362d92888c84528888aa0ec,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.624844,52.521176,On or near CRANWICH ROAD,E01026424,Breckland 012A,Investigation complete; no suspect identified
b79524a1d1f54ca97850835b9fffcc9080b6e856e7dce9db1f79e2d15df0c747,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.383521,52.601376,On or near HOWDALE ROAD,E01033039,King's Lynn and West Norfolk 017H,Investigation complete; no suspect identified
aaae4f3e986f0c070291d75d4dc3589b4df8312b8058f09c0b3ec0a7e7c10961,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.288546,52.631007,On or near THREE KING LANE,E01026823,Norwich 007B,Investigation complete; no suspect identified
b388787c01bb53d33b2a3a16861acfe65f56e060ed5e560303e46bce2ba78d04,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.735962,52.604055,On or near STANDARD ROAD,E01026626,Great Yarmouth 006E,Suspect charged
9794833a255e5860bef97b5054e04cfc78e29f3a86ee51e81e35f49415d3275f,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.401224,52.756089,On or near Supermarket,E01026698,King's Lynn and West Norfolk 011A,Suspect charged
e5eb90daf1f9010d31c4bbf57f62a5670471de16f3ba29fbb93ce06585f7946e,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.313629,52.622590,On or near COZENS ROAD,E01033439,Norwich 014B,Unable to prosecute suspect
e5eb90daf1f9010d31c4bbf57f62a5670471de16f3ba29fbb93ce06585f7946e,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.313629,52.622590,On or near COZENS ROAD,E01033439,Norwich 014B,Unable to prosecute suspect
1c64dfdbc073d116771efa6b090b61bc210723164724bc881be141013f038d97,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.735616,52.616632,On or near Sports/Recreation Area,E01026595,Great Yarmouth 005A,Suspect charged
08154916852a35942e5cfa485192436ba97698bfb2b25f14d3e5af615034984c,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.712179,52.579124,On or near FORSYTHIA ROAD,E01026603,Great Yarmouth 009C,Offender given a drugs possession warning
4b6db403e07c41ef41dbe3a24c71458ad14ce2a68e62ed46dc5ad8383cb996b0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.309770,52.920834,On or near HARBORD ROAD,E01026779,North Norfolk 003F,Suspect charged
cb5fbdf738ecf4ac6338655d042c1bda5a8d7437a7d2f6ef0d15cf1af01a216b,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.595146,52.589022,On or near Sports/Recreation Area,E01026444,Breckland 012B,Local resolution
25128596be50f85204ab228f7b2491403f5ad1c504d76b01388dfed87979b769,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.280650,52.632557,On or near DOURO PLACE,E01026824,Norwich 007C,Suspect charged
ab36060b0d33e95ac9458f337c4ee6caa761f812827b58655becb9d454dab0ca,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.292693,52.625018,On or near Shopping Area,E01026822,Norwich 007A,Suspect charged
ab36060b0d33e95ac9458f337c4ee6caa761f812827b58655becb9d454dab0ca,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.292693,52.625018,On or near Shopping Area,E01026822,Norwich 007A,Suspect charged
b37dfe9a20f4deddaaa8c60110a3b4c844834512b77f3ba21570d66719123889,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.097868,52.378312,On or near PAINE CLOSE,E01026889,South Norfolk 015B,Suspect charged
3d562828177cabed8badba71fb20ee852555eafcb42c38ad133a0c2505ebd4c1,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.730330,52.610610,On or near Supermarket,E01026597,Great Yarmouth 005C,Suspect charged
6f92a9f8eb25745470dbb59267fac2e78a21a0357faae1341c805dfcb72bd036,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.388914,52.506394,On or near SEDGE FEN ROAD,E01026652,King's Lynn and West Norfolk 019E,Unable to prosecute suspect
6f92a9f8eb25745470dbb59267fac2e78a21a0357faae1341c805dfcb72bd036,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.388914,52.506394,On or near SEDGE FEN ROAD,E01026652,King's Lynn and West Norfolk 019E,Unable to prosecute suspect
26bc9f0fb1a39d22b52815d8bbeded5d8e00a12ca995862c628975da9601ae55,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.243751,52.637891,On or near CLARKSON ROAD,E01026867,Norwich 006E,Suspect charged
14f07bb0b67c66cc23ebf6d1450b7c60f441170e2770b1534cb3d4095d35c9a5,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.434687,52.756045,On or near GAYTON ROAD,E01026714,King's Lynn and West Norfolk 010D,Offender given a drugs possession warning
3c509327e3472db5657fecadaf18520bc9f726d037c0be5dae964ed042f6cba0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.274282,52.624081,On or near PORTLAND STREET,E01026839,Norwich 009E,Suspect charged
3c509327e3472db5657fecadaf18520bc9f726d037c0be5dae964ed042f6cba0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.274282,52.624081,On or near PORTLAND STREET,E01026839,Norwich 009E,Suspect charged
35bf8e96f8f41cb6349618d0e708c357b43d4d2a2c25a70e2bdf11895a56abbd,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.660495,52.873081,On or near HYDE CLOSE,E01026656,King's Lynn and West Norfolk 002C,Offender given a drugs possession warning
4699ec60a83a517b67cfdfa0ec3009a0c48e388930f7e39373fe3db2ccd21be5,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.388914,52.506394,On or near SEDGE FEN ROAD,E01026652,King's Lynn and West Norfolk 019E,Suspect charged
e6b3cf99cd6445b4788a1609a14e84a2470a91059fa58f43dec78cefc9cb59a0,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.272462,52.636525,On or near BRIGHTY'S OPENING,E01026866,Norwich 006D,Unable to prosecute suspect
a64f3adaa7513b9b3f657090b07d4dc01b7454c9bc1d6380399a94fa1d076912,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.375292,52.602134,On or near PRIORY TERRACE,E01033038,King's Lynn and West Norfolk 017G,Offender given a caution
3f6eeb2ce9dd0bc2ae48a6e5545c84e4a7827113f0a07d9a19bc7c061dcbb630,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.262845,52.623507,On or near JESSOPP CLOSE,E01026859,Norwich 010B,Unable to prosecute suspect
fa31d02e20beacfb2716ea0241e90d924b84cd87413c77199b92f2d9cd8359e4,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.223049,52.675779,On or near Petrol Station,E01026521,Broadland 007D,Offender given a caution
875ecffb9d71c84ce8bf304e8ebd27475ccc1d26a70caeb14695120cf0159d54,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.732236,52.600377,On or near HAVELOCK ROAD,E01026626,Great Yarmouth 006E,Unable to prosecute suspect
1a61d0f1bc64a02542b9609d73d99a9b24463859b9da256521347e84530d7beb,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.124441,52.865010,On or near PLUMSTEAD ROAD,E01026733,North Norfolk 006C,Offender given a drugs possession warning
d30f11fc18244f131f2054f54724a906997a0e5b1c4d8cd022948a8d50612810,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.279121,52.634038,On or near PORTWAY PLACE,E01026824,Norwich 007C,Offender given a caution
0b4701b5edbd897c5e830a454ad959617302b9d3f274e055e62efe0d015ff6e5,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.279121,52.634038,On or near PORTWAY PLACE,E01026824,Norwich 007C,Offender given a caution
7c90d460ac64053bbf86c884e11ed4f5852ad2706da950e3280bab9d9afec1e7,2015-02,Norfolk Constabulary,Norfolk Constabulary,0.393627,52.754849,On or near KING STREET,E01026698,King's Lynn and West Norfolk 011A,Suspect charged
a20616f2599f26a475fe44b48e239e7e1be42ba9622f0f88a6aa1cb69a919241,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.281792,52.626679,On or near WOBURN STREET,E01033437,Norwich 011H,Offender given penalty notice
0f21721ab0547e82b8aa14800c3bc5513c1bc9d1abf23fac51a1f458c398f734,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.279121,52.634038,On or near PORTWAY PLACE,E01026824,Norwich 007C,Offender given a caution
6bc5a11b9f92343c44a2c217e375897c309cf15ac50a8428693e4a3ef55e893e,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.189408,52.603753,On or near LAKELAND WAY,E01026908,South Norfolk 003D,Unable to prosecute suspect
5fe4f8feab0357deb17f6b923430300028761ac33b7a8f2f4c0d234d8339e481,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.273362,52.632741,On or near CONNAUGHT ROAD,E01026840,Norwich 009F,Unable to prosecute suspect
0ba1ef3d90afbd736ea1e543716c688cd87aee23d53e8e96ba45423f7d84794f,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.384545,52.644139,On or near MIDDLE ROAD,E01026546,Broadland 008B,Offender given a caution
3d32cc1c4d48b31851dc3bd3ac5f17e9526b349558078ef577ff6f10dbc4acf7,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.728870,52.602831,On or near NOTTINGHAM WAY,E01026625,Great Yarmouth 006D,Suspect charged
5286fc46917d6642733e54cb0156461d49ac8584047699f7e3cc04f0abc17435,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.312837,52.653956,On or near ALBION DRIVE,E01026556,Broadland 012D,Unable to prosecute suspect
4c1c02905cf8a84eb9afd835662b47e4cc55f6881a96e1c86b8de77dfece579a,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.123326,52.572295,On or near BURROUGHS WAY,E01026945,South Norfolk 007D,Unable to prosecute suspect
4c1c02905cf8a84eb9afd835662b47e4cc55f6881a96e1c86b8de77dfece579a,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.123326,52.572295,On or near BURROUGHS WAY,E01026945,South Norfolk 007D,Unable to prosecute suspect
dcb369bfda92bd51fdb64f7ae41e273e077037e962222ba809fd77ed41a91080,2015-02,Norfolk Constabulary,Norfolk Constabulary,1.099076,52.905856,On or near PEARSONS CLOSE,E01026742,North Norfolk 004B,Offender given a drugs possession warning
