Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
06337b95a06250c8fb2b920757abd27553a82dcd5e506d750a78149dc2b97a8d,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.308764,52.720287,On or near Parking Area,E01026697,King's Lynn and West Norfolk 015B,Investigation complete; no suspect identified
dafb9539646fdf150ecf954d9c23a65d731ff612dc04907fed0815a922c756c4,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.375137,52.604988,On or near WESLEY CLOSE,E01033038,King's Lynn and West Norfolk 017G,Investigation complete; no suspect identified
7e71ad359de0bf0f7f378eafa8c93844c3f5ad0df7ab1701e6876d0b2812cce8,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.893704,52.626109,On or near MILL ROAD ESTATE,E01026451,Breckland 008C,Investigation complete; no suspect identified
ef50de5ad75b9e05eaf1240e4eeabc88256f855d71df1dcd1f8bd81d1e79bda0,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.343953,52.566965,On or near TRAFALGAR SQUARE,E01026928,South Norfolk 006E,Investigation complete; no suspect identified
e5f604e3973515772382b15fc63b64f4f1f44c8eff835aeeaf518503ee5d8867,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.099322,52.908457,On or near BURRELL CLOSE,E01026742,North Norfolk 004B,Investigation complete; no suspect identified
59fe093f72c07235eb74524e1f9661e960b36914ab6bdcb26b9794d8e0f25ed5,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.734623,52.617644,On or near Sports/Recreation Area,E01026595,Great Yarmouth 005A,Investigation complete; no suspect identified
fa1fbd2979216d6d82d42f31aea48b2b34e29b946a46136b06c15395c7c2298d,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.112403,52.766376,On or near BARTLE COURT,E01026547,Broadland 002E,Investigation complete; no suspect identified
28ede52946e8bd5a9adc0ed25a53e86a42410a8216c5113003d622daa9426152,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.017159,52.516486,On or near CONNAUGHT ROAD,E01026449,Breckland 011D,Investigation complete; no suspect identified
3a5fe69b3ec254f2b94cec0b7eedc045d312c135dd647f5b1da7d466f326d614,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.717583,52.859864,On or near THE STREET,E01026695,King's Lynn and West Norfolk 002D,Investigation complete; no suspect identified
11ebd0fb3007a90dd8606fc233b58ae7d16312038d80fdb958b1676c4c47fe43,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.715551,52.606749,On or near CENTURY ROAD,E01026634,Great Yarmouth 007C,Investigation complete; no suspect identified
34d6c14d912657bce1c7b3373560d4ca9e0f96915eb0894a5e9b9177d2be9306,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.313354,52.667234,On or near MOUNTBATTEN DRIVE,E01026541,Broadland 009B,Investigation complete; no suspect identified
fb9a5df5c730224a2f15e8ff9216a1e0d64098f813a420602db77ad5d0677a7d,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.284249,52.633042,On or near LOTHIAN STREET,E01026824,Norwich 007C,Investigation complete; no suspect identified
8ccab028ba9e722fe7d3d76a8aaec68773a69d10f1c7130486869baf95de748b,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.389534,52.561528,On or near BRIDGE STREET,E01026679,King's Lynn and West Norfolk 018A,Investigation complete; no suspect identified
e3786480bffd663315f126bf46c51adfcd5703763c5e97c5f12bd93bcbcc12b2,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.752025,52.415976,On or near Supermarket,E01026468,Breckland 016A,Investigation complete; no suspect identified
b9f534af671c9fb729a7c2813c6c018cdea05a11f8e993aa678c822a81c753de,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.437144,52.749629,On or near TELFORD CLOSE,E01026664,King's Lynn and West Norfolk 010C,Investigation complete; no suspect identified
860252eff29b02a5086d6f6063c0f3a1b54409cfc7b6838e1151e293a92dfbb2,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.825163,52.574699,On or near Sports/Recreation Area,E01026486,Breckland 009A,Investigation complete; no suspect identified
3713dbe69e69e69e818b7bb46d85bf59c5429241077917cba361147afdb03660,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.409048,52.711951,On or near NORWICH ROAD,E01026744,North Norfolk 014A,Investigation complete; no suspect identified
cb621a7ba96f9085d5b3b721de2afcd03b8396f6687ba16e40dcfc9ae57a574e,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.295398,52.610868,On or near BEECHING ROAD,E01026819,Norwich 013D,Investigation complete; no suspect identified
a7585692309e0d9f53118f322a2c21e4b608d6bd4904c090fdd2b0eb843bc6e6,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.054721,52.544309,On or near GOLF LINKS ROAD,E01026948,South Norfolk 004D,Investigation complete; no suspect identified
2886216d7cf49edadbee530a3fc2c72cd4ad1b2deb5c4b6c2d0fe2fbef3960b5,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.394475,52.754625,On or near PURFLEET,E01026698,King's Lynn and West Norfolk 011A,Investigation complete; no suspect identified
0fa448b59b0c267043c90ff1383fdd3f18b31f9abfcd492eb0d9135cfb85a26c,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.942793,52.675565,On or near CYGNET ROAD,E01026425,Breckland 005A,Investigation complete; no suspect identified
3a72ed9bb5233a41b8ef5823bc804d1ca8e0166ddc45d35d3e4ddd1210af8c78,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.296677,52.570685,On or near FISKES COURT,E01026936,South Norfolk 006F,Investigation complete; no suspect identified
a954fcd0ae4aecd2ec5a2e55409c03d76a777b22921ebdfad350cec3885c327e,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.276902,52.647257,On or near HANSARD ROAD,E01026834,Norwich 002G,Investigation complete; no suspect identified
afc5dfc3f1842e7b570fe5183c8e11ab35c196a153c6b887931608dc0e7897c2,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.870483,52.839691,On or near Petrol Station,E01026746,North Norfolk 011B,Investigation complete; no suspect identified
d677e4aca7258205cbe7eab3844a7d4a19cc1d3e364d304012374967033b4856,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.297243,52.637564,On or near MAGDALEN CLOSE,E01026826,Norwich 007E,Investigation complete; no suspect identified
74e32aada68db4bb76700181e37257f6dc948a07e3fe277951893af62aefc03d,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.215028,52.368264,On or near SCHOOL LANE,E01026935,South Norfolk 014F,Investigation complete; no suspect identified
be1ec968fe2f4da2400598212ea84ae599a726ce0478c867925e7b08fa8f68a2,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.955617,52.836350,On or near STIBBARD ROAD,E01026729,North Norfolk 008A,Investigation complete; no suspect identified
9ee53a63a5a481545ea57931ca6792aeb89b6229bd9bb410bb53b20f87053aed,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.301230,52.624358,On or near MUSIC HOUSE LANE,E01033440,Norwich 014C,Investigation complete; no suspect identified
aec7e02ff50a2127130d51d17576c48bce8dd9bf6dfb1f688bd431ce0c8ac430,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.421530,52.756126,On or near ORCHARD LANE,E01026666,King's Lynn and West Norfolk 009A,Investigation complete; no suspect identified
4e0b9c416af2536c47c55acaad20edec7607d989f4060e46ab522e9a032d72ac,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.404967,52.765913,On or near ESTUARY CLOSE,E01026687,King's Lynn and West Norfolk 007A,Investigation complete; no suspect identified
54a0df57c9d2c1395ae3d33316be3fadbd848d3a56a584381b371b300c4e8748,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.963240,52.789317,On or near MALTHOUSE LANE,E01026483,Breckland 001E,Investigation complete; no suspect identified
ed3ff3fe28cb3da706be8d2b1fd6ec7fded6d7f3b24311aaffbd9267d636e880,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.420789,52.753713,On or near PLEASANCE CLOSE,E01026666,King's Lynn and West Norfolk 009A,Investigation complete; no suspect identified
7fadd280c4a1be3054e7f96ae9d1ed823fe39e3d74d735a81f14627f45b26823,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.342048,52.626081,On or near YARMOUTH ROAD,E01026577,Broadland 016D,Investigation complete; no suspect identified
006ecb775040e60367f05b0b7b20dbc872909e83770cdc042770f801df58ca16,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.685803,52.578357,On or near DOLES LANE,E01026587,Great Yarmouth 013C,Investigation complete; no suspect identified
ce37563d937f30b94639e8f09482162cc20cec678bccd2dd133576214b393845,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.706932,52.693305,On or near SOUTH ROAD,E01026607,Great Yarmouth 001C,Investigation complete; no suspect identified
7bbc18ecea3e7fa2cb0e9bdc1cb7476f3821d37b7b865d29f0154d682e615692,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.459100,52.772428,On or near SANDY LANE,E01026710,King's Lynn and West Norfolk 005E,Investigation complete; no suspect identified
2bbd7d7c7bcb5cb96dfd7a31338aabfc66f3607c58310028c24d1be98bcca4e3,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.754580,52.421564,On or near CLOVER WAY,E01026472,Breckland 016E,Investigation complete; no suspect identified
d7979a3c7090423f61eb1c6afc519ccb9ea2a55f7ba3b117bbc75519e2bb1fd8,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.951775,52.664838,On or near BERTIE WARD WAY,E01026427,Breckland 005C,Investigation complete; no suspect identified
443dcf17e1f584c79cb144c29215376c095df7daa522ec775ec774322a15fa09,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.918059,52.814151,On or near THE STREET,E01026787,North Norfolk 009C,Investigation complete; no suspect identified
86bef0c957c9e1f3c3da42e7230114061eafb552533ac6472823668a93beb848,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.733970,52.587424,On or near BEEVOR ROAD,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
1f09bf2d10e106887e93a5f50ac332cc6bcdd972d98bb2221c474d3c13226a82,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.268277,52.660482,On or near HASTINGS AVENUE,E01026531,Broadland 011B,Investigation complete; no suspect identified
4f3310651c833e6d037df24c50700880e33365d0d6d31f8177dfc3ae41187a3d,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.591024,52.682495,On or near SWAFFHAM ROAD,E01026445,Breckland 002C,Investigation complete; no suspect identified
46b98fb7aa916c871ee42baf877f898fea22c90063abb43145665c149645a9fc,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.097507,52.377359,On or near BASHAM STREET,E01026889,South Norfolk 015B,Investigation complete; no suspect identified
708249673054b9746f6b8d58e36668b486b455a527015c8e40cc31967e9d334f,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.860005,52.421641,On or near Park/Open Space,E01026441,Breckland 014C,Investigation complete; no suspect identified
00a7e311b5ac08eaee2d04b305d1f37cb70eb8007a422003fa69bebe2a9f57f7,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.728264,52.579014,On or near HORSEY'S LANE,E01026630,Great Yarmouth 010D,Investigation complete; no suspect identified
e0d1cdcfd605158e2e67da4eedc64516a6df10d5e2db0a8fb95a481751408155,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.798422,52.791325,On or near A1065,E01026780,North Norfolk 009A,Investigation complete; no suspect identified
a13633fcf12c0fb2834d3fc2f8e6d3c06dadd4af4dcfdd3008e95db31bb4af6d,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.489706,52.939583,On or near HIGH STREET,E01026683,King's Lynn and West Norfolk 001D,Investigation complete; no suspect identified
5b2b8248be273c565fd1807443113917bd60e57f3e1af605a58278525f23f340,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.300507,52.628110,On or near BOULTON STREET,E01033440,Norwich 014C,Investigation complete; no suspect identified
4227fbe144276c03ef1320384cc0e7a24d2441e45ec9ce0627ed2b9bc572b598,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.294877,52.627539,On or near Bus/Coach Station,E01026822,Norwich 007A,Investigation complete; no suspect identified
29ceb573c92f49a128b74440cfc196c7c4cca0eb849a2f1423e7cf03e58c1579,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.215431,52.942097,On or near BEESTON ROAD,E01026770,North Norfolk 001A,Investigation complete; no suspect identified
466670a719dd4f1bbd649b659a1f3d6156f00105ee105df0527168c3967346a1,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.756148,52.937800,On or near BLACKSMITH'S LANE,E01026646,King's Lynn and West Norfolk 002B,Investigation complete; no suspect identified
f822615e42c0fd479e09211e08e74305f43ed478ca16c4f6f25b78aa0f053961,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.718885,52.600582,On or near STAFFORD ROAD,E01026633,Great Yarmouth 007B,Investigation complete; no suspect identified
bbb0c173c55e93d252380ebd105863f5699205e1cf4dada84a02927c4780ab51,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.699735,52.696085,On or near BEACH ROAD,E01026607,Great Yarmouth 001C,Investigation complete; no suspect identified
64fdb266b5945607d2d402240e0aa686b30170820b75014d4c92aca918413798,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.676767,52.513700,On or near Parking Area,E01026493,Breckland 012D,Investigation complete; no suspect identified
1d3fb0189cb1c2eef30f8500a4c9df27853ee8c91fa837cdf7715220394fa077,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.414363,52.748719,On or near EXTON'S PLACE,E01026667,King's Lynn and West Norfolk 009B,Investigation complete; no suspect identified
73330f93e109ac4dc68349bb5ba06f73f85f371c2ec967cee0e70ae523c47ad0,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.287181,52.630937,On or near TEN BELL LANE,E01026822,Norwich 007A,Investigation complete; no suspect identified
417b35cdce425ac0773d58a673ab408ac03e5fb209b48d951716da1e9824457d,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.733093,52.604542,On or near RODNEY ROAD,E01026624,Great Yarmouth 006C,Investigation complete; no suspect identified
0e9ad2cfbc1a4674de7ae9511180a57fa852c6943a143eeda78f8094743ca13c,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.821022,52.568827,On or near WEST ROAD,E01026488,Breckland 009C,Investigation complete; no suspect identified
d0274928d6005590d92456d74f38c7de29a9cb72cadbb76b2153cb9ea67a6fc5,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.347889,52.635405,On or near CYRIL ROAD,E01026570,Broadland 015B,Investigation complete; no suspect identified
a245ca3b5edfef5f8e060608cdafdf2ee26ab314cf1bd9034f5ce62178b60f19,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.727383,52.415370,On or near CONEY CLOSE,E01026474,Breckland 017A,Investigation complete; no suspect identified
6b3e1322282b503f8b9f8332884ce646962d9bfc7757f53cc6d9d2c84d80fde3,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.418204,52.715977,On or near STALHAM ROAD,E01026744,North Norfolk 014A,Investigation complete; no suspect identified
8ec943155858abaf745d841eacd66e6fbed1a15e90ea9dc4ca8453a65ed6f2ec,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.968873,52.790130,On or near NORWICH ROAD,E01026483,Breckland 001E,Investigation complete; no suspect identified
1abcd9b47afd1b52fbd3cd6762d711f40428d7c80faa74c418ce20047a20329c,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.723708,52.595456,On or near ADMIRALS QUAY,E01026633,Great Yarmouth 007B,Investigation complete; no suspect identified
2eb90a162db478339470db373c2d8a186d23016d6849da4c0355deee07767828,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.278329,52.646966,On or near HALF MILE CLOSE,E01026829,Norwich 002B,Investigation complete; no suspect identified
b002cad514064a55f88fed155c6f9652d49fc1fd8d6152ad450781f3cabe0cb6,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.727374,52.605739,On or near Parking Area,E01026625,Great Yarmouth 006D,Investigation complete; no suspect identified
1e11ee9fc95fb6d1716b4e23176c41738f17d39b288fb1e355aca1748d763ac6,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.849809,52.571689,On or near CHANGI ROAD,E01026487,Breckland 009B,Investigation complete; no suspect identified
1c1b6740512ee042e1d64a18d2a434ff762eaab25127e6b15ea56f1fc62540d5,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.730571,52.563245,On or near MARINE PARADE,E01026611,Great Yarmouth 010B,Investigation complete; no suspect identified
f36fb3e0706b59fa40d2a7892a5a6e631e34f84f26b71b2cd5a96331181ece0f,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.857311,52.954239,On or near KNITTING NEEDLE LANE,E01026763,North Norfolk 002B,Investigation complete; no suspect identified
950c705befa93c60a55da6268b9c5dced2e15c34321c7c09a9c16d78c58a9854,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.489530,52.934713,On or near MELTON DRIVE,E01026680,King's Lynn and West Norfolk 001A,Investigation complete; no suspect identified
64846fa0ee5bf4ad84b0dfaba4233f022eb0ddf8e2f5b308ea83ae587fe369de,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.332963,52.635277,On or near PILLING ROAD,E01026572,Broadland 015D,Investigation complete; no suspect identified
746cfdf36d8cc926c442c24b97a09b3d56c52a095dc6b015cbe75c74d32e2428,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.299693,52.636722,On or near CHARLTON ROAD,E01026826,Norwich 007E,Investigation complete; no suspect identified
e0bf2921b48250b65d0b140d0466b29623882ba3d5629b88f206135c820d4211,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.243781,52.844261,On or near ALDBOROUGH ROAD,E01026737,North Norfolk 006D,Investigation complete; no suspect identified
7259ebd2643ebceb67e6208e43ecbcd4476388ff2b634ce42d43f6f223b423e9,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.308925,52.923214,On or near CLARE ROAD,E01026779,North Norfolk 003F,Investigation complete; no suspect identified
c3311b8db1faf5c6785ed58c9f78bc30c6142b4da4798a2075a9598744b36378,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.166946,52.648631,On or near Park/Open Space,E01026895,South Norfolk 002D,Investigation complete; no suspect identified
3d19ba456aa33fc45eaf15fc3bf4651ff9cba15e6b4b913c72563b233feafd61,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.166946,52.648631,On or near Park/Open Space,E01026895,South Norfolk 002D,Investigation complete; no suspect identified
8826e950f0aae31076402191e6bd56a817f585451fe63f1db779162db0a36f1d,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.722731,52.659961,On or near DODD CLOSE,E01026589,Great Yarmouth 003A,Investigation complete; no suspect identified
566e7fe12150498c85a0f424af2e3b0b63e2f8538b3429db71780666004b2125,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.279726,52.652989,On or near Supermarket,E01026797,Norwich 001A,Investigation complete; no suspect identified
850d6424e5c8945ac352e1187ee8a670e0d3a1b4b6e9b608cde1c31739749443,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.295919,52.633913,On or near Parking Area,E01026823,Norwich 007B,Investigation complete; no suspect identified
afb0d3a833a56cc2cb42e803cefc075d26a53baac3712083062ccf12261499d0,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.416957,52.740178,On or near SCANIA WAY,E01026704,King's Lynn and West Norfolk 011D,Investigation complete; no suspect identified
f36121e52284cdc9a73ecb39fbf8f5a1789f697517623d56c6faeae05758effb,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.638887,52.964066,On or near LONDON STREET,E01026645,King's Lynn and West Norfolk 002A,Investigation complete; no suspect identified
76448dc9c5cd1b81876c25d4f7a4a53cb0b51597037f9c5e68416958a23617ed,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.404226,52.748970,On or near HOSPITAL WALK,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
00240250f69f66a00f793e4a06ee82835764570e02a5e0a8169cfaf4fdd70d1f,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.281719,52.613461,On or near ROSEACRE CLOSE,E01026852,Norwich 011A,Investigation complete; no suspect identified
6b73fb985a58f8964bf38fd813bfc0dfe55ae8a3d58124c10f951dce44e78369,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.365532,52.629535,On or near CENTRAL AVENUE,E01026575,Broadland 016B,Investigation complete; no suspect identified
5add31b7bb182d7370b9db7468eac5e31b224c487b9f239cc4025591843731e4,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.247312,52.635266,On or near CADGE ROAD,E01026868,Norwich 006F,Investigation complete; no suspect identified
9f8cf643c8a465afd667374f20e4de7bd15e69895b1ff3d1c70fdc20e72a714a,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.292693,52.625018,On or near Shopping Area,E01026822,Norwich 007A,Investigation complete; no suspect identified
43b5289b1f93706326a4036b1b416b77cecbe0334b7eb5d180bfea7280653aae,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.297166,52.932570,On or near Park/Open Space,E01026734,North Norfolk 003A,Investigation complete; no suspect identified
229d153de96e893bdcf61dd13be3b56389b366afd5367042aac72827b9ea9fc8,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.732069,52.607785,On or near SUFFOLK PLACE,E01026598,Great Yarmouth 005D,Investigation complete; no suspect identified
fbb063ed0ad05646e39a1d32e5b59a35d7164831e5aec843eefe0691f9f5115c,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.288435,52.636424,On or near KEY AND CASTLE YARD,E01026823,Norwich 007B,Investigation complete; no suspect identified
d37b79d65311c76216317c9446e24ccde9fdf4d92b2548d43a5a7b5e4205ac41,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.828138,52.570473,On or near MEMORIAL WAY,E01026488,Breckland 009C,Investigation complete; no suspect identified
f2de998a98731417e28795b95d73e146d8528b986334acb495f151b52a99801c,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.239404,52.633477,On or near ENFIELD ROAD,E01026796,Norwich 005F,Investigation complete; no suspect identified
a7c92039eb56d03e0db51a76fb9406ec47bf4516dd64c2c56f094fe3eecf0a21,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.294860,52.625929,On or near WESTLEGATE,E01026822,Norwich 007A,Investigation complete; no suspect identified
2b234abb7aeba52649f1942ccfbf5063b880b8f9e43c58d58dda8a1a73acc97d,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.748030,52.416537,On or near CLAXTON CLOSE,E01026465,Breckland 015A,Investigation complete; no suspect identified
c0a7b461016661803f561cbf8d8d07d92bdd126e87b6444d87dc57bf16c39d49,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.727885,52.613656,On or near FREDERICK ROAD,E01026596,Great Yarmouth 005B,Investigation complete; no suspect identified
3fa43bf74e239b8e6d39d21246013f4da50ab283488c97a4a5bec7fe769b9eb2,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.716516,52.678406,On or near SCROBY COURT,E01026628,Great Yarmouth 001E,Investigation complete; no suspect identified
cc83ad94f7e6d4dfce2b8baca8562779664e7ce8eb52684a103c32d2f0e9cb54,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.221052,52.618086,On or near Hospital,E01026883,South Norfolk 002C,Investigation complete; no suspect identified
13f8ec34f3775d251af15a3bd6a046c39704aee35fbe87502b961604c592b728,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.758330,52.414022,On or near PARKVIEW,E01026468,Breckland 016A,Investigation complete; no suspect identified
b4428d060f3aa2793bf1a606a3581e8d99e543f39fa6cd183f836482196d8b38,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.825163,52.574699,On or near Sports/Recreation Area,E01026486,Breckland 009A,Investigation complete; no suspect identified
f240019b758799dc85ebb0117dbeb8add7b342b293b85ee6384e7d8874c4cf4c,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.579033,52.606721,On or near POCKTHORPE,E01026539,Broadland 018D,Investigation complete; no suspect identified
bbd6ec65aeb18d8bae1d88f903eca6159c77a418e1c99ffc59b2e331baaa28b8,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.272616,52.644516,On or near VALPY AVENUE,E01026828,Norwich 002A,Investigation complete; no suspect identified
8a80a8eca893777e7e246ba28b4f9b16c58dd780ab7b3554728de6d769c8cbd5,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.731741,52.593683,On or near COPPERFIELD AVENUE,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
5c3d2cee764cb80d0c6e9c59c5e27df6f8a0a53b0ee86d80f52c91a3d87276b5,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.166946,52.648631,On or near Park/Open Space,E01026895,South Norfolk 002D,Investigation complete; no suspect identified
b5c4a18c8466dba51fd43f62fba506700d832be736cb4bd3114dcfcae7e39464,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.347353,52.617756,On or near Parking Area,E01026937,South Norfolk 006G,Investigation complete; no suspect identified
99ab8036ca4c7d4afda214d2b2167e3f76e0aca695c88da85ccefadfa92bfe2f,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.304943,52.636369,On or near ANCHOR CLOSE,E01026848,Norwich 015A,Investigation complete; no suspect identified
37ea347becd152c762db887c481e3052281c297df4adc65aef7aae2aa0f34f59,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.241628,52.638758,On or near Supermarket,E01026867,Norwich 006E,Investigation complete; no suspect identified
a7dbead7fef6556ba6e07a4944f88a399c47f41e1e18b6dba0d4bfcf90712733,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.132843,52.827980,On or near HILL'S CLOSE,E01026733,North Norfolk 006C,Investigation complete; no suspect identified
8059c8fa606a52a4dab141d87594872b3ce41fea19377470a1ae4d0bf4c8479d,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.885160,52.436533,On or near THE STREET,E01026440,Breckland 014B,Investigation complete; no suspect identified
ae17d8dee447441eb56dab6c68471db81ecf9684b174029ec7865586b200b285,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.295166,52.628430,On or near CASTLE MEADOW,E01026822,Norwich 007A,Investigation complete; no suspect identified
ee2e33c14582b054afbe9baf78828a7cb6ac089bd8c65526fed960f4ab36144a,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.219322,52.599721,On or near PINFOLD ROAD,E01026715,King's Lynn and West Norfolk 016D,Investigation complete; no suspect identified
d6514e792a500c39781ced6f42356d4a4a5bc21d62a1e6b088a95853c24ce1df,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.248476,52.770073,On or near CRANE'S LANE,E01026501,Broadland 001C,Investigation complete; no suspect identified
7da0195ec3f3bfc8c1b240e00047c58947f130524e4a33a2e7390ff30cbeaf4b,2014-09,Norfolk Constabulary,Norfolk Constabulary,0.492397,52.748228,On or near Park/Open Space,E01026665,King's Lynn and West Norfolk 012A,Investigation complete; no suspect identified
1e3e6a7bf4ab851602b1b4557ae484a1e491e2daaf4d4f0ff920a4031e8a17ba,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.209914,52.645576,On or near Petrol Station,E01026925,South Norfolk 001F,Investigation complete; no suspect identified
7fd43b76a985a758391468a2ce698ee514883149fd9da0f4f76d49d7a48872fd,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.717979,52.561663,On or near Hospital,E01026617,Great Yarmouth 011A,Investigation complete; no suspect identified
0c10f5780f708853bfbb876e62db5d79b17642556fbfbba62fb54f777d86932f,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.351988,52.549434,On or near HOWE GREEN,E01026875,South Norfolk 006A,Investigation complete; no suspect identified
288b3f68d28ef361c4657f760f3d048ca71dfbadbe4160fcb748865565ebfe6b,2014-09,Norfolk Constabulary,Norfolk Constabulary,1.291634,52.770968,On or near THE STREET,E01026514,Broadland 003A,Investigation complete; no suspect identified
