Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a9e2e23413e99bd37cd599a3414b9723f2164533003b92f19dc0ddae39e2e786,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.431900,52.080012,On or near CLEMENTS LANE,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
b8c95fb08035a11e35d2e310e0a347f61a370ea9569b28eaf1dcdad722ae81a6,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.985272,52.192361,On or near SILVERDALE AVENUE,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
c6ef5d1ef16cacaf8e8d802c9793219fddb1decf6e104c263c23eae82a2b53b8,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.745461,52.469704,On or near CLEVELAND ROAD,E01030258,Waveney 007D,Suspect charged
308d0dcecf32dd15009b366e4556ae4d324ea1b9f0a30a3febab535015290a2f,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.741226,52.466834,On or near ONTARIO ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
51e1b57155c330cb377bd352ab537696e6edcd37d85f2e12b730c2019d37656d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.489496,52.219807,On or near THE LIMES,E01030209,Suffolk Coastal 003C,Investigation complete; no suspect identified
a2c7a904e31f1b795bda5f1c28df6fe0c1ab3cb527f441244202f0eb9cbea70f,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.916086,52.060199,On or near THE STREET,E01029911,Babergh 004F,Investigation complete; no suspect identified
19a04dc89e3e589156a1a34f1a6db578affabdc6948738e75c83a21b4957962c,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.145143,52.083624,On or near WETHERBY CLOSE,E01030033,Ipswich 001B,Investigation complete; no suspect identified
6630dd8cac900a4b40d6aab2ddad687d63cdc43f59309025d24026a3180b2ecc,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.412644,52.242640,On or near NAT FLATMAN STREET,E01032612,Forest Heath 008F,Investigation complete; no suspect identified
d21ab326f5ef38545318d293bc462ec5657c187536db94f62e29dbbbaae8f331,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.180188,52.068347,On or near LANCING AVENUE,E01029997,Ipswich 004A,Investigation complete; no suspect identified
dfc1b69d01cbf7666033bd5bc6156492f093ceab81f682a2146bed47f8db5a60,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.186129,52.060172,On or near MILTON STREET,E01030002,Ipswich 008A,Investigation complete; no suspect identified
5b330aaa47d47a2d64076ff096efe2e5965e208a39827f072b32819e658df924,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.186129,52.060172,On or near MILTON STREET,E01030002,Ipswich 008A,Investigation complete; no suspect identified
3faef985d28b764de2f5c5d2d4faf0699d8ef74b2194b6897fd9caf24dbe29f2,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.139071,52.062219,On or near PROSPECT ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
aba0e4d43f3ac1c0fa404bdca8bffd7a1754f8c02202f428e47cae0f78f94ceb,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.021109,52.195801,On or near SYCAMORE ROAD,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
656fad47fc44105f8f1a4fb9044638c39cbfdba4cf89321b6210e933dbaf6027,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.699943,52.264860,On or near SEVERN ROAD,E01030131,St Edmundsbury 003B,Investigation complete; no suspect identified
ffe41f33add1d85fa3fd0bfebcec5b2f0d47aa9bdee6b4dfade971eb1cd8d526,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.487981,52.215795,On or near CHAPEL ROAD,E01030209,Suffolk Coastal 003C,Investigation complete; no suspect identified
5602ff179d0dd1a1c31b24bbcdfb44da46155bdac15e1253d649f281e9bef6a4,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.718161,52.488467,On or near GORLESTON ROAD,E01030266,Waveney 003A,Investigation complete; no suspect identified
bf52777a9e6176e49c3f0d6bd12250b7d7e9be94ddb0673e8d4263e2f3ab0c69,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.490049,52.371232,On or near BROOM WALK,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
15a3b3c6862d184fd69ff2cdf71914c0cecf47a3e4737f5a1253dd3d4303f847,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.165810,52.049127,On or near JOHN STREET,E01033126,Ipswich 011F,Investigation complete; no suspect identified
69af4ede2cf85905ffb3364c53c484e7861aa274faf27c5b39995b5db44cc045,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.520273,52.309884,On or near HERRINGSWELL ROAD,E01033452,Forest Heath 005E,Investigation complete; no suspect identified
5ab14dcca4791606e3f5aa8b70a6e5d97a562995fe5831643846e9de64f637e5,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.382277,52.248652,On or near Race Track,E01029951,Forest Heath 008D,Investigation complete; no suspect identified
e18f65254de4463f4d2cdbf17e8fdfc657e0815151f507d71f97b1c0baea0cd2,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
6bd2e6c21413e3f48988f46b911a9d7117ea801c3e5ac1c86f519ff874c61889,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.121705,52.044837,On or near GANNET ROAD,E01030013,Ipswich 013B,Investigation complete; no suspect identified
e652604e40ef0e4933d9069e31c5edc24546facad397e845cd0b49c79d1a884e,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.116936,52.075632,On or near KERRY AVENUE,E01030029,Ipswich 003C,Investigation complete; no suspect identified
dc0a31d7671c61b7877ba910d208cab022b8aad62c6e0025153f351f5062f5d1,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.125103,52.084724,On or near BALLATER CLOSE,E01030035,Ipswich 001D,Investigation complete; no suspect identified
99dd02abda882b8802d7d6a82040c457d5d2e8e91ea51144f26b67aca8e52f54,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.092109,52.353946,On or near OLD BURY ROAD,E01030064,Mid Suffolk 001C,Investigation complete; no suspect identified
3dd6679f7d9d798c31a86453c96fcd4ade2900c78d7367c318e3eab2f5b39a11,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.425854,52.081566,On or near BURTON CLOSE,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
955231bef82e679a9486dfe22cb8e78b07dde5d2c19444aca1d65ffd8203e4f3,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.548229,52.119058,On or near HIGH HOUSE FARM ROAD,E01030199,Suffolk Coastal 007C,Investigation complete; no suspect identified
a835d60cab9b73387ec590f5641dc0cc8a6050f7dddbdbc14c359a14fbacd6d3,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.738469,52.461426,On or near HILL HOUSE GARDENS,E01030256,Waveney 007C,Investigation complete; no suspect identified
8a6d0db0b90cba4953ef6353638e991cac3acd45ad4b618d2b3f24bd86b2161e,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.713799,52.470110,On or near DELL ROAD,E01030290,Waveney 005E,Investigation complete; no suspect identified
c3d476c7f7145d0b31148fde3231d7b86cce608fe2b931ea387ab50d1dd9a88d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.153633,52.048141,On or near HARTLEY STREET,E01033130,Ipswich 012G,Investigation complete; no suspect identified
133e0aaad0a049e4c905ecd7fa2c99c40bad711068cfbe0d7fc1f9615b48d0f9,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.545390,52.314731,On or near HIGH STREET,E01029941,Forest Heath 005A,Investigation complete; no suspect identified
e36664ddc902a7e382aad16e9e6ba210d5f0fd5d333256ffdeb66ef343658474,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.187698,52.052908,On or near CORONATION ROAD,E01030006,Ipswich 008E,Investigation complete; no suspect identified
d57687e28d9ebab6f741ffa530d27366675565a64465ec13cefc04ef18ef4adf,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.112866,52.071054,On or near Sports/Recreation Area,E01030028,Ipswich 003B,Investigation complete; no suspect identified
57f330a626b4defa3bb1499300ea7826270dfcbc27314d726a5e6f3b3032ac8d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.134140,52.085141,On or near Supermarket,E01030035,Ipswich 001D,Investigation complete; no suspect identified
8aa83549c6ef499fcb0abe75a41aa1dea6a35737741d345ca357dbdd14b21efe,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.463670,52.077284,On or near JUSTINIAN CLOSE,E01030107,St Edmundsbury 014C,Investigation complete; no suspect identified
7acf8bb40b665ccbac64798776b802d7b81fb84077b06164c2105a1eea9f9295,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.437252,52.083948,On or near QUEEN STREET,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
a205fc15071f77c575ce82c0d84988480d2ac8e4c542e7826d283d9dbb3c9f24,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.536312,52.110832,On or near NORTH STREET,E01030120,St Edmundsbury 011A,Investigation complete; no suspect identified
7f2d2e41d1180052c900dc9c99fdd1c969366db4a3d8abd1f1a983f1e1557bb8,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.407742,52.102738,On or near HOMESTALL CRESCENT,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
df05ed188025a38ca6318fd6169ca98b4276bac4fd4aed3c10379fb68d0e364c,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.227335,52.108095,On or near WOOD FARM ROAD,E01030175,Suffolk Coastal 006A,Investigation complete; no suspect identified
d96b511ec12f33194114be0d2df684752ab66a010784fd17553eb505255649a2,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.321103,52.094605,On or near THE THOROUGHFARE,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
be9a06691bf155910d207f8651500670caa75e3beb93fefdefbd6fe0c057e6ce,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.751822,52.474702,On or near BON MARCHE,E01030250,Waveney 004D,Investigation complete; no suspect identified
bd14eb6c55d3d91cc899c5bed0b15b49a42fc7e0f6ec5132d7cbe86f68964d13,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.154515,52.055897,On or near OLD CATTLE MARKET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
a104ff6c5dcd8ddae624e0da309084233141995fcb3c5ce6f516b767d572a2b9,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.204871,52.027465,On or near NACTON ROAD,E01033127,Ipswich 014E,Investigation complete; no suspect identified
c3cc6ff4944845227141d5c7fa793d75ecd2d8065615d2dc6ef028ae579ba767,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.050118,52.004586,On or near WINDING PIECE,E01029903,Babergh 010E,Investigation complete; no suspect identified
83a50481f72c63010a5142731f05a3b24a4b78978aed1969549d02f9fad325f8,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.401676,52.245966,On or near ICEWELL HILL,E01029950,Forest Heath 008C,Investigation complete; no suspect identified
5066b2e9235a745666d34fc7590b956872e82fb75428ee72cb9af40caff56368,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.172557,52.044916,On or near CLIFF LANE,E01029992,Ipswich 011D,Investigation complete; no suspect identified
765dde4e79c3c90957e0f5a359f4787969acf56c09a62351ed6789ded06c2fb1,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.112484,52.047320,On or near LAPWING ROAD,E01030014,Ipswich 013C,Investigation complete; no suspect identified
d2b4e108fe27c3c3cf6102199877187ab3d67647ae3a20e58546ea00e3a70a15,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
5183fd908fd1cfed80cec799ad712fe86d17a784cfadff41863ef133dc5f4f61,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.122317,52.085383,On or near WHITTON LANE,E01030035,Ipswich 001D,Investigation complete; no suspect identified
8a7570a6801dd0a52ae0283e7fd0f55a5dd49ad497902b810170aec8c5755deb,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.429317,52.080839,On or near PRIMROSE HILL,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
2cbad565eeeba5961d7226e3eb06625453127d047361a583a06c02623f501178,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.329491,51.970148,On or near CHILDERS FIELD,E01030169,Suffolk Coastal 014D,Investigation complete; no suspect identified
743a96f595eac90ff60e50e6463c5893a69222ba4b35ee609c13a41cb45f3229,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.755555,52.483407,On or near MARINERS STREET,E01030247,Waveney 007A,Investigation complete; no suspect identified
77c3bb7d110942c800ba04c95972685c1cf516de0c1fc2ec0733c5fc1f49877d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.691958,52.532337,On or near BLACKSMITH'S LOKE,E01030259,Waveney 001D,Investigation complete; no suspect identified
e8b8d46f93bab76d2f5e03c5fb8ed2c48a0c2b4a456a02db8ecdd58c181cac51,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.156518,52.048297,On or near PURPLETT STREET,E01033122,Ipswich 012F,Investigation complete; no suspect identified
0118bcf25524eab63d87542668b75cf207eebd8b14557356e75bd18a22bd6102,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.161511,52.056834,On or near ST HELENS STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
27b9acc50018efcaabeb2287a2f8f07e9e67fc5536f27c63a618dad61e611c12,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.451327,52.051033,On or near Prison,E01033446,Suffolk Coastal 007H,Investigation complete; no suspect identified
18de8e8896eaa12e6c711c11a30ce0453b82f27874f1013b8c94fa4b0aa6e43b,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.186094,52.074222,On or near INVERNESS ROAD,E01030001,Ipswich 004E,Investigation complete; no suspect identified
70c55ee3af2c446bb9c1aa0b46c2854b338be1756a425646e320daa05147094e,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.137833,52.059760,On or near SURREY ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
df6dfad254b296736828aa78fdbf4c24ad48f6db685fca8a7686413e045977e4,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.133866,52.065208,On or near WINDSOR ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
ff33f08e3366d13290a4604f95c0057ad55bf841d081df686e72c8a6479a826d,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.996715,52.187781,On or near CHURCH WALK,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
1a03b5ee31d761055955c5a8e69ccd4d7f8933f35ebf2192647d4f98b8d92c5f,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.424144,52.078301,On or near IXWORTH ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
d036cdf9ee67b527e7b78ab24f9fd4628a64c64b66ac892cea4ed51300116861,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.425184,52.080519,On or near YORK ROAD,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
2b73404b58950384a7e38921323384fdbd842fc924544ba5e8bcf243a55c8c86,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.425359,52.090209,On or near CAMBRIDGE CLOSE,E01030118,St Edmundsbury 013D,Investigation complete; no suspect identified
9c2169d55184a5a71731ee25965b0bfd5331b2049795acd99b3618595ad840d6,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.363579,52.150397,On or near VINERY CLOSE,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
736a0c126dd1b9f0d0adbd959d18e6ba5aa4742c2119f70d87373002d6049786,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.740665,52.462481,On or near RECTORY ROAD,E01030256,Waveney 007C,Investigation complete; no suspect identified
e242df4e0052b1f5c34160cf9b6ca9c9b8299deaca91cfb1820ffe77ca1e4de2,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.712336,52.472153,On or near SOUTH ELMHAM TERRACE,E01030289,Waveney 005D,Investigation complete; no suspect identified
0ca53884ed2a2e823ea0987f42763b80c4456017fd473f9e836b495ee6852e0a,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.152191,52.057290,On or near KING STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
9182fc02db3e89833de1c0d646c58f3e0f0e121f014dc7983694d89c085fe7fa,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.408410,52.244525,On or near Shopping Area,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
c09a9b2c8a41433e592b324458179c25551e751777180d7e6a6a70c5118b9a45,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.198702,52.061324,On or near WOODBRIDGE ROAD EAST,E01029963,Ipswich 009A,Investigation complete; no suspect identified
507aeaea0c7a471e59152be6c2d1ae17fd698eedc7fe0cc18e39725cdde75d7a,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.190735,52.043741,On or near BADSHAH AVENUE,E01029996,Ipswich 014D,Investigation complete; no suspect identified
33da21515dc9db06ef7c14cbe58a4eb6d88604defc4b1b31a391d91b7f77cb1d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.191578,52.068857,On or near RENFREW ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
b1554d54d7d2671f809f1a76dce092e019325a5058e8ebba47d9accd4648d77b,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.127577,52.068964,On or near BROADMERE ROAD,E01030027,Ipswich 003A,Investigation complete; no suspect identified
33c670fa7c483f98d5c034c563b90862afc8f4c8e9140efde535767c31278d07,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.130355,52.085097,On or near BYRON ROAD,E01030035,Ipswich 001D,Investigation complete; no suspect identified
8bf3cb39c587bc80a285d4de92399149d5cf83a36e30f08c574681736a31b299,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.903369,52.239282,On or near PARNELL LANE,E01030051,Mid Suffolk 006A,Investigation complete; no suspect identified
f8c5de7de70223d06a5f61c62ce7c16b91feb1f4a73a3784581452bd35a1c4b4,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.995524,52.186606,On or near MARRIOTT'S WALK,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
5d52103cca5d4899929564f6cf73ffca09c9d3f534386477ff8b09f298108e0e,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.433764,52.078337,On or near Petrol Station,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
2c65f11999c398f0a5bdbc808051b74f1f673cd9eee1a75bb3ae6d792e13145c,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.736829,52.457187,On or near ROCHESTER ROAD,E01030276,Waveney 007E,Investigation complete; no suspect identified
2633fd5da5990528aedba216f91fe12dedd6430707fc0937ec280fc112bcc98a,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.665448,52.384758,On or near BONSEY GARDENS,E01030295,Waveney 014D,Investigation complete; no suspect identified
bbf3b18fe4af9abf08d74f396a11332ac7e650188a25a11a0eaa33de4fbb53db,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.155437,52.055728,On or near Bus/Coach Station,E01033125,Ipswich 007G,Investigation complete; no suspect identified
8a07aa2eac4bf06b62ea2493aa45ebb0849997e428d6adf968c5871dc8ea6bb5,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.496452,52.307872,On or near JUNIPER ROAD,E01033451,Forest Heath 005D,Investigation complete; no suspect identified
b746ef031d977ba74aec29b9de7d8096b899b9efbdd595304959979652ba6944,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.113700,52.073604,On or near MORGAN DRIVE,E01030028,Ipswich 003B,Investigation complete; no suspect identified
b18dbf9392a4f9a3b3dceb1a35e9cab90e30527906aed37c614f7fe2ea3f7fe2,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.915351,52.282154,On or near AUSTIN CLOSE,E01030040,Mid Suffolk 004A,Investigation complete; no suspect identified
695c9c0bfdd9e10fc107fcd86f9497acee683c0fd97d0be37d69cb5f0ef26161,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.951025,52.131330,On or near WARE ROAD,E01030070,Mid Suffolk 011E,Investigation complete; no suspect identified
05371df98f8f3e28f90d172387e1f84e485b10072f761e31638408b752e08397,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.438501,52.082771,On or near MARKET HILL,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
e8080e72f4a9c09669151c191fa9707064eb16a9d508e73bbbac35387f0ef406,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.437570,52.081208,On or near QUAKER'S LANE,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
ef0e7e6e5608c5a6a08799b0f96a80d61c1f6a4dd4ef9eae0ccc685948f67b82,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.431288,52.079764,On or near CLAYHIVE DRIVE,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
84a198ad618679baaa9dea344c5525713ee6715bfc345fb0aee0ac9a03f4a45c,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.550986,52.171090,On or near CROFT CLOSE,E01030150,St Edmundsbury 010C,Investigation complete; no suspect identified
f1f9ccb76570b3a66efbe7320b6f006f2f23f97e6c6101ad39265b18efea0304,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.594165,52.160561,On or near THE DRIFT,E01030152,Suffolk Coastal 004A,Investigation complete; no suspect identified
51fe817e3de583207ea280ff93af0d21d8407efc4de65cea010e8f92bbc30510,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.508512,52.353431,On or near BROADWAY DRIVE,E01030243,Waveney 015B,Investigation complete; no suspect identified
6d4b3ba8f7426193605b8b6bcc5b3170f6e4893895fa7b72dc2f71d0b29ddd18,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.740538,52.478334,On or near YORK ROAD,E01030264,Waveney 004E,Investigation complete; no suspect identified
a6d802736db9be0a5e66a05cac243c723f84ae10c8a7fa588479111dc0d2e47d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.716415,52.456941,On or near ALDWYCK WAY,E01030274,Waveney 008B,Investigation complete; no suspect identified
1fccc5a80954755c78334788446bfb7ae99c3f2d2eb8a6558ae221ba709dea2d,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
98d126711ccd5e51084f06f49a0b4b11ed495cb1d66aac7deb32648ea011b8f8,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.500382,52.307070,On or near THISTLE WAY,E01033451,Forest Heath 005D,Investigation complete; no suspect identified
e092863d9938ab8af282a2b666e3a980596c67e70ca2a344fdf2d2b066a4cfc7,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.138539,52.065255,On or near BLENHEIM ROAD,E01030022,Ipswich 006A,Investigation complete; no suspect identified
e2a557b4980ff57037f5d2f55c3de52d78f7a7d9090de8b9b4074b1adcda1662,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.152614,52.060391,On or near Parking Area,E01030025,Ipswich 006D,Investigation complete; no suspect identified
ff53ef11503af53769572558bbe335ed1d74eae79b9ea0125c4bd51dc5b6309b,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.146296,52.077396,On or near DALE HALL LANE,E01030033,Ipswich 001B,Investigation complete; no suspect identified
d0773d934d962ac814da58453582588ed55d5b82a4f42fa1ba89ef4ddc0411c3,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.135104,52.085780,On or near CARLYLE CLOSE,E01030035,Ipswich 001D,Investigation complete; no suspect identified
bf48a52f8779894ca5ea18410b4e7dac0856e5d9e9bf0cb0870bc5bcb17d4ff4,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.138400,52.188995,On or near Sports/Recreation Area,E01030083,Mid Suffolk 007C,Investigation complete; no suspect identified
8178b3906902600129d5d8b546e10b6bf4ca0bcf2e031278514d8f59e06ef2b4,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.427229,52.077590,On or near BUCKINGHAM ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
5c6de099e6a7ae4bcf94743ab3075456e4875a7313abf5368e90c8ba6e54f505,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.186202,52.120592,On or near WEYLAND ROAD,E01030221,Suffolk Coastal 006C,Investigation complete; no suspect identified
4f057953535c641a77b0a663dfa9dc96bfe7eb76158bdf1b776f1c41c8737f47,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.753313,52.476642,On or near Supermarket,E01030247,Waveney 007A,Investigation complete; no suspect identified
62446cc91facf57694675e0bcc96f05d121b7e9c234007c0a17e04de42d5f93b,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.730075,52.468896,On or near NOTLEY ROAD,E01030255,Waveney 005A,Investigation complete; no suspect identified
16ab926a0f88998e84d3331af279c41aaf6d96bb6cab59c95b024b8021e8c699,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.734445,52.486397,On or near Supermarket,E01030263,Waveney 005B,Investigation complete; no suspect identified
577c113f96af5b5876d34f66f50e674e0616a93c16697f40b808541ff05a5246,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.717151,52.463232,On or near Supermarket,E01030287,Waveney 008D,Investigation complete; no suspect identified
f192d7e7f282380e84ab16ca906b2ab70b1d2d28f6963ae1381cbf8adfe0dfc8,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.118152,52.074448,On or near Supermarket,E01030029,Ipswich 003C,Investigation complete; no suspect identified
f526acc9bcaecca005b06c9338d073c3cf603b0c5b11efb4d76c7615dd995a73,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
617664fd786a79ab93c9ee991b76691f469923b58d2797fbfed691a8414d3245,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.328554,52.380273,On or near B1123,E01030053,Mid Suffolk 003A,Investigation complete; no suspect identified
b3a117d81f8a045d2196ec2314fb61b6c6ceaef872567e6ed8a9eb3c794d05c9,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.987967,52.191528,On or near KENT ROAD,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
afe22592fa3ddb6d8f58e1e53e3aef8ad1a6d24bd03d48a6229ea3a72481d6e3,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.430135,52.077620,On or near CLARENDON ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
e388f6bd8cbedfececb13c1de85ce46bde8d16a42becc0f263b409b4d7d3ab07,2013-02,Suffolk Constabulary,Suffolk Constabulary,0.411802,52.088132,On or near APPLE ACRE ROAD,E01030117,St Edmundsbury 013C,Investigation complete; no suspect identified
c05911af91bf85cf218d2d36a3936f7280a4526edc0bfaa3867641765bd8e5a5,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.352091,51.962337,On or near VICTORIA STREET,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
e58a194fb16b6a8c451bd56ed5138133e3c0e7b23d23adca4accdde0e5bf9c02,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.574691,52.211497,On or near Sports/Recreation Area,E01030189,Suffolk Coastal 004E,Investigation complete; no suspect identified
dcd78c531f7280e88b8498e8b717d5016c56820ef9a7dc08d703f07d6539b3f6,2013-02,Suffolk Constabulary,Suffolk Constabulary,1.632267,52.277846,On or near BEACH ROAD,E01030222,Suffolk Coastal 001C,Investigation complete; no suspect identified
