Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6e347da27329119af8032ff4554930e37d1e42aab2eb8f6efaaa780cf72838d8,2013-02,Thames Valley Police,Thames Valley Police,-1.548796,51.934848,On or near MARSHALL CLOSE,E01028781,West Oxfordshire 001B,Suspect charged
b9f27f45720c99a88878d56aa6a0d28e3d4b33adbd1de7d7cbdfb5f7ba182d94,2013-02,Thames Valley Police,Thames Valley Police,-1.026789,51.441890,On or near TITHEBARN GROVE,E01016271,West Berkshire 008A,Investigation complete; no suspect identified
0e89b7fe5c0d70e3cb01dc02aa47e230eb1227b0ce296402c742a3d1c12961c0,2013-02,Thames Valley Police,Thames Valley Police,-0.636006,51.534723,On or near CALBROKE ROAD,E01016454,Slough 001E,Investigation complete; no suspect identified
57030bc6345234139328d89a731dbfbe2604ae5cc2f1949c623f18511347e2a8,2013-02,Thames Valley Police,Thames Valley Police,-1.220069,51.736008,On or near LITTLEHAY ROAD,E01028528,Oxford 015B,Investigation complete; no suspect identified
5485fe27c704c55e0cf6779b986177878119dcf2d90f32ceb1e8d0eba3cd687c,2013-02,Thames Valley Police,Thames Valley Police,-1.218217,51.731716,On or near Shopping Area,E01028529,Oxford 015C,Local resolution
aed89a64bdf1b6e80cda27ed05d30819d2dfe893798791efa36c46de5f52eb40,2013-02,Thames Valley Police,Thames Valley Police,-1.229629,51.744397,On or near Theatre/Concert Hall,E01028587,Oxford 011F,Investigation complete; no suspect identified
eaf96e73013838bc03668f684c6312d756ee0f814501b80e37f62b507ecdecb6,2013-02,Thames Valley Police,Thames Valley Police,-1.033977,51.426483,On or near Motorway Service Area,E01016269,West Berkshire 015C,Suspect charged
21e54494071b615e2d3162f2507871b8a9d3fbfe2bb4b9d4884416482a935b48,2013-02,Thames Valley Police,Thames Valley Police,-1.074537,51.433689,On or near Parking Area,E01016345,West Berkshire 009D,Offender given a drugs possession warning
7b11084d9d8e4084c800506e55b648ec95a780b967d6f40cd7fb7e0a326a5620,2013-02,Thames Valley Police,Thames Valley Police,-1.040719,51.441096,On or near KIRKSTALL COURT,E01016272,West Berkshire 006D,Investigation complete; no suspect identified
5485fe27c704c55e0cf6779b986177878119dcf2d90f32ceb1e8d0eba3cd687c,2013-02,Thames Valley Police,Thames Valley Police,-1.218217,51.731716,On or near Shopping Area,E01028529,Oxford 015C,Offender given a drugs possession warning
5485fe27c704c55e0cf6779b986177878119dcf2d90f32ceb1e8d0eba3cd687c,2013-02,Thames Valley Police,Thames Valley Police,-1.218217,51.731716,On or near Shopping Area,E01028529,Oxford 015C,Offender given a caution
f9264412681a86dae8c676d1472367ffbb89faf3796c021f8ee2db4b47f22f39,2013-02,Thames Valley Police,Thames Valley Police,-1.044673,51.441210,On or near BARCLAY ROAD,E01016275,West Berkshire 008C,Investigation complete; no suspect identified
ef5fcacea9c40b2b61628aae4f26c46b91d13442fe16fb1642bcb4eebbfe6d5f,2013-02,Thames Valley Police,Thames Valley Police,-0.992983,51.457925,On or near AUDLEY STREET,E01016360,Reading 007D,Suspect charged
8ac3579da93dec5d7b044c111e89bc4eb1fd52aefc53af8e5dc2465415e6456b,2013-02,Thames Valley Police,Thames Valley Police,-0.572892,51.487402,On or near M4,E01016564,Windsor and Maidenhead 011A,Investigation complete; no suspect identified
e891f2610e4ca40d257e1b16dff166fb8d9593d439fd2f9cced1a84a8312aa44,2013-02,Thames Valley Police,Thames Valley Police,-0.575685,51.480044,On or near MONTAGU ROAD,E01016566,Windsor and Maidenhead 011C,Investigation complete; no suspect identified
a0138c9d5180bb3cc8f3a4be22061d2e44e89a74c309eaaa22b4022851c34968,2013-02,Thames Valley Police,Thames Valley Police,-0.801420,52.052891,On or near WHITE ALDER,E01016819,Milton Keynes 012C,Investigation complete; no suspect identified
0cb463ac333d95d65a266a15605cad3c92c15f8dddc5d368c710455840d1aacd,2013-02,Thames Valley Police,Thames Valley Police,-0.822318,52.054037,On or near COTMAN CLOSE,E01016840,Milton Keynes 010D,Investigation complete; no suspect identified
6a5e6477b429862746192dfcbed9f9f0714f798fe3b5f9daceab23e3f36a4ad2,2013-02,Thames Valley Police,Thames Valley Police,-0.789895,52.008204,On or near OXHOUSE COURT,E01016753,Milton Keynes 025C,Investigation complete; no suspect identified
07aff15ce695f8658988f3f69f4d7f4e1d82fd158889bccaf8c8ec09268b34c1,2013-02,Thames Valley Police,Thames Valley Police,-0.854248,52.056698,On or near CHURCH STREET,E01016818,Milton Keynes 010C,Investigation complete; no suspect identified
cebb47b3af99a491c725fe7262c7f5f44e58efd5d5a4ed05138df01c6ea5962b,2013-02,Thames Valley Police,Thames Valley Police,-0.806655,52.061674,On or near ST GEORGES WAY,E01016841,Milton Keynes 008D,Investigation complete; no suspect identified
59190fc7826659ddc9f292a46dfc2fb3c24ff66be7eb6085c67488dad4bea92a,2013-02,Thames Valley Police,Thames Valley Police,-0.831429,52.049713,On or near SHEPHERDS,E01016811,Milton Keynes 012B,Investigation complete; no suspect identified
0566580dbd92f32b84533f825fc49b65b6ed79a2d9bf6ad62cf1e4598b3cfa66,2013-02,Thames Valley Police,Thames Valley Police,-0.813791,52.053834,On or near FRANKLINS CROFT,E01016839,Milton Keynes 012D,Suspect charged
cf5f16232f9d3a5ff34f9ee2b9d4536e7106fa9c519fc294db04e45cea0377dc,2013-02,Thames Valley Police,Thames Valley Police,-1.601308,51.760019,On or near HOME CLOSE,E01028771,West Oxfordshire 014A,Offender given a drugs possession warning
2218d293ccb6cbb3ce0676b4f6e63b4842cc1752cd97756b7df2153097916dd1,2013-02,Thames Valley Police,Thames Valley Police,-0.635660,51.519279,On or near CARDIGAN CLOSE,E01016467,Slough 006A,Investigation complete; no suspect identified
bf7991811d989274e3f8a8889877d07c5b562fd3735b3ec0873a25b9607e2ddc,2013-02,Thames Valley Police,Thames Valley Police,-0.813791,52.053834,On or near FRANKLINS CROFT,E01016839,Milton Keynes 012D,Investigation complete; no suspect identified
94020b56cc617ce315d9504d5cbbe4eb61a40976909ef4871d57a1594085f7b2,2013-02,Thames Valley Police,Thames Valley Police,-1.335312,52.061102,On or near PEPPER ALLEY,E01028435,Cherwell 004A,Offender given penalty notice
0a1df0e2dea77fdf114a83e600ea4733cd949ddbd4d9391bc18ce706f4edb9af,2013-02,Thames Valley Police,Thames Valley Police,-0.833856,51.825019,On or near MONMOUTH CLOSE,E01017708,Aylesbury Vale 012D,Investigation complete; no suspect identified
eb4da48919eca9ddb425238b904acc962a96f82e0edd693d5aa2b209eca0965b,2013-02,Thames Valley Police,Thames Valley Police,-1.346272,51.704005,On or near A420,E01028739,Vale of White Horse 003B,Investigation complete; no suspect identified
b5d6fb89184a0a2f706afd6ece5030a1c49c5253372f43fdd39f3aea953346af,2013-02,Thames Valley Police,Thames Valley Police,-0.970339,51.437595,On or near ARKWRIGHT ROAD,E01016377,Reading 017C,Investigation complete; no suspect identified
3fb77b1a946e8cf05c25974f6d2bd9413ffe8a9de5d3282bfcc318b1fc1a224d,2013-02,Thames Valley Police,Thames Valley Police,-1.360795,52.064129,On or near GREYS CLOSE,E01028454,Cherwell 005F,Suspect charged
1cc5746eb5189d89992093fca9414dca8d0692fce775c4a52eeddf5fc413e162,2013-02,Thames Valley Police,Thames Valley Police,-1.156591,51.891783,On or near Shopping Area,E01028468,Cherwell 015D,Offender given penalty notice
001a0eeb84b49c55ff1f60c14ca6978aa5d3d8e29c0f9f2d08e00837ea94247d,2013-02,Thames Valley Police,Thames Valley Police,-0.803238,51.806980,On or near BYRON ROAD,E01017687,Aylesbury Vale 019A,Investigation complete; no suspect identified
6e0415b4c6869e9a88f425f9e76bcd18ed0c72a7e792fc0af31af1082b796e8c,2013-02,Thames Valley Police,Thames Valley Police,-0.559708,51.497645,On or near STANTON WAY,E01016500,Slough 012A,Offender given penalty notice
d336ab4485ee558b0ac06d6aa18be9db9674e6cd0131bf25c1e70db398db5a3c,2013-02,Thames Valley Police,Thames Valley Police,-0.996713,51.454540,On or near PRINCE OF WALES AVENUE,E01016357,Reading 008B,Investigation complete; no suspect identified
82554e083fb72299d3a0823efbac1a3790a595a517a668c6a8567ca53a3fb3bd,2013-02,Thames Valley Police,Thames Valley Police,-0.573917,51.630792,On or near MILTON HILL,E01017761,Chiltern 010C,Investigation complete; no suspect identified
f45557c5f6a2ff025f2cd8716db6657d3312792ee510a172308602e9fd0dd36b,2013-02,Thames Valley Police,Thames Valley Police,-0.712548,51.612980,On or near RUGBY RISE,E01017908,Wycombe 016A,Investigation complete; no suspect identified
3edb967521a70d4ce0716b96a11ab22c2434267b2a50581265c35d7734782660,2013-02,Thames Valley Police,Thames Valley Police,-1.359317,52.060318,On or near FIENNES ROAD,E01028450,Cherwell 005B,Suspect charged
0be69929476d41869331b6cf41433af527f923437968a8b8282343aee25d7ab2,2013-02,Thames Valley Police,Thames Valley Police,-1.326132,52.066310,On or near WEST STREET,E01028440,Cherwell 004F,Offender given a caution
58faa85e40cd75e6df4df93e63c3ab4e2e0ac9badbfb6205871073b9deea7fed,2013-02,Thames Valley Police,Thames Valley Police,-0.712870,51.625087,On or near LANCE WAY,E01017900,Wycombe 014B,Investigation complete; no suspect identified
271ebc704d47ec35578cf0027791f2e8a44e5bc4977bcc8b41241faf46fc53ce,2013-02,Thames Valley Police,Thames Valley Police,-0.834343,51.621428,On or near PROSPECT COURT,E01017855,Wycombe 017D,Local resolution
1f184636bdcb8b24558dabe32ad6d4139ef222eb8205de15dd62b030e12e85aa,2013-02,Thames Valley Police,Thames Valley Police,-0.834388,51.720534,On or near RECTORY COURT,E01017931,Wycombe 001C,Investigation complete; no suspect identified
17ab7ba4c4a1f727c06ef063b2ecb046541f018674a49ea6712eec0dd2058307,2013-02,Thames Valley Police,Thames Valley Police,-0.659264,51.533183,On or near CHURCH STREET,E01017804,South Bucks 007A,Investigation complete; no suspect identified
4acf329eb63a4200512de9b112ef1da1ad4940b7864f5362052f203bbffa137e,2013-02,Thames Valley Police,Thames Valley Police,-0.572667,51.483074,On or near LINK ROAD,E01016564,Windsor and Maidenhead 011A,Investigation complete; no suspect identified
dd562d1b2e4488d65e997c6613416ecfa5a067490c04bfbad6995b03b21e3361,2013-02,Thames Valley Police,Thames Valley Police,-0.835618,51.408738,On or near DENMARK STREET,E01016696,Wokingham 013E,Offender given penalty notice
4dd8ff15d926dd91fd2edb7b3e4fa84829418821e0fcb8e3d325d20aa4fd782e,2013-02,Thames Valley Police,Thames Valley Police,-0.650480,51.514289,On or near THE GREENWAY,E01016472,Slough 006F,Investigation complete; no suspect identified
c1d75ede911bf182a7cf360c091a03885d3e92df2bfc878775f536c5ae1aad9d,2013-02,Thames Valley Police,Thames Valley Police,-0.717854,51.525575,On or near Hospital,E01032733,Windsor and Maidenhead 005G,Offender given a drugs possession warning
7e0a35115f6afb030bea6b35290bbfcde7aebf116b7144b33076c783085acb3f,2013-02,Thames Valley Police,Thames Valley Police,-0.708624,51.526247,On or near AUCKLAND CLOSE,E01016585,Windsor and Maidenhead 004B,Investigation complete; no suspect identified
89aba94143ba6e775483e5533384de7b0ec3574252a7b869b478a4fae387c426,2013-02,Thames Valley Police,Thames Valley Police,-0.777653,51.635679,On or near PARK VIEW COURT,E01017913,Wycombe 012C,Investigation complete; no suspect identified
994bd80c5419b9eda2492f32fc3f4f97de979da014c9ee4b0109a70e76e4188d,2013-02,Thames Valley Police,Thames Valley Police,-1.296507,51.828902,On or near CHARLBURY CLOSE,E01028490,Cherwell 017C,Investigation complete; no suspect identified
3c9fe861e28646e080bcf88661b4edc5cb8929ef0ce69c15ee8c773ca57158f8,2013-02,Thames Valley Police,Thames Valley Police,-1.322643,51.405604,On or near Parking Area,E01016346,West Berkshire 019B,Suspect charged
101bf515c2a60be423872b9fabbd9a9b199582ad021f388d26280de12c76211f,2013-02,Thames Valley Police,Thames Valley Police,-1.187678,51.764885,On or near COLWELL DRIVE,E01028515,Oxford 007A,Investigation complete; no suspect identified
1ff92cda2f44c7b354ffc23b12fa8e94c74f06ff9c5bf475353080591b62ddb4,2013-02,Thames Valley Police,Thames Valley Police,-1.255447,51.739502,On or near LAKE STREET,E01028541,Oxford 012A,Offender given a caution
f85ac40f92186c50e6a1cd875809972878ab5aa6334bd1fc5c908abd53b28c11,2013-02,Thames Valley Police,Thames Valley Police,-0.981849,51.519755,On or near SEDGEWELL ROAD,E01028665,South Oxfordshire 020D,Suspect charged
b49adccfe19c5c21df48e6e0669366f54e03d6701d51f91f0f985d4e05be1e8d,2013-02,Thames Valley Police,Thames Valley Police,-0.882552,51.428042,On or near DELANE DRIVE,E01016704,Wokingham 009E,Investigation complete; no suspect identified
5e03bc1390fe945e4774781ee603e8237b5df7f63aad3cd57410efa896dca911,2013-02,Thames Valley Police,Thames Valley Police,-1.153761,51.894703,On or near OLD PLACE YARD,E01028468,Cherwell 015D,Investigation complete; no suspect identified
446fe2fbb2308b80c457a61653ceec3f6aee393105f341fb14c8be849a50c2a0,2013-02,Thames Valley Police,Thames Valley Police,-0.828997,51.827165,On or near LAY ROAD,E01017667,Aylesbury Vale 013C,Investigation complete; no suspect identified
3a22c2260e9c855657aa9f933f02dbf1882a51bb11210ffdd83a15c82b95dd8a,2013-02,Thames Valley Police,Thames Valley Police,-0.737495,51.631577,On or near Sports/Recreation Area,E01017850,Wycombe 010A,Suspect charged
43d324eae8be8e1efe6f46e1023138cb62be3d4aa511d24a6b66c0a636cc6f23,2013-02,Thames Valley Police,Thames Valley Police,-1.546833,51.793017,On or near Parking Area,E01028794,West Oxfordshire 007D,Investigation complete; no suspect identified
86cb55e4936424ac9ecf5931d21850c0fff67020cb5497cd406457dbab6a9a4c,2013-02,Thames Valley Police,Thames Valley Police,-0.962817,51.483217,On or near Supermarket,E01016407,Reading 001A,Investigation complete; no suspect identified
ce8efae151fa9548075568174acd235f328555c5f93623cd040a9dc6de282a81,2013-02,Thames Valley Police,Thames Valley Police,-0.751846,51.630930,On or near THE CHILTERNS SHOPPING CENTRE,E01017839,Wycombe 015D,Investigation complete; no suspect identified
08130a696223a0d9f4e439254879c1428668e803b99aa56ad13f4529d4301da6,2013-02,Thames Valley Police,Thames Valley Police,-1.504390,51.789367,On or near LANCUT ROAD,E01028809,West Oxfordshire 009A,Investigation complete; no suspect identified
2fdc201bd914656320ad2842ec90c7c6eb0fd2f0fee8f13f99c37d4520696f27,2013-02,Thames Valley Police,Thames Valley Police,-0.731130,51.644267,On or near Supermarket,E01017920,Wycombe 008A,Investigation complete; no suspect identified
78b1e5641f0715fe4521be2938a1762b2b71b469d3c279f32c24a519126c0d14,2013-02,Thames Valley Police,Thames Valley Police,-0.819355,51.807440,On or near HAMPDEN GARDENS,E01017711,Aylesbury Vale 018C,Suspect charged
ecc084c225f4beb1ef105366040d540c9b5ee781fa973bfafd53f75fbeb03b5d,2013-02,Thames Valley Police,Thames Valley Police,-0.497991,51.566829,On or near DENHAM WAY,E01017812,South Bucks 003C,Investigation complete; no suspect identified
da975beca3cfad28fefbfc1db6ff59e4ba525b6e7cedf120f3b59fc223f6ccfe,2013-02,Thames Valley Police,Thames Valley Police,-0.618155,51.483799,On or near DUKE STREET,E01016547,Windsor and Maidenhead 012B,Suspect charged
ddcc4a117455a62c5e534006cf2a5cce5137fd69f1012a32c892eb48490e9619,2013-02,Thames Valley Police,Thames Valley Police,-0.722373,51.520202,On or near KEYS PLACE,E01032734,Windsor and Maidenhead 005H,Investigation complete; no suspect identified
e562744c0ff336694f5ad054fd7736c8d1e6984dd4eacca89c92f848c7b29e40,2013-02,Thames Valley Police,Thames Valley Police,-0.752476,51.991567,On or near ORCHARD CLOSE,E01016711,Milton Keynes 031A,Investigation complete; no suspect identified
e3e4c144fbc9cd76a5575a3b9823f7b6922b1c59103e4eff2dfc424e14d5d181,2013-02,Thames Valley Police,Thames Valley Police,-1.469788,51.786419,On or near OXFORD HILL,E01028811,West Oxfordshire 008B,Investigation complete; no suspect identified
466c1705eba2c0083918b93100b9e14905cd9f8b8a6fb7a76f31e69833cbda56,2013-02,Thames Valley Police,Thames Valley Police,-0.755944,51.635334,On or near FLITCROFT LEA,E01017858,Wycombe 006B,Investigation complete; no suspect identified
3fbbbf5b6f503d7b5a4a98e9c510c0267a07210cd41f5c6e259ab86111023706,2013-02,Thames Valley Police,Thames Valley Police,-1.499414,51.787071,On or near UNION WAY,E01028808,West Oxfordshire 010B,Investigation complete; no suspect identified
4c340ec4d1653784727ac3ec27a56af71db1f8c8b2d96923655b3d5b2fae9c21,2013-02,Thames Valley Police,Thames Valley Police,-1.199880,51.728752,On or near BOBBY FRYER CLOSE,E01028519,Oxford 017C,Suspect charged
5587b8792d208eac7160e462227d7420b228be5176233baa357765c158192f7c,2013-02,Thames Valley Police,Thames Valley Police,-0.611270,51.481002,On or near PEASCOD STREET,E01016545,Windsor and Maidenhead 012A,Offender given a caution
05dccf712a1ab3ba321226bf7bf75e549ce3a73f4268ac1fb6b193ab9cd13bd6,2013-02,Thames Valley Police,Thames Valley Police,-1.229541,51.729130,On or near HUNSDON ROAD,E01028578,Oxford 015F,Investigation complete; no suspect identified
64bc4c62608960cb8c6a96972b7e744317ccba48d7fc16e6220f885b2c67616e,2013-02,Thames Valley Police,Thames Valley Police,-1.267852,51.758767,On or near CARDIGAN STREET,E01028550,Oxford 009C,Investigation complete; no suspect identified
a12cae26532e6a89ceb928f49091a39cbdef72e6cab30e82cd230615ca185bbe,2013-02,Thames Valley Police,Thames Valley Police,-0.690299,51.600694,On or near CLAPTON APPROACH,E01017934,Wycombe 019A,Investigation complete; no suspect identified
06400ebb6c2114433ba022c935dbeeeffee86b3265f7c367d6293140e9ee2b11,2013-02,Thames Valley Police,Thames Valley Police,-1.235888,51.740005,On or near IFFLEY ROAD,E01028545,Oxford 014A,Investigation complete; no suspect identified
2bc5d8c0dfb2a3fe03e7161216b1194fcae47d622cf231d3ccef38c8c42d6d75,2013-02,Thames Valley Police,Thames Valley Police,-0.574167,51.505186,On or near LANGLEY ROAD,E01016515,Slough 011E,Investigation complete; no suspect identified
80bf3c13abf79e7498cc5a7d258af9db0bb553577532f7ef9b9c0c62cfa6c05c,2013-02,Thames Valley Police,Thames Valley Police,-0.933017,51.424736,On or near Supermarket,E01016653,Wokingham 008C,Investigation complete; no suspect identified
5b9bada3f6e4f88bafbce9d6d0a0f9bf9e86054015aa3d694d39f5a028d2111e,2013-02,Thames Valley Police,Thames Valley Police,-0.655300,51.476389,On or near GUARDS ROAD,E01016558,Windsor and Maidenhead 013D,Investigation complete; no suspect identified
cc1e0cf87280ccb032c2d61a4a34c596c9272491fb612b37e6daa49fb056fc07,2013-02,Thames Valley Police,Thames Valley Police,-1.252343,51.401967,On or near THE HOLLANDS,E01016337,West Berkshire 017C,Suspect charged
69131d3633bdf9030381b49488f905ead5f0bdb0441f3b6a7b7abed90f5e5cee,2013-02,Thames Valley Police,Thames Valley Police,-1.339914,52.060598,On or near Parking Area,E01028435,Cherwell 004A,Local resolution
0e22d18db4770a9cbe025b5f36830d6e416650044f6a5e44cdf4d3d011920083,2013-02,Thames Valley Police,Thames Valley Police,-0.499842,51.579873,On or near STATION PARADE,E01017810,South Bucks 003A,Investigation complete; no suspect identified
4064ee9a6d789d562bdc4901db79ccf3383d55db6651c11385d73a3cd884cf2d,2013-02,Thames Valley Police,Thames Valley Police,-0.970605,51.455869,On or near Shopping Area,E01033415,Reading 011F,Offender given a caution
657e6b3af90c911f2785a7087b50a8b77e408368b4c2e4dc1bfafe579c0891b4,2013-02,Thames Valley Police,Thames Valley Police,-0.795068,51.821283,On or near HADDINGTON WAY,E01017698,Aylesbury Vale 014B,Investigation complete; no suspect identified
bbfb85f842b0907e2df571bbd5f98a6430351826b2c81b84193da19c763e00bf,2013-02,Thames Valley Police,Thames Valley Police,-1.258756,51.752371,On or near CLARENDON SHOPPING CENTRE,E01028521,Oxford 008A,Offender given a caution
0dbaeb5ea9bd730b8bac4eb75d033f2283514a303a9c7e2d84e9686a17131c41,2013-02,Thames Valley Police,Thames Valley Police,-0.606950,51.485716,On or near FARM YARD,E01016567,Windsor and Maidenhead 010B,Investigation complete; no suspect identified
f9eefd9d734ccda3929bb808226b8cdfe55c583edf853c95d0ade47082fd193b,2013-02,Thames Valley Police,Thames Valley Police,-0.636880,51.484692,On or near RAYS AVENUE,E01016552,Windsor and Maidenhead 012D,Investigation complete; no suspect identified
18a0398bb51c4c640ea9ebc82db4a010cec2e898565ae691ae63d369f16b0190,2013-02,Thames Valley Police,Thames Valley Police,-0.954808,51.469424,On or near LUSCOMBE CLOSE,E01016367,Reading 004E,Offender given a caution
319790f687c2545897bed90078c96476513622e97330a709821584a6082e04cf,2013-02,Thames Valley Police,Thames Valley Police,-0.756213,51.640822,On or near TANCRED ROAD,E01017859,Wycombe 006C,Investigation complete; no suspect identified
b7b1ba19bb96be0222dcae9a679e7ebd5c60a3af2a574cdb4bd7455221de0311,2013-02,Thames Valley Police,Thames Valley Police,-0.944076,51.430411,On or near SOUTH DRIVE,E01016371,Reading 016B,Investigation complete; no suspect identified
cc7e085eba76df59e8c87c87fde1a31b197b5d90867f97e4bffff104feb1129e,2013-02,Thames Valley Police,Thames Valley Police,-1.222111,51.762142,On or near STAUNTON ROAD,E01028534,Oxford 006A,Investigation complete; no suspect identified
3d29393031df3d41a27bbf13cfa7d79761cb38ed242b488a8b8e195252ab001c,2013-02,Thames Valley Police,Thames Valley Police,-0.637639,51.527827,On or near GREYSTOKE ROAD,E01016498,Slough 003F,Investigation complete; no suspect identified
dec51c3fc55ce1a044633be2857524b6f66baaebe3c395179de48dbcd6f783df,2013-02,Thames Valley Police,Thames Valley Police,-0.785125,51.629651,On or near NEW ROAD,E01017911,Wycombe 012A,Investigation complete; no suspect identified
0d8a4fd994b9cd010f9d199a922b80030f7f561ade85df2448a8a654eb188de8,2013-02,Thames Valley Police,Thames Valley Police,-0.816339,52.060630,On or near JERSEY ROAD,E01016836,Milton Keynes 008A,Investigation complete; no suspect identified
0ab5e1026e1c1d3663000389b24822db95d175e627e623d7a0e147d56fc5842b,2013-02,Thames Valley Police,Thames Valley Police,-0.628921,51.534919,On or near MANFIELD CLOSE,E01016451,Slough 001B,Suspect charged
5a7e883ef6ea4cbd564e15888c11d491fb43fc7081867d2e30ef4811b3f5c7f5,2013-02,Thames Valley Police,Thames Valley Police,-1.335312,52.061102,On or near PEPPER ALLEY,E01028435,Cherwell 004A,Investigation complete; no suspect identified
d5d2bfcd5f0ebbb69d6f793e5caa672f884cd15d1b20c2830ef7bdb6c565b410,2013-02,Thames Valley Police,Thames Valley Police,-0.903421,51.659157,On or near COOPER'S COURT ROAD,E01017917,Wycombe 004C,Investigation complete; no suspect identified
c2b6fdebad154c382ee4a16e80ef3bd550d2625238d3568bc0acc7eb51133f5e,2013-02,Thames Valley Police,Thames Valley Police,-0.723327,51.979988,On or near CULLEN PLACE,E01016742,Milton Keynes 032A,Investigation complete; no suspect identified
faeefa9346d034e1d094dcff821f238d681e777c859af3a2a7d44dd31b846321,2013-02,Thames Valley Police,Thames Valley Police,-0.738590,51.421447,On or near FIELD PARK,E01016245,Bracknell Forest 003D,Investigation complete; no suspect identified
f7bbca7230b7f05b3353715c3aa309cb70020ad53b5da80e3e7ba2e481dad49c,2013-02,Thames Valley Police,Thames Valley Police,-1.236224,51.747569,On or near COWLEY ROAD,E01028588,Oxford 011G,Investigation complete; no suspect identified
16085764e8cf318709381d2a871d27587fd07a60b8ec684fe156b5c67fc95bda,2013-02,Thames Valley Police,Thames Valley Police,-1.230966,51.710005,On or near CHURCH ROAD,E01028657,South Oxfordshire 006E,Investigation complete; no suspect identified
9091cc587bdb356eae27e284c405af0e3ac15cd00633574320d834ac1a226b4e,2013-02,Thames Valley Police,Thames Valley Police,-0.740809,51.570279,On or near STONE HOUSE LANE,E01016533,Windsor and Maidenhead 002D,Investigation complete; no suspect identified
39632d2488412d3d096c20049c3b4c2002ae1d3de6da0d35cc281207dcd2f0b5,2013-02,Thames Valley Police,Thames Valley Police,-1.256653,51.752556,On or near Shopping Area,E01028521,Oxford 008A,Investigation complete; no suspect identified
cb7d103580d4b6aef26f030c9d834542931e3135b794202f7a98965524148520,2013-02,Thames Valley Police,Thames Valley Police,-0.834621,52.059859,On or near HARNETT DRIVE,E01016840,Milton Keynes 010D,Investigation complete; no suspect identified
6b6f9c548cddb0e1cf1e0b7f040ce42432be9786ee2f8190ec71df718a483375,2013-02,Thames Valley Police,Thames Valley Police,-0.720836,51.523089,On or near Shopping Area,E01032734,Windsor and Maidenhead 005H,Investigation complete; no suspect identified
de7f0df00df37de6d31dcc908cc94914072f638185f85c6e267cbe9f62bc9e92,2013-02,Thames Valley Police,Thames Valley Police,-1.220422,51.741585,On or near Sports/Recreation Area,E01028532,Oxford 013B,Investigation complete; no suspect identified
1d36b17bd51aac34377123b8448db9f0226b9be013cd3a7c2f7c11b01526db46,2013-02,Thames Valley Police,Thames Valley Police,-0.602892,51.509614,On or near EVERARD AVENUE,E01016464,Slough 009C,Suspect charged
03b991b3b100d6659a7a8c6adf5c4d44e7d03252f5c2f64055a30ed1502cf497,2013-02,Thames Valley Police,Thames Valley Police,-1.199982,51.720471,On or near Further/Higher Educational Building,E01028520,Oxford 018A,Investigation complete; no suspect identified
0e0d00ac0931a29c5e6c318107e78c4efad3a8419dddc234cf3f7b5e64ffbef7,2013-02,Thames Valley Police,Thames Valley Police,-0.739374,51.402330,On or near FARINGDON DRIVE,E01016225,Bracknell Forest 007A,Investigation complete; no suspect identified
510f1a273b54131f908ab0abae1703db70aa2ed890ab3b1fa039a84dd6d26e2c,2013-02,Thames Valley Police,Thames Valley Police,-0.658551,51.533895,On or near HIGH STREET,E01017804,South Bucks 007A,Investigation complete; no suspect identified
08e2b46b125a7026a70792afa73ad6f63be7eaf809887d58663dc30d7179a5ce,2013-02,Thames Valley Police,Thames Valley Police,-0.618605,51.530401,On or near WESTFIELD ROAD,E01016484,Slough 002B,Investigation complete; no suspect identified
2ac8870a20ff3cfc9d5944db5e7a7d8c114f59710a010fb3cc74495ecc249543,2013-02,Thames Valley Police,Thames Valley Police,-0.607696,51.529292,On or near ST ELMO CRESCENT,E01016449,Slough 004F,Investigation complete; no suspect identified
02333f155b8930bef1ce64d88d0e1c9d71db01ac51dbb4d68c41a1bf082cbee8,2013-02,Thames Valley Police,Thames Valley Police,-0.810242,52.061171,On or near THE SQUARE,E01016837,Milton Keynes 008B,Suspect charged
92545b11740c0abb03251cd56cdad9114de36aca9be9067ee5bace6c213d1837,2013-02,Thames Valley Police,Thames Valley Police,-0.510968,51.482244,On or near Sports/Recreation Area,E01016482,Slough 014D,Investigation complete; no suspect identified
89c2b81480fa1c1dcda5939a13fe602d59450fbe589456e83595c2c821d3616a,2013-02,Thames Valley Police,Thames Valley Police,-0.568256,51.508045,On or near BRACKENFORDE,E01016510,Slough 010E,Investigation complete; no suspect identified
6e09ee5b674656bea7c4df3f2292c9173b52df833ca8a857ba19aa57253a2bf9,2013-02,Thames Valley Police,Thames Valley Police,-1.251521,51.603563,On or near SAMOR WAY,E01028636,South Oxfordshire 014C,Suspect charged
2003b0041f082db29220ceb059fb3c8511bea26564dd55d28558f0f2286c20c8,2013-02,Thames Valley Police,Thames Valley Police,-0.760665,51.574483,On or near SAVILL WAY,E01017896,Wycombe 023B,Investigation complete; no suspect identified
4b0a4d14af43c1052c8365b64fd42d0f02a0e6e29fcfff8d35eb7542cde105f6,2013-02,Thames Valley Police,Thames Valley Police,-0.750175,51.632315,On or near PRIORY AVENUE,E01017923,Wycombe 008D,Suspect charged
