Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2015-03-01T00:00:00+00:00,,,50.804344,-1.989731,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2015-03-01T00:00:00+00:00,,,50.756257,-2.211747,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,51.010399,-2.192734,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2015-03-01T00:00:00+00:00,,,50.729503,-1.796842,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-01T00:00:00+00:00,,,50.688908,-1.938976,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-01T00:00:00+00:00,,,50.812266,-1.906711,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,50.597202,-2.465435,Male,25-34,Mixed - Any other Mixed ethnic background (M9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2015-03-01T00:00:00+00:00,,,50.727005,-1.838747,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,,
Person search,2015-03-01T00:00:00+00:00,,,50.930118,-2.496400,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-01T00:00:00+00:00,,,50.678032,-2.229963,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,50.723421,-1.955195,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-01T00:00:00+00:00,,,50.866631,-2.155336,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,51.010399,-2.192734,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2015-03-01T00:00:00+00:00,,,50.713725,-1.982441,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
Person search,2015-03-01T00:00:00+00:00,,,50.713725,-1.982441,Male,10-17,Asian or Asian British - Pakistani (A2),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,50.723421,-1.955195,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-01T00:00:00+00:00,,,50.688908,-1.938976,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person and Vehicle search,2015-03-01T00:00:00+00:00,,,50.806201,-2.463650,Female,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,,
Person search,2015-03-01T00:00:00+00:00,,,50.869884,-2.156938,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-01T00:00:00+00:00,,,50.727492,-1.868370,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Article found - Detailed outcome unavailable,,
Person search,2015-03-02T00:00:00+00:00,,,50.723546,-1.869727,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-02T00:00:00+00:00,,,50.940569,-2.606388,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,,
Person search,2015-03-02T00:00:00+00:00,,,50.729407,-1.809325,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.728431,-1.795897,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.940569,-2.606388,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,,
Person search,2015-03-02T00:00:00+00:00,,,50.729407,-1.809325,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.725614,-1.854194,Male,25-34,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.722600,-1.846086,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.722600,-1.846086,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.723546,-1.869727,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-02T00:00:00+00:00,,,50.940569,-2.606388,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,,,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2015-03-02T00:00:00+00:00,,,50.726651,-1.836297,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,,,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.736625,-1.865326,Male,10-17,White - White British (W1),White,,,Article found - Detailed outcome unavailable,,
Person search,2015-03-02T00:00:00+00:00,,,50.736625,-1.865326,Male,10-17,White - White British (W1),White,,,Article found - Detailed outcome unavailable,,
Person search,2015-03-02T00:00:00+00:00,,,50.725394,-1.858558,Male,25-34,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.722145,-1.863696,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-02T00:00:00+00:00,,,50.605401,-2.461545,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
Person search,2015-03-02T00:00:00+00:00,,,50.719977,-1.879752,Male,over 34,White - White Irish (W2),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Article found - Detailed outcome unavailable,,
Person search,2015-03-03T00:00:00+00:00,,,50.953304,-2.516293,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-03T00:00:00+00:00,,,50.718320,-1.981037,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-03T00:00:00+00:00,,,50.729504,-1.943897,Male,10-17,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person search,2015-03-03T00:00:00+00:00,,,50.733194,-1.952083,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
Person search,2015-03-03T00:00:00+00:00,,,50.728518,-1.933456,Male,over 34,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
Person and Vehicle search,2015-03-03T00:00:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person and Vehicle search,2015-03-03T00:00:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-03T00:00:00+00:00,,,50.608656,-1.956759,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2015-03-03T00:00:00+00:00,,,50.723597,-1.820186,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person and Vehicle search,2015-03-03T00:00:00+00:00,,,,,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,,
Person search,2015-03-03T00:00:00+00:00,,,50.761542,-1.923244,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2015-03-03T00:00:00+00:00,,,50.729503,-1.796842,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-03T00:00:00+00:00,,,50.729503,-1.796842,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,,
Person search,2015-03-04T00:00:00+00:00,,,50.719977,-1.879752,Female,18-24,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,,
Person search,2015-03-04T00:00:00+00:00,,,50.719977,-1.879752,Female,18-24,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,,
Person and Vehicle search,2015-03-04T00:00:00+00:00,,,50.733890,-2.757431,Male,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2015-03-04T00:00:00+00:00,,,,,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,,,
