Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7e5a9b4c3465d0797287db7cf679269c03247d2480adc015789ce45327162f28,2015-03,Lincolnshire Police,Lincolnshire Police,-0.155458,52.788504,On or near Supermarket,E01032995,South Holland 006F,Investigation complete; no suspect identified
317c7ec20fc4d70ea10d3c2e67d8b81d1e9c399f0a5875d878ff5fc0c4a32743,2015-03,Lincolnshire Police,Lincolnshire Police,0.255441,53.344689,On or near RUGBY ROAD,E01026074,East Lindsey 005C,Investigation complete; no suspect identified
6d9a9e22ed6bdc5d37a2ad7d29a18626673c91975f72f79f1b51f0c7cb1f9adf,2015-03,Lincolnshire Police,Lincolnshire Police,-0.022423,52.974520,On or near GREYFRIARS LANE,E01026025,Boston 003C,Investigation complete; no suspect identified
58d112c249a38ee431a80f2b43b605a3736aa1bee71e033a17901463de60064d,2015-03,Lincolnshire Police,Lincolnshire Police,-0.771815,53.389645,On or near CROMWELL STREET,E01026382,West Lindsey 004D,Investigation complete; no suspect identified
7401efed0faabddf5b7e060ae117e8cfa6e987084a2fbf85628f16a274aa685f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.024838,52.978058,On or near CHURCH LANE,E01026036,Boston 003D,Investigation complete; no suspect identified
b27043b820340c6f29e77225a45b88d41ee79d9f48a54bef05c12e8312b64c71,2015-03,Lincolnshire Police,Lincolnshire Police,-0.773962,53.391842,On or near TRENT STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
0dbf661ccf0ec15aeaad1cb566ef99c230ba8f2e7a45c2ecbb33df487a32dc98,2015-03,Lincolnshire Police,Lincolnshire Police,-0.771068,53.398896,On or near Shopping Area,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
f5dc00cbe68d11b4341ea3580904ae831ea362b8bd334fe5772e205aebc54680,2015-03,Lincolnshire Police,Lincolnshire Police,-0.642234,52.903403,On or near WILKS ROAD,E01026318,South Kesteven 006B,Investigation complete; no suspect identified
f3e44204b45a05cb426a08f380d5794cc730bf77f93a0c0f9b53eb5b637587c8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.200519,52.734056,On or near THE AVENUE,E01026241,South Holland 005A,Investigation complete; no suspect identified
7c730669f69599227595f9a8d873364500d156b1f68aa684b15402dafe99e432,2015-03,Lincolnshire Police,Lincolnshire Police,-0.095349,52.904937,On or near RAINWALL COURT,E01026016,Boston 006A,Investigation complete; no suspect identified
3d6c3c299878d30d4f7f38796bd6ce18337fc6ade698bf2b466180257c240485,2015-03,Lincolnshire Police,Lincolnshire Police,-0.015923,52.978557,On or near WINDSOR TERRACE,E01026025,Boston 003C,Investigation complete; no suspect identified
a5a32db3e73e1fcb207de31c9819339589331ce61e9484faede14e3f2ea015f8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.299564,52.676898,On or near SEWELL CLOSE,E01026303,South Kesteven 014A,Investigation complete; no suspect identified
100097a0132519ab5e0de9a3f8d55bd05a4b3d924d7be6fc267456edee55a346,2015-03,Lincolnshire Police,Lincolnshire Police,0.340507,53.145637,On or near LUMLEY AVENUE,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
6bc0f0cd2b10fbac3da3ccd4e699cd2fc1dee174289d4dda6e2dbab19b2659d9,2015-03,Lincolnshire Police,Lincolnshire Police,-0.417992,53.009715,On or near HEREFORD CLOSE,E01026229,North Kesteven 011B,Investigation complete; no suspect identified
c2ccb6d9259fafa6c78bdcb908898e39b4927aa03a27161b7ab530f1f6206fe4,2015-03,Lincolnshire Police,Lincolnshire Police,-0.608079,53.208131,On or near WALTHAM CLOSE,E01026128,Lincoln 007B,Investigation complete; no suspect identified
11f3ae428a4899abf0877eefa9377a798f6399a4228f3717891ece9cdba997c9,2015-03,Lincolnshire Police,Lincolnshire Police,0.197598,53.223919,On or near JOHN SMITH CLOSE,E01026113,East Lindsey 008D,Investigation complete; no suspect identified
c12a1dd73db77433e0b3ae9ffbdc3db5b15a42de7510c9deb0cb98e9d75519a5,2015-03,Lincolnshire Police,Lincolnshire Police,-0.519239,53.231152,On or near LACEBY STREET,E01026125,Lincoln 003A,Investigation complete; no suspect identified
84f0dc08a20753a8947381e6f58bdfbde32fb10219a9d594709bd824185cfa66,2015-03,Lincolnshire Police,Lincolnshire Police,0.026774,53.161766,On or near KEAL HILL,E01026060,East Lindsey 009A,Investigation complete; no suspect identified
e12e2e3e756d672edf1abba9513f439c66f67a386bdceef64efa1cb8c74d6e4e,2015-03,Lincolnshire Police,Lincolnshire Police,-0.384796,53.032499,On or near SLEAFORD ROAD,E01026222,North Kesteven 009C,Investigation complete; no suspect identified
d6dd91b84ae5a0218f8789b6a7f0ea6ac75cda9a5e67bdd75f73ff9883951fc6,2015-03,Lincolnshire Police,Lincolnshire Police,-0.198343,52.904440,On or near Sports/Recreation Area,E01026242,South Holland 001A,Investigation complete; no suspect identified
79e9c141bf7e455ae1706cbf73c20bad571e17bc3ca76ee17e29b5bd3be9c1f5,2015-03,Lincolnshire Police,Lincolnshire Police,-0.488235,52.659694,On or near MOUNTBATTEN AVENUE,E01026287,South Kesteven 015A,Investigation complete; no suspect identified
2e80cf6099bed56fc8ac140ff2944e83e719be01372269b00aede6e2735eff73,2015-03,Lincolnshire Police,Lincolnshire Police,-0.554379,53.174868,On or near SOMERVILLE COURT,E01026185,North Kesteven 004B,Investigation complete; no suspect identified
fcb896c92a7318f52357ab392b9035ba6a5a755c977b3d3931c5a8b87588690d,2015-03,Lincolnshire Police,Lincolnshire Police,-0.327823,53.214740,On or near ABBEY ROAD,E01026366,West Lindsey 011A,Investigation complete; no suspect identified
b23ee7243151d3c4067f0c1f6cba6af7234a5c4f6398c5d063014bda71550024,2015-03,Lincolnshire Police,Lincolnshire Police,-0.313445,53.497903,On or near THE ROPEWALK,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
537923d4e63ea91e6521c162d5683f99f11ff2cc70fb0c7159bb442d8464571e,2015-03,Lincolnshire Police,Lincolnshire Police,0.337644,53.141656,On or near BRIAR CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
15ac30056b9961bae1f6ec8ceed34900aa00cbaa117a71bbedb11da140dbdd07,2015-03,Lincolnshire Police,Lincolnshire Police,-0.174799,52.786322,On or near ABBOTS CRESCENT,E01026262,South Holland 009A,Investigation complete; no suspect identified
8127a9c034cc851eb9942b97ee356b646b6cac90fcdc0687210c1748fdee2695,2015-03,Lincolnshire Police,Lincolnshire Police,0.038916,52.985064,On or near HALTOFT END ESTATE,E01026008,Boston 001B,Investigation complete; no suspect identified
af9a18fbed0b5f52c01e605a7ec2567b40afe0845f1bb2d6e2584b88bd6bd105,2015-03,Lincolnshire Police,Lincolnshire Police,-0.732392,53.277055,On or near KETTLETHORPE ROAD,E01026409,West Lindsey 007C,Investigation complete; no suspect identified
4cd3143789d1ec2aad7f5d7c2d2972131d5901647d77c1b4009ab0a82e3e755e,2015-03,Lincolnshire Police,Lincolnshire Police,0.328411,53.150370,On or near CHURCH ROAD NORTH,E01026083,East Lindsey 015A,Investigation complete; no suspect identified
c30814371489c3fccee9fc47ed8f461b8aa19d7215959be2afd441a26ad4b119,2015-03,Lincolnshire Police,Lincolnshire Police,-0.781908,53.406908,On or near ALBANY STREET,E01026378,West Lindsey 004A,Investigation complete; no suspect identified
f1706d9e7e43e34439283734e5d3382c823a9eefe0e547b8c30a329de6d11931,2015-03,Lincolnshire Police,Lincolnshire Police,-0.371371,52.756601,On or near TILIA WAY,E01032998,South Kesteven 011F,Investigation complete; no suspect identified
f1706d9e7e43e34439283734e5d3382c823a9eefe0e547b8c30a329de6d11931,2015-03,Lincolnshire Police,Lincolnshire Police,-0.371371,52.756601,On or near TILIA WAY,E01032998,South Kesteven 011F,Investigation complete; no suspect identified
11bb874f50fbf9828429bdce69d2b9bb5682722d0fd0090671602733470ced12,2015-03,Lincolnshire Police,Lincolnshire Police,-0.319925,53.495306,On or near CROMWELL VIEW,E01026368,West Lindsey 001B,Investigation complete; no suspect identified
490b3e44b277f60a77bdcd75d8c2dfb2bc5574b8a688774c0a2738871c7f9d14,2015-03,Lincolnshire Police,Lincolnshire Police,-0.142100,52.808246,On or near Petrol Station,E01026258,South Holland 005B,Investigation complete; no suspect identified
111795e6169b2b9854fbac354c5d3c93231b04a3cefd4fc45061665e99d4f8fe,2015-03,Lincolnshire Police,Lincolnshire Police,-0.541350,53.221518,On or near NELTHORPE STREET,E01026177,Lincoln 006C,Investigation complete; no suspect identified
9da2c2151044b40b5012bca8cf98a8ebe200647a585980286bfb46960f01297d,2015-03,Lincolnshire Police,Lincolnshire Police,-0.508276,53.068390,On or near TEMPLE ROAD,E01026197,North Kesteven 008B,Investigation complete; no suspect identified
70a7dab1c7b3bf7e71e3bd2dec860d2aa211254e2cabd20f9b875276f4dce6e8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.709577,53.446798,On or near RUSTIC LANE,E01026407,West Lindsey 002E,Investigation complete; no suspect identified
8f8a3545012e4b43a813e84e54f3bc7440c10fbaa57db1d6994d55413ea48c02,2015-03,Lincolnshire Police,Lincolnshire Police,-0.609818,53.214561,On or near BAWTRY CLOSE,E01026129,Lincoln 007C,Investigation complete; no suspect identified
a45a685a2d00c52087ee606e0edb77881079c81acaefd8496bcac526302828b6,2015-03,Lincolnshire Police,Lincolnshire Police,-0.538975,53.222658,On or near WALNUT PLACE,E01026176,Lincoln 006B,Investigation complete; no suspect identified
627bd2a693ceddac8f07de83563c846368abfd97e5ca96145e52d9b82296dd53,2015-03,Lincolnshire Police,Lincolnshire Police,-0.763063,53.379801,On or near MAYFLOWER CLOSE,E01026382,West Lindsey 004D,Investigation complete; no suspect identified
370aa68b43fb2808e93db74af8df912a8fe921a61d27a337e3ccb0975f9cb6f3,2015-03,Lincolnshire Police,Lincolnshire Police,-0.020384,52.980987,On or near Supermarket,E01026036,Boston 003D,Investigation complete; no suspect identified
333b4b24d31f9ffb7a2d121ae74c0e238fb32c53d671afcbcf08bc379374df72,2015-03,Lincolnshire Police,Lincolnshire Police,-0.033447,52.972168,On or near EATON ROAD,E01026030,Boston 002C,Investigation complete; no suspect identified
d23c6978d67bcdaa71d4cdf753566fa2d63cf2c3b8ada14022df212c507f1bb7,2015-03,Lincolnshire Police,Lincolnshire Police,-0.072073,52.968962,On or near NEW HAMMOND BECK ROAD,E01026039,Boston 009D,Investigation complete; no suspect identified
a585ac21db3e68cfff16ab8ae8ace02ee13e8a72caac2c11195a498a1429587d,2015-03,Lincolnshire Police,Lincolnshire Police,-0.114242,53.210563,On or near NORTH STREET,E01026065,East Lindsey 011B,Investigation complete; no suspect identified
4055dee878ea978c20d943e13ab4066e60fd6394082678cd969fa46ccfa495e7,2015-03,Lincolnshire Police,Lincolnshire Police,0.085887,53.175230,On or near MAIN ROAD,E01026101,East Lindsey 013F,Investigation complete; no suspect identified
07e1f6196669f000626909fd26d48c39e58d844ce468b440aa8ed9bfc8dac835,2015-03,Lincolnshire Police,Lincolnshire Police,-0.540606,53.227982,On or near Shopping Area,E01026176,Lincoln 006B,Investigation complete; no suspect identified
38845d220cc15157ee0c21993c45d544610999e005ee7b06f98eda380d4c2ae3,2015-03,Lincolnshire Police,Lincolnshire Police,-0.548124,53.209465,On or near MILTON STREET,E01026174,Lincoln 008D,Investigation complete; no suspect identified
588a8116fa07f5017d44c93e0a310ba0ccc522689e1a152d6acaa4525c6e9536,2015-03,Lincolnshire Police,Lincolnshire Police,0.333472,53.218279,On or near GATRAM ROAD,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
ef7fa407431341afcaf3476bea4cd520a101a209259135ce97f2ee94a60f9223,2015-03,Lincolnshire Police,Lincolnshire Police,0.338967,53.233078,On or near Parking Area,E01026049,East Lindsey 010B,Investigation complete; no suspect identified
775387a4f389bc99fcb18097d5fc7b1afdd79014d5d75c39459f0a04768fe043,2015-03,Lincolnshire Police,Lincolnshire Police,-0.315807,53.498404,On or near WATERHILLS COURT,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
775387a4f389bc99fcb18097d5fc7b1afdd79014d5d75c39459f0a04768fe043,2015-03,Lincolnshire Police,Lincolnshire Police,-0.315807,53.498404,On or near WATERHILLS COURT,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
9633e47cd450ca8f54bcd5a699574339a04f084aa6850883c14a11778fea5caf,2015-03,Lincolnshire Police,Lincolnshire Police,0.326800,53.151283,On or near LINDUM SQUARE,E01026083,East Lindsey 015A,Investigation complete; no suspect identified
47e3dc3e0259c678bd250bc8489c7ab3685262a8c3137519e76ea274391031ce,2015-03,Lincolnshire Police,Lincolnshire Police,-0.337007,53.485621,On or near DRAYCOT,E01026416,West Lindsey 001D,Investigation complete; no suspect identified
4d8d27e4a51685d4d2c76f53b4d288853994c26a2b3559c772ef85e9ea9002e3,2015-03,Lincolnshire Police,Lincolnshire Police,-0.395009,52.761787,On or near A151,E01026301,South Kesteven 010C,Investigation complete; no suspect identified
e905e3c039870be237c36b572c275c893da586d598751262f9b9669b92db00d7,2015-03,Lincolnshire Police,Lincolnshire Police,0.095229,53.175326,On or near BLACKSMITHS LANE,E01026101,East Lindsey 013F,Investigation complete; no suspect identified
1934dc5a81dfe6054d0ac90e149b6e3403fa232d133964a66d03fcb7f3213cb2,2015-03,Lincolnshire Police,Lincolnshire Police,-0.539078,53.227100,On or near Shopping Area,E01026176,Lincoln 006B,Investigation complete; no suspect identified
26c7bbd867a7127aac42c446d2a55ff9592bcef49f5fd32b3b848fd93586db77,2015-03,Lincolnshire Police,Lincolnshire Police,-0.515378,53.249236,On or near LUPIN ROAD,E01026157,Lincoln 002C,Investigation complete; no suspect identified
27cc88ca8078033ec440b5bd3a04eb3e1e0bbed2b213bb4295d9588b4f187c5e,2015-03,Lincolnshire Police,Lincolnshire Police,-0.659651,53.151413,On or near GREEN LANE,E01032990,North Kesteven 003G,Investigation complete; no suspect identified
19c4826479363361b47afe7ff3a25256144f7449cea5bd94f245e66f3c25b12c,2015-03,Lincolnshire Police,Lincolnshire Police,-0.018569,52.983231,On or near HORNCASTLE ROAD,E01026036,Boston 003D,Investigation complete; no suspect identified
3a9b1310f79124ae347c6edb815a70d34ec3fc1d44b0c171e4c9ebe4a0c62d11,2015-03,Lincolnshire Police,Lincolnshire Police,-0.617552,52.946854,On or near WASHDYKE LANE,E01026313,South Kesteven 001A,Investigation complete; no suspect identified
b84bae2a8f7b345be82cb32b67917ed1a1d3e9684a4e95d1923969e179908ba6,2015-03,Lincolnshire Police,Lincolnshire Police,-0.628983,52.903044,On or near ANSON CLOSE,E01026344,South Kesteven 006E,Investigation complete; no suspect identified
283bd2756e0a236509eb25969611236e89af93d5875460184e59387e54355d76,2015-03,Lincolnshire Police,Lincolnshire Police,-0.623783,52.803364,On or near STAINBY ROAD,E01026331,South Kesteven 009B,Investigation complete; no suspect identified
2928a71c94ea299115ce8aa5b7f66640343536b4e448019355d483535427d5a8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.533329,53.249809,On or near STAPLEFORD AVENUE,E01026166,Lincoln 001C,Investigation complete; no suspect identified
2928a71c94ea299115ce8aa5b7f66640343536b4e448019355d483535427d5a8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.533329,53.249809,On or near STAPLEFORD AVENUE,E01026166,Lincoln 001C,Investigation complete; no suspect identified
896116d758334a84955e84b9300d3510519bf78a790965eac3f15c319a5010b0,2015-03,Lincolnshire Police,Lincolnshire Police,-0.534935,53.219471,On or near KINGSWAY,E01026178,Lincoln 006D,Investigation complete; no suspect identified
ed2cc155a7b05405c66f32b6cc0faf4bb9a78ac989bb727a50d4b93419cf6267,2015-03,Lincolnshire Police,Lincolnshire Police,-0.688320,53.413890,On or near EAST LANE,E01026385,West Lindsey 005A,Investigation complete; no suspect identified
e181e745365e0ad9956860bebf1caa8d662a3455d7cbe1506d865978db883776,2015-03,Lincolnshire Police,Lincolnshire Police,-0.338842,53.388064,On or near KING STREET,E01026389,West Lindsey 003A,Investigation complete; no suspect identified
1abb8b295bd1991bad32ec8c6a5a80a537abb69c394cc2d81c112fd52b3c0ef2,2015-03,Lincolnshire Police,Lincolnshire Police,-0.542853,53.239039,On or near GRAY STREET,E01026148,Lincoln 003D,Investigation complete; no suspect identified
ae538054e278d2ff86ff7cc741e68ec6cd50b0eff33ca07dc0ceb8cec5bc3353,2015-03,Lincolnshire Police,Lincolnshire Police,-0.671621,52.916285,On or near SOUTHWELL CLOSE,E01026321,South Kesteven 004B,Investigation complete; no suspect identified
b3a4b9fd496bcba939e705d37ff7952fed17bdc51c3dc3c55f2a9f6ad739ca39,2015-03,Lincolnshire Police,Lincolnshire Police,0.093340,52.799696,On or near THE PADDOCKS,E01026246,South Holland 002A,Investigation complete; no suspect identified
4da2949d26accb3eb46496360310288043cac1ea3993dcb765199d33f86bf58f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.014417,52.978253,On or near VAUXHALL ROAD,E01026028,Boston 004E,Investigation complete; no suspect identified
1d81e5f33e4e38854df108669f6d28bdc8eb4137fe7cbbb151407012cda4c81e,2015-03,Lincolnshire Police,Lincolnshire Police,-0.485337,52.653283,On or near Petrol Station,E01026349,South Kesteven 016A,Investigation complete; no suspect identified
8e8badf33fc0c7a728b323b736ea8f860ed057755e7bd988f5ec57ce39137238,2015-03,Lincolnshire Police,Lincolnshire Police,-0.562997,53.334564,On or near MIDDLE STREET,E01026399,West Lindsey 005C,Investigation complete; no suspect identified
323549f1cf42a1ee9086d0714a84a635508c386eb81bb6ff3671cf42adbaa1c9,2015-03,Lincolnshire Police,Lincolnshire Police,-0.028171,52.964717,On or near CORK TREE CRESCENT,E01026029,Boston 009A,Investigation complete; no suspect identified
72315e4c8d73eb0881386fb92d8bcfd5da667e5033920606ba1d519af38652cc,2015-03,Lincolnshire Police,Lincolnshire Police,-0.113276,53.021004,On or near ARMTREE ROAD,E01026057,East Lindsey 018A,Investigation complete; no suspect identified
cf5474de8c66c78571004d1f1ca021853c96c383d8bca54cd600c535a474dbeb,2015-03,Lincolnshire Police,Lincolnshire Police,-0.012557,52.964259,On or near NURSERY ROAD,E01026029,Boston 009A,Investigation complete; no suspect identified
2b1e5dd6534bcbe2277ab7047345423dc692f16fb1921fc6bfc59da3b55bab6d,2015-03,Lincolnshire Police,Lincolnshire Police,-0.030286,52.981088,On or near IRBY STREET,E01026032,Boston 002D,Investigation complete; no suspect identified
d1b5d1f49e39e5eb5e1df6d279b4a68c27b3626cc04aa894f8626946d8ebebc6,2015-03,Lincolnshire Police,Lincolnshire Police,-0.762221,53.002990,On or near A1,E01026355,South Kesteven 002C,Investigation complete; no suspect identified
f822668bfc17ceb7479e2858cdca107d0075b873c1af7f69c99a39eea1828650,2015-03,Lincolnshire Police,Lincolnshire Police,-0.093649,52.905378,On or near POST OFFICE LANE,E01026016,Boston 006A,Investigation complete; no suspect identified
7f8759415fe9c6daf124091bb047e7ab6919efccbb85ac334608606248b76206,2015-03,Lincolnshire Police,Lincolnshire Police,0.056059,52.807846,On or near Parking Area,E01026245,South Holland 010A,Investigation complete; no suspect identified
77a4617612ea16adb4858006b4b5821bdd3e6d98d1d10f9495b9f5270d6167b4,2015-03,Lincolnshire Police,Lincolnshire Police,-0.659639,52.905021,On or near WELLAND COURT,E01026312,South Kesteven 005E,Investigation complete; no suspect identified
47dbcdcd93b0a35bb5e4eff8bfff81bcb6eb1b8f790108e2ea6c072ae3081996,2015-03,Lincolnshire Police,Lincolnshire Police,-0.064794,52.707436,On or near CATES'S COVE CORNER,E01026249,South Holland 010B,Investigation complete; no suspect identified
761a74ac0fa97ae90d2f4bda290ccad16826fd81cf95c651636591540e1fa457,2015-03,Lincolnshire Police,Lincolnshire Police,-0.064794,52.707436,On or near CATES'S COVE CORNER,E01026249,South Holland 010B,Investigation complete; no suspect identified
61f408f1026cad8af70f766da52126ad7d277ff79bae0a7374865dc95e92396e,2015-03,Lincolnshire Police,Lincolnshire Police,-0.085211,52.900477,On or near STANLEY DRIVE,E01026017,Boston 007A,Investigation complete; no suspect identified
11048ff88da145313ba0c6ac0d11cbcc0374338400d8202ea0ac1ce731404872,2015-03,Lincolnshire Police,Lincolnshire Police,-0.009527,52.993249,On or near CASTLE ROAD,E01026022,Boston 008C,Investigation complete; no suspect identified
69b3591ad306e45552817430541229b6995185ea77cc8bb195435fa96a512512,2015-03,Lincolnshire Police,Lincolnshire Police,-0.537751,53.248039,On or near Petrol Station,E01026166,Lincoln 001C,Investigation complete; no suspect identified
5ac0f25aa9bdf700488a38dfc16f2584f62688214a79d34c835853c5adcb32ba,2015-03,Lincolnshire Police,Lincolnshire Police,-0.604467,53.217923,On or near CLEMATIS APPROACH,E01026127,Lincoln 007A,Investigation complete; no suspect identified
904737d7f74d56908e08dfc53ca897bc231dad5ca6eb33d21b1baee8c2691ea3,2015-03,Lincolnshire Police,Lincolnshire Police,-0.774647,53.392622,On or near Petrol Station,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
207614aece3be37b56eda9eafff018dd55a8558b553a8428d968b176cb035c5f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.549549,53.250178,On or near WELLAND ROAD,E01026149,Lincoln 001A,Investigation complete; no suspect identified
207614aece3be37b56eda9eafff018dd55a8558b553a8428d968b176cb035c5f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.549549,53.250178,On or near WELLAND ROAD,E01026149,Lincoln 001A,Investigation complete; no suspect identified
9d60553ffaeb7a979f7ffc3809ccdb0c147cc00d604387491dfab86ec383ba99,2015-03,Lincolnshire Police,Lincolnshire Police,0.285389,53.310530,On or near FURLONGS ROAD,E01026104,East Lindsey 006B,Investigation complete; no suspect identified
eeb850acd4258323446979a24619253c788a06071c1c29922939c0b7641a03ab,2015-03,Lincolnshire Police,Lincolnshire Police,0.333472,53.218279,On or near GATRAM ROAD,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
eeb850acd4258323446979a24619253c788a06071c1c29922939c0b7641a03ab,2015-03,Lincolnshire Police,Lincolnshire Police,0.333472,53.218279,On or near GATRAM ROAD,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4a947635624625827108b81514da9c769ab975e48c9c12a7405f43316cf38f50,2015-03,Lincolnshire Police,Lincolnshire Police,0.212709,53.358211,On or near SILVER STREET,E01026099,East Lindsey 005D,Investigation complete; no suspect identified
6329e59643ca58cf29918fae6993b44f265b25cfa88e9f57c3f415953cd5a275,2015-03,Lincolnshire Police,Lincolnshire Police,0.348841,53.193099,On or near Parking Area,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
5ce58b4016e73396bf7fbdd86b3e12c3b17167e02b6057e89ef93e48734bf533,2015-03,Lincolnshire Police,Lincolnshire Police,0.333472,53.218279,On or near GATRAM ROAD,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
4af40e08f3a986382b0e53908c037888583409efa2dafb3ee9f450b70cf3aef8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.111747,53.215207,On or near OAK TREE MEADOW,E01026065,East Lindsey 011B,Investigation complete; no suspect identified
791d5490890880b841fab210a3bbde89a9556eeb57bce35c3cf2eee072fb985f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.638297,52.912797,On or near AGNES STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
eabc55d8d75736637dedf096cc1c925de563a7fc196cba5d0dc5dceac520f11b,2015-03,Lincolnshire Police,Lincolnshire Police,-0.545322,53.221899,On or near ALFRED STREET,E01026132,Lincoln 005A,Investigation complete; no suspect identified
b1928f1a1010408f97ac5032e9ebd0312690a4667be834dc584b206cb9fef06f,2015-03,Lincolnshire Police,Lincolnshire Police,-0.214906,53.557808,On or near BARTON STREET,E01032683,West Lindsey 001G,Investigation complete; no suspect identified
9ad143bf2e0490e757e3fa239bf6c0ee701932fb5a667288d04ab9333850b559,2015-03,Lincolnshire Police,Lincolnshire Police,0.154920,53.432819,On or near OWE'S LANE,E01026099,East Lindsey 005D,Investigation complete; no suspect identified
86431d8c20d34cda4fd697f8e63c7cbaff58b76f3520aff855f412aea0593add,2015-03,Lincolnshire Police,Lincolnshire Police,0.154920,53.432819,On or near OWE'S LANE,E01026099,East Lindsey 005D,Investigation complete; no suspect identified
f35400b44bb76acdb3bd52d05c494fd9ea81bc7d5aba0bdd8fdea71f080097db,2015-03,Lincolnshire Police,Lincolnshire Police,-0.137845,53.359567,On or near A157,E01026071,East Lindsey 007A,Investigation complete; no suspect identified
8e0af7db9b441a6607744d299252e2780b663855b45f31e16af485ae2401b860,2015-03,Lincolnshire Police,Lincolnshire Police,-0.549216,53.216131,On or near HENLEY COURT,E01026134,Lincoln 006A,Investigation complete; no suspect identified
28cf09a6326b6cde1727e82446ccfab506410a4480b6da2e6800c84ce8ab8b06,2015-03,Lincolnshire Police,Lincolnshire Police,-0.160198,52.774948,On or near Petrol Station,E01026267,South Holland 009E,Investigation complete; no suspect identified
28cf09a6326b6cde1727e82446ccfab506410a4480b6da2e6800c84ce8ab8b06,2015-03,Lincolnshire Police,Lincolnshire Police,-0.160198,52.774948,On or near Petrol Station,E01026267,South Holland 009E,Investigation complete; no suspect identified
0bb4ee41b9d06361b44b0b65ab64ad7fa82b11b0f9e88f066f4979a0919739f0,2015-03,Lincolnshire Police,Lincolnshire Police,-0.054237,53.241235,On or near PARADISE LANE,E01026105,East Lindsey 009D,Investigation complete; no suspect identified
31cd7d611c7a781676e008a5c5b8f3fe6ab2d0ae2320823671c35d7a21aad9a6,2015-03,Lincolnshire Police,Lincolnshire Police,0.049776,53.472123,On or near MILL CLOSE,E01026076,East Lindsey 002B,Investigation complete; no suspect identified
5888e884aba4e55b1d61a05500f0e033098359458d2560932293cf827c97f863,2015-03,Lincolnshire Police,Lincolnshire Police,0.172970,53.258544,On or near BOURNE ROAD,E01026043,East Lindsey 008B,Investigation complete; no suspect identified
5888e884aba4e55b1d61a05500f0e033098359458d2560932293cf827c97f863,2015-03,Lincolnshire Police,Lincolnshire Police,0.172970,53.258544,On or near BOURNE ROAD,E01026043,East Lindsey 008B,Investigation complete; no suspect identified
588f2dac4bb698a2fb06d2d37ddd4b669532844d6a0d3419daefa4b3c4ae56b7,2015-03,Lincolnshire Police,Lincolnshire Police,-0.540379,53.229813,On or near Shopping Area,E01026143,Lincoln 005B,Investigation complete; no suspect identified
5a384a149fa906ed70a35c4d5351502f70240da55f83e3e50a297db698d675b8,2015-03,Lincolnshire Police,Lincolnshire Police,-0.101770,53.298873,On or near ASTERBY END,E01026071,East Lindsey 007A,Investigation complete; no suspect identified
e2753ca11d3403bc1ca1772b4820d686958b9106cde5024c854a0577a05a4f2c,2015-03,Lincolnshire Police,Lincolnshire Police,-0.581908,53.203058,On or near Shopping Area,E01026171,Lincoln 011H,Investigation complete; no suspect identified
3e0ab771c288e26cce065a095040ad04b8a2fa3363865e55c3c01a649f2749ba,2015-03,Lincolnshire Police,Lincolnshire Police,-0.132398,52.806835,On or near Sports/Recreation Area,E01032996,South Holland 006G,Investigation complete; no suspect identified
b19d3b03a64485e0d3d7c5082748c64188534e2522c9fe6f3bd7c9d30d7f8032,2015-03,Lincolnshire Police,Lincolnshire Police,-0.772249,53.393389,On or near PROSPECT TERRACE,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
eeee892632255c6ad3f13be0c69d6de55669eb1a494c93cc22e78ea83abd42fe,2015-03,Lincolnshire Police,Lincolnshire Police,-0.536110,53.239478,On or near WILLIAMSON STREET,E01026167,Lincoln 003G,Investigation complete; no suspect identified
87487ea73a88e1123e5f2e4efb3213f61b4c78f368622d2a3559451b653e70c1,2015-03,Lincolnshire Police,Lincolnshire Police,-0.034836,52.979635,On or near HORACE STREET,E01026032,Boston 002D,Investigation complete; no suspect identified
