Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
11448428ab6ad7dc6f21fa81253554af47ce519e299c4352f9b2683176b32fc6,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.308078,51.639617,On or near CENTENNIAL AVENUE,E01023564,Hertsmere 010B,Investigation complete; no suspect identified
bd775372eb9915fc7cf8f7d42ec484bf69cac140418145c6688cebe34faece15,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.253023,51.658612,On or near Petrol Station,E01023546,Hertsmere 009C,Investigation complete; no suspect identified
30ba1c864ce7e2147978c5525b6691e1663efceb024cbc9fa4b826526da1a1dd,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.279476,51.654929,On or near GLENHAVEN AVENUE,E01023532,Hertsmere 007D,Investigation complete; no suspect identified
502bd30391de23be7f1913a2b6f65b1c773e14e9a15990b9d687e919d7a2d5e8,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.261189,51.651135,On or near ARUNDEL DRIVE,E01023542,Hertsmere 011D,Investigation complete; no suspect identified
c15868cff92c96fe47261729b3c697e9618421e1d524da8fb2c70b7300b39aec,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.255373,51.644107,On or near Shopping Area,E01023543,Hertsmere 011E,Investigation complete; no suspect identified
53d750d23043be58263b25556491b71a90745e58ec4d9decec0b2580721877ba,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.289922,51.698882,On or near BOSWELL CLOSE,E01023582,Hertsmere 004B,Investigation complete; no suspect identified
a2fd02bafd1c33bebc4feb37a9fb264202f6934b14f2e15325319cbd8a4183c1,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.280872,51.661208,On or near Sports/Recreation Area,E01023531,Hertsmere 007C,Investigation complete; no suspect identified
63f7be151f17485c58f7694aee616a9e8899f2f5195b4f27572878a81b53653a,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.277854,51.653485,On or near WHITEHALL CLOSE,E01023539,Hertsmere 011A,Investigation complete; no suspect identified
37b3af99486aa0dc1354914caeb9fbd9cc8337ed81e7ddc827d71ed81597c26e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.289787,51.697073,On or near TRAFFORD CLOSE,E01023582,Hertsmere 004B,Investigation complete; no suspect identified
06c6469e937836e4230f8abee7ff0944afc2614a794bf5817efa7d88190b0b9d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.353750,51.672593,On or near CHURCH FARM WAY,E01023528,Hertsmere 010A,Investigation complete; no suspect identified
905953a21003bd9f808055406a41010d0bda1f78751c1922fe4ee7b7c36ce206,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.259868,51.645630,On or near COBB CLOSE,E01023543,Hertsmere 011E,Investigation complete; no suspect identified
65c2a6189f26de123fc15a47316c39817f4d0171065acd61c2e979ceb21c6e61,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.224752,51.691324,On or near SWANLAND ROAD,E01023584,Hertsmere 004D,Investigation complete; no suspect identified
701a36b814a6f6bc18bec273d76749395fd928a6dcaa61b39ebf532056162e7f,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.271229,51.657380,On or near Petrol Station,E01023539,Hertsmere 011A,Investigation complete; no suspect identified
2956dca04957cb6183bc80ba2511544e792d4118d2bbc81e694c235d69ecee0d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.016172,51.685712,On or near FISHERS CLOSE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
daf884d60cc6e0068e69d232d363eb57372b8eee54f1e8d21ccb9126105f8dd9,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
3dd07a5c6f5e53e2ec7e167c25cdd2cfa95942f9ba030b1426749f57f1cc5adc,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033990,51.701856,On or near Supermarket,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
f25d04b7e112036086b7294cdab45895ae244a65145e0359aae39d55e411445a,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.061953,51.711610,On or near GRANBY PARK ROAD,E01023314,Broxbourne 009A,Investigation complete; no suspect identified
bcdcba945aa12b7362d9fcce45d3617b8fabfee2689131a6a30cf4b6afdfa725,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029555,51.717662,On or near PERRYSFIELD ROAD,E01023306,Broxbourne 008E,Investigation complete; no suspect identified
778b5e1724ea7d02ba285be48a72206b5d61efb0fbc80b62dd0737f05edb00c1,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040375,51.710155,On or near Petrol Station,E01023303,Broxbourne 008B,Investigation complete; no suspect identified
1c8c9ad2cbf8c9f39e9ee077086bff64619fc48320d9b5e9b7c3db430b2ebf81,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.028175,51.688468,On or near PAULS GREEN,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
79ce86c640bea73f622c3cf4be5fddc402232958e96dde7b50b9ba7eb8fa8364,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.071048,51.721030,On or near SPENCER AVENUE,E01023308,Broxbourne 006B,Investigation complete; no suspect identified
c1eea08eed154d7e1cc6447183a5ba89c61255f0ef2c0e9f8883fc9420e50675,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.085579,51.724235,On or near BURGESS CLOSE,E01023315,Broxbourne 007D,Investigation complete; no suspect identified
6e27896f349a1cd3165231fb6a13eedd698828f2d2dabc5ebb06b3d00a5ccca0,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040651,51.686024,On or near BROADLANDS CLOSE,E01023339,Broxbourne 013D,Investigation complete; no suspect identified
c00b2d0553ebddfcddc3167fcbf5e654707ce6252254a0df1209c390f09b2676,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.036240,51.703026,On or near Parking Area,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
c474bf2a9b43f2a22d9847dd7d581c75a35626ee1827d1a7a04b8188fd21c544,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.043032,51.702924,On or near GREAT CAMBRIDGE ROAD,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
f2208bbff94a7e05d16fd589d67aa1f0d0de0c60e0690b7a8276f66bc9981711,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034575,51.692370,On or near THEOBALD'S GROVE,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
21f28cb16b14c979373e2877fae4ba3adc43f0d39cadb2ef3f515af5af0f6afc,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.038501,51.683209,On or near CAMERON DRIVE,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
0540f354669a261116917b8d48d21dcdac654d931ecfd9c63e54738e6f77c89d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.035223,51.709142,On or near WYCLIFFE CLOSE,E01023298,Broxbourne 010B,Investigation complete; no suspect identified
e822b31c35803f51964fb16763592af01b0529a49adc3edac1bc3757cd56d594,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.067363,51.706933,On or near CALDECOT AVENUE,E01023314,Broxbourne 009A,Investigation complete; no suspect identified
079cbf41c0a0273ea3de5a1a49dfffcb0be9013b5db4f86013668ba240980d52,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.238596,51.981118,On or near HASELFOOT,E01023652,North Hertfordshire 007D,Investigation complete; no suspect identified
3894311100f880c18557e46226b5661ee6bccdd3527fee4b579eefd97346228f,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.202859,51.981550,On or near Shopping Area,E01023633,North Hertfordshire 006D,Investigation complete; no suspect identified
53dc7f6c6632586c0d9e6bbb684b519d38e8bc21c4cd654687eff354da4f4148,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.231630,51.994196,On or near WESTERN WAY,E01023635,North Hertfordshire 003A,Investigation complete; no suspect identified
b798c902b8ce595b91a9ab5d65d2e68f741be92eb14e3770110800beb6e0f961,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.226267,51.980277,On or near STATION ROAD,E01023644,North Hertfordshire 008A,Investigation complete; no suspect identified
7883013e01c65674abd5b448264a5d710d7716827881ac50afb8e0821a145cec,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.056389,51.690116,On or near LIEUTENANT ELLIS WAY,E01023293,Broxbourne 011A,Investigation complete; no suspect identified
b8a77caa1aaceeaf21dc48ab1c6910b23a8a020b5338af03dd6ad70fcbb0640b,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.223022,51.994921,On or near SPARHAWKE,E01023635,North Hertfordshire 003A,Investigation complete; no suspect identified
3f16b2e1102869a5b879e186d60bbdbed49d5c37704b7463f1f49b30d3a4543a,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.030064,51.711942,On or near BROMLEIGH CLOSE,E01023302,Broxbourne 008A,Investigation complete; no suspect identified
75a1a8a8f82b647fcaa55fddc2a5cb2c3d48b6b3aa7d2a5c1c9a5730d5265b69,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.237265,51.972367,On or near UNWIN CLOSE,E01023645,North Hertfordshire 008B,Investigation complete; no suspect identified
afdda1571d97b458e261f6470d3e95ecf9af81ede7cf1620c0784ae8d3bd28e9,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031900,51.688989,On or near ST JOSEPH'S ROAD,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
44a16fc2f91b8f8ea8b733b7c4ad5bb27fd9cd5b0469f2e1f6ed082d5354dbd7,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.030760,51.705579,On or near BULLWELL CRESCENT,E01023298,Broxbourne 010B,Investigation complete; no suspect identified
571818315ba9fa007bc347b1668860eaaff74da795436ee177302692f5f182d2,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.509941,51.621896,On or near DENHAM WAY (NORTH ORBITAL ROAD),E01023837,Three Rivers 009C,Investigation complete; no suspect identified
a0a3c1190b0b4d03aa6a6f0066084cfeb6d84724809a008797f0b3a6e7571daf,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.407508,51.719940,On or near BELL LANE,E01023807,Three Rivers 001D,Investigation complete; no suspect identified
f5e788147012600a8ead1ad4af399a2c8e72ed50a876a9ae13e803e6951d8acc,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.436935,51.657508,On or near CANTERBURY WAY,E01023824,Three Rivers 003B,Investigation complete; no suspect identified
ed1e33c8d9e6bda69f88d833ac676f9688154ff3cea638ce387d8fa842eb262d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.441659,51.652976,On or near BALDWINS LANE,E01023823,Three Rivers 003A,Investigation complete; no suspect identified
607286ae727fdb09044b2a1af1ee34f2ac222353e741b9af53b35bf57d8f90ad,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.440337,51.656960,On or near NORWICH WAY,E01023824,Three Rivers 003B,Investigation complete; no suspect identified
ae35695d7be3d22e2655dd645f1468c2c555ba79ea92dc805da042a6e8d81955,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.440337,51.656960,On or near NORWICH WAY,E01023824,Three Rivers 003B,Investigation complete; no suspect identified
97f926753ab920002ccf799e635c643cd224b287c579b141a97517a56753e591,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.507543,51.624536,On or near FRANKLINS,E01023837,Three Rivers 009C,Investigation complete; no suspect identified
e37ea9c8bda92c5f98ec9728f548ae1ac56a13f13df3508c455270e34370b665,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.507543,51.624536,On or near FRANKLINS,E01023837,Three Rivers 009C,Investigation complete; no suspect identified
34adeee40dbbff1d9b67c08936aa480707811c32ac5d8a8723104956414b02cc,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.517659,51.654571,On or near BETJEMAN GARDENS,E01023817,Three Rivers 005C,Investigation complete; no suspect identified
614fd8bec92fc3126422d0494fcb40952e5a748df155aee91612075d72cf9dec,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.435773,51.650119,On or near Petrol Station,E01023825,Three Rivers 006E,Investigation complete; no suspect identified
8c06ead030127fad9e8ed32963fdc0ffe3603cbc48f1d5c2b04a7655a343ed6c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,0.156008,51.860999,On or near ROBINSON CLOSE,E01023445,East Hertfordshire 007C,Investigation complete; no suspect identified
626612fee27f25d18d8ff3ea2c86e42d46ac86cb2e0f5dace8057ee862326930,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,0.150998,51.877448,On or near Sports/Recreation Area,E01023453,East Hertfordshire 003B,Investigation complete; no suspect identified
5e49c93f69483d79bf884fd574eaa19958409b3a1ae7cbc830ed4b71a65d9554,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,0.166449,51.870941,On or near KINGFISHER WAY,E01023451,East Hertfordshire 004C,Investigation complete; no suspect identified
8d46be199b8c7cacab5dd49c220bd4d5d177e121bc618c52443ee3e70ad3d87c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,0.164738,51.860713,On or near Petrol Station,E01023444,East Hertfordshire 007B,Investigation complete; no suspect identified
c30942f7419a5fcd0b98910ee6cd646c04110ec910b5d7c81a076e0e085cd984,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.052659,51.700161,On or near GREENWOOD CLOSE,E01023296,Broxbourne 011D,Investigation complete; no suspect identified
ee6de78f5ba67dbcbed2a28289852a7f97eaa3a04f97fa4e5d7b33e4e5c426c3,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.048723,51.713612,On or near GREENBANK,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
7aa2fd462fc28808164853a26a56a2359e921492a89e9620c355ce06b8dd9e8e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.058043,51.711635,On or near VALENCE DRIVE,E01023325,Broxbourne 009C,Investigation complete; no suspect identified
5a8ee7791d9a21bde7abf8f2256c3e9ddd5b12b0da8b376a492a9926e11843fd,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.238869,51.755129,On or near CHENNELLS,E01023935,Welwyn Hatfield 013C,Investigation complete; no suspect identified
f2ed5ca3940f2bb68dc4f42898ec68c9f49a33b1685ba915610abd4b5269f6f8,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.247430,51.764905,On or near ERRINGTON CLOSE,E01033308,Welwyn Hatfield 010E,Investigation complete; no suspect identified
36a8e96aac4f9fe4a33093cc5354c9ad94f2988d846cccc6eabfbea007f82f3d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.224975,51.762887,On or near KENNELWOOD LANE,E01023920,Welwyn Hatfield 012A,Investigation complete; no suspect identified
ceea3b230aaacf75942b4e0b6a67d3f0cc6bfa9c48d039321a7deef0012853d1,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.223523,51.763692,On or near Pedestrian Subway,E01023924,Welwyn Hatfield 011A,Investigation complete; no suspect identified
a458cf4975c9d9e0d86496cb5b269c165afb441254665ce73df764add2feb79d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.247430,51.764905,On or near ERRINGTON CLOSE,E01033308,Welwyn Hatfield 010E,Investigation complete; no suspect identified
668a3a6e567a6aa1531f98a535cea41b2299c782a4a9ba68b840c2d440ad0d96,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.227531,51.768644,On or near BIRCHWOOD CLOSE,E01033311,Welwyn Hatfield 010F,Investigation complete; no suspect identified
3b81d558b81be823d357ee16af9aa7fa8c238187bc9c188ad5b47eb2d60e56d4,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.253704,51.758192,On or near BRAMBLE ROAD,E01023938,Welwyn Hatfield 010D,Investigation complete; no suspect identified
c675a48dfc81050065880c842145d0e0d2f7b584d0394799360017e3a747f9eb,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.236826,51.806452,On or near AYOT GREEN,E01033313,Welwyn Hatfield 002F,Investigation complete; no suspect identified
7e3aa7fa65f6eaa8ca2134824ba8844e0975f6a2e57ba7ed84bc5fd48f7aed1c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.232602,51.767210,On or near JASMINE GARDENS,E01023921,Welwyn Hatfield 012B,Investigation complete; no suspect identified
eeb1c4797bc31732db7d26e4d314604c89c90c643ace8ff08c056cd45335d113,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.217965,51.769777,On or near BRANCH CLOSE,E01023930,Welwyn Hatfield 010B,Investigation complete; no suspect identified
0ac96ef2f3366d0b7e44faddbf6797951b832e34a2776a3942e0881aea46789d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.235087,51.754029,On or near HOLLY CLOSE,E01023935,Welwyn Hatfield 013C,Investigation complete; no suspect identified
ec2730cfec23757921a8a5a9de0f9baca186531d7f5b7a4a44319365940e14bb,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.250782,51.765917,On or near WALKER GROVE,E01033314,Welwyn Hatfield 010G,Investigation complete; no suspect identified
a6d84fa4f40ff6fcc435e459b1a2c1ff33ea8f0c2c833f532d6ade87e2b5614e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.190517,51.781668,On or near KINGSLEY COURT,E01023925,Welwyn Hatfield 011B,Investigation complete; no suspect identified
77af243346ef19b21416c091429c10817e77932c9fd634bf2b4470d35b8d3fcb,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.253639,51.758748,On or near POPLAR AVENUE,E01023938,Welwyn Hatfield 010D,Investigation complete; no suspect identified
ed9e939a1e5c011422644e9272255225265382b8791d92f9ef8e4ae7baa6071e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.235450,51.763305,On or near DE HAVILLAND CLOSE,E01023921,Welwyn Hatfield 012B,Investigation complete; no suspect identified
f7285324377c351c0147bc07d938292c7a4bfe6f6588f320c2fb9eefe01356eb,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.253639,51.758748,On or near POPLAR AVENUE,E01023938,Welwyn Hatfield 010D,Investigation complete; no suspect identified
8c5a0a55c4c1d405dc45f7fabfc011ae0af12b442596aa2364435221189c60df,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.177548,51.720330,On or near Park/Open Space,E01023909,Welwyn Hatfield 015B,Investigation complete; no suspect identified
2bf0cc963636e4c8adff09885f08c04e91c9a423847a71b10019ea07b11f8ca4,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.358040,51.723917,On or near DRIFTWOOD AVENUE,E01023731,St Albans 020C,Investigation complete; no suspect identified
715b4edfbb3a6d1b9e0cf39331a648b76df56412f18de28e797490673785578b,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.311359,51.723983,On or near NORRIS CLOSE,E01033029,St Albans 018G,Investigation complete; no suspect identified
5d8a02a06ae76ad7ab0991f897374eab02f9ecfaddc42af6da3595003d01f136,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.302997,51.726111,On or near PETERS AVENUE,E01033028,St Albans 018F,Investigation complete; no suspect identified
24643b15e5245240a9ccdd6353e6f24d14390f86e273abab03e9c771bdf932e5,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.285172,51.717732,On or near HALSEY PARK,E01023704,St Albans 018A,Investigation complete; no suspect identified
90b49dcf49f79c41f4c77e3c16c0578cd6dc27935e288ffaa7015316acf3c531,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.286632,51.717772,On or near ALSOP CLOSE,E01023704,St Albans 018A,Investigation complete; no suspect identified
64d912263e9cb4aa6ae4c11ec452961658748ea7419995a868895e4f5a3ed38c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.285172,51.717732,On or near HALSEY PARK,E01023704,St Albans 018A,Investigation complete; no suspect identified
5fe85b2c0205e0e361b24f407b0c36df848db8da47153b28144c95751a784d9b,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363483,51.721151,On or near Petrol Station,E01023731,St Albans 020C,Investigation complete; no suspect identified
d048f611799250acbffc36817eb734b3fbc2c4a506fa9a61ff4b621b64d0922c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363483,51.721151,On or near Petrol Station,E01023731,St Albans 020C,Investigation complete; no suspect identified
d0287c2566d7f617bd9ec3db5a7e9bb2804df0129c6727a046dea443e4b52194,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.303528,51.722765,On or near MANOR ROAD,E01033029,St Albans 018G,Investigation complete; no suspect identified
1d6c9b7d0c7ec063430b5ea8f4b4c790e54738cd6ee9569910586cfa9e25a5d4,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.298590,51.722388,On or near CALEDON ROAD,E01023708,St Albans 018E,Investigation complete; no suspect identified
378650e71ea2cc30bda6ce82df78328f18892476d5b9bf1dc6f7029cb6ef2f71,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.359217,51.707397,On or near Sports/Recreation Area,E01023717,St Albans 020A,Investigation complete; no suspect identified
85e64a7d233dc644e59bc466a9ea434df07949f743d9f1b5f7a1231b2032590e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.295445,51.724788,On or near MILLFIELD CLOSE,E01023706,St Albans 018C,Investigation complete; no suspect identified
167af4d412996c0c91db82bfc00d733d841c04c5da59d69721e7d3fa1cc3dc6c,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.359816,51.728464,On or near WATFORD ROAD,E01023730,St Albans 020B,Investigation complete; no suspect identified
48bb0bf46fe8fb13c9bfbc9ea774eedb8f1885d4bf4e5b6e349f214f2a9d65c1,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363483,51.721151,On or near Petrol Station,E01023731,St Albans 020C,Investigation complete; no suspect identified
46fab7829ac3ae63a09bf30ded4f1ef14eb230b854da3e1eae013f7628eba796,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.360070,51.721436,On or near ALBANY MEWS,E01023731,St Albans 020C,Investigation complete; no suspect identified
71e4cc5ba5f928b0180c5e1c1567a40aeaacc41b68dec70c5f6cd044163aea09,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.284566,51.719585,On or near RIBBLEDALE,E01023704,St Albans 018A,Investigation complete; no suspect identified
ff7ca7c1a68c01001a890219e5fd6774cc9702d2861020e6926b383db3a81236,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.305916,51.725119,On or near HARVEY ROAD,E01033028,St Albans 018F,Investigation complete; no suspect identified
f8c778d19c3182f01f6f47e9bc042344ae216e0c678ff27ed2632ad64e56839d,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.359816,51.728464,On or near WATFORD ROAD,E01023730,St Albans 020B,Investigation complete; no suspect identified
f7f8a606b538104f2ca6d5403af196bb13645994d8f01c05665a0967e88d4edd,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.285172,51.717732,On or near HALSEY PARK,E01023704,St Albans 018A,Investigation complete; no suspect identified
1b7c96e5120db3c23160fec0633de6e19d1ef678794246b8c3982cfe059a07c8,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.374720,51.710571,On or near BRIGHTVIEW CLOSE,E01023732,St Albans 020D,Investigation complete; no suspect identified
f7fed82d65540d8896f01433025fdae0ebebc3f7b2978da649295bf7cbbb46e9,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.305916,51.725119,On or near HARVEY ROAD,E01033028,St Albans 018F,Investigation complete; no suspect identified
c8e58cfff2c15c66dea933dce2d8f542f7f069362773c635b9ec2b446443367e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.358794,51.731085,On or near STANMOUNT ROAD,E01023730,St Albans 020B,Investigation complete; no suspect identified
9e6601fe745964a7713ffdf76d366a7b4584f361a2ac1fe8afe755abc88b3a35,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363454,51.703491,On or near JAYS CLOSE,E01023717,St Albans 020A,Investigation complete; no suspect identified
30f038868e98d6a5de0d962631c5b60a0631223d724bcb2de6c027077f8b8c09,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.288003,51.748922,On or near HOBBS CLOSE,E01023680,St Albans 015D,Investigation complete; no suspect identified
389d7687603cc0d111fa46ea2d682c05d77936c3cd87aa70ae30d3f59dfc8f8b,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.398034,51.725440,On or near FEATHERBED LANE,E01023732,St Albans 020D,Investigation complete; no suspect identified
15a6af1af86087c347e53067280fb9d1f249601673462f49369efb2f3dc928c9,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.373857,51.712447,On or near Petrol Station,E01023732,St Albans 020D,Investigation complete; no suspect identified
eca76361d375507878c432135b22b6b84a1a0d666e6145d122ff0a42b5552ad2,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.296412,51.724883,On or near Supermarket,E01023706,St Albans 018C,Investigation complete; no suspect identified
2d41509ec81a867646a21a3817ef6b0c478e163b4b29fe500070424a1408fe46,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.320164,51.697736,On or near HARPER LANE,E01023720,St Albans 019C,Investigation complete; no suspect identified
9ebd579ce382543df2b1bb37d470d7a47edbb93181806f104c64a66ebebbbfd3,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.285172,51.717732,On or near HALSEY PARK,E01023704,St Albans 018A,Investigation complete; no suspect identified
a096d3fc09e8722a4ccfd6c38455c1d52c5bd414502647c55cb7d38bcb6a0421,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.322076,51.750088,On or near CAMP ROAD,E01023729,St Albans 012D,Investigation complete; no suspect identified
233fdb64f72fc5664413d55942473e6874d1fd8a673bace96c3796d0e6b72f00,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.353448,51.715607,On or near APPLECROFT,E01023721,St Albans 019D,Investigation complete; no suspect identified
54faef69b4d540d905f7259bef0de1d6ad800467c953f51ca88d54f8c826cf4e,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.300615,51.747163,On or near GRENADIER CLOSE,E01023677,St Albans 015A,Investigation complete; no suspect identified
a5cd5ba431e3a31f8d94283d295a9d361ee2c661a1472eaed2333e56be2e9247,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.301432,51.726925,On or near COTLANDSWICK,E01023705,St Albans 018B,Investigation complete; no suspect identified
85518a84f4ba92d25ee4c2f8e1cbfc2e31ac4beae208a60a98ac9aa60e6b4259,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.297177,51.723014,On or near Supermarket,E01023706,St Albans 018C,Investigation complete; no suspect identified
f26e7a902d91163f58ce1683ca28a03fb89aa940249b4725616b0cf06b271357,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312394,51.743619,On or near Supermarket,E01023683,St Albans 016C,Investigation complete; no suspect identified
d2eb252aa0cff09f9be4f7edb2f10d3d2396dac7c107c17206811d3aef0f0748,2015-03,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.318043,51.769750,On or near DEAN'S GARDENS,E01023709,St Albans 008A,Investigation complete; no suspect identified
