Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
02c307b3f874cfe70b1368203679595079090e4d65303ad17a10e650f9096d1e,2013-01,Dorset Police,Dorset Police,-1.985232,50.714022,On or near PROPSPEROUS STREET,E01032662,Poole 015I,Investigation complete; no suspect identified
8dd60e89db867a91347cc805648881d266bcadc1e28c37d30bc34bedc99b0a8a,2013-01,Dorset Police,Dorset Police,-1.857716,50.736715,On or near RICHMOND PARK ROAD,E01015331,Bournemouth 013B,Investigation complete; no suspect identified
134dad0bc6ef29fa5f540b3a4691a2c9524ce57c5445f2000516c883d0873a3a,2013-01,Dorset Police,Dorset Police,-1.816750,50.721820,On or near SOUTHBOURNE OVERCLIFF DRIVE,E01015366,Bournemouth 018E,Investigation complete; no suspect identified
d7f2a999bb01a97faa7ea9c5ea5e4be55bdf66746284c5dae33e36703aa8c3b5,2013-01,Dorset Police,Dorset Police,-1.905043,50.724236,On or near PRINCESS ROAD,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
552c881e26ca7be2984b4964ac98b5a1a5be868f10120b00ca0d7849788e23cf,2013-01,Dorset Police,Dorset Police,-1.867032,50.744810,On or near MURLEY ROAD,E01015378,Bournemouth 010E,Investigation complete; no suspect identified
542f202a5432a21f3f2cd108cd13a7ca33c719230feb246a2d694f08146f779c,2013-01,Dorset Police,Dorset Police,-1.921940,50.735768,On or near BOYD ROAD,E01015385,Poole 007F,Investigation complete; no suspect identified
752f58b67d5d3927fb17214b1b7aaf963c47d5a06c36633ecf0ce6ebee4a2884,2013-01,Dorset Police,Dorset Police,-1.924989,50.725105,On or near ARCHWAY ROAD,E01015402,Poole 018A,Investigation complete; no suspect identified
9e04c625027607c2aa161b7f3fef898afe79143228a3f8dac5566b32da63e737,2013-01,Dorset Police,Dorset Police,-1.989147,50.747772,On or near FRENCH ROAD,E01015420,Poole 006D,Investigation complete; no suspect identified
b581e1cbe3e05254c073907b84f961529c980feaf17edc365387b293f4d8c233,2013-01,Dorset Police,Dorset Police,-1.938490,50.736174,On or near SOUTHILL AVENUE,E01015438,Poole 008A,Investigation complete; no suspect identified
6abdf2624a09f1abd76071d9f3234e398ca8b8e94fe341e3426768d62363ade3,2013-01,Dorset Police,Dorset Police,-1.977806,50.720855,On or near DENMARK ROAD,E01015468,Poole 015D,Investigation complete; no suspect identified
669813e29c57fa6813727b1affd5cd28b38b1262c3ad765b7cb2823d581d722f,2013-01,Dorset Police,Dorset Police,-1.987951,50.713429,On or near CINNAMON LANE,E01032662,Poole 015I,Investigation complete; no suspect identified
c4887ad905f3977936cf9be2a340f18c006d856252a260bfcd7f7d90ac4efae5,2013-01,Dorset Police,Dorset Police,-1.877317,50.730325,On or near ST WINIFRED'S ROAD,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
856e044800fd30b905fe6130aead63fdd0c55938bbc2dd6c3f50d8a302a4ca0b,2013-01,Dorset Police,Dorset Police,-1.858522,50.728056,On or near LYTTON ROAD,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
f803922d1c8bbc56efb23b011888e88996684064e46b60b3ef69654b5c3fcd06,2013-01,Dorset Police,Dorset Police,-1.926410,50.758855,On or near Supermarket,E01015308,Bournemouth 002C,Investigation complete; no suspect identified
25e42e82d7851eaddaf159250ac8ca9b88bc50b0e6f7e65b608727ab65dfa1a6,2013-01,Dorset Police,Dorset Police,-1.902632,50.753047,On or near HEATON ROAD,E01015336,Bournemouth 007B,Investigation complete; no suspect identified
ee117d7d5134ce5261eb2c7223db9cbece6fdf63c346911f724e3b9e0518c680,2013-01,Dorset Police,Dorset Police,-1.825484,50.750367,On or near CHESHIRE DRIVE,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
557131e72e440060bb5fb600f9e8f0e47a71421997e32fc795940f134b993714,2013-01,Dorset Police,Dorset Police,-1.893739,50.717734,On or near PORTARLINGTON CLOSE,E01015368,Bournemouth 024B,Investigation complete; no suspect identified
0ce84d18ff3b148b2a1616258d2690d79a1338b0f8aaa0e54dc674d989cff282,2013-01,Dorset Police,Dorset Police,-1.897709,50.741784,On or near Further/Higher Educational Building,E01015388,Poole 009C,Investigation complete; no suspect identified
5f08e3b6a1fcb47595bae9045c9c639dad6e8a3c2f80312105a37aaa2dc4a176,2013-01,Dorset Police,Dorset Police,-1.918155,50.728122,On or near GORLESTON ROAD,E01015394,Poole 010E,Investigation complete; no suspect identified
07e6bd8dd30dbcc1251f1c199ef78e7c604f418e133fde89df8ff0735625c86f,2013-01,Dorset Police,Dorset Police,-1.901843,50.710169,On or near SANDBOURNE ROAD,E01015405,Poole 018D,Investigation complete; no suspect identified
3a3114528204726a0fa77000c5831e3f73b7ce2dfd77c0d28d6e593186f3fb26,2013-01,Dorset Police,Dorset Police,-1.965276,50.750933,On or near CANFORD HEATH ROAD,E01015415,Poole 004D,Investigation complete; no suspect identified
9606a16daa21a2d96457605ecb648c6840922f949cbcb3d7fe693acc9971fd6d,2013-01,Dorset Police,Dorset Police,-2.004891,50.714949,On or near BECCLES CLOSE,E01015423,Poole 016A,Investigation complete; no suspect identified
173d7ac1259a7be7900b9711fdcced96e49139af6baecb4485ccd52888b01bb4,2013-01,Dorset Police,Dorset Police,-1.931061,50.768003,On or near KING JOHN CLOSE,E01015436,Poole 002C,Investigation complete; no suspect identified
897d2c25905bacfeddaf4447fedc3a7239a29ea520a5aef4ff809c1adf56e696,2013-01,Dorset Police,Dorset Police,-1.842680,50.728656,On or near PALMERSTON ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
7274fed99eccc87ec6a4e3220d71b64440a1e78c695bd97467b461dbe983089d,2013-01,Dorset Police,Dorset Police,-1.866300,50.723164,On or near LANSDOWNE MEWS,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
dc9cc8deea3179ed0b2a096f0bb25712fdaca342455a2f65601894a16281fa96,2013-01,Dorset Police,Dorset Police,-1.850455,50.725195,On or near KNOLE GARDENS,E01015289,Bournemouth 021C,Investigation complete; no suspect identified
e2a2158bd3d8075822866e952f9c5e0720284fc134977f15fd6c32aa9ddc45c2,2013-01,Dorset Police,Dorset Police,-1.791573,50.729008,On or near RIVERSIDE LANE,E01015299,Bournemouth 020D,Investigation complete; no suspect identified
ac0be3a0ddef6539cd428d1e881cdc7952febf71fd48fab454ae697b9e9d8382,2013-01,Dorset Police,Dorset Police,-1.842347,50.747783,On or near WORDSWORTH AVENUE,E01015340,Bournemouth 008C,Investigation complete; no suspect identified
d595c88ef0ef74c51f9d4cc89aadd82bdc32f29f1be4ea169ce3b5d8553aa039,2013-01,Dorset Police,Dorset Police,-1.905325,50.746241,On or near WALLIS ROAD,E01015355,Bournemouth 007C,Investigation complete; no suspect identified
120a614be9bc0093b49dc32d84a2a00954b9c134f451b8cc8fc205fc6f077632,2013-01,Dorset Police,Dorset Police,-1.898049,50.715831,On or near MCKINLEY ROAD,E01015370,Bournemouth 024D,Investigation complete; no suspect identified
aad5cf673d9a83a7bb23d9cba47c242b96161397c1265677e44fd393cdfdebe9,2013-01,Dorset Police,Dorset Police,-1.905103,50.722941,On or near Shopping Area,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
81a5ac7c8cb9811d00d813785e0774bd76632ae9b6986f7531b28c9122bfd419,2013-01,Dorset Police,Dorset Police,-1.932583,50.734489,On or near BERESFORD CLOSE,E01015392,Poole 010C,Investigation complete; no suspect identified
4f817f04512176b4a6eb5f8ad171d45ea2a3c4b049943999cb7f328be8244e0d,2013-01,Dorset Police,Dorset Police,-2.010947,50.747637,On or near LARCH CLOSE,E01015418,Poole 006B,Investigation complete; no suspect identified
7025ba13614a1d3c05d2153bb574ff852f397071c80c1e3ca2ad06fb5c9aec8f,2013-01,Dorset Police,Dorset Police,-1.936946,50.757072,On or near FRANCIS AVENUE,E01015435,Poole 002B,Investigation complete; no suspect identified
9a3f4e1b2cbe6b23e27c157c935bf9bb3c84e30cb9cc4b3b98b56b7016d85a80,2013-01,Dorset Police,Dorset Police,-1.947462,50.734173,On or near CRANBROOK ROAD,E01015439,Poole 008B,Investigation complete; no suspect identified
fae7de9f27f3d8ae36c6916c7de238a189318f21c05e59efdea32e0359e9a8f8,2013-01,Dorset Police,Dorset Police,-1.963072,50.723001,On or near PARKSTONE ROAD,E01015466,Poole 015B,Investigation complete; no suspect identified
75538681189ae66635624797897c9b01452c4ea85e536e70d4b58559e3b08868,2013-01,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
ea6f179fda8514f9ef60423dac292aa1729b2cbf66ce1101a29d0ad55c7c6a2b,2013-01,Dorset Police,Dorset Police,-1.860930,50.723338,On or near ST SWITHUN'S ROAD SOUTH,E01015290,Bournemouth 021D,Investigation complete; no suspect identified
c32c81fb59dfed3f05623cb2897cb3f14fcdc18b22c0711206595f78fd4fb1ea,2013-01,Dorset Police,Dorset Police,-1.914009,50.764251,On or near ZAMEK CLOSE,E01015304,Bournemouth 002B,Investigation complete; no suspect identified
f9a590e3274e1cbc5589c78c137890a0c5c709baddf870b69658403f39d4f8a6,2013-01,Dorset Police,Dorset Police,-1.829786,50.740652,On or near HENLEY GARDENS,E01015315,Bournemouth 011B,Investigation complete; no suspect identified
baedb7cb7178d38f43ee94707ab6411cfacb476e5dec892a2c679140bbaf97d5,2013-01,Dorset Police,Dorset Police,-1.877265,50.761206,On or near JESSOPP CLOSE,E01015332,Bournemouth 003A,Investigation complete; no suspect identified
d6a40245765141bd4c4d45dbcad7da1df36134eb6fd6d3227ecf7f7f3a458a62,2013-01,Dorset Police,Dorset Police,-1.909591,50.746622,On or near Supermarket,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
9ae95623580545b934c6bf4d0272cb6c78fd0207588410268b111de7af09d43f,2013-01,Dorset Police,Dorset Police,-1.904719,50.723741,On or near COUNTY GATES LANE,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
af008dcf7659b2870e766cd09a57f9728d03a01fa542eafd5c669154334e7d34,2013-01,Dorset Police,Dorset Police,-1.922165,50.727765,On or near Shopping Area,E01015390,Poole 010A,Investigation complete; no suspect identified
6b9f7b43cd89c05a8f56be31c3dfdd9bb3566dca0894de9c17c61ebc68773153,2013-01,Dorset Police,Dorset Police,-1.966526,50.747543,On or near Hospital,E01015407,Poole 005A,Investigation complete; no suspect identified
c64828e047dd0e83620b1a42f48cf14f0457491acadf5c16f23317f2ad937d68,2013-01,Dorset Police,Dorset Police,-1.977357,50.742303,On or near KENNINGTON ROAD,E01015416,Poole 004E,Investigation complete; no suspect identified
bb4426bf02e7ecdd9ad3870637ef97c3d1e29c5f0a72e4ba00a5d751d49279f8,2013-01,Dorset Police,Dorset Police,-1.976781,50.731853,On or near Sports/Recreation Area,E01015445,Poole 012A,Investigation complete; no suspect identified
1b6b47b33716750528bb59709dea09a2af6c8e3924c4e1788820365a7e7d4e0e,2013-01,Dorset Police,Dorset Police,-1.959545,50.722433,On or near PARK ROAD,E01015452,Poole 017A,Investigation complete; no suspect identified
2f6e256ea8c2ecf9e52d4d2da4dd4a1175ce8f6a44978079d96eac699ecef373,2013-01,Dorset Police,Dorset Police,-1.974267,50.716898,On or near Parking Area,E01015468,Poole 015D,Investigation complete; no suspect identified
00a182c57df3c87910bef541009623c883df42f979caef1211f46ce42e5624bb,2013-01,Dorset Police,Dorset Police,-1.876634,50.720496,On or near Shopping Area,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
b8d3df0d358605c465a2e955ed6128f2b4a11f679632f3c6fb2eb5db57a34f5e,2013-01,Dorset Police,Dorset Police,-1.870961,50.717837,On or near RUSSELL COTES ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
4a38802a247b8697cd97fa2f39d351935114ee73a5ae7cf301546fff43da1f62,2013-01,Dorset Police,Dorset Police,-1.851430,50.730565,On or near CLEVELAND ROAD,E01015294,Bournemouth 015C,Investigation complete; no suspect identified
bb1742c905bf07bed44da217762bf5180378c07cfd5f67f0ff1d8f96cb8c9542,2013-01,Dorset Police,Dorset Police,-1.890711,50.764807,On or near DUDLEY ROAD,E01015301,Bournemouth 001A,Investigation complete; no suspect identified
42e7a115a9005d77e58ce07783fb4984e122561a7c08b589c6da22c883e18637,2013-01,Dorset Police,Dorset Police,-1.905879,50.759866,On or near WAVELL ROAD,E01015313,Bournemouth 005D,Investigation complete; no suspect identified
f901f78f238baabac7281fe0323084846baced92ec8c8c2eda89c1bd0f121154,2013-01,Dorset Police,Dorset Police,-1.841720,50.748726,On or near BRADPOLE ROAD,E01015340,Bournemouth 008C,Investigation complete; no suspect identified
e3605a00ed9fefa995031a3fd7abe512bfa6bb248ea0aec408aa72b93876e7d4,2013-01,Dorset Police,Dorset Police,-1.825484,50.750367,On or near CHESHIRE DRIVE,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
9e7d1349489d2db97d983252c023833761ac4999ec100364900f5334e0ed4c6c,2013-01,Dorset Police,Dorset Police,-1.891002,50.749430,On or near HARTMOOR GARDENS,E01015358,Bournemouth 007E,Investigation complete; no suspect identified
df06764278313304c0f6ae6ee0708b5c1f5ea62ae6d3b55d740fecd1cdff411b,2013-01,Dorset Police,Dorset Police,-1.881475,50.716418,On or near KERLEY ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
415bbbb5b1fbd7ec6c00001a8157788bc47610980abb293040904ccf4e4cdc0c,2013-01,Dorset Police,Dorset Police,-1.869414,50.739525,On or near HERON COURT ROAD,E01015376,Bournemouth 013D,Investigation complete; no suspect identified
d0dbf4ceacc6c2fa78f1d606dcbd53774a96601d9a7404de9b87c536d6d71e3e,2013-01,Dorset Police,Dorset Police,-1.869563,50.746818,On or near RIPON ROAD,E01015377,Bournemouth 009E,Investigation complete; no suspect identified
2f96c1c6a8c5a16e7c183cf58e99f85768da916fe1a47b7396dc6059bcc4d8a4,2013-01,Dorset Police,Dorset Police,-1.911071,50.720914,On or near BURTON ROAD,E01015403,Poole 018B,Investigation complete; no suspect identified
d8a167b260c15b9cc06bda4192534b7bc0b21ddf450b0406e4c67ea8d2639adc,2013-01,Dorset Police,Dorset Police,-2.008942,50.715389,On or near LEGION CLOSE,E01015426,Poole 016D,Investigation complete; no suspect identified
ad26212969626f81f4d15a17ded1ce4699682bb1aa3d55003326c43279639b4d,2013-01,Dorset Police,Dorset Police,-1.841496,50.726883,On or near PALMERSTON ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
9929beb6022703c3a777f8846965bcc395454d0232d06cf78553e4cb11b91298,2013-01,Dorset Police,Dorset Police,-1.872834,50.727056,On or near CAVENDISH ROAD,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
ba29583aa928c169a309ebb95ae1fdc9fa95f452fc818417bff18371381698c0,2013-01,Dorset Police,Dorset Police,-1.861518,50.725919,On or near Nightclub,E01015290,Bournemouth 021D,Investigation complete; no suspect identified
47d1ad1a60b72b657a2e074ec0943ee875ceae88e407bf969b8862d1eb53531b,2013-01,Dorset Police,Dorset Police,-1.850460,50.732569,On or near Supermarket,E01015294,Bournemouth 015C,Investigation complete; no suspect identified
4c1b382b98ac9da37bc386de5e7bfb47fca9ef5d8eaab166d2b84fbf6e289f4b,2013-01,Dorset Police,Dorset Police,-1.914572,50.766662,On or near ANSTEY ROAD,E01015302,Bournemouth 002A,Investigation complete; no suspect identified
b0255522e8a029c38babf65a2b963cee68f0e1d6a3bdf1f70b1272ea778167f3,2013-01,Dorset Police,Dorset Police,-1.914009,50.764251,On or near ZAMEK CLOSE,E01015304,Bournemouth 002B,Investigation complete; no suspect identified
07055bc4a8c24524b2aa8318548adac631cb4e3f28092c5593d78ed5115ecbb1,2013-01,Dorset Police,Dorset Police,-1.904044,50.755844,On or near ST MARK'S ROAD,E01015310,Bournemouth 007A,Investigation complete; no suspect identified
d176db6abaea7d7c9f17acb0123fc3c281d2589c46abca7353af272d035dbcf6,2013-01,Dorset Police,Dorset Police,-1.836682,50.746390,On or near SANDY MEAD ROAD,E01015340,Bournemouth 008C,Investigation complete; no suspect identified
d6466954555ee166a72b979ebbfbe03613d15cb43077530de4388ed095eb8b95,2013-01,Dorset Police,Dorset Police,-1.846823,50.752996,On or near BRAISHFIELD GARDENS,E01015354,Bournemouth 004F,Investigation complete; no suspect identified
1de5bcd4b5dfa929ced65ea6be4a78edbe6da6ff5982cc140c01332235127e4a,2013-01,Dorset Police,Dorset Police,-1.885129,50.716502,On or near WEST CLIFF ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
afd0fe43b739ea28461d9e74fc30b193dc7f57977dbfef0dc45b9c9f2faa649b,2013-01,Dorset Police,Dorset Police,-1.975486,50.742068,On or near MORRIS ROAD,E01015416,Poole 004E,Investigation complete; no suspect identified
d00478655f7fa2714d8c2fcae881414c72e80b4fccad5fec79a1b33132dafbf9,2013-01,Dorset Police,Dorset Police,-1.934871,50.771324,On or near THE ORCHARD,E01015435,Poole 002B,Investigation complete; no suspect identified
ca3153ea53bfeeb2d29c365b9e622a548ff6f7292dc90ab864a816929ee921e3,2013-01,Dorset Police,Dorset Police,-1.958269,50.723458,On or near COMMERCIAL ROAD,E01015456,Poole 011D,Investigation complete; no suspect identified
dd91d0a2ede9331b1affdf38ec690a233f40faef1de336f00b6860dfbb9ab40e,2013-01,Dorset Police,Dorset Police,-1.846086,50.722600,On or near BOSCOMBE SPA ROAD,E01015279,Bournemouth 019B,Investigation complete; no suspect identified
f1c5e18d32701777c3fc4dd4cd347b0b4fc5516c34f50d28b5abdab59727f939,2013-01,Dorset Police,Dorset Police,-1.878440,50.718033,On or near EXETER PARK ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
06c423fec0b8b927ef34aa53c51ebff5e871b1d4dfc98cee38ce247094a80ad1,2013-01,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
f98a3874149911edec2a2608c08b7860049a17a25de3442587970ce855cb1ee0,2013-01,Dorset Police,Dorset Police,-1.847146,50.732070,On or near CURZON ROAD,E01015293,Bournemouth 015B,Investigation complete; no suspect identified
243fc611b12d5d7e0ca2f1a77ddbaec4cf64bed6d4926d5949dc10ee81aec8d1,2013-01,Dorset Police,Dorset Police,-1.926092,50.762767,On or near GAYDON RISE,E01015311,Bournemouth 002D,Investigation complete; no suspect identified
b0ee6fab23c03a4e05bd62b307db61dabb20d20a0850156044e2d4dc98bb0a0a,2013-01,Dorset Police,Dorset Police,-1.868043,50.748130,On or near SHIRLEY ROAD,E01015321,Bournemouth 009A,Investigation complete; no suspect identified
5a05c8d2f03f0c394aa8f99050cb1860882edb8a972b73ce3ad1cc411bfc6a49,2013-01,Dorset Police,Dorset Police,-1.865366,50.752299,On or near WEST WAY,E01015322,Bournemouth 010A,Investigation complete; no suspect identified
e12f53f2b97ae80586c38d48c0c768002ed9cf2f42013ac1f4b609e1444b8ac5,2013-01,Dorset Police,Dorset Police,-1.844770,50.752094,On or near Supermarket,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
157de77e5cf96bddc6f24d2fe2078500cf12ebba8a38cb80f7017b5d453d6631,2013-01,Dorset Police,Dorset Police,-1.873461,50.736229,On or near DE LISLE ROAD,E01015345,Bournemouth 013C,Investigation complete; no suspect identified
68ac85516f387a812e4f5d1a331c0dfb8f74f04c91d00367bb9706dfad45aa66,2013-01,Dorset Police,Dorset Police,-1.888587,50.751631,On or near ASHLEIGH RISE,E01015358,Bournemouth 007E,Investigation complete; no suspect identified
101c2c2f5cc3d73cbf7be9aec4bc58237a1b76bc34ab7035bfd83ef0200861d1,2013-01,Dorset Police,Dorset Police,-1.879001,50.742071,On or near WIMBORNE ROAD,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
e2df44244a03da7962b3eb0b11591f1686f155f99f74dbbb7dfa7fcf9c25e5d9,2013-01,Dorset Police,Dorset Police,-1.867446,50.743660,On or near GREEN ROAD,E01015378,Bournemouth 010E,Investigation complete; no suspect identified
d5bcc0949925eebd88ac8ec164454e2b29554afb1d3c4af0717409de807a5a69,2013-01,Dorset Police,Dorset Police,-2.013686,50.711441,On or near BRANKSEA AVENUE,E01015428,Poole 014B,Investigation complete; no suspect identified
21e956a4a3d97350b7dcfcc8046b5ad30587ee757542cfcae21c66427737b4ad,2013-01,Dorset Police,Dorset Police,-1.841158,50.726154,On or near CHRISTCHURCH ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
c336d6583afbcbd71362688160168f8850b2209195170a467856736814d1a36c,2013-01,Dorset Police,Dorset Police,-1.859712,50.727958,On or near CORPORATION ROAD,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
b62e7a3810e63e14fc5443549c5bdcf65911c02b7d83305971512d76c0e64987,2013-01,Dorset Police,Dorset Police,-1.905504,50.763085,On or near Park/Open Space,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
8cc65f36f126b6dc0840066cb8aebac0600b4739440c4e7407f472a8fce8ef3c,2013-01,Dorset Police,Dorset Police,-1.847643,50.736127,On or near BETHIA ROAD,E01015329,Bournemouth 015E,Investigation complete; no suspect identified
0c135a1c6b064fb6d4165e6d5334d6d38fd78298fb2d24e61795abeb284f6b27,2013-01,Dorset Police,Dorset Police,-1.869144,50.734669,On or near Supermarket,E01015345,Bournemouth 013C,Investigation complete; no suspect identified
3bc9edbc631895a59a0bb562ed52ffa48249dd0b8a2a4b949d8a71721bdf7cf8,2013-01,Dorset Police,Dorset Police,-1.918995,50.750577,On or near DOWNEY CLOSE,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
5c5be629b46664625e4f7d0aad1817d7d0cbf2f6f94d59aea49e12e2755d02e0,2013-01,Dorset Police,Dorset Police,-1.878651,50.746010,On or near SMITHFIELD PLACE,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
1913fdb75615efdd0fedb6b068308e7984ca4b7bab2be712d9d257bd265bc251,2013-01,Dorset Police,Dorset Police,-1.878604,50.742161,On or near Supermarket,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
ef4c64f8c7e1b5f379a39cadc96c40d98d3ad11d9274e2b43f9a7cb8f74ee538,2013-01,Dorset Police,Dorset Police,-1.924559,50.737074,On or near SANCREED ROAD,E01015385,Poole 007F,Investigation complete; no suspect identified
fcdf23e56f0885b333f3a1147508fb6c60ccdfedbf7d46e6ce2ec0d89090a885,2013-01,Dorset Police,Dorset Police,-1.925517,50.731670,On or near BINNIE ROAD,E01015391,Poole 010B,Investigation complete; no suspect identified
a5becae3a8688429d0f7f3dc555d09cdb722e105b2dd0845ff6100f0f05d6fa2,2013-01,Dorset Police,Dorset Police,-1.977187,50.741376,On or near NUFFIELD ROAD,E01015416,Poole 004E,Investigation complete; no suspect identified
c21ddbde740c57a87da1beea0471deccf7a6c9f573980efff742a0e6e49c6230,2013-01,Dorset Police,Dorset Police,-2.016735,50.722322,On or near FRESHWATER DRIVE,E01015427,Poole 014A,Investigation complete; no suspect identified
3923d1f55d0e7df1d236aebb473bcfea7bfb12126e28839c4608383e222732f4,2013-01,Dorset Police,Dorset Police,-1.937698,50.724303,On or near Supermarket,E01015460,Poole 013B,Investigation complete; no suspect identified
a82aeb20ab833f74f15263744ebe76d1d62a5773aa27d2fae1353f4568339572,2013-01,Dorset Police,Dorset Police,-1.845040,50.725997,On or near AYLESBURY ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
fb53f5003df83883e0fc87972aa53abbf454c479669ce95e501267efe2e412ca,2013-01,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
8f8ac92d11656d9b65161be87afd92cdbfca49c543a4340b15a2832572699694,2013-01,Dorset Police,Dorset Police,-1.845246,50.732391,On or near WILSON ROAD,E01015292,Bournemouth 015A,Investigation complete; no suspect identified
7b7e378a46c37750a09428b24c2aa52654f4fd8c1d099a674a68b2f5e88b1596,2013-01,Dorset Police,Dorset Police,-1.782102,50.721275,On or near HARBOUR ROAD,E01015295,Bournemouth 020A,Investigation complete; no suspect identified
5bbdbef24b9c979f8f3cd541f848094ddd88c8dc8348044370d9ad701ef48996,2013-01,Dorset Police,Dorset Police,-1.857764,50.753828,On or near CHARMINSTER ROAD,E01015343,Bournemouth 004A,Investigation complete; no suspect identified
60636ffd6ab2d07d88a8079d0c93575eda72eda62a8c49b336789957da2e9c72,2013-01,Dorset Police,Dorset Police,-1.903801,50.749630,On or near PRIESTLEY ROAD,E01015355,Bournemouth 007C,Investigation complete; no suspect identified
c4973fac2dbb49db365b9157cd47fd32645e60bb3963a11081232a0eedcc4a8a,2013-01,Dorset Police,Dorset Police,-1.919082,50.749588,On or near EVANS CLOSE,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
fa426233be7257baa302ff11a1cec7fbe8c9b5682ce0407a86c54d7b2589917a,2013-01,Dorset Police,Dorset Police,-1.906473,50.717780,On or near WESTBOURNE PARK ROAD,E01015369,Bournemouth 024C,Investigation complete; no suspect identified
89fd527a24b36dccbf5f59d5c7e4fe03ee54b38751b9b61a03db10e9ced60639,2013-01,Dorset Police,Dorset Police,-1.910864,50.725194,On or near EAGLE ROAD,E01015386,Poole 009A,Investigation complete; no suspect identified
6a1f331cc76e90f4962499519ffe956834f1aaa6c4f6b843358db3599cc242ab,2013-01,Dorset Police,Dorset Police,-1.962901,50.742119,On or near MITCHELL ROAD,E01015408,Poole 005B,Investigation complete; no suspect identified
4a7c2cb1a60eb8de50eede521825df7243906007b38fb00da2378478c7342e33,2013-01,Dorset Police,Dorset Police,-2.012009,50.743923,On or near LONGMEADOW LANE,E01015418,Poole 006B,Investigation complete; no suspect identified
6a0433d00cb2e2149edebd9afd466356e011a5c8099153a099a1c6a0e6d77f52,2013-01,Dorset Police,Dorset Police,-1.931061,50.768003,On or near KING JOHN CLOSE,E01015436,Poole 002C,Investigation complete; no suspect identified
839df602d617ef1ca7ecf689085ec896b51c406cd125e38744ba8d3d3ff9d2ae,2013-01,Dorset Police,Dorset Police,-1.934747,50.737584,On or near CHURCHILL ROAD,E01015444,Poole 008F,Investigation complete; no suspect identified
f958c0511d2ec801e033b6d42e4d46d963dccc2d0d6b2f0d3a765fd0080d7057,2013-01,Dorset Police,Dorset Police,-1.911340,50.758521,On or near CUNNINGHAM PLACE,E01015309,Bournemouth 005B,Investigation complete; no suspect identified
c700909e847242102ba3393eaa8ef5ff48f75db36a5f027b789121f95894a1ce,2013-01,Dorset Police,Dorset Police,-1.846086,50.722600,On or near BOSCOMBE SPA ROAD,E01015279,Bournemouth 019B,Investigation complete; no suspect identified
be77d11d982fe7f2727f9db30bc66d8c397b7d7516fd83d8bd8a3c94aa92151d,2013-01,Dorset Police,Dorset Police,-1.871700,50.722082,On or near OLD CHRISTCHURCH ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
178437863b0b377e8753bd07fd0dea3c168cf096a6dd73afe6a19fca7ada7d7f,2013-01,Dorset Police,Dorset Police,-1.858292,50.729072,On or near HOLDENHURST ROAD,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
61cf0347585cde469396528bfe9b1b84d3536a5a5a25d2fac742709fa7142d3f,2013-01,Dorset Police,Dorset Police,-1.909051,50.769184,On or near WIMBORNE ROAD,E01015302,Bournemouth 002A,Investigation complete; no suspect identified
be4b70db3ff23e9cd7c22b237ca542608aecdaf8b730efbcaf538e72b2d42683,2013-01,Dorset Police,Dorset Police,-1.844770,50.752094,On or near Supermarket,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
