Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
add0206b608f0ad407fe6b386550bb9a12e1e5586f69a69d3b0192dea6ce9e95,2013-03,Dorset Police,Dorset Police,-1.816719,50.744292,On or near Petrol Station,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
1ba0414d3cf7cb5ec3f56442c5d721d494b8dff5a8bc604dd935dc7b97f4cb51,2013-03,Dorset Police,Dorset Police,-1.844634,50.750376,On or near CATTISTOCK ROAD,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
1d772f4f71a608e5696e74d933a78f164ca550498a87642a63381b54a3a8cacc,2013-03,Dorset Police,Dorset Police,-1.963405,50.750671,On or near YEATMINSTER ROAD,E01015415,Poole 004D,Investigation complete; no suspect identified
29e40e6f9a79dac057edea3be384e8e6378e8b5b2f7605ca83e679bcdf62e0a3,2013-03,Dorset Police,Dorset Police,-1.954646,50.720012,On or near SANDBANKS ROAD,E01015453,Poole 017B,Investigation complete; no suspect identified
dcb4568af764b2de1512cddbf10a15cf96de9aac05dc7ab161ec72fcebcd7627,2013-03,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
ff940a6681ce41fd4291cc6e0ad2310a9286239f55f89a3a2e5de2a74eb75a2e,2013-03,Dorset Police,Dorset Police,-1.979420,50.757123,On or near LODERS CLOSE,E01015412,Poole 004A,Investigation complete; no suspect identified
bb741e557a0c267144c845641293d9ef146932084bb0109e5dfd8e03699f6e33,2013-03,Dorset Police,Dorset Police,-1.983279,50.749075,On or near Petrol Station,E01015416,Poole 004E,Investigation complete; no suspect identified
a5238d0ccd2676600e656c7b4a36d3615d2a4cec4b5307a1894fb331aef649a1,2013-03,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
00d27c864553e47aefbbcdb6e5928935eac4d3caa6b47de22085efecb8a16067,2013-03,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
cbaf4a7f4e93c0f9a7b55e9c658052c840b69491411640097408755c7b33ba5b,2013-03,Dorset Police,Dorset Police,-1.995255,50.762943,On or near STATION APPROACH,E01015395,Poole 003A,Investigation complete; no suspect identified
1d43fc56065ab95c19a591c5768b0ef721e8d7cd69fc747bdf281860676fb718,2013-03,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
b864d4e16e27d2f4ce0d20dd4ce644930f6e17a01283eeca1cd77d167f428463,2013-03,Dorset Police,Dorset Police,-1.865406,50.758135,On or near RUSKIN AVENUE,E01015350,Bournemouth 006E,Investigation complete; no suspect identified
92c387c33b95f10ecb400895c3e0bb8086f0c82f786c5e19d2b372689c68d58c,2013-03,Dorset Police,Dorset Police,-1.900555,50.749942,On or near COLUMBIA TREES LANE,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
4f5bd245e67634f7be26fd0630f7af95062683983e9184ef8086faf0b9d5ee57,2013-03,Dorset Police,Dorset Police,-1.995852,50.742763,On or near CABOT LANE,E01015417,Poole 006A,Investigation complete; no suspect identified
2a2822a08634ef0f7fd95919b0e7a79324b8715340eb5ed454b951abc57aaa02,2013-03,Dorset Police,Dorset Police,-1.935915,50.712450,On or near COMPTON AVENUE,E01015458,Poole 013A,Investigation complete; no suspect identified
060cbcacd88704c7520b3cf2b30c4cc4118a5da4806bafa671d36ccc77439828,2013-03,Dorset Police,Dorset Police,-1.781278,50.727847,On or near BRANDERS LANE,E01015298,Bournemouth 020C,Investigation complete; no suspect identified
50a35e8e1cc222e9d6b74dc56822cecddcc330b79f2f76c85b8445e5f73e9044,2013-03,Dorset Police,Dorset Police,-1.979380,50.751458,On or near HASLER ROAD,E01015414,Poole 004C,Investigation complete; no suspect identified
6c2e9ed277abbe4ac0c2b6c2e4c62ee7201ffcaa6864176da2f8c46df5db8a65,2013-03,Dorset Police,Dorset Police,-1.931003,50.749110,On or near ST BRELADES AVENUE,E01015380,Poole 007A,Investigation complete; no suspect identified
41495bf1aa1a64dcf3af87bb111e485960bb7a5e91d5d4c7c9a7c7f6e10e670d,2013-03,Dorset Police,Dorset Police,-1.842548,50.725571,On or near Supermarket,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
844b43cc415e942d06ca7b0b8d68abc65c6086b7beb41069aeab30e5982999cc,2013-03,Dorset Police,Dorset Police,-1.835674,50.750723,On or near HASTINGS ROAD,E01015340,Bournemouth 008C,Investigation complete; no suspect identified
7bd3581fd4f0ef71da978a3e4bd1ba666503cf9b731239c7051e968dd0fb9842,2013-03,Dorset Police,Dorset Police,-1.895617,50.752105,On or near COLUMBIA ROAD,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
1c8ba216fe71e52d263c15271d632ba7b50994b04796658bdabf26231a8bb55b,2013-03,Dorset Police,Dorset Police,-1.879725,50.741641,On or near Supermarket,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
3767700cc29c394cf6ed46aa4555a7deb08c769926cd46bfffbeb7e78932646c,2013-03,Dorset Police,Dorset Police,-1.945704,50.747301,On or near MANNINGS HEATH ROAD,E01015443,Poole 008E,Investigation complete; no suspect identified
077bacef0621b175852c6ed999d5846263384a766a4f6b078080e20962b6a111,2013-03,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
306ccc542e515dffa72882d3397ce2d1d1ec96fdb08e0bb6c00a279de0bbc188,2013-03,Dorset Police,Dorset Police,-1.844770,50.752094,On or near Supermarket,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
50e2141e507493e6c60f655cefba9e759941bc403970d5d3d3f3cad1b0298635,2013-03,Dorset Police,Dorset Police,-1.859772,50.760242,On or near Sports/Recreation Area,E01015351,Bournemouth 004C,Investigation complete; no suspect identified
76408b3eb5ff16ca259e202fbaa08b5fbf0ef17f9e73af36936b87c4da6014c8,2013-03,Dorset Police,Dorset Police,-1.804264,50.730064,On or near LUCERNE AVENUE,E01015364,Bournemouth 018C,Investigation complete; no suspect identified
49789549eb39a28964f5779456762b86972aa86b638647d854f2ef869e121580,2013-03,Dorset Police,Dorset Police,-1.878678,50.740803,On or near Supermarket,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
655a4e69cc2af6b1da10021906ce88cba0b563c1840944ed8e43f0bdd623c709,2013-03,Dorset Police,Dorset Police,-1.937536,50.729060,On or near Supermarket,E01015390,Poole 010A,Investigation complete; no suspect identified
328f7c8f82c6ee775f04fa6e40e2bbc7f3adeddf94576257b42cbe390c0fcf25,2013-03,Dorset Police,Dorset Police,-1.837296,50.724620,On or near FLORENCE ROAD,E01015280,Bournemouth 019C,Investigation complete; no suspect identified
cbadba752d8a37e994b86cf5d90a9b33542d5a947e3248f9188e2f36bee50572,2013-03,Dorset Police,Dorset Police,-1.865580,50.722228,On or near Further/Higher Educational Building,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
d5a27dde9128dec635e189e95fb6a64bac9999e5da210fec2a7f46bcb0001cfe,2013-03,Dorset Police,Dorset Police,-1.849060,50.749330,On or near MALLARD ROAD,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
117c3dc39acadcd62740b06c1ca6876367a16898f05606948ad3289dcd768be4,2013-03,Dorset Police,Dorset Police,-1.906601,50.753041,On or near ACRES ROAD,E01015355,Bournemouth 007C,Investigation complete; no suspect identified
0d5b5bed781e65e7dbf844d481e8005d64e32aea297a747705143857bdd59093,2013-03,Dorset Police,Dorset Police,-1.999013,50.740353,On or near LITTLEMEAD CLOSE,E01015417,Poole 006A,Investigation complete; no suspect identified
0742dd63fcc913e7b6049699069d51208c8f6e7e5f93031aa85a22c10a8ce4d4,2013-03,Dorset Police,Dorset Police,-1.942165,50.732525,On or near CREST ROAD,E01015441,Poole 008C,Investigation complete; no suspect identified
c5471022c5157e1f16296cc82f2deaac8000d637699f0c4ab1841b9ffbd34163,2013-03,Dorset Police,Dorset Police,-1.984492,50.723608,On or near STERTE ROAD,E01015465,Poole 015A,Investigation complete; no suspect identified
bde2233c1a2cc04ebc03a0dcaf9c25787c3886ad91dbbb88035e5b3bc8badf13,2013-03,Dorset Police,Dorset Police,-1.874960,50.726960,On or near THE DEANS,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
40db7265d5a0a4957d23b48b09b0989e817b72eec9f0ab02e308dcffabb97fe6,2013-03,Dorset Police,Dorset Police,-1.858700,50.739594,On or near ST ALBAN'S AVENUE,E01015330,Bournemouth 010B,Investigation complete; no suspect identified
d3d0731f388068e1f645607d97416d6a7ad75f7c1e81945517100206b554b3d0,2013-03,Dorset Police,Dorset Police,-1.983731,50.712385,On or near FISHERMANS ROAD,E01032662,Poole 015I,Investigation complete; no suspect identified
d81885b4e73cf40dff61dadf32ddf0cb2ee63b46a42543688ba8346ba39375f9,2013-03,Dorset Police,Dorset Police,-1.812430,50.721570,On or near SOUTHBOURNE OVERCLIFF DRIVE,E01015366,Bournemouth 018E,Investigation complete; no suspect identified
e4a3e7cf590c9d22396a1ef4d764bcc6fb39f6679d220d7eb238883dc291adea,2013-03,Dorset Police,Dorset Police,-1.930032,50.725297,On or near PONSONBY ROAD,E01015461,Poole 013C,Investigation complete; no suspect identified
11104c63d6c1bb5867474849909076da9a1dd4f09ceb928ed7e34e2d32e4c59d,2013-03,Dorset Police,Dorset Police,-1.839523,50.740243,On or near LITTLEDOWN DRIVE,E01015315,Bournemouth 011B,Investigation complete; no suspect identified
405ebaa66e3f845db880658e3f15f4b7ea34a66ec90d5800ac09365b5f5441c7,2013-03,Dorset Police,Dorset Police,-1.885913,50.761547,On or near BROADHURST AVENUE,E01015333,Bournemouth 003B,Investigation complete; no suspect identified
4e3c9ac5d38d110ce2118da84547f21d75966311968e08893b08685fea264975,2013-03,Dorset Police,Dorset Police,-1.921495,50.747674,On or near FROBISHER AVENUE,E01015381,Poole 007B,Investigation complete; no suspect identified
14ed1b75894039459aee3d4cff81565ea2433c1995b2fea5ee48f06517f6c990,2013-03,Dorset Police,Dorset Police,-1.984935,50.754921,On or near FONTMELL ROAD,E01015396,Poole 003B,Investigation complete; no suspect identified
62ce3fd8647bb260507a91a81bdeeb50616509a5a507612e1b88af0274e846f7,2013-03,Dorset Police,Dorset Police,-1.994732,50.748141,On or near GORT ROAD,E01015420,Poole 006D,Investigation complete; no suspect identified
6f430a9503f6a4a02ea041682569e5fbd77f708d1ca32400d9e2cb55d68f7bee,2013-03,Dorset Police,Dorset Police,-1.798324,50.727491,On or near RUFFORD GARDENS,E01015300,Bournemouth 020E,Investigation complete; no suspect identified
15076af254d7709f652806d211cc21bad104f2f29750f70f8512a4dbf60ae6c1,2013-03,Dorset Police,Dorset Police,-1.864618,50.761084,On or near COX CLOSE,E01015351,Bournemouth 004C,Investigation complete; no suspect identified
2faf210b9554c7a8298d624674e8b22a7911f3495a5eb75d4cef1b8e3a51310d,2013-03,Dorset Police,Dorset Police,-1.925379,50.729610,On or near FRANCIS ROAD,E01015390,Poole 010A,Investigation complete; no suspect identified
2dbc3dc0a7855ccd403969802ef33b007f5d01be10caa53c0efb8cc4cc898e34,2013-03,Dorset Police,Dorset Police,-1.970660,50.754144,On or near CORSCOMBE CLOSE,E01015413,Poole 004B,Investigation complete; no suspect identified
d19902bad80815e5679c38e36404b6de0225abe2224a52b69a4f2ebfc61a7956,2013-03,Dorset Police,Dorset Police,-1.942165,50.732525,On or near CREST ROAD,E01015441,Poole 008C,Investigation complete; no suspect identified
1aaa85f0b970147ac88c5ac71b557671138dec3f1df2bfd4a3264d873ed1faa4,2013-03,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
ebec84317ec5a783327c56df436be62c8a9e752605e11188cd040fa6c3f3cb52,2013-03,Dorset Police,Dorset Police,-1.931742,50.757689,On or near STILLMORE ROAD,E01015308,Bournemouth 002C,Investigation complete; no suspect identified
45fedf17861853da9e62731ede39661c311354250f1137ab04a9ee7e0600ded7,2013-03,Dorset Police,Dorset Police,-1.901278,50.723010,On or near LANDSEER ROAD,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
3cee7c62c07e64af09001e0fb8139732ebe42a09f28f95da8a5b75847f04cc80,2013-03,Dorset Police,Dorset Police,-1.990493,50.750389,On or near ALLENBY CLOSE,E01015420,Poole 006D,Investigation complete; no suspect identified
6394835a19864a1ae37de9d2eff0b173fe47b762ef6c2811162e4fbd1a11a306,2013-03,Dorset Police,Dorset Police,-1.883909,50.717356,On or near ST MICHAEL'S ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
57ab978fbed458103fcd061e3088414150114642a8040511891adec7564c3d1b,2013-03,Dorset Police,Dorset Police,-1.996701,50.758806,On or near YORK ROAD,E01015395,Poole 003A,Investigation complete; no suspect identified
d6bd3fbfd0b263220a8e1793ad675d58d871e637f544d10ec6968eab5529d239,2013-03,Dorset Police,Dorset Police,-1.983748,50.745784,On or near ROYSTER CLOSE,E01015416,Poole 004E,Investigation complete; no suspect identified
1f032d69adfec5280f2e2bbb4e6c2d66bb659a840c0c3290d600a963a1e95ab0,2013-03,Dorset Police,Dorset Police,-2.018692,50.727160,On or near GOATHORN CLOSE,E01015429,Poole 014C,Investigation complete; no suspect identified
1c4125683b7a5cb915c4db5e22ace398f5383a5c819ac5a16686ae3221293585,2013-03,Dorset Police,Dorset Police,-1.961715,50.736498,On or near ROSE CRESCENT,E01015447,Poole 011B,Investigation complete; no suspect identified
9a3453f0753060d03c86374dee208eaf8d2926003dc8cfef3f3f7259ed6b485d,2013-03,Dorset Police,Dorset Police,-1.885913,50.761547,On or near BROADHURST AVENUE,E01015333,Bournemouth 003B,Investigation complete; no suspect identified
e5225e907c19b88ea551a921359baa5bb3b810f24bbc28a5abda591b3985d25c,2013-03,Dorset Police,Dorset Police,-2.941278,50.835024,On or near GREEN LANE,E01020535,West Dorset 005D,Investigation complete; no suspect identified
4303e400b61ee5649c57506dc376b5677ff89876dde352f399e815d36d1ac04e,2013-03,Dorset Police,Dorset Police,-1.918515,50.806529,On or near OLD FORGE ROAD,E01020408,East Dorset 009E,Investigation complete; no suspect identified
dbcc2a187b99b388f963c55d1129b54cd5047b40e54b2163db4a211aaf210669,2013-03,Dorset Police,Dorset Police,-2.305488,50.924371,On or near ORCHARD GARDENS,E01020458,North Dorset 004D,Investigation complete; no suspect identified
86efcf1967046db1abf04e797444339421d9a57ba37eb6e9f2f5fe9fbca36294,2013-03,Dorset Police,Dorset Police,-2.721007,50.709472,On or near SHIPTON LANE,E01020507,West Dorset 007A,Investigation complete; no suspect identified
35c5b41d07454ed4fe4027d165ba824e1ff3b110f5876be3f76e2006585042f2,2013-03,Dorset Police,Dorset Police,-2.486692,50.610164,On or near MARQUIS CLOSE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
ce430a548f8b197c0ea7fd22a5305a3df52f360fb3eb13adffb175d0cf522181,2013-03,Dorset Police,Dorset Police,-2.445889,50.624905,On or near Parking Area,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
f04978df9b5edf877e9b465dddc833e3e27bf41ced273f757da1dfa9cfa9fd7f,2013-03,Dorset Police,Dorset Police,-2.475356,50.614213,On or near SOMERSET ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
c77928af681ed9cb4d7946ee0f3fb3a07027f04c7978ec51c09af2e8de15e56e,2013-03,Dorset Police,Dorset Police,-2.948774,50.727049,On or near SOMERS ROAD,E01020532,West Dorset 005B,Investigation complete; no suspect identified
f055c899d1b868afcd573f7e6c3665fc8d3af4db488baefa4167ef4d8fc07343,2013-03,Dorset Police,Dorset Police,-2.166153,50.855609,On or near Nightclub,E01020438,North Dorset 007D,Investigation complete; no suspect identified
6620d039e5816ea47a86a9530a5e16d1a927bcf76e8544a8c898a9854ed6bc3f,2013-03,Dorset Police,Dorset Police,-2.205007,51.000720,On or near FOYLE HILL,E01020457,North Dorset 003D,Investigation complete; no suspect identified
130635d58c5187095dbe11ad15fb79c290829217df6d68127a8b9b23d57c9628,2013-03,Dorset Police,Dorset Police,-2.122852,50.753454,On or near LOWER STREET,E01020469,Purbeck 001B,Investigation complete; no suspect identified
9f1597e73248ac8b71650224b6de7aafab269fe37d6ef1904427b731f165cfa7,2013-03,Dorset Police,Dorset Police,-2.730057,50.703993,On or near BARR LANE,E01020507,West Dorset 007A,Investigation complete; no suspect identified
4f0bd1ba595b19adb95289ec22e77221ac73afa6432fbacabe53655015114254,2013-03,Dorset Police,Dorset Police,-2.460468,50.710631,On or near Conference/Exhibition Centre,E01020528,West Dorset 009E,Investigation complete; no suspect identified
312a000bd74604cc580be3cce89960ab978d7b9ae78460240c551ab64fea9a84,2013-03,Dorset Police,Dorset Police,-2.278537,50.704328,On or near THE STREET,E01020490,Purbeck 004B,Investigation complete; no suspect identified
657c1541a95e07b1093ab922da0aa161dee09faf55150d19ad6c6d3befbe734c,2013-03,Dorset Police,Dorset Police,-2.458551,50.749244,On or near WHITEBEAM CLOSE,E01020509,West Dorset 004A,Investigation complete; no suspect identified
fd36c88e214cf3ec7587aac251e3855503ede072b647472ffb5bad3c59f407fe,2013-03,Dorset Police,Dorset Police,-2.465065,50.615522,On or near POTTERY LANE,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
0c25075e9b3a8a30ecbf12ae26d3502fda9b0ea1396217e8148feec383784e63,2013-03,Dorset Police,Dorset Police,-2.297470,50.927602,On or near ELM CLOSE,E01020458,North Dorset 004D,Investigation complete; no suspect identified
e14289a60822c2031b4bd05b62a36b55438129e8a900adfcbc94f7946c47e079,2013-03,Dorset Police,Dorset Police,-2.109813,50.694196,On or near SANDFORD LANE,E01020488,Purbeck 003F,Investigation complete; no suspect identified
badb9fbb5ecd778003787ee10b22df4d6e97fa37608e19d30edb7e2cc0bedcbe,2013-03,Dorset Police,Dorset Police,-2.233012,50.679257,On or near FROME AVENUE,E01020491,Purbeck 004C,Investigation complete; no suspect identified
d5d90dc0ab5a2b85ae0b3ca65dac39ee2e6e91eb73ec49e3afdd9af980acd351,2013-03,Dorset Police,Dorset Police,-2.754173,50.726033,On or near MAPLE GARDENS,E01020504,West Dorset 008C,Investigation complete; no suspect identified
03459d71ac2631875e8c33f4d251fbe7cb63d24f5f94f5b79f2da8e5990d813b,2013-03,Dorset Police,Dorset Police,-2.781988,50.721129,On or near MOUNT LANE,E01020517,West Dorset 007B,Investigation complete; no suspect identified
c4952709a4e7a57c12a98b3ea4d3090931fe5fed140df119a23b6cf80a1fe7ea,2013-03,Dorset Police,Dorset Police,-2.440450,50.545149,On or near CHANNEL VIEW ROAD,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
fecf31ed2feff418b399608da1bd26e009701c092f7189ee4497fef7d3114234,2013-03,Dorset Police,Dorset Police,-2.473287,50.606685,On or near PEARTREE LANE,E01020577,Weymouth and Portland 005C,Investigation complete; no suspect identified
d2d773d2b10bbd14d3dcc1a93508264960b369f463c0176ae8bca4efc84e19b7,2013-03,Dorset Police,Dorset Police,-2.395028,50.770303,On or near Sports/Recreation Area,E01020539,West Dorset 004D,Investigation complete; no suspect identified
074c358b1ff1826024e6bf200172f6777d1b5fdc694f971fb4e6841bfc43f889,2013-03,Dorset Police,Dorset Police,-1.789815,50.735740,On or near FREDA ROAD,E01020368,Christchurch 006E,Investigation complete; no suspect identified
e252b6c62fd948ea264bdeb30e2708139d0a03ebdbf4b1d2890fdba02d21b591,2013-03,Dorset Police,Dorset Police,-1.911390,50.784528,On or near GREEN LANE,E01020399,East Dorset 011B,Investigation complete; no suspect identified
685f6517220f8cd2cc82e9eaf34e572c6970da49ed4bf6351fe3bd2eb5c6a668,2013-03,Dorset Police,Dorset Police,-2.089897,50.814579,On or near CHURCH STREET,E01020410,East Dorset 005D,Investigation complete; no suspect identified
12c3520cadfd383355c01c6ccfc7921c3fc6d18622c4e4998b2019be1d101166,2013-03,Dorset Police,Dorset Police,-2.116495,50.619936,On or near Parking Area,E01020467,Purbeck 005B,Investigation complete; no suspect identified
57b2cc0766d1e7aa834c5cdd1a42efe1f3fc2fad3be2877407bf9c2e251d7b16,2013-03,Dorset Police,Dorset Police,-2.454266,50.647732,On or near Supermarket,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
7a470563d764e5d14fb1bbaf0e274b386d0524ae7b2e134c48c9d7a03306d512,2013-03,Dorset Police,Dorset Police,-2.186822,50.968603,On or near A350,E01020460,North Dorset 005D,Investigation complete; no suspect identified
dd5215708ba4cbccd92a4593c337778d87152ad31733f806e119d21f8113303e,2013-03,Dorset Police,Dorset Police,-2.089452,50.752675,On or near BARTOM'S LANE,E01020469,Purbeck 001B,Investigation complete; no suspect identified
eecffd1cc76b116333306023f05d5987c9a9c75f8f8523662ca123f73bd5ead9,2013-03,Dorset Police,Dorset Police,-2.149052,50.727668,On or near Parking Area,E01020476,Purbeck 003A,Investigation complete; no suspect identified
b7426ca452b63af459b1ea714d3a37dd3ce78257ab6942d16ba37facfc9c89ce,2013-03,Dorset Police,Dorset Police,-2.500359,50.619513,On or near MASKEW CLOSE,E01020515,West Dorset 012D,Investigation complete; no suspect identified
b1e8a54b8395e201f76a29d0df05108189f3e126b4c83b46be9b63df32ee3b08,2013-03,Dorset Police,Dorset Police,-2.011974,50.773428,On or near JUBILEE ROAD,E01020384,East Dorset 012C,Investigation complete; no suspect identified
da52c3d974427d4f576093fa80145528ad475d71f25eae1ee0f33c41a50689c6,2013-03,Dorset Police,Dorset Police,-1.886202,50.811960,On or near MARTINS DRIVE,E01020391,East Dorset 008B,Investigation complete; no suspect identified
d8edf08c12a0962d9ebb453e1cb28da1459aef2953909854654712d163e0d24c,2013-03,Dorset Police,Dorset Police,-1.978779,50.794604,On or near EDEN GROVE,E01020429,East Dorset 010D,Investigation complete; no suspect identified
9af8df709204c481fcccc586950e79c7d26e829ef38176b7301f8dfbff7bee12,2013-03,Dorset Police,Dorset Police,-2.027748,50.732715,On or near SHORE CLOSE,E01020473,Purbeck 002C,Investigation complete; no suspect identified
479f31cc60e01c14666109724d29a6dbb8418443a00bca08b8afe3f519cabfb0,2013-03,Dorset Police,Dorset Police,-2.464644,50.604382,On or near BEN NEVIS ROAD,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
955145b2bb2451078211048ba40c540a5ad60b8c0487de03fe74211296f85f68,2013-03,Dorset Police,Dorset Police,-2.413058,50.701807,On or near A352,E01020549,West Dorset 011D,Investigation complete; no suspect identified
95a9015cf9b6a81f69d095558cb09f435c91108574be0d6669c7d9b263cfe085,2013-03,Dorset Police,Dorset Police,-2.309398,50.825372,On or near DUCK STREET,E01020431,North Dorset 008B,Investigation complete; no suspect identified
5bf95e2d171ec6d8ad54e45bfce8904fcb1dcb4245f7ec024e6feb08f42576bb,2013-03,Dorset Police,Dorset Police,-2.161639,50.856614,On or near EAST STREET,E01020438,North Dorset 007D,Investigation complete; no suspect identified
14c2deeea25fc362703061b5147ad7719bea5a7c4a9746c9664b48e290a67aa0,2013-03,Dorset Police,Dorset Police,-2.094348,50.677915,On or near BARNHILL ROAD,E01020467,Purbeck 005B,Investigation complete; no suspect identified
38167467b06a4a7086e1643932d15c4a59608dc1fddded43c06cf3c92d42ea32,2013-03,Dorset Police,Dorset Police,-2.436856,50.644822,On or near LITTLEMOOR ROAD,E01020559,Weymouth and Portland 002C,Investigation complete; no suspect identified
dc200a73fcaf86cd78ea1bb28e7da07a575f73d08a1b46b29500253ab812f4a4,2013-03,Dorset Police,Dorset Police,-2.106344,50.837415,On or near ST RICHARDS CLOSE,E01033159,North Dorset 006F,Investigation complete; no suspect identified
b2987773124ac3cd898a76b55c5dd32009ede8a6de749f2881272e0f61e34798,2013-03,Dorset Police,Dorset Police,-2.233687,50.800594,On or near CHESCOMBE LANE,E01020430,North Dorset 008A,Investigation complete; no suspect identified
01cd36d01df71ad1bc019e37a5d8e735178d8790495893f6abe3ade02a4c42a8,2013-03,Dorset Police,Dorset Police,-2.114770,50.665729,On or near GRANGE ROAD,E01020467,Purbeck 005B,Investigation complete; no suspect identified
ceeb65028933ea789b26884736f50f50dac46eb09d5c11c80aba4ac8babf4aa3,2013-03,Dorset Police,Dorset Police,-2.093907,50.711845,On or near Parking Area,E01020477,Purbeck 003B,Investigation complete; no suspect identified
f4b1b276adfefe3b7f32c3cf1877c4fa4c7accdbf667b108c170a6f50eedfdef,2013-03,Dorset Police,Dorset Police,-2.451553,50.645054,On or near GLADSTONE CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
592c8557efb3ea48a363249cb8a9a6e27cbd398343d29cbca36d743f5bb8a40e,2013-03,Dorset Police,Dorset Police,-2.457213,50.614789,On or near A353,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
0612e3eeb26bd32b91ba19dda905165cff96b94bca0e1372829d663eb05059a2,2013-03,Dorset Police,Dorset Police,-2.457838,50.606306,On or near CHAPELHAY STREET,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
99f2fdb4d0f806058fca895bff42c9e64011021d50ab347bd9bf5b95578d9fe5,2013-03,Dorset Police,Dorset Police,-2.332093,50.802423,On or near STREETWAY LANE,E01020540,West Dorset 004E,Investigation complete; no suspect identified
fcb509750a48086634f16d24bd4842e0f23799c8e697ea978ecdcd435dcb285c,2013-03,Dorset Police,Dorset Police,-1.878131,50.880888,On or near Parking Area,E01020414,East Dorset 003D,Investigation complete; no suspect identified
929b2da164d09d6a56d943868bfd7956095b7a2321817673ff5a6d8c57532d02,2013-03,Dorset Police,Dorset Police,-2.152964,50.862884,On or near ELIZABETH ROAD,E01020437,North Dorset 007C,Investigation complete; no suspect identified
e040fdeed66e4ed12cee605cc41f83a0fb5e0892daa877d541f82be7d512bb1c,2013-03,Dorset Police,Dorset Police,-2.443448,50.560831,On or near VENTNOR ROAD,E01020569,Weymouth and Portland 008D,Investigation complete; no suspect identified
1ec8529f82bbca2a42e2d32998b674e4c33041b1de71b2cc99f9f951060787c3,2013-03,Dorset Police,Dorset Police,-2.437849,50.713523,On or near TRINITY STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
88d9dbb5a29b6cffc9e2b761344d1dd55b29efb01684117b4594beaedc6a819d,2013-03,Dorset Police,Dorset Police,-1.713240,50.739974,On or near LYMINGTON ROAD,E01020369,Christchurch 004A,Investigation complete; no suspect identified
76c85ee32a5a5ebc4a8a1fed9ea9ad386bd6e67192d54c3fe2e94f286658b22a,2013-03,Dorset Police,Dorset Police,-2.165910,50.855160,On or near Supermarket,E01020438,North Dorset 007D,Investigation complete; no suspect identified
31509c5b00b195983cafbbf3e0d2867084395ca0811383fa97bd5eae08e82d33,2013-03,Dorset Police,Dorset Police,-2.100271,50.687892,On or near Sports/Recreation Area,E01020485,Purbeck 003C,Investigation complete; no suspect identified
decf77ee67699e6260e3dfdf1604154416d8c61e8d62d8dd7779ed8b2ea5613f,2013-03,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
b020846df453a2498f1781a31e184dd7047250fa9687b59a080f4729dfb33b85,2013-03,Dorset Police,Dorset Police,-2.429960,50.540045,On or near CHURCH OPE ROAD,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
b41bf0e061b1ac213d5db17643c9aaf245b4a9dce223ca687399ae0ddaebc7bc,2013-03,Dorset Police,Dorset Police,-1.978779,50.794604,On or near EDEN GROVE,E01020429,East Dorset 010D,Investigation complete; no suspect identified
