Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
fa4105f23ea567a03a9a85bdcabe0613e546a248307bd3f16d1aff5721d103f5,2012-06,Warwickshire Police,Warwickshire Police,-1.535563,52.279029,On or near BAKER AVENUE,E01031261,Warwick 013A,Investigation complete; no suspect identified
dd297d74cfc3cd64bf0ef4b63043b5070f0b7f80c31f8b863e991942ddf51ddb,2012-06,Warwickshire Police,Warwickshire Police,-1.541112,52.292428,On or near UPPER GROVE STREET,E01031294,Warwick 009E,Investigation complete; no suspect identified
e10513ed7094edb35e3381ee51e2d72633418cca8c90b9d062b6ba8139866e45,2012-06,Warwickshire Police,Warwickshire Police,-1.579821,52.290783,On or near CROSS FIELDS ROAD,E01031323,Warwick 011C,Investigation complete; no suspect identified
2056faf0d046940a1bba8c5570bf8d017da1ff5036b02188d120c2c0d1e5e276,2012-06,Warwickshire Police,Warwickshire Police,-1.596381,52.278623,On or near HAMPTON STREET,E01031325,Warwick 011E,Investigation complete; no suspect identified
4a415cd72694cc2f3adb1f7538c2b1785e889e38b37ad9a213da0dd9a1e094a8,2012-06,Warwickshire Police,Warwickshire Police,-1.542826,52.575596,On or near WELCOME STREET,E01031010,North Warwickshire 003B,Investigation complete; no suspect identified
00df53f70f475817eb16ca05e9eb33598f02b06bab9331b31099d6e683db2068,2012-06,Warwickshire Police,Warwickshire Police,-1.708381,52.501305,On or near WOOD CLOSE,E01031020,North Warwickshire 006B,Investigation complete; no suspect identified
7feb80cad2c339c8b5873ca3037afb14ba39319d56ffed84e91238e06a273807,2012-06,Warwickshire Police,Warwickshire Police,-1.660779,52.528832,On or near REDDINGS LANE,E01031024,North Warwickshire 004B,Investigation complete; no suspect identified
e453c313552e56f99bbded19189ee5165e3166e2079da42eea846d6f28e77b77,2012-06,Warwickshire Police,Warwickshire Police,-1.461124,52.519947,On or near ATTLEBOROUGH ROAD,E01031043,Nuneaton and Bedworth 005A,Investigation complete; no suspect identified
99efc74833732c2797c08b1c6c3b3b4b00af8d6f398a37bf1f330dfdc751cf48,2012-06,Warwickshire Police,Warwickshire Police,-1.476611,52.522596,On or near MOUNT STREET,E01031046,Nuneaton and Bedworth 005D,Investigation complete; no suspect identified
924868e6cae644ff6fad5572c17fab15dccf20a5cdfcd1f5e88c5f9dab85e4f1,2012-06,Warwickshire Police,Warwickshire Police,-1.470507,52.479884,On or near CROXHALL STREET,E01031064,Nuneaton and Bedworth 013C,Investigation complete; no suspect identified
f4d386b92b6d19e6f4d328252dc54e83ec2af45952eebc7f704be7e7e9a5636c,2012-06,Warwickshire Police,Warwickshire Police,-1.424456,52.475966,On or near LEICESTER STREET,E01031067,Nuneaton and Bedworth 014A,Investigation complete; no suspect identified
b5c57d378a69620a6ad14545081d8a1962be72bd9acfc93bfb3b94c24248811c,2012-06,Warwickshire Police,Warwickshire Police,-1.483563,52.472669,On or near BENTLEY ROAD,E01031079,Nuneaton and Bedworth 018C,Investigation complete; no suspect identified
4ca3ae6c9eb7c142a2fcba81b7a6b1aabfee5fb50dc63e175df665552bcf4abe,2012-06,Warwickshire Police,Warwickshire Police,-1.222380,52.384162,On or near NORTH ROAD,E01031129,Rugby 001B,Investigation complete; no suspect identified
ff500fb3172cf12b468133fd267eef7ec00e5b4d8fc594844b632cdaf41aacbc,2012-06,Warwickshire Police,Warwickshire Police,-1.502021,52.218054,On or near Petrol Station,E01031199,Stratford-on-Avon 005C,Investigation complete; no suspect identified
3e1f1f6dbfcfb4fdee2aed3d1dbe2bc484833f036f8609e2ad7e2c419241d2bc,2012-06,Warwickshire Police,Warwickshire Police,-1.583854,52.296893,On or near HICKS CLOSE,E01031314,Warwick 008F,Investigation complete; no suspect identified
152ae23c03aeb7c1854293ff4c8688dec5d90f3817816068b886bf5535ef5309,2012-06,Warwickshire Police,Warwickshire Police,-1.618570,52.602843,On or near KITWOOD AVENUE,E01031026,North Warwickshire 002C,Investigation complete; no suspect identified
30074edec90af471b7c1ea473b8302a5fbe56d84775253929b84c7cc91332223,2012-06,Warwickshire Police,Warwickshire Police,-1.485536,52.513079,On or near HEATH END ROAD,E01031049,Nuneaton and Bedworth 008B,Investigation complete; no suspect identified
1ba4290e393b225b187181cfc22eded3923ef32b47ff3a106f9b116369e7308f,2012-06,Warwickshire Police,Warwickshire Police,-1.498532,52.476788,On or near CELANDINE WAY,E01031087,Nuneaton and Bedworth 016B,Investigation complete; no suspect identified
33d952bf37655842c90f2c1889cf81ddc7fa2fca32a322c6c44b9402d703f789,2012-06,Warwickshire Police,Warwickshire Police,-1.463312,52.506085,On or near SORRELL ROAD,E01031118,Nuneaton and Bedworth 009D,Investigation complete; no suspect identified
0bfa7dbea968d46c44fac319eb1bc36608a12bd30bbc49699752d6d5c2f5f8a1,2012-06,Warwickshire Police,Warwickshire Police,-1.249607,52.390972,On or near MILLERS DALE CLOSE,E01031142,Rugby 002F,Investigation complete; no suspect identified
705371b112dec6c70dbecc6b278e5dbc39ce2c23e9fb9f5a5ed72f87c75e51b5,2012-06,Warwickshire Police,Warwickshire Police,-1.273705,52.350783,On or near Supermarket,E01031143,Rugby 009A,Investigation complete; no suspect identified
c64f696210e306944539686f910f50db9d3039dfefe015e46c7e19308a91bfb7,2012-06,Warwickshire Police,Warwickshire Police,-1.257492,52.373860,On or near CHARLES WARREN CLOSE,E01031173,Rugby 003C,Investigation complete; no suspect identified
cfe66c938d8a0d28117354ccdc32120122242f62f17053c88b645f07f702d1bc,2012-06,Warwickshire Police,Warwickshire Police,-1.868665,52.215696,On or near BUTTER STREET,E01031183,Stratford-on-Avon 006A,Investigation complete; no suspect identified
00d0855729fb21e601ed79aa309b7a6a78ca968b765c55b7a319ca998dfb4b68,2012-06,Warwickshire Police,Warwickshire Police,-1.402914,52.146794,On or near PARK CLOSE,E01031198,Stratford-on-Avon 005B,Investigation complete; no suspect identified
7feaa361525c2bee19e0f49bc639b06a65f1ba004df9440e39c4395dda305c74,2012-06,Warwickshire Police,Warwickshire Police,-1.534232,52.280184,On or near TACHBROOK ROAD,E01031266,Warwick 013F,Investigation complete; no suspect identified
4d3306b60813805efa6909b813937dd225cad5a3b68bc323ba89ee01f8ecd4f8,2012-06,Warwickshire Police,Warwickshire Police,-1.534046,52.285361,On or near Nightclub,E01031291,Warwick 009B,Investigation complete; no suspect identified
3c692c8c682fddfca8821acc712059f77507d050c5536806e482434eecb1f1a2,2012-06,Warwickshire Police,Warwickshire Police,-1.517763,52.279578,On or near ENDSLEIGH GARDENS,E01031332,Warwick 010B,Investigation complete; no suspect identified
ab88ceefc46c48ad2a04707111876cec4f972fec051c086f2e819642e1f1084a,2012-06,Warwickshire Police,Warwickshire Police,,,No location,,,Investigation complete; no suspect identified
1c3aa0e725342cf28b331de5453be6814af5947e3a4c1f17e9ea184ab32a541b,2012-06,Warwickshire Police,Warwickshire Police,-1.541724,52.580833,On or near SANDERS CLOSE,E01031011,North Warwickshire 003C,Investigation complete; no suspect identified
fdd9de7e6ffaf4cffe27a7ef5bc0d5e31e6743278b30468e2a583689f7a545c4,2012-06,Warwickshire Police,Warwickshire Police,-1.617967,52.599173,On or near VICARAGE CLOSE,E01031025,North Warwickshire 002B,Investigation complete; no suspect identified
db4143ed7c1a708d954c0c8fa7d986f2f204b2605d379f47ce025c5feed8231d,2012-06,Warwickshire Police,Warwickshire Police,-1.477807,52.521154,On or near KINGSWAY,E01031047,Nuneaton and Bedworth 005E,Investigation complete; no suspect identified
2d20a7c349d3e4a00127ffc036b4e2d6103dae79705adc0ffa2b9a199352a34c,2012-06,Warwickshire Police,Warwickshire Police,-1.481588,52.505474,On or near WISTERIA WAY,E01031050,Nuneaton and Bedworth 008C,Investigation complete; no suspect identified
ce3085bbe3ee829512cf129d2964962b79412c3dda0a0d4ce0df1567790bd2d7,2012-06,Warwickshire Police,Warwickshire Police,-1.509148,52.525765,On or near KATRINE CLOSE,E01031081,Nuneaton and Bedworth 004A,Investigation complete; no suspect identified
ad53db3d5f40c69801dc79d70adc9d5859f8e038714abb17234784a0166ab66f,2012-06,Warwickshire Police,Warwickshire Police,-1.256067,52.387804,On or near Supermarket,E01031141,Rugby 002E,Investigation complete; no suspect identified
df6b433f98886360c7f81d557b073312f187442f499c7b63aa11a3a275a8c734,2012-06,Warwickshire Police,Warwickshire Police,-1.309018,52.381580,On or near JUDGE CLOSE,E01031165,Rugby 007E,Investigation complete; no suspect identified
0bc6f1a282a4520afc62799284cc8d9cd982d0fc2a10fe6989ed26869ef59194,2012-06,Warwickshire Police,Warwickshire Police,-1.279398,52.297676,On or near CHURCH ROAD,E01031166,Rugby 012E,Investigation complete; no suspect identified
dc74eb51b7b26d41d92ff9f6b9d437db7b26898aef6ef61bedebd29af2bb49ef,2012-06,Warwickshire Police,Warwickshire Police,-1.260913,52.374798,On or near REGENT PLACE,E01031173,Rugby 003C,Investigation complete; no suspect identified
a761d8ae91e2357b66f734e8a4ef94bebfe7f1ecbde910785abd44e6ed0b802e,2012-06,Warwickshire Police,Warwickshire Police,-1.526702,52.305965,On or near ELM BANK CLOSE,E01031288,Warwick 007F,Investigation complete; no suspect identified
6781955c4b312cdf3f1eb0fbf300596fee4b3c778bcac91d6f6a3ccb72ca15fb,2012-06,Warwickshire Police,Warwickshire Police,-1.520133,52.284092,On or near WATERLOO STREET,E01031337,Warwick 010G,Investigation complete; no suspect identified
afdd8a83a1bcf74423f1d1f99d3c144d7a0f53fb708756e31e610604b01dc454,2012-06,Warwickshire Police,Warwickshire Police,-1.521946,52.551160,On or near CHARNWOOD DRIVE,E01031030,North Warwickshire 005F,Investigation complete; no suspect identified
cfcbde52a5f2a5feb494a7f0cc3ec18b921d93eeebf60d92ff75dcee36649038,2012-06,Warwickshire Police,Warwickshire Police,-1.467744,52.522134,On or near COVENTRY STREET,E01031043,Nuneaton and Bedworth 005A,Investigation complete; no suspect identified
defb00c0eb3c4f11a15e7112867f0e2d55b7e5c90bed6052ea96d12b0faeb7e0,2012-06,Warwickshire Police,Warwickshire Police,-1.474633,52.514200,On or near HEATH END ROAD,E01031059,Nuneaton and Bedworth 006C,Investigation complete; no suspect identified
8b2bca1dd4f3b9e81814e93ff12462ad3e5c5d4aa96bbb8e0276755a8b1938a7,2012-06,Warwickshire Police,Warwickshire Police,-1.493129,52.471695,On or near Petrol Station,E01031089,Nuneaton and Bedworth 016D,Investigation complete; no suspect identified
7ef80bcc5f766fa5627f725a8baea03eb6982808a4dc6603b903689902320018,2012-06,Warwickshire Police,Warwickshire Police,-1.491532,52.479986,On or near CHARLES EATON ROAD,E01031106,Nuneaton and Bedworth 012B,Investigation complete; no suspect identified
b4bf6634b518baa8f4972ce5f2bc2c5e8fd920ad8ce4d9ea3041b78e47341c35,2012-06,Warwickshire Police,Warwickshire Police,-1.282644,52.356322,On or near OVERSLADE LANE,E01031134,Rugby 011A,Investigation complete; no suspect identified
0500fb894ba357aaecc009bc3023fef998e3158baf3840717f977ab319d649b5,2012-06,Warwickshire Police,Warwickshire Police,-1.437220,52.335070,On or near BURNTHURST LANE,E01031149,Rugby 012C,Investigation complete; no suspect identified
f34974f623da6d724831412865913752ddb4cdc5a4716643e7da5ff82572c6b3,2012-06,Warwickshire Police,Warwickshire Police,-1.277361,52.375035,On or near PINFOLD STREET,E01031169,Rugby 006C,Investigation complete; no suspect identified
702ecd3b65d7c2c8ed10001144bb48ac6bde3abc53a319bbf5df0430f98ea7a1,2012-06,Warwickshire Police,Warwickshire Police,-1.260664,52.378303,On or near SYCAMORE GROVE,E01031174,Rugby 003D,Investigation complete; no suspect identified
3085c5f3d7acd76efca0d5b5d5df377740fdd3da94da95efef084ed42553cfa7,2012-06,Warwickshire Police,Warwickshire Police,-1.389221,52.260985,On or near COVENTRY ROAD,E01031219,Stratford-on-Avon 004A,Investigation complete; no suspect identified
6e761ad712e4da0f416961e24ced268d0159b4c7583d64bf697272c87617d6f7,2012-06,Warwickshire Police,Warwickshire Police,-1.648613,52.333217,On or near BUTLERS END,E01031284,Warwick 004D,Investigation complete; no suspect identified
4d1c9e31bb8db054397d5cfd8c61b3bcfcd7712ccbefa40edc80551d454a445a,2012-06,Warwickshire Police,Warwickshire Police,-1.552698,52.281927,On or near PARR CLOSE,E01031320,Warwick 012F,Investigation complete; no suspect identified
84e427504df784bf3eab1a5fcca07be7d497975d9b325e6b6478d9cc126f5580,2012-06,Warwickshire Police,Warwickshire Police,-1.519460,52.547905,On or near NUNEATON ROAD,E01031030,North Warwickshire 005F,Investigation complete; no suspect identified
aff2f2e5b6e72b45ff5dc8253837b2830ff9850de75ea5852e193c74f667c5ee,2012-06,Warwickshire Police,Warwickshire Police,-1.464788,52.522831,On or near Shopping Area,E01031043,Nuneaton and Bedworth 005A,Investigation complete; no suspect identified
be95fff96f2603d9c39b6ebed9a81f7f2efeb27fc55d1136d9f8dd9739633dc7,2012-06,Warwickshire Police,Warwickshire Police,-1.473609,52.481471,On or near Supermarket,E01031064,Nuneaton and Bedworth 013C,Investigation complete; no suspect identified
a235b4599b9975b6913b7a1f55ec27c90e41a325fb49b557df1757d7dd584bdc,2012-06,Warwickshire Police,Warwickshire Police,-1.504360,52.520270,On or near WHITEHOUSE CRESCENT,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
90ad3ab75e3dec3d30e58a6ab846740c1bc4d6dbd2ad7c86a9263bf2421ae50b,2012-06,Warwickshire Police,Warwickshire Police,-1.278325,52.375373,On or near JUBILEE STREET,E01031169,Rugby 006C,Investigation complete; no suspect identified
af025108abeba5d4c6b96fbfdd25e85251c078053af5eb5aa65ed6a509d1656e,2012-06,Warwickshire Police,Warwickshire Police,-1.624731,52.066101,On or near NORLUCK COURT,E01031215,Stratford-on-Avon 015D,Investigation complete; no suspect identified
71eba11c5951489134b5c473922a941e72d96035f1be5f7d40f3ca267ca68501,2012-06,Warwickshire Police,Warwickshire Police,-1.723129,52.185821,On or near HALFORD ROAD,E01031232,Stratford-on-Avon 011A,Investigation complete; no suspect identified
df3c52037e384e499b679fc3c8338e0443523d48e5786d007e83be7402d7a999,2012-06,Warwickshire Police,Warwickshire Police,-1.536703,52.282189,On or near KENNAN AVENUE,E01031265,Warwick 013E,Investigation complete; no suspect identified
118df0ae492269afb70199a367b746e23d6ac9f8c2e234964e176039f4ffb4cc,2012-06,Warwickshire Police,Warwickshire Police,-1.594107,52.288532,On or near Hospital,E01031322,Warwick 011B,Investigation complete; no suspect identified
ab1be4eb3440b68654c175009ecfaab2fda3e4feeba954ac75e09f035429bdd8,2012-06,Warwickshire Police,Warwickshire Police,-1.482847,52.488533,On or near GAINSBOROUGH DRIVE,E01031108,Nuneaton and Bedworth 012D,Investigation complete; no suspect identified
63f0cd3c181bb50053ff8e6d766ef2497f7897987ca79a4bcebce1e8aa953b6c,2012-06,Warwickshire Police,Warwickshire Police,-1.466320,52.519197,On or near Parking Area,E01031119,Nuneaton and Bedworth 009E,Investigation complete; no suspect identified
d577cf56b78a996b13830e3a3052b91dbf47c39b119978dbbf163642272e9dd5,2012-06,Warwickshire Police,Warwickshire Police,-1.287101,52.353086,On or near LONGROOD ROAD,E01031134,Rugby 011A,Investigation complete; no suspect identified
284fe4dd00ee5585250d544e5a60389d9e71b53d20f55df4894b7442a6322e64,2012-06,Warwickshire Police,Warwickshire Police,-1.278362,52.387546,On or near GRANGE ROAD,E01031171,Rugby 003A,Investigation complete; no suspect identified
2e2754bcacc90ef16b7bb0f4f7afd727164f90cb33f960bb5d0fdd49a5484e70,2012-06,Warwickshire Police,Warwickshire Police,-1.843706,52.158324,On or near OWLETS END,E01031192,Stratford-on-Avon 012D,Investigation complete; no suspect identified
e1186a841b6c5ec7b0ba99f48f43634070cabfce5d0ef6224a2a5f4258404e7a,2012-06,Warwickshire Police,Warwickshire Police,-1.508969,52.090912,On or near BALDWINS LANE,E01031247,Stratford-on-Avon 013E,Investigation complete; no suspect identified
9807c1823eff2a82008f3db0940b5a1c2a9b6f8ec037ca948da734bab7151d76,2012-06,Warwickshire Police,Warwickshire Police,-1.705636,52.327466,On or near QUEEN'S DRIVE,E01031282,Warwick 004B,Investigation complete; no suspect identified
166f8c24d754948367e48e816b5bb296c7976ebfded2152a1bb97ecf6ef16f81,2012-06,Warwickshire Police,Warwickshire Police,-1.518379,52.286368,On or near GLEBE PLACE,E01031337,Warwick 010G,Investigation complete; no suspect identified
712d96636a79547820471286eb49a93d5ae666308e9a47b251755cd538d88f16,2012-06,Warwickshire Police,Warwickshire Police,-1.555304,52.519232,On or near NUTHURST CRESCENT,E01031005,North Warwickshire 005A,Investigation complete; no suspect identified
9ed42ab2d3b1cbbae3b47225e9bf8361541da6b09c63b5f91b19b733fe661e28,2012-06,Warwickshire Police,Warwickshire Police,-1.466936,52.521888,On or near Parking Area,E01031043,Nuneaton and Bedworth 005A,Investigation complete; no suspect identified
f6f1b306a0f29d9b0280066343b1ce01b24d9e8c1ca6d56604ffbf5aa6f8d3e8,2012-06,Warwickshire Police,Warwickshire Police,-1.473914,52.484323,On or near LEICESTER ROAD,E01031064,Nuneaton and Bedworth 013C,Investigation complete; no suspect identified
40a551fc35a243b736bac77333feabddc665395e338d021c77223096a5473aa1,2012-06,Warwickshire Police,Warwickshire Police,-1.285619,52.365780,On or near ADDISON ROAD,E01031125,Rugby 007A,Local resolution
dcea6bc101ed3e5a67624aee5559671e410d1d90ef7ea20e9df7e19b54eaa9e5,2012-06,Warwickshire Police,Warwickshire Police,-1.263774,52.371454,On or near DRURY LANE,E01031145,Rugby 009C,Local resolution
14131d800f285ae8f559f7ae93a91d978d1e937553154f49206be8609d7a85e1,2012-06,Warwickshire Police,Warwickshire Police,-1.265127,52.377593,On or near AVON STREET,E01031173,Rugby 003C,Suspect charged
2c77d6a3b4423a82ccfab997cd4188aceb51a36a63defdbadde423aee7eae381,2012-06,Warwickshire Police,Warwickshire Police,-1.545422,52.199341,On or near Sports/Recreation Area,E01031252,Stratford-on-Avon 008F,Investigation complete; no suspect identified
153d7fb61703b7bc2e1e7c3d080c18d53c764ac1bcd9a5f231d1cdcf01677cd2,2012-06,Warwickshire Police,Warwickshire Police,-1.531903,52.284211,On or near HIGH STREET,E01031336,Warwick 010F,Suspect charged
1e6a7488a7e435710a29ba411a11ab0eee024b88734fca90e622cb640fd19066,2012-06,Warwickshire Police,Warwickshire Police,-1.600210,52.580775,On or near KEYS HILL,E01031018,North Warwickshire 005D,Investigation complete; no suspect identified
f1b3fbb63c3c2890a129a875957ede20b2d02d2b3423b41fffd05393dbe1942c,2012-06,Warwickshire Police,Warwickshire Police,-1.729640,52.517915,On or near GEORGE ROAD,E01031042,North Warwickshire 006F,Investigation complete; no suspect identified
8ad46ad502f96d2579eacaad8213fef460ab2529b648b1382d67f8267cd198fb,2012-06,Warwickshire Police,Warwickshire Police,-1.473824,52.522683,On or near POOL BANK STREET,E01031046,Nuneaton and Bedworth 005D,Offender given a caution
f41fb62522cba9fa50b99c695191bef8ef376de81cff45475444101077d2b2b2,2012-06,Warwickshire Police,Warwickshire Police,-1.455605,52.458411,On or near HAWKESBURY LANE,E01031070,Nuneaton and Bedworth 014D,Investigation complete; no suspect identified
5b67f87de4474c305198f4d39a210d1d799fa9eb112f979f47518d55996d71df,2012-06,Warwickshire Police,Warwickshire Police,-1.477580,52.473182,On or near BLACK BANK,E01031098,Nuneaton and Bedworth 015D,Offender given a caution
831cd72b892e86ff2d0d060c49ffbbc4c7b0d5b285fd1fb08d2c966f503c7a02,2012-06,Warwickshire Police,Warwickshire Police,-1.436807,52.507211,On or near PORTIA CLOSE,E01031122,Nuneaton and Bedworth 011C,Investigation complete; no suspect identified
0171ffa85581ead9efdd62e1196e1a82a24a3b442a1e1e923ae85ea04f571422,2012-06,Warwickshire Police,Warwickshire Police,-1.260701,52.376955,On or near PARK ROAD,E01031171,Rugby 003A,Offender given a caution
6093eb34fe6496783dce118554cf528312de585bd7c29599b752eab7d5156eb5,2012-06,Warwickshire Police,Warwickshire Police,-1.445569,52.353944,On or near Sports/Recreation Area,E01031181,Rugby 004E,Investigation complete; no suspect identified
8b361c9815fef413369b29585fc37517cce3e465e618b2097720f7f00c0fbb40,2012-06,Warwickshire Police,Warwickshire Police,-1.590092,52.199180,On or near MORDAUNT ROAD,E01031253,Stratford-on-Avon 008G,Investigation complete; no suspect identified
4f6c93729afc76431cad378a8254124e5aad610dd13a3c164cf876a1a1757862,2012-06,Warwickshire Police,Warwickshire Police,-1.590483,52.290407,On or near TATNALL GROVE,E01031321,Warwick 011A,Suspect charged
97edba146c42a79e44ab17fa1167f93a513472a754f2847c2d0c171a5fb5fe17,2012-06,Warwickshire Police,Warwickshire Police,-1.542911,52.570301,On or near BAXTER CLOSE,E01031009,North Warwickshire 003A,Investigation complete; no suspect identified
b80eef3ceacdbc4b39fbc5399a92cfb731c0681b02c73fd418adb01a8d0e5edd,2012-06,Warwickshire Police,Warwickshire Police,-1.568642,52.656044,On or near ORCHARD CLOSE,E01031036,North Warwickshire 001B,Investigation complete; no suspect identified
27aa72348bf98a532f9e8736439f6f7e6e6e29e843608e7fabdf77ffc84f1993,2012-06,Warwickshire Police,Warwickshire Police,-1.426533,52.507630,On or near GREENSIDE CLOSE,E01031123,Nuneaton and Bedworth 011D,Investigation complete; no suspect identified
5ccbdd9bef15a89e3cd05b3a2d6d4b15517f1658b2644aeaa99ee10247aaa198,2012-06,Warwickshire Police,Warwickshire Police,-1.401156,52.384312,On or near KIRBY CLOSE,E01031154,Rugby 004D,Investigation complete; no suspect identified
ac507290dfd9230bf36cf643dcdfd3f0e6bddae70dc6874fba530d73e1a36ec4,2012-06,Warwickshire Police,Warwickshire Police,-1.260754,52.372918,On or near CHURCH STREET,E01031173,Rugby 003C,Investigation complete; no suspect identified
a3600cce4d012aedd661e9abadc9dea2d4d8ab7590d1ce7346a93412da93301d,2012-06,Warwickshire Police,Warwickshire Police,-1.274117,52.363238,On or near ELMORE ROAD,E01031176,Rugby 011E,Investigation complete; no suspect identified
2a32bbb9b4a7edb0fa1ba8f2a96a5dce4597167a2ef09af37daccfe53777e53d,2012-06,Warwickshire Police,Warwickshire Police,-1.502021,52.218054,On or near Petrol Station,E01031199,Stratford-on-Avon 005C,Investigation complete; no suspect identified
083671099948e8cfb79e9e58a3a1d69a75ebba6084b1c4e1423cb0be543751ad,2012-06,Warwickshire Police,Warwickshire Police,-1.530046,52.278234,On or near TACHBROOK STREET,E01031263,Warwick 013C,Investigation complete; no suspect identified
e81f7b4f80673a0fb75779d40365e4fd88745e6a5dafc14dba650b7b49a0377a,2012-06,Warwickshire Police,Warwickshire Police,-1.583474,52.288926,On or near GREEN LANE,E01031323,Warwick 011C,Investigation complete; no suspect identified
7aa9470febab4a314c93831cce0d19abed6c6822ab78b692a21bd5a004c9e5f1,2012-06,Warwickshire Police,Warwickshire Police,-1.530046,52.278234,On or near TACHBROOK STREET,E01031263,Warwick 013C,Investigation complete; no suspect identified
7aaddb0915c1f261125437e6993879fe1797afc814347defe67d110de2d6f427,2012-06,Warwickshire Police,Warwickshire Police,-1.514814,52.298652,On or near COMPTON CLOSE,E01031276,Warwick 006D,Investigation complete; no suspect identified
fc32229b75d6dc897ca9562e584e591c2990f294dd44b34b94cf51cabe02c799,2012-06,Warwickshire Police,Warwickshire Police,-1.468034,52.523718,On or near Shopping Area,E01031043,Nuneaton and Bedworth 005A,Investigation complete; no suspect identified
520e1801693cb97d4d769adb2d07db96caa18c239e5edf88d35678099a21a7f6,2012-06,Warwickshire Police,Warwickshire Police,-1.476069,52.524787,On or near Sports/Recreation Area,E01031046,Nuneaton and Bedworth 005D,Investigation complete; no suspect identified
ef60902297eb1319c955a4a23966f37eeb2f444288a6b9e09d3e5c75e7b203ef,2012-06,Warwickshire Police,Warwickshire Police,-1.529161,52.292633,On or near THOMAS STREET,E01031271,Warwick 010A,Investigation complete; no suspect identified
862372448b0f91c249bc6186a171250884287c2ebf3d69aa09527dc0ffe25e22,2012-06,Warwickshire Police,Warwickshire Police,-1.534241,52.286351,On or near Theatre/Concert Hall,E01031291,Warwick 009B,Investigation complete; no suspect identified
7d9b70255e39342e8e2b08b97fab7edb07a2cfd836953cfab19a35409142c17f,2012-06,Warwickshire Police,Warwickshire Police,-1.474633,52.514200,On or near HEATH END ROAD,E01031059,Nuneaton and Bedworth 006C,Investigation complete; no suspect identified
c02a2f9494da8febd0795ec8245a9a3ef32d4114f63c84b578d919243ee75acb,2012-06,Warwickshire Police,Warwickshire Police,-1.463194,52.479456,On or near WILLIAM STREET,E01031096,Nuneaton and Bedworth 015B,Suspect charged
cd4881f4a93436e9f2f183d7d99ddeac9912cde169d9990721d9881d2c505da7,2012-06,Warwickshire Police,Warwickshire Police,-1.278174,52.373862,On or near Petrol Station,E01031168,Rugby 006B,Investigation complete; no suspect identified
53f7644547e0d3ac0c4391cf0acc9cd47e0ddc1b612d684b2a99a96dda28f357,2012-06,Warwickshire Police,Warwickshire Police,-1.590351,52.280868,On or near BROOK STREET,E01031324,Warwick 011D,Offender given penalty notice
5c4977be8eaa05cb99e91b516e4b36ef6d8ece0360a1ac8bb5107096c670c4cd,2012-06,Warwickshire Police,Warwickshire Police,-1.263774,52.371454,On or near DRURY LANE,E01031145,Rugby 009C,Investigation complete; no suspect identified
add708681c3474471cd3b073270dd9d56a15314eaf2463a0be32b4d4420e476a,2012-06,Warwickshire Police,Warwickshire Police,-1.478179,52.467350,On or near TRENEERE ROAD,E01031098,Nuneaton and Bedworth 015D,Investigation complete; no suspect identified
fc26e656d10fd6719db4d00b1a9b70f9dd5846b9abc99a4073b66453df0bee22,2012-06,Warwickshire Police,Warwickshire Police,-1.511995,52.520248,On or near ST THOMASS CLOSE,E01031091,Nuneaton and Bedworth 007B,Investigation complete; no suspect identified
e20ca977725a48bd033bbc5a10844e11f69727abde1f94fbee305e86d91f9682,2012-06,Warwickshire Police,Warwickshire Police,-1.523231,52.269972,On or near PALMER ROAD,E01031327,Warwick 015A,Investigation complete; no suspect identified
d219564663dddcf0df814c6a96543e7ff892228514cbefd5d37f7d3b22f0a5a9,2012-06,Warwickshire Police,Warwickshire Police,-1.493030,52.473843,On or near Supermarket,E01031087,Nuneaton and Bedworth 016B,Investigation complete; no suspect identified
dd36402f8a63275c0661006d338107f272a6890eff32fa987b2002a6adf72311,2012-06,Warwickshire Police,Warwickshire Police,-1.390798,52.253863,On or near HORSEWELL,E01031221,Stratford-on-Avon 004C,Investigation complete; no suspect identified
43b6f066dd00686b4fc277a42c6e863218b70a6ae9c59ce7941eced7f4e23abb,2012-06,Warwickshire Police,Warwickshire Police,-1.255047,52.371606,On or near CLIFTON ROAD,E01031132,Rugby 005C,Investigation complete; no suspect identified
f43f8268fad9ef02c98452e9bcc0b82f25ebc69912e272dbaaeeb8fe16ad8fc7,2012-06,Warwickshire Police,Warwickshire Police,-1.536853,52.293131,On or near Nightclub,E01033253,Warwick 007H,Suspect charged
1dba2e0d15b81f78dc6ae02a20705dcf4bd0d83e1f1ff70d150700a9f4bd19d4,2012-06,Warwickshire Police,Warwickshire Police,-1.725075,52.519595,On or near LICHFIELD ROAD,E01031042,North Warwickshire 006F,Investigation complete; no suspect identified
790921bcbdfea008cea7556c18d8259c047063fdbed91b42a03b6de1b6468a4e,2012-06,Warwickshire Police,Warwickshire Police,-1.466936,52.521888,On or near Parking Area,E01031043,Nuneaton and Bedworth 005A,Offender given a caution
e958b4efe40c23e9adc958c4916e14c9314f6449fb95ba0bc94a65d438995484,2012-06,Warwickshire Police,Warwickshire Police,-1.553665,52.583513,On or near ABELES WAY,E01031011,North Warwickshire 003C,Investigation complete; no suspect identified
