Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
91286a940f3a258a33bc668a69f22b4dc21947951600dde45c040170ddf323d9,2012-06,Sussex Police,Sussex Police,-0.083263,51.056990,On or near Parking Area,E01031694,Mid Sussex 006A,Local resolution
a41afa8ee4106c61260f717c6345d731307d6d803498ad6df406427456f56503,2012-06,Sussex Police,Sussex Police,-0.874917,50.842061,On or near MAIN ROAD,E01031475,Chichester 009A,Offender given a caution
1ef95fc5760fdacc64519596c60fa4053686ae3fcbc2be06bce8584c39f11e3b,2012-06,Sussex Police,Sussex Police,-0.766321,50.850082,On or near Sports/Recreation Area,E01031488,Chichester 008D,Offender given a caution
8b3116024250157552ee68b4c5b8149404ea2298423f929a951d6fa1e8b3b74f,2012-06,Sussex Police,Sussex Police,-0.774367,50.830868,On or near MARTLET CLOSE,E01031492,Chichester 012B,Offender given a caution
8e8a2c159aa227cbecb7455740e756c57e1871c87610f70eda1db2347e932153,2012-06,Sussex Police,Sussex Police,-0.802408,50.834370,On or near FERNLEIGH CLOSE,E01031493,Chichester 011B,Offender given penalty notice
ed5e2ae75584996ec061a4403bc4efa0efef7a69d9ffc89352bd7f2249cddd21,2012-06,Sussex Police,Sussex Police,-0.797219,50.840108,On or near BISHOP LUFFA CLOSE,E01031494,Chichester 008E,Local resolution
5c2f2e3ec51ed91210e8a87de4f2063d53a06625af8c089f7bf6b368ce373f9a,2012-06,Sussex Police,Sussex Police,-0.786072,50.825775,On or near STOCKBRIDGE ROAD,E01031496,Chichester 011C,Offender given a drugs possession warning
a2eb2952cdfe7c8ea504742f4e8b27775f90bbe7077067687313202bdede7c16,2012-06,Sussex Police,Sussex Police,-0.786144,50.870623,On or near A286,E01031509,Chichester 006D,Local resolution
e8efc0db27d5034154734ca857a9450bb817b0a4736b139afa52f8c308a4b86e,2012-06,Sussex Police,Sussex Police,-0.762142,50.814210,On or near B2166,E01031513,Chichester 012C,Offender given a caution
b21e3f876a91fabfa640eb61a691fdbc8347f23c5da886a1d1c945b5956d6830,2012-06,Sussex Police,Sussex Police,-0.736780,50.832446,On or near DRAYTON LANE,E01031513,Chichester 012C,Offender given penalty notice
b96305e8b8c91bb6c0eb6d9642c33f273d73803c3a8c1d1baf3cc38a9ca661d2,2012-06,Sussex Police,Sussex Police,-0.787412,50.735077,On or near ROBIN'S CLOSE,E01031523,Chichester 014B,Local resolution
bbe7d32efc9be70c9524f4f6d1874031d643f1c9b7e69b3d908dd294727dc112,2012-06,Sussex Police,Sussex Police,-0.313152,51.060031,On or near EVERSFIELD ROAD,E01031652,Horsham 006B,Offender given a caution
bbdc96e945ace02d2531d0ff9e54bec3a5d44927393ea8a03f073ba5a5e35d98,2012-06,Sussex Police,Sussex Police,-0.552713,50.893502,On or near SOUTH LANE,E01031392,Arun 001C,Offender given a caution
16dd7d7fcccbcf4ad95115978880db46ec9b07dc4b5f6a6d050cb894396351f1,2012-06,Sussex Police,Sussex Police,-0.630114,50.827816,On or near YAPTON ROAD,E01031393,Arun 003A,Local resolution
97e8b487fecd1f4bce076c78688f6e972fb906d4f34f9e5deec5298b43e096de,2012-06,Sussex Police,Sussex Police,-0.445254,50.817999,On or near GREEN PARK,E01031424,Arun 008D,Local resolution
78c60a81258384ff9064228e479739e09a5979ba4e1e944d08519c8698e04d6e,2012-06,Sussex Police,Sussex Police,-0.542759,50.810094,On or near ST MARTIN'S LANE,E01031454,Arun 011C,Suspect charged
d0096103e7649f6d284acb4ea4dadbbf488a5f10afc1a8869a092afb89efe9ad,2012-06,Sussex Police,Sussex Police,-0.507040,50.810757,On or near Supermarket,E01031457,Arun 010C,Offender given a caution
e68f11f354b8354a32be702e4f4ccb1a409281bfeb9bed6ac2c1da4af8f6c44c,2012-06,Sussex Police,Sussex Police,-0.515525,50.805946,On or near COVE ROAD,E01031460,Arun 010E,Offender given a caution
edb11aa977fdf56cc2cd4fc18f4930881959255325bc69481ff54802b73b8f2a,2012-06,Sussex Police,Sussex Police,-0.644880,50.854329,On or near ARUNDEL ROAD,E01031465,Arun 001D,Offender given a caution
a06768983e905d5c04110df2fc2d567bb651fdb49d4103c02082fd849248cb68,2012-06,Sussex Police,Sussex Police,-0.539456,50.819531,On or near HARTING ROAD,E01031468,Arun 004E,Local resolution
27368fc90c62ccb2a93f742ac2a00f0f0076de979f30c4e25c0819ef01c864df,2012-06,Sussex Police,Sussex Police,-0.541182,50.824715,On or near COOMES WAY,E01031468,Arun 004E,Local resolution
24ee4bae48a7c75479a6556497acc9947230474966794528a41d37862ba521f9,2012-06,Sussex Police,Sussex Police,-0.777703,50.836884,On or near ST MARTIN'S STREET,E01031486,Chichester 008C,Local resolution
979511d92ca0957e4022e8f1cb0027d0ab509a605487c7b08fa4248bd3d9a092,2012-06,Sussex Police,Sussex Police,-0.789986,50.844656,On or near GILBERT ROAD,E01031494,Chichester 008E,Local resolution
cee9c29d7303a1f0f38267ea1f894fcb997609b066a6b5087491c090bdd291d8,2012-06,Sussex Police,Sussex Police,-0.667632,50.798736,On or near Shopping Area,E01031402,Arun 012B,Offender given a caution
d7bf3fc0bb160308af72771201d567304650544b02d876d0d3e058457b3a0c32,2012-06,Sussex Police,Sussex Police,-0.555674,50.819355,On or near HIGHFIELD,E01031429,Arun 004B,Offender given a caution
609d07aee44e0bd9da4dc3d25091a03a09f6bc20ab81588e6153d03ccc80a3e5,2012-06,Sussex Police,Sussex Police,-0.678533,50.782052,On or near SADLER STREET,E01031436,Arun 017D,Local resolution
8c6279005fb5ac71a19c2f38ea47624c7cde2bafee4394041ee054f6e827d0d2,2012-06,Sussex Police,Sussex Police,-0.542759,50.810094,On or near ST MARTIN'S LANE,E01031454,Arun 011C,Offender given a caution
f077d530ea0e64e906dc911cd3079271ba73c23d2284d63b71d7b03bdfa2c2c6,2012-06,Sussex Police,Sussex Police,-0.504496,50.812200,On or near ASH LANE,E01031457,Arun 010C,Offender given a caution
636bff4f40f929a26c21609d9aaf60e44e418a209a99098889e146630bf920e6,2012-06,Sussex Police,Sussex Police,,,No location,,,Offender given a caution
e39d7304be5dfe8dee01ba8c379d050429a8a650e45706f5a3169397db743fee,2012-06,Sussex Police,Sussex Police,-0.651710,50.790387,On or near HAYLEY'S GARDENS,E01031419,Arun 015C,Suspect charged
d9ced5e59d1f551066d7a9a9d84e40a9360556379b0eb3372220d8961c9fe230,2012-06,Sussex Police,Sussex Police,-0.215045,50.832475,On or near ST NICHOLAS ROAD,E01016975,Brighton and Hove 021B,Local resolution
a476d49ec40df0b2088fe97e5d55f26e0b78446c6cbf85628eb38da4ed4e3971,2012-06,Sussex Police,Sussex Police,-0.674735,50.782404,On or near LENNOX STREET,E01031436,Arun 017D,Offender given a caution
be90457b4ef6f55025e589b7986f7bb6485403f7a121e802701d6f6a57c178a1,2012-06,Sussex Police,Sussex Police,-0.176578,51.161049,On or near COACH ROAD,E01031575,Crawley 001C,Local resolution
8652e421e0a6eb63612940c1314e8f8cf3dea765321d339384af7f75cc2e27e8,2012-06,Sussex Police,Sussex Police,-0.177591,51.161119,On or near Parking Area,E01031575,Crawley 001C,Offender given a caution
177f7a42500a5a3ff24608d29b51786afc5cdbc80dcce42e294de619a01c20b0,2012-06,Sussex Police,Sussex Police,-0.155385,51.155618,On or near Parking Area,E01031587,Crawley 002B,Local resolution
0db25071aab47db08ceb60d1a6f23fb85905b869f22844a85b9bf8020291e319,2012-06,Sussex Police,Sussex Police,-0.186292,50.851044,On or near DOWNLAND DRIVE,E01016885,Brighton and Hove 006D,Local resolution
97dd2b14259ddd7c70f4baab79fa55a709017bd024b65ce5c11c42d9045d3876,2012-06,Sussex Police,Sussex Police,-0.104051,50.852057,On or near MOULSECOOMB WAY,E01016908,Brighton and Hove 009C,Suspect charged
9e95f1c117c1d643f74fcd103f351536b078d2a8772cc8490bfb76e489a5dc6b,2012-06,Sussex Police,Sussex Police,-0.082292,50.860551,On or near VILLAGE WAY,E01016914,Brighton and Hove 002C,Offender given a caution
d3f7090ca8e9bf3713b6460270b0e0e44ff87cb28c46c54f082ee4b08eab8927,2012-06,Sussex Police,Sussex Police,-0.124223,50.864137,On or near ORCHID VIEW,E01016926,Brighton and Hove 001B,Offender given a caution
547618d3521eb716e305d426d096003130555b808140154493b9822876921687,2012-06,Sussex Police,Sussex Police,-0.151037,50.863099,On or near Supermarket,E01016928,Brighton and Hove 003B,Local resolution
2032488fe4226a11acee4b05cb8e2fd3bd7e38ca723fff7f190456d45baaf2dc,2012-06,Sussex Police,Sussex Police,-0.141891,50.837233,On or near STANFORD AVENUE,E01016933,Brighton and Hove 014B,Offender given a caution
fd35de8e905f5280516cd42188242291c4644b682327ea512e5e7155143f6d48,2012-06,Sussex Police,Sussex Police,-0.139762,50.835760,On or near BEACONSFIELD ROAD,E01016937,Brighton and Hove 014E,Offender given a caution
403d4ad537c905adf4a62003598d00d4e405937b28739c6f4fddd1bcfbc24a71,2012-06,Sussex Police,Sussex Police,-0.217584,50.837038,On or near HURST CRESCENT,E01016978,Brighton and Hove 012E,Offender given a caution
0adbb7b6955f1f89d9caa87fa151ffab867119a4de55cf9c96cb84c739b70039,2012-06,Sussex Police,Sussex Police,-0.117655,50.816906,On or near BELGRAVE PLACE,E01016861,Brighton and Hove 031A,Offender given a caution
2654cc38e5e22c7132109d8fc16a9994b943d069a6459b372c88418b4537b2bc,2012-06,Sussex Police,Sussex Police,-0.116771,50.820534,On or near TURTON CLOSE,E01016863,Brighton and Hove 032A,Offender given a caution
7f98d8574d3afb577416bd53cb6a737bcbd2e81fe173852485a649d0351c722e,2012-06,Sussex Police,Sussex Police,-0.102078,50.823641,On or near DANEHILL ROAD,E01016866,Brighton and Hove 025C,Offender given a caution
8bad629b2b35aa1779230eab59c44c99de15d94859f90ad5eb502c21d6cc977c,2012-06,Sussex Police,Sussex Police,-0.120876,50.830736,On or near BAXTER STREET,E01016893,Brighton and Hove 018B,Offender given a drugs possession warning
71b7c7094486ee2b9e05c7cbf59d3dc24b2994ae757af5ecb307bbc8741be870,2012-06,Sussex Police,Sussex Police,-0.141196,50.834335,On or near CAMPBELL ROAD,E01016936,Brighton and Hove 014D,Local resolution
e7eb32703e7960b19678672437ed41cabf4b86ae3c917d1bea4d57fec0965628,2012-06,Sussex Police,Sussex Police,-0.126732,50.821387,On or near EASTERN ROAD,E01016942,Brighton and Hove 031C,Local resolution
07f97cf332c0ccabdf42a9fdfb5e5e01ee4a68702801b6bb3d6338043d8e9d4e,2012-06,Sussex Police,Sussex Police,-0.127523,50.819007,On or near MARINE GARDENS,E01016944,Brighton and Hove 031E,Offender given a caution
90921e43c2aa75a56421a420c4e6ddbf09487c26aee9e4675239e1db27a3aa54,2012-06,Sussex Police,Sussex Police,-0.105361,50.813757,On or near Parking Area,E01016957,Brighton and Hove 032C,Local resolution
66d6f6dce55903cce27c63ca66a14d441c03aeee6022b5d40f00b84afaf05f01,2012-06,Sussex Police,Sussex Police,-0.042485,50.806693,On or near TREMOLA AVENUE,E01016958,Brighton and Hove 033B,Offender given a caution
4e51e9475f2679debf234c4a68bfbbcc91e280a62debad83341ab8503966de74,2012-06,Sussex Police,Sussex Police,-0.059655,50.804066,On or near PARK CRESCENT,E01016960,Brighton and Hove 033D,Offender given a caution
ce233af4bc50766474151a732ff270e425f2f9a06f8739ce3a433129b699ed82,2012-06,Sussex Police,Sussex Police,,,No location,,,Investigation complete; no suspect identified
9420f1107fe67d6552afc2d6e59979aee8b5afccc1e27724bf2856f616d080a9,2012-06,Sussex Police,Sussex Police,,,No location,,,Investigation complete; no suspect identified
823f4b194bd13a2153980bb42be7db621fb1e96033ff74137f9271b3e39fd450,2012-06,Sussex Police,Sussex Police,,,No location,,,Investigation complete; no suspect identified
eac7827c5a835af5125c992ce9f5271fd17fdaedfd66fb0e215570db2c4c611e,2012-06,Sussex Police,Sussex Police,-0.141214,50.823156,On or near NORTH STREET,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
8fe1a4afa6a4455382e976f3693df8ffc8d1dd69a727d821d2e5d58641df8764,2012-06,Sussex Police,Sussex Police,-0.153537,50.822830,On or near ORIENTAL PLACE,E01016954,Brighton and Hove 029D,Investigation complete; no suspect identified
baf2a00957cf2d5d98b8d6a0b5967ef875b50402b966fd934ac32646aa7b2c5c,2012-06,Sussex Police,Sussex Police,-0.153537,50.822830,On or near ORIENTAL PLACE,E01016954,Brighton and Hove 029D,Investigation complete; no suspect identified
2a6b814896d4b988536e5c79e643194dd3bc2835c6c0a729fc7a12346934fed5,2012-06,Sussex Police,Sussex Police,-0.138907,50.832976,On or near ELDER PLACE,E01016964,Brighton and Hove 027C,Offender given a caution
3c8eb5377ad116c21106cb596482e6aac24bae396ddb5d25bbcdf70e2b2badf5,2012-06,Sussex Police,Sussex Police,-0.125779,50.837038,On or near Supermarket,E01016971,Brighton and Hove 015D,Offender given a caution
38fb00d6c12c927af546ab4ea57ae537e3f7677bcf24871957f7ac2eaafbc9be,2012-06,Sussex Police,Sussex Police,-0.197493,51.105833,On or near HAMBLETON HILL,E01031596,Crawley 007A,Offender given a caution
bfad6ddaf5c74abb8489d34c62836c012bdbf79b420ba46f505217878b886141,2012-06,Sussex Police,Sussex Police,-0.384088,50.814938,On or near COWPER ROAD,E01031811,Worthing 010E,Offender given a caution
cadcff116d600dba34b2a0606b8a12f2f76dc30a82c46216e0b2942f08a30b00,2012-06,Sussex Police,Sussex Police,-0.422371,50.832297,On or near FULBECK WAY,E01031818,Worthing 003D,Local resolution
1f4ab3bd7737e183a85ab451593e1bf2d1f5457eb5e436adb863f20ba8f06360,2012-06,Sussex Police,Sussex Police,-0.409754,50.848367,On or near FURZE ROAD,E01031828,Worthing 001D,Offender given a drugs possession warning
6d052e6686a516e51c7aa2cbd4729efa15e4b938d196fb6d0d9951003cb60630,2012-06,Sussex Police,Sussex Police,-0.399038,50.821106,On or near ELY CLOSE,E01031836,Worthing 007C,Offender given a drugs possession warning
12dd1bc876698f7735bee05859b9c2209ff79b4c5483dceb01b4f5560f0ae859,2012-06,Sussex Police,Sussex Police,-0.231015,51.108952,On or near REEDINGS,E01031569,Crawley 010E,Offender given a caution
13ec790b657b9a324f78c6d06f22818645362fd984b27990ebdb6cd648262d56,2012-06,Sussex Police,Sussex Police,-0.194363,51.129337,On or near CEDAR CLOSE,E01031576,Crawley 001D,Offender given a caution
fc0674b8a88d35ea3c5fd980f1e3f1e944084fdf0b8f72d9cc0edf6f32f4de97,2012-06,Sussex Police,Sussex Police,-0.199670,51.115992,On or near LODGE CLOSE,E01031608,Crawley 007E,Offender given penalty notice
e06bf6fcf83ec8d8614fbff7ad5d51c1e290092f35f34df40540d7f04a4ab240,2012-06,Sussex Police,Sussex Police,-0.371651,50.809675,On or near MONTAGUE PLACE,E01031789,Worthing 011C,Offender given a caution
189c2805a49d815b561e4d2815e2ab20a0ec83371252fa54e2d0665a2df90692,2012-06,Sussex Police,Sussex Police,-0.430730,50.816339,On or near Petrol Station,E01031802,Worthing 013A,Offender given a caution
6a40c3768356202dbb68d83cc1afb0d4c871e5c610c7e42fbed95b4f5b4d830a,2012-06,Sussex Police,Sussex Police,-0.382755,50.812437,On or near WINCHESTER ROAD,E01031811,Worthing 010E,Local resolution
47ca4781c687647cf15288d20ebd9991ef19d65b23af75fb695ad93ddd800fe0,2012-06,Sussex Police,Sussex Police,-0.347220,50.817830,On or near BENEDICT CLOSE,E01031834,Worthing 009E,Offender given a caution
4addd8b43e9d2a12cd2328e4fd6e74e8c4ce2b90ac469e4fbe4a1a09f05ebe7b,2012-06,Sussex Police,Sussex Police,-0.155572,50.824886,On or near LITTLE WESTERN STREET,E01016850,Brighton and Hove 029A,Offender given a caution
038ca8e759508dc5ed9ef7c5bd8df71493692a72f104d112c745136466945fae,2012-06,Sussex Police,Sussex Police,-0.140994,50.819771,On or near Nightclub,E01016952,Brighton and Hove 027A,Offender given a caution
277c9856473ef97479d910bbfef24df923303e57e17540b51f0e45ea86900712,2012-06,Sussex Police,Sussex Police,-0.152071,50.825073,On or near Supermarket,E01016953,Brighton and Hove 027B,Offender given a caution
2dbbad24a9c77e3c887f5ecc8a05aa6d2824e5f392be23f1106d92086f8d1a60,2012-06,Sussex Police,Sussex Police,-0.134543,50.828095,On or near RICHMOND PLACE,E01016964,Brighton and Hove 027C,Offender given a caution
540d4813b4c086b3d512fe714414b536a0df158ae069d1222d54427fcb899c75,2012-06,Sussex Police,Sussex Police,-0.137062,50.831157,On or near PROVIDENCE PLACE,E01016964,Brighton and Hove 027C,Offender given a caution
73461ce46fc4c2bdcf2a1a470a431627d557c9b72cae4a75a345fceb83db856a,2012-06,Sussex Police,Sussex Police,-0.132737,50.831007,On or near Sports/Recreation Area,E01016966,Brighton and Hove 015B,Offender given penalty notice
95cd6d07f8943eda0e95c123d65e013ca22ff3c69a152bb5f4e5a29e096289f7,2012-06,Sussex Police,Sussex Police,-0.140391,50.824231,On or near JEW STREET,E01016969,Brighton and Hove 027E,Offender given a drugs possession warning
eb9a8e5ea3892c2a88df7b2de23b479b403a3ac79d52146e888fcdb214f8c5e1,2012-06,Sussex Police,Sussex Police,-0.136230,50.820334,On or near Nightclub,E01016941,Brighton and Hove 030A,Offender given a caution
9741843e97385aa80e9773c4f10db20f4def99019216f10a26578f97fd53c0e7,2012-06,Sussex Police,Sussex Police,,,No location,,,Suspect charged
5c15e907b06eeb3a5c831e38498a201fdfd1d989f43a10adc053e5cd694c8c9a,2012-06,Sussex Police,Sussex Police,-0.144034,50.820800,On or near SOUTH STREET,E01016952,Brighton and Hove 027A,Local resolution
36b422ba0b1f9a5faa665edda81e6d12b26c465105005e8cc7fc147b08d88313,2012-06,Sussex Police,Sussex Police,-0.153537,50.822830,On or near ORIENTAL PLACE,E01016954,Brighton and Hove 029D,Suspect charged
dbe81a6620f9d605928d5490ccd63078d4817c160e0dea208c27cc1bd0131127,2012-06,Sussex Police,Sussex Police,-0.404887,50.808623,On or near SUNNY CLOSE,E01031814,Worthing 012C,Offender given a caution
95bb6e00188de08e142d6694688f100fbb391a35abf44972dce1e0e872be29b1,2012-06,Sussex Police,Sussex Police,-0.144020,50.828660,On or near BUCKINGHAM ROAD,E01016968,Brighton and Hove 024E,Offender given a caution
dfb0fc6fde5b901cbc45e27b51b7c5d8388656b99a5b27adab4e50354730699f,2012-06,Sussex Police,Sussex Police,-0.140200,50.823662,On or near BOND STREET,E01016969,Brighton and Hove 027E,Local resolution
ad627d00b45ebd2b2f06ad5644e5a4e20eaf8da8fe414c12956e90ebf6ca2b95,2012-06,Sussex Police,Sussex Police,-0.139885,50.823387,On or near Theatre/Concert Hall,E01016969,Brighton and Hove 027E,Local resolution
043ed16b351525518a8f33c9ca63f8c5d8c9d419408eef85c1016b0bb8c48fb6,2012-06,Sussex Police,Sussex Police,-0.674957,50.784601,On or near Supermarket,E01031436,Arun 017D,Suspect charged
45ac40f8ef1886d687ef0037c49c0cc5d900323aee44a9d8c0eb2e1d30bd45ae,2012-06,Sussex Police,Sussex Police,-0.676340,50.791388,On or near CARLINGFORD COURT,E01031442,Arun 014E,Suspect charged
971d08acab4dbc025ba618405a50e896522ee77c2365c1a1df80759830e27819,2012-06,Sussex Police,Sussex Police,0.104723,50.777760,On or near BLATCHINGTON HILL,E01021069,Lewes 011A,Suspect charged
134a18fec4f6e07a4c9d11301823923149a4de9b13d2afff4288b84ff82d55ae,2012-06,Sussex Police,Sussex Police,0.109332,50.767325,On or near CORSICA CLOSE,E01021079,Lewes 013C,Suspect charged
8a6618112607d5d51ff1ec13a40d9339929b33c3693f123cb8903598f3b7f64b,2012-06,Sussex Police,Sussex Police,0.009075,51.128743,On or near SAN FELIU COURT,E01031730,Mid Sussex 003D,Suspect charged
0255916c4166983086ff2291c9460ee0dedff790ef612f8033d40855089c9e88,2012-06,Sussex Police,Sussex Police,-0.373488,50.810321,On or near Shopping Area,E01031787,Worthing 011A,Suspect charged
4acb96e2a5dd0a5b48673c38c7268f7bb37352c45fd5df82683d3ad4ee4c7875,2012-06,Sussex Police,Sussex Police,-0.370675,50.810812,On or near Shopping Area,E01031789,Worthing 011C,Suspect charged
26a8cd5ef867f872efeac2254f6f45df9be20942bfd853b44255fca9aecfd7ab,2012-06,Sussex Police,Sussex Police,-0.394981,50.822265,On or near PARKFIELD ROAD,E01031838,Worthing 007D,Suspect charged
923a3c01347a1a504474b2eef8f8bc6301f92128241ab3ab0315c42fd991ff6e,2012-06,Sussex Police,Sussex Police,-0.136732,50.834821,On or near CLYDE ROAD,E01016972,Brighton and Hove 015E,Offender given a caution
9883d69f97fcbd6820bd30ef028be11a8f5a9faf4306e764fe02e9a9f674e41e,2012-06,Sussex Police,Sussex Police,-0.323831,50.823198,On or near SOUTH STREET,E01031377,Adur 008D,Suspect charged
7e8d56f0b0e73604614576c71b8e40bf0c4e60baf31a2b2daffdba8002c14449,2012-06,Sussex Police,Sussex Police,-0.542759,50.810094,On or near ST MARTIN'S LANE,E01031454,Arun 011C,Suspect charged
7ec51f1d58caac7fdea162a74b4dff549d6c5476d1fc14f2f9331bd868aaf06b,2012-06,Sussex Police,Sussex Police,-0.756936,50.833319,On or near CHATSWORTH ROAD,E01031480,Chichester 010A,Suspect charged
8a95ba8492f9c7ca4cb5314689996042c402e8279696d6f37effb0539e1e9286,2012-06,Sussex Police,Sussex Police,-0.780852,50.837033,On or near Shopping Area,E01031490,Chichester 010D,Suspect charged
8ab62dd4e0f23e81d5b22320d9122518e0a4631d5aca3b273c4845a7f43c6e9e,2012-06,Sussex Police,Sussex Police,-0.216578,51.106188,On or near MOWBRAY DRIVE,E01031551,Crawley 012B,Suspect charged
c8d2573f86b7d261132fa9dfd097b345bfff3691d4066989b1fb2f15cd9ed04d,2012-06,Sussex Police,Sussex Police,-0.181084,51.117368,On or near Police Station,E01031585,Crawley 004C,Suspect charged
8af056487341f95b406e3eddf8c28a37e8d294407903aa53901afa46e710d45d,2012-06,Sussex Police,Sussex Police,-0.147209,51.115874,On or near Petrol Station,E01031592,Crawley 008D,Suspect charged
6e62075d140e7c97501679ad00ec7d4931755cbcfdd46c370f6a4c42aa5f84bf,2012-06,Sussex Police,Sussex Police,-0.194800,51.104946,On or near DITCHLING HILL,E01031596,Crawley 007A,Suspect charged
f8b0d50bd9af0a849b3a5ab679b279fb57b13b0bd3d1961100d6c37022b57686,2012-06,Sussex Police,Sussex Police,-0.109673,50.964511,On or near JANE'S LANE,E01031713,Mid Sussex 013E,Offender given a caution
737c831c9ddb94999adb0a879762ec0f0aaf41b9a2f057205b36cd7018211998,2012-06,Sussex Police,Sussex Police,-0.411432,50.818605,On or near THE CAUSEWAY,E01031784,Worthing 007B,Suspect charged
1109091254ff704931aaa7ee0def2c178442fd81f967e2a5824e9a9bf8795ece,2012-06,Sussex Police,Sussex Police,-0.364098,50.816647,On or near Worthing Hospital,E01031789,Worthing 011C,Suspect charged
b5b3d7a1489b09d600bb34de605f9cd8a0e097173eda6833cd17d5476416d22c,2012-06,Sussex Police,Sussex Police,-0.320487,50.836460,On or near UPPER BRIGHTON ROAD,E01031354,Adur 003C,Suspect charged
e622be90e7df9154bb83fd7df5a681e4018894831994493018e30e647deb20b9,2012-06,Sussex Police,Sussex Police,-0.167580,50.833682,On or near EATON GROVE,E01016873,Brighton and Hove 019D,Suspect charged
8296d57925d1f56272574456be2d09feb3dee436ea13c39ddb728b69bb99133a,2012-06,Sussex Police,Sussex Police,-0.103149,50.853265,On or near APPLEDORE ROAD,E01016915,Brighton and Hove 002D,Offender given a caution
d56f0aa89d7fec07d2b9dab68791fd61fc161d12642de9bbc5ef04a661b5fa69,2012-06,Sussex Police,Sussex Police,-0.123081,50.867455,On or near Police Station,E01016926,Brighton and Hove 001B,Suspect charged
eaff52342429d5969148493953717ed7869f192675b8cde0385e98863f07e00c,2012-06,Sussex Police,Sussex Police,-0.146543,50.824482,On or near REGENT HILL,E01016952,Brighton and Hove 027A,Suspect charged
5c4af12b5089d99a5bf9d70c31e0693f9fe4fbcd43131d1257c8982b16b78ec0,2012-06,Sussex Police,Sussex Police,-0.142678,50.823476,On or near WINDSOR STREET,E01016969,Brighton and Hove 027E,Suspect charged
e65264f55d87f590966caa9a398222f39636e0bff75cdaae5f80081bb39d6b3d,2012-06,Sussex Police,Sussex Police,0.007416,50.801969,On or near THE SYCAMORES,E01021062,Lewes 010D,Suspect charged
f5f5f97eb7d2eee60ccac84a8486527fdab987dd0b4093d0539aebd1745bf29c,2012-06,Sussex Police,Sussex Police,0.380121,50.996531,On or near HIGHFIELDS,E01021098,Rother 003A,Suspect charged
42122d36adc60f7c69728b0bd661c873c6d6cd79410d26f779a1e2bf8632e734,2012-06,Sussex Police,Sussex Police,0.314174,50.963248,On or near MILL LANE,E01021189,Wealden 011B,Suspect charged
036a08cea75702e48c605af806955c3dbbbb9508f3425b94940c7038efb0e64e,2012-06,Sussex Police,Sussex Police,-0.131965,50.821543,On or near Parking Area,E01016941,Brighton and Hove 030A,Suspect charged
c813b58b9311bc2a511c8cc75f47cfd399b4b21c0073d339f4065744e41ac4b3,2012-06,Sussex Police,Sussex Police,-0.138660,50.820274,On or near Nightclub,E01016952,Brighton and Hove 027A,Suspect charged
3c5f4f2d80fc41f2f6ae42272f43d87ddc3a408bf4710dd53269ca72bc9bbd42,2012-06,Sussex Police,Sussex Police,-0.325959,50.825216,On or near THE TYNINGS,E01031342,Adur 008B,Suspect charged
d476cd37cb289fe01dbc2b144f1ad1016e3e9325acb624457d9777962daaab42,2012-06,Sussex Police,Sussex Police,-0.142408,50.825990,On or near QUEEN'S ROAD,E01016969,Brighton and Hove 027E,Offender given a caution
9b300c941e92451e54ceff33690e964c40d740bc679e4f3f54cab72c74885662,2012-06,Sussex Police,Sussex Police,0.122423,50.998530,On or near HURSTWOOD ROAD,E01021144,Wealden 008A,Offender given a drugs possession warning
74715edd67e9bb9e775cfbd72ad321ac91a37437ab224bc0677ec45d7c7d5678,2012-06,Sussex Police,Sussex Police,-0.350300,50.850051,On or near TITCH HILL,E01031362,Adur 006D,Suspect charged
060299a399661e79ab366aa30a8a6b44d4ccfe412847aa90c7a1c1977fb789f7,2012-06,Sussex Police,Sussex Police,-0.150102,50.956678,On or near KNOWLES WALK,E01031714,Mid Sussex 012D,Suspect charged
679e487a9ef0775d12abd727bd52c3cc257b878334b220a88cc2f19fd84050ee,2012-06,Sussex Police,Sussex Police,-0.371335,50.812233,On or near LIVERPOOL ROAD,E01031789,Worthing 011C,Suspect charged
7fd0bb7d0df3ad239caefa8915e669809ff931c72647f216f4a189da27c9e2aa,2012-06,Sussex Police,Sussex Police,-0.382404,50.813161,On or near RICHMOND ROAD,E01031790,Worthing 010A,Suspect charged
0ecf8e0641c2dd0ee54a74e6479894a15bcec2233fc2340279a6fca6f8051e8f,2012-06,Sussex Police,Sussex Police,-0.399528,50.813001,On or near ST RAPHAEL ROAD,E01031813,Worthing 012B,Suspect charged
e00f55c0a0a96e691dc1ec889053c643addf76640fb598ec50a6a29045c2bdc4,2012-06,Sussex Police,Sussex Police,-0.405380,50.835403,On or near SALVINGTON ROAD,E01031826,Worthing 002C,Suspect charged
57a0d66b2af03e65224b33f9c2014e803a4a8c41cc239f0fec9dc8310c7e5e1b,2012-06,Sussex Police,Sussex Police,-0.324103,50.826700,On or near Supermarket,E01031341,Adur 008A,Suspect charged
007ed57195ef96aeddd84b221dcd6cf1a813ccf31f0144ae5369ae1ec1c28824,2012-06,Sussex Police,Sussex Police,-0.230931,50.843887,On or near SUMMERSDEANE,E01031350,Adur 001B,Suspect charged
bd3d41622c3266cc36a982e28438023012934371c06a2a5ea1805e8f005625e2,2012-06,Sussex Police,Sussex Police,-0.447309,50.815104,On or near FERRING STREET,E01031424,Arun 008D,Suspect charged
