Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
be22cb4d04a34bf725e241986f4da5e32716689c57767cd9aec4dc0a1cc25d68,2013-08,Essex Police,Essex Police,0.693976,51.539541,On or near HAMLET COURT ROAD,E01015855,Southend-on-Sea 015E,Investigation complete; no suspect identified
25d4c9df94d6089e16944966f4d81c93a668a4eae4f6a6f9175a24b6cea87028,2013-08,Essex Police,Essex Police,0.627768,51.806905,On or near WHITEWAYS COURT,E01021428,Braintree 015F,Investigation complete; no suspect identified
2b92e3cc0321cd83cea0adca2311513af5dcfb74618b0ddff7b7dfb60898bcdd,2013-08,Essex Police,Essex Police,0.330926,51.631259,On or near HUTTON ROAD,E01021455,Brentwood 005C,Investigation complete; no suspect identified
f0e33f78ca03066795e028ec7c0a4af312288901025d5740351c9997789b0985,2013-08,Essex Police,Essex Police,0.865485,51.877435,On or near ALL SAINTS AVENUE,E01021689,Colchester 014A,Investigation complete; no suspect identified
69eb26776a866cf84b03214f8e8606eb7857b2f8f4d16b07ab2b20dce670f4c2,2013-08,Essex Police,Essex Police,0.104199,51.617746,On or near SHILLIBEER WALK,E01021749,Epping Forest 016A,Investigation complete; no suspect identified
8599f96ac8444eb7610893955b9a21eb9fbefeeba29df6928ec6c5147ed04693,2013-08,Essex Police,Essex Police,1.245127,51.832995,On or near CONNAUGHT AVENUE,E01021986,Tendring 006B,Investigation complete; no suspect identified
e177744b83d30839b5b3773d0e9c5ebbc7f8f40857a012f72f097e0c85f6c33d,2013-08,Essex Police,Essex Police,0.427226,51.569835,On or near POPPY GARDENS,E01021286,Basildon 016A,Investigation complete; no suspect identified
86a7e4b7ba5ab6875f895aa6baa3fbee1540cd0ae6ad693995d3d144d638de42,2013-08,Essex Police,Essex Police,0.171613,52.006028,On or near ROYSTON ROAD,E01022071,Uttlesford 003B,Investigation complete; no suspect identified
7a45fd4c9cd673b5aa3e7e08ac5f5da43604ec9fa404c5dcced9e026bcb26332,2013-08,Essex Police,Essex Police,0.319267,51.620267,On or near GLANTHAMS ROAD,E01021466,Brentwood 005E,Investigation complete; no suspect identified
2b69c55ba97aaf43abb50ca1c9cbfcf73cc993767233261f5ca3d3667f1168e7,2013-08,Essex Police,Essex Police,0.761816,51.536874,On or near Parking Area,E01015890,Southend-on-Sea 016B,Investigation complete; no suspect identified
f3013e11b7ee45be01eb64125820038650f1cce28842c9c18b07d20ba9e4168c,2013-08,Essex Police,Essex Police,0.721558,51.535306,On or near STANLEY ROAD,E01015841,Southend-on-Sea 014C,Investigation complete; no suspect identified
b8d8a960ef31a1a11921e7439ad7c20cc8258188d573e9ed00b9dd4f5b91b326,2013-08,Essex Police,Essex Police,0.284143,51.486609,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
2ce525c31e869d3fa1f0e34d0879a53150a8eb0da111a7294bf4427fad7a8c0d,2013-08,Essex Police,Essex Police,0.694245,51.547017,On or near GLENWOOD AVENUE,E01015906,Southend-on-Sea 007F,Investigation complete; no suspect identified
00b42febc686af382959d1c8fae2264bced16f6497e8003eadc9264e71d3d5bc,2013-08,Essex Police,Essex Police,0.758953,51.532939,On or near THE BROADWAY,E01015890,Southend-on-Sea 016B,Investigation complete; no suspect identified
32cb7cbfca67a90207e4e9bea156af0098decc42bdc1b8255d5f91dc26add093,2013-08,Essex Police,Essex Police,0.289087,51.515417,On or near AYRON ROAD,E01015973,Thurrock 006D,Investigation complete; no suspect identified
b5c246946b357b84377cd4dc5473e2625a4eecca633741481c87012efff81023,2013-08,Essex Police,Essex Police,0.923673,51.923633,On or near THE CRESCENT,E01033720,Colchester 002F,Investigation complete; no suspect identified
7030de4d4a45ba6de016c4575e4604b0882877c77f6bb2ccff724a02658a84bf,2013-08,Essex Police,Essex Police,0.538919,51.623841,On or near BARNET PARK ROAD,E01021595,Chelmsford 021C,Investigation complete; no suspect identified
7c374200300184a5f3a9f98513da0c8b2275759ef740ec960a12e541eb8ab7a3,2013-08,Essex Police,Essex Police,0.912317,51.854493,On or near BOYLES COURT,E01021658,Colchester 016B,Investigation complete; no suspect identified
a9963ad082aec062973be10d23fbcd22060abff2de9a889c99f908c4a35bae12,2013-08,Essex Police,Essex Police,0.669039,51.589288,On or near HALL ROAD,E01021933,Rochford 003A,Investigation complete; no suspect identified
0cb067a77c34814ad28c7f97afec9cf861082ac2750454f4a6768a7465550e22,2013-08,Essex Police,Essex Police,0.303574,51.623606,On or near WATES WAY,E01021433,Brentwood 007A,Investigation complete; no suspect identified
75422d061e163d15de7ec3feedc0e2962ee45a9830ae912e2011942b84d7f453,2013-08,Essex Police,Essex Police,0.805470,51.542970,On or near WAKERING ROAD,E01021921,Rochford 010B,Investigation complete; no suspect identified
03c1e74966a59ca7c482dcc0f1d828f28e34a463c2364aa6c525b75b5f5d05ed,2013-08,Essex Police,Essex Police,0.264244,51.667079,On or near CHURCH ROAD,E01021443,Brentwood 001C,Investigation complete; no suspect identified
79208a07eff1467e18b12aacea92b0f7f251c02230b18d98aa8e703ed7983ec6,2013-08,Essex Police,Essex Police,0.760512,51.543686,On or near LITTLE THORPE,E01015883,Southend-on-Sea 009A,Investigation complete; no suspect identified
903f981e64774d039b7769eb57816d3ef2a3e1efaaf9a6dec8e4e7b6f4b39da7,2013-08,Essex Police,Essex Police,0.558524,51.685919,On or near THE CHASE,E01021535,Chelmsford 016B,Investigation complete; no suspect identified
8e0b68492e41f7288556a694d8871b7a180e2fcfc1c4c13d59fdf0e7f05c8295,2013-08,Essex Police,Essex Police,0.325824,51.500916,On or near PRINCE PHILIP AVENUE,E01015996,Thurrock 009F,Investigation complete; no suspect identified
0b668fcc9e0f364e7e6a4773217271476d7996e1e02cf0ab787cdce255dc292c,2013-08,Essex Police,Essex Police,0.696349,51.562843,On or near Supermarket,E01015865,Southend-on-Sea 002C,Investigation complete; no suspect identified
2b1d28080cb4332b9e0e7edfab4f5e13b42359f9a099c3172ea26d98cbdb9c70,2013-08,Essex Police,Essex Police,0.424279,51.560822,On or near WHITCROFT,E01021283,Basildon 021D,Investigation complete; no suspect identified
efb21f261c539e89094c8f5ba13f9831f7ae21426b8fad03dd6d1a1f4ddac1d5,2013-08,Essex Police,Essex Police,0.617587,51.642573,On or near Parking Area,E01021613,Chelmsford 019C,Investigation complete; no suspect identified
8e746c441d712b13c449f5eea4599f91c73b313f5a39b435fe7ef5d6161dfbfb,2013-08,Essex Police,Essex Police,0.369426,51.468414,On or near WREN WALK,E01016007,Thurrock 018E,Investigation complete; no suspect identified
a5ffd497cbd5cf224c889295fed23f38db6a19fca8b6e146cd98b5b6c2e08c31,2013-08,Essex Police,Essex Police,0.242807,52.024423,On or near COMMON HILL,E01022079,Uttlesford 002D,Investigation complete; no suspect identified
73491cb7924bf08ed746038f3a53ae7787b01a7cca10f8159703ca48a46b575b,2013-08,Essex Police,Essex Police,0.319222,51.481001,On or near Petrol Station,E01015956,Thurrock 016B,Investigation complete; no suspect identified
0dc63d8134c5ba259931ed4c528f3f6dbbb68775ccd34103eb53bb6f1b01e9f0,2013-08,Essex Police,Essex Police,0.692668,51.555247,On or near LAVENDER GROVE,E01015860,Southend-on-Sea 004D,Investigation complete; no suspect identified
d89ac078c258578952784c8dbbc776b76d1fd551b764d8b0f96f86e51e52547b,2013-08,Essex Police,Essex Police,0.074243,51.756773,On or near MERCERS,E01021830,Harlow 009B,Investigation complete; no suspect identified
168f154442cd5c42965ff4be30fbf17904afbe7ebf03577708f9fc0747d44160,2013-08,Essex Police,Essex Police,0.641206,51.602023,On or near LABURNUM CLOSE,E01021941,Rochford 003I,Investigation complete; no suspect identified
21594a7fe5e3c05732dd19dca3da344b7a28994439a6220b0f89de90daa10eee,2013-08,Essex Police,Essex Police,0.247775,52.010111,On or near OZIER COURT,E01022080,Uttlesford 002E,Investigation complete; no suspect identified
970003602ec5b42ca24bf874cb8c5a37133c03e42e64508c44407212af13011a,2013-08,Essex Police,Essex Police,0.330385,51.630298,On or near Parking Area,E01021455,Brentwood 005C,Investigation complete; no suspect identified
196ec9cce79cdbf6457999c435379af2e57fcab14415a60d3df01ac90bc919ee,2013-08,Essex Police,Essex Police,0.447192,51.829823,On or near MILL LANE,E01022064,Uttlesford 008B,Investigation complete; no suspect identified
c21843af914de234f835a68edbcea296b03546ed9a6efb6d329587e11b24e590,2013-08,Essex Police,Essex Police,0.668341,51.726004,On or near NORFOLK CLOSE,E01021898,Maldon 005F,Investigation complete; no suspect identified
2d00714d8f6844516d0a056a9c4d1a141404e49f647928d9552379c9d7c0a0be,2013-08,Essex Police,Essex Police,1.142149,51.793296,On or near Shopping Area,E01021968,Tendring 017A,Investigation complete; no suspect identified
469d63f203bc7f30e3c75fe3a65463e738fca4f8fc6e26c3bc60c270f12e0c53,2013-08,Essex Police,Essex Police,0.120360,51.753900,On or near UPPER MEALINES,E01021837,Harlow 008E,Investigation complete; no suspect identified
08d7b2bb499c98aa41fc4542b0cada0cc2ced736a7db93b87d7c727a21999af7,2013-08,Essex Police,Essex Police,0.485374,51.721070,On or near ROSSETER CLOSE,E01033137,Chelmsford 014F,Investigation complete; no suspect identified
72698e767c8803686033b8f65a9aab24292eded2deafdd026caef98f0f4f3861,2013-08,Essex Police,Essex Police,0.910815,51.884533,On or near KENDALL ROAD,E01021686,Colchester 011D,Investigation complete; no suspect identified
f6a4f90d48ca7c50b1551362bef6a3716d2fdb4383897a5bcb4efc68a997b2ab,2013-08,Essex Police,Essex Police,1.217462,51.928249,On or near MAIN ROAD,E01022028,Tendring 004F,Investigation complete; no suspect identified
65796670847bf10f45536c9ccc5cea91a06d489e0a84827ff6b08a34ead19848,2013-08,Essex Police,Essex Police,0.636821,51.937004,On or near TIDINGS HILL,E01021393,Braintree 004E,Investigation complete; no suspect identified
1a4675c754a5f9192c219b149ad1e672808f3199a1b0c443198f959286798831,2013-08,Essex Police,Essex Police,0.092525,51.756683,On or near WOODCROFT,E01021868,Harlow 007B,Investigation complete; no suspect identified
04957a99cfc54f0742a1aafef3d8011dcf6a0e40d5fb8ed78d184ed4d1fa77c4,2013-08,Essex Police,Essex Police,0.092759,51.771138,On or near Nightclub,E01021872,Harlow 007E,Investigation complete; no suspect identified
8aefa0066dc7efdf0c2d2a00b0ee5f1b3192b53d54d068f5d2b64950e7829b1e,2013-08,Essex Police,Essex Police,0.163831,51.713045,On or near Petrol Station,E01021799,Epping Forest 001E,Investigation complete; no suspect identified
9aef64ec94063d5e7d8619cc4bc3cc3b0d49e96cf5de053b20e58aa0784c3919,2013-08,Essex Police,Essex Police,0.480777,51.556259,On or near HAVEN CLOSE,E01021300,Basildon 022A,Investigation complete; no suspect identified
44c8152daa01b78506bbbf85ed3b7319bc59803b8265f1be4d4501e0b06be64b,2013-08,Essex Police,Essex Police,0.500440,51.738782,On or near STANLEY RISE,E01021546,Chelmsford 008C,Investigation complete; no suspect identified
b6dbf0e78c5fee34de5e55b854b7168d6b66cbda77a69e3a4ded2853e4059f3a,2013-08,Essex Police,Essex Police,0.780211,51.532041,On or near WATERLOO ROAD,E01015918,Southend-on-Sea 017E,Investigation complete; no suspect identified
b73eab82f30586720e13c981d6819cd7c0c5434feed5ffc100047a3c8f89a0b6,2013-08,Essex Police,Essex Police,0.443854,51.742131,On or near MEDWAY CLOSE,E01021599,Chelmsford 009C,Investigation complete; no suspect identified
b5c21fcbdf73b9663d7431f3a91e94e5b42db43d817069020acced96e16c1f38,2013-08,Essex Police,Essex Police,1.268269,51.937111,On or near SHAFTESBURY AVENUE,E01022000,Tendring 002A,Investigation complete; no suspect identified
2f62c9b56640cec62c1fe5c64d04c28281eaaf71193147ab1034ebce8f58a263,2013-08,Essex Police,Essex Police,1.185767,51.798480,On or near KINGS PARADE,E01022034,Tendring 012C,Investigation complete; no suspect identified
cff3b0b1b109bac986c124d3258364c4d9f3bb8677919003b7cdb431c96041ac,2013-08,Essex Police,Essex Police,0.572233,51.530745,On or near STROMBURG ROAD,E01021507,Castle Point 010E,Investigation complete; no suspect identified
c806aaa4a3de31102019fb414b91ac83966386b5e511e1997066ff9c7390c3f1,2013-08,Essex Police,Essex Police,0.089593,51.752176,On or near SHENFIELD COURT,E01021859,Harlow 010C,Investigation complete; no suspect identified
7b59e8adaf38c36e363fefc89fc94ea9d77c2de7793a17be50791e6c753a5a37,2013-08,Essex Police,Essex Police,0.420480,51.626721,On or near WEST CLOISTER,E01021240,Basildon 003B,Investigation complete; no suspect identified
8407edfda9941a0346f7e5c7a8f946f67ad5e7e7d3d0469fc5046d9eff9f5f22,2013-08,Essex Police,Essex Police,0.516019,51.572659,On or near CROWN CLOSE,E01021314,Basildon 018B,Investigation complete; no suspect identified
71028fe4eea805af9b35736980b2b4bb1bf03004f51385709d5739735f67ad59,2013-08,Essex Police,Essex Police,0.627413,51.556475,On or near WARREN ROAD,E01021517,Castle Point 005A,Investigation complete; no suspect identified
689125ebb0244fda2106ee2ec59314901fa7cd4893e75a82fb6dc049f6ec95fb,2013-08,Essex Police,Essex Police,0.871889,51.875993,On or near WILBYE CLOSE,E01021713,Colchester 015C,Investigation complete; no suspect identified
25696465b84341b7dad3a4cd2f05bf6e1caed5320cc17b60b708b6f39eb513d8,2013-08,Essex Police,Essex Police,0.877859,51.870280,On or near SALERNO CRESCENT,E01033723,Colchester 015G,Investigation complete; no suspect identified
5b5e6db0d6c5a8733e3c131ce0426458987a57822c72faecbc2d331fc43f625b,2013-08,Essex Police,Essex Police,0.719983,51.545398,On or near NORTH AVENUE,E01015898,Southend-on-Sea 010D,Investigation complete; no suspect identified
ecfb8914b612536c3131bd290edaa3a670ae02fc30bc6c456ff83f3c90d5b9cc,2013-08,Essex Police,Essex Police,0.704284,51.582266,On or near WEST STREET,E01021955,Rochford 004D,Investigation complete; no suspect identified
bd56810b724aaf5226f7766fcba1248bf801852471bc3cd65418cfa19471dbd9,2013-08,Essex Police,Essex Police,0.947695,51.858917,On or near OXTON CLOSE,E01021657,Colchester 016A,Investigation complete; no suspect identified
2eb986c6844ff2ae50521e5dbf0da5bd4f9d61c884a987e01279d2bc55f8565e,2013-08,Essex Police,Essex Police,0.194434,52.060871,On or near LONDON ROAD,E01022094,Uttlesford 001D,Investigation complete; no suspect identified
383f157aa9f41a56e8ffdd936c442e8de58a742e2a89bc727af4cbc970f2419b,2013-08,Essex Police,Essex Police,0.121022,51.755650,On or near SPINNING WHEEL MEAD,E01021835,Harlow 008C,Investigation complete; no suspect identified
03be0b6b181142816ea8f97ec0b0794ac3d11e698404a2dfc5964613163c5276,2013-08,Essex Police,Essex Police,0.097916,51.747315,On or near BERECROFT,E01021862,Harlow 011A,Investigation complete; no suspect identified
385fd3a6d6d30969cc32d054782ed8c04fe4014daa38ee27511d6118c270f3a5,2013-08,Essex Police,Essex Police,0.330926,51.631259,On or near HUTTON ROAD,E01021455,Brentwood 005C,Investigation complete; no suspect identified
952b308ce4cd267f98ec3719dab5498bbc2bc7f3807895c100703c6f69a97801,2013-08,Essex Police,Essex Police,0.678404,51.724273,On or near FAMBRIDGE CLOSE,E01021894,Maldon 005B,Investigation complete; no suspect identified
2a95c1709fe08af6a1f35b4e17b70fd8dee3550b3152db9c471a32604ce8870f,2013-08,Essex Police,Essex Police,0.093737,51.755015,On or near FINCHMOOR,E01021869,Harlow 007C,Investigation complete; no suspect identified
87ba7a48589ae3ba11e55125a2a48f51bf20a65ec2c5e1434dc1ea8dac5f11e4,2013-08,Essex Police,Essex Police,0.630444,51.937686,On or near Sports/Recreation Area,E01021393,Braintree 004E,Investigation complete; no suspect identified
804bb92cb25077ba0abbbfa1453219ca1ed0c6346a0d518e69210ab72c67a833,2013-08,Essex Police,Essex Police,0.092759,51.771138,On or near Nightclub,E01021872,Harlow 007E,Investigation complete; no suspect identified
c6074e5650bf3e386c2064b8c80ba9b03e8ac5f00709511e4d43f09d84087e72,2013-08,Essex Police,Essex Police,0.292024,51.520809,On or near LARKSPUR CLOSE,E01015973,Thurrock 006D,Investigation complete; no suspect identified
7a219823618a5d839ed1917da7999cb86b46022ceffb90695d71318d18730ff9,2013-08,Essex Police,Essex Police,1.190600,51.804474,On or near KENILWORTH ROAD,E01022035,Tendring 012D,Investigation complete; no suspect identified
43bd4086b15bf141d6777c3adc5c3d5b8f7def553441a25e519686d53dd6ce29,2013-08,Essex Police,Essex Police,0.900412,51.779798,On or near CITY ROAD,E01021734,Colchester 021D,Investigation complete; no suspect identified
963ef904e0a0a9ca145fe6286d519a0f750507d87019a368e34e51711ea976e8,2013-08,Essex Police,Essex Police,0.607855,51.584296,On or near Sports/Recreation Area,E01021962,Rochford 008C,Investigation complete; no suspect identified
005b64bc2d5d05c92b64b1906cb6932d06c65530bd3bad8f74609410c466646d,2013-08,Essex Police,Essex Police,0.437857,51.516051,On or near CORRINGHAM ROAD,E01015990,Thurrock 003D,Investigation complete; no suspect identified
8edf73abcd6e684f4ddff617a778dc5acf76d4096f82d21fe650a05a8ba47bf2,2013-08,Essex Police,Essex Police,0.038449,51.626595,On or near WESTBURY LANE,E01021746,Epping Forest 015E,Investigation complete; no suspect identified
e166f1355838a701d90efe37a40171d187e8596bb3bb6aec2afd2625df0c27db,2013-08,Essex Police,Essex Police,0.571300,51.523130,On or near CHERRY CLOSE,E01021485,Castle Point 010A,Investigation complete; no suspect identified
fd42cd6576d8c8f564cd3344f350b6b0ca18b2b6f6998641228cf4af316f4493,2013-08,Essex Police,Essex Police,1.241322,51.833774,On or near THIRD AVENUE,E01021987,Tendring 008A,Investigation complete; no suspect identified
b25e1dbc55174a20f579a05cd139354e0297058e2fd286ee85e22e44ed2225a2,2013-08,Essex Police,Essex Police,0.054348,51.650714,On or near WOODLAND ROAD,E01021791,Epping Forest 012F,Investigation complete; no suspect identified
a80f7551b52e57661b43fbcb55acb40861dcc28be42ee043dc12b025895d9264,2013-08,Essex Police,Essex Police,0.094481,51.770766,On or near EAST GATE,E01021872,Harlow 007E,Investigation complete; no suspect identified
cc47684ea6329a848786a6cdea582050f5c2ffa90f21f07a6ca9009f6c96b7a3,2013-08,Essex Police,Essex Police,0.034090,51.662227,On or near CHURCH LANE,E01021806,Epping Forest 009A,Investigation complete; no suspect identified
f9e923a23d63b480b879ed171dd8f4f3fac13874404230baf267cbf57242920f,2013-08,Essex Police,Essex Police,0.443114,51.583274,On or near Pipps Hill Retail Park,E01021268,Basildon 015B,Investigation complete; no suspect identified
4c708b1f698e4e5cf0526608dde777c1c381d47abc4823cb61a5259cfb537cb6,2013-08,Essex Police,Essex Police,0.601274,51.522918,On or near Petrol Station,E01021496,Castle Point 009D,Investigation complete; no suspect identified
328ff3a360949b20d91dd299895c2f28f3b4bb669e912fff23551bf6c2403b3f,2013-08,Essex Police,Essex Police,0.927887,51.867920,On or near Petrol Station,E01021667,Colchester 016F,Investigation complete; no suspect identified
ade0d55aca46be3daa80fac3ee37878ee8c6c272c7d1432a9e23240021dc11f3,2013-08,Essex Police,Essex Police,0.810547,51.902153,On or near FIDDLERS FOLLY,E01021730,Colchester 003D,Investigation complete; no suspect identified
bea39ffcc899c10d2da802e536535fff5daaa3862b8ebab60a38a6cfd6821b31,2013-08,Essex Police,Essex Police,1.159289,51.792818,On or near THOROUGHGOOD ROAD,E01022027,Tendring 016D,Investigation complete; no suspect identified
4761124a97425ba7a34a229ad9f968a3794f31ee30877aad1264efc610089bcc,2013-08,Essex Police,Essex Police,0.715773,51.533579,On or near PIER HILL,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
85b140d3807353fe583e7565cf2e8a4a497e533da99d12e5aab5b25218e814b0,2013-08,Essex Police,Essex Police,0.774726,51.524832,On or near Parking Area,E01015920,Southend-on-Sea 017G,Investigation complete; no suspect identified
10813b57277a1c25439b74f45def68a8ca78f6ca441681a424ce5d89a82207bc,2013-08,Essex Police,Essex Police,0.927131,51.877302,On or near WATERSIDE LANE,E01021664,Colchester 016C,Investigation complete; no suspect identified
431351e5dfce11df2aaea247228abb4991059560b4333c221fa41d09f9d7a5a2,2013-08,Essex Police,Essex Police,0.383987,51.482292,On or near LINFORD ROAD,E01015938,Thurrock 012F,Investigation complete; no suspect identified
3cf158eabe65e157ad66f064c2a5ff37ba8c399c2096add547c7fdcbd7c2a906,2013-08,Essex Police,Essex Police,0.693247,51.544045,On or near WEST ROAD,E01015900,Southend-on-Sea 010F,Investigation complete; no suspect identified
5db23f8269960311279eae1169a1260883de14304e4cf797d44841b7bfa68845,2013-08,Essex Police,Essex Police,0.469167,51.709820,On or near BUNTING CLOSE,E01021558,Chelmsford 015B,Investigation complete; no suspect identified
4df0d6e77681aceae78b5adb7b54a2bfc659f40fee32660e1491affd518d7b0d,2013-08,Essex Police,Essex Police,0.451705,52.047507,On or near THE ENDWAY,E01021375,Braintree 001A,Investigation complete; no suspect identified
981061b71b902ac3ede704852e50af8dd7dcd5ff386233cfbd65a05cb219d214,2013-08,Essex Police,Essex Police,0.484670,51.724071,On or near BADDOW ROAD,E01021563,Chelmsford 014B,Investigation complete; no suspect identified
a0d32b43605a8c87895eff841d014bf49b4e5b1cc54b5b156aeab2a9ccebcf62,2013-08,Essex Police,Essex Police,0.074639,51.618928,On or near Shopping Area,E01021750,Epping Forest 016B,Investigation complete; no suspect identified
38592c40584b4edb99368b72c2164a4443921ad2e89ef9f60808eeb86ad2eb78,2013-08,Essex Police,Essex Police,1.114494,51.857090,On or near HILLTOP CRESCENT,E01022018,Tendring 007E,Investigation complete; no suspect identified
7850c17034f34050045a979cc9af7ed30e15ce7e8ec0491f2772e83724160425,2013-08,Essex Police,Essex Police,0.326124,51.482195,On or near FAIRFAX ROAD,E01015959,Thurrock 016C,Investigation complete; no suspect identified
e1f2082c2bfa510539365b674e9224acc9469e881a2d2c5345ad503f2f7075f3,2013-08,Essex Police,Essex Police,0.929287,51.920948,On or near CLOUGH ROAD,E01033720,Colchester 002F,Investigation complete; no suspect identified
82b7cf1eed0d4381e1e15f927382b455d561aceb90dcf1b4e85f59b454495180,2013-08,Essex Police,Essex Police,0.071614,51.749679,On or near BROADLEY ROAD,E01021865,Harlow 009E,Investigation complete; no suspect identified
67c846d29845a4af239ab5c99b9af88e48dc37ade7c0a0c865cf7ea0411db01e,2013-08,Essex Police,Essex Police,0.547839,51.898253,On or near DEANERY HILL,E01021355,Braintree 007D,Investigation complete; no suspect identified
c65b4c152704b8dd8662b500f92765857ff13c3da62d565a32982bcc194b7939,2013-08,Essex Police,Essex Police,0.096410,51.669395,On or near WOBURN AVENUE,E01021804,Epping Forest 010C,Investigation complete; no suspect identified
ced4f01effa0ac56b2a20f9c30c462894ab407cdaaff878624c0f0ac09706273,2013-08,Essex Police,Essex Police,0.634316,51.945900,On or near Shopping Area,E01021387,Braintree 004A,Investigation complete; no suspect identified
209ca609dae01acd83371a842749c638bbaa2348479e247a1aa6ef2b4a5e4a18,2013-08,Essex Police,Essex Police,0.111105,51.699284,On or near Nightclub,E01021762,Epping Forest 005C,Investigation complete; no suspect identified
909d17ec290c847e830fac2716ada3ceaea4e93a1f809686d85ee6433d67d2f3,2013-08,Essex Police,Essex Police,0.068337,51.655379,On or near MAPLE GATE,E01021786,Epping Forest 012A,Investigation complete; no suspect identified
9f39558b225ff01ab408ffef9b1b1a41d32912e1c9cfc36a97a18e371e879bab,2013-08,Essex Police,Essex Police,0.116622,51.769713,On or near TUNNMEADE,E01021847,Harlow 002D,Investigation complete; no suspect identified
e71debfcbd85c920ffd83f88a3e607124d7ee76e13a5fc1e834c9768ba3ee911,2013-08,Essex Police,Essex Police,0.696902,51.872816,On or near HILL ROAD,E01021377,Braintree 014A,Investigation complete; no suspect identified
0c9e4cbd4f99f4c0adcc71f320012128d2e11d4daa57d955b061a2e2107742ff,2013-08,Essex Police,Essex Police,0.116622,51.769713,On or near TUNNMEADE,E01021847,Harlow 002D,Investigation complete; no suspect identified
6d229096836b426c7dc2d2fe367c0a9d0f012ccf4820a1ec5bdf9548fe294ad3,2013-08,Essex Police,Essex Police,0.695186,51.547076,On or near INVERNESS AVENUE,E01015906,Southend-on-Sea 007F,Investigation complete; no suspect identified
b4674e974210c7f022b6813e06bf8bca28ea939b90085ced320b6da00fe7a59e,2013-08,Essex Police,Essex Police,0.473022,51.731124,On or near FRIARS WALK,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
02e3cf4748d6b36cb14ce970254f31e9948550abb81418ce80f46420ef70eee6,2013-08,Essex Police,Essex Police,0.282487,51.512272,On or near ELAN ROAD,E01015976,Thurrock 007F,Investigation complete; no suspect identified
429e9287db13614a9d07080793073cdc87348ed54d14369155fdf10a879484d5,2013-08,Essex Police,Essex Police,0.745139,51.819403,On or near ALMOND CLOSE,E01021726,Colchester 020D,Investigation complete; no suspect identified
8f854d645295b3d0b846b22b5e0ca65eb8b696e413be5292dd4fbcc42bcaf23c,2013-08,Essex Police,Essex Police,0.506467,51.564041,On or near Shopping Area,E01021310,Basildon 022B,Investigation complete; no suspect identified
2998acc0b57f59d4a6717a0309f34ab76426ee24338b0e26523be9e740849d00,2013-08,Essex Police,Essex Police,0.676320,51.594014,On or near ENGLEFIELD CLOSE,E01021934,Rochford 003B,Investigation complete; no suspect identified
f17ea61a57e19e2313f3f7ab1b0670d0a54c9ec54eadc95c29888481ed8dc2a1,2013-08,Essex Police,Essex Police,0.281123,51.619027,On or near A12,E01021438,Brentwood 006A,Investigation complete; no suspect identified
193b5882ad63f5ed8f2331d9898c662ce67909013b86ccd5d9e17f26f9330f20,2013-08,Essex Police,Essex Police,0.281123,51.619027,On or near A12,E01021438,Brentwood 006A,Investigation complete; no suspect identified
2c9eb8f2888ec6fd431b9eb7565d97a45ecc77b8c36059b1a5f3671815646a6a,2013-08,Essex Police,Essex Police,0.727558,51.531461,On or near EASTERN ESPLANADE,E01015841,Southend-on-Sea 014C,Investigation complete; no suspect identified
0b08df004c9ea36bcca1f14d99ed2f809dc7e5ecfe448377483a99926e524a94,2013-08,Essex Police,Essex Police,0.085378,51.613064,On or near DACRE CLOSE,E01021767,Epping Forest 017D,Investigation complete; no suspect identified
e8942a0d58955fa477df771b0e7724056acb70fedd906cd94ece0475355c37ab,2013-08,Essex Police,Essex Police,0.347188,51.955008,On or near BROOK VIEW,E01022093,Uttlesford 004B,Investigation complete; no suspect identified
fde0ca50d026396b4fc21bf7f6af50da9162e686822c93f70b21eb7a99103e9b,2013-08,Essex Police,Essex Police,0.111119,51.758616,On or near BRAYS MEAD,E01021823,Harlow 006D,Investigation complete; no suspect identified
3c09d6168d37468711442ac2d9d0911a4682527a8de90b25a33c3844b3918c2c,2013-08,Essex Police,Essex Police,0.303951,51.624489,On or near BURLAND ROAD,E01021433,Brentwood 007A,Investigation complete; no suspect identified
cadfccac3ecced5ef4faf943365313a338a1918e8876a9fa5ee216e8cec1e988,2013-08,Essex Police,Essex Police,0.486217,51.559454,On or near LONDON ROAD,E01021311,Basildon 022C,Investigation complete; no suspect identified
123d8ef3f17408886fe8452d40cb98ba7b1451b8db634356854db62e56d850f3,2013-08,Essex Police,Essex Police,0.625479,51.807460,On or near Pedestrian Subway,E01021426,Braintree 015E,Investigation complete; no suspect identified
62f978ec0026c9b9a956831b78b17256e6bc1377ba22d58f74065056d7ad0b9f,2013-08,Essex Police,Essex Police,0.253234,52.026544,On or near DAWSON CLOSE,E01022077,Uttlesford 001C,Investigation complete; no suspect identified
19cbbfdf2a14742e408cbf2c63baa85dcb67f2a25e4785f8651723606e048505,2013-08,Essex Police,Essex Police,0.731456,51.550806,On or near PEARTREE CLOSE,E01015875,Southend-on-Sea 006G,Investigation complete; no suspect identified
