Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
39a3d1386860514b7c31e2e828504d769fdfc3a0d97b1687c3190de3734e7025,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.122264,52.057251,On or near HYNTLE CLOSE,E01029984,Ipswich 010A,Investigation complete; no suspect identified
7f36fa67a2db9d732ef75a9e6216615204bca865ae1876632fb663e0f1209801,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.995010,52.187455,On or near CROWE STREET,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
7a4bb720a84e1dcdb7eb76a0c024fa3702671deeddbb4adc036fc5a628df8e78,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.574196,52.191670,On or near MILL LANE,E01030152,Suffolk Coastal 004A,Investigation complete; no suspect identified
aa55b39f93f63c6c227f3cd3336d36146f1b7f00d9b584e882a97eb806d047c2,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.185973,52.042404,On or near ST DAVIDS ROAD,E01029996,Ipswich 014D,Investigation complete; no suspect identified
db5b77fc86da16d904c71716ad2fbe0267e1d0b166ea7c1623c82b1a754d44e3,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.690436,52.235418,On or near WHITBY ROAD,E01030149,St Edmundsbury 007F,Investigation complete; no suspect identified
2d25ddaa0333bdc016f321a1ff298834a4f03eb6434ade1d970b411d2b800632,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.742286,52.244656,On or near LAWSON PLACE,E01033050,St Edmundsbury 005G,Investigation complete; no suspect identified
dc6528d2b6bc3fb8eef28e52a0a95975086abcb3735135c9b3bf7396c37fa7ca,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.489076,52.333818,On or near THE PADDOCKS,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
805de1d2ac112be0ed5d76daedf922e0483610cf21f74a13c5545492f0ee3aae,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
8165e42af75dfb43dc36cc0ec6610be935ef32afdbc51c42fc1001148c6635e7,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.667437,52.095796,On or near ANGEL MEADOWS,E01029884,Babergh 002B,Investigation complete; no suspect identified
258f70e842b9019d2bc7f4c55cc66f594aea9c5ac29fa290744bc289c483646e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.437227,52.452657,On or near BOYSCOTT LANE,E01030232,Waveney 013C,Investigation complete; no suspect identified
b42ff805a6da06bfba09e2126dde73139aa0799bc87b5f33a53ff6f7b04a43ed,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.748217,52.481328,On or near BERESFORD ROAD,E01030249,Waveney 004C,Investigation complete; no suspect identified
ac4f35ec964c014bd13cab938133fa8416621889f5c5769040093fa94f7435ea,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
3373cbd5a0db8576d0e9321d1fd0fd4e1c871de8de32df20032175e9de19d0d9,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.992060,52.187323,On or near Parking Area,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
3893f3cfa2424503d5d327180df77b07dd6809d08cced2d7523627a4f62b18a3,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.747771,52.470018,On or near MARINE PARADE,E01030258,Waveney 007D,Investigation complete; no suspect identified
f2249b6a59a62afe1041235aafaddc196abb3fc2e17782adcdcef9be2aa9d5d2,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.197856,52.038871,On or near BADER CLOSE,E01033131,Ipswich 014G,Investigation complete; no suspect identified
8b747aac65d26af8631a30058ea19f891a39be7ad5a7c723cfd6bed24a200455,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.743806,52.467040,On or near UNION PLACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
cc58ecd904fc9b7e8726d38a818cf1b65e15ee290fa74ddc0d5f01ad94072ca2,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.159617,52.056660,On or near UNION STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
fb285c938f252d380e1d2acef8985b8dc973e386cc2022cc905a7d267eb27d49,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.752321,52.474326,On or near SUFFOLK ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
54c8282a997b854f814c69be51cf7edac1c3bb8e9c04d189a5a86e32f1fbf836,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.425359,52.090209,On or near CAMBRIDGE CLOSE,E01030118,St Edmundsbury 013D,Investigation complete; no suspect identified
17ae155e73495b08b6410b1de582b89541b07749143e5547acf062570c347760,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.034298,51.966762,On or near CORDWINDERS,E01029882,Babergh 010C,Investigation complete; no suspect identified
e94f560a90d6f3a4e1837181d93bde147b0f039db019043cca6cff56280a0905,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.332789,52.227848,On or near KING'S AVENUE,E01030173,Suffolk Coastal 002C,Investigation complete; no suspect identified
1192aa06eb871eb1fb79371651c5a0e534319df0bf0d3e8326ee148c36a8f59e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.164741,52.052574,On or near A1156,E01033123,Ipswich 011E,Investigation complete; no suspect identified
f3d41ef1e072e17f4d5d7bf5b7f32d12357947f52af7dbac82c1c75a31a55f76,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.751360,52.248060,On or near SOUTHERN BELLE CLOSE,E01033045,St Edmundsbury 005F,Investigation complete; no suspect identified
60fb3e029334e7b2c6bfcf8a5b8338044f7f45c00d487c46e115fd5c3ce40730,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.705865,52.250434,On or near SPRINGFIELD AVENUE,E01033043,St Edmundsbury 006E,Investigation complete; no suspect identified
685b08387f9bc125e64da0e79f13c905c0d0c46c86630fd7c3c2f386bf598562,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.156285,52.057621,On or near NORTHGATE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
cbf78ba2a31468bfaeca77cc2c875a2059ec03e0734a9ba16fe96d0346a46c36,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.988764,52.193810,On or near SOAMES CLOSE,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
ce1531c9cd6591d3aae66870c2b8a47ad06c54e5ad5ec66459a9aa89fe3760a2,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.463013,52.228479,On or near NEWMARKET ROAD,E01032611,East Cambridgeshire 011D,Investigation complete; no suspect identified
fb5178ac214da4cb9b9b64c194aedcdf8b4e4d1c305aaf487b06f89cd36ec84d,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.337942,51.972364,On or near Supermarket,E01030160,Suffolk Coastal 014A,Investigation complete; no suspect identified
2931ac5da2dbd7a15997f6cf8e18008faac3a1baaeffe718e24768bcc26d8d27,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.144510,52.056560,On or near ALDERMAN ROAD,E01029988,Ipswich 010E,Investigation complete; no suspect identified
eb2c7e849a56ed89092ccfacdf02c8b40b3fda9b734cd90b91963c76f544e737,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.133002,52.035354,On or near GLASTONBURY CLOSE,E01030020,Ipswich 015D,Investigation complete; no suspect identified
5ffb8384a27f680a70f1f89ad92e57ed0d5804830c64f13ef9c0c78959e716eb,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.724964,52.467681,On or near EDGERTON ROAD,E01030291,Waveney 008E,Investigation complete; no suspect identified
54976ac35120c16f1cf56d89d0c3d0f2102a2ba9d36e3549382e240c551d7fc1,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.138244,52.064372,On or near CHEVALLIER STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
f3fee85a3d3fb9bdc18cd96b48cf99a37c704251caf84f758df57a50e067f886,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.753865,52.485539,On or near PARK ROAD,E01030248,Waveney 004B,Investigation complete; no suspect identified
eb90d10c77cf4d34787d4e58bf53f453359609ec18cea9da3ec28de4a2ef739b,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.401304,52.256171,On or near WESTON WAY,E01029955,Forest Heath 006D,Investigation complete; no suspect identified
efd7cef2fa92d0d38e9c7ea1302508b89aa29ed5619c6dff84e772dc466370eb,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.573391,52.201328,On or near HAYLINGS GROVE,E01030186,Suffolk Coastal 003A,Investigation complete; no suspect identified
159111c77b6ef8bbf585bdd984f659986636617573fc7f1d84da9bec0ddd7938,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.087781,52.302419,On or near MAJOR LANE,E01030055,Mid Suffolk 002C,Investigation complete; no suspect identified
982a4e0eafdf60a22a775e54e96035e20d1fcdbcaadb067909e7793319f05ccd,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.631936,52.445483,On or near ROBERT LINGE CRESCENT,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
f74510a5de65c889fa4dff0e82b4c71995ddd5bedb4861ec77888cca4f736fab,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.137833,52.059760,On or near SURREY ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
d1804df0bafe73953966b87afb98f866279efc82b69a606657f11ec7b36e66c9,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.360104,52.267010,On or near THE DRIFT,E01029937,Forest Heath 006A,Investigation complete; no suspect identified
1196ee0a34789028dd35b5e9bb064ed8313c53ea787af35069512ed2a963da8e,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.447689,52.365580,On or near COW AND SHEEP DROVE,E01032526,Forest Heath 003I,Investigation complete; no suspect identified
3f306e538b19d8d866c3bf33209fc6ce665653461feff16a33b92b16e6c6e0f0,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.131450,52.046943,On or near JASMINE CLOSE,E01029986,Ipswich 010C,Investigation complete; no suspect identified
91bce75176548367dbce061795f0c289d3d4b487e3ba13a177d0287e16d6ef29,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.156363,52.058717,On or near NORTHGATE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
6dafd623e0f9ec9f93e745ce86c1fd55c072150c76dac688b3cc107cbf9924fd,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.065120,52.102237,On or near Parking Area,E01030042,Mid Suffolk 012A,Investigation complete; no suspect identified
6c7e73924b52c99683c294acb059db64becd34980ab6da9f29c31d7023694052,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.110296,52.038501,On or near PIN MILL CLOSE,E01029910,Babergh 005F,Investigation complete; no suspect identified
8c81fb3f645bb51cbb2fd43d8239b4d806e439513671bf114a43c0da366cb8ed,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.727323,52.449770,On or near LONDON ROAD PAKEFIELD,E01030272,Waveney 012E,Investigation complete; no suspect identified
1f2d303a54aad35025eb58ae7dbf9bdd13e3481824d86677953e975389921b58,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.137093,52.049410,On or near TALMASH GARDENS,E01029986,Ipswich 010C,Investigation complete; no suspect identified
cae48b4e21d73cd8ae33c38c81aff3f6817e5e059052b5cabba103633e33c3a4,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.990974,52.189230,On or near CHILDER ROAD,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
6ef82558cc246eb5e3bd485e8e1a3bcdb84514db89a155ac034ffb66cf9a5be4,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.131450,52.046943,On or near JASMINE CLOSE,E01029986,Ipswich 010C,Investigation complete; no suspect identified
286bb561225f54bddd9bc26c73e19bd44710febc7541eeaf827e2c74ddf7252b,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.746413,52.477959,On or near ROMAN ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
c83bdb1fe596988dcc9d1ca62901e61440bbfb40e99ad8d95bc471f4b599e3a3,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.132587,52.064028,On or near DHOBI PLACE,E01030022,Ipswich 006A,Investigation complete; no suspect identified
a7500d6f6329f2cc4177db5985c7f155a89442409c8d5cf8ca478e5c4f4eaf51,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.170230,52.037586,On or near HOLBROOK ROAD,E01029980,Ipswich 016C,Investigation complete; no suspect identified
8407ef9ae28e2cb468a4cdf6d1c53cf75f537e5e28137b623756e07eb2099e74,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
e8cf2dcdef79d257d5b493a449161d7c96770916170ea24266508b0228579d03,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.225111,52.156975,On or near HALL LANE,E01030200,Suffolk Coastal 006B,Investigation complete; no suspect identified
b4340278c30714d0251df008421dc0d6b8a2da5fe5bca790fa8357132b976511,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.441156,52.086214,On or near WORTHAM PLACE,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
ff96e542ef79f18fc609a0012751174149507bc0f6b95ba08709dd77212dba8f,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.404373,52.244355,On or near WELLINGTON STREET,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
dbe2f2c2d4f630e196cb38e7fde2a7b2e6050163472256d7fd43135e1d1a8aa9,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.195817,52.062815,On or near DIGBY ROAD,E01029963,Ipswich 009A,Investigation complete; no suspect identified
4ac1273ad94c4b8ac0a1d3c2f3914e17027c3a37ff4a1bdfcd4f067008d2c0c2,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.736796,52.462180,On or near KIRKLEY PARK ROAD,E01030256,Waveney 007C,Investigation complete; no suspect identified
50022b4653e5ab6d28871d0466db8cd52ca5edde83c0a2b2582d5ded99583bff,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.715467,52.466316,On or near STANSFIELD CLOSE,E01030288,Waveney 006E,Investigation complete; no suspect identified
d8297df3d540151383e96fb56011385703c251de4d7056f3179655cf8544f0be,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.505322,52.343357,On or near WAMIL WAY,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
83f1f1e1ead15fac2ed6e6966249aa93e8c8fd7ed1765a836d9f83fa61d7e72c,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.715467,52.466316,On or near STANSFIELD CLOSE,E01030288,Waveney 006E,Investigation complete; no suspect identified
295a11697e1bd2500c3cde44542f4f8465aa43eb75d1585206c4018e59b0f0a3,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.722211,52.465942,On or near THE GREEN,E01030291,Waveney 008E,Investigation complete; no suspect identified
dc996820c6294765b30e453e3329a64e373d5a5158ea2d2f77f9dd43c2b3c43e,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.985499,52.168019,On or near WEBB'S CLOSE,E01030069,Mid Suffolk 009B,Investigation complete; no suspect identified
1eec2c7f1b674f8d1a2267bc7a514211313ee763392150dabc3882b3d653f452,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.723477,52.227952,On or near REDWING ROAD,E01030144,St Edmundsbury 009D,Investigation complete; no suspect identified
d9bd48e25c95d402b13b7ca821e22bb99be2bd953996172e8c0f874de432f66e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.160326,52.057396,On or near Theatre/Concert Hall,E01033129,Ipswich 007H,Investigation complete; no suspect identified
8a9a92553bc663d269207b2674a588a4fd7ed95cea93fe1f7682fd80261339c1,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.123551,52.049141,On or near ASTER ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
da37c2976fd0836f42734afaeaf45e527fb092bccad9d7471e392d68318805f7,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.170246,52.061096,On or near BRAMLEY HILL,E01029960,Ipswich 007C,Investigation complete; no suspect identified
a1757af7a635008f86369f755e9e247406efb01634173ebe0a59b32138973da8,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.157595,52.057577,On or near Supermarket,E01033129,Ipswich 007H,Investigation complete; no suspect identified
5d8375cccf3d5510838a29cdf24c2578487e2704ad64ad9d6a94befcdf29fba6,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.079676,52.147492,On or near Petrol Station,E01030057,Mid Suffolk 007B,Investigation complete; no suspect identified
608b386677ace0462468dfb785809e5ff227cb8e6702eed593f3f70ffd445a51,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.749600,52.474556,On or near DENMARK ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
63e55cd457c27f93766709a6fad27aec07dfb891b0d76254808b863ed3519a22,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.700270,52.461063,On or near LUCERNE CLOSE,E01030234,Waveney 009A,Investigation complete; no suspect identified
0dc37d001541335264258ee9f64221478658496023fe22b4fba1df532d469b00,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
2903395f668b5629d99c8c7eb2b945e593aaf463c89cdf2509af25539c58d593,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.195854,52.033916,On or near NACTON ROAD,E01033128,Ipswich 014F,Investigation complete; no suspect identified
0d87192c55cd43c678b199f93733791208b6efc25948391003ac30216405c73e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.179812,52.045404,On or near LEVINGTON ROAD,E01029995,Ipswich 014C,Investigation complete; no suspect identified
2f0d29b0cc7b6798ec051cbd07a576a238639dee512509358590a3a681535e7f,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.995010,52.187455,On or near CROWE STREET,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
f1deb3fb8819db805c0638c0804e75f8511443e1fd97d8b167c28bfb422af829,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.752321,52.474326,On or near SUFFOLK ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
964d09de45fade9b7be415314513acffd77299b298a2e87bad309cf699165430,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.724412,52.248227,On or near EASTGATE STREET,E01033048,St Edmundsbury 009F,Investigation complete; no suspect identified
e31e10e7f79171503a398fe2883ac6e1f91b6dc2e1c361c0353d493e365b3c73,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.754916,52.484039,On or near JUBILEE WAY,E01030247,Waveney 007A,Investigation complete; no suspect identified
8870784d93294bad966c48b1046c6dd66eb28697c13f5bcc5c9d92d192057a9d,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.437851,52.072173,On or near HELIONS BUMPSTEAD ROAD,E01021375,Braintree 001A,Investigation complete; no suspect identified
18f8cf14cd294ca0da22c36d158317375881f9f4d3a71057c0380f8a9d75d73b,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
5ac2f81821c3ed5f7ae937846281813fce4fcb9087f8c9e652f4dbc9d84f38a5,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.187698,52.052908,On or near CORONATION ROAD,E01030006,Ipswich 008E,Investigation complete; no suspect identified
d00c03340992b04ab8ffac45f56bf7f290c36423d487af7aafa08d863cc805d3,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.741252,52.465934,On or near ST LEONARD'S ROAD,E01030256,Waveney 007C,Investigation complete; no suspect identified
119a9bda4c500da82b94fcd07f326a1e775fd8e97efada9176685d8fe9cc8a4a,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.739700,52.465686,On or near LORNE ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
7994809d3e0e66821a172dfb34043afa88430012dd3254cb58b0e035feae3aea,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.077774,52.250788,On or near HORSEFAIR CLOSE,E01030059,Mid Suffolk 005C,Investigation complete; no suspect identified
327f615435c11a999af0da99030ba3c332d506ee401e1b92e6ca2b95f3623cfc,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.143667,52.053705,On or near RUSSELL ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
07374ecf1ba06901811f53efa293d70d4589457eb71f21d39c621f50273a24d5,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.405501,52.245169,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
c15367f38f975cebd51ca842859da715dd8b17d097846e5dc532bf7ff7801bfe,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.796075,52.108866,On or near MARKET LANE,E01029898,Babergh 001B,Investigation complete; no suspect identified
616b96dbe313f2a0283a05425f5fddece8a116d1af97da92760b514f684999cc,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.123486,52.084362,On or near OLD NORWICH ROAD,E01030035,Ipswich 001D,Investigation complete; no suspect identified
d7e2adb42b849575f3e1311e2d56916f0a318a87c0aded7c65c7b6ccc91a0524,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.173632,52.054313,On or near ROSEBERY ROAD,E01029962,Ipswich 007E,Investigation complete; no suspect identified
b20e49c65e7d4ff25b70fa94cc9e39033977c7091727baaf37bbaacaa779f040,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.141713,52.263717,On or near BAKER'S LANE,E01030088,Mid Suffolk 001D,Investigation complete; no suspect identified
941f9cb80c3af238a705f4c8974328e49d68d7cc6dfac80f7020348bb05531ef,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.144412,52.058290,On or near DALTON ROAD,E01029988,Ipswich 010E,Investigation complete; no suspect identified
32ece93b1b36b95df44f7f591228992ed86c2c8177929f5799d208a10f2ac4b8,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.152097,52.053668,On or near GREYFRIARS ROAD,E01033124,Ipswich 007F,Investigation complete; no suspect identified
21cf4346bb6d3d6723ec6102e94202af42841457c54646d92c71e92334cd6396,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.560073,52.449802,On or near SOUTH ROAD,E01030224,Waveney 010B,Investigation complete; no suspect identified
449a5019ddc39ff964310fd75eb948013df29f7991aeae6c84136ddcd5889ce0,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.390265,51.988911,On or near Parking Area,E01030158,Suffolk Coastal 013C,Investigation complete; no suspect identified
efa6f885f6506e58af57d6390b0a467d02243cdf1afeb4e39976c69957d2bf80,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.788391,52.068354,On or near Park/Open Space,E01029922,Babergh 006C,Investigation complete; no suspect identified
c28f5e8a41b6ad50bb2edd5dead8bef11e542e1130e395c2e617af3fae9e0291,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.024293,52.200872,On or near BARLEY CLOSE,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
fe111ce490c79db883e0f582be479704292209e0f3d652cd88d45b959e41a3e6,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.210169,51.979508,On or near GROVE LANE,E01029897,Babergh 011D,Investigation complete; no suspect identified
0e1e3d3de78d7981c9f395bd3df7462173eef30e07551458bdd0803d80060873,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.710055,52.249691,On or near BLOMFIELD STREET,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
9d8a052cadfb93017c99f3a53f47efcc1d88916cea8e213670c13a118baf2f05,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.708827,52.480512,On or near PATRICIA CLOSE,E01030269,Waveney 006D,Investigation complete; no suspect identified
a48b7822cc613a0b36c126612fe983fded948bed6f3c4f058a51203ea5c5401e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.138244,52.064372,On or near CHEVALLIER STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
644f768de1fbb43f97bdbc9887b306d36ec73a5f4667324723eb8913ccc7cb45,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.156285,52.057621,On or near NORTHGATE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
aad4e3fd25102d9961808e04290c5448572d38948e1b70d3d836bbd3510d284e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.316453,51.975004,On or near CORDY'S LANE,E01030216,Suffolk Coastal 012D,Investigation complete; no suspect identified
5d6a9cfee82befd2ec4d5229c2efda9d8d8c23a7262e22cbefd2cb7d979d6145,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.998982,52.189081,On or near Nightclub,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
858e17eea2237f606fc54bd74c611e22400d737819c7dc3f4a285f10d5759183,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.408367,52.245884,On or near EXETER ROAD,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
b6a083768104d7a4a6ef735697a0306cd84198d80a65e5d2fdb44790c93a9587,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.142958,52.045683,On or near GORSEHAYES,E01029970,Ipswich 012C,Investigation complete; no suspect identified
62dac5659d136cbc129dcdac748dd821d8521fbb84d9bbc65cfeff578ef94ea3,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.352103,51.961716,On or near ORWELL ROAD,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
bd75c770e63bbe42a9c4ed7b723924dcedc66a837ef7baa590ca2c6fdf837288,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.246663,52.112564,On or near THE GREEN,E01030175,Suffolk Coastal 006A,Investigation complete; no suspect identified
c1fa96eafbf1666dd3c7af8cdd38ecf674f3eb79596da4334309b25c55a86824,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.404795,52.244850,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
4af40818c9175ff2c3950254c142e352b8df9dd636dde9ca50330dad214c190e,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.693992,52.454505,On or near RUSHTON DRIVE,E01030237,Waveney 009C,Investigation complete; no suspect identified
f5d557a6098b215b912d09dd7ec4eb849906bd4f524da5907a3c324dcec987fc,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.959547,52.041173,On or near Parking Area,E01029894,Babergh 004C,Investigation complete; no suspect identified
c0e6307b8e52ce96f73a003791780bd1f6ca94e9c5cfc3e91e82e939b992dc1b,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.133151,52.065623,On or near HAMPTON ROAD,E01030022,Ipswich 006A,Investigation complete; no suspect identified
7c00278e8aa4217da7df5b782f94b6c76a36df9db68aaf8c08c0b04d1d0fd78b,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.336914,51.968534,On or near MARGARET STREET,E01030161,Suffolk Coastal 014B,Investigation complete; no suspect identified
1c926d53d8fc830d3013a68021bcef6f75f20afbe29ebcc1cd7bc4325045834b,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.863072,52.087427,On or near SWINGLETON HILL,E01029907,Babergh 001C,Investigation complete; no suspect identified
0a396a99d04bd4ab054fca7c8a5a7191b727bb63d1340d35fb5505ccdfa1fad6,2013-08,Suffolk Constabulary,Suffolk Constabulary,0.626813,52.443969,On or near HEATH ROAD,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
799568a94a66a09ce56fd1a159c7c5711f44de20dde96f0adb2438e699aa8e29,2013-08,Suffolk Constabulary,Suffolk Constabulary,1.207858,51.991803,On or near COLLIMER CLOSE,E01029873,Babergh 011B,Investigation complete; no suspect identified
