Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f5ddf2dc0071a7fb0143bbda334d0e90076f08e9915e722dac23f15bfdb360d9,2013-08,Northamptonshire Police,Northamptonshire Police,-0.807761,52.258209,On or near FIELD ROSE SQUARE,E01027177,Northampton 011D,Investigation complete; no suspect identified
faf1cb954cbdff16c38f966d3c265497f801078b0b813d0157ae48c78f96e7b3,2013-08,Northamptonshire Police,Northamptonshire Police,-0.990341,52.395651,On or near CHURCH STREET,E01027005,Daventry 001A,Investigation complete; no suspect identified
201d84e0dd93c625d0820e6f2750181695ef64ae1e4e32605aaeaa645216cd26,2013-08,Northamptonshire Police,Northamptonshire Police,-0.474616,52.490064,On or near LIME AVENUE,E01027046,East Northamptonshire 002C,Investigation complete; no suspect identified
e9d32a4cbf6ff38e423a41a7526e084d5e894228bf840c85fbd4aca0fba7b266,2013-08,Northamptonshire Police,Northamptonshire Police,-0.896458,52.257687,On or near KINGSTHORPE GROVE,E01027192,Northampton 009A,Investigation complete; no suspect identified
ba215681c5a1ec5403efb66b9c47ea21458d68d51309e62b7660780b1e54cdcc,2013-08,Northamptonshire Police,Northamptonshire Police,-1.161766,52.272689,On or near CEDAR CLOSE,E01026989,Daventry 006B,Investigation complete; no suspect identified
30b32558923834d10bd80cc63303791eebdacbcce82b2f06a9b966583e22e5cb,2013-08,Northamptonshire Police,Northamptonshire Police,-0.987249,52.242938,On or near CORY GARDENS,E01027286,South Northamptonshire 001D,Investigation complete; no suspect identified
27454cd8d9d6eb7c469e1870dd13f9ba1383531c9d5b8eb600ffc8e0702955f0,2013-08,Northamptonshire Police,Northamptonshire Police,-0.687965,52.495346,On or near KELVIN GROVE,E01026957,Corby 003A,Investigation complete; no suspect identified
3d2e9bd0eda3f988de81dec1b760b9effad6b8155c607ff2d75ae6225511f37c,2013-08,Northamptonshire Police,Northamptonshire Police,-1.149226,52.027018,On or near MARKET PLACE,E01027264,South Northamptonshire 010A,Investigation complete; no suspect identified
05334cbce93a8fa3c2850ed51641afb4a0925a04c8a6932ee5f0f2bd22faffd0,2013-08,Northamptonshire Police,Northamptonshire Police,-0.687277,52.496192,On or near ROCKINGHAM ROAD,E01026957,Corby 003A,Investigation complete; no suspect identified
325f08acc6d9d23df5260d982fb77656b1882dcd95fd6f2f7f2b99d76b31259b,2013-08,Northamptonshire Police,Northamptonshire Police,-0.899056,52.236790,On or near GOLD STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
bd54973c19f4379ffac10878a8a575c6943030fcc0f7a4298efb72fc79d16e68,2013-08,Northamptonshire Police,Northamptonshire Police,-0.827964,52.256011,On or near ASHMEAD,E01027141,Northampton 016D,Investigation complete; no suspect identified
4a56d20e8cd4c7d4416414ea3def1c744b2183bc4d0c8aeffbb08a94c714ff94,2013-08,Northamptonshire Police,Northamptonshire Police,-0.701202,52.474031,On or near HATFIELD CLOSE,E01032966,Corby 009E,Investigation complete; no suspect identified
0bc2262ff9b6e4d39269cd77e2a8527aaf71dd24dfbdba16fba2e73249f89fea,2013-08,Northamptonshire Police,Northamptonshire Police,-0.847234,52.255832,On or near EKINS CLOSE,E01027180,Northampton 010B,Investigation complete; no suspect identified
d319a6f28bfe3de4128bcdc51a42595966ef2f7de1ff9649d3c7187f7f320980,2013-08,Northamptonshire Police,Northamptonshire Police,-0.605036,52.455225,On or near SANDLANDS AVENUE,E01027045,East Northamptonshire 003B,Investigation complete; no suspect identified
6516f5887afd92a700e0656fb0f239ae8514a1c11f7e69eca9da78f242dc571e,2013-08,Northamptonshire Police,Northamptonshire Police,-0.862705,52.260424,On or near ST ALBAN'S ROAD,E01027172,Northampton 006B,Investigation complete; no suspect identified
baa5c5fe19d3ae19b740feb5ac30c317ffbdc7a2246eb458159851e3d2e8838c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.902016,52.235505,On or near COURT ROAD,E01032979,Northampton 021F,Investigation complete; no suspect identified
6b14241cb0b4186a7308b49390404164d6c74a456839b63ed9316f4609df91bb,2013-08,Northamptonshire Police,Northamptonshire Police,-0.874743,52.253122,On or near THE DRIVE,E01027186,Northampton 013B,Investigation complete; no suspect identified
65db92c473603c0e12c2f00acedb0d3a9db5a06c52dd0510f041550a980cef70,2013-08,Northamptonshire Police,Northamptonshire Police,-0.858588,52.242735,On or near MARWOOD CLOSE,E01027257,Northampton 025D,Investigation complete; no suspect identified
6f7e0a70b3285932065be4b2e756d5470529e683df2228ecf422cb85b4a19b8c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.840718,52.253467,On or near WESTONE AVENUE,E01027181,Northampton 010C,Investigation complete; no suspect identified
cbd9c0ff9e23da1b810c84519734db2183cfdc42512c8b9b262443bec378b2a4,2013-08,Northamptonshire Police,Northamptonshire Police,-0.823352,52.250921,On or near GELDOCK ROAD,E01027138,Northampton 016B,Investigation complete; no suspect identified
48af0f9a7f5794804d825dcb4b098b56bb7b1fc4544240d527dc5fbd263267ee,2013-08,Northamptonshire Police,Northamptonshire Police,-0.706115,52.486744,On or near WESTCOTT WAY,E01026949,Corby 005A,Investigation complete; no suspect identified
2bb22550eae59c4fb858c16e7661333abbb50bed4d7d5bfde413522248187891,2013-08,Northamptonshire Police,Northamptonshire Police,-0.729192,52.469894,On or near FALSTER CLOSE,E01026954,Corby 008B,Investigation complete; no suspect identified
18d8b67c580f557c729d1c2a24c9db48c251980990b25712344cc429aad19a7a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.751735,52.265992,On or near Supermarket,E01027322,Wellingborough 009A,Investigation complete; no suspect identified
9c5f46a37dcd91cf414c1e5b6a4e2a2a86cad8dbbb04aeab7c6b6404e3249ddc,2013-08,Northamptonshire Police,Northamptonshire Police,-0.891343,52.245403,On or near POOLE STREET,E01027155,Northampton 023A,Investigation complete; no suspect identified
99dfe3c0b421d93f6573645039c477eba1ee595e057d16634238da84657c1948,2013-08,Northamptonshire Police,Northamptonshire Police,-0.886553,52.245430,On or near SHAKESPEARE ROAD,E01027225,Northampton 023B,Investigation complete; no suspect identified
0a7d3ace063b67c14716ea1d353083f30830a051eec9d70b8c93e15e3e34eef8,2013-08,Northamptonshire Police,Northamptonshire Police,-0.891343,52.245403,On or near POOLE STREET,E01027155,Northampton 023A,Investigation complete; no suspect identified
21b12ee305132e95d6a7e382e14e21e17a5a2737ea199b83932c615f5be7a14b,2013-08,Northamptonshire Police,Northamptonshire Police,-1.174857,52.274894,On or near BADBY PARK,E01026990,Daventry 006C,Investigation complete; no suspect identified
b05ef6f81eee5090cc7b6b4f383f5bec5561488a111b199fd0d743b3a594cb44,2013-08,Northamptonshire Police,Northamptonshire Police,-0.725096,52.406817,On or near DUCHESS CLOSE,E01027079,Kettering 004A,Investigation complete; no suspect identified
b9112e7163a196bc5fb54e8c8626d0e252af33487353c65b99c8556dd767edce,2013-08,Northamptonshire Police,Northamptonshire Police,-0.871079,52.244554,On or near Petrol Station,E01027135,Northampton 022D,Investigation complete; no suspect identified
fdf4ea71516e016f31c0252e1127e75fd90411e58c4eb990b16d5311019c0791,2013-08,Northamptonshire Police,Northamptonshire Police,-0.697199,52.291269,On or near DODDINGTON ROAD,E01027317,Wellingborough 008A,Investigation complete; no suspect identified
6d5df1e5d0f0627766ff6a802eb2b07b7170b73bf82bd400c8bc73d60416c97c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.857679,52.288939,On or near THE PADDOCKS,E01027019,Daventry 005C,Investigation complete; no suspect identified
3122c652ccb840350f45afbc856f225522e2e71cda80e980491647982e5184ba,2013-08,Northamptonshire Police,Northamptonshire Police,-0.796752,52.422825,On or near ROCK HILL,E01027126,Kettering 003D,Investigation complete; no suspect identified
f46ec7ded0b227735e896c3a2ae5a3879fd1ecdb2da5a1d43c90c571d5fea1a0,2013-08,Northamptonshire Police,Northamptonshire Police,-0.885632,52.240107,On or near ST EDMUND'S ROAD,E01027223,Northampton 025A,Investigation complete; no suspect identified
aa3247a9430214b6242f40d89940e5f07201d3ebfd1226020c0cc3ac7256f6ea,2013-08,Northamptonshire Police,Northamptonshire Police,-0.889393,52.236690,On or near SPRING GARDENS,E01027223,Northampton 025A,Investigation complete; no suspect identified
0c39b75e87e65c8bf35f27408ab29c7dc02ffa538a0f03dcadeb1ad8a63e1cd0,2013-08,Northamptonshire Police,Northamptonshire Police,-0.644844,52.281024,On or near Supermarket,E01027337,Wellingborough 010C,Investigation complete; no suspect identified
e3a94a8a18e3fef6f867b50d074f96cd4d16467f57be95d5f84d798535d41c05,2013-08,Northamptonshire Police,Northamptonshire Police,-1.163553,52.265779,On or near THE FIRS,E01026987,Daventry 006A,Investigation complete; no suspect identified
8d0419d43a89e0c667d8c59f2102ccb6ff80a7849026c7d75426f2d2816616b1,2013-08,Northamptonshire Police,Northamptonshire Police,-0.834219,52.263868,On or near Pedestrian Subway,E01027198,Northampton 007C,Investigation complete; no suspect identified
9340d6db73a00d2236d1713d2c2991212f0469113bc084b9bc9edd6a6316fb23,2013-08,Northamptonshire Police,Northamptonshire Police,-1.205637,52.324804,On or near DAVENTRY ROAD,E01032968,Daventry 003F,Investigation complete; no suspect identified
680cf73a7a745264844413d119f1f01c46977204af7a324b1d3b0a5795aa2076,2013-08,Northamptonshire Police,Northamptonshire Police,-0.597041,52.365924,On or near RUSHWELL CLOSE,E01027078,East Northamptonshire 004C,Investigation complete; no suspect identified
37dca4211d17d51f0932b4e96e09d102d40af7caf89397206739f6df180d43db,2013-08,Northamptonshire Police,Northamptonshire Police,-0.856577,52.258854,On or near UPLAND ROAD,E01027179,Northampton 010A,Investigation complete; no suspect identified
16d3dd1319378d453c71d0a10c8271aa1d5ec1f26b5174a2224554b6966f9531,2013-08,Northamptonshire Police,Northamptonshire Police,-0.809164,52.270910,On or near COLLYWESTON ROAD,E01027175,Northampton 005B,Investigation complete; no suspect identified
18bfb0b3069c6eae7bf9e0fdcdcaf33b76eaff49c542ce23503d89223663f97a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.681344,52.358560,On or near VILLA GARDENS,E01027102,Kettering 011D,Investigation complete; no suspect identified
66a5add76db56b4078f623ca13a369ae95e5e005235371fbc97a1cb942ccf8c4,2013-08,Northamptonshire Police,Northamptonshire Police,-0.800634,52.396828,On or near HARRINGTON ROAD,E01032974,Kettering 011I,Investigation complete; no suspect identified
ffb0a45c116169ed2d7f330787ca51e95da0f60370ddf3198f83978bdc7b7764,2013-08,Northamptonshire Police,Northamptonshire Police,-0.932317,52.187143,On or near NORTHAMPTON ROAD,E01032985,South Northamptonshire 003I,Investigation complete; no suspect identified
af450cc3ffd6155a3e8a623cf2d46a2c321b427246816565f24ef9653619daa4,2013-08,Northamptonshire Police,Northamptonshire Police,-0.841815,52.264230,On or near OLD QUARRY COURT,E01027195,Northampton 004A,Investigation complete; no suspect identified
bad3236a9d1033feb649b32fb91c852102db63a101ec02c8f1d3c8de2d2ded82,2013-08,Northamptonshire Police,Northamptonshire Police,-0.902719,52.238478,On or near PHOENIX STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
3696c35adac2f3e8ec17ffcf4b82bec348983d971a08289f52afa7318f983467,2013-08,Northamptonshire Police,Northamptonshire Police,-0.900536,52.262814,On or near Shopping Area,E01027190,Northampton 008A,Investigation complete; no suspect identified
7a019411d87b61f38868cf97ae936fe33a15920c9e120f3b86bd0fe1035998fc,2013-08,Northamptonshire Police,Northamptonshire Police,-0.718873,52.297279,On or near SHELLEY ROAD,E01027309,Wellingborough 007A,Investigation complete; no suspect identified
635ae2da63d52ba431db56d79e721855691a9723513fd05db07c7103d6de461a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.593934,52.314792,On or near MILL FIELDS,E01027037,East Northamptonshire 007D,Investigation complete; no suspect identified
d0e28f5b68174dda3782e52ee282e15aeb1b96d43c00673e0ccd4b6081cff37c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.697713,52.502952,On or near DEWAR CLOSE,E01026982,Corby 001D,Investigation complete; no suspect identified
e5cce2fc8bb72864d27b4dbe58f609281c008f534c7cccb2328bc46c7f41b232,2013-08,Northamptonshire Police,Northamptonshire Police,-0.717514,52.403148,On or near SCOTLAND STREET,E01027112,Kettering 006D,Investigation complete; no suspect identified
d69d8e4dbc307dbe5aaed6b252fcb66c6083d68b4aa68af5e439929feec73922,2013-08,Northamptonshire Police,Northamptonshire Police,-1.202585,52.291366,On or near EASTFIELDS,E01026999,Daventry 003D,Investigation complete; no suspect identified
7d52899b7e2180c96cb31d54c825191f6f626c72d10f2294193d5baa743a7227,2013-08,Northamptonshire Police,Northamptonshire Police,-0.722896,52.306286,On or near THORPE CLOSE,E01027342,Wellingborough 005D,Investigation complete; no suspect identified
79c2305206b5e9ccf802ca218f458df9c1445cbaf25cb41d0902f22a5d2f6ac7,2013-08,Northamptonshire Police,Northamptonshire Police,-0.923231,52.228984,On or near AXE HEAD ROAD,E01027233,Northampton 026A,Investigation complete; no suspect identified
98aa5f3a7551c53c2510ed586871ae133ee3ad979b17dc1d66bc5003cfa28994,2013-08,Northamptonshire Police,Northamptonshire Police,-1.016980,52.374739,On or near CHURCH LANE,E01027030,Daventry 001C,Investigation complete; no suspect identified
5f06984fa7b233f36eee87a23b62d2874cc23830de5a5d0366c6dedd9b513e3c,2013-08,Northamptonshire Police,Northamptonshire Police,-1.123196,52.307436,On or near Petrol Station,E01027016,Daventry 004C,Investigation complete; no suspect identified
d7a1b612a1b77430a785027c347dd35bbda97fc694416bc241552e4746f3ecb6,2013-08,Northamptonshire Police,Northamptonshire Police,-1.087239,52.227858,On or near KINGS PARK,E01027025,Daventry 009D,Investigation complete; no suspect identified
cd2de8f444beab20c6b940e48412d8bbb93d6da1ed4c5d0c3983671193c3da9a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.725914,52.394230,On or near ST PAUL'S COURT,E01027113,Kettering 007C,Investigation complete; no suspect identified
7734d8e2d73e54d65456d90715acaf4e6e197a1bed69f4b32a8fca523eacd38b,2013-08,Northamptonshire Police,Northamptonshire Police,-0.591919,52.300644,On or near THE HEDGES,E01027062,East Northamptonshire 008B,Investigation complete; no suspect identified
f33530ff736d3ae6e96516a2810e715f898d7a2eb57e239c427e12323b852a19,2013-08,Northamptonshire Police,Northamptonshire Police,-0.913235,52.216836,On or near Pedestrian Subway,E01027160,Northampton 027C,Investigation complete; no suspect identified
c4a8a8e2b939b5c0c8c66b547827a61cef8475cd42f711f34a97d34d007c727b,2013-08,Northamptonshire Police,Northamptonshire Police,-1.128854,52.374843,On or near SCHOOL CLOSE,E01027030,Daventry 001C,Investigation complete; no suspect identified
1bc0cb63707ff5acea5dee9cf44a4ebdad8c862f6f845dcb0024f8ecabaab7e9,2013-08,Northamptonshire Police,Northamptonshire Police,-0.718670,52.306330,On or near BUTTERMERE,E01027342,Wellingborough 005D,Investigation complete; no suspect identified
b52aa980ff63a70af1b1d622f78e447ab6cc4cef93a84fc6525abaee5f7000c7,2013-08,Northamptonshire Police,Northamptonshire Police,-0.729132,52.398868,On or near Shopping Area,E01027110,Kettering 007B,Investigation complete; no suspect identified
428d1aa3a79130d98a067f82a48b8b1dec1602608ed009c0ad40c3980ac57b2f,2013-08,Northamptonshire Police,Northamptonshire Police,-0.891105,52.244376,On or near MILITARY COURT,E01027155,Northampton 023A,Investigation complete; no suspect identified
fd9e007fc284f52f0a918d93e51c6e3461a6a3c8c90bb474c3433e28cb954ea2,2013-08,Northamptonshire Police,Northamptonshire Police,-1.018117,52.354628,On or near WEST HADDON ROAD,E01027027,Daventry 004E,Investigation complete; no suspect identified
0d8b1173a7bbac4a02aca80e50059f895241240cc9baa9ecdb056ab6cbb4be5a,2013-08,Northamptonshire Police,Northamptonshire Police,-1.160668,52.258674,On or near CHAPEL LANE,E01026992,Daventry 007D,Investigation complete; no suspect identified
03c2172f4a8ba4b5bb3b8c38d37c5fc0d5742a1c188c095b1f4a2d17061ca857,2013-08,Northamptonshire Police,Northamptonshire Police,-0.675961,52.299871,On or near SENWICK DRIVE,E01027315,Wellingborough 004C,Investigation complete; no suspect identified
4fbc938ba98dac6cbc150d596c13a2a891d959bafc93fb7e4c3849ffcf2dfd1a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.908891,52.328325,On or near Sports/Recreation Area,E01027000,Daventry 002A,Investigation complete; no suspect identified
b443177c3bf39236a7df8682b16146b4eb465ce32f1f9553cebb5fb0c41884c7,2013-08,Northamptonshire Police,Northamptonshire Police,-0.721269,52.497922,On or near RINGSTEAD CLOSE,E01026975,Corby 004D,Investigation complete; no suspect identified
58fed78010a305a4e5df7919da03b707d2367bff5cd5ed4aaaa57dd741b18f6d,2013-08,Northamptonshire Police,Northamptonshire Police,-0.681585,52.304079,On or near VIVIAN ROAD,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
4ed87f3a11677db0da96a0442abc5ae242ae25611b78d6389bbb0d07217f0a87,2013-08,Northamptonshire Police,Northamptonshire Police,-0.715827,52.479424,On or near BOSTON CLOSE,E01026965,Corby 006D,Investigation complete; no suspect identified
bcefc4384b2b7bf455379f27d408b77921d52517f7c78f2c3f4ec4e40d4cef63,2013-08,Northamptonshire Police,Northamptonshire Police,-0.878271,52.243355,On or near ADAMS AVENUE,E01027134,Northampton 022C,Investigation complete; no suspect identified
38ade98165a8abd9e1544fb5653e731c885fe59cca42c14b4a9f4a2c7efea0e8,2013-08,Northamptonshire Police,Northamptonshire Police,-0.718213,52.378008,On or near CHATSWORTH AVENUE,E01027130,Kettering 009C,Investigation complete; no suspect identified
5e8fae15bf3be78945e1881679c10e8a44320e8978dfadbba66fdfd5e208d88f,2013-08,Northamptonshire Police,Northamptonshire Police,-0.717922,52.485362,On or near THORESBY COURT,E01026961,Corby 006C,Investigation complete; no suspect identified
ad6ec17401bb409fdf08505d871b3ac814b47707d4df2d37234c19b3eb99101c,2013-08,Northamptonshire Police,Northamptonshire Police,-1.215182,52.168262,On or near HINTON ROAD,E01027028,Daventry 010C,Investigation complete; no suspect identified
b7478ae2862483779e3199ed7a42345236feacf84138966e44bc8b1fd5c5c53d,2013-08,Northamptonshire Police,Northamptonshire Police,-0.835483,52.257021,On or near Supermarket,E01027198,Northampton 007C,Investigation complete; no suspect identified
a89785989a4b6b37b534520fba7d1f603e1c3864faba2646d9f48cde4138e9fe,2013-08,Northamptonshire Police,Northamptonshire Police,-0.690935,52.317741,On or near FULMAR LANE,E01027334,Wellingborough 002E,Investigation complete; no suspect identified
67b11f2673b85b11705f55949021a157475f5b6714f74ccc9c8ddcab18a9df69,2013-08,Northamptonshire Police,Northamptonshire Police,-0.678029,52.496098,On or near Petrol Station,E01026958,Corby 003B,Investigation complete; no suspect identified
0a6e23c6ac69886191755ead2852bb0b069eeed8798b615d7e1f985b00c2f409,2013-08,Northamptonshire Police,Northamptonshire Police,-0.685511,52.366105,On or near SOUTH AVENUE,E01027092,Kettering 011B,Investigation complete; no suspect identified
4eb7ded8e7ea69d448f29fe93e216dc3ed108daf96e91bb8deec0dd6ff8f1195,2013-08,Northamptonshire Police,Northamptonshire Police,-0.705292,52.288266,On or near CHAMBERLAIN AVENUE,E01027318,Wellingborough 008B,Investigation complete; no suspect identified
eb6f5eff96964578ff66364afcfbc3b018504969db2f72b34bf58e0459a3358a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.886678,52.238661,On or near DENMARK ROAD,E01027223,Northampton 025A,Investigation complete; no suspect identified
7bb91631ac1780c3981c7aac02500bfb1b59cb514d4ef28b4cc7a09523324637,2013-08,Northamptonshire Police,Northamptonshire Police,-1.159189,52.257099,On or near Supermarket,E01026991,Daventry 007C,Investigation complete; no suspect identified
47d16134c68c9d3b6af084e36ce940a7c51b5a1c48d3c61b4370d85954c33a70,2013-08,Northamptonshire Police,Northamptonshire Police,-1.018117,52.354628,On or near WEST HADDON ROAD,E01027027,Daventry 004E,Investigation complete; no suspect identified
fd0a4bbaab885ade20c50da646dbfb22118e8d68e7b27df4764d2b884a50b111,2013-08,Northamptonshire Police,Northamptonshire Police,-0.588446,52.295927,On or near FOSSE GREEN,E01027061,East Northamptonshire 008A,Investigation complete; no suspect identified
991b315fcc6bba44332ae074088c9312ce1362ab83b24f252e1e7dc7a3bae911,2013-08,Northamptonshire Police,Northamptonshire Police,-0.873140,52.250490,On or near BIRCHFIELD ROAD,E01027136,Northampton 013A,Investigation complete; no suspect identified
aacc83db8198e143473e84ebbc215c473ccfd89431e4ad5e65c8389a6f59526f,2013-08,Northamptonshire Police,Northamptonshire Police,-0.689027,52.314285,On or near SANDPIPER LANE,E01027331,Wellingborough 002B,Investigation complete; no suspect identified
bd4d9ef1804efde77468b1883a1fec1c6f275dab327c148a1c30e454d3545bd0,2013-08,Northamptonshire Police,Northamptonshire Police,-1.179322,52.253752,On or near Parking Area,E01027009,Daventry 008C,Investigation complete; no suspect identified
fbcd77f9ae09c73eb1e223b3dbb62bc5109e1f13abe513508768c9058ae91fc7,2013-08,Northamptonshire Police,Northamptonshire Police,-0.837030,52.269002,On or near LOWER MEADOW COURT,E01027249,Northampton 004E,Investigation complete; no suspect identified
04e26f63f3bc288bd63dffb1fe274b313629f90b0e825de8536642ff0f5b7a5b,2013-08,Northamptonshire Police,Northamptonshire Police,-1.162461,52.256852,On or near FOUNDRY PLACE,E01026992,Daventry 007D,Investigation complete; no suspect identified
1877c4dadbeb3146d3abaa6f02a0e1de9ea38191600359fb1167613c5b417c10,2013-08,Northamptonshire Police,Northamptonshire Police,-1.162461,52.256852,On or near FOUNDRY PLACE,E01026992,Daventry 007D,Investigation complete; no suspect identified
4afd1140f12f2f6528c93689cf58b22835f4f007120b4ed1fbdd05eb7346d19c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.911554,52.266431,On or near NORTH WESTERN AVENUE,E01027194,Northampton 008D,Investigation complete; no suspect identified
43c02be80abeb9acd36ff59057cc3ba3d56013839faa7e8fd648ab38c6b4e675,2013-08,Northamptonshire Police,Northamptonshire Police,-0.909121,52.231821,On or near ST JAMES MILL ROAD,E01032979,Northampton 021F,Investigation complete; no suspect identified
f60d308e98314569708c0a0b09e8de969fe819021cd820ce666de0e74b542590,2013-08,Northamptonshire Police,Northamptonshire Police,-0.951352,52.249116,On or near MALPAS DRIVE,E01027215,Northampton 019C,Investigation complete; no suspect identified
4c8aebfaf530851b07e9595da2679003cd4919e5174060da15984004b1adc6d6,2013-08,Northamptonshire Police,Northamptonshire Police,-0.718581,52.401316,On or near FORD STREET,E01027110,Kettering 007B,Investigation complete; no suspect identified
07a90cbac4cae59456da66507abef3e677831fa414a08e8a255aa17fb766fa58,2013-08,Northamptonshire Police,Northamptonshire Police,-0.725575,52.299302,On or near SHAKESPEARE ROAD,E01027341,Wellingborough 005C,Investigation complete; no suspect identified
251c02474a4db5aba3030a58444c22995aae1fb7266cd695e11b9d283d6b6105,2013-08,Northamptonshire Police,Northamptonshire Police,-0.843934,52.268962,On or near LUMBERTUBS WAY,E01027183,Northampton 006D,Investigation complete; no suspect identified
6b643e881d7de79b6ad5a28985302023662aa7e74e9794c1c7afbc2be2f30ad1,2013-08,Northamptonshire Police,Northamptonshire Police,-0.713513,52.393619,On or near HILLCREST AVENUE,E01027100,Kettering 009A,Investigation complete; no suspect identified
d42b44608c2c9e584d823b4e00e7428c855c76a89dce64111e74cf86cae4db7b,2013-08,Northamptonshire Police,Northamptonshire Police,-0.914469,52.237067,On or near SHARMAN ROAD,E01027238,Northampton 024D,Investigation complete; no suspect identified
fdbc0d31afa6d8a288f4eb04b203401f14c887d417f06f1e78f97a2dc19d51aa,2013-08,Northamptonshire Police,Northamptonshire Police,-0.913002,52.240758,On or near WIMBLEDON STREET,E01027151,Northampton 024A,Investigation complete; no suspect identified
e259f935ab3b544bd353bdbe1ffad3cf998255ea7537ef5eefdce86c2af9e045,2013-08,Northamptonshire Police,Northamptonshire Police,-0.536280,52.342782,On or near COLEMAN STREET,E01027051,East Northamptonshire 005A,Investigation complete; no suspect identified
23fbb64fe8c1fc72e75777eef2e40de008aef28a6931f8f5e9a6c510100c8c84,2013-08,Northamptonshire Police,Northamptonshire Police,-0.913760,52.241502,On or near SEYMOUR STREET,E01027151,Northampton 024A,Investigation complete; no suspect identified
bea7305482c87e8ce88a507f4a969d0aa57bcee51854a57e61411ae76b1a47b2,2013-08,Northamptonshire Police,Northamptonshire Police,-0.853040,52.257939,On or near SHERATON CLOSE,E01027182,Northampton 006C,Investigation complete; no suspect identified
15ccdbdf42bc34bee31f88267c4742a1a94dc6852c384c500bd9e90c6d336517,2013-08,Northamptonshire Police,Northamptonshire Police,-1.163951,52.257852,On or near Supermarket,E01026992,Daventry 007D,Investigation complete; no suspect identified
3257c73a93851596168808ccd0a69572326a69d0b622d0abfb01f64db258c59c,2013-08,Northamptonshire Police,Northamptonshire Police,-0.700197,52.301570,On or near WEST VILLA ROAD,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
dca86b10b1e97f27519e4dd17d00b7b82f2cf21b8986754d1ce2d0bfeba7160b,2013-08,Northamptonshire Police,Northamptonshire Police,-0.842402,52.266439,On or near SAGE CLOSE,E01027195,Northampton 004A,Investigation complete; no suspect identified
b020c9ffd61aa7c24db2464bcd82f85d9e80de772c6f792523d9a44eaf9d75b7,2013-08,Northamptonshire Police,Northamptonshire Police,-0.917075,52.244931,On or near LEWIS ROAD,E01027239,Northampton 017A,Investigation complete; no suspect identified
e6263b896b0731e35b480a0dc1f217bf5da609ff1ba7a484169bd49dfdbe5473,2013-08,Northamptonshire Police,Northamptonshire Police,-0.878495,52.245497,On or near PERRY STREET,E01027134,Northampton 022C,Investigation complete; no suspect identified
029232155a9596760ef81b6e64fc11224d6417dee1e31e9e196a1800a0f2fa8a,2013-08,Northamptonshire Police,Northamptonshire Police,-0.878703,52.245976,On or near TURNER STREET,E01027134,Northampton 022C,Investigation complete; no suspect identified
a1fc4bf761ddd7b4940eed91bf888dbc6e17d718be2a777ed5c371426f65d3e6,2013-08,Northamptonshire Police,Northamptonshire Police,-0.891836,52.239132,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
2ad77ec5ad71463dc1769c5e88ac96944aaebaf8056b0ca1c1135a097186a1c0,2013-08,Northamptonshire Police,Northamptonshire Police,-1.173414,52.264994,On or near BETJEMAN CLOSE,E01026988,Daventry 007B,Investigation complete; no suspect identified
b20421370af82aa09d7e7fd11b5f59ced74f942527312dd728fc2a6580dacaeb,2013-08,Northamptonshire Police,Northamptonshire Police,-0.911517,52.239225,On or near STANLEY ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
6cf0ba55ba9fbbe96d95b0de0ec515ae01009c510a89d5d36b7c6b3736b49818,2013-08,Northamptonshire Police,Northamptonshire Police,-0.836607,52.264431,On or near RILLWOOD COURT,E01027198,Northampton 007C,Investigation complete; no suspect identified
3166771ed3a83559e80a5f2d51c2143e6c7b0fa3ef069eac0d903df9f4404a32,2013-08,Northamptonshire Police,Northamptonshire Police,-1.147108,52.260599,On or near FROBISHER CLOSE,E01027012,Daventry 006D,Investigation complete; no suspect identified
87c420d8a38a4605eeb63d5e1584646cb32b25cb5842fb18c04912304dc9d5b5,2013-08,Northamptonshire Police,Northamptonshire Police,-0.901380,52.251790,On or near CURRIE ROAD,E01027191,Northampton 008B,Investigation complete; no suspect identified
c288df82f42c5531c28357b25fa4ecb416fa64893b5759b1f37b0f58d89ffe10,2013-08,Northamptonshire Police,Northamptonshire Police,-0.911601,52.245375,On or near MONMOUTH ROAD,E01027241,Northampton 017B,Investigation complete; no suspect identified
d3547ac101af86140e91a27779bbfa8e669f17c330affb1bd9f51c4f1cf2b836,2013-08,Northamptonshire Police,Northamptonshire Police,-0.895355,52.238383,On or near Shopping Area,E01032979,Northampton 021F,Investigation complete; no suspect identified
