Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c1927b4af048e6ff2762f912190e6173fe3946deee0e5d31f19f6df7255b7954,2013-08,Lincolnshire Police,Lincolnshire Police,-0.478488,52.653393,On or near BROAD STREET,E01026351,South Kesteven 016C,Investigation complete; no suspect identified
93afdf3441255801ec7ad9225685ba25d586c46a05daca4fe73bd489ff372911,2013-08,Lincolnshire Police,Lincolnshire Police,-0.321334,52.680095,On or near HALL FARM,E01026336,South Kesteven 013C,Investigation complete; no suspect identified
1895965ed423528866c18ae39a0a7c971f278b99b7b0591ce546d408d33ff0c3,2013-08,Lincolnshire Police,Lincolnshire Police,-0.536429,53.191001,On or near GRANTHAM ROAD,E01026188,North Kesteven 004C,Investigation complete; no suspect identified
1aa6037e1c730a89e9180eaa5d0bc4dd5432641a75ebd7604587abff55109de9,2013-08,Lincolnshire Police,Lincolnshire Police,-0.540487,53.230605,On or near CLASKETGATE,E01026143,Lincoln 005B,Investigation complete; no suspect identified
91e7ea922cf7db606710dde7f95a8df0a0d49a0e46a496cec915a72b66c02bab,2013-08,Lincolnshire Police,Lincolnshire Police,-0.778865,53.406554,On or near NELSON STREET,E01026378,West Lindsey 004A,Investigation complete; no suspect identified
58374729ed6f76581709ac16ccf582d565a48557d37324e0bbe04e83e55792da,2013-08,Lincolnshire Police,Lincolnshire Police,0.332091,53.136029,On or near TONGLET CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
49ae9567ecdb38764b8585cb9402630c500aae85b2fad199328a37158aa386ba,2013-08,Lincolnshire Police,Lincolnshire Police,0.332130,53.137854,On or near GAYTON CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
faa7f01d695b58d03f0d80dbd186fd92088abb2b0367929d7d216c62e3220541,2013-08,Lincolnshire Police,Lincolnshire Police,-0.680002,52.991345,On or near COACH ROAD,E01026365,South Kesteven 002D,Investigation complete; no suspect identified
0a16d5e1b32b19d6402b08bc7f7a0dc183c2e4df29c8845a00cd52b7b3f1d725,2013-08,Lincolnshire Police,Lincolnshire Police,-0.730719,53.010047,On or near HIGH MEADOW,E01026355,South Kesteven 002C,Investigation complete; no suspect identified
5514c5f7edad8fb24e364714320fa0bd8e64a4f96f08bd1e9e86403f6bc4beec,2013-08,Lincolnshire Police,Lincolnshire Police,-0.536588,53.228094,On or near BROADGATE,E01026176,Lincoln 006B,Investigation complete; no suspect identified
938459a7022caf685eb9063f01bbbf89817bbd683dacc80d47029d1ecdde22e2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.721231,53.441790,On or near PADDOCK LANE,E01026407,West Lindsey 002E,Investigation complete; no suspect identified
e05508951450840308c7068132c85a1650ba56a8b408730165658faabb609bf4,2013-08,Lincolnshire Police,Lincolnshire Police,0.332130,53.137854,On or near GAYTON CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
6280bcb3be231f589526da4dcac2f10d366a6de783379b9c6a992b08ad59283d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.024838,52.978058,On or near CHURCH LANE,E01026036,Boston 003D,Investigation complete; no suspect identified
755a0e60413bf23da49089a61c1959b9cfefeb04c1b7815ff12bab0da26115c8,2013-08,Lincolnshire Police,Lincolnshire Police,-0.610797,52.804481,On or near Petrol Station,E01026331,South Kesteven 009B,Investigation complete; no suspect identified
ae4504fb8f82c2f1fa141696f177ea327721ccbbd0dcda11a438fd06d59605b1,2013-08,Lincolnshire Police,Lincolnshire Police,-0.313673,52.717657,On or near Park/Open Space,E01026364,South Kesteven 012E,Investigation complete; no suspect identified
f7febbedbe8175c573b628cc8bf834bfd7d96bf31853bbeba9355bd95c116082,2013-08,Lincolnshire Police,Lincolnshire Police,-0.156394,53.111197,On or near WESSELOW ROAD,E01026051,East Lindsey 016A,Investigation complete; no suspect identified
37276623309285d84fb2bdfe8f1de98ec59a3a524194de241fec678ef6d3cc88,2013-08,Lincolnshire Police,Lincolnshire Police,-0.056780,52.932426,On or near DENNIS ESTATE,E01026019,Boston 007C,Investigation complete; no suspect identified
2ff4781d2fceecc3b4b99f97687ebecec0910c623b047490c09e80f8d0de3f73,2013-08,Lincolnshire Police,Lincolnshire Police,-0.645154,52.909414,On or near WESTGATE,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
5f09b82d0aed3771534af41e50a687bedc47d4f0c6524c1b1c624f94bb427903,2013-08,Lincolnshire Police,Lincolnshire Police,-0.545322,53.221899,On or near ALFRED STREET,E01026132,Lincoln 005A,Investigation complete; no suspect identified
b0ee66a79458e389c30b4fe3f4804e20f7b85e75e26d105f725fd24d523f1e15,2013-08,Lincolnshire Police,Lincolnshire Police,-0.142688,52.780177,On or near CLAY LAKE,E01026268,South Holland 007A,Investigation complete; no suspect identified
69e350cee1b1a5c2d3385a19f7fdac8b723a289121053559036d332f9cc74b4e,2013-08,Lincolnshire Police,Lincolnshire Police,0.096846,53.034099,On or near ST MARY'S WAY,E01026024,Boston 001E,Investigation complete; no suspect identified
eab1ba5b524db35cfd0aaec65053ddd085dafdeddfb5273002c04575a129c87a,2013-08,Lincolnshire Police,Lincolnshire Police,-0.775301,53.402823,On or near Sports/Recreation Area,E01026379,West Lindsey 004B,Investigation complete; no suspect identified
627efac8b5f2bee76713aee7fd2a29c8380fdbb838f53f74cc8b24743678e3c2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.015923,52.978557,On or near WINDSOR TERRACE,E01026025,Boston 003C,Investigation complete; no suspect identified
dfdebf77632d5054fdbdd51cc6eb86117185ca7a777dfc7eefe3db239cce416b,2013-08,Lincolnshire Police,Lincolnshire Police,-0.605589,53.182436,On or near ROMULUS WAY,E01032989,North Kesteven 013C,Investigation complete; no suspect identified
52f44b29684711d71fac7b4c7b5a4c1c87c309d6a7d9399494e81966d6e01f0b,2013-08,Lincolnshire Police,Lincolnshire Police,0.147373,53.442584,On or near SCHOOL LANE,E01026079,East Lindsey 002C,Investigation complete; no suspect identified
25520a107f19267d9d5d96a577c46e1a9732f0b763fb2125928228f8a57f21a1,2013-08,Lincolnshire Police,Lincolnshire Police,-0.773962,53.391842,On or near TRENT STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
dc02466fff105b715b14b635e7e266b735ad6f1671c780d01b52fe058d77a28d,2013-08,Lincolnshire Police,Lincolnshire Police,0.281201,53.313056,On or near HIGH STREET,E01026103,East Lindsey 006A,Investigation complete; no suspect identified
916e9ef905aad4648511777cf1cdbe68d88f83e371c39a09deea0dc8e9eb63d5,2013-08,Lincolnshire Police,Lincolnshire Police,-0.660119,52.901053,On or near KINOULTON COURT,E01026308,South Kesteven 005A,Investigation complete; no suspect identified
c3369dcded9f1cc63f554c2521376108b3fa2b165d2bae044e4960c4d887032a,2013-08,Lincolnshire Police,Lincolnshire Police,-0.645716,52.905204,On or near Sports/Recreation Area,E01026317,South Kesteven 006A,Investigation complete; no suspect identified
d3d74ecc9e8b1056b892e2713279ad22e5c1087e0226ae7aed1a0c596e61a8a0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
9d3449e035857d1353a61721c32505cdcb252d8c0dd2dfffde91358d46c62be3,2013-08,Lincolnshire Police,Lincolnshire Police,0.335730,53.228952,On or near ANCASTER MEWS,E01026048,East Lindsey 010A,Investigation complete; no suspect identified
b1c9a937c1a3ae126d71c800efe65a812ce04ad801d2441a8a49544f43171a8e,2013-08,Lincolnshire Police,Lincolnshire Police,0.330337,53.139255,On or near GLOUCESTER CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
34bccdfd7592c68374a83bea5041d49f5368a5ce3f7768050e8e84637241a27d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.138089,52.807329,On or near SHOTBOLT LANE,E01026258,South Holland 005B,Investigation complete; no suspect identified
17903d2d3fce2aa03d526aea693c1c282d201d139743aaf630a299d196267590,2013-08,Lincolnshire Police,Lincolnshire Police,0.181850,53.259209,On or near HANBY LANE,E01026042,East Lindsey 008A,Investigation complete; no suspect identified
28f9a211610d5ec7660efde12b11847758a7a8c04a3142c15b056d2e337e93fd,2013-08,Lincolnshire Police,Lincolnshire Police,-0.383292,53.314231,On or near SNELLAND ROAD,E01026372,West Lindsey 008A,Investigation complete; no suspect identified
df6a62a4eb0c4c3013bd58499b3f959cdf3d9f10da3329af254873d79aac439d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.178248,53.424864,On or near SOUTHFIELDS,E01026045,East Lindsey 001A,Investigation complete; no suspect identified
12d401afcb4d7ab4b50527c5a963cbe4036532abf1d0b18a918a773ceae17d06,2013-08,Lincolnshire Police,Lincolnshire Police,-0.525168,53.106916,On or near Supermarket,E01026194,North Kesteven 006B,Investigation complete; no suspect identified
0539ce67711a7f2aaf45d95d7174ecd9f5f5960c6f0e30d9d6e1ed79360fc76d,2013-08,Lincolnshire Police,Lincolnshire Police,0.262702,53.342214,On or near HIGH STREET,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
8c311227a1019c047e9e4e455cae069c61bc1fa59c41a886110759c0dd13e2a4,2013-08,Lincolnshire Police,Lincolnshire Police,-0.597615,53.215397,On or near STRUBBY CLOSE,E01026160,Lincoln 009D,Investigation complete; no suspect identified
45d851e63b1a7eb0e51e620d54f0c6938485aa0e9763b394973eb444754625d0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.140193,52.793498,On or near BARGE CLOSE,E01026271,South Holland 007D,Investigation complete; no suspect identified
d04980c2ca01bc669ffb14e4b58a174e842fd832d213dc3d3cbbaa9270cc0b84,2013-08,Lincolnshire Police,Lincolnshire Police,-0.200335,53.092217,On or near Park/Open Space,E01026053,East Lindsey 016C,Investigation complete; no suspect identified
a6cd0f65976c691785508ef4e5b2125361c2779eea494c9042bf26a96970c90c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.517384,53.251473,On or near WOLSEY WAY,E01026165,Lincoln 002D,Investigation complete; no suspect identified
770cbcaf8aebcb2d2a74774261afcbadaadce20b0153b0c746faf968b5f804ba,2013-08,Lincolnshire Police,Lincolnshire Police,-0.152498,52.787676,On or near HALL PLACE,E01032995,South Holland 006F,Investigation complete; no suspect identified
64d26eb64fe4cef17c6fc4fc00b2a3dc0481557f3fd7a668bbbfa63dc920ae37,2013-08,Lincolnshire Police,Lincolnshire Police,-0.641819,52.924740,On or near HAWKSDALE CLOSE,E01026352,South Kesteven 003E,Investigation complete; no suspect identified
26885057a0410835bab7d136215f4363f24e7e3ccaf6053dc09b167324c7bab1,2013-08,Lincolnshire Police,Lincolnshire Police,-0.543607,53.223865,On or near Further/Higher Educational Building,E01026132,Lincoln 005A,Investigation complete; no suspect identified
0bc7087bf6568f32c9193886489352806f4ffa76fe3cf130e36c1b61ff1886a2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.486510,53.305274,On or near CHAPEL LANE,E01026412,West Lindsey 008B,Investigation complete; no suspect identified
0225277e430724b38bcfe53557d7e5d00da182ea8426a059fe0bb50329322341,2013-08,Lincolnshire Police,Lincolnshire Police,0.095299,53.173698,On or near THE TERRACE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
b3546bbaadcaa2839c418f310e4c7467953ccc872f7fff44d21642de4278998a,2013-08,Lincolnshire Police,Lincolnshire Police,-0.040398,52.976212,On or near WESTFIELD AVENUE,E01026031,Boston 009B,Investigation complete; no suspect identified
090ae2bfb608fa60048db56a28e47a7c94525b5c5906128792e06c16b37c9637,2013-08,Lincolnshire Police,Lincolnshire Police,-0.634474,52.900509,On or near Pedestrian Subway,E01026344,South Kesteven 006E,Investigation complete; no suspect identified
5db08c13baf06174b9ea2cc6d9f072855f6b7f0f206f7b7060399f224afda97b,2013-08,Lincolnshire Police,Lincolnshire Police,-0.024940,52.974185,On or near HIGH STREET,E01026006,Boston 003A,Investigation complete; no suspect identified
8c4b28ae507c683acb2b504c5176c0146c43f4b1db312fb36686f255a0bd165c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.644233,52.915095,On or near NORTH STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
c7211a12d4cd64345f3db4dcaa79fb8619b1fa84156cd9c872ee262a1d8260bd,2013-08,Lincolnshire Police,Lincolnshire Police,-0.480808,52.652146,On or near ALL SAINTS' STREET,E01026351,South Kesteven 016C,Investigation complete; no suspect identified
c7b3011f21b5caf870bcf88f651cf4763d5c862c45a68f3b531704af3e2037f8,2013-08,Lincolnshire Police,Lincolnshire Police,0.096901,53.174632,On or near REYNARD STREET,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
96df2cd49237c1045f7060d6222a653845ca8ab071218ff3a417aec7593d1195,2013-08,Lincolnshire Police,Lincolnshire Police,0.236364,53.105867,On or near Supermarket,E01026112,East Lindsey 017D,Investigation complete; no suspect identified
092f953a5ecb2355c056c52482156432ffa52f4b8ab4d079f415354f39d800eb,2013-08,Lincolnshire Police,Lincolnshire Police,0.328625,53.152946,On or near Petrol Station,E01026084,East Lindsey 012A,Investigation complete; no suspect identified
5ef2c73b70b2a71dde81b0340bf6f75dba34c1116005c3988e26da6d07682311,2013-08,Lincolnshire Police,Lincolnshire Police,-0.643971,52.910632,On or near WELBY STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
1a31b7addd3d14712858d7c4ba8dcd232c480e0824b7b48e69a84beb2f65aa9c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.668474,52.910775,On or near BARROWBY GATE,E01026310,South Kesteven 005C,Investigation complete; no suspect identified
1629b2cf2073b31d911870658b5f7e2fb36304b3be40581cb7f1632aeb4cd8b1,2013-08,Lincolnshire Police,Lincolnshire Police,-0.396563,53.138570,On or near STATION ROAD,E01026213,North Kesteven 005E,Investigation complete; no suspect identified
8ccb57b078d32b10cfd4244863efee32bb6e96eca9923d1bdd0032922c4fa92c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.555470,53.224342,On or near Petrol Station,E01026133,Lincoln 008A,Investigation complete; no suspect identified
5dad89bf157a2decad26ad53bb84cda6b9b5d0dd4e607ebc644658c8c8640105,2013-08,Lincolnshire Police,Lincolnshire Police,0.329227,53.141956,On or near ALBERT ROAD,E01026092,East Lindsey 014A,Investigation complete; no suspect identified
1fa6b41ec89c77a27bac0128e5b4c283af92c4a892d2c0c5f0269e81ae32fabc,2013-08,Lincolnshire Police,Lincolnshire Police,-0.583311,53.212262,On or near JARVIS CLOSE,E01026161,Lincoln 010A,Investigation complete; no suspect identified
863c66130100a65c6df48caaebc1658f0fffeed8725edc2f5fe9a05695910987,2013-08,Lincolnshire Police,Lincolnshire Police,-0.467838,52.657796,On or near ST GEORGES AVENUE,E01026347,South Kesteven 015E,Investigation complete; no suspect identified
2e50e7a7b3c4ad13cd7f9c4177e3dd668298461e16c2c9bcecaa3c5545ea46ad,2013-08,Lincolnshire Police,Lincolnshire Police,0.328710,53.142911,On or near VICTORIA ROAD,E01026092,East Lindsey 014A,Investigation complete; no suspect identified
b040c9f595d336c5ed84b5548f9d2135a8ffdb2268d3d5563adbc2d3127dbda2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.723391,52.948209,On or near PEACH CLOSE,E01026365,South Kesteven 002D,Investigation complete; no suspect identified
d5f33ea422676a8ff5b1a400748cc09ce078e6a9c2865cf3298998eddec067cc,2013-08,Lincolnshire Police,Lincolnshire Police,-0.619971,52.919948,On or near Supermarket,E01026325,South Kesteven 003A,Investigation complete; no suspect identified
ac3bb325a1b9e189f40fd388cb9820475e2d1bfc8125a6d4320fde3a8c69d8b4,2013-08,Lincolnshire Police,Lincolnshire Police,-0.010694,52.974675,On or near GOODSON CLOSE,E01026026,Boston 004C,Investigation complete; no suspect identified
730e94d30f7e2993aa3658de0c05c4060ad32dd332c271fffd4f38baff69f6a8,2013-08,Lincolnshire Police,Lincolnshire Police,0.000446,53.454557,On or near MAIN STREET,E01026080,East Lindsey 001E,Investigation complete; no suspect identified
c4f4e0e071092e7589cc1b0ea41cde4fa5624453042866e7df3f6d7a2152fa5d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.530771,53.246155,On or near RAVENDALE DRIVE,E01026164,Lincoln 003F,Investigation complete; no suspect identified
b20ae73da6133ae3f0d1d15c6c94540ee18c9fc21426f93354a406b4e651d9e7,2013-08,Lincolnshire Police,Lincolnshire Police,-0.218386,53.150511,On or near Supermarket,E01026119,East Lindsey 016F,Investigation complete; no suspect identified
08315e960e7726df578c867818f28dc38e9a9661983aec6e9be6039d40175540,2013-08,Lincolnshire Police,Lincolnshire Police,-0.012495,52.970489,On or near THE COURTYARD,E01026027,Boston 004D,Investigation complete; no suspect identified
2b569529799cb5d24972b5dfb88c7cda0bdbf342ef38ccab50de9f1564ecbe61,2013-08,Lincolnshire Police,Lincolnshire Police,-0.642225,52.912734,On or near Shopping Area,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
28fb3ecc8999e06c018bbd652e542cc68729b5eb186f488ac0ca939b5f61426e,2013-08,Lincolnshire Police,Lincolnshire Police,-0.668474,52.910775,On or near BARROWBY GATE,E01026310,South Kesteven 005C,Investigation complete; no suspect identified
e95caac32e06644b5cff799b64f4b90732cb98dd6f3fec67e54c193c4e297ab0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.537169,53.243564,On or near Further/Higher Educational Building,E01026164,Lincoln 003F,Investigation complete; no suspect identified
e2467b36fcefc10c71d3e7ae18c7b81a3cdd6a95e103eb9482221df7f6b141cb,2013-08,Lincolnshire Police,Lincolnshire Police,-0.642606,52.904333,On or near BURROWS CLOSE,E01026318,South Kesteven 006B,Investigation complete; no suspect identified
18df1d503d3e076f906d1badbe800fece87f106674d2838caaa4bc27a74767f9,2013-08,Lincolnshire Police,Lincolnshire Police,-0.538756,53.228660,On or near Shopping Area,E01026122,Lincoln 004A,Investigation complete; no suspect identified
8eae93dee1dc0df19803d93e23c5475ba4f298c8634c8958eb044452f185fa8e,2013-08,Lincolnshire Police,Lincolnshire Police,-0.192794,53.439252,On or near EDINBURGH ROAD,E01026415,West Lindsey 003E,Investigation complete; no suspect identified
3ca65e4055125b45cdc9b53dc042e2a79ef000decf73bd9a1f6b4969bdc30592,2013-08,Lincolnshire Police,Lincolnshire Police,-0.022526,52.979764,On or near Supermarket,E01026036,Boston 003D,Investigation complete; no suspect identified
91b4e2f18751879d498b311d0a6d2e9ed7ec1f22d26777c2712b39a1d13bbeb4,2013-08,Lincolnshire Police,Lincolnshire Police,-0.687388,52.889652,On or near DAYBROOK CLOSE,E01026315,South Kesteven 009A,Investigation complete; no suspect identified
619de500c7d3b494fed44f47706c0968cd623dd7d00687ff1af578331e365b4c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.431475,53.467697,On or near SOUTH PASTURE,E01026387,West Lindsey 001C,Investigation complete; no suspect identified
190a545cf9347a876d952989adede1dbbf1703720df86b674204d8f218e6cff8,2013-08,Lincolnshire Police,Lincolnshire Police,0.020850,52.804953,On or near EDINBURGH WALK,E01026250,South Holland 003A,Investigation complete; no suspect identified
f07d26cd7f204e2fdc9cab06e657a71fee87244d05bec454daba86cd82faa360,2013-08,Lincolnshire Police,Lincolnshire Police,0.189981,52.768873,On or near Shopping Area,E01026277,South Holland 008D,Investigation complete; no suspect identified
a4a47eca1463489ad35cf818c927eddb67e1156c6765c54de8266f6809e41018,2013-08,Lincolnshire Police,Lincolnshire Police,-0.568467,53.211482,On or near SKELLINGTHORPE ROAD,E01026136,Lincoln 008C,Investigation complete; no suspect identified
6732f00e4a85b84f1a6db74c36819bb15ee65eb34384420fbf39d0f276ac2c12,2013-08,Lincolnshire Police,Lincolnshire Police,0.306758,53.159360,On or near POPLAR WAY,E01026085,East Lindsey 012B,Investigation complete; no suspect identified
184013998513fb5dc398ad987ffe0900803a57ff109b225eba4db5aa204cb2c0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.314479,53.496911,On or near BUTTER MARKET,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
f0dff639b254771c2c81f6ace6d3420ff64cc4b3ce24c68ac93dec52492b1241,2013-08,Lincolnshire Police,Lincolnshire Police,-0.659639,52.905021,On or near WELLAND COURT,E01026312,South Kesteven 005E,Investigation complete; no suspect identified
0d55d5112b979017788c74ce255c757197e2bcc0307931844c2af5cde0d036af,2013-08,Lincolnshire Police,Lincolnshire Police,-0.616411,52.920554,On or near ELLIOT CLOSE,E01026328,South Kesteven 003D,Investigation complete; no suspect identified
6e6812253791e5799ce12211559e9fafd27b55885cd6e82af8233214cc283d1d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.637131,52.908729,On or near OXFORD STREET,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
e7733c5b7a516525e52b75ac15c5b0cc38f005c6617296a0c8534d5506ae803e,2013-08,Lincolnshire Police,Lincolnshire Police,-0.024801,52.983110,On or near NORFOLK STREET,E01026036,Boston 003D,Investigation complete; no suspect identified
0cd482e3ae32d3129db0ffa5b9fc7ba35cc08d6d6ef8860be849bfe95b16b6d7,2013-08,Lincolnshire Police,Lincolnshire Police,-0.001835,53.367427,On or near EASTGATE,E01026081,East Lindsey 004A,Investigation complete; no suspect identified
47891c2697b674fc1d4ef1905e2fe87fd8403889a07296bf3be07b018e5e46b0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.520429,52.813521,On or near BARLEYCROFT ROAD,E01026316,South Kesteven 007D,Investigation complete; no suspect identified
170de3d7f68b7fa2ca1e393fdeae1bd2c7170e7518d10e90d90054673d9a192c,2013-08,Lincolnshire Police,Lincolnshire Police,-0.755623,53.000251,On or near RIVERVIEW,E01026355,South Kesteven 002C,Investigation complete; no suspect identified
7ff02d2d938dfbe5ad0fed5186ed810b30a0573f261f9c0af413b025fd810b5f,2013-08,Lincolnshire Police,Lincolnshire Police,-0.587777,53.183458,On or near Parking Area,E01026218,North Kesteven 014C,Investigation complete; no suspect identified
55bda5272bc5ad95557be9790b79dc297303c9fc17cab6940acb11e4b988ff01,2013-08,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
373eb327d0b0da5a6f1e374421028425f725f4c1123640208f6000ffdd25ee4a,2013-08,Lincolnshire Police,Lincolnshire Police,-0.544673,53.225577,On or near ST MARK'S SQUARE,E01026132,Lincoln 005A,Investigation complete; no suspect identified
1d6f3ca4d1b7aa1be16677a3a08259000adabd49bdb459bf97ca8e25bccea73d,2013-08,Lincolnshire Police,Lincolnshire Police,-0.582342,53.059083,On or near HIGH STREET,E01026196,North Kesteven 006D,Investigation complete; no suspect identified
abfa50b21a13d4ba83b4260bdd6d70fb5af419937ac4b7facdbfa131fc6f899e,2013-08,Lincolnshire Police,Lincolnshire Police,-0.775096,53.400546,On or near Parking Area,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
f04c8e53d0d3525b18982e8d5dff7a644649a989dacce0cfb1e147b1bc67d3a5,2013-08,Lincolnshire Police,Lincolnshire Police,-0.622275,53.182415,On or near CROW PARK,E01032994,North Kesteven 003H,Investigation complete; no suspect identified
ca08a6f8ddaeb7fea3a9168b4df440e6bd72e73c6a9959f80f07bdecefdf7b74,2013-08,Lincolnshire Police,Lincolnshire Police,-0.410487,52.998566,On or near Further/Higher Educational Building,E01026227,North Kesteven 010A,Investigation complete; no suspect identified
831ab3f468fe3dbec2f937bf58e2568b13c47fa332be31dad5775234677cdd16,2013-08,Lincolnshire Police,Lincolnshire Police,0.298871,53.226701,On or near THAMES STREET,E01026049,East Lindsey 010B,Investigation complete; no suspect identified
0c47c8586202c6d34f0970c690cc0b7d3dce7cb0b8a09e6a3b4df978d25e01f4,2013-08,Lincolnshire Police,Lincolnshire Police,0.014058,53.369443,On or near Sports/Recreation Area,E01026108,East Lindsey 003G,Investigation complete; no suspect identified
1ddc71f46974bac8e38a0e34a3b365b8a58506abb8df41368701f5d01bb808e0,2013-08,Lincolnshire Police,Lincolnshire Police,-0.030564,52.975959,On or near TRAFALGAR PLACE,E01026006,Boston 003A,Investigation complete; no suspect identified
a33ffd1b81a073f8c765be7da1235daa3ae66fa13dd61e7a590894948ad01557,2013-08,Lincolnshire Police,Lincolnshire Police,0.337924,53.148196,On or near CAVENDISH ROAD,E01026084,East Lindsey 012A,Investigation complete; no suspect identified
c870deaab92ce332f2d59ab4e9951ad42af084ff58948004b8050ae77bd3bfb4,2013-08,Lincolnshire Police,Lincolnshire Police,-0.542066,53.222498,On or near MONSON STREET,E01026177,Lincoln 006C,Investigation complete; no suspect identified
5754d3dca1696c8141246bbc66f8c36d469265d3c530c4647d86c75998d12607,2013-08,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
757a4949c3aad6817268201852842ebe5ba4467f7483a7649cbf5690516b3033,2013-08,Lincolnshire Police,Lincolnshire Police,-0.667225,52.903488,On or near CHESTNUT GROVE,E01026308,South Kesteven 005A,Investigation complete; no suspect identified
513b2bd3a5f6e9ae84d2e9397180ddb85ffbc218af9e3195fd525e16e76281a2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.539418,53.230772,On or near Nightclub,E01026122,Lincoln 004A,Investigation complete; no suspect identified
2be80eb06bfe44b2174772c1ba3f4c24758f935871ff07c229da21bf802904b2,2013-08,Lincolnshire Police,Lincolnshire Police,-0.025776,52.976096,On or near Supermarket,E01026006,Boston 003A,Investigation complete; no suspect identified
73e6a008c6813869d98a52bbad0f8b60e5ff9507e9ff88d98b441d2d52c009d8,2013-08,Lincolnshire Police,Lincolnshire Police,-0.771618,53.400133,On or near Theatre/Concert Hall,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
24a76690cb84dc0548f47b7c1e1a148d2e57a3f2ed2bf270e77cd6cd53238f9d,2013-08,Lincolnshire Police,Lincolnshire Police,0.347688,53.197203,On or near CHERRYTREE AVENUE,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
c98860822e5842307f88d4a43a0b5722b2c726af4804dd88e61bd14a4b640f37,2013-08,Lincolnshire Police,Lincolnshire Police,0.095299,53.173698,On or near THE TERRACE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
281427e2451e77751d6cb74af4f2520566f0795f1a05d30b715ab1c6b1390ad1,2013-08,Lincolnshire Police,Lincolnshire Police,-0.548766,53.230338,On or near BRAYFORD WAY,E01026146,Lincoln 005D,Investigation complete; no suspect identified
c08b6f0f25d404361093b5bc56839b2565efb53b81cae50a425f039f06d37bb8,2013-08,Lincolnshire Police,Lincolnshire Police,-0.160783,52.681165,On or near JUBILEE WAY,E01026239,South Holland 011A,Investigation complete; no suspect identified
9026fa2ab5747b66956240069e221007ec8af22e65993c4903025267806d9666,2013-08,Lincolnshire Police,Lincolnshire Police,0.168632,53.255782,On or near BEECHINGS WAY,E01026043,East Lindsey 008B,Investigation complete; no suspect identified
5e9ae6faeb9c65d5c8b1fe4211d83322a678bb3cb4df031fa876b3542a5a5f27,2013-08,Lincolnshire Police,Lincolnshire Police,-0.524356,53.230056,On or near FLORENCE STREET,E01026124,Lincoln 004C,Investigation complete; no suspect identified
69b99d07e6bc1a7f13ee07e2d6c3a2f872fb56092acbbbbdd67eea3b89fb877b,2013-08,Lincolnshire Police,Lincolnshire Police,-0.485089,52.652335,On or near Supermarket,E01026351,South Kesteven 016C,Investigation complete; no suspect identified
8b04bf2d91efd13b571b5adaeccd37e04eb816ee14c63fb20ae1efebb9d3967f,2013-08,Lincolnshire Police,Lincolnshire Police,-0.002345,52.976783,On or near Petrol Station,E01026013,Boston 008A,Investigation complete; no suspect identified
