Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5b4009b81a64248489ee29ce1aaf29c75c82835f565cfdb03f3c761cb7a64aaa,2012-11,Thames Valley Police,Thames Valley Police,-0.974802,51.467676,On or near CHURCH STREET,E01016364,Reading 003A,Investigation complete; no suspect identified
0da050bcc61583df316b6eae6d223a5331e61fc1e91ae62050ba24a0f40a8ac8,2012-11,Thames Valley Police,Thames Valley Police,-0.975991,51.468577,On or near PRIORY AVENUE,E01016364,Reading 003A,Investigation complete; no suspect identified
349a4e9afbb074f204626e0f451c2dac974ab2544101df2745767903db689d7b,2012-11,Thames Valley Police,Thames Valley Police,-0.963398,51.468403,On or near SOUTH VIEW AVENUE,E01016366,Reading 004D,Investigation complete; no suspect identified
54cbe1fa56d16d59500b41b5e08eca23583b40a19e0b82be63ce5388b49253ac,2012-11,Thames Valley Police,Thames Valley Police,-0.960566,51.430172,On or near AXBRIDGE ROAD,E01016368,Reading 017A,Offender given a drugs possession warning
8025ed9dddf58892df0dbe8960440b1caf446c036e8318a082ba010590ae903a,2012-11,Thames Valley Police,Thames Valley Police,-0.960566,51.430172,On or near AXBRIDGE ROAD,E01016368,Reading 017A,Investigation complete; no suspect identified
aeaf26a4bc76cd35d2e63624e795d58cf7031be24f6908dea03d1ae179b4be34,2012-11,Thames Valley Police,Thames Valley Police,-0.955615,51.432807,On or near CRESSINGHAM ROAD,E01016371,Reading 016B,Investigation complete; no suspect identified
960f59a5c510d95b24d18a39a9d6fa09178c87e45a35e825342c8a10e78afd59,2012-11,Thames Valley Police,Thames Valley Police,-0.958312,51.434414,On or near STAVERTON ROAD,E01016372,Reading 017B,Investigation complete; no suspect identified
7687609f380f364afab9bea44ed4f42cd9b7362c98dce59a91e12396e93debd0,2012-11,Thames Valley Police,Thames Valley Police,-0.950615,51.428761,On or near WILLOW GARDENS,E01016373,Reading 016C,Investigation complete; no suspect identified
c56482faed4d2a24e57c9c2b7fa7ba2b24556fa85f683b24af1bbd41a34ff071,2012-11,Thames Valley Police,Thames Valley Police,-0.950615,51.428761,On or near WILLOW GARDENS,E01016373,Reading 016C,Local resolution
73b731af3d16275bcc91ef65bfe44d936b7addb89bcfda890e6256f99954441d,2012-11,Thames Valley Police,Thames Valley Police,-0.973278,51.448312,On or near BERKELEY AVENUE,E01016374,Reading 014A,Investigation complete; no suspect identified
9541873ca4c6d3eaff4c1e324b4cbb3c7e974a3d3bc22c493f3c91cebdf5f75f,2012-11,Thames Valley Police,Thames Valley Police,-0.966159,51.441128,On or near CLENT ROAD,E01016376,Reading 014C,Investigation complete; no suspect identified
58821851eb51eed79cc088f9b1b5cb3173626d40ceca1e2803b4956ecb81bffc,2012-11,Thames Valley Police,Thames Valley Police,-0.967675,51.443435,On or near MITCHAM CLOSE,E01016376,Reading 014C,Investigation complete; no suspect identified
bb8a6231809e26d385dbe4541949a137fcb1498da6ca3abc08025c4f1b82e852,2012-11,Thames Valley Police,Thames Valley Police,-0.967758,51.440423,On or near ROWLEY ROAD,E01016377,Reading 017C,Investigation complete; no suspect identified
6a40761dd207e46112a93d436121734c3e34b2fff8b0923253ebe2b2ef7f28ed,2012-11,Thames Valley Police,Thames Valley Police,-0.970339,51.437595,On or near ARKWRIGHT ROAD,E01016377,Reading 017C,Investigation complete; no suspect identified
7df3df74b6be9f24935424b8a63a423143e9b17dc9e4896d0ca2d73135afb5ad,2012-11,Thames Valley Police,Thames Valley Police,-0.967932,51.451853,On or near LONDON STREET,E01016378,Reading 011D,Investigation complete; no suspect identified
4d9b7b4d2cb146d96e7c7f1bfd481f13e2ec4bb094163068fbbbbc119b75ef4e,2012-11,Thames Valley Police,Thames Valley Police,-0.969207,51.452080,On or near CROSSLAND ROAD,E01016378,Reading 011D,Investigation complete; no suspect identified
e7f634ec06f5f7f68a84e01882701127ccaad6958e084bf24dbda01b58a7bc0d,2012-11,Thames Valley Police,Thames Valley Police,-0.971717,51.451185,On or near MUNDESLEY STREET,E01016378,Reading 011D,Suspect charged
ce2aac4cca9b2779960137aef40d9a1a051909f2fbb514fdba61d6204a61f031,2012-11,Thames Valley Police,Thames Valley Police,-0.965679,51.447095,On or near HIGHGROVE TERRACE,E01016379,Reading 014D,Suspect charged
b6f043f7d5f43234e376a2124b3234d99e77fb831ddeabf2d2d126be0a20b972,2012-11,Thames Valley Police,Thames Valley Police,-0.964632,51.447562,On or near Sports/Recreation Area,E01016379,Reading 014D,Investigation complete; no suspect identified
8a560fda4bf892e87eb63f691d91ae087f6abbf4951b414d9448d07e9f2d7ba3,2012-11,Thames Valley Police,Thames Valley Police,-1.008637,51.460863,On or near PANGBOURNE STREET,E01016382,Reading 006B,Investigation complete; no suspect identified
43d9815d6b03683b11e9e982c9928ba25bb43bfce88c4934a726003532003b3b,2012-11,Thames Valley Police,Thames Valley Police,-0.991525,51.473144,On or near MAPLEDENE,E01016386,Reading 002A,Investigation complete; no suspect identified
d39cebd225f460b38cec378728e85e7d586408b3b84131b88741c7ef1d912bae,2012-11,Thames Valley Police,Thames Valley Police,-0.976937,51.436565,On or near ROSE KILN LANE,E01016388,Reading 013A,Investigation complete; no suspect identified
f319214e4ddf4e408ced7df068496ceda59a3e163856da0dd659368c0d24523c,2012-11,Thames Valley Police,Thames Valley Police,-0.976937,51.436565,On or near ROSE KILN LANE,E01016388,Reading 013A,Investigation complete; no suspect identified
c5e7971d377e15942f69f4eb99f9514f3fa3d290ff72d4920a20d7a0a19efa38,2012-11,Thames Valley Police,Thames Valley Police,-0.981796,51.449654,On or near CASTLE CRESCENT,E01016390,Reading 013C,Investigation complete; no suspect identified
f3a579de3732ef603cacbf740ba03b8db8fcbda8f696ba46ce1b8cef6c4e13c4,2012-11,Thames Valley Police,Thames Valley Police,-1.017154,51.449021,On or near Supermarket,E01016395,Reading 008C,Local resolution
b0089759191dc0c0a058078c7b7df1429859720667d48aaf18aee3f934b9ac87,2012-11,Thames Valley Police,Thames Valley Police,-1.014355,51.460057,On or near MORISTON CLOSE,E01016397,Reading 006E,Investigation complete; no suspect identified
e030d1093df7849aa961de61f3d15884d82e921f6ca964dd2faac7e70b87769d,2012-11,Thames Valley Police,Thames Valley Police,-1.012413,51.457973,On or near BRISBANE ROAD,E01016398,Reading 008D,Investigation complete; no suspect identified
88819a3c8dbde5c5612bf4693b4eca16e75659e189ec1d31614dbdcc04cbe243,2012-11,Thames Valley Police,Thames Valley Police,-1.011022,51.460398,On or near CONSTITUTION ROAD,E01016398,Reading 008D,Investigation complete; no suspect identified
a5f882e3d2f9e0fa84ccd4e59142c7f9e8672635132f146b6c3e9fe193e5e447,2012-11,Thames Valley Police,Thames Valley Police,-0.941516,51.450305,On or near COLLEGE ROAD,E01016401,Reading 012A,Investigation complete; no suspect identified
9d900a264ffb2b051a9a6841cd90b175362772c2e89e047eb372791793671a20,2012-11,Thames Valley Police,Thames Valley Police,-0.933292,51.448135,On or near JUBILEE ROAD,E01016402,Reading 010B,Investigation complete; no suspect identified
b7ef18c3fd4d94c23df550082e2a55a13642d80824e98915c7e54d096bad8327,2012-11,Thames Valley Police,Thames Valley Police,-0.936209,51.448917,On or near NORRIS ROAD,E01016402,Reading 010B,Investigation complete; no suspect identified
9f00432c5c1f89303bae01754e8cd0346fe36d683156d5982dd8fc560dea7fed,2012-11,Thames Valley Police,Thames Valley Police,-0.937293,51.444359,On or near WHITEKNIGHTS ROAD,E01016403,Reading 012B,Investigation complete; no suspect identified
144bd328acce2f81f9344bc7cf5326d660348cbf59c735af9698cb5856c5547a,2012-11,Thames Valley Police,Thames Valley Police,-0.931660,51.442204,On or near Petrol Station,E01016403,Reading 012B,Investigation complete; no suspect identified
ee084f82e4a90d28750d2c8be0a23661970e52c801a05018e64e9152add7a010,2012-11,Thames Valley Police,Thames Valley Police,-0.950602,51.453839,On or near NORWOOD ROAD,E01016404,Reading 010C,Investigation complete; no suspect identified
39299ff4bad321264bb0ab531a2aa5d05c2671ea8297ff91fea3af1e9d13196a,2012-11,Thames Valley Police,Thames Valley Police,-0.950533,51.454963,On or near WOODSTOCK STREET,E01016404,Reading 010C,Investigation complete; no suspect identified
9fe73ef41ba0a3464344f5126b665c8837170c843cce7b946ffda69f937ac636,2012-11,Thames Valley Police,Thames Valley Police,-0.946535,51.477973,On or near FARNHAM DRIVE,E01016408,Reading 001B,Suspect charged
fb0d2e4afce07930d282ebda866153f3c3426c355b5c45431c1ada12689cd63d,2012-11,Thames Valley Police,Thames Valley Police,-0.964210,51.481511,On or near LANGFORD CLOSE,E01016409,Reading 003B,Investigation complete; no suspect identified
a2c58eaea726625455e78e15bec084a4c5fa15fbee167ffc8f516b655729221a,2012-11,Thames Valley Police,Thames Valley Police,-0.960056,51.445669,On or near ALLCROFT ROAD,E01016414,Reading 014F,Investigation complete; no suspect identified
b9a1d2667ea16ac4da90ada685702a0555cffc483e2783db65c2f75bab808bed,2012-11,Thames Valley Police,Thames Valley Police,-0.957785,51.450001,On or near Parking Area,E01016414,Reading 014F,Suspect charged as part of another case
53427622c9b47f51b9457d316d0310b47df92eb3e6fd1457cd00f6f7787656dc,2012-11,Thames Valley Police,Thames Valley Police,-0.959707,51.437609,On or near HEXHAM ROAD,E01016415,Reading 016D,Investigation complete; no suspect identified
49f3323df318dbfe87825b9078c1bc6c5f70150ad9ff7d78e765ec9293c35639,2012-11,Thames Valley Police,Thames Valley Police,-0.961309,51.438028,On or near MORPETH CLOSE,E01016415,Reading 016D,Suspect charged
a151fe60734398d5a3664591774930fd9346b2b347a652c05190b11891f0f9cc,2012-11,Thames Valley Police,Thames Valley Police,-0.951458,51.451024,On or near DONNINGTON ROAD,E01016416,Reading 012C,Investigation complete; no suspect identified
2453400bac9fec25debacd8afc010eff428d458631fd2cef7b9b8b7db8e9bce9,2012-11,Thames Valley Police,Thames Valley Police,-0.948688,51.446935,On or near LYDFORD ROAD,E01016418,Reading 012E,Investigation complete; no suspect identified
c8e68fdf5aafbc10da3418d9edde8def0d93f4c7c589d7dcc6fc9d1b0074aa25,2012-11,Thames Valley Police,Thames Valley Police,-1.011316,51.444818,On or near FLORIAN GARDENS,E01016420,Reading 015B,Investigation complete; no suspect identified
6e61218b04ae17dba904de6f7996fb61acfadd6ab4062aec2015313a5a8cacb2,2012-11,Thames Valley Police,Thames Valley Police,-0.999693,51.442669,On or near SOUTHCOTE FARM LANE,E01016424,Reading 015F,Investigation complete; no suspect identified
3f74d0cbf710f6027b0112cf57bd5211d5b318455f7b7e0aedf2f3ec85ff239d,2012-11,Thames Valley Police,Thames Valley Police,-1.003468,51.441092,On or near RESTWOLD CLOSE,E01016424,Reading 015F,Investigation complete; no suspect identified
ea1790ba4fb8eb91bcdcd58058f47750a202717ce9be658a56ae9a39695fa8bd,2012-11,Thames Valley Police,Thames Valley Police,-0.979368,51.475305,On or near OAKLEY ROAD,E01016426,Reading 002D,Investigation complete; no suspect identified
dbd3f0c437aee955eff8c452ebe197d14600c52062d63c2e469aebe69dc47550,2012-11,Thames Valley Police,Thames Valley Police,-0.958718,51.470969,On or near Supermarket,E01016429,Reading 003E,Suspect charged
641409d19dfaffe028a9783a0bed91f93b6c7f6b6d98bddf636ee42e65075992,2012-11,Thames Valley Police,Thames Valley Police,-1.039613,51.460905,On or near VICTORIA ROAD,E01016431,Reading 005D,Suspect charged
3309faeaff959c03fe1acee5949746bae86a5594f7fd7cbb8b2286453e741923,2012-11,Thames Valley Police,Thames Valley Police,-1.031633,51.457765,On or near AYLSHAM CLOSE,E01016433,Reading 009B,Investigation complete; no suspect identified
05b5dc8c7e51f42b2ac5977148d76f5b399e458072f76d3e983fc60a7244122d,2012-11,Thames Valley Police,Thames Valley Police,-0.970155,51.424663,On or near BASINGSTOKE ROAD,E01016437,Reading 018B,Investigation complete; no suspect identified
c3c558518e6bb935d2030da435c8fbb32bc6683787e5a624c00da44da0640126,2012-11,Thames Valley Police,Thames Valley Police,-0.971137,51.423197,On or near Sports/Recreation Area,E01016437,Reading 018B,Investigation complete; no suspect identified
b7b72a7af2a2dfecad9abf891fca31d159fecbc2b1a36bc9f73483418ab538a0,2012-11,Thames Valley Police,Thames Valley Police,-0.961847,51.416192,On or near ORCHARD COURT,E01016440,Reading 018D,Investigation complete; no suspect identified
413c04274efa3bd997885a995b19b25fd00eb9d0d9b916f80f50dbe0c930c32c,2012-11,Thames Valley Police,Thames Valley Police,-0.963793,51.415319,On or near BOBGREEN COURT,E01016441,Reading 018E,Investigation complete; no suspect identified
655fde2df4418b48dd048002ce565948e046fd7228338435616bd0ea8544cae3,2012-11,Thames Valley Police,Thames Valley Police,-0.960618,51.414589,On or near MYLUM CLOSE,E01016441,Reading 018E,Investigation complete; no suspect identified
4021b3e1e14200dad037604a8e1818f9179cd9c5fd6c6f6a51a679c13fa562a4,2012-11,Thames Valley Police,Thames Valley Police,-0.971259,51.435095,On or near Petrol Station,E01016442,Reading 017E,Investigation complete; no suspect identified
1ac7e9ef07efd9505610f4b494a9dd16716341f6b67ef8d9cb3f080e5e7c0aab,2012-11,Thames Valley Police,Thames Valley Police,-0.982706,51.422327,On or near Sports/Recreation Area,E01016442,Reading 017E,Offender given a caution
922bbe2bcc4386272529c67f96bcefb879e2f73c58848d7e9bbf2ea3c94e1736,2012-11,Thames Valley Police,Thames Valley Police,-0.965421,51.433667,On or near BUCKLAND ROAD,E01016442,Reading 017E,Suspect charged
47f5ea4f8ade16151cfacfc4371fe5af37b5d8824a41877175e57cec5794c3a4,2012-11,Thames Valley Police,Thames Valley Police,-0.968295,51.428055,On or near NEWLYN GARDENS,E01016443,Reading 017F,Investigation complete; no suspect identified
840e9501790bbc53fd45ab1cc0ac060b2565aa592f7b1d0db372a2c01a4abc68,2012-11,Thames Valley Police,Thames Valley Police,-0.601524,51.527483,On or near HOWARD AVENUE,E01016444,Slough 004A,Investigation complete; no suspect identified
986e6e17a08d1fdcafe7ca96c849e829c423384b6dfe093446dec91ec187fd4e,2012-11,Thames Valley Police,Thames Valley Police,-0.600705,51.526457,On or near HUNGERFORD AVENUE,E01016444,Slough 004A,Investigation complete; no suspect identified
2d14ada01757031c34653a5354d9e27c9e31849b13aae7ab5fd5025ef89d109f,2012-11,Thames Valley Police,Thames Valley Police,-0.596467,51.523637,On or near HAWTHORNE CRESCENT,E01016445,Slough 004B,Investigation complete; no suspect identified
d37af6cafd1d3322a36664afde55aa543513744393bf25ec8e1827a85d1340bc,2012-11,Thames Valley Police,Thames Valley Police,-0.599434,51.525111,On or near LERWICK DRIVE,E01016445,Slough 004B,Investigation complete; no suspect identified
da73e9441f2f3fc02e21323b15216a7b619a3577a5aa7ce70e4a14c08e4a6285,2012-11,Thames Valley Police,Thames Valley Police,-0.595482,51.525190,On or near STEWART AVENUE,E01016445,Slough 004B,Suspect charged
4b4dd0337df2d37a9c75f2998bb1e0756494bf4bd1dd46bbad737800bccac58f,2012-11,Thames Valley Police,Thames Valley Police,-0.604812,51.521785,On or near LITCHAM SPUR,E01016446,Slough 004C,Investigation complete; no suspect identified
68f7ba89600325147673709dd9eddf6f03f66a4633c13754e420aa304e9e5d09,2012-11,Thames Valley Police,Thames Valley Police,-0.608591,51.522621,On or near SHEFFIELD ROAD,E01016446,Slough 004C,Investigation complete; no suspect identified
87d23ad561b5e1817af4181e020fd7f266dd9c02c8bcf97908c7d8b5cd61280c,2012-11,Thames Valley Police,Thames Valley Police,-0.608809,51.516905,On or near LAKE AVENUE,E01016448,Slough 004E,Suspect charged
de8ae5c765ef6067a18908b45b0d7ba6a8a9106709458c61c75e21d30e242491,2012-11,Thames Valley Police,Thames Valley Police,-0.607990,51.518703,On or near REDWOOD GARDENS,E01016448,Slough 004E,Investigation complete; no suspect identified
e95722a4a4f994be4d1c10ee372cfe0d3b7d84c510b29003b43858c6770dec4c,2012-11,Thames Valley Police,Thames Valley Police,-0.607247,51.527947,On or near LYDFORD AVENUE,E01016449,Slough 004F,Investigation complete; no suspect identified
4d241b2a0e3a043cd0c281a31c0aab059ffd56f19c5e014e27c503d0b4abf601,2012-11,Thames Valley Police,Thames Valley Police,-0.619350,51.533413,On or near TORQUAY SPUR,E01016450,Slough 001A,Investigation complete; no suspect identified
62a097bfb7adf26e91daa36d0c7297b448e3ac301aac56ecf003c3f320c4fcb3,2012-11,Thames Valley Police,Thames Valley Police,-0.631367,51.535073,On or near Supermarket,E01016451,Slough 001B,Investigation complete; no suspect identified
f6158ae3235abedb243ca162289bf160a262e3b261443b1366a50359b1e0a6e1,2012-11,Thames Valley Police,Thames Valley Police,-0.624082,51.536652,On or near UPPER LEES ROAD,E01016452,Slough 001C,Investigation complete; no suspect identified
0ad7b291ad018f9ae9ecf2d0d7af7f67884fa221a2a1f58813dd24023631ad56,2012-11,Thames Valley Police,Thames Valley Police,-0.642536,51.534304,On or near LYNCH HILL LANE,E01016453,Slough 001D,Investigation complete; no suspect identified
4283f257898cb8df108df7e2e4bc5da95fa64e4f4db2b2e514385fa037f02c34,2012-11,Thames Valley Police,Thames Valley Police,-0.631917,51.538398,On or near FARNHAM LANE,E01016454,Slough 001E,Investigation complete; no suspect identified
efd68141bb69120062f583dc32444ea9bf4d7cd5c87a5b1ed0de0f59385885a1,2012-11,Thames Valley Police,Thames Valley Police,-0.631911,51.533299,On or near CHILWICK ROAD,E01016454,Slough 001E,Investigation complete; no suspect identified
fbdb2160e40a0b25ecfe77ea1a1f6ab2e50708e1a04d195c3e6e4c24f369f5f2,2012-11,Thames Valley Police,Thames Valley Police,-0.635970,51.532079,On or near VENUS CLOSE,E01016455,Slough 001F,Investigation complete; no suspect identified
cd310725f500ede21eaea9de54d6edc83805b63f98ac27ee8f4ce2bc36600dc0,2012-11,Thames Valley Police,Thames Valley Police,-0.638408,51.532988,On or near GARRARD ROAD,E01016455,Slough 001F,Investigation complete; no suspect identified
6a5f1012959fe94d02abcc7e9667c56ad6d303148ec57ce81af348c98aebf1d5,2012-11,Thames Valley Police,Thames Valley Police,-0.638513,51.530445,On or near VERMONT ROAD,E01016455,Slough 001F,Investigation complete; no suspect identified
5cb26258872d69017d684e0f5be262195623e4dd9f1b325f0db3836b10277b62,2012-11,Thames Valley Police,Thames Valley Police,-0.590551,51.510734,On or near Supermarket,E01016456,Slough 007A,Investigation complete; no suspect identified
e3c4a202b4c67c0da60db86a160d0de276d85bb2fb18c139ddb4407266484199,2012-11,Thames Valley Police,Thames Valley Police,-0.593184,51.510892,On or near Bus/Coach Station,E01016456,Slough 007A,Investigation complete; no suspect identified
964979ba9ac66fdde4f2a645a7e640e6b0e6936feaefe0f5dc72665f7e3f27c4,2012-11,Thames Valley Police,Thames Valley Police,-0.590551,51.510734,On or near Supermarket,E01016456,Slough 007A,Local resolution
de31f94efc1121bc4f4774b24fa17f909355d96a079a7ca8a13c2cbc2a1b7f82,2012-11,Thames Valley Police,Thames Valley Police,-0.590551,51.510734,On or near Supermarket,E01016456,Slough 007A,Offender given a caution
7101f9992df0dcd25a3490fbca7762b158a23f43fcfb2b55c55fd2de81e1b346,2012-11,Thames Valley Police,Thames Valley Police,-0.590551,51.510734,On or near Supermarket,E01016456,Slough 007A,Suspect charged
8fbcf578b5ba27f4cbcb94b2c387c4511719bfa242391111e82bdfe388de2de8,2012-11,Thames Valley Police,Thames Valley Police,-0.590551,51.510734,On or near Supermarket,E01016456,Slough 007A,Offender given a caution
62537c708e7b656d97f3c6a197edd16eaba6ca87330f5426a7a8b3960b660282,2012-11,Thames Valley Police,Thames Valley Police,-0.572842,51.510709,On or near GOODMAN PARK,E01016457,Slough 007B,Investigation complete; no suspect identified
be67569b49de63898d4ff440acbf9d1f46c92b0320367fba14069c21086c1d80,2012-11,Thames Valley Police,Thames Valley Police,-0.591759,51.518761,On or near MYRTLE CRESCENT,E01016458,Slough 007C,Investigation complete; no suspect identified
0138552bf984ac0c72dd92fda45be6ad4269db64c1fd22f1dd6d68a3ae33a278,2012-11,Thames Valley Police,Thames Valley Police,-0.595395,51.513490,On or near STOKE GARDENS,E01016459,Slough 007D,Investigation complete; no suspect identified
6760e376462a0c98878006b3511e8a12e29c3b25149df33ed14a335cdd7b240c,2012-11,Thames Valley Police,Thames Valley Police,-0.593893,51.515468,On or near QUEENS ROAD,E01016459,Slough 007D,Investigation complete; no suspect identified
3162ce134d2e26333aeb4b39d61b842b8fca76addb874d8fe7b1ef5730a4464f,2012-11,Thames Valley Police,Thames Valley Police,-0.584299,51.518581,On or near SHAGGY CALF LANE,E01016460,Slough 007E,Investigation complete; no suspect identified
788ae298ec05381d2b4ad7c9c05dddaed53550e6234898c2cc8e01965e963b9b,2012-11,Thames Valley Police,Thames Valley Police,-0.584096,51.513975,On or near CUMBRAE CLOSE,E01016461,Slough 007F,Investigation complete; no suspect identified
b2d878d6a1552e2e7c3c09298edd3fa075b3e6904fa9ffbce63d36293f79cfd4,2012-11,Thames Valley Police,Thames Valley Police,-0.589787,51.514969,On or near FLEETWOOD ROAD,E01016461,Slough 007F,Investigation complete; no suspect identified
e9d112bafa92e39c272beea6012cd4d009efa21200db76b6c27bc3344ef18829,2012-11,Thames Valley Police,Thames Valley Police,-0.599719,51.503614,On or near WINDSOR ROAD,E01016462,Slough 009A,Investigation complete; no suspect identified
1cd948b551d282578e9bd345e965bf2d85c8039626c625410e71d10162e3109a,2012-11,Thames Valley Police,Thames Valley Police,-0.602999,51.505668,On or near MARTIN ROAD,E01016462,Slough 009A,Investigation complete; no suspect identified
f7c8428079e6cb6b7eb873bffc0f36248fb187d6734b8ad94abf42cd953c66bf,2012-11,Thames Valley Police,Thames Valley Police,-0.612298,51.503566,On or near SPACKMANS WAY,E01016463,Slough 009B,Investigation complete; no suspect identified
1b68a886a2101dd07338ad90b950c1515429aa5bc0f47ad6b8ea49b35fc374af,2012-11,Thames Valley Police,Thames Valley Police,-0.612298,51.503566,On or near SPACKMANS WAY,E01016463,Slough 009B,Investigation complete; no suspect identified
007b7e4ec71d00b02507f742ef8d3678027f696909230afa8a4de77a3ca35b42,2012-11,Thames Valley Police,Thames Valley Police,-0.612816,51.505020,On or near BRAMMAS CLOSE,E01016463,Slough 009B,Investigation complete; no suspect identified
4d16f13cd682f8026374d140e47b1ff92d3cd0f622274419b60cdb235f2e3f93,2012-11,Thames Valley Police,Thames Valley Police,-0.604235,51.507652,On or near LEDGER'S ROAD,E01016464,Slough 009C,Investigation complete; no suspect identified
f33c6135a7f1c7586d18db33a46ea34c11da8a60332b2aaf617ee3e6fadb3365,2012-11,Thames Valley Police,Thames Valley Police,-0.604235,51.507652,On or near LEDGER'S ROAD,E01016464,Slough 009C,Investigation complete; no suspect identified
71e4ca4834fa92fcfb77b59e8d8ad3608b2a734c9f5b179af34cf89aabccecc4,2012-11,Thames Valley Police,Thames Valley Police,-0.612448,51.515716,On or near FARNHAM ROAD,E01016465,Slough 009D,Investigation complete; no suspect identified
b8de9fb51d2c4fb9e9b7b53f698bd2905072051574b3c935c190c5bb18dc1c26,2012-11,Thames Valley Police,Thames Valley Police,-0.607954,51.511850,On or near HARTLAND CLOSE,E01016465,Slough 009D,Suspect charged
e76727a3cbe3984582ed3b09df0570d78df2d7ba7cf52f0afe38f4c7556f5506,2012-11,Thames Valley Police,Thames Valley Police,-0.634937,51.517913,On or near MALLARD DRIVE,E01016467,Slough 006A,Investigation complete; no suspect identified
743ac5360b088e8d733fee4c44c8dd5e9e3eef76ca7d925317eaa0a860057da7,2012-11,Thames Valley Police,Thames Valley Police,-0.653462,51.519242,On or near THE CLOSE,E01016468,Slough 006B,Investigation complete; no suspect identified
0680a0a2d45e068024ec91c9900a5579ca5df7de0443be5da3e456728f3099d9,2012-11,Thames Valley Police,Thames Valley Police,-0.640580,51.518150,On or near DEENA CLOSE,E01016469,Slough 006C,Investigation complete; no suspect identified
f80068d0ad3fbc240bc745e1cbb79b3c0f500e3cfe671686b20583889728ced4,2012-11,Thames Valley Police,Thames Valley Police,-0.645490,51.516849,On or near ELMSHOTT LANE,E01016469,Slough 006C,Investigation complete; no suspect identified
a646c78227e06f9d7a0d4d4e39f63fee52dd2192c00258612ffd6a2038bfd6f9,2012-11,Thames Valley Police,Thames Valley Police,-0.643336,51.515142,On or near ROEBUCK GREEN,E01016471,Slough 006E,Suspect charged
e7e12a9e36dffd739f3d29bf73924839c2d6ffdca738acda827a95757d4a8077,2012-11,Thames Valley Police,Thames Valley Police,-0.640497,51.513689,On or near MILLSTREAM LANE,E01016471,Slough 006E,Investigation complete; no suspect identified
9d3dc1a45e5ba87109b0d1ff92f8730043fc7a37b888423e4ff6c1aaa5668cd5,2012-11,Thames Valley Police,Thames Valley Police,-0.647594,51.516369,On or near DENNIS WAY,E01016472,Slough 006F,Investigation complete; no suspect identified
a6f6f39a71b32ad656826af33e1e8b7cc1e5d22049f52464ca48c6009b52f4b4,2012-11,Thames Valley Police,Thames Valley Police,-0.627388,51.512556,On or near BENNETTS CLOSE,E01016473,Slough 008A,Investigation complete; no suspect identified
3988f5825b3694538cad968e030f84a80910da2cecc8bb7d8e18e33b07ce76f3,2012-11,Thames Valley Police,Thames Valley Police,-0.622286,51.511120,On or near VANTAGE ROAD,E01016474,Slough 008B,Suspect charged
60ce86bec5626738b40e7ef1177b1ad5a8fd6c40cca7663df76314f1d28e39d3,2012-11,Thames Valley Police,Thames Valley Police,-0.615195,51.511621,On or near CRANBOURNE ROAD,E01016475,Slough 008C,Investigation complete; no suspect identified
48689fb9b8a82aa3ef08ab8d2a780e84f00989f07421e76fa6b2b7db259bc1dc,2012-11,Thames Valley Police,Thames Valley Police,-0.630447,51.507592,On or near Supermarket,E01016477,Slough 008E,Investigation complete; no suspect identified
bf286e48a7643f37134096ca6c3815c454cde14b9fdb4b0f3b4fe465e4df15ae,2012-11,Thames Valley Police,Thames Valley Police,-0.623576,51.508015,On or near BAIRD CLOSE,E01016477,Slough 008E,Investigation complete; no suspect identified
d17c343b148ab5b0dc5fc134fb9147118ab9ed7e62df7a5c2d1ed10add48ea09,2012-11,Thames Valley Police,Thames Valley Police,-0.622571,51.507419,On or near CHARLTON CLOSE,E01016477,Slough 008E,Investigation complete; no suspect identified
1ade19329ec93e7c564d5bce7425747b7980de561e5bbf482ccf1a2476c72ce5,2012-11,Thames Valley Police,Thames Valley Police,-0.625985,51.508412,On or near BADER GARDENS,E01016477,Slough 008E,Investigation complete; no suspect identified
842c5fce55d6e6a1f7bc151af7328a696ed533aaba00da0079e8150e313b0d1e,2012-11,Thames Valley Police,Thames Valley Police,-0.622645,51.508760,On or near JELLICOE CLOSE,E01016478,Slough 008F,Investigation complete; no suspect identified
0eab35c3c601938e85c9e2d8866e2f25597d49cf78729e6a8d26ddec0b7abf58,2012-11,Thames Valley Police,Thames Valley Police,-0.534890,51.491672,On or near DART CLOSE,E01016479,Slough 014A,Investigation complete; no suspect identified
88f6e5c5757e05323dfea6c742353db804a809770723239024a197c490931f92,2012-11,Thames Valley Police,Thames Valley Police,-0.535785,51.488905,On or near Petrol Station,E01016480,Slough 014B,Investigation complete; no suspect identified
be70f9b68422b66ca0222b87e6838e9c34f9114cf8bf3040bf2fc52648dbf8a5,2012-11,Thames Valley Police,Thames Valley Police,-0.530639,51.485882,On or near CROWN CLOSE,E01016480,Slough 014B,Investigation complete; no suspect identified
a26fd481841df0052610394fa6e5a52a31e3ef0b1c0b94d795aa452326529b3b,2012-11,Thames Valley Police,Thames Valley Police,-0.530062,51.483213,On or near MORELAND AVENUE,E01016480,Slough 014B,Investigation complete; no suspect identified
2742c66e565a7d0e6db1541ca6cf99863f64d9929100cdb2fb9a3c239889107d,2012-11,Thames Valley Police,Thames Valley Police,-0.517926,51.481730,On or near TALL TREES,E01016481,Slough 014C,Investigation complete; no suspect identified
