Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f0b69cd895add1b0e8255d9792b155efffaf01059217a674b6f392ba6cc9eb18,2012-11,Lincolnshire Police,Lincolnshire Police,0.336001,53.145276,On or near SUTTON COURT,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
85e5e498ae5f8696602b48c3c399ca1aa71f34958dadc0de6d061d56e06dfd2d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.525635,53.228589,On or near CANNON STREET,E01026126,Lincoln 004D,Investigation complete; no suspect identified
3bbe8f165ff574f5a1310feb02c9e1e06cb87f693cac104311e0fbc714363952,2012-11,Lincolnshire Police,Lincolnshire Police,-0.555470,53.224342,On or near Petrol Station,E01026133,Lincoln 008A,Investigation complete; no suspect identified
021a1cb4d02d6d5c99cd3134f5390767a3f961e63a1aba1f4efaa1bccd029ab3,2012-11,Lincolnshire Police,Lincolnshire Police,-0.008098,52.802620,On or near MAPLE GROVE,E01026251,South Holland 003B,Investigation complete; no suspect identified
df7957533fa28991acc17c6ef89c27f837ab55e4227b7a461bb7e87e6deb9384,2012-11,Lincolnshire Police,Lincolnshire Police,-0.164300,52.817663,On or near GLEN AVENUE,E01026260,South Holland 005D,Investigation complete; no suspect identified
d2beed008211ee30b63d16b7d6dd3a73abdab609ed99589da1026a79b215b326,2012-11,Lincolnshire Police,Lincolnshire Police,-0.086104,52.746785,On or near CHAPEL GARDENS,E01026282,South Holland 004B,Investigation complete; no suspect identified
399292e91334f4257297d078ea79f5a38e84324d2613f31debb43d5c9ccf3f12,2012-11,Lincolnshire Police,Lincolnshire Police,-0.677709,52.943457,On or near OCCUPATION ROAD,E01026340,South Kesteven 002B,Investigation complete; no suspect identified
e9d9e566db266010a20bb0d46df6cc7a30540b0b924bda301ce7d7e4714d953b,2012-11,Lincolnshire Police,Lincolnshire Police,-0.773791,53.405144,On or near ARTHUR ROAD,E01026379,West Lindsey 004B,Investigation complete; no suspect identified
29415e89209074a7496df4a251d79d1bfd71d5bae2649c9842ce35b827c9b359,2012-11,Lincolnshire Police,Lincolnshire Police,-0.337688,53.386799,On or near JOHN STREET,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
31682fdd3e39883caf7a6045c908eacc481794dd6587e20f23be01e33c8e79ca,2012-11,Lincolnshire Police,Lincolnshire Police,-0.516354,53.453831,On or near MILLSTONE WAY,E01026411,West Lindsey 005D,Investigation complete; no suspect identified
d5202e74a4fe51a9aeb34c311f24998a4b88b5a08fbf70efbdf41e195ec901fc,2012-11,Lincolnshire Police,Lincolnshire Police,0.070122,53.051910,On or near SANDYGATE CRESCENT,E01026024,Boston 001E,Investigation complete; no suspect identified
d27d6119c8247dfebeed70eca67fd971fc5526a84a78785759a2887d3098a283,2012-11,Lincolnshire Police,Lincolnshire Police,0.261906,53.339946,On or near KNOWLE STREET,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
6a86628c65007fc93f378e90216329b5d4a51e88f142d7fec5a002eadcb350f9,2012-11,Lincolnshire Police,Lincolnshire Police,0.262759,53.333357,On or near HARLEQUIN DRIVE,E01026109,East Lindsey 006C,Investigation complete; no suspect identified
dd632abea7b7e24705ec39a02fa8da60ee7ac5c54de7a641c8ad713500ee91b8,2012-11,Lincolnshire Police,Lincolnshire Police,-0.555470,53.224342,On or near Petrol Station,E01026133,Lincoln 008A,Investigation complete; no suspect identified
1d56436fcfce013bf29c1e11b321f1535356fe5f5db8d944407a98860a52fb49,2012-11,Lincolnshire Police,Lincolnshire Police,-0.553035,53.192588,On or near WEYMOUTH CLOSE,E01026137,Lincoln 011A,Investigation complete; no suspect identified
60515dd1c299315788cb9590773cf06b8b5ead6f1fe1a8c94c8ac5a001226634,2012-11,Lincolnshire Police,Lincolnshire Police,-0.593985,53.216469,On or near HARRIER COURT,E01026159,Lincoln 009C,Investigation complete; no suspect identified
e7df505205aa6713922db88a6c497fb5e4e1bdff67af01a6ce056a41d94232fd,2012-11,Lincolnshire Police,Lincolnshire Police,-0.549838,53.209252,On or near SAVILLE STREET,E01026174,Lincoln 008D,Investigation complete; no suspect identified
4d81aef70377602a219231d02f470aa780667c94b64c1603cefa444802fd0c7e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.160898,52.773097,On or near RIVER BANK,E01026265,South Holland 009D,Investigation complete; no suspect identified
71a561169d8ce3871af7a2e3f0bca384d0f8bef00c9ef64778b4d23cc220b465,2012-11,Lincolnshire Police,Lincolnshire Police,-0.142988,52.779058,On or near HOLYROOD WALK,E01026268,South Holland 007A,Investigation complete; no suspect identified
253c78c7dc3fe26313d9b1fc1088eb634e968140d507864a6ca0e8e32207b82e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.632510,52.913333,On or near Sports/Recreation Area,E01026345,South Kesteven 006F,Investigation complete; no suspect identified
f8734b1eff927d18bee09befab2f276b2ef98603e100ed28cce96eacf52a34be,2012-11,Lincolnshire Police,Lincolnshire Police,-0.782587,53.410007,On or near BEAUFORT STREET,E01026381,West Lindsey 004C,Investigation complete; no suspect identified
8be3e55af07ac1699deea859932816280e018fd13e9d3c5eee2698a0ce588872,2012-11,Lincolnshire Police,Lincolnshire Police,-0.384472,53.537071,On or near THE CHESTNUTS,E01026387,West Lindsey 001C,Investigation complete; no suspect identified
7e928069471e15e094e5ed11b263e51936f70808ebb37104342c01ca93f3ed4a,2012-11,Lincolnshire Police,Lincolnshire Police,0.014690,53.164705,On or near KINGS COURT,E01026060,East Lindsey 009A,Investigation complete; no suspect identified
c8e779ddea3e29b5dda7c7f0e1e10bc481a7e1165b146bcb2810dcb5ffd7d8e2,2012-11,Lincolnshire Police,Lincolnshire Police,0.336022,53.144565,On or near LINCOLN ROAD,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
cc02c1cea887eeb7a11a929bebc76e0488fc866f898f318a6fa0e5563983bb6e,2012-11,Lincolnshire Police,Lincolnshire Police,0.098089,53.169549,On or near MAGELLAN DRIVE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
cb6d7164d8499cadd2f2cddaa4b1d59c4ad6542af97205a1ecc1ee13242fde23,2012-11,Lincolnshire Police,Lincolnshire Police,-0.530385,53.229438,On or near BAGGHOLME ROAD,E01026126,Lincoln 004D,Investigation complete; no suspect identified
fff996951ba531837ce6e0d81b19d6ed16e8877ba5f9bb06f8edff60444da2cc,2012-11,Lincolnshire Police,Lincolnshire Police,-0.525821,53.249761,On or near REDBOURNE DRIVE,E01026165,Lincoln 002D,Investigation complete; no suspect identified
07f82009a3391bc63313e0ab6b0ca24c67ebc002bee333a0d709369b487188c3,2012-11,Lincolnshire Police,Lincolnshire Police,-0.339015,53.040976,On or near CHURCH LANE,E01026207,North Kesteven 012D,Investigation complete; no suspect identified
48f44e90c5e51dd4f9d5527edd6ad07b4e589caee4e6d149fc719a1604b2f4ab,2012-11,Lincolnshire Police,Lincolnshire Police,0.015942,52.802447,On or near ALBERT WALK,E01026250,South Holland 003A,Investigation complete; no suspect identified
ca6ab294c04ff90d9e1358a48b944d7b5d87557f850bccdb4b2d2469162ae7d8,2012-11,Lincolnshire Police,Lincolnshire Police,-0.160198,52.774948,On or near Petrol Station,E01026267,South Holland 009E,Investigation complete; no suspect identified
04ebf0f6d627e5b1c3d3abe1a4edfeed0aba4fe62e067df1bdfb92a9e9f578df,2012-11,Lincolnshire Police,Lincolnshire Police,-0.658410,52.908711,On or near HILL VIEW CLOSE,E01026309,South Kesteven 005B,Investigation complete; no suspect identified
8a266ab83210f09d2a5b3699f12dfcc1ce793bc938b67cdc44a85dfcf6b7150c,2012-11,Lincolnshire Police,Lincolnshire Police,-0.633917,52.902642,On or near EDWARD STREET,E01026344,South Kesteven 006E,Investigation complete; no suspect identified
6e76bb7ebc536bc48352630eeadd55ca2971f5986317735a8ed012f2697e3601,2012-11,Lincolnshire Police,Lincolnshire Police,-0.320458,53.494010,On or near RAWLINSON AVENUE,E01026368,West Lindsey 001B,Investigation complete; no suspect identified
4ec2e1e8e3b0630163b4b8f58801908dcf7f18ef7cdae4666166eb9f9bb3d6e6,2012-11,Lincolnshire Police,Lincolnshire Police,-0.755756,53.400975,On or near EASTERN AVENUE,E01026377,West Lindsey 006D,Investigation complete; no suspect identified
e21ea66e67d4cfb850b33ca21fe16606a366c20c9118f88e2c1394571c34250b,2012-11,Lincolnshire Police,Lincolnshire Police,-0.724213,53.439224,On or near MILL CLOSE,E01026407,West Lindsey 002E,Investigation complete; no suspect identified
22371bde9c5e8363be389d0c9742c9c6c46972e566640d9372051df7f60fa24a,2012-11,Lincolnshire Police,Lincolnshire Police,0.241670,53.158733,On or near THE PADDOCKS,E01026046,East Lindsey 013A,Investigation complete; no suspect identified
ebf2f963665850ee52c9121bcf3ecfb4ef2f77dcaabe99139cc1773c1850933d,2012-11,Lincolnshire Police,Lincolnshire Police,0.338516,53.199793,On or near ANCHOR LANE,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
259600092ad809b749950adbacbef8d02ac7dbe1b239982d2d7a96a1f5bbf7da,2012-11,Lincolnshire Police,Lincolnshire Police,-0.041099,53.433822,On or near MAIN ROAD,E01026080,East Lindsey 001E,Investigation complete; no suspect identified
355cdb16302ecbe8456ab354c9109d820265b609ca6f0e2098af47912e7da8c2,2012-11,Lincolnshire Police,Lincolnshire Police,-0.611231,53.218541,On or near HURN CLOSE,E01026127,Lincoln 007A,Investigation complete; no suspect identified
9281e26e8b8712934bfd4d47d2dddb45d5efb39e75323d741c9a7dff731d5697,2012-11,Lincolnshire Police,Lincolnshire Police,-0.540487,53.230605,On or near CLASKETGATE,E01026143,Lincoln 005B,Investigation complete; no suspect identified
4925ad1e16e8e2a373087a7c421d64b88d7c110ed2d01ffca20d22d1c27d899f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.545506,53.252700,On or near CLARENDON GARDENS,E01026150,Lincoln 001B,Investigation complete; no suspect identified
b5e9428f476ec24c9c16d57f6306304f8c609f634f0f74c9f6332961b84a29f0,2012-11,Lincolnshire Police,Lincolnshire Police,-0.538975,53.222658,On or near WALNUT PLACE,E01026176,Lincoln 006B,Investigation complete; no suspect identified
359c456c8ed8dd19fefe9ec0c5c1f58f0739ecc8db23215594ce152dc4b3b82e,2012-11,Lincolnshire Police,Lincolnshire Police,0.001970,52.865782,On or near Parking Area,E01026248,South Holland 002B,Investigation complete; no suspect identified
e8cadab012b513b9d07294b22195d5cb3b0ddf19d62398fccc19c70a8371c46e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.130745,52.796272,On or near Sports/Recreation Area,E01026270,South Holland 007C,Investigation complete; no suspect identified
a9cd3cac0cd33c9eab72e7ffbff00a08433bc7ab3c6dde2e2e427cc65b7c5f67,2012-11,Lincolnshire Police,Lincolnshire Police,-0.251785,53.543997,On or near LIMBER ROAD,E01026367,West Lindsey 001A,Investigation complete; no suspect identified
6925b5673db2dda2a52c55d83040ca627cb3a085914579aedee6d4a05587076b,2012-11,Lincolnshire Police,Lincolnshire Police,-0.755450,53.392891,On or near BROCKLESBY CLOSE,E01026374,West Lindsey 006A,Investigation complete; no suspect identified
29fd895dc36dd283536eb6cb908b2aa4595bd03f3e02460c4a87647f433073aa,2012-11,Lincolnshire Police,Lincolnshire Police,-0.552514,53.298201,On or near THIRD AVENUE,E01026400,West Lindsey 009D,Investigation complete; no suspect identified
76f09671b5108830b2bb39f072ac781ffed653995a96be5bdc07332b41cb7d3e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.022761,52.978851,On or near Shopping Area,E01026025,Boston 003C,Investigation complete; no suspect identified
2c3e2453c8b1bc6399c6a7ae9d17705553bf5685d0e6c0b71a0cd433d8e26905,2012-11,Lincolnshire Police,Lincolnshire Police,0.255441,53.344689,On or near RUGBY ROAD,E01026074,East Lindsey 005C,Investigation complete; no suspect identified
f7408010f77e5402e39d2dbec8fefa34606c79d527f66dccd95299fd7f9e6f6d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.001423,53.367240,On or near Shopping Area,E01026081,East Lindsey 004A,Investigation complete; no suspect identified
47c4b0983ce4f455e87e4e2f70d7cb8cfdecb1bbb7c7e7915da8452afdd310ef,2012-11,Lincolnshire Police,Lincolnshire Police,0.347323,53.166416,On or near THE DRIVE,E01026115,East Lindsey 012C,Investigation complete; no suspect identified
73509d3be0b687b851a891c109b0a102f49c1aed19ff058fd831352f0572855a,2012-11,Lincolnshire Police,Lincolnshire Police,-0.529094,53.252220,On or near DUNHOLME COURT,E01026165,Lincoln 002D,Investigation complete; no suspect identified
b0750c70076e4d88dfe989d4ccd02f44af83d3edbf6a95b875bcdb6024ce3672,2012-11,Lincolnshire Police,Lincolnshire Police,-0.584796,53.187630,On or near MONSAL DALE,E01026219,North Kesteven 014D,Investigation complete; no suspect identified
85053a9bd20769e3081930ea4115f100715e380e38090a64995eb7872b393cbd,2012-11,Lincolnshire Police,Lincolnshire Police,-0.485415,52.660449,On or near EDWARD ROAD,E01026288,South Kesteven 015B,Investigation complete; no suspect identified
8fa65b5f7b01c8815aae45185f8ecff3c207562316395106ce82f6ad69f6117a,2012-11,Lincolnshire Police,Lincolnshire Police,-0.651404,52.914538,On or near ELY WAY,E01026322,South Kesteven 004C,Investigation complete; no suspect identified
18ff04a6b8c7b7db78dc2a7b62ed5650e4db8050959776a10e120b069334be40,2012-11,Lincolnshire Police,Lincolnshire Police,-0.637654,52.906722,On or near LONDON ROAD,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
84b62d3cd8208b27a2e2e70f18b58ac9a3a85ffbcd18c6ac27465312da2edd45,2012-11,Lincolnshire Police,Lincolnshire Police,-0.485878,52.651312,On or near WEST STREET,E01026349,South Kesteven 016A,Investigation complete; no suspect identified
ccad93a2213c7b89b912c031712a9104b52a999715be24698f51b4e3685d8760,2012-11,Lincolnshire Police,Lincolnshire Police,-0.760555,53.389034,On or near CLAREMONT ROAD,E01026375,West Lindsey 006B,Investigation complete; no suspect identified
99e1e1e97432107fb1ee51afe2c7b6157e91c4c21ca6376459f17834dbb91cf8,2012-11,Lincolnshire Police,Lincolnshire Police,-0.758883,53.391731,On or near ELIOT CLOSE,E01026376,West Lindsey 006C,Investigation complete; no suspect identified
64d1f5b93b30d2ea7c6f41be317aff2b63169fa00d4b87135ea7a2c17fd5fc9f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.386459,53.537206,On or near HOWSHAM LANE,E01026387,West Lindsey 001C,Investigation complete; no suspect identified
cf30b71c83221f9784174e93a2ebc9d1ebea07b89409c478e7048f68626f8a8c,2012-11,Lincolnshire Police,Lincolnshire Police,0.326532,53.226497,On or near ELLIOTT WAY,E01026050,East Lindsey 010C,Investigation complete; no suspect identified
6b3072789348f65bee6f71635b058830897bd2f19d37d65899cf29c13c5482c6,2012-11,Lincolnshire Police,Lincolnshire Police,0.328012,53.154873,On or near MANOR DRIVE,E01026084,East Lindsey 012A,Investigation complete; no suspect identified
e78dc6733d74962dec90d763d67e6e7dfb43ab5c63774eda805ef1f7c43715c8,2012-11,Lincolnshire Police,Lincolnshire Police,-0.538215,53.230011,On or near SILVER STREET,E01026122,Lincoln 004A,Investigation complete; no suspect identified
8c3dd49949160d86c7bb033d24adc3dae3508747b124cca97469a71a419011ad,2012-11,Lincolnshire Police,Lincolnshire Police,-0.608899,53.217966,On or near MARHAM CLOSE,E01026128,Lincoln 007B,Investigation complete; no suspect identified
ce45c67d1ac2e1f3d9117689f6faf6a3b33651f796611057c191cfaaad4f85fc,2012-11,Lincolnshire Police,Lincolnshire Police,-0.553176,53.187079,On or near SOUTHDOWN,E01026140,Lincoln 011D,Investigation complete; no suspect identified
27e99133eefee8cbbac69de8590bde2ec2319a365531bd1cb2e557bc9f93a734,2012-11,Lincolnshire Police,Lincolnshire Police,-0.551909,53.250414,On or near BUCHANAN STREET,E01026149,Lincoln 001A,Investigation complete; no suspect identified
9a56b1bf37480b48cb5a3199357160df5166356f919b5e1475cdf8d2994ef19d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.530774,53.252205,On or near SWABY CLOSE,E01026165,Lincoln 002D,Investigation complete; no suspect identified
4ff55b315406b8f78efba947110cb97bf90102decf5b323b6aeb9c083c2b8e14,2012-11,Lincolnshire Police,Lincolnshire Police,-0.550321,53.204718,On or near ELLISON STREET,E01026175,Lincoln 010E,Investigation complete; no suspect identified
228ee1f052076075895a6da37e6a331f39bff0a4f6f2c60fadb98b5d2588fa1f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.533726,53.223726,On or near CLIFTON STREET,E01026176,Lincoln 006B,Investigation complete; no suspect identified
01ecdaa159bce61a28a41265de0d2a9579192b5865cae8fc6d65ad950c9e4dfe,2012-11,Lincolnshire Police,Lincolnshire Police,-0.162564,52.869701,On or near CHURCH STREET,E01026247,South Holland 001D,Investigation complete; no suspect identified
e1e3a1223cec6016f721c23067557dfd6910b40b1f75798e34eed8e142c3fcdf,2012-11,Lincolnshire Police,Lincolnshire Police,-0.097699,52.778898,On or near AUSTENDIKE ROAD,E01026281,South Holland 004A,Investigation complete; no suspect identified
abf46682131b38a93f74d9ca995f4c9656c0b4c6bd5e4610293d425a88be045e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.422104,53.235426,On or near CORN CLOSE,E01026373,West Lindsey 011E,Investigation complete; no suspect identified
b20b60cfcc0d1d7f5efbeeaaf588912e2daa5abc71bf7dc11b179ec23b6269aa,2012-11,Lincolnshire Police,Lincolnshire Police,-0.337814,53.387448,On or near Supermarket,E01026390,West Lindsey 003B,Investigation complete; no suspect identified
006537a6d42af047a32cc7a25eaa3df4f6f2c49b2cf0050a879c9dbbb3d6873b,2012-11,Lincolnshire Police,Lincolnshire Police,0.081632,53.154104,On or near CHAPEL LANE,E01026059,East Lindsey 013D,Investigation complete; no suspect identified
d0f0f8f4e3c57010ef7cc8f85d551e97ed080ef2a18623e9875799ca90f425ce,2012-11,Lincolnshire Police,Lincolnshire Police,0.331977,53.142766,On or near Supermarket,E01026092,East Lindsey 014A,Investigation complete; no suspect identified
51b2f3801ee877724b286cd5c95adb54c915277279aea09d4fe93b12c81375d2,2012-11,Lincolnshire Police,Lincolnshire Police,0.095299,53.173698,On or near THE TERRACE,E01026100,East Lindsey 013E,Investigation complete; no suspect identified
7c64fec4487906a7c2112979333c662911e0f8587e3f34bbe98d3a508ccbe69d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.538756,53.228660,On or near Shopping Area,E01026122,Lincoln 004A,Investigation complete; no suspect identified
1d0d678549352dd28157a6f3a0d4d51d2f470a2998ca564541277be33e5e87f4,2012-11,Lincolnshire Police,Lincolnshire Police,-0.544313,53.238851,On or near Supermarket,E01026148,Lincoln 003D,Investigation complete; no suspect identified
ff053f6238ac0622896f9af34e5e403ec3be881fab0b5c5e03995b79ad321c8d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.524220,53.248816,On or near LANGTON CLOSE,E01026165,Lincoln 002D,Investigation complete; no suspect identified
37bb63490750b56f55f86271b46257b46746fa426f77d603b12370751633fcb6,2012-11,Lincolnshire Police,Lincolnshire Police,-0.527233,53.109458,On or near Sports/Recreation Area,E01026194,North Kesteven 006B,Investigation complete; no suspect identified
32a26bd54034fd1b82211bce56485c09e7cfa4f67000555225c40169c4693e08,2012-11,Lincolnshire Police,Lincolnshire Police,-0.165957,52.810739,On or near CHERRY HOLT LANE,E01026260,South Holland 005D,Investigation complete; no suspect identified
43cb9924955d6e835f1e5a05c6d887094f9f688addc366b04a68c8220ab491c7,2012-11,Lincolnshire Police,Lincolnshire Police,-0.150040,52.784446,On or near CHURCH GATE,E01026269,South Holland 007B,Investigation complete; no suspect identified
ae603e9c0b7079345e19ca3361396f01aa3d6a4f1dc8c5270209f79b7cf94158,2012-11,Lincolnshire Police,Lincolnshire Police,0.193555,52.768007,On or near HIGH STREET,E01026278,South Holland 008E,Investigation complete; no suspect identified
926cc72ebc3a06f86ded45d46947dfec94bc7f17a87458457eac11ffed0249b1,2012-11,Lincolnshire Police,Lincolnshire Police,-0.632024,52.905129,On or near BRIDGE STREET,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
bea676f2255bb7ab84ae1590b0b72b8b0a50960c276d200da987b1ea7c525440,2012-11,Lincolnshire Police,Lincolnshire Police,-0.780016,53.412597,On or near ANASTASIA CLOSE,E01026381,West Lindsey 004C,Investigation complete; no suspect identified
7c61f9c3d2bc2c0eb95b71a92ff8cb99ab79cfa89342d8c14480e4325fbeeb33,2012-11,Lincolnshire Police,Lincolnshire Police,-0.659701,53.482367,On or near CRAPPLE LANE,E01026401,West Lindsey 002B,Investigation complete; no suspect identified
8f32925d83add81c6854f0b4eb313453cfb8d69996c14bedf95681c440d5bc98,2012-11,Lincolnshire Police,Lincolnshire Police,0.352492,53.188423,On or near MARINE DRIVE,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
d1ac9aeb49e2dc348a08fb130df202dfc22bcb7d8d39353cf7eeff6471b125ae,2012-11,Lincolnshire Police,Lincolnshire Police,-0.184869,53.212630,On or near B1190,E01026082,East Lindsey 007B,Investigation complete; no suspect identified
c8fed10598f18120d6b3ba9a5dffafb627fd4e4f5a919770dc2048293a6a98bc,2012-11,Lincolnshire Police,Lincolnshire Police,-0.537118,53.230132,On or near Parking Area,E01026122,Lincoln 004A,Investigation complete; no suspect identified
086b5e5a712ee9ed1c3a1164f5e43a247fed7f75edc5bdaa92fd8564821e6376,2012-11,Lincolnshire Police,Lincolnshire Police,-0.556120,53.201885,On or near Petrol Station,E01026141,Lincoln 011E,Investigation complete; no suspect identified
35398a17039d1cffa90df4171406881a4fc690bab3b54f6c87c902e5f2049269,2012-11,Lincolnshire Police,Lincolnshire Police,-0.552458,53.232360,On or near WELLINGTON STREET,E01026146,Lincoln 005D,Investigation complete; no suspect identified
1b06645946cd2abb7f0de5403ca01140c56b34e1e2e5b34afca458ea63ca70a4,2012-11,Lincolnshire Police,Lincolnshire Police,-0.513901,53.244696,On or near FRANK WRIGHT COURT,E01026154,Lincoln 004F,Investigation complete; no suspect identified
1c10db161200466e42c2e836130d087ba222b177b3221b86702b5aa8a17e5ee3,2012-11,Lincolnshire Police,Lincolnshire Police,-0.530930,53.235828,On or near LANGWORTHGATE,E01026167,Lincoln 003G,Investigation complete; no suspect identified
2ef763c3d06b4c017f65c2e05acfe6960b004a9deea9e698d7f18e6fbfb8389e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.156271,52.865711,On or near BELCHMIRE LANE,E01026247,South Holland 001D,Investigation complete; no suspect identified
c991e66bf89cbaea88ea92f0e4e840d62c2c56c0f8e3e8848ad4faa4b764e637,2012-11,Lincolnshire Police,Lincolnshire Police,-0.148283,52.783564,On or near LOVE LANE,E01026269,South Holland 007B,Investigation complete; no suspect identified
02bfbfeae8b9a4c7cf3c957eaaaaf66224ce2597547f90c8049100146d511609,2012-11,Lincolnshire Police,Lincolnshire Police,-0.148763,52.785864,On or near CHURCH STREET,E01026272,South Holland 007E,Investigation complete; no suspect identified
9d494a734c6d5cf42d08a2d701646c19a87645a67fe12f538b8d8d4792910591,2012-11,Lincolnshire Police,Lincolnshire Police,-0.781747,53.407293,On or near CURZON STREET,E01026378,West Lindsey 004A,Investigation complete; no suspect identified
dc231d8f92ecd9c29bd90306955575e682a70a0475b31143beef904308dabe1e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.771470,53.404248,On or near JUNIPER WAY,E01026380,West Lindsey 002A,Investigation complete; no suspect identified
8798054bd7f666068718e5e38c611cc8290e2a1472a0901152f0075eade0f049,2012-11,Lincolnshire Police,Lincolnshire Police,-0.046953,52.950409,On or near RALPHS LANE,E01026041,Boston 007E,Investigation complete; no suspect identified
53468b82c830101b374f0812b994c3bfe83095fc3c22b39b7587b637ad77e3e4,2012-11,Lincolnshire Police,Lincolnshire Police,0.342814,53.137743,On or near BARBARA ROAD,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
02e9e915c5575543b9e846d05c51b20685d37383a238a05bb8ade024c852bd4f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.525635,53.228589,On or near CANNON STREET,E01026126,Lincoln 004D,Investigation complete; no suspect identified
902e1b640c124e701da99cee1af86cb5bb610e07d8cdcb5d2163ba933f1b5ea7,2012-11,Lincolnshire Police,Lincolnshire Police,-0.554432,53.220923,On or near ST MATHEWS CLOSE,E01026133,Lincoln 008A,Investigation complete; no suspect identified
eba7368c9292be7957e94584f46efb9c60f29e7f57235543d76d29c509cad459,2012-11,Lincolnshire Police,Lincolnshire Police,-0.573760,53.205864,On or near SANSFORD GREEN,E01026173,Lincoln 010D,Investigation complete; no suspect identified
f35c7fee2eeffc91302368b9773d68c62856a5507d8fba29cdd6e0700327cc6e,2012-11,Lincolnshire Police,Lincolnshire Police,0.088073,52.788235,On or near BROADGATE,E01026246,South Holland 002A,Investigation complete; no suspect identified
9d1678b5b0668a507dc460e1e612dd067aaebe44212a8f10b453011e65e59ee1,2012-11,Lincolnshire Police,Lincolnshire Police,-0.605651,52.917983,On or near NINTH AVENUE,E01026292,South Kesteven 007A,Investigation complete; no suspect identified
b60c0b2dc3fa1ff13801001363963eb1db0cbad9b7e8c84eb675fadb593cf85f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.368893,52.765405,On or near VICTORIA PLACE,E01026298,South Kesteven 011D,Investigation complete; no suspect identified
444b353620d33aba9a3af26d7acc23e0d8e8a2c35fe393a6023897fba793a26d,2012-11,Lincolnshire Police,Lincolnshire Police,-0.659028,52.911352,On or near SHANKLIN DRIVE,E01026309,South Kesteven 005B,Investigation complete; no suspect identified
bdfca01d4a7f271e074f32578a8c0de7e80ed159acc14c0fb1f373e7ae2bfc35,2012-11,Lincolnshire Police,Lincolnshire Police,-0.473629,52.649869,On or near PHILLIPS COURT,E01026350,South Kesteven 016B,Investigation complete; no suspect identified
9a277b839e41191195f745612fcc12da5e0634f36c6d0292182e3664a0887c8f,2012-11,Lincolnshire Police,Lincolnshire Police,-0.782045,53.409490,On or near SALISBURY STREET,E01026381,West Lindsey 004C,Investigation complete; no suspect identified
dd72483c200973cf571b482f3a7576442be655cf7b24e3e54895d11c6427e37e,2012-11,Lincolnshire Police,Lincolnshire Police,-0.725609,53.364377,On or near UPTON ROAD,E01026388,West Lindsey 007A,Investigation complete; no suspect identified
a9c3daad3d86004e52b7d5ea7af8b0499e773a881e4ee9e93254317e56e6840c,2012-11,Lincolnshire Police,Lincolnshire Police,-0.543454,53.284417,On or near Park/Open Space,E01026397,West Lindsey 009B,Investigation complete; no suspect identified
0acd60ef34b348c6e80d66aa8e06e1fdd0b7b379120b4175f1f1b6639841ceaa,2012-11,Lincolnshire Police,Lincolnshire Police,0.352492,53.188423,On or near MARINE DRIVE,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
38d2b8d91d3806069ea1dd648064af4e87b9db0046c32fbd67a8685c6516e67e,2012-11,Lincolnshire Police,Lincolnshire Police,0.319266,53.141638,On or near HAWTHORN ROAD,E01026094,East Lindsey 015B,Investigation complete; no suspect identified
dfc1e62d3d31af295d63fd54a195a8521eb15e7f0485b56823f300288115c1b2,2012-11,Lincolnshire Police,Lincolnshire Police,0.235909,53.095653,On or near ST EDMUNDS CLOSE,E01026110,East Lindsey 017B,Investigation complete; no suspect identified
2945068a7ffd40d7f43176c91c910a68f9559d75477a09626fb5d6ff0e208d4b,2012-11,Lincolnshire Police,Lincolnshire Police,-0.550730,53.235639,On or near YORK AVENUE,E01026145,Lincoln 005C,Investigation complete; no suspect identified
a5bf97a1f0307fdbbb6fbcf4f5a5e32d20bb7b67736b7191d0f26eeb51ea8bfd,2012-11,Lincolnshire Police,Lincolnshire Police,-0.541350,53.221518,On or near NELTHORPE STREET,E01026177,Lincoln 006C,Investigation complete; no suspect identified
