Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0defba55c835e5d13409292fe3df4e1a46f4e9a4cf606ddfcd595044ca898e91,2012-11,Dorset Police,Dorset Police,-1.829375,50.728916,On or near COLONNADE ROAD,E01015275,Bournemouth 016C,Investigation complete; no suspect identified
6d67026fc26e25e23049a7b17717acb265dd64042f4a39068ff6c97575d76c15,2012-11,Dorset Police,Dorset Police,-1.875668,50.716097,On or near Theatre/Concert Hall,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
92afaf47b283376bf7a9c4e6b92666341c55937d1e74455c6444bd2893d6f148,2012-11,Dorset Police,Dorset Police,-1.853401,50.730100,On or near VICTORIA PLACE,E01015294,Bournemouth 015C,Investigation complete; no suspect identified
8dc007fab4fd17b2335884b3b8737448c5af9c4ff9e0bc94a53b1c47f7be35a6,2012-11,Dorset Police,Dorset Police,-1.897137,50.770128,On or near HORSHAM AVENUE,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
2b912f17bfbf0e3226f4337f16f21c46a705464f2713d592bc9cb6f8e4f577e0,2012-11,Dorset Police,Dorset Police,-1.826438,50.745252,On or near Sports/Recreation Area,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
e5388c7c4a90981dfeea8b9fafd47f45b0cb33f60c08fa17293415efa6b75348,2012-11,Dorset Police,Dorset Police,-1.887986,50.760237,On or near LEYBOURNE AVENUE,E01015333,Bournemouth 003B,Investigation complete; no suspect identified
6a98a8264b6ba1e1a7748fe65944ee6c9a9cf08d69041302efb18ca4bc3bbbec,2012-11,Dorset Police,Dorset Police,-1.869144,50.734669,On or near Supermarket,E01015345,Bournemouth 013C,Investigation complete; no suspect identified
0a6ddaa0cfa6b9f972f1f14cb03d3edbc3be100614f6f5e7876cd15f993bd2ee,2012-11,Dorset Police,Dorset Police,-1.903317,50.723461,On or near Supermarket,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
ce154cb45cae8295cab74def1108cef650b1931ec130802501f790e5373d1a47,2012-11,Dorset Police,Dorset Police,-1.934871,50.730192,On or near SPRING GARDENS,E01015390,Poole 010A,Investigation complete; no suspect identified
0b8a39a6f47c028d2814fe55f3af96824a2dcb05bc54175f57c054b769ea11cd,2012-11,Dorset Police,Dorset Police,-2.020419,50.724686,On or near JUNCTION ROAD,E01015427,Poole 014A,Investigation complete; no suspect identified
02671f2a878dc6b5ed987c4b074d8119ebe435ee5c8c6937ce333c4845e7d3e5,2012-11,Dorset Police,Dorset Police,-1.946745,50.780026,On or near MOORTOWN DRIVE,E01015431,Poole 001A,Investigation complete; no suspect identified
7ad67c1313abd71b062f280ae4f8a45ef443404b662e0da9d121cd11d98fd028,2012-11,Dorset Police,Dorset Police,-1.973496,50.728183,On or near POUND LANE,E01015445,Poole 012A,Investigation complete; no suspect identified
879cb52aaaa53fcd2a8faae77f84bf70c408762348f00881b729a152ac410e02,2012-11,Dorset Police,Dorset Police,-1.990796,50.725093,On or near STERTE AVENUE WEST,E01015465,Poole 015A,Investigation complete; no suspect identified
6e8e8eadc2afd2d00a34acfc50db4cda4d0219f3e337203743d55bd646264627,2012-11,Dorset Police,Dorset Police,-1.985232,50.714022,On or near PROPSPEROUS STREET,E01032662,Poole 015I,Investigation complete; no suspect identified
b50181be6805eee35db2bc275dbaf10379881a4b374ba49f9966bb2b5826f663,2012-11,Dorset Police,Dorset Police,-1.901532,50.764071,On or near PLASSEY CRESCENT,E01015305,Bournemouth 001C,Investigation complete; no suspect identified
8e2aa44b3126b0c36d0e47eb0e021a3ea7b52febc0068860c7affb00c1cde6b5,2012-11,Dorset Police,Dorset Police,-1.869151,50.732169,On or near MILTON ROAD,E01015326,Bournemouth 013A,Investigation complete; no suspect identified
e377ff6e811d24b7bc2f5ee27c883a84c85656b4941ca013e8a891cf888f329b,2012-11,Dorset Police,Dorset Police,-1.860549,50.751394,On or near CHARMINSTER CLOSE,E01015343,Bournemouth 004A,Investigation complete; no suspect identified
c17ad30ca69d9db11a215bbf4e59175aa2b5da03fcf45f7e426f1939ca991b1b,2012-11,Dorset Police,Dorset Police,-1.846868,50.760738,On or near TAYLOR DRIVE,E01015353,Bournemouth 004E,Investigation complete; no suspect identified
b386ac828472cf5a1a1f5580c576520af02f1dc3d2fd1a797f32b453f5d25aae,2012-11,Dorset Police,Dorset Police,-1.878678,50.740803,On or near Supermarket,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
aaa790d00175d46c894327f1aaa643fa6003cc332bbe2b2aa8ddfd457d0e5d5f,2012-11,Dorset Police,Dorset Police,-1.870816,50.744895,On or near PINE ROAD,E01015378,Bournemouth 010E,Investigation complete; no suspect identified
c6d8d4e59eea9d846f92076d13a5199e8b0b9d114c367445f39f4640a5de2610,2012-11,Dorset Police,Dorset Police,-1.933871,50.746099,On or near EVERING AVENUE,E01015380,Poole 007A,Investigation complete; no suspect identified
8ad33c2897910913925cce85beb98d086283fb2cc68786344b2a5c7fb7050d01,2012-11,Dorset Police,Dorset Police,-1.955550,50.753267,On or near UPLYME CLOSE,E01015409,Poole 005C,Investigation complete; no suspect identified
36fdaa99199a7c7f11ac36de20d524e2c55d447230d6a3f2a16990c43045ae10,2012-11,Dorset Police,Dorset Police,-2.032943,50.724279,On or near PEVERELL ROAD,E01015430,Poole 014D,Investigation complete; no suspect identified
78cdc74ff6bd06ae5d235ccee6badeb5146c5dea963dcb199472e7a63dd50ce2,2012-11,Dorset Police,Dorset Police,-1.943897,50.729504,On or near WESLEY ROAD,E01015441,Poole 008C,Investigation complete; no suspect identified
c399000a6e270e170b312b6a85598e1fc50f782ad648ccc083deb1a8b923b4e4,2012-11,Dorset Police,Dorset Police,-1.944587,50.721195,On or near HIGHMOOR CLOSE,E01015453,Poole 017B,Investigation complete; no suspect identified
087476e4ecfc5dcbeec023160d03e1781e779e678bac7e64f9afb24231862f14,2012-11,Dorset Police,Dorset Police,-1.973117,50.721978,On or near Hospital,E01015468,Poole 015D,Investigation complete; no suspect identified
7b618788bbaec758118529d930fd6d88de42d08d9e1ab3c55e65f1660aedfac3,2012-11,Dorset Police,Dorset Police,-1.932841,50.732565,On or near ALBERT ROAD,E01015392,Poole 010C,Investigation complete; no suspect identified
6366fd3fd0c89a35a8429bc8f2e5c12f2df274ae0ce39b522fc851cfb8ff2cf5,2012-11,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
cdd5c33064336a563574e859f4832bbb931dd81decd3034c308aebaec7d436f8,2012-11,Dorset Police,Dorset Police,-1.842198,50.724411,On or near CECIL ROAD,E01033241,Bournemouth 019F,Investigation complete; no suspect identified
8d9a91b8a0e5c9d14db64fd26ec581c8b688074e46bdeb92aab8775b8b658af3,2012-11,Dorset Police,Dorset Police,-1.879752,50.719977,On or near GERVIS PLACE,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
eea371071e7808ef7771c987c1514df7729a78739df553b4a1f18bf91d2b92d2,2012-11,Dorset Police,Dorset Police,-1.875668,50.716097,On or near Theatre/Concert Hall,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
98dd6e1166b1a0de7fe39e9a2b2444474760b9ea7588e153da348e58740172e0,2012-11,Dorset Police,Dorset Police,-1.862119,50.728690,On or near PORTCHESTER COURT,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
4b5433ac9eaea356a6c44d96359faec5c927098352b2d7892606f938a78131e8,2012-11,Dorset Police,Dorset Police,-1.793799,50.728751,On or near Supermarket,E01015299,Bournemouth 020D,Investigation complete; no suspect identified
02338091a3ec55ba5aeec3c784d9d5984c7d43475090d08a0edad0dc79439246,2012-11,Dorset Police,Dorset Police,-1.897137,50.770128,On or near HORSHAM AVENUE,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
2ceae0dcd203786a9cbd46530808d3eafb0bd2dc617e1c544e5c4fdb2c8ef25b,2012-11,Dorset Police,Dorset Police,-1.927365,50.764890,On or near SPICER LANE,E01015311,Bournemouth 002D,Investigation complete; no suspect identified
3ab5582b9d87447ebb809c5538f6eeb50e6979b4131af10c847918a17fa8c57d,2012-11,Dorset Police,Dorset Police,-1.873560,50.757344,On or near COMBER ROAD,E01015324,Bournemouth 006C,Investigation complete; no suspect identified
9d671ae660870342aa9a33288e1b842f3f46931bfb22b3a4c180e24b291f45a7,2012-11,Dorset Police,Dorset Police,-1.813608,50.728191,On or near Hospital,E01015365,Bournemouth 018D,Investigation complete; no suspect identified
ca68309803e9fcbd48a8a97ac42ab5d9b43ea598b890727b1a3ce8476ff5d5b0,2012-11,Dorset Police,Dorset Police,-2.003790,50.754472,On or near SANDFORD WAY,E01015398,Poole 003D,Investigation complete; no suspect identified
25bb807d43b77d284295a70bc95cf69ae9559831202704e2276febf76aa3a610,2012-11,Dorset Police,Dorset Police,-1.945442,50.716888,On or near CONIFER AVENUE,E01015458,Poole 013A,Investigation complete; no suspect identified
f341bcd19bc76660a20ed7d5cf65d06f93d75754e4f9e32d99b19167569d515c,2012-11,Dorset Police,Dorset Police,-1.944403,50.720826,On or near HIGHMOOR ROAD,E01015463,Poole 013E,Investigation complete; no suspect identified
5cad032ff065484b2cbefbfff3ccc4211d2c287a0650981954d9fce3bab5d2ef,2012-11,Dorset Police,Dorset Police,-1.884611,50.720072,On or near Bus/Coach Station,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
366a8f067719583f96d09cdf2c2d1b29c17d52d6810a6281ad01d2cfeb384aa1,2012-11,Dorset Police,Dorset Police,-1.842617,50.726273,On or near CARNARVON ROAD,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
6d20ac94febe3ba0a18d9ee43e307beda5eed22f5d29e420d50e01694b93b26a,2012-11,Dorset Police,Dorset Police,-1.861401,50.722295,On or near CHRISTCHURCH ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
2b770e2dbb305a6bf84d48d4f06ccf37474add75c3cf5e48776dfa509de25ab7,2012-11,Dorset Police,Dorset Police,-1.897137,50.770128,On or near HORSHAM AVENUE,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
244740a5b43ad71227df74294926e4ef5d58a469003ebc52958ecd296794a943,2012-11,Dorset Police,Dorset Police,-1.897239,50.769040,On or near RODWELL CLOSE,E01015306,Bournemouth 001D,Investigation complete; no suspect identified
e7658f5edb37f07c5308200e083d0ab143ea988c512d58f70217433276b0de7c,2012-11,Dorset Police,Dorset Police,-1.839520,50.753741,On or near YEOMANS WAY,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
6b227103c21a769fd12974eaa648a3af38dee830febb2768008b566857c146ed,2012-11,Dorset Police,Dorset Police,-1.876476,50.737662,On or near ALBEMARLE ROAD,E01015346,Bournemouth 012B,Investigation complete; no suspect identified
c851820db7b2040b94031733cee3b12b8681e31cfcab737da3e004bf2439cafe,2012-11,Dorset Police,Dorset Police,-1.915920,50.750098,On or near CANFORD AVENUE,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
d030f7c906bfa7915c7bc6475b03ae9487cc3d9872a3ea5cc850f37fc12b205d,2012-11,Dorset Police,Dorset Police,-1.875904,50.745135,On or near CALVIN ROAD,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
11392b3d98a45b6001f603ee65feeeabbd60186bb2e12837e5de95ffedada0df,2012-11,Dorset Police,Dorset Police,-1.913197,50.742929,On or near RODNEY CLOSE,E01015383,Poole 007D,Investigation complete; no suspect identified
08f1dcb573bc5e0b85184143544a07ea24774547905e39e717ba347531bf4bc4,2012-11,Dorset Police,Dorset Police,-1.934178,50.729121,On or near SHELLEY ROAD,E01015390,Poole 010A,Investigation complete; no suspect identified
d910ebd2af0b601593968b0b48d6c11f2c79dd5aeb8964436087ac83d0af5c3f,2012-11,Dorset Police,Dorset Police,-2.033763,50.722975,On or near SOUTH HAVEN CLOSE,E01015430,Poole 014D,Investigation complete; no suspect identified
004444f9493f5f6cef415e8eec149601e38c25c3b43473193f6aab4ba1e55e91,2012-11,Dorset Police,Dorset Police,-1.964887,50.720987,On or near Parking Area,E01015452,Poole 017A,Investigation complete; no suspect identified
89f6c9869bb112208f4726ecf21ad1035d8ca9bfa7b72d388c0921fd7b9b692e,2012-11,Dorset Police,Dorset Police,-1.839827,50.726062,On or near Parking Area,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
03b0d07297f2b7cc61e860058e06305040b8e28f477d7aaab02819e7fa357f97,2012-11,Dorset Police,Dorset Police,-1.878932,50.730336,On or near ST ANTHONY'S ROAD,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
164b4bd8b23f899ba101dffa3950ee54ed2f2b6e40ca90cdcefbb903836b5cd4,2012-11,Dorset Police,Dorset Police,-1.859428,50.733120,On or near BENNETT ROAD,E01015327,Bournemouth 015D,Investigation complete; no suspect identified
ed5b26f9f6b94213da6daedb6c132ffcc4b4a46195b5aaac125376392692a6ec,2012-11,Dorset Police,Dorset Police,-1.892925,50.751824,On or near ARCHDALE CLOSE,E01015358,Bournemouth 007E,Investigation complete; no suspect identified
b5569e571f0e205a1eda10f345f390245cfdd0929c78af6273fbe277eefd64c2,2012-11,Dorset Police,Dorset Police,-1.875904,50.745135,On or near CALVIN ROAD,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
086026e21f12d5b8190f40182243a1a863aa94d799f2b281074dedb106a7dba0,2012-11,Dorset Police,Dorset Police,-1.996531,50.761477,On or near Pedestrian Subway,E01015401,Poole 003G,Investigation complete; no suspect identified
62cfa07ac269eca119fd4b8750ddf6e927fbfb9662227d57e122ba6798da8b0e,2012-11,Dorset Police,Dorset Police,-1.937089,50.766730,On or near MARQUIS WAY,E01015435,Poole 002B,Investigation complete; no suspect identified
fd4e65280ab61337baa35367c1b3438107fdcb6a67cab0352dec187f041245de,2012-11,Dorset Police,Dorset Police,-1.959389,50.723215,On or near PARK ROAD,E01015452,Poole 017A,Investigation complete; no suspect identified
2c33354ebc501863cbc4704a1df6eff84d525cc412bb57b9bcabf435c5e1e244,2012-11,Dorset Police,Dorset Police,-1.945018,50.728506,On or near PEARSON AVENUE,E01015454,Poole 017C,Investigation complete; no suspect identified
cc3a11dd035694b2794aac6e58bfd6163eb38d126d558af37f7646320e642948,2012-11,Dorset Police,Dorset Police,-1.958269,50.723458,On or near COMMERCIAL ROAD,E01015456,Poole 011D,Investigation complete; no suspect identified
0124a8c545bbe4a8d7f0a086d29d041ef81d616f209ce9cf77b43a90425d33eb,2012-11,Dorset Police,Dorset Police,-1.929655,50.721915,On or near CALEDON ROAD,E01015464,Poole 013F,Investigation complete; no suspect identified
c2f6a3221ea98c4fc0f6913e9647c1f46d7693ffb548207cd0cf1ca347b2bff2,2012-11,Dorset Police,Dorset Police,-1.987863,50.724652,On or near STERTE AVENUE,E01015465,Poole 015A,Investigation complete; no suspect identified
b1ec64f7b4b4b2c3c3fbda84d5b0ed5c4f0cf6fb18350c3ba26e021554245dc4,2012-11,Dorset Police,Dorset Police,-1.816434,50.730120,On or near ALEXANDRA ROAD,E01015274,Bournemouth 018A,Investigation complete; no suspect identified
4bd1db9190c095d8f1d2fd8c9025f7f5f31005bac6bdc20cc5d1bec24378cc7e,2012-11,Dorset Police,Dorset Police,-1.861791,50.719688,On or near GROVE ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
b48f5b26e60b612a2fad07d1bc1a432c1cb0e83d1612b7064e3e510905e376c3,2012-11,Dorset Police,Dorset Police,-1.828399,50.736118,On or near NEWLANDS ROAD,E01015314,Bournemouth 011A,Investigation complete; no suspect identified
d03e68cff7169801eda28e59e6726c8da38cb4aaa4a83df8dfa3e9023c90018a,2012-11,Dorset Police,Dorset Police,-1.896500,50.731126,On or near ROTHESAY ROAD,E01015344,Bournemouth 012A,Investigation complete; no suspect identified
4b042b8b43d60ade663ea4745419d9b0a6d08649602973f18acec4984a01bbb7,2012-11,Dorset Police,Dorset Police,-1.816278,50.726540,On or near Supermarket,E01015365,Bournemouth 018D,Investigation complete; no suspect identified
8da24a1c70662fac148ec88ce7a3737264696a9805f4a7145518ea47ab1a28c4,2012-11,Dorset Police,Dorset Police,-1.906015,50.719875,On or near WESTERN ROAD,E01015369,Bournemouth 024C,Investigation complete; no suspect identified
89d9c1088b5b0831ca45b17821e545118aaa0574f2db6c15bdca705ae52ad774,2012-11,Dorset Police,Dorset Police,-1.968046,50.741905,On or near BURBRIDGE CLOSE,E01015407,Poole 005A,Investigation complete; no suspect identified
4597b631f589cdde6f3cac50d1b862fd52b72c9f646ab8b636f3fafdda98818e,2012-11,Dorset Police,Dorset Police,-2.010217,50.713897,On or near ROCKLEY ROAD,E01015426,Poole 016D,Investigation complete; no suspect identified
5a0334d3382a693e0f72c8ce5942219a981af885bbdb2891f6e49c4dbf7cd0ca,2012-11,Dorset Police,Dorset Police,-2.024953,50.724380,On or near MIDDLEBERE CRESCENT,E01015430,Poole 014D,Investigation complete; no suspect identified
40cb87ffc5a389f527166f20383a9354998a5cf75d89c2901fd30a0b18720741,2012-11,Dorset Police,Dorset Police,-1.952193,50.736720,On or near ST CLEMENTS ROAD,E01015439,Poole 008B,Investigation complete; no suspect identified
1ead112bc193fdd043d7c9021a20c25a59f4eae6bd2dcc6584efcc16d5e48e4b,2012-11,Dorset Police,Dorset Police,-1.951443,50.735200,On or near RINGWOOD ROAD,E01015440,Poole 011A,Investigation complete; no suspect identified
d816437716acca7492b1f62866a47c1b311223d3a0223982e4d1be93674daa86,2012-11,Dorset Police,Dorset Police,-1.949286,50.712007,On or near SANDBANKS ROAD,E01015455,Poole 017D,Investigation complete; no suspect identified
20d6a2a28ee9462245e0ce9480c0e0273d4f5dcce8db5550f7048e25100b4a33,2012-11,Dorset Police,Dorset Police,-1.951638,50.724364,On or near CHALICE CLOSE,E01015457,Poole 011E,Investigation complete; no suspect identified
4960d50993cf60525fd2bc83adad1937394c3768a4027821fbe774ba0ac3ac9a,2012-11,Dorset Police,Dorset Police,-1.879962,50.721120,On or near Parking Area,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
682f77c0d649e2eeea482d90d981741eac7d7a573051ba289eab06675642d5e6,2012-11,Dorset Police,Dorset Police,-1.878440,50.718033,On or near EXETER PARK ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
254907013023e51efc539b6b5dfe27cb302bb1c640db54948bc78b2fec898a67,2012-11,Dorset Police,Dorset Police,-1.873620,50.719413,On or near UPPER HINTON ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
f9898e5ff8a9a4a6a8427070627f70af2815319b5fc3b71b4f5cdc2df589aa36,2012-11,Dorset Police,Dorset Police,-1.875774,50.729595,On or near ST IVES GARDENS,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
3bc3fa53e3aab819cfe2bee8cfd37af23c2e5eb3a68dbb5576333c93a4d5119f,2012-11,Dorset Police,Dorset Police,-1.907902,50.754669,On or near WILLOW TREE RISE,E01015309,Bournemouth 005B,Investigation complete; no suspect identified
4239365c771ada7e620ec5021f92ccdd6306f9f6bc1fad402b4b28f540d8eaf8,2012-11,Dorset Police,Dorset Police,-1.888419,50.750732,On or near KINSBOURNE AVENUE,E01015358,Bournemouth 007E,Investigation complete; no suspect identified
0fd4cdcfe8a952173e11218618610f3438e612d9af5364e1e9881db7a59527cb,2012-11,Dorset Police,Dorset Police,-1.913370,50.749395,On or near WALLISCOTT ROAD,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
c7ebb0d249e3c9b115e906e41a08800d8aa6dcc7c5a443afed8a67e285b64093,2012-11,Dorset Police,Dorset Police,-1.883168,50.741932,On or near FIRS GLEN ROAD,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
004400156d49a5ab1020efa77ce638d52416203854b2465599ce02e399450682,2012-11,Dorset Police,Dorset Police,-1.913995,50.740574,On or near ALDER HILLS,E01015382,Poole 007C,Investigation complete; no suspect identified
0ed8921b8a68ad0cd065042f4ce0f473cac7488d7836f6c10e3ca5c95cc03f53,2012-11,Dorset Police,Dorset Police,-1.903246,50.709451,On or near Parking Area,E01015405,Poole 018D,Investigation complete; no suspect identified
5443991f9238ca5ad978589f5a8b122b64d160d6ff71db440125b562c1de3d84,2012-11,Dorset Police,Dorset Police,-1.953524,50.737377,On or near KINSON AVENUE,E01015439,Poole 008B,Investigation complete; no suspect identified
3ea95881535b6a1cc759a049e641a658a7ef528379e768605067b6e541d06b1c,2012-11,Dorset Police,Dorset Police,-1.939605,50.728755,On or near Bus/Coach Station,E01015460,Poole 013B,Investigation complete; no suspect identified
5ec9749bbbd3a197923f78e0ea2ed578496270dd5ab576cc68e9ac09ff319e69,2012-11,Dorset Police,Dorset Police,-1.840972,50.722422,On or near SEA ROAD,E01033283,Bournemouth 019G,Investigation complete; no suspect identified
e6b6e3b155410999ad06d86b95bf0f8d3ba8c3998352c8f83a6a7700993acd90,2012-11,Dorset Police,Dorset Police,-1.822145,50.733734,On or near KING'S PARK DRIVE,E01015276,Bournemouth 016D,Investigation complete; no suspect identified
de5689c2b27b9c92fd054f293cff72ed599de2a896395d5f8821927cf5e1a610,2012-11,Dorset Police,Dorset Police,-1.875951,50.721844,On or near Supermarket,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
7bc69794f191ffb79f9df654ab30c016c2171c094f76ff4b42d1f7ff9bb32443,2012-11,Dorset Police,Dorset Police,-1.865580,50.722228,On or near Further/Higher Educational Building,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
822a4a1a6e3b329bfc94b510d205172c0223a9b9cdcbeccc20c90112d77d9557,2012-11,Dorset Police,Dorset Police,-1.901782,50.766256,On or near KINSON ROAD,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
a758ca096bad08a5cb60d8ce2bbf425d119f5c5aceba7a3d95df3f11986c9ffb,2012-11,Dorset Police,Dorset Police,-1.876319,50.754254,On or near TENNYSON ROAD,E01015323,Bournemouth 006B,Investigation complete; no suspect identified
bd104fb2af3344ee4fe65c07e1b26ed41c87ae3db8e556657e7fcd09a03c69d4,2012-11,Dorset Police,Dorset Police,-1.879725,50.741641,On or near Supermarket,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
653db4a8b6d66212e0d0032ad877d04513e3ec56457624627c19d005ef703cc3,2012-11,Dorset Police,Dorset Police,-1.877494,50.743778,On or near Parking Area,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
8a7c2a84c67bf4f3adc42f131e52345a5424bb109df96be630cace8aa0e54217,2012-11,Dorset Police,Dorset Police,-1.871884,50.737810,On or near ST LUKE'S ROAD,E01015376,Bournemouth 013D,Investigation complete; no suspect identified
3d44e7bb96dbca101cfecf9a29ba0ebbba5b87d28150b288de50d18d7bd6f751,2012-11,Dorset Police,Dorset Police,-1.867904,50.742302,On or near MARKHAM ROAD,E01015378,Bournemouth 010E,Investigation complete; no suspect identified
1065f1083a91527e3eb80f00b6cb0b56ab7299faa364348f9ba38aca721afbdd,2012-11,Dorset Police,Dorset Police,-1.909740,50.727765,On or near ERPINGHAM ROAD,E01015389,Poole 009D,Investigation complete; no suspect identified
c30a65b55a0e80b31b00ffe5815a9e88582be80263a64496b46973628156b17e,2012-11,Dorset Police,Dorset Police,-1.938976,50.688908,On or near Parking Area,E01015406,Poole 018E,Investigation complete; no suspect identified
3ec24f67801ba78fc87657f1078356e51bca05ee3eb003c369aab9d4a083086f,2012-11,Dorset Police,Dorset Police,-1.953020,50.731136,On or near B3061,E01015439,Poole 008B,Investigation complete; no suspect identified
222eaa1f2938fa31473f56b7ea782d66f24e9475c143e2d7ecaa16279a240304,2012-11,Dorset Police,Dorset Police,-1.838747,50.727005,On or near Shopping Area,E01015280,Bournemouth 019C,Investigation complete; no suspect identified
eb01ca7d684ca4256178855e8a85632fea73c582e7080ac7bfbad1712d650283,2012-11,Dorset Police,Dorset Police,-1.880385,50.727451,On or near WYCHWOOD DRIVE,E01015286,Bournemouth 017C,Investigation complete; no suspect identified
8b4f4b06c54c9d79a80dd56b1ee19f9830966fae5be87dc769bebad08a2dd3b3,2012-11,Dorset Police,Dorset Police,-1.851803,50.724513,On or near Further/Higher Educational Building,E01015289,Bournemouth 021C,Investigation complete; no suspect identified
d41ec573cc0eff0dc312a7280d08cb71d5077d48ff00bc5f8c812a07965568d2,2012-11,Dorset Police,Dorset Police,-1.903323,50.768820,On or near Supermarket,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
fd2c4ebb0f29e8378beeb9488dc637c5e1e20cd5b791a0a3210026132292dbc5,2012-11,Dorset Police,Dorset Police,-1.815522,50.738724,On or near HOLDENHURST AVENUE,E01015316,Bournemouth 014A,Investigation complete; no suspect identified
fec415a8566818198371aa53fbdeb2f424b3485b6fc29f96d9cb8da59ae6e893,2012-11,Dorset Police,Dorset Police,-1.863821,50.747387,On or near SUTTON ROAD,E01015322,Bournemouth 010A,Investigation complete; no suspect identified
caf0f02761c4b1efda735830786f4be42e56a468176933ded6f19314f5ae4690,2012-11,Dorset Police,Dorset Police,-1.846805,50.745244,On or near BOWER ROAD,E01015342,Bournemouth 010C,Investigation complete; no suspect identified
121f92d5f9205c7cfc6f12ad7f56bc3b530c8859095e85c0021cb0d071d49b04,2012-11,Dorset Police,Dorset Police,-1.896826,50.750344,On or near WALTON ROAD,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
024935c3e3e4f9cf42fb6dc1b9be0784d596c4c66f99cbf729bf78cc57f49973,2012-11,Dorset Police,Dorset Police,-1.927543,50.740970,On or near GRANGE GARDENS,E01015384,Poole 007E,Investigation complete; no suspect identified
f661ee427c32ee8102bc391ebee7b9abaf0e139628690c1ec5ea2c8ebb47a365,2012-11,Dorset Police,Dorset Police,-1.935793,50.729284,On or near CARLTON GROVE,E01015390,Poole 010A,Investigation complete; no suspect identified
f106af735728d375bc012e5473e829b69930435e1d6da0a0cf0e305ea683a7d0,2012-11,Dorset Police,Dorset Police,-1.980826,50.784721,On or near Sports/Recreation Area,E01015432,Poole 001B,Investigation complete; no suspect identified
a7c3ad93a455bd5829687a10e8bc6740f64d51aa3fae1a2c0157ef9d96d452b5,2012-11,Dorset Police,Dorset Police,-1.966272,50.725798,On or near HARRY PAYE CLOSE,E01015456,Poole 011D,Investigation complete; no suspect identified
d52bbe553dfc5ba815a2bed825e69e94fc5eca5b161e6d04ea70d9dbc1c23f8e,2012-11,Dorset Police,Dorset Police,-1.990796,50.725093,On or near STERTE AVENUE WEST,E01015465,Poole 015A,Investigation complete; no suspect identified
8626a6807ae7668ebed4d7f1d014c4f9ba3474ef66ef644e9fd858e161549eb4,2012-11,Dorset Police,Dorset Police,-1.933788,50.724616,On or near BOURNEMOUTH ROAD,E01015461,Poole 013C,Investigation complete; no suspect identified
b70adb18909370c3c2a5d5ff9b43c87dbaa6e9d9cb4b29bc7db61e9d96daa9a9,2012-11,Dorset Police,Dorset Police,-1.837767,50.727723,On or near HAVILAND ROAD WEST,E01015280,Bournemouth 019C,Investigation complete; no suspect identified
b0fe232ad2c6b24343a9f2a46e154e4343be4920e95b7c826244d4a79c4226e7,2012-11,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
2c8265a5b290a46577151bfbfc3fa3d50f7a977e4fee9604718981f8c864797f,2012-11,Dorset Police,Dorset Police,-1.851577,50.737651,On or near CROMER ROAD,E01015329,Bournemouth 015E,Investigation complete; no suspect identified
90cd0c1f213f0c3e7dd828bb5a269e8318e9f9d85bd1aa7c4940f722cab6d1d5,2012-11,Dorset Police,Dorset Police,-1.858211,50.755897,On or near Sports/Recreation Area,E01015349,Bournemouth 004B,Investigation complete; no suspect identified
