Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-06,Thames Valley Police,Thames Valley Police,-0.975290,51.992268,On or near Deerfield Close,E01017648,Aylesbury Vale 001A,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.980491,51.999254,On or near Moorhen Way,E01017648,Aylesbury Vale 001A,Burglary,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.977083,51.995404,On or near Otters Brook,E01017648,Aylesbury Vale 001A,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.986952,51.994365,On or near Waglands Garden,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.994217,51.993222,On or near Primrose Way,E01017649,Aylesbury Vale 001B,Anti-social behaviour,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.993026,51.993068,On or near Bluebell Close,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.986293,51.997758,On or near Ford Street,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.993026,51.993068,On or near Bluebell Close,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.992188,51.998600,On or near Fishers Field,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.993026,51.993068,On or near Bluebell Close,E01017649,Aylesbury Vale 001B,Violent crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.996630,51.992119,On or near Gawcott Road,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.993026,51.993068,On or near Bluebell Close,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.986952,51.994365,On or near Waglands Garden,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.990724,51.992437,On or near Lenborough Road,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.987085,51.994933,On or near Chandos Close,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.992188,51.998600,On or near Fishers Field,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.986293,51.997758,On or near Ford Street,E01017649,Aylesbury Vale 001B,Other crime,,
,2011-06,Thames Valley Police,Thames Valley Police,-0.986293,51.997758,On or near Ford Street,E01017649,Aylesbury Vale 001B,Other crime,,
