Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-01,Essex Police,Essex Police,0.710669,52.063730,On or near Rodbridge Hill,E01029901,Babergh 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.710669,52.063730,On or near Rodbridge Hill,E01029901,Babergh 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.710669,52.063730,On or near Rodbridge Hill,E01029901,Babergh 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.439541,51.639160,On or near Smythe Road,E01021237,Basildon 001A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.439197,51.642719,On or near Potash Road,E01021237,Basildon 001A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.439541,51.639160,On or near Smythe Road,E01021237,Basildon 001A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.439197,51.642719,On or near Potash Road,E01021237,Basildon 001A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.433094,51.641839,On or near Dunfane,E01021237,Basildon 001A,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.434974,51.643203,On or near Glanmire,E01021238,Basildon 001B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.437715,51.641482,On or near Broome Road,E01021238,Basildon 001B,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.442765,51.628958,On or near The Mount,E01021242,Basildon 001C,Other crime,,
,2011-01,Essex Police,Essex Police,0.421129,51.639721,On or near Trafalgar Way,E01021250,Basildon 001D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.424426,51.638403,On or near Springfield Road,E01021250,Basildon 001D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.424426,51.638403,On or near Springfield Road,E01021250,Basildon 001D,Burglary,,
,2011-01,Essex Police,Essex Police,0.427357,51.644575,On or near Lampern Crescent,E01021251,Basildon 001E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.410532,51.640767,On or near Spencer Close,E01021245,Basildon 002A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.407541,51.640774,On or near Granville Close,E01021245,Basildon 002A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.408509,51.641590,On or near Betony Crescent,E01021245,Basildon 002A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.407541,51.640774,On or near Granville Close,E01021245,Basildon 002A,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.408204,51.639384,On or near Oakley Drive,E01021245,Basildon 002A,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.408204,51.639384,On or near Oakley Drive,E01021245,Basildon 002A,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.409314,51.641511,On or near Mallow Gardens,E01021245,Basildon 002A,Violent crime,,
,2011-01,Essex Police,Essex Police,0.408455,51.633210,On or near Gordon Close,E01021246,Basildon 002B,Burglary,,
,2011-01,Essex Police,Essex Police,0.404417,51.631998,On or near Warrington Square,E01021246,Basildon 002B,Other crime,,
,2011-01,Essex Police,Essex Police,0.412636,51.637108,On or near Buttercup Close,E01021248,Basildon 002C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.412636,51.637108,On or near Buttercup Close,E01021248,Basildon 002C,Other crime,,
,2011-01,Essex Police,Essex Police,0.413130,51.637979,On or near Wellington Mews,E01021248,Basildon 002C,Other crime,,
,2011-01,Essex Police,Essex Police,0.419416,51.641222,On or near Farriers Drive,E01021252,Basildon 002E,Burglary,,
,2011-01,Essex Police,Essex Police,0.417423,51.641245,On or near Horseshoe Close,E01021252,Basildon 002E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.419937,51.638235,On or near Chestwood Close,E01021252,Basildon 002E,Other crime,,
,2011-01,Essex Police,Essex Police,0.428740,51.636902,On or near Dukes Road,E01021239,Basildon 003A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.429540,51.634026,On or near Norsey Road,E01021239,Basildon 003A,Burglary,,
,2011-01,Essex Police,Essex Police,0.428235,51.626912,On or near Kelvedon Road,E01021240,Basildon 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.420480,51.626721,On or near West Cloister,E01021240,Basildon 003B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Burglary,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.417398,51.625283,On or near High Street,E01021240,Basildon 003B,Other crime,,
,2011-01,Essex Police,Essex Police,0.436334,51.626510,On or near Stansted Close,E01021241,Basildon 003C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.439004,51.622687,On or near Warner Close,E01021241,Basildon 003C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.440173,51.622671,On or near Darell Way,E01021241,Basildon 003C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.440173,51.622671,On or near Darell Way,E01021241,Basildon 003C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.439004,51.622687,On or near Warner Close,E01021241,Basildon 003C,Violent crime,,
,2011-01,Essex Police,Essex Police,0.436334,51.626510,On or near Stansted Close,E01021241,Basildon 003C,Other crime,,
,2011-01,Essex Police,Essex Police,0.429771,51.627276,On or near Copford Close,E01021243,Basildon 003D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.433368,51.622930,On or near The Rising,E01021243,Basildon 003D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.433368,51.622930,On or near The Rising,E01021243,Basildon 003D,Other crime,,
,2011-01,Essex Police,Essex Police,0.415655,51.637073,On or near Kensington Gardens,E01021247,Basildon 003E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.419272,51.629552,On or near Radford Court,E01021247,Basildon 003E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.419272,51.629552,On or near Radford Court,E01021247,Basildon 003E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.414367,51.631596,On or near Radford Crescent,E01021247,Basildon 003E,Burglary,,
,2011-01,Essex Police,Essex Police,0.414367,51.631596,On or near Radford Crescent,E01021247,Basildon 003E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.419272,51.629552,On or near Radford Court,E01021247,Basildon 003E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.414367,51.631596,On or near Radford Crescent,E01021247,Basildon 003E,Other crime,,
,2011-01,Essex Police,Essex Police,0.419272,51.629552,On or near Radford Court,E01021247,Basildon 003E,Other crime,,
,2011-01,Essex Police,Essex Police,0.419272,51.629552,On or near Radford Court,E01021247,Basildon 003E,Other crime,,
,2011-01,Essex Police,Essex Police,0.417043,51.622143,On or near Sun Street,E01021244,Basildon 004A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.412849,51.623155,On or near Tensing Gardens,E01021244,Basildon 004A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.418384,51.624274,On or near Chapel Street,E01021244,Basildon 004A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.418384,51.624274,On or near Chapel Street,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.417043,51.622143,On or near Sun Street,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.418384,51.624274,On or near Chapel Street,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.414893,51.624912,On or near Lion Lane,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.418384,51.624274,On or near Chapel Street,E01021244,Basildon 004A,Other crime,,
,2011-01,Essex Police,Essex Police,0.417763,51.628072,On or near Tanfield Drive,E01021253,Basildon 004B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417763,51.628072,On or near Tanfield Drive,E01021253,Basildon 004B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.413994,51.629202,On or near West Park Avenue,E01021253,Basildon 004B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417763,51.628072,On or near Tanfield Drive,E01021253,Basildon 004B,Burglary,,
,2011-01,Essex Police,Essex Police,0.417763,51.628072,On or near Tanfield Drive,E01021253,Basildon 004B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.408224,51.625031,On or near Rosslyn Road,E01021253,Basildon 004B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.417763,51.628072,On or near Tanfield Drive,E01021253,Basildon 004B,Other crime,,
,2011-01,Essex Police,Essex Police,0.418251,51.621767,On or near Fairview,E01021255,Basildon 004C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.417980,51.619659,On or near School Road,E01021255,Basildon 004C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.410191,51.621250,On or near Rushdene Road,E01021255,Basildon 004C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.418406,51.620883,On or near Weir Wynd,E01021255,Basildon 004C,Other crime,,
,2011-01,Essex Police,Essex Police,0.408455,51.619837,On or near Fairfield Rise,E01021256,Basildon 004D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.407561,51.621241,On or near Abbey Road,E01021256,Basildon 004D,Burglary,,
,2011-01,Essex Police,Essex Police,0.426036,51.615770,On or near Langham Crescent,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.427435,51.613835,On or near Hickstars Lane,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.429590,51.613062,On or near Ganels Road,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.426036,51.615770,On or near Langham Crescent,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.426036,51.615770,On or near Langham Crescent,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.426036,51.615770,On or near Langham Crescent,E01021258,Basildon 004E,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.428565,51.613613,On or near Carvers Wood,E01021258,Basildon 004E,Burglary,,
,2011-01,Essex Police,Essex Police,0.428180,51.614790,On or near Well Mead,E01021258,Basildon 004E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.426036,51.615770,On or near Langham Crescent,E01021258,Basildon 004E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.427435,51.613835,On or near Hickstars Lane,E01021258,Basildon 004E,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.429590,51.613062,On or near Ganels Road,E01021258,Basildon 004E,Other crime,,
,2011-01,Essex Police,Essex Police,0.430284,51.615520,On or near Beams Way,E01021258,Basildon 004E,Other crime,,
,2011-01,Essex Police,Essex Police,0.425962,51.616545,On or near Maple Mead,E01021258,Basildon 004E,Other crime,,
,2011-01,Essex Police,Essex Police,0.521278,51.615768,On or near Jersey Gardens,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.519178,51.616191,On or near Station Avenue,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.527413,51.619845,On or near Rettendon Gardens,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.522719,51.618048,On or near Hereward Gardens,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.528225,51.617570,On or near Runwell Road,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.521278,51.615768,On or near Jersey Gardens,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.521607,51.613890,On or near High Street,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.523971,51.617185,On or near Edward Gardens,E01021334,Basildon 005A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.522068,51.615166,On or near Elm Road,E01021334,Basildon 005A,Burglary,,
,2011-01,Essex Police,Essex Police,0.522068,51.615166,On or near Elm Road,E01021334,Basildon 005A,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.528225,51.617570,On or near Runwell Road,E01021334,Basildon 005A,Other crime,,
,2011-01,Essex Police,Essex Police,0.521607,51.613890,On or near High Street,E01021334,Basildon 005A,Other crime,,
,2011-01,Essex Police,Essex Police,0.521607,51.613890,On or near High Street,E01021334,Basildon 005A,Other crime,,
,2011-01,Essex Police,Essex Police,0.523414,51.613914,On or near Lower Southend Road,E01021336,Basildon 005B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.529843,51.609261,On or near Hillwood Grove,E01021336,Basildon 005B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.532362,51.611959,On or near St. Charles Drive,E01021336,Basildon 005B,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.523414,51.613914,On or near Lower Southend Road,E01021336,Basildon 005B,Burglary,,
,2011-01,Essex Police,Essex Police,0.529843,51.609261,On or near Hillwood Grove,E01021336,Basildon 005B,Violent crime,,
,2011-01,Essex Police,Essex Police,0.523414,51.613914,On or near Lower Southend Road,E01021336,Basildon 005B,Other crime,,
,2011-01,Essex Police,Essex Police,0.523414,51.613914,On or near Lower Southend Road,E01021336,Basildon 005B,Other crime,,
,2011-01,Essex Police,Essex Police,0.532362,51.611959,On or near St. Charles Drive,E01021336,Basildon 005B,Other crime,,
,2011-01,Essex Police,Essex Police,0.517023,51.622415,On or near Haslemere Road,E01021338,Basildon 005C,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.518912,51.623661,On or near Lapwing Road,E01021338,Basildon 005C,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.518912,51.623661,On or near Lapwing Road,E01021338,Basildon 005C,Vehicle crime,,
,2011-01,Essex Police,Essex Police,0.516858,51.617616,On or near Silver Way,E01021338,Basildon 005C,Other crime,,
,2011-01,Essex Police,Essex Police,0.519138,51.622253,On or near Arundel Road,E01021338,Basildon 005C,Other crime,,
,2011-01,Essex Police,Essex Police,0.536922,51.612904,On or near Highcliffe Way,E01021339,Basildon 005D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.534591,51.615913,On or near Rettendon View,E01021339,Basildon 005D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.534591,51.615913,On or near Rettendon View,E01021339,Basildon 005D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.534591,51.615913,On or near Rettendon View,E01021339,Basildon 005D,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.534951,51.614349,On or near Appletree Way,E01021339,Basildon 005D,Burglary,,
,2011-01,Essex Police,Essex Police,0.536922,51.612904,On or near Highcliffe Way,E01021339,Basildon 005D,Violent crime,,
,2011-01,Essex Police,Essex Police,0.536922,51.612904,On or near Highcliffe Way,E01021339,Basildon 005D,Violent crime,,
,2011-01,Essex Police,Essex Police,0.534951,51.614349,On or near Appletree Way,E01021339,Basildon 005D,Other crime,,
,2011-01,Essex Police,Essex Police,0.534084,51.615123,On or near St. Catherines Close,E01021339,Basildon 005D,Other crime,,
,2011-01,Essex Police,Essex Police,0.496806,51.615230,On or near Studland Avenue,E01021264,Basildon 006A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.483845,51.618617,On or near Church Road,E01021264,Basildon 006A,Anti-social behaviour,,
,2011-01,Essex Police,Essex Police,0.485008,51.622450,On or near Orchard Avenue,E01021264,Basildon 006A,Other crime,,
