Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
eff01dc5a66e5bbda46077a4f3998124cb80639f656c9610df0809e451a12af5,2014-02,Warwickshire Police,Warwickshire Police,-1.605765,52.238558,On or near WELLESBOURNE ROAD,E01031269,Warwick 014E,Investigation complete; no suspect identified
c1f1cfce4d10ea5b714db4cdca8293419dcc8e2ddc66eac5802a2de717d3bd6a,2014-02,Warwickshire Police,Warwickshire Police,-1.472778,52.367284,On or near SISKIN PARKWAY WEST,E01031308,Warwick 005G,Investigation complete; no suspect identified
f747cddc2ccd843727b3148c555aa22358afe2cba0d1490b40e489488937bd9f,2014-02,Warwickshire Police,Warwickshire Police,-1.894247,52.272603,On or near Supermarket,E01031239,Stratford-on-Avon 003A,Investigation complete; no suspect identified
0ef7558f24a347f94e438dd64ef0c0fdbe179857e837c1e0a5e5a6f6423acd71,2014-02,Warwickshire Police,Warwickshire Police,-1.539814,52.281878,On or near LEE ROAD,E01031265,Warwick 013E,Investigation complete; no suspect identified
b6fb0e8dfec2a9003bcbc15bec74848187c210869481c016ba7e82a282dde961,2014-02,Warwickshire Police,Warwickshire Police,-1.318710,52.244254,On or near JACKSON LANE,E01031224,Stratford-on-Avon 004F,Investigation complete; no suspect identified
0af2e90848eb4f21596100fc759430d11247754ef10b19d406180886d56c4620,2014-02,Warwickshire Police,Warwickshire Police,-1.733307,52.203340,On or near BISHOPTON LANE,E01031236,Stratford-on-Avon 009E,Investigation complete; no suspect identified
0237e3ccb64549fa37e8f0c27eab14e70dac97ca7143c9c71109073330ffc0f8,2014-02,Warwickshire Police,Warwickshire Police,-1.386770,52.281443,On or near WULFSTAN DRIVE,E01031211,Stratford-on-Avon 005G,Investigation complete; no suspect identified
54c44669caf2ca7ceb57c2bd2fd02c14ec8ec25eab2a443df37839efdcab140b,2014-02,Warwickshire Police,Warwickshire Police,-1.710932,52.201381,On or near Shopping Area,E01031231,Stratford-on-Avon 009D,Investigation complete; no suspect identified
b91a49e198768f8c87c5667ed42a7aadfb285af1f61a03b007846f7a5afe8d36,2014-02,Warwickshire Police,Warwickshire Police,-1.544075,52.269434,On or near BUSHY END,E01031315,Warwick 012A,Investigation complete; no suspect identified
9a4a2bd7ec32553c8f3630404aed8e2cadfc3e60695a31798c24798e4a7f2d36,2014-02,Warwickshire Police,Warwickshire Police,-1.446900,52.125710,On or near OLD ROAD,E01031194,Stratford-on-Avon 013A,Investigation complete; no suspect identified
c116a682296e7f191771bc756750d357ff36ce4a4d07b9073cc12bd846bceaa3,2014-02,Warwickshire Police,Warwickshire Police,-1.749483,52.246250,On or near A3400,E01031195,Stratford-on-Avon 002A,Investigation complete; no suspect identified
4fcaf1097e2a2180e7efa9ceaf31034cbdd7e7191489ebed2a0edf993b91270e,2014-02,Warwickshire Police,Warwickshire Police,-1.395429,52.254831,On or near MILL CLOSE,E01031221,Stratford-on-Avon 004C,Investigation complete; no suspect identified
b01a98d758a064eba40e33ae01bede0f50bde975b75f4a68c9f8a6546256bcc0,2014-02,Warwickshire Police,Warwickshire Police,-1.896426,52.274511,On or near CRENDON CLOSE,E01031240,Stratford-on-Avon 003B,Investigation complete; no suspect identified
5fad209d8b3b7ca263e0051df3a4e6d73dd88cf474c687005757b3367623d87a,2014-02,Warwickshire Police,Warwickshire Police,-1.866455,52.220404,On or near LEA CLOSE,E01031185,Stratford-on-Avon 006C,Investigation complete; no suspect identified
0e07cb93487c22c6b9dcc08dd6ed05c202bb942f1f94508ca89cc72fdcd056c9,2014-02,Warwickshire Police,Warwickshire Police,-1.896426,52.274511,On or near CRENDON CLOSE,E01031240,Stratford-on-Avon 003B,Investigation complete; no suspect identified
28206e6f3d706070e6dd7e767a95f8f087c32cbeba621e115df7f5f5144cae03,2014-02,Warwickshire Police,Warwickshire Police,-1.538088,52.284343,On or near Parking Area,E01031261,Warwick 013A,Investigation complete; no suspect identified
1d17aac7b0dd4dbcc84abddf35c0fedf70335c97fa0038aa1592794ee2f6ef61,2014-02,Warwickshire Police,Warwickshire Police,-1.735750,52.193510,On or near SOUTH GREEN DRIVE,E01031233,Stratford-on-Avon 011B,Investigation complete; no suspect identified
41a3f02decec2d8394b1de4b0612074ebd8b05d7533893c48588b629a0b6b1c6,2014-02,Warwickshire Police,Warwickshire Police,-1.705603,52.192863,On or near Shopping Area,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
52ca1e42792b3d44049b6e6f761d6263d3d7d837b08e5e738215cb94c4c40049,2014-02,Warwickshire Police,Warwickshire Police,-1.863278,52.225525,On or near TYTHING ROAD,E01031208,Stratford-on-Avon 007C,Investigation complete; no suspect identified
7a3afcf4ab105d5df62dcdf7553dedd6e532b8cc4b84cd25fcd6bd3951e42bbb,2014-02,Warwickshire Police,Warwickshire Police,-1.396722,52.244867,On or near SOUTHFIELD ROAD,E01031222,Stratford-on-Avon 004D,Investigation complete; no suspect identified
f32ea8615742c601181b92966bb01cf5f01c7fdb6c9d6493bb1d6e43b1473ea3,2014-02,Warwickshire Police,Warwickshire Police,-1.911319,52.169929,On or near B4088,E01031189,Stratford-on-Avon 012A,Investigation complete; no suspect identified
fab925bb3ef2dfbeafc17cc9841df36762d2479a035b169cc43a2b72bf8d42c8,2014-02,Warwickshire Police,Warwickshire Police,-1.867815,52.176604,On or near ALBION TERRACE,E01031190,Stratford-on-Avon 012B,Investigation complete; no suspect identified
5b95cd5e2fcc87a127e5962323a87087dfb33687fa338d72072ea33d5b8f939c,2014-02,Warwickshire Police,Warwickshire Police,-1.548932,52.278892,On or near Shopping Area,E01031315,Warwick 012A,Investigation complete; no suspect identified
1214444230dfe5579fdb6daba1e4a9124cfd01c30565e42f8a7250ad2f9eb7f0,2014-02,Warwickshire Police,Warwickshire Police,-1.775957,52.308822,On or near TANWORTH LANE,E01031203,Stratford-on-Avon 002C,Investigation complete; no suspect identified
e73a138afb605f7dd85db58b4150f459352b3e7ac03a19b12678c8553d7bda98,2014-02,Warwickshire Police,Warwickshire Police,-1.578143,52.292980,On or near PHILLIPPES ROAD,E01031310,Warwick 008B,Investigation complete; no suspect identified
dd32bf64900cb615d6ab4b9de78ab6e6dceff09c51ace6acc6df41445c25f86e,2014-02,Warwickshire Police,Warwickshire Police,-1.471224,52.320348,On or near RUGBY ROAD,E01031280,Warwick 005D,Investigation complete; no suspect identified
10caf1527a46db1fc7dae5917867903c40fefa9c4eca654133c414f9fd2ef79e,2014-02,Warwickshire Police,Warwickshire Police,-1.714449,52.202738,On or near Supermarket,E01031231,Stratford-on-Avon 009D,Investigation complete; no suspect identified
dfc16e53217ba39a8b185de7946dc2c34079cd1700a855531273ec956c09e93d,2014-02,Warwickshire Police,Warwickshire Police,-1.711667,52.187205,On or near SANCTUS STREET,E01031234,Stratford-on-Avon 011C,Investigation complete; no suspect identified
d14e9e32a53a7c0e6babb3ca8947be8f92e79900536f742d3302dad0b71b9104,2014-02,Warwickshire Police,Warwickshire Police,-1.565697,52.286722,On or near Petrol Station,E01031319,Warwick 012E,Investigation complete; no suspect identified
7de39e3f31a03fb1b5791baa3db590540c57427a3e5cd4623fd9436601a9b6b5,2014-02,Warwickshire Police,Warwickshire Police,-1.531866,52.286324,On or near PRIORY TERRACE,E01031336,Warwick 010F,Investigation complete; no suspect identified
254cb158b7eda0c62947343cb8be542de82d4a1f6edfda3be06bb51c8f500311,2014-02,Warwickshire Police,Warwickshire Police,-1.777491,52.134052,On or near THE GREEN,E01031212,Stratford-on-Avon 014B,Investigation complete; no suspect identified
6b2f1b957e9c7911b4d5cf926a34200cc1c31ea522f4827b029ac0ac2d1418c0,2014-02,Warwickshire Police,Warwickshire Police,-1.861045,52.218510,On or near FIELDS PARK DRIVE,E01031186,Stratford-on-Avon 006D,Investigation complete; no suspect identified
244ecedcc7fb9c763b4b2ea40f9a38c257bfdb4ead3717ad3082b931e5096f6c,2014-02,Warwickshire Police,Warwickshire Police,-1.728837,52.336719,On or near BROME HALL LANE,E01031282,Warwick 004B,Investigation complete; no suspect identified
c678db471277cc93fa6dc26ef66b9c9d1190a945167a92d2b444d3bcfc4e3e45,2014-02,Warwickshire Police,Warwickshire Police,-1.709205,52.192359,On or near Supermarket,E01031234,Stratford-on-Avon 011C,Investigation complete; no suspect identified
0e3da540fd6357971b41721a5ceacd962153e12d4acaedc3755623b128cee4e2,2014-02,Warwickshire Police,Warwickshire Police,-1.724107,52.186102,On or near COLBECK CLOSE,E01031232,Stratford-on-Avon 011A,Investigation complete; no suspect identified
15b1a34720f370fb3fa8e9df7657c9d99dfdb13be7a1a8a675a6c5109f736696,2014-02,Warwickshire Police,Warwickshire Police,-1.737793,52.199412,On or near LUDFORD CLOSE,E01031237,Stratford-on-Avon 011E,Investigation complete; no suspect identified
99a6f05e3ab0e79f4534c383e1d3f0277aa0de23f1cc7ae6f2f49730fe624da6,2014-02,Warwickshire Police,Warwickshire Police,-1.498516,52.277151,On or near SCHOOL LANE,E01031302,Warwick 005F,Investigation complete; no suspect identified
d376d94635ebdcf6f4d8d277d42b79d115fcfd688397f3671058f7f8134d17bb,2014-02,Warwickshire Police,Warwickshire Police,-1.553818,52.281383,On or near SEYMOUR GROVE,E01031315,Warwick 012A,Investigation complete; no suspect identified
e5165aa2b1a33f2df8efdbdfcb58cc70fdefe0e0b54278f877bd9e4472b802fa,2014-02,Warwickshire Police,Warwickshire Police,-1.872625,52.223279,On or near PLOVER CLOSE,E01031185,Stratford-on-Avon 006C,Investigation complete; no suspect identified
ae7527510c7519a58c70dcb60a651cadcbedc94027752127af9f3f8038051318,2014-02,Warwickshire Police,Warwickshire Police,-1.530787,52.284395,On or near Parking Area,E01031336,Warwick 010F,Investigation complete; no suspect identified
8759486beb7ad516b3f61f4e2f7642fee68a363b382e71917f7b11918ee3def6,2014-02,Warwickshire Police,Warwickshire Police,-1.547246,52.284756,On or near PRINCE'S DRIVE,E01031265,Warwick 013E,Investigation complete; no suspect identified
11893510bf8fd6da1e12ff7cabc6d7fb4c30814857b6d7ea10d1b9d7e523ad03,2014-02,Warwickshire Police,Warwickshire Police,-1.547246,52.284756,On or near PRINCE'S DRIVE,E01031265,Warwick 013E,Investigation complete; no suspect identified
b5633973edd2dee6e7624f29aa3b1c2b106b8b15b92cfd65c4e5771a6e84a5fc,2014-02,Warwickshire Police,Warwickshire Police,-1.543909,52.297069,On or near WHEATHILL CLOSE,E01031295,Warwick 009F,Investigation complete; no suspect identified
c01a8a4b8562fc86848fa5fe5de40b53b2c68cec3a681b9c2219c9b666806d5b,2014-02,Warwickshire Police,Warwickshire Police,-1.531985,52.288958,On or near Theatre/Concert Hall,E01031271,Warwick 010A,Investigation complete; no suspect identified
0481b061fe36fcd5816dc0b67dae9da54a6145a5e99beda3aaeb3dbd7c184a08,2014-02,Warwickshire Police,Warwickshire Police,-1.525736,52.267294,On or near AVON ROAD,E01031330,Warwick 015D,Investigation complete; no suspect identified
8df8eda3d018c6467b47c52f0047e24b49e00d39260ce7c018ad604220ee5ded,2014-02,Warwickshire Police,Warwickshire Police,-1.591543,52.285115,On or near VICTORIA STREET,E01031324,Warwick 011D,Investigation complete; no suspect identified
3de773c10e07a02151b3c20ec3a2458724bdab00e09de3f5abcb0f1357dd4d13,2014-02,Warwickshire Police,Warwickshire Police,-1.592124,52.354325,On or near COBBS ROAD,E01031254,Warwick 001A,Investigation complete; no suspect identified
a00b161f683dfe0c7c2e6c4e663481a4ef0c7a13a262ae534dd64c8e1405aab4,2014-02,Warwickshire Police,Warwickshire Police,-1.527835,52.267023,On or near WHITMORE ROAD,E01031330,Warwick 015D,Investigation complete; no suspect identified
0ccffd61b5c1deb40ea74b8be240fc887e3ca020da2b2f737384de9ebc2a183e,2014-02,Warwickshire Police,Warwickshire Police,-1.477368,52.376591,On or near ROWLEY DRIVE,E01032529,Coventry 038E,Investigation complete; no suspect identified
bf3ff160f5e369cf5d232fea0807d78833f5c7d5413104b071a9df553e6ada47,2014-02,Warwickshire Police,Warwickshire Police,-1.518171,52.277161,On or near WILNECOTE GROVE,E01031334,Warwick 010D,Investigation complete; no suspect identified
2bb51c91dcc3becbfb6f3b8827e0549003aa636d0e53fe9c6548d525697b0ad3,2014-02,Warwickshire Police,Warwickshire Police,-1.573314,52.284377,On or near WILLIAM TARVER CLOSE,E01031316,Warwick 012B,Investigation complete; no suspect identified
443d4af95893b2ef5cc84af9234c41246e81bbcb550be01d948d7523a70b26fd,2014-02,Warwickshire Police,Warwickshire Police,-1.703193,52.196687,On or near ST GREGORY'S ROAD,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
3a022c643a51f20efcf42f24f860740c2b6970334fbc8bab7766129f4b069a19,2014-02,Warwickshire Police,Warwickshire Police,-1.530494,52.295497,On or near UPPER HILL STREET,E01031272,Warwick 007B,Investigation complete; no suspect identified
5057a098ffcf77ca718ae8351a38bbb7e0edbbdcbd51740f746df83f6ab6b2f5,2014-02,Warwickshire Police,Warwickshire Police,-1.907982,52.278126,On or near GREEN LANE,E01032253,Redditch 009A,Investigation complete; no suspect identified
f8fe727083be86fb7ab72de83b5b4017b726af0a10348ea636f2d49cdbbc1b1f,2014-02,Warwickshire Police,Warwickshire Police,-1.542856,52.293954,On or near STRATHEARN ROAD,E01031294,Warwick 009E,Investigation complete; no suspect identified
80bb8833587b30d07b6c56dbba1b8173a060e4aa6e32f2c7535d521c257f68c4,2014-02,Warwickshire Police,Warwickshire Police,-1.836296,52.209910,On or near STRATFORD ROAD,E01031187,Stratford-on-Avon 007A,Investigation complete; no suspect identified
1cdf364e62f9af33da5f8cd5b70f664f5f73b93d05210b798e3a5896a49255fa,2014-02,Warwickshire Police,Warwickshire Police,-1.610201,52.267126,On or near DOVEHOUSE CLOSE,E01033254,Warwick 011G,Investigation complete; no suspect identified
