Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b4849e180bd1d6206b53c75080000565b0d473bd156816f3ac0d5bd4f21453ab,2014-02,Dorset Police,Dorset Police,-1.777506,50.734656,On or near HIGH STREET,E01020367,Christchurch 006D,Investigation complete; no suspect identified
7110825a453a3a898ec1d805b6aeacabf0e8a60f5531d163f6312f83ffe18103,2014-02,Dorset Police,Dorset Police,-2.469267,50.596009,On or near RYLAND'S LANE,E01020583,Weymouth and Portland 006A,Investigation complete; no suspect identified
4e2d4d17a0d011ceb0032a7e4733c830f7c96a6b4c53a7a004ef0954f7fc1261,2014-02,Dorset Police,Dorset Police,-2.056514,50.769305,On or near CRUMPETS DRIVE,E01020409,East Dorset 005C,Investigation complete; no suspect identified
edd075decb23e26099ee6b35598bf72d331c93be114419b04ad7c45370cf5815,2014-02,Dorset Police,Dorset Police,-2.266927,50.943530,On or near B3091,E01020459,North Dorset 004E,Investigation complete; no suspect identified
b0a5cdea7ae9f5da1bebf260e506239d26452f2adfdb8ffd5be0f31810f32bd1,2014-02,Dorset Police,Dorset Police,-2.159188,50.704516,On or near Park/Open Space,E01020476,Purbeck 003A,Investigation complete; no suspect identified
987ec7ec452d4dd1ac6e3208ece1cff7747f7934f98b6358091181a18171f680,2014-02,Dorset Police,Dorset Police,-2.451111,50.646135,On or near CULLIFORD WAY,E01020551,Weymouth and Portland 001A,Investigation complete; no suspect identified
60f3c18fb9fe9cdea7de28fbd2d236a6ad3cd74c027a43a7c5240ad26d18fa2d,2014-02,Dorset Police,Dorset Police,-1.777373,50.735717,On or near Supermarket,E01020367,Christchurch 006D,Investigation complete; no suspect identified
6e75a9f2e0a72b0403d1ff5466b1a9f84762161b65b7a2fca00ff50e88e8ee48,2014-02,Dorset Police,Dorset Police,-2.719520,50.848050,On or near Parking Area,E01020494,West Dorset 003A,Investigation complete; no suspect identified
17cd9546d4ad968a89b967ad39785851dbf783a0733df2a8c9eff5d15200c065,2014-02,Dorset Police,Dorset Police,-2.063454,50.616686,On or near THE LANE,E01020466,Purbeck 005A,Investigation complete; no suspect identified
585c462db5583229d0b5dd17ac363132bdcc98ae8b16be3952b122802b4a6029,2014-02,Dorset Police,Dorset Police,-2.467766,50.715269,On or near RINGHILL STREET,E01032641,West Dorset 009F,Investigation complete; no suspect identified
89ed45bf576e9a8a5fd1c4563c7e187c43bb858a0581a103f3649930e05d559e,2014-02,Dorset Police,Dorset Police,-2.049345,50.761583,On or near RUSHALL LANE,E01020472,Purbeck 002B,Investigation complete; no suspect identified
d3cf0fad86766dac55b63e60615ebffd8cf3be1907c22e141dee66858b60b4a2,2014-02,Dorset Police,Dorset Police,-1.799084,50.745244,On or near BENDIGO ROAD,E01020351,Christchurch 002A,Investigation complete; no suspect identified
7dc0be3ebd7b13be2e220fcd4c4641ae08f8d86fa8482b1dedd264228ab429cf,2014-02,Dorset Police,Dorset Police,-2.652543,50.871312,On or near BULL BRIDGE MEAD,E01020530,West Dorset 003E,Investigation complete; no suspect identified
72d7e6c89cb5a13219f591d8d3e3740a2fd65831f415940733128b4caf9ef10c,2014-02,Dorset Police,Dorset Police,-1.971821,50.805465,On or near BEAUCROFT ROAD,E01020380,East Dorset 007C,Investigation complete; no suspect identified
3046846ee5e4a37731281f86e2fa6f20da511a30211b2d9c2f6b773bd50b607a,2014-02,Dorset Police,Dorset Police,-1.957031,50.620311,On or near VICTORIA ROAD,E01020480,Purbeck 006C,Investigation complete; no suspect identified
fcae8cb51f880636cb2d78447fc153ff435ed11a3388a64ea1d939160381244a,2014-02,Dorset Police,Dorset Police,-2.049345,50.761583,On or near RUSHALL LANE,E01020472,Purbeck 002B,Investigation complete; no suspect identified
8b3c002e3e9afb86e59a366991b7085070db8240869d8dfcc57da88a56f189db,2014-02,Dorset Police,Dorset Police,-2.606388,50.940569,On or near Shopping Area,E01020497,West Dorset 002A,Investigation complete; no suspect identified
00fd1f8993a5f0448c927c8fab2246d4719a4dbfa7efc154ff5d85b1b0e923ec,2014-02,Dorset Police,Dorset Police,-2.456470,50.516085,On or near Parking Area,E01020566,Weymouth and Portland 009D,Investigation complete; no suspect identified
85b890960100b5e7e1283a78a69930aee72e5e91fba2c452d3e2f9f2fb92cb16,2014-02,Dorset Police,Dorset Police,-1.787191,50.742489,On or near AVON ROAD EAST,E01020359,Christchurch 002D,Investigation complete; no suspect identified
ce17bd7338cbf61936b17f1fb2e2b86686c5bf807a505b2ccf98960ec1d6e5b7,2014-02,Dorset Police,Dorset Police,-1.887683,50.851259,On or near BRACKENDALE COURT,E01020411,East Dorset 003A,Investigation complete; no suspect identified
aaa087b89e3a58477d52eed4555b378a81f2ddf12284fdeb86fdfaeca5c42a23,2014-02,Dorset Police,Dorset Police,-1.798975,50.747402,On or near CANBERRA ROAD,E01020351,Christchurch 002A,Investigation complete; no suspect identified
64ae13a2609970556d96c0a57d17da4902b1f38da5077ceffd8d72e7fe7c79ef,2014-02,Dorset Police,Dorset Police,-2.478094,50.613833,On or near BEDFORD ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
ed09ff24a0c51a500f7790f92a132d21f193bd70ce2c90934af072ba95beefc1,2014-02,Dorset Police,Dorset Police,-2.469665,50.603354,On or near PURBECK CLOSE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
14e5515f32dfde82cb5975b2af37e70feeea130cce16b1fb9c127196c1e06d7b,2014-02,Dorset Police,Dorset Police,-2.449263,50.645144,On or near KNOLL RISE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
9ee7bed8b3094b821ea8a3bd08e0a25b25e9018a1a602f88d4d631d702eca343,2014-02,Dorset Police,Dorset Police,-2.486487,50.598528,On or near MANDEVILLE CLOSE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
29e78d557f03ebaeb532401e7715f7d85f4546fcad5066f68105edf6171ae50c,2014-02,Dorset Police,Dorset Police,-2.727345,50.700781,On or near Petrol Station,E01020507,West Dorset 007A,Investigation complete; no suspect identified
6cb3c4df76c4845acb40b7b4b296026b5cafdfeb2fcb80f3e90995f2ad80a689,2014-02,Dorset Police,Dorset Police,-1.877054,50.809325,On or near AMEYS LANE,E01020394,East Dorset 008E,Investigation complete; no suspect identified
50836431c11b99eaa0e43e224b78ba5f4ba99aea04e74ddf6484c5381ab276d7,2014-02,Dorset Police,Dorset Police,-1.867826,50.805358,On or near DERWENT CLOSE,E01020393,East Dorset 008D,Investigation complete; no suspect identified
e83ea0b341887573bd5dbfb2550e3239316765cd5c736e1328d5506750e89a6d,2014-02,Dorset Police,Dorset Police,-2.448132,50.560516,On or near BIG OPE,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
6156a429cd53d843b7e7ede9e30dc61fe72d26c016572446a458c26c3e8af0d7,2014-02,Dorset Police,Dorset Police,-2.195007,51.008524,On or near ARMOURY YARD,E01020454,North Dorset 003A,Investigation complete; no suspect identified
8ac42a63fee7cba6c7d58acc5bfe00db97f43da6fab7af0b12fcaa1a792a3c31,2014-02,Dorset Police,Dorset Police,-2.039674,50.660141,On or near Parking Area,E01020466,Purbeck 005A,Investigation complete; no suspect identified
0bca82b181bbeb5ddc44d498a8535b2d085246377c39a1f4828bb35e58239d5b,2014-02,Dorset Police,Dorset Police,-1.710263,50.742485,On or near NORLEYWOOD,E01020350,Christchurch 003B,Investigation complete; no suspect identified
14a89e53a232f11c2d3ebd212a7ad950f284889c52db9afc754b651452f2ec27,2014-02,Dorset Police,Dorset Police,-2.362032,50.871658,On or near VAILE MEAD,E01020448,North Dorset 008E,Investigation complete; no suspect identified
f50f938604ef8052ed61cccdb1bd2a168f7b129780239a58809d2808266dd711,2014-02,Dorset Police,Dorset Police,-2.444829,50.542588,On or near WESTON ROAD,E01020564,Weymouth and Portland 009B,Investigation complete; no suspect identified
de5bee63e4f1d617464b97f9ee745b5b5a4bb1cdfcc591266409f25edba84c56,2014-02,Dorset Police,Dorset Police,-2.402135,50.671377,On or near CHALKY ROAD,E01020505,West Dorset 011A,Investigation complete; no suspect identified
157ef81aa74beb51bb2b7d462b3e227cc8d3812fb0d3c2f79d44db9a3815c33e,2014-02,Dorset Police,Dorset Police,-1.785824,50.746920,On or near BRANWELL CLOSE,E01020352,Christchurch 002B,Investigation complete; no suspect identified
f1e94cd29970364bf4351d6eed1e3939deab72dc72cde3ec6486a264bb55501c,2014-02,Dorset Police,Dorset Police,-1.821172,50.795863,On or near PLANTATION ROAD,E01020365,Christchurch 001D,Investigation complete; no suspect identified
320b5c1e9cf3f8a0e5d1bc25b3f72e167ae8101205ddb3f45873d766c60406e4,2014-02,Dorset Police,Dorset Police,-1.785052,50.748330,On or near HAWORTH CLOSE,E01020352,Christchurch 002B,Investigation complete; no suspect identified
1a14a923c647cc1650f8e3cdff937a967deb98ba4c9df64e03decd2a626e4093,2014-02,Dorset Police,Dorset Police,-1.804509,50.746152,On or near WILTON CLOSE,E01020366,Christchurch 002E,Investigation complete; no suspect identified
dd9f7cb5bf0a27bb6b13d5393e3709897e441ab07af9c64daa9a1d749f4f4af2,2014-02,Dorset Police,Dorset Police,-2.517484,50.947687,On or near ABBEY ROAD,E01032642,West Dorset 001H,Investigation complete; no suspect identified
f89142dfc2a1d35a7f4807988f1532241bdee7d1f47e4a6f2083060b8e772877,2014-02,Dorset Police,Dorset Police,-2.267752,51.032479,On or near LODDEN VIEW,E01020443,North Dorset 001A,Investigation complete; no suspect identified
79c2bf000993f58f1353e60bc33df2b32eacf3f77e194d8d011dedbb743faf81,2014-02,Dorset Police,Dorset Police,-2.470330,50.613379,On or near SHORT ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
f9da13f91f3bf81bd6bc0642ccf79f2b362c81b79240837abfc64887dde4ee0a,2014-02,Dorset Police,Dorset Police,-2.462960,50.628624,On or near KINGS ROAD,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
74fe8a08f5cfe634ec3c7b514e0f602668244d89c6074d13f06d125160412907,2014-02,Dorset Police,Dorset Police,-1.804776,50.753437,On or near OLD BARN LANE,E01020366,Christchurch 002E,Investigation complete; no suspect identified
9b8bb056187a812927e2cf9ed58a84eee4ea61c2487ad973bf3c4c7d47b824b1,2014-02,Dorset Police,Dorset Police,-1.796579,50.747604,On or near MELBOURNE ROAD,E01020353,Christchurch 002C,Investigation complete; no suspect identified
a2562ab6532cdb9af357885599162833641a344d21a56cf62a929ddd6c55642d,2014-02,Dorset Police,Dorset Police,-2.477293,50.612946,On or near WILTSHIRE AVENUE,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
97781febf81eed3d94ea7dc0cd8110e7ce55d0a3b1ae2def56f0fd63e32173fe,2014-02,Dorset Police,Dorset Police,-2.450663,50.732314,On or near COCKLANDS,E01020510,West Dorset 004B,Investigation complete; no suspect identified
ac66b69666458e5f27282b87974550cfee36c34db34d1cd4837d49ef537b9a6e,2014-02,Dorset Police,Dorset Police,-2.528766,50.949642,On or near BARTON GARDENS,E01032642,West Dorset 001H,Investigation complete; no suspect identified
377ccdb8ced1e3928191fee3ea46b777d1cba10e38e1e8c37429222a91af061c,2014-02,Dorset Police,Dorset Police,-2.496769,50.620904,On or near THE BINDELLS,E01020514,West Dorset 012C,Investigation complete; no suspect identified
f74718313c8979bca3ba189c6b77447b7cafa61d076b7c8984230ca937a534e0,2014-02,Dorset Police,Dorset Police,-2.192059,50.929955,On or near HIGHER STREET,E01020445,North Dorset 005B,Investigation complete; no suspect identified
081d24ea0e43f763bf37865d6103f9e23b9279d794ee0ecad392661f1c6ec8d2,2014-02,Dorset Police,Dorset Police,-1.901258,50.806731,On or near STANFIELD ROAD,E01020408,East Dorset 009E,Investigation complete; no suspect identified
4be702cfc203867e8d34345298cae1b0d64b44e639b73e2f763b908a5dcc029d,2014-02,Dorset Police,Dorset Police,-2.366531,50.742187,On or near Parking Area,E01020540,West Dorset 004E,Investigation complete; no suspect identified
c85bfaa0b92fd0bebd3e3d3a77fc684c6c2a91ca399db90e0d6d737d7332e259,2014-02,Dorset Police,Dorset Police,-2.109551,50.684934,On or near SOUTH STREET,E01020485,Purbeck 003C,Investigation complete; no suspect identified
e96ebb78d80accce92da440ab8f79548a0191457c8a1e9f59f353b3a6b4aa342,2014-02,Dorset Police,Dorset Police,-2.738811,50.748236,On or near BLIND LANE CLOSE,E01020498,West Dorset 006A,Investigation complete; no suspect identified
93cbc7f6b54cf14a5731c7dd196eb1eadd9456b34a1a06a68b6873a935e9e0c9,2014-02,Dorset Police,Dorset Police,-2.462928,50.603768,On or near LANSDOWNE SQUARE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
470904d32a0934946a65909c301dfeebab0a93719dde6676cfd0f0502ff30eba,2014-02,Dorset Police,Dorset Police,-2.475045,50.594609,On or near Petrol Station,E01020588,Weymouth and Portland 007C,Investigation complete; no suspect identified
b5375f214a0287a74b769d38de356966df95f124152fb39b80b0bc31881279d6,2014-02,Dorset Police,Dorset Police,-2.103376,50.702979,On or near POTTERY LINES,E01020477,Purbeck 003B,Investigation complete; no suspect identified
daa5cec31016fe73159a6c373375d19e84cadedd437a7f9d9c40bce43f3fae09,2014-02,Dorset Police,Dorset Police,-2.463490,50.604800,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
0c426bc5cfae189b68e958a84803101b9646e3a798fe4d85fb322edc0cb52db7,2014-02,Dorset Police,Dorset Police,-2.065849,50.731666,On or near A351,E01020474,Purbeck 002D,Investigation complete; no suspect identified
5cc0d7b66844faea9b8c6375a6682e0f49a6c3736a3a337466f361e961813540,2014-02,Dorset Police,Dorset Police,-2.342148,50.904288,On or near HAYDON LANE,E01020433,North Dorset 004A,Investigation complete; no suspect identified
e49fcfaad2f55e0a38b31190df6a00a690b8ece3bb96ede1c2b64749bca0485b,2014-02,Dorset Police,Dorset Police,-1.979145,50.607592,On or near HIGHER DAY'S ROAD,E01020483,Purbeck 006F,Investigation complete; no suspect identified
e6fc82c89d9ae3b59dc422d50cbc586ce07e62a85d69e9da6ead0687f2fe06fb,2014-02,Dorset Police,Dorset Police,-1.936904,50.830532,On or near Park/Open Space,E01020398,East Dorset 005B,Investigation complete; no suspect identified
fa0bf972d04d2488e1d897e7e40d1575b1924dd86dcada5d6d5ed17ab555b286,2014-02,Dorset Police,Dorset Police,-2.460468,50.710631,On or near Conference/Exhibition Centre,E01020528,West Dorset 009E,Investigation complete; no suspect identified
f41853ca2b6c5c4c373f0d1fe3f3c77c06a7600befd5c5946fe57b19aa07c035,2014-02,Dorset Police,Dorset Police,-2.185736,51.014151,On or near HAWTHORN CLOSE,E01020456,North Dorset 003C,Investigation complete; no suspect identified
5e4baaf67cb12e2ef31267115c44aea8280fbd93c4cd1335f815137d2986b22f,2014-02,Dorset Police,Dorset Police,-2.455358,50.611442,On or near CAROLINE PLACE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
2986ecdc8ed0eda63ab57785a12d0985de200d09109d1c57fe8b945efc48f8d8,2014-02,Dorset Police,Dorset Police,-2.193632,50.822016,On or near A354,E01020453,North Dorset 006C,Investigation complete; no suspect identified
12d87354bc886a86c880f95dc62fcf2ff38cc41a589433746b8fd181c289815f,2014-02,Dorset Police,Dorset Police,-2.514094,50.948826,On or near HOUND STREET,E01020544,West Dorset 001C,Investigation complete; no suspect identified
b742079cf02edab7cc9df6646de22695a90cc6b27adedf1fe55cec88acb020d8,2014-02,Dorset Police,Dorset Police,-1.694209,50.741941,On or near STUART ROAD,E01020349,Christchurch 003A,Investigation complete; no suspect identified
b6de8b8fce1cf9188dc7a822bef292c661fa379252c7d231923419720acbcb56,2014-02,Dorset Police,Dorset Police,-2.161590,50.850715,On or near SCHOOL LANE,E01020452,North Dorset 006B,Investigation complete; no suspect identified
b292c1e7674f4d43dbcb119682c6cf24af3cd8e0d4619b519805054416e4a5c1,2014-02,Dorset Police,Dorset Police,-1.825206,50.840346,On or near Sports/Recreation Area,E01020404,East Dorset 004B,Investigation complete; no suspect identified
4c06c62fa28e52d4ecd0e9f18c6375c1f686f46721e7851a558d911582c87216,2014-02,Dorset Police,Dorset Police,-2.270649,50.662584,On or near SCHOOL LANE,E01020490,Purbeck 004B,Investigation complete; no suspect identified
57910372d5fa79537589757c8c6397e1d75f6b6a4ba11a5b6c7c7e54c43a6bbc,2014-02,Dorset Police,Dorset Police,-2.458149,50.618032,On or near Supermarket,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
502eb26cc69602dbd4a38b2a98fec605c95c00d71e7f34d1c9f8ac61ea4ff094,2014-02,Dorset Police,Dorset Police,-2.457317,50.631254,On or near ST ANDREWS AVENUE,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
1237b8e04e6dda3cbb64df139ff6c90d0aa320c0cc2bb352e6c200af2fde0da5,2014-02,Dorset Police,Dorset Police,-2.608252,50.941665,On or near A30,E01020497,West Dorset 002A,Investigation complete; no suspect identified
3addabb5c13c9a7b19d7772f6d06cd75ef7312da52948a43e9be351ed935b40b,2014-02,Dorset Police,Dorset Police,-1.770937,50.756684,On or near CAMPBELL ROAD,E01020345,Christchurch 001C,Investigation complete; no suspect identified
7a69550ef7a832428cf8e6a7d1f50b221961334026d43191779c407b3da3adc3,2014-02,Dorset Police,Dorset Police,-2.744647,50.747992,On or near CORBIN WAY,E01020498,West Dorset 006A,Investigation complete; no suspect identified
9ddd0f4eee60a03fff3443439810d698f0e0b48dcff7c579efbfb4c2736b2ecb,2014-02,Dorset Police,Dorset Police,-2.428948,50.551424,On or near GROVE ROAD,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
cd2bf7ace1cb8c69a7b20e78d87afe9cd14049ef0c0db8f37648ece540a197cf,2014-02,Dorset Police,Dorset Police,-1.746779,50.741050,On or near COLERIDGE GREEN,E01020347,Christchurch 005B,Investigation complete; no suspect identified
8d9f3eabcca1295cba97cc37c1d2f8d2ab86897724c2f73b747116d6f769c7b2,2014-02,Dorset Police,Dorset Police,-2.166871,50.742365,On or near A35,E01020465,Purbeck 001A,Investigation complete; no suspect identified
a2c16fa6b3cc9aa867b476475e6c34fad97f36e955502d3a1f4890f796d1e6d6,2014-02,Dorset Police,Dorset Police,-1.801846,50.759016,On or near ASTON MEAD,E01020365,Christchurch 001D,Investigation complete; no suspect identified
9bade59f4fc718503af5c937a2495e7f3dae392c15e3ea100158ba4e23500c7d,2014-02,Dorset Police,Dorset Police,-2.301794,50.931827,On or near HINTON VIEW,E01020459,North Dorset 004E,Investigation complete; no suspect identified
43bfb4825764e7158f51d0932ee1b65104915e4fb08f5ec9eca266ae0f04b2d6,2014-02,Dorset Police,Dorset Police,-1.883209,50.788325,On or near MAG'S BARROW,E01020401,East Dorset 011D,Investigation complete; no suspect identified
1137a496dce38c7f886fead818815f839580089998334fe2d9a0d1d96525d52b,2014-02,Dorset Police,Dorset Police,-1.829156,50.909926,On or near BROOMFIELD DRIVE,E01020374,East Dorset 001B,Investigation complete; no suspect identified
96edaaeb7d2dea3627985aac06c36cf1e95ad1cca91bb0783e8b3ecd5b80db66,2014-02,Dorset Police,Dorset Police,-1.988497,50.798283,On or near GRAMMAR SCHOOL LANE,E01020428,East Dorset 010C,Investigation complete; no suspect identified
41a04a1bb3636f1395aaf30804300280c73ea45fa0c5b5ef131248f21165205a,2014-02,Dorset Police,Dorset Police,-2.438488,50.715293,On or near HIGH WEST STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
954445659daf7814cfad84828137e1238d05c42e942d96f4c8b3ca4bcef955fa,2014-02,Dorset Police,Dorset Police,-1.832517,50.777598,On or near Airport/Airfield,E01020365,Christchurch 001D,Investigation complete; no suspect identified
292a026f403ed9493ae15ea1c3e7c0232ef04e64b275c7fd35af91e82b15e50d,2014-02,Dorset Police,Dorset Police,-2.460670,50.608336,On or near Parking Area,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
12dfc0ebb870bcdc425172df870617649c0d7d0738235fd9ffcadd88fb3fc699,2014-02,Dorset Police,Dorset Police,-2.089155,50.760139,On or near JENNYS LANE,E01020470,Purbeck 001C,Investigation complete; no suspect identified
a40cf2817ba4c093392f081df292f4850d1ef2b48f1d4d31585700d93c51ce17,2014-02,Dorset Police,Dorset Police,-1.800766,50.742908,On or near Petrol Station,E01020351,Christchurch 002A,Investigation complete; no suspect identified
03ea1ba0311140e28dc213ee288ae2c1a142ebdb0bc31a44a71a26256d5f477d,2014-02,Dorset Police,Dorset Police,-2.162231,50.863654,On or near CADLEY CLOSE,E01020435,North Dorset 007A,Investigation complete; no suspect identified
aea5bdca82dbb2ad45b27ab33006a3a71028d8eabfcfa05c41171fe60255dae5,2014-02,Dorset Police,Dorset Police,-2.458080,50.616728,On or near RADIPOLE PARK DRIVE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
e887b8b369a356d9faacb8c06f9033ce80b3f040626d99379b4e658e2d322609,2014-02,Dorset Police,Dorset Police,-2.444930,50.704531,On or near MINERVA CLOSE,E01020524,West Dorset 010E,Investigation complete; no suspect identified
c4e8f86f41b4bd95c56bc5e2f1047a5eb3dfa1878fbc6715e7bff6e7848307e5,2014-02,Dorset Police,Dorset Police,-2.606681,50.666292,On or near WEST STREET,E01020512,West Dorset 012A,Investigation complete; no suspect identified
d990f35010b8206b649fc7cd6716048f2a0773d44584e8d5fb6be8f9ab472732,2014-02,Dorset Police,Dorset Police,-2.941278,50.835024,On or near GREEN LANE,E01020535,West Dorset 005D,Investigation complete; no suspect identified
69fbc73907fc720c084ccd55dbceb7472f83e3783d49f11f7758450892129f00,2014-02,Dorset Police,Dorset Police,-2.133245,50.883618,On or near PORTMAN ROAD,E01020442,North Dorset 006A,Investigation complete; no suspect identified
cb076607faa5946d2300819b07488d408697007aa27e04d2d8d34fe867793590,2014-02,Dorset Police,Dorset Police,-2.440450,50.545149,On or near CHANNEL VIEW ROAD,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
db5916c367229ce4fc9e3d76a1f83af57bbda247e1fb7265a503bb15da2d7ee7,2014-02,Dorset Police,Dorset Police,-2.763742,50.729856,On or near ALEXANDRA ROAD,E01020502,West Dorset 008A,Investigation complete; no suspect identified
12d3aa5003677f06757526608aab046705832a5e00db9bf70c92aa2b26391067,2014-02,Dorset Police,Dorset Police,-2.274422,50.673862,On or near BLACKNOLL LANE,E01020490,Purbeck 004B,Investigation complete; no suspect identified
7543f48b810796f9dc4075a4a09c951ef2a078c88d67109524edbd214ee1f14e,2014-02,Dorset Police,Dorset Police,-2.428948,50.551424,On or near GROVE ROAD,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
73cbbc8245400c9673069847c80120837d7c1f101a9fecf235af93832db9ef16,2014-02,Dorset Police,Dorset Police,-2.502475,50.624441,On or near EAST STREET,E01020514,West Dorset 012C,Investigation complete; no suspect identified
f15927c5363bdc6f285270ecf29a43b6460af292592622974d1b8399db008c90,2014-02,Dorset Police,Dorset Police,-2.613349,50.717543,On or near LONG BREDY HUT LANE,E01020512,West Dorset 012A,Investigation complete; no suspect identified
375484225791f73f09e256b23526179257e23127818c6e4d06b1ae4f57c6e496,2014-02,Dorset Police,Dorset Police,-1.735573,50.745324,On or near WESTFIELD GARDENS,E01020372,Christchurch 004D,Investigation complete; no suspect identified
b1ab4d91906921fb1d15da61f79a99a5ee0f3ce118de9cbe2698ff4720d664ea,2014-02,Dorset Police,Dorset Police,-2.112050,50.688178,On or near COOPER'S CLOSE,E01020486,Purbeck 003D,Investigation complete; no suspect identified
6196abf1be98788df72615e2024b3b154a1b3df1d18d0862e99c5b50ca5656bc,2014-02,Dorset Police,Dorset Police,-2.470336,50.628190,On or near AMBLESIDE,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
975a33fa3e9cb31dd9a697d9c64450c71c46b701094128eea5097a6a19fd4e47,2014-02,Dorset Police,Dorset Police,-2.633596,50.752605,On or near SHATCOMBE LANE,E01020534,West Dorset 003F,Investigation complete; no suspect identified
50fe873ed515a58ea4f3d495fa020bd326f01a82569e257f16cde7f34b3a506f,2014-02,Dorset Police,Dorset Police,-2.191624,51.007379,On or near Parking Area,E01020454,North Dorset 003A,Investigation complete; no suspect identified
9615d30d32340ee7ddf716607b1dcc118a4daa7929e57bb42d12278ed62748b7,2014-02,Dorset Police,Dorset Police,-2.465468,50.652032,On or near MEADOW VIEW ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
7bf13b5bc47e20fa7218038b575a41838becbc660e45833b2874a3ca7f13d675,2014-02,Dorset Police,Dorset Police,-2.436664,50.715641,On or near THE BOW,E01032644,West Dorset 009H,Investigation complete; no suspect identified
251fd890058eef8dccaef023518ae096bca25eae33a923ce1d168ac6024f3579,2014-02,Dorset Police,Dorset Police,-2.276377,51.041613,On or near Supermarket,E01020443,North Dorset 001A,Investigation complete; no suspect identified
03e8113d0aa9d9a6019e79cd8cb6547ef80035d05f1a8b2d7d538604e1ae9484,2014-02,Dorset Police,Dorset Police,-2.446768,50.562563,On or near CASTLE ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
a91345826b29e503342a9cb6713cf453ec1defdbea65d1d63ff33beb39598d47,2014-02,Dorset Police,Dorset Police,-2.285705,50.979068,On or near CHURCH CLOSE,E01020462,North Dorset 002D,Investigation complete; no suspect identified
9c2f9807f8ea23cd5d219b641f3cf6860547c1e71b65dfedaff2a388034acd60,2014-02,Dorset Police,Dorset Police,-1.961102,50.810507,On or near ROTARY CLOSE,E01020379,East Dorset 007B,Investigation complete; no suspect identified
338346cd9daff5eb176ffbacaf5c32b3822d27a0a1b6cbcbd91453c174aaa0b4,2014-02,Dorset Police,Dorset Police,-2.465468,50.652032,On or near MEADOW VIEW ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
c5a6add3a51b612917fdccc8ab447519803dd25d624496262c7c1b226788df76,2014-02,Dorset Police,Dorset Police,-2.417804,50.647914,On or near WHITE HORSE DRIVE,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
2356db33efe5308b25e401c415f425ddf72a2eacc12034fa54e8b58e84b68d60,2014-02,Dorset Police,Dorset Police,-2.162669,50.887241,On or near BUSHES ROAD,E01020442,North Dorset 006A,Investigation complete; no suspect identified
b28ac13e627723c09c70bdf2e4e1e7ee47d1757bbfd402a835498a1687650a40,2014-02,Dorset Police,Dorset Police,-1.986128,50.798427,On or near EAST STREET,E01020428,East Dorset 010C,Investigation complete; no suspect identified
be9b9af2edf6738ba1bef4cc62c5e3fe93294716649fbb5a1f80930fb4b20624,2014-02,Dorset Police,Dorset Police,-2.754660,50.739582,On or near CONEYGAR CLOSE,E01020501,West Dorset 006D,Investigation complete; no suspect identified
1de4ae6703a7cd5afb0450debdd1f42c434adce7e86fbcd37b19b524f9b3319b,2014-02,Dorset Police,Dorset Police,-2.468221,50.628774,On or near ULLSWATER CRESCENT,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
ea4cb43a920d90d311173f5cabe59cdf2956f375f630dcbacb6708050480b971,2014-02,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
5295137d6c5cd7726b0413d86c3b7486f4d3865ed46c75ac66edd32aac6472b1,2014-02,Dorset Police,Dorset Police,-1.816439,50.812375,On or near MATCHAMS CLOSE,E01020405,East Dorset 004C,Investigation complete; no suspect identified
e8c66d96841ca84ec2ea65576eba7df73a670dcb6263c197ccffbcb2d9205035,2014-02,Dorset Police,Dorset Police,-1.877054,50.809325,On or near AMEYS LANE,E01020394,East Dorset 008E,Investigation complete; no suspect identified
