Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5e5c3a84dc0e459c7b8c856c6b2fc306bacceb78ddf518bfee71603b6a3723b4,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.728944,53.340177,On or near Pedestrian Subway,E01012431,Halton 012F,Investigation complete; no suspect identified
18dd5cc573ac749defa91c55188e20c0b41853b27f607100f7402fd65a070cc2,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.232140,53.335590,On or near EGERTON ROAD,E01018613,Cheshire East 005D,Investigation complete; no suspect identified
da1eec963224a313a8b5b6e6a648e11a8a20777715883777ed40d03e5bd72dfa,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.439239,53.096845,On or near CREWE STREET,E01018464,Cheshire East 039B,Investigation complete; no suspect identified
d0b6c3c99121223cfa41a44f1e5c2389d12e044f08d5bfe9d996e171c8934f90,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.797347,53.334876,On or near CHURCH END MEWS,E01012401,Halton 008C,Investigation complete; no suspect identified
598bc0215bc65b4c64941f5f5483b0b6399a669e366fa5d5a733922af11ad911,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.886199,53.195458,On or near Pedestrian Subway,E01018327,Cheshire West and Chester 033B,Investigation complete; no suspect identified
7f0407e931fa77afd408e9c755113b4ffb6767ca9ff09ee6aab33ef723861df9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.436910,53.095488,On or near Petrol Station,E01018464,Cheshire East 039B,Local resolution
db2592439909ba7215d07b21deb25422f5d940db934e7de683f7915edcb746fc,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.453410,53.118051,On or near PARKER'S ROAD,E01018472,Cheshire East 034A,Investigation complete; no suspect identified
043646a6ffe121f854b6bd12c75be1fdfe6e5a1c8121d764aa103d5293bc7177,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.568687,53.256320,On or near THE CORNERS,E01018729,Cheshire West and Chester 019D,Investigation complete; no suspect identified
c48f6aa7f744f580ca7651cac0d55c7a76516450d384e79f25e5d8b3c3acd5e4,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.576963,53.394402,On or near ROBSON STREET,E01012479,Warrington 017A,Investigation complete; no suspect identified
ef9084d7a03573765c612b08df961f2637e284f85c71a8093cdc2693bea90ca7,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.904521,53.281427,On or near Sports/Recreation Area,E01018519,Cheshire West and Chester 007A,Investigation complete; no suspect identified
bc85c3b46b0acdfa954f3365055da48dbe2c307a055e06b8772ac77ecdba1167,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.228879,53.329565,On or near MILL STREET,E01018602,Cheshire East 006C,Investigation complete; no suspect identified
7cc5a2f1a97e38a63ac749cc66276960be8b2bb35cde0ff58e36a39d41c53859,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.592463,53.382209,On or near DUNLOP STREET,E01012512,Warrington 018E,Investigation complete; no suspect identified
6d4941c6b3a71a7e29a7cc754be94a179e6257784a6a25695d672c383908f4e7,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.128355,53.260232,On or near Petrol Station,E01018622,Cheshire East 018A,Investigation complete; no suspect identified
e200ba5f1066f8b84c71dc3cf7adf3064e54e45dc280d9682939ece7a736b2e3,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.600058,53.432580,On or near THE PRIORY,E01012468,Warrington 003B,Investigation complete; no suspect identified
a18a24cf4bf7007ebf29f923702c12cee6deb7073a68c7587258e0b531fb5172,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.590904,53.417201,On or near PETWORTH AVENUE,E01012537,Warrington 006D,Investigation complete; no suspect identified
2b8b23f64a1f34e647f73d95630724f590d5ce03800ea560f68ebccf73dc3fa9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.676866,53.339765,On or near LOCKGATE WEST,E01012445,Halton 010E,Investigation complete; no suspect identified
499d8f5ca6ec02afad434f1b4a39fdce857d69ce3747acb42a8ef5bf172ae9c3,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.947172,53.287972,On or near BEVERLEY WAY,E01018549,Cheshire West and Chester 005D,Investigation complete; no suspect identified
75c7a48bcf80e7fc8cd902be588140d74be64f3793a04d97b2c06ef5c12118f9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.205463,53.349841,On or near Supermarket,E01018593,Cheshire East 004C,Investigation complete; no suspect identified
948dd2ac6a6ac287dc878a5def7918182052a95b1be1797478b2aecb799f66c2,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.922268,53.282298,On or near NORLEY AVENUE,E01018524,Cheshire West and Chester 008B,Investigation complete; no suspect identified
7ed6e11f3f924211e3aa5390cd4324ff75e29316b5672ff1184d4f0327081dee,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.442558,53.097202,On or near CHESTER STREET,E01018464,Cheshire East 039B,Investigation complete; no suspect identified
a6792bec95f69c70f74dd9f1bb0e9712fffaa09832969858b8dfc85a0fd0723c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.450822,53.107679,On or near ELLIS STREET,E01018461,Cheshire East 036C,Investigation complete; no suspect identified
2ce8000f751495d5d2ba6a3f2982bfd37e2baaae0cc26f36c4278ac084e86b8d,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.460988,53.093159,On or near ALBION STREET,E01018496,Cheshire East 039C,Investigation complete; no suspect identified
7a86e1128557e0872a8e5bab7f0a0fa52f5e9c144b45bd3e1c97997bd143c020,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.925086,53.202345,On or near FISHER ROAD,E01018316,Cheshire West and Chester 031D,Investigation complete; no suspect identified
1bdbad3eea1369b3f089ec72eb35d8bb435e05cb80c156200c113c3c6a8a2d49,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.579077,53.413852,On or near CONCORDE PLACE,E01012536,Warrington 008D,Investigation complete; no suspect identified
9fca6322426d5f00ecf04570204829cf0f57a3e7711d27afa7955c8e82ed4ba9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.891088,53.190828,On or near Nightclub,E01018326,Cheshire West and Chester 034A,Investigation complete; no suspect identified
51ddbefb480b82dea8439fe61fcb623c9aa3dfbad0ab4aff43d94a3751ba4099,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.479868,53.381457,On or near BOAT STAGE,E01012516,Warrington 021D,Investigation complete; no suspect identified
c32c67af385e98f95e0d4ce9b944cd8a5e910ceda47a215b151fa142332a70df,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.756384,53.369049,On or near GRANGE DRIVE,E01012379,Halton 006B,Investigation complete; no suspect identified
fb9ca9d5bac24f8d4be8a516fbe53464008a4154529b59a6f968f6e00db6fd4c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.669926,53.337727,On or near NORTON HILL,E01012445,Halton 010E,Investigation complete; no suspect identified
a5a0a56a019e4f6c0c3748f8e44a89db712d90541b8e0bba373f14491c2b5188,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.646831,53.385558,On or near SANDY LANE,E01012527,Warrington 019A,Investigation complete; no suspect identified
511e56a61f46d2439b1b8efc105ecf2ab1a6ce9df767832a17f7494c0ac48d2f,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.911918,53.265370,On or near FAIRVIEW ROAD,E01018526,Cheshire West and Chester 016A,Investigation complete; no suspect identified
952703041d75a204cd6d721c57b8d02ed494071d0e5969517de2f62bfb61f9b2,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.821426,53.271925,On or near DEANSFIELD WAY,E01018336,Cheshire West and Chester 022B,Investigation complete; no suspect identified
11d079d7defa34cf2b61fddd5258fe1250ee0b3d2fbcaf34fb7d7202dd9787fe,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.442774,53.057118,On or near Petrol Station,E01018494,Cheshire East 048B,Investigation complete; no suspect identified
a18bf0a1ea1ac3965c9577493c55be2f6771e70f544e68cfd221f288372191cc,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.926357,53.281340,On or near WOODCHURCH LANE,E01018523,Cheshire West and Chester 008A,Investigation complete; no suspect identified
4718c7a0d3601e61289d980b44e2492d3c04f1c9a7952a5cf47910a7f25ee9ff,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.376755,53.304892,On or near A50,E01018606,Cheshire East 010C,Investigation complete; no suspect identified
314fa7b5e13902ff52aef5a1b41df6f8d4062a60822ace3857eb270a714fdbd4,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.161197,53.271267,On or near Sports/Recreation Area,E01018666,Cheshire East 011A,Investigation complete; no suspect identified
afb3eb87556edd424010382eee266b125d0226e1740906688588cd446f6dea10,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.233521,53.335587,On or near TRAFFORD ROAD,E01018613,Cheshire East 005D,Investigation complete; no suspect identified
da081b9c74e4eed619a842cb9fdcf5d7136d0e777401fd885dac2be48efcc45a,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.579077,53.413852,On or near CONCORDE PLACE,E01012536,Warrington 008D,Investigation complete; no suspect identified
1ba986e5b08b0d0a8c937a365f057cf7192a245f84fc22ea345155a84e5e29b0,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.595603,53.411065,On or near CURRANS ROAD,E01012520,Warrington 011C,Investigation complete; no suspect identified
761c02aaf322c9fa73d6d23a269aa261de818c06812deb6d0bd1d538dc716af8,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.230845,53.326702,On or near GREEN LANE,E01018602,Cheshire East 006C,Investigation complete; no suspect identified
c655754ead2a8eda1eccaaf0c4a9f45c320faddcc77ccfec7fb60ba6d4652ee9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.882085,53.194832,On or near NELSON STREET,E01032930,Cheshire West and Chester 033E,Investigation complete; no suspect identified
faf9dd7577f2be12a0da7a3d03bc2f58eae18607cfc8cc12e5048911d90628c0,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.526509,53.403965,On or near HARDWICK GRANGE,E01012555,Warrington 014D,Investigation complete; no suspect identified
92a0eb4882c253b985e88ff4fe3dd4340b2783d28504cf25d89a10e4fe4b55d9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.152083,53.255351,On or near BRANSDALE WAY,E01018645,Cheshire East 019B,Investigation complete; no suspect identified
796fbb107ab4ccb5c2ccacf62a42cb037e31e9a799fb8f9b1785b3a62e6fd3ce,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.152083,53.255351,On or near BRANSDALE WAY,E01018645,Cheshire East 019B,Investigation complete; no suspect identified
da44bc939f71c51afd0dec3475a8474f1b65d2c726e9d897b436c134c4f25c8e,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.919299,53.290726,On or near NAYLOR ROAD,E01018563,Cheshire West and Chester 007D,Investigation complete; no suspect identified
36f3f6b5a36705ec412d74b93ade03326f79b6eecd23fc30fa33888bf8cfd2e3,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.767415,53.376565,On or near FULBECK,E01012419,Halton 004C,Investigation complete; no suspect identified
fafa40fc502974ea6c22b23d9fe1d5ef89bc39bc6d383a0c23d307ac160e42fe,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.653185,53.429353,On or near KILSHAW ROAD,E01012470,Warrington 003D,Investigation complete; no suspect identified
fc52857c60408dbb57b962c40f861e067a22782b526826fe4a545089e7a3022c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.518100,53.074037,On or near BARONY ROAD,E01018455,Cheshire East 047C,Investigation complete; no suspect identified
f4cd9b193eeac26083e02445b2ce397d287ba8fb22c9fdd5d45115bde320db03,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.597064,53.409071,On or near Shopping Area,E01012453,Warrington 013A,Investigation complete; no suspect identified
438ba72059c84f1d1ef8aa6b0717d24826b66a442e9c2985c6e41afcc9b6b6a9,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.898306,53.286184,On or near WILKINSON STREET NORTH,E01018564,Cheshire West and Chester 007E,Investigation complete; no suspect identified
88bfe0e4c0aa9160c2c7dc4a02c4613725bae3c15db998dbcf1b4022ac5a4352,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.525427,53.082473,On or near Sports/Recreation Area,E01018480,Cheshire East 049B,Investigation complete; no suspect identified
96c28567fab5b5387dcb6bf45896b8a483bd9c74d352a80c259a9a17903903d2,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.682184,53.446970,On or near SEXTON AVENUE,E01006816,St. Helens 017A,Investigation complete; no suspect identified
232743aae0cbf714614e02ce9f8a80dc26678752027835368d54c3b41b1c0143,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.724649,53.363232,On or near Shopping Area,E01012441,Halton 007D,Investigation complete; no suspect identified
bc8eade325a10c63500b22175c004f18c35aa3f98ae3f19bb86ed0808008059e,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.460951,53.378250,On or near OUGHTRINGTON LANE,E01012514,Warrington 021B,Investigation complete; no suspect identified
ffc1a2d49a0c89220fe2411b026c98986e66526e2664f37ad0e64147fe5d448d,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.216224,53.160832,On or near NELSON STREET,E01018398,Cheshire East 027A,Investigation complete; no suspect identified
adf6fefcb433ab8593a3bc679429a58745cb9615cf8c53efd4f0708a47c17da7,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.755413,53.139728,On or near RED LANE,E01018372,Cheshire West and Chester 046D,Investigation complete; no suspect identified
2b8cdf0781feaa049f48dd036a73f831bbe1f09ec1d6f227f43b82047612ee55,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.459775,53.071769,On or near ROPE LANE,E01018505,Cheshire East 046D,Investigation complete; no suspect identified
a26431c5001f41d002c0a74e1c3dc56bff577f68f4f2627eaf26865c738cd7ea,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.774838,53.376409,On or near BRANDON,E01012422,Halton 004E,Investigation complete; no suspect identified
0784b3a3f5633a3ceb18a1a5fadb0b8c710a2b0000ba3e80fef47d8b43324e65,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.891179,53.202432,On or near GRANGE ROAD,E01018375,Cheshire West and Chester 028D,Investigation complete; no suspect identified
e5820ae010aec5cd2fb461c8fcac29e1d0d747d998d6eca3eaff162cda103520,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.467398,53.105853,On or near Supermarket,E01018485,Cheshire East 037D,Local resolution
1d11e9d959cf3cdd82731c6b6b056146b2b24b8c335242548b7095768985ee75,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.658298,53.381352,On or near ST AUSTEL CLOSE,E01012528,Warrington 019B,Investigation complete; no suspect identified
3b52a7e5091fc0850a9619c600bf22088208b5ce16bb799fa53422a78c48ace0,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.605044,53.401085,On or near BAGOT AVENUE,E01012455,Warrington 013C,Investigation complete; no suspect identified
444b2d6af65855429c27f808d8fde04b925aa2d21e27863e3db8bc76ffef1bb0,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.925228,53.199170,On or near CLIFTON DRIVE,E01018316,Cheshire West and Chester 031D,Investigation complete; no suspect identified
b534135a4f11f2efa69ea2a23a31a72f461dfeeec6d6d55c5a7b29c79d7cafe1,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.888168,53.192207,On or near UNION WALK,E01018326,Cheshire West and Chester 034A,Investigation complete; no suspect identified
a38315b071cf649d93b56a5f34649a0a858a1d9ec84e729ab2178e483fae2784,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.886498,53.275908,On or near HOMERTON CLOSE,E01018552,Cheshire West and Chester 011D,Investigation complete; no suspect identified
cad7c50c0475afeafbb5b195cb30b9842a5b2fe90bdda9ef39decf6fce91f615,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.402301,53.096212,On or near PRIMROSE AVENUE,E01018465,Cheshire East 041A,Local resolution
02613c7e9351d9053a3b629ce76d52f737cc397d60e65c3fcd6b1052792b0f7c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.931741,53.123996,On or near FAIRMEADOW,E01018335,Cheshire West and Chester 046A,Investigation complete; no suspect identified
08d9e7151c3de3a7687ebe1391dac2ea4631255a76ef73f3ca114a7541429117,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.509108,53.261713,On or near MEADOW STREET,E01018714,Cheshire West and Chester 018B,Investigation complete; no suspect identified
e146df568e88979796f795916ee1289fd636a9f7af5e725d0061cab541adb089,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.596796,53.383491,On or near CENTRE PARK SQUARE,E01033300,Warrington 018F,Investigation complete; no suspect identified
1ae76050811c423417342865e9e5d70b8ff44615040b8d07cea14de7a8198bc3,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.604368,53.407542,On or near TAVLIN AVENUE,E01012453,Warrington 013A,Investigation complete; no suspect identified
cfe5063abf9f0237b0aeadb804f356730f41eeb95f004bc5cc0545837d3bdd1d,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.698491,53.327694,On or near Shopping Area,E01012408,Halton 013F,Investigation complete; no suspect identified
34ae56840c886a9e7169190f945f70bc6fd95b0432ba7c6bed3bdb069dec6116,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.235656,53.335942,On or near NEWTON ROAD,E01018613,Cheshire East 005D,Investigation complete; no suspect identified
126217e98440ff704aec3acba318ea78df285e7db45260f5579a2f518d77ee68,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.897167,53.276215,On or near MCGARVA WAY,E01018521,Cheshire West and Chester 011A,Investigation complete; no suspect identified
3ce4748c2cf4ea6ad36b21287456ef9a5cc8b3eee7ce776d3dd5321383c32b17,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.764970,53.366783,On or near CORONATION DRIVE,E01012388,Halton 006D,Investigation complete; no suspect identified
97fa822611ff1e02cc6dd32809e6a2fc997f8c9d5827ed3567fa7f0f9f3d243a,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.561279,53.434377,On or near DAM LANE,E01012472,Warrington 001B,Investigation complete; no suspect identified
aa5e82aa27d36ceda2feaa959c49de37c75a264be2caff6c442cdd6b8086d556,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.693130,53.324876,On or near Pedestrian Subway,E01012407,Halton 015B,Investigation complete; no suspect identified
d4a525470ede22aa20ed66bdfee9148e2e30ffeed78c0ebd9a1a3c509632aaf1,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.448100,53.105999,On or near FORD LANE,E01018460,Cheshire East 036B,Investigation complete; no suspect identified
88b75cc5c2f467d43033279688194917285cd077464df730d46830fbdc6ff5c3,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.772899,53.371442,On or near Supermarket,E01012377,Halton 004A,Investigation complete; no suspect identified
e19913676ade57db1c5b44c3dc1b28c492dd7b737893f380511f6e246ba466c6,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.099531,53.300053,On or near CLARENCE ROAD,E01018576,Cheshire East 013B,Investigation complete; no suspect identified
2ba8b48355cd89715a6644f62e02b2516986b00a96ef88f4e28276bcb51e4ffb,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.530373,53.062180,On or near HINDE STREET,E01018452,Cheshire East 050A,Local resolution
b3dc720e88191fabfda0d7160a8cb940887a6f74cce8dbade9e453d80093d42d,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.546920,53.434498,On or near WADESON WAY,E01012472,Warrington 001B,Investigation complete; no suspect identified
96a2c89e0df7e0245f124c807ecd54cc2999a5142853115dde93398d32f5eaa1,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.892111,53.181013,On or near OVERLEIGH ROAD,E01018342,Cheshire West and Chester 043F,Investigation complete; no suspect identified
4d042652f2070bf356655324fbd829e5127d3aa72235549bd5fccd1ab4384d8a,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.527800,53.349146,On or near LANGFORD WAY,E01012448,Warrington 024A,Investigation complete; no suspect identified
385a3ba86caaab502f1ba50f4b4195217efdd4a78ff3beb714d6ff88a01c6ec1,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.923551,53.268067,On or near BUDWORTH ROAD,E01018558,Cheshire West and Chester 013C,Investigation complete; no suspect identified
a43f0cd4d89c84f2eca9503af5e3f9fc05178b3a7f2d4c62d4f87d8ec7ce4f30,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.235229,53.162792,On or near SOLLY CRESCENT,E01018409,Cheshire East 028C,Investigation complete; no suspect identified
ba473873e54b079e025cf9a1309f8656de554c47c0ef23534086a03d8a442908,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.416258,53.087813,On or near QUAKERS COPPICE,E01018502,Cheshire East 038D,Investigation complete; no suspect identified
884bd3bd2f2b8023c9cb7f5b27b2d142beffeda072790a1b824614f6c8493320,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.234564,53.325868,On or near KINGS CLOSE,E01018602,Cheshire East 006C,Investigation complete; no suspect identified
b65a366fed7425451178cb091aaa753453cde449d12f25e44d9c0c9d8ab4bac7,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.415231,53.081938,On or near DUCHY ROAD,E01018502,Cheshire East 038D,Investigation complete; no suspect identified
a6fd1f752f076ad35a1aa6dba78d9fd2d9c54a22c2b01b8b0d885b04b3466bef,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.136356,53.291819,On or near MEADOW DRIVE,E01018668,Cheshire East 011C,Investigation complete; no suspect identified
a8cfbfeae6d4591e4e097c7985af805dacc9b7c5882754886eb8896b1b57fdbf,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.508043,53.261699,On or near Parking Area,E01018714,Cheshire West and Chester 018B,Investigation complete; no suspect identified
3d5e8b35cd852f538d4b26b9f054c3fc530ad2c40f0068d82da6566a0295bb21,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.927050,53.269712,On or near BAKER DRIVE,E01018559,Cheshire West and Chester 013D,Investigation complete; no suspect identified
039f65ac81c5f9aec73a661ca3ec9e6aff5ec06d7858d4153437854435536302,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.666594,53.320541,On or near MARINER CLOSE,E01012438,Halton 014D,Investigation complete; no suspect identified
7c0f957c5b263a57610a4a4d44bcf6809c83a90cb71dfd47e43ff90ac7a005b4,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.765764,53.379173,On or near HAMBLETON CLOSE,E01012423,Halton 002E,Investigation complete; no suspect identified
22ced954267e29b4d1b3352d020a8533e186539e6d5694d8572ac219be28dd8c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.131968,53.260094,On or near PINFOLD STREET,E01018622,Cheshire East 018A,Investigation complete; no suspect identified
adc2b61f9e20070478bf7555647bdbd878216a77b26992cbbcebf61885271fb0,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.118160,53.346418,On or near CLUMBER ROAD,E01018655,Cheshire East 003A,Investigation complete; no suspect identified
bd38ccab9c5492d7080083ad6eafd10c02ac706695200befe5a385a73862ec02,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.772493,53.378060,On or near Parking Area,E01012420,Halton 004D,Investigation complete; no suspect identified
c893e791ab80816e7941e41318e33f38aaba443f3de0a15b097965ddac51daae,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.664445,53.222763,On or near FRITH AVENUE,E01018707,Cheshire West and Chester 045A,Investigation complete; no suspect identified
9f76c8a439f0682f50cd272680be19213f74f855a8905ae798b5661134976c60,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.603822,53.228632,On or near Shopping Area,E01018679,Cheshire West and Chester 024D,Investigation complete; no suspect identified
bd61ee0aecf92687f29981159ecb94beb10b70114e736dd7c67bd553e09b3959,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.499228,53.480063,On or near Petrol Station,E01012476,Warrington 001C,Investigation complete; no suspect identified
4da8a73f7749a01711ac3925c363121e565d151cc6d94935ea74fa1483fc2af4,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.576514,53.415698,On or near MEREWOOD CLOSE,E01012533,Warrington 008C,Investigation complete; no suspect identified
634cb9f94b14f7fdad570c94154ffaabb9bf38e8ec615b6c11b21ea48f1c3c68,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.572265,53.397301,On or near BERESFORD STREET,E01012481,Warrington 011A,Investigation complete; no suspect identified
93140fb7dbeeaafbe28e3586c9825dd8ae4b94335de5b885344f6c16aeec1c45,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.515348,53.193442,On or near A5018,E01018747,Cheshire West and Chester 038D,Investigation complete; no suspect identified
a6e1e31607fc2ad2584bec623c496688ab4d44ece29b22eb268b946f24fc5c0d,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.335654,53.138604,On or near Petrol Station,E01018418,Cheshire East 033C,Investigation complete; no suspect identified
50f16ed7e26c557ae90c5dfabcd48c7de5a16849402ee9022adc998b99be2907,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.723912,53.367641,On or near Supermarket,E01012367,Halton 007A,Investigation complete; no suspect identified
dfbdc1b2c4f208035c7214eebf71156286d2465104ea700d9e53ae883ca27d11,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.907737,53.195359,On or near ARTHUR STREET,E01018330,Cheshire West and Chester 034D,Investigation complete; no suspect identified
7c443922c8bd0cbce43609b2b2d77d09bae06a8e499ae6ed0eccf08c53072927,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.115227,53.295032,On or near ALBERT ROAD,E01018578,Cheshire East 013D,Investigation complete; no suspect identified
81a4c47f3d3566de2fbbc81bf13e838c99a7a61c3c8f9269807a721c9c8874a5,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.909487,53.264571,On or near Supermarket,E01018567,Cheshire West and Chester 014C,Investigation complete; no suspect identified
3391811a8b57b326a3dc952503dd4b50929a41d362ed833b66a1d5e102ba4db6,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.914189,53.219985,On or near Park/Open Space,E01018360,Cheshire West and Chester 025A,Investigation complete; no suspect identified
16bd2acf33c90a4a72177168b580bfc752415830effa115ac1881d365cb99235,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.419810,53.098354,On or near LAURESTON AVENUE,E01018502,Cheshire East 038D,Investigation complete; no suspect identified
92fc63d0b823e9aa92245bbf54b348d88659e2856dd9ca35dc97689025c66766,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.944566,53.284074,On or near Parking Area,E01018543,Cheshire West and Chester 008E,Investigation complete; no suspect identified
d65eaf14a4b8389a2cec20a46d3f481ec1694a432b7ec61c111308a0692cd31e,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.887971,53.201521,On or near NEWRY COURT,E01018375,Cheshire West and Chester 028D,Investigation complete; no suspect identified
d18e0a75835c4a73347bafdd30efe5ebd193b599e858b5a057a53a5b6b9ee38e,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.478347,53.382613,On or near MILLBANK,E01012516,Warrington 021D,Investigation complete; no suspect identified
96c3d649d9361e6ce0cc3da91815e2b4cf52fa9f8dabc90ba0c20d57b7dab19b,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.364067,53.305858,On or near MANOR CRESCENT,E01018610,Cheshire East 009C,Investigation complete; no suspect identified
06f86727ff9c6fbdc012b2522bb743a871b08830808ce9f34567e37dccc9992c,2014-02,Cheshire Constabulary,Cheshire Constabulary,-2.191187,53.154026,On or near LEEK ROAD,E01018404,Cheshire East 029A,Investigation complete; no suspect identified
