Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
eee88cabf2a4927d75f2473e19f1b65675b77f895217515e77196ea59184db31,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.131999,52.079801,On or near STRATFORD ROAD,E01030032,Ipswich 001A,Investigation complete; no suspect identified
791f099d1c79a65571159b11b7519976c1c7897724b90caaa1f6c8a0a5a01f16,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.520983,52.419081,On or near WINGFIELD ROAD,E01029944,Forest Heath 002E,Investigation complete; no suspect identified
93d15ab17f056fde74a98095a48d87a67e39960b01a1e0c844573321acceee18,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.363319,52.248917,On or near Petrol Station,E01029951,Forest Heath 008D,Investigation complete; no suspect identified
f19ac680c791d63d460bc594e4b86d50b542ad4523ef577a9a10da3b1e818865,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.165357,52.050560,On or near DUKE STREET,E01033126,Ipswich 011F,Investigation complete; no suspect identified
9279c1f057fda2488a83c502f05e7ddba55baf76a5a709ef1ec92e67569709ba,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.110707,52.041062,On or near MOTTRAM CLOSE,E01029909,Babergh 005E,Investigation complete; no suspect identified
a14ba5d5e733885b5f63731b258dc9d1bec1bf4547c15daec3313894cbdba62b,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.183232,52.072770,On or near WINCANTON CLOSE,E01030001,Ipswich 004E,Investigation complete; no suspect identified
28c3c92bc7fe3be8102972e0c4c859f3deb836fdd82c50b8d2098f8ec2449c8e,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.070764,51.970053,On or near GRAVEL PIT LANE,E01029872,Babergh 010B,Investigation complete; no suspect identified
4bc6a20cc10c10edd6dffad3b805198c7bf10f91d90e3e93108f7bf2243162fa,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.490605,52.379296,On or near BREACH DROVE,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
fd460dd25c28e598e480be2c804ca07c594bc3ff96ae203ad1c2417909de6aab,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.183576,52.031263,On or near LOWRY GARDENS,E01029981,Ipswich 016D,Investigation complete; no suspect identified
9a7d27b37b4aa7fa4956453fe972749e174f7c829e13ccc61b5fc9ae14e69ed8,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.538188,52.144352,On or near A143,E01030120,St Edmundsbury 011A,Investigation complete; no suspect identified
39b5c6344543f7eaa6566096318a216206be0da390335f426d63f424068ae743,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.143795,52.052208,On or near Parking Area,E01029985,Ipswich 010B,Investigation complete; no suspect identified
8249aac94ddc02239d5ca1d97079300bd3ea4eceed0a6b57175fbd0482ee2f9f,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.133786,52.075104,On or near EVERTON CRESCENT,E01029977,Ipswich 002E,Investigation complete; no suspect identified
1f46aa09f6771eb082a62dd106fbf80735982cc6d614a5490f599c434d30f3bd,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.338991,52.253288,On or near SWAINSTON WAY,E01030174,Suffolk Coastal 002D,Investigation complete; no suspect identified
306f6a8b7c5799e5e787031db7ebf40416211ab9ab1be7c4cb791b3c9655a086,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.952648,52.101737,On or near THE GREEN,E01029911,Babergh 004F,Investigation complete; no suspect identified
e114c2150222b7845ba75925f90882de846d8f3d0d609b136febb5d5356fa8a1,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.159937,52.055410,On or near EAGLE STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
dbb503bcfa3ef11307d6c59c88abead1b6971351f22fddc48af0eba133596570,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.128406,52.062458,On or near CROMPTON ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
46bfb3c69dabf38b03d9ad83dbfc2a01b7152df6561d6c11cb60483f28c7bef5,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.390619,52.254194,On or near Supermarket,E01029952,Forest Heath 008E,Investigation complete; no suspect identified
862d44bd2c5118e4f6732fc2762c53a01880e242faf07896a5357a7bd486fdb5,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.757410,52.030440,On or near FARFORD FIELD,E01029889,Babergh 008D,Investigation complete; no suspect identified
e2e3d3c5f77a3fe1f0ee48d8098728c0bff504e30b42edd83b7a3ae77a74c3ac,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.621630,52.447879,On or near COULSON LANE,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
cbf82432c99fa8c3f8027513567820d1cab835b82bf279d6a848dbeef05b7d31,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.126785,52.059928,On or near BAILEY CLOSE,E01029985,Ipswich 010B,Investigation complete; no suspect identified
49dbb8183d57e1a522975d35e239471f0a8e37f3c545f03cd3cf5beb156e397b,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.110296,52.038501,On or near PIN MILL CLOSE,E01029910,Babergh 005F,Investigation complete; no suspect identified
393cb363e40c2026b5a321b75eeb02ca001d1a470852f29e09ce93e77cb59e2e,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.000085,52.184601,On or near CHESTNUT GROVE,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
ee5bc01a5c7571578902dd778c7b0a5921f6504b201043cfbd9d6a02df0c2f92,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.579614,52.162758,On or near SAXMUNDHAM ROAD,E01030152,Suffolk Coastal 004A,Investigation complete; no suspect identified
2fbd4bd68373c19064870d4f765865251a2a47ac8b7e2cb96505f3895cd61569,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.066441,51.962835,On or near BROOKLANDS RISE,E01029872,Babergh 010B,Investigation complete; no suspect identified
f02befe07814ca6e29b83e8dfc386de18dc045f6e2d7aa22aff3e4e8972be63d,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.129313,52.049977,On or near HAREBELL ROAD,E01029986,Ipswich 010C,Investigation complete; no suspect identified
4b9433db236c979036d58f97995839bd2ff9468dd2cc014f732cc05f21ad1668,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.745141,52.046510,On or near Petrol Station,E01029913,Babergh 007B,Investigation complete; no suspect identified
e46f00ea5c221be8c70e57f575dac7dc28634a4a016b5a07566406e530d98ade,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.731784,52.039851,On or near Supermarket,E01029920,Babergh 007H,Investigation complete; no suspect identified
0f1d2650080e7619cf64d4c4e70a954e2a93994de29c50a0c2f79f59579f9886,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.183663,52.030640,On or near HOCKNEY GARDENS,E01029981,Ipswich 016D,Investigation complete; no suspect identified
6e8983a791a42e2495ca81f8bba8d12da7169f4f803ddca1dbad097cf9168a9f,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.123158,52.079460,On or near LIMERICK CLOSE,E01030031,Ipswich 003E,Investigation complete; no suspect identified
5c7ff8602a7897daa99a978e66c8bdcd03749ca93e904babe1d1cd3554912f97,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.328996,51.947955,On or near CARR ROAD,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
3a8e05a6b77347236940d6688187f0fd4cabec6c1a25beeec20957deb6b2a499,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.629015,52.445887,On or near CONIFER CLOSE,E01030293,Waveney 011D,Investigation complete; no suspect identified
75652d04d719799f703c141095499359d2fc5e81d55b8d5bf828ac94b2391b98,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.729769,52.039574,On or near GAOL LANE,E01029920,Babergh 007H,Investigation complete; no suspect identified
b1bf328a8b65db5be89c63e6c2b76d715e4fe3bc5102350f430ff1e332f9c6e0,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.408410,52.244525,On or near Shopping Area,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
f2c49f017f15d9a5caec1e3cf8cd892de4127d9e4e4bd9572ba18cb906b41423,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.615026,52.180629,On or near THE SANCTUARY,E01030152,Suffolk Coastal 004A,Investigation complete; no suspect identified
c061f3f353e240539a0f485a58bf010ce923729dc86eb6d5c86e5337b4c02376,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.184542,52.040132,On or near HENSTEAD GARDENS,E01029983,Ipswich 016F,Investigation complete; no suspect identified
492cb814b09cee5b843acd9ce15742904b0ff1d2141edc347e2055b43d3c99d9,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
5c1529afb6001eda21aaefc14decfa458a3bdf229b7b9b451c43f583e4e08686,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.103665,52.110276,On or near Shopping Area,E01030043,Mid Suffolk 011B,Investigation complete; no suspect identified
7d31c3d67bdd9f9ed117af1025bf7672e980d974543ee90c2b445dc9eb418ef8,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.316781,52.092640,On or near THE THOROUGHFARE,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
a1bd303fcf1804c99d2ba4d6ee787afcff6868e3521b68e5caa6c5b4e7e776dd,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.338551,51.966257,On or near LAWN WAY,E01030164,Suffolk Coastal 013E,Investigation complete; no suspect identified
aa2d5bd0bac71a8ccf79a8a0a9afd73cc79cd6a344fdf73234e8ab8b709d2a92,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.747252,52.044770,On or near ADDISON ROAD,E01029913,Babergh 007B,Investigation complete; no suspect identified
6c20ba88f8aa60307c40038727832b823168ee72ac9f334b94f7382d6404c2cd,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.110707,52.041062,On or near MOTTRAM CLOSE,E01029909,Babergh 005E,Investigation complete; no suspect identified
a68d327e221b9c22fc4112acb9ac591f16ef11a4ec70353ec102e68f82418981,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.169946,52.057677,On or near NOTTIDGE ROAD,E01029960,Ipswich 007C,Investigation complete; no suspect identified
e9f429f2ce150a2ebc25dd5b3b08755222653db633ab89f9b880668fcdd0db6a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.178613,52.056652,On or near TOKIO ROAD,E01029958,Ipswich 007A,Investigation complete; no suspect identified
a4e5e12b484868786139a5a7abef8334be4c808dd75dfe323d5ac2136f74f45a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.168060,52.048554,On or near HOLYWELLS CLOSE,E01029991,Ipswich 011C,Investigation complete; no suspect identified
cde67d10c8e5aa4decbc7827dd398728adc7d451bbd2ba3cc05b961826e780aa,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.914456,52.233892,On or near COOKS ROAD,E01030051,Mid Suffolk 006A,Investigation complete; no suspect identified
0b138cf8f05cd20fdf4312528a1d52ebc6b4e3bdd61a6a76d4ae84128d4d746f,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.143191,52.049427,On or near ANCASTER ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
5a5f2e867d3403615a7ec3b422eb9c1b6b0d90d1602c9109e9a7caf760e94c3e,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.747006,52.476447,On or near ALMA STREET,E01030250,Waveney 004D,Investigation complete; no suspect identified
1cdf7599bddb800a559fa2df47358d5b8d7e21477d7a3d7fce7a877f5e8e6ff0,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.748662,52.471672,On or near PARADE ROAD NORTH,E01030258,Waveney 007D,Investigation complete; no suspect identified
b475d5f33870d2b8bf6fb6887a231205277b8c08af1d59621778372290112367,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.966153,51.978834,On or near HIGHAM ROAD,E01029902,Babergh 009C,Investigation complete; no suspect identified
77626bc74f55a64f07fc3f32d6556d525cfbd1dfb7912963b1fbaf8b22f574c2,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.690857,52.252783,On or near A14,E01030140,St Edmundsbury 003D,Investigation complete; no suspect identified
7c90b376ed5e197d9bb8aa7a2328e3db817f2dd210a35192ca2babc50f23f129,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.311786,52.098339,On or near LOWER HAUGH LANE,E01030155,Suffolk Coastal 008A,Investigation complete; no suspect identified
e399c4694b83ef7d0ea03130edc8e456f59843e6962721e2c25cd51ebce0dd60,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.154097,52.058660,On or near Parking Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
72b57b88d78d67d6c7f4f8cd72dd05afa6126afe1da201a51c55d882c2adcded,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.649756,52.515055,On or near STAITH LANE,E01030260,Waveney 001E,Investigation complete; no suspect identified
e307ae5ba8d3d33bbb3e24e421ef70974f13eb7e43c61ef4552e5f688c296a74,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.509511,52.344221,On or near NEW STREET,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
db766fe3d2a640cb4a67102bfa8e0e6a82a045c2ce52bdb61ee120640d183abb,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.991746,52.174587,On or near WRIGHT CLOSE,E01030079,Mid Suffolk 008C,Investigation complete; no suspect identified
95e227ebffd8690b0e45954480a1802e4b54af966c300f3e7208bad477f095be,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.856021,52.136090,On or near BURY ROAD,E01029876,Babergh 001A,Investigation complete; no suspect identified
0e0a850308677aaee82bef54e84c8ed6d397d373559c405cba030b1e2f05a097,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.126783,52.080992,On or near WORDSWORTH CRESCENT,E01030032,Ipswich 001A,Investigation complete; no suspect identified
78dfde87519bd2f419a9d468c09a3e0cc840b61429af5393591ab6943cf95723,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.099761,52.197096,On or near MOWNESS HALL LANE,E01030083,Mid Suffolk 007C,Investigation complete; no suspect identified
2a986422cce43a6bba71ba9fb4277398d754359c7e59360cf299313beaf83a38,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.125376,52.079869,On or near NORWICH ROAD,E01030032,Ipswich 001A,Investigation complete; no suspect identified
6b3ab7da3e53c08ed5ef005e4297bf6b2e85902678f7bf7cd079c5621cddf4f8,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.153919,52.043510,On or near COWELL STREET,E01033122,Ipswich 012F,Investigation complete; no suspect identified
fd9856c63c222a11ab8e923422c2eb2831721222f29bc1f7d22f37d4462cfd3a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.732355,52.477216,On or near PETO WAY,E01030263,Waveney 005B,Investigation complete; no suspect identified
72209d22a8ba94b9ca7fbefdc9b4c76e9ad6632d2128e6124bef89e5983eb476,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.134203,52.079176,On or near CEDARCROFT ROAD,E01029975,Ipswich 002C,Investigation complete; no suspect identified
e7c2b8bb0b269a9b37a6a7b7f89302e677ea1e8580b0a24c942a085b3e5541f4,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.201243,52.050957,On or near FOXHALL ROAD,E01029965,Ipswich 009C,Investigation complete; no suspect identified
e757e05ad1972c56821020333122e63a50787be56967dca67d44a174f1e52f86,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.188703,52.051864,On or near FOXHALL ROAD,E01030006,Ipswich 008E,Investigation complete; no suspect identified
4c83824d0d6b0d110eb96d00e651c552fe1c3c0f6f8db73505545625ddf5fb79,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.692727,52.442743,On or near GISLEHAM ROAD,E01030236,Waveney 009B,Investigation complete; no suspect identified
deed9d34d3492e3909d2de9a65a201b6c1f7f2cd33886576b1fb56529d44fcc4,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.568944,52.461551,On or near GEORGE WESTWOOD WAY,E01030225,Waveney 010C,Investigation complete; no suspect identified
b95aa72812644386114988aa2d1b3e70b413d23c910ab8be5846df8ca4882df4,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.997906,52.282595,On or near CHURCH ROAD,E01030039,Mid Suffolk 002A,Investigation complete; no suspect identified
3fd625066db6e5c7cb137bf4a6c89b67673654896db98dce302183e496da2e7c,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.052883,52.004523,On or near GARRODS,E01029904,Babergh 010F,Investigation complete; no suspect identified
cabebdd2e2298bdd6991af9059362f13efac6755e5b46e9e271231dfe8e69af7,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.190367,52.034065,On or near SPITFIRE CLOSE,E01033131,Ipswich 014G,Investigation complete; no suspect identified
0a4774f66d79107cf4624443086582494ff5a94327624d52283f768bbaada877,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.740918,52.468067,On or near SALISBURY ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
a1194172a01d26b4fa23e75fab26101481a0d939f76649c2ee263e1155e4359d,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.528210,52.357485,On or near Park/Open Space,E01030229,Waveney 015A,Investigation complete; no suspect identified
e42a2fde015449bbbeddf219561fcb443e3f0c2ffc4a05d8b9795d7e86290608,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.531570,52.335576,On or near OLD MILL LANE,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
4c2be7fcefe2a4bd94e9dc19e71994e5d77b23c69a9faf1406183ebeb6d29881,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.754518,52.035337,On or near SHAWLANDS AVENUE,E01029888,Babergh 008C,Investigation complete; no suspect identified
2ba07c7e769f1f07031d0769a4b74a4327e5cdefe2a2d641fcaf4917cf9199bc,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.630790,52.264065,On or near SOUTH STREET,E01030134,St Edmundsbury 008D,Investigation complete; no suspect identified
d48abb18cf37a8ad0d429f92685803ad1424c49e1dbfb10abe7dd387ae34220a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.169821,52.053849,On or near HILL HOUSE ROAD,E01033129,Ipswich 007H,Investigation complete; no suspect identified
4cfc875518b56c1f5e6b7268ef02c20684d9d5513f89a9b60d753c71da6f7e32,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.430965,52.050891,On or near THE STREET,E01033446,Suffolk Coastal 007H,Investigation complete; no suspect identified
47500acf3c27570b5b6ceb7ac612e7ecaac51d8285b31e32efdc3aceea340480,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.178067,52.057593,On or near MASONS CLOSE,E01029958,Ipswich 007A,Investigation complete; no suspect identified
93dbc710894a320456edc3c3597744dee440b139afe8207b998d493344f71a11,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.996715,52.187781,On or near CHURCH WALK,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
98a2b60c30e74fab6dbecd23f84b3549c4c2e6d5f763a6e09fa103d033e7924d,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.148092,52.058749,On or near Theatre/Concert Hall,E01033125,Ipswich 007G,Investigation complete; no suspect identified
f6931e97d51521a45890fe4152b00cfecb4703976cf0d6bb9cfa5a1df8e99b0e,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.719044,52.229933,On or near SANDHOLME CLOSE,E01030142,St Edmundsbury 009B,Investigation complete; no suspect identified
fdac62b255731e3c3ee49f5b3cae45f491e815a12195ea67f4059c5e1f201713,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.133842,52.077558,On or near PRESTON DRIVE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
a7c4017a882ba3e80765bcbec97a9e480f5437692e5d866608e4bb5f46405136,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.512534,52.343410,On or near KING STREET,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
aaab02f6a75da20c87f775d805ee7a18f62ab590da45dc4f25d95e69852716bd,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.734168,52.465412,On or near ENSTONE ROAD,E01030257,Waveney 008A,Investigation complete; no suspect identified
a2aa091b62e934aa5b81395a1aaf560266986cadb6c55bcc3e7c6f0bb0ddeae8,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.993328,52.190951,On or near FAIRFIELD HILL,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
0aad8858578acc8d7c812623b74751d0e7b835d62199c169823ee1aaf78d3ffa,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.157212,52.055870,On or near TACKET STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
c057eb3c25ae234f2c06b0e9036fb1acfacffda4a18ee7990470d9eff19d2659,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.748397,52.482753,On or near ST PETER'S STREET,E01030246,Waveney 004A,Investigation complete; no suspect identified
fb7bc1901e6708a08abd703e119bc978bd47dde26f87e5a110a60901c1ca3aa0,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.269397,52.067091,On or near Police Station,E01030191,Suffolk Coastal 010D,Investigation complete; no suspect identified
207121e6794c762cd07e32925841abb6f2ef28f2521d421bd1eb2ade5353ae66,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.596227,52.152394,On or near PARK ROAD,E01030152,Suffolk Coastal 004A,Investigation complete; no suspect identified
fb0422df7de7e83142bb85060c3a26f160841ab9293350167f64182d09cae6de,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.160326,52.057396,On or near Theatre/Concert Hall,E01033129,Ipswich 007H,Investigation complete; no suspect identified
ce6111e88dd5e462a92e069107cf1396404ac0e2857704b2cb28cff27eff446f,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.705717,52.276157,On or near PARK AVENUE,E01030103,St Edmundsbury 004A,Investigation complete; no suspect identified
c8b56da993d8d6e9f3d21db3aa004093c5741d9d24244fcf5d7ec86cb7caf9c9,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.314187,51.991258,On or near MEADOW CLOSE,E01030218,Suffolk Coastal 012F,Investigation complete; no suspect identified
640f4900d3eef6891f5f690326f9756d7295fc5f49bc19c1dc5ee112b666551a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.740918,52.468067,On or near SALISBURY ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
f99acd3c15504373dc4f7ffe031e9ebe13567c3d814b78f4978d2a9328b38e33,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.889839,52.095452,On or near THE STREET,E01029907,Babergh 001C,Investigation complete; no suspect identified
d02e4d161fd56a2ff2a7e76e66a87e11c1d00c04452a1339b87c0eb4915f424c,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.139694,52.070890,On or near DALES VIEW ROAD,E01029974,Ipswich 002B,Investigation complete; no suspect identified
c434620c3bdf0644599214f06de9defed0312ceba174998c2d6e9059784d9d68,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.430790,52.079459,On or near CLEMENTS CLOSE,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
2b5a99fd9a57a457ae6b40fefb6ca61b99bce1b954ef1cfe08694bd9e4f02c1b,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.996715,52.187781,On or near CHURCH WALK,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
483e4226883a0f1d9c94b270c2b1da8a94309d40d6afa5b1792af179fa5a281e,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.706996,52.246622,On or near Pedestrian Subway,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
41102fc15efc7d4a1837bc72cf9d0f78d3647d9df0c132cdde5c66edab92d48a,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.742980,52.466680,On or near LAWSON COURT,E01030254,Waveney 007B,Investigation complete; no suspect identified
c9172777248ec8ba5b6dade395a6a60af72b07d712591b8b10f6034efd27b86b,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.717664,52.248823,On or near COTTON LANE,E01033049,St Edmundsbury 009G,Investigation complete; no suspect identified
f90539bb7abc13083e671bed8612fd1e88c3b5a3e2e56294b89498b5dd1000b0,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.340835,51.956065,On or near BEACH ROAD WEST,E01030162,Suffolk Coastal 015A,Investigation complete; no suspect identified
d72bf5a0a790e1856353833ce6c386c56d83e23a591a5484f73ad404976e5a89,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.130907,52.067751,On or near PUTNEY CLOSE,E01030026,Ipswich 006E,Investigation complete; no suspect identified
0a0e5775869436f782e8e52f924d2e52fd93977c5c5a9c647da0ee123d564890,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.563074,52.072960,On or near STOKE ROAD,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
f419ec6b1db8a7b9a3c8a464f5965b3f8a26670e40c5756d1fcf4af299893939,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.223307,52.088715,On or near Park/Open Space,E01030221,Suffolk Coastal 006C,Investigation complete; no suspect identified
74ea1ec62fe613314c589816b33b8a262f810cc36497990103836b235eebc2b7,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.177596,52.063911,On or near MEADOWVALE CLOSE,E01030000,Ipswich 004D,Investigation complete; no suspect identified
5e4bbd8f93ca37c21dc98cfd740e68435d3c6b778f77e9aa8120b8ce63d5af4a,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.712139,52.245425,On or near Shopping Area,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
08ba9c7ec125c2f64750d28c0af79c997529a49321670147a26ddfb634b76170,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.741519,52.470639,On or near HORN HILL,E01030258,Waveney 007D,Investigation complete; no suspect identified
06ea4d1f820d78fbd88b8ad6664f0caa057817bc5bac802f8d43fb0e81e89f2b,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.693185,52.018554,On or near PARK LANE,E01021406,Braintree 002B,Investigation complete; no suspect identified
5ef144b4341ddb1141e7c8141cc657729cecdab5f51cc4bc07af06de7f6f5003,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.363225,52.300233,On or near NOYES AVENUE,E01030082,Mid Suffolk 003B,Investigation complete; no suspect identified
6d0efe1cad14312fe9d5cc4479c0e8284753e422e6b6d60cbb1c55ee06f8e0ed,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.112438,52.039731,On or near WOOLVERSTONE CLOSE,E01030015,Ipswich 013D,Investigation complete; no suspect identified
3f3b6b799abd4f5df61cadcdcb499344c81567b01deda8d0dc69f24952c15ba3,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.732012,52.037148,On or near FRANCIS ROAD,E01029918,Babergh 007F,Investigation complete; no suspect identified
8f9c8c06b86f1c1e26cb091b6a8aa6692686ec12f973d1d7c386ee5539e2d707,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.239758,52.057432,On or near WALKER CHASE,E01030179,Suffolk Coastal 009A,Investigation complete; no suspect identified
b8ce2e25d4480f0973948cf77ab070c9900278fb18439c2618b65a9c0ef0597c,2014-02,Suffolk Constabulary,Suffolk Constabulary,1.568944,52.461551,On or near GEORGE WESTWOOD WAY,E01030225,Waveney 010C,Investigation complete; no suspect identified
669c70bcdcbd7ec487d68d44c3125f8c0afaf5b87f1757476e20b825c1dca7ca,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.711492,52.244918,On or near WOOLHALL STREET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
8505cd289b251aef7a8fd96ecd056a56ff8c0badae611e6b75521bd2b175afed,2014-02,Suffolk Constabulary,Suffolk Constabulary,0.636423,52.442991,On or near LINGHEATH ROAD,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
