Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.389249,54.865467,On or near Links Close,E01019126,Allerdale 001A,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388620,54.868943,On or near Nightclub,E01019126,Allerdale 001A,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.387233,54.868024,On or near Eden Street,E01019126,Allerdale 001A,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388620,54.868943,On or near Nightclub,E01019126,Allerdale 001A,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388620,54.868943,On or near Nightclub,E01019126,Allerdale 001A,Anti-social behaviour,,
f1a959123b13d1f85737d8a202296fa3d7f614b5be7e31be879e047f13ae8358,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388342,54.863554,On or near The Crofts,E01019126,Allerdale 001A,Other theft,,
999d22c737ad63d920103dd02e7eb3023a9cc2cc06e6ae503e44acdbc09c3be4,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.389556,54.868069,On or near Station Road,E01019126,Allerdale 001A,Other theft,,
afebb160e6825b379264eedbbbc8cfe39e4ab54e479f75abd175bdac71fd36cc,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.387460,54.870080,On or near Church Terrace,E01019126,Allerdale 001A,Public disorder and weapons,,
e2ebc1d7226c986b4fdd47e88788e3c8ffb7cf7c0c1ad21a99567d4286621864,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.382030,54.870357,On or near Pennine Close,E01019126,Allerdale 001A,Violent crime,,
61fee04abc7bcf5377ff7e3a3199c91334d0929e0b0a3d6443ecb7e0fc964d12,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388620,54.868943,On or near Nightclub,E01019126,Allerdale 001A,Violent crime,,
daa6aedb17728b552049a09117624c430cd451827c505035b9f087f4cc7b9c61,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.388342,54.863554,On or near The Crofts,E01019126,Allerdale 001A,Other crime,,
a31f547551a036e28e703692d315616541f36580c7152780f73d7ebab173e415,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.387460,54.870080,On or near Church Terrace,E01019126,Allerdale 001A,Other crime,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.383670,54.870006,On or near Latrig Street,E01019127,Allerdale 001B,Anti-social behaviour,,
e1280d00359bd5f6df90d0e636c1fd00ef99e068d8feb60aff961367dd33734c,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.357459,54.861198,On or near Airport/Airfield,E01019127,Allerdale 001B,Violent crime,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.169833,54.846165,On or near Kingsgarth,E01019132,Allerdale 001C,Anti-social behaviour,,
cd1bf489b8b7cebd4f874048f56a0a0a394071a807b379f7a9cdbfdcad5c2037,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.246019,54.886029,On or near Smithy Garth,E01019132,Allerdale 001C,Burglary,,
dcfc9e30da02c625f741f3dc42f4d6cf2ea8f8bc9a2ec5e20b9b24b728e4333f,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.202628,54.893692,On or near The Lees,E01019132,Allerdale 001C,Burglary,,
98a51d1aa37db6e3a18573be6a73ed86cd23c0ca2975aab4dd50303cf0587cb4,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.201611,54.902446,On or near Birch Hill Lane,E01019132,Allerdale 001C,Vehicle crime,,
617150564b8404bba87370ce386a99671f4c7d6ce776dce6e6d8f824269f446e,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.202628,54.893692,On or near The Lees,E01019132,Allerdale 001C,Violent crime,,
cb37587b2f0441ba8338b6e16a3795c31b375f9525d3c9387e083a7c6f9725a5,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.181580,54.819126,On or near The Brook,E01019132,Allerdale 001C,Other crime,,
d4b7ea8f03f9773c487e58464bf33786dee0c372dd89bcd3d0bfb33a4adc64bd,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.181580,54.819126,On or near The Brook,E01019132,Allerdale 001C,Other crime,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.153841,54.820597,On or near Lowmoor Road,E01019134,Allerdale 001D,Anti-social behaviour,,
ff41df9d9c346eb567b4e7706431e4b4c4906f51c0248a68c349a38f798154cb,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.146292,54.815636,On or near Syke Park,E01019134,Allerdale 001D,Other theft,,
e1d4f916323196862b1b057e4c63ed4d4dadd47b7913c0a7ff46262e8b8c6767,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.172394,54.824931,On or near Burnside,E01019135,Allerdale 001E,Criminal damage and arson,,
5f0b02f7178cdfe60608668fc4e797d063db4a681e315086e336f60b78268c45,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.176493,54.824047,On or near Ellen Close,E01019135,Allerdale 001E,Criminal damage and arson,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.150192,54.828550,On or near Orchard Road,E01019136,Allerdale 001F,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.162071,54.826432,On or near Police Station,E01019136,Allerdale 001F,Anti-social behaviour,,
9bcba0feb3900be8c86c46d98d11a2f51174ada346b564897d085303588e4cd6,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160497,54.825836,On or near Supermarket,E01019136,Allerdale 001F,Burglary,,
c234eed7c59a9ecd2d71efdf8299b42e85a51462014027312d3615877ce6305f,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.157394,54.827295,On or near The Stampery,E01019136,Allerdale 001F,Burglary,,
c95ddea467b5552b363761258191ccd8fd927f6995844f39ab465deb1481e36e,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.157394,54.827295,On or near The Stampery,E01019136,Allerdale 001F,Burglary,,
c7fc8d299b5b51aaa8e1c83306ed2b4ff4260e1eb55b10a4446e0a2205e14122,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160753,54.826625,On or near Redmayne Close,E01019136,Allerdale 001F,Criminal damage and arson,,
ce390f829c17cf56f5a480ea58d4b73252063d9fe2a93a68be4398367893858a,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160753,54.826625,On or near Redmayne Close,E01019136,Allerdale 001F,Shoplifting,,
cd801818df4522cfc476cb8998c2c00e656a49c2c82a16ffa69a15f2687eeb21,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160497,54.825836,On or near Supermarket,E01019136,Allerdale 001F,Other crime,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160235,54.818335,On or near Brackenlands,E01019137,Allerdale 001G,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160431,54.819186,On or near Longthwaite Grove,E01019137,Allerdale 001G,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160816,54.822310,On or near George Street,E01019137,Allerdale 001G,Anti-social behaviour,,
,2011-12,Cumbria Constabulary,Cumbria Constabulary,-3.160816,54.822310,On or near George Street,E01019137,Allerdale 001G,Anti-social behaviour,,
