Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
229cae902312c943525a29f4f7c851de9a033cf77f14807a6ab1409aa3a7bebc,2013-07,Greater Manchester Police,Greater Manchester Police,-2.069638,53.545605,On or near REDWOOD LANE,E01005387,Oldham 018A,Investigation complete; no suspect identified
5fe0ff0c7456cb177c81a09bdad2985cee34ed1256ba8124972ec4442497d271,2013-07,Greater Manchester Police,Greater Manchester Police,-2.038828,53.585365,On or near DELPH ROAD,E01005414,Oldham 006C,Investigation complete; no suspect identified
c67005b1254780497b4ca1ccb2346d9d77466f6048766d0cb031f52f84591c71,2013-07,Greater Manchester Police,Greater Manchester Police,-2.108094,53.517308,On or near SUTHERLAND CLOSE,E01005323,Oldham 029B,Investigation complete; no suspect identified
86c79943c83e6eaced62964cd211d13b582097e663bfb07c1de2ff7e6cc2db9e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.085199,53.546611,On or near SPRING STREET,E01005448,Oldham 012A,Investigation complete; no suspect identified
ab73bff33a943155a0cdc1f7002a467935c4895c438194a5e3c8f899cb1aec77,2013-07,Greater Manchester Police,Greater Manchester Police,-2.118457,53.534115,On or near TAY CLOSE,E01005459,Oldham 024D,Investigation complete; no suspect identified
b5b82297cfd515b413acc0ce580e283ad4f33aac0d2179a7c2d98599ee234220,2013-07,Greater Manchester Police,Greater Manchester Police,-2.095513,53.522379,On or near TUNS ROAD,E01005325,Oldham 029D,Investigation complete; no suspect identified
c649bea83cfa85579ecccad7bec9a03faef5bd5ceb5e098ba21686f50a800d51,2013-07,Greater Manchester Police,Greater Manchester Police,-2.147486,53.530110,On or near SCHOLES STREET,E01005343,Oldham 027B,Investigation complete; no suspect identified
6ee40f015dfb7098fce9fecbd9fc8c777ac08fdeedbc6796270af75b721d476c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.091496,53.478186,On or near Parking Area,E01006010,Tameside 017B,Investigation complete; no suspect identified
026a8bfd9a25456a0df0f4376bd5f3a02d174feb71d991d9bf6c42f3a2f087b7,2013-07,Greater Manchester Police,Greater Manchester Police,-2.114914,53.457133,On or near WALKER STREET,E01005974,Tameside 021C,Investigation complete; no suspect identified
09995c84884408a7a965aef2627fab73f82e43f85c2a1e483e6ef5fc545d1c66,2013-07,Greater Manchester Police,Greater Manchester Police,-2.059423,53.493181,On or near KESWICK CLOSE,E01006065,Tameside 008C,Investigation complete; no suspect identified
b8f1f0e5606cadff9baf2d8e45d33b27a4327a4f1071956c848be81f26671cda,2013-07,Greater Manchester Police,Greater Manchester Police,-2.098601,53.501317,On or near WILSHAW GROVE,E01005955,Tameside 002D,Investigation complete; no suspect identified
fdd3143d58b39127294b79d286917b057de0c89df0322fb6076263ca35d9d4a6,2013-07,Greater Manchester Police,Greater Manchester Police,-2.075166,53.462801,On or near Supermarket,E01006033,Tameside 020C,Investigation complete; no suspect identified
a6446d0e1c61e8948044b9cbf122e87867dbe16a4256a022c540ecffcb7020f1,2013-07,Greater Manchester Police,Greater Manchester Police,-2.097729,53.489390,On or near WATER STREET,E01005948,Tameside 013A,Investigation complete; no suspect identified
1df0faf0883efa5eedad2f9db7247440ea14da3a9e5633083f0df3b3037488e6,2013-07,Greater Manchester Police,Greater Manchester Police,-2.146245,53.481071,On or near Shopping Area,E01006000,Tameside 010E,Investigation complete; no suspect identified
175439d0188aa4b2cfe1f41e81762ab9569e4b4b3de7b2f37f8ab43edd9f9f28,2013-07,Greater Manchester Police,Greater Manchester Police,-2.061430,53.484030,On or near HARROP STREET,E01006060,Tameside 008A,Investigation complete; no suspect identified
1d079d294dfb594c91fdb31666ebb8b6d0bd2f63e75ed3d876e3de6ac4b518d9,2013-07,Greater Manchester Police,Greater Manchester Police,-2.165798,53.506564,On or near BERESFORD STREET,E01005369,Oldham 032B,Investigation complete; no suspect identified
e8558511e686902d68a8859da71170da9186f01ef92094a91106e139a8331f53,2013-07,Greater Manchester Police,Greater Manchester Police,-2.147336,53.543512,On or near JAMES STREET SOUTH,E01005327,Oldham 017A,Investigation complete; no suspect identified
5b34314b0873c895d71da7b97128718550b206ae131c7ead4a678b8de109306e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.087550,53.537360,On or near SMYRNA STREET,E01005431,Oldham 019B,Investigation complete; no suspect identified
a5e1cd9a8d3b76532b818bf3264b4d3637cbb5f55ac6d41666d869756f510964,2013-07,Greater Manchester Police,Greater Manchester Police,-2.097528,53.578680,On or near KERSHAW STREET,E01005445,Oldham 002D,Investigation complete; no suspect identified
d1af659a90ad59c31889216a2468d24a247518f46d50d0b050a9094250495441,2013-07,Greater Manchester Police,Greater Manchester Police,-2.139372,53.558370,On or near Shopping Area,E01005393,Oldham 008C,Investigation complete; no suspect identified
7a3ba4b709a7864fe2948fb24fcb520cd3ff8871a7c6348c761d215cc937d2c8,2013-07,Greater Manchester Police,Greater Manchester Police,-2.140796,53.537201,On or near JANE STREET,E01005331,Oldham 017C,Investigation complete; no suspect identified
f9600f0240efd3c2b4ffafa014a56cb1ecb4efda4896cfe6a50937d2c9516917,2013-07,Greater Manchester Police,Greater Manchester Police,-2.101963,53.526275,On or near SPORTSMANS DRIVE,E01005325,Oldham 029D,Investigation complete; no suspect identified
16c8b977c6ce08b4f1fe750e0879a51f74cbbfecc72865b34190eea2231e6263,2013-07,Greater Manchester Police,Greater Manchester Police,-2.085199,53.546611,On or near SPRING STREET,E01005448,Oldham 012A,Investigation complete; no suspect identified
96ad952d70c3ff78f6b654f383931c11a42f907fac53b66dd1a5624a55db98cf,2013-07,Greater Manchester Police,Greater Manchester Police,-2.097460,53.575633,On or near SHEARD COURT,E01005447,Oldham 003D,Investigation complete; no suspect identified
1dd9a7faacdcff12d35f13dfb67dbc04eefdb7f5f75dd151a7518d4cd6018134,2013-07,Greater Manchester Police,Greater Manchester Police,-2.118356,53.562833,On or near TURF CLOSE,E01005400,Oldham 009C,Investigation complete; no suspect identified
221c034755a84ee0f4dc61b4a962da064d5fa677b988cb0bcf7dcb00a46c5f45,2013-07,Greater Manchester Police,Greater Manchester Police,-2.084109,53.544778,On or near CAMBRIA STREET,E01005448,Oldham 012A,Investigation complete; no suspect identified
c6abc3df2ee98cb27da9a40af938e476fda3650b21b3db69e7ac7d983846c740,2013-07,Greater Manchester Police,Greater Manchester Police,-2.159919,53.506751,On or near PIERCY STREET,E01005372,Oldham 034A,Investigation complete; no suspect identified
c54f4c34e564a9bdda315c4037ff2058fed1af7d6597122690fa3221b7ea90f8,2013-07,Greater Manchester Police,Greater Manchester Police,-2.113710,53.541724,On or near Shopping Area,E01005434,Oldham 024B,Investigation complete; no suspect identified
c107aedbd4888375879a0374c404bf92d7d85171c0b34c333208371fcd641402,2013-07,Greater Manchester Police,Greater Manchester Police,-2.125493,53.571697,On or near DOGFORD ROAD,E01005403,Oldham 005D,Investigation complete; no suspect identified
7d2e4e4ebf2ebb6fe76d1eb0978bf822fb85eba4e1de5636dc1282276e4362aa,2013-07,Greater Manchester Police,Greater Manchester Police,-2.135088,53.559283,On or near CAVENDISH WAY,E01005393,Oldham 008C,Investigation complete; no suspect identified
c3234577983f408d29386a6322f35ba264d256f3ffb32335cbc826c634c97ac8,2013-07,Greater Manchester Police,Greater Manchester Police,-2.065042,53.540053,On or near BATESON DRIVE,E01005418,Oldham 018D,Investigation complete; no suspect identified
2f50e74d4557c906a49d67883cd05f517c4541f0a4499ee235477b7cb7fb5771,2013-07,Greater Manchester Police,Greater Manchester Police,-2.089891,53.552863,On or near TENNYSON STREET,E01005421,Oldham 011A,Investigation complete; no suspect identified
545020c0ac7e79e204974554b6fda8990df55bdb34968bb9e76e887d9818e8bd,2013-07,Greater Manchester Police,Greater Manchester Police,-2.094080,53.556248,On or near KIPLING ROAD,E01005422,Oldham 011B,Investigation complete; no suspect identified
a02377544fc113471648a7804e45bc5c91a573f0f33825ce213b9d52f544e8d5,2013-07,Greater Manchester Police,Greater Manchester Police,-2.097702,53.549432,On or near CRABTREE ROAD,E01032920,Oldham 011E,Investigation complete; no suspect identified
6e012651dfd139b27b7c1c253fae7911f2b4256c1d4959c8f764a0ef4a47d7b5,2013-07,Greater Manchester Police,Greater Manchester Police,-2.167670,53.526066,On or near KIRBY AVENUE,E01005345,Oldham 028C,Investigation complete; no suspect identified
921b5a99f8e260b614a65d36e0b7cdf1c0551dec2b1efff977eae1c2fe68791c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.164715,53.526519,On or near PRINCESS ROAD,E01005345,Oldham 028C,Investigation complete; no suspect identified
78059de75bcf5ef90712012d1ce43e8b66868668ec98d8f11a494ec97c719d06,2013-07,Greater Manchester Police,Greater Manchester Police,-2.075398,53.551417,On or near HOWARD STREET,E01005454,Oldham 012C,Investigation complete; no suspect identified
c1457299c794aea0976a4a787adb12d9864089387012280402ab12bf52e1b09f,2013-07,Greater Manchester Police,Greater Manchester Police,-2.133914,53.522153,On or near CATTLIN WAY,E01005382,Oldham 030D,Investigation complete; no suspect identified
023c8f67fdb1c7c14e6e841c1a922511a56adb7c6b822690007d07fde077f690,2013-07,Greater Manchester Police,Greater Manchester Police,-2.126200,53.540264,On or near FLETCHER CLOSE,E01005353,Oldham 016D,Investigation complete; no suspect identified
68abf88f9a7d572da40333f17f563020d2673239caa506fcb7e2140a16d3fc68,2013-07,Greater Manchester Police,Greater Manchester Police,-2.105423,53.553030,On or near GLENRIDDING CLOSE,E01005432,Oldham 014C,Investigation complete; no suspect identified
fe70a1ae0c090277d485dbcf41ba8dd2790d086cc789878d3dfc81155633e67e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.110686,53.539552,On or near CLEGG STREET,E01005434,Oldham 024B,Investigation complete; no suspect identified
cffe1295023ca1a7ad4c189c79a7d76ce12d2da12fcb7532f5ca48f871571020,2013-07,Greater Manchester Police,Greater Manchester Police,-2.112864,53.535981,On or near ELDON STREET,E01005434,Oldham 024B,Investigation complete; no suspect identified
87dbca604571837ed78d569ec0fd97e67f49f9a9adc5c62d5a35f5890f6ebdf7,2013-07,Greater Manchester Police,Greater Manchester Police,-2.087656,53.588584,On or near Parking Area,E01005441,Oldham 002A,Investigation complete; no suspect identified
8085078d02b3c992ba997aca0db7bbabf992318ec7ee6329e641c74299051d6c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.136127,53.516165,On or near CHERWELL CLOSE,E01005378,Oldham 031E,Investigation complete; no suspect identified
cdebfce2eaeae81a68bb5a591c1408d920407b3568880fea1f29d99adcb0a39d,2013-07,Greater Manchester Police,Greater Manchester Police,-2.127085,53.543481,On or near PLATO STREET,E01005353,Oldham 016D,Investigation complete; no suspect identified
23a6415a0cc55521b753aae96b554988e36cc61abbf3978cfa19e4202f2c535e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.089024,53.542527,On or near TYNWALD STREET,E01005450,Oldham 019C,Investigation complete; no suspect identified
0ea6fb5b4c4676202b82bfcfc8ca9cddc7be0ea81176741e61c89f839083cd1c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.110686,53.539552,On or near CLEGG STREET,E01005434,Oldham 024B,Investigation complete; no suspect identified
e1dec11a28170c77f66073f324f634d1795d79b9e95ca9422e4adff68eeb5f3b,2013-07,Greater Manchester Police,Greater Manchester Police,-2.013753,53.538785,On or near SHAW HALL BANK ROAD,E01005407,Oldham 013A,Investigation complete; no suspect identified
85d86a162bb5c4e61afb2910ccb6843b26008b546bd4b754691dc3d5de194195,2013-07,Greater Manchester Police,Greater Manchester Police,-2.129849,53.529519,On or near GRANGE AVENUE,E01005462,Oldham 035E,Investigation complete; no suspect identified
d8c44b0e1149aaab77fd115c9aa66685446427bbbce5262a781b42ff864acd35,2013-07,Greater Manchester Police,Greater Manchester Police,-2.146666,53.519999,On or near RAILWAY ROAD,E01005376,Oldham 031D,Investigation complete; no suspect identified
87869744dc056eb3ed51512d26fb0261afc884eddce95ebbf28837c9b7c1980e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.141187,53.554836,On or near BURNLEY LANE,E01005340,Oldham 010D,Investigation complete; no suspect identified
554fc610b6d11c2f532c5e6c635217bd2237ce1d53ff8a2586c400f2bf0df273,2013-07,Greater Manchester Police,Greater Manchester Police,-2.006467,53.549373,On or near HOPKINSON CLOSE,E01005412,Oldham 013B,Investigation complete; no suspect identified
dda140f90d2ca154ec4ca5afc2d2757eb023c0a93ab043a797fa402743788eae,2013-07,Greater Manchester Police,Greater Manchester Police,-2.152135,53.514015,On or near OLDHAM ROAD,E01005368,Oldham 031C,Investigation complete; no suspect identified
132aafb96d09dc64a242bf141d6eaadcd005d1deee76da68e1a0e35719c60843,2013-07,Greater Manchester Police,Greater Manchester Police,-2.153090,53.523928,On or near BARDSLEY STREET,E01005347,Oldham 028E,Investigation complete; no suspect identified
64fecd66e9d899d5bfbb148d6bd7529fc5a15afcbf69caf1f8b97fe30412d2d7,2013-07,Greater Manchester Police,Greater Manchester Police,-2.120914,53.554463,On or near PLUMPTON CLOSE,E01005354,Oldham 016E,Investigation complete; no suspect identified
1998a9034053db131a9a7295c248a660707b5d04807187d9b533d025135b2e20,2013-07,Greater Manchester Police,Greater Manchester Police,-2.131858,53.549894,On or near BAMFORD STREET,E01005351,Oldham 016B,Investigation complete; no suspect identified
3f8e10a3491a286ed075ad065dea2bed551b2ffff19a8e5adf188126b5e2b3ac,2013-07,Greater Manchester Police,Greater Manchester Police,-2.141187,53.554836,On or near BURNLEY LANE,E01005340,Oldham 010D,Investigation complete; no suspect identified
195d70185477579957cbf77c851ea98926cead1baf6a3e2d314ad4c5d7e050ab,2013-07,Greater Manchester Police,Greater Manchester Police,-2.102236,53.570704,On or near YARNTON CLOSE,E01005356,Oldham 005B,Investigation complete; no suspect identified
d0d2a7d9b268a8a7b472d595874fe69a7f6d3c7f7459d543269d0495689a9b70,2013-07,Greater Manchester Police,Greater Manchester Police,-2.101383,53.542337,On or near Pedestrian Subway,E01005427,Oldham 022C,Investigation complete; no suspect identified
91167f4bc89b5d3222735ac8665562ad7026e59dccbf9f708ee68119754a5c93,2013-07,Greater Manchester Police,Greater Manchester Police,-2.132077,53.576400,On or near THORNCLIFFE AVENUE,E01005394,Oldham 004B,Investigation complete; no suspect identified
c53c22a047ea468c90890a7cccad17555dc19cd2c16b310c6a45c0a9569f3ae2,2013-07,Greater Manchester Police,Greater Manchester Police,-2.014046,53.556357,On or near CHANCERY LANE,E01005411,Oldham 006B,Investigation complete; no suspect identified
9270a515450f5c01a1c6cd5a9d0342dd0e71c0e534034eaef7d9831c33f40310,2013-07,Greater Manchester Police,Greater Manchester Police,-2.072072,53.530431,On or near BROWN EDGE ROAD,E01032557,Oldham 026F,Investigation complete; no suspect identified
506dfc64c93a75bc7cdcfd9d3a58d7c5eab2b79cf223e22623244040deab9780,2013-07,Greater Manchester Police,Greater Manchester Police,-2.115776,53.535997,On or near ASHTON ROAD,E01005459,Oldham 024D,Investigation complete; no suspect identified
4fbdae307b950db3eda5d46708e82bbed8c0c868514d04d72dcb7b2db26aa5f9,2013-07,Greater Manchester Police,Greater Manchester Police,-2.129810,53.521682,On or near MOORCROFT STREET,E01005382,Oldham 030D,Investigation complete; no suspect identified
e16afa7c1e6ca60560d033ac0aee3ba751aa1a22fb7baf2c5d0af5606a5942e2,2013-07,Greater Manchester Police,Greater Manchester Police,-2.140577,53.539430,On or near PETWORTH ROAD,E01005328,Oldham 017B,Investigation complete; no suspect identified
b327e2dca86417665dd154ccec8fbd001949b48cb6eabecfd3a2451cfefcb97d,2013-07,Greater Manchester Police,Greater Manchester Police,-2.131858,53.549894,On or near BAMFORD STREET,E01005351,Oldham 016B,Investigation complete; no suspect identified
14eb29fccff70449c37a028f49847afc791dfcfbb43c4a1da69419f92193fffd,2013-07,Greater Manchester Police,Greater Manchester Police,-2.144586,53.529251,On or near Sports/Recreation Area,E01005344,Oldham 027C,Investigation complete; no suspect identified
9cbbb991acaccf54a28e6d7bfe1af4395d92de2bcfdde0e350c80c3340514a81,2013-07,Greater Manchester Police,Greater Manchester Police,-2.139025,53.553957,On or near Sports/Recreation Area,E01005340,Oldham 010D,Investigation complete; no suspect identified
27dabe34de0bffc8535c7887de1fca59e4a2b89205f642c9f0075ae8efc52725,2013-07,Greater Manchester Police,Greater Manchester Police,-2.149698,53.524400,On or near BROMLEY STREET,E01005347,Oldham 028E,Investigation complete; no suspect identified
7c7d6a2c5f43317923be0e9cbd2cf66a69d26ece7fb3bbcbbe28e5f07410dfd9,2013-07,Greater Manchester Police,Greater Manchester Police,-2.101884,53.537609,On or near CHIEF STREET,E01005427,Oldham 022C,Investigation complete; no suspect identified
d87a65792b1e7c056f11d85442754c387f229394b63b2ac9327bc7cc7f145801,2013-07,Greater Manchester Police,Greater Manchester Police,-2.112864,53.535981,On or near ELDON STREET,E01005434,Oldham 024B,Investigation complete; no suspect identified
f8312623d6ab0798b487828f9e936902b1c50ebb244ac6c31a1a72bb3753827e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.141316,53.521165,On or near CARDIGAN ROAD,E01005376,Oldham 031D,Investigation complete; no suspect identified
ab7ac23c283f4aeb4a8d96c48e162b8290a62c06ae44f1cd0fa0fb66fe153c41,2013-07,Greater Manchester Police,Greater Manchester Police,-2.203763,53.456142,On or near WHILEY STREET,E01005236,Manchester 022D,Investigation complete; no suspect identified
20e45881c131b04fb5caadbcaf0abdb47a897d477b13ec03715fe759746e74b7,2013-07,Greater Manchester Police,Greater Manchester Police,-2.202890,53.456234,On or near LINCOLN STREET,E01005237,Manchester 022E,Investigation complete; no suspect identified
4df35bc46331cc15c5430e75fed5fd561634bb47c87bb03315d210713c1b00a6,2013-07,Greater Manchester Police,Greater Manchester Police,-2.140664,53.547304,On or near LIGNUM AVENUE,E01005338,Oldham 017E,Investigation complete; no suspect identified
db7b1d8320b00aeafcb8471e456bd71b4494d1e8bcf10a59dcab63e0236346b1,2013-07,Greater Manchester Police,Greater Manchester Police,-2.080307,53.537167,On or near CYPRUS CLOSE,E01005431,Oldham 019B,Investigation complete; no suspect identified
90638e616a74d18b45337402f2c92dd20ebb7eb37cec9b60122dc660dd75e97a,2013-07,Greater Manchester Police,Greater Manchester Police,-2.108440,53.570024,On or near GREENCROFT MEADOW,E01005356,Oldham 005B,Investigation complete; no suspect identified
434966d1c1e4546c0b83240f2dee2bc9c4d967aa7665ce1a1c67fda130151065,2013-07,Greater Manchester Police,Greater Manchester Police,-2.103442,53.538956,On or near CHURCHILL STREET EAST,E01005427,Oldham 022C,Investigation complete; no suspect identified
9d0691e8148ee910139915fe02d2f5fed8cd330cbec70df2d4ad9e384e81e34b,2013-07,Greater Manchester Police,Greater Manchester Police,-2.109821,53.584054,On or near WESTDOWN GARDENS,E01005359,Oldham 001C,Investigation complete; no suspect identified
2820622d42def2af8c9558ef7748c60daf76771a20f5746e42b9403d26c80a49,2013-07,Greater Manchester Police,Greater Manchester Police,-2.093914,53.576589,On or near MARKET STREET,E01005447,Oldham 003D,Investigation complete; no suspect identified
8d584e448373c6671948f3a6ce7a719174b255a87b5a3f016904a062686df6e0,2013-07,Greater Manchester Police,Greater Manchester Police,-2.152135,53.514015,On or near OLDHAM ROAD,E01005368,Oldham 031C,Investigation complete; no suspect identified
0b0efd9c506fd6dbe2be8ccb0c6b870f51d9e28cab1f897b09b4cc9e4c69156a,2013-07,Greater Manchester Police,Greater Manchester Police,-2.093167,53.546245,On or near LOWER HOUSE STREET,E01032920,Oldham 011E,Investigation complete; no suspect identified
d04a7e746dbf4ff5a84a6362f56f73c060920274cef7cda794eae19e55c12258,2013-07,Greater Manchester Police,Greater Manchester Police,-2.136697,53.557421,On or near Shopping Area,E01005393,Oldham 008C,Investigation complete; no suspect identified
c528daeae774b0a5f6baa6f571decdb96ed8e212af78c9defea4070136cfe93f,2013-07,Greater Manchester Police,Greater Manchester Police,-2.085968,53.553288,On or near WHITECROFT STREET,E01005421,Oldham 011A,Investigation complete; no suspect identified
ec05b161fbefbd3dd66d919e02623638c046c72d499dd7a1d41a2fa51006cf4c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.091204,53.538678,On or near CRANBROOK STREET,E01005430,Oldham 022E,Investigation complete; no suspect identified
0ed51de42b4b13479b040f8fbb0d8b0e7595fe9a8a6becb12b9c382767bd6806,2013-07,Greater Manchester Police,Greater Manchester Police,-2.160765,53.511110,On or near GRIMSHAW STREET,E01005371,Oldham 032D,Investigation complete; no suspect identified
127fc3f295ee60163d3ecee16e3be7c363ae4075963124e28313af665d0fd142,2013-07,Greater Manchester Police,Greater Manchester Police,-2.086309,53.550547,On or near ZEALAND STREET,E01005456,Oldham 012E,Investigation complete; no suspect identified
0ab9898fbd11e3046afd0c8fe175d06ff7efc53f1a875bbaf0339ccb3711a10e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.019649,53.562639,On or near GATEHEAD ROAD,E01005416,Oldham 013C,Investigation complete; no suspect identified
2972746a737998342c44755231947d48b323b6095d6b4f0383aa9039eb1bcb1e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.091219,53.531838,On or near CONVENT STREET,E01005383,Oldham 026A,Investigation complete; no suspect identified
8a9f70d7271e94bb865cb8ea529bce6389fe54a3f64022c64067903610dc38b2,2013-07,Greater Manchester Police,Greater Manchester Police,-2.084407,53.527781,On or near WELCOME PARADE,E01005386,Oldham 026D,Investigation complete; no suspect identified
8bc54c2dc4eba4b8ab0470ac0f41c539d71391bfb0e930203fb6141564105423,2013-07,Greater Manchester Police,Greater Manchester Police,-2.139372,53.558370,On or near Shopping Area,E01005393,Oldham 008C,Investigation complete; no suspect identified
4d9cd634b3be8ce7f7576d4dae4b997280bc485be66cc2529320495c053b53fb,2013-07,Greater Manchester Police,Greater Manchester Police,-2.089891,53.552863,On or near TENNYSON STREET,E01005421,Oldham 011A,Investigation complete; no suspect identified
1da475b56a181b009418c55ae92a25495d6e9efe4d1275997c7f3a1a4e4b934d,2013-07,Greater Manchester Police,Greater Manchester Police,-2.156489,53.496491,On or near ALAN AVENUE,E01005375,Oldham 034D,Investigation complete; no suspect identified
7110da9ecebc38ac44852e74e0cdabb005b48e3d02768a56ce667c8d1c327284,2013-07,Greater Manchester Police,Greater Manchester Police,-2.008744,53.539621,On or near WELLINGTON ROAD,E01005408,Oldham 020C,Investigation complete; no suspect identified
dc638441810767dbe469716814ec67f0b23cf334a388faddf1b379ff4102c84a,2013-07,Greater Manchester Police,Greater Manchester Police,-2.069674,53.530693,On or near MEADOW BANK CLOSE,E01005389,Oldham 018C,Investigation complete; no suspect identified
c6c3d3b857631361ba064fd5e2b648a5afa58cac6308999b99c98028c4989851,2013-07,Greater Manchester Police,Greater Manchester Police,-2.093914,53.576589,On or near MARKET STREET,E01005447,Oldham 003D,Investigation complete; no suspect identified
55f32c3036c16b47c0ab6422678ad88106fd6017d23fbf5301229bb3090ef0df,2013-07,Greater Manchester Police,Greater Manchester Police,-2.158982,53.498124,On or near LINKS AVENUE,E01005375,Oldham 034D,Investigation complete; no suspect identified
8a80b06b1e9894ec99fd94936ba03715c111ceaafff3a7717bcfb6d0b2a1770e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.141187,53.554836,On or near BURNLEY LANE,E01005340,Oldham 010D,Investigation complete; no suspect identified
b9c1523668dac987b5d79845feded64122ec813003079f514737f78ad7303dfd,2013-07,Greater Manchester Police,Greater Manchester Police,-2.118569,53.530915,On or near NICHOLAS ROAD,E01005435,Oldham 035A,Investigation complete; no suspect identified
8757a32d60c29621728b9c3398bdd0c420494b9a7c55c9ef580dc9d12c9c8f7f,2013-07,Greater Manchester Police,Greater Manchester Police,-2.138304,53.531775,On or near UNION STREET,E01005460,Oldham 035C,Investigation complete; no suspect identified
57d190e59594abb534144ebd268378ed444cf8987cc0ce99d44b203bfb29a48e,2013-07,Greater Manchester Police,Greater Manchester Police,-2.138304,53.531775,On or near UNION STREET,E01005460,Oldham 035C,Investigation complete; no suspect identified
60f9b761e498533d25422bd3983116770fa3aa1e98e34123a5b28fba9d49ac53,2013-07,Greater Manchester Police,Greater Manchester Police,-2.084049,53.529579,On or near ROUNDTHORN ROAD,E01005383,Oldham 026A,Investigation complete; no suspect identified
5c25f3daec0fb59dcafd5395a3242acd170f27bd357850c2c7414772f2bd7174,2013-07,Greater Manchester Police,Greater Manchester Police,-2.122601,53.547980,On or near WARD STREET,E01005349,Oldham 016A,Investigation complete; no suspect identified
13c7b91bf560f9af44db135f061c5e38877e23c7253b281ebb595a267cb60427,2013-07,Greater Manchester Police,Greater Manchester Police,-2.123786,53.514596,On or near LIMEHURST COURT,E01005377,Oldham 030A,Investigation complete; no suspect identified
678b88211efa51e9e19dd65dfb2d240b8f7c0465a2449bd6fbd2f0876a4fbc8b,2013-07,Greater Manchester Police,Greater Manchester Police,-2.088400,53.547175,On or near HOLT STREET,E01005448,Oldham 012A,Investigation complete; no suspect identified
c33fbad4ed56b103404cc9646805d1718e8c43e96f65f8d485bfbeb25dbe8568,2013-07,Greater Manchester Police,Greater Manchester Police,-2.106189,53.545542,On or near EGERTON STREET,E01005433,Oldham 014D,Investigation complete; no suspect identified
3eed8c880ce4a422ce2a2ee2b5f4b91063ce4f363edbd61588e35bad702c8637,2013-07,Greater Manchester Police,Greater Manchester Police,-2.101662,53.558130,On or near MEEK STREET,E01005397,Oldham 009A,Investigation complete; no suspect identified
488b8d434a72970de98f5904e83bcc05d0224c3ee4d1f71487c03e688d743f3c,2013-07,Greater Manchester Police,Greater Manchester Police,-2.074961,53.526142,On or near COVERT ROAD,E01032557,Oldham 026F,Investigation complete; no suspect identified
ca34c7ca86bd380e3583be45a73473df9c492eca388efc4ee9fc367603d0e16b,2013-07,Greater Manchester Police,Greater Manchester Police,-2.093471,53.547234,On or near MILES STREET,E01005421,Oldham 011A,Investigation complete; no suspect identified
19d4e0249b703a2f3d32e1966c5126e4e5d0fb6ac1b84a2c126bcba050e8d574,2013-07,Greater Manchester Police,Greater Manchester Police,-2.091219,53.531838,On or near CONVENT STREET,E01005383,Oldham 026A,Investigation complete; no suspect identified
41a022bdd3914d397cb7721804b35aae630f9e60cc30519c9e240eff921bdb90,2013-07,Greater Manchester Police,Greater Manchester Police,-2.033726,53.571318,On or near DENSHAW ROAD,E01005414,Oldham 006C,Investigation complete; no suspect identified
173c42ccda84b569026c0e97bdb3536889a1aca217e00d9547b0af4cd45bfcdb,2013-07,Greater Manchester Police,Greater Manchester Police,-2.121846,53.553248,On or near Hospital,E01005354,Oldham 016E,Investigation complete; no suspect identified
9b38c04f38f376a608bf7a5de188f0d17eea44e8612410e8e20206bb08244317,2013-07,Greater Manchester Police,Greater Manchester Police,-2.108440,53.570024,On or near GREENCROFT MEADOW,E01005356,Oldham 005B,Investigation complete; no suspect identified
9a1bbe4b3a077e6176907880119be82aa51fcf57ccd277ade21bdda18aca40e9,2013-07,Greater Manchester Police,Greater Manchester Police,-2.125295,53.571050,On or near MELLOR STREET,E01005403,Oldham 005D,Investigation complete; no suspect identified
52526d84ec31ea30eaadd3ad5c5896764fb1371c7947367f2b504a78191d7e3d,2013-07,Greater Manchester Police,Greater Manchester Police,-2.116255,53.539789,On or near GEORGE STREET,E01005434,Oldham 024B,Investigation complete; no suspect identified
1d78420f3498a5e77171279b6e9a21caa2b985c95501253754d568620a33f235,2013-07,Greater Manchester Police,Greater Manchester Police,-2.146671,53.512620,On or near ROMAN ROAD,E01005364,Oldham 031B,Investigation complete; no suspect identified
c3230bb040668c89407f3a37bc5dbcb806e696204b66a7c6bd7d9512b96a8c50,2013-07,Greater Manchester Police,Greater Manchester Police,-2.134706,53.557854,On or near FARHOLME,E01005401,Oldham 008D,Investigation complete; no suspect identified
