Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ada69f42cce79d70684fbdd8fc169f9286e0b74bf97e340431192bc767b7b598,2014-11,Dorset Police,Dorset Police,-2.221830,50.682022,On or near Petrol Station,E01020491,Purbeck 004C,Investigation complete; no suspect identified
635b571f43b4da5e255aa96aaf34648b7cd942774d0a1cfe392da3343044d567,2014-11,Dorset Police,Dorset Police,-1.866962,50.869600,On or near BINGHAM ROAD,E01020412,East Dorset 003B,Investigation complete; no suspect identified
eeb55eaab4c62290ba5cbd6e3fb8aec836f8a3e833990fac9449cd972425741a,2014-11,Dorset Police,Dorset Police,-2.188585,51.003005,On or near SALISBURY ROAD,E01020455,North Dorset 003B,Investigation complete; no suspect identified
7ae3207027f27f64317fdb38418ab5b928aa0ae1ef3e27b5c64b8d8f082501a9,2014-11,Dorset Police,Dorset Police,-2.065849,50.731666,On or near A351,E01020474,Purbeck 002D,Investigation complete; no suspect identified
fa96f21b81d8fbf3ca6668e36eafdff60f38dc12abf091b2695edb0e24d545f8,2014-11,Dorset Police,Dorset Police,-1.752481,50.729255,On or near LEDBURY ROAD,E01020362,Christchurch 007D,Investigation complete; no suspect identified
ac027ee5ab3ffde56fce01ad91a181408e0af6dcf5478f2b824f3bfad346bc82,2014-11,Dorset Police,Dorset Police,-2.456627,50.622840,On or near GROSVENOR ROAD,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
804e3bef1a5f03de9507b6426fc94393db8262937cf262423fb3db84feb9d1b2,2014-11,Dorset Police,Dorset Police,-2.039159,50.738090,On or near SEA VIEW ROAD,E01020475,Purbeck 002E,Investigation complete; no suspect identified
14bbaef724850b765c8ab30436a6492dfc5d451545d38b4dbdd01768594e8cbf,2014-11,Dorset Police,Dorset Police,-2.494443,50.620167,On or near BROWN'S CRESCENT,E01020514,West Dorset 012C,Investigation complete; no suspect identified
92a031dd46e2536032d451123403cfa99e999e28e25ea660edd0272f1e318779,2014-11,Dorset Police,Dorset Police,-2.867605,50.797538,On or near MARSHALSEA ESTATE,E01020535,West Dorset 005D,Investigation complete; no suspect identified
8dd7f92335dca408d7300ba02bd0294ca03611691be0c85d0a5874cacce2d34f,2014-11,Dorset Police,Dorset Police,-1.737985,50.734664,On or near BURE HOMAGE LANE,E01020355,Christchurch 007B,Investigation complete; no suspect identified
9fc74a5d11601f6f77e41ce1889d8c548639ad2e8d7e0c96582e9322fc2a1c86,2014-11,Dorset Police,Dorset Police,-2.477293,50.612946,On or near WILTSHIRE AVENUE,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
144577ac780bc168194f525ca4fefe70deac2e57ed964af5faa8e21a7fec69bc,2014-11,Dorset Police,Dorset Police,-1.733191,50.735373,On or near BURE PARK,E01020355,Christchurch 007B,Investigation complete; no suspect identified
05602f506d30fc503b433be1ddbb2acc60fc16faaa2783cc6cadd58e8aa4a5f2,2014-11,Dorset Police,Dorset Police,-1.793324,50.749829,On or near ESSEX AVENUE,E01020351,Christchurch 002A,Investigation complete; no suspect identified
4adb2298b11a68ab9f0c21c03b57b909a5ac8aa0ceb7b208eb85019eba5682b5,2014-11,Dorset Police,Dorset Police,-2.461561,50.609835,On or near SALISBURY ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
57ffa57280865350582ef79587f0a4b7e2438e45662052dfb9ff0f5bfb59b501,2014-11,Dorset Police,Dorset Police,-2.436990,50.558670,On or near VERNE HILL ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
74ae959cc28b6fa0f6f9c22c806d193eab882ff733d17f93b87fdaf05bec7026,2014-11,Dorset Police,Dorset Police,-2.456654,50.713047,On or near WHITFIELD ROAD,E01020528,West Dorset 009E,Investigation complete; no suspect identified
18739027bf3943e372ac56659ec3adf211f813c366a6c4438bee5c13448e84ee,2014-11,Dorset Police,Dorset Police,-2.014581,50.764938,On or near HIGHFIELD ROAD,E01020383,East Dorset 012B,Investigation complete; no suspect identified
7a448c45cc066e1b8b571cd51fc4df0568df91c655cfd0ba49a1e4f16e654438,2014-11,Dorset Police,Dorset Police,-2.014581,50.764938,On or near HIGHFIELD ROAD,E01020383,East Dorset 012B,Investigation complete; no suspect identified
4aa066fa0b8b226f968e299d1ef668f4e24bde3c80c422634a9d16c9c04fb02d,2014-11,Dorset Police,Dorset Police,-1.752220,50.741107,On or near DRUITT ROAD,E01020348,Christchurch 005C,Investigation complete; no suspect identified
554b0a3a9504f61f4dd672c8f79e9dc02ef3bb448daf71d2fe982d52f877bf4d,2014-11,Dorset Police,Dorset Police,-1.709117,50.742024,On or near KILMINGTON WAY,E01020350,Christchurch 003B,Investigation complete; no suspect identified
6c9cccde7e34db38544a1479ce3022b41969549d5a683345088f1b2c011fe726,2014-11,Dorset Police,Dorset Police,-2.465945,50.714521,On or near POUNDBURY FARM WAY,E01032641,West Dorset 009F,Investigation complete; no suspect identified
a468be3c06e2be59b69954822f29ad75912c78327371830fb14367bb212e662c,2014-11,Dorset Police,Dorset Police,-2.453164,50.622871,On or near COLLEGE LANE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
223edc06fd958f8580d22a947d18bf0aa29502ad195b82b426790f7e5ff570fb,2014-11,Dorset Police,Dorset Police,-2.488864,50.607016,On or near LYNCH LANE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
6a73f0629a8d0c5ba272d504e6a12a0f026ab394b0184c2db8abe1c38bfe483e,2014-11,Dorset Police,Dorset Police,-2.460670,50.608336,On or near Parking Area,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
d60a83d90f37ee6632f499fb2b4116a1eaafa3cf552f86c31dd4818055485ef7,2014-11,Dorset Police,Dorset Police,-2.754969,50.733232,On or near EAST STREET,E01020503,West Dorset 008B,Investigation complete; no suspect identified
2ee2d3e96100aa5bb2c239997d974e113ab76c1b516d7c883bbdc7e76b9e1c3d,2014-11,Dorset Police,Dorset Police,-2.468263,50.642911,On or near Sports/Recreation Area,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
45a40862bbc95633954eca397f02ab957d0a3395dc2c589c03e1ae49273cf34a,2014-11,Dorset Police,Dorset Police,-2.453938,50.613741,On or near GLOUCESTER MEWS,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
9fc649c729bb456ab0ca4e28b80c5be6c082e894f49294543e0db7e73f7ffb8f,2014-11,Dorset Police,Dorset Police,-2.009463,50.766557,On or near SUTHERLAND AVENUE,E01015400,Poole 003F,Investigation complete; no suspect identified
cec94174010ca3175e727cc3fbf9555a0ebcec2856d8db961646f7f43edc2a0d,2014-11,Dorset Police,Dorset Police,-1.788962,50.736350,On or near GLEADOWE AVENUE,E01020368,Christchurch 006E,Investigation complete; no suspect identified
002f6f7d076d85e62116be9a53b2c37a48cae38f5e093f99800a8a1afb15b6af,2014-11,Dorset Police,Dorset Police,-2.012185,50.766548,On or near INSLEY CRESCENT,E01020383,East Dorset 012B,Investigation complete; no suspect identified
10ff5909e1763b687d49e1afc89b04892a3faf28d97aadfd0d8a0d533df02b9e,2014-11,Dorset Police,Dorset Police,-1.986128,50.798427,On or near EAST STREET,E01020428,East Dorset 010C,Investigation complete; no suspect identified
4c0379f418da680bafcc7e7a7a4be0427645de031949e900709aaad2f752aec2,2014-11,Dorset Police,Dorset Police,-2.454666,50.713981,On or near WESSEX WAY,E01020528,West Dorset 009E,Investigation complete; no suspect identified
123c51d490bb2ee16c49d5364a18da8d2f6681cbe32085fd0e2e32f30a01fb6d,2014-11,Dorset Police,Dorset Police,-2.155115,50.868663,On or near CASTLEMAN SMITH CLOSE,E01020436,North Dorset 007B,Investigation complete; no suspect identified
c9730bfa3aa70b927e7e698fa296d82202b9f9c97ddbc7cf493195ff00fddfd3,2014-11,Dorset Police,Dorset Police,-2.227158,50.697992,On or near DUNCAN CRESCENT,E01020493,Purbeck 004E,Investigation complete; no suspect identified
64e74ee6f2957fa55a629dfacd83b9e65a52e713c53806f6ece07696ad03d321,2014-11,Dorset Police,Dorset Police,-1.887621,50.823939,On or near Supermarket,E01020422,East Dorset 006B,Investigation complete; no suspect identified
741cb34028b2774196e39fa04af43f3d3da7caba9e38adc51fcb214931efc71f,2014-11,Dorset Police,Dorset Police,-2.275582,50.898044,On or near Sports/Recreation Area,E01020441,North Dorset 008D,Investigation complete; no suspect identified
0ff3dabf00c59da20358bb42eb991ad6f0b016bcd515ded2c44263b9898066bb,2014-11,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
1d2e1dbe475de342dc5f7431878ce3512528ca28e87a39ba1820e4254cfd1c0b,2014-11,Dorset Police,Dorset Police,-2.447296,50.609333,On or near Parking Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
4ad352e622706fab2944be1af85611164cadb726b5ca4d5bd6d2baead12cb3f5,2014-11,Dorset Police,Dorset Police,-2.469464,50.591727,On or near DOUGLAS ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
79db61d9760b23fab8c48133795a02cea96196cd4e428ca60afdfd0427f5cb52,2014-11,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
7de0fa891de2d23f3e5d9ac4bbb486e78824b46486425391e75935efd5bd816e,2014-11,Dorset Police,Dorset Police,-2.457888,50.647862,On or near BEVERLEY ROAD,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
0fb8ff0649c436f4efcfa1bdc95ee3f8621afb63dd05ebd0a6ef98623550084b,2014-11,Dorset Police,Dorset Police,-1.804240,50.756071,On or near ST CATHERINES WAY,E01020365,Christchurch 001D,Investigation complete; no suspect identified
89c6b3952081125d37cebd011c498d6eac91d333c11c0da8c303b6a2027a267d,2014-11,Dorset Police,Dorset Police,-1.688057,50.750593,On or near WALKFORD ROAD,E01020357,Christchurch 003C,Investigation complete; no suspect identified
6aad812f58c3ab4886acec5573f68e382dec61174f58c93612296fc92065047f,2014-11,Dorset Police,Dorset Police,-1.729251,50.745444,On or near COWSLIP CLOSE,E01020372,Christchurch 004D,Investigation complete; no suspect identified
417e82b5a203cf71e1204c8013f4919eb87bae85fb6e33ede9b96f0693be6cae,2014-11,Dorset Police,Dorset Police,-1.891021,50.808718,On or near WIMBORNE ROAD EAST,E01020390,East Dorset 008A,Investigation complete; no suspect identified
57d65a249adf0d777411c819eea5fee459ab16980fae0f4359743b50f1fd7543,2014-11,Dorset Police,Dorset Police,-2.377644,50.958619,On or near RING STREET,E01020434,North Dorset 004B,Investigation complete; no suspect identified
e13ca2123623f194a7efbec767087e29e9d65a2929e18bfc33c85ca81a711175,2014-11,Dorset Police,Dorset Police,-1.805112,50.747673,On or near CROSS WAY,E01020366,Christchurch 002E,Investigation complete; no suspect identified
31d9f40432cbb2eacfc632e38c61ac61fcac9138ab99efabf58f64a68ca7d90f,2014-11,Dorset Police,Dorset Police,-2.635985,50.664193,On or near BURTON ROAD,E01020512,West Dorset 012A,Investigation complete; no suspect identified
7b4e8a55b659fd25972a1cbdde5d360fd01410ab14088f4880c38c997945ba93,2014-11,Dorset Police,Dorset Police,-2.195409,51.009162,On or near BLEKE STREET,E01020454,North Dorset 003A,Investigation complete; no suspect identified
207c8da1457a76ab9bfe0e5591d1b911dd004dc747a3d88ac17e1f8dc9252d18,2014-11,Dorset Police,Dorset Police,-2.313947,50.919160,On or near NEWTON CLOSE,E01020458,North Dorset 004D,Investigation complete; no suspect identified
967fc5db90beecff117fcafdc03b0cca5cfeae442ca3f408f8b154590566e9fd,2014-11,Dorset Police,Dorset Police,-2.057544,50.638479,On or near THE SQUARE,E01020466,Purbeck 005A,Investigation complete; no suspect identified
e990daa928bf9d0bd91dfffdb47eef2d47007437c787a551a025a0a6deae9a6a,2014-11,Dorset Police,Dorset Police,-2.449973,50.541839,On or near WOOLCOMBE ROAD,E01020564,Weymouth and Portland 009B,Investigation complete; no suspect identified
4f0f72a424003fc5f2646b8c991e7644ba755870a81a7837a383e1cca77c335a,2014-11,Dorset Police,Dorset Police,-1.870656,50.813437,On or near CRACKLEWOOD CLOSE,E01020425,East Dorset 006E,Investigation complete; no suspect identified
741837364269d86f2f4da9c8956d913e13aecac96402c2942abc407510622a6c,2014-11,Dorset Police,Dorset Police,-2.011008,50.765820,On or near INSLEY CRESCENT,E01015400,Poole 003F,Investigation complete; no suspect identified
ed25decdeb8dfcbc5048270a9c4a8c14a78606e69cc4575f3e8f8556d9fdb898,2014-11,Dorset Police,Dorset Police,-1.854514,50.722907,On or near CHRISTCHURCH ROAD,E01015289,Bournemouth 021C,Investigation complete; no suspect identified
7f397699cecc0da08e8a272a632a566663782a9853360eadeea31116323c259e,2014-11,Dorset Police,Dorset Police,-1.814920,50.726178,On or near SOUTHBOURNE GROVE,E01015365,Bournemouth 018D,Investigation complete; no suspect identified
21ba01a8dd1cc696c51d3a4552b6419bbc553349d9984c0e8e32d0cd4b82302c,2014-11,Dorset Police,Dorset Police,-1.919278,50.709436,On or near CHESTERFIELD CLOSE,E01015404,Poole 018C,Investigation complete; no suspect identified
b7f0b1b46c7eb5ea9fd783ca7c451bd9057e4279d6fbebf5f6cb3717f2102d65,2014-11,Dorset Police,Dorset Police,-1.907304,50.712871,On or near WESTMINSTER ROAD EAST,E01015405,Poole 018D,Investigation complete; no suspect identified
261250e71082336ce344d9815aff559784096fc3890c265a0915e5ea933395ac,2014-11,Dorset Police,Dorset Police,-1.871439,50.719240,On or near BATH ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
bd59e6a2109dc88f16fe9a87dff9a0c0907745ff0fa9ec2376b9417f6f2eaf49,2014-11,Dorset Police,Dorset Police,-1.883533,50.720557,On or near AVENUE LANE,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
1ef048ecc22973c2261c4f56cb73769f80f8b7e228bc8223e5dec73c754a687e,2014-11,Dorset Police,Dorset Police,-1.885191,50.720190,On or near THE TRIANGLE,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
7ca4712ce06f183c651f0482babf2bd478605e1edd92a180161a83110e2a1bb0,2014-11,Dorset Police,Dorset Police,-1.824052,50.727631,On or near DARRACOTT ROAD,E01015275,Bournemouth 016C,Investigation complete; no suspect identified
8ebad8ad6055e8ef5950ccb1dd9e6cea870fb5e8b71f234a66b6395f17748e66,2014-11,Dorset Police,Dorset Police,-1.885129,50.716502,On or near WEST CLIFF ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
8dc413c9d1840ca9f98561276fb1df537bfe953ad178078deb26e6ac5e42461e,2014-11,Dorset Police,Dorset Police,-1.973996,50.747221,On or near WITNEY ROAD,E01015416,Poole 004E,Investigation complete; no suspect identified
eeaa9228c76a3dcb3d1daaacc87ac4eb742db3c1b75dd8e89889342120dac4f3,2014-11,Dorset Police,Dorset Police,-1.885027,50.723553,On or near WESSEX WAY,E01033242,Bournemouth 017F,Investigation complete; no suspect identified
6a9850af0508fe183b0f9d32aea4caa3abab8164263ed173689a6040d76a5c63,2014-11,Dorset Police,Dorset Police,-1.964586,50.744934,On or near BEAMISH ROAD,E01015408,Poole 005B,Investigation complete; no suspect identified
d069e79c30d17ce4d424ad4dd51cf52db0a1548dd504dfcaba4242288e4b167f,2014-11,Dorset Police,Dorset Police,-1.867660,50.718112,On or near EAST OVERCLIFF DRIVE,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
995997ac3793beba5913c027de20348be54283a482742588da71c0a1df0c4b83,2014-11,Dorset Police,Dorset Police,-1.944880,50.737481,On or near FAITH GARDENS,E01015443,Poole 008E,Investigation complete; no suspect identified
71fb97239172e3287933bf442cc651c9f37773dbe9f7423b47061cbf75821d79,2014-11,Dorset Police,Dorset Police,-1.901278,50.723010,On or near LANDSEER ROAD,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
1ab88b0f1fb31ce98f4b96cc15ad19c904a2c1e5fce81a5479302e25337e768a,2014-11,Dorset Police,Dorset Police,-1.953431,50.745641,On or near YARROW ROAD,E01015443,Poole 008E,Investigation complete; no suspect identified
613ffba7ec842aca0efb7965220d0f239e2e8cedf5270b41cbbd4b12fe6379bc,2014-11,Dorset Police,Dorset Police,-1.912903,50.710744,On or near BUCCLEUCH ROAD,E01015405,Poole 018D,Investigation complete; no suspect identified
1e05a78fadc0dd5194cbdebbc6271923258b312c1c1d28424fab158bd2c8fc90,2014-11,Dorset Police,Dorset Police,-1.829786,50.740652,On or near HENLEY GARDENS,E01015315,Bournemouth 011B,Investigation complete; no suspect identified
53d89edc743d158439a5df20412019b3a904e104e19df573e30f09332f9b1790,2014-11,Dorset Police,Dorset Police,-1.881555,50.746579,On or near NORTON GARDENS,E01015356,Bournemouth 009B,Investigation complete; no suspect identified
a20dbca9e868498ec305f327b51c4789d462061e656b0bf5af021a5541b0b223,2014-11,Dorset Police,Dorset Police,-2.000387,50.737089,On or near Parking Area,E01015421,Poole 006E,Investigation complete; no suspect identified
57c1339c75b60918f040a9f603f3848a9e9255ebe336b482e935d6a43e4b7cd3,2014-11,Dorset Police,Dorset Police,-1.976781,50.731853,On or near Sports/Recreation Area,E01015445,Poole 012A,Investigation complete; no suspect identified
d4479521d005b8d451a1e7efc7442edc4a98119cb1e5ac32a2485bb386e91293,2014-11,Dorset Police,Dorset Police,-1.976781,50.731853,On or near Sports/Recreation Area,E01015445,Poole 012A,Investigation complete; no suspect identified
415c0f2e67d0dddd68d8a459d0b18955bdd48918878042f11985726bce4a7cf1,2014-11,Dorset Police,Dorset Police,-1.970089,50.737805,On or near Supermarket,E01015449,Poole 011C,Investigation complete; no suspect identified
ab53e07e63491fc2f43e291619a01992cfec127a2b3e34fd228f9443d607efe5,2014-11,Dorset Police,Dorset Police,-1.819225,50.756185,On or near MANOR FARMYARD,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
53cbc4626b7084cd5345513af08a4424e989e333a90fef48a52882f2dd723665,2014-11,Dorset Police,Dorset Police,-1.885716,50.720019,On or near Supermarket,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
69d9c7e6f0ac7fc70d6aa69d2f39a9740779602a72acc9525ce7298b863fb161,2014-11,Dorset Police,Dorset Police,-1.841784,50.725445,On or near ROUMELIA LANE,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
56ca696cf62715d0a22d8901fa1a63b44e28e6322752cc668ccc6f3fb593ca7d,2014-11,Dorset Police,Dorset Police,-1.893995,50.723408,On or near WHARFDALE ROAD,E01033286,Bournemouth 023C,Investigation complete; no suspect identified
d113efa17cdc9301a24e2378e51a75860d623d2c97773a80c4d054110736f0e0,2014-11,Dorset Police,Dorset Police,-1.913370,50.749395,On or near WALLISCOTT ROAD,E01015359,Bournemouth 005E,Investigation complete; no suspect identified
8ba69c802d5ef7e19366987dffd5556cf8366fb05feb3092044dd25e869cb25c,2014-11,Dorset Police,Dorset Police,-1.999976,50.712009,On or near BROOMHILL WAY,E01015423,Poole 016A,Investigation complete; no suspect identified
0999e6a8507d2ef2f4a152f099cf9fea0247add6966f580f7e4f7211ea939f8d,2014-11,Dorset Police,Dorset Police,-1.858821,50.727481,On or near NORTHCOTE ROAD,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
00f36c5492ae4d23d52b4bf4872f253c9b27e2bbe05b45b4f1b25ab5b9e50065,2014-11,Dorset Police,Dorset Police,-1.987158,50.715002,On or near NEW ORCHARD,E01032659,Poole 015F,Investigation complete; no suspect identified
67fd676f40301f4b75d8d05121022b6df430a9430f61c47175af0aa917ae244e,2014-11,Dorset Police,Dorset Police,-1.929942,50.719236,On or near SPUR HILL AVENUE,E01015464,Poole 013F,Investigation complete; no suspect identified
a7804f9d7dd9d48bf07c80cb11d2c8a04188548638865f1ecde0890893f988e1,2014-11,Dorset Police,Dorset Police,-1.901632,50.743298,On or near GEORGINA CLOSE,E01015388,Poole 009C,Investigation complete; no suspect identified
4f3a7415a78b0f91be321702689cb7e10f4d1321cf3866f0038ab1fc183f99f3,2014-11,Dorset Police,Dorset Police,-1.874690,50.721887,On or near Supermarket,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
769169edea8eff6e3177f989e82b8ad237e0ec335183d69741a40854cf485a8f,2014-11,Dorset Police,Dorset Police,-1.867853,50.719874,On or near GERVIS ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
6fa949cca1d9c9245b71660decf66ed9205a5fe82219feac4f40f345141303bf,2014-11,Dorset Police,Dorset Police,-1.871700,50.722082,On or near OLD CHRISTCHURCH ROAD,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
c438070fbae718b3e77007d56c808372d30a91cd5ade2bd108b0be365c540532,2014-11,Dorset Police,Dorset Police,-1.952963,50.731100,On or near B3061,E01015457,Poole 011E,Investigation complete; no suspect identified
8dc430a52b9bfbe936750cd3f7898552de67d1edeea911335ca1eddac347ff9f,2014-11,Dorset Police,Dorset Police,-1.974391,50.723049,On or near CHARLES ROAD,E01015468,Poole 015D,Investigation complete; no suspect identified
d4cac4d04371c6c673dbce69815a26e1061cf067fbe402c667242f023c231b60,2014-11,Dorset Police,Dorset Police,-1.785497,50.728448,On or near MAGNOLIA CLOSE,E01015298,Bournemouth 020C,Investigation complete; no suspect identified
8965a1a484904f4fbddbdd18b46bf5e1ffddd213cdb672b81ecf65527d02a9aa,2014-11,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
001f531fa96160ae8e4cb328b58e903f52c478145e7c7da755252d46f356c2a4,2014-11,Dorset Police,Dorset Police,-1.829770,50.752927,On or near STONE GARDENS,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
ae1d013bd1ad3b7e8c7d9a8088ebb22a93868c87137a08b78ee03f7dd77fc3eb,2014-11,Dorset Police,Dorset Police,-1.905504,50.763085,On or near Park/Open Space,E01015303,Bournemouth 001B,Investigation complete; no suspect identified
5d87aae7f6f7c849167d9c369557723d88c8dcfc00171e0a556ee428d9c40e55,2014-11,Dorset Police,Dorset Police,-1.897258,50.753707,On or near KINGSWELL ROAD,E01015336,Bournemouth 007B,Investigation complete; no suspect identified
20c86558f50361123de2b0702f9d9c8800b2d1e6d31567d786ed1bbc3c88ba8a,2014-11,Dorset Police,Dorset Police,-1.877358,50.747205,On or near Police Station,E01015374,Bournemouth 009C,Investigation complete; no suspect identified
52f7a919181621b5ae7e5d5062ddc3fad27e7ff2e7bdb1f94b823159d7dc5f36,2014-11,Dorset Police,Dorset Police,-1.973843,50.740953,On or near Sports/Recreation Area,E01015407,Poole 005A,Investigation complete; no suspect identified
bf1e98ff959f51f4fb7e087f7cc8644f3b96c4b3a661ac6fe81d077a04dea597,2014-11,Dorset Police,Dorset Police,-1.817631,50.742990,On or near BARTLETT DRIVE,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
b6cd7648288a057ebeee93fb1547899ac0747b3de57bcd6b52e579b9b3eebe9e,2014-11,Dorset Police,Dorset Police,-1.900053,50.752505,On or near COLUMBIA GARDENS,E01015336,Bournemouth 007B,Investigation complete; no suspect identified
6d8ff75ddf0f8210d1925d8632e78996b1437416937ae7d601d876ccc1e269de,2014-11,Dorset Police,Dorset Police,-1.837430,50.726706,On or near Supermarket,E01015280,Bournemouth 019C,Investigation complete; no suspect identified
417da6dc5a5de533837a41af5f7e85d05e04645bf20b117281bd9585fd25471d,2014-11,Dorset Police,Dorset Police,-1.904719,50.723741,On or near COUNTY GATES LANE,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
930c5ddc986e2fb8f192c1bd395c27a1dc7d93991d06e9eedfd43f1643dfa9b3,2014-11,Dorset Police,Dorset Police,-1.849060,50.749330,On or near MALLARD ROAD,E01015339,Bournemouth 008B,Investigation complete; no suspect identified
c21ff2dd70343db8346a2cb2e2da546ee3f9f02ac8d323ce225fe9f9b6198f5c,2014-11,Dorset Police,Dorset Police,-1.929837,50.751762,On or near LEYLAND ROAD,E01015379,Poole 002A,Investigation complete; no suspect identified
0b32eee37c96a1be64979d056f9b2d655a600211730ed84c098d4af8329aa087,2014-11,Dorset Police,Dorset Police,-1.861080,50.725190,On or near ST SWITHUN'S ROAD,E01015290,Bournemouth 021D,Investigation complete; no suspect identified
8c81edcb77f01cbc3c9cbfd131d9c531d000927ab4f815f00b0f662552c6b072,2014-11,Dorset Police,Dorset Police,-1.822125,50.727745,On or near LIVINGSTONE ROAD,E01015273,Bournemouth 016B,Investigation complete; no suspect identified
9efb7039f66f43ae0204e955b3854146b90e2a82d798903f7c9d4e022453a240,2014-11,Dorset Police,Dorset Police,-1.854194,50.725614,On or near SPENCER ROAD,E01015290,Bournemouth 021D,Investigation complete; no suspect identified
2a4dad42f1847aa6df38b6ccb6a199bf0741774efecebf58f5f66c4598c9036b,2014-11,Dorset Police,Dorset Police,-1.855842,50.723943,On or near DERBY ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
9b62c5702e3340f7d983b46184ce9ddf254d78b89082a541075e5ddc44504820,2014-11,Dorset Police,Dorset Police,-1.989184,50.712530,On or near SARUM STREET,E01032661,Poole 015H,Investigation complete; no suspect identified
cd2e0606b40a46fef84cc9b370ae7107e32bbcfd82d4c3175c318cb4a06791d6,2014-11,Dorset Police,Dorset Police,-1.888240,50.724734,On or near BRANKSOME WOOD ROAD,E01015344,Bournemouth 012A,Investigation complete; no suspect identified
9f4c0d268e3295d480bb5c691936a0267fcb2b2784f02ca289fb3967629321b4,2014-11,Dorset Police,Dorset Police,-1.951443,50.735200,On or near RINGWOOD ROAD,E01015440,Poole 011A,Investigation complete; no suspect identified
e343f52bec2c3bf7d9688d55ab4d200b1ada24f12d458d701e8b8895e1df192d,2014-11,Dorset Police,Dorset Police,-1.922217,50.747944,On or near KEYES CLOSE,E01015381,Poole 007B,Investigation complete; no suspect identified
30022b5f27804a92bf7b398c46b7c28a92b6f4f905a7a877d82542faf307aaab,2014-11,Dorset Police,Dorset Police,-1.818908,50.742776,On or near ELTHAM CLOSE,E01015316,Bournemouth 014A,Investigation complete; no suspect identified
be88a27ebf62adced0c78f5ac8bc8b7a87d012d3dde098662449e2257b29e3b6,2014-11,Dorset Police,Dorset Police,-1.873233,50.741966,On or near HANKINSON ROAD,E01015375,Bournemouth 009D,Investigation complete; no suspect identified
1b518602b52ea9359ce151100782ce36e616b91076b4e51ebb01afd8201053b7,2014-11,Dorset Police,Dorset Police,-1.874251,50.753622,On or near BLOOMFIELD AVENUE,E01015320,Bournemouth 006A,Investigation complete; no suspect identified
9d9f2bd69f76aeab6cf111f91b252e249b90365baec643dc1b2334c9ce75c309,2014-11,Dorset Police,Dorset Police,-1.877022,50.723868,On or near Pedestrian Subway,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
5e8e5cb307717d93981e8c12905c1c9203c55306ff3dfb0f61d6065dbd99f8c5,2014-11,Dorset Police,Dorset Police,-1.916992,50.737159,On or near ROWE GARDENS,E01015387,Poole 009B,Investigation complete; no suspect identified
01039a613419af8196145439c2ae6bb406065e8f2f47af90dfc4b679a2c0f2f5,2014-11,Dorset Police,Dorset Police,-1.981037,50.718320,On or near Shopping Area,E01032659,Poole 015F,Investigation complete; no suspect identified
4ab0d0efae4361d2cf44707caa8797d41937ea5175635ef5848084d6e7cbc69b,2014-11,Dorset Police,Dorset Police,-1.974161,50.755098,On or near HOLYWELL CLOSE,E01015412,Poole 004A,Investigation complete; no suspect identified
d30b8098c57cee3a4c993ae9252447e3684085f88f814ccfe11eba2cca403ecd,2014-11,Dorset Police,Dorset Police,-1.901278,50.723010,On or near LANDSEER ROAD,E01015371,Bournemouth 023A,Investigation complete; no suspect identified
