Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1f8a81bf1fad63fb8c5b99abb172ace0408442df31735aa53aa2ace48d7af3ea,2014-11,Dorset Police,Dorset Police,-1.842472,50.727361,On or near Petrol Station,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
3b4dc9fc203177b152a9c0af34770ee0327a095448f442c9905df196ff80b513,2014-11,Dorset Police,Dorset Police,-1.972696,50.739703,On or near LEAROYD ROAD,E01015407,Poole 005A,Investigation complete; no suspect identified
b0b6bb4b605c51f2477405f66363bccc03d531540f3ed06c19c3216c097e0036,2014-11,Dorset Police,Dorset Police,-1.874960,50.726960,On or near THE DEANS,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
3bc8cb53e979484fa80b9a5ccc0a79ba7cdfe418b53218698330be2a3fee9afa,2014-11,Dorset Police,Dorset Police,-1.986128,50.750065,On or near HILARY ROAD,E01015421,Poole 006E,Investigation complete; no suspect identified
b838c0ed37bd487cb701355ef20673d2c87c8ec84db59d89ffe2ef721ddd7d74,2014-11,Dorset Police,Dorset Police,-1.900438,50.724529,On or near SNOWDON ROAD,E01033286,Bournemouth 023C,Investigation complete; no suspect identified
ddd54378d628f67e423f390e23bf5b93391e9709dec8bcd21bc19687c58d8121,2014-11,Dorset Police,Dorset Police,-1.886506,50.744876,On or near GREENWOOD ROAD,E01015360,Bournemouth 012D,Investigation complete; no suspect identified
b3fc06068c8f213975bc821072d495e47856851803ac3847afd2d99fb5a28882,2014-11,Dorset Police,Dorset Police,-1.900603,50.720393,On or near GROSVENOR ROAD,E01015369,Bournemouth 024C,Investigation complete; no suspect identified
0d90f15f9b2f7bfb3c3725fc2aea506e6b8e1a855d5feb91e3faa3c158839a35,2014-11,Dorset Police,Dorset Police,-1.823775,50.741201,On or near LECHLADE GARDENS,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
9bb76a02b0362899d75a388f2fd33a0779798f249cfd0b1bc3b1e8ce0f726a0c,2014-11,Dorset Police,Dorset Police,-1.953431,50.745641,On or near YARROW ROAD,E01015443,Poole 008E,Investigation complete; no suspect identified
56f388f4e1e21b71a512cd26a4a5ee773a26dcc2a724b513ff733ff564610708,2014-11,Dorset Police,Dorset Police,-1.824052,50.727631,On or near DARRACOTT ROAD,E01015275,Bournemouth 016C,Investigation complete; no suspect identified
7929d2b91b9c220a3eae8edc21261b8a1390498dc15de0e54b46c735b273410e,2014-11,Dorset Police,Dorset Police,-1.948892,50.722375,On or near STEEPDENE,E01015453,Poole 017B,Investigation complete; no suspect identified
836ad35847e345f2a4066fa91318876f65bdecfc33b4f28acb378de0545c0dc9,2014-11,Dorset Police,Dorset Police,-1.874387,50.750376,On or near CORONATION AVENUE,E01015320,Bournemouth 006A,Investigation complete; no suspect identified
8fa8c5cde2c42435fec315db49146f07db62554a3c9a27ccdb277299a2b570bf,2014-11,Dorset Police,Dorset Police,-1.918293,50.738733,On or near ALDER CRESCENT,E01015382,Poole 007C,Investigation complete; no suspect identified
88a3c13789bc2da6178ade5830e5cea5e37fb5f3b0d5fe8ed734068058ec7d38,2014-11,Dorset Police,Dorset Police,-1.941866,50.733388,On or near LINDEN ROAD,E01015438,Poole 008A,Investigation complete; no suspect identified
db51cd562791bc701e8ac8f5908eed19e6814d20e0b46326a31facc1535e9f4c,2014-11,Dorset Police,Dorset Police,-1.952674,50.722853,On or near Parking Area,E01015453,Poole 017B,Investigation complete; no suspect identified
6fbe30dec68ed40f8bd76232785dc024c375c5c34a428c19e943f41c1d989f3c,2014-11,Dorset Police,Dorset Police,-1.872950,50.720788,On or near ST PETER'S ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
918c3108918b0a85bb915c724ebbc4f919a6811aa1437341695281f7d2a81a69,2014-11,Dorset Police,Dorset Police,-1.872591,50.748836,On or near GARTH ROAD,E01015321,Bournemouth 009A,Investigation complete; no suspect identified
fc23d8625b3d65cb09fffc1eac803e9d04b90acfb094431037cbc8718c3e6577,2014-11,Dorset Police,Dorset Police,-1.920953,50.758204,On or near KIMBER ROAD,E01015307,Bournemouth 005A,Investigation complete; no suspect identified
a8a99143011d1d77fcab0645f1cc7dabe1f9cfb27093c67f7fa9fabafee926e4,2014-11,Dorset Police,Dorset Police,-1.911902,50.753764,On or near LYDFORD GARDENS,E01015307,Bournemouth 005A,Investigation complete; no suspect identified
1106fbe0fcde57878874c3505463998ee3c503ceb8773bc7182102b114a965b3,2014-11,Dorset Police,Dorset Police,-1.930411,50.766384,On or near KNIGHTS ROAD,E01015437,Poole 002D,Investigation complete; no suspect identified
c8e8c62802567d53a37d473e70576d7f1c0a9cc15eb5936df8f0709eb8afec14,2014-11,Dorset Police,Dorset Police,-1.885129,50.716502,On or near WEST CLIFF ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
f06359babb62379190da31b77b585a2da8f7ebe11f71340109f5bf31d1b611fa,2014-11,Dorset Police,Dorset Police,-1.847959,50.726073,On or near DRUMMOND ROAD,E01015279,Bournemouth 019B,Investigation complete; no suspect identified
80310f5cb18b148ddb9f96070e7f8eacc141dd396709c6c70c19661d6ac141f6,2014-11,Dorset Police,Dorset Police,-1.915126,50.757867,On or near ANDREWS CLOSE,E01015309,Bournemouth 005B,Investigation complete; no suspect identified
74af1a769a2014d2d12c2b3f92bfc8c8343d031b0750409d624dce9161e96faa,2014-11,Dorset Police,Dorset Police,-1.973489,50.714937,On or near WALDREN CLOSE,E01015468,Poole 015D,Investigation complete; no suspect identified
1ca409d7202b66c54896fd411c08f9f3ee4ea75704d4b4ce8b6f733a44605f26,2014-11,Dorset Police,Dorset Police,-1.858211,50.755897,On or near Sports/Recreation Area,E01015349,Bournemouth 004B,Investigation complete; no suspect identified
eab2be1cec055130a4e4ca9c00e88b32b6a3361f0d38ab487d5192f753b090e1,2014-11,Dorset Police,Dorset Police,-1.983752,50.733860,On or near PRESTON ROAD,E01015448,Poole 012C,Investigation complete; no suspect identified
bff17a83fe1c7eb18951005b12314ae7b62c50c7e7f4c6df583c24499032301e,2014-11,Dorset Police,Dorset Police,-2.490080,50.607065,On or near MCKAY WAY,E01020516,West Dorset 012E,Investigation complete; no suspect identified
2ff88a59560b5cb2792ed15faf7d5c0015b053e6a0b260c0fe7760d569f19fd5,2014-11,Dorset Police,Dorset Police,-2.490080,50.607065,On or near MCKAY WAY,E01020516,West Dorset 012E,Investigation complete; no suspect identified
0d6e1ec417e94b4ebc4f7893971eddc261fb8c820475f67103b5d6b893c88473,2014-11,Dorset Police,Dorset Police,-1.886627,50.882758,On or near STATION ROAD,E01020414,East Dorset 003D,Investigation complete; no suspect identified
2bc69c1a2fd4aa1fdfd5fede2b694d37865b12d09d960ec10afeee9159d2ae78,2014-11,Dorset Police,Dorset Police,-1.787217,50.733640,On or near DOUGLAS AVENUE,E01020367,Christchurch 006D,Investigation complete; no suspect identified
1f5d2e1aa804ec97cb74df180e680620b3b07f945306287edbc669ccc9fbf86a,2014-11,Dorset Police,Dorset Police,-2.465945,50.714521,On or near POUNDBURY FARM WAY,E01032641,West Dorset 009F,Investigation complete; no suspect identified
b9ab2d6d95c9bee7d4c24fda29778759e3dac8f36c3a49ba7653c4c87c436163,2014-11,Dorset Police,Dorset Police,-2.460203,50.611207,On or near STAVORDALE ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
3cee32519725e28fa7ee81df8c98a408bb6bdf7ee6e188f9b97c6a2ac145e77e,2014-11,Dorset Police,Dorset Police,-1.977671,50.798470,On or near HARLESTON VILLAS,E01020427,East Dorset 010B,Investigation complete; no suspect identified
3fdd80d12ef03e5bf17820dedd81955bab8c9e7184a3ffeb0e80ace20f3942c9,2014-11,Dorset Police,Dorset Police,-2.509540,50.956697,On or near Hospital,E01020542,West Dorset 001A,Investigation complete; no suspect identified
677b0051df5bab16bc7587f894973f27ac7b406596e7eafcd9e1971579df81e4,2014-11,Dorset Police,Dorset Police,-2.451770,50.540798,On or near MARTINSCROFT ROAD,E01020564,Weymouth and Portland 009B,Investigation complete; no suspect identified
294a7b1c0d15ec5c2b05378b9f8419baf990e326fe6ff07341109589a8fd3956,2014-11,Dorset Police,Dorset Police,-2.730057,50.703993,On or near BARR LANE,E01020507,West Dorset 007A,Investigation complete; no suspect identified
d74ad51643d9a29f12359245b5062a676e0c75cf90236620a06ad8ad6341472c,2014-11,Dorset Police,Dorset Police,-2.496769,50.620904,On or near THE BINDELLS,E01020514,West Dorset 012C,Investigation complete; no suspect identified
258fde28ef4bf90b5d0a75c81379809dc4084e06957e52f700e9661d920e9c6f,2014-11,Dorset Police,Dorset Police,-2.437298,50.547661,On or near VICTORIA PLACE,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
eba5ab876b77ce9bac06b7cdcba4bbdb5f70e21e9e457dd0e9b364a1d9f1f32c,2014-11,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
1465ffb6df3534708d061645cedeae373dff53241a61b788a29447c7dbd6a2cf,2014-11,Dorset Police,Dorset Police,-1.889207,50.825371,On or near STATION ROAD,E01020423,East Dorset 006C,Investigation complete; no suspect identified
c8d7f65c89ec363c4bb6b30726fddd3ac1690c16aa5ea56e6e28c38699c9bb48,2014-11,Dorset Police,Dorset Police,-2.088979,50.898597,On or near SOUTH FARM CLOSE,E01020442,North Dorset 006A,Investigation complete; no suspect identified
aa58b340871565c9ebd50ea1c69e68b040309cddcfbf7064378d98473643e341,2014-11,Dorset Police,Dorset Police,-1.760874,50.770036,On or near BURLEY ROAD,E01020345,Christchurch 001C,Investigation complete; no suspect identified
2b69af299244c74f5a10f9920c18ccfa7ddb18d46ccfb6dc3919eb45df601a52,2014-11,Dorset Police,Dorset Police,-2.764513,50.741524,On or near ALLINGTON MEAD,E01020499,West Dorset 006B,Investigation complete; no suspect identified
ce72458a912e1e82ef16f02ca2d28f2cf72bb1e3a06c8c1a3e00108209fd22cf,2014-11,Dorset Police,Dorset Police,-2.467766,50.715269,On or near RINGHILL STREET,E01032641,West Dorset 009F,Investigation complete; no suspect identified
f8143d69ea0132136410745d7a8e5486655bb63f4770be046a7d039d15617596,2014-11,Dorset Police,Dorset Police,-2.038975,50.737631,On or near SEABANK CLOSE,E01020475,Purbeck 002E,Investigation complete; no suspect identified
d60c4fe1d44a3aca7afc6176bc5d9f64ade8b9e5f2c54dd4013d473965473112,2014-11,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
75a99aa4748bf5a4acda498084523585ba88ff37d38ccabdc7aa5268e9b68b4c,2014-11,Dorset Police,Dorset Police,-2.516431,50.954140,On or near Parking Area,E01020543,West Dorset 001B,Investigation complete; no suspect identified
d28be71ca98038c7c10d4ef12070fac27922495a2bfaee60cdb8b92bf32a1ef9,2014-11,Dorset Police,Dorset Police,-2.462881,50.610477,On or near NEWSTEAD ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
2e69d7ff94c7097969053da3533815e1aede49d494a8e3d642e219b2139e0dda,2014-11,Dorset Police,Dorset Police,-2.532623,50.753875,On or near RURAL LANE,E01020529,West Dorset 004C,Investigation complete; no suspect identified
62579bd6f9791c8f55a5ebdbab08ecfa81e3f73d69538915f99908e7099bc1ef,2014-11,Dorset Police,Dorset Police,-2.457317,50.631254,On or near ST ANDREWS AVENUE,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
b962fb4264d061f3a3818425e2223d21221f78ff8b8ba7c748df852101b73b62,2014-11,Dorset Police,Dorset Police,-2.455323,50.618052,On or near PENNY STREET,E01020555,Weymouth and Portland 004C,Investigation complete; no suspect identified
137af9f17c0d2d98577117cd9abe16b40cb154275f694a4ede8d4a40a400e60e,2014-11,Dorset Police,Dorset Police,-2.482084,50.612845,On or near STAINFORTH CLOSE,E01020578,Weymouth and Portland 005D,Investigation complete; no suspect identified
4915835fdaa264478edb14bf24c17e79b6d420e68ed01fc39551c0f265177b36,2014-11,Dorset Police,Dorset Police,-2.375494,50.698687,On or near HIGHGATE LANE,E01020505,West Dorset 011A,Investigation complete; no suspect identified
ed44ab71d59367ec00e1db987bcc13e2961c5aa0a557c2e3d31f0d496a3e576d,2014-11,Dorset Police,Dorset Police,-1.729433,50.733475,On or near CLIFF DRIVE,E01020355,Christchurch 007B,Investigation complete; no suspect identified
bd365d1c8bf2c88728e3a998371dccbc54b6f02b338d9137f735bbea26ca980d,2014-11,Dorset Police,Dorset Police,-2.455178,50.613349,On or near QUEBEC PLACE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
e7049016e4928e0a62f01d26682453181a70eb6c293905ffddaa01935a3e2f67,2014-11,Dorset Police,Dorset Police,-2.348535,51.020594,On or near CHURCH HILL,E01020440,North Dorset 002A,Investigation complete; no suspect identified
c084a11f37b1c8270463f851263fa061010807818835eca85ba5a8292e4edeea,2014-11,Dorset Police,Dorset Police,-2.230110,50.676305,On or near OAKDENE ROAD,E01020491,Purbeck 004C,Investigation complete; no suspect identified
766a70d83ac5b8a740a808725e38c4ed5fd2c9fdb4e8fa100a1f1e8e14c51011,2014-11,Dorset Police,Dorset Police,-2.487564,50.604297,On or near FRASER AVENUE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
900972ed27c0d5148cbbf4e1cf2d520aebc2dcff62f8ac477e130be98eb362e9,2014-11,Dorset Police,Dorset Police,-2.423644,50.548629,On or near SHEPHERDS CROFT,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
3bddf7bf3a74ecd523ea9f51249f43c7312bbe46e227c6edc67ef9296e0f8d19,2014-11,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
e75da1745aaa6c5a41dbcb6292ca3c2c4b5aac2b0fa042fa6cd44dda6655bb20,2014-11,Dorset Police,Dorset Police,-1.797411,50.742138,On or near DEVON ROAD,E01020361,Christchurch 006B,Investigation complete; no suspect identified
a4e89cd0c35bb1fd24939d5d1fc3bb557ae9061f040c3bfec054111198a35608,2014-11,Dorset Police,Dorset Police,-2.466945,50.646900,On or near JUNIPER WAY,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
81007ff08acc8d1ad3a8143374458d319c36f434a8c4cc0795d6d94c2583253d,2014-11,Dorset Police,Dorset Police,-2.442703,50.543108,On or near ST GEORGES ESTATE ROAD,E01020565,Weymouth and Portland 009C,Investigation complete; no suspect identified
db698393f840e673bbd336b2ae1cdb9fbe3902e115f563f4deb321db0d27e880,2014-11,Dorset Police,Dorset Police,-1.748136,50.739012,On or near PENNANT WAY,E01020347,Christchurch 005B,Investigation complete; no suspect identified
b8e8852f5a62fa32b8fecd66867ab7ef2b7571d3f2f6e2e774a9c0f23dbf5545,2014-11,Dorset Police,Dorset Police,-2.456085,50.607770,On or near LOWER ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
311e3c1d1685535d58f7323dd5afef9a600e6b0562aa0d57b05e7b6d306712c5,2014-11,Dorset Police,Dorset Police,-2.439542,50.711377,On or near GREAT WESTERN ROAD,E01032645,West Dorset 009I,Investigation complete; no suspect identified
cb11162120b4fc0ed1e448d303eb225aebc6bdf0a7d677ced52715dd539f984c,2014-11,Dorset Police,Dorset Police,-2.487564,50.604297,On or near FRASER AVENUE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
15558b9612cb58830720c9f82a859319167a4e2158e693cf2c0dfb184d26f6d4,2014-11,Dorset Police,Dorset Police,-2.250449,50.697773,On or near ANDOVER GREEN,E01020493,Purbeck 004E,Investigation complete; no suspect identified
91e88cd2fa70fb505ac3287494b4a7128a8122b2aeafc7d9455f469e96d07fad,2014-11,Dorset Police,Dorset Police,-2.465065,50.615522,On or near POTTERY LANE,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
ca53204c36b16425b40a5ea11b5aadf26e95aa323c6624c7866449cf85b07a4e,2014-11,Dorset Police,Dorset Police,-1.984148,50.607925,On or near SYDENHAM ROAD,E01020483,Purbeck 006F,Investigation complete; no suspect identified
36acff00ed82edbc592e015d75c7a637545bf9c28de220687340f14918b0008b,2014-11,Dorset Police,Dorset Police,-2.012216,50.776458,On or near DIANA WAY,E01020385,East Dorset 012D,Investigation complete; no suspect identified
a016374de8e84378a83488be898b91b8bf3676d5870fad6f66fc6409028706b9,2014-11,Dorset Police,Dorset Police,-1.878131,50.880888,On or near Parking Area,E01020414,East Dorset 003D,Investigation complete; no suspect identified
a364a24a9efd6f5211c001a5e198af2f974671abb5d1a1e9814862a0ec28429c,2014-11,Dorset Police,Dorset Police,-2.428948,50.551424,On or near GROVE ROAD,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
8749a462ca2555a33305957050af6d2a7528edc9a295df56defbb400072c9f85,2014-11,Dorset Police,Dorset Police,-2.463281,50.632472,On or near Petrol Station,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
ca129f30063abc7023bb9d522946c08bfa5f501a17359da9d02a76646ab89170,2014-11,Dorset Police,Dorset Police,-2.468730,50.638646,On or near BLENHEIM ROAD,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
7a16ce56dcc5b86f2eaa8a7654a95bba470e9d7c1247aad3fabbcec311ed3310,2014-11,Dorset Police,Dorset Police,-2.461548,50.611400,On or near ILCHESTER ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
94e341a61295f05bedbc2957e773267e0fe479a8b6dd5c5de899abb2d3731fe8,2014-11,Dorset Police,Dorset Police,-1.975509,50.807597,On or near GREENHILL CLOSE,E01020380,East Dorset 007C,Investigation complete; no suspect identified
79de53b4352bb8e09c236a75bb516462384c4406d5b10c97beb0fc4ab4c30d35,2014-11,Dorset Police,Dorset Police,-1.877833,50.717017,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
a8ddaa790f3dd39364d313ffb285e53571a8b8f056e1f8dd74bfcd9db87358b8,2014-11,Dorset Police,Dorset Police,-1.989842,50.749229,On or near MILNE ROAD,E01015421,Poole 006E,Investigation complete; no suspect identified
31eea49325dabfd7b2b4a9ed63812f8948f820718ee4460052a75cff4e31735f,2014-11,Dorset Police,Dorset Police,-1.887286,50.874810,On or near HAYWARD WAY,E01020415,East Dorset 003E,Investigation complete; no suspect identified
9ea82a3ab0c3aa84bc7e68f6a65f445555c212da3a4bcb7d85624758a04c827c,2014-11,Dorset Police,Dorset Police,-2.461545,50.605401,On or near PORTMORE GARDENS,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
1398ad36fdcc0a81c0efebd6cce0760646dbf625a47b2542614c7f9ff29fdc3a,2014-11,Dorset Police,Dorset Police,-2.454025,50.608030,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
04b042d95680eb9fdda0ab5b52719e882a6cceceaebbb47f921bf45f53460464,2014-11,Dorset Police,Dorset Police,-2.322672,50.895154,On or near CRATE HILL,E01020448,North Dorset 008E,Investigation complete; no suspect identified
4d254094fa23af4714ec4c3d21e63b8490fe2a17a5fdc62bcc7c5319255d1d1d,2014-11,Dorset Police,Dorset Police,-2.461131,50.604935,On or near WYKE ROAD,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
c7ee368911ecc476c3acbf2d0fbda2f5fefc51101013173dac2e484b9ef01d57,2014-11,Dorset Police,Dorset Police,-2.443425,50.559913,On or near Supermarket,E01020569,Weymouth and Portland 008D,Investigation complete; no suspect identified
3f85b3a9d8e1df2b60ca0c3f392844f8e3b3929e2305848771d5a59e12c35c90,2014-11,Dorset Police,Dorset Police,-2.453463,50.615721,On or near QUEEN STREET,E01020555,Weymouth and Portland 004C,Investigation complete; no suspect identified
d69b955e998d77b9d198d17a607f488561a45a4db6691c3a2392f890937998da,2014-11,Dorset Police,Dorset Police,-2.197346,50.951941,On or near WEST VIEW,E01020460,North Dorset 005D,Investigation complete; no suspect identified
0170bf2a26f814cfbddb20914ae641c4c25aabe7fb95a68b53a1ee187d1fcab3,2014-11,Dorset Police,Dorset Police,-1.872139,50.805525,On or near PETWYN CLOSE,E01020393,East Dorset 008D,Investigation complete; no suspect identified
4e947a9afca3b4860e4e174ca425db7e974b484958de2e6f4d056f7ad129b2b1,2014-11,Dorset Police,Dorset Police,-2.479126,50.808288,On or near THE FOLLY,E01020509,West Dorset 004A,Investigation complete; no suspect identified
2de089fe57301e758d08fdee7395f4e01da61cd049f39c439ad122ae4174d2bb,2014-11,Dorset Police,Dorset Police,-2.740685,50.808601,On or near CHURCH STREET,E01020496,West Dorset 003C,Investigation complete; no suspect identified
9059c7befc27905d5e29aa1056af6494253d9f2c8b6f0e192adb8b3f5745ac9c,2014-11,Dorset Police,Dorset Police,-2.739691,50.743869,On or near FISHWEIR LANE,E01020498,West Dorset 006A,Investigation complete; no suspect identified
b12d1ec138ae1bc2ad53f3cce65be9fa3727381995378342f7013634ce1680f1,2014-11,Dorset Police,Dorset Police,-2.531281,50.660293,On or near CHEESE LANE,E01020512,West Dorset 012A,Investigation complete; no suspect identified
216e415c12aed33f4f8062117bc9a2b41a1eb45b742ee62c6bc34c40db40fde2,2014-11,Dorset Police,Dorset Police,-2.457282,50.710724,On or near CAMBRIDGE WALK,E01020528,West Dorset 009E,Investigation complete; no suspect identified
aea5afadd213fb7ca1c8e156fe5d58815f87e1d8991b44719d7202c2136979af,2014-11,Dorset Police,Dorset Police,-2.022232,50.782374,On or near RECTORY AVENUE,E01020386,East Dorset 012E,Investigation complete; no suspect identified
e4144711d5991305533ae4844595a75fb7bf766a096f4354c0f9c99d176c157f,2014-11,Dorset Police,Dorset Police,-2.299439,50.932903,On or near SELWOOD CLOSE,E01020458,North Dorset 004D,Investigation complete; no suspect identified
eb1029cd8954c4d8ed918dd0f50031fcffe14f4312cc5cdfe89cfd8a55e2f22e,2014-11,Dorset Police,Dorset Police,-2.022311,50.740864,On or near GORSE LANE,E01020471,Purbeck 002A,Investigation complete; no suspect identified
8cab909f7026730c6359573370cf4161b3abfcd580d14101927628adc358c149,2014-11,Dorset Police,Dorset Police,-2.475064,50.653998,On or near WATERY LANE,E01020570,Weymouth and Portland 001C,Investigation complete; no suspect identified
e2545b932c08359a980c40be5622cd4b6c7a007f65ddd9c15b874297e9acfc69,2014-11,Dorset Police,Dorset Police,-2.495752,50.619703,On or near PUGMILL LANE,E01020514,West Dorset 012C,Investigation complete; no suspect identified
31f1ff0f619fbf1cf3fd3473bf986113dc5eafd9147963088014341072c979c8,2014-11,Dorset Police,Dorset Police,-2.945285,50.725441,On or near UPPER WESTHILL ROAD,E01020532,West Dorset 005B,Investigation complete; no suspect identified
b807fd3ced4107acbb8c917dc3447e2972f5b398b327565716f8c650be8b04a7,2014-11,Dorset Police,Dorset Police,-2.513207,50.956177,On or near ST PAUL'S CLOSE,E01020543,West Dorset 001B,Investigation complete; no suspect identified
abe80aad64c91a0a1b583fa600f2f5d8a64356476385ce46b92955a4d29df125,2014-11,Dorset Police,Dorset Police,-2.138915,50.696800,On or near CAREY ROAD,E01020476,Purbeck 003A,Investigation complete; no suspect identified
e3f4b3385d43147bbe647e8a387087ca526a441d77af2a9e115659247aa4d458,2014-11,Dorset Police,Dorset Police,-2.138915,50.696800,On or near CAREY ROAD,E01020476,Purbeck 003A,Investigation complete; no suspect identified
0fb56dfe4495e6302065533095510ac70c6f27bdf9c34e47f49945ad1cfe6f02,2014-11,Dorset Police,Dorset Police,-1.960639,50.616733,On or near BATTLE MEAD,E01020479,Purbeck 006B,Investigation complete; no suspect identified
b57cae16bc2a0a0cc52d7fb8cf978c740995dfa356399be3d37f351f08d67a39,2014-11,Dorset Police,Dorset Police,-1.886242,50.848245,On or near DYMEWOOD ROAD,E01020411,East Dorset 003A,Investigation complete; no suspect identified
d6bebd2041d1e88d68f8979508107fbd3db977b7645146dd90be7dcbc49b1a59,2014-11,Dorset Police,Dorset Police,-2.464317,50.612773,On or near MILTON ROAD,E01020572,Weymouth and Portland 005A,Investigation complete; no suspect identified
027bc22a167fa20b1dd06692b29fd471e71a4a19c0ad4e6d09f2ee557f9aa988,2014-11,Dorset Police,Dorset Police,-1.976323,50.797688,On or near Petrol Station,E01020427,East Dorset 010B,Investigation complete; no suspect identified
92606eb525fc72dfc1de01b913d6345bcf14527aab6a035226232b68b2dba446,2014-11,Dorset Police,Dorset Police,-2.463554,50.630079,On or near CHESTNUT PLACE,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
0db28b8a216d625d046c521659e9c160516458c1cb695a42ad91d883706c79b9,2014-11,Dorset Police,Dorset Police,-1.831324,50.927932,On or near Parking Area,E01020389,East Dorset 001C,Investigation complete; no suspect identified
5c9d05b2ad15c14f47000e0cbd92040438e49bb5a982934f65156fb3d0f6b172,2014-11,Dorset Police,Dorset Police,-2.703553,50.741242,On or near HOME FARM CLOSE,E01020531,West Dorset 007C,Investigation complete; no suspect identified
8cd00ff64e74e6449142dfd09f3b535e6652bb8538df72cd95f7dbc1a89baa56,2014-11,Dorset Police,Dorset Police,-2.454150,50.645997,On or near DARWIN CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
20fef32203dfdfa45b4d8f9015dc6aacfe4ca4e73d1d89fdc44cee5ecdc8cf8c,2014-11,Dorset Police,Dorset Police,-2.023882,50.764010,On or near OAK CLOSE,E01020388,East Dorset 012G,Investigation complete; no suspect identified
90896b4c1a21a749e81c7fc6362c22f8fafe8d6e44e1d293286bb0f4c3af8ff0,2014-11,Dorset Police,Dorset Police,-2.078840,50.755605,On or near PROSPECT ROAD,E01020469,Purbeck 001B,Investigation complete; no suspect identified
47a3663166e8bdaf0e024644a4705503a85f2f54c553f6f1df1b48d412972199,2014-11,Dorset Police,Dorset Police,-2.019607,50.780630,On or near BADBURY VIEW ROAD,E01020386,East Dorset 012E,Investigation complete; no suspect identified
c3781a742c35d7c03b5fbeb07fe4b4b47c72b378555c45addc9511d90aae4a15,2014-11,Dorset Police,Dorset Police,-2.023794,50.813362,On or near BLANDFORD ROAD,E01020410,East Dorset 005D,Investigation complete; no suspect identified
d890b248a63905ca1c6ac8962ef9bd4c8d9e8e5b89fd4592d737b40fbead44de,2014-11,Dorset Police,Dorset Police,-2.067216,50.756557,On or near HUNTICK ROAD,E01020470,Purbeck 001C,Investigation complete; no suspect identified
b5f667def6c8332c150ad95b72e196eb551335e289a678c71940e92080cf66a5,2014-11,Dorset Police,Dorset Police,-2.461548,50.611400,On or near ILCHESTER ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
7293fc762fd83c3884d491085c776a53a2bf9c4db8effb165c34ccc391e4c409,2014-11,Dorset Police,Dorset Police,-2.439394,50.713635,On or near SOMERLEIGH ROAD,E01032644,West Dorset 009H,Investigation complete; no suspect identified
d5c3b1f243f3ec3654fc2b1ea41e147918acacc9d6119ead3976d172dbb325b8,2014-11,Dorset Police,Dorset Police,-2.435979,50.545418,On or near EASTON SQUARE,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
c9788a1ace8f48093a2559414fe8a134ad62de3088136b7bbe4610a1e20acb65,2014-11,Dorset Police,Dorset Police,-2.468978,50.605354,On or near BRADFORD ROAD,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
f4ff281d5b0984a954e6d3c68553433149d145fc2a7fe277940e95dea342f896,2014-11,Dorset Police,Dorset Police,-2.543463,50.946508,On or near Parking Area,E01020541,West Dorset 002C,Investigation complete; no suspect identified
