Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bd9e6a0a02847ba290120de750c944d0308fc8d1d2aa5ec90c5816ab5bc6cb79,2014-05,Dorset Police,Dorset Police,-2.245188,50.894128,On or near COOMBE ROAD,E01020444,North Dorset 005A,Investigation complete; no suspect identified
cd1500eb406cfa3bc0ff086789e5b4f48fdcee78a597424ea5f6423bf15f863b,2014-05,Dorset Police,Dorset Police,-2.428948,50.714465,On or near POUND LANE,E01020518,West Dorset 010A,Investigation complete; no suspect identified
71fed21dfed35781c7841ae77092ddf9e75fad59490a82065634d0c68c304220,2014-05,Dorset Police,Dorset Police,-2.461927,50.612585,On or near HOLLAND ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
923931e5379fa81e7972685e9507b1f5708bbbd166ecae7773dde28f59ae7695,2014-05,Dorset Police,Dorset Police,-2.589850,50.925969,On or near MILL LANE,E01020497,West Dorset 002A,Investigation complete; no suspect identified
c33c2d1ffc053345dec13ff7b70a2b5ac350f55dfe6cfe34e55e1f9f53899fc7,2014-05,Dorset Police,Dorset Police,-2.211747,50.756257,On or near Petrol Station,E01020465,Purbeck 001A,Investigation complete; no suspect identified
2730325c16ebffa488ea2f30446ba7951cd2890fcceede5d22cbb6db31c16da1,2014-05,Dorset Police,Dorset Police,-2.454909,50.608908,On or near ST THOMAS STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
b6136dd89f012e9a20fabf7539ff6278120e5fb688fe278b5b051abf3c356fae,2014-05,Dorset Police,Dorset Police,-1.859151,50.872549,On or near WOODLINKEN DRIVE,E01020418,East Dorset 002C,Investigation complete; no suspect identified
ed954e387051af4087d13f365a2f4b37e94d1f5fc39324235d5d481d675338c6,2014-05,Dorset Police,Dorset Police,-1.864213,50.866854,On or near Sports/Recreation Area,E01020412,East Dorset 003B,Investigation complete; no suspect identified
076d363a2d2bb724f1c25a987f5d683ae175f9413c7a977f1c323db472546620,2014-05,Dorset Police,Dorset Police,-1.694107,50.750978,On or near GLENVILLE ROAD,E01020357,Christchurch 003C,Investigation complete; no suspect identified
420c5577901e3ad15720d1e9c7f9aeb24a6b099150ea0a7cbdb5230dd91bce54,2014-05,Dorset Police,Dorset Police,-1.755861,50.733300,On or near PAUNTLEY ROAD,E01020362,Christchurch 007D,Investigation complete; no suspect identified
b60a2d4e934d2074a438c1a73516493a127398c6ac305fae4b3645fb8d4a2d48,2014-05,Dorset Police,Dorset Police,-1.755861,50.733300,On or near PAUNTLEY ROAD,E01020362,Christchurch 007D,Investigation complete; no suspect identified
4633e2e72cbbbd1f5aa3f1f48878037fe6169cbe78366ed9c1c01eb056af7680,2014-05,Dorset Police,Dorset Police,-1.757331,50.733861,On or near QUEEN'S ROAD,E01020362,Christchurch 007D,Investigation complete; no suspect identified
56ec741a7ad42a3ee9dccb784178afd4b991e5dd786d6dd208e5778ef84b5001,2014-05,Dorset Police,Dorset Police,-1.795551,50.746065,On or near ENDFIELD ROAD,E01020353,Christchurch 002C,Investigation complete; no suspect identified
a1bc3e3874c79070ac25f61b8fbc6dfce80d1d31a31a8dcb0c4b4353ffbc64ee,2014-05,Dorset Police,Dorset Police,-1.690009,50.751255,On or near BROADLANDS CLOSE,E01020357,Christchurch 003C,Investigation complete; no suspect identified
eb284b86c5f921d0e7dcd44ae83ce454abc872c04aeb5765d7384669f25479b8,2014-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
d0f958d275e43a102acc380ba2636f324028383de43c1e8442af84fe7f58d331,2014-05,Dorset Police,Dorset Police,-2.067325,50.615074,On or near Parking Area,E01020466,Purbeck 005A,Investigation complete; no suspect identified
9fd85812d0aa81f8238535b932cfd6d740913f6868a35e3aa33effb70d814368,2014-05,Dorset Police,Dorset Police,-2.465596,50.636366,On or near GREENWAY ROAD,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
399686d9463206d25cae961a91de3533350965bf867ca414c2c4bce7d3bc3e84,2014-05,Dorset Police,Dorset Police,-2.195962,50.886911,On or near HOD VIEW,E01020444,North Dorset 005A,Investigation complete; no suspect identified
d9c67ecde9c0211927c3a70e07cd401d29ff8d1c1d8f73ca6cdb5f733d1cfc4a,2014-05,Dorset Police,Dorset Police,-2.764428,50.735454,On or near ST SWITHINS PLACE,E01020500,West Dorset 006C,Investigation complete; no suspect identified
bbbf6bcb4ee67846d3af67f40644d3009eb329cf22ab79dc16038479bd921af7,2014-05,Dorset Police,Dorset Police,-2.187105,51.003655,On or near ST GEORGE'S ROAD,E01020455,North Dorset 003B,Investigation complete; no suspect identified
a9c1529e43c47d460571366c4eeca0fabd02542af888ed0e86cfe965756bedfe,2014-05,Dorset Police,Dorset Police,-2.345183,50.751190,On or near THE MOOR,E01020540,West Dorset 004E,Investigation complete; no suspect identified
23f4be0a3d5497f5b582439013a5958cd75cb35c22240029467fcd3487848256,2014-05,Dorset Police,Dorset Police,-1.915181,50.813990,On or near TELFORD ROAD,E01020408,East Dorset 009E,Investigation complete; no suspect identified
1ea6bb325853a7abe3ab5d5808fb55f9e79042587809130f847b84f37b4054a5,2014-05,Dorset Police,Dorset Police,-2.447063,50.717292,On or near Shopping Area,E01032643,West Dorset 009G,Investigation complete; no suspect identified
e1b87a59d43cf33aa0941a91a921dd85382debe5d1d6ff70ef2dae62e63416bf,2014-05,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
ae2d05a2c4158ee4cfab4b8955f94fd9024315d6cc35ab241991052282c8e517,2014-05,Dorset Police,Dorset Police,-2.119707,50.865225,On or near KEYNSTON DOWN ROAD,E01033154,North Dorset 006E,Investigation complete; no suspect identified
c7b076265bf4ddbff960e065647696163e2796ce259934815a3ac4e6d438a9dc,2014-05,Dorset Police,Dorset Police,-2.453164,50.622871,On or near COLLEGE LANE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
a1a640b6cec34eae7213ce75432224cc87b3a4bb9a719d3aa9aebf1454d59b64,2014-05,Dorset Police,Dorset Police,-2.004661,50.953790,On or near HIGH STREET,E01020397,East Dorset 001D,Investigation complete; no suspect identified
31f2731d285010ee6e911e326e008c9ba8a0371f3aba67bf6e10754e836634e6,2014-05,Dorset Police,Dorset Police,-2.440691,50.713090,On or near WEST WALKS ROAD,E01032644,West Dorset 009H,Investigation complete; no suspect identified
e603151f14fd1e2888647eb03ad7c5489b93ccd8e7e3e1ab1b0c66d4c8055ea3,2014-05,Dorset Police,Dorset Police,-1.856500,50.875118,On or near THE CHASE,E01020418,East Dorset 002C,Investigation complete; no suspect identified
353af750c5b334b133f5095e52ca6a4725697b852ed304cb6e869097501ee781,2014-05,Dorset Police,Dorset Police,-1.789535,50.750712,On or near CAMBRIDGE GARDENS,E01020352,Christchurch 002B,Investigation complete; no suspect identified
d0920224d72165ae956b8da01d163edf1a965b2c7e160b41bfbcf541d9101974,2014-05,Dorset Police,Dorset Police,-1.793324,50.749829,On or near ESSEX AVENUE,E01020351,Christchurch 002A,Investigation complete; no suspect identified
0a6a193d88b743ea970a42259fa956e77492d475e91e634f2f92108c10efb93d,2014-05,Dorset Police,Dorset Police,-2.149003,50.841658,On or near BOURNEMOUTH ROAD,E01020452,North Dorset 006B,Investigation complete; no suspect identified
6cc0fba6ac94393ce4418ca4a801c83b4e30ebb5ed38a1e7df68b688b47dede6,2014-05,Dorset Police,Dorset Police,-2.416781,50.645732,On or near HOLCOMBE CLOSE,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
c1139162b9d8a22b9cda692d4111502cc53659c3909c0bccebe41f344e0c5802,2014-05,Dorset Police,Dorset Police,-2.216843,50.677913,On or near CHURCH LANE,E01020491,Purbeck 004C,Investigation complete; no suspect identified
30c6de336c925093b513df74d0c4f61a946906904b5097fefd6ef3c872627feb,2014-05,Dorset Police,Dorset Police,-1.887273,50.821080,On or near KINGS CLOSE,E01020422,East Dorset 006B,Investigation complete; no suspect identified
a5d25536cf292ccf8b303a6361e7dc6b31920f06d4bddd79f6ab50ca8bc2b1d8,2014-05,Dorset Police,Dorset Police,-2.746550,50.740210,On or near ST KATHERINE'S DRIVE,E01020501,West Dorset 006D,Investigation complete; no suspect identified
c4db5af337d4026f88a0c75cd488d88b2d042319df9e02d537782a093284df09,2014-05,Dorset Police,Dorset Police,-2.287557,51.041182,On or near PRIMROSE CLOSE,E01020463,North Dorset 001C,Investigation complete; no suspect identified
5c8813e51adeebcd752be48341599ac8401c28fc0a5fba1ff7287963ce86bac8,2014-05,Dorset Police,Dorset Police,-2.490080,50.607065,On or near MCKAY WAY,E01020516,West Dorset 012E,Investigation complete; no suspect identified
c68065e90bbaceedcb62e05a8e295dd8558cd4f868411ba8634e68312ac32de3,2014-05,Dorset Police,Dorset Police,-2.799876,50.818975,On or near TRUSTHAMS,E01020506,West Dorset 003D,Investigation complete; no suspect identified
688a8399b2fe314a858b0dccb2901e86546fcd68915ede9ff7bae52d67d7e50a,2014-05,Dorset Police,Dorset Police,-2.271133,51.032795,On or near Conference/Exhibition Centre,E01020443,North Dorset 001A,Investigation complete; no suspect identified
a37ebbc9602fee187b6b8fb957c064b191376b6f30f84e7c1d2cf433fe51807f,2014-05,Dorset Police,Dorset Police,-1.866962,50.869600,On or near BINGHAM ROAD,E01020412,East Dorset 003B,Investigation complete; no suspect identified
2d236ba36c3b7dd433cec3d989b76304fee967b9af5f1724ce26484d0080a4d1,2014-05,Dorset Police,Dorset Police,-2.424540,50.706226,On or near BUCKINGHAM WAY,E01020520,West Dorset 010C,Investigation complete; no suspect identified
a71b7e675f6a494827bc79b4e59dd23ab9d2ec303d025a1fdfb75bbfedb3a304,2014-05,Dorset Police,Dorset Police,-1.955286,50.641929,On or near HEATHERSIDE,E01020466,Purbeck 005A,Investigation complete; no suspect identified
4a3c3270caba8d6550aa2610bc9477db0add2bdbdf1add59c7904cd379796112,2014-05,Dorset Police,Dorset Police,-1.832922,50.831257,On or near RINGWOOD ROAD,E01020405,East Dorset 004C,Investigation complete; no suspect identified
4f32656974d2fb4b206d68d8b0961105697d9244b88ebc6a203c675960850f90,2014-05,Dorset Police,Dorset Police,-2.453938,50.613741,On or near GLOUCESTER MEWS,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
44f1144024bafc7f9386f9b6c9d0ee212762abb56ba03d3471d497baabc6d734,2014-05,Dorset Police,Dorset Police,-1.957426,50.605625,On or near ST VAST'S ROAD,E01020481,Purbeck 006D,Investigation complete; no suspect identified
5ace2a959c289e92d550be4b793e0be480df169a4fb42a83982d105c1fb0b0e8,2014-05,Dorset Police,Dorset Police,-2.452982,50.605453,On or near Shopping Area,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
9771f276f6b2bdabdaef94eb83f0dfed2f50c04e77cf73b75414bce619783d61,2014-05,Dorset Police,Dorset Police,-2.166153,50.855609,On or near Nightclub,E01020438,North Dorset 007D,Investigation complete; no suspect identified
e3b749863b13a8df4d8a37fe0712f80f1bd7b0d0b234291a324dd36c71183c6c,2014-05,Dorset Police,Dorset Police,-1.974848,50.609273,On or near STEER ROAD,E01020484,Purbeck 006G,Investigation complete; no suspect identified
76e1f15b9b21d471df587b8e572dcb602e9f34e3bf140d353fa7450a040812ec,2014-05,Dorset Police,Dorset Police,-2.191624,51.007379,On or near Parking Area,E01020454,North Dorset 003A,Investigation complete; no suspect identified
83c62caae4745f8a9d0f4077053d70480ea3f5459fdc0580818f64c4cc72698c,2014-05,Dorset Police,Dorset Police,-2.159188,50.704516,On or near Park/Open Space,E01020476,Purbeck 003A,Investigation complete; no suspect identified
009db94e77d4d37cb71253e0ba40edc2d6fda392a760a1a2d54aba2118a0f9ec,2014-05,Dorset Police,Dorset Police,-1.982635,50.610344,On or near Sports/Recreation Area,E01020480,Purbeck 006C,Investigation complete; no suspect identified
6490b1ff8f6adc3e618778f0798ee529756d215a8f8525325dac3eb18bf69143,2014-05,Dorset Police,Dorset Police,-2.473950,50.593858,On or near BROADMEADOW ROAD,E01020586,Weymouth and Portland 007A,Investigation complete; no suspect identified
55124b0c25ff1d458af75c57f6f87d107e99e17b8d7a1b047432f2b09fd3e13e,2014-05,Dorset Police,Dorset Police,-1.890237,50.828105,On or near HESTON WAY,E01020421,East Dorset 006A,Investigation complete; no suspect identified
6b049ee2f73d93a5d45d5934dc065a5c80ac202005f41a4742493a183a95dbb3,2014-05,Dorset Police,Dorset Police,-2.193632,50.822016,On or near A354,E01020453,North Dorset 006C,Investigation complete; no suspect identified
96bd7c29d37b0cdac3e628ed5ecabe46729f28877a2d42b50fb53a0ee636233d,2014-05,Dorset Police,Dorset Police,-2.434563,50.655326,On or near COOMBE VALLEY ROAD,E01020549,West Dorset 011D,Investigation complete; no suspect identified
3caadd80d694cb04ea1f757ef388ded4f856da8291759071c764682d2e25916d,2014-05,Dorset Police,Dorset Police,-2.159188,50.704516,On or near Park/Open Space,E01020476,Purbeck 003A,Investigation complete; no suspect identified
8c396e8f90f9826efc0de6f421a02b1f2a6b035b66e4bdc74db8894c84df4fcf,2014-05,Dorset Police,Dorset Police,-1.779269,50.736368,On or near Nightclub,E01020368,Christchurch 006E,Investigation complete; no suspect identified
49af41b1e785b34902c561dad163c23c31c5d6570bafa51592624025a3a74f0c,2014-05,Dorset Police,Dorset Police,-2.753463,50.733898,On or near BERKELEY COURT,E01020500,West Dorset 006C,Investigation complete; no suspect identified
1ec5600645fca861a6aff6272dd94259dcc28bde1407331a572dfe13214c9f0b,2014-05,Dorset Police,Dorset Police,-2.933208,50.724432,On or near Parking Area,E01020532,West Dorset 005B,Investigation complete; no suspect identified
aa40caa1b13b14c1ada94b364a4c061604aefe70b8c4ae23dcf8a3fb6b8db2af,2014-05,Dorset Police,Dorset Police,-2.462173,50.607458,On or near MARSH ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
5c5b4321ec204be9ed43208a882e86a2d7a7280183107dee7eba923005e16c34,2014-05,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
76cc8528e73fc3e51e59f6226c37eb5d858d28525a0ea5759867df90d9115e26,2014-05,Dorset Police,Dorset Police,-2.442126,50.708993,On or near POETS WAY,E01020527,West Dorset 009D,Investigation complete; no suspect identified
91d4b2e16257a54d47fa6c93c213a5a7fbf3f37353f820cc8f842448a6ba14e2,2014-05,Dorset Police,Dorset Police,-1.699503,50.740623,On or near WORTLEY ROAD,E01020349,Christchurch 003A,Investigation complete; no suspect identified
f29ea6ab6aca640fbf67f6724010d06b563a8c3d1a43f7d8d84067d49f497d38,2014-05,Dorset Police,Dorset Police,-2.467320,50.656233,On or near ST LAWRENCE ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
57a26283f9eccf2d451e33469af2174c3fb12276158dc02df9e20c9d5d51b6b1,2014-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
f99a4bfc1427e2a10111a5d5c69e1db63a928a7ddd34926fe5cdead31250cd6f,2014-05,Dorset Police,Dorset Police,-2.126883,50.823483,On or near BEECH CLOSE,E01020453,North Dorset 006C,Investigation complete; no suspect identified
91e57ad61b13533c5a309be5d5470f34e9e0b46d10562000f0bdf59eebf3d94d,2014-05,Dorset Police,Dorset Police,-1.966958,50.797641,On or near PARMITER ROAD,E01020427,East Dorset 010B,Investigation complete; no suspect identified
d0620b9085e62f9039e7123611812faa67a2a0f146f95904ea81fa1422f25385,2014-05,Dorset Police,Dorset Police,-2.446616,50.542050,On or near COURTLANDS ROAD,E01020564,Weymouth and Portland 009B,Investigation complete; no suspect identified
0aaf7b5ebb19d555c08098aec4a5baf03c308324b8612a23d10833df089f67e5,2014-05,Dorset Police,Dorset Police,-1.867826,50.805358,On or near DERWENT CLOSE,E01020393,East Dorset 008D,Investigation complete; no suspect identified
ba4f5e879525429d9f52e617fc066c1dedd0a9a03facb9848c26126bf5ff0667,2014-05,Dorset Police,Dorset Police,-2.760820,50.734012,On or near WEST STREET,E01020503,West Dorset 008B,Investigation complete; no suspect identified
0262d5e948e283a096cf1a18a10c1436d286216ed21f306c6e867b3a972ad281,2014-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
8d7e2e0fd93cb76edbc90803271aa5996ee23716e0e2c2d3ed632c30ec769c7e,2014-05,Dorset Police,Dorset Police,-2.089155,50.760139,On or near JENNYS LANE,E01020470,Purbeck 001C,Investigation complete; no suspect identified
936801e2d8b80fd04053bb2cd79acc0df1070254176e3e06080a11fb90eaea0f,2014-05,Dorset Police,Dorset Police,-2.514507,50.955254,On or near SCHOOL VIEW CLOSE,E01020543,West Dorset 001B,Investigation complete; no suspect identified
59d8bf5591d5d71d016043ce0a50c2b32efeb86d932d6aeacccef3ef05ecfd3c,2014-05,Dorset Police,Dorset Police,-2.453879,50.710234,On or near MARGARET PLACE,E01020526,West Dorset 009C,Investigation complete; no suspect identified
161db9c560abef9dc7332a3ed0b7d90453af83ba32746a08d8202a81e43f4922,2014-05,Dorset Police,Dorset Police,-2.476248,50.594757,On or near VICTORIA ROAD,E01020588,Weymouth and Portland 007C,Investigation complete; no suspect identified
7461116706ce050dd729ab049b0fdab32bed881dfe7f77b710ceb26f435ea3dc,2014-05,Dorset Police,Dorset Police,-1.870740,50.870458,On or near HILLMEADOW,E01020412,East Dorset 003B,Investigation complete; no suspect identified
d6371a675b5d77222651e44373f41ea6ff133a53f3c830fb44362a8d4f191a4c,2014-05,Dorset Police,Dorset Police,-1.989348,50.800738,On or near REDCOTTS LANE,E01020428,East Dorset 010C,Investigation complete; no suspect identified
92bcb3011f203bb124471bddfa753ca62a1a9429a58e2e1d6358763e17a79e6f,2014-05,Dorset Police,Dorset Police,-2.457838,50.606306,On or near CHAPELHAY STREET,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
b1f0c00d15a08912af81ff3cbbda18c561abb082c74811ebc21fac52c089b9dd,2014-05,Dorset Police,Dorset Police,-2.436995,50.705532,On or near GROSVENOR CRESCENT,E01020523,West Dorset 010D,Investigation complete; no suspect identified
2fdb44eedb89e17573aebe3ef5f6fe53f56d13552bdd6a7c2c5312303895bac9,2014-05,Dorset Police,Dorset Police,-2.525428,50.634052,On or near B3157,E01020512,West Dorset 012A,Investigation complete; no suspect identified
f15b37b44d1ab6d4a68a574c3f34ef0f67c8b21af31df385384c846bf3243c71,2014-05,Dorset Police,Dorset Police,-2.457959,50.604264,On or near NORWICH ROAD,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
44d605fae3c8d57729b6baa8755a83aeada184aeb5ec89d2cef06a7a78ae61fd,2014-05,Dorset Police,Dorset Police,-2.469464,50.591727,On or near DOUGLAS ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
b2bb1aae14f48cc26be15c2e214bd82fd13fa14f0686c5290adaf7df2fa9c839,2014-05,Dorset Police,Dorset Police,-1.986128,50.798427,On or near EAST STREET,E01020428,East Dorset 010C,Investigation complete; no suspect identified
64472ef7e79fcff3e261698ec1f66563cd89eec8cf2d1c906927c20e197bc3d3,2014-05,Dorset Police,Dorset Police,-1.984141,50.799209,On or near Sports/Recreation Area,E01020428,East Dorset 010C,Investigation complete; no suspect identified
da8d3febad56b8f4703b9beb5a90f191dffc909ddcac3290dd05bd85d7ed8933,2014-05,Dorset Police,Dorset Police,-2.476600,50.612895,On or near CORNWALL CLOSE,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
f4451d8bd7965b30c1433588cb3d68286f6f834877a0c5b8931a11fcd8f2436b,2014-05,Dorset Police,Dorset Police,-2.015279,50.773481,On or near PYE CLOSE,E01020384,East Dorset 012C,Investigation complete; no suspect identified
d16cc7c0eae9a56b548bed6ef41d01642646e9c8f479e317a963a018357abcf4,2014-05,Dorset Police,Dorset Police,-2.760668,50.731621,On or near PRIORY LANE,E01020502,West Dorset 008A,Investigation complete; no suspect identified
042db764fcc8e5ed00c15e22f1fb7c25e2771e70a96901c4bbaa3129f7bf725c,2014-05,Dorset Police,Dorset Police,-2.516402,50.948942,On or near CHEAP STREET,E01020546,West Dorset 001E,Investigation complete; no suspect identified
bb74d8d5e98b36d980654290d8caf3d5b75d00fcd178c1033bb55c616a48d302,2014-05,Dorset Police,Dorset Police,-2.423683,50.710186,On or near Shopping Area,E01020518,West Dorset 010A,Investigation complete; no suspect identified
693e20dd6f75d8361e662f06f23bf2560793f06e1d12dc9b8d870b74d3745e22,2014-05,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
b95a084c2a33542a537a6a16a8bbd239b99c747f316a4a838639d57de0b2f909,2014-05,Dorset Police,Dorset Police,-2.455018,50.628979,On or near WEYMOUTH BAY AVENUE,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
497596564b943d1fa73f569d86bc64c730842c8b651d7d7cb068b74dca090e45,2014-05,Dorset Police,Dorset Police,-2.461514,50.606525,On or near WESTON ROAD,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
5956d4fe13dc7b54661aaf3f792eb18557ddfec7805d0bcd2697322bda68b48d,2014-05,Dorset Police,Dorset Police,-1.758912,50.732353,On or near HAVEN CLOSE,E01020362,Christchurch 007D,Investigation complete; no suspect identified
ac64c42d1017e68d89941fd35ceeb300acca91c9177d712055ccd375020aae89,2014-05,Dorset Police,Dorset Police,-1.840219,50.773094,On or near DALES LANE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
371b2ea67aa4c43179dd19c71defdb6e2405c7db1fdf0ea06396fc2c89fbf396,2014-05,Dorset Police,Dorset Police,-2.039674,50.660141,On or near Parking Area,E01020466,Purbeck 005A,Investigation complete; no suspect identified
da3333788299131a981b49bb2023dad4cd31baf7638160c29c28f609925e397b,2014-05,Dorset Police,Dorset Police,-2.468808,50.656434,On or near DORCHESTER ROAD,E01020570,Weymouth and Portland 001C,Investigation complete; no suspect identified
242e68a8f0c7d679260e22bacce4244a2d0e4fb68a67ae186b801d72386ffafb,2014-05,Dorset Police,Dorset Police,-1.822418,50.912641,On or near GILBERT CLOSE,E01020374,East Dorset 001B,Investigation complete; no suspect identified
e4d47975a1e95a5943144220bc56f53edc99f52d7d0b7e923c1f44bbfc43d4d0,2014-05,Dorset Police,Dorset Police,-2.434563,50.655326,On or near COOMBE VALLEY ROAD,E01020549,West Dorset 011D,Investigation complete; no suspect identified
70a5330c3d369e06db0fb57612e2e01d57a456314d43fa0be42e55d6e5e3002b,2014-05,Dorset Police,Dorset Police,-1.998599,50.837545,On or near B3078,E01020398,East Dorset 005B,Investigation complete; no suspect identified
2c1a01ef9870ac9da8b67cd731e05aedae6c28c7056e3b450c229a290aab659c,2014-05,Dorset Police,Dorset Police,-2.409972,50.718148,On or near CHURCH LANE,E01020509,West Dorset 004A,Investigation complete; no suspect identified
4cc022a15eb967a3c47e74929055c31bc8a4b48dd2ea2282a08b4376d50d6a7c,2014-05,Dorset Police,Dorset Police,-1.904437,50.792723,On or near DUNEDIN GARDENS,E01020399,East Dorset 011B,Investigation complete; no suspect identified
752a74f2533055176e9f501c5905a59bcfa5b1dcc411eb456686deb68a33132f,2014-05,Dorset Police,Dorset Police,-1.889207,50.825371,On or near STATION ROAD,E01020423,East Dorset 006C,Investigation complete; no suspect identified
b8ffd5cd6400e39e56dc2a7dbfedc82f6bc55de6f61a13f60bbe5a2bae58843f,2014-05,Dorset Police,Dorset Police,-2.430610,50.642337,On or near YEW TREE CLOSE,E01020559,Weymouth and Portland 002C,Investigation complete; no suspect identified
01c9bab3d2c57f29ab355b1799886288904e6e5eeb391cdc35498a6fe9dad4f1,2014-05,Dorset Police,Dorset Police,-2.470041,50.612714,On or near LONGCROFT ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
9112a3c269dcf14e2c46bfbbde78a82178b0107e32ea3eab66d765f3e1ed5e3e,2014-05,Dorset Police,Dorset Police,-2.767023,50.739861,On or near ALLINGTON GARDENS,E01020499,West Dorset 006B,Investigation complete; no suspect identified
e9f1c41e632157df16fd4b66163d9a81f40913b6a0a1cdb142f404237cdadb04,2014-05,Dorset Police,Dorset Police,-2.437849,50.713523,On or near TRINITY STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
217918f71a9878d2fba8214f68437d2172c4eae7bf36f4a064dfde52c439d52b,2014-05,Dorset Police,Dorset Police,-2.680245,50.844185,On or near WOOD FOLD VIEW,E01020530,West Dorset 003E,Investigation complete; no suspect identified
b536ab771c8e70b05291bea30f6d5bae5fc62e460be6ef502c806f4bbcb15a56,2014-05,Dorset Police,Dorset Police,-2.460983,50.729846,On or near A37,E01020509,West Dorset 004A,Investigation complete; no suspect identified
59586f32f240dd6b3e3c1d71677bcadb19f5bece9d47687e27832bb446d7d175,2014-05,Dorset Police,Dorset Police,-2.461649,50.652038,On or near BRAMBLING CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
c0677bebf39f2388e3fefc5833b448d52e778f284b01ee337c62bd8618cb6819,2014-05,Dorset Police,Dorset Police,-2.751787,50.790239,On or near BRIDGE STREET,E01020536,West Dorset 007D,Investigation complete; no suspect identified
f1a9771cabc0dec7563f61cf77b0fac3a054c84038c6c9788d20839f4c9b6e40,2014-05,Dorset Police,Dorset Police,-1.869625,50.806376,On or near MEDWAY ROAD,E01020393,East Dorset 008D,Investigation complete; no suspect identified
164c3bc48a34754b01257fc3480c7329c2a03c67db2bd2a491b46c0d9acc5cb9,2014-05,Dorset Police,Dorset Police,-2.473243,50.609329,On or near MALVERN TERRACE,E01020577,Weymouth and Portland 005C,Investigation complete; no suspect identified
4fa8ccd41f2a03d70d9f6d24f15907099755f5bd391951b24e07d0de02bcb0ba,2014-05,Dorset Police,Dorset Police,-1.963179,50.804663,On or near COLBORNE AVENUE,E01020381,East Dorset 007D,Investigation complete; no suspect identified
19d65057d6a9a65c045c11e8cde72366cb150d9158f8c1d9409067ee48e7e2a3,2014-05,Dorset Police,Dorset Police,-2.455258,50.621649,On or near CARLTON ROAD NORTH,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
d584b5cb66f7a66c6bbe0c7b8b5eb8995233fb8ab456862646ddf66936a9ef5c,2014-05,Dorset Police,Dorset Police,-2.027054,50.731618,On or near BORDER DRIVE,E01020473,Purbeck 002C,Investigation complete; no suspect identified
a6f68a57a775631c601e298b15628949a9ceb4406e4ed6dc9a2e5236d0ec884d,2014-05,Dorset Police,Dorset Police,-2.081012,50.601846,On or near Sports/Recreation Area,E01020466,Purbeck 005A,Investigation complete; no suspect identified
f1fc4a9a1e0d2f75b18d618895a1eeb6652c82c208d83e199ab0e026e98b49be,2014-05,Dorset Police,Dorset Police,-1.918815,50.920346,On or near Sports/Recreation Area,E01020389,East Dorset 001C,Investigation complete; no suspect identified
e75bbc5540c831bad7de9463751427c1930fb46fd0903dd565c56f3da376a2b8,2014-05,Dorset Police,Dorset Police,-2.758686,50.728225,On or near DOCTOR ROBERTS CLOSE,E01020502,West Dorset 008A,Investigation complete; no suspect identified
759effa0f0b5cd9e46e073f94731c6dd0779459efe1770f2d5ddf32377647de7,2014-05,Dorset Police,Dorset Police,-1.700042,50.740652,On or near Parking Area,E01020349,Christchurch 003A,Investigation complete; no suspect identified
799dbfbbe9ad0a545781552eb3e2c325b41c27ca316da0dc95c76cb4fb624e50,2014-05,Dorset Police,Dorset Police,-2.574624,50.967437,On or near RIGG LANE,E01020541,West Dorset 002C,Investigation complete; no suspect identified
