Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
648c2764a676a91aaed785180499ab83224670396775fbd3a1cd00459692d6dd,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.442052,51.712337,On or near GRAND UNION WAY,E01023808,Three Rivers 001E,Suspect charged
d27a1fd872b7743d84926f79791d4127fd715b03c8b1a2bfa8c24e13e049bdc7,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.170142,51.892799,On or near OXLEYS ROAD,E01023793,Stevenage 010C,Investigation complete; no suspect identified
42061002ec4af8a82c2f9245725089db4a82aa907fa0c27c487dcfe3e47e3a4d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.211701,51.980749,On or near AMOR WAY,E01023630,North Hertfordshire 006A,Suspect charged
e8bf4bac7b3d6cd4bf433a90139ceb5a4307e74337531707a098143db62d4e88,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.220578,51.687062,On or near WASH LANE,E01023567,Hertsmere 002A,Offender given a drugs possession warning
f4a0e0e8de4cfcce643cefedae90c0d12214503bc1c5d9f15d834b1c4bb455b0,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.193477,51.695901,On or near WYLLYOTTS LANE,E01023579,Hertsmere 001D,Investigation complete; no suspect identified
10924be6d378b07b6d0034de1f8204b194e08f165edad4c9ef521bf4173fa9ba,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.253023,51.658612,On or near Petrol Station,E01023546,Hertsmere 009C,Suspect charged
ae8f276f5dc6e1b7eb63e46c080f1efbf8bc71ae0846bc2919cf3371ea065878,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031745,51.811515,On or near Supermarket,E01023514,East Hertfordshire 012C,Offender given penalty notice
dc74d35945b4037ecf5390b2c586cd273d4b38aa3fd4f3555a43277e1bcbcbaf,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.434169,51.780031,On or near HOLTSMERE END LANE,E01023437,Dacorum 005D,Investigation complete; no suspect identified
7daee52c889c832043ca408d4e5dec5d060bf00a9713b77d2fc2ab930653afa6,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.190973,51.981997,On or near WESTON WAY,E01023592,North Hertfordshire 004F,Suspect charged
48e9324726f1946569a2d5445ab85f30a1da7d3b04de775916c38199b75a2901,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.077499,51.796572,On or near SALISBURY SQUARE,E01023478,East Hertfordshire 017D,Offender given a caution
4704fcf8bfd01a583f9e34a9bf0cff8d66dc5c8fb20e0ffa0d7f89d69814013d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.398063,51.654530,On or near EXCHANGE ROAD,E01023861,Watford 009C,Suspect charged
b5429d89e732a9beeb3a7220928f1d5e7469af352c207bee2d20e16918659892,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032214,51.685082,On or near Supermarket,E01023337,Broxbourne 013B,Suspect charged
73c869708e9f3e3a5a935333a91430c26573738eacd36b248300b65fa93ea528,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Suspect charged
60875fc3728deacbaef89ab817b609e45573117360563b97d20b8c62dccef437,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.190217,51.699259,On or near DARKES LANE,E01023578,Hertsmere 001C,Suspect charged
307e83911295ff414620f03a902ee821a68d888ac883a6788cf35b67ee309ffa,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.021240,51.763851,On or near PADDICK CLOSE,E01023323,Broxbourne 003D,Suspect charged
811976d97d65dd6232663aafd923566572a687c5591fb1cc6e851c910b8072f2,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.021240,51.763851,On or near PADDICK CLOSE,E01023323,Broxbourne 003D,Suspect charged
8d24941247db701c2526b6e397b9aea95cac74d93cb897c8c600b30eacc6fa0d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.203302,51.903480,On or near Supermarket,E01023758,Stevenage 008D,Suspect charged
b2cbec1646708ba8bc3875a2e309ad6d612a3f9bc76c59051105db1fac277745,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.208088,51.982241,On or near Park/Open Space,E01023633,North Hertfordshire 006D,Offender given a drugs possession warning
48c58c8335b595618a1d1e5eb83bae1c339501ae9d8cc61de2c619c94c31dc41,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.202790,51.901746,On or near Bus/Coach Station,E01023758,Stevenage 008D,Suspect charged
ee747d1a0f0ad6488785d8ebea18cd840478e1f3fb04450c0c22aa45a4033f5e,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.409849,51.643279,On or near MOOR VIEW,E01023865,Watford 011C,Suspect charged
fe2cd2e22e8902b034490056936c78a8612b49fe96bc38b07a98f551042596a7,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.222268,51.984551,On or near NORTON WAY NORTH,E01023633,North Hertfordshire 006D,Suspect charged
dad99cf36dfd63be19454fceb23a549d63b2ca873b5810ad80abae1c722a31ff,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.185747,51.976926,On or near BEECHWOOD CLOSE,E01023593,North Hertfordshire 004G,Investigation complete; no suspect identified
e49de23bfe09ff1afda9dc4629c78114ca71cffefd747b1c8b5c7b204a91a203,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.186063,51.984943,On or near Supermarket,E01023592,North Hertfordshire 004F,Investigation complete; no suspect identified
14b279b06aa5a5feee3bfc0016d60850e699e84e1f7fbeb8b20eeda80198cd1d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,0.160868,51.855415,On or near TWYFORD GARDENS,E01023458,East Hertfordshire 008C,Investigation complete; no suspect identified
03294b03d3cb323af7d26de700956d66dd8c6d43effef6245779b2891a54b82e,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037445,51.718001,On or near Supermarket,E01023305,Broxbourne 008D,Offender given penalty notice
65a7c538cb135801b1b16c020b6c8bcd7e187a29553e70ec6b33f2fb98518be7,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.387679,51.651411,On or near Supermarket,E01023860,Watford 009B,Offender given a caution
46c37dad8e4b205e3aca67fea2c94ceb58a3fe82e9710741a13b677f67673769,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.394657,51.653970,On or near ST. MARYS VIEW,E01023862,Watford 009D,Offender given a caution
f819e984d967d9b0dbbaaf960850aefa8c7b9cd5de866d4e821ce7298b93720a,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.461100,51.716607,On or near BARNSWAY,E01023408,Dacorum 022C,Investigation complete; no suspect identified
eff832926d9483034726ec8b7c9ec65aa57a78e24bf20baf2f5eb8e7e725d15a,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205107,51.902680,On or near SWINGATE,E01023758,Stevenage 008D,Local resolution
7d42badb11a6859804fb6e66f372eb9afa006d28c58b72e447488e53d28363c8,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.213990,51.986161,On or near TABBS CLOSE,E01023633,North Hertfordshire 006D,Suspect charged
da9d330a779bde58b0ad114433f4870771a5d9ddc1e6ed7af58791c366cca070,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.485915,51.762024,On or near WILLOW WAY,E01023391,Dacorum 010B,Offender given a drugs possession warning
47b5fad4abb3d86766a16c36c00f99af474db96d7b39b41ee8445e715d43f93b,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.038698,51.705091,On or near BLINDMAN'S LANE,E01023297,Broxbourne 010A,Local resolution
bc23957d88bcd513323bb75a354e7e04cd12a1d82db4a9307b4578d836f30dd6,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.013205,51.755415,On or near HIGH STREET,E01023321,Broxbourne 003B,Suspect charged
fce84d557c47e873d42b71f55360a5b59ac20cfc2976ca4e879340e42d70c129,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.199208,51.788032,On or near OAKEN GROVE,E01023940,Welwyn Hatfield 009B,Investigation complete; no suspect identified
c4c0883940e4b4789b95d7947e042286a8ee53e30e4c848a9ff1bc33d852e1b1,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.392193,51.659053,On or near QUEEN'S ROAD,E01023859,Watford 009A,Offender given a caution
de0eea683cd3dcdb3fdc5e742e2df40cc2afb580fda7f121cebd0cc714b748ec,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.355399,51.814213,On or near STATION ROAD,E01023701,St Albans 003C,Suspect charged
fd41203c772457a837a5db9ae48f148ec5efa71b6ed9bf2eca22292c2c214bba,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.357249,51.642645,On or near FIDLER PLACE,E01023557,Hertsmere 013F,Suspect charged
6c8b353a58f2ae18dc441868668be4415ffe23f0db7af5af8955f1c094d22a05,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339165,51.753028,On or near WADDINGTON ROAD,E01023727,St Albans 012B,Offender given penalty notice
065067ae903d6ca825673816b5b3f86e3afa2afaf30ae0658e1e79cd21099bf8,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.211379,51.906903,On or near BRICKKILN ROAD,E01023776,Stevenage 002A,Offender given a drugs possession warning
00bd3fcd09de8f67f2fb3f4459b7865a762f6f4c1e14d2edbfd576b9d18f1ee1,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.039847,51.698258,On or near Sports/Recreation Area,E01023334,Broxbourne 012C,Suspect charged
75cc28a3e00d22c3dc6c33f159895bbe8455f17e9e8ef3940e19d797da48be02,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.296476,51.752453,On or near WYNCHES FARM DRIVE,E01023664,St Albans 013A,Investigation complete; no suspect identified
0f911c6b0d8eb0a3d73102868b018c792d8649dd1d4bcd1f529d612986f2e39f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312040,51.687009,On or near BRENDON COURT,E01023523,Hertsmere 005A,Offender given a caution
f8bbc493ac32c4c413fdc392e462cac9487f246b784341325cb004e692d98db8,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.296476,51.752453,On or near WYNCHES FARM DRIVE,E01023664,St Albans 013A,Investigation complete; no suspect identified
8f5168706b5412ddd09ed31c95599695e20cfaf7c6b60c2f9c446560c702c470,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.195262,51.909319,On or near BOXBERRY CLOSE,E01023775,Stevenage 006A,Suspect charged
034c5da649753055b4c890309c5504fdc7324d0592195e9617c61d6d3a510145,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.193773,51.800322,On or near BRIDGE ROAD EAST,E01023954,Welwyn Hatfield 007A,Investigation complete; no suspect identified
d4aaa9058de6b52bd022e64586ae37d50b33208dd6e04e36bd567d6965e59383,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.400814,51.695472,On or near VALLEY RISE,E01023904,Watford 001A,Suspect charged
39054bfe5f33413fa49247868af656b2fd5d1bcdcc779f0b667e48f620fb8e0f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.476075,51.737088,On or near FEATHERBED LANE,E01023354,Dacorum 018B,Offender given a caution
6a3aa850fd3c04b1478591d612237c03378027077cdbf342e97d4a694762e6b0,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.217076,51.916134,On or near HUNTINGDON ROAD,E01023795,Stevenage 005A,Suspect charged
8a5c2ead28f283313198a1af6a6abc58bce1a8824d5774c1b14b04e31818092c,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.474624,51.748777,On or near Parking Area,E01023398,Dacorum 015D,Offender given a drugs possession warning
5b9267a678e7e69216cb4a393c81fe74e4e02c826260f119c479f7f39f6b9bb5,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.462747,51.747858,On or near BURNET CLOSE,E01023388,Dacorum 019C,Suspect charged
0382bd81f6ecb0658bff97b16ed177fb4a7c1526d8ab2d9aafe4d30a5e98e1e6,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.387679,51.651411,On or near Supermarket,E01023860,Watford 009B,Suspect charged
17220360bc071bbeb9c4b7ee963ef4686a61ad1d89915fc98246894425391526,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.446027,51.741209,On or near SIX ACRES,E01023359,Dacorum 020C,Investigation complete; no suspect identified
6d20a0851de88f1b799f719a1add2950aa548972d0c9aa7d5995d522a065545f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.260829,51.954105,On or near ARNOLD CLOSE,E01023619,North Hertfordshire 011C,Local resolution
d6593d6db35cbaa4e86d2a5c98e5346a2467039094fed3ab4d83461e8ef8be15,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.362034,51.747208,On or near ANTONINE GATE,E01023742,St Albans 014A,Investigation complete; no suspect identified
ad124ea97879002f1d123e7638427020dc7bdd8a33fc23edc471748d4d052e90,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.565200,51.760411,On or near Police Station,E01023365,Dacorum 014A,Suspect charged
f4407a0d7563a7e10b0fa332adebe511c2e17042bec87496aff4b2742b9c60ac,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.295048,51.765732,On or near VILLIERS CRESCENT,E01023735,St Albans 007C,Suspect charged
7b1a1e813244a0b4f9b996f1a93bf044d21d6c2ac75fd15eea57c50e7b8d885d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.338104,51.771267,On or near CARNEGIE ROAD,E01023671,St Albans 009C,Suspect charged
e55d6eec4809e491635b149924cca6ce7a47d4a831cc7b4a2c3c8ce64eb99711,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.387679,51.651411,On or near Supermarket,E01023860,Watford 009B,Offender given a caution
95252f5e28a34e20ede453299dde9d99024b8e2ad01a42e953f25119a5885b12,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.158164,51.898196,On or near CARTERS CLOSE,E01023753,Stevenage 009D,Offender given a caution
49ae9b50bfe8cd69ce6663ccd3253a1c513557eab6596d7994822c4f20de8069,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.027895,51.815641,On or near LIME CLOSE,E01023519,East Hertfordshire 012E,Suspect charged
2b6801b8753727b25dd0a4f8884c49ede127a1fdcf628a29f23a6ec7c127f350,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.260414,51.950556,On or near Parking Area,E01023610,North Hertfordshire 013E,Suspect charged
3a5bc4d2809806866cbd44863f80eee1cfc0ceea6875bf6655326eb2c4faec98,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.249840,51.952665,On or near SANFOINE CLOSE,E01023620,North Hertfordshire 011D,Suspect charged
5cbd026725e6dd5d0d5d59ed42f2f474a19226a1c3cdcd32ea5602fd1c717485,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.565200,51.760411,On or near Police Station,E01023365,Dacorum 014A,Investigation complete; no suspect identified
64d2676de20d655f4d626d3988ad0e64a3c1ed37a9e25e7a874b459f5ef1e48f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.398341,51.667158,On or near BEDFORD STREET,E01023855,Watford 006A,Suspect charged
0720f383a157814f916c53e1e2e442479496e6e48783cdb68bcfd7e8c70c7a44,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386876,51.627607,On or near PRESTWICK ROAD,E01023805,Three Rivers 010A,Suspect charged
92d0cdae48ed7e25c77ac1e105b3003324835bf57a38e9d1a817e5b611e908e1,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.269599,51.940648,On or near Petrol Station,E01023606,North Hertfordshire 013A,Suspect charged
536c95d39f7f7d0cd496aa2fe8ebbe96c795e8afa67822ab75526cd463bc665d,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205363,51.904294,On or near Petrol Station,E01023758,Stevenage 008D,Suspect charged
7947454a0e53f02442e4d430d0208fb5f4c3a76919ac6c0c896bf21ffc77f678,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,0.078939,51.901764,On or near PARSONAGE LANE,E01023493,East Hertfordshire 003F,Suspect charged
7a7ec92c567eb2cb40195888f6984aecb1b9eea25106531ea3bd9e5b158c2eb0,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386917,51.648433,On or near BRIDGE PLACE,E01023862,Watford 009D,Offender given a caution
235d6149d1ceb3e566e42226de5d924c92bf6e06399946582f3b6266f4e86138,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,0.078411,51.845904,On or near STANSTED HILL,E01023497,East Hertfordshire 009D,Suspect charged
41d0d7034d3d11ce6a50cf776f8685706c9e243055723298138f3f35a551fbd3,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,0.106393,51.871807,On or near THE GROVE,E01023493,East Hertfordshire 003F,Suspect charged
4b6260f11d37089d8d470203767caf56eec9297054e9d52c9c2df0af7e2be491,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.200649,51.900023,On or near SOUTHGATE,E01023758,Stevenage 008D,Suspect charged
947766be6fa80904767ebeebd7e6ba434cf7e3562b389a4ad530384bf59f1cc4,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.282629,51.949560,On or near CRABBES CLOSE,E01023616,North Hertfordshire 012F,Local resolution
0501cfabcfd0dfa4d28adb752877bd1f6c0993128918236dd374426b2c1491e5,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.394657,51.653970,On or near ST. MARYS VIEW,E01023862,Watford 009D,Suspect charged
04b8ee420ddf0f85cc53822c98c1f40058e04c2c370368ea0c9b3462c818cbf8,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.200675,51.901929,On or near MARKET SQUARE,E01023758,Stevenage 008D,Suspect charged
6fcccc8370ceb94f153a9e781ad2ccbcb07c819e7cfc29b5acce05fb599624e9,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.397609,51.668245,On or near Supermarket,E01023855,Watford 006A,Investigation complete; no suspect identified
45e52052b0806d45079444a6a1fb66f8d7ec7639331002b04828947a8a3a83ff,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.279212,51.946831,On or near Shopping Area,E01023616,North Hertfordshire 012F,Offender given a caution
cc617b6a6e328a18c8ebed7e7f91454f9a438b1e817f6829f8508202faff62b3,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.304096,51.745118,On or near DRAKES DRIVE,E01023678,St Albans 015B,Offender given a drugs possession warning
fd16e92b6f345a11de0ecb399988015491d599f44e646b9f1e323f126c0d9456,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386086,51.645787,On or near ST MATTHEWS CLOSE,E01023885,Watford 012D,Offender given a drugs possession warning
9d9e1737678d2143b7b9a69668d4a263a6f9fd8b848c49d578d9a7a24e10439e,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.220578,51.687062,On or near WASH LANE,E01023567,Hertsmere 002A,Offender given a caution
271489b9223c5dc9d03ab66550ebdcd8acabdcc1b1f5590518b6fa19b2037cbf,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.234947,51.748344,On or near Parking Area,E01023937,Welwyn Hatfield 013E,Investigation complete; no suspect identified
6d328a4f94b78aadb1438a559a8521fb1468f26d79d8c824719778d8b079b2bd,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.331773,51.678739,On or near BATTLERS GREEN DRIVE,E01023527,Hertsmere 005E,Investigation complete; no suspect identified
b42f15cd19882f6aeb41bba653edfcae1d452acc47fcc17a2554ae06f06e0e3f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.331525,51.679986,On or near MARTINS CLOSE,E01023527,Hertsmere 005E,Investigation complete; no suspect identified
1ed81fbbb69825838166a84508c5a5167871a6668ad247450b90a043472c1e95,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.489246,51.756878,On or near WINDING SHOT,E01023429,Dacorum 011D,Investigation complete; no suspect identified
cd4d26f774d9f40eb7ba13742aa277d5aac4635ffdbdee07c59d7ae2769b11f7,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.461098,51.766117,On or near TEESDALE,E01023405,Dacorum 008E,Offender given a caution
ce9adb5bbd5cf52c19ad9ca79d4f5356d024a7eb9a44475e453c44abc4b1d492,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.222479,51.911873,On or near Pedestrian Subway,E01023796,Stevenage 005B,Suspect charged
043631a3f1745efc5410f823df0596a176bfd8608aa23b8d3c3731d3ba63e1eb,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.237817,51.765040,On or near GOLDSMITH WAY,E01033308,Welwyn Hatfield 010E,Suspect charged
9811a2383499fd4bbacf32dccc49e318ec23365e7d20184d6173a24abd4f7d0a,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.282697,51.668024,On or near Supermarket,E01023536,Hertsmere 006C,Suspect charged
1f71067fda4604fa76941ffe8c9deba4960b0d7a046a8f630b1ab25203d24ce0,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.441908,51.749373,On or near BRICKMAKERS LANE,E01023411,Dacorum 017C,Suspect charged
dadb31801200cb45dfe6f0f87cd83b87446bd923e0fe3b2ab36db7dba6a83463,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.174353,51.917269,On or near DERBY WAY,E01023771,Stevenage 003A,Investigation complete; no suspect identified
db4431975e581a435ee565cc8c951c406acd973bb9da13f57b96721a9b9033c2,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.225421,51.993941,On or near NORTHFIELDS,E01023635,North Hertfordshire 003A,Suspect charged
2d0653699688525faf936b5155add88871ece8fa7bd92ba66f18bfb4c38514b7,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.225421,51.993941,On or near NORTHFIELDS,E01023635,North Hertfordshire 003A,Suspect charged
320530acc8c299d7ad199a391de7dff73c7d7b5c0947e9e349800859c9807f89,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.202853,51.791910,On or near MOSS GREEN,E01023940,Welwyn Hatfield 009B,Suspect charged
de79834a17adc5e0402c888a18e8fd14cc924e39845c4aa8ca6cb0285f65d342,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.269328,51.655688,On or near Supermarket,E01023541,Hertsmere 011C,Offender given penalty notice
1ee19cee04ac9f327c876ccfb9a0160ca74a1670a6f2017d0a4b3e482566b303,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.152790,52.041119,On or near HIGH STREET,E01023586,North Hertfordshire 005B,Suspect charged
04a0cd014c48f57b59a1875ef87ef2ad29ff8db489e94fefe423582881e46ec4,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.338330,51.750912,On or near WESTBOURNE MEWS,E01023727,St Albans 012B,Investigation complete; no suspect identified
64bf879c0dd9f78621b5859afedc3df607d2e8e81ab832a6ca97154c8d7e52bb,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.221684,51.912859,On or near Supermarket,E01023796,Stevenage 005B,Offender given penalty notice
a6bc069a41217947dc526763cea2389d39b5553d108fefabab1ac5fefccbae0c,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.245957,51.759920,On or near ASHBURY CLOSE,E01023938,Welwyn Hatfield 010D,Offender given a drugs possession warning
abde97d62f33cbe01a40dad9d8993b9e45fd778e9e6e4a0b29929a0422e481d4,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.026384,51.714021,On or near WAVELL CLOSE,E01023306,Broxbourne 008E,Suspect charged
20e56e725ca0b09e58acf015263d6fc2cb2e43e49048f5098b61e94af2bdaf16,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032042,51.714053,On or near CARLETON ROAD,E01023304,Broxbourne 008C,Investigation complete; no suspect identified
2c11c9abcb646d9fb4ef02517b79cd02d6beea0eb073b9ab251e5436317a9e4f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.076528,51.797905,On or near Bus/Coach Station,E01023478,East Hertfordshire 017D,Offender given a caution
f6824bedd930312bbe72d6d3b524fabea4ffb361bf4303b4ec51377c2d8a3e70,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.407352,51.680283,On or near Sports/Recreation Area,E01023870,Watford 004C,Suspect charged
f6d1bdc6b940da2f3394156310aeea163299300a0ea44e0b376cb80607e77797,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.241763,51.764551,On or near Bus/Coach Station,E01033308,Welwyn Hatfield 010E,Investigation complete; no suspect identified
0025fd1060908c5742251b784de517054c1c2b118687b5609fefb23e7e4ae25f,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.281730,51.664521,On or near CATTERICK WAY,E01023531,Hertsmere 007C,Investigation complete; no suspect identified
8095570e3098a3d1881dcece39350cbb0b04c95debe02105d2b811714a3459f4,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.270656,51.947209,On or near WINDMILL HILL,E01023609,North Hertfordshire 013D,Suspect charged
4156f207a2144516fbac47b1435e535ef8da2b1af78c95668355755e44850e35,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.272533,51.953261,On or near FELLS CLOSE,E01023601,North Hertfordshire 010A,Suspect charged
8a03d63e9f162fd590ab7c340f8c97a82478ceb930927120de3c81e8d882d506,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.274014,51.950325,On or near PEPPERMINT ROAD,E01023601,North Hertfordshire 010A,Suspect charged
e12afdef6e568ba709cb1b4a3d448d4898c2fd4de78a4401d232e4bedc6bdcbd,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.264341,51.953231,On or near STATION APPROACH,E01023610,North Hertfordshire 013E,Suspect charged
5b27f81c37a40d8d60c4c771714e2bfbd41406dd6d5de18aa6b1cb5ecfe43120,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.178844,51.882099,On or near Supermarket,E01023784,Stevenage 011B,Suspect charged
842a8565358768487b44cfc1fd2a629a0bc5b2ccb155264921395ab50e6801ad,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.178939,51.784411,On or near THE COMMONS,E01023946,Welwyn Hatfield 008D,Suspect charged
a0c86106702ba402828ce4af5509f99253d60047984ad270b6a44913f7e0aeea,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.229302,51.978254,On or near Parking Area,E01023645,North Hertfordshire 008B,Suspect charged
1d98f8628111c8dc03f675c10627a27853d38ef0288a0f8a8d94f7d31fd8b8a8,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.486974,51.641807,On or near PHEASANTS WAY,E01023853,Three Rivers 007E,Investigation complete; no suspect identified
f84ef4a8bb25fb63258ebae0214f1c3fd426173e48f7b71c8275ec3a53736a5b,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.045669,51.799851,On or near TEE SIDE,E01023484,East Hertfordshire 016C,Suspect charged
a9b19d810f9b2f2708275610bde89d1df7091e2cfd14a357eff787399efb098a,2014-05,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.074411,51.807429,On or near GLEBE CLOSE,E01023472,East Hertfordshire 014C,Investigation complete; no suspect identified
