Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1d4f85271e0b8ddb2b1a3d947d12de0645bb7d1e11d476c79c8a6380d2dc6c67,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.187928,52.065142,On or near WESTBURY ROAD,E01029999,Ipswich 004C,Investigation complete; no suspect identified
504977e608495cb5cd9c8584125b28a37a49e19b5d7e7d0cd1baf5ab6527d7bf,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.392503,52.244839,On or near VALLEY WAY,E01029949,Forest Heath 008B,Investigation complete; no suspect identified
b89bbe031d3c0cdce925125fe32d52f93a0e45c58c72436abe9f9f5237db4de3,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.110296,52.038501,On or near PIN MILL CLOSE,E01029910,Babergh 005F,Investigation complete; no suspect identified
cb5c64cc7a818365e68d1a7bc92bf8efa6a34d375a79b6dd33009423f48097ed,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.180064,52.036214,On or near STUBBS CLOSE,E01029979,Ipswich 016B,Investigation complete; no suspect identified
eff8defd76e8ab7cbd73d2d4a54ace4bc5a5f48338d52b9ba1167a762a41bb0d,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.044059,52.156205,On or near PAGET CLOSE,E01030060,Mid Suffolk 010A,Investigation complete; no suspect identified
974c57bf19f372c9432525f2c17b1f2a59afcf677857c21606e150bf6b3611f9,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.395592,52.261386,On or near OAKS DRIVE,E01029953,Forest Heath 006B,Investigation complete; no suspect identified
d2805cda6593fdac01a1a9a7285e3e6cd0823681e89a46350b01f8b4fb639c1a,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.985213,52.193010,On or near KINGSMEAD ROAD,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
5fc5765e1a32c5a898d21c9c179f7ce726d087afa20d6277a520f0b8a4c46af8,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.434301,52.083101,On or near EDMUND CLOSE,E01030110,St Edmundsbury 012B,Investigation complete; no suspect identified
708a86e7d1b830088ed91917972a39a21ed0c3b1b26448d612176476502a1f60,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.125498,52.045680,On or near PELICAN CLOSE,E01030012,Ipswich 013A,Investigation complete; no suspect identified
9e6a2e5b0cb6af8caf4f5f274f780d970476e9ccda3f8c4f6d2ba80e54859ee3,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.198664,52.061613,On or near Supermarket,E01029963,Ipswich 009A,Investigation complete; no suspect identified
c2538036fe02044909b2a6cbded4f909d313ce1c3eacd27a8176ff018d5269e0,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.397672,52.262998,On or near Petrol Station,E01029953,Forest Heath 006B,Investigation complete; no suspect identified
d031a263829c77f857819586d15f38b29fa3be79048be59c80524febd31df6c8,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.019805,51.961694,On or near Parking Area,E01029882,Babergh 010C,Investigation complete; no suspect identified
1e7832e7475c0f869d52175008661c1858e09c5667146317548d1d381d8ee799,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.334041,51.948864,On or near Parking Area,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
be09f7fddf662f8d706cc1485b7d39d315e4986a83dac948a48b66b626c26163,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.110844,52.035896,On or near QUILTER DRIVE,E01029908,Babergh 005D,Investigation complete; no suspect identified
d14f1891c5f18138e87aceb11c41c2a49e27c252e8a0af08f6f09eab60e07792,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.314403,51.992016,On or near ST MARTINS GREEN,E01030218,Suffolk Coastal 012F,Investigation complete; no suspect identified
c92fb165bc2fb6f1f48d3407ff15bccbc29d779e906a80d44d2a34f9ca04f0bd,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.309206,51.994042,On or near HEATHFIELDS,E01030218,Suffolk Coastal 012F,Investigation complete; no suspect identified
e1a55ddadd47157a0bd76de05c592bf574830d02fe8a314bc3c97a67b40b0bf0,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.452595,52.083189,On or near GANNET CLOSE,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
1e27bcf66826494afd58fb8b4f9c406bbf85850d951b393a820230444e79697c,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.425765,52.077495,On or near HOLBROOK ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
4f9ba39b0798bd9d964ac875adbf35bc4ddeafba995d1acbf5c9f3faafb6fdb9,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.804839,52.167473,On or near GREEN LANE,E01029907,Babergh 001C,Investigation complete; no suspect identified
8b0db005028894b25b83e128b7d460ed1cfbd171832110535add9c5d0f649fad,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.705213,52.263309,On or near BUNBURY ROAD,E01030131,St Edmundsbury 003B,Investigation complete; no suspect identified
7d942c0ee651f593cec3ffaf1956cb28cd24b86452ba08c39884408db0aa054d,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.149988,52.076344,On or near JUNE AVENUE,E01029973,Ipswich 002A,Investigation complete; no suspect identified
4c59ba0c952a569879d40ed41795ec78a8abdec8578700ab30e420f8b73966b8,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.157669,52.049112,On or near FELAW STREET,E01033122,Ipswich 012F,Investigation complete; no suspect identified
663ea2a0a77dee1a853c86c412a5b2e4721f98c9a3114cd85809b756ec2aa275,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.715398,52.240989,On or near WESTGATE STREET,E01030093,St Edmundsbury 006B,Investigation complete; no suspect identified
5ba212b1f1c69502505fe23a66b0e70e73b80ec6255e684e6cb030eac1134ea6,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.416143,52.242595,On or near GREENFIELDS,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
e8c548ef1b7fd5ad514fbf8d150e2d2d30f6e64c7ef9292fa71b5632ffb8356b,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.512724,52.140428,On or near Prison,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
de5805d387ec35098cac79c3a8c0f634b2f7e85d551363f7c89f5781189ca492,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.156397,52.047410,On or near BRICKFIELD CLOSE,E01033122,Ipswich 012F,Investigation complete; no suspect identified
1b6dc6e2bfab93b6131bae87ec3c0b15d13d1cfc0b7431f08b3d8bb8edca0975,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.999293,52.182391,On or near IPSWICH ROAD,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
3a629890bea429bee698640465333e29d02c8ac1cdd0d7eeb19b4f52ff01e505,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.352141,51.963784,On or near Supermarket,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
739223b09c29bbe7edd1b08c11fb39644a55aa0f115d899e7e47a5428b0dd532,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.137382,52.067066,On or near Supermarket,E01030022,Ipswich 006A,Investigation complete; no suspect identified
133aa53b1291fbaff7d1a351d85b1e078a43b4fb3e8894e82719d8d3347d1f5f,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.757344,52.486939,On or near LIGHTHOUSE SCORE,E01030247,Waveney 007A,Investigation complete; no suspect identified
1d0358ab360f89b9fda8aa52c87ade8f2a3b87d48cc85235a1fcbf7cd278da2a,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.450911,52.389280,On or near Parking Area,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
5644b1ae5a659bd7252a2dd05c7fd7924536c1492ce03b277f402666b8d3f13f,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.180776,52.054651,On or near HILLARY CLOSE,E01029961,Ipswich 007D,Investigation complete; no suspect identified
b9e33f24b2f2c9182591b3dd8f6af25173c5903d938c0a8196d440917783cf33,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.022865,52.195999,On or near Petrol Station,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
cc2540a53562b8dd45a07ff49ed7a3c4b6f3dd4dc46b52dd0b1dbf8bc49d8ad1,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.479630,52.213307,On or near MAYFLOWER AVENUE,E01030210,Suffolk Coastal 003D,Investigation complete; no suspect identified
6a35ef86aca36b69579ce3b8cb35a035737e8acf79efed2ae17755d4fb532a44,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.336282,51.967860,On or near JAMES BODEN CLOSE,E01030161,Suffolk Coastal 014B,Investigation complete; no suspect identified
0e9bebe01d4e4e1478c4254f0c3a1aef3f2218de33d0ca58ce5d1e01e4c81a02,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.446330,52.075918,On or near BEAUMONT COURT,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
41c85efef2f886f26807c28b9be7966adf914d8862d31b767aceafc56d46c69c,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.163798,52.067097,On or near CORDER ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
70737106608c7631376da1afe3e31b8a91767d89a1b814c276fb51400b6f6f3b,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.674749,52.331813,On or near MIGHTS ROAD,E01030282,Waveney 014A,Investigation complete; no suspect identified
fd1b778d631c516ad887b59614bc2b4eaa83442f038eb4a4422bae7dffc098eb,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.205651,52.036528,On or near Petrol Station,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
e0cefe7a29e7e6f1dcbc210b85a9429fdef256901bce6a67e9862b0e533628b7,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.704026,52.261870,On or near GLOUCESTER ROAD,E01030131,St Edmundsbury 003B,Investigation complete; no suspect identified
cfece9f69b9ab7f9a83428e2ad9a1bd345dec71e90001e91c76a9a3ef6473a5b,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.916244,52.239045,On or near ORCHARD CLOSE,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
9ee089ea7115e929f4f8ebecffad23f36b76facbba339aeca8fc2cb20c989de3,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.705261,52.242912,On or near JACQUELINE CLOSE,E01030092,St Edmundsbury 007A,Investigation complete; no suspect identified
68e82f4a95d1dad75946b090493937b5070b7fd363427cd7fb3443ce9fe30864,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.153387,52.056035,On or near FALCON STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
912ec79c60f880a5666d9d9f4b536dcca29fa1f0e46a79b9e9a8620ee0a2f396,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.173829,52.065730,On or near BRUNSWICK ROAD,E01029997,Ipswich 004A,Investigation complete; no suspect identified
22817eafa8ac6fdca223b2093ff53d1af68190b7dd714f024ec2933378cd6fea,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.709183,52.232022,On or near Park/Open Space,E01030142,St Edmundsbury 009B,Investigation complete; no suspect identified
2241cd148fea4d10955d166533191f94ff2c9ce93af8435e9055e14dc78cc3c9,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.952655,52.041714,On or near DUKE STREET,E01029892,Babergh 004A,Investigation complete; no suspect identified
eb2e0bbc4c2403ed0bd97da1d38f71dc783be0cf974ad069ef6332a3c30a5287,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.738957,52.250075,On or near LEABROOK CLOSE,E01030127,St Edmundsbury 005B,Investigation complete; no suspect identified
ecc648dc1a42e3a067bf1579c52f58dcb048d0936f09a49f9de9b281af15d534,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.486075,52.218766,On or near COOPER CLOSE,E01030209,Suffolk Coastal 003C,Investigation complete; no suspect identified
a26573c947fcbb16acfef81a98d35374eafd7b301e920dd48293916ccd2651a8,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.139071,52.062219,On or near PROSPECT ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
d00c6012eb3a95688ce7603e011f7c10e41220dfbac55ba14c7a73e8e06fccf4,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.692981,52.131034,On or near SHIMPLING ROAD,E01029881,Babergh 002A,Investigation complete; no suspect identified
83fe3115abcee801ccaa8aa15d8a4247908f5f95c2b1532bae1f7689f256769e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.697866,52.459268,On or near HOLLOW GROVE WAY,E01030237,Waveney 009C,Investigation complete; no suspect identified
c53dc25a384eca5705109bd451a17b45b0ec7b82221286fa6cefc8e2e8874f97,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.750268,52.473744,On or near STATION SQUARE,E01030250,Waveney 004D,Investigation complete; no suspect identified
8806782fe486cc3d091228f285f8150eb9d77816d7f9acbf47a7ccb241de5d08,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.522748,52.309519,On or near PITMAN'S GROVE,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
4786c3c0d72298ab03cec09df9bc564d39de0a395093c3bfe60dd88f08bde909,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.496902,52.309886,On or near ELDERBERRY ROAD,E01033454,Forest Heath 005F,Investigation complete; no suspect identified
83652474de341eb11f6dc345c3fe3f1d2612d5e8f54f54082c2ed73fe4092b09,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.377261,52.083717,On or near PEASENHALL CLOSE,E01033443,Suffolk Coastal 007F,Investigation complete; no suspect identified
9970b8ceacbd30ce80cdffe2cc3d7d58a46c82ec290d5965614a2c6c58e5e83e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.245657,52.107366,On or near POST MILL CLOSE,E01030175,Suffolk Coastal 006A,Investigation complete; no suspect identified
359e567bec7ee9ff1741c1cbbaeeebad9cac4cd9dbe265a508eeeb56b3d06e26,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.389685,52.244177,On or near MANDERSTON ROAD,E01029949,Forest Heath 008B,Investigation complete; no suspect identified
00997d0df49e38847685a34543640ed7bf0e6d509372dc363477f967122c2763,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.183626,52.051444,On or near PEARCE ROAD,E01030005,Ipswich 008D,Investigation complete; no suspect identified
0a410887879683e9b6aff94309e358db4ab0082fdb4acee2e7c9681715d4e46d,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.749178,52.485175,On or near IPSWICH ROAD,E01030248,Waveney 004B,Investigation complete; no suspect identified
ab37edd774934f354c4f220e89b985652c4e95c4962f44cade642828dd7a0be2,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.563525,52.457909,On or near MARKET STREET,E01030224,Waveney 010B,Investigation complete; no suspect identified
ff4cd12c7807af93234d467451b3bae0d1d57c97f5c5976ea1b4d88073249dbd,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.404795,52.244850,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
910058bdffb3ba4acd5fa09af78604eb27098de9660fe7f722165c9f2379a409,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.518651,52.312636,On or near THE STREET,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
0f3f64a11dec8396cdfee3c544c39c09cea3b796f1e657cc5a474c5bb970400d,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.431501,52.077772,On or near CORNWALLIS ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
033e126993f67ecbcdbfecab769f75eabbae26b69be2c22dea566873e9d033fb,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.444707,52.086815,On or near BOURNE ROAD,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
07efe63cf0c202c4fc6eb8ed5d8796064509717ee40cef415ea04fde944944d1,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.232296,52.055928,On or near GLANVILLE PLACE,E01030184,Suffolk Coastal 009D,Investigation complete; no suspect identified
5bd6834f0c04a9d89c30d344d40a952274e0d25eb4eafd83a4e21230931801dd,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.097833,52.063032,On or near LOWER STREET,E01029878,Babergh 005B,Investigation complete; no suspect identified
d76cb4f0a8a136a5fa387f06ba541d65a83659e6ad8dd8405f415a89f50b2ff1,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.746362,52.032884,On or near NORTH RISE,E01029886,Babergh 008A,Investigation complete; no suspect identified
a9cf4f9f434ea7b70cc0092e3badb56273102511341a3ca141dc4297c930fcae,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.163808,52.057123,On or near WELLS CLOSE,E01033129,Ipswich 007H,Investigation complete; no suspect identified
34f1e12dca5443b600cf47088775600bef1e8704407ace837441312f18316334,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.732313,52.039443,On or near Supermarket,E01029920,Babergh 007H,Investigation complete; no suspect identified
4ae0cbb0cea3fcf307ab75c937a04787e48e6e8ee78910f1e591b33b438522a1,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.161402,52.060245,On or near CHRISTCHURCH STREET,E01030010,Ipswich 005D,Investigation complete; no suspect identified
bb96bd130e5595c8eff231820fc4af13e5681ed0356a393e3262b61464449f43,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.569681,52.457751,On or near DOBSON WAY,E01030223,Waveney 010A,Investigation complete; no suspect identified
6c390df565686575c11ba49decc5d2926946cc3d2d61f8b5efd5db2427d2e1ef,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.336172,51.973430,On or near HIGH STREET,E01030161,Suffolk Coastal 014B,Investigation complete; no suspect identified
b28764a3d9102fa69b134dbab7b1a62962a8abcdff25d8304ef07e115776d9e6,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.456911,52.078063,On or near TASMAN ROAD,E01030107,St Edmundsbury 014C,Investigation complete; no suspect identified
68171044802076379853caffc2595eb342d68d69c17e987abf020ff89499387e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.745313,52.474890,On or near DENMARK ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
55a16aaabc5495d8c4bed12a437c2f44e5a045ee20566a2b78f4564b32640c4d,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.449643,52.130272,On or near THE STREET,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
3a08db0d2e78b11a88221d36d9383fe43e5e54e0351bb6a4b4e2724cce4ff09e,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.691992,52.255797,On or near ANDERSON WALK,E01030140,St Edmundsbury 003D,Investigation complete; no suspect identified
1698a7c31641c589a6211d6b34adfec1900cbd8364471862d0fd8255f73d7aed,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.352141,51.963784,On or near Supermarket,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
3b30b62464a8d407b434e63ba79fa73de2278d2e7f1a6971538a9e8f560b6bee,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.563676,52.458867,On or near SMALLGATE,E01030225,Waveney 010C,Investigation complete; no suspect identified
62c791688ecf3c7e056d1cf0ea6aa8abaedb4ef39ac548b5ed761041e9878a5c,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.364852,51.969223,On or near QUINTON'S LANE,E01033450,Suffolk Coastal 013G,Investigation complete; no suspect identified
dad4e504a9fe500ca01cc401ae0e6a8952fc0ce618eb7bef2033a680f2e74bac,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.694342,52.447622,On or near THE MARDLE,E01030236,Waveney 009B,Investigation complete; no suspect identified
e035285b6a4db71fb53d4284f4c42722f82c768ebb2f5583d9bf6e92e095e2d4,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.520392,52.347856,On or near DOWNING CLOSE,E01029938,Forest Heath 004A,Investigation complete; no suspect identified
a625c924727a15599ec5c53bfdae483438a850daabec90dfdf208b3ea6470bd8,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.599516,52.448238,On or near ASH TREE CLOSE,E01030294,Waveney 011E,Investigation complete; no suspect identified
0d9373674b7aa6cd2e31d5c21accab5d5ee7bdce72df0a71383aa51806ca7ff9,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.400862,52.249615,On or near ENGELHARD ROAD,E01029955,Forest Heath 006D,Investigation complete; no suspect identified
13192babfc31d982ffbd6298b82e49186db7316c869fbe16c6c622e31ec245a5,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.716804,52.242170,On or near CROWN STREET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
bda490ed04b9edb16ca8b42ea01b8e0b35b5cbb2af0e8a68b4d95131f58b29d1,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.162131,52.289226,On or near MILL ROAD,E01030088,Mid Suffolk 001D,Investigation complete; no suspect identified
306fa3ab7596baee6c92cdabf6cccb6304fa7b75ef769619de74134ccba2add6,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.180036,52.046702,On or near LEVINGTON ROAD,E01029992,Ipswich 011D,Investigation complete; no suspect identified
5a5ca43bd32bc3adc78c34fe7bf4bdf94faf8b2a64266f85001a5c8a866cc415,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.198702,52.061324,On or near WOODBRIDGE ROAD EAST,E01029963,Ipswich 009A,Investigation complete; no suspect identified
2c9c668a42f2c8289ff604ab0f3fc5e31afee6c4413484c84ab2c0b67b91d7bd,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.155500,52.049170,On or near Supermarket,E01033122,Ipswich 012F,Investigation complete; no suspect identified
28e5bde5dd1763d591d49d3d73213f83ccc28cfaccd75ed8df253a7f8c31f827,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.203488,52.046867,On or near WINFRITH ROAD,E01029967,Ipswich 009E,Investigation complete; no suspect identified
11f1a1419c8ee02cce8c800381e5be2f3085be659a283963446a0446c4504657,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.740538,52.478334,On or near YORK ROAD,E01030264,Waveney 004E,Investigation complete; no suspect identified
1e03e6a0b9b6d33a1ec377d474ffa6231ed6b92ff18607e33f37bf600e625725,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.747320,52.514584,On or near THE STREET,E01030241,Waveney 001B,Investigation complete; no suspect identified
781fa7301f000b59d1acdfbcbb3390c81986e5d78f1f2938a1f447ea60e6540e,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.394151,52.246047,On or near KINGSWAY,E01029950,Forest Heath 008C,Investigation complete; no suspect identified
6db4551313e6ee3ae1d4991e90d2be565ccf2195a6b60396548d04b79770846e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.184812,52.030798,On or near NASH GARDENS,E01029981,Ipswich 016D,Investigation complete; no suspect identified
8e2575f3039aa290b33dbffe3f9c97146f4309f6fde92ddbaae7301a377952ef,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.172565,52.053056,On or near GLADSTONE ROAD,E01033123,Ipswich 011E,Investigation complete; no suspect identified
821913f841ffcce420730f92c6e327011e4cf60852e9ad3b7b3fe3285da22920,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.176057,52.049841,On or near ALSTON ROAD,E01029990,Ipswich 011B,Investigation complete; no suspect identified
001accacf5f926e0ceb52582f432ae29d8fb775abf8188f36a5ac66d883e7bb7,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.425359,52.090209,On or near CAMBRIDGE CLOSE,E01030118,St Edmundsbury 013D,Investigation complete; no suspect identified
4d5dab93afa82a1ee94a46d01823261a1fa4e089d8ec0f02130f0039434e7009,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.716695,52.254781,On or near Petrol Station,E01030137,St Edmundsbury 006D,Investigation complete; no suspect identified
e0dc5459ec083b1274056885fc6f5c60d3c4dae7d0d8892b6521abf60e038469,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.600911,52.152089,On or near Supermarket,E01030153,Suffolk Coastal 004B,Investigation complete; no suspect identified
0605bc2c22e3db6a73a6d1fe2b75064b0547f63b85a2dccccfa6f71ffe036f6e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.385978,52.175209,On or near MARLESFORD ROAD,E01030176,Suffolk Coastal 002E,Investigation complete; no suspect identified
37188c0004e5c811c8dc583ed4f4dfc150baff23bce18e3f5ed1c5662ffaaf58,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.488778,52.459106,On or near TALLENTS LOKE,E01030286,Waveney 011B,Investigation complete; no suspect identified
a5dfd5120d089fe484abd67bbeaae31f157992aea973a09baf30ab0cb318bcbb,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.142394,52.057804,On or near HANDFORD ROAD,E01029988,Ipswich 010E,Investigation complete; no suspect identified
9cf8416c2f9214dec8b96ef14e944a2f9723297d04df780342f23d4b1a321537,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.155254,52.058719,On or near TOWER STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
398b19352c14e2586c38c2ea1164a9eafcec6844eba60dd5502b59c4504dd3ab,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.111417,52.364942,On or near COMMON HILL,E01030064,Mid Suffolk 001C,Investigation complete; no suspect identified
a5b91ede9be1b13b6bea081c61a574503071d38535ab8fafa0987d89fbe9919b,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.751268,52.476329,On or near Supermarket,E01030249,Waveney 004C,Investigation complete; no suspect identified
cb9c43a26a0a7c5e75a2fb7b799f474cb5ad53d388ea7cdfd98e956112618ef2,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.562702,52.458474,On or near THE WALK,E01030224,Waveney 010B,Investigation complete; no suspect identified
7d8527bdc468ef56913b1a7e790161fb0fe53714eb3742ad60c1fe51a209c91f,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.692557,52.233437,On or near FOUNTAINS ROAD,E01030149,St Edmundsbury 007F,Investigation complete; no suspect identified
11678f026ed4b38b569907e148f28edf571a4912a09b364b17635d5a23aeab0d,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.396878,52.417713,On or near PARK ROAD,E01030285,Waveney 013D,Investigation complete; no suspect identified
107f799cb6937a3f022db765f763223c950821ce1f8b352323e35643ac304a67,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.716563,52.252383,On or near ETNA ROAD,E01030137,St Edmundsbury 006D,Investigation complete; no suspect identified
c15512c7fc3bf8ff0d0d7d3110d6f15838d3586eae047077dc75114df7650b4e,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.002105,52.181789,On or near TAKERS LANE,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
cb4db4c09a3911ccb938fbd59dc115042557bdae07001cb71d7f7fdf58170798,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.482134,52.215374,On or near RENDHAM ROAD,E01030210,Suffolk Coastal 003D,Investigation complete; no suspect identified
96d421b6dbd42d1de8a10e16bf292b77a6f9bb36ecaa1bdf308f2dfccac2d578,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.964017,52.038416,On or near CARLTON WALK,E01029894,Babergh 004C,Investigation complete; no suspect identified
ab0daa6a32adf311cab3d3cae9fa73194dd6897d70a88875b25fc10a1db93714,2014-05,Suffolk Constabulary,Suffolk Constabulary,1.253719,51.970073,On or near ROSE COURT,E01029874,Babergh 011C,Investigation complete; no suspect identified
32809d65248f6cb7b152e5b839f1128a4cb03ca94f2568a2b76d078c5dbb1158,2014-05,Suffolk Constabulary,Suffolk Constabulary,0.401845,52.249910,On or near BEAVERBROOK ROAD,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
