Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
04cd2f0615eb2e1dfbd90fc90b176233638d7956e63d193a6c9d12516f89734c,2014-03,Dorset Police,Dorset Police,-2.460454,50.603634,On or near PORTWEY CLOSE,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
763823a336780ea3b0828ec1e3dfb28dc3148cc3cf8828036851e965f1271bee,2014-03,Dorset Police,Dorset Police,-2.508832,50.947986,On or near EAST MILL LANE,E01020542,West Dorset 001A,Investigation complete; no suspect identified
4e9616c0e388e0bada330310234cae1cf20f8ae63d98afdd856524cbd6f3dcad,2014-03,Dorset Police,Dorset Police,-2.438707,50.545857,On or near STATION ROAD,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
adef0194f1ec58aa693f77cb50585b5916dde8f210ef4d644e6e106587b0710f,2014-03,Dorset Police,Dorset Police,-2.462960,50.628624,On or near KINGS ROAD,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
1ec7992095434d2fb6cb4c61543bbc0e0b9acf6a230c08e5accf491d6c5ca0bd,2014-03,Dorset Police,Dorset Police,-2.254641,50.893559,On or near LANCHARDS LANE,E01020444,North Dorset 005A,Investigation complete; no suspect identified
c2f5eac39260c5fde2d48434826936cc4e4d955dab4989f34701e9b61bf63174,2014-03,Dorset Police,Dorset Police,-1.895696,50.812643,On or near LARCH WAY,E01020391,East Dorset 008B,Investigation complete; no suspect identified
0b4dff5f423d187884925f4a58db410bd3bd89bb75275730be42e324cfba2cdd,2014-03,Dorset Police,Dorset Police,-2.445889,50.624905,On or near Parking Area,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
cf8b2e7f849726c0edaf1491aa4a2e36ffc6f3bb27f1f5ef92250d2fdf89a82a,2014-03,Dorset Police,Dorset Police,-1.987745,50.800100,On or near B3073,E01020428,East Dorset 010C,Investigation complete; no suspect identified
6cc81920a2a864ad0304c6f0c471bf6de061e5d69fdbbfbfac20b917e212b467,2014-03,Dorset Police,Dorset Police,-1.974706,50.611107,On or near FINDLAY PLACE,E01020478,Purbeck 006A,Investigation complete; no suspect identified
77e07336ab5ed8f04b031139291330d0cef8d67b14711c9e2ebd5048b12b410f,2014-03,Dorset Police,Dorset Police,-1.756894,50.736315,On or near Supermarket,E01020346,Christchurch 005A,Investigation complete; no suspect identified
4113c48c4fb7d369fee465ecc94dece6418e134cd2be5d98d338e6a1744fcfb6,2014-03,Dorset Police,Dorset Police,-2.110432,50.686606,On or near Supermarket,E01020485,Purbeck 003C,Investigation complete; no suspect identified
19b7fa7583f04f16dd458377a1c5a0bb4992981dc34d937602d3b26554c7cb9f,2014-03,Dorset Police,Dorset Police,-2.453463,50.615721,On or near QUEEN STREET,E01020555,Weymouth and Portland 004C,Investigation complete; no suspect identified
ba5b77bda3a33d95b7ac3619cac57fc871a3666ee720e151dc22c5b59ae8275e,2014-03,Dorset Police,Dorset Police,-2.467320,50.656233,On or near ST LAWRENCE ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
cdf12d7e47d761fad141a252b8ae12a05117db1608fa7912588b2e15e991cdd8,2014-03,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
93266a662b28654f08c0d0c9ffec9f668bf59b7ebfa9ce68ba056eae7049ad33,2014-03,Dorset Police,Dorset Police,-2.035317,50.735879,On or near PEARCE ROAD,E01020475,Purbeck 002E,Investigation complete; no suspect identified
09d4b18c0c08d748ea01c132b1ed2026094171a7120b009b169f215aedc5e336,2014-03,Dorset Police,Dorset Police,-2.455844,50.709893,On or near CASTLE CLOSE,E01020526,West Dorset 009C,Investigation complete; no suspect identified
42be37bef3ae2002b70714bc0eed26e88e790608cf3f13e0141358bba582425b,2014-03,Dorset Police,Dorset Police,-2.460873,50.614667,On or near Park/Open Space,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
598b555fe243908a057446398fe4e618a9d579da144788357138826e1828aa08,2014-03,Dorset Police,Dorset Police,-2.463319,50.606114,On or near PRINCE OF WALES ROAD,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
621914de004d7c4959b7a0c32d22000cb400ebf8dad3499b1b0af0380548dc74,2014-03,Dorset Police,Dorset Police,-2.186596,51.001191,On or near LOWER BLANDFORD ROAD,E01020457,North Dorset 003D,Investigation complete; no suspect identified
1cc05a42f0391fa86c3b61f5a127016595091726b37cfddcdda81af1073c2525,2014-03,Dorset Police,Dorset Police,-1.986993,50.800108,On or near MILL LANE,E01020428,East Dorset 010C,Investigation complete; no suspect identified
f79cf3679be95ae9204a7c6adbaac5dfdc5d2602c646be9f4c5b2d58cce50294,2014-03,Dorset Police,Dorset Police,-2.507017,50.948588,On or near NEW ROAD,E01020542,West Dorset 001A,Investigation complete; no suspect identified
ebfdafa338120a5f6071b788ec5d15528d45768a715ce958c52001017f8e6e2d,2014-03,Dorset Police,Dorset Police,-2.279024,51.035987,On or near CHURCH VIEW,E01020464,North Dorset 001D,Investigation complete; no suspect identified
a18e317f52acd3dd59fe75cc5069261773261f5af25b9e38fcee5c7bc36b6c6f,2014-03,Dorset Police,Dorset Police,-2.024936,50.904716,On or near MANOR ROAD,E01020396,East Dorset 005A,Investigation complete; no suspect identified
695c3a5ccbcd40f5b7205719d51d066120f1a8dfdbdb7ba88d6c5567ff84e3c9,2014-03,Dorset Police,Dorset Police,-1.975780,50.611701,On or near ANCASTER ROAD,E01020478,Purbeck 006A,Investigation complete; no suspect identified
4f2c9f42f5891028ed91d07bda4c14b92ef579953da8a9742e04a59d9c9c8ede,2014-03,Dorset Police,Dorset Police,-1.770276,50.755586,On or near KATHERINE CHANCE CLOSE,E01020344,Christchurch 001B,Investigation complete; no suspect identified
4943573dbfd762e62e08d8bacbd1b5646285e90cae7d11b4464f675545e6f1df,2014-03,Dorset Police,Dorset Police,-1.780794,50.737441,On or near BARGATES,E01020368,Christchurch 006E,Investigation complete; no suspect identified
77d7841576e184271f202cce7dd847a2cd42890eadb50feb0c8ef8e7a43b0d1e,2014-03,Dorset Police,Dorset Police,-2.502145,50.620054,On or near CHICKERELL ROAD,E01020513,West Dorset 012B,Investigation complete; no suspect identified
289a33459db1e811cf5e8d3cd9207fc9c178d14f7303d595f1e9d88a8cda0878,2014-03,Dorset Police,Dorset Police,-2.418382,50.646095,On or near TALLIDGE CLOSE,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
0deb510be0038301c435ba6b82aa86921cf11192c1969121dfd49c385afee4f7,2014-03,Dorset Police,Dorset Police,-1.904470,50.811356,On or near LARKS RISE,E01020375,East Dorset 009A,Investigation complete; no suspect identified
6d443ea2c19aa7ec9a1e5004ebd5ddc57d82d3cfdf392f4731db3870b2a8648c,2014-03,Dorset Police,Dorset Police,-2.387815,50.769285,On or near Sports/Recreation Area,E01020539,West Dorset 004D,Investigation complete; no suspect identified
c5cdc7343b45233732394981bb59c4aab19c4a8b1e2bf1415b969b4dc89b38ea,2014-03,Dorset Police,Dorset Police,-2.455358,50.611442,On or near CAROLINE PLACE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
c4b5e308cbf9e67c925dcaa630565af170d482f27dbbe62d8256dccd5a7111d9,2014-03,Dorset Police,Dorset Police,-2.185380,51.039195,On or near A350,E01032010,Wiltshire 050A,Investigation complete; no suspect identified
50716933309b9806c95872c62a22204400b4a4b125f3cb0523b0d5965e16dbcf,2014-03,Dorset Police,Dorset Police,-2.455723,50.612699,On or near Parking Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
c9016bcce856f1d27138640f1684cba7d452efd5b8916785a33e3f51dec72ec4,2014-03,Dorset Police,Dorset Police,-2.458149,50.618032,On or near Supermarket,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
d01e4a60e9959f745bbf0ad771b33a77c1039dc06786715ebbcd8a37d755f7d1,2014-03,Dorset Police,Dorset Police,-1.776348,50.733755,On or near Shopping Area,E01020367,Christchurch 006D,Investigation complete; no suspect identified
c3d22e30a1420f55402af5f579658b6345c8d1207db1952d14d68000f826a37e,2014-03,Dorset Police,Dorset Police,-2.459651,50.711020,On or near STOKEHOUSE STREET,E01020528,West Dorset 009E,Investigation complete; no suspect identified
83214639b3421673923f922e16f01d46af26e6bc2bd60f9b63a4378b95e5d45e,2014-03,Dorset Police,Dorset Police,-1.909647,50.879379,On or near Park/Open Space,E01020389,East Dorset 001C,Investigation complete; no suspect identified
e167af490917a15bde665f1a5b85a08ae90f646acbd4fe7fc803a198fc5d15e3,2014-03,Dorset Police,Dorset Police,-1.696385,50.745103,On or near GORDON MOUNT,E01020357,Christchurch 003C,Investigation complete; no suspect identified
e153bf73b1dd8604196284c5a18c48a783f1fd8e0ad0124329f5a59f9e2d745a,2014-03,Dorset Police,Dorset Police,-2.470488,50.613684,On or near CORPORATION ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
827380ddebaf0ebd14bb5c17de4d4c6891d5dbfc8a06f9ef5233b81bdb973c24,2014-03,Dorset Police,Dorset Police,-2.559651,50.947933,On or near RATLEIGH LANE,E01020541,West Dorset 002C,Investigation complete; no suspect identified
45352d149ba0fc5618f028854d22ea0f5542fd538afa50e4053ff80c8aad63ad,2014-03,Dorset Police,Dorset Police,-2.436194,50.955915,On or near WELL LANE,E01020541,West Dorset 002C,Investigation complete; no suspect identified
168f41057c12c3fa021a2bfaf94fb17b133e47fbca7d63c12f875ad4f57413b2,2014-03,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
86eb50fb5974fe0efa596b7b357b10d5fd5dd6e85e0d21aa4f4930fa11989595,2014-03,Dorset Police,Dorset Police,-2.757216,50.733730,On or near Shopping Area,E01020500,West Dorset 006C,Investigation complete; no suspect identified
f3ed6eff30606f8d3a3445c117f8fcc71c1d9592857e4eeac9a6426d34114a4b,2014-03,Dorset Police,Dorset Police,-2.434275,50.939403,On or near RUE LANE,E01020433,North Dorset 004A,Investigation complete; no suspect identified
9bdbe4f8f50f469d5f5f7111c9a1dd64a86f3ca0b13406e971df6b1b2b72848d,2014-03,Dorset Police,Dorset Police,-2.455421,50.623834,On or near Supermarket,E01020561,Weymouth and Portland 002E,Investigation complete; no suspect identified
ca359d6628d9d98881b7ec6543877318884a1e4282fa1ee48171ef54ee024b72,2014-03,Dorset Police,Dorset Police,-2.433332,50.715186,On or near CHANNONS COURT,E01032645,West Dorset 009I,Investigation complete; no suspect identified
2391b35039db1be3a10476eebb62e42884826d68added97093c5ea45613ba6e3,2014-03,Dorset Police,Dorset Police,-2.470073,50.597543,On or near THORNLOW CLOSE,E01020583,Weymouth and Portland 006A,Investigation complete; no suspect identified
309c6b56fab729b4dd910a9ff45d4033a5ee270aba30fb0220e6ce8463ba132e,2014-03,Dorset Police,Dorset Police,-2.024936,50.904716,On or near MANOR ROAD,E01020396,East Dorset 005A,Investigation complete; no suspect identified
fd0a19bb91bfa03e5665576a1c4770de5bb4f3044d2907d92b4c0b8e063175ac,2014-03,Dorset Police,Dorset Police,-2.434275,50.939403,On or near RUE LANE,E01020433,North Dorset 004A,Investigation complete; no suspect identified
5966e6886177b019d1c71aed142de4bf3c57219d08b70dc8c14ce9ad25cc9989,2014-03,Dorset Police,Dorset Police,-2.889346,50.762554,On or near LONG LANE,E01020535,West Dorset 005D,Investigation complete; no suspect identified
db4c12037bd835d875be878af6391df11a706a34105b88a9bd7b0b48cd117ecc,2014-03,Dorset Police,Dorset Police,-1.779269,50.736368,On or near Nightclub,E01020368,Christchurch 006E,Investigation complete; no suspect identified
cfaf45fbbed33291431be3d1e83797e811156f867c5aa4254ed836420630b5f9,2014-03,Dorset Police,Dorset Police,-2.454429,50.620636,On or near KIRTLETON AVENUE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
07625cfd27e85d8e341708e5f22ed91d29eae600c2eeea82fab2e0ecc1171fda,2014-03,Dorset Police,Dorset Police,-2.030135,50.742157,On or near BELL HEATHER CLOSE,E01020472,Purbeck 002B,Investigation complete; no suspect identified
6b1bd4cf4297e74e56e546df682f6732573e77fb3b5ce6d13c4647a55cafe3d5,2014-03,Dorset Police,Dorset Police,-2.497641,50.863793,On or near GUNVILLE LANE,E01020530,West Dorset 003E,Investigation complete; no suspect identified
811f0fdab4fa29b3e5b91632a745acb2de78e313d41b9377e7fc7ef46114a7ae,2014-03,Dorset Police,Dorset Police,-1.752601,50.738842,On or near MARMION GREEN,E01020348,Christchurch 005C,Investigation complete; no suspect identified
79ebb2dba4b8b2c376ee5dd84e49a2fd8853d041b6dcb705e4328d90803be7d0,2014-03,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
bba6e4a052de74f3769cfec9a948ee5f19060908bc7f51b888922d468468a5f0,2014-03,Dorset Police,Dorset Police,-2.453434,50.609804,On or near NEW STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
bb01a53a7c4e031c4c168c8bec33460c69058e9ce0052a0b24f02d7aa470cf0e,2014-03,Dorset Police,Dorset Police,-1.760874,50.770036,On or near BURLEY ROAD,E01020345,Christchurch 001C,Investigation complete; no suspect identified
d83ee58cc6055e7a4cd36dc7fd6b2478ce6605dac1cb46b821a69f2b1aa132d3,2014-03,Dorset Police,Dorset Police,-2.452211,50.529384,On or near Conference/Exhibition Centre,E01020566,Weymouth and Portland 009D,Investigation complete; no suspect identified
52a7262d4e075d0c776325b361a2503c0d0e545485c784a851ddec9f7cd7bc84,2014-03,Dorset Police,Dorset Police,-2.455489,50.614760,On or near UPWAY STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
44584fd64ea00be9e0372a738ccbfcfcb76f5d3cfa00543e520a5d3eb87c29dd,2014-03,Dorset Police,Dorset Police,-1.776348,50.733755,On or near Shopping Area,E01020367,Christchurch 006D,Investigation complete; no suspect identified
b27b45c428d9a0b66d816f2bb41449fce6f68040322b4f06d3cc4d5e79bbf3f1,2014-03,Dorset Police,Dorset Police,-2.933011,50.728768,On or near ST MICHAELS,E01020533,West Dorset 005C,Investigation complete; no suspect identified
94417bd02c50ad46e52b8160808d4f48e5b90c1370afbf3db109b6ff3f162435,2014-03,Dorset Police,Dorset Police,-2.317127,50.966298,On or near NEW STREET,E01020449,North Dorset 004C,Investigation complete; no suspect identified
ddf1f8d225ad021f21780442ab64431edb5616a4c5395b589e7cd25cbd272640,2014-03,Dorset Police,Dorset Police,-2.165130,50.859594,On or near WHITECLIFF GARDENS,E01020438,North Dorset 007D,Investigation complete; no suspect identified
ee40973f30876a1092ba692fdde3a434c68c748c34a2c1f728dc9d6cf49aabde,2014-03,Dorset Police,Dorset Police,-2.514246,50.941974,On or near NEW ROAD,E01020541,West Dorset 002C,Investigation complete; no suspect identified
f4b9058f147d81aaaa1a8af2d9067ab42829288b7bc3ddd92fc49ce308415139,2014-03,Dorset Police,Dorset Police,-2.431414,50.550975,On or near Sports/Recreation Area,E01020563,Weymouth and Portland 008A,Investigation complete; no suspect identified
ef5cc295a244e297e4f724fe81f7db024d9a43b11c381068f0bd915fa5179eda,2014-03,Dorset Police,Dorset Police,-2.442490,50.545924,On or near ST GEORGE'S ROAD,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
a7c0ee66d58ebb60931416be63a27eda6ab6cf07825fdcbd1521aafa13c3b04c,2014-03,Dorset Police,Dorset Police,-2.419464,50.795946,On or near WIGHTMAN'S ORCHARD,E01020539,West Dorset 004D,Investigation complete; no suspect identified
2a9f4d2585a8590b08bda176962b7785c214006aa6fc4df22494efb638a8dc56,2014-03,Dorset Police,Dorset Police,-2.466194,50.631048,On or near ROMAN ROAD,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
61eeb8f3e43a72e723e95126b8fadba2062407ae3435b92b8cc748842269e2cb,2014-03,Dorset Police,Dorset Police,-2.465646,50.632840,On or near APPLETREE CLOSE,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
d970c99ecc0e063d5f421965276ac52943c3b4e8ef98b43e7c47e7a08f3ac017,2014-03,Dorset Police,Dorset Police,-2.455948,50.570171,On or near HAMM BEACH ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
aa137ef26fcc6b6c3f799f193893d3e9165c1d5ce968b4d47c3cb8fed3d549d4,2014-03,Dorset Police,Dorset Police,-2.755972,50.738333,On or near OSBOURNE ROAD,E01020500,West Dorset 006C,Investigation complete; no suspect identified
bd85458c9220a38f37c9ad3459c8eaec5503c1bca3fa72e26b2dd95ac204b15d,2014-03,Dorset Police,Dorset Police,-1.922443,50.920367,On or near GRUGS LANE,E01020389,East Dorset 001C,Investigation complete; no suspect identified
37a49318c721749db711bca507f9be582c5de4efc04a806cfac8271a1f0179f6,2014-03,Dorset Police,Dorset Police,-1.702141,50.747015,On or near ROTHERFIELD ROAD,E01020358,Christchurch 003D,Investigation complete; no suspect identified
f7ccc36899b1fcbeaf93060105bd497171a33c0477b059154e8de28b2546cc01,2014-03,Dorset Police,Dorset Police,-2.469464,50.591727,On or near DOUGLAS ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
a216fb30e9d0bbd7cc4a64dee3440f9bdf913606ccc63e2fb49788c6cb1521c0,2014-03,Dorset Police,Dorset Police,-1.806275,50.761218,On or near FORELAND CLOSE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
cf48ac0e9b3ace87692cf3ec30a32c26b1772c6c460d25124d82dfb947179df8,2014-03,Dorset Police,Dorset Police,-2.465468,50.652032,On or near MEADOW VIEW ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
63bcc19cf5a17d93dac3b7dfd59dd5450d8ed3689ca2e43e9065771e6b53207d,2014-03,Dorset Police,Dorset Police,-1.697628,50.743586,On or near GORDON ROAD,E01020350,Christchurch 003B,Investigation complete; no suspect identified
05591bb5c6b810464f38a386597381ef654bf21b8296b77019dc9131f5c65641,2014-03,Dorset Police,Dorset Police,-2.045159,50.626038,On or near VALLEY ROAD,E01020466,Purbeck 005A,Investigation complete; no suspect identified
b3dc7778daab863cde9cef09bd53961479cd27f5646c054eea607f60673f1b96,2014-03,Dorset Police,Dorset Police,,,No location,,,Investigation complete; no suspect identified
3842c185ff22efe1d0ced5a8a1b15c67c6cb29ae47bb4698a4f2f5de5acf1206,2014-03,Dorset Police,Dorset Police,-2.940094,50.724430,On or near POUND STREET,E01020532,West Dorset 005B,Investigation complete; no suspect identified
0d848b880c2232a62154c34b9864378977359a2e95ccb9078000aa8d2d5459e4,2014-03,Dorset Police,Dorset Police,-2.738603,50.816034,On or near MILLFIELD,E01020495,West Dorset 003B,Investigation complete; no suspect identified
c9461ff310dc7bf56153dd76931570ed4c1c0c37d54382fe40b165b5d77e770a,2014-03,Dorset Police,Dorset Police,-2.187497,51.016000,On or near TOLLGATE PARK,E01020456,North Dorset 003C,Investigation complete; no suspect identified
6b78f0c5d146eaaa9f1c32c8a3a37b88a426e7c8d1fdfb706f07dc1a2881a33a,2014-03,Dorset Police,Dorset Police,-2.484050,50.597882,On or near BARROW RISE,E01020589,Weymouth and Portland 007D,Investigation complete; no suspect identified
66d91f201077629b3e893de9678e9950fdb662348355388b91a5536385fa77a9,2014-03,Dorset Police,Dorset Police,-1.882177,50.781175,On or near Supermarket,E01020400,East Dorset 011C,Investigation complete; no suspect identified
86942b956ad7b864242876819aa3a4d6090c37df923f35e144f121995a9a43a7,2014-03,Dorset Police,Dorset Police,-2.465646,50.632840,On or near APPLETREE CLOSE,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
5fe0d7fc9e677f9695711b6726d9c6db250b5b3be073ee2c53e285ce7f5588d2,2014-03,Dorset Police,Dorset Police,-2.759528,50.732141,On or near GUNDRY LANE,E01020503,West Dorset 008B,Investigation complete; no suspect identified
3fbbda671f92276445bd865a30551108643e127c473d57e8b07a2afa7a609668,2014-03,Dorset Police,Dorset Police,-2.416781,50.645732,On or near HOLCOMBE CLOSE,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
60acd93b654f0f9039a58f835b1309018c5827dfd49e0a9d8e2406c78c3d6b5a,2014-03,Dorset Police,Dorset Police,-1.809032,50.777013,On or near A338,E01020365,Christchurch 001D,Investigation complete; no suspect identified
02da4846897fe6764baf3c732b548eb1212fff01b5e21b2fc1359de3604ac385,2014-03,Dorset Police,Dorset Police,-2.229267,50.674688,On or near BURTON WOOD,E01020491,Purbeck 004C,Investigation complete; no suspect identified
1c445f27d3fca045fe1df406a66405a4ee5e5ce668acff773b90179c1122b08a,2014-03,Dorset Police,Dorset Police,-1.903889,50.811104,On or near LARKS CLOSE,E01020375,East Dorset 009A,Investigation complete; no suspect identified
f86c8e5646a5ee1714b574b8790e7f2d67cb9d7efdfcea32ff8bb27528497578,2014-03,Dorset Police,Dorset Police,-2.447074,50.644091,On or near DAHLIA CLOSE,E01020551,Weymouth and Portland 001A,Investigation complete; no suspect identified
1c9d1fb50bc467499b001973879e2ed1c50271baf8c87e282db1e5bd1081ab6b,2014-03,Dorset Police,Dorset Police,-2.438488,50.715293,On or near HIGH WEST STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
22f80f5b2cc3c4842e70316e26e4dc1a7780148410f6f1febe1586baa2d46a63,2014-03,Dorset Police,Dorset Police,-2.126883,50.823483,On or near BEECH CLOSE,E01020453,North Dorset 006C,Investigation complete; no suspect identified
1018eeb7b7d8450bd896df9c7b2902f893a9af7bbdd5eee33b28c0bbd81522b3,2014-03,Dorset Police,Dorset Police,-2.941385,50.726668,On or near HILL RISE ROAD,E01020532,West Dorset 005B,Investigation complete; no suspect identified
7d6dca940048ad9392e77730b45f323cf4b559bf5c2e93559e30d581956b0094,2014-03,Dorset Police,Dorset Police,-2.514726,50.958329,On or near ST ALDHELM'S ROAD,E01020543,West Dorset 001B,Investigation complete; no suspect identified
efe01c92d9ecc725ea750c1dce721f3d82f73573bd6050ef622652e5078e285b,2014-03,Dorset Police,Dorset Police,-1.750488,50.739035,On or near SOMERFORD ROAD,E01020348,Christchurch 005C,Investigation complete; no suspect identified
fc900774f2e65f451be2b818bb1c861f41c5fb9bdde778c762ea5aaf82fe31d5,2014-03,Dorset Police,Dorset Police,-2.030886,50.742274,On or near KESTREL CLOSE,E01020472,Purbeck 002B,Investigation complete; no suspect identified
dc354a08e11e7abb597091d5462df4b51324640a4d51ff9ff58526e60d56bb08,2014-03,Dorset Police,Dorset Police,-1.782807,50.740340,On or near BEAUCHAMP PLACE,E01020360,Christchurch 006A,Investigation complete; no suspect identified
28e340c7fa4e6747937d79c43572a679512340cc8a7bcd092043b4d92a49cb9f,2014-03,Dorset Police,Dorset Police,-1.733191,50.735373,On or near BURE PARK,E01020355,Christchurch 007B,Investigation complete; no suspect identified
01165cd85d5ee4453765dc219a53764cb8e80b675f713368646203dbd9d26d90,2014-03,Dorset Police,Dorset Police,-1.758766,50.733117,On or near STANPIT,E01020362,Christchurch 007D,Investigation complete; no suspect identified
821bd7cd4caf9072e9b439e2ecfef4a8bd1b97310c4bf3c3e8fee4286b622c4e,2014-03,Dorset Police,Dorset Police,-2.462173,50.607458,On or near MARSH ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
bc9eed4b2374b44d0d0ef336e88e30d211f98fad7a733d288d9edca1f6be3742,2014-03,Dorset Police,Dorset Police,-2.467682,50.651303,On or near REGENCY DRIVE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
464dd97ae6c704a68f38e7079e17d476a31c21a583f25f0193c68dcd4f5e6c4a,2014-03,Dorset Police,Dorset Police,-1.803197,50.754711,On or near GLENDALE CLOSE,E01020366,Christchurch 002E,Investigation complete; no suspect identified
328521d9db4834f3d8c8633b8b873a81d4d5599d220a65455989460cd781c60a,2014-03,Dorset Police,Dorset Police,-2.108361,50.684458,On or near CHURCH GREEN,E01020485,Purbeck 003C,Investigation complete; no suspect identified
7afb3c4477cd98b7ad20780844ef9f86784274e0be28a349518e03c7f4d37dd7,2014-03,Dorset Police,Dorset Police,-1.978779,50.794604,On or near EDEN GROVE,E01020429,East Dorset 010D,Investigation complete; no suspect identified
c73345b2545de54a0c5694fced8891fcf8bd1291edc1b453ab9f1508fc0436ea,2014-03,Dorset Police,Dorset Police,-1.755445,50.731572,On or near MINTERNE ROAD,E01020362,Christchurch 007D,Investigation complete; no suspect identified
73427b43e651a7bc9da489257a859563e82109644f0178b2ea5314a7e056eb62,2014-03,Dorset Police,Dorset Police,-1.953239,50.853183,On or near QUEEN'S COPSE LANE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
78807cf9f8645c6201b2c6acb283f4dedc3a3e12e5ffba384408076966c947e0,2014-03,Dorset Police,Dorset Police,-1.985688,50.798535,On or near Nightclub,E01020428,East Dorset 010C,Investigation complete; no suspect identified
a26e26eb5e9c9b520e034274cb9e6f9a2107d903de2b225fc0efb6ea02a0e56d,2014-03,Dorset Police,Dorset Police,-2.439913,50.546572,On or near REFORNE,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
7e5615434616ba7c91610866a3db48b7c2764372c7646f6907191c51b18c1fcb,2014-03,Dorset Police,Dorset Police,-2.560344,50.767477,On or near DORCHESTER ROAD,E01020534,West Dorset 003F,Investigation complete; no suspect identified
1e0dd8ae6bf36c22857b8026b7b9709438a57967142a397b88fc92608c685634,2014-03,Dorset Police,Dorset Police,-2.469318,50.592663,On or near DONCASTER ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
670eafbea77d0836c83cdfb66914e826432c2be04f2822f659411f7b41766802,2014-03,Dorset Police,Dorset Police,-1.889939,50.791982,On or near GLENMOOR ROAD,E01020401,East Dorset 011D,Investigation complete; no suspect identified
ece8db097657f965496004345a149290abe6eb8255c9307946651a395518380e,2014-03,Dorset Police,Dorset Police,-2.309777,50.978862,On or near OLD MILL LANE,E01020449,North Dorset 004C,Investigation complete; no suspect identified
2f692ff83f80ff08df2731bebe59ffc329a0fe9ffb8651582f82f66546365f85,2014-03,Dorset Police,Dorset Police,-2.163357,50.856342,On or near SHEEP MARKET HILL,E01020438,North Dorset 007D,Investigation complete; no suspect identified
098aca8d19b7f2cb7b4982ed8696cb86d7f68532ebb1e7724cacc1ee01095d29,2014-03,Dorset Police,Dorset Police,-2.473059,50.588107,On or near LYNDALE ROAD,E01020587,Weymouth and Portland 007B,Investigation complete; no suspect identified
6e0f900068f760b492a692532c04cd226a312224d8d00e6be56bafbdac279a51,2014-03,Dorset Police,Dorset Police,-1.965268,50.742120,On or near Pedestrian Subway,E01015407,Poole 005A,Investigation complete; no suspect identified
8852d77234224d220cadbc469ea66b982c048ada57652a26a3e6a5fc22f24751,2014-03,Dorset Police,Dorset Police,-1.903193,50.755889,On or near BICTON ROAD,E01015310,Bournemouth 007A,Investigation complete; no suspect identified
20a20963c8f9fec0cab8a6dc45739a1d6855746faf4b26a3d12922cdf3474ba6,2014-03,Dorset Police,Dorset Police,-1.916615,50.766061,On or near EXBURY DRIVE,E01015311,Bournemouth 002D,Investigation complete; no suspect identified
0173a8347c0fed2264ca1ef3891425584c4c91c5acad908cb936d8e6c35c6f83,2014-03,Dorset Police,Dorset Police,-1.857936,50.729683,On or near METHUEN CLOSE,E01015288,Bournemouth 021B,Investigation complete; no suspect identified
bbf0e9043124368e85d1ce18ba4883bba7926a160e78084fbb3e42c9e192120c,2014-03,Dorset Police,Dorset Police,-1.812959,50.731256,On or near CASTLEMAIN AVENUE,E01015363,Bournemouth 014E,Investigation complete; no suspect identified
189e72feabdbe4c5c2c448f33a528302a0f202723b456c82a53b2faf81457167,2014-03,Dorset Police,Dorset Police,-1.839971,50.725136,On or near Bus/Coach Station,E01015282,Bournemouth 019E,Investigation complete; no suspect identified
