Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
14bc6ca1fe65bfdf568b5382585eaef9018a27d443b13b8511b95e7ec152fe43,2014-03,Lincolnshire Police,Lincolnshire Police,-0.145090,52.784377,On or near OAK COURT,E01026269,South Holland 007B,Investigation complete; no suspect identified
ede057d441d92baa741454a396ad4d5769cce9277ffc502787bfaad1568f3c8c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.632729,52.902574,On or near HOUGHTON ROAD,E01026344,South Kesteven 006E,Investigation complete; no suspect identified
2b77aa8235665e66bc3c8de515cc59001a235d2dc1ef16c351083c029d6b6bb8,2014-03,Lincolnshire Police,Lincolnshire Police,0.116967,52.789836,On or near ST THOMAS COURT,E01026257,South Holland 002C,Investigation complete; no suspect identified
86aafe5ad762302ef55946b4201e00e9c8f8582df99fee8405db5abb06c0de46,2014-03,Lincolnshire Police,Lincolnshire Police,-0.292374,53.420059,On or near OTBY LANE,E01026391,West Lindsey 003C,Investigation complete; no suspect identified
6e193de274a3f68a1943830355a0c00c6a67a97f5609a5ad7cf62d1fd4a535d2,2014-03,Lincolnshire Police,Lincolnshire Police,-0.688321,52.912919,On or near WONG GARDENS,E01026291,South Kesteven 002A,Investigation complete; no suspect identified
8207baba514715305d246daa5ece54a00845edacc7d9fd92860f82b70c8aeae4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.688321,52.912919,On or near WONG GARDENS,E01026291,South Kesteven 002A,Investigation complete; no suspect identified
f0dbea08d5c3b5264d749aabf71a3e62241c453490be1098d8c6b93ab6a59d01,2014-03,Lincolnshire Police,Lincolnshire Police,0.125497,52.782589,On or near LONDON ROAD,E01026255,South Holland 008B,Investigation complete; no suspect identified
9740e554fcd8906d0bc4fdeeb1970feb4064a223baa1631c6c497be854ae18a2,2014-03,Lincolnshire Police,Lincolnshire Police,0.348144,53.167191,On or near SORBY CLOSE,E01026115,East Lindsey 012C,Investigation complete; no suspect identified
8ec7e00edd50f64824cc3d922ee2ef889ad0c8473adb3d1ac3d978a6c2cf28c3,2014-03,Lincolnshire Police,Lincolnshire Police,-0.478569,53.006676,On or near MAIN STREET,E01026209,North Kesteven 009A,Investigation complete; no suspect identified
cc338e2a847d96bb983ea25d2b922cc1213819f705b5872baee82e9c20833870,2014-03,Lincolnshire Police,Lincolnshire Police,-0.375497,52.756433,On or near SPRINGBANK DRIVE,E01032998,South Kesteven 011F,Investigation complete; no suspect identified
02286e4f2e313cdd487cf13f9a92b61f6400cbab5480c0f1931fc77241c2286c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.774735,53.404740,On or near EDWARD ROAD,E01026379,West Lindsey 004B,Investigation complete; no suspect identified
8239cdb3c2dcd42eee1c09add20f0db3339def1d01d674c5d0e8e7bee90b79f3,2014-03,Lincolnshire Police,Lincolnshire Police,-0.040169,52.979283,On or near BROTHERTOFT ROAD,E01026032,Boston 002D,Investigation complete; no suspect identified
a6b2620be02190e22fc840206dbdb3a464d8d15209aab9383ed5d95dd7c66849,2014-03,Lincolnshire Police,Lincolnshire Police,0.334864,53.197887,On or near MOTTRAM DRIVE,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
7f101a4d24feecee0103e05f1f2cc644ef7d31c09227ffb721012fe99faf455c,2014-03,Lincolnshire Police,Lincolnshire Police,0.262747,53.335417,On or near HARRIS BOULEVARD,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
b6afa013eda92e3dd4ca7a32cee17163788684f8124f61cfb199c51bc847b0b2,2014-03,Lincolnshire Police,Lincolnshire Police,-0.009145,53.370543,On or near Hospital,E01026078,East Lindsey 003B,Investigation complete; no suspect identified
26d6340401a8dda70b93d2ea41103fa6fa8387f6a8c0c13533341696b2710901,2014-03,Lincolnshire Police,Lincolnshire Police,0.141328,52.760717,On or near SHAWS LANE,E01026256,South Holland 008C,Investigation complete; no suspect identified
06da15c43204cec20d841fff780024c8409d5c06324cd2061d58777fa449593b,2014-03,Lincolnshire Police,Lincolnshire Police,0.262747,53.335417,On or near HARRIS BOULEVARD,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
5d04a7a2616c3c0946f0ceb6dbf2f8fe4ca3d1c804b83c5ef7a0e4d16aa5b542,2014-03,Lincolnshire Police,Lincolnshire Police,-0.415149,53.010405,On or near WINCHESTER WAY,E01026229,North Kesteven 011B,Investigation complete; no suspect identified
daa6a4bbc86a39b32ae5c74b56813c2800bd49a40518f0fea24690952b6e4c70,2014-03,Lincolnshire Police,Lincolnshire Police,-0.736802,53.328377,On or near MOUNT PLEASANT CLOSE,E01026410,West Lindsey 007D,Investigation complete; no suspect identified
61053a701d6d7dd15b354a39c4aa0dae22c8b3df0ef799b0b76f20b0f25efe40,2014-03,Lincolnshire Police,Lincolnshire Police,0.335620,53.143485,On or near LUMLEY SQUARE,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
d4802d0f5b01319d7d3afa7e556424e2630542895f16b5b7f7b3026b74cb67b6,2014-03,Lincolnshire Police,Lincolnshire Police,-0.649633,53.194747,On or near THORPE ROAD,E01026199,North Kesteven 003D,Investigation complete; no suspect identified
49e341a5b8396e8b1f40b817a4ebe72821dc45b13f8af81066b4482910258656,2014-03,Lincolnshire Police,Lincolnshire Police,-0.503350,53.248142,On or near SWAYNE CLOSE,E01026155,Lincoln 002B,Investigation complete; no suspect identified
bf9c190e7d95becca8b441a0d0cf9f16b459ca2a1b7f45c88bd53f4d6138c724,2014-03,Lincolnshire Police,Lincolnshire Police,-0.552416,53.233609,On or near ALLISON STREET,E01026144,Lincoln 003B,Investigation complete; no suspect identified
dc4c6ac50d06d9ce88cade4f708f4a41c3d849d937bbbb6250de1e4fe00df06b,2014-03,Lincolnshire Police,Lincolnshire Police,-0.403482,53.003830,On or near Sports/Recreation Area,E01026232,North Kesteven 010D,Investigation complete; no suspect identified
bc78b96e77fc2b14a91a2783310d719c84425d7eb8e58ac85eeae73cb44951de,2014-03,Lincolnshire Police,Lincolnshire Police,-0.302078,53.288929,On or near HANSARDS DRIVE,E01026121,East Lindsey 007C,Investigation complete; no suspect identified
3b8aa6ebcdbe92ccede7f857dfca9ea01d48363ab8907fb1c3141edca00a4599,2014-03,Lincolnshire Police,Lincolnshire Police,-0.521776,53.215775,On or near HALL GARDEN,E01026203,North Kesteven 001D,Investigation complete; no suspect identified
f1f5e6f93d4de440332b40401d5b8f845eee62c114c9c61c005341368559518f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.527126,53.253239,On or near HARMSTON CLOSE,E01026168,Lincoln 001D,Investigation complete; no suspect identified
c91e317f029502b5dd6b00cfd21695054ec160713b5b1e617697c1b9397f2d6d,2014-03,Lincolnshire Police,Lincolnshire Police,-0.531691,53.248611,On or near ASTERBY CLOSE,E01026166,Lincoln 001C,Investigation complete; no suspect identified
a7da315e180a7ae6a4d9f2785da413e8db0abaa5db74787c1151fcb96301383c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.602122,53.219559,On or near HAZELWOOD AVENUE,E01026131,Lincoln 007D,Investigation complete; no suspect identified
26147645bf73d67165c4a7d7e9b34b18ea7f66158b7761010ba7b054dc2a5c9f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.161738,52.870632,On or near YORK GARDENS,E01026247,South Holland 001D,Investigation complete; no suspect identified
70c374ac04028dbcc2134ae5dfff37cc8227f01cc570bb3c9223a3f472f7332c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.013588,52.970345,On or near SKIRBECK ROAD,E01026027,Boston 004D,Investigation complete; no suspect identified
117f33be2b08c8f77965c233937068309089316086a8eae833e7af8699f891e1,2014-03,Lincolnshire Police,Lincolnshire Police,-0.150387,52.790942,On or near FORGE CLOSE,E01032995,South Holland 006F,Investigation complete; no suspect identified
aa26b4d5a4c87881db73dbfa3ab1b75e8b452d27d9fda048c55e16d54a876500,2014-03,Lincolnshire Police,Lincolnshire Police,-0.645591,52.902551,On or near TILLING CLOSE,E01026319,South Kesteven 006C,Investigation complete; no suspect identified
a3fdc14cec9c72b3ef94af39fed93494c7db200d8b1b9710139a24556380cb50,2014-03,Lincolnshire Police,Lincolnshire Police,-0.770313,53.390618,On or near STANLEY STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
0c4d6261a5f35a11b6b9e02e4d760c0525dee9d7796d1e13c8d57c6403cce69f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.545293,53.148444,On or near CHURCH LANE,E01026195,North Kesteven 006C,Investigation complete; no suspect identified
bc967e0284e2186f4b2711c4f3795e1c506ea69607a1027eeb7e01ce08d189fa,2014-03,Lincolnshire Police,Lincolnshire Police,-0.047138,52.981978,On or near LANGRICK ROAD,E01026035,Boston 009C,Investigation complete; no suspect identified
c8817a51818bb2a9c0d1b231e9083405f2f2f9ca21fb1c0f7cc16670e220e4c1,2014-03,Lincolnshire Police,Lincolnshire Police,-0.692487,52.918278,On or near RECTORY CLOSE,E01026291,South Kesteven 002A,Investigation complete; no suspect identified
d1a219075fd9bf75a68a33a4fcb5195094077750548717991f4cd0c4c6a8b84e,2014-03,Lincolnshire Police,Lincolnshire Police,-0.674670,52.981559,On or near KERR'S CRESCENT,E01026365,South Kesteven 002D,Investigation complete; no suspect identified
9decfe25041eabc00e55b4e202ff06a43a49302716d21c832e94570e76721e9c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.534055,53.248739,On or near BRATTLEBY CRESCENT,E01026166,Lincoln 001C,Investigation complete; no suspect identified
39163c5814d6164da59beac826bb9343a4814a08c5e275ce47d158ef5614f659,2014-03,Lincolnshire Police,Lincolnshire Police,-0.549580,53.247922,On or near HONINGTON APPROACH,E01026149,Lincoln 001A,Investigation complete; no suspect identified
07cdc1bba05a019178fc0ca2061542750603083542ddf7513f34e14aaf43f1cd,2014-03,Lincolnshire Police,Lincolnshire Police,-0.432466,53.218787,On or near HEIGHINGTON FEN,E01026205,North Kesteven 005B,Investigation complete; no suspect identified
aadf7626e05eb027785305c9719305e1f81d5853f258fd67057532e9c39bfc85,2014-03,Lincolnshire Police,Lincolnshire Police,-0.148420,52.782074,On or near AYSCOUGH AVENUE,E01026268,South Holland 007A,Investigation complete; no suspect identified
c71711bdfcb3da7a96357fb219276632d58ff8ff621cc2ccf633004e9d86f3e5,2014-03,Lincolnshire Police,Lincolnshire Police,-0.665392,53.315248,On or near HIGH STREET,E01026404,West Lindsey 007B,Investigation complete; no suspect identified
39bfb7f8c382c1207d46ca67a508aef12997b922a2ad822deb3016e7644aa943,2014-03,Lincolnshire Police,Lincolnshire Police,-0.038755,52.983881,On or near KYME ROAD,E01026011,Boston 002B,Investigation complete; no suspect identified
a4a66ca5f752f74c4d0635fba010a168e68f2ec70e94cfe6badba46475b2e1bc,2014-03,Lincolnshire Police,Lincolnshire Police,-0.525135,53.230048,On or near CROMWELL STREET,E01026124,Lincoln 004C,Investigation complete; no suspect identified
2ef68c0246afd9f56bb35243c7e27e1332bc7110373944febd30406e901fce28,2014-03,Lincolnshire Police,Lincolnshire Police,-0.776387,53.398024,On or near Shopping Area,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
a4eb9f76802231def927f26805055409e0c0727e097033530a45bdaf48fd808f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.724213,53.439224,On or near MILL CLOSE,E01026407,West Lindsey 002E,Investigation complete; no suspect identified
6172d8d8ab4f7fb7fd4c1eb550eb3626a9bc6a036d6ca7ca0f37d5535fefe682,2014-03,Lincolnshire Police,Lincolnshire Police,-0.546773,53.229459,On or near BRAYFORD WHARF NORTH,E01026143,Lincoln 005B,Investigation complete; no suspect identified
475bbb16eefeffbb691682222a8c2afb188477964004af08967ab67724161c2a,2014-03,Lincolnshire Police,Lincolnshire Police,-0.318566,53.215536,On or near FIELD LANE,E01026366,West Lindsey 011A,Investigation complete; no suspect identified
99863e2ef91c702c11845a7f18628f5aaaf92970322fc3ea2c6bcbe115f7a40d,2014-03,Lincolnshire Police,Lincolnshire Police,-0.602122,53.219559,On or near HAZELWOOD AVENUE,E01026131,Lincoln 007D,Investigation complete; no suspect identified
18927101b9e8e3e621926e4ff11d4a90c5565ac8b52570e117e14e496e39dffe,2014-03,Lincolnshire Police,Lincolnshire Police,-0.774531,53.399794,On or near MARKET STREET,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
52993bec6c20d02cd7c03bd3fa47f47a951be158d1a4cd6c513d201c151b8463,2014-03,Lincolnshire Police,Lincolnshire Police,-0.366803,53.391039,On or near NORTH STREET,E01026392,West Lindsey 003D,Investigation complete; no suspect identified
30c9a3ff5b52936417eb5f68a75b84081636f7f7975737c13fcfd87b17642515,2014-03,Lincolnshire Police,Lincolnshire Police,-0.720831,53.442586,On or near HIGH STREET,E01026407,West Lindsey 002E,Investigation complete; no suspect identified
b7c33dbb3e7ae58aa60589b2b4440a1f07106b13f0821c9e81247458be44422b,2014-03,Lincolnshire Police,Lincolnshire Police,-0.014803,53.489279,On or near CHURCH LANE,E01026106,East Lindsey 001F,Investigation complete; no suspect identified
a326d29c49d7743be14ff9046769b89379d99400dd7fbb9cd671c7f4eb35335c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.643122,52.911621,On or near GUILDHALL STREET,E01026323,South Kesteven 004D,Investigation complete; no suspect identified
48e60c856ce9ce4a31070d6ee0c77ce7fb4e564305c5595336a6f80bb7cb56ba,2014-03,Lincolnshire Police,Lincolnshire Police,-0.095443,52.902799,On or near POOLS LANE,E01026016,Boston 006A,Investigation complete; no suspect identified
da8b439d029c1dab6083e8b96eda302f6bcfb44a5c969522e7443fa8fa693704,2014-03,Lincolnshire Police,Lincolnshire Police,-0.336024,53.235756,On or near Park/Open Space,E01026366,West Lindsey 011A,Investigation complete; no suspect identified
4a8873f8446cd97cbef5187b99caebd8313502b2aa213318a4c1f4001036b8fb,2014-03,Lincolnshire Police,Lincolnshire Police,0.274001,53.323335,On or near ETON ROAD,E01026109,East Lindsey 006C,Investigation complete; no suspect identified
996315099e1278ad9ffefdde41d983fb96338044ffe2f17754f14b349934a3d4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.392556,53.042799,On or near GRANGE ROAD,E01026222,North Kesteven 009C,Investigation complete; no suspect identified
6224c8725fa175c13054a90d93a85566bb6e7d6a4043fc283805600b036a25ea,2014-03,Lincolnshire Police,Lincolnshire Police,-0.546576,53.210066,On or near ELEANOR CLOSE,E01026174,Lincoln 008D,Investigation complete; no suspect identified
bc826913290c04375840d01d7616fd7285ffbedd831565aabc6ce384065fa095,2014-03,Lincolnshire Police,Lincolnshire Police,-0.621279,52.805619,On or near HIGH STREET,E01026331,South Kesteven 009B,Investigation complete; no suspect identified
462f4b4760999ef1374e671121b3bc2c28bb3915856911ccdd22a6be52c08254,2014-03,Lincolnshire Police,Lincolnshire Police,0.197945,52.767458,On or near NENELANDS,E01026277,South Holland 008D,Investigation complete; no suspect identified
c3abb3c41f662b3c7f2918dd33b093679e8ee78309694605f84b0c965f1138b4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.636633,52.909425,On or near ETON STREET,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
b94e6b8e8aba93cb42e3f02965d1195a347a4c84854be748570228f7da407951,2014-03,Lincolnshire Police,Lincolnshire Police,-0.615980,53.216178,On or near IVYWOOD CLOSE,E01026128,Lincoln 007B,Investigation complete; no suspect identified
73da6a9bab735c9d229b336c10056c9f052e6811642663eda94815f993b48bba,2014-03,Lincolnshire Police,Lincolnshire Police,0.342221,53.143886,On or near RUTLAND ROAD,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
598cf0e391da9d5da675c98f9efb2b9cda54c68e5c769901b59c83fc8f51c0a3,2014-03,Lincolnshire Police,Lincolnshire Police,0.244304,53.160760,On or near CHURCH HILL,E01026046,East Lindsey 013A,Investigation complete; no suspect identified
9659bcd087755cf0154aa0553a082dcf43213d79a7764158fb3b02274b4bc2bc,2014-03,Lincolnshire Police,Lincolnshire Police,0.260247,53.340966,On or near Shopping Area,E01026073,East Lindsey 005B,Investigation complete; no suspect identified
347a866756488b0fbbee91189eb801df7ed3ab2f73826c3a7779a6953a6023eb,2014-03,Lincolnshire Police,Lincolnshire Police,-0.153207,52.784936,On or near PRIORY ROAD,E01026266,South Holland 006B,Investigation complete; no suspect identified
ab8aeab6c3ce8ccafd78df32a8bdb837fe648c9d23790eb1dc6636966493b836,2014-03,Lincolnshire Police,Lincolnshire Police,-0.023890,52.767109,On or near NARROW LANE,E01026285,South Holland 004D,Investigation complete; no suspect identified
9703c497631d1e581959936523ed3d222690566dea1c5bfaa5199bfc40b55dfb,2014-03,Lincolnshire Police,Lincolnshire Police,-0.335501,53.387362,On or near QUEEN STREET,E01026389,West Lindsey 003A,Investigation complete; no suspect identified
00a7c7864a187682489a21e7f2a9bc4dc0049e1aa9c73ae3b966286df81eb5b3,2014-03,Lincolnshire Police,Lincolnshire Police,-0.774647,53.392622,On or near Petrol Station,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
39735a2510932876c81bc05da8c1d8cb0f62aec37dfdcbd83d5d363804dc205c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.316218,52.924267,On or near CHESTNUT CLOSE,E01026221,North Kesteven 009B,Investigation complete; no suspect identified
4bfc7195b1223b02fbb10f8075e4fc841d321cca4119780f75819175dd3d9c5c,2014-03,Lincolnshire Police,Lincolnshire Police,0.343575,53.141837,On or near B1451,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
0472a39bbcf28c14fec65dc255e86a1c5bdf92434cebbd844794b3a725e6a4d1,2014-03,Lincolnshire Police,Lincolnshire Police,0.274352,53.229671,On or near HELSEY LANE,E01026113,East Lindsey 008D,Investigation complete; no suspect identified
34546c6b0be5629632c406a3c7e6b02cd73b2ad5e6f75fb163e55f5315596fe1,2014-03,Lincolnshire Police,Lincolnshire Police,-0.325244,52.682281,On or near Parking Area,E01026336,South Kesteven 013C,Investigation complete; no suspect identified
044135205129b5834d1a0e6e1aca9713a8f1160330b4de4e1c2b6f62ef637a9e,2014-03,Lincolnshire Police,Lincolnshire Police,0.332968,53.139258,On or near DENHAM CLOSE,E01026097,East Lindsey 015D,Investigation complete; no suspect identified
6d55a5310a8c387d01f4ecab6b9f0f505365ffc0ec02073a11a0fab3c6923f51,2014-03,Lincolnshire Police,Lincolnshire Police,-0.554432,53.220923,On or near ST MATHEWS CLOSE,E01026133,Lincoln 008A,Investigation complete; no suspect identified
13bfde4bccb50622f070fae7641ff0aa885f2a102addbba5f37e4c32afb2607f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.487182,53.128968,On or near SLEAFORD ROAD,E01026211,North Kesteven 005C,Investigation complete; no suspect identified
4811d39c94021d26b11bae35684444f1c48ac91bcb2ba735e0c4b7b2f8e576f2,2014-03,Lincolnshire Police,Lincolnshire Police,-0.582342,53.059083,On or near HIGH STREET,E01026196,North Kesteven 006D,Investigation complete; no suspect identified
15a7fc4ddffaaf6813fd1fbe7077566682b9a937b1c151cf0f491c71b1a2fe76,2014-03,Lincolnshire Police,Lincolnshire Police,-0.091360,52.966909,On or near SWINESHEAD ROAD,E01026018,Boston 007B,Investigation complete; no suspect identified
794a074b33ab406e9a06bbb958890fd280b7be5794ed2a85351bf2215fe4d866,2014-03,Lincolnshire Police,Lincolnshire Police,-0.024322,52.961938,On or near EDISON WAY,E01026029,Boston 009A,Investigation complete; no suspect identified
eb38b9ac69a76bb7cb32450863e3bd96dbf2fb2f5d9683910aa130f80c4e9c2b,2014-03,Lincolnshire Police,Lincolnshire Police,-0.521607,53.235928,On or near GREETWELL CLOSE,E01026125,Lincoln 003A,Investigation complete; no suspect identified
0cf8b50b4516809e2e96b26ee29ac620d90b8668f1d9a7b88138e0cd0681a57a,2014-03,Lincolnshire Police,Lincolnshire Police,-0.618866,52.918668,On or near SHELLEY AVENUE,E01026328,South Kesteven 003D,Investigation complete; no suspect identified
8591d1d5715a884dc40c241c843e841dfb92f8d631d309775dce534568790a75,2014-03,Lincolnshire Police,Lincolnshire Police,-0.547036,53.221255,On or near PRINCESS STREET,E01026132,Lincoln 005A,Investigation complete; no suspect identified
65d3406c916ef16af8cdacd2c8f03ca923d5b5d6dad9eff6dfd5846cedd87289,2014-03,Lincolnshire Police,Lincolnshire Police,-0.784528,53.405793,On or near GREY STREET,E01026378,West Lindsey 004A,Investigation complete; no suspect identified
1ed65ca370e11e907bf7ed6165d0504a9199e026c26932e585a1d110b07d6e0a,2014-03,Lincolnshire Police,Lincolnshire Police,-0.522307,53.231694,On or near MILMAN ROAD,E01026124,Lincoln 004C,Investigation complete; no suspect identified
66541cb4c282b880597e7288334a02d855319e4e3e66a4cc12a4005ad91e768d,2014-03,Lincolnshire Police,Lincolnshire Police,0.007199,52.747553,On or near JOY'S BANK,E01026245,South Holland 010A,Investigation complete; no suspect identified
16550a258a65cb4edb9325fb0065ee476b890e7c5470d7bb235794476e6500c4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.180372,52.927353,On or near DARK LANE,E01026016,Boston 006A,Investigation complete; no suspect identified
5d3790bdd5c8efbbfaa88679bf9f4f0bf59efadb4b0e75ea71c18133e3abd2aa,2014-03,Lincolnshire Police,Lincolnshire Police,-0.143878,52.790886,On or near WILLOW ROW,E01026272,South Holland 007E,Investigation complete; no suspect identified
98b1a3d52cc6849f6d5089617e512351893c83cb89b730b66563e918ede45d07,2014-03,Lincolnshire Police,Lincolnshire Police,-0.528735,53.229930,On or near THOMAS STREET,E01026126,Lincoln 004D,Investigation complete; no suspect identified
eda89f55598fa9ff12251445292ad5c8451643b860fd1ae796cbdf1d2c4191fc,2014-03,Lincolnshire Police,Lincolnshire Police,-0.010011,53.373245,On or near BADMINTON WAY,E01026077,East Lindsey 003A,Investigation complete; no suspect identified
7d5b4d859cf44702bdc50b88a756a0f9d7a652d94f4a18099b5729ba740025eb,2014-03,Lincolnshire Police,Lincolnshire Police,-0.774469,53.394643,On or near PRIMROSE STREET,E01026383,West Lindsey 004E,Investigation complete; no suspect identified
6ae0b58ee026075c3b3ee19ea2c5a2ba517c7d4c0ccade4c3dcbaf74e2b294bc,2014-03,Lincolnshire Police,Lincolnshire Police,-0.764321,53.399698,On or near HICKMAN COURT,E01026376,West Lindsey 006C,Investigation complete; no suspect identified
c717e9224ccaca435b1c636e4ad9ffe671a873c8b723b1521388fd84f9ad5eb3,2014-03,Lincolnshire Police,Lincolnshire Police,-0.408478,52.998072,On or near Parking Area,E01026227,North Kesteven 010A,Investigation complete; no suspect identified
f1925a0901d4f69f6e8c95660a556618540f21badf6d50b2039b57a8e379d865,2014-03,Lincolnshire Police,Lincolnshire Police,-0.149607,52.787298,On or near HERRING LANE,E01032995,South Holland 006F,Investigation complete; no suspect identified
f9fd59a97a1955eb9f7a051c816d6af7cd91a669b92ec0a9159f330d405f66a4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.438951,52.737353,On or near Park/Open Space,E01026330,South Kesteven 012A,Investigation complete; no suspect identified
15f65feb2f035b709621ed2d90a9c416d79e743c4b33c9e10277a3355aff50a9,2014-03,Lincolnshire Police,Lincolnshire Police,-0.543607,53.223865,On or near Further/Higher Educational Building,E01026132,Lincoln 005A,Investigation complete; no suspect identified
837e793c40787ea1d80f900f307347a1b382ed8e5ea98c00cea2b37a563df41c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.317287,52.675695,On or near Shopping Area,E01026335,South Kesteven 013B,Investigation complete; no suspect identified
1e2451ebe146985664b5051e93af3384c733d0140b8e11bf11aed44a66def3b7,2014-03,Lincolnshire Police,Lincolnshire Police,-0.153918,53.121902,On or near Park/Open Space,E01026075,East Lindsey 018B,Investigation complete; no suspect identified
9ece5ab3027c92c7ddf38b15be6d164c69d919471870b2cfb0e18530847ffd8e,2014-03,Lincolnshire Police,Lincolnshire Police,-0.114905,53.204666,On or near SELLWOOD GARDENS,E01026067,East Lindsey 011D,Investigation complete; no suspect identified
7b9d33af36c05e0e10c0f06e4a528382e40c6348d9ed0a4155cbe93ce185b2bc,2014-03,Lincolnshire Police,Lincolnshire Police,-0.612753,53.217813,On or near EPSOM CLOSE,E01026129,Lincoln 007C,Investigation complete; no suspect identified
d6295b860e38f94ffd7223ec611cfde930546f15c323afe4147792e2efeae9f9,2014-03,Lincolnshire Police,Lincolnshire Police,-0.603844,53.223723,On or near TEESDALE CLOSE,E01026130,Lincoln 009A,Investigation complete; no suspect identified
b838d6d273b7c782a4942901b1b3c9618763ab07815037179e124c111a57fd34,2014-03,Lincolnshire Police,Lincolnshire Police,-0.133348,52.793328,On or near THAMES ROAD,E01026271,South Holland 007D,Investigation complete; no suspect identified
0041135836d833096d9613b4869b930c8881651065dce4f77220a454b60b48ea,2014-03,Lincolnshire Police,Lincolnshire Police,-0.540080,53.226735,On or near ST MARY'S STREET,E01026176,Lincoln 006B,Investigation complete; no suspect identified
8a448b095d3e115547a87368b4940e615962538308f6c31e6916516d51216d8c,2014-03,Lincolnshire Police,Lincolnshire Police,-0.566443,53.209741,On or near HIGHFIELD AVENUE,E01026172,Lincoln 010C,Investigation complete; no suspect identified
9658ed8e901473893da863c8d44556dc8913f3edc01d4b8ec78a90819fc493aa,2014-03,Lincolnshire Police,Lincolnshire Police,-0.582707,53.187003,On or near BAKEWELL MEWS,E01026219,North Kesteven 014D,Investigation complete; no suspect identified
1a2f4b36474cf365076201a4d55fd316ae30f097c34c05ab122b27a9a34278b4,2014-03,Lincolnshire Police,Lincolnshire Police,-0.587777,53.183458,On or near Parking Area,E01026218,North Kesteven 014C,Investigation complete; no suspect identified
94bd09eae202715a56a094043d3a341bbcc632378c20b10649a70cf5b372b77d,2014-03,Lincolnshire Police,Lincolnshire Police,-0.635299,52.908349,On or near HARROW STREET,E01026343,South Kesteven 006D,Investigation complete; no suspect identified
3fa5dab390f5b74a6d4a3de53acc69b258a4f34150e157a0fc7482c2ee1af644,2014-03,Lincolnshire Police,Lincolnshire Police,0.038014,53.334397,On or near WATERY LANE,E01026070,East Lindsey 009C,Investigation complete; no suspect identified
a626575a53da18cb000eacc58d3bc1d026316b9cbcb5daa618d3dd738d5893b0,2014-03,Lincolnshire Police,Lincolnshire Police,-0.020286,53.405493,On or near CHURCH LANE,E01026045,East Lindsey 001A,Investigation complete; no suspect identified
5e29ee91d4d4cb3d3543c82400bd44d07caedf9faa2f6c6b6f15364f8c1c27b9,2014-03,Lincolnshire Police,Lincolnshire Police,-0.518462,53.231098,On or near HORTON STREET,E01026125,Lincoln 003A,Investigation complete; no suspect identified
b481a8ba28576deb6fa2174109582dc8d3aeb340a28b19e54b3a7c84372ca903,2014-03,Lincolnshire Police,Lincolnshire Police,-0.602327,53.017912,On or near FRIESTON ROAD,E01026329,South Kesteven 001C,Investigation complete; no suspect identified
990c99997ac5f04f3cef7b1243bda52f7384b616c98f9971edae4a11fe8a8a02,2014-03,Lincolnshire Police,Lincolnshire Police,-0.623186,53.230609,On or near QUEENSWAY,E01026225,North Kesteven 003E,Investigation complete; no suspect identified
43ec973fb2c852e93856b8f1ab9e6b7fafeae0be6ad3181b04e1be0299c5706e,2014-03,Lincolnshire Police,Lincolnshire Police,-0.547096,53.145527,On or near THOROLD WAY,E01026195,North Kesteven 006C,Investigation complete; no suspect identified
f49e93cf3751b27d2548e058d9913ac3f77985c91136e339c9eede47846fcfee,2014-03,Lincolnshire Police,Lincolnshire Police,0.254904,53.341912,On or near CHAUCER AVENUE,E01026072,East Lindsey 005A,Investigation complete; no suspect identified
966d24c892791cd717d396cd1e0dec497b0411274f9938a3f6ff074b3b60616f,2014-03,Lincolnshire Police,Lincolnshire Police,-0.546394,53.223414,On or near RIVERSIDE DRIVE,E01026132,Lincoln 005A,Investigation complete; no suspect identified
