Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
39ccd280c9f4316b7e4f28ccee7f4c7fdcd8ac8913d93a47ef2f88a55e6a5404,2014-03,Northamptonshire Police,Northamptonshire Police,-0.885351,52.233757,On or near BECKETT'S VIEW,E01027223,Northampton 025A,Investigation complete; no suspect identified
4b1c40204632cdfc8c97fe05cef9960f0328b8ae14a745ab8c4e19c666cc66a7,2014-03,Northamptonshire Police,Northamptonshire Police,-0.602327,52.302188,On or near SHELLEY DRIVE,E01027063,East Northamptonshire 008C,Investigation complete; no suspect identified
a070b0203444782da0c8c97f3a08a6905d51709fa8bb448ff66f5ba0f431623b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.567256,52.368606,On or near Park/Open Space,E01027078,East Northamptonshire 004C,Investigation complete; no suspect identified
5aab4a669a7c7bf0773469f5bc5f87919d48370a3c3c4275dc9b718700f9b112,2014-03,Northamptonshire Police,Northamptonshire Police,-0.900112,52.262774,On or near HARBOROUGH ROAD,E01027190,Northampton 008A,Investigation complete; no suspect identified
3e3ef78416c5fda684e2b589da14befd16bf6c480300ef519e77349388668c29,2014-03,Northamptonshire Police,Northamptonshire Police,-0.915034,52.240939,On or near Supermarket,E01027151,Northampton 024A,Investigation complete; no suspect identified
a6ecb9faffeb44f5e23557a6fea26c11b1050a3c47cc347133cc5ec018f5ac7e,2014-03,Northamptonshire Police,Northamptonshire Police,-0.708494,52.313304,On or near CHURCHILL AVENUE,E01027345,Wellingborough 003C,Investigation complete; no suspect identified
9bec687006dc69e7a4e2239f67d9fbc29d64b4dc3760746b2385763aed53787b,2014-03,Northamptonshire Police,Northamptonshire Police,-1.143171,52.037224,On or near ELLESMERE COURT,E01027266,South Northamptonshire 009B,Investigation complete; no suspect identified
cff557eceff10e3d48622435f4a6a7e0be633707ca28b7fc270db7325d2ace07,2014-03,Northamptonshire Police,Northamptonshire Police,-0.879022,52.247264,On or near ABINGTON AVENUE,E01027132,Northampton 022A,Investigation complete; no suspect identified
af6182fc70a662456e139da8d1c9055d46bacbeb5355429dffc3552c596dc29f,2014-03,Northamptonshire Police,Northamptonshire Police,-0.682811,52.489885,On or near SOUTH ROAD,E01026957,Corby 003A,Investigation complete; no suspect identified
e4b8e29d88b1a8c36db0da1f5a408ac716ed5191dd692877b542b2d30340ff18,2014-03,Northamptonshire Police,Northamptonshire Police,-0.779899,52.279359,On or near Park/Open Space,E01027353,Wellingborough 009F,Investigation complete; no suspect identified
1f33cd93d823eacc933384baf3c8cac44470497f47833d1152fffe956271bd55,2014-03,Northamptonshire Police,Northamptonshire Police,-0.717416,52.308627,On or near HARDWICK ROAD,E01027342,Wellingborough 005D,Investigation complete; no suspect identified
36aaa459310959b056efd6183603e884b7d3c5c11e92dee103bbc3129fe9ea11,2014-03,Northamptonshire Police,Northamptonshire Police,-0.824685,52.272530,On or near OSMOND DRIVE,E01027246,Northampton 005E,Investigation complete; no suspect identified
cff5bb994e363a169d524604b7c513db9e2669d6eb864d9c29ad0d8d092ffba3,2014-03,Northamptonshire Police,Northamptonshire Police,-0.879487,52.248572,On or near HOLLY ROAD,E01027187,Northampton 015C,Investigation complete; no suspect identified
2ac63706823b0ae9e74e73c11de653e16cc4362f44fe19cab4cfc315ecf692bd,2014-03,Northamptonshire Police,Northamptonshire Police,-0.879487,52.248572,On or near HOLLY ROAD,E01027187,Northampton 015C,Investigation complete; no suspect identified
82fe5a7ce8ebc27e47e329f6e68ce287e3814fc45dcbf6d16d2b0c854590ccd5,2014-03,Northamptonshire Police,Northamptonshire Police,-1.206053,52.323683,On or near MITCHISON CLOSE,E01032968,Daventry 003F,Investigation complete; no suspect identified
22e6b606f7eb00e2f6386c1275b20a0aaf3cfe69fadf03ec28bdf407ba3d76a5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.739877,52.394703,On or near NORTHAMPTON ROAD,E01027115,Kettering 007D,Investigation complete; no suspect identified
eef80a730f316ed4d03f484f02344c6c3b23755ba7a1871b594019be452a3e5f,2014-03,Northamptonshire Police,Northamptonshire Police,-0.693596,52.418619,On or near Sports/Recreation Area,E01027090,Kettering 001A,Investigation complete; no suspect identified
581114061fb38abe0fb6414bbfd13fb7ecb6126809f5535d48f4724c6303a7d1,2014-03,Northamptonshire Police,Northamptonshire Police,-0.737784,52.474212,On or near OLDENBURG ROAD,E01026953,Corby 008A,Investigation complete; no suspect identified
dd45a15ea1fa17a557168e0c8a93f4cf351fbea33e95711b72bdc9830af9a579,2014-03,Northamptonshire Police,Northamptonshire Police,-0.893539,52.260159,On or near LANGDALE ROAD,E01027229,Northampton 009B,Investigation complete; no suspect identified
0b46f1bfa1993dc15b47fffe35e7f0d274978536237bd51d91aec34f03770eff,2014-03,Northamptonshire Police,Northamptonshire Police,-0.931771,52.240426,On or near MANSARD CLOSE,E01027237,Northampton 024C,Investigation complete; no suspect identified
d29962d9a574d1760ec4ef106280388b51804cc2eaf35010f3b0a864cfe3d1a0,2014-03,Northamptonshire Police,Northamptonshire Police,-0.698457,52.290393,On or near BUTTERFIELDS,E01027317,Wellingborough 008A,Investigation complete; no suspect identified
ba569789a171d1f251d2f2f1ce756d90d62137874a28812d73dc3acd63e2a71d,2014-03,Northamptonshire Police,Northamptonshire Police,-1.167718,52.264774,On or near KINGSTON CLOSE,E01026987,Daventry 006A,Investigation complete; no suspect identified
ce60da89166ea23f6e9fe47a0db4d2cccb29d5cb82c627297902995830c5ba76,2014-03,Northamptonshire Police,Northamptonshire Police,-0.715688,52.476122,On or near BALMORAL,E01026968,Corby 006G,Investigation complete; no suspect identified
df1ca878211f01267aacf60153d75b82035098020871da2e0159a8fc35479dc9,2014-03,Northamptonshire Police,Northamptonshire Police,-0.876857,52.255281,On or near CHAUCER COURT,E01027188,Northampton 013C,Investigation complete; no suspect identified
58b0c4069c6d6ce774263c73e556c4d20072164d050415bce324378daef9dd4b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.689963,52.292044,On or near DENINGTON ROAD,E01027317,Wellingborough 008A,Investigation complete; no suspect identified
c0b07da2b263d142d287939028cde4dfb44e1f1bf03b6d47442290bc9839c88e,2014-03,Northamptonshire Police,Northamptonshire Police,-0.849375,52.255772,On or near HERVEY CLOSE,E01027180,Northampton 010B,Investigation complete; no suspect identified
ca7088b65f87d0bd7f415c0fc463af80816a85ebd3eb96d55fcf6977f786aebb,2014-03,Northamptonshire Police,Northamptonshire Police,-0.925356,52.255598,On or near AVON DRIVE,E01027243,Northampton 017D,Investigation complete; no suspect identified
47ac51de8031d0b99ad0603dc19af8da07f279a234159b9bbfc6347d1f1c7206,2014-03,Northamptonshire Police,Northamptonshire Police,-0.914871,52.226579,On or near RING WAY,E01027235,Northampton 026C,Investigation complete; no suspect identified
7fdfafea43cceb6fcf91c4c56539567d41ce99e89870c7311b50d568544bc69a,2014-03,Northamptonshire Police,Northamptonshire Police,-0.892796,52.244697,On or near OAKLEY STREET,E01027155,Northampton 023A,Investigation complete; no suspect identified
e604df41c83bd15e5f30db2b6ea5bbad0199604d6bbc27c4a73fbfef13b79ba4,2014-03,Northamptonshire Police,Northamptonshire Police,-0.883988,52.240829,On or near WILBERFORCE STREET,E01027228,Northampton 023D,Investigation complete; no suspect identified
604d7e783021c09ba275a64dcdaee7e0be092037442b3f0a694e7edd08837ec1,2014-03,Northamptonshire Police,Northamptonshire Police,-0.911601,52.245375,On or near MONMOUTH ROAD,E01027241,Northampton 017B,Investigation complete; no suspect identified
e52e332e27e646269df923f33b1fd06b5b5f1a89c49cb103af322cb528cac0ad,2014-03,Northamptonshire Police,Northamptonshire Police,-0.914469,52.237067,On or near SHARMAN ROAD,E01027238,Northampton 024D,Investigation complete; no suspect identified
a93a12f6db4c32581ec1320bd9fda6ff1131ebe4f83fc3cb93566d51a3cd4b03,2014-03,Northamptonshire Police,Northamptonshire Police,-1.153317,52.346134,On or near M1,E01027006,Daventry 003E,Investigation complete; no suspect identified
5b1e8b852b5b0afcb87b623f4bf3f925b7e3f5e877e324260d0a1717bce375af,2014-03,Northamptonshire Police,Northamptonshire Police,-0.679890,52.300913,On or near CHESTER ROAD,E01027315,Wellingborough 004C,Investigation complete; no suspect identified
1a00117f8aed4dd9db7077b8cd64f42f52abf4ce3c814d6c41c266ddcec3f95b,2014-03,Northamptonshire Police,Northamptonshire Police,-1.049303,52.081728,On or near Park/Open Space,E01027261,South Northamptonshire 007A,Investigation complete; no suspect identified
78408a2bfc542dca6750759b5aa336bc6f6ff5fb7e6ac670c3f6a4f008f5641b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.707662,52.497289,On or near BORROWDALE ROAD,E01026969,Corby 002A,Investigation complete; no suspect identified
0c6e3ff17534cd71c9a4f42ae5d0ce97b809f0848e9bb84097920c7a9c21ebe0,2014-03,Northamptonshire Police,Northamptonshire Police,-1.167911,52.263876,On or near BUTLIN CLOSE,E01026988,Daventry 007B,Investigation complete; no suspect identified
6181a35bceb2293a73f586b2b3c14563a4965b6431aa4421df3ee3211b1f5159,2014-03,Northamptonshire Police,Northamptonshire Police,-0.690125,52.306916,On or near LISTER ROAD,E01027352,Wellingborough 006D,Investigation complete; no suspect identified
80c5308dc1e8db41ed8ec3963fdaa309be50aa75d34fee1ac226d4e7b0bbfbd6,2014-03,Northamptonshire Police,Northamptonshire Police,-0.691160,52.500353,On or near RAVENSCOURT,E01026971,Corby 001A,Investigation complete; no suspect identified
146550cf954f46f6f212ac77a86591b050eac93c34d67fb1bf5eaa2e9d5b1504,2014-03,Northamptonshire Police,Northamptonshire Police,-0.715688,52.476122,On or near BALMORAL,E01026968,Corby 006G,Investigation complete; no suspect identified
ff310e147d5ca8b0d9fba49e95a8425d84076d95897d60e355521ce428d86c7d,2014-03,Northamptonshire Police,Northamptonshire Police,-0.907636,52.264255,On or near BISHOPS DRIVE,E01027190,Northampton 008A,Investigation complete; no suspect identified
8dbeeee1eabf702eff02ccf4f989864c1e6dc08377f678ba59d7a340171be8b9,2014-03,Northamptonshire Police,Northamptonshire Police,-0.830158,52.444701,On or near BRAYBROOKE ROAD,E01027095,Kettering 002C,Investigation complete; no suspect identified
58d8081cfdbae27d250c3b502679fd3f239f1d36c285d58363352a24b4eb6dda,2014-03,Northamptonshire Police,Northamptonshire Police,-0.939389,52.234794,On or near BRUNEL DRIVE,E01032975,Northampton 029E,Investigation complete; no suspect identified
87d3c3d79c90ebe0ea481efe73eb87073795502a1897d83acb179a369429f190,2014-03,Northamptonshire Police,Northamptonshire Police,-1.015572,52.207268,On or near PEACE HILL,E01027283,South Northamptonshire 001B,Investigation complete; no suspect identified
85e73964f90e0ecf88a18280c464a88056e1e263adecf15ef0c4cad9c9633faa,2014-03,Northamptonshire Police,Northamptonshire Police,-0.684031,52.302209,On or near PALK ROAD,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
15b9680e8e31f1444bb33d8998cb12026979b3a3d01eb118e96fa8ba674358bc,2014-03,Northamptonshire Police,Northamptonshire Police,-1.148846,52.031672,On or near Sports/Recreation Area,E01027267,South Northamptonshire 010B,Investigation complete; no suspect identified
9a424410943f994a76c6cbeef6cd8380c8b367704b110f2eeed911d1a5513824,2014-03,Northamptonshire Police,Northamptonshire Police,-0.912394,52.268030,On or near STONEWOLD CLOSE,E01027194,Northampton 008D,Investigation complete; no suspect identified
84fdb10333d93738f4c56f92420d43e6e90eb32625cf4752031db0742ba7e325,2014-03,Northamptonshire Police,Northamptonshire Police,-0.892264,52.051694,On or near LITTLE LONDON,E01027281,South Northamptonshire 008C,Investigation complete; no suspect identified
64c56cfc0a742c89fae4aa4da2074cfaf1f5d4418fb951f72c9996d8b5e09fa6,2014-03,Northamptonshire Police,Northamptonshire Police,-0.897920,52.112238,On or near CHURCH LANE,E01027284,South Northamptonshire 003D,Investigation complete; no suspect identified
f21fbe72aa29fba94fd17c59c75ff3e13c2ac2a7b3b8813c00721d1cc1fd270b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.944766,52.245191,On or near ASHWOOD ROAD,E01027217,Northampton 019D,Investigation complete; no suspect identified
287cfd771734e184906bd249a2305bd25b1b86e4753633582a3e532059209b41,2014-03,Northamptonshire Police,Northamptonshire Police,-1.150863,52.350873,On or near Parking Area,E01027006,Daventry 003E,Investigation complete; no suspect identified
7937d10acd3994ffe202f836a628ce519641427aac66ceaf1741ae4ed801aa5b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.706965,52.312397,On or near TUDOR WAY,E01027345,Wellingborough 003C,Investigation complete; no suspect identified
0b47571e36b22afd7e4e748a0e3116b869419c6f82d0003313401ab1133bdbfb,2014-03,Northamptonshire Police,Northamptonshire Police,-0.888934,52.241577,On or near DUNSTER STREET,E01027228,Northampton 023D,Investigation complete; no suspect identified
788280277ba6be5fd624ecec6f5bd641b5726fe3b69e34485e8f9e1000f4380b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.878903,52.241545,On or near BOUVERIE STREET,E01027224,Northampton 025B,Investigation complete; no suspect identified
50ce02ccce5f6e28d72ebad78414f27da4bcfe9b3658d6e28577114f4f0934af,2014-03,Northamptonshire Police,Northamptonshire Police,-0.717466,52.412407,On or near BYRON ROAD,E01027083,Kettering 005C,Investigation complete; no suspect identified
97806d510b7ebcb0b8f8895e7e7830c647f81ed602313688100e5c01f8f29892,2014-03,Northamptonshire Police,Northamptonshire Police,-0.900639,52.242649,On or near Petrol Station,E01027153,Northampton 021C,Investigation complete; no suspect identified
21024a2c5213a5b05da77ae3cca9d72374bf7374bf06b4673fcd0db7e463dc9b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.853619,52.238326,On or near HONEYSUCKLE WAY,E01027258,Northampton 020C,Investigation complete; no suspect identified
8b5cba1795646fc9baad1d3b0b033b24ed28511fd3a2f4e7230f7f8343bef8d6,2014-03,Northamptonshire Police,Northamptonshire Police,-0.840815,52.272213,On or near FARM FIELD COURT,E01027248,Northampton 004D,Investigation complete; no suspect identified
d69efed7f359558a7d17bbc95863f35e846712f5d60a800e33c4fd6005a3180e,2014-03,Northamptonshire Police,Northamptonshire Police,-0.753068,52.264972,On or near WEST STREET,E01027322,Wellingborough 009A,Investigation complete; no suspect identified
2f9e5968efe8da129b4821a8b784fd01e9e98036e6e385b524a1242f68e071da,2014-03,Northamptonshire Police,Northamptonshire Police,-0.542071,52.596527,On or near CHURCH LANE,E01027033,East Northamptonshire 001A,Investigation complete; no suspect identified
ea4c66d3a604969827a331ec5e1f8eab2764b8d923ec5447efa7179fff488814,2014-03,Northamptonshire Police,Northamptonshire Police,-0.903143,52.245612,On or near LESLIE ROAD,E01027154,Northampton 021D,Investigation complete; no suspect identified
88bdf03f92fa7948273595051e8448397d30d145e322655a626591734df2c0af,2014-03,Northamptonshire Police,Northamptonshire Police,-0.706244,52.291342,On or near MARGARET AVENUE,E01027319,Wellingborough 008C,Investigation complete; no suspect identified
0b6929af318d73d71c7cffbb9203b0f4e41f442251430ec7fb644af740e23828,2014-03,Northamptonshire Police,Northamptonshire Police,-0.702925,52.487545,On or near Parking Area,E01026949,Corby 005A,Investigation complete; no suspect identified
6f5d66e730bb455aa0c7062b94b86702ae7ed62c9fc0965c8c57e991cc072024,2014-03,Northamptonshire Police,Northamptonshire Police,-0.715568,52.401805,On or near FULLER STREET,E01027112,Kettering 006D,Investigation complete; no suspect identified
5ead27e63eab4ab759432a99f192893b0b4749eda8d9b7073d0bbfade079dc7f,2014-03,Northamptonshire Police,Northamptonshire Police,-0.868837,52.249775,On or near PARK AVENUE NORTH,E01027169,Northampton 012B,Investigation complete; no suspect identified
dfa546c11d58e1796e487d5287d18ba750e5a028d7b87b2ec060280529d30bf6,2014-03,Northamptonshire Police,Northamptonshire Police,-0.963154,52.341014,On or near HORSESHOE CLOSE,E01027022,Daventry 002E,Investigation complete; no suspect identified
7e4df1c8720ab92bbbac909f98cab4683dc58a447d8266f812e07df522992af5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.836039,52.255354,On or near Supermarket,E01027195,Northampton 004A,Investigation complete; no suspect identified
91906d147af43089f321998077a2319f5082d20f8115d0bf814ffa9504d57020,2014-03,Northamptonshire Police,Northamptonshire Police,-0.885444,52.051495,On or near CANAL LANE,E01027280,South Northamptonshire 008B,Investigation complete; no suspect identified
8d17193c8d7ba64529f39eafa54b5088b78376bf91e2e7364eab2c068b06ffa5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.694011,52.380171,On or near Sports/Recreation Area,E01027085,Kettering 010B,Investigation complete; no suspect identified
63de9b1f99abb39bd8fc3d18ec32a069597890238ac87192184de5720201e8d5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.727856,52.401317,On or near Shopping Area,E01027110,Kettering 007B,Investigation complete; no suspect identified
2b77a449bca0b23da2ad1680fde90cb11f839baac08c3cc5759cd24c25f069ee,2014-03,Northamptonshire Police,Northamptonshire Police,-0.724514,52.488112,On or near BEANFIELD AVENUE,E01026962,Corby 004A,Investigation complete; no suspect identified
bf36219548124fdd8dd9642711624f98af94e6216217ff30c3882bccb586dddb,2014-03,Northamptonshire Police,Northamptonshire Police,-0.602510,52.275406,On or near OXFORD STREET,E01017503,Bedford 002C,Investigation complete; no suspect identified
6e610b116c116e1ad2a9917f9f524491d21d7e68aa4cace6fbc0936ce336860f,2014-03,Northamptonshire Police,Northamptonshire Police,-0.714492,52.314358,On or near Supermarket,E01027343,Wellingborough 003A,Investigation complete; no suspect identified
2db654d8e85dd389d21dea4afe613dcc68389ec398ca43c51650f53de47522ab,2014-03,Northamptonshire Police,Northamptonshire Police,-0.734931,52.446859,On or near ROCKINGHAM ROAD,E01027103,Kettering 001B,Investigation complete; no suspect identified
a26dae522f6cba777ed9dbde7b771f5f2fef8ce06a00fdd83d0c2908151902c7,2014-03,Northamptonshire Police,Northamptonshire Police,-0.885399,52.207289,On or near MILITIA CLOSE,E01027201,Northampton 028C,Investigation complete; no suspect identified
a1d34f2227e23ab648505e3dc874ff8d9dd3b2bbd6bde3c61fcd2471878fc901,2014-03,Northamptonshire Police,Northamptonshire Police,-0.792861,52.424233,On or near LITTLEWOOD STREET,E01027126,Kettering 003D,Investigation complete; no suspect identified
aa1bf3881f671ec4ade7d4f1467924350028e53f1100efc9e210634a849583eb,2014-03,Northamptonshire Police,Northamptonshire Police,-0.595353,52.306591,On or near SPRING GARDENS,E01027034,East Northamptonshire 007A,Investigation complete; no suspect identified
0cab694a75657bcc64d2dedd6adf9c100545852f836e6451d96d54df89d62597,2014-03,Northamptonshire Police,Northamptonshire Police,-0.927034,52.254669,On or near CALDER GREEN,E01027240,Northampton 018D,Investigation complete; no suspect identified
27de9314a7a88ccbb3af117c5f433b17ea7bf2422595911c8ae406404e54040c,2014-03,Northamptonshire Police,Northamptonshire Police,-0.838087,52.217918,On or near THE GREEN,E01027202,Northampton 028D,Investigation complete; no suspect identified
0755739f751924821ac61ec65e5aebfc2666b99f254ecbae598066c4dd82adbf,2014-03,Northamptonshire Police,Northamptonshire Police,-0.731267,52.471463,On or near MALMO CLOSE,E01026954,Corby 008B,Investigation complete; no suspect identified
37a9f7ca1002146dbeee4c856464966996e137c4e0b8a867e1e642e939f59956,2014-03,Northamptonshire Police,Northamptonshire Police,-0.902531,52.217609,On or near FRIAR'S AVENUE,E01027159,Northampton 027B,Investigation complete; no suspect identified
4b13045b4123e49ac344ec01e1b68bc7a9253da860d4c05f86a515f82fc24d06,2014-03,Northamptonshire Police,Northamptonshire Police,-0.718873,52.297279,On or near SHELLEY ROAD,E01027309,Wellingborough 007A,Investigation complete; no suspect identified
5aa9cb2275e5e24e6299b82919d31a4a593f557cddbc89865ca2a43079f3f396,2014-03,Northamptonshire Police,Northamptonshire Police,-0.671838,52.221964,On or near MANOR CLOSE,E01027348,Wellingborough 010D,Investigation complete; no suspect identified
275a8060b25a2e3830edc0cfb208c88f64d97d343dd0b63092f45be10b4f5e0c,2014-03,Northamptonshire Police,Northamptonshire Police,-0.835483,52.257030,On or near Shopping Area,E01027198,Northampton 007C,Investigation complete; no suspect identified
25b22b18c4ed6a6279f25f702ac3c96dbdbca48ac991470086805ac04e0809c4,2014-03,Northamptonshire Police,Northamptonshire Police,-0.699880,52.490937,On or near COTTINGHAM ROAD,E01026949,Corby 005A,Investigation complete; no suspect identified
4e25e8f97bfa29e7a56bf4cebe603751757c5685580e62972be89707be708a1f,2014-03,Northamptonshire Police,Northamptonshire Police,-0.472183,52.485474,On or near Police Station,E01027048,East Northamptonshire 002E,Investigation complete; no suspect identified
d49e16f991bb1c6266ddf7b4bdca32d8add8c7d3d1348383b3cee03c921d9bef,2014-03,Northamptonshire Police,Northamptonshire Police,-0.518546,52.620312,On or near Parking Area,E01027033,East Northamptonshire 001A,Investigation complete; no suspect identified
0b4a98ecbf64afb53d56a0288fd0a3e598f2a61113e98395e21ec669a04ff732,2014-03,Northamptonshire Police,Northamptonshire Police,-0.700444,52.290127,On or near CRABTREE CLOSE,E01027318,Wellingborough 008B,Investigation complete; no suspect identified
6d1844219de35ec0746770119e224a9cbd52aac450051b2097628f1223629615,2014-03,Northamptonshire Police,Northamptonshire Police,-0.702874,52.486286,On or near Shopping Area,E01026949,Corby 005A,Investigation complete; no suspect identified
1305c8e0333f738c3a11ecbc60653437ab398dbf7acb8da49b01e5de943d158d,2014-03,Northamptonshire Police,Northamptonshire Police,-0.634874,52.493541,On or near CHURCH STREET,E01026977,Corby 003C,Investigation complete; no suspect identified
dbfbedfecee499365436aa4e5bef34b74c37bb84a5154e68b3a9bc7cbc08ef83,2014-03,Northamptonshire Police,Northamptonshire Police,-0.528821,52.398100,On or near CHARLES STREET,E01027076,East Northamptonshire 003D,Investigation complete; no suspect identified
dc313ecb0d67c481ac7aee09a0fd8ace22c8bab3f4a525fc782cf9793d9ad1c2,2014-03,Northamptonshire Police,Northamptonshire Police,-0.747747,52.265545,On or near FAIRHURST WAY,E01027322,Wellingborough 009A,Investigation complete; no suspect identified
11eb0ff55d266038b69df159f5fc7c9f402d6bcbf989cfa5d07ab86cbc5c8927,2014-03,Northamptonshire Police,Northamptonshire Police,-0.864904,52.062654,On or near TRINITY CLOSE,E01027276,South Northamptonshire 008A,Investigation complete; no suspect identified
585469b9c6a4377cade24812d27dab32a294a261b891295192bb373ab87f2c67,2014-03,Northamptonshire Police,Northamptonshire Police,-0.716586,52.303341,On or near KILNWAY,E01027310,Wellingborough 007B,Investigation complete; no suspect identified
51264a8231d21a02f3dd39b6873769c6f5ca43a44bfd9ef10f8ee52d80c60547,2014-03,Northamptonshire Police,Northamptonshire Police,-1.137016,52.029833,On or near MONTABAUR ROAD,E01027265,South Northamptonshire 009A,Investigation complete; no suspect identified
fba74de4a48d9e8fd42263c513aa694d00e2a4301113e2efa197d30942177566,2014-03,Northamptonshire Police,Northamptonshire Police,-0.701412,52.488410,On or near EVEREST LANE,E01026949,Corby 005A,Investigation complete; no suspect identified
ec1963845a19eebb8127e428ce471a130ac92062340951517ed13770664a5cd2,2014-03,Northamptonshire Police,Northamptonshire Police,-0.699371,52.311226,On or near THE HEADLANDS,E01027332,Wellingborough 002C,Investigation complete; no suspect identified
340e518111ef7047270f9c23206250514d8d585f248d07eaf94e6feb4a98658c,2014-03,Northamptonshire Police,Northamptonshire Police,-0.716586,52.303341,On or near KILNWAY,E01027310,Wellingborough 007B,Investigation complete; no suspect identified
e8259d294d29bb584c936e1a9b7affd30c3290bf45c569bf0b1b4c73fd4b6092,2014-03,Northamptonshire Police,Northamptonshire Police,-0.634246,52.495295,On or near CHURCH WALK,E01026977,Corby 003C,Investigation complete; no suspect identified
520a1975eba4179156e49f775eb7657f05624c99725bd157b597cc502dbd3925,2014-03,Northamptonshire Police,Northamptonshire Police,-0.599163,52.295074,On or near HIGHAM ROAD,E01027062,East Northamptonshire 008B,Investigation complete; no suspect identified
fbaf005c192c126916ff5ddeaf8a8132ab2465666b211f98d46d582f3922ab0b,2014-03,Northamptonshire Police,Northamptonshire Police,-0.858696,52.265914,On or near BALDWIN CLOSE,E01027171,Northampton 006A,Investigation complete; no suspect identified
1a1274257cf7a48ad013f31458b2dce7d22c4d4472053e9ff7a4b18739334c5c,2014-03,Northamptonshire Police,Northamptonshire Police,-0.710457,52.406218,On or near BIRCH ROAD,E01027082,Kettering 005B,Investigation complete; no suspect identified
d2ca40fa82d0b62310fdc79fb3f3d279fb28406b9e6142b24d26b76973770e01,2014-03,Northamptonshire Police,Northamptonshire Police,-0.943262,52.251165,On or near Supermarket,E01027213,Northampton 018A,Investigation complete; no suspect identified
aadf92b82e788ee35ca2908f7ed19d95a9b0264e42df645741d662b0f405a227,2014-03,Northamptonshire Police,Northamptonshire Police,-0.711287,52.401938,On or near LILFORD PLACE,E01027127,Kettering 005D,Investigation complete; no suspect identified
9bc9da1d9dbd3d37f49888a28286f94e1f682f80736e3cf94d20189a466c6cb5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.699919,52.303554,On or near ROCK STREET,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
e985d59fb3df8c0827dcbdbbf45be1bf8824113266c9c1092ec580f49262e503,2014-03,Northamptonshire Police,Northamptonshire Police,-0.852502,52.263472,On or near BUTTERMERE CLOSE,E01027168,Northampton 012A,Investigation complete; no suspect identified
7d10b2e72a76736b63f229986ab610f6cb39075a8fbd83d860212d1c6d8675be,2014-03,Northamptonshire Police,Northamptonshire Police,-0.894302,52.237725,On or near DYCHURCH LANE,E01027223,Northampton 025A,Investigation complete; no suspect identified
656dfabcb44d704d9ddc45509d6ca95b7aaf6131ffde297dff4e34b40651302c,2014-03,Northamptonshire Police,Northamptonshire Police,-0.739877,52.394703,On or near NORTHAMPTON ROAD,E01027115,Kettering 007D,Investigation complete; no suspect identified
ee72d8e9f110ada85845e2ac1c7794ca1f77fecf81424065197de38021ed64ba,2014-03,Northamptonshire Police,Northamptonshire Police,-0.915302,52.247369,On or near ABERDARE ROAD,E01027239,Northampton 017A,Investigation complete; no suspect identified
46c712192b457562debe35c9e444656c7c0370037004814f5439d0f4feaeae93,2014-03,Northamptonshire Police,Northamptonshire Police,-0.713252,52.298458,On or near OAKLEY DRIVE,E01027309,Wellingborough 007A,Investigation complete; no suspect identified
17650c53893690f6fd7adae5988927adc89ca19026239389c19c166e95907f00,2014-03,Northamptonshire Police,Northamptonshire Police,-0.897219,52.235847,On or near BRIDGE STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
f307d62ce922660ededcc9f2ab30875669d2d91d54e446b7629610eb429e92a5,2014-03,Northamptonshire Police,Northamptonshire Police,-0.612057,52.288376,On or near HIGHFIELD ROAD,E01027072,East Northamptonshire 008E,Investigation complete; no suspect identified
4ba3b13906c9daed034af25b58c23f961f30c0d1b851d97aa984d37b8724027a,2014-03,Northamptonshire Police,Northamptonshire Police,-0.692096,52.305733,On or near POPLAR STREET,E01027352,Wellingborough 006D,Investigation complete; no suspect identified
10c3a256957cbf6400d811fec244a17a69941facacc2e30f659717cd7529a135,2014-03,Northamptonshire Police,Northamptonshire Police,-0.896148,52.234731,On or near A508,E01027223,Northampton 025A,Investigation complete; no suspect identified
781acb053fac02eaabc795ab2529b03108034d15e581eebf20060407bd655980,2014-03,Northamptonshire Police,Northamptonshire Police,-0.802708,52.439662,On or near EASTBROOK HILL,E01027109,Kettering 002F,Investigation complete; no suspect identified
4b2d48000d497d5986ae95d1d3b91ab9360ba0a8d4e4e469e87f25d33a194121,2014-03,Northamptonshire Police,Northamptonshire Police,-0.897446,52.269258,On or near HELMDON CRESCENT,E01027147,Northampton 003D,Investigation complete; no suspect identified
