Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
79f2c6babb368326a812f3af06c1051f0b8be359bfeb337c0051ea9a9f27ebd5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.302641,52.628968,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
a9dfae17f079133cc1997263991cab43ca9acf6ef054aa3afdbf49c773771146,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.735303,52.418595,On or near YORK WAY,E01026467,Breckland 015C,Investigation complete; no suspect identified
5053c946824ec1c6ed4e0115327b81ff19207006b05c100360e376e363f7420c,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.939794,52.682681,On or near QUEBEC ROAD,E01026428,Breckland 003A,Investigation complete; no suspect identified
753a398ad97e0b0a52c40ee4fd8e5a6fa76541196f7f430615306f3cf47ad53b,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.727724,52.614551,On or near Petrol Station,E01026595,Great Yarmouth 005A,Investigation complete; no suspect identified
1fdeaea096afa7414138d54b776641978151168e4f07bfef9ec76c84e977b03c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.307471,52.621279,On or near Sports/Recreation Area,E01033441,Norwich 014D,Investigation complete; no suspect identified
80bd49dc7e94af428abea9cebdda05c84fa9ffad441d304e5c572ebb82efe945,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.732226,52.603553,On or near OXBOROUGH WALK,E01026624,Great Yarmouth 006C,Investigation complete; no suspect identified
92f8fc539587443f8e5770d33e0164e8d99a047f93ac9185acd40c20197a066a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.273351,52.627246,On or near SWANSEA ROAD,E01026836,Norwich 009B,Investigation complete; no suspect identified
1d0a82fae24b51bcdd30f9e8200ff8e93baabb107e42a2c72a8ee8d9cfe823dd,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.278774,52.633355,On or near HEIGHAM ROAD,E01026837,Norwich 009C,Investigation complete; no suspect identified
f8884ba2a0a1f7ad53a36b3c039e76f982112f677cf2082c58ddcc2b03713bf5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.216195,52.644929,On or near GRAYS FAIR,E01026917,South Norfolk 001B,Investigation complete; no suspect identified
966ea816a328f1a6d9fb81bf00941949a297ba367eee6b2c96f1423a9e9a7cdb,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.301805,52.629441,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
a3ec72776567fcec3c1e036027565b8ec9b3041161c0797f0ff4fda5ceb4edd4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.259899,52.625225,On or near BUNNETT SQUARE,E01026859,Norwich 010B,Investigation complete; no suspect identified
da986fbe41a168f5301acba619a8ea7b790091c820c2c3d31f33169bbf142305,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.265540,52.653723,On or near WOODS CLOSE,E01026531,Broadland 011B,Investigation complete; no suspect identified
6985ed4249cf3815f028cb97fb3911766abb764218e387e420e8f333f18ce363,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.111036,52.575496,On or near ELKINS ROAD,E01026922,South Norfolk 005D,Investigation complete; no suspect identified
8cbb55b78f4c378c3cf68c13442bb47a8f6f46d2def542b313f48526ea979bd1,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.314405,52.623873,On or near CARROW ROAD,E01033439,Norwich 014B,Investigation complete; no suspect identified
59c6de9aee269f2035792abf12a824b250288f6c74ac6945040ebe782c365b10,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.251156,52.623316,On or near LOVELACE ROAD,E01026860,Norwich 010C,Investigation complete; no suspect identified
ed3a5631ac64891682b16a179572162d176e16e05ac59746eda51f02aec3de7e,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.415234,52.731258,On or near REGENT AVENUE,E01026724,King's Lynn and West Norfolk 014E,Investigation complete; no suspect identified
37d89c7f0b2dbd61f146406de77f9370217a0392351fae18cc3a88c885e1fd23,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.730333,52.619155,On or near GARFIELD ROAD,E01026599,Great Yarmouth 004A,Investigation complete; no suspect identified
0b534a4fb7ba98392a217ce6c4705b0599b32d525180e091c9e7f24f5dc8f141,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.940198,52.693318,On or near WINDSOR PARK,E01026431,Breckland 003D,Investigation complete; no suspect identified
6be2f8305328dec50d5786567b808ca78c87ca5ee0d3047e0741646ccc708966,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.271965,52.633634,On or near HELENA ROAD,E01026840,Norwich 009F,Investigation complete; no suspect identified
29309bd39c6d58c945613ae9b968e94364b32063e0365a19a392fd404382d184,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.651587,52.783549,On or near CHURCH LANE,E01026718,King's Lynn and West Norfolk 004D,Investigation complete; no suspect identified
8e46d2c798dfdc19e2d5f4c9a4e7f40de96e2bbb51ddf87c7677ffb6cf5c6eb2,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.940658,52.681229,On or near RED LION STREET,E01026426,Breckland 005B,Investigation complete; no suspect identified
43e02d6dc00b5da16b269c391a5dc477df8a81b28d643e51865184e3d2039bad,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.273884,52.631809,On or near MAUD STREET,E01026840,Norwich 009F,Investigation complete; no suspect identified
3c53f67556d1096fea2f34830e9aa6819f40405bfe3c449fbbb8226b30e62e5c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.305389,52.623073,On or near WHERRY ROAD,E01033441,Norwich 014D,Investigation complete; no suspect identified
c2d082e00df44b7f242874723a11f8e971c4291789e15c4e227a6405bc2991b8,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.289771,52.625864,On or near Shopping Area,E01026822,Norwich 007A,Investigation complete; no suspect identified
d5a650b4c7025a1a1ef6abe7263435d42040c3dba4dbdd9e64016cc38520eafc,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.298933,52.631149,On or near TOMBLAND,E01033438,Norwich 014A,Investigation complete; no suspect identified
c742ffc5acc71b75e352713c6d14847301e27f0ce59425acc3891ba6f1365be1,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.289771,52.625864,On or near Shopping Area,E01026822,Norwich 007A,Investigation complete; no suspect identified
473ccc37afaab17029d241c5ae7763544af8193019ad5a3f11ba73de5bb53600,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.298057,52.639745,On or near MILL LANE,E01026846,Norwich 003F,Investigation complete; no suspect identified
c4630895dde27d8e78b299fb41dc74d4579968576d64baf17b7e90f131ba4e30,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.298057,52.639745,On or near MILL LANE,E01026846,Norwich 003F,Investigation complete; no suspect identified
bb26fbbae096545a0125b3b6cf09ecc5238f6a6dee54be90ac6b27e295926885,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.294057,52.639820,On or near HEATH ROAD,E01026846,Norwich 003F,Investigation complete; no suspect identified
00bf569ec6bd6ae204529a94f69b7de29e723b5f846188c03c76858474cf43a2,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.271039,52.625970,On or near COLLEGE ROAD,E01026838,Norwich 009D,Investigation complete; no suspect identified
debb0160a7c9225c961cb4dc6941ce70f27f0ffee3915300e599adf818cf520c,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.243324,52.699155,On or near SCHOOL ROAD,E01026721,King's Lynn and West Norfolk 013E,Investigation complete; no suspect identified
f619deed19c0b039f904f6d5612078e146674cf74c15f5048bac025f17191f1d,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.403809,52.784442,On or near KILHAM'S WAY,E01026708,King's Lynn and West Norfolk 005C,Investigation complete; no suspect identified
d84dfb76a7e45faeea7919149ab9b9092d30d1fab6265353198972fb3232932e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.271965,52.633634,On or near HELENA ROAD,E01026840,Norwich 009F,Investigation complete; no suspect identified
ac14560d4af31039902012c73ceaa1f9924b281a7b7fe07477a040f2c86b5e45,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.731701,52.599468,On or near LOUISE CLOSE,E01026625,Great Yarmouth 006D,Investigation complete; no suspect identified
ab2b917fa2dfde26914b76f858ddee9bc4f8066b84ebc904ac85d39819b36390,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.206575,52.684383,On or near HAVERSCROFT CLOSE,E01026562,Broadland 006A,Investigation complete; no suspect identified
855732f1e008d0572992c5100f3249182f7abd56c23e52977f3d21b4fb5e72e6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.285537,52.628131,On or near A147,E01026822,Norwich 007A,Investigation complete; no suspect identified
5afd13463f81ab96b68bb5dc9a1c183bd41637b622e719c68c23b33566f0e0a5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.276126,52.627799,On or near PARK LANE,E01026837,Norwich 009C,Investigation complete; no suspect identified
a1a40b9f3cba39a767dd9e3acd13ed12ba935b4ee9ffe77f9e4fe8f6efaca8b3,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.750420,52.412165,On or near RAYMOND STREET,E01026468,Breckland 016A,Investigation complete; no suspect identified
710beb0f02412713d0d69e52aa1117ca7b94abedb8566020c6c55b3fa97ed379,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.715539,52.608350,On or near TYRRELL'S ROAD,E01026635,Great Yarmouth 007D,Investigation complete; no suspect identified
6bab00428249ef2247821ba87642050085ba4af293bc7a4cfc43f82e757b6aae,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.300761,52.620882,On or near QUEENS ROAD,E01026816,Norwich 013A,Investigation complete; no suspect identified
9ec9d568ab87d0fce4a03ebe102c5a61a7799e0677aa479f2ee585af6807090b,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.721506,52.613893,On or near SCHOOL ROAD,E01026596,Great Yarmouth 005B,Investigation complete; no suspect identified
c1b2f2184aed58b8f94e4a3fb01df9c0003d038c8c5c7d8e322dbb01e3525136,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.109003,52.577016,On or near POYNT CLOSE,E01026922,South Norfolk 005D,Investigation complete; no suspect identified
04020d1e020a5a7b5e1296c6a67919ad42df9928bac1f8f2f908aba0730e615e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.315752,52.651239,On or near BLACKWELL AVENUE,E01026559,Broadland 013C,Investigation complete; no suspect identified
8f523268f1c873d8ceb35281ae3ffa6a0626edc7ea5dad3a1a27fc05845344b3,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.273682,52.645134,On or near DOWSON ROAD,E01026828,Norwich 002A,Investigation complete; no suspect identified
8d6301e553b0397e1d7f96254b7de16b54dc881fbb8e0edd35356130c2337715,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.164708,52.648556,On or near Park/Open Space,E01026895,South Norfolk 002D,Investigation complete; no suspect identified
d7abd8acff9226f4543ff2f205233ac31da5e6d37a036923778e54529ede18c1,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.574018,52.690950,On or near Park/Open Space,E01026694,King's Lynn and West Norfolk 012D,Investigation complete; no suspect identified
8b417cc8805b24336489919f3d5212888163ff08ad82e1862bae71d5c2d4b94a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.303216,52.628943,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
11548557feb5a2c016a130513baf7d8313fd8d0c19695383ed4d13301ef6b729,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.295902,52.626620,On or near Shopping Area,E01026822,Norwich 007A,Investigation complete; no suspect identified
3fef3a0ef8e462827276f81b24b0c43d2b17b6e108f1186f46bec0abbfb1743f,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.398120,52.751917,On or near TOWER STREET,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
b9aedb836c23a44ff75a0ecdd87a57d095dd242991d625af031f4855b45236c0,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.297292,52.635071,On or near ST SAVIORS LANE,E01026823,Norwich 007B,Investigation complete; no suspect identified
699325f921404e8892162f4fa16eb7d15fe884dd48636689c1beb61656f5bba1,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.934364,52.683787,On or near ST HILDA ROAD,E01026428,Breckland 003A,Investigation complete; no suspect identified
0c897765543f36a60fa35830ef7df4f164a142e33771369d333c2362c1b23059,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.723342,52.579655,On or near RECREATION CLOSE,E01026632,Great Yarmouth 009E,Investigation complete; no suspect identified
a4f85efbe7041f3b268ea9b0ee56b4102b85eaf6aebe459aac349196bcb82eb7,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.948006,52.667953,On or near JOHN GOSHAWK ROAD,E01026427,Breckland 005C,Investigation complete; no suspect identified
01c688b005a445a6c9c7eb1532998f76cfc7347638d77bc9164d7f10ab76df7c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.262525,52.627743,On or near GUNTON ROAD,E01026862,Norwich 010E,Investigation complete; no suspect identified
d77b8d3f8896be226fbb68f04584426b45c1a97be45774371f13f0a7f4c67cdd,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.404413,52.741863,On or near HORSLEY'S CHASE,E01026706,King's Lynn and West Norfolk 011F,Investigation complete; no suspect identified
05508e38272b50f9c987a7c37a0e4422fe5e0d87ea7aa1bb35c2ea14b9ef77a4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.267291,52.646084,On or near Park/Open Space,E01026828,Norwich 002A,Investigation complete; no suspect identified
e0b4dcc0d5be895436dab5c9d46aef22aa70a6643ac4d665238d78bbdf8c0d08,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.295289,52.646180,On or near AFGHAN PLACE,E01026843,Norwich 003C,Investigation complete; no suspect identified
b6bb43e468d1facebd4b3608a4261684142efffa2cd85741ddba5edb15432a4d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.297472,52.620973,On or near HOLLS LANE,E01026853,Norwich 011B,Investigation complete; no suspect identified
5b16f1b0464e85b0a93a8b0965b4d60ece354f318d056506c1a2cd35d5117beb,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.417605,52.758031,On or near Supermarket,E01026693,King's Lynn and West Norfolk 009D,Investigation complete; no suspect identified
47810e78936fd235e379d871587a38624078d54160ab12f8e823832d646eb8ea,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.297472,52.620973,On or near HOLLS LANE,E01026853,Norwich 011B,Investigation complete; no suspect identified
1f8feec1ee25bda62054dc133cd964ca4ca9e05dae878754998f6fc8e612f039,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.260929,52.617426,On or near BUCKINGHAM ROAD,E01026814,Norwich 012E,Investigation complete; no suspect identified
4886d5ac4cf8673aa16d3ff622af648e0d04f99dadafad7133e6dca466aca6a2,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.938643,52.539390,On or near THIEVES' LANE,E01026419,Breckland 010A,Investigation complete; no suspect identified
04f248b32f3a68a707b77c0984f5ab00996ba9c7a1f74b53fd078c266fcc9fd0,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.271012,52.650757,On or near LEFROY ROAD,E01026833,Norwich 002F,Investigation complete; no suspect identified
b4f41f328248b47061b6af1cfdf7e59b24c40a9187fae24a655397024da9b0fd,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.890425,52.671180,On or near MAYFAIR,E01026453,Breckland 004C,Investigation complete; no suspect identified
7cdd3df494f45b144ecff6f9c0bb9e98ca7c3f3bf102b1beb57c8c68ac1731c5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.309770,52.920834,On or near HARBORD ROAD,E01026779,North Norfolk 003F,Investigation complete; no suspect identified
5cb1a92c92c32dd21130bad48f9135ae8d1f3cf6f6de3b89db8b443c07581fa8,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.441618,52.621168,On or near Petrol Station,E01026510,Broadland 017C,Investigation complete; no suspect identified
0cb0020b158159e3082490ffec8b7b207b7c79b54de83b2536239de1e8a31cc3,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.732205,52.622227,On or near WINDSOR AVENUE,E01026639,Great Yarmouth 004B,Investigation complete; no suspect identified
65d3ff2a91e3df60d9fa9e378890e22d8432a0a009691632cdcfe2617605b44e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.275745,52.637333,On or near NELSON STREET,E01026825,Norwich 007D,Investigation complete; no suspect identified
16e7b1b561effe63657d139c9dfc5320331644e38db2d3296453d97989e3ff68,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.717267,52.576437,On or near LADY MARGARET'S AVENUE,E01026604,Great Yarmouth 009D,Investigation complete; no suspect identified
89c05bc4a2c36e7f5b1969e7fe1d00e9bbc41f19941c0a6a64e4fc77453acabb,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.277127,52.656784,On or near A140,E01026530,Broadland 011A,Investigation complete; no suspect identified
2fba32e851088b757184118114211e91bd49bf0e9db79da1b4c82a9a82e8414a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.397093,52.826659,On or near BIRCH CLOSE,E01026757,North Norfolk 010E,Investigation complete; no suspect identified
f50f6fd229963ad10177ed3e081b6db3b3f72448b1817b36eae0fe52e5e63ecf,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.256606,52.670004,On or near FOXCOTTE CLOSE,E01026526,Broadland 010A,Investigation complete; no suspect identified
aec3ee7da791f7068cf26cd01eab90d90c9eb656e62acebdcea1776303de660b,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.423848,52.772228,On or near BEDFORD DRIVE,E01026670,King's Lynn and West Norfolk 006B,Investigation complete; no suspect identified
72adf3b7282682429247e93ea81999d67bdebcb25fa2e253affbd7c75742bf54,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.303216,52.628943,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
f658a29bc447bac8d5e367bbd15f8ddd11702e183c72ac7018170bef96d02adb,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.289582,52.648749,On or near RACKHAM ROAD,E01026800,Norwich 001D,Investigation complete; no suspect identified
5a539a56ea9bcfce3fd56a1f64a05b425e08b0345181b947e16dd2e77ae97c9d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.263411,52.637467,On or near MAPLE DRIVE,E01026866,Norwich 006D,Investigation complete; no suspect identified
0c83c722de4d9aa722ea9515d4e6ec6286fd2361227b7b9bd9ce6b60c08101dc,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.275648,52.624754,On or near WARWICK STREET,E01026839,Norwich 009E,Investigation complete; no suspect identified
3709c65e5decf1ffcc14dc3a81959fb6fc5c9749d091afb67404c2026b6d0580,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.737912,52.417725,On or near SALISBURY WAY,E01026465,Breckland 015A,Investigation complete; no suspect identified
65bfb1873e0b392d9864e6e6412eb87a29df7f27bc0bae482e0405a8b2a78c62,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.400595,52.760553,On or near WALKER STREET,E01026689,King's Lynn and West Norfolk 007C,Investigation complete; no suspect identified
2f3f04a3b27069a0ccdd4776e9c4ef5b04beb2d0b37e00bc7fdcbd4625619831,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.246532,52.796144,On or near SANDY LANE,E01026500,Broadland 001B,Investigation complete; no suspect identified
954168e68bed3c3534b7ca51820521fbc5281e48620875b81fe8d4e0f580f2b4,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.854134,52.567610,On or near SUNDERLAND CLOSE,E01033040,Breckland 010F,Investigation complete; no suspect identified
cfed37e4fa661141c70586435ecfbb7167334ed62160157c1dc8400cccb1d5b0,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.932595,52.679262,On or near GREEN WOOD DRIVE,E01026452,Breckland 004B,Investigation complete; no suspect identified
33e9023742441ad90e7615c403bf4d24495a7eb9b49b2cd455c4860a18118930,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.399646,52.759188,On or near LANSDOWNE STREET,E01026689,King's Lynn and West Norfolk 007C,Investigation complete; no suspect identified
9b33863ba7d4f872806976293a1bf31e642df1635289df5eddfc6cf03ac2dda3,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.402634,52.742115,On or near HORSLEYS FIELD,E01026706,King's Lynn and West Norfolk 011F,Investigation complete; no suspect identified
1b4a69ad7ddacbdcb77691d2eca852af153513570bc6a043e75a48fedc6181e1,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.400251,52.761037,On or near SIR LEWIS STREET,E01026689,King's Lynn and West Norfolk 007C,Investigation complete; no suspect identified
b0062e3cfc4bff09ccdbba5d651ef35c5bee9dd899dbc6a4b4d0ddbd09cb37e6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.726659,52.662842,On or near CAISTER SANDS AVENUE,E01026591,Great Yarmouth 003C,Investigation complete; no suspect identified
8ec3cfdfafb29757d502a807b046c75ae0959c953523acbb76bfba65996c1086,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.939540,52.677354,On or near THE HOME CLOSE,E01026425,Breckland 005A,Investigation complete; no suspect identified
c41fc44d7d4df5597b980844f0c6bf1ae72306798676bd5cb29f794cdf987bc0,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.308888,52.624000,On or near Supermarket,E01033441,Norwich 014D,Investigation complete; no suspect identified
511b6d2ef8c27d9f7600a536e05f9b08e5b418fb2eb502b7307b2df44f6ba359,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.276362,52.645186,On or near A1024,E01026828,Norwich 002A,Investigation complete; no suspect identified
73599cc0031990420c6b2e787e2ae84b19204e74a9acac28e2cdf1caf5034e7b,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.067460,52.676673,On or near MANOR CLOSE,E01026481,Breckland 006C,Investigation complete; no suspect identified
f2ff53529f022bab9ae7dcfa3b1895b64ce411db73b6fe5069a6c231b8086e6d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.269692,52.645955,On or near PINDER ROAD,E01026828,Norwich 002A,Investigation complete; no suspect identified
6b2bd3bab6d93632b8a14a225e97e0129e7365f737af8099706a2d856d0440bc,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.727718,52.572933,On or near LOWER CLIFF ROAD,E01026610,Great Yarmouth 010A,Investigation complete; no suspect identified
56d22f60c52df3509f976114575e5ca2c4f7ca7250786f7266f5046fdcac29f8,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.277107,52.635776,On or near ADELAIDE STREET,E01026825,Norwich 007D,Investigation complete; no suspect identified
07854280530309990c808b58a923173a709475587ddcb7367bde02c71e3da76e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.723968,52.584420,On or near FREDRICK ROAD,E01026601,Great Yarmouth 009A,Investigation complete; no suspect identified
f28441c47734cf8e5a8492735d8c4e0263b2e64b44e6a3cefabc0fbd22d88d12,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.269692,52.645955,On or near PINDER ROAD,E01026828,Norwich 002A,Investigation complete; no suspect identified
8d6bd4e32845f3b7ba2da84dfd807a362d7a12feb106e1880c6786afaa1e3af0,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.731793,52.420097,On or near ELY WAY,E01026467,Breckland 015C,Investigation complete; no suspect identified
61cf5e084e15017e06ab23bacd52071ed466112d5fbf81691940ff2164988419,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.345953,52.563761,On or near BELLAMY WAY,E01026928,South Norfolk 006E,Investigation complete; no suspect identified
e3622df4772d284214529322c9c1ece5a676d0949586d4f744d14a13a67454d6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.373912,52.831790,On or near BRADFIELD ROAD,E01026761,North Norfolk 010I,Investigation complete; no suspect identified
7d3023a060ca729fbcff45970a28cb105321e093c2124b941bf7d62fff1a782c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.269692,52.645955,On or near PINDER ROAD,E01026828,Norwich 002A,Investigation complete; no suspect identified
b6b6a5d507a3d3abfda161d84319c8df5534aa22b8841ec95a9f659c0841af02,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.397056,52.750077,On or near BRIDGE STREET,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
3340ae0195c9c3380709760c25f8158c98a4df6dbb81b3a2f2cd01fee730b5f5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.259899,52.625225,On or near BUNNETT SQUARE,E01026859,Norwich 010B,Investigation complete; no suspect identified
592b20fc2b6bb4153dd0d57dc51034fd45ee6bbf1815d887a2f964ca7fe4fea8,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.383835,52.671829,On or near PAIGE CLOSE,E01026722,King's Lynn and West Norfolk 015C,Investigation complete; no suspect identified
c405d52487df1cab2c6edee25cbdf651e8ac22e1d4684e6e2e0ab088f215d4dd,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.189568,52.665668,On or near LAPWING DRIVE,E01033540,South Norfolk 001H,Investigation complete; no suspect identified
7af342489885502230762f4819297c41915ca65158d27db4b45d28db189485bd,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.731279,52.404641,On or near STEPHENSON WAY,E01026478,Breckland 017E,Investigation complete; no suspect identified
5ff725647f1f6b4346785dba9cb446f4f9e71a88158be130bd298a534763fa66,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.726112,52.606705,On or near REGENT STREET,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
c985479b6bce62f1d04b31c96bc0beceff0e03774e914965d647e9df791fdaed,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.253009,52.631557,On or near STANFORD COURT,E01026863,Norwich 006A,Investigation complete; no suspect identified
d0d2ed8d378bc0900774917849d9134b6de1e5e11a0975c9d59647d3255a687b,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.199800,52.623510,On or near A47,E01026883,South Norfolk 002C,Investigation complete; no suspect identified
a30546f98cd5c0293dcaa450b2723a81c5c60aa35491e9316abc33c0772f6083,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.305261,52.621179,On or near KING STREET,E01033441,Norwich 014D,Investigation complete; no suspect identified
df18e7c3da56f62f3a577c67cf00239324f26f1fe8ee22ae8ef8c46a0dd2fda9,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.393755,52.606771,On or near LINSEED WALK,E01033037,King's Lynn and West Norfolk 017F,Investigation complete; no suspect identified
efded8ec5e13101cda0b6af9b0d038511ca104757843f49fb0e06c60746955ca,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.397223,52.753122,On or near SEDGEFORD LANE,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
1db94041100d0f8952ceac2df0b690119d5f0a079073d6fe1c53d8eb4904fb98,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.019722,52.517527,On or near ST EDMUNDS,E01026449,Breckland 011D,Investigation complete; no suspect identified
c5b52836e357577af4f66834cebd1a7366e70deb21861255196e02a8c9b21157,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.302641,52.628968,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
7e01d03dccf38e97652b45312d6b84acd71166b530ef38fe175c818a9c4b2d9a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.290694,52.654690,On or near BRIGHTWELL ROAD,E01026799,Norwich 001C,Investigation complete; no suspect identified
a160f7cd484dd86c755b7b677919c820cbcf07f30ddae0cdd5a6c5a6d117a246,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.218791,52.632771,On or near HORN-PIE ROAD,E01033435,Norwich 005G,Investigation complete; no suspect identified
