Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ab0ac6d9b834a1f0b5b6ea19132f01608ca74ed3872bb8f17e9e66730ad28400,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.754466,52.417853,On or near GLEBE CLOSE,E01026469,Breckland 016B,Suspect charged
306486cfe51dbeec956637ebeb3f8defb27b741b8b5440d6fe799bccb316a480,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.432720,52.623783,On or near CEDAR WAY,E01026508,Broadland 017A,Suspect charged
904cb6aac7b5aa5e48936ebe06aa8dbb18a27ec719c5788f1f6bb529fc7c2a21,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.288272,52.755113,On or near LOVELL WAY,E01026712,King's Lynn and West Norfolk 008C,Suspect charged
dcf1c0bd7cd9e10f077aea61061798907f04a42ca2315f84b96b82130ef7f2c2,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.739632,52.406336,On or near SWEYN CLOSE,E01026477,Breckland 017D,Suspect charged
3a43ac59bc60b9dc942dd4081babb68160ae7b5d487cda88af4405875c92c95f,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.735607,52.407590,On or near MINGAY ROAD,E01026476,Breckland 017C,Suspect charged
452e04217fb101313ceb24488e7b043014aed4f146707019627a2431a083dadd,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.290145,52.647969,On or near ELM GROVE LANE,E01026800,Norwich 001D,Suspect charged
c15b97befa7a696e66b195683895fb251e7d5b13080fd2a2f1573a7fec22f121,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.713586,52.604301,On or near VINCENT CLOSE,E01026635,Great Yarmouth 007D,Suspect charged
24092f94c424f1ac7602666d34953f756d36ec45c694b3960a0a672060a6e3cb,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.302749,52.657844,On or near WARREN CLOSE,E01026543,Broadland 009D,Suspect charged as part of another case
1c2617ae7f042a2dc2f60c391cef508ec05f4632a5fa5b24b54a02a836fe6761,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.292642,52.629265,On or near Supermarket,E01026823,Norwich 007B,Suspect charged
3cd9c4a6f663951ec5bad24ea8fc54f9c21717b4d6e588c8beaf1000a9a98122,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.831800,52.639386,On or near HALE ROAD,E01026438,Breckland 008B,Suspect charged
652a2d223241b8cc346d2e7385664ab19ce5d93512ad27d632c3bde48953113f,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.735607,52.407590,On or near MINGAY ROAD,E01026476,Breckland 017C,Suspect charged
5a4a273639986a32439f509c5e2d3f0a2ff36c0592c33ab301f4d5f2977932a4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.223700,52.603660,On or near A47,E01026908,South Norfolk 003D,Offender given a caution
fe5b37f85ca9cd6d3afa2e04e42b8bc9c2d2b9fdaeec9895039de91e605cc223,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.287926,52.654461,On or near HARMER ROAD,E01026798,Norwich 001B,Suspect charged
ea82e0f408513117ea5abc7f8060c8fecf5c6621574d75d5a66aa67b17f47d3a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.114417,52.570092,On or near BRIDEWELL STREET,E01026870,South Norfolk 005A,Local resolution
f3080855cfd35adad2b801c58823e3bab16817f70266eee5a8975d28f38529d3,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.163110,52.908726,On or near HART LANE,E01026733,North Norfolk 006C,Suspect charged
e4bf697bea066ea2483aa556b0abd2c4e18918643dbfc98ba6f900b53da3893d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.283865,52.645670,On or near AYLSHAM ROAD,E01026829,Norwich 002B,Suspect charged as part of another case
112ae553db0573fe030fbae10eb1f98c67ec4172df9e0006f74363e6c2e073d2,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.292206,52.625221,On or near ST STEPHENS STREET,E01026822,Norwich 007A,Suspect charged
5e4513ff9a16b5a99d37f12a171039cb6eec19e50741cd6a2155e85879c7505e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.250429,52.668114,On or near WESTWOOD DRIVE,E01026528,Broadland 010C,Offender given a caution
4e86688f8f87fdd5629453fbf254b249c84e079b17e77e0b98afd598911f35a3,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.720804,52.404074,On or near Petrol Station,E01026478,Breckland 017E,Suspect charged
4cfd8bc135208bcb7f464191089f4cfb445bcb95a59d83287d655abafca0ae22,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.247796,52.629236,On or near Petrol Station,E01026861,Norwich 010D,Suspect charged
8fed6ab43c2723ec22f0c6936c50383142999f716ec02811aee1d71a34e7156a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.279839,52.638308,On or near FREEMAN SQUARE,E01026827,Norwich 007F,Suspect charged
3b87418bdc634567c16f03aced78256ffbd54b966b182023fef0288c5a2294d6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.723972,52.599432,On or near SOUTHTOWN ROAD,E01026633,Great Yarmouth 007B,Suspect charged
952cbd249620193a74a0bdc1fe82163a8e68ef27b3ffc3381c08d31988d91f3d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.243751,52.637891,On or near CLARKSON ROAD,E01026867,Norwich 006E,Offender given a caution
b31d6c04625a7f2c237df3f3310ce707ecf90321e7adc2fa8a8134f0825173f9,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.335277,52.660044,On or near Supermarket,E01026561,Broadland 013E,Suspect charged
dac436c71fd4b46d6c3d335dd7bf680484f3d42b5cb8d2d336640e83d598bb60,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.510502,52.845794,On or near CHAPEL ROAD,E01026655,King's Lynn and West Norfolk 004C,Suspect charged
61c104bf88c1622020f0498ae13c2719fbd92d358d98d252ab81c79ec5325521,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.238872,52.635875,On or near LARKMAN LANE,E01026796,Norwich 005F,Suspect charged as part of another case
a3a9bee0a7498fb561ececb1eceef645a9c4e7dd19819adf881a6b5f25aebd92,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.695487,52.572379,On or near PINECOT AVENUE,E01026587,Great Yarmouth 013C,Suspect charged
2a934c3ae9417497da69fef38dbaaf2903c1d6bc483073a323cbd4880d3a5cbe,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.732894,52.619030,On or near WALPOLE ROAD,E01026599,Great Yarmouth 004A,Suspect charged
f523470238a908e70aa792188e7a363452346731977a87cf5bce895a557baf23,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.059198,52.836188,On or near Park/Open Space,E01026730,North Norfolk 008B,Suspect charged
a8f97b4512f866168b8db5434ca9011dd5f3ed63f47f597dac0fed23a24ad7fe,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.655257,52.804598,On or near CROSS STREET,E01026695,King's Lynn and West Norfolk 002D,Offender given a caution
0db1e7fb39633a1d7eda90f0f7d85af5fc91bb6b4b8f59b3eaff2e0b59598b88,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.119983,52.557436,On or near PARK CLOSE,E01026884,South Norfolk 007A,Suspect charged as part of another case
cdb9a4a75590408de25f50ffbf8f627c59b7e9678331d81b73c4fd02637ff53e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.716266,52.566709,On or near WADHAM CLOSE,E01026617,Great Yarmouth 011A,Suspect charged
383c7fdb011a801e28a97f67720f6e7999b38e13f98ab0f78e94f027546838ed,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.736636,52.621142,On or near COLLINGWOOD ROAD,E01026639,Great Yarmouth 004B,Suspect charged
a333dab4be1dc1838bd790365e219d9df9a9142bef35535ffd6a76c21f38ddc7,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.016526,52.519075,On or near Parking Area,E01026449,Breckland 011D,Suspect charged
b1eb4996a6dd4edca5b4aa211e4683b75e3cc245e79ff3804465d5a2575ddbbc,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.301505,52.651556,On or near CONSTITUTION HILL,E01026801,Norwich 001E,Suspect charged as part of another case
9bf298b86c90c824d6c6c69d4ca0ac302077d225dfa2cb1213a63c7db2185044,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.375063,52.594631,On or near FLAX CLOSE,E01026707,King's Lynn and West Norfolk 017D,Suspect charged
feef3cf33063d1637325decf7f30f5ef5482e723e7e42bd96192e5ba29ed5629,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.420950,52.752074,On or near AILMAR CLOSE,E01026666,King's Lynn and West Norfolk 009A,Suspect charged
25f023aa65cc1c643d66960d2b13941258c63ca6c2a7ac1afe3f9f8320677332,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.235877,52.637953,On or near STEVENSON ROAD,E01026793,Norwich 005C,Offender given a caution
ac9f4ca7ccca5e393538941d0af40ee3d20a2c6227dbd647af2cebe29ccb2cd3,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.268874,52.656194,On or near CORONATION ROAD,E01026531,Broadland 011B,Suspect charged as part of another case
603a39b26c290b941735373a26a25ec14ad6b77cf1b3477b2397291b6da41e67,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.299951,52.651932,On or near MARLOW COURT,E01026801,Norwich 001E,Suspect charged as part of another case
890f566ed719c18b2152b7c0b68e819d5a0db3e002de689711ee7c0d06310dc4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.117236,52.570710,On or near KIMBERLEY STREET,E01026945,South Norfolk 007D,Suspect charged as part of another case
d7fde20ae86aa4b402daacde5f9a3a4643920e59d3779fe09120a5ff66e601d9,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.297351,52.931486,On or near Bus/Coach Station,E01026734,North Norfolk 003A,Suspect charged
3c52dd87852df87d7fd3a44cfd03c9b676b8a01a9a09feb9653342fc36a5fd08,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.250429,52.668114,On or near WESTWOOD DRIVE,E01026528,Broadland 010C,Offender given a caution
f4da9993eeddb3c47c100ade5df8b35f8b19045ddb263db2b79259b7a20251a0,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.135614,52.548407,On or near LONG ROAD,E01026885,South Norfolk 007B,Local resolution
e669f19b5400d6f39cc78820701ab9969e90609cb3fa566979de817bc65753db,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.730603,52.609307,On or near THE EAGLES,E01026597,Great Yarmouth 005C,Suspect charged
fe4a4ab0a78fae2b40342062e1bb0c4893d4432f105031bcc98f03aafb36542f,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.283173,52.608609,On or near Supermarket,E01026820,Norwich 013E,Suspect charged
682327728b5b5a4b325b275b39d8e64368754d4fb0670e37ca858164a071ab74,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.480205,52.625340,On or near Petrol Station,E01026727,King's Lynn and West Norfolk 018B,Suspect charged
4f0084353480dec3dcdea28ac26ad123552307f908d5412daa332587d34782a6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.268874,52.656194,On or near CORONATION ROAD,E01026531,Broadland 011B,Suspect charged as part of another case
e98a56a731ad2b4f5883e587d22115823736d36da2e49ace70e93e45fa1b9f72,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.283865,52.645670,On or near AYLSHAM ROAD,E01026829,Norwich 002B,Suspect charged as part of another case
b7adc8337593aa5d600ba655bec7069d3431db7dbef45784798775a7453513e8,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.939768,52.681845,On or near Nightclub,E01026426,Breckland 005B,Suspect charged
4fa2c28de53b80e47d4b989db8d8123375b9acafc40fefbd7aebf7c8ffe9edbb,2014-03,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Suspect charged
76ab3593b65fc2f577f764f96c549dd0cf1b1466fb8b82f91b28cf92eb16a9e9,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.723208,52.601741,On or near Petrol Station,E01026635,Great Yarmouth 007D,Suspect charged
c161c3fbfaab9bdf0ef0273f67c7c87bdb7f2f13dc50a29ed1bc39c2d11f25c6,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.268874,52.656194,On or near CORONATION ROAD,E01026531,Broadland 011B,Suspect charged as part of another case
00ec1e0e4a5bc7dedb1feacd4bdf186c4184311103a1a0772e9d9f0d11bfdc29,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.113117,52.571125,On or near BACK LANE,E01026870,South Norfolk 005A,Suspect charged as part of another case
1d9b16714af9eae8b4eaf1547dbcb318fec8e2efb57b6db573918d65f15205c1,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.881198,52.923169,On or near WELLS ROAD,E01026782,North Norfolk 009B,Suspect charged
a91ae45190149ecece1ca5b2cb43885fb7a0a4f5a82a7e0a3c5deba47a63518a,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.831188,52.920640,On or near B1105,E01026782,North Norfolk 009B,Suspect charged
18674393d9306c2e68a3ed3f562db4e94dbf8c00b215e7b71abcce02436f9c71,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.296103,52.625760,On or near ALL SAINTS STREET,E01026822,Norwich 007A,Suspect charged
5e5efb2a0950b6b71e75cc7f58aeadf7506ca97e5524429f19c069274c360437,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.319654,52.625650,On or near MATLOCK ROAD,E01026849,Norwich 015B,Suspect charged as part of another case
02448f1fe4616d5515e02602f5110f6c4eadd9de136a934cdcc59a7c75b6fafe,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.366425,52.634429,On or near NEWARK CLOSE,E01026574,Broadland 016A,Suspect charged
f0491e58caded0e2c619e33f61169a2afdaab1364b1aecc777f74b3135d733d6,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.403100,52.765385,On or near WALPOLE ROAD,E01026687,King's Lynn and West Norfolk 007A,Suspect charged
c5084c254cc3ea96c2fc5ee2b50fc594a79294315ac535e9fda5629573fa15dc,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.328944,52.645023,On or near KEMPE CLOSE,E01026805,Norwich 004C,Suspect charged
cda33bdbf41f24f06090a41d73a15bd7688c1252c7e04940412c908bbed632ab,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.349607,52.643379,On or near PLUMSTEAD ROAD EAST,E01026569,Broadland 015A,Suspect charged as part of another case
779d58779baeabd69ddf213e61d5570d54c88ecfceb5da24a0ca212783b6a71a,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.276689,52.644610,On or near Supermarket,E01026828,Norwich 002A,Suspect charged
0e55bf7841ba71d3e6a107c9ab9c3d8cfb757d2b7e68dfba2162e71d482114a0,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.269920,52.651183,On or near BOWERS AVENUE,E01026833,Norwich 002F,Local resolution
9b2ba29d38eb98eacd46b12f131b2a38f036c8c28acaf4e5c6e13bc731ca2c78,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.298836,52.629857,On or near UPPER KING STREET,E01033438,Norwich 014A,Suspect charged
624df2bae82890c2963f7852539e1950091ac19d728e9b6388311386fa912b9d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.118179,52.564453,On or near STANLEYS LANE,E01026884,South Norfolk 007A,Suspect charged as part of another case
cf99ff3515e23bd8e57096c460cd22bf547695defce5b016ec285e6461873b4e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.548125,52.641570,On or near Parking Area,E01026497,Broadland 018A,Offender given a caution
6d5bade25660058a8e5d1355a5e33061a263bfaee48f9bbb910a847ca05050fe,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.260473,52.795276,On or near SIR WILLIAM'S LANE,E01026503,Broadland 001E,Offender given a caution
725d85573b110725ad681aa59ce2ed12d55ac9b4646b97ebcf8b98d8ed24457c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.412975,52.645238,On or near LAKELAND CLOSE,E01026545,Broadland 008A,Offender given a caution
98ce68999eac4b852c26e8fab626a713e502bba5ef7852a8a745aa7441d3212c,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.737626,52.406230,On or near ULFKELL ROAD,E01026477,Breckland 017D,Suspect charged
04d6bc1956b7bac29105ef0ab02a0f85eee692e7d277708b94ebd4f918781b07,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.303065,52.628516,On or near Nightclub,E01033438,Norwich 014A,Offender given a caution
10214c1e43c963300defb47480ea1f11297b56cbed809f6168c3840463e2e393,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.941109,52.683529,On or near Parking Area,E01026429,Breckland 003B,Offender given a caution
fa4e782eb47e8f31d18e39dd472f68ef124ca5373255b5988d649ee69ec55b04,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.112169,52.577733,On or near EDWIN CLOSE,E01026922,South Norfolk 005D,Suspect charged as part of another case
454306d25dd31e91e41c81ff2ca94b7426df49cffdc441e9d52108e4e72a9e8e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.233719,52.487388,On or near Supermarket,E01026938,South Norfolk 011D,Suspect charged
290eeb38c3ac38e92f7484e982e81a8305b21295952851b1544c9881895809b9,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.354080,52.629572,On or near BIRCHWOOD,E01026575,Broadland 016B,Suspect charged as part of another case
add0e3b4d8a3ec2f5227a9b4d9e9d8fd14d2a335ddd6a573d4c7f6f3157488d8,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.298261,52.651089,On or near ROCELIN CLOSE,E01026801,Norwich 001E,Suspect charged as part of another case
0f16e6833410bff45385656cbda8d0ec94010f9fda25635459e2bc914d186415,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.733309,52.604301,On or near ST GEORGE'S ROAD,E01026624,Great Yarmouth 006C,Offender given a caution
fbb0b469bed03e05faba49ac31db3c2f64d9d64dc932b0fbcce82f31bd439a72,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.278704,52.922461,On or near HOLT ROAD,E01026781,North Norfolk 005C,Suspect charged
03cbafe3c7a1d4d09d564b1e97e23f43403f3a4edb3d5d110b5f703330f17fb9,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.735030,52.603869,On or near KENT SQUARE,E01026624,Great Yarmouth 006C,Suspect charged
04cc844960194c2dc3983d28fb4ad2f1968b16972181391952a67bda18216f40,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.235877,52.637953,On or near STEVENSON ROAD,E01026793,Norwich 005C,Offender given a caution
22111e778b8c4626f9f2010b23fdc17ca8009fdead75254c4e9a17b7aa96117d,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.263540,52.762329,On or near MILL ROAD,E01026501,Broadland 001C,Suspect charged
7e1278aa70de09068189499283d056e504530c32134ae832e78dcbabcda45e7f,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.268874,52.656194,On or near CORONATION ROAD,E01026531,Broadland 011B,Suspect charged
052bbfc66ad8328a109901a1872e5d26d16701c657009169f34e634670bfad62,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.250923,52.657839,On or near Sports/Recreation Area,E01026529,Broadland 010D,Suspect charged
5fa18b8fb72571de15f59dc7152e6d8d781deda7d65f096a0cedc3c5425eb4ae,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.295167,52.636309,On or near Supermarket,E01026826,Norwich 007E,Suspect charged as part of another case
df97641add94047b2fbaf0f62ea68ffd93271e1c9776b0209dfb1552bd1fb16e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.271012,52.650757,On or near LEFROY ROAD,E01026833,Norwich 002F,Suspect charged
d2624c430334ee1c4cafe0f9f93ba85139fd3488969790aa5c8d53acf4400b82,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.272283,52.620467,On or near THE PLANTATION,E01026857,Norwich 011F,Offender given a caution
3370ef78723db6bc92639d796b8a696123f5715b21dff46591c6beac289f5cfc,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.746913,52.415835,On or near THOMAS PAINE AVENUE,E01026468,Breckland 016A,Suspect charged
621c78c31aa2db104ee42b85e1d7f54eb5e7daa296b6f617a4ef65da14f52fc1,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.459375,52.712591,On or near SCHOOL ROAD,E01026725,King's Lynn and West Norfolk 014F,Local resolution
1fd9e62440a99a61016695c685bcf99b6dc74cc650eb3bd2f99948b58f6d32e7,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.277586,52.595138,On or near Supermarket,E01026937,South Norfolk 006G,Suspect charged
a89fb9c0532e8f61a2e3e176ab6c490e994f9fcd8aef3bb325b0d3a6aff90280,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.398147,52.756188,On or near ALBERT STREET,E01026698,King's Lynn and West Norfolk 011A,Suspect charged
79107cc4344bd6c4112043fc973e00637001c7a198f286270e4dc3f8e4dbd945,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.112248,52.570104,On or near Supermarket,E01026870,South Norfolk 005A,Suspect charged as part of another case
f9f4eb3922e59f6989b9e47915dfda249d1a4af4435ee6b99ac183771b8f70f4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.347042,52.628575,On or near HILLSIDE ROAD,E01026577,Broadland 016D,Suspect charged as part of another case
49633290845f89ebc6dea70d53045975c63b4bf028f8a2a9be7e2605d8d80806,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.179392,52.931358,On or near Park/Open Space,E01026732,North Norfolk 006B,Offender given a caution
cf9bf095b3d9c9f0a3c26faf6f4cf2171853c677bc12def4dbfaaecc8a300014,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.379905,52.659507,On or near BROAD LANE,E01026578,Broadland 008C,Suspect charged as part of another case
c2bbce8c67755c52454fd76c496389ee09b90e84f98fd1bc85020a66bcb5ca23,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.736086,52.607937,On or near Nightclub,E01026623,Great Yarmouth 006B,Suspect charged
2dffac6b1594b9ad12d581d246158ae3e92c5f80ca33aafd9a4cfaab75a36cd5,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.268874,52.656194,On or near CORONATION ROAD,E01026531,Broadland 011B,Suspect charged as part of another case
bc92f09adeb06b6f812343fedaabfc1fac35dbd3ee8f4b844d38557aba215aff,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.375077,52.604153,On or near PARADISE ROAD,E01033038,King's Lynn and West Norfolk 017G,Suspect charged
62dc5bc8a178230d3e46de6ea11758819817371ead379608698e7a4fa5d5e29e,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.300288,52.641094,On or near CHURCHILL ROAD,E01026845,Norwich 003E,Local resolution
6f59ab860b6b37e0aecaee580e6b5941c131b3a8734e93d8307e5f8ab17c64a8,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.287926,52.654461,On or near HARMER ROAD,E01026798,Norwich 001B,Suspect charged
99c1a5aa80785ad066f4c5e5c0e79c25e2e6beb78ca71e3edbb772cfb51af8b4,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.109226,52.570777,On or near CHURCH STREET,E01026870,South Norfolk 005A,Suspect charged as part of another case
d5658664458d07773e0e58379471a8db6eb8595b4c1c3a87770aca6bb134a3f0,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.793281,52.722888,On or near CHURCH STREET,E01026443,Breckland 002B,Suspect charged
571b0aaabd10d547c2c836461a7c17575480b6f1eaca38868f45b69758e5202b,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.315795,52.624661,On or near Thorpe Hamlet Police Station,E01026849,Norwich 015B,Suspect charged as part of another case
80813e6bce01875e660260d63f5ccce21387162a0f2377651112fdcd00451629,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.390564,52.617983,On or near THE WILDERNESS,E01026509,Broadland 017B,Suspect charged as part of another case
b1503e2a223544258b98e42ad38e92b17ec13147900e7cce5e59ab1c28c94049,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.854224,52.564892,On or near ADLAND ROAD,E01033040,Breckland 010F,Suspect charged
c09e9ae2b680fb3b5ccaf598a3c73202e5a5c6593925975b7747d1a07fd59d8f,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.490414,52.938957,On or near WESTGATE,E01026683,King's Lynn and West Norfolk 001D,Suspect charged
506280836f64c5da5543c568f5254dbda3beb39a063f2541f2b0d008c5f35a46,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.281136,52.603503,On or near BOWMAN ROAD,E01026821,Norwich 013F,Offender given a caution
c12966d1ab06311dbe3f50d157da46cfcaee4f799a62f1e8abd47d5442efbd80,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.289582,52.648749,On or near RACKHAM ROAD,E01026800,Norwich 001D,Suspect charged
e978606f9b89b32b31a91ed8595e9204f48cd30691b862354a321768de7bd458,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.731701,52.599468,On or near LOUISE CLOSE,E01026625,Great Yarmouth 006D,Offender given a caution
cef03881104b78a8fe025b6b0c25e00d9f4e7740088453e073c3cc9b1e1f24ef,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.192528,52.698280,On or near SALTS ROAD,E01026720,King's Lynn and West Norfolk 013D,Suspect charged
c89334748fef4621f7c7bfa39effaa5bd6471a9427e748046410ef4e2572d23f,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.286728,52.624114,On or near WESSEX STREET,E01033434,Norwich 011G,Local resolution
84fe3772c3953636489814a7222da0c50c2b081db506eafa880753cafd770390,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.943919,52.681301,On or near COWPER ROAD,E01026426,Breckland 005B,Offender given a caution
f9825c571912f5ef8e0292e5521397361f744afd3d4b1a41473863d187bae9bc,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.751796,52.426000,On or near ANNE BOLEYN CLOSE,E01026466,Breckland 015B,Offender given a drugs possession warning
3215dede370e114549f301d0e48560d64a087a1cd8f5b23968708514db97a750,2014-03,Norfolk Constabulary,Norfolk Constabulary,0.409363,52.748875,On or near EXTON'S ROAD,E01026667,King's Lynn and West Norfolk 009B,Suspect charged
6c66e12eaecdb22629348c9e327a48cbe7f8cbcfb7707c0e22146358b20bf37c,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.225006,52.935928,On or near MARLINGE PLACE,E01026731,North Norfolk 006A,Offender given a drugs possession warning
a76fdde59be3a455c31638ccb7e0a804c71e3c2db3f8fda77597f2851718bb7f,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.713807,52.568873,On or near ST EDMUND CLOSE,E01026619,Great Yarmouth 011C,Suspect charged
42ff677b1bf100b46f696ae27a72555b5967d47fe876150836b362211c2ecb42,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.272194,52.655104,On or near BOUNDARY ROAD,E01026833,Norwich 002F,Suspect charged
9277a5051493763e20ff28721baffeecdb80d3a5890386776657e8b77032ef41,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.243320,52.697736,On or near LAWN CLOSE,E01026536,Broadland 004D,Offender given a caution
117c5cc707e591683af7fb346373bac70257644ec185a87781a9b33282dad252,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.282312,52.624147,On or near RUPERT STREET,E01033434,Norwich 011G,Suspect charged
7e9612800f7c005425f5b833ceed68b8a4cd597180af4faaaed8b462d9a3011f,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.317599,52.637562,On or near Prison,E01026806,Norwich 004D,Offender given a caution
17ee05c714cc7a00980ea146ef9bd6c7cd6734b84c85a4abbce16f11c12a9abf,2014-03,Norfolk Constabulary,Norfolk Constabulary,1.288289,52.628172,On or near Theatre/Concert Hall,E01026822,Norwich 007A,Offender given a drugs possession warning
