Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a5334a80d828fef5ac25abcca549335467f4b4fb82848ea20b2f4ec6d2efbf55,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.305591,52.231411,On or near B1119,E01030174,Suffolk Coastal 002D,Investigation complete; no suspect identified
9648a4b0c66770df2f571f33244ddddcf7ae8aa09bb093fafd5877cd720faa39,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.188015,52.057558,On or near BLOOMFIELD STREET,E01030003,Ipswich 008B,Investigation complete; no suspect identified
d2ae91de1abafa11e1f4f82bf0470da091d07d955678fb653e148d4268663735,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.753236,52.483346,On or near DOVE STREET,E01030246,Waveney 004A,Investigation complete; no suspect identified
d2e91e6053e70004dfc1d0f7a7bd37a668c64e45fadfec400d6697eadb8e86c8,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.184542,52.040132,On or near HENSTEAD GARDENS,E01029983,Ipswich 016F,Investigation complete; no suspect identified
c8ad389c759aa55b92e62c169f46b07dd4c79a52ddb231aeeda37e62d6bf9d00,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.705865,52.250434,On or near SPRINGFIELD AVENUE,E01033043,St Edmundsbury 006E,Investigation complete; no suspect identified
8237c53faf0d955502758788f1a5965f9f625ea7070489ba66646f49e2810b53,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.710780,52.244773,On or near Nightclub,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
428d4b7eb2d3ffc4965e7c4c0913c21293e23fdc81f47296c0caf656fb595efe,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.730532,52.453941,On or near Supermarket,E01030272,Waveney 012E,Investigation complete; no suspect identified
fffc644e028353d6684f49d966f4634b004b5903ff0cddac92b94fa492dc156f,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.732042,52.051266,On or near RICHARD BURN WAY,E01029916,Babergh 007E,Investigation complete; no suspect identified
46ea4bf496f1bb46c71f39ead2ed83c86ec136ef7133339e8219eb1aad723298,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.735976,52.460848,On or near BADGERWOOD CLOSE,E01030257,Waveney 008A,Investigation complete; no suspect identified
0847920fbdea9acd3a844542529e3cc26ae0256d44286011505847f04e529a14,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.517051,52.423382,On or near JUBILEE ROAD,E01029944,Forest Heath 002E,Investigation complete; no suspect identified
99e59fe1bc1aba532f18a64581231c413645da648858093f64dc2ce07801cb3b,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.156363,52.058717,On or near NORTHGATE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
eae45e59d5abaaacb68f189f4d3f7eb1b232ccf18ce2ed8eda2bfe9eebea3545,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.662209,52.385202,On or near Sports/Recreation Area,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
25cb0eee05ae128e0633a2bb635418ed22b8504591f3d6f21789978f241310ba,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.420340,52.240306,On or near NEW CHEVELEY ROAD,E01032612,Forest Heath 008F,Investigation complete; no suspect identified
75a0bb6d5bdf0c48f3665b7b792dc6b0944f911e2c32ab633681c6391b4a0ab5,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.139301,52.053021,On or near HOLMAN COURT,E01029985,Ipswich 010B,Investigation complete; no suspect identified
ca33a8ec3fd9adc92aebe9788a4d5534cfdc1947ea61933ae756dd7df785db7a,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.155254,52.058719,On or near TOWER STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
de19ed1eee95cb58fe745f4c2928c3847f1f7f5d39eb19c8d8cb99982f524bb6,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.786255,52.378987,On or near THETFORD ROAD,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
bc39b18a976737b879e78e6215b7e4488b974d606c2e0a390019f387db06abb8,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.139301,52.053021,On or near HOLMAN COURT,E01029985,Ipswich 010B,Investigation complete; no suspect identified
eff9bce849240e61a5326b7974bc7352c0b0494cbd6b08200cd6cc76edb0ae3e,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.205651,52.036528,On or near Petrol Station,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
dd7dec2136a3d004d0ba67412466dca49052d69a32b4defdc49958e86dcd7a93,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.170199,52.056303,On or near GRANGE ROAD,E01029960,Ipswich 007C,Investigation complete; no suspect identified
8214aadf0f1a067ef8c55a235001e85609b2826aa59869db6977e06019593f35,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.741519,52.470639,On or near HORN HILL,E01030258,Waveney 007D,Investigation complete; no suspect identified
6e1700319d6c9c24ebe0d67af4252bd51e34e68c9c39df6af065440e3efbc35e,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.268006,51.955295,On or near QUEEN VICTORIA DRIVE,E01029874,Babergh 011C,Investigation complete; no suspect identified
40040e883d8f673fcc53ed927ab433fefd54c1b7ffc9c27c92a71c7c0e35ae6e,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.914040,52.238488,On or near STATION ROAD,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
246a2789eeb035aaaad05f2aef7bb7ac976ddb92138e6bc97d518e2c5cca76e2,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.149864,52.058423,On or near WESTGATE STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
f8eec2e12ec6c6f6f4adcc8e35996f73e4729c42034ab7f2e3efc200f8eadc11,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.448470,52.074489,On or near ASHLEA CLOSE,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
6550b59f5dcabc87525e907a0406f56db43b62e724c4884de1fe6efb293c4bdc,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.462221,52.077755,On or near TIBERIUS CLOSE,E01030107,St Edmundsbury 014C,Investigation complete; no suspect identified
4d9990d3e93191c6b8ed24e51014328b2faab82331f6e0d834541af37a868d57,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.132751,52.119057,On or near COOPER'S ROAD,E01030046,Mid Suffolk 012D,Investigation complete; no suspect identified
b4c775df01aafba248bf03301955806cb86ddaa77b45384c9bf72da85d6e35bb,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.138789,52.279786,On or near HIGH STREET,E01030088,Mid Suffolk 001D,Investigation complete; no suspect identified
68243fbe90565621ceae473ef2bcdfb7c4b7c1294a80c73fbf56279b50124d72,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.613665,52.221101,On or near NEW ROAD,E01030098,St Edmundsbury 008A,Investigation complete; no suspect identified
cff0b49b1e939af415d4d786dd68270f500a15a1dafdfacfc871e8b93658de50,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.166640,52.044158,On or near Sports/Recreation Area,E01029991,Ipswich 011C,Investigation complete; no suspect identified
c7a578b3324e1866abdc307fb03a3cafcb77c31ceefcb3ff1ab5d3dc6f49231b,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.505078,52.349387,On or near MOUNT PLEASANT,E01030243,Waveney 015B,Investigation complete; no suspect identified
82b1493a9aeb141a8c6877e50b19d5a68436bcee53b89da7a312cc450422faf6,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.133151,52.065623,On or near HAMPTON ROAD,E01030022,Ipswich 006A,Investigation complete; no suspect identified
5b3d6e4d881154d9d58c79b28d8ca477a368073dcc5a1d0bef0394923811e403,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.166518,52.127139,On or near BERGHERSH LANE,E01030046,Mid Suffolk 012D,Investigation complete; no suspect identified
deab686cac7924e1564076593fbf1ee61f8eccb4af430bf3facbb524c8a9fa68,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.917165,52.239454,On or near BLACKBOURNE ROAD,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
a2f69e3c8e83223650cd9f9c9c8b8d4ff0092fb5fbe173c0b7abd67ae90b21d7,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.452585,52.133826,On or near CHURCH ROAD,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
c61189a09ced10f7c54a72adb90f81f25ace13a6f1da042f8f5c192f827854cb,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.486721,52.212990,On or near FISHER CLOSE,E01030210,Suffolk Coastal 003D,Investigation complete; no suspect identified
b700e5ba7b625d56761aa4349dc9f15ba3f10bfecf4635a10cca88fa816e6cd4,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.431530,52.086899,On or near CHESTNUT CLOSE,E01030110,St Edmundsbury 012B,Investigation complete; no suspect identified
3ab1bed54691d0d43d162791222bc06291445f2755d8225d0df015f01379a89f,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.582142,52.083470,On or near BRIDEWELL STREET,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
7ce3472d2fc78aedadbc8d2811f917c5959b16bf88921f121d7ffb3e64969ba5,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.734445,52.486397,On or near Supermarket,E01030263,Waveney 005B,Investigation complete; no suspect identified
7fd133b4a14ec66e78c9b3e7cdfbeb6763889131da4e3899d09505740721b261,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.745902,52.037265,On or near CAT'S LANE,E01029888,Babergh 008C,Investigation complete; no suspect identified
105ed49aeb0b948aeed062c6abf76a69801043a9953032a826c776d12bc92585,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.163798,52.067097,On or near CORDER ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
965b34ee51704016c3fd9215666fdb3ba77c3bb0189b23b9b745f3012b29ddb3,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.146913,52.083055,On or near LINCOLN CLOSE,E01030034,Ipswich 001C,Investigation complete; no suspect identified
dc07f51734a06d64ed2a27946b3d00aa11ce542798247cb7052065aacd9fb0e0,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.734445,52.486397,On or near Supermarket,E01030263,Waveney 005B,Investigation complete; no suspect identified
16d7dd22c2f0dd148589c46c8b6ccbf03740e167a3e031f6ede591d58fa02fb0,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.123101,52.075091,On or near Sports/Recreation Area,E01030029,Ipswich 003C,Investigation complete; no suspect identified
7563616a473bc41d1b568eef1ee3b7f3e42e903fdb36a1587b20590c6a49351d,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.011544,51.970945,On or near THE STREET,E01029882,Babergh 010C,Investigation complete; no suspect identified
cf8fe3f6a7fcb9144237b7777f2f6db24fcddecd5061d7b3b74380d49fbb2ab1,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.730613,52.038592,On or near MARKET HILL,E01029920,Babergh 007H,Investigation complete; no suspect identified
aa7a0f9e94f5f4b3b9ab6ace9ae52bb06aa16ab45d6fd7d0b2a6282a0af82e40,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.736829,52.457187,On or near ROCHESTER ROAD,E01030276,Waveney 007E,Investigation complete; no suspect identified
c77ea58496da21d84cd70e43f4860b68b4a42aafa7ac3df08e7931154e22a831,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.139126,52.060508,On or near PROSPECT STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
b7ebf5bd732876e86bf666d606ada34149a8d77c511e3462266f4348edc2afeb,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.571980,52.309873,On or near HAZELS LANE,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
c1bdd6b5448e81b8a6b305ba401c890e968394e0b52785fc9bd081252edfbd9c,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.740967,52.047416,On or near SECOND AVENUE,E01029912,Babergh 007A,Investigation complete; no suspect identified
073c0143c9881e073de5cca1c8acb24b01ef24cec8d3f8d1da0a1174fc227013,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.799635,52.358671,On or near PARK FARM LANE,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
ebd3bb1e8746df4500a493909d4f12423007d7d062d124a6000f2c747956f945,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.143739,52.060961,On or near GRANVILLE STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
8f51e3359ecdf22eec16ca4d5d8c83fa1cef9e054cdfb87942d9310e10888393,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.744569,52.032647,On or near OXFORD CLOSE,E01029886,Babergh 008A,Investigation complete; no suspect identified
63cfe5f36f8adf6b4314ddeea44a70fe3dcd7b9cf6b67b17fc28a7628bdfc3b9,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.121289,52.042006,On or near DUNLIN ROAD,E01030012,Ipswich 013A,Investigation complete; no suspect identified
f69e764a54027da5b34d953fd3ad7965960b7477532aa8aa97118083bdce7488,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.586699,52.204620,On or near Sports/Recreation Area,E01030187,Suffolk Coastal 004C,Investigation complete; no suspect identified
7d4abd9e9b6a129737b4626b8c5dde9ce5deb6e3099a9ac5a6b461ffb9c11d12,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.880897,52.325133,On or near SHETLANDS,E01030145,St Edmundsbury 001D,Investigation complete; no suspect identified
52b307450ab52c213c1b90d1cdef61014d87d52280dc534c933a783cd7e1a011,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.745640,52.467657,On or near WATERLOO ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
90eabcbf757d31277e86bb29e672756a7cd474ec3fdc2b0388f8c7da714ca969,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.150299,52.044084,On or near Sports/Recreation Area,E01029970,Ipswich 012C,Investigation complete; no suspect identified
c4e500a375c474f1ade7c42641cf6c85c781c54cba0aa032822b76aaa2194b43,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.153904,52.056750,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
5737194e04fc8c7f7b313bf585cb3243165bfe11d2072ee3f3d178638f40c346,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.116799,52.037016,On or near ELLENBROOK ROAD,E01030015,Ipswich 013D,Investigation complete; no suspect identified
7aaa9dd719daf6cd6117addd488b8dad67effa017576cc9856061692c89478da,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.434934,52.320613,On or near FORDHAM ROAD,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
35aebc6a53a85843552481f22356ff4e3caa9a625acfdfa770b8666607cbeb30,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.755584,52.483919,On or near ALBANY ROAD,E01030247,Waveney 007A,Investigation complete; no suspect identified
4e5cb73297545a6008980a47f991dc9ef15cca8c257a52a1931624f2e96be31f,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.309192,52.104537,On or near BARTON ROAD,E01030155,Suffolk Coastal 008A,Investigation complete; no suspect identified
b22e4d299612be89630cd2e79beef27a02569f1d704fa75361b1317e732b731a,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.121291,52.076137,On or near Sports/Recreation Area,E01030029,Ipswich 003C,Investigation complete; no suspect identified
e8cc33907a63a8ca0ea918818410e9291ed22c29b0044b970b7bd61adf4bf6a9,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.124571,52.070222,On or near MUMFORD ROAD,E01030030,Ipswich 003D,Investigation complete; no suspect identified
5fd7234e7d70bfed85c8d25985e4986369f7045a4bffd08f5ac9fbe3265076d6,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.426231,52.078834,On or near LEISTON ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
cfa9b341260aa4eb3aa246a2bdb2f7c64ab2099f2ffc813a3930032d537a755a,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.747528,52.478427,On or near WOLLASTON ROAD,E01030249,Waveney 004C,Investigation complete; no suspect identified
efcad88eadad142b5952bf75a596bf641fff255f5edc57c674bd96829e7abc18,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.576431,52.206731,On or near PLATERS WALK,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
239de121006171ccba6f34753ec769dcc528fab572cf575b3cd88d265799e296,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.704163,52.466563,On or near FAIRFIELD ROAD,E01030235,Waveney 006B,Investigation complete; no suspect identified
9ddd7f7e21ef8adb2fd77028ef8fc56296be0c3a292de0527e258b8651ea64a5,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.703808,52.260203,On or near LANCASTER AVENUE,E01030139,St Edmundsbury 003C,Investigation complete; no suspect identified
9529b5e5733c65f83f20c0777fa84348ad51cbf99d4003969cbd1e4e6be0313f,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.155500,52.049170,On or near Supermarket,E01033122,Ipswich 012F,Investigation complete; no suspect identified
e3681be81d3d6601ffed19baaeaf26a046b5a5ff95bdf1818bc8894a9c519aa6,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.161668,52.055543,On or near ROPE WALK,E01033129,Ipswich 007H,Investigation complete; no suspect identified
6d406cdba22fd5cfbb049ef3480185d337aec61326d4eb014229d289ada5d05f,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.808935,52.075052,On or near B1115,E01029922,Babergh 006C,Investigation complete; no suspect identified
eb5673a065a3dd5985b231d090ea83faa62cd95346de3e35774d3da2e3930258,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.120567,52.047133,On or near PHEASANT ROAD,E01030013,Ipswich 013B,Investigation complete; no suspect identified
d5ff76d2d12284014a54a3c3788a415e2bb5e48ec7c61dd844d72787351191d5,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.337237,51.954467,On or near EATON GARDENS,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
dff9d8a99a67dbe83518872f036fbb3f2fa60f960984e71e1e67c8e3e4c77e7e,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.095443,52.096812,On or near Park/Open Space,E01030042,Mid Suffolk 012A,Investigation complete; no suspect identified
b8d6536ee152d154db8a3046874d3fb54c3355e122d1cac1172de89f90957d32,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.997951,52.187677,On or near MILTON ROAD NORTH,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
57e88d82910e2d259391c503dd871c12ebe8d6e315884859450ab476f27685db,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.215710,52.056382,On or near DITCHINGHAM GROVE,E01030204,Suffolk Coastal 011C,Investigation complete; no suspect identified
0c04d255a2b91616327a85158596cbf8453392657136a395b21a0c1911916a8f,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.715574,52.250580,On or near CADNEY LANE,E01033049,St Edmundsbury 009G,Investigation complete; no suspect identified
99a28bd9b73484a0d84d9752d9e6ea08d231ea5e34b220dff975274f42e00529,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.527723,52.413505,On or near SANDGALLS DRIVE,E01029942,Forest Heath 002C,Investigation complete; no suspect identified
cb792c230eb27cd92f961f98a893ea9b5b29eadce1a4d09d45b5cdfc82be35af,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.688838,52.273899,On or near HENGRAVE ROAD,E01030103,St Edmundsbury 004A,Investigation complete; no suspect identified
2828c1cca54088107f877623dc56c271949ccf2205421d7bfc5fe6862e0963a1,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.426559,52.088917,On or near CAMBRIDGE WAY,E01030110,St Edmundsbury 012B,Investigation complete; no suspect identified
dac9c47133bb14a8da27e978eb5d004b67b9f4af0d3551cc4d5932546fb3a004,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.682998,52.247117,On or near PADDOCK CLOSE,E01030125,St Edmundsbury 007D,Investigation complete; no suspect identified
c1c0f2834da3813a7440107c1ca616a320a13e96e282637b523efbf58141a8b5,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.740918,52.468067,On or near SALISBURY ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
bbbca45e1f0c499c14e012d21b091c196c6b76e4e30917b396bfaa2b3215acb4,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.577648,52.450683,On or near ELLOUGH ROAD,E01030227,Waveney 010D,Investigation complete; no suspect identified
1a41c87bb8ea0ef33dd8170278d83b8b9ab0e74594a3b97146b6ae9c20886af9,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.341505,51.959580,On or near RIBY ROAD,E01030164,Suffolk Coastal 013E,Investigation complete; no suspect identified
6a59182361d5144e1b5ce9b44beb41d7aa04f1f86015884e10c9ab5baba4aa06,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.739686,52.491376,On or near GODETIA COURT,E01030277,Waveney 002C,Investigation complete; no suspect identified
cd04c37e5693a122d48b2e5965d9baec13ac2be00603ffb87aa436296c9659ad,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.188703,52.051864,On or near FOXHALL ROAD,E01030006,Ipswich 008E,Investigation complete; no suspect identified
9ef591e15d5b7a7c1b3d81b20b203b8dea705d1b5b396f39d318933fef6bc98d,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.182859,52.048047,On or near Supermarket,E01029995,Ipswich 014C,Investigation complete; no suspect identified
cac1181529befe4adde16eb658c894414ebb24927e234c5b08a459ec7a4e8f42,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.992652,51.969547,On or near DONKEY LANE,E01029905,Babergh 010G,Investigation complete; no suspect identified
7d6910a005d5efd6c28ea8523c7336d570d4d4dc6f3be6d06488681eb7cbbc88,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.319608,52.092372,On or near BROOK STREET,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
5a9e77be35d1300160cbe09b65264d3f805d0324b7e2f11895e84e0b70c8be56,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.510931,52.342590,On or near ST ANDREW'S STREET,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
99fa037ea021f9793735cb75460ca504412ca3e9e3fcdf14c229e43aacf6870e,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.017916,52.183660,On or near Petrol Station,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
8cfbcbf5f96869d3a7668f4380ae766e12b891bb27fbf73b6b98a9c131205422,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.793243,52.104212,On or near MEADOW CLOSE,E01029898,Babergh 001B,Investigation complete; no suspect identified
23e2036acd1103535b3ac5afdbd742f30553fd28016473a55856dd8eb4d42e57,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.722681,52.421285,On or near GRICE CLOSE,E01030253,Waveney 012D,Investigation complete; no suspect identified
71b8652e17b02634c8e0c0d630f538382cc273aacb1a6b01c6eef67f5f8bf86b,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.131434,52.034622,On or near ST OSYTH CLOSE,E01030021,Ipswich 015E,Investigation complete; no suspect identified
d12d40d78b61ba57314e7dbb65b87602d2ad8144fa5b049e046ed5483c5685c2,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.727446,52.050275,On or near PARKWOOD DRIVE,E01029917,Babergh 003C,Investigation complete; no suspect identified
0e9c8457a88bebb30b3484e5ebf60f18df00de81ac007b80ad0e5f208a06858b,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.710605,52.455621,On or near ROZLYNE CLOSE,E01030233,Waveney 006A,Investigation complete; no suspect identified
59579611d04ef1dfdb2efeb57d22f1c846e3bd332f810c089eb7fdef5cd75707,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.177803,52.036213,On or near LANDSEER ROAD,E01029979,Ipswich 016B,Investigation complete; no suspect identified
4b310b57b788ff49e82e5f4c731f620731a289bed80bc6dccce31fd8412a766e,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.621699,52.453246,On or near STATION WAY,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
5ad18cec9b13c40ab51f92e448cea005329c8d9ae9d9fc192bfb9e24107bc52e,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.318303,52.093875,On or near NEW STREET,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
7431da02cd5e5a773dd2583369f27cf27c6daae3003cafd6ae404025371f737a,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.184901,52.039645,On or near HULVER COURT,E01029983,Ipswich 016F,Investigation complete; no suspect identified
23dcae1c4eb9ca26bc206eebe433e742f4496a89c39e2a2ebf539aa774f117ad,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.490049,52.371232,On or near BROOM WALK,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
404c49a1a8c14a453e40766002e91ef8ad917bcdd0f09b73569ef92c2bf9a112,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.672106,52.399078,On or near HIGH STREET,E01030295,Waveney 014D,Investigation complete; no suspect identified
55a270a425edf1580b887c54588623de885f15404c8ca0d55df783f1850cda7e,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.731931,52.044659,On or near YORK CLOSE,E01029916,Babergh 007E,Investigation complete; no suspect identified
cc8f650a12a176371167eeac6acd07761237bbe76c730c32102a8b8cf7b4a8d7,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.701510,52.258088,On or near BEETONS WAY,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
9450f9690e61dde4abe2c7d72306612d39c373339ceed9aa8ae3bc4f2414b935,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.335767,51.970537,On or near MAIDSTONE ROAD,E01030161,Suffolk Coastal 014B,Investigation complete; no suspect identified
61271d628de296e8ed910598e9e1162cb23837da99c7fcf2bd4896134f9d6d49,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.371708,52.102423,On or near ORFORD ROAD,E01033443,Suffolk Coastal 007F,Investigation complete; no suspect identified
c1ceb816a0dd876fcda22c02839004d848a4a8ceefe811ed467ae28029e3eb56,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.383852,52.082071,On or near SHOTLEY MEWS,E01033443,Suffolk Coastal 007F,Investigation complete; no suspect identified
2f30d2a9033eabf279ed6d267fcc720bfbd8aeff51cb4a710fc7449946ce3f92,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.509548,52.365083,On or near DOLVERS VIEW,E01032525,Forest Heath 003H,Investigation complete; no suspect identified
a10f11b9e2aa6efe26ef46dbd11faff06c924754dd1f5d45248728afedfcd16f,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.125104,51.971266,On or near CATTS CLOSE,E01029871,Babergh 011A,Investigation complete; no suspect identified
8b84b4de1ff5b62139f8c2e5b22372fa6433e5ecc4be04596c706e280b359aa8,2014-04,Suffolk Constabulary,Suffolk Constabulary,1.110973,52.106566,On or near GREYHOUND CORNER,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
3082be0346ffad016b7626d62c45e915a1bfbd79047aff4fc538aca2b3d8a1d6,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.557084,52.185337,On or near Park/Open Space,E01030150,St Edmundsbury 010C,Investigation complete; no suspect identified
7ca1f2688f2723406c0fbaae2773a91f77f8119eeca841e66ff3563b6cbfd978,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.391902,52.264707,On or near HYPERION WAY,E01029956,Forest Heath 006E,Investigation complete; no suspect identified
9eab57539220fccc77e8af76f06cccdddc918be8f1b34d08ba50404e840cdffe,2014-04,Suffolk Constabulary,Suffolk Constabulary,0.974054,52.191790,On or near UNION ROAD,E01030072,Mid Suffolk 009C,Investigation complete; no suspect identified
