Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b2bd9155105494f757acec1dc4581e9922e23e6a3773162a8e6fb90e8ccb7fe4,2014-04,Dorset Police,Dorset Police,-2.512027,50.949816,On or near NEWLAND GARDEN,E01020544,West Dorset 001C,Investigation complete; no suspect identified
82395d14d45cc70b42fbff62c3101a93e63d38fce350008cadd95bc754c0de86,2014-04,Dorset Police,Dorset Police,-1.962450,50.828574,On or near GOD'S BLESSING LANE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
f86daed60e3128f6ce1490bc67777a9a8c049dad258f10c0d8d4a95f352a1f54,2014-04,Dorset Police,Dorset Police,-2.467590,50.632086,On or near MOUNT PLEASANT AVENUE SOUTH,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
0bf3c649a9f7cd123f90823529c0040872b5fd73fa524b68b200089ee44ebf66,2014-04,Dorset Police,Dorset Police,-1.897346,50.797771,On or near LONGACRE DRIVE,E01020399,East Dorset 011B,Investigation complete; no suspect identified
d08bea42f730f31a0eac628cf728b04e5fb81d70b1474f2fc2753b3f9fa3f73a,2014-04,Dorset Police,Dorset Police,-1.785752,50.740948,On or near NEWCROFT GARDENS,E01020360,Christchurch 006A,Investigation complete; no suspect identified
742a4b4a85c09f31900306bb57f7bb5317fa9f58d331d543f8349f8c982c3dfb,2014-04,Dorset Police,Dorset Police,-1.985245,50.807239,On or near WALFORD CLOSE,E01020426,East Dorset 010A,Investigation complete; no suspect identified
b8eeff98dac0ff34efc8bdc38afbc216fd58db1f3698a3aecc7520896c5f6028,2014-04,Dorset Police,Dorset Police,-1.940546,50.802729,On or near CANFORD BOTTOM,E01020408,East Dorset 009E,Investigation complete; no suspect identified
45c16ddee406fe64e3e7aa37b266180eef53e0d9d595294e92eec7bae4d3448b,2014-04,Dorset Police,Dorset Police,-2.229446,50.942746,On or near MOWER LANE,E01020462,North Dorset 002D,Investigation complete; no suspect identified
af9a07bb966a2a802efaaddb2cc2f8cd0f0ecf9ab6715f2c920161c24ac1536a,2014-04,Dorset Police,Dorset Police,-2.439717,50.714856,On or near ALINGTON STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
1ea8ea4659d1c507a4c05dc0c815182c2c24293d9651aaa332148963352cb1a2,2014-04,Dorset Police,Dorset Police,-1.742041,50.723675,On or near Ferry Terminal,E01020356,Christchurch 007C,Investigation complete; no suspect identified
e44fc2c54da0c4b1175820f67167819b47e19369dbf650465032c260ee296a7b,2014-04,Dorset Police,Dorset Police,-2.936114,50.730901,On or near ELIZABETH CLOSE,E01020533,West Dorset 005C,Investigation complete; no suspect identified
6fa9f52fe7a58fde8cade4f011b3e9094bfd55a5580b534c035c1a64970c2fd9,2014-04,Dorset Police,Dorset Police,-1.867826,50.805358,On or near DERWENT CLOSE,E01020393,East Dorset 008D,Investigation complete; no suspect identified
04bc628b280f271cf6137827c9703e1219ae2d398df30e5418eac398499585ee,2014-04,Dorset Police,Dorset Police,-2.447139,50.713452,On or near Hospital,E01032643,West Dorset 009G,Investigation complete; no suspect identified
88e63c6ad2edefd8a452843c05c11d1317be0cbcfe8fba95ca40654abe7dea86,2014-04,Dorset Police,Dorset Police,-1.987490,50.799173,On or near HIGH STREET,E01020428,East Dorset 010C,Investigation complete; no suspect identified
d3d455dea40e55043d098666ad4a45bf284e5f35176f5f786271ee5a197d9908,2014-04,Dorset Police,Dorset Police,-1.976981,50.610685,On or near VICTORIA AVENUE,E01020478,Purbeck 006A,Investigation complete; no suspect identified
be992798b4c877944c5b1be4cabdb8e2bf6b25f86c58af21d35e491736b9e1de,2014-04,Dorset Police,Dorset Police,-2.451652,50.605287,On or near HILL LANE,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
4ad95f99711500108317e1a7e771b79c8dfe4c9f7163775a08862037c9ff8056,2014-04,Dorset Police,Dorset Police,-2.467766,50.715269,On or near RINGHILL STREET,E01032641,West Dorset 009F,Investigation complete; no suspect identified
4d5cf3b35b221604eb6b29191b66b0b87b506805e8bec1f85bf77df87b29a489,2014-04,Dorset Police,Dorset Police,-2.463490,50.604800,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
4f343fc3fdfd26d7975176743fb23ebb402286d29358a1d764f08a29e2799857,2014-04,Dorset Police,Dorset Police,-2.463409,50.605223,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
393b68e167f8bf126030a67b0046786dec3b9840877fd5fd7e11847dcbb6fcf8,2014-04,Dorset Police,Dorset Police,-2.447976,50.563358,On or near VICTORY ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
f08fcbf3c442fa892aeecfba59a6cfb79af43121713a9f87e12591f9f5cb59db,2014-04,Dorset Police,Dorset Police,-2.118859,50.693719,On or near MELLSTOCK CRESCENT,E01020488,Purbeck 003F,Investigation complete; no suspect identified
6021b33940cb871fc4a219b60b0aa7450a09dedb7a66ecb4d9f3fd526828283d,2014-04,Dorset Police,Dorset Police,-2.094964,50.709326,On or near MAPLE CLOSE,E01020476,Purbeck 003A,Investigation complete; no suspect identified
4bd35417e5925d9d7a66c814b00b37f494a8cf1056cc5a680c4f2f0dbb54cb40,2014-04,Dorset Police,Dorset Police,-2.090625,50.677432,On or near SUNNYSIDE,E01020467,Purbeck 005B,Investigation complete; no suspect identified
fb3a70ed429a6a254716e29f69870ef8cf381f13f1766427a2fed74d80c73abb,2014-04,Dorset Police,Dorset Police,-2.427409,50.704048,On or near HOLBAEK CLOSE,E01020519,West Dorset 010B,Investigation complete; no suspect identified
8135e7b7de4bfc5eb1d4557c9c85890e34ed9c839f19660aeda222801d814ff8,2014-04,Dorset Police,Dorset Police,-2.463409,50.605223,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
1451a6573c5a626c825743afc5e96a64eedeae9a60b5b8099fb5df4959794398,2014-04,Dorset Police,Dorset Police,-2.441070,50.709635,On or near MAUMBURY ROAD,E01032645,West Dorset 009I,Investigation complete; no suspect identified
b36082fd1e48caf69de687f5f2f8bfc3a01bf4bca4bcc635f05b7a18b0ce77e6,2014-04,Dorset Police,Dorset Police,-2.463490,50.604800,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
2e3b462c04d7c76a70d96a2c42895b7c5325b27d963f35c38a5249912dad55b8,2014-04,Dorset Police,Dorset Police,-2.463409,50.605223,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
395216464d9d3ae438caa8803c3066d43017456b818041f94c367b896936df7f,2014-04,Dorset Police,Dorset Police,-1.987745,50.800100,On or near B3073,E01020428,East Dorset 010C,Investigation complete; no suspect identified
0347afc4e0c203511daf3a60312e019eadac84393c03ecbda92890b46a020e0a,2014-04,Dorset Police,Dorset Police,-2.463409,50.605223,On or near GLEN AVENUE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
ef5d0ee25e3ac34837fb46d1d0159a8e8034fa0775e4da4e9f517c2dde655926,2014-04,Dorset Police,Dorset Police,-2.303971,50.927334,On or near STATION ROAD,E01020459,North Dorset 004E,Investigation complete; no suspect identified
0d3b5c8a618dab7ce3e85e0bb88d489c70071347488c5cb8bf4f63664c2a5274,2014-04,Dorset Police,Dorset Police,-1.838815,50.835303,On or near WOOLSBRIDGE ROAD,E01020406,East Dorset 004D,Investigation complete; no suspect identified
a0b731818a13182396c2ea47aeb250735619af56881c881515f4be57f603f1c6,2014-04,Dorset Police,Dorset Police,-2.108774,50.685699,On or near Supermarket,E01020485,Purbeck 003C,Investigation complete; no suspect identified
a6711d76d04f9169b336f366dfa5a830960f4e5f757bbf94e12110734790ccc1,2014-04,Dorset Police,Dorset Police,-2.739920,50.746691,On or near PAGEANTS CLOSE,E01020498,West Dorset 006A,Investigation complete; no suspect identified
7a730a5e3cfb51c239063c160a86fd973fc5f5c597e90eade8720b989004225a,2014-04,Dorset Police,Dorset Police,-1.848935,50.850010,On or near Parking Area,E01020403,East Dorset 004A,Investigation complete; no suspect identified
759382ea9c11a2c2ac9c37e9b0df18972599aad187e421cc61197ca1f35737e2,2014-04,Dorset Police,Dorset Police,-1.984153,50.805126,On or near RIVER CLOSE,E01020426,East Dorset 010A,Investigation complete; no suspect identified
1f3ce57e5b6f181564cddd6d49bc5652995d6fc75e2c30569b11d85c82dc6409,2014-04,Dorset Police,Dorset Police,-1.690565,50.750699,On or near WYNDHAM ROAD,E01020357,Christchurch 003C,Investigation complete; no suspect identified
fdafe56c92a63fdc7da253b8d287ddd367bf450c512634fde105fb452b0e0680,2014-04,Dorset Police,Dorset Police,-2.440199,50.710403,On or near FAIRFIELD ROAD,E01032645,West Dorset 009I,Investigation complete; no suspect identified
497cc5e2ac8a7ac21e8ec026a39dfb49d7841aeaac16967dd5623c21221f0bbe,2014-04,Dorset Police,Dorset Police,-1.896241,50.797177,On or near RINGWOOD ROAD,E01020399,East Dorset 011B,Investigation complete; no suspect identified
bf90f48345d55b44753c0df8c7457d0e50edeb5269aa70053cf55007eee7b8de,2014-04,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
cc1925968fcca3bd9a7883e68a2d951ae0f0e890406bfffdcc65835fd506efbc,2014-04,Dorset Police,Dorset Police,-2.516046,50.946372,On or near HALF MOON STREET,E01020546,West Dorset 001E,Investigation complete; no suspect identified
3898db44437ae09057a71b0ec3871b5ff540d05182fb1a55183e6f8a72c14d79,2014-04,Dorset Police,Dorset Police,-2.654388,50.765557,On or near Park/Open Space,E01020531,West Dorset 007C,Investigation complete; no suspect identified
2eff2d87c188e67025b1029282e52d71be6fb4cd18a8eedd0643d2e00789908a,2014-04,Dorset Police,Dorset Police,-1.791608,50.740258,On or near BURNETT ROAD,E01020360,Christchurch 006A,Investigation complete; no suspect identified
e92bcec175fb1c341deb05b2bc615962fcb71e7d608b718c25b0275e97d2e23c,2014-04,Dorset Police,Dorset Police,-2.455195,50.615103,On or near Parking Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
ff81a0b283ef87f7fe5729d26e431b22689d89f5cd54f407b8fa165e62e5bbee,2014-04,Dorset Police,Dorset Police,-2.760544,50.733645,On or near Supermarket,E01020503,West Dorset 008B,Investigation complete; no suspect identified
40b2379019779ec42019313a007d270f9fd8f549dff77d504faf0ebd7eb37385,2014-04,Dorset Police,Dorset Police,-2.438291,50.707811,On or near ASHLEY ROAD,E01020523,West Dorset 010D,Investigation complete; no suspect identified
5c5747ce81a619c4898243700657858e11eedda4314db7a9662421b10f29c56f,2014-04,Dorset Police,Dorset Police,-1.866905,50.879608,On or near Petrol Station,E01020418,East Dorset 002C,Investigation complete; no suspect identified
fa043ef28dd09e811fb364a3ebc33964de6c5ef0b2875dcab14e32f629a9a337,2014-04,Dorset Police,Dorset Police,-2.460983,50.729846,On or near A37,E01020509,West Dorset 004A,Investigation complete; no suspect identified
49359178517a9572b51c18ddbb692b3095dc55d068fda32a5a75618848443329,2014-04,Dorset Police,Dorset Police,-1.797236,50.753163,On or near SANDY LANE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
f1078b05a3ff324e0ad4cd5bf5471f6b619095510921af9098aaae3059d50506,2014-04,Dorset Police,Dorset Police,-2.030772,50.740907,On or near UPTON CLOSE,E01020472,Purbeck 002B,Investigation complete; no suspect identified
fd48045feefefe647465b44661e92bbddc4496ca9111bf82f1c2f4d84f066b4c,2014-04,Dorset Police,Dorset Police,-2.024082,50.740216,On or near DAVENPORT CLOSE,E01020471,Purbeck 002A,Investigation complete; no suspect identified
242a6019305e63f08af49be44fa5e7d562f705f373b18d1b84c637eb954a911f,2014-04,Dorset Police,Dorset Police,-2.107791,50.689306,On or near NUNDICO,E01020485,Purbeck 003C,Investigation complete; no suspect identified
ba19be9aa0cdd4d05db5187efd4841f3ff69999bb14a4645e7cbd3a1701ab36b,2014-04,Dorset Police,Dorset Police,-2.455380,50.619571,On or near GLENDINNING AVENUE,E01020553,Weymouth and Portland 004A,Investigation complete; no suspect identified
cf57255fca2f3f0d673060f8fc5c2c9592879b1b0ded3b1c9173dc663e831659,2014-04,Dorset Police,Dorset Police,-2.517484,50.947687,On or near ABBEY ROAD,E01032642,West Dorset 001H,Investigation complete; no suspect identified
b4ccc7637da392d6053a2d411309679a2ae3ccf4524d0d13065d0bb260b059bf,2014-04,Dorset Police,Dorset Police,-2.452982,50.605453,On or near Shopping Area,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
1eb7a79e406d2b09c21e8c3127754115f09553d318f6a694103e44513a6b1a82,2014-04,Dorset Police,Dorset Police,-2.936678,50.726490,On or near HILL ROAD,E01020533,West Dorset 005C,Investigation complete; no suspect identified
443e1f5e7d3fecca6e61c1c064e2ee3ac9e59c8494bc347550e8f5b4fdfeca00,2014-04,Dorset Police,Dorset Police,-2.222249,50.677903,On or near KNOWLE HILL,E01020492,Purbeck 004D,Investigation complete; no suspect identified
ec604ba47ae27dacfeb9de99ea82231a160240aa027487c3c3aefb18ef2cf316,2014-04,Dorset Police,Dorset Police,-1.818738,50.727992,On or near DEAN'S ROAD,E01015274,Bournemouth 018A,Investigation complete; no suspect identified
f94e0cf4f14fb85015a39ceabb8a612d3175985150683b68c84fa7c1add6e14b,2014-04,Dorset Police,Dorset Police,-1.918577,50.705506,On or near WESTERN ROAD,E01015404,Poole 018C,Investigation complete; no suspect identified
9ed10dbcc83552cb0ed9b3e118a62b6f0af2d54fdd3246324b02a9274755a10b,2014-04,Dorset Police,Dorset Police,-1.950270,50.732420,On or near CROFT ROAD,E01015439,Poole 008B,Investigation complete; no suspect identified
90e440de33acd028f51d1b6edaeabf3e5da7aa25aad3b066716a66ed36d06e7d,2014-04,Dorset Police,Dorset Police,-1.980826,50.784721,On or near Sports/Recreation Area,E01015432,Poole 001B,Investigation complete; no suspect identified
4e8f387d0ea2615d302365249deecc809b50209e1bc7d3cc71f9bc9268bdcaa1,2014-04,Dorset Police,Dorset Police,-1.983328,50.731234,On or near WHITE HORSE DRIVE,E01015450,Poole 012D,Investigation complete; no suspect identified
c78b23c06bbf99326c76663af5c7034ac27f78d2442013490c0e3339678e1088,2014-04,Dorset Police,Dorset Police,-1.805104,50.732340,On or near Supermarket,E01015361,Bournemouth 014C,Investigation complete; no suspect identified
224b1ba7ed34a99d25fd20e656c24bfc432ed8701ea537315c9cb9c1299a69fe,2014-04,Dorset Police,Dorset Police,-2.011167,50.717844,On or near HAMILTON CLOSE,E01015425,Poole 016C,Investigation complete; no suspect identified
8c61dfb273648c6bc4f3b42cebc94e55cad980d73fe28a411af24547dd9b533f,2014-04,Dorset Police,Dorset Police,-1.894321,50.748372,On or near Parking Area,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
c08b834bf1935c38ac5b03738e8a9d5db495aeb8ae22cbfae94e5263f5606e1d,2014-04,Dorset Police,Dorset Police,-2.023013,50.726358,On or near KEYSWORTH ROAD,E01015429,Poole 014C,Investigation complete; no suspect identified
aa9a18424fe109c79494e65947ac98f41164e659ffc14456c905f0f5b0ebd4d5,2014-04,Dorset Police,Dorset Police,-1.914120,50.726554,On or near SILVER BIRCH CLOSE,E01015386,Poole 009A,Investigation complete; no suspect identified
f99e64f8dbc148d4a7bcd77fd816fa9e89f4086e8921bf5cbd58a4db4d3d8125,2014-04,Dorset Police,Dorset Police,-1.879460,50.717882,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
7345ac6345ecdba0171b975960cddde9b43ba1e2ea8e4c585de218d79e781f5e,2014-04,Dorset Police,Dorset Police,-1.879460,50.717882,On or near EXETER ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
aeb92c69004cf50d22d8bdf2c738c96417de2cc9e5df1b657e1f3f5765f66872,2014-04,Dorset Police,Dorset Police,-1.922603,50.737360,On or near NORTHMERE ROAD,E01015385,Poole 007F,Investigation complete; no suspect identified
69e21e8cf86caa53c184f390363fd92a92255c13cad7174d3ba1b6f66a1d5710,2014-04,Dorset Police,Dorset Police,-1.868775,50.724615,On or near Parking Area,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
a8c945f286dc0173c23de038e87defe80144f0374454dee6347680918d3d835c,2014-04,Dorset Police,Dorset Police,-1.976917,50.714245,On or near PHIPPARD WAY,E01032660,Poole 015G,Investigation complete; no suspect identified
d6c641c7e5d4025255aed527e1ca66952c1d5ff4ad50ffba630c02f25368d442,2014-04,Dorset Police,Dorset Police,-1.947915,50.722042,On or near WYNDHAM ROAD,E01015453,Poole 017B,Investigation complete; no suspect identified
21e491a48453d0fde823a6600acd857512f7f0ecb7918235cb64753361b92026,2014-04,Dorset Police,Dorset Police,-1.846823,50.752996,On or near BRAISHFIELD GARDENS,E01015354,Bournemouth 004F,Investigation complete; no suspect identified
8629d7d8529df249f3bba68ec3fa1835112ea0a38fca374bc50659983f4022e6,2014-04,Dorset Police,Dorset Police,-1.816750,50.721820,On or near SOUTHBOURNE OVERCLIFF DRIVE,E01015366,Bournemouth 018E,Investigation complete; no suspect identified
f7645b96b7ddbf948adc4db5f27cf7cc19f9f4ee33a104780a1969f0a7d4a38f,2014-04,Dorset Police,Dorset Police,-1.992286,50.709580,On or near Police Station,E01015423,Poole 016A,Investigation complete; no suspect identified
848dae2eb0e96474e7fc75371d32911d4e82670e17247fe2b8e0e8288bf19e1d,2014-04,Dorset Police,Dorset Police,-1.870865,50.721766,On or near WOOTTON GARDENS,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
ca07424cbd49bdec136014f1805cd8dba68ba6f750a8aefcd92503104759cd1d,2014-04,Dorset Police,Dorset Police,-1.839520,50.753741,On or near YEOMANS WAY,E01015341,Bournemouth 008D,Investigation complete; no suspect identified
6647e02df3f3fc9178efc8f39f83c342082382db3dfff2d89d204026ef2ec3e5,2014-04,Dorset Police,Dorset Police,-1.939883,50.722101,On or near WOODSIDE ROAD,E01015463,Poole 013E,Investigation complete; no suspect identified
242140aa6c91f6f334c1f33fa364bef2a451b5869fd7fb1273866b12049f7ac3,2014-04,Dorset Police,Dorset Police,-1.875668,50.716097,On or near Theatre/Concert Hall,E01015285,Bournemouth 021A,Investigation complete; no suspect identified
b9b483621018407b3c1b34aa392addc3d3f9a566ad9687725309e7054a7e5e5f,2014-04,Dorset Police,Dorset Police,-1.930659,50.732563,On or near CECIL ROAD,E01015392,Poole 010C,Investigation complete; no suspect identified
e7aa03be05ec8e8ba1992ea7ae8c7e3343e1410dc9d83e76e59c8893e481a798,2014-04,Dorset Police,Dorset Police,-1.892685,50.726465,On or near LEVEN CLOSE,E01015344,Bournemouth 012A,Investigation complete; no suspect identified
d2480e3ce28c2358fccea721873c471dbe0658bd70073102bdf4bd43222c112f,2014-04,Dorset Police,Dorset Police,-1.991502,50.735137,On or near Shopping Area,E01015450,Poole 012D,Investigation complete; no suspect identified
8435c3c2fb481de0a08fb0a8858375ca5eff0ab716da9cdb2126de7d1805eec8,2014-04,Dorset Police,Dorset Police,-1.826438,50.745252,On or near Sports/Recreation Area,E01015319,Bournemouth 011D,Investigation complete; no suspect identified
b04c0eaceb95a2fb4086b926d250fb38cde96ae8e63b2ff96bfa417ada996f0c,2014-04,Dorset Police,Dorset Police,-1.876634,50.720496,On or near Shopping Area,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
bba307d6b529d714d91afbd20dbe3a33b2281cd379de64fb8c8b2fd05dccecc6,2014-04,Dorset Police,Dorset Police,-1.917831,50.743265,On or near BLOXWORTH ROAD,E01015383,Poole 007D,Investigation complete; no suspect identified
c19565b191e25c0dde31e1b91fc1be8a81fa4facc0d1b684eff8193b85b274cb,2014-04,Dorset Police,Dorset Police,-1.935423,50.730794,On or near DUNFORD ROAD,E01015393,Poole 010D,Investigation complete; no suspect identified
e58c7b2bdc1d5107f3674486e781701c93f4bbf70d76e9251bd72d17cd13fa7c,2014-04,Dorset Police,Dorset Police,-1.886065,50.721872,On or near BRADBURNE ROAD,E01033242,Bournemouth 017F,Investigation complete; no suspect identified
3871c621ad59f384dc9f234959ae15b47cd2a4af37e8d9fe785677917aacddbc,2014-04,Dorset Police,Dorset Police,-1.894321,50.748372,On or near Parking Area,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
0ea0b0c5ad846360362e4073b212350afb42380cbcb31540df219bce2b5d1aa5,2014-04,Dorset Police,Dorset Police,-1.868671,50.751691,On or near MALVERN ROAD,E01015320,Bournemouth 006A,Investigation complete; no suspect identified
40287a802fa8e0e9f1c65921dfe0a112ead9229dd8666ee2f3f099671cf5c477,2014-04,Dorset Police,Dorset Police,-1.911071,50.720914,On or near BURTON ROAD,E01015403,Poole 018B,Investigation complete; no suspect identified
9a4c3eff3a16bebf53707050cae65f22b9daa911f857d860738edf71c512816e,2014-04,Dorset Police,Dorset Police,-1.925959,50.739233,On or near ARNE AVENUE,E01015384,Poole 007E,Investigation complete; no suspect identified
1aab836e6e42672e03bb4e913b81db118df5b7b32fda94af1b6b9a196e273651,2014-04,Dorset Police,Dorset Police,-1.915126,50.757867,On or near ANDREWS CLOSE,E01015309,Bournemouth 005B,Investigation complete; no suspect identified
fb91b08a61e3dbcfeeca282341f2c6dcb68fbe241b2b15a9b6c566c7eb5e19a2,2014-04,Dorset Police,Dorset Police,-1.885191,50.720190,On or near THE TRIANGLE,E01033285,Bournemouth 017G,Investigation complete; no suspect identified
ab42289687ea52d8d4207558967ecd806a38da5f88890afca20c84eb05e7323d,2014-04,Dorset Police,Dorset Police,-1.846805,50.745244,On or near BOWER ROAD,E01015342,Bournemouth 010C,Investigation complete; no suspect identified
4ab4f5e4a1f22e96829c1ae61714628a18044aa7d5931b31260042da2881ed1a,2014-04,Dorset Police,Dorset Police,-1.779235,50.722492,On or near SELFRIDGE AVENUE,E01015298,Bournemouth 020C,Investigation complete; no suspect identified
0640e0eaf30cdb4484f502d6e20d01aab700377ccd21e2ae95370cbdce365550,2014-04,Dorset Police,Dorset Police,-1.881475,50.716418,On or near KERLEY ROAD,E01015367,Bournemouth 024A,Investigation complete; no suspect identified
61b50984470a9892a70b2b8e7a6bd69315688bc76e697fca5b9994ce3e4653a0,2014-04,Dorset Police,Dorset Police,-1.872087,50.725706,On or near DEAN PARK ROAD,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
69c7d0a26a96975b6130270882cb35d53512c1a26f8cd8024257daea7a17e9a5,2014-04,Dorset Police,Dorset Police,-1.933642,50.727763,On or near ALEXANDRA ROAD,E01015461,Poole 013C,Investigation complete; no suspect identified
46a8dce19a365e402fb25a3f83207aef3666470f40a86dfc01e3d0c568cb8f2b,2014-04,Dorset Police,Dorset Police,-1.938490,50.736174,On or near SOUTHILL AVENUE,E01015438,Poole 008A,Investigation complete; no suspect identified
9d3ab2b492e1c2f87c69e2f018fcdaef03543c83a4a95c3f0c661e44b9ce88de,2014-04,Dorset Police,Dorset Police,-1.930049,50.761537,On or near HULL WAY,E01015437,Poole 002D,Investigation complete; no suspect identified
e619dd771f95705b5db8ee30b6316690e289151e2956703c9cd33abcf6593a9d,2014-04,Dorset Police,Dorset Police,-1.890981,50.758549,On or near ABNEY ROAD,E01015334,Bournemouth 003C,Investigation complete; no suspect identified
e8c7f07e40d26d1cb9db8341546725a3fbc6e22ac486d4925cfd72f4312a140b,2014-04,Dorset Police,Dorset Police,-1.906727,50.768463,On or near SUMMERS AVENUE,E01015304,Bournemouth 002B,Investigation complete; no suspect identified
1a60954d4e1bac30ede37c624dee11de069314d1b6d922ca3a9a6e8e595a7bde,2014-04,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
d7d91fb6fa4ecb8e34ef2b1584b63747e703917c4b0f838898f6b72274ebf3d8,2014-04,Dorset Police,Dorset Police,-1.836249,50.728234,On or near HAVILAND ROAD,E01015277,Bournemouth 016E,Investigation complete; no suspect identified
2fe8917f9954014045a4027a4d9814c21b6a1e37ae1056865cf086031bf5e5b6,2014-04,Dorset Police,Dorset Police,-1.965276,50.750933,On or near CANFORD HEATH ROAD,E01015415,Poole 004D,Investigation complete; no suspect identified
e7942d1d0cdfd8f6a319fa9c7e5ea8308bdccd07c1e74f141e4b08d1816ee152,2014-04,Dorset Police,Dorset Police,-1.902625,50.756509,On or near NORCLIFFE CLOSE,E01015310,Bournemouth 007A,Investigation complete; no suspect identified
181bae19e1ba8b5ec0ae7dca91804f25bf8328c666c3fee8be102ffb4db82e35,2014-04,Dorset Police,Dorset Police,-1.931651,50.722708,On or near PENN HILL AVENUE,E01015462,Poole 013D,Investigation complete; no suspect identified
64d3936016ecfda2f0ca0e8c14567097a713479af5e55a08deec8ffc24bb9a10,2014-04,Dorset Police,Dorset Police,-1.864972,50.726912,On or near Bus/Coach Station,E01015287,Bournemouth 017D,Investigation complete; no suspect identified
40ddf4dc1c8b06660e20771eefdebb9bee01e2cd8a4c812b053aadf3176cdc2c,2014-04,Dorset Police,Dorset Police,-1.875196,50.723453,On or near DEAN PARK CRESCENT,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
a04baf9cbe7d72b93c462e8ffc2b7a01c1c42bace4d0729d635f3ba7cc8af251,2014-04,Dorset Police,Dorset Police,-1.964843,50.741778,On or near Supermarket,E01015407,Poole 005A,Investigation complete; no suspect identified
b9fea87fff25bece6afe2ee701d16951e28dac2380255558e5340bc717f2e97a,2014-04,Dorset Police,Dorset Police,-1.985232,50.714022,On or near PROPSPEROUS STREET,E01032662,Poole 015I,Investigation complete; no suspect identified
9f21194d14950ef453a79addcf6130ca51f14110e85d0db0013a806f95927939,2014-04,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
4a7339bc009392c607f8c76e0c9888f3dfb020d03678901057fa3671b7e6b2bf,2014-04,Dorset Police,Dorset Police,-1.861791,50.719688,On or near GROVE ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
c841baa56e1c5c397b993e10cbbeb86ca0da425252bbcafca99afe3f02ee451c,2014-04,Dorset Police,Dorset Police,-1.899365,50.722927,On or near WESTBOURNE CLOSE,E01015372,Bournemouth 023B,Investigation complete; no suspect identified
f878d06545368d1217d53022ad997b6a3e7fdf2efd62a71bf6c3656627c1df03,2014-04,Dorset Police,Dorset Police,-1.945424,50.732535,On or near PHYLDON ROAD,E01015438,Poole 008A,Investigation complete; no suspect identified
41820ecc13fc3418dae38d499d24f722c008b88b7ae37f8ccdc2fe97ca9c4506,2014-04,Dorset Police,Dorset Police,-1.842027,50.729006,On or near Parking Area,E01015281,Bournemouth 019D,Investigation complete; no suspect identified
f5bf9896a912af616d4d64f58f845fb9563b22194ec4bc3634a27542a71df1e0,2014-04,Dorset Police,Dorset Police,-1.856352,50.719420,On or near EAST OVERCLIFF DRIVE,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
a350ed4f2ceb0f1259ab62b88ebe08d930e0bca426c6706c731427c6435ce32b,2014-04,Dorset Police,Dorset Police,-1.981363,50.718572,On or near Parking Area,E01032659,Poole 015F,Investigation complete; no suspect identified
2aadcf075740eb0c497689198e579fb2e055b3177ad2b6dee31d42bf80f3fa1f,2014-04,Dorset Police,Dorset Police,-1.876634,50.720496,On or near Shopping Area,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
a902b12836502eab5c338a9b8ac1f028f46749450cfe9018a7840c786cede8c0,2014-04,Dorset Police,Dorset Police,-1.867893,50.735917,On or near BELVEDERE ROAD,E01015345,Bournemouth 013C,Investigation complete; no suspect identified
