Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c4a3fb2536408f36cfe175071ad2f94556f945127429d6ea3a236e51b64fce75,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.397453,52.828222,On or near ACORN ROAD,E01026757,North Norfolk 010E,Offender given a drugs possession warning
3e1f138d34e5864c8be8ac884851aa87e35566ff20c4ad32785b71f13d0d4687,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.293358,52.622068,On or near Supermarket,E01026853,Norwich 011B,Suspect charged
ff4026fdd34478ebad280c8a00e81d4dd9f079895d4aaa81d9326ae239196266,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.282061,52.632832,On or near DEREHAM ROAD,E01026824,Norwich 007C,Suspect charged
18f1369ab8e076ae74138dcfb5bbed02d7e2b45142a0d25b4150a9256d6627cb,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.376963,52.603809,On or near OLD TOWN CLOSE,E01033038,King's Lynn and West Norfolk 017G,Offender given a caution
47dd38068b9e4f580530795cd36a2f4a6165ea529a729cbe7b05e8ff546f9831,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.282061,52.632832,On or near DEREHAM ROAD,E01026824,Norwich 007C,Suspect charged
1e0bfe0f51b179d1e1f81425f66427364461c4aca601a2498aa209b1f185743d,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.311602,52.629599,On or near MALVERN ROAD,E01026850,Norwich 015C,Suspect charged
938e7551f401ebe5caa5f1674274fdee32934b30a797aefc35c5c67ddc61f27c,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.282061,52.632832,On or near DEREHAM ROAD,E01026824,Norwich 007C,Suspect charged
e490bd59f53c843f3915d3a363c04e8e9ce53681d16bce4ec4ed0c01c6e8ae0c,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.362701,52.632125,On or near VANE CLOSE,E01026575,Broadland 016B,Suspect charged
224105a139fff009aa58035ca63328465a0922caecc8e2787676142ecfae10e2,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.398562,52.754561,On or near Shopping Area,E01026698,King's Lynn and West Norfolk 011A,Suspect charged
e16bf6c5c16252f8c3ef9197e8b1f73e3f9e1e52cb0fe53b211aabe9f6a2b1cc,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.297158,52.629958,On or near BANK PLAIN,E01026822,Norwich 007A,Offender given a caution
b7fb18481752edc25995b1abafb6e6d9489bd6f7cf1ff782dbda31629176b42a,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.401252,52.767913,On or near JEFFERY CLOSE,E01026688,King's Lynn and West Norfolk 007B,Local resolution
53ac14a0d7c3c498ae45b1f121b229a78793e280735f0a51b4b24eddc01948c6,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.396385,52.740020,On or near SADDLEBOW ROAD,E01026704,King's Lynn and West Norfolk 011D,Offender given a caution
e31784bad138fb7e611000eb4612a1c2a327fede05cedb7d410f41467233952a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.410735,52.710607,On or near THE RHOND,E01026744,North Norfolk 014A,Suspect charged
6b9cda62581504b26f67f2491524edae0f39abb60de28219b3fc3628d2c6b318,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.714283,52.573805,On or near MAGDALEN WAY,E01026604,Great Yarmouth 009D,Offender given a caution
c5ac22509a5e47003c468b9c8d82577ae29f5b281d7026e8e6fb1fe869bbf0d8,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.729547,52.594463,On or near BARRACK ROAD,E01026622,Great Yarmouth 006A,Suspect charged
7effdc78cdb94c56971dc1ed525a0c670ba891e1aecf0ff25b488ecbc2f0c3d2,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.381828,52.742840,On or near Petrol Station,E01026705,King's Lynn and West Norfolk 011E,Suspect charged
8a8db945e4a868d4a4f465af64b7fd9705465c0cf27033eca8afd9a010367a20,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.306175,52.641713,On or near ROMANY ROAD,E01026844,Norwich 003D,Suspect charged
c34f7521a77488dbb9895a4968a6b5f0ce9c36a08044d20db3c2948b072f84d4,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.297318,52.621283,On or near ROWLAND COURT,E01026853,Norwich 011B,Offender given a caution
81eab1fd90854fba7cdb4fb0e7dcf8f5f17551e11f5bbc3448f089409d05e943,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.108041,52.377118,On or near MARKET HILL,E01026891,South Norfolk 015D,Suspect charged
6f4ff4566e183c00403ba2dcabe5aaabf9f4cbf8a23f04d634b446b9ac9b34cc,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.424462,52.759546,On or near ROSEBERY AVENUE,E01026693,King's Lynn and West Norfolk 009D,Suspect charged
722bfe748f3ef3abcf0c61f3f5734d1ae4cd4c1e4671349cfaf1f9e8346be343,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.763461,52.418227,On or near THISTLE CLOSE,E01026470,Breckland 016C,Suspect charged
60a8d0761efb5133d9b3aa54e6b4039de2be873688b98d0883a2e249155ec125,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.743025,52.425943,On or near FISON WAY,E01026466,Breckland 015B,Local resolution
664ce7deacdbc4c3f30e5d97a271f936c2521d91f32132d550e100b99bca6413,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.244757,52.696159,On or near BRACKEN CLOSE,E01026537,Broadland 004E,Offender given a caution
a16728ea9d112851da267b102979b6fe52aa6fa5e7fdb79adff95a57e03702f6,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.287517,52.632069,On or near ST SWITHINS ROAD,E01026822,Norwich 007A,Suspect charged
3fc6793907434c0dfcdda3f167677510d4e96db9a5a21bef886c6754dfb14522,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.287571,52.628255,On or near CHAPEL FIELD NORTH,E01026822,Norwich 007A,Offender given a caution
57efcc84ff031cfc3a807e7eb36f7158ba7b5a298b51a17d660c8c39da1fea91,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.716911,52.580433,On or near OAK ROAD,E01026604,Great Yarmouth 009D,Offender given a caution
6d2fbdcf148c72af31d7fc2c00163a315478778bddbecba66e3e8e7eb0c68015,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.300319,52.629726,On or near Nightclub,E01033438,Norwich 014A,Offender given a caution
e5c8e9b21c69280f970ade4c34be562e8cba935c21b6775928bc0c99bec196f8,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.395985,52.753255,On or near Shopping Area,E01026699,King's Lynn and West Norfolk 011B,Suspect charged
de66c0981a0130d10cbe03e4f951753b9815dbe738836bfeac36c1ef76616855,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.728182,52.608295,On or near MARKET GATES,E01026597,Great Yarmouth 005C,Suspect charged
8cb6146d7b92189ea0b5502a34d728b6bd67d3329a6372e2d865d31d1bffe013,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.289725,52.649465,On or near ALFRED NICHOLLS COURT,E01026800,Norwich 001D,Suspect charged
cc7ea2d52f72ae038066942757cc5da068a218303de9b58a999d97433490179d,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.289788,52.625891,On or near Shopping Area,E01026822,Norwich 007A,Suspect charged
031c55e7067b715a9ac56a44731bc77d067eb5484f9d27785476a8652101ac55,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.304446,52.758873,On or near BENN'S LANE,E01026712,King's Lynn and West Norfolk 008C,Suspect charged
fef738312f1f01a71c7a9bd5044e27d02c864dde3796d4be764fc8785f6a2293,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.434845,52.746394,On or near MONKTON WAY,E01026662,King's Lynn and West Norfolk 010A,Suspect charged
522ec71c8dc899c565473de183df6824980e249f04f8fe7ef25cee3cd3fe32c6,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.267102,52.934166,On or near SHEPHERDS CLOSE,E01026781,North Norfolk 005C,Suspect charged
e0b66a183d673e0d306cc095df9baff5355c8a8b9ae7225bfc273625a8adfef7,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.267102,52.934166,On or near SHEPHERDS CLOSE,E01026781,North Norfolk 005C,Suspect charged
cab0a6187a6d7ff64dd9f354916d951919f8fd7990fb2204c6849b2d319fe521,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.693892,52.654681,On or near TUMBLER HILL,E01026459,Breckland 007E,Suspect charged
fbed99214ff4c3239501778c3d031ac6e3ab256edb6059ff86f7c72c9cac82ac,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.735676,52.602257,On or near PORTLAND PLACE,E01026626,Great Yarmouth 006E,Suspect charged
a47fffb182b280b3c3ba5fb47a9c1f46db33082908ab1ef5776862cde5914ccd,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.750575,52.402836,On or near BITTERN CLOSE,E01026475,Breckland 017B,Offender given a caution
9921781de5871abd6fe97748df9267b25e4cf1a1e7aa776acbf0fc0351889de5,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.336972,52.641334,On or near Parking Area,E01026803,Norwich 004A,Suspect charged
cc181d7eecf68aa2794c4e353a454303503fa90deb95a1881cba1647409b4538,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.730449,52.412637,On or near MACKENZIE ROAD,E01026474,Breckland 017A,Suspect charged
861e5615a7bc2308ed9e33b89b277c3b3f777acd2b60f04edd67385de33bb0c1,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.434015,52.750646,On or near BIRCHGROVE ROAD,E01026662,King's Lynn and West Norfolk 010A,Suspect charged
e2ad5661485deeadb706e863327fcc8978c287b68772a3a3796867dc9c2103a9,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.125584,52.497374,On or near GREENWAYS,E01026878,South Norfolk 011B,Suspect charged
60a8fe234ecbabf64e50ce34497608da0d22e89871be17340445e092e1ef8a3d,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.125584,52.497374,On or near GREENWAYS,E01026878,South Norfolk 011B,Suspect charged
83f3eb05f09284e482d00f6839c8af23f0f99e9fff379418541e6669faee6257,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.298518,52.644094,On or near HALCOMBE COURT,E01026842,Norwich 003B,Suspect charged
6fb5f9ff7755c73f96de7959e6c182fd0a6c03c7c8c9bf4bf2f0816c80b665d7,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.423644,52.753619,On or near BISHOP'S ROAD,E01026666,King's Lynn and West Norfolk 009A,Suspect charged
4ec5b2939250e2cd3671f29648acfcbf95069cdf97759aa8bd8210177a7f84db,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.836580,52.571153,On or near HUNTERS OAK,E01026486,Breckland 009A,Offender given a caution
4dcbe9dedd7b248d8306381272c5a72940a4c87b4d9eb610d84047584f61a612,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.135556,52.576126,On or near PENFOLD DRIVE,E01026945,South Norfolk 007D,Suspect charged
1a7a9e2ae33f13ce4a6124cbdb872f9dc2f164461d7400622a70e0ef61a28808,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.296515,52.636145,On or near MAGDALEN STREET,E01026826,Norwich 007E,Suspect charged
8bed762bb9de672c8ce1feb073742e8ca54f0da20640567f839c2b8a9f0b3410,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.282061,52.632832,On or near DEREHAM ROAD,E01026824,Norwich 007C,Suspect charged
3bbc0cec9ae3570ffc92a51b5b278db656195e706e7c262fcf88894c1fb0ca69,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.941318,52.681357,On or near Supermarket,E01026426,Breckland 005B,Local resolution
0851bc03cf2a5015f694b8ab57ecea1505f031fcd842eb54fc77c734955dac9f,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.937944,52.671872,On or near HYDE ROAD,E01026425,Breckland 005A,Suspect charged
dcf99b3a7b7a2ba37357766c8d2c43c975f750668b96e31545764fff86b0e0c7,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.336917,52.656526,On or near YEW COURT,E01026561,Broadland 013E,Suspect charged
504e2305cec927c5d9e6c63e4610740e8e92a0f119867cb3efd26904a7b4cd0a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.191968,52.644613,On or near LONG LANE,E01026883,South Norfolk 002C,Offender given a caution
786a30c1baef5729be5c2e49a8d18cee54cbd2506bbf4c4c667f3894ca3c2167,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.335277,52.660044,On or near Supermarket,E01026561,Broadland 013E,Suspect charged
611ddf0096a749e92fb8519fb073436e6a10d0391b8f62f2f8304c7fb1724c74,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.267102,52.934166,On or near SHEPHERDS CLOSE,E01026781,North Norfolk 005C,Suspect charged
7270683bf4f2a22d00582211b54641072d300894614b79429bfb60dc6c48e4fc,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.725179,52.611034,On or near FULLER'S HILL,E01026597,Great Yarmouth 005C,Offender given a caution
a460c2b0bac513b828aec12fc0f11d48cdda071e7d499a7bfe3c740e74462016,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.292417,52.627050,On or near WILLIAM BOOTH STREET,E01026822,Norwich 007A,Local resolution
76265ee31c938aa027f01b3be4ae9ef6f363323dc5f27ed4ce99e4ec1e5cffe1,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.114464,52.574291,On or near ROTHBURY ROAD,E01026946,South Norfolk 007E,Local resolution
391e2e0b5e355651058102980139b5975e340d5ecf7800a7c96b0de8791ecbfb,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.733617,52.610525,On or near Bus/Coach Station,E01026598,Great Yarmouth 005D,Suspect charged
4c06a628be0ca230ff6541704c7bb9eb8bd933395dd13330d6175aca1b2f66df,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.412923,52.767451,On or near ADA COXON CLOSE,E01026688,King's Lynn and West Norfolk 007B,Offender given a drugs possession warning
4baf573cea94610473c63a35a9a9feda907dd473fec887823c2cadd05cb5ba9b,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.721479,52.596165,On or near SUFFOLK ROAD,E01026633,Great Yarmouth 007B,Suspect charged
29b5aa8c125855d2b605887f95db3985b1217181a021d0ae2c3b5a27875c3461,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.722559,52.608193,On or near Parking Area,E01026597,Great Yarmouth 005C,Suspect charged
8fc491972cc9546ff56933b41f0e53fa97fff9f54d25ab8c149db437704e9fba,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.305884,52.627871,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Offender given a caution
910f4d989737b7b875e2206c7536b0648ad6e15db88969bd969f965f766ec6a3,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.430336,52.750038,On or near SANDALE ROAD,E01026662,King's Lynn and West Norfolk 010A,Suspect charged
fd5805b4c26ef381f77734358aafbf63d2af82772a8db115d40721f82fbeb528,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.255300,52.840393,On or near JUBILEE CLOSE,E01026737,North Norfolk 006D,Offender given a caution
ac12f6fc86f7b1165996ee10a8e6887b4e7e0c5cabfd6c13449dd6486f6e40df,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.228471,52.484941,On or near FLOWERPOT LANE,E01026938,South Norfolk 011D,Offender given a caution
ec7a043c4bd2df038796f34722bdd1e65ac20035556076682dbbf02cf4001dd2,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.649725,52.661866,On or near CHURCH LANE,E01026608,Great Yarmouth 002A,Suspect charged
16f78ca56e86a0504f544a6b2290fae1e4b0006e8d2fdc3bb9797103e8f4f5fb,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.700374,52.572028,On or near BUTTERCUP DRIVE,E01026586,Great Yarmouth 013B,Suspect charged
bc9fe90f1338f3bcd6cc285e029f368ff9a9e940c7ea89d6c5671df8404c51f9,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.849381,52.830182,On or near NORWICH STREET,E01026747,North Norfolk 011C,Offender given a caution
c793539ce6da2343400eb95b62b82421b38bd5e87de19f91ade235970041733a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.339686,52.634647,On or near THOR LOKE,E01026572,Broadland 015D,Suspect charged
a19ea968749154a1a89a1b3eee1c13562acd23000a77c5ada9096ddfef1dee88,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.293041,52.638310,On or near ESDELLE STREET,E01026826,Norwich 007E,Suspect charged
3b93b79c791a233ec4ad9e191ec4ed90d4721653a229869fcbe44496d0d652c7,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.485772,52.935098,On or near SOUTHEND ROAD,E01026683,King's Lynn and West Norfolk 001D,Suspect charged
b785a723d611cdfa284e6d907a8ea2c6db83c2855d696f8522d9963a5399c29c,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.016535,52.518139,On or near QUEEN'S SQUARE,E01026449,Breckland 011D,Suspect charged
b0fa427d4a4428d0e0295d06f9266ff950f87a11247dae4e7fd0cee69c7b290a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.339686,52.634647,On or near THOR LOKE,E01026572,Broadland 015D,Suspect charged
f778f0164572e1180943194f1383ebc2c05ca4ba8ba6ad8694224e887b37ebbc,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.282273,52.603300,On or near BARNESDALE ROAD,E01026821,Norwich 013F,Suspect charged
aca2e9caa598e3f6ff406188e51caf8696cfe090541a19a16b2074cde4f77621,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.423240,52.760758,On or near KEEBLE PLACE,E01026693,King's Lynn and West Norfolk 009D,Suspect charged
d8fcfa93219d11456dd2db62e173976e6fa67b99eefc9d26585f793a97490716,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.728679,52.607532,On or near Shopping Area,E01026597,Great Yarmouth 005C,Offender given a caution
572abb4ca5508d2661218faeec488d04a255e41c41838b16529f4ca862a8dcc7,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.280238,52.658038,On or near LILIAN CLOSE,E01026530,Broadland 011A,Suspect charged
0371b79194f28547fdb80c2c8aa8aa3c7f504205b88f8ce4e848ec6ab563e932,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.730449,52.412637,On or near MACKENZIE ROAD,E01026474,Breckland 017A,Suspect charged
9e3c9eb54850ff12e42c667ed5f2a0e6739756f439243e8f35c79136a4e5944d,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.726337,52.608137,On or near Shopping Area,E01026597,Great Yarmouth 005C,Suspect charged
ccfa22e84d57e00d650a01c9e208f14e716b5a39732ad87df0f51ed7ffecf5b9,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.302668,52.627951,On or near Theatre/Concert Hall,E01033439,Norwich 014B,Suspect charged
bc4099c78bdbe55d0991b1c978704bed120f6fc32dee9232369de17873f24f85,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.298342,52.931405,On or near HAMILTON ROAD,E01026734,North Norfolk 003A,Suspect charged
d57e3a4a4e4794b30fe1239a12079e931286370e55b500b64be16ff87af8e7b2,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.854288,52.565664,On or near ANSON WAY,E01033040,Breckland 010F,Suspect charged
5a0693bc6937dbace7e9c8912bfd4a74da7a8086fc106402d7adf9904783a029,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.292417,52.627050,On or near WILLIAM BOOTH STREET,E01026822,Norwich 007A,Suspect charged
f419a6882f0e4507fe3efc020c61bd8848625c77151807a88561ec333992feb5,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.692616,52.637534,On or near SANDRINGHAM WAY,E01026458,Breckland 007D,Suspect charged
cb498d5be928b803b3ff3d8d4c13f08d348fff19dcf8a4ffd0f8a8887354b0f4,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.734253,52.606187,On or near RUSSELL ROAD,E01026623,Great Yarmouth 006B,Offender given a caution
9711407c434e69b66fe3479735f7f4d6a89e83ababa41e385197ea32c4205093,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.713232,52.558754,On or near MACKENZIE CLOSE,E01026612,Great Yarmouth 010C,Offender given a caution
e14a3bef6cf38cbfca8949e21197b4ba735c65ed478183c967ddae169f1ae5f4,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.692616,52.637534,On or near SANDRINGHAM WAY,E01026458,Breckland 007D,Suspect charged
9d767a5b6e3a5a1460f17faea8c872a9041ab4c19679e7e5ccf6d87057d4cb5f,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.660495,52.873081,On or near HYDE CLOSE,E01026656,King's Lynn and West Norfolk 002C,Offender given a drugs possession warning
c6dd21f79af1077e0305e7c7c05660ad6899be34d45de0f5ebd93da0ee978f0a,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.395985,52.753255,On or near Shopping Area,E01026699,King's Lynn and West Norfolk 011B,Suspect charged
eb231e9decc81397ff665f40059951f9a0b3a11b827d5a807dd044b1bd4b0573,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.295902,52.626620,On or near Shopping Area,E01026822,Norwich 007A,Suspect charged
d9912ab4e97aaefef3c81cb70a16aead8957dfd2eadeb6bfbf78353aa2ed3250,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.821802,52.569941,On or near NORTH ROAD,E01026488,Breckland 009C,Local resolution
218660d562e337fd1097f108953878f7a5e7c6c962048687b8ab5d911e343a74,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.401946,52.747659,On or near JOHN STREET,E01026700,King's Lynn and West Norfolk 011C,Suspect charged
c13e1bb2cead037dff7ee4b315cff4450d82dfae36501f9f69d065d077140d7a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.498503,52.842669,On or near ST HELENS ROAD,E01026740,North Norfolk 012A,Suspect charged
c81a177244a7c4636291651be21be4ae90edb1b914411c9950eb567f14469704,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.310169,52.662673,On or near LOWRY COLE ROAD,E01026541,Broadland 009B,Offender given a caution
1487b2fe4f4f7904fcfae2308c5565093e6ea7dd098603d1ec9d3fd2b806428f,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.289446,52.660714,On or near WHITETHORN CLOSE,E01026799,Norwich 001C,Offender given a drugs possession warning
30cf676e4eccb9a79eb86bfbb436a1b9d4bd4124233a9a49e703e750e5301f0a,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.710126,52.569681,On or near GIRTON ROAD,E01026619,Great Yarmouth 011C,Offender given a caution
1dea52f43db196bf6518f1beaeb4fedd8698e1957ffee30dbce92a689e11f729,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.092146,52.903779,On or near Parking Area,E01026743,North Norfolk 004C,Offender given a drugs possession warning
6f3f1fd41b1a7a34f36a1aac0e1381bd5a696572946e52b4214f17cdb2464391,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.713162,52.559332,On or near BAILLIE CLOSE,E01026612,Great Yarmouth 010C,Offender given a caution
a7e1fb1ccbc3a71db4ca4172175103b60f899eb3d5ffcd7cd0595037b0faa33d,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.288546,52.631007,On or near THREE KING LANE,E01026823,Norwich 007B,Suspect charged
1bdaa5b49f6550e93d7a6f96335d8fad9da3f109f39e0915f39b8796b171ffd2,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.290758,52.629569,On or near Parking Area,E01026823,Norwich 007B,Suspect charged
b43c8a95b8ce9b5dfd4e2d11344629967b1952c1afd45823ed62e3fa7dab4ecc,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.122872,52.367589,On or near LOWER ROSE LANE,E01033541,South Norfolk 015H,Offender given a caution
a020bdfa4d8ce6e9b862169dc075477c99e838cc10c42990af42cd78e1420ede,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.676001,52.580677,On or near Parking Area,E01026614,Great Yarmouth 012B,Suspect charged
c398388f8fbe6b8e8156a9e132999f0c14031e4b2f02868d21d9a54417555b27,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.153931,52.506163,On or near WEST WAY,E01026897,South Norfolk 011C,Suspect charged
92c23ede08fa2d2ae22865ed17c96ed3ea01d626ee4eb8dfd5fb8aefd8694ab1,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.730449,52.412637,On or near MACKENZIE ROAD,E01026474,Breckland 017A,Suspect charged
e266c8c6127eb218284cbc2e66ae6336d7d0f9d68ad65210f19fae98ba3b9387,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.387225,52.730989,On or near ACER ROAD,E01026704,King's Lynn and West Norfolk 011D,Suspect charged
280dbc87417c817755f2d80c3bdcd5df4201bcaa235df2eb1bb418404d110766,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.247312,52.635266,On or near CADGE ROAD,E01026868,Norwich 006F,Suspect charged
7550d9c5f3ad487e664479191e618f0bda953b21b9454dfdf10bdd1f9f4be0d1,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.387225,52.730989,On or near ACER ROAD,E01026704,King's Lynn and West Norfolk 011D,Suspect charged
e135b6e85ac32b1da7113f1a775b381508f73d52dff734e735ef4a2223d66464,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.403902,52.758966,On or near HARECROFT GARDENS,E01026689,King's Lynn and West Norfolk 007C,Suspect charged
8a365e74fbf855229168058f29c8c3f2cbcf361621cc0939c760c70d0990f3f4,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.510514,52.522367,On or near BRIAR LANE,E01026899,South Norfolk 010B,Suspect charged
54154650e8aa65921634871642e64938398c6ebb6a1e89c3775547b5682c9117,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.196905,52.660596,On or near TOWER CLOSE,E01033540,South Norfolk 001H,Suspect charged
e4d7b6b312331c0271e6a9a2c903fb133eab0a32cd3dd378a7d4c20fdfd3b736,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.728679,52.607532,On or near Shopping Area,E01026597,Great Yarmouth 005C,Offender given a caution
f9157eeae6f0774aff970480c6f2643fe196f904197c9e2c216a11a6684bf78e,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.395659,52.755420,On or near Shopping Area,E01026698,King's Lynn and West Norfolk 011A,Suspect charged
2c451616410e6396b446d4a35447058aa34f8981658af9e4350a2569e989f4e8,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.315177,52.631334,On or near QUEBEC ROAD,E01026850,Norwich 015C,Suspect charged
3ce693b7fae09607849d53dafa9a9ee0a03f58d32ad6249fbca437d3f299fa7c,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.583862,52.543273,On or near ST ANDREW'S CLOSE,E01026651,King's Lynn and West Norfolk 019D,Suspect charged
ed86522a0cb7bf5690f4c4afaee26742cb0357b89226977c89ee08a8ba70fe20,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.405786,52.759791,On or near SMITH AVENUE,E01026687,King's Lynn and West Norfolk 007A,Suspect charged
901dcb4b28f4319ec54825ee3d29d9cd4d8f952747bc816c1320eef36130a836,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.735238,52.408992,On or near LONDON ROAD,E01026476,Breckland 017C,Suspect charged
813cc41808aa797ca1f1a626739c1993da633df0d39f306929e5090a5967b0be,2014-04,Norfolk Constabulary,Norfolk Constabulary,1.510514,52.522367,On or near BRIAR LANE,E01026899,South Norfolk 010B,Suspect charged
845a48fdbe577eedeefef8806e230f8c55d1a73af2f1d67e33e2f5829d410886,2014-04,Norfolk Constabulary,Norfolk Constabulary,0.939975,52.681633,On or near QUEBEC STREET,E01026426,Breckland 005B,Offender given a caution
