Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f84a124533951338426b5f168ed7e96848b40e9ca2d003bfb7a55d35581f6623,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.052240,52.152252,On or near SCHOOL STREET,E01030061,Mid Suffolk 011C,Investigation complete; no suspect identified
1b7e9262eecc3bc0804ee26c30fd5de6f6aa84af55afbf6e61de28aa579bd3b5,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.495693,52.302466,On or near CHERRY COURT,E01033451,Forest Heath 005D,Investigation complete; no suspect identified
bc5a6a0a7e326e06a63f55979b10f5f52c65bead00895cd38a14c992fbb991b9,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.201550,52.056273,On or near HEATH ROAD,E01029965,Ipswich 009C,Investigation complete; no suspect identified
e6aa9b0ae12165331ce63e58caa5c08bd61b1ad2db826365ee198d8e6b11bb70,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.127293,52.034210,On or near FURNESS CLOSE,E01030021,Ipswich 015E,Investigation complete; no suspect identified
0199580176a686494c3d59c7d3759952dc2717a5aa752b70936b509698ae3997,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.057463,52.003514,On or near Petrol Station,E01029903,Babergh 010E,Investigation complete; no suspect identified
2c0015c3f28c8be7a9ab05f5b16f1b9c5f77fe695dd5b6ca03a15c8121e5877e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.117815,52.043438,On or near WHITWORTH CLOSE,E01030016,Ipswich 013E,Investigation complete; no suspect identified
acc37a42e2134d790d8cc358f7a52b56bae03d407911682cd72f5edff91817d9,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.149178,52.059251,On or near ST MATTHEW'S STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
cd93db7638888ec4ac2246ebbcd069014a3580e5fc2258e996b212baf71736d2,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.326220,52.102529,On or near Sports/Recreation Area,E01030195,Suffolk Coastal 005C,Investigation complete; no suspect identified
7ffe385ded28f0f62d2d8b1f9ac0847618f5c0a7a543c9d70dd3e3c00720539c,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.729103,52.501614,On or near HOWLEY GARDENS,E01030281,Waveney 002E,Investigation complete; no suspect identified
4e77e659cc20ce0cf5712e66da894f0e426a10780a3d943da1c92ed559c8e3b3,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.624919,52.448498,On or near LODE STREET,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
865c764379e2adca5546b859bf27337c11d2a13ee8697b9ffc2109d116f655a8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.330809,52.102183,On or near RIVERVIEW,E01030194,Suffolk Coastal 005B,Investigation complete; no suspect identified
9642838a793f839f862f8dae479a4d7dae4e5204d06702dfe20e42206f2032ae,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.988764,52.193810,On or near SOAMES CLOSE,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
31ef23b33bc2829d19615c3fb87c35d80daf94ecfaa4ff0d9fccb6c17dad5411,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.112266,52.046903,On or near SWALLOW ROAD,E01030014,Ipswich 013C,Investigation complete; no suspect identified
72519edb8c4f4e02b82b9ff798187085715306ba66fd9e21ed1ad29f43f4f2fe,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.730075,52.468896,On or near NOTLEY ROAD,E01030255,Waveney 005A,Investigation complete; no suspect identified
f127b325f91f4d4779b99f6fa8c1e743fadfc8ac92cc41c5bff2ce10847e4280,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.713214,52.066963,On or near MARTYNS RISE,E01029901,Babergh 003B,Investigation complete; no suspect identified
eed81bde845f38b9ed839be158b5005a565875e6490e0a1f9317643a8eb51585,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.186930,52.055852,On or near FREEHOLD ROAD,E01030003,Ipswich 008B,Investigation complete; no suspect identified
3868f44971d9260f195cf2d71ba45dc41323c3cdfd3cc0d0af668d62f97cba6c,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.189409,52.038633,On or near GORSE ROAD,E01029994,Ipswich 014B,Investigation complete; no suspect identified
cf1ffadc989488613a51a0d0e916bfc21fffb446ec97324d27d9469fca7063e2,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.583937,52.243707,On or near LEY ROAD,E01030098,St Edmundsbury 008A,Investigation complete; no suspect identified
b1175277c5363b7ca7bb483fa3ab8e450a34eeccecff4d5fe44b761fa43cab91,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.152855,52.047865,On or near BRADLEY STREET,E01029968,Ipswich 012A,Investigation complete; no suspect identified
1d0041c9458b5f17d76f57e6bae6910d1064c6a0f9e193a47f486bdda66e174c,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.992060,52.187323,On or near Parking Area,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
218772d7adad21cdf9227512ba513dc048baacdb2b72ddee7376edcf3b7a646e,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.439647,52.081569,On or near Supermarket,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
3ac27447f83ffc60be5c469e10cf1b2b3f035c4357b45a0d48e52ded38ae8831,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.160183,52.052696,On or near WHERRY QUAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
1ca13698cfe95418687c78fb91d53d73708d47ca59fea3eaaa69798194fb9786,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.147997,52.074401,On or near DALE HALL LANE,E01029973,Ipswich 002A,Investigation complete; no suspect identified
4dbfc55c3c25cbf6a3109e9db9f4f97fb3abb462019d2ed6283e57f227ca483b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.710883,52.475887,On or near Parking Area,E01030270,Waveney 005C,Investigation complete; no suspect identified
4adef39e54c47cac9c50e461e5a4bd7c28ed2edb5b987fe05c0958288cc625e0,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
e5273ea79552d206084b16d6f5ae2d99fdc28a9ee9c9a840e1e7d1a3fc40f758,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.160183,52.052696,On or near WHERRY QUAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
bf314d4f470fecbe61cd1be44b77d1cc64058159d76af682ba0f47cf04d84913,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.139549,52.058635,On or near GIBBONS STREET,E01029988,Ipswich 010E,Investigation complete; no suspect identified
f112c2587220114c2766373dee0d19781184412709abd3977cdd5afc5ffdc27c,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.405205,52.244303,On or near DRAPERY ROW,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
9b67424cb052b7b4c6b40cbca55640c53bafe5c6e7deb03005d42b5dc960f401,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.451654,52.080403,On or near RUFFLES ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
ff4d994a1d5c9199d30d282143092b1c5559b6c99f90d4c26ff68a666c4420dc,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.118582,52.078098,On or near DONEGAL ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
17cd52ec5e3ffc5689010ce2917a7ee896d28a3ffab570f56dbc20efc0c3c31d,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.359032,52.156409,On or near SIMON'S CROSS,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
7632b045420172cc9e24c92f6a09e2563acd2c3a1118614b68ad65689e22a47d,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.958209,52.327196,On or near MANNING'S LANE,E01030068,Mid Suffolk 002F,Investigation complete; no suspect identified
b8e9edbe4e58bb708dfcabed0913ec35ea9b976c886fbe96ac672e3fb241b849,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.978756,52.197553,On or near KIPLING WAY,E01030075,Mid Suffolk 009D,Investigation complete; no suspect identified
cba0e55dd91e8bd5e8011643e2440195b250039fb61786b5538a664c337c82f6,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.593963,52.157869,On or near MARINERS WAY,E01030153,Suffolk Coastal 004B,Investigation complete; no suspect identified
089b7f590afbf54e7ecf1c8ecdb9eb6a8806ff2770a27a771ee9103f265f55a9,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.151735,52.039836,On or near WHERSTEAD ROAD,E01029969,Ipswich 012B,Investigation complete; no suspect identified
1b73c1988d847726416219f13b1a62073e2fba79d6e2db1c334f7f38a450ea57,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.399200,52.247320,On or near FRESHFIELDS,E01029950,Forest Heath 008C,Investigation complete; no suspect identified
91342dc2936c94b8384674c1715dcd4656c5c79861a040dfeab942fc89072c0f,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.115737,52.075187,On or near ANTRIM ROAD,E01030028,Ipswich 003B,Investigation complete; no suspect identified
15a59d1af829f910d89f74a223474d7fd15f4e30d70a5695181fad04d208e643,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.754650,52.495948,On or near LINKS ROAD,E01030240,Waveney 001A,Investigation complete; no suspect identified
89baeae39df53b6064e078f1a5d2a4448d10a0ff03882a1b922750ed47b9caad,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.437513,52.455194,On or near ST MARY'S STREET,E01030230,Waveney 013A,Investigation complete; no suspect identified
7c193054d4523cbc95fe07244b766d1490b3022771e31f34ce319cd7fc01559f,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.103788,52.022664,On or near BENTLEY LANE,E01029879,Babergh 005C,Investigation complete; no suspect identified
d87b6b271fbf2bb5a39bba1ee01b20f8526fe33106eac64d3c40b627b3830c52,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.712212,52.471024,On or near ORCHARD GARDEN,E01030290,Waveney 005E,Investigation complete; no suspect identified
0a60f1b02b1889c0085b8c6a3be81d20814a69d887ec095c7ea780c43ea4f29a,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.730390,52.043543,On or near YORK ROAD,E01029915,Babergh 007D,Investigation complete; no suspect identified
1cb762fbb73b3e70776c9c90db216443921dbd518eda14b3d9b8c2a6c0565924,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.366988,52.156227,On or near BARHAMS WAY,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
c0ddea96b2a356863679ac5248159becb10a9b7bf575ad9e349dab26e5404d56,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.125482,52.052138,On or near PENNYROYAL GARDENS,E01029986,Ipswich 010C,Investigation complete; no suspect identified
1fe40392e386a221c578ee9e7d29677fc22de8bc094bc950fbddf7ad2c6b2cf8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.163798,52.067097,On or near CORDER ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
d322f6e287a1f3a024519649260daada360a75cb829f2c6c270097acd1285c9b,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.618494,52.444639,On or near Petrol Station,E01029929,Forest Heath 001D,Investigation complete; no suspect identified
0833e4c3025dfd7e1443f4f94b0475d161e864100e2bc72642e53e2f5853ff39,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.802165,52.103272,On or near BRENT ELEIGH ROAD,E01029898,Babergh 001B,Investigation complete; no suspect identified
f26a3767c5b4c7032307a9eca13421a7bc3681d72ce811336feee47a16e2dcd1,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.215095,52.213137,On or near THORPE LANE,E01030090,Mid Suffolk 003C,Investigation complete; no suspect identified
b747239db8dfd68a18dfb2b6908bb4533239be95ab54ec5e3b6fc23f849933bc,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.593758,52.159683,On or near THE PLANTATION,E01030153,Suffolk Coastal 004B,Investigation complete; no suspect identified
b872ec4a737864ca698fe3c46522749c5984112b22706c043e0acd65475a05b0,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.234655,52.027208,On or near FELIXSTOWE ROAD,E01030197,Suffolk Coastal 011B,Investigation complete; no suspect identified
26a26763b7181582f93d32aa5cc873bdbe0d9909e945ff5a7f2759d483974a14,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.744450,52.467686,On or near ECONOMY ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
ed518f1eb72c4d45a4b9e6473552242c6145659f69eab36b81772704c65a229b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.009063,52.190578,On or near GUILLEMOT CLOSE,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
7b9c7a5409439bbdeeeeb3fe63cdf7a30fb8f91458d93fef64cc2aeeb765dbfe,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.740085,52.467626,On or near PAYNE STREET,E01030254,Waveney 007B,Investigation complete; no suspect identified
eaea77adc4b08b2526fe7527cee2e5ffba8a840aa538fe10ef058ebea15f1b07,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.731784,52.039851,On or near Supermarket,E01029920,Babergh 007H,Investigation complete; no suspect identified
fa437305b6fea2e43caa3ea6e183ce0ecbef37ba4e8cfc0be47f7d0d1a96edec,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.135008,52.060681,On or near YARMOUTH ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
b8cbb311e5057b162ae486ed41968b5a8f9ef2febf364283c2fa575bdac6aa25,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.404528,52.245872,On or near THE WATERCOURSE,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
aba61225cea1608ff0c12704aa535b6475f5550571fc069228b17fb410c47065,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.521189,52.346113,On or near BLOOMS COURT,E01029946,Forest Heath 004D,Investigation complete; no suspect identified
8419dae0af751cef06c72fac08e7c30b35c486fc423b518bea443160ec5b9928,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.121289,52.042006,On or near DUNLIN ROAD,E01030012,Ipswich 013A,Investigation complete; no suspect identified
2991fc9de4c26d902fcc295d1047b5270736b9eeee3658a771dd5da90f2e6a51,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.661769,52.337667,On or near KINGFISHER CRESCENT,E01030284,Waveney 014C,Investigation complete; no suspect identified
e79c2e5cd9d48644031960ba941764af52d186acfbdb402c113b05a4c1d4bc78,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.672809,52.103336,On or near BELLS LANE,E01029885,Babergh 002C,Investigation complete; no suspect identified
530cd73ac40b711c3a7ecd5a350f06172c945052d9ec61972d08419faaffa697,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.150569,52.057451,On or near MUSEUM STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
e778fcdc0e8591a61d865fcf0a157906806d0a473c66eb04f7a0c9c27e2d207d,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.981655,52.192542,On or near GAINSBOROUGH ROAD,E01030072,Mid Suffolk 009C,Investigation complete; no suspect identified
33e9658b6cea679052eef778f776f4f583354341e81afcc199c449d4b60f3195,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.333316,51.959300,On or near ANNE STREET,E01030170,Suffolk Coastal 014E,Investigation complete; no suspect identified
0f96f4343af1a7341b31c051848077aa624a9415e8e593dfc754f2dcab9330d8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.132321,52.084191,On or near CHAUCER ROAD,E01030035,Ipswich 001D,Investigation complete; no suspect identified
7d664c3f7859a8783a50058154eea2a3a047c32a97a606e0b58f11c7c2083389,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.894082,52.220831,On or near ROMAN FIELDS,E01030089,Mid Suffolk 006E,Investigation complete; no suspect identified
e4795459ab85b411180a778f820896cc06674f3483bea04f7e4e3e17e5f9b42f,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.501853,52.306625,On or near PARSLEY CLOSE,E01033451,Forest Heath 005D,Investigation complete; no suspect identified
a3bed432021e173635badc4b3b912dca339add8d946ed7c90cce388a57f68d66,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.136284,52.039538,On or near WALTHAM CLOSE,E01030019,Ipswich 015C,Investigation complete; no suspect identified
9735e387d204738b89e76d6887ce3cd1386ce0d6672ad8490a3002c5e03e443b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.125706,52.055766,On or near KELLY ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
326d24570629a91835f64c71f4b39d1df73a239c81d6164f696996941e044cf8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.566098,52.455322,On or near BLYBURGATE,E01030225,Waveney 010C,Investigation complete; no suspect identified
dff0810af05ee1b6438a0f44cc2a23f5007e981dc5aa434e87ea3265b5fea146,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.139126,52.060508,On or near PROSPECT STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
31b4adf53734205a655661a86bf65c0530d95c6b43062b312e14e0e8deffba53,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.371641,52.264576,On or near NEW RIVER GREEN,E01029937,Forest Heath 006A,Investigation complete; no suspect identified
9604353de38fcbefc151cbfcbc7ff41160faa8dc132399dff028690e1641a891,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.719773,52.485744,On or near WOODS LOKE EWST,E01030271,Waveney 003C,Investigation complete; no suspect identified
3df219735f9744d85f9b269a9d25dbdf4670f2d64910effdafe4fa4e58e94b17,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.196835,52.029275,On or near LACKFORD PLACE,E01033127,Ipswich 014E,Investigation complete; no suspect identified
eaa434eef7929cf8001a1f9564445d3a1c77a1cca52aa876679947a14c2be9d4,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.229201,52.061158,On or near LAUREL AVENUE,E01030183,Suffolk Coastal 009C,Investigation complete; no suspect identified
49374c43c667a279487f7ed169bfde78d507b4e08b65b673cf47f1b6f49693e9,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.736709,52.379300,On or near STATION ROAD,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
0c543abf078e02c62d82ffa8aab806d350b97bc7453453f2b65cc6f3819c3526,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.163096,52.059022,On or near SAMUEL COURT,E01030010,Ipswich 005D,Investigation complete; no suspect identified
a418e34870028c2fdd82ae98c6c392956a61b49762678c06661cd4c2180e6602,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.790214,52.226554,On or near ALMSHOUSE ROAD,E01030138,St Edmundsbury 004C,Investigation complete; no suspect identified
02f51fec467dc4237fa1ebf242f3dad102d991834fbecfb32c55e3a6ce3df478,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.054497,52.152338,On or near STATION YARD,E01030062,Mid Suffolk 011D,Investigation complete; no suspect identified
2885e41942ff8c724b054f67798b8f9140e17d4816cd40cb3815d7bd4f3c33da,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.170388,52.050938,On or near WHITE ELM STREET,E01033123,Ipswich 011E,Investigation complete; no suspect identified
14025ce2182dccb0f3e2fcf637100087183ae1304a8d22a1287fc3e795c50a6e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.124021,52.045216,On or near KITTIWAKE CLOSE,E01030012,Ipswich 013A,Investigation complete; no suspect identified
c5392415449657c4c231f7c87596e960424126df2b0d49dbe43c717dc141fca7,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.163808,52.057123,On or near WELLS CLOSE,E01033129,Ipswich 007H,Investigation complete; no suspect identified
c5d1c59cd247f007605ad97b84ef02c6271132e624873fc226baeb96771593ab,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.140063,52.050158,On or near GIPPESWYK AVENUE,E01029985,Ipswich 010B,Investigation complete; no suspect identified
46dd9dae597f0e2bec9a47730c70f038270cb207077b8777c739dd6cd96513b3,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.136457,52.058034,On or near LONDON ROAD,E01029988,Ipswich 010E,Investigation complete; no suspect identified
50cab2235da88cdcf893d677439744857ca43a57655a2c739f333071e2a24d89,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.732906,52.480590,On or near SOUTH VIEW CLOSE,E01030263,Waveney 005B,Investigation complete; no suspect identified
be2fc21d7400327c7d91093e9885d6fd223973722ec0cbf1b7ebf8de73eba7e4,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.740085,52.467626,On or near PAYNE STREET,E01030254,Waveney 007B,Investigation complete; no suspect identified
aa508207b40c96e6de8d0cdbc0d9a3634ece8cdb20c489644ce50b39e88d5164,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.163798,52.067097,On or near CORDER ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
00cb1c0a59cd4eddfd26be35f03721aea553e255169c4ebf0cd39f58510d5ada,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.479034,52.333256,On or near THE MEADOWS,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
725194506a078e1cf024bcb49a0ed0e0301a7d3426280dbfddfc786e4577d951,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.652565,52.394214,On or near Park/Open Space,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
174a3d924cd5ba4d8c93f04bc166fdf55cefbb003df8f291da1581b8df7e2d52,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.497466,52.307905,On or near HAREBELL ROAD,E01033451,Forest Heath 005D,Investigation complete; no suspect identified
a2c423d576653ef39651590a1ddb2d59715dcbae2684dd2288996cffe8fee666,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
f4418988da7dcf6e938b46c8dc9e2d3be15a809dadf65d66f515e6db1833dcec,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.124699,52.039667,On or near NEWNHAM COURT,E01030017,Ipswich 015A,Investigation complete; no suspect identified
04379772129564e02bb64076edfd819e093b28be03a0245d94985a9fa5796e71,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.989682,52.186124,On or near SEABREEZE ROAD,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
0fc231f7b067b42c5769b9bac9f8a379e2de02bb088c4d531c74b57ea0043338,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.254001,52.062490,On or near ST MARTINS COURT,E01030181,Suffolk Coastal 010A,Investigation complete; no suspect identified
c81494a9a930a5e1266185c80d72c11a561a5f3262bd6dbdc4bb2a19e284bafa,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.410556,52.087501,On or near BLOOMSFIELD ROAD,E01030116,St Edmundsbury 013B,Investigation complete; no suspect identified
ebd6f4f7fa67e4a843b5eecc00663cca9d5e924589cb586f1b40a5943e16b004,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.216148,52.034452,On or near MOUNT DRIVE,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
4f2a6fe3b23aa488ed6a9ab5c9b645c3b928be594f284ad901fa805ce9b69d86,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.505217,52.350850,On or near CAMPBELL CLOSE,E01029939,Forest Heath 004B,Investigation complete; no suspect identified
b8e0ceb79eb17f34623646b1e36f02bc85a19100264cefa8e89f72de6ddee462,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.311700,52.101319,On or near WARWICK AVENUE,E01030155,Suffolk Coastal 008A,Investigation complete; no suspect identified
9130e1862d44c66ab1b933e7282e8812d99cdc6fa205185e38f635f4d28c3e2b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.597476,52.214591,On or near Park/Open Space,E01030187,Suffolk Coastal 004C,Investigation complete; no suspect identified
1ca837171cd867765f2e47124ddc0ae577aa153c883507619daa02e01eb59451,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.429758,52.083033,On or near ST BOTOLPH'S WAY,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
f2164d54bbae17ab476477595416d3c014aaa046977bc93bff5bd02cc2b906f5,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.816404,52.002190,On or near Sports/Recreation Area,E01029899,Babergh 009B,Investigation complete; no suspect identified
394e13354174d8ce4dc1f9556067126a421d0d91387a0b53303eeab230c59d83,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155080,52.052527,On or near FOUNDRY LANE,E01033124,Ipswich 007F,Investigation complete; no suspect identified
b33fe6674f0c3e02332da8ec5f6af1f6a24b388bbfad9eff84623368a3f9ed25,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.429309,52.073429,On or near HOMEFIELD ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
ecfbd119498b28013f14ec402670a75733b7d116b960151a47d08fa698656c52,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.980064,52.204634,On or near Petrol Station,E01030056,Mid Suffolk 006B,Investigation complete; no suspect identified
d8378a184acf569d336627b538249adceb530b58d1b078ae9a9ba0557dffe71e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.743944,52.465372,On or near KIRKLEY CLIFF,E01030256,Waveney 007C,Investigation complete; no suspect identified
7a26f1e91e976d82a9219c50ac8f114c0b3daef3dd547f60a23b7aa9b1e0dc15,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.705383,52.237208,On or near MAID MARION COURT,E01030147,St Edmundsbury 009E,Investigation complete; no suspect identified
5be82d308532f1ea20f6da1887c10ac9c2f5d4bcc995f3f63f8895e67b8e7eb1,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.192847,52.070280,On or near FIFE ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
36bdd7a14c2dbecd372aa563fb67b1048108763df9a73c2fae5d3f9ed56923c2,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.750885,52.038867,On or near MALDON COURT,E01029888,Babergh 008C,Investigation complete; no suspect identified
4a780eab9ae45753aaf6bed5595839f5801a04a162a008527a3165c99c97e3e9,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.277346,52.066033,On or near Petrol Station,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
6446b135ef74781519667bab9d6a9ea526d07784105f76ce3a09b55ae59f8e21,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.410353,52.089690,On or near HEMPSTEAD ROAD,E01030116,St Edmundsbury 013B,Investigation complete; no suspect identified
80eea587640aabe1ac64f2dac79b290f3513e2cdfff244b67e71bf244ab509aa,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.708827,52.480512,On or near PATRICIA CLOSE,E01030269,Waveney 006D,Investigation complete; no suspect identified
abf647d9118a7abc43e6384b830ce6bf813465ff820b56c1289b2800d516c61a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.194280,52.069080,On or near SELKIRK ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
7f3268c7c428b370a4719976e7ab2410c52a1360fd261b34fca372f5a63d07d5,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.742980,52.466680,On or near LAWSON COURT,E01030254,Waveney 007B,Investigation complete; no suspect identified
142f326c4e9e64636d8cc351233626c59b6f989e21b6e78e28016443ece6ad4a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.238240,52.037066,On or near WOODHOUSE LANE,E01030197,Suffolk Coastal 011B,Investigation complete; no suspect identified
d1b6d68f84daa4ce28aeea8a891769bceb3a28b4c5080c0a89466e5b22b97936,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.102800,52.040399,On or near GREENSPIRE GROVE,E01029910,Babergh 005F,Investigation complete; no suspect identified
