Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d834ddcc58383a2268a08b723f66241ec0343f2c2844dfe8dbd906c85c1aa2d8,2013-09,Northamptonshire Police,Northamptonshire Police,-0.798895,52.425139,On or near OXFORD MEWS,E01027124,Kettering 003B,Investigation complete; no suspect identified
156d199b703ded0799aca0cfc7243911257f2bf3269a93d6a0cb495edce486c0,2013-09,Northamptonshire Police,Northamptonshire Police,-0.829151,52.264357,On or near WEST PRIORS COURT,E01027196,Northampton 007A,Investigation complete; no suspect identified
2c50346a8a023c752a32565f78d1bbb8f9385a592aa8b60275a697be1e01c053,2013-09,Northamptonshire Police,Northamptonshire Police,-0.799282,52.425512,On or near OXFORD STREET,E01027124,Kettering 003B,Investigation complete; no suspect identified
b87678c3dcd2f13a70a369a51d128d09d80d98cc897f1d0c950992650d01c862,2013-09,Northamptonshire Police,Northamptonshire Police,-0.614709,52.292174,On or near FARNDISH CLOSE,E01027063,East Northamptonshire 008C,Investigation complete; no suspect identified
500db38fc6bdf0c66868ef5c95492fd9d0828ea5f3a800ea2e41242252cdd305,2013-09,Northamptonshire Police,Northamptonshire Police,-0.619385,52.292220,On or near SHAKESPEARE ROAD,E01027064,East Northamptonshire 008D,Investigation complete; no suspect identified
c32ec333ba2bddbe2d1efafa96d2dc3d1568847c8aac83a427d6eabd25f30d2d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.590946,52.297557,On or near TEMPLE GARDENS,E01027061,East Northamptonshire 008A,Investigation complete; no suspect identified
aa37e662ad6e93df7a95ab45a596b4433912ced796df8cd693541325dd91f965,2013-09,Northamptonshire Police,Northamptonshire Police,-0.812915,52.243507,On or near Theme/Adventure Park,E01027140,Northampton 011A,Investigation complete; no suspect identified
3973f292a80df1cdd74684e653ca1e6911d3c1bfcaf78daf4a8ac004c2f6eb6f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.837849,52.262915,On or near SWAIN COURT,E01027195,Northampton 004A,Investigation complete; no suspect identified
3251b868e9e68a6dd8f688bc90c3d6e2594d3c233df957e029a5b9ed45dafb34,2013-09,Northamptonshire Police,Northamptonshire Police,-0.675000,52.362994,On or near BARLEY DRIVE,E01027101,Kettering 011C,Investigation complete; no suspect identified
b6cc58acc8defd6300648fafc2159880778277ff6b249b162e7fb0d86180b227,2013-09,Northamptonshire Police,Northamptonshire Police,-0.838609,52.270825,On or near BILLING BROOK ROAD,E01027249,Northampton 004E,Investigation complete; no suspect identified
730da91f7e7d1f99aa15e20b59d927445cd3b60e2315ce236a6718eada19c8c2,2013-09,Northamptonshire Police,Northamptonshire Police,-0.715593,52.233705,On or near PARSONS' CLOSE,E01027354,Wellingborough 010E,Investigation complete; no suspect identified
d2c5da040736d0cb1c504792c8f8fdb9d58b82bc33d24d6d8d583dbe1b948758,2013-09,Northamptonshire Police,Northamptonshire Police,-1.133593,52.344355,On or near SOUTH FIELDS DRIVE,E01027006,Daventry 003E,Investigation complete; no suspect identified
fca9320e4a5dd1ee94d0479ee87fcd40fc315de092aa0185151102d40eebf2ac,2013-09,Northamptonshire Police,Northamptonshire Police,-0.652470,52.340334,On or near VICTORIA ROAD,E01027326,Wellingborough 001A,Investigation complete; no suspect identified
c763566a1946bf3dc37f33f4d83ffc62325983f5b7205427b0d6ba08ddf0b0c2,2013-09,Northamptonshire Police,Northamptonshire Police,-1.173131,52.247937,On or near STEFEN WAY,E01027008,Daventry 008B,Investigation complete; no suspect identified
70d1bee1119c65a2f3fb723ced93e3d167c4e9bdb499bc22280eb009ccac22d4,2013-09,Northamptonshire Police,Northamptonshire Police,-0.678852,52.305208,On or near WHITWORTH ROAD,E01027316,Wellingborough 004D,Investigation complete; no suspect identified
d4179a5d093761d7fc62736dda34ed514d511ea51a016a95a240fd6c840cc940,2013-09,Northamptonshire Police,Northamptonshire Police,-0.890575,52.239201,On or near ABINGTON STREET,E01027223,Northampton 025A,Investigation complete; no suspect identified
439bd31ff88198163e68a22c050fdb16ea42964eb0f162cdcbe042ee98dff765,2013-09,Northamptonshire Police,Northamptonshire Police,-0.917827,52.248328,On or near CARDIGAN CLOSE,E01027239,Northampton 017A,Investigation complete; no suspect identified
eb24765fa9934db5315fdd23d5c4fe48c1917570c1377ef2ef6c058f398f4056,2013-09,Northamptonshire Police,Northamptonshire Police,-0.687965,52.495346,On or near KELVIN GROVE,E01026957,Corby 003A,Investigation complete; no suspect identified
7ae83ba8bbdecf6c6191943edb2e33d1c43e21aef33223ed9c0e2ea6e2447d3f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.901039,52.235927,On or near HORSESHOE STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
c5e66fe4902cf9f8a5c141b1047726a8b9d12f60a68c78fceca2ac6863da5736,2013-09,Northamptonshire Police,Northamptonshire Police,-0.681552,52.364901,On or near PIONEER AVENUE,E01027092,Kettering 011B,Investigation complete; no suspect identified
0900024d67d29b955a96e0941a5e813f4ed99df4ab22735661e81f321104afc3,2013-09,Northamptonshire Police,Northamptonshire Police,-0.730200,52.286279,On or near CHURCH LANE,E01027329,Wellingborough 009E,Investigation complete; no suspect identified
b79bcd5d1d43d2a98afff1b2d62a598602e3f5034d279901b0ef30a19b41526f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.545214,52.347451,On or near RAMSAY CLOSE,E01027054,East Northamptonshire 005D,Investigation complete; no suspect identified
6ddc4499e36c08702707c9abc7d683dc28d083d161cfebccdeb283e39c82393d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.597041,52.365924,On or near RUSHWELL CLOSE,E01027078,East Northamptonshire 004C,Investigation complete; no suspect identified
876859ce470ea800d55da6731d87a930b6e04e4abc5a9d9d459f5c950450cb39,2013-09,Northamptonshire Police,Northamptonshire Police,-0.918585,52.255114,On or near PARK DRIVE,E01027244,Northampton 017E,Investigation complete; no suspect identified
3dd628cbb0b758b22ba9a1b66fed94ef49fde3aec10174d29adece47fa241a17,2013-09,Northamptonshire Police,Northamptonshire Police,-0.822105,52.254316,On or near CODLIN CLOSE,E01027141,Northampton 016D,Investigation complete; no suspect identified
855a53ec9fb6d2924c6281dc8586beb088add66e4aaa10909578067e1fdb8ca1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.837800,52.288871,On or near PARK VIEW,E01027018,Daventry 005B,Investigation complete; no suspect identified
aec4c5efc146914fd0c25e109a51454eca6df053f544af53e9092bf533ce5d95,2013-09,Northamptonshire Police,Northamptonshire Police,-0.918167,52.245184,On or near SULGRAVE ROAD,E01027239,Northampton 017A,Investigation complete; no suspect identified
d969835ff1705b98ebc60ecaaaee5376d5c9f0a037b87a630f692e25b14b9e9f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.645893,52.342300,On or near EASTLANDS ROAD,E01027328,Wellingborough 001C,Investigation complete; no suspect identified
653f31500400e5a7764aa64755838f8062e8be06736ec470e855d8d783c308af,2013-09,Northamptonshire Police,Northamptonshire Police,-0.610774,52.285789,On or near UPPER PARK AVENUE,E01027070,East Northamptonshire 010D,Investigation complete; no suspect identified
ceb216bb75a3be931e6f4db28db12747347a7c5f18a8f8bb575d9c6132b400fe,2013-09,Northamptonshire Police,Northamptonshire Police,-0.703553,52.510253,On or near BARDSLEY ROAD,E01026982,Corby 001D,Investigation complete; no suspect identified
99616af55fcc143dcac29e9224da7c01e7fd3dc888fdba76c37bd7e78b1518cb,2013-09,Northamptonshire Police,Northamptonshire Police,-0.728832,52.405733,On or near ALBION ROAD,E01027104,Kettering 007A,Investigation complete; no suspect identified
ca0b9d4f10fe91777fbc3b3265563fdff521dd824a842ff3d51a50487edd7cd5,2013-09,Northamptonshire Police,Northamptonshire Police,-0.698050,52.295253,On or near ABBEY ROAD,E01027317,Wellingborough 008A,Investigation complete; no suspect identified
0ab949296cf4d713421287f2f8b0235d318df6cbb989f016b262bf90fec1b960,2013-09,Northamptonshire Police,Northamptonshire Police,-0.708368,52.505343,On or near DART CLOSE,E01026983,Corby 002F,Investigation complete; no suspect identified
386df010c3be3e058b941bdbf85f320f13cb3e5d0a4fa531427fec169f550aef,2013-09,Northamptonshire Police,Northamptonshire Police,-0.705781,52.469514,On or near CHATSWORTH ROAD,E01032967,Corby 009F,Investigation complete; no suspect identified
8e0ba500e47cc727dfdf468eac93a445e6ebf4659160f26a8a608e9df944d22f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.693990,52.303686,On or near HERRIOTTS LANE,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
e36bf5165e5b763639a67d03bb81a146b0273a714ce141edc130a3a537ba3df1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.875018,52.269487,On or near BRAMPTON WALK,E01027218,Northampton 002A,Investigation complete; no suspect identified
246a98af1797b80056485d89630e22905d7fa946617290f334bb82aac1bd3dfb,2013-09,Northamptonshire Police,Northamptonshire Police,-0.703897,52.485047,On or near ROMNEY ROAD,E01026960,Corby 006B,Investigation complete; no suspect identified
371d65c31a2d6b9c2f27f307141dffc638f4514fdc2810736f41de906f2b22cd,2013-09,Northamptonshire Police,Northamptonshire Police,-1.139800,52.348249,On or near PORTLOW LANE,E01027006,Daventry 003E,Investigation complete; no suspect identified
dbd283dc1988c87c41860d31e399dc19db6d845c7004b544e051dd6c5e076015,2013-09,Northamptonshire Police,Northamptonshire Police,-0.673721,52.500240,On or near TREVITHICK ROAD,E01026958,Corby 003B,Investigation complete; no suspect identified
b9a9e1fd6eb71c9a8f6f954a6a9734e2a5d7958d8120841e037c0241b102c314,2013-09,Northamptonshire Police,Northamptonshire Police,-0.703958,52.507012,On or near Supermarket,E01026982,Corby 001D,Investigation complete; no suspect identified
afcdf74e33dbc530e9ac1094ee705eb386d7bbaad354753cfa569373540d7d49,2013-09,Northamptonshire Police,Northamptonshire Police,-0.694545,52.301750,On or near ANGEL LANE,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
226aa5fd2b355d27b4514e4c7c750365a548cdc4aa8d6dfc39b36112d913ef53,2013-09,Northamptonshire Police,Northamptonshire Police,-0.705522,52.410569,On or near GORSE ROAD,E01027081,Kettering 005A,Investigation complete; no suspect identified
5736b0c5232c16ef0b48d04e7dcacac2ee08ea455ad7653364423d82a178453b,2013-09,Northamptonshire Police,Northamptonshire Police,-0.814420,52.441784,On or near LOWER KING STREET,E01027107,Kettering 002D,Investigation complete; no suspect identified
8429dd3cd817d461f4c5c0dcb7d960d74cb94e8d58b969ba875532e382c5c2d8,2013-09,Northamptonshire Police,Northamptonshire Police,-0.727297,52.299599,On or near SWINBURNE ROAD,E01027341,Wellingborough 005C,Investigation complete; no suspect identified
3734f2ad5ef00289fcb34915a45fe7ad1405fb772783bdfa7a578b97c29cc693,2013-09,Northamptonshire Police,Northamptonshire Police,-0.912798,52.216167,On or near Pedestrian Subway,E01027162,Northampton 030A,Investigation complete; no suspect identified
1a6d3fa5b0a3a27e5af45b22dcee2efba00051b0d9401e3255c7f6738fcf9b5d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.690935,52.317741,On or near FULMAR LANE,E01027334,Wellingborough 002E,Investigation complete; no suspect identified
e9d1b21de86db42984743a41d945e5e620158c115dbdcc372cc562dd060452d5,2013-09,Northamptonshire Police,Northamptonshire Police,-0.903813,52.327172,On or near Petrol Station,E01027003,Daventry 002D,Investigation complete; no suspect identified
3c40954a5d769ca183f6c663e2762e329e8b1f5aaf8991cbc9eed2874fbfabb7,2013-09,Northamptonshire Police,Northamptonshire Police,-0.870252,52.247127,On or near WANTAGE ROAD,E01027136,Northampton 013A,Investigation complete; no suspect identified
d3a1bd3007838ccc8f93efbe5b8209578b27b3e93ca14a3af1f276b3e09d801f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.872995,52.249275,On or near Petrol Station,E01027136,Northampton 013A,Investigation complete; no suspect identified
f739e84442a724845fc7cd40fc7084032bb1f648f736ea4f3f509db8001e5ab6,2013-09,Northamptonshire Police,Northamptonshire Police,-0.872995,52.249275,On or near Petrol Station,E01027136,Northampton 013A,Investigation complete; no suspect identified
81ecd9a81ce16674c398c56c8d0ef39ce79555d86e6ea736588b33726de7357d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.719266,52.501955,On or near SHETLAND WAY,E01026981,Corby 002E,Investigation complete; no suspect identified
ade8eb20b7ff84ea7a799fa4061a09d16ede29fcfafa024bd8f2c23ce7fa278e,2013-09,Northamptonshire Police,Northamptonshire Police,-0.710986,52.480827,On or near NASH CLOSE,E01026967,Corby 006F,Investigation complete; no suspect identified
13034c4617d3e774f32d02678fa78e973a43299678261492dd04609552a88940,2013-09,Northamptonshire Police,Northamptonshire Police,-0.825826,52.446618,On or near Sports/Recreation Area,E01032970,Kettering 002H,Investigation complete; no suspect identified
8e9896de5e6d91ead646e9b60bd8acdaeafe920026855ca248f4e0e98fed15bd,2013-09,Northamptonshire Police,Northamptonshire Police,-0.866830,52.259546,On or near GREENFIELD ROAD,E01027172,Northampton 006B,Investigation complete; no suspect identified
6e04d13caaf54b9881fb290ed6f6475adae72c350175823134c20a82d1f4ccc7,2013-09,Northamptonshire Police,Northamptonshire Police,-0.799680,52.423835,On or near TRESHAM STREET,E01027124,Kettering 003B,Investigation complete; no suspect identified
868169313443ec2d22ac013be347cf22da685bb3251be4e0eac379f49f63b8be,2013-09,Northamptonshire Police,Northamptonshire Police,-0.722844,52.416053,On or near BRAMBLESIDE COURT,E01027087,Kettering 004C,Investigation complete; no suspect identified
90a0825254bedf245333453e94fef03a254722c3799677aa770d3ed687b7ef47,2013-09,Northamptonshire Police,Northamptonshire Police,-0.884701,52.245115,On or near COWPER STREET,E01027225,Northampton 023B,Investigation complete; no suspect identified
9dc1a285e86510493e6681585237a82ece3b88a87bb4f602ffa87ea433d164fc,2013-09,Northamptonshire Police,Northamptonshire Police,-0.714327,52.476845,On or near KENILWORTH,E01026968,Corby 006G,Investigation complete; no suspect identified
0b8f5f7a330fd93c90c1ecfc84efd48bb3a51a0ecf163f4025ec574b1721ca22,2013-09,Northamptonshire Police,Northamptonshire Police,-0.919341,52.251731,On or near GLEBELAND GARDENS,E01027242,Northampton 017C,Investigation complete; no suspect identified
8d03c3236b6070c0f0187ffa96a91a9c5ab0e17e166b574fc4308fc8a8149f8a,2013-09,Northamptonshire Police,Northamptonshire Police,-0.964053,52.248455,On or near MANDER CLOSE,E01032975,Northampton 029E,Investigation complete; no suspect identified
2ad46010f3ef07326cb043a204e309c40e6f7d2392adc937a4ffb88a89dbd695,2013-09,Northamptonshire Police,Northamptonshire Police,-0.702982,52.483608,On or near FOSTER COURT,E01026967,Corby 006F,Investigation complete; no suspect identified
1579b9379a7563061695007b1baff6ad0e16f1675e6c293b389e6e22ebb56236,2013-09,Northamptonshire Police,Northamptonshire Police,-0.894152,52.244377,On or near BAILIFF STREET,E01027155,Northampton 023A,Investigation complete; no suspect identified
e7f7abb3cf6e75722c52d4db855f215ef78494b28b61b3e45dc7e078f4bfca2d,2013-09,Northamptonshire Police,Northamptonshire Police,-1.273936,52.024013,On or near ARUNDEL CLOSE,E01027288,South Northamptonshire 011A,Investigation complete; no suspect identified
95f541af9b8e18245bcf76e7cc4eaf08e185c9c374cc8a10013742666e76fce9,2013-09,Northamptonshire Police,Northamptonshire Police,-0.866874,52.243435,On or near SANDRINGHAM ROAD,E01027135,Northampton 022D,Investigation complete; no suspect identified
92f95d766c3e828b589d3f93aed56fcb038e6a279942eb0f7aeabc3ab662b78b,2013-09,Northamptonshire Police,Northamptonshire Police,-0.722186,52.405779,On or near REGENT STREET,E01027106,Kettering 006B,Investigation complete; no suspect identified
8a9974c67f7b6deec4d75a76407cafff6613a8737094afe4c3d1472bbc1f8395,2013-09,Northamptonshire Police,Northamptonshire Police,-0.898320,52.236918,On or near Nightclub,E01032979,Northampton 021F,Investigation complete; no suspect identified
2efb6c43310ea3cf2b89bf0d6c47f2630e2112744e0310efce6174c5b4d0a05f,2013-09,Northamptonshire Police,Northamptonshire Police,-0.896094,52.270567,On or near CHALCOMBE AVENUE,E01027145,Northampton 001A,Investigation complete; no suspect identified
64d605d59bcef806911d2b03554b96516f40233963fb0237eb27acba5e7a9383,2013-09,Northamptonshire Police,Northamptonshire Police,-1.058730,52.416785,On or near CHURCH LANE,E01027026,Daventry 001B,Investigation complete; no suspect identified
c101e5f2462fe3b5d2840959cb382906003f619bd71292afb02394e323ed5ee9,2013-09,Northamptonshire Police,Northamptonshire Police,-0.901348,52.264332,On or near Petrol Station,E01027147,Northampton 003D,Investigation complete; no suspect identified
2a862747e2fb5872494747336986a8d7f8354a9a78fab37b40f81e478b9dd522,2013-09,Northamptonshire Police,Northamptonshire Police,-0.679890,52.300913,On or near CHESTER ROAD,E01027315,Wellingborough 004C,Investigation complete; no suspect identified
70dc86b04a52753f5b1b9cf08f7b8923d4e5b574ce38f3851f4b5db659cdbc79,2013-09,Northamptonshire Police,Northamptonshire Police,-0.900484,52.260754,On or near HARBOROUGH ROAD,E01027191,Northampton 008B,Investigation complete; no suspect identified
89110f56de134499b3f98b48bd2ad3c442186bb4f19de534c1fa1970fbbab68d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.718168,52.398848,On or near GORDON STREET,E01027111,Kettering 006C,Investigation complete; no suspect identified
70f3cf164d35cdfd41053de1f0d56a682530c15598cec9e03f8001d83d21355a,2013-09,Northamptonshire Police,Northamptonshire Police,-0.835483,52.257021,On or near Supermarket,E01027198,Northampton 007C,Investigation complete; no suspect identified
d7c277f4765ffe7f4507014c217d8bbb73ca90947353767edebbc9ba3521fb3c,2013-09,Northamptonshire Police,Northamptonshire Police,-0.993126,52.125533,On or near YORK CLOSE,E01027299,South Northamptonshire 005C,Investigation complete; no suspect identified
431ca9c8dcbb927ab9a36a8b333c14f5d8ce6e8dd30ca3f791a26aa8ef585da0,2013-09,Northamptonshire Police,Northamptonshire Police,-0.899131,52.239668,On or near Parking Area,E01032979,Northampton 021F,Investigation complete; no suspect identified
d67338569095af24ce67fbf2bc454c565985dc78eca8e121d9be9638f6e58aa4,2013-09,Northamptonshire Police,Northamptonshire Police,-0.814420,52.441784,On or near LOWER KING STREET,E01027107,Kettering 002D,Investigation complete; no suspect identified
42370e0816c202596d7e2e90308ba3fa34829bf00b690a6e61967438baa87885,2013-09,Northamptonshire Police,Northamptonshire Police,-0.617767,52.330556,On or near RINGWELL CLOSE,E01027040,East Northamptonshire 006C,Investigation complete; no suspect identified
704634eb6d882b41c38998fd4eccc2c1b17e0c5b6381418d0183c07e44afd6b3,2013-09,Northamptonshire Police,Northamptonshire Police,-0.720229,52.506874,On or near UPPINGHAM ROAD,E01026981,Corby 002E,Investigation complete; no suspect identified
ff686a43f0ff06a3fc74f75a4e2977c3beda829fd21f6f2229d6a184d1a99fb1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.857177,52.289671,On or near WEST STREET,E01027019,Daventry 005C,Investigation complete; no suspect identified
6be5135784442a45ed812bb7359ec2472f5e89a4d105a150c2832d1ddf91628b,2013-09,Northamptonshire Police,Northamptonshire Police,-0.591985,52.309195,On or near Sports/Recreation Area,E01027034,East Northamptonshire 007A,Investigation complete; no suspect identified
fd60cf94afcf440c9d310cdd20a00747207b3ec4f724305ac73056501c8b3dd5,2013-09,Northamptonshire Police,Northamptonshire Police,-0.716956,52.501885,On or near STORNOWAY ROAD,E01026976,Corby 002D,Investigation complete; no suspect identified
83961a96d02dfda9f7b39b60b62d8b8f20390943ad17d8d19333d704b85f5415,2013-09,Northamptonshire Police,Northamptonshire Police,-0.814420,52.441784,On or near LOWER KING STREET,E01027107,Kettering 002D,Investigation complete; no suspect identified
7039e3f615c830911c083375bd60c63f21c2a6561276ea39be1e969d168892cb,2013-09,Northamptonshire Police,Northamptonshire Police,-0.818723,52.264721,On or near Pedestrian Subway,E01027197,Northampton 007B,Investigation complete; no suspect identified
77c9719811c2fa9a46adf4aa7906fbd837be1bc832087b9732ed1793d27fd8ff,2013-09,Northamptonshire Police,Northamptonshire Police,-0.730559,52.468443,On or near BEDE CLOSE,E01026956,Corby 008D,Investigation complete; no suspect identified
baf0439e18f543a46339221027d9e8b33382f26bdd6143694d371e17c8581280,2013-09,Northamptonshire Police,Northamptonshire Police,-0.719141,52.374854,On or near Shopping Area,E01027131,Kettering 009D,Investigation complete; no suspect identified
e068ef47fc7ba82ad98927a451121030965a4492c506f04adcfeb6d317b0e88a,2013-09,Northamptonshire Police,Northamptonshire Police,-0.677564,52.493441,On or near CRUCIBLE ROAD,E01026957,Corby 003A,Investigation complete; no suspect identified
7113443744a94f2d06bdc08c3de4492ad6670abdb95b86b8d420bfb5a94c8509,2013-09,Northamptonshire Police,Northamptonshire Police,-0.683146,52.302856,On or near KNOX ROAD,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
441216423d982fc274e999146a432396f27fd6c3bcd70873ddb150e9458a632c,2013-09,Northamptonshire Police,Northamptonshire Police,-0.723613,52.308883,On or near FOWEY CLOSE,E01027347,Wellingborough 003E,Investigation complete; no suspect identified
abf029f27239980ea585e604ccb84d35f6806063a3006e6bfb904f6bc1b22fd1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.745241,52.406124,On or near BARON AVENUE,E01027117,Kettering 007F,Investigation complete; no suspect identified
248f7aacf64d626bdd74bbee5962bd2fedbf978e2e737c6a19255812ac47a092,2013-09,Northamptonshire Police,Northamptonshire Police,-0.871242,52.247352,On or near Sports/Recreation Area,E01027136,Northampton 013A,Investigation complete; no suspect identified
0aaa522e8a957fd4491458050d8543c2c3bac952e22eefcfafa5e71624f862e1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.731267,52.471463,On or near MALMO CLOSE,E01026954,Corby 008B,Investigation complete; no suspect identified
ae570084b276a77a41019f590a8d20e0486c8dbb00fc4b13a3af1c9622ecdbbe,2013-09,Northamptonshire Police,Northamptonshire Police,-0.872558,52.249181,On or near ABINGTON AVENUE,E01027136,Northampton 013A,Investigation complete; no suspect identified
2911b0032be734822c72b9fec0deb7f65a87f13f537e463edc2bc4184bfd1586,2013-09,Northamptonshire Police,Northamptonshire Police,-0.921508,52.257820,On or near WELLAND WALK,E01027243,Northampton 017D,Investigation complete; no suspect identified
03d02d4fce0ed119266e1c4e98597e2bdcb8c36632fed21dad516dc4c7bd4dd5,2013-09,Northamptonshire Police,Northamptonshire Police,-0.870252,52.247127,On or near WANTAGE ROAD,E01027136,Northampton 013A,Investigation complete; no suspect identified
629eceade5b58f376b78f23663565982e2a3bf62f70192249671b6f98d57f4c1,2013-09,Northamptonshire Police,Northamptonshire Police,-0.871242,52.247352,On or near Sports/Recreation Area,E01027136,Northampton 013A,Investigation complete; no suspect identified
51443a943e35303f71dd71ddd589bf5bb3da0c44b5ea11b7d7d04d76800407f9,2013-09,Northamptonshire Police,Northamptonshire Police,-0.724085,52.403111,On or near LINDSAY STREET,E01027105,Kettering 006A,Investigation complete; no suspect identified
da464a29e9f3ab1c2676124e21e7add02fe1383bce77a237bba7182b795d75c0,2013-09,Northamptonshire Police,Northamptonshire Police,-1.159019,52.262213,On or near Sports/Recreation Area,E01026987,Daventry 006A,Investigation complete; no suspect identified
9988e6860d5a82eafd41d01aa92908c4d9ea7faf7518d9ffe1d176cc5751e11c,2013-09,Northamptonshire Police,Northamptonshire Police,-0.862189,52.259969,On or near ST ALBAN'S CLOSE,E01027168,Northampton 012A,Investigation complete; no suspect identified
0c07074477c335f74b16839e44b983f653846293cf2a3dc4ed1d931e23684574,2013-09,Northamptonshire Police,Northamptonshire Police,-0.871242,52.247352,On or near Sports/Recreation Area,E01027136,Northampton 013A,Investigation complete; no suspect identified
ae139be4fd8cfee248621cf4947d72c35b5e5d6ed63072db402fe1de1a6b736a,2013-09,Northamptonshire Police,Northamptonshire Police,-0.808377,52.269112,On or near WINNINGTON CLOSE,E01027178,Northampton 005C,Investigation complete; no suspect identified
5b27a27e5c5d403faddde7ede5e67a23aec6c7f1b315ec468526b95cb319b06b,2013-09,Northamptonshire Police,Northamptonshire Police,-0.869360,52.256855,On or near BEECHCROFT GARDENS,E01027173,Northampton 012D,Investigation complete; no suspect identified
6b806305b9ed2f9b5eb68ecaed434d4a16c8d9ed8aade935fed67b6376ac0975,2013-09,Northamptonshire Police,Northamptonshire Police,-0.871221,52.248179,On or near Sports/Recreation Area,E01027136,Northampton 013A,Investigation complete; no suspect identified
d5fc72f28b8b763a49fbb42dfb73054d32546225223ac415eb290af7866e079d,2013-09,Northamptonshire Police,Northamptonshire Police,-0.871221,52.248179,On or near Sports/Recreation Area,E01027136,Northampton 013A,Investigation complete; no suspect identified
bf7a5a493c8e628e2dbb47e7703e86994b53191fa51f34c744ed8cf5f7d27cfe,2013-09,Northamptonshire Police,Northamptonshire Police,-0.717538,52.496057,On or near WELFORD GROVE,E01026973,Corby 004B,Investigation complete; no suspect identified
2d5314390127675bd310173a599d475c8b76a74df1f717772ce332654252357b,2013-09,Northamptonshire Police,Northamptonshire Police,-0.700855,52.475340,On or near BLACKBIRD ROAD,E01032966,Corby 009E,Investigation complete; no suspect identified
03d1d510e37cd052db8df83e104c2232198dba63d65595a3874f5b753354d697,2013-09,Northamptonshire Police,Northamptonshire Police,-0.689027,52.314285,On or near SANDPIPER LANE,E01027331,Wellingborough 002B,Investigation complete; no suspect identified
dea046140f0de13864ca5cfe69e7eb3b5f9476f9f4c541e5bf899f05288cf123,2013-09,Northamptonshire Police,Northamptonshire Police,-0.701196,52.470732,On or near BELVOIR CLOSE,E01032966,Corby 009E,Investigation complete; no suspect identified
7c34316f61eadcab6ec987f5721471bf4f69e5662db75644f59aa4de09fb8233,2013-09,Northamptonshire Police,Northamptonshire Police,-0.689027,52.314285,On or near SANDPIPER LANE,E01027331,Wellingborough 002B,Investigation complete; no suspect identified
6f687c178129161e599e64f9f11879c70ae825a14a3b785736534ffb68fb0714,2013-09,Northamptonshire Police,Northamptonshire Police,-0.679890,52.300913,On or near CHESTER ROAD,E01027315,Wellingborough 004C,Investigation complete; no suspect identified
05a6b178df58cbbcde62d5004abe2947c2f5f24d0dc2f18e5d849b3f6ce46496,2013-09,Northamptonshire Police,Northamptonshire Police,-0.642964,52.339695,On or near FREEMAN WAY,E01027328,Wellingborough 001C,Investigation complete; no suspect identified
8d53a263adb569a7ef27b13fc23b41a4269928578f3919cacf39001b156b8ed4,2013-09,Northamptonshire Police,Northamptonshire Police,-0.683373,52.304108,On or near CROMWELL COURT,E01027313,Wellingborough 004A,Investigation complete; no suspect identified
ee02c3f0c4883a5b555620f61a72beb8dec0a38add264cbf9319978b13dcf3f1,2013-09,Northamptonshire Police,Northamptonshire Police,-1.066281,52.067451,On or near MAIN ROAD,E01027261,South Northamptonshire 007A,Investigation complete; no suspect identified
aef3b0c5cb838a66199572b8c18f00676d19279a29ab550ca2d3a9cfa927b288,2013-09,Northamptonshire Police,Northamptonshire Police,-0.825826,52.446618,On or near Sports/Recreation Area,E01032970,Kettering 002H,Investigation complete; no suspect identified
a691866f3a54606744cddd9b2578fccb761b660d921ad7e19ac391c3ad390ff5,2013-09,Northamptonshire Police,Northamptonshire Police,-0.806284,52.258644,On or near HAREBELL SQUARE,E01027176,Northampton 011C,Investigation complete; no suspect identified
4409a347d36575affdf6c883a8e2cc9dae1144921cbf9aed49c49e28c1da32e8,2013-09,Northamptonshire Police,Northamptonshire Police,-0.719341,52.403006,On or near BATH ROAD,E01027106,Kettering 006B,Investigation complete; no suspect identified
ae6c4796292efd597aabbf90599c526b869a82dc35fbc24c92a8e3fa289335a8,2013-09,Northamptonshire Police,Northamptonshire Police,-1.155713,52.030023,On or near WESTHILL AVENUE,E01027269,South Northamptonshire 010D,Investigation complete; no suspect identified
