Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
fdd8ab9dd7590130d6dcde61ed5b9e49e30381170c618e28999215f3d9d0a9b3,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.720112,52.556172,On or near LINKS ROAD,E01026612,Great Yarmouth 010C,Investigation complete; no suspect identified
7060fa902193c381c47d87b7499204174a0d16de7f4bbee12b339d43bed6c294,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.603438,52.493522,On or near CHURCH LANE,E01026943,South Norfolk 010C,Investigation complete; no suspect identified
e918f25b6312707c11901dcedb05582d97ccd72669acb0fdbf812e95a72ade72,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.293150,52.645268,On or near MILLERS LANE,E01026843,Norwich 003C,Investigation complete; no suspect identified
d2f81c4ce04780dbdd682c27a13fb4fee75dd0559d73bfecb568ce48e3e3e020,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.221031,52.689971,On or near ST MARGARETS CLOSE,E01026519,Broadland 007B,Investigation complete; no suspect identified
44d7e49382e6cdcfc4d5e9ead5150cd887cda3d31ba070e12cc19a76fede81c8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.351058,52.634128,On or near DAVIDSON ROAD,E01026573,Broadland 015E,Investigation complete; no suspect identified
b1b1ae19b362fbbabd98554bd885921f051acb9658d539e0d9b04d2efe415807,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.614746,52.669439,On or near A47,E01026445,Breckland 002C,Investigation complete; no suspect identified
60bfd9ddc0ca43ff1e949a0f29af13c9e68d0381886ec4eed46c09b12894fe78,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.251358,52.663889,On or near FALKLAND CLOSE,E01026529,Broadland 010D,Investigation complete; no suspect identified
529f173cc4110daef39e72fd3ffb7fe1a02cb7e2810e62b3e3787c24e53bec04,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.426545,52.766085,On or near FOLLY COURT,E01026669,King's Lynn and West Norfolk 006A,Investigation complete; no suspect identified
9c4eed8751dd1b1ec1247df5013af919694e9f7da82859fe18542296fddc5aea,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.321699,52.635675,On or near REGENCY COURT,E01026806,Norwich 004D,Investigation complete; no suspect identified
d27e7c6484f23dc773c18da2d4dd803d58ae955193753e6fa9a0038e3db2ccf8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.108789,52.376676,On or near MARKET PLACE,E01026891,South Norfolk 015D,Investigation complete; no suspect identified
5f45d6f57d49cb5024eefd3a96eabe68fc8e7b67e0ee96dfa5fe502e4f661d7a,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.845686,52.841781,On or near Sports/Recreation Area,E01026746,North Norfolk 011B,Investigation complete; no suspect identified
5f99f0c3a1bf39245097988c274dd535464e8b6ea8fc546a558e4d571c1c325c,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.728785,52.581669,On or near GROSVENOR MEWS,E01026632,Great Yarmouth 009E,Investigation complete; no suspect identified
2c6e3e037ad07d66435aa99ace57a883a352822c3dce81039da3992b395f863d,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.749948,52.413318,On or near WELL STREET,E01026468,Breckland 016A,Investigation complete; no suspect identified
0ead35788a85efb58dafaac00296dc75991fd6efb2598820fe40d7c55169e747,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.281110,52.624279,On or near TRINITY STREET,E01026856,Norwich 011E,Investigation complete; no suspect identified
a31e427f7e807c8d5f859c4cab5197767d67b292f0887a92fa17c6f1a14db2d9,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.567555,52.648856,On or near OLD ROAD,E01026504,Broadland 014A,Investigation complete; no suspect identified
09f205eb1c3370d321be956a2306d5f33f69bb14c0df84e96aaf94e92bfd6c2a,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.081469,52.388040,On or near SNOW STREET,E01026931,South Norfolk 015E,Investigation complete; no suspect identified
e832b3f0b92977af0025756fbb91568c76c98c7161594bbbaa7296f7e0fd493e,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.730006,52.596382,On or near ORDNANCE ROAD,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
bfb004c92c388cc57b03873ceefaf255f29de590adc48efbe90ae518bbc45c7f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.729694,52.612690,On or near EAST ROAD,E01026595,Great Yarmouth 005A,Investigation complete; no suspect identified
1eb4554859e2d147111c8a029c2f90e30c55fba864498024676fed6f6a4a36b8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.279839,52.638308,On or near FREEMAN SQUARE,E01026827,Norwich 007F,Investigation complete; no suspect identified
435c1b8b05a13fd0bd0790932b493ebb55396737936a049b98e6f23362f15b6a,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.319424,52.638815,On or near MOSSFIELD CLOSE,E01026806,Norwich 004D,Investigation complete; no suspect identified
5a81bca80d2e73713f20220435ceabc3208e3c7f05af01858f6488457c776e53,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.720112,52.556172,On or near LINKS ROAD,E01026612,Great Yarmouth 010C,Investigation complete; no suspect identified
2815ee7accd539926d482e17b260e4370a4ed3546d8d20bd53d663bff18771ee,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.286538,52.663547,On or near SPENCER ROAD,E01026797,Norwich 001A,Investigation complete; no suspect identified
31a28138ecba83de3b80f340d584713eddc20dca4ba81799876b958acf25ccf8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.264794,52.653249,On or near Petrol Station,E01026531,Broadland 011B,Investigation complete; no suspect identified
31d896632026a22a78387563ba96fa24078eac0b25e68b2e205f1c2abf95f506,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.394809,52.812991,On or near MILL ROAD,E01026755,North Norfolk 010C,Investigation complete; no suspect identified
f00a4d0021d15d9b82a44a84648b94fe6785687b6b7d02d2080363694d916e11,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.411338,52.751101,On or near MOUNT STREET,E01026667,King's Lynn and West Norfolk 009B,Investigation complete; no suspect identified
1eebfb07b375a6438800500d014e73d7662a6cc6b4d1e7153d9179230e93a000,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.278382,52.640174,On or near HEIGHAM STREET,E01026825,Norwich 007D,Investigation complete; no suspect identified
14dabcdc5a3409ab54da145dca0f74350d0e1e0dc1d905a1701636f1441bc8f5,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.366128,52.817550,On or near TUNGATE ROAD,E01026759,North Norfolk 010G,Investigation complete; no suspect identified
25d4b2a670428f6caea048f13718bf26e399dd64113fa2de1942b5085859934f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.353293,52.636673,On or near ST CATHERINES ROAD,E01026570,Broadland 015B,Investigation complete; no suspect identified
5c9f772a4a76f1503dfc0262c7428d26900d33282253bfcfffe2fa7eca4009ec,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.939768,52.681845,On or near Nightclub,E01026426,Breckland 005B,Investigation complete; no suspect identified
1ff0d576aff99d15eb8dde9695352a94b8ab206f832068afcdf87a5c43ba9dc8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.278347,52.636146,On or near OLD PALACE ROAD,E01026827,Norwich 007F,Investigation complete; no suspect identified
e2d2dc23c4f354c0999c2b606a27259d6b2e206e1d10c600402a60ed552db35d,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.290782,52.625350,On or near MALTHOUSE ROAD,E01026822,Norwich 007A,Investigation complete; no suspect identified
6b4abbb9ea7ed6a31f6d397047c2ef6b3a92c8007c3811691c0a0e8f343ae73b,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.743727,52.404083,On or near BRACKEN ROAD,E01026478,Breckland 017E,Investigation complete; no suspect identified
3bc3edf2ce3db8ecf9aafbf48f0c37dc2ddd8943f2595814356afd1eb91bd925,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.090759,52.906234,On or near WHITE LION STREET,E01026742,North Norfolk 004B,Investigation complete; no suspect identified
9ccc1217a110946ea20a9abc5035506166d9a81065600ad7fc6c334ca96b9721,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.875901,52.433081,On or near BRIDGHAM LANE,E01026440,Breckland 014B,Investigation complete; no suspect identified
839acdb74a2e3c506221854b170ec18164f4820fe849d5485adba34d94b7ba99,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.400221,52.754293,On or near ALBION STREET,E01026698,King's Lynn and West Norfolk 011A,Investigation complete; no suspect identified
17b8f3aa091aeb52449d5c77ab4e41ed48a87eef0ef408563ec2622485852c71,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.292417,52.627050,On or near WILLIAM BOOTH STREET,E01026822,Norwich 007A,Investigation complete; no suspect identified
54a0c27a84a7e7a32a8d8a18d8d9b1ed8ad90e7f7140b0853e6db9a5eb1ee15d,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.235971,52.605205,On or near NEWMARKET ROAD,E01026881,South Norfolk 002A,Investigation complete; no suspect identified
1d8c48cd718cc2f021870ba028372268f0c8f1b0e7ba926cc6d34f70c7477728,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.547653,52.661659,On or near BACK LANE,E01026504,Broadland 014A,Investigation complete; no suspect identified
efb20b2247ad468546fcbcee059c110b77db9f1559ae957424ef93d941013355,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.261967,52.621840,On or near NORTH PARK DRIVE,E01026814,Norwich 012E,Investigation complete; no suspect identified
b83a68670dc5c4b4d69d7fc8226c64d7e3061e8790c40ac5ad1dabaf45f5e4a5,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.603438,52.493522,On or near CHURCH LANE,E01026943,South Norfolk 010C,Investigation complete; no suspect identified
fa26e63e1530ecc56d8d4db6bb920add4e67ad20a083d736b473b0f9c5d07edb,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.305884,52.627871,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
a5787c379bcf3e617bc04ae7edea0e09bf8933c6886772421d51c9a8dd643301,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.091399,52.906038,On or near CHURCH STREET,E01026742,North Norfolk 004B,Investigation complete; no suspect identified
1a9c089b83eecee32f5ceecacdb1e073c43a091bcf37cbedd95ccdcdf87700fd,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.717288,52.581392,On or near CHERRY ROAD,E01026602,Great Yarmouth 009B,Investigation complete; no suspect identified
e7b12cbc91142e4c936cfc5b76450853ac37dc0b7e1d501a750f46d7e6e405de,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.828138,52.570473,On or near MEMORIAL WAY,E01026488,Breckland 009C,Investigation complete; no suspect identified
63c6f847dea6cd1eaa02e6b825450c4cfa7cc1376882b435502ba587605d67c2,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.699735,52.696085,On or near BEACH ROAD,E01026607,Great Yarmouth 001C,Investigation complete; no suspect identified
a39c2a209b2e98a01bc4ee9227eb9fc038c4fd81d941b3a29888d152195e2492,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.020818,52.662000,On or near ROBERT KEY DRIVE,E01026480,Breckland 006B,Investigation complete; no suspect identified
ea4fb345284bf3b00070684d0d29d26ca152d87ce18d3042ab2b079f77c107d8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.279962,52.613285,On or near DANIELS ROAD,E01026811,Norwich 012B,Investigation complete; no suspect identified
ee655c47dd3bf9e9e8f342ac74fad83af3e3bbd714d05826de99246be943f1c5,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.712628,52.669741,On or near OLD COAST ROAD,E01026628,Great Yarmouth 001E,Investigation complete; no suspect identified
4fba53830f086090486a1894b5e13a938dd5d92adb699a06c482880572755cf8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.125026,52.626659,On or near ORCHARD CLOSE,E01026896,South Norfolk 002E,Investigation complete; no suspect identified
c4767ddffca6e3351c596d06c7ec0fce544539b46afb4dfd25313fb72d1d76aa,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.143275,52.571775,On or near LOWER SPINK'S LANE,E01026885,South Norfolk 007B,Investigation complete; no suspect identified
c8051744d7dc7939727aa7094c85a8dfef784de9e19ff4e8ba1dff110fc0d29e,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.986537,52.735522,On or near Park/Open Space,E01033042,Breckland 001F,Investigation complete; no suspect identified
45c3068c28e53514dd7a978b3cb8698824831ee28db055b18f554504072458ab,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.749948,52.413318,On or near WELL STREET,E01026468,Breckland 016A,Investigation complete; no suspect identified
f6bc2a1c81df5b3f81e2d661700c0fee408167c5fce6afbb290a9f2585187040,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.271126,52.631103,On or near ST THOMAS ROAD,E01026837,Norwich 009C,Investigation complete; no suspect identified
ae83c0e10cdeeea34564290abb40c35518fbaf635c04a184c4836930f40775c1,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.252346,52.620045,On or near Parking Area,E01026810,Norwich 012A,Investigation complete; no suspect identified
e63513e7ea08d7600e4135ea73f7c59153434bce65f4a6969272b1b47cc08f2b,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.730333,52.619155,On or near GARFIELD ROAD,E01026599,Great Yarmouth 004A,Investigation complete; no suspect identified
fc01d0cc4cee182d1583f6c515a2380e5420a9867094c4a3526dc0cda2b0ef6f,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.825651,52.670108,On or near CROWN LANE,E01026453,Breckland 004C,Investigation complete; no suspect identified
221112d3cbbf0e4106d2398145d53cacf2a5cdcc82156455f4ec25919f5d2e5a,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.558283,52.741232,On or near ST NICHOLAS CLOSE,E01026665,King's Lynn and West Norfolk 012A,Investigation complete; no suspect identified
cd98b542dbcbe46cddc501df44c0fafed0a8b93a4b53e98a3cf1a3fdaa13e180,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.718801,52.607438,On or near LADY HAVEN ROAD,E01026635,Great Yarmouth 007D,Investigation complete; no suspect identified
fb832b5b38b03c069d75d84db8930a04a1ead1e6351c97bdcbfc106de8f67fb9,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.184593,52.584025,On or near LOW STREET,E01026914,South Norfolk 009B,Investigation complete; no suspect identified
50a3df8286d16533b4b1a710058c37fbc33cae88f2c6318d55d80d38608542cf,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.185534,52.661958,On or near BROAD END LANE,E01026685,King's Lynn and West Norfolk 013B,Investigation complete; no suspect identified
b53a61d45ad1d7ee89785296cd74aa0c8bd92d33006c4f3c393e58e4fad06f14,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.331120,52.794220,On or near COMMON ROAD,E01026789,North Norfolk 012D,Investigation complete; no suspect identified
a706429117faa71e80b955ad989facf21f791b4216110182196f1856449e4f5f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.412975,52.645238,On or near LAKELAND CLOSE,E01026545,Broadland 008A,Investigation complete; no suspect identified
0478ec68e5175e91fa6cf5fd40292dc5c885dc3a8cfbbd098a6f5ea01768f437,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.304757,52.628217,On or near PRINCE OF WALES ROAD,E01033439,Norwich 014B,Investigation complete; no suspect identified
9566f7e2124aded52a56798eab0d77a5dfed2bb02089e89ab6b7d8d89a3db13a,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.329240,52.758937,On or near OLD HALL GARDENS,E01026514,Broadland 003A,Investigation complete; no suspect identified
779d6c2909d29729f00bcbbf5510f774a1232e42b40d846b177a0461dd52bfec,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.162757,52.773569,On or near MARRIOT'S WAY,E01026523,Broadland 002B,Investigation complete; no suspect identified
7b5d78f558fed05cdb27d5cea9a30433158ef9e75554def8610dfe2907ea1e4a,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.316615,52.623973,On or near WILSON ROAD,E01026849,Norwich 015B,Investigation complete; no suspect identified
77eb583b1d8fbe3a3dbb509d31d55bd6598744da0ba8d97c37dd9bacc0c60bc8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.731262,52.620691,On or near ARUNDEL ROAD,E01026639,Great Yarmouth 004B,Investigation complete; no suspect identified
ffb39e77beefc52265fc916decf2360c25bb487ed4159858735a80a34485d267,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.312109,52.627319,On or near ETHEL ROAD,E01026850,Norwich 015C,Investigation complete; no suspect identified
ea727eb1fd5ade97e962994ca484b75e414cf9bd51f6bff95c49294b21130566,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.297848,52.632250,On or near WENSUM STREET,E01033438,Norwich 014A,Investigation complete; no suspect identified
bd9a9e47c2cb3e9a923ba62b43fc165e5f46005742bbe6b91203e682309f9a09,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.939676,52.680921,On or near CHURCH STREET,E01026425,Breckland 005A,Investigation complete; no suspect identified
ac4f036d3c44d7cd006c80c92f55a594cb494dde8fe6aefd6194e403a6701a87,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.238919,52.641908,On or near RANDLE GREEN,E01026869,Norwich 006G,Investigation complete; no suspect identified
6c2ed0cb1dbb4be5309c6addc230f59bc3fee5ad33afc90d07d50bfdddd1b65f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.301557,52.629493,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
da7f35e09a661e8f9f220b5d7f3ce3c20cdb539202ac0951ad28c9355bac0c58,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.324308,52.639667,On or near BORROWDALE DRIVE,E01026806,Norwich 004D,Investigation complete; no suspect identified
02e8fc78ddd73d306eb43074e45c747902f48b0b443b06d7bcdc153b6eeda0cc,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.293650,52.642278,On or near TRAVERSE STREET,E01026846,Norwich 003F,Investigation complete; no suspect identified
14ee190e5f4d7c8f1d5a87f7fa7d96bea4f737afea5028509534163bd6a83711,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.723342,52.579655,On or near RECREATION CLOSE,E01026632,Great Yarmouth 009E,Investigation complete; no suspect identified
f0dab9e763c066fbf09122220fce20a4f98f7369042326bfefb05d37c67ee083,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.284399,52.643326,On or near STONE ROAD,E01026830,Norwich 002C,Investigation complete; no suspect identified
1b34892f3f6da82d1f35e2aed56dc9d69aac7b3e2905e221b7eaea4744e84908,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.735798,52.595192,On or near Theme/Adventure Park,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
89c04512b22c332bc0f9aac1841df908349bd00589b3954562ff54db72d235a0,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.397223,52.753122,On or near SEDGEFORD LANE,E01026699,King's Lynn and West Norfolk 011B,Investigation complete; no suspect identified
a38824fa5b6fb8846c6276cac166a5ee234ade97f19c4cb41ce7dc335dc80371,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.720644,52.564718,On or near GRESHAM CLOSE,E01026618,Great Yarmouth 011B,Investigation complete; no suspect identified
42853da2235d5830a77eac64a169595fe130d6f735d6bdbc6e5cf12ef16b6b8b,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.733022,52.619844,On or near SALISBURY ROAD,E01026639,Great Yarmouth 004B,Investigation complete; no suspect identified
292a5c99783118575af3737e55538c9d7f05793b6337069a9eaf4f6ec58e839c,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.302641,52.628968,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
d88f71a73213617ba0d1f883c43443a42eaf8d26de080f6a98a9c0dfd50b28f1,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.420794,52.766895,On or near CALAMINT ROAD,E01026670,King's Lynn and West Norfolk 006B,Investigation complete; no suspect identified
1a22d4f114e37ec38047f0e7b0d746352acf9b490dab87d0f185fffc6b3b4a33,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.292642,52.629265,On or near Supermarket,E01026823,Norwich 007B,Investigation complete; no suspect identified
8db3a1802c283c9f3bdd4848c6e8d536fcaef126406c5a6ae8f38b55ab6aedbc,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.862179,52.837176,On or near WHITELANDS,E01026745,North Norfolk 011A,Investigation complete; no suspect identified
1d9f2c749ed6f43d4c44ab6f5a816c4487832cec6fdf8de413899538c9cce7be,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.122759,52.624506,On or near EASTLEIGH GARDENS,E01026896,South Norfolk 002E,Investigation complete; no suspect identified
66c94a834c7623dba03d8e7e8425ac01decdd1ccda10c06c3e3c0cb7ce17e16d,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.402027,52.747243,On or near LYNWOOD TERRACE,E01026700,King's Lynn and West Norfolk 011C,Investigation complete; no suspect identified
f1367d24d6e4480baa86f4cee45c8fb9308896198a182f67a25cfbc168501ce9,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.260846,52.621475,On or near Parking Area,E01026814,Norwich 012E,Investigation complete; no suspect identified
12ff46168684c9eafc3438d180007f60497bb6594020d267662eb1fe641f91e0,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.315056,52.648884,On or near MOUSEHOLD LANE,E01026802,Norwich 001F,Investigation complete; no suspect identified
0b98c6a9996ef80f3d9b4442282035f8686edb2e28f4f6ec162279255899ab6d,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.260846,52.621475,On or near Parking Area,E01026814,Norwich 012E,Investigation complete; no suspect identified
a4fc98d83c54264830c84bac78c6a8db8ab0914c98d7f62054bd112de2563af9,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.307184,52.628257,On or near ASPLAND ROAD,E01033439,Norwich 014B,Investigation complete; no suspect identified
9d7c04427ee5ce80f8aa5bcde0cc78ef56646cb7a3a8b61e1e12f235a048970c,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.735426,52.600708,On or near Conference/Exhibition Centre,E01026626,Great Yarmouth 006E,Investigation complete; no suspect identified
de2737877b12d426b51954887711b05e022f00ecc7e1340926e1b36ca8b71a01,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.939706,52.664850,On or near KENNEDY CLOSE,E01026434,Breckland 005F,Investigation complete; no suspect identified
d87547cc606ce6174569a973079c80b3a30b9c2e315519b2a8af7958a3ad42a4,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.301557,52.629493,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
3d48d030182a2a1bdde10282ee0b603f3a7c53ab981d93788eb4448c6c06b67c,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.279527,52.632759,On or near WYMER STREET,E01026824,Norwich 007C,Investigation complete; no suspect identified
517c2c5c5c0cc994e9fc6cac5ecf3829fce32584796df894d8d4d1072af12f00,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.862715,52.832010,On or near PARKER DRIVE,E01026748,North Norfolk 011D,Investigation complete; no suspect identified
af9188313954198758230f9058fec68b347d13c8ede2a8479f08eba0cb839ab5,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.735931,52.625878,On or near CHAUCER ROAD,E01026641,Great Yarmouth 004D,Investigation complete; no suspect identified
bd21648fedcf9e2ab8017f569787850457c9334efebd68421dcde68b1df5b874,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.121236,52.378965,On or near WALCOT RISE,E01033539,South Norfolk 015G,Investigation complete; no suspect identified
4e545cf37dae5e85e894290ec766122af07a708a6789c098ea01f11dab6400ad,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.305884,52.627871,On or near PRINCE OF WALES ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
4b4396b4df2cc3f73670b490af65aad6e0632a962125b465e7b7260f835266ee,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.274226,52.652610,On or near APPLEYARD CRESCENT,E01026832,Norwich 002E,Investigation complete; no suspect identified
ae6bda4eb8cadbcf3757ca4a6e1602061966d396df316fef1fd5951b6de034f8,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.731741,52.593683,On or near COPPERFIELD AVENUE,E01026622,Great Yarmouth 006A,Investigation complete; no suspect identified
9b84a443d4155b0400c0c73d50c38a6a66779e6a811270cc65c5cea7a36fbc07,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.684770,52.699277,On or near BEECHWOOD ROAD,E01026605,Great Yarmouth 001A,Investigation complete; no suspect identified
aac241aa2c59718b7cc64ed1b0882ab35fe939a8cfa9aac5769b5dfcfb52ed9b,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.849570,52.837371,On or near ST PETER'S ROAD,E01026745,North Norfolk 011A,Investigation complete; no suspect identified
e99d844f932b022ebe4c8b21ca89a7dd1c79a2ba1528497598485e2bdc319834,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.723679,52.587101,On or near MANOR CLOSE,E01026600,Great Yarmouth 007A,Investigation complete; no suspect identified
aa98348f593e52e0863335b58d17ed233a5f103be21b7bfadb87a4211f202139,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.259899,52.625225,On or near BUNNETT SQUARE,E01026859,Norwich 010B,Investigation complete; no suspect identified
9402807cbf1797705d8c0ce578c8811733303ca645bd30b42784946f7cb74f9f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.325610,52.638317,On or near STEEPGREEN CLOSE,E01026804,Norwich 004B,Investigation complete; no suspect identified
0cea3ad6d56236e8379d6c78b4b482cc0ffd8951a0357c206348b824e8ba04eb,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.728085,52.606112,On or near KING STREET,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
68b83b8c462d769208fb996299feadee164b3c46bb4a94a7d890e739f8ed0821,2015-06,Norfolk Constabulary,Norfolk Constabulary,0.403251,52.756291,On or near LITTLEPORT STREET,E01026698,King's Lynn and West Norfolk 011A,Investigation complete; no suspect identified
665a58c8ef883bea7445b62a1d8679c85c73481e8feaf41e493016013fccddbf,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.224756,52.932167,On or near HILLSIDE ROAD,E01026731,North Norfolk 006A,Investigation complete; no suspect identified
956d62420bacb912b764bd9946e1c1887cd0c50db8931abeca952704ccce02b6,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.301557,52.629493,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
b875982703432c1ae13d9ee8b954b71d0ba775b1d3236b594089fc7e41eac8f3,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.293521,52.629744,On or near EXCHANGE STREET,E01026823,Norwich 007B,Investigation complete; no suspect identified
ef3f41b13323ed530d80d28aa800acbdbcd7c529121180df5f7a7067df31ed46,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.722283,52.589627,On or near COMMON ROAD,E01026600,Great Yarmouth 007A,Investigation complete; no suspect identified
74f143b2cc57d3a2e5e63d6db63551c53ebff039d03674fb955328c10631962f,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.734114,52.602819,On or near NAPOLEON PLACE,E01026624,Great Yarmouth 006C,Investigation complete; no suspect identified
58dad9a8c8ceab081574fb151a169a97362c25a49e102a21d3725ef65e9d3eb6,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.326534,52.639973,On or near FIRWOOD CLOSE,E01026806,Norwich 004D,Investigation complete; no suspect identified
50334e3ef56351182789942a5f88bc9fcbd14eb31d32f0e3420ed5d186737dd7,2015-06,Norfolk Constabulary,Norfolk Constabulary,1.734563,52.626128,On or near STURDEE AVENUE,E01026641,Great Yarmouth 004D,Investigation complete; no suspect identified
