Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5589f41d5b5c9b42cc3b6222521a58ae73679b194340a58c1bb8364f998f32ac,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.104159,51.799900,On or near ELIZABETH CLOSE,E01023489,East Hertfordshire 015C,Investigation complete; no suspect identified
650a5e9ae5fd654e21974ba9d75b3c2ebf5cb0aa4f904d045ada7b3e177e7f47,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.054993,51.825840,On or near WESTMILL ROAD,E01023471,East Hertfordshire 014B,Investigation complete; no suspect identified
5bc71d3aed50c97bd7953694f13efd2cf73ae78ef647747862a3a261df948462,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.069776,51.798774,On or near TOWNSHEND STREET,E01023478,East Hertfordshire 017D,Investigation complete; no suspect identified
bb0498ac972c6401aa807c71c325649702742a1443c0bd98b9f515493fa3590a,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.071884,51.796633,On or near OLD LONDON ROAD,E01023477,East Hertfordshire 017C,Investigation complete; no suspect identified
1dbfb45150a543886b0d12f8f82715f1cc82a3ce0a0baa26ea8352768c707b26,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029105,51.810527,On or near Parking Area,E01023514,East Hertfordshire 012C,Investigation complete; no suspect identified
4d623bca7efdd35b40004cd414ae51baf7113c124def72b75f6920b6c2906e1f,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.030124,51.815094,On or near GOLDSTONE CLOSE,E01023519,East Hertfordshire 012E,Investigation complete; no suspect identified
70f45d4564dea8843922f51d443492aae222b69948695afe281d189732ae3c65,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.084628,51.783029,On or near CECIL ROAD,E01023475,East Hertfordshire 017A,Investigation complete; no suspect identified
bef94678ba4228be6c353b95c4414555d655fcc9cb9ce2f43530c9e5881d9de3,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.025317,51.814861,On or near TRINITY ROAD,E01023519,East Hertfordshire 012E,Investigation complete; no suspect identified
ee2ee31f7e0e11812d8701196a496b626434244f3dadfb64dcc78e4caa14ecbb,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.073672,51.796527,On or near Pedestrian Subway,E01023478,East Hertfordshire 017D,Investigation complete; no suspect identified
d184f4ac2460c975ca5999f0c091425ea3652ea2e42bd475fe1e3f0746d952b8,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.109076,51.804062,On or near Sports/Recreation Area,E01023488,East Hertfordshire 015B,Investigation complete; no suspect identified
0608e4c35e80133db3e9131d913ab0d52667ecb5dccf79e8417c803b62854e93,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.106919,51.803272,On or near BURNETT SQUARE,E01023488,East Hertfordshire 015B,Investigation complete; no suspect identified
9105b1655e83f3ae45de80d7f498e0b6ad74372f2dd36da8f422d240110c40ea,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.105407,51.804399,On or near HEYBRIDGE COURT,E01023488,East Hertfordshire 015B,Investigation complete; no suspect identified
e1f377c935810d7208d58ebb702585ee544851952472ccffd6246175810d5952,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.186293,51.987194,On or near HIGH STREET,E01023592,North Hertfordshire 004F,Investigation complete; no suspect identified
ecd88eeefc0405db39854523002942c6020b5adbd1ad0aa3c73896f3718a4384,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.303082,51.705664,On or near Sports/Recreation Area,E01023720,St Albans 019C,Investigation complete; no suspect identified
43a16bdf79841d19897ff24d035fc091cbc3336edc75fdf0b554f5e8d846a034,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.651015,51.800567,On or near CHILTERN WAY,E01023422,Dacorum 004C,Investigation complete; no suspect identified
fa6905cbb848593d1bf33e023673b8584403bc6de967039279203178fc631654,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.670690,51.789902,On or near WOODLANDS CLOSE,E01023423,Dacorum 002A,Investigation complete; no suspect identified
d3446a9fdc977b343cbcdc3a7a133c21a344b17b12a4eefce15abac060900081,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.662226,51.794662,On or near Parking Area,E01023420,Dacorum 003C,Investigation complete; no suspect identified
2c2168720e1d663ba3ae17b24b825e201153472099f71a5619152a7db3b2759e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.656290,51.794360,On or near DUNSLEY PLACE,E01023426,Dacorum 002D,Investigation complete; no suspect identified
7c6748edbd8fd30c93e06cf3e8d5561ff584c39bcd7c3cb08f2fcdd6c702cd87,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.652731,51.810154,On or near BULBOURNE ROAD,E01023421,Dacorum 004B,Investigation complete; no suspect identified
11eb3207deb47322039655adacd94ae7d4ab41f1c9e82e1e9663a4ec59956c76,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.633941,51.767605,On or near CHESHAM ROAD,E01023422,Dacorum 004C,Investigation complete; no suspect identified
46db5e3ea00c26688a5ac6b6f0d9fcd2fd314fbac09c76f42b3c526687c11252,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.656614,51.801521,On or near HUNTERS CLOSE,E01023421,Dacorum 004B,Investigation complete; no suspect identified
e583686b1b5cb024b434d7ef11f9a9fee69956b928eb01d1004bfdf1c70e09e7,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.672499,51.792486,On or near THE ORCHARDS,E01023425,Dacorum 002C,Investigation complete; no suspect identified
34c8c754b9ad25ac9b3f0a83a578f67250f41ae55fe6e04a09ed2d3fd6b8a62a,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.661255,51.787296,On or near HASTOE LANE,E01023422,Dacorum 004C,Investigation complete; no suspect identified
e3973267b99caae8ba2dca09a7f2a8bd09dc16cb71b2f36de317f2353e8d49c9,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.662846,51.793815,On or near PARSONAGE PLACE,E01023420,Dacorum 003C,Investigation complete; no suspect identified
15da764ab924f5a8bb053a1fdf7c4cb5ca39297689c6d8357b1410c34e280312,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.661280,51.804083,On or near FIELDS END,E01023419,Dacorum 003B,Investigation complete; no suspect identified
ddab24e0c6d7a50cb2329bd05cb125fc3fbf6ed4a6b56a6d9e3a453ef82d5d25,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.702702,51.832394,On or near CHAPEL LANE,E01023424,Dacorum 002B,Investigation complete; no suspect identified
e154fdef0aad7e8aa6b666bf31bc2cd2b6368b7d5831e30d1bc2acd3600ff814,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.659154,51.801443,On or near ROSEBERY WAY,E01023418,Dacorum 003A,Investigation complete; no suspect identified
4872604290dc1554a4d2f23b9681024a70abbcd5ef083fe3c3678e465f940233,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.664206,51.793408,On or near Parking Area,E01023420,Dacorum 003C,Investigation complete; no suspect identified
0adae511e70b5929b97c767e4dc3a45696e1d0c5179348239094419e39911d07,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.663769,51.797404,On or near MEADOW CLOSE,E01023418,Dacorum 003A,Investigation complete; no suspect identified
5850b1169991de32e6fa677238ae3909a3655537c30bffb92274443b58955df5,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.644885,51.798465,On or near STATION ROAD,E01023422,Dacorum 004C,Investigation complete; no suspect identified
19c8e5c34826225a5fe6697fb790d431097622846430150931c319ddbe2ff70a,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.672499,51.792486,On or near THE ORCHARDS,E01023425,Dacorum 002C,Investigation complete; no suspect identified
6eb63fa97afafd2a82c88f522bc6755c3bbbdde205a412e0a04f816a60724206,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.657388,51.803769,On or near WINGRAVE ROAD,E01023421,Dacorum 004B,Investigation complete; no suspect identified
05a5c7ec85bbd83d92726b6b6e0edc88354e974272d0d65321b13a5c8cdc8ee5,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.659769,51.790480,On or near CARPENTERS YARD,E01023426,Dacorum 002D,Investigation complete; no suspect identified
6a8b467c1f5ba6d6cf01004e90e6b71d5d13c2f88da015c39ab4cf1f88544422,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.624335,51.800888,On or near CLARKE'S SPRING,E01023352,Dacorum 004A,Investigation complete; no suspect identified
dfe0e3f536afa6311dc90cac3710e80710d4aeec944d91990708754390e35f0f,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.664212,51.791735,On or near LANGDON STREET,E01023426,Dacorum 002D,Investigation complete; no suspect identified
6f6e789f33eafd23a341d53e13ceca3158e3542925e7a6a2cd469a2370d8eeb0,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.658299,51.805812,On or near SUTTON CLOSE,E01023419,Dacorum 003B,Investigation complete; no suspect identified
1feab0b7e898be48b3c28dc8cf317c36b4e1d8f33e8cb42f08cac98b112a36a1,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.460219,51.774063,On or near CLAYMORE,E01023396,Dacorum 007D,Investigation complete; no suspect identified
fdecafe1a3bdf92601b97b831b0cc6c9323cd831f686d8a845113eb9a6dc9f1a,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.661266,51.798697,On or near KINGSLEY WALK,E01023418,Dacorum 003A,Investigation complete; no suspect identified
5473b8af306b21e07b6d54d9a73d706865fd414164a40570e5cfc5ddf1cd8b09,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.431207,51.747971,On or near VILLAGE CENTRE,E01023410,Dacorum 017B,Investigation complete; no suspect identified
eda3a328e4b19a906f66fc163f62ae34605cbd1ccc3285bef0dee986d9c89925,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.499438,51.754500,On or near VALLEYSIDE,E01023385,Dacorum 016C,Investigation complete; no suspect identified
57ffd0d41714fd9f0c32c20db174f63a76dad2206cc7593a06c27156d532b35e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.499438,51.754500,On or near VALLEYSIDE,E01023385,Dacorum 016C,Investigation complete; no suspect identified
3255e64a963ceebcab0cb180f97694e670f2e7eaf2bd809c7cc3f262feb3e8de,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.650680,51.798199,On or near HARCOURT ROAD,E01023421,Dacorum 004B,Investigation complete; no suspect identified
3eab0c491cd52e065efb046a9c16146cc1d56cea090a70a00f19129daf969fee,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.469926,51.723179,On or near RUCKLERS LANE,E01023407,Dacorum 022B,Investigation complete; no suspect identified
f08bfb467db636403a167173b8078f2357ea7996d342dbff4acec483ae3577da,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.472544,51.754172,On or near MARLOWES,E01023398,Dacorum 015D,Investigation complete; no suspect identified
d4305b010a7cee4e7bdc9a023a99de0a02b271c65ecbaf9b5c48ccf8829b660c,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.451796,51.759304,On or near RICE CLOSE,E01023347,Dacorum 013C,Investigation complete; no suspect identified
72cf7f1eb3dee92d666c5c3057c0e4b64e472515f6c7b0b33436ecac1a5e69d7,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.425486,51.746708,On or near ST DAVID'S CLOSE,E01023410,Dacorum 017B,Investigation complete; no suspect identified
51a402c2e12c8a572a7d183a4dc057cdebde75635aeee0c1c42c79bef4ac7a2e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.498045,51.654916,On or near PARKFIELD,E01023814,Three Rivers 004C,Investigation complete; no suspect identified
24a91f87ee62dcfb26562c8368155ef27bee60013674c0db2507fa8b699277cd,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.477093,51.643415,On or near THE DRIVE,E01023851,Three Rivers 004D,Investigation complete; no suspect identified
ae855a2b2cbc7e040299ecb76c03273441482f495359077f4d114b4549c36f91,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.407965,51.695389,On or near HILL FARM CLOSE,E01023907,Watford 001D,Investigation complete; no suspect identified
4d51bf1b50cd9103119b6ebb2a48d1cd9585faca5c929a9b55feedd725ffe38d,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.494213,51.643591,On or near BERRY LANE,E01023853,Three Rivers 007E,Investigation complete; no suspect identified
7ee1f0027e8198acd3f01982e3394b566a4a87c26bf85237240958a9fd01dec7,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.338894,51.748160,On or near BARDWELL ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
919ee54191074d5e89d64cea0d2fa17970398062fb458d42f174dc265f2d8ba3,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.438350,51.639048,On or near VALLEY PARK,E01023841,Three Rivers 011C,Investigation complete; no suspect identified
7b63578281a260f7ffb3db53b4b0c996f507427d61b051c1c82b5f99b998f971,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386524,51.618367,On or near ILKLEY ROAD,E01023805,Three Rivers 010A,Investigation complete; no suspect identified
cfad3370071c1d92f5767a17ccf9459d5bbab4584d247fcb244f49e1174b2f55,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.393450,51.620234,On or near FURZE CLOSE,E01023843,Three Rivers 012C,Investigation complete; no suspect identified
0967459462c7378022e89654084d2d108b64d92bc699e9bac1e62b3bb8cd9ac9,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.401097,51.629528,On or near HAYLING ROAD,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
d009b4a488fc38953bc34e434e8e8df35dcf562efe0348feaf3e9ad7c40e08e7,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.400364,51.628592,On or near HAMILTON ROAD,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
79fa7c98f2ef21583ef12f4ab9e8244aa6a55cd52097fb46f706528dd5951fc4,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.391303,51.623747,On or near NORTHWICK ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
6cf12b2b7bf7d52d77dd692585b66a1b02f3983bb210eab9ca2bb5ece94c746e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.391303,51.623747,On or near NORTHWICK ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
a305b3ce4c9caaa2dc4a9827f5cae568e31702ab75cda7a93f4cf26a3c5d4da1,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.394418,51.629221,On or near BUXTON PATH,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
684903d532835bc77b74fadaf2d7e77cd53abf4933905b71346b06fd82a55782,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.397964,51.630295,On or near FULFORD GROVE,E01023827,Three Rivers 008A,Investigation complete; no suspect identified
3ec772c2802ed6e431dfc8eae883ff66c9746e8984de6eeff776078513b4db6e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.438350,51.639048,On or near VALLEY PARK,E01023841,Three Rivers 011C,Investigation complete; no suspect identified
955f59a6ec1df594f21ca78b03fd36d6092ecfe96ae549258ffa139c1f0235cd,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.395311,51.619081,On or near KENILWORTH GARDENS,E01023806,Three Rivers 012A,Investigation complete; no suspect identified
47fc342c3f386c7a4f658fde653ec93bd17eaf2da1857a9265e440c5867e9b70,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.402008,51.630323,On or near SIDMOUTH CLOSE,E01023827,Three Rivers 008A,Investigation complete; no suspect identified
6440607ea47e28444ebff0c74c43ad4e599adb524169f3c15b71951bdf8e8819,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.403825,51.630033,On or near FRINTON CLOSE,E01023827,Three Rivers 008A,Investigation complete; no suspect identified
64603408c2a100ac66b65e00f0b1c0cdbdf4a76938ae89dd43d3dc8d5c1f1dfb,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.397964,51.630295,On or near FULFORD GROVE,E01023827,Three Rivers 008A,Investigation complete; no suspect identified
996acedbfdd48ccb222bf8eca7aab526a4d4c9b8b033ccc68215e6651e62505d,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.384969,51.631250,On or near ALVA WAY,E01023811,Three Rivers 010D,Investigation complete; no suspect identified
6ebf575d487cb7632c5faddc8aeeb22806b8bc419a97485c35a264c95dd8ff21,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.437904,51.629736,On or near PEMBROKE ROAD,E01023841,Three Rivers 011C,Investigation complete; no suspect identified
5a15e70483e500265c11771dd1e8f462ba482416210ca146aa811d721808ffc6,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.389948,51.629385,On or near PUTTENHAM CLOSE,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
17dd24363ffb33567eab2cdcd781ed8c0e862bc4a8364ac57e26b817f56ea075,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.401097,51.629528,On or near HAYLING ROAD,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
fb53b87174e641dce6fc0794d082976d915e0a9d7164a61c3fecf9c021e8fc09,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.394418,51.629221,On or near BUXTON PATH,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
9172a3d8d96a843d13ec7b447d235d7f9ec00b19455edc7caacf0b7035ac6962,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.394749,51.621492,On or near MUIRFIELD ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
2bbee655db7a23ce497b44d28767cec7809312b819d86491f618fc743293e6ce,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.397619,51.622440,On or near MUIRFIELD GREEN,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
d6faf9a00c3ba44ac7e8beb3c46c64a047fd99e37fdfa29f0e950ca33f8c9866,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.382134,51.619548,On or near CHERRY HILLS,E01023805,Three Rivers 010A,Investigation complete; no suspect identified
456111a50fe29695201d3be001f34c0c570e284af99150d6cd077388b664747a,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.391303,51.623747,On or near NORTHWICK ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
c6fda6282abe6b4561ce5f321ac3a4b40f07d39898a5fd7e4b4ea4b3d08cfd87,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.391303,51.623747,On or near NORTHWICK ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
808e7e454112ac1e8feb7898cfb0766a23e72e3ba1710a598ea2ba3b7ec8e9f7,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.427525,51.619868,On or near BATCHWORTH LANE,E01023839,Three Rivers 011A,Investigation complete; no suspect identified
55b6451f407149a49d05f875119654e928cbad443e22e9bdff502a4010524c44,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.380349,51.632769,On or near MARGEHOLES,E01023811,Three Rivers 010D,Investigation complete; no suspect identified
f258f44d3b8c8fd6c6a07fee494d8f9804e0f2ded09e44b40a257b220f6fd0d1,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386831,51.622751,On or near BEESTON CLOSE,E01023843,Three Rivers 012C,Investigation complete; no suspect identified
869418a1772be45e0f92948993294b138dfe27495c2136d18dba7fb945c6006e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.399247,51.629134,On or near LUDLOW MEAD,E01023828,Three Rivers 008B,Investigation complete; no suspect identified
7a364b77b1594c45dc6cea61181246b9a349ca73b96e86f7d2792e31202ef87c,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.379620,51.623218,On or near COMPTON PLACE,E01023809,Three Rivers 010B,Investigation complete; no suspect identified
7c13073784308636db5d2338f176bf22f1d57d5dd92dbb3fa87ddb17d4b25fb0,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.396071,51.624550,On or near FERNDOWN ROAD,E01023842,Three Rivers 012B,Investigation complete; no suspect identified
f6931fc991267c916cc476a9e7170c72063c4d88cf67fad25591c3d843fa20a0,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.386570,51.627675,On or near Petrol Station,E01023805,Three Rivers 010A,Investigation complete; no suspect identified
5ce8e4b2e963361f936f50f161ccd1d4a3c0f43580b2453a029b1c6563bbbdb0,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.418484,51.655526,On or near LINDEN AVENUE,E01023886,Watford 008A,Investigation complete; no suspect identified
b914786c904aaaf5b69f340ca69d4d7f70e17d0b36c60c05ce603a6775eba343,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.423118,51.652809,On or near MAYTHORNE CLOSE,E01023886,Watford 008A,Investigation complete; no suspect identified
7596ab724611864e0cbbd2882c2e7bafb4b2ea98c636a12ca5abf5efef0d4e93,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.410786,51.668973,On or near PRIORY FIELDS,E01023879,Watford 007B,Investigation complete; no suspect identified
83bc3da5c0f1ec82fa691a759985690b44222f643861027f61d5aa7911830698,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.415866,51.631931,On or near SANDY LODGE LANE,E01023827,Three Rivers 008A,Investigation complete; no suspect identified
f286d6810ef12805dc60f4889f67549b8bb4b4a4d8cf05fdb8f7a19cf40cf3b2,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.356198,51.816175,On or near HIGH STREET,E01023701,St Albans 003C,Investigation complete; no suspect identified
bb5459fa186494a3e1c9b93cbb2f8306b3aac09e2184819b8cac06d98355dbb4,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.356034,51.816281,On or near Supermarket,E01023701,St Albans 003C,Investigation complete; no suspect identified
8debf842a0a8bed139a19b6daa8cd6e4f0f615d840835aa3cc287ec74c83d480,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.256742,51.645350,On or near SADDLERS CLOSE,E01023543,Hertsmere 011E,Investigation complete; no suspect identified
e98511c654f21a3563892ad8d061f2ff72368da42c53713b8edc6042466a1b89,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363483,51.721151,On or near Petrol Station,E01023731,St Albans 020C,Investigation complete; no suspect identified
562cae92adc412f7de6dac6da2188a4a0b41c687128e6ca1f2ea4a2d3a4036de,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.278190,51.655675,On or near Supermarket,E01023530,Hertsmere 007B,Investigation complete; no suspect identified
55ee268d32e182cbef60588a6cf4386354754fefdf1edac8687b782c78992745,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.363483,51.721151,On or near Petrol Station,E01023731,St Albans 020C,Investigation complete; no suspect identified
681327e45445f0a8d04f9f21abe7f8b5d9bef314ebf272ce7865e9bfc0594cef,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.274204,51.648332,On or near BYRON AVENUE,E01023539,Hertsmere 011A,Investigation complete; no suspect identified
106d25a07a8c1054491ca4fb88fce2043b2a8f5d9f40acba7f99023a7eecc8fa,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.224752,51.691324,On or near SWANLAND ROAD,E01023584,Hertsmere 004D,Investigation complete; no suspect identified
ab1a24d451b7a9fbf3e6ed0ab03f894bbec933f8ce5329021633f5060fee49d0,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.277508,51.659936,On or near BADMINTON CLOSE,E01023532,Hertsmere 007D,Investigation complete; no suspect identified
4cc91cb24951550414abbc76019456e67dbae57e22225190ec1513c89740ef48,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.281498,51.652684,On or near Petrol Station,E01023565,Hertsmere 010C,Investigation complete; no suspect identified
0a0fd4dfbe57ee7629e7ec609553d216fde02cdc2d27e8c984b2dfb93dccfa18,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.278744,51.665862,On or near WARENFORD WAY,E01023538,Hertsmere 006E,Investigation complete; no suspect identified
0ce34bd4211a3286532980da7afec4af05b3b2ef390a7482c01935872a698a04,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.283615,51.667453,On or near BALDOCK WAY,E01023536,Hertsmere 006C,Investigation complete; no suspect identified
27e9040d84a48518e074766fefe68927e31e699290d071f75b35d740538cd951,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.326887,51.677888,On or near NIGHTINGALE CLOSE,E01023524,Hertsmere 005B,Investigation complete; no suspect identified
ee711caf8c0d1e3a8bf1bb5b8f0e7f034321760d7f3b97e7eca6e3bfefe664b6,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.280216,51.668608,On or near WENTBRIDGE PATH,E01023536,Hertsmere 006C,Investigation complete; no suspect identified
13c22407789d911625c786db1daad5279c34e8efbbbf2edd8e5d1192bf7a2c74,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.269026,51.667005,On or near ODYSSEY ROAD,E01023537,Hertsmere 006D,Investigation complete; no suspect identified
7740aa41ee30847f8b80815672a442de8cc1de5d99a42c527bba4e7e3dafd16d,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.258559,51.644702,On or near PERCHERON ROAD,E01023543,Hertsmere 011E,Investigation complete; no suspect identified
48815fe6281c337463ef3550dec57633f97193282a5699375c0a9b5878142c9e,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.274374,51.656815,On or near Supermarket,E01023530,Hertsmere 007B,Investigation complete; no suspect identified
a20af56304cc0f5b66ae5c3193d7c06ce5ccc1943560984a3dbc3edd7eb440ba,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.262180,51.655475,On or near KENILWORTH CLOSE,E01023541,Hertsmere 011C,Investigation complete; no suspect identified
291ad567c7b98a8fc40b4c54fbd7b12e6ab3e44a4f0551136be98dcf14a1b8aa,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.275915,51.663806,On or near SPRING CLOSE,E01023538,Hertsmere 006E,Investigation complete; no suspect identified
07835b2e8cb3b41a0faa0433c7ed3ef327b437d1745d5dd3aaf39e484aa99630,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.283590,51.684187,On or near WOODHALL LANE,E01023583,Hertsmere 004C,Investigation complete; no suspect identified
319c9ccd802de98f82c7e7b33cab341da62039c5abf9c07e9f379eeca665521b,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.254910,51.647517,On or near HACKNEY CLOSE,E01023543,Hertsmere 011E,Investigation complete; no suspect identified
221b80634227fdb477e3600d4957dcbcbe275e02d4d1c935bf79486559a8b591,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.259604,51.652901,On or near FEATHERSTONE GARDENS,E01023547,Hertsmere 009D,Investigation complete; no suspect identified
0c5503a96981cfc50b197c25b58a4ef2ea8f87eb84152e5b4db6257daa6b84f1,2015-06,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.281498,51.652684,On or near Petrol Station,E01023565,Hertsmere 010C,Investigation complete; no suspect identified
