Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c14bcb1da456edc26e20bfa8af470a02ca39025c3eeec9d2893cd265461cbe78,2015-07,Durham Constabulary,Durham Constabulary,-1.522454,54.702882,On or near READING STREET,E01020797,County Durham 050A,Investigation complete; no suspect identified
cb2e416e6f5e7384946a373898d53ee8ad372a186d4f4154c274956688cc5d03,2015-07,Durham Constabulary,Durham Constabulary,-1.544405,54.684032,On or near BERTHA STREET,E01033203,County Durham 053E,Investigation complete; no suspect identified
763b3bbd3cad959733505df369b33be6f24d49d921722cb523a0e302ff13b841,2015-07,Durham Constabulary,Durham Constabulary,,,No location,,,Investigation complete; no suspect identified
c0be946aff2408858ed263aa2750f917c7bdbb08c7a32ffa9a2d619b8095097a,2015-07,Durham Constabulary,Durham Constabulary,-1.522454,54.702882,On or near READING STREET,E01020797,County Durham 050A,Investigation complete; no suspect identified
52ff4a89d90c3f8753868510744272a71e44bfb9ed5ad5d0971b17c3991065d2,2015-07,Durham Constabulary,Durham Constabulary,-1.514434,54.698708,On or near OAK TERRACE,E01020797,County Durham 050A,Investigation complete; no suspect identified
5e75c7103fda72042a6512e26100e571484dfeb0687854f9729270f21d208cb0,2015-07,Durham Constabulary,Durham Constabulary,-1.513027,54.698271,On or near LINDEN ROAD,E01020797,County Durham 050A,Investigation complete; no suspect identified
55e632bf0da8384b437cb508fa85c1a4c9ce4b37fd9b36715b54cd1392e359dd,2015-07,Durham Constabulary,Durham Constabulary,-1.522454,54.702882,On or near READING STREET,E01020797,County Durham 050A,Investigation complete; no suspect identified
a4e6ae3cbef783491c6266bcae8780585597c0588e34c32b59bf34c87cc884a3,2015-07,Durham Constabulary,Durham Constabulary,-1.588182,54.701883,On or near ULLSWATER CLOSE,E01020818,County Durham 047B,Investigation complete; no suspect identified
37d993d335c080d1bc6deb655618eafec33850dca18ccf6a223f4d5b3beffe4a,2015-07,Durham Constabulary,Durham Constabulary,-1.594488,54.701248,On or near ST ANDREW'S ROAD,E01020820,County Durham 049C,Investigation complete; no suspect identified
c1db5111265e31e1ca5b8f1ac394e7c3686aeb22df3736775abade1417e336a7,2015-07,Durham Constabulary,Durham Constabulary,-1.604007,54.694171,On or near WHITEHOUSE ROAD,E01020835,County Durham 052D,Investigation complete; no suspect identified
4771792e1dfdabadc74706cb5d6f2d8f6dc942cb19a3b6d5b19b4fce0b1ffc45,2015-07,Durham Constabulary,Durham Constabulary,-1.545489,54.689778,On or near RABY ROAD,E01020798,County Durham 050B,Investigation complete; no suspect identified
f548121c067ddbc717d6bfc43851260fd2edf738b11ab9c4626c549755c8d469,2015-07,Durham Constabulary,Durham Constabulary,-1.549191,54.663659,On or near ALDWIN CLOSE,E01020803,County Durham 053B,Investigation complete; no suspect identified
20a9f38727e06824b1db57923a8f1d9d2f2c4093ed2494b1800619ff39900684,2015-07,Durham Constabulary,Durham Constabulary,-1.601155,54.698682,On or near Supermarket,E01020836,County Durham 052E,Investigation complete; no suspect identified
4017e2b89f4010bf090fb099a62afab58af14e9aa9b282ae06053da364d53b30,2015-07,Durham Constabulary,Durham Constabulary,-1.593279,54.701163,On or near ST ANDREW'S LANE,E01020820,County Durham 049C,Investigation complete; no suspect identified
ce0bd2fd08ebbea1e5b54ebb2e43659e67ffcccaf28ce39426314ba897d13645,2015-07,Durham Constabulary,Durham Constabulary,-1.558981,54.661556,On or near HUNTER TERRACE,E01020805,County Durham 053D,Investigation complete; no suspect identified
87459cdfdb84a84a3eeda21abbf11d3926d3725d5464151fd380a79d92224ea1,2015-07,Durham Constabulary,Durham Constabulary,-1.593279,54.701163,On or near ST ANDREW'S LANE,E01020820,County Durham 049C,Investigation complete; no suspect identified
217e73ba5e75a412e0a03af03d0b8313dfee13bd8d5bf31ab2193083c186e134,2015-07,Durham Constabulary,Durham Constabulary,-1.604423,54.694478,On or near IVY CLOSE,E01020835,County Durham 052D,Investigation complete; no suspect identified
39f59ecc37ff9c273731dbe44d8fa1ead4613afb9c86da5b9e86c95664fba856,2015-07,Durham Constabulary,Durham Constabulary,-1.603532,54.696776,On or near CLARENCE STREET,E01020835,County Durham 052D,Investigation complete; no suspect identified
349d96515d9467088c5250819f3d5f1c9abd6a6ddf1e2f944554d02744bcd7f3,2015-07,Durham Constabulary,Durham Constabulary,-1.563602,54.687419,On or near HAIG TERRACE,E01020807,County Durham 049B,Investigation complete; no suspect identified
6cf37106098a08d2e82901fb73ac2bcb962bf9a9528087fda3766d8d5ecdaa7a,2015-07,Durham Constabulary,Durham Constabulary,-1.583027,54.708255,On or near SEVEN HILLS COURT,E01020842,County Durham 049D,Investigation complete; no suspect identified
be8086a05929bc44126327dfd72db8407932f7cfd2996ed0fe7e3ded8dedecbc,2015-07,Durham Constabulary,Durham Constabulary,-1.588270,54.705460,On or near NORTH ROAD,E01020818,County Durham 047B,Investigation complete; no suspect identified
2319f98df3b70fbbfadf94cc74251ccf288bda5bd4faeba505908ffc570e17fc,2015-07,Durham Constabulary,Durham Constabulary,-1.580737,54.703062,On or near TUDHOE MOOR,E01020842,County Durham 049D,Investigation complete; no suspect identified
580a4f63fc13b9b40f66f0f57bb0ec6e787c0664254ebc459e362c0946932913,2015-07,Durham Constabulary,Durham Constabulary,-1.560205,54.687460,On or near SIEMANS STREET,E01020807,County Durham 049B,Investigation complete; no suspect identified
ab9782f88b76c46e48e20fe6c99c821c749bf731c5a69a13f8854c1e88a0b927,2015-07,Durham Constabulary,Durham Constabulary,-1.558812,54.658545,On or near NEW SOUTH VIEW,E01020803,County Durham 053B,Investigation complete; no suspect identified
0aa0856cbace8222431814a030b817933f67876c53f8ba1570991b9f2d9beced,2015-07,Durham Constabulary,Durham Constabulary,-1.590049,54.699867,On or near RUSHMOOR,E01020820,County Durham 049C,Investigation complete; no suspect identified
c2efa8c3c57a310bd830a067fa89e4cba00d6456fdbf5c3d0b0807cf4daa37ad,2015-07,Durham Constabulary,Durham Constabulary,-1.597390,54.698140,On or near BAMBURGH PARADE,E01020820,County Durham 049C,Investigation complete; no suspect identified
f38c11c23fd023a5577a5cc5a424663c6a2c6536d9f55f1c9ec475639f1809aa,2015-07,Durham Constabulary,Durham Constabulary,-1.576968,54.626742,On or near BURN LANE,E01020847,County Durham 061C,Investigation complete; no suspect identified
6741779168a39220840924c02cdce2fef69b9d0e52e434b4a8808ac94414811d,2015-07,Durham Constabulary,Durham Constabulary,-1.561506,54.614169,On or near GILPIN ROAD,E01020825,County Durham 062A,Investigation complete; no suspect identified
d88be39e21a89cd4cea55616b5d1808e1e797a7e6f9b2f0abc94058cbbadae9b,2015-07,Durham Constabulary,Durham Constabulary,-1.577991,54.620644,On or near MARSHALL ROAD,E01020845,County Durham 063D,Investigation complete; no suspect identified
1780da89d61a9d6469f05070ee1e9c57344e8f142b281d5ca442c0c6461021d5,2015-07,Durham Constabulary,Durham Constabulary,-1.577991,54.620644,On or near MARSHALL ROAD,E01020845,County Durham 063D,Investigation complete; no suspect identified
a0455b5bea36867e653486a9fcfe8c2ff968875542f123190c0d6c7820a7ace6,2015-07,Durham Constabulary,Durham Constabulary,-1.507396,54.649432,On or near Petrol Station,E01020828,County Durham 054B,Investigation complete; no suspect identified
7c32730c5aed534b6823062632505cc7af5f3451d44d1da975be5ee0d1fad56f,2015-07,Durham Constabulary,Durham Constabulary,-1.589688,54.618635,On or near KIRKSTONE PLACE,E01020844,County Durham 061B,Investigation complete; no suspect identified
917eab50889c20f9a2fef837651a2e19f102ac1535433240d4c4a14d3da92c19,2015-07,Durham Constabulary,Durham Constabulary,-1.632382,54.629044,On or near WEARDALE WALK,E01020840,County Durham 059E,Investigation complete; no suspect identified
471255d60d3c529111ba35a2f05d91b0dc9f131615be05a72e333edac0a7e16c,2015-07,Durham Constabulary,Durham Constabulary,-1.645258,54.635670,On or near FULTON COURT,E01020838,County Durham 059C,Investigation complete; no suspect identified
73fe95ceb29038787d46606ea8986d9b23702c476272087cd3b74222aa988cf8,2015-07,Durham Constabulary,Durham Constabulary,-1.510333,54.593285,On or near SALTERS LANE,E01012366,Darlington 001D,Investigation complete; no suspect identified
d3b033b57f752a969a2d951ae5ee8294acfdd5789077446ce48950bda4b25ef4,2015-07,Durham Constabulary,Durham Constabulary,-1.568366,54.621464,On or near Supermarket,E01020831,County Durham 062B,Investigation complete; no suspect identified
27113f72bcb9292a6b9f35f06818d0f057c96c16205f2e8d9c8560a1990320a1,2015-07,Durham Constabulary,Durham Constabulary,-1.573739,54.628906,On or near AGNEW WAY,E01020848,County Durham 060D,Investigation complete; no suspect identified
7f15729121fb43d405ce3767de31f0a65a04d66988aee781ccf01d7eda54c513,2015-07,Durham Constabulary,Durham Constabulary,-1.572643,54.630079,On or near STARGATE CLOSE,E01020850,County Durham 060E,Investigation complete; no suspect identified
d3d6db2bc8bf104b1a690f2f3110cd7e4d35a50e9054fe5fbf009ccbfcd48fda,2015-07,Durham Constabulary,Durham Constabulary,-1.426181,54.714939,On or near ROTHBURY CLOSE,E01020827,County Durham 048E,Investigation complete; no suspect identified
85b168cd16fc74277e21fac5a583b9439c92a161a6e415794d1ddb12da972dda,2015-07,Durham Constabulary,Durham Constabulary,-1.560929,54.618885,On or near CREIGHTON ROAD,E01020834,County Durham 062D,Investigation complete; no suspect identified
b46ddfa3181ede0cab0953b95ac3c095bd7a4778f42bfd45f1e7004a62964863,2015-07,Durham Constabulary,Durham Constabulary,-1.588743,54.786063,On or near BOSTE CRESCENT,E01020702,County Durham 033B,Investigation complete; no suspect identified
dd9dd7c4747869729334f1e4a572308c76b97c2c49a46fc5ded301e4c08938ee,2015-07,Durham Constabulary,Durham Constabulary,-1.639574,54.644253,On or near MAIN ROAD,E01020838,County Durham 059C,Investigation complete; no suspect identified
17a45d4f680ef4a97d8b5c1faaba5ea87be2ca5697cfd7d33923f38c36fbd1c9,2015-07,Durham Constabulary,Durham Constabulary,-1.579367,54.619400,On or near WRIGHT CLOSE,E01020845,County Durham 063D,Investigation complete; no suspect identified
1a01aa820aa3bdb61a8e12826ae33e755fe21c4f5105bd32862d2d39e8426de2,2015-07,Durham Constabulary,Durham Constabulary,-1.428505,54.698648,On or near Supermarket,E01020812,County Durham 048D,Investigation complete; no suspect identified
8a5c681b721ec6389d785502f920a3e64275fec41c220b0c89cacfe6e822b165,2015-07,Durham Constabulary,Durham Constabulary,-1.428514,54.696886,On or near HALLGARTH ROAD,E01020812,County Durham 048D,Investigation complete; no suspect identified
ecfb9a93f870f99202318eda0b37e5f4450383dbfbd5e5cde0cef4be3d0147e5,2015-07,Durham Constabulary,Durham Constabulary,-1.576225,54.613323,On or near MOULE CLOSE,E01020824,County Durham 063A,Investigation complete; no suspect identified
acae833ba17924318650f25f0e39cee51e2d6893e6a85b51282967a1402d6b06,2015-07,Durham Constabulary,Durham Constabulary,,,No location,,,Investigation complete; no suspect identified
af53b76fa1b99211115c2b5e8300079ed678cbbc2c39de6bc2715c894062557d,2015-07,Durham Constabulary,Durham Constabulary,-1.641016,54.635433,On or near KING EDWARD STREET,E01020838,County Durham 059C,Investigation complete; no suspect identified
0557b03ee03cf71def1a7a66d06f59d69b8448e3bdc8d1bf7fa16cd649f7fc16,2015-07,Durham Constabulary,Durham Constabulary,-1.572598,54.613633,On or near HOPPER ROAD,E01020824,County Durham 063A,Investigation complete; no suspect identified
a3061e0e4d7c38fc982559d62ed8a8d8afda5af7e59a531937c422779cd58d16,2015-07,Durham Constabulary,Durham Constabulary,-1.628710,54.632601,On or near BAYSDALE GARDENS,E01020840,County Durham 059E,Investigation complete; no suspect identified
fcc55203127215074642aabc7e081fe673000a2303d68bfb95f539012a572ccb,2015-07,Durham Constabulary,Durham Constabulary,-1.452755,54.653817,On or near WEST PARK LANE,E01020829,County Durham 054C,Investigation complete; no suspect identified
1b545c98b9ca85691d522390d5dd5ce74675926256b7338d7cdb0dc95977713b,2015-07,Durham Constabulary,Durham Constabulary,-1.576928,54.615706,On or near CASTLEREAGH CLOSE,E01020824,County Durham 063A,Investigation complete; no suspect identified
f57ea03bdd5a21e08d57076b9f8223510fe9175bdbf3291b6279c36ec008a01f,2015-07,Durham Constabulary,Durham Constabulary,-1.410088,54.714619,On or near LOW HOGG STREET,E01020827,County Durham 048E,Investigation complete; no suspect identified
aaffdd7e16ff00c13aaabb37ae7c365d657892151a323e6e293bbdee513870a7,2015-07,Durham Constabulary,Durham Constabulary,-1.595194,54.628782,On or near ELWICK AVENUE,E01020813,County Durham 060A,Investigation complete; no suspect identified
3acca592667ab364c209d071ce8928eae49c870ed48438d48c5da76ac1c6f024,2015-07,Durham Constabulary,Durham Constabulary,-1.648899,54.632113,On or near Police Station,E01020839,County Durham 059D,Investigation complete; no suspect identified
81672813e501d50ec8b033385caea5bcc0416e28390449ba2e2f07aaf634c4c7,2015-07,Durham Constabulary,Durham Constabulary,-1.642561,54.623467,On or near ADAMSON STREET,E01020802,County Durham 059B,Investigation complete; no suspect identified
720714811acf5eaac2cd1b8e1ae5d18b26c2b6616627101dc000698d4e1ee87e,2015-07,Durham Constabulary,Durham Constabulary,-1.452755,54.653817,On or near WEST PARK LANE,E01020829,County Durham 054C,Investigation complete; no suspect identified
3f2843f7ba9b11511a1c23e95746001106c80956c26e10aa97362363ecdb82fd,2015-07,Durham Constabulary,Durham Constabulary,-1.572760,54.627788,On or near HEATHERBURN COURT,E01020849,County Durham 061D,Investigation complete; no suspect identified
171a726f2c4eb6b4e93a074112eb6c1ee03848f577f291c73a2cf9e778d2b5e1,2015-07,Durham Constabulary,Durham Constabulary,-1.447138,54.653171,On or near CROSS STREET,E01020830,County Durham 054D,Investigation complete; no suspect identified
bf11c21ff6c8ac514b7536e48987598098ef1054bc270a44cbb006e627e44892,2015-07,Durham Constabulary,Durham Constabulary,-1.566390,54.633903,On or near SAINT ELIZABETH'S CLOSE,E01020851,County Durham 060F,Investigation complete; no suspect identified
308f7bc7b4ce21233ae3b463f1216b1168b56bfeee3abc5b47c833dc8ba33343,2015-07,Durham Constabulary,Durham Constabulary,-1.423844,54.712250,On or near BEECH GROVE,E01020827,County Durham 048E,Investigation complete; no suspect identified
dbd03ff07c14049e55dbcea6baaa93fd795b274eb084527d4428b2e8f0c1eb7f,2015-07,Durham Constabulary,Durham Constabulary,-1.443497,54.683701,On or near SEDGEFIELD TERRACE,E01020810,County Durham 048B,Investigation complete; no suspect identified
e54dfddab9fcd1088df2b7aa99f3d5151e4ec8f76eaa0782edb561a217f5b205,2015-07,Durham Constabulary,Durham Constabulary,-1.591419,54.617482,On or near WHINLATTER PLACE,E01020844,County Durham 061B,Investigation complete; no suspect identified
880110ebb606cd4ffae9abcf0b32c066a9ad496a8b55144d05ec548ef86c5910,2015-07,Durham Constabulary,Durham Constabulary,-1.580112,54.611727,On or near NORTHFIELD WAY,E01020824,County Durham 063A,Investigation complete; no suspect identified
4ce08d52dcaaf0baf9e41f9f2d5a036a4280c62795a0379447eac3be5146beb8,2015-07,Durham Constabulary,Durham Constabulary,-1.581541,54.614330,On or near DOXFORD CLOSE,E01020824,County Durham 063A,Investigation complete; no suspect identified
17317d80ed331c1612a0e51c6b1360595f5292460ecead4df4436f6bbe15163a,2015-07,Durham Constabulary,Durham Constabulary,-1.568887,54.632232,On or near KIRKHAM CLOSE,E01020848,County Durham 060D,Investigation complete; no suspect identified
f69c2f64b4854cf3c38565a1e79fcb0b19d56b59616359e02a747b459b7abfb8,2015-07,Durham Constabulary,Durham Constabulary,-1.641526,54.633781,On or near SOUTH VIEW,E01020839,County Durham 059D,Investigation complete; no suspect identified
5d2adff4226cde83f06ee09ca5d20e169a67bf8e47c5d447957468a3007a322c,2015-07,Durham Constabulary,Durham Constabulary,-1.599127,54.622594,On or near FEWSTON CLOSE,E01020815,County Durham 060C,Investigation complete; no suspect identified
0e5538c2e1bb291e766386bd0375f3bb8f74abaadef951fe812f6a56fe5f0978,2015-07,Durham Constabulary,Durham Constabulary,-1.587353,54.626050,On or near BLUEBELL CLOSE,E01020814,County Durham 060B,Investigation complete; no suspect identified
2f19b6c4442758391dbbe617899ced75e57461ce953bc02a900fa0aa605ed0ff,2015-07,Durham Constabulary,Durham Constabulary,-1.569543,54.624326,On or near ELSTOB CLOSE,E01020832,County Durham 063C,Investigation complete; no suspect identified
a754f3a4d2ff77604806e476df058ad44fa86ede4a6b9e3cd7480182817d0bfe,2015-07,Durham Constabulary,Durham Constabulary,-1.641526,54.633781,On or near SOUTH VIEW,E01020839,County Durham 059D,Investigation complete; no suspect identified
907429855a9ce76475c469e04c56c21dbaa9d0d8866668489996155b1fee7268,2015-07,Durham Constabulary,Durham Constabulary,-1.585274,54.623311,On or near KELD ROAD,E01020847,County Durham 061C,Investigation complete; no suspect identified
03763417649fa268e0659e98f618436743ca97a5fa41a0d0333915b935510fe8,2015-07,Durham Constabulary,Durham Constabulary,-1.572745,54.618837,On or near Shopping Area,E01020832,County Durham 063C,Investigation complete; no suspect identified
b2b41d7804d6d2c8d441b96b644f0db8d508bb9b42ae5ebb9fc08519ee55fdd6,2015-07,Durham Constabulary,Durham Constabulary,-1.579063,54.621843,On or near HUMPHREY CLOSE,E01020845,County Durham 063D,Investigation complete; no suspect identified
b36c3fdff3f29d469bf8e123773458b4ecb3b4bdeedace8629ad4ee44c4a9707,2015-07,Durham Constabulary,Durham Constabulary,-1.582355,54.617999,On or near ASHFIELD,E01020845,County Durham 063D,Investigation complete; no suspect identified
2b9ab7dcdacb742ffc5d56258bce55467d0cbcf9e9266781176984bc5005af8d,2015-07,Durham Constabulary,Durham Constabulary,-1.576135,54.630909,On or near WELL HOUSE DRIVE,E01020849,County Durham 061D,Investigation complete; no suspect identified
c70089476acf5f524c84f7ec949717676f001e55259640908cdafd4c699689a9,2015-07,Durham Constabulary,Durham Constabulary,-1.636988,54.631925,On or near CORONATION AVENUE,E01020841,County Durham 059F,Investigation complete; no suspect identified
d744df7a454998cf5f64e927b9a2049714e16390f5e48f09ae8b408bb95b2b00,2015-07,Durham Constabulary,Durham Constabulary,-1.633467,54.627205,On or near LINDEN CLOSE,E01020840,County Durham 059E,Investigation complete; no suspect identified
5046b82d566f050bf6055956a6e01f1817c9d343a64290c8349dec7f34fbc39f,2015-07,Durham Constabulary,Durham Constabulary,-1.447545,54.655114,On or near BOYNSTON GROVE,E01020830,County Durham 054D,Investigation complete; no suspect identified
d5c1ddd74a092ad7f73b87b864b04b87760158176f2f298c976934e86b14b9b2,2015-07,Durham Constabulary,Durham Constabulary,-1.435366,54.680563,On or near HEATHERDENE ROAD,E01020811,County Durham 048C,Investigation complete; no suspect identified
80fccccd79df53dfd662cb880331ba073b9420c0af47059f33760f9d75a52603,2015-07,Durham Constabulary,Durham Constabulary,-1.644462,54.634562,On or near ROBSON STREET,E01020838,County Durham 059C,Investigation complete; no suspect identified
e98cf32e2a165af1cfb5f336bc63004f997986214e2021711b837f3c71695962,2015-07,Durham Constabulary,Durham Constabulary,-1.639574,54.644253,On or near MAIN ROAD,E01020838,County Durham 059C,Investigation complete; no suspect identified
30287bd30dacc8572fef269af1b2a188984f400ac7d82b60e5657231210e8933,2015-07,Durham Constabulary,Durham Constabulary,-1.425259,54.698839,On or near SWAINBY ROAD,E01020812,County Durham 048D,Investigation complete; no suspect identified
47744a8bb7056fdbd35ab4779415fc0046d6b0f24c7f909775945dc309f20dfb,2015-07,Durham Constabulary,Durham Constabulary,-1.450885,54.667217,On or near WELLGARTH MEWS,E01020829,County Durham 054C,Investigation complete; no suspect identified
e80b019b81ef8967a4dca55c97dd18173a708a015ebc6fc8ad9c0048010bbeec,2015-07,Durham Constabulary,Durham Constabulary,-1.573433,54.630046,On or near TANFIELD PLACE,E01020849,County Durham 061D,Investigation complete; no suspect identified
c5146b42becc5ecbf19aa83542817de17738d44fb2156f0a092868837ddc24d3,2015-07,Durham Constabulary,Durham Constabulary,-1.507396,54.649432,On or near Petrol Station,E01020828,County Durham 054B,Investigation complete; no suspect identified
984619a39d9948a54b99593f10b879f3aa85801d2135ff6f7295b165ddd2361d,2015-07,Durham Constabulary,Durham Constabulary,-1.635131,54.629996,On or near ROWAN AVENUE,E01020841,County Durham 059F,Investigation complete; no suspect identified
73d6d7bccc21723a3d9c0900da13b230086249a212ffeea6462521a9bb86156a,2015-07,Durham Constabulary,Durham Constabulary,-1.634317,54.625743,On or near Parking Area,E01020840,County Durham 059E,Investigation complete; no suspect identified
16d07a63d02894d517b8887907193f525a0568061dcf3fc29c2e1bab9633164d,2015-07,Durham Constabulary,Durham Constabulary,-1.655590,54.635852,On or near ELM DRIVE,E01020839,County Durham 059D,Investigation complete; no suspect identified
018b02aab3cb8315de040168b0f364f0fa8845c91bd9593686f78ac3e5b47e3e,2015-07,Durham Constabulary,Durham Constabulary,-1.576135,54.630909,On or near WELL HOUSE DRIVE,E01020849,County Durham 061D,Investigation complete; no suspect identified
e6d7ce656c90c1664caee85c70b0b150b871f3396592b21a5e6f6b12c7dba28d,2015-07,Durham Constabulary,Durham Constabulary,-1.652528,54.629813,On or near PEARL STREET,E01020801,County Durham 059A,Investigation complete; no suspect identified
58f187c879fca04e42b789c4a7de77469b95ab345a336c7660ce1cc56cae7fcf,2015-07,Durham Constabulary,Durham Constabulary,-1.654596,54.636164,On or near DUNELM GROVE,E01020838,County Durham 059C,Investigation complete; no suspect identified
3f8450bf4b47f44f05dbd4442db4be78fbf54a436b8a8133b8801db89aada9bc,2015-07,Durham Constabulary,Durham Constabulary,-1.568638,54.614698,On or near WESTCOTT WALK,E01020826,County Durham 063B,Investigation complete; no suspect identified
80e2cf3829c11026929fa6596bade1e4b860ff393a8d4b38d51d308da3617cc0,2015-07,Durham Constabulary,Durham Constabulary,-1.443497,54.683701,On or near SEDGEFIELD TERRACE,E01020810,County Durham 048B,Investigation complete; no suspect identified
2b21825b2084e496d535531f0c52bc90e2b476b17266ed7cec960feb3c389b3e,2015-07,Durham Constabulary,Durham Constabulary,-1.654099,54.634446,On or near AUCKLAND WYND,E01020839,County Durham 059D,Investigation complete; no suspect identified
6b1e55a4b8ff4c57ef6031d2970052326c3d74a6d3dc351e3e794a8f6497017a,2015-07,Durham Constabulary,Durham Constabulary,-1.600473,54.621143,On or near Pedestrian Subway,E01020815,County Durham 060C,Investigation complete; no suspect identified
6b28b4dc8bf3326a6b6396014f8a1320f1246f09a190d958f1b7a4b8fb17a7f7,2015-07,Durham Constabulary,Durham Constabulary,-1.646825,54.624728,On or near SOUTH STREET,E01020802,County Durham 059B,Investigation complete; no suspect identified
62886b64e425a24d45edc09d3911dd1ce02f40885b47f9007d025db053708846,2015-07,Durham Constabulary,Durham Constabulary,-1.639574,54.644253,On or near MAIN ROAD,E01020838,County Durham 059C,Investigation complete; no suspect identified
11a7546011c625158dffb3c3769aef64e9d65df77b67ec36555c800cd4fd1b2f,2015-07,Durham Constabulary,Durham Constabulary,-1.582625,54.635524,On or near YOUENS CRESCENT,E01020850,County Durham 060E,Investigation complete; no suspect identified
50991be2646c523649026a1bb0052f07a1cb51ce23cfac46877c181e499cc9aa,2015-07,Durham Constabulary,Durham Constabulary,,,No location,,,Investigation complete; no suspect identified
33292c7a09842fba13ed86c52594611b61342f2319620793121b56803724d1b5,2015-07,Durham Constabulary,Durham Constabulary,-1.425849,54.714245,On or near KIELDER DRIVE,E01020827,County Durham 048E,Investigation complete; no suspect identified
19618468903600b0030d48edd5cc6a0aa5e2f23fd30d142e2a9e9d553104e7e3,2015-07,Durham Constabulary,Durham Constabulary,-1.651394,54.628300,On or near BYERLEY ROAD,E01020801,County Durham 059A,Investigation complete; no suspect identified
a9670c54b562bdab084b9de32cfae941944a4759c6ee7ae60a5081854fcf3247,2015-07,Durham Constabulary,Durham Constabulary,-1.578265,54.618129,On or near CARILEPH CLOSE,E01020845,County Durham 063D,Investigation complete; no suspect identified
6b944b092d9eb4737e527047d8eff61f5a44b2616497a2bd77b1868465c70436,2015-07,Durham Constabulary,Durham Constabulary,-1.636988,54.631925,On or near CORONATION AVENUE,E01020841,County Durham 059F,Investigation complete; no suspect identified
1382b1036a8eb8af907f70687ad73f13bfed37baa93330b0c19af7daae1ed5b1,2015-07,Durham Constabulary,Durham Constabulary,-1.653032,54.630588,On or near OSBORNE STREET,E01020801,County Durham 059A,Investigation complete; no suspect identified
5ff33c08dbb89faae0afafee55f1685ee81f7685d44516c7501342dd63863002,2015-07,Durham Constabulary,Durham Constabulary,-1.384475,54.694163,On or near HURWORTH BURN ROAD,E01020795,County Durham 043D,Investigation complete; no suspect identified
dac89f89f31a1a7ce8a9bb00fa6b664b651ca8f1f50b694feaf2b7d0737c6942,2015-07,Durham Constabulary,Durham Constabulary,-1.443497,54.683701,On or near SEDGEFIELD TERRACE,E01020810,County Durham 048B,Investigation complete; no suspect identified
a10e03c1479d504a1013f0b736ccce3565d1c992656de518ed2b35741e870dbb,2015-07,Durham Constabulary,Durham Constabulary,-1.559830,54.595848,On or near SOUTH GROVE,E01020826,County Durham 063B,Investigation complete; no suspect identified
3aa4db6efbaf5b0e80531742ed21465531386a8b185b957572f5cab096e51fee,2015-07,Durham Constabulary,Durham Constabulary,,,No location,,,Investigation complete; no suspect identified
0c9ae82800b5db94063aab166eb1a6fedcb5076a7154df441f15c54cec400900,2015-07,Durham Constabulary,Durham Constabulary,-1.565425,54.612538,On or near CLARENCE GREEN,E01020826,County Durham 063B,Investigation complete; no suspect identified
8f38a3d6114452ee21db44f06cf4fd73b6f78ac4bcc5d4d99a5eb290f47bb811,2015-07,Durham Constabulary,Durham Constabulary,-1.426805,54.716865,On or near ROSE STREET,E01020827,County Durham 048E,Investigation complete; no suspect identified
84fb669b9f7806a6e7cfbebbc9fced6f8b38401fb2c5e310432219ec996da70e,2015-07,Durham Constabulary,Durham Constabulary,-1.646611,54.644103,On or near HIGH STREET,E01020838,County Durham 059C,Investigation complete; no suspect identified
ab79bf22f3dc80d3316c13de43b3d4a1e7c51a568386e394b0c95ab2c20006a3,2015-07,Durham Constabulary,Durham Constabulary,-1.642393,54.633828,On or near DENT STREET,E01020839,County Durham 059D,Investigation complete; no suspect identified
48790e570da796b3606af6fa09c67841175d0e5216d176e0baefacca0f49f7d9,2015-07,Durham Constabulary,Durham Constabulary,-1.653177,54.631729,On or near GEORGE STREET,E01020801,County Durham 059A,Investigation complete; no suspect identified
735230797ba50c09dfc3201820fe4cbdce7ee5eea29470e9854e821eaa884bd5,2015-07,Durham Constabulary,Durham Constabulary,-1.639688,54.631439,On or near JUBILEE ROAD,E01020841,County Durham 059F,Investigation complete; no suspect identified
17699cb77a1841a4d1ecfa10c40faad446b05fa7a48e9003c885f1f2bfa9a18b,2015-07,Durham Constabulary,Durham Constabulary,-1.579063,54.621843,On or near HUMPHREY CLOSE,E01020845,County Durham 063D,Investigation complete; no suspect identified
52d348469b8e06815671904f242a59ee0b1d60e249266c0cce7438ac09d5884d,2015-07,Durham Constabulary,Durham Constabulary,-1.583941,54.623388,On or near MALHAM CRESCENT,E01020847,County Durham 061C,Investigation complete; no suspect identified
bd94e29440d84d79b520e4941ee34dde8d8eb66f36da8676892058c3ff3cd4fb,2015-07,Durham Constabulary,Durham Constabulary,-1.572745,54.618837,On or near Shopping Area,E01020832,County Durham 063C,Investigation complete; no suspect identified
da1358eb064603b0595646b78a6a2cf3a9c14889602d680bbc6dbf7b4a08d66a,2015-07,Durham Constabulary,Durham Constabulary,-1.630994,54.630091,On or near GLAISDALE GARDENS,E01020840,County Durham 059E,Investigation complete; no suspect identified
5f86c7f3780779872e586e6a402b844215fb95d8b403645bf1053b8d02352037,2015-07,Durham Constabulary,Durham Constabulary,-1.639574,54.644253,On or near MAIN ROAD,E01020838,County Durham 059C,Investigation complete; no suspect identified
