Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b3b030fe1a451815594abe522d99634af5c949f064082adcdca2d61be5a1cca5,2012-09,Sussex Police,Sussex Police,-0.152705,51.100601,On or near BOWATER ROAD,E01031581,Crawley 008C,Offender given a drugs possession warning
8972fcd9b89bb30582c749cef743e61d3a8b47e0dac87e0100fee6f7edfe2d47,2012-09,Sussex Police,Sussex Police,-0.192458,51.100521,On or near Sports/Recreation Area,E01031605,Crawley 011C,Offender given a caution
e71a947f92a4b25691df41541eac2458ee12c1506c1ee1799271b479a7727ec0,2012-09,Sussex Police,Sussex Police,-0.210443,50.836964,On or near SOUTHDOWN AVENUE,E01016978,Brighton and Hove 012E,Suspect charged
7a1d1025cdd16399ef52ee34a8a3b8a94094eb2ab76bf132d23c8c6f4ead334b,2012-09,Sussex Police,Sussex Police,-0.153537,50.822830,On or near ORIENTAL PLACE,E01016954,Brighton and Hove 029D,Offender given a caution
51f855363014767b8c18061e9bb347f58961af220ed1e264172afa8ef998c6ac,2012-09,Sussex Police,Sussex Police,-0.108613,50.824260,On or near WHITEHAWK CLOSE,E01016868,Brighton and Hove 025E,Suspect charged
64950019797108eb34b1ca57cf4f12c4b7ad3606e47b1ccd79a99bafa993786d,2012-09,Sussex Police,Sussex Police,-0.130376,50.821148,On or near ST JAMES'S AVENUE,E01016945,Brighton and Hove 030B,Suspect charged
7d51a19ccabe057185d0558b04cf9f3921a2c9ba30ca7dd0f416e0d1efcac944,2012-09,Sussex Police,Sussex Police,-0.136694,50.821510,On or near OLD STEINE,E01016969,Brighton and Hove 027E,Suspect charged
867bcdadfa3ae65e09f9d0cc16ecbf209fea2303c25a6fd9cffec862ea19cc0e,2012-09,Sussex Police,Sussex Police,-0.143109,50.821568,On or near MIDDLE STREET,E01016952,Brighton and Hove 027A,Offender given a caution
e14046e45c6634303f2d9fca8e695142e3951f55fe218469d689cd741c36ecbe,2012-09,Sussex Police,Sussex Police,-0.105103,50.824680,On or near SELMESTON PLACE,E01016866,Brighton and Hove 025C,Suspect charged
15140a37907135bcf59ca99eda2f36ca06dfe73079de6e65284c79265e189a5b,2012-09,Sussex Police,Sussex Police,-0.100247,50.854405,On or near STONECROSS ROAD,E01016915,Brighton and Hove 002D,Offender given a caution
531488b702ef10ff52bb8f560e3492af3697b4bbc8e20ff5b15cbc73925b2094,2012-09,Sussex Police,Sussex Police,-0.126138,50.820262,On or near UPPER BEDFORD STREET,E01016942,Brighton and Hove 031C,Suspect charged
b39bd4935ebbf31531554ee0a81c5db44a9569cb5114effa64f0c60814114731,2012-09,Sussex Police,Sussex Police,-0.101781,50.998099,On or near ST JOSEPHS WAY,E01031761,Mid Sussex 009C,Offender given a caution
2be2f6659ddaa1c50be6eedf2107da48bc74d3a6f727e687c0ed57a55e232b46,2012-09,Sussex Police,Sussex Police,-0.138784,50.833577,On or near NEW ENGLAND ROAD,E01016964,Brighton and Hove 027C,Suspect charged
56697f7678558ec85335f8e9b94ec9c94e7a2b22da34eb6dbff54f551223f9a0,2012-09,Sussex Police,Sussex Police,-0.141626,50.825672,On or near Parking Area,E01016969,Brighton and Hove 027E,Suspect charged
cd6009f65fc49f8c04fe289ba7a83db28792ad45cf3a5ce2fa7418bad418f483,2012-09,Sussex Police,Sussex Police,-0.138338,50.826222,On or near KENSINGTON STREET,E01033328,Brighton and Hove 027F,Suspect charged
465b58789f33d08a565d5dfadbb5e5600dcc20b11ba102d1977b0a52e70b4657,2012-09,Sussex Police,Sussex Police,-0.135293,50.830661,On or near OXFORD COURT,E01016964,Brighton and Hove 027C,Suspect charged
4e998f9274a91ddff026ebb717642f798bb97da17a79e756f6d08e83b5dece91,2012-09,Sussex Police,Sussex Police,-0.123407,50.820038,On or near COLLEGE STREET,E01016942,Brighton and Hove 031C,Suspect charged
7e151de6b376b04a50a9688457d60078d4529c2162b63d0f5f5abe68478b74eb,2012-09,Sussex Police,Sussex Police,-0.063493,50.827261,On or near GREEN LANE,E01017012,Brighton and Hove 017F,Suspect charged
01d0f6589d0db0282034f5917ed685c6a1ca47e1f5c638d563c83e2c837242b7,2012-09,Sussex Police,Sussex Police,-0.126939,50.820473,On or near ESSEX STREET,E01016942,Brighton and Hove 031C,Suspect charged
0c832502f41a23f7bd810089550d156b397b73c8e03c862d589edea7238232a5,2012-09,Sussex Police,Sussex Police,-0.139315,50.820581,On or near EAST STREET,E01016952,Brighton and Hove 027A,Suspect charged
fbf8f497da6d4ce626a97c6e506128051cf0879d5dd972cc552c6d73e2252bd3,2012-09,Sussex Police,Sussex Police,-0.198201,50.841012,On or near STAPLEY ROAD,E01016879,Brighton and Hove 013A,Suspect charged
78fa9da29835d6652655ea2f207dea41f2476be316730614a6a2b59fab1a13e0,2012-09,Sussex Police,Sussex Police,-0.135293,50.830661,On or near OXFORD COURT,E01016964,Brighton and Hove 027C,Suspect charged
521cf8ef7a016e22a88092eb466fb3f057cea684f9fbc9e4aef6d13103bab88e,2012-09,Sussex Police,Sussex Police,-0.152071,50.825073,On or near Supermarket,E01016953,Brighton and Hove 027B,Suspect charged
fe74dd1801912cd81cf511fd729cd09ff85471f5b0a235017d7be9237d875e63,2012-09,Sussex Police,Sussex Police,-0.411916,50.842434,On or near Hospital,E01031829,Worthing 001E,Offender given a caution
9d2632d0452c8cd96490e4aff8a18a4a3bbe3b4483337be290d8c14333c80196,2012-09,Sussex Police,Sussex Police,-0.371093,50.824101,On or near GEORGIA AVENUE,E01031798,Worthing 005E,Offender given a caution
bfd0dfc454d96b0a51a20a6b0597fe9ec81bde38bf9c023d73e1bc8b3797ec89,2012-09,Sussex Police,Sussex Police,-0.264785,50.834179,On or near EASTERN AVENUE,E01031366,Adur 004C,Local resolution
5ffbb3a9f1ed4e6868a6021f0940440a27c0c99c2ca5ea3bf0b5f7ca981171a5,2012-09,Sussex Police,Sussex Police,-0.379007,50.825156,On or near LODER GARDENS,E01031799,Worthing 008C,Offender given a caution
00014cb974c2991aed199e5c2b2e9e76b59355f416599dd52fd4abb80504a339,2012-09,Sussex Police,Sussex Police,-0.227395,50.837493,On or near SPRINGATE ROAD,E01031349,Adur 001A,Offender given a caution
93a6d8219644af65bbac0b8d94896de97f13f6848b55678a4e7b654a843ad5eb,2012-09,Sussex Police,Sussex Police,-0.321854,50.830418,On or near Police Station,E01031360,Adur 007B,Offender given a drugs possession warning
33b4529d601f778bf4d4a6a741353fa18f1bf4cef7cecc515cf850be59d7a11a,2012-09,Sussex Police,Sussex Police,-0.324103,50.826700,On or near Supermarket,E01031341,Adur 008A,Offender given a caution
70e6e038b150389df447d5f3d2e34f4ace117f6fc2b2242df18256009507d7d5,2012-09,Sussex Police,Sussex Police,-0.321856,50.829555,On or near NORTH ROAD,E01031360,Adur 007B,Local resolution
7d6ff72d2e0154f343255995e5a752c3b00d964538a0fb54bb9e5ac30e2918f3,2012-09,Sussex Police,Sussex Police,-0.250240,50.841093,On or near Supermarket,E01031370,Adur 001E,Local resolution
ee1adf40938b814c706eec6120c7baf406cfdb0d90123488171f06099a2089bb,2012-09,Sussex Police,Sussex Police,-0.254188,50.834641,On or near KINGSLAND CLOSE,E01031372,Adur 004E,Offender given a caution
155cccd3b0c876b51dbd851b76e85ed56df225cc2d39968b75ea6b685553f723,2012-09,Sussex Police,Sussex Police,-0.138654,50.821497,On or near Shopping Area,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
dca104c81de15093b3737446b2b8dbd3fd5081e88c9fc2cae78d4a35cce5210f,2012-09,Sussex Police,Sussex Police,-0.144630,50.824029,On or near DYKE ROAD,E01016969,Brighton and Hove 027E,Investigation complete; no suspect identified
57b9679503afd50f93ce25a8aa42b0f77eaaa6b4ccc595f091ee577a1c346728,2012-09,Sussex Police,Sussex Police,-0.135293,50.830661,On or near OXFORD COURT,E01016964,Brighton and Hove 027C,Investigation complete; no suspect identified
a11dbf6d3ca18bddca47202c8c5b32575793fe2adc6fc97f66dc63a370d8ce61,2012-09,Sussex Police,Sussex Police,-0.135342,50.825500,On or near GRAND PARADE,E01016947,Brighton and Hove 030C,Investigation complete; no suspect identified
37696b8d6576dcadf07d508b32ee933a338518497b409c8e5f3b74dd47745a64,2012-09,Sussex Police,Sussex Police,-0.144034,50.820800,On or near SOUTH STREET,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
da8af9e7d4ef91a7d7435caa37c05dfa5e920bcf54b2b9a560e594b35bc5301a,2012-09,Sussex Police,Sussex Police,-0.144034,50.820800,On or near SOUTH STREET,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
eb486d0a0af6ead88f3346a6a9d264302c7f4821d03e851b24e447dded5e2792,2012-09,Sussex Police,Sussex Police,-0.136783,50.831746,On or near LONDON ROAD,E01016964,Brighton and Hove 027C,Investigation complete; no suspect identified
6637c477df57347001e3d1ee3669c54a959e7c3a0f21c87809c936297c38a541,2012-09,Sussex Police,Sussex Police,-0.141798,50.821682,On or near SHIP STREET,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
38b952439b2eb2005f9e288063ec088054d03a7c9542adeb5b0e659894b29102,2012-09,Sussex Police,Sussex Police,-0.141965,50.819994,On or near Theatre/Concert Hall,E01016952,Brighton and Hove 027A,Investigation complete; no suspect identified
552923759d393d9df83631172a784da872372eb3bfc138212c16821c3d225740,2012-09,Sussex Police,Sussex Police,-0.151164,50.823233,On or near PRESTON STREET,E01016955,Brighton and Hove 029E,Investigation complete; no suspect identified
9dea7cdc924152a38fefb7737b371ba80d4e1080ea0ab28d04ddf0d50825fb49,2012-09,Sussex Police,Sussex Police,-0.210470,51.100861,On or near SAFFRON CLOSE,E01031555,Crawley 012E,Offender given a drugs possession warning
b0b54ce56f378b5d6a43f6972d492f9da5881cd2bd165f6890cc1a3b2bdea0b2,2012-09,Sussex Police,Sussex Police,-0.214869,51.096423,On or near HOBBS ROAD,E01031553,Crawley 012C,Offender given a drugs possession warning
d20bdf246dd8e4a1f1d6ebf99d340191b27642ef387bac60f523406b21db1e7d,2012-09,Sussex Police,Sussex Police,-0.200797,51.091018,On or near TOLLGATE HILL,E01031556,Crawley 013B,Offender given a caution
198d7cb407edc3aa0120007846867d81285093da93a8f92ba21a34d3f6db8a0a,2012-09,Sussex Police,Sussex Police,-0.213158,51.103771,On or near PATRINGTON CLOSE,E01031546,Crawley 012A,Offender given a caution
dcf099bd687dd2087f69be388faac58c3288a866e8bd40894ae71e0dccb708d5,2012-09,Sussex Police,Sussex Police,-0.221617,51.106652,On or near MORECAMBE CLOSE,E01031550,Crawley 010D,Offender given a caution
45ed6e0cd939455b23e124905857679e9e82da0de662911d394bd7037ff2bc39,2012-09,Sussex Police,Sussex Police,-0.217119,51.112563,On or near AVON WALK,E01031565,Crawley 006B,Offender given a drugs possession warning
9a4489a760697dc9f7809e8ca61e6039c5ce268d5c0d98ffca64a765af99e171,2012-09,Sussex Police,Sussex Police,-0.218389,51.102924,On or near BOLNEY COURT,E01031549,Crawley 010C,Offender given a caution
8e15970f700fa64ffbc74945a7b1c20beae4147b569e117e67e9c8b8f70e52bb,2012-09,Sussex Police,Sussex Police,-0.197594,51.128218,On or near Supermarket,E01031576,Crawley 001D,Suspect charged as part of another case
b334be8f58915a211d978e2b56e1a5a158de81c0159247ce617324a173708032,2012-09,Sussex Police,Sussex Police,-0.212680,51.117271,On or near SOUTHWATER CLOSE,E01031567,Crawley 006D,Local resolution
9b0c5d91618f3fdf71863cc83d52a5565c46769d4989cecc9686da1e9d127b12,2012-09,Sussex Police,Sussex Police,-0.196098,51.127718,On or near BRIAR CLOSE,E01031576,Crawley 001D,Offender given a caution
14f26c3eeda11f1b07593f5c0ca7d8a51cba2778117ad850c44278c33b4cd9dc,2012-09,Sussex Police,Sussex Police,-0.192193,51.113530,On or near Supermarket,E01031608,Crawley 007E,Offender given a caution
eede4d55127fae5ddd722ff8e0b3d42258b3d71651fa771bdbcea7b95fc0988d,2012-09,Sussex Police,Sussex Police,-0.195439,51.131062,On or near CHERRY LANE,E01031575,Crawley 001C,Offender given a drugs possession warning
0e76f7f4cff48c2d25ea3afa8b29a1205f008337b85c43694088db2f71ff92b2,2012-09,Sussex Police,Sussex Police,-0.190604,51.113631,On or near PEGLER WAY,E01031608,Crawley 007E,Local resolution
9ba808ae92e9c8e23c45be4015fab7a65041c5a36f2b02b76bccb3025c8176d2,2012-09,Sussex Police,Sussex Police,-0.191693,51.125240,On or near GOLDFINCH CLOSE,E01031577,Crawley 001E,Offender given a caution
c3142c4a921edf2fecaa423de7a6060224144aa1062f0da059cd064ad5249d85,2012-09,Sussex Police,Sussex Police,-0.192193,51.113530,On or near Supermarket,E01031608,Crawley 007E,Offender given penalty notice
ededc6f6ede8e99b25fc60e4a604fea0856150c9a093c6c7c596a943279540ad,2012-09,Sussex Police,Sussex Police,-0.418958,50.815613,On or near JUNO CLOSE,E01031806,Worthing 013E,Offender given a caution
afc670a0d0f8950e5be5f00b06b18d15e703820f3fb14c7e5f64e133b9721343,2012-09,Sussex Police,Sussex Police,-0.375803,50.817251,On or near TEVILLE ROAD,E01031790,Worthing 010A,Local resolution
164596c71b43b5ef5782b12030a0104ef16da480ba5deda669a91195ddc28513,2012-09,Sussex Police,Sussex Police,-0.418958,50.815613,On or near JUNO CLOSE,E01031806,Worthing 013E,Offender given a caution
1ad0b48815aa7e13ec8bb6a4b14648ab0e2f3bf0f6077c29bd88fdf7cb1bf123,2012-09,Sussex Police,Sussex Police,-0.351172,50.817661,On or near ARCHIBALD ROAD,E01031834,Worthing 009E,Offender given a caution
c517b3dbb1d5a8c9fe6c3f224dcd4a5a5cf033a3265c81a52a653d5c2b129693,2012-09,Sussex Police,Sussex Police,-0.381741,50.816731,On or near ST MATTHEW'S ROAD,E01031791,Worthing 008A,Suspect charged
4d7377c540bd9adb9614a741b1490d4df4664739fa88c9ec180b7b6fe230fc45,2012-09,Sussex Police,Sussex Police,-0.369339,50.816567,On or near SUSSEX ROAD,E01031788,Worthing 011B,Offender given a caution
a90f23112f2f0b5a7acfff278d4efd8ca905db563e5f6f204947473091f13183,2012-09,Sussex Police,Sussex Police,-0.403668,50.806889,On or near EIRENE AVENUE,E01031814,Worthing 012C,Local resolution
7f1ccc1684d109f9494f50bba5ad89f406f906403d4a02431d291f6acacd0c7f,2012-09,Sussex Police,Sussex Police,-0.397887,50.815740,On or near REIGATE ROAD,E01031816,Worthing 012E,Offender given a drugs possession warning
1d31e61d45f46cb904f612e755de4e6ba5a6446721e7d3c4e2deee51fd32bcaf,2012-09,Sussex Police,Sussex Police,-0.369281,50.812942,On or near CHATSWORTH ROAD,E01031789,Worthing 011C,Offender given a caution
0ccce9b676ffa3feaa8656d2ef805bc79d22cdebec15d8958ec434dee335c52d,2012-09,Sussex Police,Sussex Police,-0.379628,50.818302,On or near ORME ROAD,E01031791,Worthing 008A,Offender given a drugs possession warning
67449914afaab474407af49fadbc387971f5e8a2e8e7184e92c61c4b6dce2825,2012-09,Sussex Police,Sussex Police,-0.376505,50.811757,On or near CRESCENT ROAD,E01031790,Worthing 010A,Offender given a caution
bc0eff71852e5ae6459551d231683b2d0d9b98640925943171d8e9054d4fae6b,2012-09,Sussex Police,Sussex Police,-0.373827,50.810775,On or near CHANDOS ROAD,E01031787,Worthing 011A,Offender given a caution
a359965017ec172219f20fcc1d7aa26a7e84baa47881f7643b74b3766397d9bd,2012-09,Sussex Police,Sussex Police,-0.373827,50.810775,On or near CHANDOS ROAD,E01031787,Worthing 011A,Offender given a caution
b94911d2e941e10bd706fea15f23958662609dd3ae7e35dd11034f75063228ea,2012-09,Sussex Police,Sussex Police,-0.376505,50.811757,On or near CRESCENT ROAD,E01031790,Worthing 010A,Offender given a caution
6d9fefccfd904c30986c240f02303c5bea873a93b4fd02374dcb54adb4217ff3,2012-09,Sussex Police,Sussex Police,-0.339528,50.816147,On or near Petrol Station,E01031832,Worthing 009C,Offender given a caution
331a2ecb3df0f77a6bd5c68eba473b285077f659c0d0f051b0d5bebb70f5a7ba,2012-09,Sussex Police,Sussex Police,-0.383921,50.813622,On or near BECCLES ROAD,E01031811,Worthing 010E,Offender given a caution
fb3163b610f03f9f8eb6877cb83af2573f7b10f4ddca207fa86f98840064cb9c,2012-09,Sussex Police,Sussex Police,-0.414263,50.831009,On or near HUDSON CLOSE,E01031795,Worthing 003C,Offender given a caution
b9d4aacb9e70514767a1fbc0527e279a1c259602a45d7f342f759c2ce120086b,2012-09,Sussex Police,Sussex Police,-0.404884,50.824946,On or near RINGMER ROAD,E01031836,Worthing 007C,Offender given a caution
ee06b6b217c807b155284f7bad35e66b1477997e46a26534059df3a0902840d9,2012-09,Sussex Police,Sussex Police,-0.411432,50.818605,On or near THE CAUSEWAY,E01031784,Worthing 007B,Offender given a caution
661205db8936a366794bcc7460f6da88f210369b561adb299a7f7b0e256d691e,2012-09,Sussex Police,Sussex Police,-0.401094,50.829498,On or near LITTLEHAMPTON ROAD,E01031827,Worthing 002D,Offender given a caution
367e28283ae3cd9b55df797f217a5a64e024aa399e33f7798deb3b7f14b430f1,2012-09,Sussex Police,Sussex Police,-0.364244,50.820597,On or near KING EDWARD AVENUE,E01031780,Worthing 005C,Offender given a drugs possession warning
d571173424facaff4d631fb43d83bb3a999ea3da6b3c1cc723f97d4025576ae5,2012-09,Sussex Police,Sussex Police,-0.393884,50.824417,On or near MARKET PLACE,E01031838,Worthing 007D,Offender given a caution
d0a6e524fb8e534af197cc60cbc2852c47b97e9fff2f9d315921c2b374d057fc,2012-09,Sussex Police,Sussex Police,-0.411916,50.842434,On or near Hospital,E01031829,Worthing 001E,Local resolution
fd393ad31cc69e5916bf91e8439c45cea695052af5e9bc7c355ee75cb50fcfb3,2012-09,Sussex Police,Sussex Police,0.291300,50.771347,On or near BOURNE STREET,E01020912,Eastbourne 010C,Investigation complete; no suspect identified
45e6bd4409e24510bfb69542f7657ca96a9949e6cf3259d98ed219c8c3065b46,2012-09,Sussex Police,Sussex Police,,,No location,,,Investigation complete; no suspect identified
02f35f08f4d391a211f141646d53b3c3d7d2dc35a69fa61a083035691c736739,2012-09,Sussex Police,Sussex Police,-0.221372,50.832653,On or near LAYLANDS ROAD,E01031348,Adur 004B,Investigation complete; no suspect identified
34b4e1b274c9809b2dcdd5594ad7ebe195cd10c3fe2d43d6298de700d71b0508,2012-09,Sussex Police,Sussex Police,-0.302515,51.073447,On or near Supermarket,E01031670,Horsham 001A,Investigation complete; no suspect identified
7c4ad9d9e11a60a108d12dd3bd5eab5c03ae69737a1d89702f307963ad9ee162,2012-09,Sussex Police,Sussex Police,-0.148886,51.138635,On or near FORGE WOOD,E01031587,Crawley 002B,Investigation complete; no suspect identified
0de227b74da06d111fa26cdca1811bf7989cabda560cac06abe059b560a2ae82,2012-09,Sussex Police,Sussex Police,-0.162498,51.123786,On or near BYCROFT WAY,E01031603,Crawley 005E,Investigation complete; no suspect identified
8241096f3e7e59254e2c8f2765d1c7134f67f17716fb62a18f070ed53b593fdc,2012-09,Sussex Police,Sussex Police,-0.473965,50.921844,On or near Airport/Airfield,E01031626,Horsham 013A,Investigation complete; no suspect identified
34ef124fa6c957c54e81383024a04145491224e60b960199e2fedfcdc6b0c09c,2012-09,Sussex Police,Sussex Police,-0.107597,51.002276,On or near BOLTRO ROAD,E01031761,Mid Sussex 009C,Offender given a caution
04593a1c0f733f975e7d3d7d32aac3663284b3774d6374425218edabb8cecb81,2012-09,Sussex Police,Sussex Police,-0.159401,50.827896,On or near LANSDOWNE ROAD,E01016877,Brighton and Hove 020E,Investigation complete; no suspect identified
c4809b65f354fd18f5c5f3e8c37cac6916975674e2a0998b7d9364778d85a144,2012-09,Sussex Police,Sussex Police,0.300896,50.780467,On or near WINDERMERE CRESCENT,E01020952,Eastbourne 007C,Offender given a caution
d9e8e339e5b4ad1d1d5cca98dc0d39c6af1e77643cae8c15e9638028973404fe,2012-09,Sussex Police,Sussex Police,0.303395,50.786011,On or near Supermarket,E01020951,Eastbourne 013B,Offender given penalty notice
8c8ed65a43be84c899c128cd0017e6797c6932228d3ab575a60cf7de15acbdf2,2012-09,Sussex Police,Sussex Police,-0.624780,50.845551,On or near DAIRY LANE,E01031466,Arun 003F,Investigation complete; no suspect identified
35a8f11d952795b1620ea23bc0ddb9752a9b528cffdcd9e11e4a67b6c4fa2230,2012-09,Sussex Police,Sussex Police,0.273505,50.804496,On or near LINDEN CLOSE,E01020917,Eastbourne 002A,Investigation complete; no suspect identified
06afe11e523c62fabfee607a248d08b00305c3a8e72fa32fb663236f38b717f6,2012-09,Sussex Police,Sussex Police,-0.791322,50.853410,On or near BRANDY HOLE LANE,E01031509,Chichester 006D,Investigation complete; no suspect identified
b78c0a273de8fa4e8f5d77668806ca8aca16e06d77182319848d84113bd20560,2012-09,Sussex Police,Sussex Police,-0.208555,51.020658,On or near CUCKFIELD LANE,E01031697,Mid Sussex 007C,Suspect charged
565d2a0c3391c32337e71bc7d1454edb2c5e2b0d1caa7bbda9a2dc8744546a3b,2012-09,Sussex Police,Sussex Police,-0.418763,50.820980,On or near COLLINGWOOD ROAD,E01031783,Worthing 006A,Investigation complete; no suspect identified
c479540f215aca4306d7ab841f60b845194cfde1795cac0bcaadcd4b12d16265,2012-09,Sussex Police,Sussex Police,-0.190481,51.112757,On or near BRIGHTON ROAD,E01031585,Crawley 004C,Offender given a caution
bee61b1b3bdf8c0c6bb2dd46e27ad51d1bd4d74cd46cd23f9b7695b0149a3d3e,2012-09,Sussex Police,Sussex Police,-0.397887,50.815740,On or near REIGATE ROAD,E01031816,Worthing 012E,Investigation complete; no suspect identified
d7fcdafdc959ab83f89490f7ff46fe079787d6fde6053ed84283e3d2069789e4,2012-09,Sussex Police,Sussex Police,0.568553,50.862995,On or near SELMESTON CLOSE,E01020976,Hastings 008B,Offender given a caution
a83947af818a75844273f1720e89f2ddd51709b514512244fa9e2c353c4dae39,2012-09,Sussex Police,Sussex Police,-0.519289,50.811219,On or near HENRY AVENUE,E01031410,Arun 007C,Investigation complete; no suspect identified
0723d219a4fd0f95e341d108e6c2b7b5dd436117ddeedf15cac0878b87cb4362,2012-09,Sussex Police,Sussex Police,0.247347,50.856853,On or near MEADOW ROAD,E01021180,Wealden 016A,Suspect charged
1fd45389dd4e3dac606358720ba0f3c445de5ebb436503997cee530cce15ba2d,2012-09,Sussex Police,Sussex Police,-0.211551,51.096543,On or near SEAFORD ROAD,E01031554,Crawley 012D,Investigation complete; no suspect identified
6b4dcff71b344ea54017c7cffcc10ffe78dc46cf6bb874859cfd00f284c4088b,2012-09,Sussex Police,Sussex Police,-0.226159,51.102188,On or near WESLEY CLOSE,E01031548,Crawley 010B,Investigation complete; no suspect identified
6aa4f4b3e4446444ffe7c06f730220ca4dcbc60874c4fe373c36a193c11f7aee,2012-09,Sussex Police,Sussex Police,-0.191538,51.116056,On or near PEGLER WAY,E01031608,Crawley 007E,Investigation complete; no suspect identified
39b78442c01551d9ca1a4f7f68085b126e760321e8e530fba29cc76e1e3ce997,2012-09,Sussex Police,Sussex Police,-0.367336,50.815802,On or near MARKWICK MEWS,E01031789,Worthing 011C,Investigation complete; no suspect identified
d4d3483f37e0c6d80a83f0fc901ce269ac51368d8c6e1ebe4d95ae9323dbe2b1,2012-09,Sussex Police,Sussex Police,-0.253258,50.837478,On or near WILLIAMS ROAD,E01031371,Adur 004D,Investigation complete; no suspect identified
4833f9b0021db397a364ca8b128dadd85b23bcfaff355caa9b93bcaaffb8816f,2012-09,Sussex Police,Sussex Police,-0.253258,50.837478,On or near WILLIAMS ROAD,E01031371,Adur 004D,Investigation complete; no suspect identified
2be592e0442d4fe57bf4c52ee2a47b7516e2d96d2fbe1142da6d1b99fa2e7358,2012-09,Sussex Police,Sussex Police,-0.133083,50.820904,On or near CAVENDISH STREET,E01016945,Brighton and Hove 030B,Investigation complete; no suspect identified
a1a007af898f6bec3f16d2429f0a125e4ed9abdfa14204eb14256a2d72464f50,2012-09,Sussex Police,Sussex Police,-0.332219,51.060781,On or near Supermarket,E01031636,Horsham 006A,Investigation complete; no suspect identified
28f96abdcbda28a10bf6217608c0cafbe79208211dfab64edeee7f198da220ea,2012-09,Sussex Police,Sussex Police,0.473641,50.840600,On or near DEVONSHIRE SQUARE,E01021092,Rother 011C,Offender given a caution
d6410fbf3e07fc4f65bbae544077fffbf550b53c11a63904fde219295a6b8939,2012-09,Sussex Police,Sussex Police,0.476063,50.857367,On or near CROWHURST LANE,E01021136,Rother 007E,Suspect charged
ee1b4113cb31bbf8b9258e0f334d6e44384134b9144b0807d4c23480f086a057,2012-09,Sussex Police,Sussex Police,-0.378527,50.809914,On or near MONTAGUE STREET,E01031808,Worthing 011D,Suspect charged
2803ffdd0b325593ad44074f03bcd3b804e7c06674858fa644e54aaac4f9a2c6,2012-09,Sussex Police,Sussex Police,-0.113671,50.840377,On or near EASTBOURNE ROAD,E01016913,Brighton and Hove 018D,Investigation complete; no suspect identified
13d6c289a0841b336bf6d465582bb1e936eaedc50ee5c9605202fcb39da9b6d4,2012-09,Sussex Police,Sussex Police,-0.210401,50.834715,On or near VALE ROAD,E01016974,Brighton and Hove 021A,Local resolution
7f7a701062e0fa8af0bd6e5227a8fe4bb21b332af3047676a7e95de24f8782bc,2012-09,Sussex Police,Sussex Police,-0.753523,50.837752,On or near OVING ROAD,E01031513,Chichester 012C,Investigation complete; no suspect identified
7a422129427b6d5a5f087ff41b801c3d73d75c7e916e4ec5fc763594ea4a68bf,2012-09,Sussex Police,Sussex Police,-0.086261,51.108156,On or near MEDWAY,E01031722,Mid Sussex 002D,Investigation complete; no suspect identified
ffb09415070b457dc3415bdc4cf8f791a985567c111310c705247fb130a4d419,2012-09,Sussex Police,Sussex Police,-0.096611,50.841117,On or near LUDLOW RISE,E01016911,Brighton and Hove 009E,Offender given a caution
f2f9ad46358d256601923c2e98cc17f157ccc0df2850b95dba9f32563610fecb,2012-09,Sussex Police,Sussex Police,0.548465,50.870433,On or near STONEHOUSE DRIVE,E01021019,Hastings 003E,Suspect charged
ba23f56cf61b573ab6e53ece79dafb2b2b446befd9b27339d1c04e67fa035ca5,2012-09,Sussex Police,Sussex Police,-0.367336,50.815802,On or near MARKWICK MEWS,E01031789,Worthing 011C,Suspect charged
f0ff000073049af4e6bd4ed5007071f1e7e8f9865ffb5949bf62c6d535541d33,2012-09,Sussex Police,Sussex Police,-0.096611,50.841117,On or near LUDLOW RISE,E01016911,Brighton and Hove 009E,Offender given a caution
8ca8eb83ac1d96d38a264c511b96c51c2f00419713146dee5ae77530beebe76b,2012-09,Sussex Police,Sussex Police,-0.758099,50.836578,On or near CHARLES AVENUE,E01031480,Chichester 010A,Offender given a caution
eaa03b7d0f5228229102cb7c65d2e06ed5aae6203ae6f3fb77aef81fe2d03df5,2012-09,Sussex Police,Sussex Police,-0.191538,51.116056,On or near PEGLER WAY,E01031608,Crawley 007E,Offender given penalty notice
2468b137705e04e16588ce75e727caf07771ca4e8eb8dae5aec5c799179d47e8,2012-09,Sussex Police,Sussex Police,-0.211551,51.096543,On or near SEAFORD ROAD,E01031554,Crawley 012D,Investigation complete; no suspect identified
8cfacac8e1d370fad5201ec32efad69cc17ca304c09701ea12d8d3d1ca8a9b2c,2012-09,Sussex Police,Sussex Police,-0.758099,50.836578,On or near CHARLES AVENUE,E01031480,Chichester 010A,Suspect charged
2212201f8dc7a581cc4b9a7da400b5128a91f6e800bab67418bfb9fa63cbb56c,2012-09,Sussex Police,Sussex Police,-0.170435,51.120745,On or near FORGE ROAD,E01031600,Crawley 005D,Investigation complete; no suspect identified
