Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.644128,51.881196,On or near Mill Road,E01017652,Aylesbury Vale 009B,Other crime,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.408702,52.221146,On or near Kimbolton Road,E01017540,Bedford 001A,Vehicle crime,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.475516,52.253668,On or near High Street,E01017541,Bedford 001B,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.481893,52.251844,On or near Wells Road,E01017541,Bedford 001B,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.484173,52.252853,On or near Rotten Row,E01017541,Bedford 001B,Violent crime,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.475516,52.253668,On or near High Street,E01017541,Bedford 001B,Other crime,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.550615,52.227092,On or near Perring Close,E01017544,Bedford 001C,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.525972,52.222264,On or near Mill Road,E01017544,Bedford 001C,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.543719,52.223060,On or near Wellpond Close,E01017544,Bedford 001C,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.553975,52.228221,On or near Colworth Road,E01017545,Bedford 001D,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.551972,52.225445,On or near Lodge Road,E01017545,Bedford 001D,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.557690,52.245071,On or near High Street,E01017545,Bedford 001D,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.559201,52.247697,On or near Chapel Lane,E01017545,Bedford 001D,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.553975,52.228221,On or near Colworth Road,E01017545,Bedford 001D,Anti-social behaviour,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.493358,52.278802,On or near Park Road,E01017545,Bedford 001D,Burglary,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.557690,52.245071,On or near High Street,E01017545,Bedford 001D,Burglary,,
,2011-08,Bedfordshire Police,Bedfordshire Police,-0.559201,52.247697,On or near Chapel Lane,E01017545,Bedford 001D,Vehicle crime,,
