Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f689c6dc61d9f54fbab98163fd40542f419139c407eb0e0fb6526412d14b7733,2013-11,Dorset Police,Dorset Police,-2.423523,50.706616,On or near RENFREW CLOSE,E01020520,West Dorset 010C,Investigation complete; no suspect identified
4c3390c3da095273900b985d709bdcfe77c59e566dc4144ef88182f045d0f2a4,2013-11,Dorset Police,Dorset Police,-1.846339,50.827256,On or near CHERRY TREE CLOSE,E01020406,East Dorset 004D,Investigation complete; no suspect identified
dfd39bfa3052a537c3886980301d90a2e96a82a3e2407f14e6b4c41d0f8d5526,2013-11,Dorset Police,Dorset Police,-2.479479,50.598575,On or near ALL SAINTS' ROAD,E01020589,Weymouth and Portland 007D,Investigation complete; no suspect identified
54b9ac186f15d3a6c93a62ff480e49594c5a4299b7cbc314a480d4a5606590d4,2013-11,Dorset Police,Dorset Police,-2.484050,50.597882,On or near BARROW RISE,E01020589,Weymouth and Portland 007D,Investigation complete; no suspect identified
9cef91cdefe5a216a2e6e83c718f3c5b9536d6b6baf96faec058f030e8ff63f8,2013-11,Dorset Police,Dorset Police,-1.711085,50.744636,On or near AMBERLEY CLOSE,E01020350,Christchurch 003B,Investigation complete; no suspect identified
44106f438373957ef97e662a6d8317783c103560fd468a176c52ed02670daf92,2013-11,Dorset Police,Dorset Police,-2.191624,51.007379,On or near Parking Area,E01020454,North Dorset 003A,Investigation complete; no suspect identified
02760ea0376187475ee5a928f4c8dea593e16a2960baf87fff36af17a619600a,2013-11,Dorset Police,Dorset Police,-1.848812,50.826540,On or near BROCKWOOD,E01020406,East Dorset 004D,Investigation complete; no suspect identified
8e08d43f143a3e92f40b5e67241c7b24d888edc048302b17703d740b7c0de81b,2013-11,Dorset Police,Dorset Police,-1.721116,50.742979,On or near ROWAN DRIVE,E01020369,Christchurch 004A,Investigation complete; no suspect identified
2c9bd9010bf43a9c032efcc280dae2832fa18460543aae878357deae7d88041b,2013-11,Dorset Police,Dorset Police,-1.721116,50.742979,On or near ROWAN DRIVE,E01020369,Christchurch 004A,Investigation complete; no suspect identified
bba16820327f3b3430849b9b3c04d101035319ec7508a0776bcd76f15aad948a,2013-11,Dorset Police,Dorset Police,-1.721116,50.742979,On or near ROWAN DRIVE,E01020369,Christchurch 004A,Investigation complete; no suspect identified
1a461d5f948a87b4552229022f2120286a55caf0b1b9545f71c7008cd3e07763,2013-11,Dorset Police,Dorset Police,-1.721116,50.742979,On or near ROWAN DRIVE,E01020369,Christchurch 004A,Investigation complete; no suspect identified
63b9802515d3c9847a610469100f87a977a80bd7c199cdf4bde1bdf2a1a28532,2013-11,Dorset Police,Dorset Police,-1.721116,50.742979,On or near ROWAN DRIVE,E01020369,Christchurch 004A,Investigation complete; no suspect identified
7284f2bd660df68e7b987fd34ec9a656c9992f1ac7abde510945cc19545b05e9,2013-11,Dorset Police,Dorset Police,-2.352783,50.975422,On or near Shopping Area,E01020433,North Dorset 004A,Investigation complete; no suspect identified
8b725d095d20f7743a7161004b3076ccc834a632d047d8b3d0e7a77b4778bc60,2013-11,Dorset Police,Dorset Police,-2.455078,50.611776,On or near WESTHAM ROAD,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
65391760dbeefd8a888127b3b64a75f5d63f31a7faa4f271e59a9ae8b3a46b37,2013-11,Dorset Police,Dorset Police,-2.108774,50.685699,On or near Supermarket,E01020485,Purbeck 003C,Investigation complete; no suspect identified
f4327ec189c028a75aaffbd5f8d1ff32c016bccc44b93b38241ed5b4a583bd2e,2013-11,Dorset Police,Dorset Police,-2.563691,50.671940,On or near MANOR FARM WALK,E01020512,West Dorset 012A,Investigation complete; no suspect identified
b9564f69bb42338123fc0db61fb933c323934227251afe18f260c50452f178ff,2013-11,Dorset Police,Dorset Police,-1.744112,50.733670,On or near CURLEW ROAD,E01020354,Christchurch 007A,Investigation complete; no suspect identified
cfccee1ee01a06db3206ef8d73496f5a2af3ce93bee7ead6dbebbd156349f604,2013-11,Dorset Police,Dorset Police,-1.717981,50.743457,On or near SMUGGLERS LANE SOUTH,E01020369,Christchurch 004A,Investigation complete; no suspect identified
778b05391e746385b4aa74d4ae62ac3f8447172194a50a2fa1c8ecd2fef8e112,2013-11,Dorset Police,Dorset Police,-1.848812,50.826540,On or near BROCKWOOD,E01020406,East Dorset 004D,Investigation complete; no suspect identified
ad1d7e1fb59f60f1d7ed4cd9a0c7eec6a2afac1cae00bb59d55098e4373d6ab4,2013-11,Dorset Police,Dorset Police,-2.418382,50.646095,On or near TALLIDGE CLOSE,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
005638702d5f56f9b1341cbbf94cd5f1b133e91d5a35879cfcf6afefde05bd0d,2013-11,Dorset Police,Dorset Police,-2.489254,50.614614,On or near ALBANY ROAD,E01020516,West Dorset 012E,Investigation complete; no suspect identified
2202c9026871d0615664f5a7a22ed541ec6e14a6d1026ffce52394426dbd8177,2013-11,Dorset Police,Dorset Police,-1.949550,50.822742,On or near PILFORD LANE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
11c83bd8b9e26b96e24d0be5238d0caa38512a5463da3368eac7bc102fce4567,2013-11,Dorset Police,Dorset Police,-1.983517,50.797581,On or near Parking Area,E01020428,East Dorset 010C,Investigation complete; no suspect identified
5b8f310cb00500b8f781f81b38f26dcd7ed030303f0fabd6b58de0f6a21c0074,2013-11,Dorset Police,Dorset Police,-1.884540,50.829755,On or near BLACKFIELD LANE,E01020421,East Dorset 006A,Investigation complete; no suspect identified
9405b674fa373e705090706db5f9b8b93f7f898d44258fbbad47f18a011667df,2013-11,Dorset Police,Dorset Police,-2.011974,50.773428,On or near JUBILEE ROAD,E01020384,East Dorset 012C,Investigation complete; no suspect identified
7ccf86b0987b548cc39b1b467b698f9b5d1cf4e9d923c23e527a6bfdb3ae7e6a,2013-11,Dorset Police,Dorset Police,-2.455948,50.570171,On or near HAMM BEACH ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
ba4d037f9b233182b92892e8c6bca3009bffb7c58feef6d4fc3e59aa94445d09,2013-11,Dorset Police,Dorset Police,-2.465037,50.711449,On or near TREMATON COURT,E01020528,West Dorset 009E,Investigation complete; no suspect identified
d763fc6ba09ff8335a3eb6e4b0278a67a41cb3397d57ac774bc6c0293eee86a5,2013-11,Dorset Police,Dorset Police,-2.092626,50.708977,On or near SYCAMORE CLOSE,E01020477,Purbeck 003B,Investigation complete; no suspect identified
1a9848f06bde9e2699c32262e489c9c834f9ee9802a495bc8674830c5f891b68,2013-11,Dorset Police,Dorset Police,-2.467643,50.653093,On or near JESTY'S AVENUE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
1580b43569432a7634b2c717a797c20079ec27b9989c3c0a6dd3197d63335c44,2013-11,Dorset Police,Dorset Police,-1.787191,50.742489,On or near AVON ROAD EAST,E01020359,Christchurch 002D,Investigation complete; no suspect identified
7f2528e6013c246746ee7f6104bcc6cc06e9534a88b9b754d9e59a475c7d3647,2013-11,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
613c4ac4bf435fb3e6b1fcf61439513c9fff49c776cdccf345b6d5dbf50f9c3b,2013-11,Dorset Police,Dorset Police,-2.759528,50.732141,On or near GUNDRY LANE,E01020503,West Dorset 008B,Investigation complete; no suspect identified
3d7050b8b3699aa90432394a88e245fefa0253eb56ecc83052668d86c430913f,2013-11,Dorset Police,Dorset Police,-2.162219,50.856055,On or near COMMON LANE,E01020438,North Dorset 007D,Investigation complete; no suspect identified
f10da500f01c12e49e3805475a0c2b2f8562ed5258942540f77288ab27ae11b0,2013-11,Dorset Police,Dorset Police,-2.469872,50.588749,On or near DUMBARTON ROAD,E01020587,Weymouth and Portland 007B,Investigation complete; no suspect identified
491a915d0233b989004ce21a95974cffc5f59720b6d977cd2810ab876faeaaa8,2013-11,Dorset Police,Dorset Police,-2.438488,50.715293,On or near HIGH WEST STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
4b1f4e5b58a2b40a60b59395448012aa35e67f672f1183d6073fc11ead90c25b,2013-11,Dorset Police,Dorset Police,-1.864213,50.866854,On or near Sports/Recreation Area,E01020412,East Dorset 003B,Investigation complete; no suspect identified
3c6995b301c36df00cc19211b79075a90b17fd270a1391b723e679e17e213a86,2013-11,Dorset Police,Dorset Police,-2.081113,50.758193,On or near VINEYARD CLOSE,E01020469,Purbeck 001B,Investigation complete; no suspect identified
5c70bc6c112a95ba0f5485c8ad11bbf25454b18065ad2c38dc4ac0d66acfed64,2013-11,Dorset Police,Dorset Police,-1.777184,50.730690,On or near Sports/Recreation Area,E01020367,Christchurch 006D,Investigation complete; no suspect identified
71779d1ef6e7352ddb44a4b0f560a90e93d72d5543fb33cb13919b9ee21e5450,2013-11,Dorset Police,Dorset Police,-1.982052,50.806430,On or near VENATOR PLACE,E01020426,East Dorset 010A,Investigation complete; no suspect identified
d6bee2a55e396fe8c58ea77cf41603784a13927fa55487289e46a82461897229,2013-11,Dorset Police,Dorset Police,-2.036313,50.740671,On or near BEACON PARK ROAD,E01020474,Purbeck 002D,Investigation complete; no suspect identified
45c6f4d3a1787cee46fd7d7dfc6049b33822569d8526f40f803a054b1f56da36,2013-11,Dorset Police,Dorset Police,-1.872139,50.805525,On or near PETWYN CLOSE,E01020393,East Dorset 008D,Investigation complete; no suspect identified
06bbe2b3db20955c06a147677767a122a11563000b8dc362f12d15acc0e6f83c,2013-11,Dorset Police,Dorset Police,-2.279878,50.775016,On or near LITTLE ENGLAND,E01020430,North Dorset 008A,Investigation complete; no suspect identified
d4ea73140c32113b832346d1fc186b0b6b67685eca75917ef9626da65d9803cd,2013-11,Dorset Police,Dorset Police,-2.106105,50.688507,On or near NORTH BESTWALL ROAD,E01020485,Purbeck 003C,Investigation complete; no suspect identified
6654b36ca973637a02bc2b17ebb2741236bfda5546baa3966552c3d4c43697d9,2013-11,Dorset Police,Dorset Police,-1.867910,50.785575,On or near BARRACK ROAD,E01020400,East Dorset 011C,Investigation complete; no suspect identified
c09c159c08f46d4fde20a35dcf634f4bbdde711ae680ea855a0a747f6ceed62f,2013-11,Dorset Police,Dorset Police,-2.479372,50.597730,On or near CHAMBERLAINE ROAD,E01020589,Weymouth and Portland 007D,Investigation complete; no suspect identified
4914549eb1ef0a7055966d64f5631ac7b459a07851614f933ea59606893952df,2013-11,Dorset Police,Dorset Police,-2.487016,50.612816,On or near Petrol Station,E01020516,West Dorset 012E,Investigation complete; no suspect identified
f19e961c9ca8c297c5ac6707fee3f5985a526312cb176e267fd536e878d18e4e,2013-11,Dorset Police,Dorset Police,-2.456849,50.647237,On or near CLAYTON CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
22e450eb8c349fe0c3cafb80535ff921a54739d1ac4807c013f3e8aaff2d5183,2013-11,Dorset Police,Dorset Police,-2.479589,50.610769,On or near EAST WYLD ROAD,E01020578,Weymouth and Portland 005D,Investigation complete; no suspect identified
837124010f7df29bfbf564534d8df8dbd23da33b45cf190e62661037b9ae0c4a,2013-11,Dorset Police,Dorset Police,-2.187077,51.010758,On or near LINDLAR CLOSE,E01020456,North Dorset 003C,Investigation complete; no suspect identified
d680276463b3a4caafb8292d58b5ef1b567aef2ef669c79c9c053093dd05f525,2013-11,Dorset Police,Dorset Police,-2.444858,50.629594,On or near Park/Open Space,E01020557,Weymouth and Portland 002A,Investigation complete; no suspect identified
644c05871c3b23495216cccf58fee6b6dfd8ec093773894a9a16ac5efe7e6f91,2013-11,Dorset Police,Dorset Police,-2.456085,50.607770,On or near LOWER ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
9a06e7ffd2c60a25f06e0c73744c18735ddebcc22325770aae2856ea23a9df3c,2013-11,Dorset Police,Dorset Police,-2.516046,50.946372,On or near HALF MOON STREET,E01020546,West Dorset 001E,Investigation complete; no suspect identified
0149ce2a43f3a423b6c241518452c1190efbdf67bcc7e1f4cf351b380190fa23,2013-11,Dorset Police,Dorset Police,-2.487564,50.604297,On or near FRASER AVENUE,E01020516,West Dorset 012E,Investigation complete; no suspect identified
3e31ccc08e87625c227d178e1157983025df345415b1edaeeca38941815f6e53,2013-11,Dorset Police,Dorset Police,-2.272272,51.037352,On or near SCHOOL LANE,E01020443,North Dorset 001A,Investigation complete; no suspect identified
84ae1d19c010a7be47c57f73537ded7c28380536154d07df8b1b8e92a26d52a8,2013-11,Dorset Police,Dorset Police,-2.468227,50.610833,On or near OLD PARISH LANE,E01020572,Weymouth and Portland 005A,Investigation complete; no suspect identified
c038a8b2d4835121a6ad89ef55af818cca9d4c006c2f04ebb104bba9bf6754c7,2013-11,Dorset Police,Dorset Police,-2.109813,50.694196,On or near SANDFORD LANE,E01020488,Purbeck 003F,Investigation complete; no suspect identified
e1cc7a68bea8c4e75aee50c0aad5ea19f3ab4995a1f39754b9dcc0b775885dd1,2013-11,Dorset Police,Dorset Police,-2.117964,50.698316,On or near NORTHMOOR WAY,E01020487,Purbeck 003E,Investigation complete; no suspect identified
d60381062e23f355b50e86ff82cbc682e9ec4cd65b77b507989ce774adfba6fd,2013-11,Dorset Police,Dorset Police,-1.954428,50.607621,On or near Nightclub,E01020481,Purbeck 006D,Investigation complete; no suspect identified
fe7f743562dd61956ceb3f6b608bbaf8d7d40c34b0494fa98289a09aae56151b,2013-11,Dorset Police,Dorset Police,-2.447976,50.563358,On or near VICTORY ROAD,E01033200,Weymouth and Portland 008E,Investigation complete; no suspect identified
ec1b8a876f4798c4fd01369a5aabb209b2490544b8b148b90bbdfb5b7e78e62c,2013-11,Dorset Police,Dorset Police,-2.475581,50.612719,On or near SHIRECROFT ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
6ac3bcdca2dafd4cabff53c81f2cdcd2f5c28f94d146075418f27b4b166ab2c7,2013-11,Dorset Police,Dorset Police,-2.571509,50.779518,On or near STATION ROAD,E01020534,West Dorset 003F,Investigation complete; no suspect identified
72e060803311321ba72c6ac82a0e8f1e2ef3aaed164ed8482103495464b3807e,2013-11,Dorset Police,Dorset Police,-2.760794,50.728086,On or near Sports/Recreation Area,E01020502,West Dorset 008A,Investigation complete; no suspect identified
82fb6f7cb8e31489ca411a79d907a91f0561dc0bedcfc5f366e8b2b8c4c6ca87,2013-11,Dorset Police,Dorset Police,-1.954428,50.607621,On or near Nightclub,E01020481,Purbeck 006D,Investigation complete; no suspect identified
c9ec13390689018ca4dce08510114ddeb537e783363d8bf4806b46a93bca75cd,2013-11,Dorset Police,Dorset Police,-2.161639,50.856614,On or near EAST STREET,E01020438,North Dorset 007D,Investigation complete; no suspect identified
d2182ce17c75390924a16c867b3caadafdd6fc274cc8e4bb7be4e7d3e54782bb,2013-11,Dorset Police,Dorset Police,-1.752185,50.734344,On or near BRIAR CLOSE,E01020346,Christchurch 005A,Investigation complete; no suspect identified
f670c4534bc4bc71063225d9b25590c5fb4289981cfc74da2d34aab028105f1e,2013-11,Dorset Police,Dorset Police,-2.761730,50.710625,On or near Parking Area,E01020504,West Dorset 008C,Investigation complete; no suspect identified
02caa85b9019de73baaae8a36980aa63502411a6499216ce8667b07a75d7ccb2,2013-11,Dorset Police,Dorset Police,-2.571509,50.779518,On or near STATION ROAD,E01020534,West Dorset 003F,Investigation complete; no suspect identified
cfd06cc69151fffe96ffea1a9600b447424170f99d620ca81b99cd27fd550add,2013-11,Dorset Police,Dorset Police,-2.192734,51.010399,On or near Petrol Station,E01020454,North Dorset 003A,Investigation complete; no suspect identified
3e677a343404731e322632cd3c9a489536a9ebc6bdcc626a435fb669eec3996e,2013-11,Dorset Police,Dorset Police,-2.008899,50.785748,On or near CORFE HALT CLOSE,E01020386,East Dorset 012E,Investigation complete; no suspect identified
2fd3c26a297a41156d2ec387a6c341f256c3acc25df4dc071f9ea221a41657f5,2013-11,Dorset Police,Dorset Police,-2.163287,50.848716,On or near BIRCH AVENUE,E01020452,North Dorset 006B,Investigation complete; no suspect identified
2af1a39734a035d81c718ffbf29ace4df1d810ab5b1e2af011b70eba290fd2b8,2013-11,Dorset Police,Dorset Police,-2.027977,50.736276,On or near GWENLYN ROAD,E01020473,Purbeck 002C,Investigation complete; no suspect identified
da6d0348cc94b1d8bb5efe2c7785fa2f2f6181d92ceff9519d07aebe03cec7f3,2013-11,Dorset Police,Dorset Police,-2.096585,50.705709,On or near ST MARTIN'S ROAD,E01020477,Purbeck 003B,Investigation complete; no suspect identified
8c14b8c27ad3c0d7458ee6ac6a09b0231fe6a48ecf82d5b3c1d2d6310679dbba,2013-11,Dorset Police,Dorset Police,-2.163287,50.848716,On or near BIRCH AVENUE,E01020452,North Dorset 006B,Investigation complete; no suspect identified
c46889cc68bc3cc7223c8346beb1d913103e6f50c58d573e31e376f9ee1ec92a,2013-11,Dorset Police,Dorset Police,-2.441552,50.635839,On or near BRACKENDOWN AVENUE,E01020557,Weymouth and Portland 002A,Investigation complete; no suspect identified
007e1a60d61c4055791aa67f7164b957326b486434b5b99be5fb84661f87a489,2013-11,Dorset Police,Dorset Police,-1.785421,50.735948,On or near GLEADOWE AVENUE,E01020368,Christchurch 006E,Investigation complete; no suspect identified
3eae25ea173eb43f74f313467f6724c1f04e547541efd4d69b13913ede108617,2013-11,Dorset Police,Dorset Police,-2.133245,50.883618,On or near PORTMAN ROAD,E01020442,North Dorset 006A,Investigation complete; no suspect identified
b322e55263ed1bb9dee7a083772ff4cba5b853b30b0942bb74b5886641ebe9de,2013-11,Dorset Police,Dorset Police,-2.467365,50.617950,On or near GOLDCROFT ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
e87d41cb7eed633640b38a734495b4e069223cac1a41ad9532d790963d7bca3e,2013-11,Dorset Police,Dorset Police,-2.474378,50.606941,On or near ROUNDHAM GARDENS,E01020577,Weymouth and Portland 005C,Investigation complete; no suspect identified
8dda91dcb8ea24ef2d29cf0b8996a0328e48cb1a0436e4a34841372d19c46ad2,2013-11,Dorset Police,Dorset Police,-2.455844,50.709893,On or near CASTLE CLOSE,E01020526,West Dorset 009C,Investigation complete; no suspect identified
3a0971464c68d0aad3e92e991558855573ffc1d27b0c9956943746df08e487ef,2013-11,Dorset Police,Dorset Police,-1.868720,50.815485,On or near Petrol Station,E01020425,East Dorset 006E,Investigation complete; no suspect identified
7c4b7620aceea05a77969e0e07f4249abae0be303d19c44bcfd6bff9a1a1b8d5,2013-11,Dorset Police,Dorset Police,-2.435628,50.545608,On or near Supermarket,E01020562,Weymouth and Portland 009A,Investigation complete; no suspect identified
008773b33d52be096c5ec583f83c779d7162f8796c3b9b335a33c434786d7d41,2013-11,Dorset Police,Dorset Police,-2.471888,50.592545,On or near HILLBOURNE ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
37dde34ea7aec882f0e0c96ec4b83971416df855f8bfbb374e783f50d3446c5d,2013-11,Dorset Police,Dorset Police,-2.460468,50.710631,On or near Conference/Exhibition Centre,E01020528,West Dorset 009E,Investigation complete; no suspect identified
8d13e5ac977879b212487ed23a202f4a1a396c4c713a3db288e0c96b24d94da2,2013-11,Dorset Police,Dorset Police,-1.977491,50.609561,On or near JUBILEE ROAD,E01020483,Purbeck 006F,Investigation complete; no suspect identified
a3ee81f0e809868acb7ef51b0765d8480481eb92bb2648543030840725058fae,2013-11,Dorset Police,Dorset Police,-2.467353,50.648166,On or near CAME DOWN CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
46744c41ea73c4d609f02f5aba9b0b22f56d26b359f527e2e6fa9b6a92dd3e0a,2013-11,Dorset Police,Dorset Police,-1.999080,50.955390,On or near KEATS MEADOW,E01020397,East Dorset 001D,Investigation complete; no suspect identified
ffd735b210d00b7639276e886bf29b6245306a280492134d1721ed95b1cfb859,2013-11,Dorset Police,Dorset Police,-2.331559,51.071081,On or near CHURCH CLOSE,E01020440,North Dorset 002A,Investigation complete; no suspect identified
a55d3b2f76ed5f1ec1f8fca47b7496e5f9b2c9aabd050067bc6fc49aa190ec68,2013-11,Dorset Police,Dorset Police,-2.462163,50.613663,On or near DOULTON CLOSE,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
d7c0e41a77f8105b78f8389458a1890ea3779a9c2bffebef335885995e786b4b,2013-11,Dorset Police,Dorset Police,-1.902371,50.810671,On or near PRUNUS DRIVE,E01020376,East Dorset 009B,Investigation complete; no suspect identified
13046a7c58dbf45ee61ede024769ab1d156864f0b91ee5b9abdcfaea3f8e8b15,2013-11,Dorset Police,Dorset Police,-2.754173,50.726033,On or near MAPLE GARDENS,E01020504,West Dorset 008C,Investigation complete; no suspect identified
2e04b6cbb058e4ddcf778513494a2952b49ce49a02224584f9fe5c5ede4af11d,2013-11,Dorset Police,Dorset Police,-2.584307,50.896996,On or near CLOVERMEAD,E01020550,West Dorset 002D,Investigation complete; no suspect identified
d4429f9f708e5c9361530a4ae20a8de5c0f9aa54f693a29546807f3c986f2a25,2013-11,Dorset Police,Dorset Police,-2.475695,50.625416,On or near ROWAN CLOSE,E01020576,Weymouth and Portland 003C,Investigation complete; no suspect identified
cb0433873598adbb430de84730061e59a09f1270de980ce31f5e27720e612cf1,2013-11,Dorset Police,Dorset Police,-1.781268,50.730032,On or near Ferry Terminal,E01020367,Christchurch 006D,Investigation complete; no suspect identified
d0613a13f7878654414bbf3a5bcaa20e31ec52849fb9219949aab435df57306f,2013-11,Dorset Police,Dorset Police,-2.019181,50.779272,On or near RIDGEWAY,E01020385,East Dorset 012D,Investigation complete; no suspect identified
b985f0a48f9c8861264802000bee98767a259d287dbe0241cd6f1899a7e8cf63,2013-11,Dorset Police,Dorset Police,-2.456734,50.619323,On or near CARLTON ROAD SOUTH,E01020553,Weymouth and Portland 004A,Investigation complete; no suspect identified
b4844c17fe875e8b3b2a9ec09e833867b1a6ec6c4e90ea2caaedad7f0f1030cf,2013-11,Dorset Police,Dorset Police,-1.768168,50.769071,On or near HARPWAY LANE,E01020345,Christchurch 001C,Investigation complete; no suspect identified
c8b56677de6091b76012859aee44f3659a3377addbe890bddcd1fe0a4e6af3c8,2013-11,Dorset Police,Dorset Police,-2.468316,50.651130,On or near WINDSOR ROAD,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
775f509bd71f88f75b419738d163fd6b43e3aa2e98db0d7518e34fab951fc055,2013-11,Dorset Police,Dorset Police,-2.106956,50.670530,On or near THE DROVE,E01020467,Purbeck 005B,Investigation complete; no suspect identified
31de3cc79d64cd787a09ceb2149220d2cd91649ef12ab8745181ad4ae618d047,2013-11,Dorset Police,Dorset Police,-1.974848,50.609273,On or near STEER ROAD,E01020484,Purbeck 006G,Investigation complete; no suspect identified
500fdaf1a355a84af00e3b52c2aef92dd0998045f96a68243ec4e957c14292ac,2013-11,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
b5618211a5dba23df9c91d39d99ac5bad236fbd45c5761a6ff9c5a6b8762028e,2013-11,Dorset Police,Dorset Police,-1.864213,50.866854,On or near Sports/Recreation Area,E01020412,East Dorset 003B,Investigation complete; no suspect identified
b7b3e5d12d5e6b974131ebe9ca1e6aa6c4968a9e08336b5f986a85e351782de0,2013-11,Dorset Police,Dorset Police,-2.524705,50.945533,On or near RICHMOND CLOSE,E01032642,West Dorset 001H,Investigation complete; no suspect identified
9a2d893f252613e9ea3df84e013bc02cbdaae7004e1459e6fc410542a204044d,2013-11,Dorset Police,Dorset Police,-2.760544,50.733645,On or near Supermarket,E01020503,West Dorset 008B,Investigation complete; no suspect identified
f4fc5519fc5f7e236b8047ec92aea51429978a7e499c0bf6f3a94d06386405fd,2013-11,Dorset Police,Dorset Police,-2.432241,50.713706,On or near ALL SAINTS' ROAD,E01032645,West Dorset 009I,Investigation complete; no suspect identified
f43b536d8b347749c2494f4dbb7396a82b5c9bad0b8b8a6883162d0f8f6fd61f,2013-11,Dorset Police,Dorset Police,-1.869545,50.871014,On or near THE MEWS,E01020412,East Dorset 003B,Investigation complete; no suspect identified
89c8d3eb343e8f345b09804d17bf1382182985f0c1d5814d9f7300290ba1ca36,2013-11,Dorset Police,Dorset Police,-2.493835,50.979470,On or near THE RIDGE,E01020541,West Dorset 002C,Investigation complete; no suspect identified
5889c489e1f165e6e3278ed6ea7abf46dbf395a4f28fe46888c3d5e951c10633,2013-11,Dorset Police,Dorset Police,-1.978877,50.797401,On or near ST JOHN'S CLOSE,E01020429,East Dorset 010D,Investigation complete; no suspect identified
86246e65ad3fd2cf8f7787c2a3eecc803aabce1ba4fa456b24cdb90a2dc985e4,2013-11,Dorset Police,Dorset Police,-2.088979,50.898597,On or near SOUTH FARM CLOSE,E01020442,North Dorset 006A,Investigation complete; no suspect identified
044d764b07a92ff1258907a0094edb597f228f5f491fb0ebaaf722bd9718c63a,2013-11,Dorset Police,Dorset Police,-2.185109,50.684523,On or near A352,E01020489,Purbeck 004A,Investigation complete; no suspect identified
28c46fd439f323a4b8462e8a97f39b2b4834de9ba8994e1f8639c720acaa34e3,2013-11,Dorset Police,Dorset Police,-1.987490,50.799173,On or near HIGH STREET,E01020428,East Dorset 010C,Investigation complete; no suspect identified
57d81779fd85a3b000f4529e81c7c0e923d784edb067f8cff2f7e8dac60aa4db,2013-11,Dorset Police,Dorset Police,-2.527269,50.949460,On or near Petrol Station,E01032642,West Dorset 001H,Investigation complete; no suspect identified
c18a8bd8fe95c85bab177f4862824abbe5e6fa9d119a1d14f90732812f5b3944,2013-11,Dorset Police,Dorset Police,-2.935799,50.723638,On or near MARINE PARADE,E01020532,West Dorset 005B,Investigation complete; no suspect identified
064a353b38f5ca54d8b5f40eaee817888cdd5bb06d01af3e81ab8eb11e277ade,2013-11,Dorset Police,Dorset Police,-2.579778,50.735961,On or near TOUT HILL LANE,E01020534,West Dorset 003F,Investigation complete; no suspect identified
e2fe831ce1588baab71d72267ef05d5f9e16927d39e1304917be34cbc99006b8,2013-11,Dorset Police,Dorset Police,-2.748747,50.723389,On or near MAIN STREET,E01020504,West Dorset 008C,Investigation complete; no suspect identified
0d98d50c9dad03937fb58ec65f2d448d5783a1fc4e68747f54ff5aaa01c53135,2013-11,Dorset Police,Dorset Police,-1.854159,50.869234,On or near BRUNEL CLOSE,E01020419,East Dorset 002D,Investigation complete; no suspect identified
66836191157edf809043272c3cf54dbc0919c4fef007b7fc1c04e76b2c41d047,2013-11,Dorset Police,Dorset Police,-2.606583,50.839627,On or near BACK LANE,E01020530,West Dorset 003E,Investigation complete; no suspect identified
b3f69416a023200bad3e459cf5d257b23368af53ba9a292c643e54b346c4fadc,2013-11,Dorset Police,Dorset Police,-1.987745,50.800100,On or near B3073,E01020428,East Dorset 010C,Investigation complete; no suspect identified
f17922b222dad19c80968717a827cd669083d9c569a5ccf0bb15a78793fc408f,2013-11,Dorset Police,Dorset Police,-2.606388,50.940569,On or near Shopping Area,E01020497,West Dorset 002A,Investigation complete; no suspect identified
de23a547690ee4b3e5e0f95a73a551ac213d95847b59cc1572371d2077ab663c,2013-11,Dorset Police,Dorset Police,-1.790683,50.738062,On or near BAILEY DRIVE,E01020361,Christchurch 006B,Investigation complete; no suspect identified
6760b3a765b58011979c850c9feef3e76a4adfafd34c97868177ded58ea5f2b2,2013-11,Dorset Police,Dorset Police,-2.493835,50.979470,On or near THE RIDGE,E01020541,West Dorset 002C,Investigation complete; no suspect identified
d7aa77bc68d384ea7715618efe38b725e551e3b5fe6aa811e77a0aad05380441,2013-11,Dorset Police,Dorset Police,-2.027629,50.864771,On or near SHEEPHOUSE DROVE,E01020396,East Dorset 005A,Investigation complete; no suspect identified
