Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d2ed38643356a0474d7eb4c5372ec925a98b47bd3c257b5cb7d268aea2ac0ef8,2013-12,Surrey Police,Surrey Police,-0.240340,51.347501,On or near NONSUCH COURT AVENUE,E01030396,Epsom and Ewell 010D,Investigation complete; no suspect identified
5edefba183f528a91aaaf8e5e3c72301aec30d7ff924b3078219a0d17b44c741,2013-12,Surrey Police,Surrey Police,-0.268207,51.333537,On or near Shopping Area,E01030411,Epsom and Ewell 008B,Investigation complete; no suspect identified
a76d7cb5060153a26c01b5564663c864907c198647751438344ef15a5673b26e,2013-12,Surrey Police,Surrey Police,-0.257520,51.342039,On or near Petrol Station,E01030410,Epsom and Ewell 007F,Investigation complete; no suspect identified
bbb54ffbaabc88b00fff6851746ab669170f31a73802e975b9d1b0b2a872503e,2013-12,Surrey Police,Surrey Police,-0.264877,51.338461,On or near MILES ROAD,E01030410,Epsom and Ewell 007F,Investigation complete; no suspect identified
8a50789e528ca0692ae1741db4fe1dab68deec9cdf811ed164e9c523b2bab6fd,2013-12,Surrey Police,Surrey Police,-0.277548,51.325222,On or near WHITMORES CLOSE,E01030420,Epsom and Ewell 009F,Investigation complete; no suspect identified
1201a058c390ce655a033f03c70656cdf488ffbf31e5d88e392f10d01f721cb3,2013-12,Surrey Police,Surrey Police,-0.364997,51.399890,On or near GLEBELANDS,E01030335,Elmbridge 003B,Investigation complete; no suspect identified
91d4ac39d2a06a65e1b56a0b7cbaf54c94658c7dae42c505bf763e29dafd01ee,2013-12,Surrey Police,Surrey Police,-0.459830,51.372228,On or near Shopping Area,E01030374,Elmbridge 012D,Investigation complete; no suspect identified
20fe874a2932edc21f584899502a69b2c2bc61570d6238ec9f5a6d693854efeb,2013-12,Surrey Police,Surrey Police,-0.418748,51.385341,On or near HIGH STREET,E01030359,Elmbridge 007C,Investigation complete; no suspect identified
a3f50ed146253c70694703310e018e3a11214c1556b35ed11e902f23378cd4df,2013-12,Surrey Police,Surrey Police,-0.372185,51.379658,On or near MILL ROAD,E01030310,Elmbridge 013D,Investigation complete; no suspect identified
d4a0deaf602df20ae853ea469241512bfde58f514ef3321d24dab0f00e6d456b,2013-12,Surrey Police,Surrey Police,-0.409035,51.332621,On or near LEIGH ROAD,E01030301,Elmbridge 017B,Investigation complete; no suspect identified
0855a93600473ab5bd70f7ce871f88347db57281ebe904a08744ba29c86229c6,2013-12,Surrey Police,Surrey Police,-0.418576,51.329423,On or near Parking Area,E01030302,Elmbridge 017C,Investigation complete; no suspect identified
d5290155f64372559a87e4d4f89acb64074624bece00327b7184b63dcd41ef38,2013-12,Surrey Police,Surrey Police,-0.189730,51.338888,On or near Prison,E01030563,Reigate and Banstead 002E,Investigation complete; no suspect identified
c500dccac3202b1df3bacea0d7ce9515ec9dd17e38edc0e8bfdc71a594076c6e,2013-12,Surrey Police,Surrey Police,-0.785366,51.235417,On or near FARNBOROUGH ROAD,E01030890,Waverley 001A,Investigation complete; no suspect identified
7718a0d7f3de47b9c4c15dcfe8537a97e47d86b7226bad395747ae43d43a3e5d,2013-12,Surrey Police,Surrey Police,,,No location,,,Investigation complete; no suspect identified
5a67ff5dc2dee1ad5704ef1c12534977d26b41cb7d180043dd16febe406906c7,2013-12,Surrey Police,Surrey Police,-0.421427,51.145410,On or near LOWER BREACHE ROAD,E01030880,Waverley 015E,Investigation complete; no suspect identified
3d15d58a594662de9ecb9f1e468003cb75c1900d2a44407a47a5223eda8edcfc,2013-12,Surrey Police,Surrey Police,-0.484116,51.148532,On or near ROBERTS WAY,E01030872,Waverley 013C,Investigation complete; no suspect identified
d63e8f49349dfd0d4f0d0f43033ef697cb63a778f76a875ef19797b5d6ab34c0,2013-12,Surrey Police,Surrey Police,-0.536579,51.323520,On or near BEAUFORT ROAD,E01030981,Woking 004B,Investigation complete; no suspect identified
c1c536e3be939833892c221e5155840a5d62fd3a85e30a5d6b16d17812f22e7e,2013-12,Surrey Police,Surrey Police,-0.529750,51.333317,On or near DARTMOUTH AVENUE,E01030985,Woking 004F,Investigation complete; no suspect identified
e5f56d8b4ad6a8854ee9141e9f6b7a89dd33376f390e996ecb342f58e70283cc,2013-12,Surrey Police,Surrey Police,-0.606433,51.319624,On or near ROBIN HOOD ROAD,E01030975,Woking 007B,Investigation complete; no suspect identified
935104c54a8a559a89dd7687a27eb69ca210d988daa0c13f3a0dad738a978b9f,2013-12,Surrey Police,Surrey Police,-0.505359,51.338260,On or near STATION APPROACH,E01031004,Woking 002E,Investigation complete; no suspect identified
3e6cfa7362ac1a1f3276068bb6c6519f6d14a77d219c13ca4d5692f23de17aa9,2013-12,Surrey Police,Surrey Police,-0.606372,51.312160,On or near AMIS ROAD,E01030961,Woking 009B,Investigation complete; no suspect identified
778d190a758718257b4cfb8ceaf6ac4c89f308cc675108b2b79265c375912054,2013-12,Surrey Police,Surrey Police,-0.527805,51.332223,On or near HENSLOW WAY,E01030984,Woking 004E,Investigation complete; no suspect identified
3954aaae45d6b39d4deb86084abb0202655ed3eb2de03b1cf1fd801895855ba8,2013-12,Surrey Police,Surrey Police,-0.583726,51.317446,On or near WESTMEAD,E01030953,Woking 005C,Investigation complete; no suspect identified
5ea78cc42472df304d1c200a4d564d33e96df0d0d01be48a757433c707a66acc,2013-12,Surrey Police,Surrey Police,-0.780182,51.234266,On or near COURTENAY ROAD,E01030904,Waverley 001D,Investigation complete; no suspect identified
0c79e82e15e199ca5ad9e7fcb2fc18fe7cfd25a0ed535fd21af7cb31e9383e8e,2013-12,Surrey Police,Surrey Police,-0.796500,51.235253,On or near BALL AND WICKET LANE,E01030899,Waverley 002C,Investigation complete; no suspect identified
23724c5f702060886c367c9a1cdbd5c4f4ddc93523551571db8e6e6d793290cc,2013-12,Surrey Police,Surrey Police,-0.751135,51.090143,On or near HATCHETTS DRIVE,E01030927,Waverley 017B,Investigation complete; no suspect identified
720af01a4bd935246ef27e207621797011c4001d80f064e3d41e9e116853118e,2013-12,Surrey Police,Surrey Police,-0.797794,51.215816,On or near BEAR LANE,E01030895,Waverley 003E,Investigation complete; no suspect identified
fcb9b04aaf0a08d39a75604ca55cf77aec1d015b7e95cd9fb23fdebc26a40069,2013-12,Surrey Police,Surrey Police,-0.805527,51.215760,On or near Further/Higher Educational Building,E01030885,Waverley 003B,Investigation complete; no suspect identified
6c071b12dae9b9428b6e5ceeff5137370a582ef2c0b64a094089bfd83887e0e7,2013-12,Surrey Police,Surrey Police,-0.617992,51.186988,On or near Parking Area,E01030914,Waverley 010A,Investigation complete; no suspect identified
fc094838be65f3ec417bc2dedbd346255cc8c377b1ec0bca24134b263dd4d209,2013-12,Surrey Police,Surrey Police,-0.510141,51.104866,On or near Petrol Station,E01030862,Waverley 015A,Investigation complete; no suspect identified
90283d8221242e3edb7687270711c4cd2a874d7b3cee9fcf52a789bcdd7de71e,2013-12,Surrey Police,Surrey Police,-0.150022,51.214958,On or near KINGS MILL LANE,E01030571,Reigate and Banstead 014B,Investigation complete; no suspect identified
6c5df376b02127cda07d2ae857f80d66bcbd6e84b50cdf4a3b4a881731c79dcb,2013-12,Surrey Police,Surrey Police,-0.079043,51.308492,On or near STATION ROAD,E01030860,Tandridge 002D,Investigation complete; no suspect identified
e9fd827d5bdde2b034beb5145e37e593ff8898e093499c21fa9a756270a6e9cc,2013-12,Surrey Police,Surrey Police,-0.085333,51.292498,On or near BURNTWOOD LANE,E01030847,Tandridge 005B,Investigation complete; no suspect identified
a2b3378361e13fc746828939c9a46ee9a5d687bd55b2476c9b6b3a2ab981bac6,2013-12,Surrey Police,Surrey Police,-0.021288,51.175396,On or near JENNY LANE,E01030833,Tandridge 010C,Investigation complete; no suspect identified
1033b20bf3ffff35638c25255dd52051bcddb5ab50c01df29dd92dc586431861,2013-12,Surrey Police,Surrey Police,-0.016708,51.174446,On or near HIGH STREET,E01030833,Tandridge 010C,Investigation complete; no suspect identified
f2f6ea52bbb25ac2cfd55adcf759c940e0ebf2dc4747ca812012128becc5c604,2013-12,Surrey Police,Surrey Police,-0.084621,51.142987,On or near SNOW HILL,E01030823,Tandridge 011E,Investigation complete; no suspect identified
917aa424d352b33419f42c298eee3d7a578cb1a5daf9a6177bf584137b57442c,2013-12,Surrey Police,Surrey Police,0.033941,51.157640,On or near MOON'S LANE,E01030822,Tandridge 010B,Investigation complete; no suspect identified
29c5a6ca3f3eddc446be7c0bd36952b5a4c21cb6e67f471a2e8e60c7da388171,2013-12,Surrey Police,Surrey Police,-0.129989,51.227689,On or near HOLMESDALE ROAD,E01030814,Tandridge 008C,Investigation complete; no suspect identified
80a56d1e993fb02dffade69f0f60558cc9d491e825d96e6b9da2b0286e07426b,2013-12,Surrey Police,Surrey Police,-0.057339,51.245498,On or near CHURCH LANE,E01030825,Tandridge 009B,Investigation complete; no suspect identified
ee2c579384a121233873c1faaeef88a9e7ced0483815aa4e46c3b556b8b5fd28,2013-12,Surrey Police,Surrey Police,-0.478156,51.440845,On or near KENILWORTH ROAD,E01030707,Spelthorne 003A,Investigation complete; no suspect identified
a1c48a8394d9265abd4231bbd959c3776449747eec29f8bcb79946688aa16c34,2013-12,Surrey Police,Surrey Police,-0.477799,51.423027,On or near CHARLES ROAD,E01030739,Spelthorne 007B,Investigation complete; no suspect identified
ae29d1661f21e4b0c99906f211d923141c7708f8cbab206e6f56531b1858f5bf,2013-12,Surrey Police,Surrey Police,-0.547329,51.429305,On or near STATION ROAD,E01030667,Runnymede 001A,Investigation complete; no suspect identified
9a6310e6c2aaef916e79998f51cdc08b6f0084a0432f75adb8ace283d10730a6,2013-12,Surrey Police,Surrey Police,-0.542541,51.427869,On or near DE ROS PLACE,E01030667,Runnymede 001A,Investigation complete; no suspect identified
b0fbec6a150aad6d50d5bd61a5c7bbb940d73debe4c320a46c6c15b4d78e6e67,2013-12,Surrey Police,Surrey Police,-0.490044,51.389266,On or near THE PLANES,E01030658,Runnymede 004B,Investigation complete; no suspect identified
ce2b3c868fa015facd543055837a564e032db4ad2f23fe550403ade4dd25cec6,2013-12,Surrey Police,Surrey Police,-0.174259,51.242201,On or near FLINT CLOSE,E01030615,Reigate and Banstead 010A,Investigation complete; no suspect identified
1d6aa1179f0a50e98be837a46ea45f247fc714735c711a69e04a0f9ae14cb6ba,2013-12,Surrey Police,Surrey Police,-0.165232,51.237176,On or near FENTON ROAD,E01030614,Reigate and Banstead 011E,Investigation complete; no suspect identified
33f1d555dc92e68e3c0f595fabf6fb31615126b4a1cde4e66567a3acfa223adb,2013-12,Surrey Police,Surrey Police,-0.156031,51.252697,On or near ORMSIDE WAY,E01030610,Reigate and Banstead 011A,Investigation complete; no suspect identified
91d1ecba71b071404e63368d7ac5fd474066062f8aa20e14137d0475c2b6e9fb,2013-12,Surrey Police,Surrey Police,-0.157126,51.249315,On or near HOLMETHORPE AVENUE,E01030611,Reigate and Banstead 011B,Investigation complete; no suspect identified
4180e77bc494c24472ff8677a4a296a6ad30b75918b875e14f1b5a3d062cfa40,2013-12,Surrey Police,Surrey Police,-0.152476,51.162910,On or near BALCOMBE ROAD,E01030583,Reigate and Banstead 017D,Investigation complete; no suspect identified
62cf39d8bbaf115e4a6c7b3f9b4fd268e8e1f8c1f6ec23ec1e7000152ad868a5,2013-12,Surrey Police,Surrey Police,-0.318480,51.298974,On or near MELVINSHAW,E01030553,Mole Valley 004C,Investigation complete; no suspect identified
0c24e948cdd99691410aa54846b04693602052465312ade9dd0faf3d7fc8c43e,2013-12,Surrey Police,Surrey Police,-0.330491,51.298049,On or near Petrol Station,E01030549,Mole Valley 003B,Investigation complete; no suspect identified
313c9cc2f7ce194ed3278d201551c3d0c55de5a1af440de2a5c42959647e6b99,2013-12,Surrey Police,Surrey Police,-0.321164,51.279678,On or near THE DOWNS,E01030554,Mole Valley 004D,Investigation complete; no suspect identified
7bc79999a724b297f97a79b703fca6114c5c492f369a289254e7b15fb3aeb34c,2013-12,Surrey Police,Surrey Police,-0.321068,51.270100,On or near SCHOOL LANE,E01030556,Mole Valley 009D,Investigation complete; no suspect identified
6f7af7774da38bb88d189ede3e18975e2a814b51db3f71486c42bc940bc16c99,2013-12,Surrey Police,Surrey Police,-0.337912,51.235538,On or near STATION ROAD,E01030534,Mole Valley 009C,Investigation complete; no suspect identified
eb60d5c64c7c45d9bcc7f098c3a6e7275c59f9f8fbf92edcbe0da636a019302a,2013-12,Surrey Police,Surrey Police,-0.372542,51.274693,On or near GARDENER'S WALK,E01030520,Mole Valley 007A,Investigation complete; no suspect identified
a5836c232d63dc11999678d8288d3e1011b595e96bd7d5cba91d3831120f5d97,2013-12,Surrey Police,Surrey Police,-0.020339,51.130729,On or near NEWLANDS CRESCENT,E01031733,Mid Sussex 001C,Investigation complete; no suspect identified
81ed3caf087c5eef9a3239da66772f12808e99dcc4bbdc41b2a6c7007b91653d,2013-12,Surrey Police,Surrey Police,-0.525649,51.244070,On or near THREE PEARS ROAD,E01030461,Guildford 011E,Investigation complete; no suspect identified
ee402563a5b7097d6b6e8b76c7272fb6a04d19a8b3f6dbaa715bc3cf8b76c5cb,2013-12,Surrey Police,Surrey Police,-0.542236,51.241022,On or near DOWN ROAD,E01030460,Guildford 011D,Investigation complete; no suspect identified
229d5e118f87e48b5aae0c7deef59a6a87dbf1dcb9256805ac467220dee37f5c,2013-12,Surrey Police,Surrey Police,-0.565980,51.246810,On or near Sports/Recreation Area,E01030438,Guildford 013A,Investigation complete; no suspect identified
3ba008787575861fb0178018f7d589cd140fe3212705e080454423722d75b7db,2013-12,Surrey Police,Surrey Police,-0.532842,51.285022,On or near SEND HILL,E01030475,Guildford 001D,Investigation complete; no suspect identified
de10cb85cec40fe7810cdd49bc2326c999e4f32c53b38acb0774c8fbf7736650,2013-12,Surrey Police,Surrey Police,-0.716418,51.245400,On or near PARISH CLOSE,E01030421,Guildford 014A,Investigation complete; no suspect identified
a48715d2c106206bb0f5fc159b361a49070463204e2642b62ea806903eee0cea,2013-12,Surrey Police,Surrey Police,-0.724622,51.249257,On or near LONGACRE,E01030433,Guildford 010D,Investigation complete; no suspect identified
bfbba5e8dc60c46bd839ab44def247e84edd17097d3ada6bb2447aca579218b3,2013-12,Surrey Police,Surrey Police,-0.726947,51.259489,On or near DERWENT AVENUE,E01030426,Guildford 004A,Investigation complete; no suspect identified
90dc4d0043d8c50a6b5e0ba9c4b638c986fb3443a352212ec57bdb47bb562336,2013-12,Surrey Police,Surrey Police,-0.567486,51.208476,On or near LITTLE ORCHARD WAY,E01030480,Guildford 017E,Investigation complete; no suspect identified
4015dac056a4d482b3aba91057dfbb829723b3e4fd4b8cfcf535de94ae8a0b47,2013-12,Surrey Police,Surrey Police,-0.610110,51.245868,On or near POND MEADOW,E01030496,Guildford 012C,Investigation complete; no suspect identified
2e117c259dde73bb110d325fc5694cb466a8b7bbf327d24815fd80301c71396d,2013-12,Surrey Police,Surrey Police,-0.594247,51.246874,On or near MIDLETON ROAD,E01030468,Guildford 015C,Investigation complete; no suspect identified
c34d0eb958ae492acb3a690789fa9a4886f374925bb1f60798a029aec5e05df2,2013-12,Surrey Police,Surrey Police,-0.268449,51.338163,On or near TEMPLE ROAD,E01030409,Epsom and Ewell 007E,Investigation complete; no suspect identified
1c56903c4dc9c3e0a96199e8ebef02adbb61e1819145d8ef9064dec3f7b98fc3,2013-12,Surrey Police,Surrey Police,-0.267438,51.347851,On or near ORLANDO GARDENS,E01030383,Epsom and Ewell 005A,Investigation complete; no suspect identified
56f82cc3402c74275129fa0d1f3c2f4759d6c27205c2a62a822d7cffe4a8af49,2013-12,Surrey Police,Surrey Police,-0.243871,51.328004,On or near LONGDOWN LANE NORTH,E01030396,Epsom and Ewell 010D,Investigation complete; no suspect identified
640385fa81150b593a88af7391d8f656f7e8259a57ed570e952e10b2ead078c7,2013-12,Surrey Police,Surrey Police,-0.272822,51.322266,On or near AXWOOD,E01030417,Epsom and Ewell 009D,Investigation complete; no suspect identified
d7b8cd1249af5d384659304b75dfec465ff63c9c78c773bde1e432c01052ada0,2013-12,Surrey Police,Surrey Police,-0.265363,51.363629,On or near ELM WAY,E01030394,Epsom and Ewell 002A,Investigation complete; no suspect identified
1442cfce2264747dd9c44ce6d322418da4eada15741127b75e030778a4ce9fee,2013-12,Surrey Police,Surrey Police,-0.245420,51.357361,On or near EWELL PARK WAY,E01030406,Epsom and Ewell 003C,Investigation complete; no suspect identified
1782eaaa13c4bfd1eb83a81628b423fe9a9119b0bd207961319800d979636807,2013-12,Surrey Police,Surrey Police,-0.263341,51.334284,On or near Supermarket,E01030411,Epsom and Ewell 008B,Investigation complete; no suspect identified
b536d0690156fbe5a2011952ff51fd9d5c1e3cea1969383c1a32e3c5043b3cbc,2013-12,Surrey Police,Surrey Police,-0.372058,51.380403,On or near JOSEPH LOCKE WAY,E01030310,Elmbridge 013D,Investigation complete; no suspect identified
d959ea180e43aa1655dd882eeba9f959a1fcadb64cef60b674f94561e7e76b3b,2013-12,Surrey Police,Surrey Police,-0.342676,51.393003,On or near DENLEIGH GARDENS,E01030351,Elmbridge 005B,Investigation complete; no suspect identified
8f9fc535d14010af70f198faa25f65f7ac2cd9f4555b57ef2e12802e05ecfff3,2013-12,Surrey Police,Surrey Police,-0.344717,51.376675,On or near SOUTHMONT ROAD,E01030321,Elmbridge 009C,Investigation complete; no suspect identified
1dfc4cd8b7f26db1e681943c0e1316db9a8e70c3403dda71a63cd93954ec46b8,2013-12,Surrey Police,Surrey Police,-0.379439,51.402501,On or near SOVEREIGN COURT,E01030331,Elmbridge 001B,Investigation complete; no suspect identified
bc7ce886f0ed588d5087545c3b0f51435c8f07f7ed906f01a39d0a2aa70af286,2013-12,Surrey Police,Surrey Police,-0.732555,51.090771,On or near LION CLOSE,E01030926,Waverley 017A,Investigation complete; no suspect identified
242a7aa028055bbe2bddc468cceaa4effd4ce070e4c4bf978684654050f05865,2013-12,Surrey Police,Surrey Police,-0.573788,51.308908,On or near WYCH HILL RISE,E01031001,Woking 010D,Investigation complete; no suspect identified
95276ce9394255e3a890f8b69d650d93708a57c6794ddd0c2ddb9d5cede902cf,2013-12,Surrey Police,Surrey Police,-0.812265,51.199867,On or near GREENFIELD ROAD,E01030897,Waverley 006E,Investigation complete; no suspect identified
381bf2762b39e884e4f211d924588e45b61138f4fb9343889480ffe023f6421f,2013-12,Surrey Police,Surrey Police,-0.815654,51.200001,On or near BELDHAM ROAD,E01030905,Waverley 009B,Investigation complete; no suspect identified
76ae9dc48f71ee6ee58da3057865f72c30c307ed34e53fd05122508dc8ff5ea7,2013-12,Surrey Police,Surrey Police,-0.810163,51.194792,On or near SUNNYDELL LANE,E01030897,Waverley 006E,Investigation complete; no suspect identified
eb751aa0415f1099f4ec4e871fe53ff95d9526d358e8e6d5c275ebcf68b6212f,2013-12,Surrey Police,Surrey Police,-0.742155,51.087457,On or near TROUT ROAD,E01030926,Waverley 017A,Investigation complete; no suspect identified
7c8a4fbb5eb843161ae5a3a03236bc796abf16e08c6eb9de9ef572d6e45d8a00,2013-12,Surrey Police,Surrey Police,-0.742155,51.087457,On or near TROUT ROAD,E01030926,Waverley 017A,Investigation complete; no suspect identified
c0cab2c46a40bf7ef35d3eb83a33409f05ded594607e74395474fca129fffd5d,2013-12,Surrey Police,Surrey Police,-0.732283,51.086613,On or near THE MEADS,E01030928,Waverley 017C,Investigation complete; no suspect identified
d78b310e298035b40762d84ad7e1edc9c125b53979e8298f96285e9012be44cd,2013-12,Surrey Police,Surrey Police,-0.655411,51.160411,On or near MERRYACRES,E01030939,Waverley 011E,Investigation complete; no suspect identified
ac9dd115c8c3fb7ef9c37ba7d3855623ee2d32281ad1c636212ddeaeeb72c9e6,2013-12,Surrey Police,Surrey Police,0.008954,51.238507,On or near BARNFIELD WAY,E01030843,Tandridge 007D,Investigation complete; no suspect identified
a8d8e1a18d8779c8d027b3b96a22f90d20c116516bedc004aa5b9cd2587ec77f,2013-12,Surrey Police,Surrey Police,-0.051684,51.295567,On or near PARK LEY ROAD,E01030861,Tandridge 004F,Investigation complete; no suspect identified
2cddd1e97bbca9c28efd6b690bc71badaedb08d686df36ec09fb2b0ed6f48f74,2013-12,Surrey Police,Surrey Police,0.017902,51.302185,On or near BRIDLINGTON CLOSE,E01000655,Bromley 039B,Investigation complete; no suspect identified
373442fe2551965e75117f76dfd96832323087f0fa42b42ad60ea5b6a6f82967,2013-12,Surrey Police,Surrey Police,-0.023479,51.184048,On or near COBHAM CLOSE,E01030834,Tandridge 010D,Investigation complete; no suspect identified
87dde5e9c40a86dfdb1ccaa322388e9cbffdf64a9a6b540c3280d7de542fbe82,2013-12,Surrey Police,Surrey Police,-0.642165,51.323038,On or near Prison,E01030761,Surrey Heath 006A,Investigation complete; no suspect identified
bf132adc1a40f6c0de4be2c63a65dd38320fdbb1d9dbbd3502f3c1023180d60f,2013-12,Surrey Police,Surrey Police,-0.426966,51.419748,On or near ESCOT ROAD,E01030752,Spelthorne 008E,Investigation complete; no suspect identified
74d9f8b8549ad93fe04752a5358b5d007ff504bed74dc9bff66a9b7f2c38c70b,2013-12,Surrey Police,Surrey Police,-0.427170,51.411721,On or near FALCON WAY,E01030717,Spelthorne 011A,Investigation complete; no suspect identified
2f0dc61b203be8dbd4de11985053cd5f4acfbb6d195ef986789e4ac0394ef9f6,2013-12,Surrey Police,Surrey Police,-0.422711,51.425958,On or near CAVENDISH ROAD,E01030750,Spelthorne 008C,Investigation complete; no suspect identified
af0ce35296792c0d94fd1e8aea367081cf23dbe07f558bf2d582616dbe00da62,2013-12,Surrey Police,Surrey Police,-0.463013,51.432896,On or near Supermarket,E01030712,Spelthorne 003C,Investigation complete; no suspect identified
f5d1ccbc61a4164764d0c5ec916f83389083062c091871b6d7cd6d5e8c38014a,2013-12,Surrey Police,Surrey Police,-0.511457,51.435806,On or near Supermarket,E01030736,Spelthorne 004C,Investigation complete; no suspect identified
db4b1ef060875bc980e1d47e7857de37c790b6abcf80daaf6730ba40fc047dd6,2013-12,Surrey Police,Surrey Police,-0.473056,51.440167,On or near STANWELL ROAD,E01030707,Spelthorne 003A,Investigation complete; no suspect identified
b2031b6684924d4217dd2025e0eb3cd70ab20685dfc59d7d2301dcd31ba3a9bb,2013-12,Surrey Police,Surrey Police,-0.481829,51.438564,On or near Sports/Recreation Area,E01030708,Spelthorne 003B,Investigation complete; no suspect identified
5017ce7eb44b80c0b41bf6a6d82aa890ab6a2806f38758796f2b500bbd276801,2013-12,Surrey Police,Surrey Police,-0.663997,51.351084,On or near Petrol Station,E01030779,Surrey Heath 003B,Investigation complete; no suspect identified
0c88237e0998e19fee17cf273cfbe94482f50c245f855e40daf0892f1b703787,2013-12,Surrey Police,Surrey Police,-0.567129,51.394577,On or near UMBERSTONE,E01030691,Runnymede 005C,Investigation complete; no suspect identified
0995763d5adeb9e4d9c18566c9db12de5c237fe7041e748263e5d297a1252b21,2013-12,Surrey Police,Surrey Police,-0.533890,51.419507,On or near BOSCOMBE CLOSE,E01030685,Runnymede 004C,Investigation complete; no suspect identified
9a1c1a0d9001415865babb89cf052fe245e99575094e6baeb1a66a76389898e9,2013-12,Surrey Police,Surrey Police,-0.197613,51.224586,On or near Supermarket,E01030594,Reigate and Banstead 013A,Investigation complete; no suspect identified
7c755f3124bf27d2fedc55d8ad6438641e1129cff09aa8799d76997355bb4bab,2013-12,Surrey Police,Surrey Police,-0.186349,51.226948,On or near SOMERSET ROAD,E01030595,Reigate and Banstead 013B,Investigation complete; no suspect identified
4d618a29b4bdc51627f01fc2882fc92b94002c5bd643467a53f8c4636ae6234c,2013-12,Surrey Police,Surrey Police,-0.160177,51.246468,On or near BURRAGE ROAD,E01030612,Reigate and Banstead 011C,Investigation complete; no suspect identified
8660347aa75957ac304a5e355ff565f18e7dc062441889b9c7918f0fc474a010,2013-12,Surrey Police,Surrey Police,-0.163519,51.183777,On or near BONEHURST ROAD,E01030576,Reigate and Banstead 018B,Investigation complete; no suspect identified
1692c19518b2d60a813063adb61babdf7fdfb58872a9026dbac486c6cadeda5b,2013-12,Surrey Police,Surrey Police,-0.162725,51.192937,On or near BEECHWOOD VILLAS,E01030629,Reigate and Banstead 015B,Investigation complete; no suspect identified
bc91f3518547bde1036f870a8dbeb41f0b5a645642275ac23d7e6b3cc76d7332,2013-12,Surrey Police,Surrey Police,-0.171889,51.311696,On or near COURT HILL,E01030568,Reigate and Banstead 004D,Investigation complete; no suspect identified
85c5416e07fd90c83c813f30eb002ae0170ce1f950b512ea8398a48a53532ad7,2013-12,Surrey Police,Surrey Police,-0.163519,51.183777,On or near BONEHURST ROAD,E01030576,Reigate and Banstead 018B,Investigation complete; no suspect identified
4ffe5798e83a7549cffc1d438239e8d24654458c7f3599a080c64091eb1fe8a5,2013-12,Surrey Police,Surrey Police,-0.330872,51.239278,On or near ASHCOMBE ROAD,E01030533,Mole Valley 009B,Investigation complete; no suspect identified
5f077b20dd75a5fc5cec0a02cdbdbc8d4176a0027d2885d6fdfada4a0f67e7cb,2013-12,Surrey Police,Surrey Police,-0.334285,51.231647,On or near WEST STREET,E01030538,Mole Valley 010D,Investigation complete; no suspect identified
b085e4f26e350f6d9a2601c8a1cbd00d8a2f28707a51aa8a343963055d1f70a3,2013-12,Surrey Police,Surrey Police,-0.591561,51.248514,On or near WOODBRIDGE HILL GARDENS,E01030495,Guildford 009C,Investigation complete; no suspect identified
dd885fa918f06a88fca2ca6aa589249b20d213f587e7c2513bb7992d9ca1e39f,2013-12,Surrey Police,Surrey Police,-0.577680,51.237268,On or near Nightclub,E01030452,Guildford 015A,Investigation complete; no suspect identified
0bed6ad4a7e5facdafe5e0aca0176e2852bed8248d789035c494193bf9ec8f4d,2013-12,Surrey Police,Surrey Police,-0.577680,51.237268,On or near Nightclub,E01030452,Guildford 015A,Investigation complete; no suspect identified
6abbf6ab4ca302b9a4fb85214472e205791ca357994bbb506ee9a6213d6b68d5,2013-12,Surrey Police,Surrey Police,-0.577155,51.235706,On or near Pedestrian Subway,E01030455,Guildford 013E,Investigation complete; no suspect identified
a32bac2d16ee587cda9bedda1869481e7fb1a9688e9e00e2b5cf7ecfec680c90,2013-12,Surrey Police,Surrey Police,-0.490630,51.299314,On or near WHITE HART MEADOWS,E01030459,Guildford 001C,Investigation complete; no suspect identified
88a24d4700477fd8370b2603939f8e4ccc15689ac47d7afe304a9eca3394be93,2013-12,Surrey Police,Surrey Police,-0.509079,51.301457,On or near NEWARK CLOSE,E01030458,Guildford 001B,Investigation complete; no suspect identified
e2f94d62e39b496cb339e68e916368a6fe400101ed72f6afd6dcc7f9c63bb189,2013-12,Surrey Police,Surrey Police,-0.589695,51.222845,On or near SANDY LANE,E01030478,Guildford 017C,Investigation complete; no suspect identified
c6cdb190a8c1d4c097c93b081ef26cbfd6cd206096d0c0e74c17ab11e92ea619,2013-12,Surrey Police,Surrey Police,-0.254560,51.345888,On or near THE RISE,E01030392,Epsom and Ewell 010C,Investigation complete; no suspect identified
234e2e6921e4e2ee416c362d7b589fce25e252d2a8cc3871cb60cacb07f98edd,2013-12,Surrey Police,Surrey Police,-0.261454,51.347744,On or near MARSH AVENUE,E01030413,Epsom and Ewell 004B,Investigation complete; no suspect identified
54b0d79e1fcabfde5cf1a60331a93b11c6506c25108861e6f2ef0aaa9c8809a5,2013-12,Surrey Police,Surrey Police,-0.267006,51.333403,On or near HIGH STREET,E01030411,Epsom and Ewell 008B,Investigation complete; no suspect identified
83f0ecbca0e9aac60f23396ea6888ce239b536ccd99a928fbd28f5c85f104b40,2013-12,Surrey Police,Surrey Police,-0.267006,51.333403,On or near HIGH STREET,E01030411,Epsom and Ewell 008B,Investigation complete; no suspect identified
