Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3651389dae202092431a07331cd74beedd6d0a50936617d6c0eff0e040b01be1,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.568316,52.453438,On or near BLYBURGATE,E01030223,Waveney 010A,Offender given a caution
7d558c3564186a66c570d5af5bddc4270229151ea7ce2426c0128eec821fbdb8,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.139663,52.064218,On or near PROVIDENCE LANE,E01030022,Ipswich 006A,Offender given a drugs possession warning
c80964016a1c70347dbcfc058139cce459fe9203c640b077db5b6f197b7b6abc,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.506994,52.267858,On or near HIGH STREET,E01030222,Suffolk Coastal 001C,Investigation complete; no suspect identified
c392b2b20c3c59ae11e2b615719f381983a89ebce8b0451d6bcc5a0a1976382b,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.747529,52.035258,On or near Parking Area,E01029886,Babergh 008A,Local resolution
6811ff8dff3584a6c5852f216a0ab9cd048dd901958c9ef33639cdb1bf1be53f,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.722860,52.078242,On or near SHAW ROAD,E01029900,Babergh 003A,Local resolution
ad45ea224f76ac682d182de1b9c0a695366cdc89e3a026c70a6d71b695f474dc,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.418699,52.090958,On or near GAINSBOROUGH ROAD,E01030117,St Edmundsbury 013C,Local resolution
48dd5a075447b51d996d9e5cc2f30df39d13838f368d25da64033ff99b4ea25d,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.418699,52.090958,On or near GAINSBOROUGH ROAD,E01030117,St Edmundsbury 013C,Local resolution
cfe6246793e09df5349f82a740eb679096e8dff232d1ef9662c6c2637672a25a,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.439067,52.085106,On or near Supermarket,E01030108,St Edmundsbury 014D,Local resolution
df2827c6624be5909ab27e2110ea257459d26f13e0fe6134c8485cc63afc2c22,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.707442,52.252502,On or near MARSH WAY,E01033043,St Edmundsbury 006E,Investigation complete; no suspect identified
d6ce28e47cc7de0cfc1a094f28c7ccc560a71681665f34d4ca1baf3a309ee153,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.499332,52.309529,On or near ACORN WAY,E01033454,Forest Heath 005F,Investigation complete; no suspect identified
48a450aacc854900096f8bd98f1e56775eca3c13dce9bcd0097d2fd185724f23,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.716695,52.254781,On or near Petrol Station,E01030137,St Edmundsbury 006D,Local resolution
669ca87fed560bf2933e827149af3a989dcc53010a49bd3243460c26b9f7bcc8,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.710856,52.246489,On or near Shopping Area,E01030091,St Edmundsbury 006A,Local resolution
e75e561209dc059161c46c6e225a4ddaa6920b4d64ec08d0d7e0fa7fed50c000,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.153919,52.043510,On or near COWELL STREET,E01033122,Ipswich 012F,Local resolution
2dbcca9c1e52bd79a75793effa5cbc7aee957cc9f36feb470f1d0fe684540037,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.193338,52.055687,On or near NEWBURY ROAD,E01030004,Ipswich 008C,Offender given a caution
ebbb32097521522d0fc7a0214804fc59a6edcd36b3ab3489a2843bd2365eedba,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.193338,52.055687,On or near NEWBURY ROAD,E01030004,Ipswich 008C,Offender given a caution
3cd0618dd7a3c0f2d88f1776a749fc9b615993aefc6c8d8598d429924723a03f,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.193338,52.055687,On or near NEWBURY ROAD,E01030004,Ipswich 008C,Offender given a caution
d4d58100889dd09084538bc65265994bfd624c4ef69ef02d1684208f57fcd56d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.742715,52.491478,On or near MINOS ROAD,E01030277,Waveney 002C,Local resolution
99a2a9454a20f352c4f65e187cb3e7f56aeb0a73fad7a916b9ecda7a7aa0a60c,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.741519,52.470639,On or near HORN HILL,E01030258,Waveney 007D,Suspect charged
38ce52a9f0934f265465b2875075ff49e39f242dee63c55dc96866f222ead89c,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.746478,52.471615,On or near Parking Area,E01030258,Waveney 007D,Suspect charged
5d04143027e8333ee3439a53c8c02e471abe1cd9f78899fed116f9e246f808a5,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.108792,52.364175,On or near Petrol Station,E01030064,Mid Suffolk 001C,Suspect charged
b15cbe0b66a71e37b65f02cf2a71b0558b6f12d4f53f745d924e1b9fa9b34cbf,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.106026,52.365570,On or near LOW'S LANE,E01030064,Mid Suffolk 001C,Suspect charged
460bf699933b26ecb385adff48d0943c69a081f0fa0cf1347df7da5661fd178c,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.439067,52.085106,On or near Supermarket,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
812fcfe8517c04146e17ee3ebc6b913e2159535aaa1e7d1d82933666e91ee276,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.128738,52.065534,On or near BAYSWATER CLOSE,E01030026,Ipswich 006E,Investigation complete; no suspect identified
2b5ce590f476cd683609bebea1363a3c7ee485323d31e71b0785e584fe8d71e9,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.712407,52.448692,On or near DALE END,E01030253,Waveney 012D,Local resolution
69553d3e711c413acd7c9151a8339adb285433771bf98fc5fd06e4539c6b53f3,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.442392,52.445842,On or near PRINCE'S ROAD,E01030232,Waveney 013C,Offender given a caution
c72e2d7013d63715f90c8745983b9996938eaabcfdf00beb478827a8d5b08e05,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.709206,52.244899,On or near PROSPECT ROW,E01030091,St Edmundsbury 006A,Local resolution
1cee34399ee94ef11edd6ad5189112aedb14cae4a4668d3799a0dd23cdf39497,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.128925,52.067166,On or near REDHILL CLOSE,E01030026,Ipswich 006E,Offender given a caution
8de8be498065122d8830ffe0fcf7e54469c949565055c8609b6b2badf42224b1,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.277346,52.066033,On or near Petrol Station,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
fefeb7699551748dc3c141d84366b1b1baa00383b0d248d0145ff6400a8cd780,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.346498,51.962694,On or near PRINCES ROAD,E01030164,Suffolk Coastal 013E,Suspect charged
e0cdc639674393a18b968d556b67714a6ab24387d387e5649915d6067fa2ec62,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.147190,52.059610,On or near Supermarket,E01029988,Ipswich 010E,Suspect charged
df79d112c495474962b688c2bfb48c2b864a8333ddf0f1424b3efa37aee66058,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.465990,52.313682,On or near Park/Open Space,E01030201,Suffolk Coastal 001A,Local resolution
adc32e1ea73d13ad680f18aca39ccd0005eb8145a1c10795bd52b7800e4df39b,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.046483,52.152959,On or near PRIESTLY ROAD,E01030061,Mid Suffolk 011C,Offender given a drugs possession warning
4af88500a4dbc0125a770eb7f437af194d590c543fc5d0c08886dbb347abc370,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.126761,52.086722,On or near Sports/Recreation Area,E01030035,Ipswich 001D,Local resolution
529f1d6ce2272adc593f93e6ff04af4649d8a63592a01c565cf9900025b2cb48,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.135244,52.063841,On or near BRAMFORD ROAD,E01030023,Ipswich 006B,Local resolution
4256fe118a1221673ec16deb8a64c128bf31bfa4eac12cec29e2327bd43ceb77,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.401304,52.256171,On or near WESTON WAY,E01029955,Forest Heath 006D,Offender given a caution
7fc64f5527dbe0e607c6200b3876c37f5b2fae6997a976541c9d069a944d2e96,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.713085,52.252535,On or near STATION HILL,E01030137,St Edmundsbury 006D,Suspect charged
565aedb8ffb4c41e1ac28859be2bcadc13ed723f54d7db3715395ef8611ef32a,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.154887,52.179634,On or near DEBENHAM ROAD,E01030057,Mid Suffolk 007B,Investigation complete; no suspect identified
5991896ee6ae14f3d0e471616961c3aa038e83cd362ae02d0764587d5a42bd6d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.187524,52.059892,On or near CROZIER MEWS,E01030003,Ipswich 008B,Investigation complete; no suspect identified
c5591ff26164f1cf60b7018146f40f73bc0dbe081c98755e8311c09b23458557,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.181142,52.058571,On or near SPRINGLAND CLOSE,E01029958,Ipswich 007A,Offender given a caution
0c87f1a68fcbc77d4794cd8604074e6e5a2feed2e1476ec7062f4f9529ff319c,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.723492,52.416771,On or near CHIPPERFIELD ROAD,E01030251,Waveney 012B,Investigation complete; no suspect identified
ebe284138d82283c97977fddaf9ab3585589a09fae769460405ef6f4ec7b9548,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.149404,52.062878,On or near ANGLESEA ROAD,E01030009,Ipswich 005C,Investigation complete; no suspect identified
11c744c58e68b99533ff1093634fcdf872460d42dac411b0d7e6c2baddd0b3d3,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.717397,52.240610,On or near Theatre/Concert Hall,E01030093,St Edmundsbury 006B,Investigation complete; no suspect identified
1ab531fb4ff446bc84830dff40a2911ba76000ce60686d2b0dd96e9f696665d4,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.198793,52.034439,On or near LESLIE ROAD,E01033128,Ipswich 014F,Investigation complete; no suspect identified
1dd1813ede090467ebd5bafec5cf2d9f2b6ce16583c27c2fc16a0104b0e8dc33,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.722985,52.467959,On or near MAPLE ROAD,E01030289,Waveney 005D,Investigation complete; no suspect identified
376b664df78538a515f7243a38bc6e3689f86a1afab6fc30592314b53546d0c0,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.688210,52.246566,On or near WESTLEY ROAD,E01030124,St Edmundsbury 007C,Investigation complete; no suspect identified
defdf36c563cac721c955e19de2de5625067735ab1d1ba135468c6d83dceef15,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.458056,52.072338,On or near BOUNDARY ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
4f19fcf19e19e9a15e2af3359c6c0e3642bae5d16a589f921546b9209d607f79,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.504499,52.339184,On or near WORLINGTON ROAD,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
f5400c382b94a4c8b11a84287f34452cb6f6012b429778277a148bfd83fcd5e8,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.145871,52.062226,On or near ORFORD STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
29bb65f225963a868647113549c8b4b763794167db8338d51379d833d64b3d27,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.483290,52.091835,On or near WHITE HORSE ROAD,E01030122,St Edmundsbury 011B,Investigation complete; no suspect identified
7294f8bcc6d84c1b2f4fa425f2f545125626a25436319851d08d787b8c6d0628,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.743806,52.467040,On or near UNION PLACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
fd9b306308c9fbf8ffcc328f1cc8eb3af1d8bf82c3098a886452bb326dfa884a,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.706494,52.438066,On or near CHURCH ROAD,E01030252,Waveney 012C,Investigation complete; no suspect identified
ab47abfb5994cc5d62c790c61a685cc3ca44f42e75d3c16d2c47cb7b8938257d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.149453,52.050717,On or near BURRELL ROAD,E01033130,Ipswich 012G,Investigation complete; no suspect identified
06e7a8bc3808655699b1146a1ca66c4cc0f081f09a85ed956cb2daf4ed9bd4de,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.126785,52.059928,On or near BAILEY CLOSE,E01029985,Ipswich 010B,Investigation complete; no suspect identified
1b1609042162b05937dfb96c7a8ddbd1fc3ca0520d2ebefc742bf80af6125420,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.753719,52.487279,On or near DAWN POINTON PLACE,E01030247,Waveney 007A,Investigation complete; no suspect identified
3fbcae5acf8abe5836e11a35c26bb2d62f2af3a61bde0e52ca54ef3a3ab520fe,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.139126,52.060508,On or near PROSPECT STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
3c253977a1c8263cdcac006e70e5754f3d9c1be27932f267b34e853fb3184a73,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.713313,52.249301,On or near LATHBURY COURT,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
fcf81312eeac2a99cf6700292108c82e39720ba780afd01e38e13e735d2803fa,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.438501,52.082771,On or near MARKET HILL,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
0dedd70bbe36d2ad6141f417cc36c8e26e36b637063846964ccc3d1473270f16,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.990974,52.189230,On or near CHILDER ROAD,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
6aedb36d6d44721bf2419541d9aad9ee9d9cf113f2593a659f457fd4bbf1468f,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.870520,52.024697,On or near ROYLANDS LANE,E01029875,Babergh 009A,Investigation complete; no suspect identified
1e1c0fa7edc36e8b1af8dacf03aca2d2e047e180fae853f0df4db7da57962cae,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
fa79937da06e9f4e594f35394aba4aa8c778b105c0b5d0fc4f3a6cd0cffbb8ad,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.683192,52.249594,On or near RIDLEY ROAD,E01030125,St Edmundsbury 007D,Investigation complete; no suspect identified
254e4f8ab9d82d48e4c21b1521b999ee948837ca5e60b100dca6839b72f067cf,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.153387,52.056035,On or near FALCON STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
5c973d4833ee95e467ea005a1a0a033e0def27657866c618f1c14209a8b2a349,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.148072,52.037308,On or near Sports/Recreation Area,E01029969,Ipswich 012B,Investigation complete; no suspect identified
59adc48945c075719cf24b4c9909d2fd6c8d868edcf1fe331acf6cee1e9c58c1,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.254631,52.065728,On or near BOOTH LANE,E01030181,Suffolk Coastal 010A,Investigation complete; no suspect identified
bf32f107551749ec75acfee4b0e8d363d4108eff22d940242cf4050b6afea54f,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.711218,52.246903,On or near ST ANDREW'S STREET NORTH,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
23c3ed55d9de5129e575a76cf199baca9c33430739399909d7bed33430d44072,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.404795,52.244850,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
16859303e4b2b0e5964b41b3a04445897b309591f575cc9d794875e924da4023,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.139126,52.060508,On or near PROSPECT STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
927777d7a8052abc484f5a84c57b7d3e54d5794acb7d04f0c1dbdb33c7f0fff7,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.581700,52.298764,On or near THE STREET,E01029941,Forest Heath 005A,Investigation complete; no suspect identified
b0d5166ec96209aeea08f53d557c0ede38d7ac4c370b07ea40b030e352173f3e,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.174960,52.060276,On or near ST MARYS ROAD,E01030002,Ipswich 008A,Investigation complete; no suspect identified
3558c1fbc62ac16c6fa5229b36274f8e6b58717bf964de50fb23bc4e332d04b8,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.127386,52.056837,On or near DICKENS ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
4ea51f8653ccd4d928983a059327e7a8d7a8d9d114c66b6cce8c8a5f4acce3dc,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.440126,52.086056,On or near YARMOUTH PLACE,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
09633df0960c0008451322c09b86261fb998f9cc665091bbcf64bd1ce5375f9e,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.329333,51.977833,On or near EASTLAND COURT,E01030216,Suffolk Coastal 012D,Investigation complete; no suspect identified
0b14935f1a33d0906181c729d52b80bebbd69bc23129f4a21c444f1ea136db3e,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.960557,52.217248,On or near THE FOLLY,E01030063,Mid Suffolk 009A,Investigation complete; no suspect identified
32517b4f891b960703b179f76d1d341b40bd94536a10e7512ad55a32fb99e894,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.735321,52.039274,On or near BELLE VUE ROAD,E01029913,Babergh 007B,Investigation complete; no suspect identified
c83375bf2419378b7cd279d3e84d4772188fd6c2f374876d23d022caa87d2299,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.493143,52.213474,On or near CHURCH STREET,E01030209,Suffolk Coastal 003C,Investigation complete; no suspect identified
2c3ec92888cf9d1d3510a2b4ba4eba7ffd01bc3a7aea4294acafa763b307953d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.177854,52.053363,On or near FARADAY ROAD,E01029961,Ipswich 007D,Investigation complete; no suspect identified
25ecba85c7017a36cb49afb43a12ebbdf5d0f42d084b982992fe646bef8c1778,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.757530,52.480313,On or near CUMBERLAND PLACE,E01030247,Waveney 007A,Investigation complete; no suspect identified
94b91a1950bee647d2a6bfea3099ba2d97db76eeba17e4704d2cd640a9e78b0e,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.581700,52.298764,On or near THE STREET,E01029941,Forest Heath 005A,Investigation complete; no suspect identified
0c6ef96e3a15295e20dc9c0a51574d6732233cdeeab215c7f058410447faf480,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.154515,52.055897,On or near OLD CATTLE MARKET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
0b6ffd53f45299ef42005e13b06d8d034d9aa4bd57a8d1a03e11bab6cde3cedf,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.699768,52.244855,On or near QUEEN'S ROAD,E01033047,St Edmundsbury 006G,Investigation complete; no suspect identified
b4c6c2c71849b770dcf13e1a5aeddbf2f1ed4cc5b153fefd2b53cdcb30d045eb,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.708866,52.477650,On or near CALDECOTT ROAD,E01030269,Waveney 006D,Investigation complete; no suspect identified
eae0d9da69e3d88aff6cf9fe7234f0bbbb3d6e14498366c52227f2fb424ca856,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.711089,52.421479,On or near BARBER CLOSE,E01030252,Waveney 012C,Investigation complete; no suspect identified
a69e0d205bd9caf8dd8c1e0336599138d1c0ce68a115594ac66fdde0c1913351,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.401845,52.249910,On or near BEAVERBROOK ROAD,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
54eba19d2c6e0292979c99054fc557d73ee0f9ac4c3d9096db532ff64812416a,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.730613,52.038592,On or near MARKET HILL,E01029920,Babergh 007H,Investigation complete; no suspect identified
95a43f389706a6bd5bd6ee343e74205051c3e278b12d5c8998452e8beb5e7751,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.914040,52.238488,On or near STATION ROAD,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
c792827d89844539968d2b39c5fd587b5e8c79191ee2ca355b36d7ac69eacb7c,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.753360,52.031920,On or near HARTEST WAY,E01029889,Babergh 008D,Investigation complete; no suspect identified
c1fbf5d0d0df3db75d1f7e075a6d8cc346d2b6d9becfa9333aa3b4f16c07ac9f,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.110296,52.038501,On or near PIN MILL CLOSE,E01029910,Babergh 005F,Investigation complete; no suspect identified
2fef00d847294e4961d2519f1262178f650710635a6f09f7a5a07e5d72704010,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.144201,52.050723,On or near Police Station,E01029985,Ipswich 010B,Investigation complete; no suspect identified
9cb091d12318e956ee19a54c32245cb9f591ac475fc6e96e833324990d3e3543,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.696787,52.462378,On or near SAN FRANCISCO WALK,E01030234,Waveney 009A,Investigation complete; no suspect identified
900ae7f26b1856f8977d28ec5fb32d85b2a9244a7d13df5e25b393fd0eb82117,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.730969,52.255512,On or near MERCERS ROAD,E01033048,St Edmundsbury 009F,Investigation complete; no suspect identified
f318f98b874e4c5c1e828ed62683c485470c88b0860f3952ebb2a24ddce532e5,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.219514,52.029755,On or near WENTWORTH ROAD,E01033127,Ipswich 014E,Investigation complete; no suspect identified
a2b71d09f9b542d4aed2546a4ebed028e38bb6b6ab9ae3b9cffd8512483ee976,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.524592,52.335744,On or near THE STREET,E01029945,Forest Heath 003E,Investigation complete; no suspect identified
e45e60941f0cc05ee50a0458a7987474df50bb3e591312522d6be6044aaeae47,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.107469,52.041058,On or near SPRITES LANE,E01029910,Babergh 005F,Investigation complete; no suspect identified
400ec24f018e52d9985df76d7d51a33847a8a06aa42eb98e8d1a398e661efe6b,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.517760,52.191848,On or near ORCHARD CLOSE,E01030150,St Edmundsbury 010C,Investigation complete; no suspect identified
fa856ae8e132ece30573f78524cae759aa0217689bf6444916dc4194f54b5695,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.722423,52.037487,On or near CROSS STREET,E01029919,Babergh 007G,Investigation complete; no suspect identified
2d93cf3428ec7b0e58a017879990614f328c1f51d08204b76a5e530463d9a28c,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.752737,52.052862,On or near WALDINGFIELD ROAD,E01029921,Babergh 006B,Investigation complete; no suspect identified
215aa31f1d27c3048622aaaf15f5d66cd26c644a49ed989fe71b2d173295452a,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.179487,52.051511,On or near UPPER CAVENDISH STREET,E01029990,Ipswich 011B,Investigation complete; no suspect identified
57ded99a861fd5f7eadc790ed0921e28773d7211559f51682e7a19a506a21a17,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.426559,52.088917,On or near CAMBRIDGE WAY,E01030110,St Edmundsbury 012B,Investigation complete; no suspect identified
7c2b26c72045564f59cd0c6aaa3ca4ad6110a2c4c92bfa496232956132587a5d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.275760,52.105940,On or near RIVERSIDE,E01030200,Suffolk Coastal 006B,Investigation complete; no suspect identified
c1503a04d3dc29d9e2111e887e1a848eebbdec921d96538008c76052a2a575bb,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.524836,52.121109,On or near SNAPE ROAD,E01030199,Suffolk Coastal 007C,Investigation complete; no suspect identified
ba8a4616f884482600080231ccd02ac087714182cad71829198c8e8c14698330,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.358374,51.964776,On or near QUILTER ROAD,E01030167,Suffolk Coastal 015D,Investigation complete; no suspect identified
3170b4bd8547a07407e98835f859e8d7537246693e005192249d19aece8d90b1,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.992060,52.187323,On or near Parking Area,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
0128bf209edce3864b8746d413cb1e3a7355f3c78f035bab27b7a414a2023e9a,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.147997,52.074401,On or near DALE HALL LANE,E01029973,Ipswich 002A,Investigation complete; no suspect identified
90b87fb06908d9fe81b2044a87beb4c3ea43581b4d0dfec9dd9fb8902bea91c8,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.123217,52.041001,On or near SANDPIPER ROAD,E01030017,Ipswich 015A,Investigation complete; no suspect identified
e75b11b5a7175ef8aa71755dc57cce1cbb9a611746ecf475f9c9239055251242,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.434939,52.456933,On or near CHAUCER STREET,E01030230,Waveney 013A,Investigation complete; no suspect identified
de169a756cda9a0ebbb895b94eb89716f045231d4d9acea3b2ad05f849ca7827,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.581058,52.080634,On or near CALLIS STREET,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
0b60cac66502fde3eda8acfdaec08729ab8f45c2bdbb7c3c95231679f6d213ba,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.701510,52.258088,On or near BEETONS WAY,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
e4ddb30d5609f33f1ea5ff181d94d87c22ddf23399ee2f0faa1d2589938fe1fa,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.295413,52.160454,On or near ST PETERS CLOSE,E01030154,Suffolk Coastal 002A,Investigation complete; no suspect identified
9e5413fbd018169cd6d1201f1b1569208fe700a49656fdf0e546fb5516993e4d,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.177258,52.068390,On or near CLARE ROAD,E01029997,Ipswich 004A,Investigation complete; no suspect identified
c5bf5bebc802a8f93800962d21c1f026590d987bc7afdf8a8f081eb19e4713de,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.166257,52.050500,On or near HOPE COURT,E01033126,Ipswich 011F,Investigation complete; no suspect identified
d207f00aa42514102228ca5661ec80c27b617d604ebe777415c51d0cc534f817,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.485869,52.213888,On or near PARK AVENUE,E01030210,Suffolk Coastal 003D,Investigation complete; no suspect identified
82c84141cbb376dc9aad86f8d099d4a79fb6a12ef044df4f554477b136f9c5fa,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.109083,52.040350,On or near FIR TREE RISE,E01029910,Babergh 005F,Investigation complete; no suspect identified
416b628a880489848cfe2dea5773527d022fff3b8651060e28777a5752387cd8,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.960539,52.042497,On or near YEOMAN CRESCENT,E01029896,Babergh 004E,Investigation complete; no suspect identified
c7895f3bfe92b9a9463a3df72eb49b12a78cf04b25115f399f98336a4a095f79,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.146384,52.041508,On or near MAIDENHALL GREEN,E01029971,Ipswich 012D,Investigation complete; no suspect identified
718eb862451dcfb363624e565b36fae9f13577dc690da06b0d0318cabbaac70f,2013-12,Suffolk Constabulary,Suffolk Constabulary,0.452585,52.133826,On or near CHURCH ROAD,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
de3cb0dfd1956dc8287c9d46d01212fd2e4e66cb55c1d0aec4fb9ea5cb1bbc16,2013-12,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
