Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7e0242a02709fd25359b29755a30a2ac7f204e8f52efb84b04215359bf948311,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.071544,52.323729,On or near OLIVER ROAD,E01018168,Huntingdonshire 013C,Investigation complete; no suspect identified
a852b46cec2eef3b94e30ded5a4ba30e597ff0958d4a58190b302cc8b86160ab,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.082135,52.312959,On or near ELIZABETH COURT,E01018129,Huntingdonshire 016A,Investigation complete; no suspect identified
8f22c59d51ec47bc730c061f06d196732c89a5d0a4779d92420409f74c645809,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.315642,52.164130,On or near SIX MILE BOTTOM ROAD,E01018218,South Cambridgeshire 016A,Investigation complete; no suspect identified
d41b3135c5e68f90cab09cb8a4c5ac8e6c0fcbbc52b88f536dbb776fb0722b3e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.099277,52.445895,On or near ABBEY ROAD,E01018156,Huntingdonshire 003A,Investigation complete; no suspect identified
ae3b4c240647c058c904d3fa21ec0397e903510527df0b9a567c89af1fece09e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129337,52.203285,On or near PARKSIDE,E01032797,Cambridge 007G,Investigation complete; no suspect identified
f4f15f6d175ec059e86fcac3010ff30a667c0635fbf9562960e25a8b76ea44ab,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.226606,52.577946,On or near DE BEC CLOSE,E01015616,Peterborough 013F,Investigation complete; no suspect identified
ab21f87346b363757e997dda6b4486c69c4f2bd27d518b5e7a33ce4d3d784620,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.247023,52.577809,On or near RUSSELL STREET,E01015600,Peterborough 014B,Investigation complete; no suspect identified
7554dea68ec11ad30696155f217d0728769eeeba115793b43a6ffff04c803d90,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.164241,52.345697,On or near SAPLEY ROAD,E01018139,Huntingdonshire 009A,Investigation complete; no suspect identified
fd2759386d234a739eb7bf759404e86bda400b3cb47e21ed3a7214be10077ae3,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.262819,52.228925,On or near Sports/Recreation Area,E01018188,Huntingdonshire 019B,Investigation complete; no suspect identified
7668e77b0c7b8c87c85d4625b11625d6521e4aa0569caf93c6f937486565f9aa,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.249598,52.590596,On or near YORK ROAD,E01015603,Peterborough 010A,Investigation complete; no suspect identified
211e9e07a26798dc347ddf1fdd384cb7ccab5fa6706b46b706eb27171514b78d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.375966,52.325034,On or near THE LANE,E01018126,Huntingdonshire 015B,Investigation complete; no suspect identified
e5111ef4844438fb1c2965a05820711593e6bf6469fabc1b69f249a31baddc36,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.253928,52.565612,On or near ROBINS CLOSE,E01015622,Peterborough 016A,Investigation complete; no suspect identified
85d54ce4669b1902304803b4b820706476810112a88083d553e3d560d270551d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.269336,52.227394,On or near SOUTH STREET,E01018187,Huntingdonshire 019A,Investigation complete; no suspect identified
2940ed4ad7c43480b94d029f12f351e8ac3cbe6f955671abdfbf4f01a5b38c49,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.231744,52.593316,On or near ACER ROAD,E01015608,Peterborough 008B,Investigation complete; no suspect identified
7585efb4b06a106f76a8590ea8115e3b6cef74bb5628ddb61033276f49287ba4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.252849,52.597585,On or near DRYDEN ROAD,E01015632,Peterborough 010C,Investigation complete; no suspect identified
30de5ccc08d9eb3de478cedc3822d44f5bf6f1b8f70571fe206f948c41ef988b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.247858,52.543917,On or near Park/Open Space,E01033174,Peterborough 022C,Investigation complete; no suspect identified
3344eb6d61c0ec6e7d865fd2c42cb315cde51b17d882cfb41cb87fbaff742b9a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.245074,52.572655,On or near CHURCH STREET,E01015599,Peterborough 014A,Investigation complete; no suspect identified
710347a7291dd3227046ad225d51bd14d1d305a948191d1ad229c5d7c07bd626,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.250964,52.293965,On or near CHURCH STREET,E01018119,Huntingdonshire 017B,Investigation complete; no suspect identified
4e5f89b82a544a0a1b32441e29c1e61489eac5c8b9b6e3c2fd319732ead4d065,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121326,52.204688,On or near Nightclub,E01032797,Cambridge 007G,Investigation complete; no suspect identified
97ac0d2d5f26183284f1a51b3672a9b532952b0b3ef8ba0e97c4574ddc7d3c21,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.056340,52.208078,On or near SILVERDALE AVENUE,E01018224,South Cambridgeshire 009A,Investigation complete; no suspect identified
5f1b630fc13dfbbc9260d347dc55f94101fff1383b746ba11cdfce49a9b7ef93,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.049589,52.679017,On or near BLACK LANE,E01018090,Fenland 004D,Investigation complete; no suspect identified
76d3bf3b6b0d5de3512979cca2e83e15629a4c5e3acee8ff9cbd98b3f497d940,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118261,52.203952,On or near BENE'T STREET,E01032797,Cambridge 007G,Investigation complete; no suspect identified
f99f41313dc52299fb1bdc6d20b76bb003c3bb9f978649bccd4cfeb72b474a20,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.157374,52.669398,On or near NORTH END,E01018093,Fenland 003E,Investigation complete; no suspect identified
8833e1ac29f1bfc6834fbfe1536cb8c4fa2bf446e5b81784f5d37f9bf3fe8a1b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.262663,52.596570,On or near Shopping Area,E01015603,Peterborough 010A,Investigation complete; no suspect identified
25a3ff31d1d49e722dca5e4fce003319d42107f8c57a28272cc639a2ddca043a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.081757,52.574571,On or near Prison,E01018081,Fenland 005A,Investigation complete; no suspect identified
4f86b87b8f5430cbbb4fc0aa3e088b5b9eea4f0e5aaab57734da0d00c56b9a8b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.062349,52.177581,On or near Petrol Station,E01018224,South Cambridgeshire 009A,Investigation complete; no suspect identified
57d4da5485ac44a2acb985158c9d7458a9d6ec0385274cbf2141ad8f2ee785fd,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132079,52.207660,On or near JAMES STREET,E01017983,Cambridge 007C,Investigation complete; no suspect identified
702e2a5b8a08565e11ea9e96c89b188b081766f6c21077b965c6ab1e4ff41806,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.076037,52.296621,On or near THE GABLES,E01018129,Huntingdonshire 016A,Investigation complete; no suspect identified
8ee5bdf86380adfb99046e7c1af8a18d4ddad9ad4c2d31c079d9641aab37fde9,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.318860,52.288108,On or near PERRY WOOD VIEW,E01018115,Huntingdonshire 017A,Investigation complete; no suspect identified
7b04b7339dafd98ad8a5c38868f05ddc81f44f0305a50384a58ac26fa1efab42,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.069799,52.322370,On or near STATION ROAD,E01018168,Huntingdonshire 013C,Investigation complete; no suspect identified
72b4f2b27310f428b93201a22be00c143da1f424535737af5683cf22f9dc72e9,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127790,52.227861,On or near WINDLESHAM CLOSE,E01017978,Cambridge 001D,Investigation complete; no suspect identified
8c7d212c1db48c68b79e677ca8f2b6efc323cec122ed8e40970b1180ed0a63fb,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127744,52.225074,On or near Supermarket,E01017978,Cambridge 001D,Investigation complete; no suspect identified
b0334709636fddbfe890b3c6042626a6e37f70c9b37f0d4787403ad81bd936ae,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241610,52.568504,On or near RIVERGATE,E01015611,Peterborough 013B,Investigation complete; no suspect identified
787a0d800fd64bdf684fc788898ff3447d0261dc474c732ed24c11f5ba1f7f95,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.183361,52.329476,On or near Parking Area,E01018151,Huntingdonshire 012E,Investigation complete; no suspect identified
10ae3aea74d993479624b00285280f6d106732a4383819a413e2bd5befe01875,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.245074,52.572655,On or near CHURCH STREET,E01015599,Peterborough 014A,Investigation complete; no suspect identified
e23271e372c6453cd13d46e6a80024b8bc793c34f1dea92501c8f344fb3d5d7a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.081852,52.555687,On or near MAPLE GROVE,E01018082,Fenland 005B,Investigation complete; no suspect identified
e85cd6bb96b22daa90cd276b107e4435b2b30769dd12d7d31728347f2a937b91,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.304405,52.457122,On or near Petrol Station,E01018044,East Cambridgeshire 001C,Investigation complete; no suspect identified
4412d7ebfd6cd581c55374043ec4de17ae89ba412c69805b583c958e68bc612a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.109973,52.215287,On or near BENSON PLACE,E01017957,Cambridge 005C,Investigation complete; no suspect identified
315342a4187710876bd89c9872501464972f38111aa515c2d346daf7d91fbed1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.244978,52.574695,On or near Shopping Area,E01015599,Peterborough 014A,Investigation complete; no suspect identified
b49731f0e1a52faedcc5446aef9f3167c429a9d6ed6796f58d0a69b3bf639d3d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.295466,52.630169,On or near WERRINGTON PARKWAY,E01015629,Peterborough 001A,Investigation complete; no suspect identified
ab077b8d5b9a295e23b9b6eefbe2624702e306c59f0e7fb091a03596ff66928c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241286,52.574020,On or near MIDGATE,E01015599,Peterborough 014A,Investigation complete; no suspect identified
0277a23eb2d20f7eeaa0f86689f4cc1bebf1613ff86a192d3255fc6a8fffd36a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243155,52.570838,On or near Shopping Area,E01015599,Peterborough 014A,Investigation complete; no suspect identified
49440c6d8d7c2312ca919a06d2fb5cca5a033012a114e6e9e630eea854fd0c8e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241881,52.570594,On or near Nightclub,E01015599,Peterborough 014A,Investigation complete; no suspect identified
9a081fdcadde748f5b53060f087e0da9c2361eece96097392657b33415166a0b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.289245,52.572574,On or near LONGTHORPE CLOSE,E01015689,Peterborough 015C,Investigation complete; no suspect identified
0b8f607641bc4c785f549fcd7d0f79e0f61872980e6ccbc2fac7dd586203810c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.069712,52.219109,On or near Supermarket,E01033114,South Cambridgeshire 020B,Investigation complete; no suspect identified
fd8dd311e62d3a12cbed8760ef1a2901645b935dc76fe68d9782a81d33d57d6a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.414740,52.339965,On or near CROFT ROAD,E01018041,East Cambridgeshire 007D,Investigation complete; no suspect identified
453562cc47769d2a61808df695b6f75cc3f046c021986d89ed811c19e408cb08,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.414740,52.339965,On or near CROFT ROAD,E01018041,East Cambridgeshire 007D,Investigation complete; no suspect identified
94ec0de389d3dcd242e29bdfdacb4b844b3efd390c749056f768afa94a7623b7,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.170038,52.226121,On or near WRIGHT'S CLOSE,E01018297,South Cambridgeshire 007D,Investigation complete; no suspect identified
894b3007a4408b036b71cc02186b127a108c9639f2bbd1427ddd31027a5e96da,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.013676,52.250796,On or near PHEASANT RISE,E01018223,South Cambridgeshire 005C,Investigation complete; no suspect identified
1106801a58f1e599b46ed1fefcd88bcf0c75a89b451adcbf3dfdba8f31158483,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132065,52.222650,On or near ARBURY ROAD,E01018006,Cambridge 004A,Investigation complete; no suspect identified
e4bfad5314e783b7afa6c91881da2bab61cf156ee4646f91b7613d834d0362b9,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.069816,52.301402,On or near MANOR DRIVE,E01018130,Huntingdonshire 016B,Investigation complete; no suspect identified
cde40dd56189fdc4f2836b145cd4e0194d70efa8c93211ba7a2a1d8eac9a7c81,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.272342,52.597494,On or near ADDERLEY,E01015593,Peterborough 009A,Investigation complete; no suspect identified
c2db4dd8aff5bca4c8f02744291c56a757f8eb0004740a6bfe8b2c57929bd94e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.229945,52.576413,On or near BUCKLE STREET,E01015612,Peterborough 014D,Investigation complete; no suspect identified
ae5691015c058b042e9b1ed495d6464230d45ba3f949a487630672acaea9a96f,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.229945,52.576413,On or near BUCKLE STREET,E01015612,Peterborough 014D,Investigation complete; no suspect identified
8ae226860b615be4dace37e50a787c9e5c3c64b7aa4dbf4040ce7e925523da6a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.250448,52.598907,On or near TENNYSON ROAD,E01015634,Peterborough 008E,Investigation complete; no suspect identified
b0600c821771c63582d252f58006586b52546ba0c4a2914c0c30b018e7a45746,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.300512,52.442595,On or near ELY ROAD,E01018043,East Cambridgeshire 001B,Investigation complete; no suspect identified
d0c043b1c15ca9440ed71cf3e77753d912411b0f509c121e34ce706211533014,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.300512,52.442595,On or near ELY ROAD,E01018043,East Cambridgeshire 001B,Investigation complete; no suspect identified
25ca59aac035e36087c09e1e0169eea5bdf04088e59ccb6512e264190bfcf01d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.244096,52.334135,On or near Park/Open Space,E01018118,Huntingdonshire 010F,Investigation complete; no suspect identified
f3e1a403834e8da43b134bf386b12bdcc730683c7509478b3467e7f93d956680,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.145370,52.211636,On or near CHEDDARS LANE,E01017943,Cambridge 006A,Investigation complete; no suspect identified
22ef3be2b3932f4296090bbd66ce8faefc562f03b85cf568989e731465210989,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118839,52.205632,On or near PETTY CURY,E01032797,Cambridge 007G,Investigation complete; no suspect identified
5e44ff19cc61e63607000db822b1e4485eebe8a249c958286f170e0593245bd1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132022,52.206168,On or near Shopping Area,E01017983,Cambridge 007C,Investigation complete; no suspect identified
10c6a257832fc7ed551806be201f44c1d0c0f63f10ced828aafb7929ce622414,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.128365,52.686017,On or near LEAFERE WAY,E01018094,Fenland 001A,Investigation complete; no suspect identified
5c69b472828c268e3bc73acaa7e162848c06003d46ba21ffa96801855cf38085,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.104301,52.552539,On or near SWIFT CLOSE,E01018080,Fenland 007D,Investigation complete; no suspect identified
d1d5749c474b2ed9397c9be48f326e3a60a9cb0756da267af69e2ed9f8b2a9dd,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.304405,52.457122,On or near Petrol Station,E01018044,East Cambridgeshire 001C,Investigation complete; no suspect identified
b418e26d8e45f4347a42f4205b294b0bc99f7f1a06b9324801f968feaab62314,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.156467,52.198368,On or near BROOKS ROAD,E01017999,Cambridge 009C,Investigation complete; no suspect identified
8cc3b046688f94eb91f2caadcccaa9f2bb24b49e41a84705012dc68d57084b25,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.230996,52.573390,On or near FENGATE CLOSE,E01015611,Peterborough 013B,Investigation complete; no suspect identified
d7f52c3b219eaccb8353c77f7b01b502caa95830596e8fa5fea4e4996a993135,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.234818,52.605365,On or near CRABTREE,E01015657,Peterborough 007D,Investigation complete; no suspect identified
6a777f9bc22270a6764e570cd282720e2169eafbb491a2ece758b95222d1f758,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.271237,52.585816,On or near DEENE COURT,E01015664,Peterborough 009E,Suspect charged
ed40990a762c26ee0bb360f779152302699d7b2184806dd360c426967a78ec58,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243921,52.568655,On or near VIERSEN PLATZ,E01015599,Peterborough 014A,Offender given a caution
069a54907aeef8faa987369e7c1d05ea6c518c35f918b2ca33f23433477b9fdf,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.331581,52.273404,On or near SUMMERFIELD CLOSE,E01018014,East Cambridgeshire 008B,Offender given a drugs possession warning
81a560c523f82bc2aee41e16d8a9f28d90d8a5a67e5093ae04a5a6a14ad32969,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.245401,52.572984,On or near KING STREET,E01015599,Peterborough 014A,Offender given penalty notice
663d3521dc1bb646df2994fe0db81204d782f62c71a763b16193cbb194f5a90e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.249158,52.566458,On or near GEORGE STREET,E01015622,Peterborough 016A,Suspect charged
663d3521dc1bb646df2994fe0db81204d782f62c71a763b16193cbb194f5a90e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.249158,52.566458,On or near GEORGE STREET,E01015622,Peterborough 016A,Suspect charged
da899b93a42ca8835428086c6b113dc41b5e3b0c59495e5fb64363f6584b5e56,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.215047,52.384738,On or near Sports/Recreation Area,E01018039,East Cambridgeshire 005D,Local resolution
49d64e459d32eb0e94e621a1f6d101ce92be828ae33c55dc1e94d20d71def970,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.271237,52.585816,On or near DEENE COURT,E01015664,Peterborough 009E,Suspect charged
35fc3f54a58b0afc8d7f5785f25a3ee1d375b39fbed86003b3e5d1e57d509a1c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.259497,52.225136,On or near NURSERY ROAD,E01018183,Huntingdonshire 021C,Suspect charged
88cc131741394262543f2c8cab6d32cdde8936e067fa88f6c37f62dd81986420,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241137,52.574809,On or near Supermarket,E01015599,Peterborough 014A,Suspect charged
63aa1e1fa33ac8c3c581ea6eca599a0fa051a2a08b7f52bbd2ee6c6f41976269,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.284534,52.591935,On or near FLAXLAND,E01015594,Peterborough 011C,Local resolution
177640acb00ce9dfe257afbb66a586c3d57a183a9d2171cad2bfcdaecebe3556,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.154265,52.239367,On or near Supermarket,E01018274,South Cambridgeshire 007C,Suspect charged
95614fc0210a0e5377475eede14cc920db02291b0e90c93f788084c8f04de697,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.183361,52.329476,On or near Parking Area,E01018151,Huntingdonshire 012E,Suspect charged
50554af5092b632f371e277d0da7808db43af1008474fa24e4099ea287628bd5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.145784,52.197754,On or near Supermarket,E01017998,Cambridge 009B,Suspect charged
277e33acb2693cfb50e3c46a31376a8600b4cbb0d55d54d172bb99c23a721488,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243921,52.568655,On or near VIERSEN PLATZ,E01015599,Peterborough 014A,Suspect charged
b863f771961e32431b8852d4a81812c25ac02cd05f87f1225b263f077d6d82e8,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.245401,52.572984,On or near KING STREET,E01015599,Peterborough 014A,Suspect charged
a1acdc8161a696b0074b8382b947cba6a0ca3225b8d0dfc477cc5ac7b301e803,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.123160,52.202956,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Offender given a caution
0374a51c2e15e06046dd716e053a92359b33a5d7f11c8f393ce006068e9c301e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.123160,52.202956,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Offender given a caution
58457db8a1b638f081dcd837b05016393a49e1614db39e3e989cdf6df2e433ef,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.268109,52.529209,On or near COMMONS DRIVE,E01033176,Peterborough 023C,Offender given a caution
49a157aa5996759323f3ed7497bfc6156c527a9daf7dffc29c6c1c7691b4823a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.102507,52.197607,On or near BARTON CLOSE,E01017984,Cambridge 007D,Offender given a caution
be7fa810c77cf1e84f35cc11984496684042983a5391ab61b671b917d65dd165,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132439,52.207231,On or near GRAFTON CENTRE,E01017983,Cambridge 007C,Suspect charged
71f45827aeb4915d3d0e46e36f0f69f0bd8ad91840403947f76270b853904ee5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.266195,52.229856,On or near Parking Area,E01018187,Huntingdonshire 019A,Local resolution
390564edb6dcff8b27366c70ad28ec6912da2aaba4d5e8a3c61464bdaf191712,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.272930,52.398143,On or near CRESSWELLS LANE,E01018024,East Cambridgeshire 004A,Suspect charged
f88e7bfe2285e1c58234ef78d7b59005cbc54fccdda631b186007a46ccb28913,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.145632,52.206146,On or near Supermarket,E01017990,Cambridge 008D,Suspect charged
570f300a2000527099a11d4be6f03680a5c6f9a27af10834595d7100bc99f77b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134366,52.194922,On or near Further/Higher Educational Building,E01017987,Cambridge 008A,Suspect charged
4621ebd3562b4f222f8364c28a743233a5c68186b144c846248af6296ac0018a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.141613,52.209618,On or near GODESDONE ROAD,E01017943,Cambridge 006A,Suspect charged
790f3fe278db37c31a62ce94a007d6b9997313f7b50c20e4929233d372847d37,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.229419,52.323818,On or near CRANFIELD WAY,E01018117,Huntingdonshire 010E,Suspect charged
653a1585f98db834ba626cfe9e42999e7c68ba167c7641137f802228144aff77,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.030619,52.078120,On or near Hospital,E01018226,South Cambridgeshire 019A,Suspect charged
3b07c52487362750ed381b73b56dec3933ca64cb77391f36a44ab4fa1fdffa91,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243921,52.568655,On or near VIERSEN PLATZ,E01015599,Peterborough 014A,Offender given penalty notice
770622bb2b154f545606d1e904256b3d4a1773b4264dafcdf7c0b71637268d8c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.248197,52.564655,On or near GROVE STREET,E01015622,Peterborough 016A,Investigation complete; no suspect identified
9a2a89456071d8527baa0737b10444defde226a0ba6fa828f50615f09cfa74f5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.117577,52.207112,On or near Further/Higher Educational Building,E01017958,Cambridge 005D,Investigation complete; no suspect identified
510f2364481d744ccf937543397912a5a933a96f2db01db8dbca925074831ae2,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243952,52.583392,On or near DOGSTHORPE ROAD,E01015601,Peterborough 012A,Investigation complete; no suspect identified
61ab1195ce6dda2dcc00bf9d9e53b135eb16a758426506e2d2c6db4304e1fd50,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.269763,52.549391,On or near WILDLAKE,E01015639,Peterborough 021B,Investigation complete; no suspect identified
48e552ab5f49e0eef232efc41ae3f7b2d6110d502bf708dba1a116e9011a3468,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.214116,52.577335,On or near PADHOLME ROAD EAST,E01015616,Peterborough 013F,Investigation complete; no suspect identified
a3b356a24f3104a3c47485af58ba5b4697906d8b568523620b835e4125c89d19,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.242340,52.575726,On or near Nightclub,E01015602,Peterborough 014C,Investigation complete; no suspect identified
e23c06e3fbbdc893f74c815b8cb9e3ba7db20cf5fd255bf44c4a372fe3487552,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129337,52.203285,On or near PARKSIDE,E01032797,Cambridge 007G,Investigation complete; no suspect identified
d8071ffb0dd321eced77f4c2522ad10ba2b29d53649a967d34c4b459f60aef2a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.265892,52.539093,On or near TABOR COURT,E01033181,Peterborough 022E,Investigation complete; no suspect identified
3975678e558b225c7b1a8bc52d18638a1ee46b7aef7b20550f7b1f8737bb1e43,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.268352,52.219575,On or near HARDWICK ROAD,E01018185,Huntingdonshire 021E,Investigation complete; no suspect identified
46c2701743993f3ef164c34ca87069bea7d9d6ef23bb635aa34ee35444064b73,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.271251,52.604221,On or near Petrol Station,E01015676,Peterborough 006C,Investigation complete; no suspect identified
57f444c60213de784fdc53b1e3056d3492d1a5eea9b05bb0a40c19bb20b7c33c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.310293,52.547486,On or near BALINTORE RISE,E01015644,Peterborough 018B,Investigation complete; no suspect identified
3857f73fb594105381febae53e3ab1e5545f88c32f10abf4372eefffb3f2e624,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.090978,52.547830,On or near ELWYN COURT,E01018077,Fenland 007A,Investigation complete; no suspect identified
24de46becb3fab3a9f269eae787d6d695e464091f7e4680d0aad763884d9444e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.249560,52.614161,On or near TROUTBECK CLOSE,E01015685,Peterborough 003E,Investigation complete; no suspect identified
318fb708ef0eae634b8b02fa68442e9b493e186951672ed57c81684496feaeb1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.125700,52.213844,On or near VICTORIA AVENUE,E01018009,Cambridge 004D,Investigation complete; no suspect identified
c4b7c03fe84563ab6ac48d83233839aa0560ebdd77b1569d8e115021bc9ee40a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.161255,52.211391,On or near RAWLYN CLOSE,E01017946,Cambridge 006D,Investigation complete; no suspect identified
