Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
da26a77fc600e2be505a8aa382d3f509db651f9fb5cdc355ff6f0b201e186c3d,2013-12,Northamptonshire Police,Northamptonshire Police,-0.913117,52.219289,On or near BOSWORTH CLOSE,E01027160,Northampton 027C,Investigation complete; no suspect identified
c92a0c29ad076c271fad40a07f7d84de7170b6db8221769d4ba212576c7fe711,2013-12,Northamptonshire Police,Northamptonshire Police,-0.838845,52.264588,On or near BROWNLOW COURT,E01027195,Northampton 004A,Investigation complete; no suspect identified
221f5402c563ec6560a5ac424404096a6dc6aa1e7bf5794fc3f36f0817031a47,2013-12,Northamptonshire Police,Northamptonshire Police,-0.717800,52.393270,On or near PIPERS CLOSE,E01027100,Kettering 009A,Investigation complete; no suspect identified
6936735e511fbd1c1e3360366561035d37d070ef911e6a6439a697ae565951dc,2013-12,Northamptonshire Police,Northamptonshire Police,-0.894572,52.239265,On or near Supermarket,E01027155,Northampton 023A,Investigation complete; no suspect identified
b6b1a56a638fcb6b3f00b192e92ef15a1d25a76accc3527987e4039d5cf70a29,2013-12,Northamptonshire Police,Northamptonshire Police,-1.209511,52.249013,On or near BRAUNSTON LANE,E01026993,Daventry 010A,Investigation complete; no suspect identified
5cf25b22e54b1a3bc01af70395acbe86669bacbafa16fb18dbc67eea0538c113,2013-12,Northamptonshire Police,Northamptonshire Police,-0.513690,52.439431,On or near CHURCH STREET,E01027032,East Northamptonshire 003A,Investigation complete; no suspect identified
97b1f71f47c35fd23f7e51704aedc790afb91510f493b36374c492252e0e9926,2013-12,Northamptonshire Police,Northamptonshire Police,-0.894572,52.239265,On or near Supermarket,E01027155,Northampton 023A,Investigation complete; no suspect identified
f0f6e460cd01f297acbb32049ccda7a2ac6921931e9419846444f8988fb63fdd,2013-12,Northamptonshire Police,Northamptonshire Police,-0.644519,52.283511,On or near SCHOOL HILL,E01027336,Wellingborough 010B,Investigation complete; no suspect identified
a5b2899e866e57070453404f75ceceb0c0ae9e5ec5f259e73ec3c542536624e3,2013-12,Northamptonshire Police,Northamptonshire Police,-1.160668,52.258674,On or near CHAPEL LANE,E01026992,Daventry 007D,Investigation complete; no suspect identified
6d124449d5c143a7c4b531d9c5d55d9013792cdb8c8a3be029a1770df5af9ec4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
4a3fa9963ed7f392b5b6d3c7101b622ffa2b15341e22d905a028242f5ea56479,2013-12,Northamptonshire Police,Northamptonshire Police,-0.687461,52.307237,On or near ADAMS CLOSE,E01027313,Wellingborough 004A,Investigation complete; no suspect identified
39300849ef6c97c2a2bc1f7c9ff4c1cee7349b9f9b51703c29e004a7efeb14dd,2013-12,Northamptonshire Police,Northamptonshire Police,-0.682760,52.492582,On or near LLOYDS ROAD,E01026957,Corby 003A,Investigation complete; no suspect identified
1b77ee0952627aee729ee398d95768d6565e2b5b99ac6f4ceb2818552b190ca0,2013-12,Northamptonshire Police,Northamptonshire Police,-0.682760,52.492582,On or near LLOYDS ROAD,E01026957,Corby 003A,Investigation complete; no suspect identified
d2bc12ece18af7151aaab26c7c9e831a2b2e8e50b710d21a4d3d36c6ef620cd3,2013-12,Northamptonshire Police,Northamptonshire Police,-0.867915,52.252589,On or near CEDAR ROAD EAST,E01027169,Northampton 012B,Investigation complete; no suspect identified
9666cdc4443241b5ac2cae0cad64d7405737d4d619af955b7881784a815e9ca3,2013-12,Northamptonshire Police,Northamptonshire Police,-0.545211,52.407887,On or near RIDGE ROAD,E01027032,East Northamptonshire 003A,Investigation complete; no suspect identified
d472d5d8a4efe8155508d82652450a4383084a0a3246d2ff9ac015fc6cfde3ea,2013-12,Northamptonshire Police,Northamptonshire Police,-0.817455,52.440529,On or near CHAPLINS LANE,E01027107,Kettering 002D,Investigation complete; no suspect identified
5e89349343ac73a0ff46ff601d7c50990a8bd5a5c6cf157391d23bf782014c01,2013-12,Northamptonshire Police,Northamptonshire Police,-0.881292,52.188414,On or near WAKE WAY,E01032983,South Northamptonshire 003G,Investigation complete; no suspect identified
f0cb6ae488295140c17a0d0c5c8a0196e044b028f7364db0c64a249f69fd2d14,2013-12,Northamptonshire Police,Northamptonshire Police,-0.607801,52.289422,On or near LYDIA COURT,E01027073,East Northamptonshire 008F,Investigation complete; no suspect identified
180ec8308cfaebc62f068a770d4fdfca3cd7c6da0757605a0837f380d9640de5,2013-12,Northamptonshire Police,Northamptonshire Police,-0.720978,52.400281,On or near ALEXANDRA STREET,E01027110,Kettering 007B,Investigation complete; no suspect identified
8465565291fad7914580db61a5fd816a4af25dc706732bf19137861e393063a3,2013-12,Northamptonshire Police,Northamptonshire Police,-0.954877,52.427457,On or near CHESTNUT GROVE,E01027005,Daventry 001A,Investigation complete; no suspect identified
b2451aedd2b0dcfd5af5948e1764028a5adf0bfb80f31a5be6e6a00267e0c995,2013-12,Northamptonshire Police,Northamptonshire Police,-0.526132,52.375590,On or near Park/Open Space,E01027057,East Northamptonshire 004A,Investigation complete; no suspect identified
0388ce261f00aa3f0e0c09018ab8ae084594cfe51f7b143026ecd8f5b116148d,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
35efcd346ee4d1a1f5715569bd540087f6def3d218f6d01a437ea87b39083a2a,2013-12,Northamptonshire Police,Northamptonshire Police,-1.150863,52.350873,On or near Parking Area,E01027006,Daventry 003E,Investigation complete; no suspect identified
743e7af90731e7f7ccc4fe60efbc81194929dd52f938051eb2947ee7f7e477ac,2013-12,Northamptonshire Police,Northamptonshire Police,-0.813854,52.260455,On or near PENFOLD LANE,E01027141,Northampton 016D,Investigation complete; no suspect identified
0957bac85e8af1af9b6a6aea6f5b1cd82c5d7fccfebc87cc7a144220034321e0,2013-12,Northamptonshire Police,Northamptonshire Police,-0.682531,52.503683,On or near RUTHERFORD COURT,E01026982,Corby 001D,Investigation complete; no suspect identified
56f3da7208371cadaeccb4c1e6162e92d687bd25e5100ae9fb9ab90ffa74b62b,2013-12,Northamptonshire Police,Northamptonshire Police,-0.522799,52.428342,On or near Sports/Recreation Area,E01027032,East Northamptonshire 003A,Investigation complete; no suspect identified
61a679b6ac87c836a953765b1b51c90366a8adb47d3002261fc985a146805981,2013-12,Northamptonshire Police,Northamptonshire Police,-0.673024,52.222436,On or near THE ORCHARD,E01027348,Wellingborough 010D,Investigation complete; no suspect identified
e387cf9001ce872518e5dade075eb5c41733d66a5eeffdf53496010d25c8b0f8,2013-12,Northamptonshire Police,Northamptonshire Police,-0.935015,52.222366,On or near DALESTONES,E01027252,Northampton 026D,Investigation complete; no suspect identified
3ce1fa8947ef3c6fbc53b7c3c3d7aac51b94db8b056f0dd6655be0789992b19a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.919418,52.209340,On or near WOODPECKER WAY,E01027250,Northampton 029A,Investigation complete; no suspect identified
178b0c85fa7db3d6af09209a7f48ad9d4a711069d777484c1edbbaf7b2a97c0d,2013-12,Northamptonshire Police,Northamptonshire Police,-0.892228,52.237517,On or near ST GILES' STREET,E01027223,Northampton 025A,Investigation complete; no suspect identified
06167f358e83c271f206953b026b2cf9253b380b70faccca13d38735918c898c,2013-12,Northamptonshire Police,Northamptonshire Police,-0.901039,52.235927,On or near HORSESHOE STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
263ef2ff375b18fd66c1327958b8e3a72b4f07bc7c4dc9bcde760e0eca7fb88c,2013-12,Northamptonshire Police,Northamptonshire Police,-0.941688,52.245271,On or near Sports/Recreation Area,E01027217,Northampton 019D,Investigation complete; no suspect identified
95c1fa0978c122df49152bd4c090306128b5a63ec395813225ae58e79000b25a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.891144,52.238100,On or near Parking Area,E01027223,Northampton 025A,Investigation complete; no suspect identified
624b3aa0d43d18f335de91ea8a638ff01c873be7d31b9ea27c99ebc5e41dff02,2013-12,Northamptonshire Police,Northamptonshire Police,-0.892228,52.237517,On or near ST GILES' STREET,E01027223,Northampton 025A,Investigation complete; no suspect identified
ca9b7b247a01e8528f80dabce96174cbc1f4045a1c9c8ae6acee794266a60671,2013-12,Northamptonshire Police,Northamptonshire Police,-0.690047,52.289662,On or near EDMONDS CLOSE,E01027320,Wellingborough 008D,Investigation complete; no suspect identified
a62b29b18ced2baaab0f871e61a4be01985d9daae1f22a983e3536449bc7b204,2013-12,Northamptonshire Police,Northamptonshire Police,-0.808377,52.269112,On or near WINNINGTON CLOSE,E01027178,Northampton 005C,Investigation complete; no suspect identified
02b9b5726e1f2310e94db5144ef913e31c96b6a6bf987cd4be10632ad7bd5bf6,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
d2e8ef91b9d3c50f6160120a4b3145bf4a0eb05bb33ad4b5143e4a642c02b64e,2013-12,Northamptonshire Police,Northamptonshire Police,-1.001588,52.210936,On or near WAGGONERS WAY,E01027282,South Northamptonshire 001A,Investigation complete; no suspect identified
78001347e395a49ce3ec72b4fe03b762fb8580fe941887aa2deaf8a1b84b2744,2013-12,Northamptonshire Police,Northamptonshire Police,-0.881702,52.187249,On or near GREAT GROUND WALK,E01032984,South Northamptonshire 003H,Investigation complete; no suspect identified
a34077509a837130f05bb0d37e8f0dfcfdb6aecd825a8ec59a671a98983dc192,2013-12,Northamptonshire Police,Northamptonshire Police,-0.917418,52.268733,On or near KENTSTONE CLOSE,E01027193,Northampton 008C,Investigation complete; no suspect identified
a17d1def885aa6ef545d7e6049288a1dfb88fd4d6ec4d7901a7e60c190bc6691,2013-12,Northamptonshire Police,Northamptonshire Police,-0.810439,52.419169,On or near HARRINGTON ROAD,E01027123,Kettering 003A,Investigation complete; no suspect identified
8cc91afd2a08e4a992cfd31855fcdd75dd78616c07609dd99bbaf0edfaebf39a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.722463,52.402806,On or near CLUB STREET,E01027105,Kettering 006A,Investigation complete; no suspect identified
6c89e00cad1b48649d29cf5d7c8ae76bb148d109990fa0cb6e36e2636bf630ea,2013-12,Northamptonshire Police,Northamptonshire Police,-0.801019,52.417851,On or near COCKAYNE CLOSE,E01027126,Kettering 003D,Investigation complete; no suspect identified
cdb5c4720d399e124b0b8fa82b01c597c677ab93d22bdb08fe08ae7f77f9be35,2013-12,Northamptonshire Police,Northamptonshire Police,-0.935458,52.215465,On or near WHITEGATES,E01027254,Northampton 029D,Investigation complete; no suspect identified
7932ce16ee28bc57fdecd431e363b8aa04f01132271ebd8ba72624abcabea21f,2013-12,Northamptonshire Police,Northamptonshire Police,-0.702129,52.487554,On or near Parking Area,E01026949,Corby 005A,Investigation complete; no suspect identified
834bed3986299bffb746229e8a09f987fd33d60be2b63e5734adf7338042ee45,2013-12,Northamptonshire Police,Northamptonshire Police,-0.722463,52.402806,On or near CLUB STREET,E01027105,Kettering 006A,Investigation complete; no suspect identified
da2cf1cf8af944a43a4ced05c6b94c08c77329c9a7298899024405ec13567fdf,2013-12,Northamptonshire Police,Northamptonshire Police,-0.870706,52.258666,On or near ELMHURST COURT,E01027172,Northampton 006B,Investigation complete; no suspect identified
d7648a1a17f6ddc92e2ea91020d3af55e2a9eb60ad2a87772580f84aaa1fd1b5,2013-12,Northamptonshire Police,Northamptonshire Police,-0.700368,52.292725,On or near JUBILEE CRESCENT,E01027318,Wellingborough 008B,Investigation complete; no suspect identified
9bd449df77b14ffca8561d91f8c0057b96c7bd0893971cbbed3d177a4b17f8b4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.874743,52.253122,On or near THE DRIVE,E01027186,Northampton 013B,Investigation complete; no suspect identified
8ac582201dc4c1df971143d270302ad5291b60aceb9534369bea8460be819eb1,2013-12,Northamptonshire Police,Northamptonshire Police,-0.613368,52.299917,On or near BRINDLEY CLOSE,E01027063,East Northamptonshire 008C,Investigation complete; no suspect identified
ad03ca8bb106115462b02f6998b24e81062ea320c7245a3a0f960abcaac92d97,2013-12,Northamptonshire Police,Northamptonshire Police,-0.716586,52.303341,On or near KILNWAY,E01027310,Wellingborough 007B,Investigation complete; no suspect identified
3e017e43fd3dd41e7d8363bd0dda53572bfb771177ab7520df833565de8c41ab,2013-12,Northamptonshire Police,Northamptonshire Police,-0.725784,52.399263,On or near ANGEL YARD,E01027110,Kettering 007B,Investigation complete; no suspect identified
99b69d11ee1c576cf2b8034899590d6bda75cfd6d1af6e7939581d30039b4a25,2013-12,Northamptonshire Police,Northamptonshire Police,-0.680590,52.294124,On or near Sports/Recreation Area,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
2ff6f9d7a57f83d5c672d2bfdac779fa96066bfe8bada814a4d4f43d832120e5,2013-12,Northamptonshire Police,Northamptonshire Police,-0.886321,52.200267,On or near FROSTS COURT,E01027206,Northampton 031D,Investigation complete; no suspect identified
c97004ff84bd03f385e0b849ee43533acf17ec9f1e3c37a3f7560d4fa17c2bd4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.836618,52.257886,On or near Parking Area,E01027198,Northampton 007C,Investigation complete; no suspect identified
acea33e007d5a7709aeaac66cc878802a47d36480e39904fd61cf8330875df0a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.587955,52.294770,On or near UPPER QUEEN STREET,E01027061,East Northamptonshire 008A,Investigation complete; no suspect identified
f08cd7ce1dc6d8a51549c8bfd31525e3292b28d40ec6ec8ccdd27d4eb795cb1f,2013-12,Northamptonshire Police,Northamptonshire Police,-0.874743,52.253122,On or near THE DRIVE,E01027186,Northampton 013B,Investigation complete; no suspect identified
90e92ceb436d7dcd654151552a1dbee9c3729e4585e15bac0d604c7e3be33f4f,2013-12,Northamptonshire Police,Northamptonshire Police,-0.910576,52.250131,On or near PEMBROKE GARDENS,E01027242,Northampton 017C,Investigation complete; no suspect identified
ed8066d19840950e49bd9f927b0b98c43d6ad4742daaf76166a0d30eb953cd5a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.682038,52.293736,On or near Sports/Recreation Area,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
d09e752f9b49c620d46a248862f4b552be9c44cddbe85d55738df7d052354289,2013-12,Northamptonshire Police,Northamptonshire Police,-0.712268,52.400555,On or near Petrol Station,E01027112,Kettering 006D,Investigation complete; no suspect identified
04ead2447b299068678ce1cca53dda9affd6c9b3cba50e6c750ca1a4fbc4fae9,2013-12,Northamptonshire Police,Northamptonshire Police,-0.883988,52.240829,On or near WILBERFORCE STREET,E01027228,Northampton 023D,Investigation complete; no suspect identified
002af72999784a00f9e303eb5d4a2e0ee74cb8b783d690e41e768e97b8204a3b,2013-12,Northamptonshire Police,Northamptonshire Police,-0.717466,52.412407,On or near BYRON ROAD,E01027083,Kettering 005C,Investigation complete; no suspect identified
8cdee08e3c2af91ae225c100af42911ff1098c0425a0f80c1fe67daca841b62f,2013-12,Northamptonshire Police,Northamptonshire Police,-0.991629,52.131661,On or near QUEENS ROAD,E01027303,South Northamptonshire 004E,Investigation complete; no suspect identified
8373dc9ac63a03e4c60ac00662dc0cd882e8025f8b23312bd7fecc981b5f0cf2,2013-12,Northamptonshire Police,Northamptonshire Police,-0.738791,52.473485,On or near BRANDENBURG ROAD,E01026953,Corby 008A,Investigation complete; no suspect identified
8acb44ef5b0c13f3d7c0f0aae2183c6db443f384ac6d0457c9f80d08c3b35e20,2013-12,Northamptonshire Police,Northamptonshire Police,-0.879120,52.198607,On or near CENTURION WAY,E01027206,Northampton 031D,Investigation complete; no suspect identified
6473ee2342b4d25969930e1b591aaae8fed467561bc45447554719feba791810,2013-12,Northamptonshire Police,Northamptonshire Police,-0.605196,52.289742,On or near PURVIS ROAD,E01027073,East Northamptonshire 008F,Investigation complete; no suspect identified
95fd7e3448d71e70e5e6804a0911e217914bb339ffd8ed4b220dd4926ea57034,2013-12,Northamptonshire Police,Northamptonshire Police,-1.137590,52.350192,On or near DRAYSON LANE,E01027006,Daventry 003E,Investigation complete; no suspect identified
a0d10eea4b99c0ee1dee864354d676557eafceb5d6a4d829a65b260ad6e14efc,2013-12,Northamptonshire Police,Northamptonshire Police,-0.895022,52.237058,On or near ST GILES' SQUARE,E01027223,Northampton 025A,Investigation complete; no suspect identified
95314625e2d71fcf620aafbd60b8bf516c5591146ce8e22ace9fa933e9286434,2013-12,Northamptonshire Police,Northamptonshire Police,-0.706103,52.413327,On or near Sports/Recreation Area,E01027083,Kettering 005C,Investigation complete; no suspect identified
9451cb13e5b6c3b0bc360659294d5d43e76863a9b22e34f976dd83edca5bbdb9,2013-12,Northamptonshire Police,Northamptonshire Police,-0.859373,52.252650,On or near WESSEX WAY,E01027170,Northampton 012C,Investigation complete; no suspect identified
46d26b5a717229bc1651698ef507f0a25ea92118a094d6f8e82eb5d0237f0b13,2013-12,Northamptonshire Police,Northamptonshire Police,-0.725784,52.399263,On or near ANGEL YARD,E01027110,Kettering 007B,Investigation complete; no suspect identified
9973d54a4ed281ee854f9a3c22afcb350c136cdb66a8f07851818715fddc22c7,2013-12,Northamptonshire Police,Northamptonshire Police,-0.887253,52.243809,On or near CLARE STREET,E01027227,Northampton 023C,Investigation complete; no suspect identified
3037879cb3baaf1c19bf16b1da5bfa2a3852ea7a1cdad26fff7ae13132ac8972,2013-12,Northamptonshire Police,Northamptonshire Police,-0.708266,52.310020,On or near DEVONSHIRE CLOSE,E01027344,Wellingborough 003B,Investigation complete; no suspect identified
6ba8b48be72d96d2a127ed9a355ac1e94083cc2827a1c4fdb321c07d1befa0be,2013-12,Northamptonshire Police,Northamptonshire Police,-0.718168,52.398848,On or near GORDON STREET,E01027111,Kettering 006C,Investigation complete; no suspect identified
4b271e6f81ced87183490443fee4bcc18ff4025f497ce4a429bb2ded615834b4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.877968,52.199594,On or near CHARIOT ROAD,E01027206,Northampton 031D,Investigation complete; no suspect identified
a09f9bef269dabb02e9722b0d019aa81e538e1ed10cc730dd56d4ceb9318a381,2013-12,Northamptonshire Police,Northamptonshire Police,-0.702108,52.504286,On or near BEECH CLOSE,E01026982,Corby 001D,Investigation complete; no suspect identified
90f24e9b2d07b4b67c7d65344b0b688181b934e1a1453c6780e2fd3d47023d6b,2013-12,Northamptonshire Police,Northamptonshire Police,-0.876717,52.253284,On or near KETTERING ROAD,E01027184,Northampton 015A,Investigation complete; no suspect identified
50f585808feecec9c0bb037f54eee272ac50c047afefb20c9549b4c23275f3d1,2013-12,Northamptonshire Police,Northamptonshire Police,-0.605196,52.289742,On or near PURVIS ROAD,E01027073,East Northamptonshire 008F,Investigation complete; no suspect identified
1cdc3a4e9612f138191f2a0bc407972979e6c3383ed1cb7655b80e02966b23a8,2013-12,Northamptonshire Police,Northamptonshire Police,-0.605196,52.289742,On or near PURVIS ROAD,E01027073,East Northamptonshire 008F,Investigation complete; no suspect identified
ccfb73e2d8e6788a40f84115512d66fa4aa4bcbd49715d7bbdc11fa60a8edc04,2013-12,Northamptonshire Police,Northamptonshire Police,-0.673544,52.473805,On or near MENDIP WAY,E01026977,Corby 003C,Investigation complete; no suspect identified
acea38524bac844097e486cfd63383f942211d6def125761b104d67a1a9a2605,2013-12,Northamptonshire Police,Northamptonshire Police,-0.709120,52.274614,On or near CHURCH LANE,E01027329,Wellingborough 009E,Investigation complete; no suspect identified
0533838883b970d2e8f009b63fc313bce35819d1ea779542c75ebf29f944b314,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
407ce561b0c6df752e341a35bff53e978e5f7434b8910e04f53847f19f16f093,2013-12,Northamptonshire Police,Northamptonshire Police,-0.897219,52.235847,On or near BRIDGE STREET,E01032979,Northampton 021F,Investigation complete; no suspect identified
3e9dfb2f282cb83c9ff9109798954079f96a63d0b4c86ffbbc3b30045e644549,2013-12,Northamptonshire Police,Northamptonshire Police,-0.880915,52.252362,On or near OLIVER STREET,E01027184,Northampton 015A,Investigation complete; no suspect identified
17ae557bc9784d9033135a9e91878b9880284b0bce8194ad59f98b4c54e4a24b,2013-12,Northamptonshire Police,Northamptonshire Police,-0.915816,52.297183,On or near BRAMPTON LANE,E01026997,Daventry 005A,Investigation complete; no suspect identified
7791eaae8e9db850bf043684e1c954a852efd9cdef086e3b6fcdf4b90d1789dc,2013-12,Northamptonshire Police,Northamptonshire Police,-0.767674,52.275672,On or near MEARS ASHBY ROAD,E01027323,Wellingborough 009B,Investigation complete; no suspect identified
7d90f6673abbabbc269771ea885664dc0c3a6bd29bb70663634cd9da06e29182,2013-12,Northamptonshire Police,Northamptonshire Police,-0.853082,52.261985,On or near GRANGE ROAD,E01027168,Northampton 012A,Investigation complete; no suspect identified
52564a54bc67227ba682fbf58dab7b455b1ec65fc94bea18bd9fa01b905ca2c1,2013-12,Northamptonshire Police,Northamptonshire Police,-0.592216,52.290811,On or near ROBINSON ROAD,E01027059,East Northamptonshire 009B,Investigation complete; no suspect identified
954207e6a56746560e12778d105d1ec0fc5a3defea585d8435806cf33b3a4bee,2013-12,Northamptonshire Police,Northamptonshire Police,-0.541167,52.594403,On or near HIGH STREET,E01027033,East Northamptonshire 001A,Investigation complete; no suspect identified
f1b7910c473be1cc83c57d62fa8f1d6ce0dd1506b0871a960e8717167efc63ed,2013-12,Northamptonshire Police,Northamptonshire Police,-0.688294,52.380251,On or near ROBIN CLOSE,E01027086,Kettering 010C,Investigation complete; no suspect identified
151c26e7bfd0e19325dd703d31261ba62945882c59e4f192d34bee7c0fc996a1,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
a4b00e2963fae359f494367a7a9e3c62f352ee8f7ed9065f5c3081d8890b583c,2013-12,Northamptonshire Police,Northamptonshire Police,-0.896942,52.235781,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
0071806fd672832744434147dcc8bef55b6f3bca11b5b00c45c7195cf0f1bf6a,2013-12,Northamptonshire Police,Northamptonshire Police,-1.123196,52.307436,On or near Petrol Station,E01027016,Daventry 004C,Investigation complete; no suspect identified
2a1eae281727faafee478b06c9e2b0c5e6c9b793e7de1ccfa1c967d7509cbaee,2013-12,Northamptonshire Police,Northamptonshire Police,-0.706389,52.484922,On or near LANDSEER COURT,E01026960,Corby 006B,Investigation complete; no suspect identified
f305a7e8ae23399a983262a3db1965b59215f9c69af8f55fd7e58fbe7474c0c3,2013-12,Northamptonshire Police,Northamptonshire Police,-0.959185,52.252395,On or near PRESTBURY ROAD,E01027211,Northampton 014C,Investigation complete; no suspect identified
b4508c1ba16692296821c899b7750159b2bcb6d04bee8082508d1d0957ce9125,2013-12,Northamptonshire Police,Northamptonshire Police,-0.699365,52.487911,On or near ELIZABETH STREET,E01026949,Corby 005A,Investigation complete; no suspect identified
1d88d9d28d47b89aa769b5e25724e12b5287e713a5f9ec77b30824d7d067c0c7,2013-12,Northamptonshire Police,Northamptonshire Police,-0.828746,52.343076,On or near SPRINGFIELD ROAD,E01027023,Daventry 005E,Investigation complete; no suspect identified
40fba1795d39a33fff1343fce8e1d726d5d2e1bb94498e76ffc834f2439a83fe,2013-12,Northamptonshire Police,Northamptonshire Police,-0.940656,52.232648,On or near TELFORD WAY,E01032977,Northampton 029G,Investigation complete; no suspect identified
66bd6f25d2eb5226fff9bb15b00cb668c4d12502693d2edaa0c824b87a774d6a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.893870,52.212116,On or near NEWPORT PAGNELL ROAD (WEST),E01027201,Northampton 028C,Investigation complete; no suspect identified
0a2851dcb0088a5cea8fe5ee76963c1c9b7f591635933eebc47b8121b66e328b,2013-12,Northamptonshire Police,Northamptonshire Police,-0.715087,52.294819,On or near KINGSWAY,E01027309,Wellingborough 007A,Investigation complete; no suspect identified
be7b94aeaf4120ba3c191b2c1b3e2105cd703cd51fc3d04fcd36e36bc932134e,2013-12,Northamptonshire Police,Northamptonshire Police,-0.730200,52.286279,On or near CHURCH LANE,E01027329,Wellingborough 009E,Investigation complete; no suspect identified
c2e581720eb7cc5fa16d4c4a3c3242bffb01265e460eb7b9c56f4967c7fd5447,2013-12,Northamptonshire Police,Northamptonshire Police,-0.612222,52.287299,On or near Sports/Recreation Area,E01027072,East Northamptonshire 008E,Investigation complete; no suspect identified
c97c01526db4a6cd8ee734a8f6306311fc3bfc758b7922b672e14d1b0b60cf47,2013-12,Northamptonshire Police,Northamptonshire Police,-0.605912,52.288420,On or near PARK AVENUE,E01027073,East Northamptonshire 008F,Investigation complete; no suspect identified
d1086a5646ade5719d6a0e2c77b275ed7d9dd2e6bf4b3c14224d2ffd1197764a,2013-12,Northamptonshire Police,Northamptonshire Police,-0.727605,52.303190,On or near SHELLEY ROAD,E01027339,Wellingborough 005A,Investigation complete; no suspect identified
fd6a3b4879a5800e5c47456dbcb3fa9bbde9ee16ac26dc6f8b6625f2057f3cc4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.665609,52.485485,On or near Petrol Station,E01026977,Corby 003C,Investigation complete; no suspect identified
255e094debb687de514187545e12a4d9e8fcd286020381bce437da898d71a8c5,2013-12,Northamptonshire Police,Northamptonshire Police,-0.821815,52.437552,On or near ROTHWELL ROAD,E01027094,Kettering 002B,Investigation complete; no suspect identified
110062a4bfb62258640b87e1821ff8758c91e4116a1a4ad369061a5e10c5c3d8,2013-12,Northamptonshire Police,Northamptonshire Police,-0.652216,52.338569,On or near THE WELLS,E01027327,Wellingborough 001B,Investigation complete; no suspect identified
239b262f9857b0cfe3be53d3262b4f1cbb0b50412a0d2c0c01c6d0e9be24b5ed,2013-12,Northamptonshire Police,Northamptonshire Police,-0.913369,52.215560,On or near Petrol Station,E01027162,Northampton 030A,Investigation complete; no suspect identified
ba17a00f8e3c680760bea0d34ce3e27c4b460f0d24d18039e9da99439d14f6ce,2013-12,Northamptonshire Police,Northamptonshire Police,-0.836125,52.271673,On or near WATERPUMP COURT,E01027249,Northampton 004E,Investigation complete; no suspect identified
8597ad1a9cfdcfb1a000a11aa739c1ee33a8f1783f248034eb5b63385bd5deff,2013-12,Northamptonshire Police,Northamptonshire Police,-0.902599,52.236814,On or near MARE FAIR,E01032979,Northampton 021F,Investigation complete; no suspect identified
50ff62419edc6930146a3f1e70a7551358382e91b928ea46e6ee5c876c8e90da,2013-12,Northamptonshire Police,Northamptonshire Police,-1.014429,52.207376,On or near WEST END,E01027283,South Northamptonshire 001B,Investigation complete; no suspect identified
cbc1c3e4407cb7e862ec08c86c0eed74e188df5a3b1a15592c66024b1cd2ba7f,2013-12,Northamptonshire Police,Northamptonshire Police,-1.263754,52.071628,On or near SALMONS LANE,E01027293,South Northamptonshire 006C,Investigation complete; no suspect identified
5682804c94a1645b8a6f1fa5f0b7f6486d00717cdc35afc5101560ec109fa298,2013-12,Northamptonshire Police,Northamptonshire Police,-0.708734,52.385664,On or near Theme/Adventure Park,E01027130,Kettering 009C,Investigation complete; no suspect identified
f7e4fee1e122cd95d57d1abc86a76607792c3bb22bd52bd6b7feddb314416658,2013-12,Northamptonshire Police,Northamptonshire Police,-0.916404,52.243019,On or near VICARAGE ROAD,E01027241,Northampton 017B,Investigation complete; no suspect identified
e230d98f562a113671c3f3f1b9b3be7c2503c4aa0b2158002748e37a5d90f2f4,2013-12,Northamptonshire Police,Northamptonshire Police,-0.715688,52.476122,On or near BALMORAL,E01026968,Corby 006G,Investigation complete; no suspect identified
8e4be4098073442b66a937ad002a80231f1243e7b285ab5b96f230369b19c0d6,2013-12,Northamptonshire Police,Northamptonshire Police,-0.746496,52.391384,On or near Supermarket,E01027116,Kettering 007E,Investigation complete; no suspect identified
