Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f9abda513ed19f96c76525098ed941678fdf971fb81f0b80f02cca10eb2ecbd3,2013-12,Warwickshire Police,Warwickshire Police,-1.590722,52.288304,On or near DEERPARK DRIVE,E01031321,Warwick 011A,Investigation complete; no suspect identified
508fbd105007cc43de49229d19c47a1ff9e8e06526fb7a5863ecbee62c7b9c94,2013-12,Warwickshire Police,Warwickshire Police,-1.567779,52.345500,On or near WHITEMOOR ROAD,E01031298,Warwick 002C,Investigation complete; no suspect identified
86d28ca26ab1d641501f45848b30ec6d827b2512075dd1484aca1676b43f83a1,2013-12,Warwickshire Police,Warwickshire Police,-1.527540,52.360917,On or near A46,E01031308,Warwick 005G,Investigation complete; no suspect identified
d62251fcc7d6f088ac66ff296f05a82c72f1be230c13c285643be54db43feb65,2013-12,Warwickshire Police,Warwickshire Police,-1.572603,52.350624,On or near PARK ROAD,E01031257,Warwick 001D,Investigation complete; no suspect identified
ee3167843df9917a096ece29181f83a1f4b66bdbe23f5b14de33b5b86962dbf7,2013-12,Warwickshire Police,Warwickshire Police,-1.666870,52.331211,On or near BIRMINGHAM ROAD,E01031283,Warwick 004C,Investigation complete; no suspect identified
b16b23f03997c84e91da4f087126a0710fee18c727170d41cefb160e852e9ee3,2013-12,Warwickshire Police,Warwickshire Police,-1.642893,52.247046,On or near WARWICK ROAD,E01031218,Stratford-on-Avon 008B,Investigation complete; no suspect identified
7efc4d578465819b45387b94cc1590d2879ff8d87402028caf1dcfec31d9a9fc,2013-12,Warwickshire Police,Warwickshire Police,-1.780817,52.292927,On or near GREEN GATES,E01031202,Stratford-on-Avon 002B,Investigation complete; no suspect identified
f5fbc0d71c11957b8102d65ff63aabf49dbf266977136a7817b376c02f9019d4,2013-12,Warwickshire Police,Warwickshire Police,-1.518987,52.284375,On or near EASTNOR GROVE,E01031337,Warwick 010G,Investigation complete; no suspect identified
11608f6817a99a2a86349760971e20ee49c079633141a7415c276f101417b4de,2013-12,Warwickshire Police,Warwickshire Police,-1.595918,52.277947,On or near STAND STREET,E01031325,Warwick 011E,Investigation complete; no suspect identified
c2c96afa421bd57bbb4964070d6bc9e1a0bda55b76c24e4e5e75b279fa29b1fd,2013-12,Warwickshire Police,Warwickshire Police,-1.594263,52.197460,On or near CHURCH STREET,E01031253,Stratford-on-Avon 008G,Investigation complete; no suspect identified
3cb776447ea8b548d4be4226401fbb23b5fd73be5c1aec0519d0f64d1f2ad202,2013-12,Warwickshire Police,Warwickshire Police,-1.567790,52.290155,On or near ALL SAINTS ROAD,E01031311,Warwick 008C,Investigation complete; no suspect identified
a3c79b7358b476aadbb606a9dc9e9e3218aba102c3cf110282e8b3fc00b1e9b7,2013-12,Warwickshire Police,Warwickshire Police,-1.690792,52.238092,On or near HIGHFIELD CLOSE,E01031217,Stratford-on-Avon 008A,Investigation complete; no suspect identified
2ce17a10ff05b098457aad68f8b11dee5e74eb22c94e3ae945bbdacb5e121543,2013-12,Warwickshire Police,Warwickshire Police,-1.515836,52.276181,On or near Supermarket,E01031334,Warwick 010D,Investigation complete; no suspect identified
2a42c4e08eded224cd6cda4ac11f12606127c06cb53d554d2a03d7964c08abf7,2013-12,Warwickshire Police,Warwickshire Police,-1.851155,52.168691,On or near THE LEYS,E01031190,Stratford-on-Avon 012B,Investigation complete; no suspect identified
d55c1f5ff51449ad43fbd4e134e8712b9ad729b614c896835120d8410b44d663,2013-12,Warwickshire Police,Warwickshire Police,-1.529647,52.290999,On or near BRANDON PARADE,E01031271,Warwick 010A,Investigation complete; no suspect identified
fdb28dfd38978ea9b6f27d905592debaaeb7a41dd836dba0ddd08c75fdb69815,2013-12,Warwickshire Police,Warwickshire Police,-1.545422,52.011095,On or near BARRATS HILL,E01031209,Stratford-on-Avon 015B,Investigation complete; no suspect identified
b5b8a0c122c599695458708a79d89746212056922e65b96daa8f9b30d5f4f34f,2013-12,Warwickshire Police,Warwickshire Police,-1.562326,52.316486,On or near HILL WOOTTON ROAD,E01031284,Warwick 004D,Investigation complete; no suspect identified
cc38526b06f83c35d28c7aaf9353cc91730703335d3411a7a018c7e92921db5b,2013-12,Warwickshire Police,Warwickshire Police,-1.562326,52.316486,On or near HILL WOOTTON ROAD,E01031284,Warwick 004D,Investigation complete; no suspect identified
ed5e1c83854e1614c32ef51bfb7879e7d99459ca3dd70849797b31ba2f24552d,2013-12,Warwickshire Police,Warwickshire Police,-1.562326,52.316486,On or near HILL WOOTTON ROAD,E01031284,Warwick 004D,Investigation complete; no suspect identified
770b5f2d4b653bd2dd9bc1688b814f163c8e1103ae13044509ee29ca085478c2,2013-12,Warwickshire Police,Warwickshire Police,-1.494259,52.362667,On or near STONELEIGH ROAD,E01031308,Warwick 005G,Investigation complete; no suspect identified
ab3f4aafcdf40dbda4943c215749c6033b175378bbb7ce48543853f69fa83cf8,2013-12,Warwickshire Police,Warwickshire Police,-1.524010,52.268428,On or near HALL'S CLOSE,E01031327,Warwick 015A,Investigation complete; no suspect identified
1e194ee77713f78c6a4b4eada4e8dbdb51105701e686b806c1344f95bb288e71,2013-12,Warwickshire Police,Warwickshire Police,-1.533573,52.291293,On or near PARK STREET,E01033253,Warwick 007H,Investigation complete; no suspect identified
6f6ba23e780e2aac62e7de9cde6b760e5cb1bc118206654ef33b2763a19eb27f,2013-12,Warwickshire Police,Warwickshire Police,-1.510941,52.300138,On or near BURBURY CLOSE,E01031273,Warwick 006A,Investigation complete; no suspect identified
151db58f0f8b7d0b14882e9f78c1cb9de309a206b09bff372cdd6a5e32499de9,2013-12,Warwickshire Police,Warwickshire Police,-1.517545,52.218658,On or near FOSSE WAY,E01031252,Stratford-on-Avon 008F,Investigation complete; no suspect identified
f050776ba8451719ccf300e6b16b73d884fab4b232e4f6340d6688c06d51c2af,2013-12,Warwickshire Police,Warwickshire Police,-1.684134,52.307650,On or near OLD WARWICK ROAD,E01031283,Warwick 004C,Investigation complete; no suspect identified
c7199d9236e274eea01242cffe09f96dc210e4918e70584ba021d9efda0f3fa4,2013-12,Warwickshire Police,Warwickshire Police,-1.742600,52.121826,On or near THE ORCHARD,E01031212,Stratford-on-Avon 014B,Investigation complete; no suspect identified
b04daa8eea5b0f585a3b4571553c98af64cf4adda2343f9c0e72e002b6ed00e4,2013-12,Warwickshire Police,Warwickshire Police,-1.548569,52.008158,On or near ROMAN ROW,E01031209,Stratford-on-Avon 015B,Investigation complete; no suspect identified
ee2e184aeed290e08791803f02e315bfe8d43b41bbde47608d900783b10aa296,2013-12,Warwickshire Police,Warwickshire Police,-1.627224,52.190763,On or near HUNSCOTE LANE,E01031250,Stratford-on-Avon 008D,Investigation complete; no suspect identified
5707f48b2e38dc3355ab13a041b99772e29ee5f62a2fb93f13cf38326a179454,2013-12,Warwickshire Police,Warwickshire Police,-1.527602,52.286181,On or near NEW STREET,E01031336,Warwick 010F,Investigation complete; no suspect identified
3f21c59423949680730142b950af3fcdbe9d82ebf8e80d382d1dc3481f552be3,2013-12,Warwickshire Police,Warwickshire Police,-1.895476,52.273224,On or near MARBLE ALLEY,E01031239,Stratford-on-Avon 003A,Investigation complete; no suspect identified
19cc209af812a0dd8e6faf6d638761db476f45a5f32e0cb184bdae4271c8721b,2013-12,Warwickshire Police,Warwickshire Police,-1.338723,52.249753,On or near Parking Area,E01031224,Stratford-on-Avon 004F,Investigation complete; no suspect identified
b0e296e2b921c8b415f88d95bffe5f93dce173f03f6ec8f35558638ddb0992bf,2013-12,Warwickshire Police,Warwickshire Police,-1.691938,52.237618,On or near WOODWARD COURT,E01031217,Stratford-on-Avon 008A,Investigation complete; no suspect identified
8aae0338605cd2ecc134b2d77f5cb6ac3a3baba2b05bc870bc70c457990a86fc,2013-12,Warwickshire Police,Warwickshire Police,-1.527602,52.286181,On or near NEW STREET,E01031336,Warwick 010F,Investigation complete; no suspect identified
601d4f9137853d0fbe20a575a0d2a7495ac18c2b3c4ba9919d4fad80fe90a7d1,2013-12,Warwickshire Police,Warwickshire Police,-1.740343,52.243911,On or near OAKTREE CLOSE,E01031195,Stratford-on-Avon 002A,Investigation complete; no suspect identified
6415137bd2032602bc225ebe6fddbf58bd61aaf2af5fc2f7547127f121ec21c9,2013-12,Warwickshire Police,Warwickshire Police,-1.514593,52.300135,On or near DENBY CLOSE,E01031273,Warwick 006A,Investigation complete; no suspect identified
e7b9f23a518a0521068d0ba3eb547fd53e5db7ba1a1c2e387a11345508ff1ba3,2013-12,Warwickshire Police,Warwickshire Police,-1.429160,52.214254,On or near HUCKSON ROAD,E01031200,Stratford-on-Avon 005D,Investigation complete; no suspect identified
cfabd2e8f4541b7ffbaa4948d5e4a7a6dcb3a4430ae54eb7f0dc89c5adcff6da,2013-12,Warwickshire Police,Warwickshire Police,-1.889678,52.359696,On or near THE OAKS,E01032123,Bromsgrove 009B,Investigation complete; no suspect identified
f940ce8ccc0de430a11dbc66812c6ccec5d8ec70dad3d286d87b2d7a21edaded,2013-12,Warwickshire Police,Warwickshire Police,-1.547246,52.284756,On or near PRINCE'S DRIVE,E01031265,Warwick 013E,Investigation complete; no suspect identified
308643318a6365c8ac50d3d8e0a07cd76728f62949bdef2dd6d932e3f603348d,2013-12,Warwickshire Police,Warwickshire Police,-1.711322,52.193066,On or near GREENHILL STREET,E01031234,Stratford-on-Avon 011C,Investigation complete; no suspect identified
97276b17060d47e52b1bbef7ec36a8debb4fb2f5821fbcf558752cb6f641fe19,2013-12,Warwickshire Police,Warwickshire Police,-1.732547,52.200740,On or near TREVELYAN CRESCENT,E01031236,Stratford-on-Avon 009E,Investigation complete; no suspect identified
bc03940aec1f4d9652cde29c2bdf4072e010e65f5fc9d285f0e981cb915eab4a,2013-12,Warwickshire Police,Warwickshire Police,-1.591212,52.281249,On or near MARKET STREET,E01031324,Warwick 011D,Investigation complete; no suspect identified
f32c93dfa4889071a3900a9693de6b1756178c98ad6414eac6fcc2e5e346c294,2013-12,Warwickshire Police,Warwickshire Police,-1.546444,52.267051,On or near FAULCONBRIDGE WAY,E01031318,Warwick 012D,Investigation complete; no suspect identified
06fbffe21edc013f74df02d0478447947fdf59e2a496f9130599ff8ef017d8eb,2013-12,Warwickshire Police,Warwickshire Police,-1.725264,52.337744,On or near LAPWORTH OAKS,E01031281,Warwick 004A,Investigation complete; no suspect identified
3c94091d88df20b1437dd1869ff2d4790ca6d0ceeb1c0bb5ae25b83aa8c2da8b,2013-12,Warwickshire Police,Warwickshire Police,-1.527737,52.277542,On or near THE CLOSE,E01031263,Warwick 013C,Investigation complete; no suspect identified
345449926b066b88690d57e34c66f007ef4dcd53ba000bc90c3bdc3deefdacdf,2013-12,Warwickshire Police,Warwickshire Police,-1.744850,52.121795,On or near POLAND AVENUE,E01031212,Stratford-on-Avon 014B,Investigation complete; no suspect identified
470b6ea8c6466430479d661ee5c5653a4cc9df914338814170bda1e1ac331cf1,2013-12,Warwickshire Police,Warwickshire Police,-1.590283,52.281848,On or near Supermarket,E01031324,Warwick 011D,Investigation complete; no suspect identified
7ac7694a2801f9d383db6bfe4ab979fc1c1f0c620f68d7702bccf88c2f77800b,2013-12,Warwickshire Police,Warwickshire Police,-1.534248,52.291278,On or near Shopping Area,E01033253,Warwick 007H,Investigation complete; no suspect identified
1e5ee0ba6c7964988f962eec0d87ac486330d455d1aacad43b578093a7a7074f,2013-12,Warwickshire Police,Warwickshire Police,-1.577655,52.341202,On or near WARWICK ROAD,E01031258,Warwick 001E,Investigation complete; no suspect identified
b77ce78a4941d3e232a1553f3c19364a27d63f8cc874cae5459e5398dd3d049b,2013-12,Warwickshire Police,Warwickshire Police,-1.742420,52.115163,On or near HILL LANE,E01031212,Stratford-on-Avon 014B,Investigation complete; no suspect identified
39c88613a79c895c24a07154f839ca2aac286f0b6ad8d95be3dc25a343bd7c61,2013-12,Warwickshire Police,Warwickshire Police,-1.730789,52.203496,On or near REDWING CLOSE,E01031236,Stratford-on-Avon 009E,Investigation complete; no suspect identified
ad0a915b092d30478e4b02beb8668ee349dafbf1022c7cf06d524ed87039db05,2013-12,Warwickshire Police,Warwickshire Police,-1.747258,52.122159,On or near STILEMAN CLOSE,E01031212,Stratford-on-Avon 014B,Investigation complete; no suspect identified
d83b12be171a667750c7ff06393e2e90065f803d9499050ee0d9e62f58f094dc,2013-12,Warwickshire Police,Warwickshire Police,-1.707974,52.192743,On or near WOOD STREET,E01031234,Stratford-on-Avon 011C,Investigation complete; no suspect identified
50a3c778e58ff3024a9e6d3b12524a0413b9722c3ec8a2db8b6ba055551f1dde,2013-12,Warwickshire Police,Warwickshire Police,-1.547105,52.265480,On or near CAPULET DRIVE,E01031318,Warwick 012D,Investigation complete; no suspect identified
20100be22f722ec919941c0c961b2e3e574d11b669888c4d6a16f15c986e1b12,2013-12,Warwickshire Police,Warwickshire Police,-1.531223,52.300076,On or near DEREHAM COURT,E01031285,Warwick 007C,Investigation complete; no suspect identified
fcce76782f87a4c0cfc6a6876c6b79f2959d985d32e320c68375a37303381f00,2013-12,Warwickshire Police,Warwickshire Police,-1.385371,52.257593,On or near PINE TREE CRESCENT,E01031220,Stratford-on-Avon 004B,Investigation complete; no suspect identified
730fb6d356a2e989f556faa241ec68902f4ac7f25ddd4545f12931f0fe8ee0ac,2013-12,Warwickshire Police,Warwickshire Police,-1.706127,52.193269,On or near UNION STREET,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
b806b3ca1b60cab52f848185f62330ef32dd8ff57fb6a8015de4ee6edfcb4e85,2013-12,Warwickshire Police,Warwickshire Police,-1.562326,52.316486,On or near HILL WOOTTON ROAD,E01031284,Warwick 004D,Investigation complete; no suspect identified
e42d6a5377ae13140406ba91dea10de9f9b8a12c03d3d13eaa11e94e40e88ab9,2013-12,Warwickshire Police,Warwickshire Police,-1.478584,52.260784,On or near FOSSE WAY,E01031301,Warwick 005E,Investigation complete; no suspect identified
667b81bf83bf3696d7ac1278a91ff3478da8d2e8f58b8acdc4a0689d94dd292c,2013-12,Warwickshire Police,Warwickshire Police,-1.567779,52.345500,On or near WHITEMOOR ROAD,E01031298,Warwick 002C,Investigation complete; no suspect identified
af2b371fd0a4c2b63ac880437a00c79ccdbb7957d5d2b3cd8f00bf96e10828bc,2013-12,Warwickshire Police,Warwickshire Police,-1.556063,52.292917,On or near ALBERT STREET,E01031292,Warwick 009C,Investigation complete; no suspect identified
5f09de22790574aa0d9ea9e6c417bffee2b52ce7fae777b1919c0783f7414d4e,2013-12,Warwickshire Police,Warwickshire Police,-1.714449,52.202738,On or near Supermarket,E01031231,Stratford-on-Avon 009D,Investigation complete; no suspect identified
0ccfeecc784b2fec0c1bab893e6d5fbe82ad9cd9ad60c704664dc48cf8a6f123,2013-12,Warwickshire Police,Warwickshire Police,-1.625465,52.063801,On or near Parking Area,E01031215,Stratford-on-Avon 015D,Investigation complete; no suspect identified
8c59f57b03b1b79f7c1084066cc0354783b25aea0f2e065d042acf8fb871af13,2013-12,Warwickshire Police,Warwickshire Police,-1.909858,52.155040,On or near NEW INN LANE,E01031189,Stratford-on-Avon 012A,Investigation complete; no suspect identified
7a1b2bd730f772047efb04684163c89b3218f87cccbec87632a47c7287161a0e,2013-12,Warwickshire Police,Warwickshire Police,-1.572655,52.336078,On or near Petrol Station,E01031305,Warwick 003C,Investigation complete; no suspect identified
ffd3aff74d8faf56e63e422adc423b9ce8f9f6a72cd205c28766b09d013d4923,2013-12,Warwickshire Police,Warwickshire Police,-1.900014,52.269075,On or near CROOKS LANE,E01031241,Stratford-on-Avon 003C,Investigation complete; no suspect identified
273e2e4ec8f38fdf5d85e74253ca1306076b609c745806814cb506faf3225c53,2013-12,Warwickshire Police,Warwickshire Police,-1.534302,52.267948,On or near TACHBROOK ROAD,E01031329,Warwick 015C,Investigation complete; no suspect identified
f3b08bed35bf3a2b336d20c816b795c9f3b70ada8ae3531930996b87932d4722,2013-12,Warwickshire Police,Warwickshire Police,-1.530243,52.281777,On or near RANELAGH STREET,E01031266,Warwick 013F,Investigation complete; no suspect identified
47d990a00d1c41dfc2f4b7aae835a1cae5deee76465885fea9dcfd5c1adcba05,2013-12,Warwickshire Police,Warwickshire Police,-1.584442,52.190026,On or near KINETON ROAD,E01031250,Stratford-on-Avon 008D,Investigation complete; no suspect identified
ed410973d2010b406c1128ceffac144015dda136a0dc9bf14ba2910f3324dc85,2013-12,Warwickshire Police,Warwickshire Police,-1.579460,52.294756,On or near MAKEPEACE AVENUE,E01031314,Warwick 008F,Investigation complete; no suspect identified
3ada8efbe13c324d0492cb2dfeb497126167e5f614775b5242aa1bbd47749e59,2013-12,Warwickshire Police,Warwickshire Police,-1.581048,52.283451,On or near ST JOHNS,E01031316,Warwick 012B,Investigation complete; no suspect identified
fbf288575bdfe67a7584be68d9f2cb13c8c02fd4842d4a5b1a8c027cb7132b44,2013-12,Warwickshire Police,Warwickshire Police,-1.494259,52.362667,On or near STONELEIGH ROAD,E01031308,Warwick 005G,Investigation complete; no suspect identified
e695fdbfc0798e7e96afc0f4435641ff71fcd704e497c6a6628b3b840c69a7e5,2013-12,Warwickshire Police,Warwickshire Police,-1.571160,52.348011,On or near ARTHUR STREET,E01031257,Warwick 001D,Investigation complete; no suspect identified
758a9f51a25baea354c71888964ed84cabb8347c8bebf747af46fc4b90e86519,2013-12,Warwickshire Police,Warwickshire Police,-1.591543,52.285115,On or near VICTORIA STREET,E01031324,Warwick 011D,Investigation complete; no suspect identified
87e6462704354a1916ccbc75334bddd1145f905de7433f45d273deb5df417a4e,2013-12,Warwickshire Police,Warwickshire Police,-1.621229,52.107662,On or near Petrol Station,E01031196,Stratford-on-Avon 014A,Investigation complete; no suspect identified
cc1ed31e5556c8b8408bb4aa9e1ea4652e40c2d1d3feca53ab5198f822f0ffde,2013-12,Warwickshire Police,Warwickshire Police,-1.710951,52.193946,On or near MANSELL STREET,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
a8d3f98116c881e032616df95f04c392e34ede78f13f5bf35631229ca82e632d,2013-12,Warwickshire Police,Warwickshire Police,-1.707458,52.195529,On or near MULBERRY STREET,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
00ad8706fde92cecec6507690f7d3b061cc4a07e6642c011e1d0c85517a9bb1c,2013-12,Warwickshire Police,Warwickshire Police,-1.664880,52.050012,On or near Petrol Station,E01031193,Stratford-on-Avon 015A,Investigation complete; no suspect identified
de817baa7d7ae36cc2423e79be4b02a9decf95f1d09b4ee35883beb4eca52f33,2013-12,Warwickshire Police,Warwickshire Police,-1.788047,52.228048,On or near WILMCOTE LANE,E01031187,Stratford-on-Avon 007A,Investigation complete; no suspect identified
4b2d83051f1e18953ca355163bcfcb3c2827c62f0929c6fffa3769bf9d127b2c,2013-12,Warwickshire Police,Warwickshire Police,-1.783224,52.169053,On or near QUINEY'S LEYS,E01031248,Stratford-on-Avon 012E,Investigation complete; no suspect identified
8d11e586b628b57fee2ec3d10809e607c067ba88127b13fbf484f78ff934258e,2013-12,Warwickshire Police,Warwickshire Police,-1.590283,52.281848,On or near Supermarket,E01031324,Warwick 011D,Investigation complete; no suspect identified
28c7ef329add96c3a0b715506227d5647af71b8540e50124de657b6ad0b389e3,2013-12,Warwickshire Police,Warwickshire Police,-1.694145,52.186972,On or near HUNTS ROAD,E01031225,Stratford-on-Avon 010A,Investigation complete; no suspect identified
17cd70ed1c156ca9bfe0aefe5e91a903e5989aa7a31254366da7c2bdfe482a14,2013-12,Warwickshire Police,Warwickshire Police,-1.705852,52.195021,On or near LOCK CLOSE,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
4258c5b782122de6e516f4c0da88b3b12b55408d691e4448da286aee85ebd1a0,2013-12,Warwickshire Police,Warwickshire Police,-1.704461,52.190828,On or near WATERSIDE,E01031234,Stratford-on-Avon 011C,Investigation complete; no suspect identified
be555e87a65fffb26dea1a1d926898fa6321eea7c12b26d01150ce2bc4fc421f,2013-12,Warwickshire Police,Warwickshire Police,-1.625687,51.990114,On or near CAMDEN CLOSE,E01031209,Stratford-on-Avon 015B,Investigation complete; no suspect identified
4b244ec6a67925eff969ea8071600840fe069afa127787be1b9ae7f7aae4a215,2013-12,Warwickshire Police,Warwickshire Police,-1.384728,52.253221,On or near DAVENTRY ROAD,E01031222,Stratford-on-Avon 004D,Investigation complete; no suspect identified
1c2c49233b67d6f721425c0955c08d24d641de17dbf2385fb730e80d163ca5af,2013-12,Warwickshire Police,Warwickshire Police,-1.911319,52.169929,On or near B4088,E01031189,Stratford-on-Avon 012A,Investigation complete; no suspect identified
eddfe7aecbb3eb31abaa9430829d3225fd8d55ee7c92ee9f4950a62620051a53,2013-12,Warwickshire Police,Warwickshire Police,-1.522984,52.272533,On or near BRUNSWICK STREET,E01031327,Warwick 015A,Investigation complete; no suspect identified
658921c5322329c3553a7c553785e4df14d715a1d15951a69f8d9b653e568e40,2013-12,Warwickshire Police,Warwickshire Police,-1.713679,52.279352,On or near CLEBE ROAD,E01031195,Stratford-on-Avon 002A,Investigation complete; no suspect identified
579c7b22af0b384a0f7e6f77398f06313f638740ecf5664d958e2e534c319a2b,2013-12,Warwickshire Police,Warwickshire Police,-1.534087,52.288409,On or near ROSEFIELD PLACE,E01031271,Warwick 010A,Investigation complete; no suspect identified
e6e16e4f088b7e0d7edc20b7b9366b17ddf1e74a5dee8b69af97b4547eb25bb9,2013-12,Warwickshire Police,Warwickshire Police,-1.583474,52.288926,On or near GREEN LANE,E01031323,Warwick 011C,Investigation complete; no suspect identified
e2aa8ef5cfd0129828adc2d6a45c0edab050c8b3830b1d227df7232d8d016f47,2013-12,Warwickshire Police,Warwickshire Police,-1.548615,52.291378,On or near CROSS ROAD,E01031290,Warwick 009A,Investigation complete; no suspect identified
8266a89182bd9c15e5f455a4e7d26c652b5c4c3f29d5a066ad75b2f665ff6fce,2013-12,Warwickshire Police,Warwickshire Police,-1.531180,52.279138,On or near ST JOHN'S ROAD,E01031261,Warwick 013A,Investigation complete; no suspect identified
b58fb55a740cf452495a5e32546b261b7f41d19591c9eba455c01b168ab70770,2013-12,Warwickshire Police,Warwickshire Police,-1.712129,52.195028,On or near Parking Area,E01031229,Stratford-on-Avon 009B,Investigation complete; no suspect identified
388cf0334c3af811b8ba1919c5ca3918368fab1e6b2948de58bf5f8e7bfd3f4b,2013-12,Warwickshire Police,Warwickshire Police,-1.519553,52.298465,On or near HADDON ROAD,E01031276,Warwick 006D,Investigation complete; no suspect identified
cb6cf106ff45bf7e0f552d7fac0e9339770642353fb4269340b4f080882127ac,2013-12,Warwickshire Police,Warwickshire Police,-1.504071,52.157485,On or near SHORTACRES,E01031205,Stratford-on-Avon 013B,Investigation complete; no suspect identified
ee11dc543dc6c709ea5f9e5401226d895d886065d1cea1dda8c755bbb1e0037f,2013-12,Warwickshire Police,Warwickshire Police,-1.722226,52.201678,On or near ORRIAN CLOSE,E01031231,Stratford-on-Avon 009D,Investigation complete; no suspect identified
8eb695ad340ab9e25e65c78f29a520fb0dd013ae76e82912822eea630e7d8b48,2013-12,Warwickshire Police,Warwickshire Police,-1.536627,52.303514,On or near JOHN CULLIS GARDENS,E01031288,Warwick 007F,Investigation complete; no suspect identified
4b5bebdadebfa4e54e1255c6acf058b211005fffab290670ea77409af873b459,2013-12,Warwickshire Police,Warwickshire Police,-1.716763,52.188629,On or near ORCHARD WAY,E01031235,Stratford-on-Avon 011D,Investigation complete; no suspect identified
598b2c33a53def70d3c86fff3ec5cacbc1058779e73d18f4ff18f9206f6dfcb5,2013-12,Warwickshire Police,Warwickshire Police,-1.561318,52.287794,On or near BRIDGE STREET,E01031320,Warwick 012F,Investigation complete; no suspect identified
87d5af53fd2f31037e127d78d0baddcce8b696d1cf20283ce280b03b62e5097a,2013-12,Warwickshire Police,Warwickshire Police,-1.782985,52.275328,On or near THE SQUARE,E01031204,Stratford-on-Avon 002D,Investigation complete; no suspect identified
3e82e732d1a9501194388d096ba58def7df7e784123bdffc7c2af3f6b0cbbeaf,2013-12,Warwickshire Police,Warwickshire Police,-1.528778,52.302404,On or near BORDESLEY COURT,E01031288,Warwick 007F,Investigation complete; no suspect identified
43637cae3818a963fb658fcb777ba8726a1071f0d872f11960c9835375866e9d,2013-12,Warwickshire Police,Warwickshire Police,-1.541112,52.292428,On or near UPPER GROVE STREET,E01031294,Warwick 009E,Investigation complete; no suspect identified
2ddbc35db7690b9f284f5518b9e4054c56d6a23bbd4ddc49c9c17d1a433ab241,2013-12,Warwickshire Police,Warwickshire Police,-1.533169,52.285079,On or near ABBOTTS STREET,E01031291,Warwick 009B,Investigation complete; no suspect identified
6620d7ff45920cbd27dea4c35e07f0d0207992e42122e139ce245bdf8737c642,2013-12,Warwickshire Police,Warwickshire Police,-1.600679,52.211354,On or near THE CRESCENT,E01031218,Stratford-on-Avon 008B,Investigation complete; no suspect identified
e215d3811471902a8a32cde677b0eaa33342d06d7d4bd689fd4f8e208ded93dc,2013-12,Warwickshire Police,Warwickshire Police,,,No location,,,Investigation complete; no suspect identified
fc15ec8e3bb043529ebf1354b3cd87b325ce0a79152a89c42c77583ad1ed7941,2013-12,Warwickshire Police,Warwickshire Police,-1.544408,52.281284,On or near LINKWAY,E01031265,Warwick 013E,Investigation complete; no suspect identified
9b5296bf8f474998793c473e51d01082e7ae81d23e9b2294c86a3cf94a27e7f6,2013-12,Warwickshire Police,Warwickshire Police,-1.547203,52.290438,On or near MEWS ROAD,E01031290,Warwick 009A,Investigation complete; no suspect identified
f68ee08c3194bd207e6a0b9507e9bb6e5b32c565fbc7afc53ffa69d5008dd9f3,2013-12,Warwickshire Police,Warwickshire Police,-1.583282,52.282812,On or near SMITH STREET,E01031317,Warwick 012C,Investigation complete; no suspect identified
a14bdf5a77ee1e8487e9a38df50194810b1a3a3682cfa8d84d242fa83c4e444f,2013-12,Warwickshire Police,Warwickshire Police,-1.527602,52.286181,On or near NEW STREET,E01031336,Warwick 010F,Investigation complete; no suspect identified
c1219f90d1560380526e80653184399f10f4058d5690b74b22fb5027ef7fa131,2013-12,Warwickshire Police,Warwickshire Police,-1.530571,52.282632,On or near TOWER STREET,E01031266,Warwick 013F,Investigation complete; no suspect identified
be9ced6bf36535b361c9686f8250a64d1c6c5ab93de57c17be57ab83f8b45614,2013-12,Warwickshire Police,Warwickshire Police,-1.535736,52.291967,On or near WARWICK STREET,E01033253,Warwick 007H,Investigation complete; no suspect identified
cddf5c1330f8196bf2a8060cae86a4904c8c0ee462b84bb28143b28d90c63768,2013-12,Warwickshire Police,Warwickshire Police,-1.911319,52.169929,On or near B4088,E01031189,Stratford-on-Avon 012A,Investigation complete; no suspect identified
7e84233fb2d7a8a7d15f855af88978e022bb8c80fd41ffd4fbe75623d89dbe34,2013-12,Warwickshire Police,Warwickshire Police,-1.659986,52.337125,On or near A4177,E01031283,Warwick 004C,Investigation complete; no suspect identified
398e6f3e58930d37f7dad943fde8f1216ec350a04c8a0dfcb48abdcaed27a258,2013-12,Warwickshire Police,Warwickshire Police,-1.708676,52.199514,On or near VINCENT AVENUE,E01031231,Stratford-on-Avon 009D,Investigation complete; no suspect identified
149666ccf572e866beafd88bb38f3887c064cff84305118f0cb3a933a22c6678,2013-12,Warwickshire Police,Warwickshire Police,-1.559277,52.280783,On or near CAMEL CLOSE,E01031315,Warwick 012A,Investigation complete; no suspect identified
c15eecb69377b0b4eb7dc22da6a5e73596b14110b7b27878e78759b7e8ed18f5,2013-12,Warwickshire Police,Warwickshire Police,-1.866084,52.222238,On or near HERTFORD ROAD,E01031185,Stratford-on-Avon 006C,Investigation complete; no suspect identified
