Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2015-04-01T01:45:00+00:00,False,,,,Male,18-24,Mixed - Any other Mixed ethnic background (M9),Other,,Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T11:30:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T11:50:00+00:00,False,,,,Female,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T13:05:00+00:00,False,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T15:10:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T15:10:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T15:47:00+00:00,False,,,,Male,over 34,,,,Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T16:55:00+00:00,False,,,,Male,18-24,White - White British (W1),,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T16:56:00+00:00,False,,,,Male,18-24,White - White British (W1),,,Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2015-04-01T17:24:00+00:00,False,,,,Male,over 34,White - White British (W1),,,Article for use in theft,Suspect arrested,True,
Person search,2015-04-01T20:50:00+00:00,False,,,,Male,under 10,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person and Vehicle search,2015-04-01T20:55:00+00:00,False,,,,Male,25-34,Chinese or other ethnic group - Any other ethnic group (O9),,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-01T23:25:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Stolen goods,Nothing found - no further action,False,
Person and Vehicle search,2015-04-02T00:37:00+00:00,False,,,,Male,18-24,White - White British (W1),White,,Articles for use in criminal damage,Nothing found - no further action,False,
Person and Vehicle search,2015-04-02T10:15:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-02T13:30:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,,False,
Person and Vehicle search,2015-04-02T17:25:00+00:00,False,,,,Male,18-24,Mixed - White and Black Caribbean (M1),Black,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-02T17:30:00+00:00,False,,,,Male,18-24,White - White British (W1),White,,Controlled drugs,Suspect arrested,False,
Person and Vehicle search,2015-04-02T18:13:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Article found - Detailed outcome unavailable,False,
Person and Vehicle search,2015-04-03T01:00:00+00:00,False,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-03T15:30:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,,,False,
Person and Vehicle search,2015-04-03T16:45:00+00:00,False,,,,Male,10-17,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-03T16:45:00+00:00,False,,,,Male,10-17,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-03T20:30:00+00:00,False,,,,Male,18-24,White - White British (W1),,,Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2015-04-03T20:30:00+00:00,False,,,,Female,25-34,White - White British (W1),,,Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2015-04-03T23:51:00+00:00,False,,,,Male,,,White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-04T02:30:00+00:00,False,,,,,,,,,Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2015-04-04T11:15:00+00:00,False,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-04T11:30:00+00:00,False,,,,Male,10-17,,White,,Controlled drugs,Suspect arrested,True,
Person and Vehicle search,2015-04-04T11:30:00+00:00,False,,,,Male,10-17,,White,,Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2015-04-04T11:30:00+00:00,False,,,,Male,18-24,White - White British (W1),White,,Controlled drugs,,False,
Person and Vehicle search,2015-04-04T11:32:00+00:00,False,,,,Male,over 34,White - White British (W1),White,,Controlled drugs,Suspect arrested,False,
Person search,2015-04-04T13:02:00+00:00,False,,,,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,False
Person search,2015-04-04T13:37:00+00:00,False,,,,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False
Person and Vehicle search,2015-04-04T14:39:00+00:00,False,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Suspect arrested,False,
Person and Vehicle search,2015-04-04T15:25:00+00:00,False,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
