Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
edb09217ac8c0e4191483666fdf3517deee8050fa30ea2246d649de7d1e61110,2012-07,Kent Police,Kent Police,0.482979,51.402930,On or near ORCHARD AVENUE,E01016133,Medway 005A,Investigation complete; no suspect identified
e0bbbf1ef76a85820d5cf1b3771a59223737ebdf323c415c4b108aaaa1903139,2012-07,Kent Police,Kent Police,0.240192,51.446278,On or near Hospital,E01024162,Dartford 005C,Investigation complete; no suspect identified
9fcab645fd046551b224e5d2c08d3af1004fd6f0cbd0f01ef20a0021939a072f,2012-07,Kent Police,Kent Police,0.271160,51.439243,On or near Bluewater Complex,E01024172,Dartford 006D,Investigation complete; no suspect identified
18e55b2caa074e33191807de825f7891a172316c28950d43dc651b3db85f00a0,2012-07,Kent Police,Kent Police,0.200762,51.426881,On or near BARN END DRIVE,E01024189,Dartford 011D,Investigation complete; no suspect identified
af5dfda1013a9afde70e66c36aaaf1a7bdb670fd8040835b6fce40691960898b,2012-07,Kent Police,Kent Police,0.383870,51.423685,On or near ST ALBAN'S GARDENS,E01024315,Gravesham 007E,Investigation complete; no suspect identified
ad8f4b201971be87f5b6a96b53cfa1d3d89fbd90b4324cf694b70bde2743542f,2012-07,Kent Police,Kent Police,0.881507,51.325762,On or near SEAGER ROAD,E01024564,Swale 014A,Investigation complete; no suspect identified
a571d1099c2ebe460c1ab02cf74233ffc2d8f49ad4291d76a13ef878cf637b71,2012-07,Kent Police,Kent Police,0.752019,51.337701,On or near MURSTON ROAD,E01024590,Swale 010C,Investigation complete; no suspect identified
c1e8f8ac646cf4d04025182a23cde341f62da61f29a3947f611ee5a7af6d85da,2012-07,Kent Police,Kent Police,0.526704,51.375257,On or near CURZON ROAD,E01016018,Medway 022A,Investigation complete; no suspect identified
5e5326e8d204cbe5cd7aea404569a0943bbb1c6240461b0d9889cd5fd77c2bc4,2012-07,Kent Police,Kent Police,0.603773,51.342891,On or near WILLOWBY GARDENS,E01016101,Medway 032A,Investigation complete; no suspect identified
28ccfbe69a4321e7af6eddd1562c1b5f42f24d26c0b153c75833c8c6874ec059,2012-07,Kent Police,Kent Police,0.510053,51.369553,On or near Supermarket,E01016113,Medway 017A,Investigation complete; no suspect identified
fb07c129066b4454ad525139fd6558dc254b5d965ff69807607ca174f455c6f3,2012-07,Kent Police,Kent Police,0.551738,51.376576,On or near Petrol Station,E01016174,Medway 019B,Investigation complete; no suspect identified
600aadf13473804d1d3aaf70ddd695db828f63a3c0276c500faba1a7c7715216,2012-07,Kent Police,Kent Police,0.569816,51.369399,On or near Sports/Recreation Area,E01016176,Medway 030D,Investigation complete; no suspect identified
33d43e24d84aabb635e3041ceb861ccf158682f6c706bf1f2461b20075325291,2012-07,Kent Police,Kent Police,0.271160,51.439243,On or near Bluewater Complex,E01024172,Dartford 006D,Investigation complete; no suspect identified
4ba5757f1fadc4914f78ee6d9574f9c5d11a5f1f9ad542aad9fb0fb929aac447,2012-07,Kent Police,Kent Police,0.215375,51.444079,On or near Shopping Area,E01024182,Dartford 003C,Investigation complete; no suspect identified
f0e45aaef6644bc1a9abde5021f9956ddb0888076ddc5f54c938ac67018da9c4,2012-07,Kent Police,Kent Police,0.210730,51.448897,On or near PRIORY GARDENS,E01024184,Dartford 003E,Investigation complete; no suspect identified
5829caf9258de8d294886be9b1dc4f899e6b465d7dea34897d55d02abb64ac48,2012-07,Kent Police,Kent Police,0.776939,51.422079,On or near MINSTER ROAD,E01024598,Swale 004B,Investigation complete; no suspect identified
926bb251dd6b34c6d5e52615c44abab658f6eb2a7ddcad17ae81ffedee973023,2012-07,Kent Police,Kent Police,0.355266,51.442295,On or near LONDON ROAD,E01024279,Gravesham 001D,Investigation complete; no suspect identified
5fd17de022151bcf4721f7774740a6d49c78d98dd7a6e6dd8adfdab381a845de,2012-07,Kent Police,Kent Police,0.343164,51.436971,On or near DETLING ROAD,E01024281,Gravesham 006B,Investigation complete; no suspect identified
dc67bae81bdbcfee0d07617b3f28fd39e6d315227ba04395d9b5d8f1610fe59a,2012-07,Kent Police,Kent Police,0.347059,51.434069,On or near FOXWOOD GROVE,E01024283,Gravesham 004D,Investigation complete; no suspect identified
6475ccc9b622cda14ca71495b6dce6d50c5c8aa83bdacef3e1129f26e397cdf9,2012-07,Kent Police,Kent Police,0.394563,51.438369,On or near DERING WAY,E01024294,Gravesham 003D,Investigation complete; no suspect identified
e6d1d0d6c413da70f53b6eaa282941e2e13111d0d5b02b2e8699610cd9a316e1,2012-07,Kent Police,Kent Police,-0.371328,51.888625,On or near Supermarket,E01015808,Luton 014D,Investigation complete; no suspect identified
5d256f7d154f1f745eccaa2fcb95cf60fba8a93d5789e3e8a8a474034862e234,2012-07,Kent Police,Kent Police,0.543775,51.390275,On or near FOX STREET,E01016035,Medway 007A,Investigation complete; no suspect identified
bf137e9acdce19293eb4c1f8f097e2961d9308940df67a40f88d32348646b5b2,2012-07,Kent Police,Kent Police,,,No location,,,Investigation complete; no suspect identified
b4c4728365dc70f20c870eafd5a41700350323be148a657d617b3949ac3276ca,2012-07,Kent Police,Kent Police,0.571374,51.343346,On or near MAGDALEN CLOSE,E01016052,Medway 035C,Investigation complete; no suspect identified
1954db91e28f0e933fa66b05c674776655a725f513bbf925bc63b37b5683f9d5,2012-07,Kent Police,Kent Police,0.590353,51.352165,On or near Petrol Station,E01016085,Medway 030A,Investigation complete; no suspect identified
f0172805c204fb5360efa2f9c1ddb3903456c7d95648fa9f9cdd585c9faa11f3,2012-07,Kent Police,Kent Police,0.488750,51.389785,On or near KNIGHT ROAD,E01016154,Medway 011B,Investigation complete; no suspect identified
fa28d187bc28d277dc38867bd4fe3f6aa529e40fe8061bfdcde9d0454d0179b6,2012-07,Kent Police,Kent Police,0.339299,51.439054,On or near Parking Area,E01024277,Gravesham 001B,Investigation complete; no suspect identified
03c7e3f50ea980434aac1e6a6cdbdca2f26350f8b32a214fad92faddddd9084f,2012-07,Kent Police,Kent Police,0.382742,51.441551,On or near SUFFOLK ROAD,E01024296,Gravesham 003E,Investigation complete; no suspect identified
72f1796200521d57ab5746c94bb4da4ea013ee95795badac4ea75da1b7366302,2012-07,Kent Police,Kent Police,0.271160,51.439243,On or near Bluewater Complex,E01024172,Dartford 006D,Investigation complete; no suspect identified
50ee92d69a988f9ff905baff31121d4193782c993ca9e596a2e1487e309ae420,2012-07,Kent Police,Kent Police,0.355287,51.428994,On or near HARDEN ROAD,E01024263,Gravesham 004B,Investigation complete; no suspect identified
b728044fd50fb53d2e914be70a26734a087eb0e007d2368fc1dd056bdbb838d6,2012-07,Kent Police,Kent Police,0.889298,51.313149,On or near VICTORIA PLACE,E01024553,Swale 015C,Investigation complete; no suspect identified
5e80eac725f54947a1e5a402555d0339c664846e77083c62136fa3cce0631da8,2012-07,Kent Police,Kent Police,0.764470,51.439283,On or near TRINITY ROAD,E01024609,Swale 001A,Investigation complete; no suspect identified
b58f3100eecc2e51101a8bb9d5015fef3be47f43cff0a6c2e311afac6ae082e7,2012-07,Kent Police,Kent Police,0.857292,51.406790,On or near HIGH STREET,E01024618,Swale 006D,Investigation complete; no suspect identified
f485d7ac4df9cd1843fc6ea3263cb55b44f2f51fd38b2cc39defa06314647910,2012-07,Kent Police,Kent Police,0.736869,51.327066,On or near PEONY CRESCENT,E01032737,Swale 013G,Investigation complete; no suspect identified
2ee615d0a68753f42317895cae1a632157c66cbf116f1102d99a2a891851df51,2012-07,Kent Police,Kent Police,0.459447,51.395269,On or near ALBATROSS AVENUE,E01016152,Medway 008B,Investigation complete; no suspect identified
c20afe29801b6157cf90907a5c0d20bb41e040949be3d91ea094326af7481708,2012-07,Kent Police,Kent Police,0.553256,51.373395,On or near WATLING STREET,E01016174,Medway 019B,Investigation complete; no suspect identified
44b5fef18fda1b0abcc2223581f5dd16dd7bd9aa25da6d507724a65f62e8935f,2012-07,Kent Police,Kent Police,0.338698,51.430945,On or near MITCHELL AVENUE,E01024280,Gravesham 006A,Investigation complete; no suspect identified
88fec61eac167d4a6e7fd8b1aebb6c7b71b2869f5eec380bf934983000a0281a,2012-07,Kent Police,Kent Police,0.221770,51.444470,On or near Parking Area,E01024164,Dartford 005E,Investigation complete; no suspect identified
b08c775478537a86a648aca4853f81badfa2f1efb7d886947eaaf0f1ad161a90,2012-07,Kent Police,Kent Police,0.318459,51.447778,On or near Pedestrian Subway,E01024179,Dartford 002D,Investigation complete; no suspect identified
441591b87756dd15b96de61de918a699cf2ba19c9d0fa1ea5a963c506804b420,2012-07,Kent Police,Kent Police,0.213700,51.446332,On or near JUNCTION ROAD,E01024182,Dartford 003C,Investigation complete; no suspect identified
fd0567b63ab0d7672ca1e386f9c75ef426e61c8bf2d4c5ff9b2eae6880ee3d98,2012-07,Kent Police,Kent Police,0.371896,51.436915,On or near PETER STREET,E01024257,Gravesham 002A,Investigation complete; no suspect identified
6e89b47877b195c73646a344091ee11c1b1f9129896f9009cd14bbdf45307025,2012-07,Kent Police,Kent Police,0.379962,51.420176,On or near BRAMBLE MEWS,E01024305,Gravesham 011C,Investigation complete; no suspect identified
074e0bd71b4e08d02319d4792ea8356ee185cc7ceee81dd16d8b87683c6ef3aa,2012-07,Kent Police,Kent Police,0.883539,51.293171,On or near PORTER'S LANE,E01024555,Swale 017A,Investigation complete; no suspect identified
b157aa08122cd23722834ffa76f84464d687e6e081027235df675c706e2d7700,2012-07,Kent Police,Kent Police,0.872260,51.320683,On or near WHITING CRESCENT,E01024604,Swale 014C,Investigation complete; no suspect identified
fbc6d23c799d29b37c8f85943683e53d1050e4d7f03211ea3edf624f7ab22282,2012-07,Kent Police,Kent Police,0.751333,51.309216,On or near PITSTOCK ROAD,E01024628,Swale 013C,Investigation complete; no suspect identified
1d18ccdd2f846ecfef47374889c0871ca6ad12aedb5431ce1f14ecc03bb44af9,2012-07,Kent Police,Kent Police,0.365396,51.444501,On or near CLIFTON ROAD,E01032799,Gravesham 002F,Investigation complete; no suspect identified
1e0ed43b69bfa81b4bd732b9b954359f415147132f4a67d7cacfa9fe59c80e36,2012-07,Kent Police,Kent Police,0.521691,51.366677,On or near LETCHWORTH AVENUE,E01016025,Medway 027A,Investigation complete; no suspect identified
2bba99fb38382356370e7b9814dc41690b6308a02f02eaa3a2da6c5d076c370e,2012-07,Kent Police,Kent Police,0.548589,51.371122,On or near VILLAGE VIEW,E01016064,Medway 020C,Investigation complete; no suspect identified
0bf6f38467fe820dd81159c34f92643987d36cbac945a59810b00dc45c836c7e,2012-07,Kent Police,Kent Police,0.474007,51.392813,On or near LANCELOT CLOSE,E01016150,Medway 011A,Investigation complete; no suspect identified
1ecf47276944d439a3c8952a6e2d0a525c86eee9b8e59cefbf4e5eb5d8743f0b,2012-07,Kent Police,Kent Police,0.354744,51.441937,On or near Supermarket,E01024279,Gravesham 001D,Investigation complete; no suspect identified
19f8f744cc7ae4d337a4530bfbd1c948e2008f31731ed8146636f8d7816232e8,2012-07,Kent Police,Kent Police,0.252139,51.453333,On or near Park/Open Space,E01024172,Dartford 006D,Investigation complete; no suspect identified
76c4fe3ff3cfb4b1e8d4ffe70a1a5ff11c476a642dc71fbab1cb6266d2453229,2012-07,Kent Police,Kent Police,0.215375,51.444079,On or near Shopping Area,E01024182,Dartford 003C,Investigation complete; no suspect identified
521a3cabb82e0cc9a8de7c7a65efc7209001917a4a479d13a1baabece54d43c4,2012-07,Kent Police,Kent Police,0.200874,51.428021,On or near EDWIN ROAD,E01024189,Dartford 011D,Investigation complete; no suspect identified
5c0ecc2ae186f5e139017a181f1ce6f5f2b929a40bb5eaeb6bf82f90d27b84a7,2012-07,Kent Police,Kent Police,0.889578,51.313493,On or near UNION STREET,E01024553,Swale 015C,Investigation complete; no suspect identified
abbced849f730ea90abb59b8b244acffad553491f916bff622f5564a25aa20e5,2012-07,Kent Police,Kent Police,0.714264,51.350473,On or near B2006,E01024568,Swale 009D,Investigation complete; no suspect identified
990b45c3297097ada8139346894fecd34c1fbdff566e5f69714c0fcd408ba344,2012-07,Kent Police,Kent Police,0.733585,51.340643,On or near Supermarket,E01024608,Swale 010E,Investigation complete; no suspect identified
81e323353d018ab798f186d53ed836619d33b4c520dd35600803feffeaa8418f,2012-07,Kent Police,Kent Police,0.727331,51.292608,On or near FRINSTED ROAD,E01024628,Swale 013C,Investigation complete; no suspect identified
3820e1f760d9ad488389f29df02d1894ac1dc88af8a8f2cd6339a058bc08f190,2012-07,Kent Police,Kent Police,0.545050,51.386839,On or near Nightclub,E01016049,Medway 012D,Investigation complete; no suspect identified
3e1d19a65ed064b025be7302d857e971323d506e35f9096a467c20d90f4d6ce7,2012-07,Kent Police,Kent Police,0.299978,51.396773,On or near Supermarket,E01024158,Dartford 013B,Investigation complete; no suspect identified
5fe9b0535334eb6c5243a636177ba443ec05925e5d4248a2200ada589d969207,2012-07,Kent Police,Kent Police,0.598544,51.429086,On or near JETTY ROAD,E01016074,Medway 001D,Investigation complete; no suspect identified
cde29e5a70950ff79769c55dbbc153290ea44290bade478f6328125f5efc781d,2012-07,Kent Police,Kent Police,0.501160,51.401994,On or near Petrol Station,E01016135,Medway 006A,Investigation complete; no suspect identified
767736d607927877cadd6cb6669505d1b2ccc62fc05bbae1c746026758c918d5,2012-07,Kent Police,Kent Police,,,No location,,,Investigation complete; no suspect identified
938b43b8498c4b20d0eca4496728febad340ec75c7c2f24d1f0a5c8184a9df85,2012-07,Kent Police,Kent Police,0.360204,51.438428,On or near PELHAM ROAD,E01024290,Gravesham 002C,Investigation complete; no suspect identified
ce4aa68c72e7cdf531aef71584abfec2c805fca0459521b105677e66d50ab1e0,2012-07,Kent Police,Kent Police,0.380024,51.440752,On or near AUGUSTINE ROAD,E01024296,Gravesham 003E,Investigation complete; no suspect identified
d671b408b0b82c6bb5be1dd5c85c5b9df6dcc18f14495a7472e6fc41f65e2cde,2012-07,Kent Police,Kent Police,0.233894,51.445202,On or near CARLISLE ROAD,E01024162,Dartford 005C,Investigation complete; no suspect identified
584a84536a6371c9efc0d9e50a64a35ec757ca7ec193f0ea5bd6807474eab33b,2012-07,Kent Police,Kent Police,0.267364,51.452968,On or near Park/Open Space,E01024172,Dartford 006D,Investigation complete; no suspect identified
227e3d9c9d33faa7a898719d161e001edf1d1661b139cc193686b65f1f0dce58,2012-07,Kent Police,Kent Police,0.357594,51.429946,On or near HARTSHILL ROAD,E01024263,Gravesham 004B,Investigation complete; no suspect identified
842f88040a5259b1152f8e46b988ef42ada4cea45163e8ab011669875dfe1c44,2012-07,Kent Police,Kent Police,0.731694,51.340714,On or near WEST STREET,E01024559,Swale 010A,Investigation complete; no suspect identified
53c017502f267ea584d4d88ca71b3a3ace07e0125d8c9ec73ce3e3b7d869d8d2,2012-07,Kent Police,Kent Police,0.628454,51.372909,On or near GILLS TERRACE,E01024572,Swale 008C,Investigation complete; no suspect identified
4dfbb78cb4c34c13f45c3b04989d044815410d990f57ce0266c5aabdfee0fbdd,2012-07,Kent Police,Kent Police,0.805456,51.418162,On or near HARPS AVENUE,E01024621,Swale 004E,Investigation complete; no suspect identified
e2c6e6236a824381380acbfe56a443f80e196145b74d8b8627cf525b10aa981b,2012-07,Kent Police,Kent Police,0.546449,51.381745,On or near NILE ROAD,E01016045,Medway 012C,Investigation complete; no suspect identified
bea9b1ac9b642f4ecd2ad5feb3061681a2ea36b7a7aa482923c83e7c1a04622e,2012-07,Kent Police,Kent Police,0.597518,51.429019,On or near BETA ROAD,E01016074,Medway 001D,Investigation complete; no suspect identified
efbde180b7ff373d817ca56ddcc6fd65a9b86a7887936225ab0c15340d023691,2012-07,Kent Police,Kent Police,0.523599,51.350169,On or near WALDERSLADE ROAD,E01016081,Medway 034C,Investigation complete; no suspect identified
f16f8f93eaad5d5768b1d120541d2261800e880d4fad48ae865b42fc634f31ba,2012-07,Kent Police,Kent Police,0.283746,51.426741,On or near HIGH STREET,E01024134,Dartford 012B,Investigation complete; no suspect identified
d097a228e2a7412dda0e71f0b6d935e49b5e71046664da3af3412698d0d2cb21,2012-07,Kent Police,Kent Police,0.514486,51.413212,On or near HOO ROAD,E01016146,Medway 004A,Investigation complete; no suspect identified
dcd447625d79fee1488561f87b8d96497ee2fb334acb568b3a4f694302df8214,2012-07,Kent Police,Kent Police,0.337779,51.441135,On or near SALEM PLACE,E01024277,Gravesham 001B,Investigation complete; no suspect identified
1d44c17d9c7c556073ee31d34d5796f9fec98ec0ca0184a5df2bc0f2e0436a52,2012-07,Kent Police,Kent Police,0.366288,51.438098,On or near Parking Area,E01024291,Gravesham 002D,Investigation complete; no suspect identified
e396f704dac298a11eb2c817565590604d49bc372d42ea85da9c767cb1d9d735,2012-07,Kent Police,Kent Police,0.285646,51.401406,On or near CANADA FARM ROAD,E01024158,Dartford 013B,Investigation complete; no suspect identified
e6d0bdae2051978cc23c8be7e6da450a2fb5c86f18db3f862d01a8ea6caf75bb,2012-07,Kent Police,Kent Police,0.390502,51.430862,On or near SILVER ROAD,E01024311,Gravesham 007C,Investigation complete; no suspect identified
5e280c44d345b90f491204993caf9618d922c408563db6a6d0719ea93ad94318,2012-07,Kent Police,Kent Police,0.712556,51.347329,On or near Supermarket,E01024567,Swale 009C,Investigation complete; no suspect identified
441dcad6882a096565f1f5430925de2fef9449a4a04c76439de92ca67e320207,2012-07,Kent Police,Kent Police,0.730826,51.336984,On or near BELMONT ROAD,E01024606,Swale 013A,Investigation complete; no suspect identified
75a3da917ec5bf593c7c2199a1105d568690415c5900411eaf8eb4f8964d4a89,2012-07,Kent Police,Kent Police,0.814617,51.416971,On or near NELSON AVENUE,E01024620,Swale 005D,Investigation complete; no suspect identified
f54000c2b84c8733a18cc0110481517e8b306de8a98d3ce476989ddc70bd43dc,2012-07,Kent Police,Kent Police,0.555961,51.423988,On or near ROBSON DRIVE,E01016075,Medway 003B,Investigation complete; no suspect identified
4928abe8004ee7cc1f754671d3a3d76f46da657f2031aa1dde35c72ae7c49a5f,2012-07,Kent Police,Kent Police,0.527438,51.382067,On or near SOLOMONS ROAD,E01016110,Medway 015D,Investigation complete; no suspect identified
72c30c5f450fdb9ce200288ad90bc4647f14732d8fbf1d4a14699d0eff326d34,2012-07,Kent Police,Kent Police,,,No location,,,Suspect charged
c655001394c06139a3f984b66e7d31cb426aa847a3c85a3f54495b4544492b92,2012-07,Kent Police,Kent Police,0.878378,51.134395,On or near Supermarket,E01024001,Ashford 009A,Suspect charged
5492683e569b7ffc0a3ed4ad8ab0cf985a29a45698c0367435101bb5e3f9daac,2012-07,Kent Police,Kent Police,1.044748,51.347893,On or near MILLSTROOD ROAD,E01024062,Canterbury 009A,Suspect charged
9c3a6692f5d2f9b22952e144f82bfac209e1d9f7e9197b4cdc58c4a728d327e0,2012-07,Kent Police,Kent Police,1.096952,51.290523,On or near Supermarket,E01024090,Canterbury 014C,Suspect charged
d3dd50f3a99e8ca7d21f3cc591ef67677a335fbe9592e87030a3bc96b292f297,2012-07,Kent Police,Kent Police,1.062318,51.271485,On or near Shopping Area,E01024128,Canterbury 019A,Suspect charged
f3da16bb84097e94db9b9e15805c124682f2fdd3bc30d0c6228dc572d8095aad,2012-07,Kent Police,Kent Police,0.284876,51.426053,On or near Sports/Recreation Area,E01024134,Dartford 012B,Investigation complete; no suspect identified
6e9241537257aa538ad32ceb5467204d732a798e4a2a038b5dca060f7844c018,2012-07,Kent Police,Kent Police,0.375621,51.418025,On or near CEDAR AVENUE,E01024316,Gravesham 009C,Investigation complete; no suspect identified
9e95af3f2f47033f811cb02373f01fe1abbdc0f196b34b08b6917292d1f6a26f,2012-07,Kent Police,Kent Police,1.123569,51.072492,On or near BATTERY POINT,E01024528,Shepway 005F,Suspect charged
f1e753cd7a438641e3b3937cba9566b9736e07ed918988714dd43886dfffcf0a,2012-07,Kent Police,Kent Police,0.912254,51.399069,On or near GROVEWAY,E01024580,Swale 006A,Investigation complete; no suspect identified
96bd6880eddab795613ba8ef807a7c0dff7566feee5db523013a95e0e87c5065,2012-07,Kent Police,Kent Police,0.855134,51.393856,On or near Prison,E01024618,Swale 006D,Investigation complete; no suspect identified
0846b072a72ab6a86672ae59b2c725ef96dc4f3fc03960f453af6c3c08bf594e,2012-07,Kent Police,Kent Police,1.337183,51.379859,On or near Sports/Recreation Area,E01024714,Thanet 007C,Suspect charged
b4436bdd21fdaf1d10283d8df790a3d9be57ba4f86152ff51a1c3378d21a2109,2012-07,Kent Police,Kent Police,1.313744,51.124740,On or near KING STREET,E01033211,Dover 012F,Suspect charged
5c8373d2c66a863ba419bcc4cae1729c2ff8dab5c9b07e34386edc8b9e2b2b4d,2012-07,Kent Police,Kent Police,0.518979,51.360980,On or near THE RIDGEWAY,E01016122,Medway 033B,Investigation complete; no suspect identified
b7a430a2c6886ed7a26e7cd3d2a449a465e06d2ef7845b0b5ac605f33cc98e58,2012-07,Kent Police,Kent Police,0.803179,51.195441,On or near Park/Open Space,E01023985,Ashford 002A,Suspect charged
b62329a8c82914be2598f36ddb4a9cf8b74afee65f8a09f7d74931cedcd4f915,2012-07,Kent Police,Kent Police,1.081366,51.275203,On or near Police Station,E01024044,Canterbury 016A,Suspect charged
2d224bbbd97dbfedf8c581a0ee02643a0b28547e047655ebda5695e615ac6dd1,2012-07,Kent Police,Kent Police,1.136619,51.348814,On or near NORTON AVENUE,E01024075,Canterbury 006C,Suspect charged
d6fccdd7017b0f84586eac7e36b9a3ab32ba792bf257b53b7506b8f28f39c143,2012-07,Kent Police,Kent Police,1.305705,51.130257,On or near PETER STREET,E01024246,Dover 013D,Suspect charged
a4f2bde1cd298c1f6b825d694dd722a40195612253b1ab1b406ed47eac21d601,2012-07,Kent Police,Kent Police,1.176692,51.096605,On or near PILGRIM SPRING,E01024496,Shepway 003A,Suspect charged
0be7a43c501bf7fc0b98b826b900303691a63c54daafc0731caa21cb628a93cd,2012-07,Kent Police,Kent Police,1.308517,51.367243,On or near BRUNSWICK ROAD,E01024640,Thanet 008E,Suspect charged
bd8b4c9053d87c94d7be43762d4a035d5b6581d398ab257c18df1999995a3255,2012-07,Kent Police,Kent Police,1.388421,51.390296,On or near ZION PLACE,E01024657,Thanet 001A,Suspect charged
a5c10c2ca96ed74ecad547bcc33ec032546e7b79f1d653aaa21175703f2456e3,2012-07,Kent Police,Kent Police,1.420280,51.334202,On or near Supermarket,E01024667,Thanet 016D,Suspect charged
99aaa878975a36c560020605d56c200f6d057801564111c2ba398a1fedace954,2012-07,Kent Police,Kent Police,1.382797,51.389685,On or near MEETING COURT,E01024678,Thanet 001E,Suspect charged
2c452118c2049a3caa6e18addf0fa37c67faf7067dfaf5e27d82aa4537095b31,2012-07,Kent Police,Kent Police,1.337183,51.379859,On or near Sports/Recreation Area,E01024714,Thanet 007C,Suspect charged
5ead5fdff9ad1002d2c9239d57bb75e455a1431ebb8a2ec90bc49ca65a3edd8a,2012-07,Kent Police,Kent Police,1.178374,51.078857,On or near Shopping Area,E01033212,Shepway 014C,Suspect charged
b2a9540d0ce5fa9753b8734b5ed8721e7d8181ad882d21bdd9d60624e6b131d3,2012-07,Kent Police,Kent Police,0.875277,51.146839,On or near STATION ROAD,E01024027,Ashford 005D,Suspect charged
f60f242bde9d446b03a12a491a8969df1da3575f34a2ccafa3d1138c974916e4,2012-07,Kent Police,Kent Police,1.131621,51.360389,On or near PRIORY LANE,E01024064,Canterbury 003A,Suspect charged
bfb367c3cc9506ef11444da0671a9447a696f76aff9ec910eae96733830f82a8,2012-07,Kent Police,Kent Police,1.125404,51.372473,On or near SEA VIEW SQUARE,E01024078,Canterbury 001A,Suspect charged
195757400ca28f91521b475ed4a6c3b7448f4cd86dd49b13cae2b7235d385bf2,2012-07,Kent Police,Kent Police,1.291910,51.140910,On or near PIONEER ROAD,E01024197,Dover 011E,Suspect charged
6a0c98141f142fe75bae70aa30bbeb4d0138f55ded1c550713fa99f30ba4330b,2012-07,Kent Police,Kent Police,1.339958,51.275239,On or near MARKET STREET,E01024244,Dover 002D,Suspect charged
e8f50d4dd24ada1964eb3b6ed79eb31f576d34fbd92e2aad0185c3e2f32e5d04,2012-07,Kent Police,Kent Police,1.395425,51.210234,On or near HERSCHELL ROAD WEST,E01024250,Dover 007D,Suspect charged
88795c090bb837894d4ee9ce4edc611151e10ad6d4615bfe44cb8011628802ab,2012-07,Kent Police,Kent Police,1.150421,51.113607,On or near ST MICHAEL'S WALK,E01024541,Shepway 002B,Suspect charged
b07d931f2296d2387db80c70e2f4898b71546dad46ea4ad640db73cd980d4e5a,2012-07,Kent Police,Kent Police,1.403769,51.386532,On or near Supermarket,E01024656,Thanet 002D,Suspect charged
4f4c3909ad8f92b518f04803959bbbdb839a8f31000d3e9a0638dde247732789,2012-07,Kent Police,Kent Police,1.394812,51.390975,On or near PERCY ROAD,E01024658,Thanet 001B,Suspect charged
a7e2a093a3d74c369035c4cb4a66b4f39b8b0b417824ab064bfdd736cf100ddd,2012-07,Kent Police,Kent Police,1.422804,51.365360,On or near HILDERSHAM CLOSE,E01024692,Thanet 009D,Suspect charged
904293245abe62bcd4a87c0a43127301d90887b40e3c8df51249cb6b50e92565,2012-07,Kent Police,Kent Police,0.538752,51.345758,On or near LAMBETH CLOSE,E01016059,Medway 031B,Investigation complete; no suspect identified
e77bffcdb811f30bf47e974b249a925b9ff1cec3c84a4ddce1756104d53f31ce,2012-07,Kent Police,Kent Police,1.086685,51.276044,On or near Supermarket,E01024044,Canterbury 016A,Suspect charged
f11b49175aa7399ed81ea87ec89079d71b42962d40e6200e9a0f018fb98e82f8,2012-07,Kent Police,Kent Police,1.125404,51.372473,On or near SEA VIEW SQUARE,E01024078,Canterbury 001A,Suspect charged
b838499b37feb4a7a19fd32efe26370fcdffe73e23fdc1bcd963f4872232cb34,2012-07,Kent Police,Kent Police,1.202031,51.224964,On or near MARKET VIEW,E01024192,Dover 006C,Suspect charged
873ff758aaed1fc18ca1ec5775c826ba9295b38d4d57cea9830c20d241be5e6d,2012-07,Kent Police,Kent Police,1.294339,51.136865,On or near ST ANDREWS GARDENS,E01024241,Dover 011G,Suspect charged
010bebf5ce68589388deab9e5207db414ae9505787b21fd27e27331d94251669,2012-07,Kent Police,Kent Police,1.180873,51.088630,On or near ERNWELL ROAD,E01024501,Shepway 004C,Suspect charged
e4ff93fbd279604acc3221deb2b44a1da54ac6394c8762c58bb934b6ca2e8971,2012-07,Kent Police,Kent Police,1.186678,51.083524,On or near RYLAND PLACE,E01024504,Shepway 014A,Suspect charged
d729b1f9210a54c6faf5081edeb687303ad1f9cbfe884bf3aba79609cdfd8473,2012-07,Kent Police,Kent Police,1.406128,51.339337,On or near WILFRED ROAD,E01024645,Thanet 015A,Suspect charged
47423b5977965f60a805d89790edb2bbb2acd534a9549f8083dadda744a560a0,2012-07,Kent Police,Kent Police,1.394812,51.390975,On or near PERCY ROAD,E01024658,Thanet 001B,Suspect charged
04089321be3f0d2a338096c022760766e4232fb8de2641b5d2478aec79a7eee2,2012-07,Kent Police,Kent Police,1.385711,51.383781,On or near COWPER ROAD,E01024677,Thanet 003B,Suspect charged
8abb846a07c0d0eaf5491e7980c66013db28f46a826ba72babc836547d549432,2012-07,Kent Police,Kent Police,1.368771,51.385655,On or near HATFEILD ROAD,E01024710,Thanet 003E,Suspect charged
8d55c3f2804624db3d2c1b60d4c2aebc0fa61e0a6c9a9fd29e37a6047024cac6,2012-07,Kent Police,Kent Police,0.541971,51.372003,On or near CONNAUGHT ROAD,E01016061,Medway 020A,Investigation complete; no suspect identified
ce90f0826b88d8cba5beed6659af3f07f0885f683d19ff5053208873577c72e0,2012-07,Kent Police,Kent Police,0.310071,51.448123,On or near Supermarket,E01024179,Dartford 002D,Investigation complete; no suspect identified
