Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3686149cd0f11b51151e36d5a4d6927d1f4ca6680e4918b69eda6c387dc1ab53,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.895413,53.815907,On or near Petrol Station,E01025026,Fylde 001B,Investigation complete; no suspect identified
ae1b4327be4a81e83ef5a9a5170804333406b3063da909d36632a09911b7bb64,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.999445,53.738154,On or near Park/Open Space,E01024995,Fylde 008E,Investigation complete; no suspect identified
67715720a76afb573eb13c6cc4880300bd455aec9885a9956877f04f19842a2b,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.384055,53.775520,On or near MERCER STREET,E01025049,Hyndburn 002E,Local resolution
797e9e876456cdc3ae4c5bcfa74d32fa9ad2845c16f7d2deb794566120181fb7,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.494800,53.736123,On or near HOLLIN BRIDGE STREET,E01012595,Blackburn with Darwen 009A,Suspect charged
5554bfa2f3e886ed5c803657fdf11e47b538a60752837ad4cf3cb73340500369,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.482293,53.737379,On or near ABRAHAM STREET,E01012629,Blackburn with Darwen 006A,Suspect charged
713bd4d9752b73fc9f6e7ee36cdb1f3f4766f6c5e2841b0e224637a8a6e7c751,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.468502,53.698290,On or near TUDOR CLOSE,E01012649,Blackburn with Darwen 016A,Suspect charged as part of another case
40ce53738f5923e2cc7470ddc54342d6f0df232daf0478b0a454a0dd451922f2,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.505968,53.744544,On or near ST MARK'S ROAD,E01012658,Blackburn with Darwen 005E,Suspect charged
2c9618e626cd74a2d6b1cb3e733d25834b40580a47a6df1d01be1073ae876e86,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.316645,53.693863,On or near Supermarket,E01025365,Rossendale 008C,Suspect charged
0ff32321dd0fc2db419ba12378efb29ccc04d129a13757137643e3735997c15a,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.256729,53.693080,On or near WEST STREET,E01025371,Rossendale 010A,Suspect charged
cd2ba6a7a75d24614e1eb72258def751c653102899b0e9964176452e9d4eefc6,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.217216,53.692610,On or near Parking Area,E01025389,Rossendale 010H,Offender given a caution
92df26e2af334959ed77be606ef4f1a82896b3573bbe6790ab9b38a3349ed98e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.326264,53.703939,On or near COAL HEY STREET,E01025397,Rossendale 002F,Suspect charged
f6eedcd8e86522b398edac47080105b73288e2c20385bca000da3d84db61cd3e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.481703,53.709707,On or near HALDANE ROAD,E01012590,Blackburn with Darwen 014B,Suspect charged
a6a92830e6487fb69d35941cccd2a8a62bea9b9d2e70c4a45d68ec292612afa0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.494647,53.741175,On or near DICKINSON CLOSE,E01012622,Blackburn with Darwen 009C,Suspect charged
82cd844f37d5b66c56b1b3d28e8ab41bbda2c4c347e4d6db64cf8d6268a4ea69,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.473220,53.705696,On or near DORSET AVENUE,E01012589,Blackburn with Darwen 014A,Suspect charged
e04040c7878f7797d2221948fa2dd52129e06020f7b534db89f44fe5105a2e79,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.483293,53.736045,On or near LEACH STREET,E01012596,Blackburn with Darwen 009B,Suspect charged
ebb45dcae9823153ec935a2b11d8b85021ccfcdd081cc1fbbbc8b49afd46d6ee,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.474819,53.721239,On or near ALBERT PLACE,E01012597,Blackburn with Darwen 013B,Suspect charged
2f1a60b3d5541be69cb236efa6aeafc682be97fc2d509f4b238fed9f60e4f996,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.498800,53.738516,On or near Sports/Recreation Area,E01012622,Blackburn with Darwen 009C,Offender given a drugs possession warning
75b77c22c0c8c63026245d513f8b963f97a655bac9c646e741507184447d3426,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.467824,53.694572,On or near BELGRAVE SQUARE,E01012654,Blackburn with Darwen 016D,Suspect charged as part of another case
6f153a4ab30b6f123e4b63d2a2bb94ab46a2c3537430e4fffe3cd40c31d96cec,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.472739,53.731691,On or near FAIRHAVEN ROAD,E01012601,Blackburn with Darwen 011B,Suspect charged
5351913ea4afb2060e71b3f3f8c636fbd058b433cdf427613a8bd4c27f1c4442,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.712738,53.787256,On or near Petrol Station,E01025256,Preston 003A,Suspect charged
3f7f28dd04e14e4532065c89adc7b43eca1e07344c144467fa28060142fcf0ac,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.747058,53.785653,On or near MARLFIELD CLOSE,E01025263,Preston 005C,Offender given a caution
05c15c6a86eb31b9025eb9938a5bd4c791d8ee6c4ced8e5ee93d9b42462eb4ac,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.719914,53.769344,On or near DE LACY STREET,E01025310,Preston 012C,Suspect charged
f9e0b1315acf0c4b223234b343c0f8d16e75aa34d1f4bd78a23bb0aaf39e24b5,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.241433,53.787999,On or near RED LION STREET,E01024877,Burnley 003D,Suspect charged
3050510bc353b3c7f9765f4cd8bd9ab025f8e284682f7e893c235589d8c7ce0b,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.654064,53.783707,On or near FRANKLANDS DRIVE,E01025234,Preston 007A,Suspect charged
9327f926d225f333295054f30a148865b44fba4087e59e74bb9c3344dd14914b,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.683161,53.769856,On or near TEES STREET,E01025245,Preston 007E,Offender given a caution
00f3064ca62ec1a485f36d22f8446b5ea25d2cb7a212b102ad94a1e7a3cf1a45,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.668706,53.786287,On or near SPRINGSANDS CLOSE,E01025255,Preston 004C,Suspect charged
7e8883744fb1cf4830d02ba14230cba02b040bd0c3c1aadfac053480560894f1,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.714413,53.831296,On or near BARTON LANE,E01025281,Preston 002D,Suspect charged
e273c5196f7017e593ec57bf6d04540f5690bf61064653e1c5392878c9a19167,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.690183,53.761376,On or near CHURCH STREET,E01025295,Preston 014A,Suspect charged
2ef944a569aa7917026032ecf14450b25fb9ade012619cf1df6ca078c549c810,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.719595,53.773759,On or near CINTRA TERRACE,E01025308,Preston 012B,Suspect charged
dcb14eff8e453b496f29c75883c5df7e3d3683f5ec0fd07040e1f63c9c0a17b5,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.494647,53.741175,On or near DICKINSON CLOSE,E01012622,Blackburn with Darwen 009C,Local resolution
37a6c41459dcc4c3fe3dd9db48595000a2ef80b6378c37f84ba6a07eec57c954,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.596189,53.617223,On or near ASHFIELD ROAD,E01024915,Chorley 014A,Local resolution
214c9cf05d53f10e32baedccedd2ed15e65b00b374cb4592970c3e6ce19dce3f,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.821672,54.059310,On or near CLEVELEYS AVENUE,E01025155,Lancaster 020G,Local resolution
85d364948629869fad0c3ee29bc28b0addb83634194b470c3130acb2966e0a51,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.450883,53.823832,On or near PENDLE VIEW,E01025319,Ribble Valley 007B,Offender given a caution
f0101dfc2b8e91b273d57a4b3781f997977d4923f3f35ec6ea2dc76cf5be1605,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.392504,53.869444,On or near MOOR LANE,E01025338,Ribble Valley 003D,Offender given penalty notice
fa7f651e1d28ad6afac61263350b80e24ef7e7dab3adaa0571b3ec3dc85621c2,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.697839,53.758374,On or near Fishergate,E01033224,Preston 017G,Suspect charged
4963bf1b6ff9a539fe7a7d93425f050266a634a0cd327414e8e68a96fa5cfe88,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.518885,53.728462,On or near OLD GATES DRIVE,E01012613,Blackburn with Darwen 010F,Local resolution
49979b997219092dbfcd04c3598a888c9b55c9f228b7f469b5ffb01ec61a0e52,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.052858,53.817001,On or near Shopping Area,E01012736,Blackpool 010D,Local resolution
8b25c2da8a3d9b6c9956826725616c6f06c4e6f97d7c2275ac9ee74bc8c36231,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.360887,53.761634,On or near THORNEYHOLME ROAD,E01025057,Hyndburn 004C,Local resolution
35db4e486195b0a848c3d3dc4d5bc0685b2aab728fecd4ba060495f67605daf4,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.181117,53.858814,On or near WILMORE CLOSE,E01025223,Pendle 005D,Suspect charged
0bc6453ffec9248662d694a05ee8c3fcaadd4746a8926596dd9f3d1a39842106,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.672515,53.762555,On or near SAMUEL STREET,E01025250,Preston 016D,Local resolution
7e1738d0f8debd326b594cf8fc2ac421f16bea8e35d1fb0f317c7e0364e351e3,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.324681,53.720599,On or near SHAW STREET,E01025395,Rossendale 002D,Local resolution
eec2e92652edc4764098bcb58fa63d7cf909eef8b7a865e7bc72e5cec8ca2c96,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.379308,53.753910,On or near PARK ROAD,E01033231,Hyndburn 006H,Suspect charged
c5c57b87e7b9267e356837fd6023a3322607cb3e159c0e02550dc5daa84672af,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.263339,53.779046,On or near COG LANE,E01024872,Burnley 010A,Offender given a caution
e77af9faf05747d7046ecdbdd9486c7cb64403bf2c42b07d66f45a501363597b,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.245352,53.788584,On or near VICTORIA STREET,E01024877,Burnley 003D,Suspect charged
5726df5c54e6e407052e98212c8d56e81091c8fa1ff818edb78cad11722a5980,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.286313,53.794390,On or near HEWART STREET,E01024879,Burnley 005A,Suspect charged
0e339610368cfd566d34c59bff47198766d233d29f4586d2dac569abf495f196,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.126653,53.862703,On or near VERNON ROAD,E01025178,Pendle 006A,Suspect charged
37d00f168691de9fff0ddf29b630e45c419f521e4bccbda739ce59ed393e7b1e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.184494,53.859348,On or near PRIESTFIELD AVENUE,E01025222,Pendle 005C,Suspect charged
fe88fc62f74b6e84f2857a8d8633d0731afc0643104456bf4f2effd5bdded4ec,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.179873,53.852551,On or near HAWLEY STREET,E01025226,Pendle 007A,Suspect charged
1327a2f2e1fb8c5adfeff03e8c299c0c88ebada944332c5191ab61fcffd17715,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.215454,53.836485,On or near ELLEN STREET,E01025230,Pendle 011D,Suspect charged
bd7fd7994094e3e61ddce6774fca1c9cce2cfacdd6c33681676a582dd37ae541,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.486875,53.750833,On or near PRESTON NEW ROAD,E01012644,Blackburn with Darwen 006D,Suspect charged as part of another case
15c6e43893526eff74f15d9a2dbc7994c18eb2ddfce0c64f4c213e51f46bacf9,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.230131,53.800182,On or near BROWHEAD ROAD,E01024856,Burnley 003A,Suspect charged
116b7fa4d8f8bce92ced61505af98058b6107991b1445d186ca879d2b5846f81,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.307961,53.800726,On or near LUNE STREET,E01024885,Burnley 004C,Suspect charged
2d411541e3681ff09229cdc84ec670bd5d3e377200d0bda463e4ef7e92a421f1,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.309039,53.794576,On or near WYTHAM STREET,E01024885,Burnley 004C,Suspect charged
075548ac0f8ae1912ac932559de9beb9bdeb4f1b4c5bb68876ff90009bbca4da,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.315960,53.802386,On or near GAWTHORPE STREET,E01024889,Burnley 004E,Suspect charged
7c0273a09a7ecb559ab31e00bf347350bbbfae4c263f191e90fd519fa818b157,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.306894,53.793862,On or near BEECH STREET,E01024890,Burnley 004F,Suspect charged
087521ae7ea1e2efe932d42a28cfa08cf337745bc811e027e0db9a2cf73a1f84,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.410905,53.749878,On or near NEWTON STREET,E01025081,Hyndburn 005D,Suspect charged
e4f1ba8b4be693b33f4d01e12dc5feffe666eb7f8852e34120f2917d175997e8,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.384204,53.748690,On or near ELIZABETH STREET,E01025083,Hyndburn 006F,Suspect charged
3a52c38946ff66108e095cf2f92cdcb5cb2d6dfcf6418ed51118c57841d59a7f,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.367856,53.746755,On or near MARSDEN STREET,E01025084,Hyndburn 006G,Offender given a caution
074f6de65a224fb5eb2edc4bff08daa1fd60c926ae97c12405a7760e6a9709a0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.601140,53.828071,On or near FELL BROW,E01025328,Ribble Valley 006D,Suspect charged
c3147f8501399524ef94aafcbfdaf86b5f09600d0fb805fad5d60658c4d529a0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.391698,53.866157,On or near BROWNLOW STREET,E01025334,Ribble Valley 002A,Suspect charged
c231eb054bf67dac626b2c1838d01bb3414d393f3dd678e814bbdc9a90d13f20,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.501005,53.735226,On or near PARKINSON STREET,E01012625,Blackburn with Darwen 009F,Suspect charged
3ef1e80b436703e72270c015bc16576d1bf800b948f48a7a475e97f31760def7,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.473411,53.703825,On or near SNAPE STREET,E01012648,Blackburn with Darwen 014D,Suspect charged
2b0260593eb18b737cd4ed2138fd45a60080dae15737b92314f4a2392fba6c3c,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.486397,53.746216,On or near HEATON STREET,E01012655,Blackburn with Darwen 006E,Suspect charged
9351181a144b500970fac1d433669e72396aa4c83dc2026bda0871e55f7c32c2,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.740517,53.783995,On or near THREEFIELDS,E01025264,Preston 005D,Offender given a caution
37e41e93b2c7d2993535c893cac0c4fd9131202e4e7526cb0c9d244c411bd3a5,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.676288,53.764196,On or near MAITLAND STREET,E01025297,Preston 014C,Suspect charged
98a2a153f76a8073b1a5662f860f8b718e6dd58954528946308485522031066a,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.723643,53.770931,On or near RIDLEY ROAD,E01025312,Preston 012E,Suspect charged
63e353c877d241c2b89cec56cd4629dd5b7c0f1d20b6a87fca2e17f60531e04e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.699374,53.760379,On or near EARL STREET,E01033224,Preston 017G,Suspect charged
feeacabb4f81718fa809a75d449b68c0ff460534246892a8d437fac7325b28dc,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.694296,53.755986,On or near CHARLOTTE PLACE,E01033226,Preston 017H,Offender given a caution
1ce24e2c20708cb264c8250c21b7bf890667070915e6cae320c98c8ace5ae70b,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.483764,53.747970,On or near Shopping Area,E01012644,Blackburn with Darwen 006D,Local resolution
6737daad43b855978bfb34a9f946e4ebf12ba97fca04526fb843bd0f0a190737,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.740079,53.782344,On or near DOVEDALE AVENUE,E01025262,Preston 005B,Local resolution
0598134fd1ab96b0c7142c0bff0823e7c80882dab87af153f6a82335abf63a56,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.727839,53.763499,On or near MERSEY STREET,E01025288,Preston 010D,Local resolution
753bbc5ae9043553dcbc992298144971d566ef281e3b37e39c6897626762db54,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.704312,53.757222,On or near THEATRE STREET,E01025306,Preston 017D,Local resolution
4f22b609eb1cbfe4ff36e432cb11bd26a136753af1559e950b8bb502976184aa,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.660680,53.730443,On or near EAVESWOOD CLOSE,E01025399,South Ribble 008A,Local resolution
d4e0f88505f455810e28d9daaa6a5f9a30d745356625c525b990f2e6efa8e424,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.703949,53.694702,On or near HAIG AVENUE,E01025423,South Ribble 015B,Local resolution
b4bc988774066eeb8a8b26e10c4444da2c6462447aadfca60cdedc5fda3794a8,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.711904,53.690439,On or near CHERRYWOOD CLOSE,E01025447,South Ribble 017B,Offender given a caution
c050f7ae7d9acfb59f681ba4dfb63c4491178c2214c94ed7bd567de568480e83,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.731121,53.687842,On or near ALDER CLOSE,E01025460,South Ribble 017D,Local resolution
7b3459e26fc98eb8d825904041d679e2f03cc2c0333a546eeb17f348f5daddb4,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.687826,53.758252,On or near GREENWOOD STREET,E01033224,Preston 017G,Suspect charged
a3e7ccb4aac88a0e757de4a4da140c785ac6503f3a03d0c76695a9c6f3cdb806,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.664865,53.661363,On or near KINGSWAY,E01024972,Chorley 005F,Local resolution
bd523ebd9ae84c07497c08a6f2d1f50fa7404e3ff695d16edb800d926d48147d,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.866917,53.758448,On or near SUNNYSIDE CLOSE,E01024998,Fylde 003A,Investigation complete; no suspect identified
ab5f0897244ce96ce23bd2f9efe7c76f56fc6d7f4ed3b2a2d963bb6ef7590893,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.709011,53.767872,On or near SPRINGFIELD STREET,E01025292,Preston 015B,Offender given a caution
ea10d4fa6aeb4429a0cadbd297bc114716a8032d9127151fb81489b116e664df,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.200572,53.701852,On or near KING STREET,E01025369,Rossendale 003C,Suspect charged
91f930584fcca1389054669e8f685477a6485d07fd126932cfe038ca77044cea,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.325436,53.712453,On or near CROSS STREET NORTH,E01025396,Rossendale 002E,Offender given a caution
9d41bcd26d613e0b1d9dafa162df70d911972256e781a86e6ad4612808e75504,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.655689,53.734074,On or near COLLINS ROAD NORTH,E01025399,South Ribble 008A,Offender given a caution
0cb611349ca057252b264bcfe22c7bb888e7ef1c72e5429efdf34123512d424e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.709535,53.697275,On or near EDGEHILL CRESCENT,E01025423,South Ribble 015B,Suspect charged
1732fa038cccd8898d1a9aeba0312772d1a87129969e709c73e6660ed24fb845,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.677941,53.750938,On or near EDWARD STREET,E01025457,South Ribble 004B,Offender given a caution
375c85d229101c3e7472117237ab7c1ca94c60bdebc5fa8289c06f9aa43963ae,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.961575,53.736926,On or near Supermarket,E01024990,Fylde 009A,Investigation complete; no suspect identified
fcc5bb6bed6f928faad7b39daf6f0c7840bec3326fdf8df4f60969612c011a28,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.870296,53.769263,On or near SHACKLETON ROAD,E01024998,Fylde 003A,Investigation complete; no suspect identified
12a77accf55f4f95c409934ba91a7db1f22d2c9cede81fabf17fae143af0a8f0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.903538,53.747391,On or near FLORENCE AVENUE,E01025029,Fylde 007D,Investigation complete; no suspect identified
254b2ff0f1967e7ac469f9f8fcc9c9dcd48782402e9d1b4510a68acdd9bceb0e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.212841,53.830710,On or near MEREDITH STREET,E01025224,Pendle 011A,Suspect charged
7b953f06824884f5a8dcb18c8db83fc56fe9a3dd3a2d0cbd3c5be4fb6bf0f7db,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.260350,53.693216,On or near Petrol Station,E01025371,Rossendale 010A,Suspect charged
dbf7c55ec2c0ec1006d58ded258c9a1d1c9e5368d2b94b8ae5efbe62a8246fb9,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.039423,53.757768,On or near ST HILDA'S ROAD,E01024984,Fylde 006A,Investigation complete; no suspect identified
5eb839d68ae1e908a3c3d1e8e4aecc5c987d9693cc7f4596bbb2892378722871,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.027187,53.750503,On or near PARK ROAD,E01024987,Fylde 006D,Investigation complete; no suspect identified
bda45141832032fb02ca6ce6480bab1f542caf1c867ce96560c3da9e5ec73636,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.029712,53.750805,On or near WOOD STREET,E01024987,Fylde 006D,Investigation complete; no suspect identified
61a4dfe3bb0a5c4eeb820857c2cad7e061923d36a0c7963a44d4c4c0dc35bb95,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.030189,53.747987,On or near EAST BANK ROAD,E01024988,Fylde 006E,Investigation complete; no suspect identified
378bc33e1fe1b8d5fda790df5e71f7178bc78146f69ce58deba9fe6302357358,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.899583,53.752463,On or near MAPLE GROVE,E01025029,Fylde 007D,Investigation complete; no suspect identified
14d0795c0fae81bd4414e4034f6d7097cc013197f1504d3119a983a26de51272,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.892968,53.755218,On or near HASTINGS AVENUE,E01025030,Fylde 007E,Investigation complete; no suspect identified
74e50e19c6961cb1ee894e54c439b3078ebb0b927c3fb58080123bfefb25034c,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.465436,53.768994,On or near RAVENSCROFT CLOSE,E01012607,Blackburn with Darwen 001A,Local resolution
5a82cbd8a0e651d6e6d278efcb418dd2fda59d5e5e7677c11ccf8700ec4c4185,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.028306,53.758430,On or near MAYFIELD ROAD,E01024985,Fylde 006B,Investigation complete; no suspect identified
31a65ef44fb34443158cce7548b9d86d7cfaef8059aea915f44971a70d2fbadb,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.035833,53.754239,On or near BEACH ROAD,E01024986,Fylde 006C,Investigation complete; no suspect identified
b1b844baccc40f59ed505a99c298f7aee7141206d992ba57dea84f0b82eb54ad,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.332751,53.771566,On or near Parking Area,E01025053,Hyndburn 002G,Local resolution
14019c81244d470eae344595b6c86f314581651449930cabf19df0f101c25094,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.202959,53.703879,On or near BAKER STREET,E01025369,Rossendale 003C,Local resolution
50887d4396da5f809d4726bc5baac46c52ffa22ba1e65f078b3c9b64b676f72e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.408696,53.783195,On or near GREAVES STREET,E01025060,Hyndburn 001A,Local resolution
c2417067f5b6a9a3f4ec5080711b5a1d33d930613ae245b5e4faa045af4bd49a,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.203860,53.842949,On or near EDGAR STREET,E01025183,Pendle 009C,Local resolution
b4c981dde4cc9db75421813bac5cebb5cdd5438ce64b49760f5da5886894ceb0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.656392,53.763624,On or near GLENLUCE DRIVE,E01025249,Preston 016C,Local resolution
ff2cdf09db5acd105ba6ec0a450c24b31669d08e8867416795e95940ff856616,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.677115,53.765630,On or near LONSDALE ROAD,E01025297,Preston 014C,Local resolution
a886458ff7ebde800d8b20d00bda6be03bfe2e9c32ab290839ddc72572d80c44,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.498913,53.735270,On or near BEDFORD STREET,E01012624,Blackburn with Darwen 009E,Local resolution
23a52424025fe87bbca00420512a5707d54885df48dbd11e6c918cb527f9b53e,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.778616,53.662016,On or near WESTHEAD ROAD,E01024976,Chorley 007D,Local resolution
44dcb9db483f87289164d4b32dd9986a23d8fae4262e33a4f4df70dfc0e02807,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.698008,53.694476,On or near YEWLANDS AVENUE,E01025422,South Ribble 013B,Local resolution
8ff563beca7c46e451069fa1405dc55073bd8489d9716355e80aa0d225a556e8,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.714658,53.686773,On or near SEVEN STARS ROAD,E01025447,South Ribble 017B,Local resolution
441b662f06dc2060718d5412db7938e3440eb1ad8940d3948c2785aa81a08ca0,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.869899,53.564931,On or near DICCONSON WAY,E01025488,West Lancashire 007A,Local resolution
e55b1973404af1ef94b3dd631c8a83fae8ce175257660fd366c66d68fb5a2718,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.789071,53.549214,On or near WILLOW HEY,E01025521,West Lancashire 010F,Local resolution
a12ec8566e54de4a4af07587a69865857faa53b9f2ff7da534d309563c68d959,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.629361,53.660260,On or near WATERLOO STREET,E01024931,Chorley 006C,Local resolution
7805e24d20c95123a9d1ef93dccac4320d9b2ded0fe8d7812ebe9447054b2346,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.826711,54.056857,On or near Petrol Station,E01025172,Lancaster 010C,Local resolution
4809f1aec115cef15328387720b4d79f08f10967d9397bcdd9aaebdc6da73ec3,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.657127,53.733941,On or near THE CRESCENT,E01025399,South Ribble 008A,Local resolution
8e293405332309c0387d75628c4e41807bf44c3eb784901f7dfe9e6e0f419913,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.664254,53.728338,On or near QUEENSWAY,E01025407,South Ribble 007D,Local resolution
164b80f263e484ce6d79b8e1c4fd6e9d8883a7b99423c344552ba55388c9417f,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.869899,53.564931,On or near DICCONSON WAY,E01025488,West Lancashire 007A,Local resolution
eb399c455888fee2522c856c03244b107e1be4fed39db4b26b7909465e2ffa4a,2012-07,Lancashire Constabulary,Lancashire Constabulary,-3.006525,53.827538,On or near Petrol Station,E01025568,Wyre 014B,Local resolution
931dbf8f6e1ac10a0be580173576083dcc9c64f58669e6ff0d83859c82737a36,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.993168,53.873651,On or near CHATSWORTH CLOSE,E01025596,Wyre 012E,Local resolution
5a0d3309ca4c52ef04d3f5e9e15764a7538c4a8724e887e03df5366697f0c09d,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.651432,53.729352,On or near Sports/Recreation Area,E01025400,South Ribble 008B,Suspect charged
4ebc9b93919eeb5dd33776ba88bfddb942271991e7e4b23eb3739dd151da4efd,2012-07,Lancashire Constabulary,Lancashire Constabulary,-2.693547,53.697621,On or near PEARFIELD,E01025422,South Ribble 013B,Suspect charged
