Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
cdec6b98e71e27bbcd71aefbe7268fa945ed6c82a4acd2796fd5be9c02f67d09,2012-05,Northamptonshire Police,Northamptonshire Police,-0.884591,52.245977,On or near HOOD STREET,E01027225,Northampton 023B,Investigation complete; no suspect identified
5fdaa9d7ee064eb800151dc7acba4c3692e8c9d20428f4ae345448184936a96f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.910066,52.248247,On or near PEMBROKE CRESCENT,E01027242,Northampton 017C,Investigation complete; no suspect identified
9041a39b839c3cfba46c39aa991a22a69fd1e6e13ff84c7f4f3948b91351cf2b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.673994,52.298941,On or near LEYLAND VIEW,E01027315,Wellingborough 004C,Investigation complete; no suspect identified
bd4fde417f8415a7035f342a3ff8b1899760b8f7651fc16574170a34e450f96e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.690125,52.306916,On or near LISTER ROAD,E01027352,Wellingborough 006D,Investigation complete; no suspect identified
edc6748cfc7f209c81e1778938f320565626e6f67fb8b2e81134eedc8ecf83cf,2012-05,Northamptonshire Police,Northamptonshire Police,-0.698098,52.482925,On or near SIDMOUTH WALK,E01026951,Corby 005C,Investigation complete; no suspect identified
77a3051e8743a31eb68628782545dbad84a1443db07571f68e01ba0e6e5142f1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.719508,52.473862,On or near QUEBEC CLOSE,E01026968,Corby 006G,Investigation complete; no suspect identified
8fb5de3ebd8272c4180045f23ba4a1e0d3ae530caae1d67a59fac89446deb4da,2012-05,Northamptonshire Police,Northamptonshire Police,-1.080580,52.301412,On or near PITTAMS CLOSE,E01027015,Daventry 004B,Investigation complete; no suspect identified
45c68e6fc2c1bdd16f46e7614bf3b40baec0aad8a7490e3be1b3783995696056,2012-05,Northamptonshire Police,Northamptonshire Police,-0.808087,52.332368,On or near ORCHARD CLOSE,E01027023,Daventry 005E,Investigation complete; no suspect identified
0097ad2cbd79a706391268b471208a4f4b362b59a14afcb52061609b526b6a2d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.608931,52.294084,On or near OAKLEY ROAD,E01027063,East Northamptonshire 008C,Investigation complete; no suspect identified
ebf75ce2e784d82f3f33c197ebbfd2d9a0a001e920530438b6d6ce27dff21a47,2012-05,Northamptonshire Police,Northamptonshire Police,-0.897258,52.243723,On or near TEMPLE BAR,E01027153,Northampton 021C,Investigation complete; no suspect identified
0aa160ec09713386055c18d51eb75507f847745da4e1c8e961146daefb46d328,2012-05,Northamptonshire Police,Northamptonshire Police,-0.895011,52.252225,On or near BUNTING ROAD,E01027185,Northampton 015B,Investigation complete; no suspect identified
a3292b1c715603fcbb8f002164e7aa96c22578a0f29a4d5ca4234a7087fb61cd,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896643,52.254965,On or near BALMORAL ROAD,E01027192,Northampton 009A,Investigation complete; no suspect identified
419a0b4b61502d19fe7a27bb977428918ae2e25febedd79c1af4409ce2e1b121,2012-05,Northamptonshire Police,Northamptonshire Police,-0.835483,52.257021,On or near Supermarket,E01027198,Northampton 007C,Investigation complete; no suspect identified
01ca7a96b8a9417d97a2718058d23c0c9c89b22ecf17a29b58af750b01bd4feb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.891836,52.239132,On or near Nightclub,E01027223,Northampton 025A,Investigation complete; no suspect identified
c88ccf13da0826ed7cba66f6182022c94e85f7ac45f333bcbe1b0d94cafd99eb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.882278,52.273908,On or near HOLMECROSS ROAD,E01027232,Northampton 001D,Investigation complete; no suspect identified
4e19b6d7da73372ddcd199280f31c07d7833014ea11cc56fbf0c31eb5f0fa78d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.822269,52.272452,On or near TREETOPS,E01027246,Northampton 005E,Investigation complete; no suspect identified
d298fd17a3b9270b3c176e45cd9cc991e8b2db4f668d8dc6e8f64344e021ecc4,2012-05,Northamptonshire Police,Northamptonshire Police,-0.719508,52.473862,On or near QUEBEC CLOSE,E01026968,Corby 006G,Investigation complete; no suspect identified
cfc0baecdbad2be93d0166eab3dcc9e458eadbe153b2034d3e6eabc05ab71a24,2012-05,Northamptonshire Police,Northamptonshire Police,-0.694058,52.501005,On or near WOODLANDS AVENUE,E01026971,Corby 001A,Investigation complete; no suspect identified
13f1040254b2b74551a502caa7083994dfa41e4b61e908fb1235e6c47b26dcc0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.670688,52.535835,On or near STAFFORD ROAD,E01026979,Corby 001B,Investigation complete; no suspect identified
4aef9765775afb945d772b475738ac4a83d494127f42d6e97dae02e7418c0613,2012-05,Northamptonshire Police,Northamptonshire Police,-0.617620,52.300408,On or near Park/Open Space,E01027063,East Northamptonshire 008C,Investigation complete; no suspect identified
18326d0bbace47bb4f8acf1df45d1e9c4b55d00eac839c0ad516f6f090dab2e7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.610774,52.285789,On or near UPPER PARK AVENUE,E01027070,East Northamptonshire 010D,Investigation complete; no suspect identified
f5bbdd82ca40906104729992e84d4055eaccf808afe95be689350a2a51da6e2f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.715568,52.401805,On or near FULLER STREET,E01027112,Kettering 006D,Investigation complete; no suspect identified
c25557b40a1c04685df4d6d9d2a0b259f6df7f2b487a8b8be76d45fdc1445b7b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.845907,52.265215,On or near ESHER COURT,E01027182,Northampton 006C,Investigation complete; no suspect identified
94f94e7b3ee5c57eb09c6beb33c1b084622423566a6998f9ed4d5f1bf9996685,2012-05,Northamptonshire Police,Northamptonshire Police,-0.910618,52.243047,On or near RAYMOND ROAD,E01027241,Northampton 017B,Investigation complete; no suspect identified
697d2eeafc3f2a6dbc20533db87c469521bfe657d272d21bd02f96a3eab8651e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.990110,52.132268,On or near BROWNS YARD,E01027303,South Northamptonshire 004E,Investigation complete; no suspect identified
f6150be66f0372e72e2a7002b0427d759817a661ce4ce9efd3d4bbd9feb2964a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.751618,52.267043,On or near TEBBUTT'S YARD,E01027322,Wellingborough 009A,Investigation complete; no suspect identified
15eefb59c3253bf5598118d5f383a01421521bb1e18896aa65c388c771148b84,2012-05,Northamptonshire Police,Northamptonshire Police,-0.688118,52.311290,On or near THRUSH LANE,E01027330,Wellingborough 002A,Investigation complete; no suspect identified
ffc7ccd38964e577e184efbac252ece03c9cbe4f9b74de83027d8174f41a5b46,2012-05,Northamptonshire Police,Northamptonshire Police,-0.893031,52.227599,On or near Park/Open Space,E01032981,Northampton 028F,Investigation complete; no suspect identified
f6c9564cf2b05e24b8a35a876e5ae77fe077ac2b47abb1b0d8c9d3ceb186259b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.674716,52.489201,On or near THE GROVE,E01026957,Corby 003A,Investigation complete; no suspect identified
e5864a6e08e311744642fc567b32fa5873197ce0363c12996845c16bb617fad7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.705603,52.507210,On or near Petrol Station,E01026982,Corby 001D,Investigation complete; no suspect identified
2e09d45d6d56288c5b19b0719378df2e6e67b8b9e288e7c49c93c7042b53feaf,2012-05,Northamptonshire Police,Northamptonshire Police,-0.594889,52.317528,On or near WINDERMERE DRIVE,E01027037,East Northamptonshire 007D,Investigation complete; no suspect identified
4b44a867b66a574582464e5b85679274bf8b1a45ecd67420d597b16cab9fe84d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.730126,52.407761,On or near SACKVILLE STREET,E01027104,Kettering 007A,Investigation complete; no suspect identified
88756bcbe518c849cedfb288895aaa782e66a7ab393e1d92eca7dca65e0933dc,2012-05,Northamptonshire Police,Northamptonshire Police,-0.802708,52.439662,On or near EASTBROOK HILL,E01027109,Kettering 002F,Investigation complete; no suspect identified
7a325d19185801e2b7071bf081347ca616fed2dab92d142bfc8cd269252c4dff,2012-05,Northamptonshire Police,Northamptonshire Police,-0.712268,52.400555,On or near Petrol Station,E01027112,Kettering 006D,Investigation complete; no suspect identified
ecda145ccd32d5a2d12f3238ccd3fea4a65c43db01d7ad4e95d1aef1476fba84,2012-05,Northamptonshire Police,Northamptonshire Police,-0.874060,52.252342,On or near OAKWOOD ROAD,E01027186,Northampton 013B,Investigation complete; no suspect identified
66b7ba624014aca2fc518f790c177366a15437cb4b9df5d1cbd21e792cf33416,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900560,52.193064,On or near GLEBE FARM CLOSE,E01027206,Northampton 031D,Investigation complete; no suspect identified
6df79edf01dbd7ca17b8c542cf77bd91eaba4d30d181e470917e8fd176608ef5,2012-05,Northamptonshire Police,Northamptonshire Police,-1.010829,52.209324,On or near ACE LANE,E01027283,South Northamptonshire 001B,Investigation complete; no suspect identified
e474b6850c4599038706fd4c4c6fbec684149e2a96cda1bded5746066c4371eb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.688795,52.316189,On or near GANNET LANE,E01027334,Wellingborough 002E,Investigation complete; no suspect identified
b6eff598b4c9f32a47eef93b242f1b6993b535053fb10cd62004b38af37db904,2012-05,Northamptonshire Police,Northamptonshire Police,-0.691186,52.305247,On or near LITTLE PARK STREET,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
f2c0ac365a9a06f5532e0bd3b00e0506b556c5ff21f656ad035395866a0d910c,2012-05,Northamptonshire Police,Northamptonshire Police,-1.176411,52.250360,On or near THE WYE,E01027007,Daventry 008A,Investigation complete; no suspect identified
45c92dbcd33d7e50002ab39dffdc85b53659570aa50ade2f79cce61c16e03d5d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.893031,52.227599,On or near Park/Open Space,E01032981,Northampton 028F,Investigation complete; no suspect identified
706c6a8be92937eb14839fda3b82f849e1b94fc0596eefdd6ecec70384b88718,2012-05,Northamptonshire Police,Northamptonshire Police,-0.727058,52.487753,On or near LILLINGTON COURT,E01026984,Corby 004E,Investigation complete; no suspect identified
aecefb58922972458879d8896b2315449c7f02bb3463e615aa419db2853952fb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.597176,52.302756,On or near THRIFT STREET,E01027034,East Northamptonshire 007A,Investigation complete; no suspect identified
09b7ab1d1f20b14f210af2b64d5f6034f27097e6086d9dad163ccfc9e79477c2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.714184,52.407957,On or near WALNUT CRESCENT,E01027083,Kettering 005C,Investigation complete; no suspect identified
b90a2ea0ec5ac539b476a824ff07a045e2e4a7cdd7c13309c86df9952e0520ea,2012-05,Northamptonshire Police,Northamptonshire Police,-0.725299,52.403861,On or near CROWN STREET,E01027105,Kettering 006A,Investigation complete; no suspect identified
2c83074b07baa2b151dc92bc3f51dd29586a29fbc36bec51937faee22068cdd0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.865356,52.252438,On or near Supermarket,E01027169,Northampton 012B,Investigation complete; no suspect identified
b7fca6c8e206708b0c7dd6af4d7bc290de24b5c22628ae0fd4c9a27336416b06,2012-05,Northamptonshire Police,Northamptonshire Police,-0.897743,52.251334,On or near MONARCH ROAD,E01027185,Northampton 015B,Investigation complete; no suspect identified
f1014129b47f6fbd2c160a69539bee2535d3df5ac562c217172786f2c935e2a2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.850434,52.239752,On or near MAGNOLIA CLOSE,E01027258,Northampton 020C,Investigation complete; no suspect identified
a7af74f26b654dff5247c71b17aa5a092953527022deee7073178ec4d728d171,2012-05,Northamptonshire Police,Northamptonshire Police,-0.986028,52.128700,On or near ISLINGTON ROAD,E01027301,South Northamptonshire 005D,Investigation complete; no suspect identified
c978134c8bde5ec1dc29b310c382574bdac2b266d9e4056254a8091bf7ae5a9e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.686171,52.313633,On or near NEST LANE,E01027330,Wellingborough 002A,Investigation complete; no suspect identified
d98406c563cdc2eb315d1873f72b461c7bb8765d721ac01623bd14714b58fd29,2012-05,Northamptonshire Police,Northamptonshire Police,-0.891200,52.229407,On or near MALTHOUSE CLOSE,E01032981,Northampton 028F,Investigation complete; no suspect identified
d9024bcbe346ac6ffa1a6d9cb402c094634e4a537a41a0201bd90d97cf5d9c89,2012-05,Northamptonshire Police,Northamptonshire Police,-0.715108,52.479847,On or near BLYTON COURT,E01026965,Corby 006D,Investigation complete; no suspect identified
7b3f82d7f754f7a4afe26f9385521ef36145c3805266bc50283e2d5d7180db57,2012-05,Northamptonshire Police,Northamptonshire Police,-0.720631,52.474747,On or near REIGATE WALK,E01026968,Corby 006G,Investigation complete; no suspect identified
4b55405a732460602bff825da501e984b65c6acff5e9415f3f70a735a2490278,2012-05,Northamptonshire Police,Northamptonshire Police,-1.077453,52.233778,On or near Shopping Area,E01027025,Daventry 009D,Investigation complete; no suspect identified
5d7cf1efc820e6872d4a5e91f85eeef9ef0fffae0eda162bb7f5f758da402f16,2012-05,Northamptonshire Police,Northamptonshire Police,-0.739877,52.394703,On or near NORTHAMPTON ROAD,E01027115,Kettering 007D,Investigation complete; no suspect identified
77cc886df9a47a97152c0e5f1f347e2e62a2c08f833782f98e4d557f7a7aa4cd,2012-05,Northamptonshire Police,Northamptonshire Police,-0.808243,52.267538,On or near ALVIS COURT,E01027174,Northampton 005A,Investigation complete; no suspect identified
239ef5be5099e1d910fa3e5df61fe07649b4f5cd68e2fa65f7f3e4ed172c0e68,2012-05,Northamptonshire Police,Northamptonshire Police,-0.853067,52.272252,On or near A5123,E01027183,Northampton 006D,Investigation complete; no suspect identified
741d203a5facb8b44d9511f416d04d011d29a96cc0c1b156e5721495fa68826e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.873046,52.258832,On or near Supermarket,E01027188,Northampton 013C,Investigation complete; no suspect identified
839fa8932158e21386b5a034284ce4414e57c368d3a494ef3cde9eca26099e03,2012-05,Northamptonshire Police,Northamptonshire Police,-0.891065,52.235420,On or near SCHOLARS COURT,E01027223,Northampton 025A,Investigation complete; no suspect identified
74282cff503dcb579ba9efcff9a7830af25e31eed970bf6f88be96d5c06e6383,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896997,52.262538,On or near Sports/Recreation Area,E01027229,Northampton 009B,Investigation complete; no suspect identified
b3f8cf3bbf73be0055b98d8db4a9df777546d5d4e711a19168216c956d237540,2012-05,Northamptonshire Police,Northamptonshire Police,-0.826191,52.277688,On or near LUDLOW CLOSE,E01027245,Northampton 004B,Investigation complete; no suspect identified
561bc1936f8da80f7c8c4fa8742f5de1207ee5989cfc335211f2d95a16f74524,2012-05,Northamptonshire Police,Northamptonshire Police,-0.744499,52.262786,On or near MILBURY,E01027324,Wellingborough 009C,Investigation complete; no suspect identified
414fb34c976ccf0362c550d2c7eb438961c0535fbf28741b1d11c244e319e982,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896168,52.226855,On or near Petrol Station,E01032981,Northampton 028F,Investigation complete; no suspect identified
12fff0a9ff54bd3d3addf4b589ffa74a838f9e1459e0d8496ce02d9425360905,2012-05,Northamptonshire Police,Northamptonshire Police,-1.163433,52.272143,On or near ERICSSON CLOSE,E01026989,Daventry 006B,Investigation complete; no suspect identified
caf4678f7b20b4c2a79713d18ef6c48b9f161e6f3b700c69f28dbb54eda95044,2012-05,Northamptonshire Police,Northamptonshire Police,-0.586582,52.392664,On or near A14,E01027032,East Northamptonshire 003A,Investigation complete; no suspect identified
bcf8c9f532171edd268643f6d8e2ca83b639136b1a001f0e23ffbb7823a0f293,2012-05,Northamptonshire Police,Northamptonshire Police,-0.588446,52.295927,On or near FOSSE GREEN,E01027061,East Northamptonshire 008A,Investigation complete; no suspect identified
225a8c8e0ee515c617787b7ce1b05c36119128cd968d9151ffa2e153825528f5,2012-05,Northamptonshire Police,Northamptonshire Police,-0.724291,52.413326,On or near KINGSLEY AVENUE,E01027080,Kettering 004B,Investigation complete; no suspect identified
201df3358a56f736eecf54e84d984540ad4e7b2414c5bd7638d6646db2cc2e51,2012-05,Northamptonshire Police,Northamptonshire Police,-0.739877,52.394703,On or near NORTHAMPTON ROAD,E01027115,Kettering 007D,Investigation complete; no suspect identified
496b791dc532c0b79514ac400ff8dbe92869dd3f3c39cca71b3ae27698419cb9,2012-05,Northamptonshire Police,Northamptonshire Police,-0.814855,52.273502,On or near TALAVERA WAY,E01027178,Northampton 005C,Investigation complete; no suspect identified
846ed3875afe93b64af9d09516320a8e10e7075a64c0f3e071398e5c2acf3b33,2012-05,Northamptonshire Police,Northamptonshire Police,-0.884701,52.245115,On or near COWPER STREET,E01027225,Northampton 023B,Investigation complete; no suspect identified
7182192bbeb83970ee518ed331143339b33614f40986de3dce1e6cd25388e111,2012-05,Northamptonshire Police,Northamptonshire Police,-1.138304,52.028782,On or near ROMAN WAY,E01027264,South Northamptonshire 010A,Investigation complete; no suspect identified
ef5fd59438f1b1e675bab334167bd196e42bc129faf0ea56cc2ce90b9d1db101,2012-05,Northamptonshire Police,Northamptonshire Police,-0.719438,52.302580,On or near QUEENSWAY,E01027310,Wellingborough 007B,Investigation complete; no suspect identified
03d1f8b4d088066a380e3d49a234635b6e4fb3c0aa49a470435fa73cef9db7e5,2012-05,Northamptonshire Police,Northamptonshire Police,-0.684794,52.318041,On or near LLOYD CLOSE,E01027334,Wellingborough 002E,Investigation complete; no suspect identified
83b7b660210bf81523700a472a28d9c661f27f3e4191c280b2352f8c7677ff93,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708494,52.313304,On or near CHURCHILL AVENUE,E01027345,Wellingborough 003C,Investigation complete; no suspect identified
73ce900d3285cefbf82d8c42c2e176c082453edb94e2b3f23f9c0d94904b75a6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.695795,52.303122,On or near QUEEN STREET,E01027349,Wellingborough 006A,Investigation complete; no suspect identified
1c97c377b5f6d142129eb7c1cf60a247f9350e6b3238d3f718a242f78c7f3cb9,2012-05,Northamptonshire Police,Northamptonshire Police,-0.610883,52.282302,On or near BALHAM CLOSE,E01027070,East Northamptonshire 010D,Investigation complete; no suspect identified
0ef1f67245c65c0da6077cc4f9e5868cea6311a35d9826278c660b3abebdf3a8,2012-05,Northamptonshire Police,Northamptonshire Police,-0.721893,52.401676,On or near MONTAGU STREET,E01027110,Kettering 007B,Investigation complete; no suspect identified
db621886d6e2daa1e806da51e2b86a38f9f1b156acdcdfe42666123a7b3ad7f3,2012-05,Northamptonshire Police,Northamptonshire Police,-0.739745,52.364241,On or near KETTERING ROAD,E01027119,Kettering 011F,Investigation complete; no suspect identified
c3760ed86c08ca6702e1e45a8326df9808cdc907cdecc89aa92279971f82d702,2012-05,Northamptonshire Police,Northamptonshire Police,-0.912798,52.216167,On or near Pedestrian Subway,E01027162,Northampton 030A,Investigation complete; no suspect identified
026b0953c7bb5da5418cee6bc0d81e3887016f5e8990112bf1f1f1c827bfd2a6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.949733,52.256896,On or near PYTCHLEY WAY,E01027207,Northampton 019A,Investigation complete; no suspect identified
0efab8fdaa01c76c46a5066153599371a8ad7cf683ffa6894600e02448007c5c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.894302,52.237725,On or near DYCHURCH LANE,E01027223,Northampton 025A,Investigation complete; no suspect identified
20acde1bcbbfda81a2ad2810e458226b98f27d61cc26af9b4e7b8e0ff6ad7890,2012-05,Northamptonshire Police,Northamptonshire Police,-1.197398,52.079844,On or near WESTHORP,E01027296,South Northamptonshire 011C,Investigation complete; no suspect identified
53e64a6c357d47557b448dac9c156c4ac9a6c8930600153b295ddfcbe767196b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.687461,52.307237,On or near ADAMS CLOSE,E01027313,Wellingborough 004A,Investigation complete; no suspect identified
e1599f9ba2053633394ab3ffb2335b98d35ef51c69ad76dc80eba10818ad54cd,2012-05,Northamptonshire Police,Northamptonshire Police,-0.685327,52.303500,On or near NEWCOMEN ROAD,E01027314,Wellingborough 004B,Investigation complete; no suspect identified
58b12cd98c3b7908bb546a332c60ec8f54954de618aec9af881078b149092a77,2012-05,Northamptonshire Police,Northamptonshire Police,-0.727605,52.303190,On or near SHELLEY ROAD,E01027339,Wellingborough 005A,Investigation complete; no suspect identified
aa65bf4e8d077fa2119581839eaa7592983ea97be60fb160f4013801f01a2f0f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722896,52.306286,On or near THORPE CLOSE,E01027342,Wellingborough 005D,Investigation complete; no suspect identified
df11e7ad19ad8c41c806bf9ee8cdb51a177831258a43f815af45847eb769b45e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.718180,52.503849,On or near TORRIDON CLOSE,E01026981,Corby 002E,Investigation complete; no suspect identified
2bfed4ee9a67d023a64e71244a7dbf12fec38dbcf08337dd65e2495ff65ff22f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.583202,52.285174,On or near PEVENSEY CLOSE,E01027066,East Northamptonshire 010A,Investigation complete; no suspect identified
cd4f6020c317e7c90c9eadeebb7da26ea91f1ebedfeaaa81f1cb31023110d9a5,2012-05,Northamptonshire Police,Northamptonshire Police,-0.717623,52.406979,On or near REGENT STREET,E01027082,Kettering 005B,Investigation complete; no suspect identified
f54693aaa1401cd468ffad3188570391825666ae55121cbfde0f198598139757,2012-05,Northamptonshire Police,Northamptonshire Police,-0.694028,52.396031,On or near SAINT DAVID'S CLOSE,E01027122,Kettering 008E,Investigation complete; no suspect identified
b56ea6f476a573ab480b8fd4f1b3f3924146019524b9ee3a00629c7936712161,2012-05,Northamptonshire Police,Northamptonshire Police,-0.838156,52.241610,On or near FAIRGROUND WAY,E01027140,Northampton 011A,Investigation complete; no suspect identified
6470ec97b8704d534aa79d6b793987c978b933610e09773f12ac0d6b8443754c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.846252,52.252469,On or near WELLINGBOROUGH ROAD,E01027181,Northampton 010C,Investigation complete; no suspect identified
417fb8d3d55b28f43f00d72ba5710d6f52bed0bed8a1a574944221c0952ad7f2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896800,52.252161,On or near ARTHUR STREET,E01027185,Northampton 015B,Investigation complete; no suspect identified
9a664c4542d7d9dae6d36187ec02985cedc66677e79e34f03db400511f67a575,2012-05,Northamptonshire Police,Northamptonshire Police,-0.937900,52.243826,On or near TIMKEN CLOSE,E01027217,Northampton 019D,Investigation complete; no suspect identified
a0211d7e5f495cb9bf93745556d45bf82d540ef24c951ff9604e5d57b7ee629f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.883461,52.239664,On or near EDITH STREET,E01027228,Northampton 023D,Investigation complete; no suspect identified
237d992da1d33ad2b317bb201e922e3335ed5313eb0cfb7edbdf09586e5ef0db,2012-05,Northamptonshire Police,Northamptonshire Police,-0.857555,52.145426,On or near STONEHURST CLOSE,E01027294,South Northamptonshire 003E,Investigation complete; no suspect identified
31c76c08e9d89c0c4ddc93f3c6f5c8f30acdce9a4a0def4bca262355efe619bb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.788267,52.262785,On or near HIGH STREET,E01027353,Wellingborough 009F,Investigation complete; no suspect identified
4ddacd03e60e489840550d3ca4b514eb1f27319a403eb5b5b98aade3c0379271,2012-05,Northamptonshire Police,Northamptonshire Police,-0.797940,52.425642,On or near SPENCER STREET,E01027124,Kettering 003B,Investigation complete; no suspect identified
1615a1c32c4b64aad53bff423b4a296075c51d393507fd00dfd10bbf56a8a5eb,2012-05,Northamptonshire Police,Northamptonshire Police,-0.916886,52.273745,On or near HARROW WAY,E01027144,Northampton 003B,Investigation complete; no suspect identified
38e3c0f2f53bc5bb6006c5868f4d905ea5b37f0e2b444c5c87ced17fc80c4e9b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.891343,52.245403,On or near POOLE STREET,E01027155,Northampton 023A,Investigation complete; no suspect identified
ee1c483ad57f727a26a1578e0c99486a8d1a462865329ac50469550ec4bd3972,2012-05,Northamptonshire Police,Northamptonshire Police,-0.820801,52.270882,On or near DRYLEYS COURT,E01027200,Northampton 005D,Investigation complete; no suspect identified
3b2a74ec46627823eb9aa7f98ac02ac467822ff5f0ac7b00f26f07015cebff82,2012-05,Northamptonshire Police,Northamptonshire Police,-0.941350,52.239775,On or near MILLWAY,E01027217,Northampton 019D,Investigation complete; no suspect identified
7b58a65c12b07c58e4e73991aabb403b913746bc4d735c7462a21ca1a9067d37,2012-05,Northamptonshire Police,Northamptonshire Police,-0.895980,52.233246,On or near Parking Area,E01027223,Northampton 025A,Investigation complete; no suspect identified
3be4c4db9a8e84fba10b033810f88be417ebd2b38640e6f11abb7b3c9f0ff5ec,2012-05,Northamptonshire Police,Northamptonshire Police,-0.894501,52.258604,On or near QUEENSLAND GARDENS,E01027229,Northampton 009B,Investigation complete; no suspect identified
f92c40d6f5e6203c363764ac61308efd4b640c719e42164ec8657a4341bc9fc3,2012-05,Northamptonshire Police,Northamptonshire Police,-0.917057,52.259496,On or near NENE PLACE,E01027243,Northampton 017D,Investigation complete; no suspect identified
41266454e89155188f7f17e8dee631d00c13f423974b6125dea33b371639d7f2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.852460,52.240122,On or near FUCHSIA CLOSE,E01027255,Northampton 020A,Investigation complete; no suspect identified
9044aa003ae4dd493cdd1bb9e908e2542d25b02998a8c733717f6edfab7f6654,2012-05,Northamptonshire Police,Northamptonshire Police,-0.742926,52.263471,On or near CORDON CRESCENT,E01027324,Wellingborough 009C,Investigation complete; no suspect identified
aa0ba8700fd4962009dca97359824de87dbd0f53f6e24889fa30dc03bd2ee790,2012-05,Northamptonshire Police,Northamptonshire Police,-0.696140,52.307369,On or near Petrol Station,E01027332,Wellingborough 002C,Investigation complete; no suspect identified
182ced991a1aec07dcb509d438b0ccbfeda464b43e1f63fcff276f29e3c20061,2012-05,Northamptonshire Police,Northamptonshire Police,-0.806587,52.282266,On or near KINGFISHER COURT,E01027353,Wellingborough 009F,Investigation complete; no suspect identified
f18eb5a18879d842aa5c7874d4d3d4efc1bd064a7422f4c8e8c6a72d19b4fd5e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.702129,52.487554,On or near Parking Area,E01026949,Corby 005A,Investigation complete; no suspect identified
6753627b54471f9139db83b84bc7371f6f6b13fe6b51a5822e3146d4ad9e734a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.715688,52.476122,On or near BALMORAL,E01026968,Corby 006G,Investigation complete; no suspect identified
90b33f5e5ba5d04ecb7ecbad02992197d77819c5ff2b8788adbb766f48293ed0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.591228,52.295591,On or near WINDSOR ROAD,E01027061,East Northamptonshire 008A,Investigation complete; no suspect identified
5a18e2a022afa1c45c37a59d3d9e237c4df351d7eace177a4c4b52231378405e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.719760,52.409331,On or near MORLEY STREET,E01027079,Kettering 004A,Investigation complete; no suspect identified
b3dbc9e988b1cbcc7460371d319775afabe64280201da81910134377468bb75f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722729,52.407834,On or near PARK AVENUE,E01027106,Kettering 006B,Investigation complete; no suspect identified
e718909b962ac0782f54e127e4783bfb10de7a3bb7354e967eb30a4795a2be8b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.704556,52.406926,On or near BERTHA WAY,E01027127,Kettering 005D,Investigation complete; no suspect identified
c6f0d29a164a20778a259fcaa2fc076b1124152db8477cbd9b3b40ce4288fbc7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.871466,52.241411,On or near LUTTERWORTH ROAD,E01027133,Northampton 022B,Investigation complete; no suspect identified
